wavelength,Back_SalCoem,Belly_SalCoem,Breast_SalCoem,Crissum_SalCoem,Crown_SalCoem,DorTail_SalCoem,Patch10_SalCoem,Patch11_SalCoem,Rump_SalCoem,Throat_SalCoem,WingTip_SalCoem
384.86,6.0348,20.7843,12.9194,5.7584,5.9486,5.83566666667,19.3111333333,4.4554,5.61366666667,33.3993,6.35513333333
385.22,6.0502,20.8519,12.995,5.75146666667,5.96746666667,5.87433333333,19.3677666667,4.46986666667,5.6282,33.5082666667,6.3588
385.58,6.03806666667,20.9021666667,13.0387333333,5.75893333333,5.96173333333,5.86326666667,19.4270666667,4.48486666667,5.6224,33.5823666667,6.34586666667
385.94,6.09,21.0033666667,13.1200666667,5.82706666667,6.03313333333,5.91906666667,19.5350666667,4.55726666667,5.68153333333,33.7810333333,6.41386666667
386.30,6.10326666667,21.0952333333,13.1670666667,5.84846666667,6.0356,5.89186666667,19.6765,4.57146666667,5.6794,33.9486,6.4212
386.66,6.1548,21.1934666667,13.2502666667,5.88433333333,6.09653333333,5.91646666667,19.8035,4.6224,5.758,34.1494333333,6.48573333333
387.03,6.20433333333,21.3057666667,13.3397333333,5.94946666667,6.16813333333,5.99006666667,19.9075666667,4.68626666667,5.84146666667,34.2711666667,6.57046666667
387.39,6.2408,21.3757333333,13.4046666667,6.00053333333,6.207,6.02953333333,19.9883333333,4.727,5.8848,34.4095666667,6.6084
387.75,6.2538,21.4244333333,13.46,6.03626666667,6.23453333333,6.05726666667,20.0869666667,4.7432,5.90906666667,34.4838333333,6.6482
388.11,6.24766666667,21.4491,13.4567333333,6.02646666667,6.23526666667,6.02986666666,20.1245,4.7282,5.9022,34.5941,6.643
388.47,6.1552,21.4274666667,13.4082666666,5.97613333334,6.14826666667,5.96246666667,20.1064333333,4.63706666667,5.83973333333,34.6464333333,6.56986666667
388.83,6.09026666667,21.4351,13.3862,5.92493333333,6.08766666667,5.90786666667,20.116,4.5608,5.81846666667,34.6748333333,6.52093333334
389.19,6.04706666667,21.4212666667,13.3434666667,5.88493333333,6.04013333333,5.85093333333,20.1162666667,4.49513333333,5.75233333333,34.7274333333,6.4604
389.55,6.0284,21.4642666667,13.3176,5.8394,6.0082,5.80013333333,20.1079,4.44893333333,5.69473333333,34.7845666667,6.40853333333
389.91,6.05353333333,21.5475,13.3788,5.84973333333,6.01366666667,5.80233333333,20.1721,4.4536,5.68453333333,34.8936666667,6.40366666667
390.27,6.12486666666,21.6377333333,13.4736,5.9094,6.08873333333,5.89046666667,20.2190333333,4.51946666667,5.74753333333,35.0143333333,6.45606666666
390.63,6.1492,21.7260333333,13.5380666667,5.98026666667,6.13746666667,5.94193333333,20.2792666667,4.55026666667,5.77553333333,35.1095,6.47386666667
391.00,6.1916,21.8142333333,13.5919333333,6.0232,6.16673333333,5.99033333333,20.3709,4.58626666667,5.81086666667,35.2620666667,6.46613333333
391.36,6.19733333333,21.8186,13.6215333333,6.02706666667,6.17166666667,6.01046666667,20.4206,4.59753333333,5.84586666667,35.3255666667,6.46726666667
391.72,6.19146666667,21.8583666667,13.6244666667,6.01186666667,6.1578,5.99366666667,20.451,4.57613333333,5.83906666667,35.4204666667,6.42686666667
392.08,6.19853333333,21.9383666667,13.6369333333,6.0176,6.16766666667,6.01346666667,20.4890666667,4.5664,5.82386666667,35.5014333333,6.4164
392.44,6.278,22.0417,13.7252666667,6.05506666667,6.2122,6.0592,20.5739666667,4.62266666667,5.86246666667,35.5986666667,6.45526666667
392.80,6.33486666666,22.1382,13.7956666667,6.10846666667,6.2488,6.09386666667,20.6445,4.6652,5.86733333333,35.6848333333,6.4944
393.16,6.37253333333,22.273,13.8662,6.17493333333,6.30293333333,6.13353333333,20.7356666667,4.71346666667,5.93993333333,35.8012,6.53826666667
393.52,6.369,22.3117333333,13.8991333333,6.22133333334,6.30853333333,6.1482,20.7919,4.71586666667,5.97673333333,35.8759,6.5742
393.88,6.34806666667,22.325,13.8822666667,6.2144,6.29446666667,6.14606666667,20.8074,4.6986,5.98906666667,35.8964666667,6.5754
394.24,6.31353333333,22.3131,13.8264,6.19093333333,6.244,6.0758,20.8052333333,4.641,5.9522,35.8955,6.51626666667
394.60,6.26933333333,22.2845333333,13.7698666667,6.14213333333,6.17413333333,6.00093333333,20.7902,4.58293333333,5.89493333333,35.9060333333,6.45433333333
394.96,6.1952,22.2597,13.7003333333,6.06906666667,6.09293333333,5.929,20.7799666667,4.4968,5.82426666667,35.8831,6.38853333333
395.32,6.15126666667,22.3371333333,13.6859333333,6.05526666667,6.06453333333,5.8798,20.8067666667,4.46613333333,5.77733333333,35.9694666667,6.36366666667
395.68,6.10633333333,22.3625666666,13.658,6.04726666667,6.03413333333,5.84446666667,20.8178,4.44193333334,5.74393333333,36.0042,6.32366666667
396.04,6.0978,22.4209,13.6774666667,6.0726,6.02613333333,5.83213333333,20.8744,4.4424,5.76753333333,36.0539333333,6.33086666667
396.40,6.12013333333,22.5125,13.7236666667,6.12566666667,6.0704,5.83653333333,20.9837666667,4.48866666667,5.79826666667,36.1792333333,6.3656
396.76,6.1206,22.5690333334,13.7636,6.17793333333,6.08686666667,5.84106666667,21.0484,4.51553333333,5.82786666667,36.2864666667,6.3788
397.12,6.0886,22.5904333333,13.7684,6.1688,6.05593333333,5.80146666667,21.0725666667,4.49686666667,5.8006,36.3101,6.3548
397.48,6.1122,22.6272,13.7868666667,6.16953333333,6.06093333333,5.797,21.1493,4.51306666667,5.8008,36.3881666667,6.34473333333
397.84,6.1154,22.6663,13.7938,6.17093333333,6.0468,5.75853333333,21.1964,4.51913333333,5.7778,36.4679666667,6.33086666667
398.20,6.1256,22.7567,13.8651333333,6.1984,6.09193333333,5.80633333334,21.2838333333,4.5478,5.81106666666,36.5719333333,6.37146666667
398.56,6.15093333333,22.7838,13.9190666667,6.2418,6.13653333333,5.82466666667,21.3156666667,4.57073333333,5.84313333333,36.5838666667,6.4042
398.92,6.16306666667,22.8299333333,13.962,6.28,6.14106666667,5.82366666667,21.3689333333,4.589,5.86293333333,36.677,6.40646666667
399.28,6.17906666666,22.8378333333,14.0014666667,6.30353333333,6.1438,5.84406666667,21.4080333333,4.60986666667,5.88606666667,36.7198666667,6.4108
399.64,6.20153333333,22.9031333333,14.0476666666,6.33213333333,6.156,5.85726666667,21.4724333333,4.63766666667,5.90526666667,36.8619,6.42006666667
400.00,6.238,22.9294333333,14.1006666667,6.3482,6.15853333333,5.86886666667,21.5345333334,4.65166666667,5.9014,36.9586666667,6.40546666667
400.36,6.23026666667,22.9429333333,14.1090666667,6.36293333333,6.14393333333,5.901,21.5498333333,4.6296,5.90166666667,37.0177333333,6.39766666667
400.72,6.27273333333,22.9855666667,14.1433333333,6.38873333333,6.1938,5.95073333333,21.6222,4.65133333333,5.92893333333,37.0685,6.43193333333
401.08,6.34433333333,23.0485666667,14.2016666667,6.43313333333,6.23946666667,6.0042,21.7043666667,4.6828,5.953,37.1897333333,6.48206666667
401.44,6.38153333333,23.1396666667,14.2833333333,6.48486666667,6.2796,6.04486666667,21.7911,4.7054,5.97633333333,37.3314333333,6.48993333333
401.80,6.42966666666,23.2429,14.3401333333,6.54206666667,6.32353333333,6.08766666667,21.9077,4.74006666667,6.00586666667,37.4603,6.51346666667
402.16,6.447,23.3077333333,14.3576666667,6.59153333333,6.3376,6.08493333333,21.9524666667,4.75053333333,6.0048,37.5366333333,6.52613333333
402.52,6.45266666667,23.4236666667,14.3884,6.61826666667,6.33766666667,6.10473333333,22.0468,4.77693333333,6.00213333333,37.7130333333,6.5282
402.88,6.4812,23.5133,14.4331333333,6.67813333333,6.366,6.1366,22.1240333333,4.8216,6.01866666667,37.8156,6.57413333333
403.24,6.53013333333,23.6397333333,14.4858,6.7256,6.39766666667,6.17706666667,22.2237666667,4.84513333333,6.05633333333,37.9238,6.60373333333
403.60,6.59806666667,23.7205666666,14.5498666667,6.80833333333,6.46606666667,6.235,22.3071666667,4.9004,6.10606666667,37.9583333333,6.66886666667
403.95,6.6472,23.8222333333,14.6362,6.89293333333,6.54333333333,6.29773333333,22.4004666667,4.9712,6.15866666667,38.0467333333,6.74633333333
404.31,6.60673333333,23.8212,14.5934,6.84533333333,6.5152,6.23213333333,22.3853333333,4.92706666667,6.10666666667,38.0629,6.68873333333
404.67,6.57493333333,23.8474666667,14.6027333333,6.84473333333,6.48073333334,6.19326666667,22.3921666667,4.9022,6.0842,38.1232,6.65426666667
405.03,6.5786,23.9177333333,14.6379333333,6.8978,6.5052,6.19106666667,22.4557,4.9262,6.12206666667,38.2102666667,6.66293333333
405.39,6.57846666667,23.9425666667,14.6394666667,6.91186666667,6.50073333333,6.18533333333,22.4764666667,4.92973333333,6.12886666667,38.2008666667,6.67946666667
405.75,6.56933333333,23.9768333334,14.6606,6.916,6.49386666667,6.17726666667,22.5209666667,4.93513333333,6.12346666667,38.2498,6.6814
406.11,6.54366666667,23.9984666667,14.6626,6.89653333333,6.45393333333,6.1554,22.5557666667,4.9302,6.09786666667,38.293,6.64653333333
406.47,6.52173333333,24.0272666667,14.6736,6.87986666667,6.4294,6.1384,22.5835333333,4.90206666667,6.07193333333,38.3389333333,6.6298
406.83,6.49646666667,24.0663,14.6796,6.8566,6.4148,6.10313333333,22.6053666667,4.8616,6.04066666666,38.4153,6.60033333333
407.19,6.48686666667,24.0781666667,14.6822,6.86493333333,6.42213333333,6.09033333333,22.6348,4.8622,6.03466666667,38.4415666667,6.5866
407.55,6.4816,24.1244333333,14.7115333333,6.8832,6.42693333333,6.09633333333,22.7031,4.8612,6.04006666667,38.5489333333,6.5878
407.90,6.40893333333,24.1148666667,14.6474666667,6.8182,6.33626666667,6.01046666666,22.6790333333,4.78933333333,5.99333333333,38.602,6.51026666666
408.26,6.39346666667,24.153,14.678,6.83106666667,6.32093333333,5.99113333333,22.7313,4.78426666667,5.9782,38.6737,6.4928
408.62,6.37673333333,24.1864,14.6885333333,6.81366666667,6.2924,5.9614,22.7929,4.75013333333,5.96686666667,38.7499,6.4736
408.98,6.30233333333,24.1594333333,14.6360666667,6.74246666667,6.21993333334,5.89226666667,22.7568666667,4.68086666667,5.87033333333,38.7406333333,6.40493333333
409.34,6.24526666667,24.1901,14.5951333333,6.7278,6.17773333334,5.84333333333,22.7729333333,4.633,5.8188,38.8467,6.365
409.70,6.23286666667,24.2342,14.6120666667,6.75286666667,6.18166666667,5.8698,22.7928,4.62213333333,5.81466666667,38.9206666667,6.366
410.06,6.25313333333,24.2866333333,14.6588,6.78766666667,6.19453333333,5.8794,22.8451666667,4.60053333333,5.84153333333,39.0190333333,6.38826666667
410.42,6.28986666667,24.3361666667,14.6814666667,6.8298,6.22746666667,5.89986666667,22.8819666667,4.62113333333,5.87633333333,39.0887666667,6.42093333334
410.77,6.31273333333,24.3661666667,14.7091333333,6.85213333333,6.2432,5.91273333333,22.9064666667,4.63786666667,5.9068,39.1259666667,6.42586666667
411.13,6.30793333333,24.4153333333,14.7189333333,6.86573333333,6.23213333333,5.90453333333,22.9472333333,4.628,5.89626666667,39.2654333333,6.42373333333
411.49,6.2694,24.4146333333,14.6830666667,6.82193333334,6.1712,5.84846666667,22.9088666667,4.5664,5.84746666667,39.2731,6.363
411.85,6.2608,24.4427,14.6848666667,6.83213333333,6.16966666667,5.8364,22.9273333333,4.5496,5.83506666667,39.2877666667,6.36073333333
412.21,6.2764,24.5025333333,14.6966666667,6.8614,6.18766666667,5.8716,22.9615666667,4.55753333333,5.85226666667,39.3421666667,6.37333333333
412.57,6.31233333333,24.5689,14.7442,6.92206666667,6.2278,5.90026666667,23.0339333333,4.6004,5.87186666667,39.4160333333,6.38253333333
412.92,6.37473333333,24.6640666667,14.8047333333,7.02,6.28666666667,5.96553333333,23.1378333333,4.6588,5.9576,39.5199333333,6.4362
413.28,6.42006666667,24.7417333333,14.8606,7.05313333333,6.3144,6.00673333333,23.1898666667,4.69013333333,5.98646666667,39.5658666667,6.4436
413.64,6.4334,24.7754666667,14.8668666667,7.07473333333,6.3042,5.9948,23.2114666667,4.68346666667,6.00033333333,39.6206666667,6.42746666667
414.00,6.44813333333,24.8402666667,14.9158666666,7.09526666667,6.32406666667,6.01686666667,23.2733333333,4.71913333333,6.00893333333,39.6873333333,6.44086666667
414.36,6.46053333333,24.9053666667,14.9718666667,7.1356,6.3504,6.02746666667,23.3511333333,4.75206666667,6.02946666667,39.7706333333,6.44273333333
414.72,6.4824,24.9472,15.0078666667,7.17993333333,6.36953333333,6.03806666667,23.4203,4.7742,6.0338,39.8444333334,6.45793333333
415.07,6.50373333333,24.9761,15.0605333334,7.2178,6.365,6.0322,23.4329666667,4.77533333333,6.05053333333,39.8392666667,6.4646
415.43,6.52586666667,25.0236666667,15.0888666667,7.25493333333,6.37486666667,6.058,23.4589,4.80346666667,6.06713333333,39.8932,6.4994
415.79,6.57506666667,25.1003,15.172,7.32033333333,6.41973333333,6.1014,23.5427666667,4.86153333333,6.10326666667,40.0228333333,6.54153333333
416.15,6.57006666667,25.1613,15.221,7.34546666667,6.41266666667,6.09133333333,23.5894666667,4.8626,6.11593333333,40.1375666667,6.56146666667
416.51,6.53873333333,25.1990666667,15.2055333333,7.34526666667,6.39913333333,6.06773333333,23.5824666667,4.84693333333,6.1002,40.1777333333,6.56726666667
416.86,6.50713333334,25.1897666667,15.1888666667,7.3066,6.35406666667,6.01566666667,23.5335333333,4.80533333333,6.06826666667,40.1990666667,6.5354
417.22,6.49573333333,25.2080666667,15.2128,7.32386666667,6.35526666667,6.00513333333,23.557,4.82253333333,6.06993333333,40.2548,6.5566
417.58,6.49366666667,25.2621333333,15.2496666667,7.34906666667,6.36926666667,6.01533333333,23.6043333333,4.8308,6.0846,40.3053333334,6.5754
417.94,6.47493333333,25.2687666667,15.2158,7.34826666667,6.34513333333,6.00073333333,23.5709666667,4.80686666667,6.06566666667,40.3011666667,6.561
418.29,6.47746666667,25.3097666667,15.2274666667,7.37633333333,6.3408,5.99986666667,23.5731333333,4.8066,6.07426666667,40.3300333333,6.5758
418.65,6.4598,25.3709333333,15.2282666667,7.39646666667,6.33473333333,6.0008,23.6039666667,4.79393333333,6.08286666667,40.402,6.5852
419.01,6.44373333333,25.4213666667,15.2449333333,7.41406666667,6.34,6.01066666667,23.6427666667,4.81,6.0752,40.4840333333,6.595
419.37,6.42653333333,25.4473666667,15.241,7.4196,6.3366,5.986,23.6741,4.80146666667,6.08486666667,40.5394,6.5854
419.73,6.43053333333,25.5061666667,15.2484666667,7.4372,6.3446,5.9886,23.7138333333,4.80433333333,6.07826666667,40.5960333334,6.5938
420.08,6.45473333333,25.5402,15.2542666667,7.45806666667,6.3624,6.01326666667,23.7358666667,4.8246,6.08886666666,40.6175,6.613
420.44,6.457,25.5784666667,15.2716,7.46746666667,6.36146666667,6.01053333333,23.7613,4.81633333333,6.0932,40.6817666667,6.60266666667
420.80,6.45293333333,25.6249666667,15.3051333334,7.4886,6.3672,6.0236,23.8158,4.8222,6.0826,40.7525333333,6.6012
421.16,6.45646666667,25.6796,15.3152,7.50593333333,6.3668,6.02286666667,23.8388666667,4.81646666667,6.08446666667,40.8112,6.5936
421.51,6.4674,25.7117,15.3228,7.51486666667,6.3722,6.023,23.8475333333,4.82246666667,6.0858,40.8632333333,6.5924
421.87,6.4802,25.7665666667,15.3508,7.54833333333,6.3892,6.0384,23.9097,4.82606666667,6.1068,40.9509333333,6.59693333334
422.23,6.45673333333,25.7828666667,15.3429333333,7.53073333333,6.36653333333,6.0184,23.9255333333,4.798,6.08953333333,41.0010666667,6.5684
422.58,6.4598,25.8217666667,15.3691333333,7.54193333333,6.3692,6.01786666667,23.9514666666,4.8056,6.0822,41.0614,6.5622
422.94,6.4726,25.8932,15.3914666667,7.5604,6.3818,6.02473333333,24.0011666667,4.79753333333,6.09573333333,41.1415333333,6.56266666667
423.30,6.48026666667,25.9416,15.4302666667,7.59586666666,6.39613333333,6.05006666667,24.0373666667,4.8074,6.0976,41.1781,6.57946666667
423.66,6.46906666667,25.9499,15.4279333333,7.59913333333,6.38193333333,6.03026666667,24.0308,4.78846666667,6.10026666666,41.2074333333,6.5586
424.01,6.47306666667,26.0084666667,15.4686666667,7.63886666667,6.3926,6.03086666667,24.0882333333,4.79906666666,6.1106,41.2893,6.56013333333
424.37,6.49066666667,26.0494333333,15.4936,7.6742,6.41046666667,6.0586,24.1326333333,4.8276,6.12753333333,41.3344333333,6.58086666667
424.73,6.5134,26.1097333333,15.5150666667,7.7068,6.4304,6.06766666667,24.1834666667,4.84773333333,6.15293333333,41.3972333333,6.60006666667
425.08,6.5066,26.1310666667,15.5277333333,7.72066666667,6.43113333333,6.062,24.22,4.83626666667,6.15546666667,41.4424666667,6.59613333333
425.44,6.49066666667,26.1622333333,15.5305333333,7.72853333333,6.42226666667,6.0418,24.2650666667,4.82626666667,6.14293333333,41.4836,6.58533333333
425.80,6.4988,26.2161333333,15.5647333333,7.7454,6.43966666667,6.04626666667,24.3168,4.841,6.1496,41.5761333333,6.5948
426.16,6.515,26.2703333333,15.5872666667,7.78546666667,6.45646666667,6.0618,24.3808666667,4.8562,6.15526666667,41.65,6.5978
426.51,6.51253333333,26.2887666667,15.5906666667,7.79886666666,6.446,6.04726666667,24.4005333333,4.84493333334,6.1536,41.6585333333,6.58713333333
426.87,6.5172,26.2903666667,15.6056666667,7.82826666667,6.449,6.04746666667,24.4333333333,4.859,6.15246666667,41.6778,6.5884
427.23,6.53606666667,26.3741,15.6286,7.8478,6.45793333333,6.036,24.5100333333,4.87166666667,6.1614,41.7981,6.57653333333
427.58,6.54746666667,26.4422333333,15.6693333333,7.87606666667,6.47506666667,6.06,24.5937333333,4.8882,6.16333333333,41.9108333333,6.58626666667
427.94,6.52893333333,26.4591,15.6512666667,7.87853333333,6.45593333334,6.02466666667,24.6135666667,4.8624,6.1452,41.9474333333,6.55666666667
428.30,6.51333333333,26.4890666667,15.6483333333,7.874,6.4272,5.98413333333,24.6318666667,4.82186666667,6.10853333333,41.9964333333,6.53393333333
428.65,6.52113333333,26.5375666667,15.6654666667,7.90506666667,6.43966666667,5.9948,24.6660666667,4.82653333333,6.1086,42.0714,6.533
429.01,6.53146666667,26.6027333333,15.6974,7.94193333333,6.45093333333,6.00673333333,24.7144666667,4.83753333333,6.11273333333,42.142,6.5356
429.37,6.5538,26.6885,15.7324,7.995,6.45346666667,6.02646666666,24.7663,4.85526666667,6.13286666667,42.2270333333,6.5544
429.72,6.54353333333,26.7306,15.7399333333,8.01426666666,6.44493333333,6.0116,24.7834333333,4.8434,6.1176,42.2718,6.54426666667
430.08,6.55173333333,26.7682666666,15.7712,8.04386666667,6.45773333333,6.02233333333,24.8145666667,4.85326666667,6.12333333333,42.3170666667,6.57033333333
430.44,6.5798,26.8467666667,15.8183333333,8.099,6.48766666667,6.069,24.8626,4.88773333333,6.16646666667,42.4142333333,6.6008
430.79,6.5616,26.9062,15.8231333333,8.10253333334,6.4696,6.0496,24.8596333333,4.866,6.14766666667,42.4721666667,6.592
431.15,6.55546666667,26.9270333333,15.8477333334,8.14186666667,6.46206666667,6.05906666667,24.8892666667,4.86073333333,6.14526666667,42.5451,6.603
431.50,6.54486666667,26.9589,15.8360666667,8.1636,6.44953333333,6.03206666667,24.8885333333,4.83593333333,6.13666666667,42.5250333333,6.59553333333
431.86,6.55306666667,27.0101333333,15.8748666667,8.185,6.44753333333,6.0378,24.9213666667,4.83633333333,6.13986666667,42.6044,6.59986666667
432.22,6.55886666667,27.0454333333,15.8890666667,8.22313333333,6.45653333333,6.0496,24.9535,4.8486,6.14566666667,42.6528666667,6.60566666667
432.57,6.5854,27.1069333333,15.9176,8.26213333333,6.4774,6.06986666667,24.9872,4.858,6.1726,42.6938666667,6.6402
432.93,6.59433333333,27.1359,15.9204666667,8.28233333333,6.468,6.06633333333,24.9993666667,4.8592,6.1746,42.7319666667,6.63753333333
433.29,6.5966,27.1647,15.9441333333,8.30293333333,6.47213333333,6.06813333333,25.0326666667,4.85226666667,6.17226666667,42.7772,6.63713333334
433.64,6.64686666667,27.2206333333,15.9818666667,8.3726,6.51526666667,6.1096,25.0880666667,4.89866666667,6.219,42.8077,6.6776
434.00,6.64726666667,27.2814,15.9886,8.3848,6.50293333333,6.09706666667,25.1339666667,4.88706666667,6.21846666666,42.8649,6.6588
434.35,6.66766666667,27.3407,16.0232,8.41726666667,6.51973333333,6.10173333334,25.2116,4.89546666667,6.22966666667,42.9537333333,6.66873333333
434.71,6.69533333333,27.3947,16.047,8.4732,6.54606666667,6.11793333333,25.2782,4.92293333333,6.25886666667,43.0195333333,6.6906
435.07,6.70746666667,27.4364666667,16.0735333333,8.4992,6.56746666667,6.137,25.3035,4.94246666667,6.27686666667,43.0457,6.7008
435.42,6.72146666667,27.5018333333,16.1125333333,8.544,6.5742,6.15286666667,25.3664333333,4.96673333333,6.2888,43.1514666667,6.70346666667
435.78,6.75453333333,27.5911666667,16.1566666667,8.59893333333,6.61866666667,6.18553333333,25.4464666667,4.9988,6.3278,43.2074,6.7424
436.13,6.792,27.6722666667,16.2048,8.64726666667,6.64853333334,6.2104,25.5129333334,5.02873333333,6.36933333333,43.2978333333,6.7622
436.49,6.75466666667,27.6984333333,16.2044666667,8.6474,6.61153333333,6.17733333333,25.5492333333,5.00293333333,6.3348,43.3531666667,6.7186
436.84,6.74453333333,27.7700666667,16.2373333333,8.67446666667,6.61546666667,6.1788,25.611,5.00373333333,6.33953333333,43.4192,6.72886666667
437.20,6.753,27.8261,16.2648,8.7142,6.63406666667,6.18753333333,25.6349333333,5.0206,6.3524,43.4790666667,6.73186666667
437.56,6.6974,27.8341666667,16.242,8.68653333333,6.5704,6.13146666667,25.6025,4.96293333334,6.30686666667,43.5073333333,6.6784
437.91,6.7058,27.8855333333,16.2820666667,8.73793333333,6.57746666667,6.14866666667,25.6169666667,4.9752,6.31846666667,43.5588,6.69926666667
438.27,6.69586666667,27.9184,16.277,8.7576,6.57,6.14173333333,25.6102666667,4.96606666667,6.30273333333,43.5559666667,6.7034
438.62,6.65186666667,27.9357333333,16.2648,8.73286666667,6.53413333333,6.1072,25.6003666667,4.9278,6.26186666666,43.5932666667,6.66186666666
438.98,6.63113333333,27.9726,16.2550666667,8.72313333334,6.5032,6.07053333333,25.5995333333,4.89173333333,6.22933333334,43.6211666667,6.633
439.33,6.61933333333,27.9924,16.2460666667,8.72813333333,6.49846666667,6.0614,25.5840333333,4.886,6.22086666667,43.6250666667,6.62733333333
439.69,6.5988,28.0124666667,16.2326,8.72333333333,6.46686666666,6.03273333333,25.5652333333,4.8656,6.19366666666,43.6673,6.597
440.04,6.5706,28.0228333333,16.2192666667,8.7228,6.44,6.0124,25.5641333333,4.84466666666,6.17013333334,43.6863666667,6.5808
440.40,6.579,28.0475,16.2249333333,8.7464,6.4418,6.01066666667,25.5735,4.8554,6.17886666667,43.7073333333,6.58853333333
440.75,6.58066666667,28.0520333333,16.2204666667,8.761,6.4396,6.00466666667,25.5593,4.8554,6.17006666666,43.7194,6.57593333333
441.11,6.56586666667,28.0593666667,16.2004,8.76506666667,6.4266,5.99913333333,25.5614666667,4.84126666667,6.16593333333,43.7283,6.5716
441.47,6.57,28.0856666667,16.2104,8.78606666667,6.43406666666,6.006,25.5929333333,4.8542,6.16233333333,43.7759,6.58253333333
441.82,6.55993333333,28.1067666667,16.2008,8.80273333333,6.43793333333,5.9898,25.6035666667,4.8424,6.1506,43.7988,6.57013333333
442.18,6.54326666667,28.1168,16.1952,8.81073333334,6.41573333333,5.96326666667,25.6006666667,4.82853333333,6.1292,43.8247333333,6.54866666667
442.53,6.5912,28.1667,16.2332,8.87733333333,6.44113333333,5.99406666667,25.6406,4.858,6.1732,43.8568333333,6.5826
442.89,6.61946666666,28.2335333334,16.264,8.9454,6.4616,6.01593333333,25.6861333333,4.8806,6.19726666667,43.9221666667,6.6038
443.24,6.61426666667,28.2488333333,16.2669333333,8.96913333333,6.44786666666,6.02213333333,25.6999666667,4.86973333333,6.1964,43.9216333333,6.60206666667
443.60,6.615,28.2721,16.2854,9.0078,6.4604,6.036,25.7322666667,4.86813333334,6.2114,43.9337666667,6.61433333333
443.95,6.6174,28.3265,16.3026,9.05726666667,6.46686666667,6.03373333333,25.7673333333,4.871,6.2188,43.9969333333,6.61293333334
444.31,6.60206666667,28.3536333333,16.3044,9.08233333333,6.44246666667,6.021,25.7652333333,4.8486,6.20086666667,44.0222666667,6.59273333333
444.66,6.6166,28.4191,16.3324,9.13046666667,6.453,6.02373333333,25.8111333333,4.85426666667,6.2164,44.0983333333,6.6062
445.02,6.6206,28.4842333333,16.3682,9.16400000001,6.452,6.01933333333,25.8519333333,4.8498,6.20753333333,44.177,6.60066666667
445.37,6.62906666666,28.5131,16.3894,9.20333333333,6.45446666667,6.029,25.8623333333,4.8648,6.21913333334,44.1987666667,6.60106666667
445.72,6.63693333333,28.5613666667,16.4058,9.23266666667,6.45866666667,6.03386666667,25.8961333333,4.8758,6.2232,44.2619,6.6
446.08,6.62593333333,28.6149,16.4282666667,9.25173333334,6.45633333333,6.02813333333,25.9489,4.86613333333,6.2256,44.3472666667,6.58713333333
446.43,6.6024,28.6458,16.4314,9.2576,6.44333333333,6.00453333333,25.9662333333,4.85106666667,6.19666666667,44.4016666667,6.56553333334
446.79,6.6018,28.669,16.4382666667,9.27113333333,6.44686666667,6.00506666667,25.9989333333,4.85666666667,6.20486666667,44.4499333333,6.56153333333
447.14,6.62606666667,28.7304,16.4822,9.31660000001,6.4722,6.0146,26.0564,4.87353333333,6.22786666667,44.5489333333,6.5754
447.50,6.63526666667,28.7745333333,16.517,9.35526666667,6.485,6.026,26.0968,4.8924,6.2412,44.6094666667,6.57313333333
447.85,6.63853333333,28.8205666667,16.5386,9.37366666667,6.4868,6.03433333333,26.1172666667,4.89853333333,6.2462,44.6448666667,6.57173333333
448.21,6.6624,28.8731333333,16.5694666666,9.40986666667,6.51933333333,6.05306666666,26.1804666667,4.91766666667,6.2748,44.7223666667,6.583
448.56,6.66473333333,28.9206,16.5922666667,9.44453333334,6.53733333333,6.06733333333,26.2252,4.93246666667,6.27853333333,44.7663666667,6.5974
448.92,6.66513333333,28.9418,16.5954,9.46739999999,6.54473333333,6.0612,26.2482333333,4.9402,6.28553333334,44.7961,6.5904
449.27,6.68146666667,29.0278333333,16.6394666667,9.50953333334,6.56413333333,6.06333333333,26.3296666667,4.93486666667,6.29526666667,44.9081666667,6.59433333333
449.62,6.67733333334,29.0587666667,16.6595333333,9.54100000001,6.5626,6.07053333334,26.3585333333,4.93933333333,6.30293333333,44.9535666667,6.6062
449.98,6.70266666666,29.106,16.6853333333,9.58126666667,6.58206666667,6.09233333333,26.3778333333,4.95686666667,6.31566666667,44.9901,6.6282
450.33,6.722,29.1293,16.7007333333,9.61253333333,6.60126666667,6.11173333333,26.4045333333,4.97333333333,6.3392,45.016,6.6458
450.69,6.72106666667,29.1503666667,16.7067333333,9.64746666667,6.612,6.11626666667,26.4183,4.97546666667,6.33593333333,45.0247666667,6.65313333333
451.04,6.7272,29.2073333333,16.7176,9.67833333333,6.6098,6.11513333333,26.4431666667,4.97046666667,6.3312,45.0861666667,6.65526666667
451.40,6.721,29.2325333333,16.7000666667,9.692,6.5772,6.09513333333,26.4484333333,4.94666666667,6.31093333333,45.1306666667,6.65306666667
451.75,6.7322,29.2780666667,16.7256666667,9.73626666667,6.58833333333,6.10146666667,26.4736666667,4.9546,6.32593333333,45.1884,6.67646666667
452.10,6.73706666667,29.3071333333,16.7397333333,9.76826666667,6.58493333333,6.10533333333,26.4926333333,4.963,6.3234,45.2169,6.6836
452.46,6.73673333333,29.3285333333,16.7519333333,9.79100000001,6.56893333333,6.10293333333,26.5123,4.95733333333,6.33413333333,45.2717666667,6.67153333333
