wavelength,Back_DacVigm,Belly_DacVigm,Breast_DacVigm,Crissum_DacVigm,Crown_DacVigm,DorTail_DacVigm,Patch10_DacVigm,Rump_DacVigm,Throat_DacVigm,WingTip_DacVigm
186.01,142.222266667,-140.740733333,-241.481533333,-350.370333333,-71.1110666667,-84.4443333335,71.852,-209.6296,-140.0,-434.074133333
186.39,60.4938666667,-3.70366666667,-39.2593333334,-78.7653333333,10.6172666666,-10.1233333333,43.9505333333,-37.5309333333,-28.3950666665,-122.2222
186.77,40.8694666667,-24.6378666667,-71.3043333334,-105.507266667,-26.6666666666,-31.8841999999,24.0580666667,-80.5797333333,-56.8116666666,-163.7682
187.15,65.2030666667,17.7236,0.16259999998,-9.43093333336,20.9756,26.3414666667,64.8781333334,-2.27626666674,6.3414,-45.8536666667
187.53,54.5613333334,14.2106666667,-7.19299999994,-10.0001333334,11.4034,24.3859333333,66.1403333334,-12.4559999999,-4.03519999995,-66.1404
187.91,28.3333333333,-5.74073333331,-37.9630666666,-35.1851333334,-15.1851333333,-8.7036,42.2221333333,-44.4444000001,-35.3704000001,-104.4444
188.29,59.6363333333,35.2727333333,12.4848666667,19.6361999999,27.394,39.1515333333,74.4242666668,15.5153333333,20.7272666667,-23.394
188.67,59.0476,46.3492666667,20.4233333333,29.3122666667,35.1323333333,43.3862,76.6137333332,28.5713333333,33.0158666667,-8.78320000001
189.05,59.8095999999,56.381,34.1904666667,41.4285333333,40.7619333333,44.5712666667,75.4287333333,41.2381333333,37.619,5.3332
189.43,58.9830666666,53.4462666667,30.3954666667,47.0056000001,41.6949333334,42.7119333333,80.3389333333,39.4350666667,31.7514,-1.69486666667
189.81,52.3959333333,58.4373999999,35.3124,52.0834000001,46.3540666666,42.0832,78.2291999999,42.8125333334,38.4375333333,4.47906666667
190.19,48.0,54.75,40.1666666667,51.9999999999,46.3333333333,36.0833333333,72.6666666667,42.3333333333,35.4166666667,13.4166666667
190.57,39.3072666667,49.3506666667,31.1689333333,47.3592666667,37.7488666667,28.9176666667,68.658,38.7013333333,29.1774,5.8874
190.95,36.1056666667,46.7986666666,32.1452,47.8548,43.6304,32.4092,61.2540666667,43.9604,31.4853333333,11.6172
191.33,25.3816,39.5180666667,22.0080666667,37.1084,38.4738666667,14.6183333333,52.5299333333,33.253,19.2772,-6.5864
191.71,28.492,34.5239333333,22.0635333333,33.1746666667,38.2541333333,11.5873333333,46.0317999999,29.9206,15.6350666667,-3.65093333334
192.09,32.6828666667,37.5608666667,33.7399333333,39.8374,46.2601999999,20.1624,46.992,36.3414,18.2112666667,4.30893333333
192.47,12.5490666667,25.8822,19.3137333333,29.6077333333,32.7451333333,-0.19613333332,27.0587333333,15.9805333333,-3.13733333334,-18.1372
192.85,8.64193333332,22.3457333333,18.642,35.9259333333,31.7283333333,-12.8394666667,27.9011333333,11.9752666667,-13.0864666667,-28.1482
193.23,2.69846666666,10.4762,17.7776,35.0794666667,24.6032000001,-30.6350666667,29.5237333333,4.44453333332,-35.7143333333,-53.0159999999
193.61,1.42846666666,19.365,25.8730666667,42.3809333333,35.8731333334,-22.3810000001,30.0001333333,17.1428,-24.762,-53.0159333334
193.99,-23.8095333334,-8.19046666666,0.19046666666,23.2380666667,8.1904666666,-55.0476000001,5.52380000006,-13.7144,-61.7143333333,-92.5714000001
194.37,-66.6666666666,-37.6922666667,-23.5898,23.0770666667,-18.7178666667,-81.7948000001,-28.9743333333,-31.7948666667,-103.076866667,-145.3846
194.75,-97.5438,-57.8947333334,-21.4036,37.1930666667,-22.4562000002,-114.736733333,-47.0174666667,-49.4737333333,-144.5614,-195.789466667
195.13,406.666666667,327.777666667,182.222266667,-51.1110000001,257.7778,557.777866667,338.888933333,286.666800001,602.222200001,731.111133333
195.51,-144.999933334,-75.5555333335,-32.2222000001,141.6666,-80.0001333332,-195.555666667,-105.0002,-80.0000666668,-228.888866667,-282.222266667
195.89,-166.0,-48.6666666667,-19.9999999999,229.333333334,-81.3333333334,-176.0,-98.0,-60.6666666669,-242.666666667,-288.0
196.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.65,518.333333334,230.0,120.0,-578.333333333,288.333333333,491.666666667,289.999999999,66.666666666,543.333333334,695.000000001
197.03,480.000066667,269.523866667,213.333333334,-164.7618,270.476133333,347.619,329.523866667,166.666666667,453.333533333,540.0
197.40,576.666666667,357.5,341.666666667,-20.8333333332,355.833333333,392.5,465.833333333,328.333333334,483.333333333,586.666666666
197.78,-789.333333334,-489.333333333,-422.666666667,201.333333333,-512.0,-490.666666667,-725.333333333,-513.333333333,-684.0,-769.333333334
198.16,-273.333333333,-136.666533333,-93.8888666667,184.444466667,-101.6666,-135.555466667,-250.555466667,-143.3332,-221.666733333,-228.888933333
198.54,-160.512733333,-35.3845999999,-1.53846666666,246.1538,17.4357999999,-57.9486666667,-166.153933334,-90.2563333335,-146.6666,-125.128133333
198.92,-144.444466667,-40.3704,-30.7408,153.333266667,-19.2592666667,-37.7778666668,-159.629733333,-103.703666667,-127.7778,-110.7406
199.30,-129.019533333,-5.09806666667,1.96066666661,172.156733333,-4.7058666666,0.78433333334,-149.803866667,-75.2941999999,-109.4118,-52.5489333333
199.68,-525.555666666,-206.666733333,-96.6665333334,332.222266667,-143.333466667,-135.5556,-614.444533333,-369.999933333,-486.6666,-250.000066667
200.06,2300.0,1213.33333333,849.999999999,-343.333333333,1116.66666667,1166.66666667,2373.33333333,1643.33333333,2033.33333333,1253.33333333
200.44,-981.333333332,-515.999999999,-422.666666667,63.9999999998,-526.666666667,-546.666666667,-1060.0,-733.333333333,-940.000000001,-546.666666667
200.82,-308.888866667,-135.111133333,-124.000066667,34.2222,-146.666666667,-180.888666667,-345.7778,-237.777733333,-290.666666667,-169.7778
201.19,-278.823466667,-122.353,-92.5490000001,33.7254666667,-137.254733333,-169.804,-319.607933333,-213.7254,-267.058866667,-155.6862
201.57,-205.0794,-65.3968000001,-41.2698,61.9046,-79.0477333333,-110.476266667,-233.015866667,-130.793666667,-169.523733333,-71.1111333333
201.95,753.333333334,384.166666667,315.833333333,62.5,430.0,487.500000001,825.833333333,526.666666667,627.500000001,376.666666667
202.33,321.587133333,196.190533333,161.904733333,53.3332666666,209.841333333,203.174733333,352.6984,222.857066667,260.317533333,178.4128
202.71,355.833266667,230.0,205.555466667,112.222133333,254.999933333,230.5556,362.777733333,245.0,278.888933333,224.444466667
203.09,255.438733333,177.5438,149.4736,93.5086666666,172.806933334,177.017533333,255.789466667,174.210666667,194.035,162.2806
203.47,255.259133333,183.259266667,151.555666667,107.2592,170.222133333,183.2592,249.1852,182.2222,187.851866667,174.074066667
203.85,205.2632,135.672533333,122.573066667,77.6607333334,130.760333333,139.298333333,194.736866667,138.011733333,135.3216,132.5146
204.22,207.381,127.738133333,117.0238,64.1666666667,117.9762,131.309266667,192.023733333,136.190466666,124.285733333,128.8094
204.60,198.390866667,124.597733333,105.402266667,55.2873333333,106.7816,122.7586,174.367866667,133.678133333,116.8966,126.551733333
204.98,163.235133333,101.274466667,81.1764,35.3922,84.3137333332,92.7450666667,140.196,108.627466666,89.7058666668,99.2156666667
205.36,142.5,89.7500000001,77.1666666666,34.25,75.0,85.0833333334,124.0,98.0000000001,77.5833333333,85.8333333333
205.74,127.375866667,84.5389999999,74.5388666666,36.312,72.9787333334,82.0568666666,114.3262,91.3475333333,78.8651999999,87.3759333333
206.12,142.700333333,85.4008666666,78.1435333334,35.021,74.7678666666,89.0294666667,125.8228,97.637,82.1941333335,92.827
206.50,165.194866667,100.259666667,95.3246666666,53.593,94.1991333333,109.437266667,144.935133333,122.078,103.895866667,112.121133333
206.87,166.5766,101.801733334,93.2431999999,53.2432666667,97.6576666667,113.513533333,142.7026,125.4054,104.4144,109.6396
207.25,161.711733333,99.6396666668,92.7026666667,48.3784,98.4684666666,109.999933333,138.828866667,123.423533333,107.387533333,108.288333333
207.63,172.1296,107.314733333,105.648266667,57.5000666667,105.833266667,120.1852,147.870266667,135.185266666,116.574066667,120.185133333
208.01,206.448133333,130.819666667,125.245933333,77.4862666667,128.196533333,148.0874,180.5464,162.295066667,150.8198,148.306133333
208.39,192.156733334,125.4902,126.372533333,79.7058666669,127.353066666,141.568533333,171.372666667,149.117666666,149.117666667,142.745133333
208.77,176.2868,114.4304,121.772133333,82.1096666667,122.869133333,134.261466667,159.578133334,136.286866667,134.852466667,127.679333333
209.14,191.308066667,130.970533333,138.143466667,99.4092666667,141.940933333,152.742533333,177.721533333,153.502133333,152.236333333,136.7932
209.52,219.303466667,150.0496,156.716333333,114.2288,166.766133333,176.019866667,207.064733333,179.303466667,180.4976,157.910533334
209.90,269.212266667,180.242466667,185.697,134.909,196.1212,206.5456,243.7576,211.878866667,215.2726,181.090933333
210.28,312.272666667,206.060733333,209.242466667,139.545466667,221.060466667,238.030333333,277.2726,242.272666667,249.394,203.939266667
210.66,325.811933333,208.0342,210.598266667,135.726533333,223.077,253.504333333,292.820466667,248.546933333,256.068266667,201.709466667
211.03,322.666666667,215.333333333,217.166666667,143.0,219.0,255.833333333,298.833333333,244.0,264.833333333,211.833333333
211.41,325.7894,214.2106,215.9648,144.385933333,229.122866667,271.228066667,302.4564,246.666733333,260.877133333,212.4562
211.79,327.407466667,218.5186,213.5184,146.111133333,240.185066667,276.666666667,313.703733334,245.925933333,276.666533334,219.814733333
212.17,250.833333333,165.972133334,163.055533333,114.722266667,189.583266667,214.861133333,241.5278,188.055533333,208.611066667,171.25
212.55,241.7392,154.637666667,135.3624,102.898666667,170.434666667,203.768133333,236.521733333,182.029066667,197.1016,158.260866667
212.92,328.888866667,201.111133333,175.5556,118.6666,219.333333333,271.1112,327.333333333,240.666666666,269.777866667,206.888866667
213.30,272.9522,161.333266666,138.476133333,95.4286666667,172.190533333,227.047533333,263.047533334,184.571466667,227.618933333,175.0476
213.68,257.094133333,153.846066667,137.264933333,94.0170000001,157.777733333,214.529866667,238.6324,169.059733333,204.2736,162.051266667
214.06,259.1452,151.1112,142.222266667,100.854533333,163.589666667,220.854533333,250.769133333,183.589733333,197.435933333,167.692333333
214.44,176.979,108.4374,105.2082,81.3540666666,117.187466667,154.479,174.895533333,131.562133333,138.854066667,122.395733333
214.81,172.2222,107.878733333,105.2526,80.6059333334,116.363733333,144.7474,168.787866666,125.656733333,135.1516,124.141333333
215.19,179.209066667,104.633,104.0678,73.7852666666,116.2712,144.293733333,177.400933334,124.9718,133.107333333,121.469
215.57,171.695933333,96.3742000001,97.0759999999,68.3041333333,104.5614,136.6084,170.058333333,121.5204,129.8244,110.643266667
215.95,139.403066667,72.4378,72.8359333333,52.0397333333,82.2886000001,104.079733333,132.3384,99.7014666665,99.5024,81.8904666666
216.32,155.769333333,79.7435333333,80.5126666666,53.9742,87.1794666667,115.256466667,154.102533333,114.102466667,114.359066667,89.7437333334
216.70,146.9006,78.4795333333,88.5380666666,61.1696,99.4152000001,114.269066667,147.6024,115.9064,114.035133333,91.579
217.08,120.977866667,75.8223333333,76.2666000001,60.4444666667,88.3555333334,95.4668,122.044533333,100.622133333,99.1110666667,84.1775999999
217.46,120.675066667,75.3586,75.3586,65.3164,87.0885999999,95.5274666668,119.071666667,104.556933333,94.0928666667,85.4008000001
217.83,112.381,71.8254666667,68.2540000001,63.0952666667,86.0317333333,91.1110666667,116.0318,103.1746,86.9047999999,82.6984
218.21,101.4736,68.2805333334,63.0176,63.3684666667,78.5262666667,83.9298666667,106.456066667,93.1228666666,84.9122666667,78.7368666666
218.59,114.2064,78.0950666666,71.5873333334,74.5238000001,90.2381333333,91.2700000001,120.555466667,100.397,95.7143333333,90.7141999999
218.97,102.312866667,70.6802000001,65.6462666666,72.9252,82.1768666667,86.2585333335,113.673533333,92.7889999999,87.5509333333,78.9115333334
219.34,104.829866667,68.9797333333,66.7346,75.9182666667,82.1768,89.2517999999,114.2856,93.8096,86.6665999999,78.7754666667
219.72,107.347066667,68.9115333333,68.7756,77.2788666665,84.1495333333,90.0678666666,115.782333333,91.8367333334,86.0544000001,79.3196666667
220.10,135.305066667,81.9717333333,88.2628666667,93.3332666667,100.5634,112.300466667,145.164333333,109.108,102.1596,96.9012666666
220.47,156.610266667,86.6666666666,97.2882,106.101666667,112.994466667,125.9886,160.904,124.858733333,112.655266667,107.4576
220.85,251.711733333,142.162266667,154.414533333,169.369333333,167.928066667,205.405466667,254.5946,188.828866667,168.648466667,162.882866666
221.23,356.8,188.0,220.533333333,233.066666667,242.666666667,295.2,364.8,266.666666667,238.4,218.133333333
221.61,534.583333334,284.583333333,347.916666667,357.5,360.833333333,460.0,581.666666667,410.833333333,374.166666667,320.416666667
221.98,854.166666667,370.0,521.666666667,543.333333333,464.166666667,717.500000001,931.666666667,630.833333333,594.166666667,474.166666667
222.36,-701.666666666,-182.5,-385.0,-350.833333333,-291.666666667,-554.166666667,-726.666666666,-471.666666667,-397.5,-321.666666667
222.74,-957.777866667,-198.888933333,-532.222266667,-468.888933332,-397.7778,-811.111133332,-938.888866666,-677.777866667,-503.3334,-376.666666667
223.11,-304.583333333,-6.25000000005,-132.5,-120.0,-80.8333333334,-237.083333333,-260.416666666,-183.333333333,-137.083333333,-113.75
223.49,-441.818266667,-52.7273333333,-232.727266667,-207.8786,-159.393866667,-374.545466667,-399.394,-284.2424,-227.2728,-235.151466667
223.87,-267.450933333,-29.0196000001,-135.294133333,-122.745133333,-88.6274,-221.176466667,-236.862733333,-185.490133333,-134.901933333,-161.568666667
224.24,-203.8096,-29.8413333333,-87.3015999999,-88.5714666667,-62.2221999999,-174.2858,-188.889,-152.381,-99.0476666666,-141.2698
224.62,-648.333333333,-184.166666667,-318.333333333,-300.833333333,-275.0,-528.333333333,-605.0,-450.0,-311.666666667,-482.5
225.00,-5513.33333333,-1893.33333333,-2940.0,-2626.66666667,-2926.66666667,-4366.66666667,-4946.66666667,-3926.66666667,-3013.33333333,-4326.66666667
225.38,1138.88893333,437.7778,619.999933333,545.555600001,551.111066667,856.666666666,935.555533335,753.3334,617.777733333,905.555466667
225.75,-780.833333333,-231.666666667,-380.833333333,-305.0,-365.0,-492.5,-586.666666667,-458.333333333,-385.0,-571.666666667
226.13,-309.999933333,-102.424333333,-156.363666667,-128.787866667,-169.090733333,-204.5454,-234.848466667,-180.909066667,-153.636533333,-216.969733333
226.51,-315.5556,-116.508,-167.301666667,-149.2064,-202.2224,-223.1746,-246.984133333,-189.206333334,-169.206266667,-232.380933333
226.88,-118.294533333,-27.2868000001,-56.4340666667,-45.5814666666,-71.0076666667,-65.8915333333,-82.1705333333,-63.721,-53.9535333333,-85.7365333334
227.26,-61.2307333333,-1.12806666667,-26.0512666667,-10.1538,-33.8461333333,-26.7694,-39.0768,-28.0,-15.5896666666,-38.5640666667
227.64,-45.2990666667,7.35033333333,-12.9061333333,-0.427399999993,-22.0514,-13.0770666667,-26.8374666667,-18.6324666667,-5.21373333333,-23.248
228.01,-44.9166666667,11.5833333333,-12.6666666667,3.41666666668,-20.0,-15.9166666667,-30.1666666667,-14.1666666667,-2.66666666667,-23.5833333333
228.39,-37.3332666666,21.0196666667,-9.17640000001,9.01959999999,-15.3724666667,-15.0588666667,-21.8824,-12.8627333333,-1.41193333333,-15.7646666667
228.76,-20.7050666667,23.9104,-0.128266666666,13.2691333333,-3.01279999999,-10.1921333333,-8.01279999999,-6.98713333335,3.20513333333,-4.35913333333
229.14,-22.2012,24.0880666667,-0.75466666668,12.9560666667,-0.565933333332,-11.8239333333,-10.5661333333,-8.11306666665,0.754666666694,-6.22653333332
229.52,-4.24239999999,32.0707333333,12.2728,20.0506666667,7.3232,2.8788,2.7778,2.8788,11.2626,7.27273333334
229.89,-1.97526666667,33.0863333333,12.0,20.6421333333,8.04933333333,3.30866666666,3.95073333334,3.90113333335,12.0495333333,5.38273333334
230.27,1.17366666666,32.4412666666,14.2724,21.6902,9.85913333332,7.98126666666,6.33806666667,6.71353333333,14.6948,6.47886666667
230.65,0.307000000004,32.1051333333,17.6754,22.8508666667,14.2983333333,9.42999999999,8.0264,6.71046666667,13.9912,9.2106
231.02,-7.19659999999,23.0022666667,12.6712,16.2914,8.38853333332,-0.574000000014,0.529800000001,-0.618133333326,4.81226666665,0.838933333341
231.40,-8.15319999999,22.2072,10.0900666667,13.6035333333,7.11713333333,-3.60353333333,-0.900933333334,-2.20713333333,0.67566666666,-1.30639999999
231.78,-4.82459999999,22.7193333333,13.3333333333,15.965,12.3683333333,0.658,1.31586666667,2.41213333334,1.97379999999,2.85093333333
232.15,-3.4538,18.4336666667,10.2408666667,13.4136666667,10.4418,1.12453333333,3.0924,2.08833333333,-0.120399999994,3.97580000001
232.53,1.53306666667,20.1426666667,14.2602,16.0428,13.6898666667,6.70240000001,6.45273333333,9.2336,4.70593333333,7.66486666667
232.90,3.82906666667,22.6666666667,16.7520666667,17.9484666667,13.9828666667,10.7008,6.73513333333,12.6153333333,6.87180000001,10.0854666667
233.28,11.6749333333,27.252,22.5691333333,22.8942666667,18.6666,15.9673333333,12.8454,19.7073333333,13.3334,16.3576
233.66,9.66166666667,24.9919333333,19.678,19.8067333333,17.8422,11.5940666667,10.9178666667,19.0660666667,10.5958,13.4944
234.03,7.02979999999,23.8612666667,19.538,18.3166666667,16.6336,9.40600000001,8.34979999999,18.8448666667,10.132,12.1120666667
234.41,6.02366666667,24.4671333333,20.6091333333,21.2184,17.665,9.20466666666,9.20486666668,20.6092,10.1522,11.709
234.78,8.45360000001,25.0516,20.4810666667,22.6117333333,15.9448666667,9.65613333332,8.65986666668,22.1993333333,11.6494666667,11.9931333333
235.16,9.7094,25.641,20.547,22.1198666667,16.0342,8.54713333334,7.31626666666,23.1794666667,14.0855333333,11.0086666667
235.54,8.02080000001,23.854,21.6318666667,20.0347333333,14.9998666667,5.83320000001,6.77080000001,24.0972,15.2777333333,9.72226666668
235.91,7.37373333333,22.9628666667,19.899,18.2491333333,14.2088,2.92939999999,6.93606666667,22.4579333333,14.5454,7.34019999999
236.29,8.34173333333,25.8291333333,22.7471333333,19.6985333333,16.9514,6.36513333332,8.24126666666,23.5844666666,17.2864,9.01180000001
236.66,-0.414333333326,20.6779333333,14.7646,12.8813333333,10.5463333333,-1.28060000001,-0.489666666668,17.3634666667,9.41626666665,3.69106666666
237.04,-10.2408666667,12.3694,4.65853333332,6.22479999999,4.93986666666,-10.5220666667,-7.42960000001,10.4418,2.48993333335,-5.82333333334
237.41,-10.6438666667,13.5986,5.15153333334,4.96206666667,5.60606666667,-7.53779999999,-7.08326666667,9.69686666666,4.16666666668,-5.11359999999
237.79,-11.5992,12.5626,4.08486666666,5.16386666667,6.78226666667,-7.39873333333,-7.82286666667,9.51840000001,6.82086666668,-4.7784
238.17,-10.8813333333,12.7202,2.83526666666,5.32580000001,6.85826666667,-8.19926666668,-6.13006666667,8.81233333333,7.203,-4.94253333333
238.54,-9.62953333333,11.4141333333,0.808,2.35693333333,5.28626666667,-8.72053333334,-6.32999999999,7.3064,5.58926666666,-4.54546666666
238.92,-9.60693333333,10.7132,0.523866666668,2.35806666667,5.2984,-7.51093333334,-4.51233333334,7.30706666668,4.04653333333,-5.24026666667
239.29,-5.66139999999,13.254,4.25913333333,6.69313333334,7.8306,-2.19573333333,-0.687866666666,10.291,6.85200000001,-0.449866666662
239.67,-2.053,15.8477333333,7.40486666666,10.7496666667,10.1038666667,2.23753333333,2.1684,11.8108,9.08886666665,2.6298
240.04,-1.2178,16.6152,8.29713333333,12.1156,9.28793333334,3.612,2.86906666667,11.7648,9.32919999999,3.79773333333
240.42,-0.547933333333,16.2376,8.98633333333,11.7990666667,9.53433333334,2.70313333333,3.01373333333,12.1279333333,9.7534,3.37893333333
240.79,-0.579066666667,16.1031333333,9.70273333333,11.5337333333,9.37406666668,2.59773333333,4.06873333333,12.1753333333,10.1564666667,3.08293333333
241.17,2.36393333333,17.6095333333,12.5098666667,13.081,10.9164,4.86046666667,6.46753333333,13.9175333333,11.9124,4.9934
241.54,2.2774,17.1680666667,11.8347333333,13.2979333333,10.3952666667,4.27146666667,6.8438,13.6754,10.82,4.6372
241.92,4.39266666667,18.9147333333,13.5814666667,15.1008666667,11.4625333333,6.70786666667,8.71313333333,15.4936,12.1963333333,6.21186666667
242.29,5.5294,19.4914666667,14.9791333333,16.32,12.9078666666,8.34973333334,9.43139999999,17.1612666667,12.8988,7.74846666668
242.67,5.55413333333,19.6438,15.345,17.0182,13.3332666667,8.49126666669,9.60380000001,17.7837333333,13.2443333333,7.57460000001
243.05,5.60813333333,19.5626,15.433,16.6665333333,13.3596666667,8.31146666668,9.49266666667,18.0927333333,13.4384666667,7.40160000001
243.42,5.73126666667,19.9063333333,15.9524666666,16.9388666667,14.1582,8.63086666666,10.2125333333,18.4525333333,13.4099333333,7.35546666667
243.80,5.73706666667,19.5394666667,15.7872666667,16.8677333333,14.2044,8.30800000001,10.0418666667,18.953,12.9482,7.25286666667
244.17,5.4188,18.7436666667,15.6533333333,16.6919333333,14.0620666667,7.65486666667,9.53093333333,19.2044,12.9898666667,6.9348
244.55,5.6166,18.9907333333,15.9300666667,16.8986666667,14.1228666666,7.99353333333,10.1588,19.9186,13.1380666667,6.96799999999
244.92,5.90426666667,18.8176,16.0637333333,17.3551333333,14.2591333333,8.21480000001,10.3930666667,20.2801333333,13.4499333333,6.4722
245.30,5.7582,19.458,16.4028666667,18.1977333333,14.9524,8.5054,10.6446666667,21.099,14.0219333333,7.194
245.67,5.3596,19.6973333333,16.7318666667,18.5964666667,14.7161333333,8.09106666666,10.141,21.6511333333,14.379,7.01073333333
246.05,3.9418,18.4284666667,15.6716666667,17.706,13.4853333333,6.21673333333,8.64386666666,20.6399333333,13.1559333333,5.697
246.42,3.35673333333,18.0487333333,15.2264666667,17.0672666667,12.7528,5.36573333333,7.99079999999,20.0348666667,12.7236,4.75033333333
246.79,3.2274,18.0952,14.9736,16.5977333333,12.5822,5.1164,7.82533333333,19.7462,12.4974666667,4.79906666667
247.17,3.02153333333,18.1085333333,14.6156,16.7722,12.5031333333,4.8588,7.5804,19.6708,12.5128666667,4.77526666667
247.54,2.5722,18.0579333333,14.2390666667,16.7226666667,11.9328,4.50033333333,7.19413333333,19.804,12.5396666667,4.5938
247.92,1.94926666667,17.6978,13.7448666667,16.4224666667,11.2844666667,4.084,6.69833333333,19.2943333334,12.2388,3.97553333333
248.29,1.54666666667,17.8276666667,13.5095333333,16.3031333333,11.0906,4.1112,6.52566666667,18.982,12.0774666667,3.56033333333
248.67,0.702999999999,17.2810666667,12.7454,15.7514,10.3581333333,3.34653333333,5.44646666667,18.2493333333,11.5915333333,2.80293333333
249.04,0.5208,17.4001333333,12.6936,15.8556,10.4226,3.14826666667,5.2228,18.4418,11.5147333333,2.51766666667
249.42,-0.5262,16.5196,11.6872666667,15.047,9.36026666668,1.9696,4.0164,17.4946,10.6156,1.231
249.79,-0.784066666666,16.121,11.1350666667,14.7014666667,9.09040000001,1.4758,3.27933333333,17.0074666667,10.1870666667,0.707199999999
250.17,-2.47746666667,15.1802,9.90426666666,13.3502,7.96173333335,0.219666666667,1.64993333333,15.8896,8.94713333333,-1.27253333333
250.54,-2.7162,15.1118666667,9.71560000001,13.4784,7.97953333333,0.393266666667,1.3732,15.7774,9.24986666667,-1.718
250.92,-2.62366666667,15.7878,9.7396,14.2057333333,8.16413333333,0.598866666667,1.34113333334,16.198,9.51180000001,-1.901
251.29,-2.93633333333,15.8111333333,9.75359999999,14.2573333333,8.08346666668,0.718666666665,1.191,16.1328,9.26766666665,-2.026
251.66,-2.05046666667,16.3039333333,10.0908,14.8465333333,8.73079999999,1.19946666667,1.54106666667,15.9204666667,9.40026666668,-1.75046666667
252.04,-1.766,16.7729333333,10.7092,15.1064666667,9.1488,1.48946666667,1.82973333333,15.9929333333,9.41840000001,-1.34053333333
252.41,-1.03166666667,17.0686,11.0422666667,15.2828,9.46280000001,1.70766666667,2.29093333333,16.1721333333,9.46286666666,-0.811066666667
252.79,0.241200000002,18.3192,12.5958,16.6879333333,10.9362,3.04253333333,3.73053333333,17.3476,10.4823333333,0.780200000002
253.16,-0.7206,17.5711333333,11.8557333333,15.6540666667,10.054,2.14053333333,2.68826666667,16.3962666667,9.48466666667,0.418066666666
253.54,-1.01213333333,17.4990666667,11.8812,15.5848,9.71753333333,2.24413333333,2.5302,16.3916,9.07206666667,-0.146666666665
253.91,-0.521266666666,17.8928666667,12.5110666667,15.8810666667,10.4845333333,2.9222,3.55366666667,16.6742,9.76506666668,0.469933333335
254.28,2.14233333333,19.4334666667,14.5461333333,17.8286666667,12.3964666667,5.04726666667,6.093,18.5910666667,11.5033333333,3.18813333333
254.66,2.182,19.3206,14.5188,17.7880666667,11.9745333333,4.53013333333,6.1232,18.626,10.9628,3.41273333333
255.03,1.26726666667,18.3943333333,14.3800666667,16.7019333333,11.1531333333,3.64426666667,5.3994,18.1502666667,10.5942666667,2.96746666667
