wavelength,Back_DigCaef,Belly_DigCaef,Breast_DigCaef,Crissum_DigCaef,Crown_DigCaef,DorTail_DigCaef,Rump_DigCaef,Throat_DigCaef,WingTip_DigCaef
203.09,152.718666667,156.323833333,161.111083333,149.054333333,155.792083333,173.995166667,157.09225,170.6855,157.505916667
203.47,148.469166667,153.854833333,157.823166667,147.505583333,156.972666667,170.691666667,155.555583333,170.238083333,156.235833333
203.85,153.925083333,158.9975,164.794666667,154.528833333,164.553166667,177.77775,162.681166666,178.442083333,161.715
204.22,152.217833333,158.198833333,167.069916667,154.0995,165.591416667,181.182666667,165.725833333,181.384416667,159.139833333
204.60,153.40275,163.333333333,171.25,154.861083333,169.513916666,182.361083333,167.5,182.847416667,160.48625
204.98,164.220083333,177.37,186.467916667,168.119166667,184.021333333,196.483166667,182.262916667,198.776666667,170.947916666
205.36,180.555416667,195.622916667,206.481416667,183.501583333,206.060583333,214.898916667,205.050583334,216.498166666,190.488
205.74,202.27275,218.371333333,228.97725,203.219666667,225.662833334,236.93175,228.5985,239.299166666,212.878666667
206.12,283.333333333,301.478583333,317.20425,277.284916667,316.9355,324.193583333,317.069833334,331.98925,292.06975
206.50,312.931,334.6265,349.712666667,308.045833333,355.316083333,354.741416667,350.000083334,371.408083333,328.160833333
206.87,420.833416666,457.738083333,469.047666667,421.428583334,482.142916667,484.127,475.198333334,508.333333333,450.396666666
207.25,398.863666666,422.72725,446.590916667,395.07575,459.46975,456.4395,447.348583333,478.787666667,417.613583333
207.63,390.31,407.752,436.821583333,384.883833333,436.628,451.16275,444.186083333,461.627916667,404.069666666
208.01,390.8915,409.1085,438.566,377.71325,431.007583333,453.294416667,443.023083334,455.2325,403.682166666
208.39,350.0,369.444583333,386.2745,334.31375,384.803833333,401.634,394.771166667,399.67325,368.954333333
208.77,386.050666667,408.152166666,419.7465,375.0,425.362333333,450.905833333,441.666666666,445.470916667,412.137583334
209.14,285.572083334,294.776083333,303.855916666,274.875583334,309.577083333,326.989916666,317.53725,318.532416667,299.005166667
209.52,408.152166666,407.608666666,424.4565,377.7175,430.43475,454.347916666,431.52175,448.188583333,412.5
209.90,532.323166667,534.848333333,561.868666667,507.575666667,565.909166667,604.292916667,562.626166667,603.282833333,539.1415
210.28,492.17175,489.394,521.464583333,483.080916667,522.222083333,569.949333333,518.18175,569.444583333,505.0505
210.66,648.188333333,626.811666667,677.53625,628.9855,658.33325,749.637583333,671.376916667,749.637583333,651.811666667
211.03,685.869583333,641.666666666,702.8985,662.318916667,675.36225,757.24625,687.319,756.884166667,672.46375
211.41,1158.33333333,1111.90483333,1191.07133333,1139.88108334,1138.69041667,1261.30933333,1145.238,1285.71433333,1154.762
211.79,5202.77775,5061.11116666,5372.22233333,5094.44441667,5336.111,5752.77791667,5136.11116667,5836.11116667,5202.77783333
212.17,-1472.5,-1441.66666667,-1540.83333334,-1452.5,-1535.0,-1650.83333333,-1448.33333333,-1685.83333333,-1486.66666667
212.55,-999.404750001,-951.785750001,-1046.42858333,-988.690416667,-1038.09516667,-1119.64291667,-966.666666666,-1145.83341667,-1004.16675
212.92,-813.725333333,-742.647083333,-856.862666666,-793.6275,-848.529416667,-901.470583334,-750.980416667,-927.941250001,-809.803999999
213.30,-280.74075,-251.29625,-293.518583334,-273.5185,-291.481416667,-303.333333333,-247.40725,-325.370416666,-286.4815
213.68,-282.558166666,-259.883666667,-299.80625,-293.023166667,-297.480583334,-311.434166667,-266.860416667,-331.782833333,-299.030916666
214.06,-404.902,-367.15675,-404.901916667,-405.637333334,-417.15675,-430.882333333,-383.578416667,-447.794166667,-416.17625
214.44,-331.39525,-312.209333334,-331.976916667,-327.907083333,-348.837333333,-350.5815,-322.674416667,-361.821583333,-335.465166667
214.81,-621.153833333,-600.3205,-630.769166667,-625.320583334,-664.102583333,-665.064166667,-612.8205,-658.974416667,-627.884583333
215.19,-374.572583333,-367.094083333,-383.97425,-377.564,-416.025583333,-407.69225,-373.290583333,-403.418833334,-371.153916666
215.57,-317.037,-301.29625,-330.370416666,-322.5925,-353.888916667,-358.889,-328.518666666,-331.666666667,-319.814833333
