wavelength,Back_DigCaef,Belly_DigCaef,Breast_DigCaef,Crissum_DigCaef,Crown_DigCaef,DorTail_DigCaef,Rump_DigCaef,Throat_DigCaef,WingTip_DigCaef
320.69,5.75925,14.28175,9.89483333332,12.4793333334,5.16625,3.5425,6.35991666666,10.0140833333,6.63708333334
321.06,5.83858333334,14.4625833333,9.88825000001,12.5751666667,5.20258333333,3.55133333333,6.394,10.0675,6.65616666667
321.43,5.91941666667,14.6053333333,9.87866666667,12.7591666667,5.3775,3.6455,6.46383333333,10.252,6.79833333333
321.80,6.23258333334,15.0916666666,10.2716666667,13.133,5.596,4.03391666667,6.864,10.6325,7.13991666667
322.16,6.53666666666,15.42825,10.5555833333,13.3690833333,5.57858333333,4.1795,7.17625,10.8563333333,7.29616666667
322.53,6.6305,15.64025,10.567,13.4890833333,5.69408333333,4.26425,7.28158333333,11.0628333333,7.422
322.90,6.76825,15.7370833333,10.7275833334,13.5756666667,5.86791666666,4.31741666667,7.39616666667,11.3949166667,7.49683333334
323.27,6.63291666667,15.80925,10.6985,13.5403333333,5.7875,4.16658333333,7.30016666667,11.3655,7.49766666667
323.63,6.43358333333,15.5309166667,10.386,13.1206666666,5.37066666667,3.82116666666,6.83541666667,11.014,7.13175
324.00,6.62175,15.7756666667,10.81925,13.3443333333,5.62325,4.05566666667,6.96691666667,11.1895833334,7.31641666667
324.37,6.45591666666,15.7046666667,10.8948333333,13.3675833334,5.58291666667,4.02775,6.79608333333,11.1615,7.23141666667
324.74,6.52166666667,15.8561666667,11.1414166667,13.4544166667,5.64208333333,4.03158333333,6.78558333333,11.2516666667,7.31083333333
325.10,6.1785,15.70175,11.14825,13.2064166667,5.51833333333,3.95658333334,6.67258333333,11.0683333333,7.22333333333
325.47,5.98158333334,15.6401666667,11.1098333334,13.0224166667,5.31775,3.7225,6.497,10.8870833334,7.00608333333
325.84,5.73658333333,15.3894166667,10.9079166667,12.8148333333,5.21375,3.53708333334,6.18458333333,10.8395,6.75958333333
326.21,5.72858333333,15.505,10.91625,12.8921666667,5.31941666667,3.60075,6.14983333333,10.9779166667,6.82633333334
326.57,5.59591666667,15.5404166667,11.0051666667,12.91225,5.23833333333,3.58775,6.08833333333,10.9614166667,6.75208333333
326.94,5.71733333333,15.7596666667,11.1165,13.1215,5.24991666666,3.75383333334,6.20675,11.05875,6.81141666667
327.31,5.88425,15.859,11.2675833333,13.2256666667,5.44266666667,3.97575,6.34566666667,11.1545,6.90575
327.67,6.17641666667,16.2755,11.7035833333,13.6540833333,5.96416666667,4.34341666667,6.74458333334,11.48325,7.31066666666
328.04,6.2465,16.3820833333,11.7591666667,13.9304166667,6.09008333333,4.45633333333,6.79375,11.6229166667,7.43933333333
328.41,6.39416666667,16.5065,11.73725,14.10575,6.17966666666,4.47966666666,6.82783333333,11.69075,7.50258333334
328.78,6.604,16.61975,11.7630833334,14.2904166667,6.42858333333,4.73433333333,7.00841666667,11.7814166667,7.5595
329.14,6.81625,16.82875,11.8185,14.6280833333,6.54,4.759,7.08633333333,12.04475,7.5915
329.51,7.27,17.213,12.2038333333,15.0715,6.96841666667,5.18083333333,7.47716666667,12.5595833333,7.91875
329.88,7.44908333333,17.5129166666,12.4268333333,15.3930833333,7.16133333333,5.34608333333,7.78758333333,12.6619166667,8.02658333334
330.24,7.6665,17.80075,12.7315833333,15.6175,7.46908333333,5.49175,8.0615,12.8165,8.20383333333
330.61,7.66016666666,17.7284166667,12.6571666667,15.6366666667,7.42025,5.38991666667,8.04658333333,12.7888333334,8.11891666667
330.98,7.2895,17.4928333333,12.4198333333,15.4095,7.18391666667,5.14066666667,7.79658333333,12.5400833334,7.88341666667
331.34,6.96833333333,17.2836666667,12.1314166667,15.2300833333,6.86941666667,4.73966666667,7.55175,12.3294166667,7.575
331.71,6.69416666667,17.0215833334,11.84125,15.09425,6.4375,4.37025,7.29775,12.0436666667,7.31216666667
332.08,6.58741666666,17.0805833333,11.88975,15.0094166667,6.38858333333,4.1895,7.2575,12.0634166667,7.22641666667
332.44,6.82566666667,17.3921666666,12.2285833334,15.1771666667,6.70391666667,4.37141666667,7.62391666667,12.4716666667,7.474
332.81,6.747,17.3895833334,12.34125,15.1485833333,6.64266666667,4.22691666667,7.52408333333,12.5160833333,7.39766666667
333.18,6.95833333333,17.6104166667,12.55925,15.2994166667,6.78425,4.47925,7.73191666667,12.7414166667,7.52816666667
333.54,6.86116666667,17.6218333333,12.5078333333,15.1751666667,6.67791666667,4.40633333333,7.68408333333,12.58775,7.47358333334
333.91,6.98108333333,17.7361666667,12.6385,15.3161666667,6.79825,4.43208333334,7.72366666667,12.65575,7.54266666667
334.28,6.95558333333,17.6914166667,12.5711666667,15.3459166667,6.77325,4.43533333333,7.70883333333,12.63,7.54766666667
334.64,6.90608333333,17.74,12.58325,15.2486666667,6.687,4.42241666667,7.58033333334,12.53825,7.4755
335.01,6.88375,17.7761666667,12.56325,15.3045833333,6.60866666667,4.30791666667,7.566,12.5725,7.3725
335.38,7.05233333333,18.012,12.7575833333,15.5175833334,6.72783333333,4.50291666667,7.70466666667,12.7503333333,7.45908333334
335.74,7.28391666667,18.3703333333,13.08175,15.6026666667,6.91791666667,4.7375,7.84216666667,12.9819166667,7.51591666667
336.11,7.45808333333,18.6158333333,13.2230833334,15.7395833333,6.98033333334,4.895,8.01475,13.0905833333,7.64966666667
336.47,7.50041666667,18.6716666667,13.29725,15.775,6.87233333333,4.90691666667,7.89816666667,13.0619166667,7.65191666667
336.84,7.47516666667,18.7619166667,13.3133333333,15.7785,6.85483333333,4.94991666667,7.8875,13.0084166667,7.64775
337.21,7.41808333333,18.771,13.2724166667,15.6415,6.81316666666,4.77675,7.81383333333,12.83825,7.56633333333
337.57,7.343,18.7946666667,13.2340833334,15.6608333334,6.68125,4.65583333333,7.78433333333,12.83275,7.46466666667
337.94,7.29716666667,18.7650833333,13.2389166667,15.6651666667,6.61775,4.63891666666,7.791,12.8648333334,7.505
338.31,7.2655,18.7606666667,13.2909166667,15.5885,6.53583333333,4.57975,7.64508333333,12.8286666667,7.27075
338.67,7.27225,18.90625,13.3195,15.7004166667,6.64766666667,4.48925,7.70191666667,12.9571666667,7.26025
339.04,7.55991666666,19.1645,13.59025,15.8180833333,6.89925,4.74466666667,7.83658333333,13.1290833333,7.45758333333
339.40,7.67716666667,19.2915,13.7630833334,15.837,7.00733333333,4.76525,7.90158333334,13.3313333334,7.53608333333
339.77,7.651,19.27825,13.7283333333,15.9623333333,7.13525,4.80191666666,7.90208333333,13.3878333334,7.62075
340.14,7.57133333333,19.2283333333,13.689,15.9063333333,7.11341666667,4.73066666667,7.79683333333,13.32475,7.48283333333
340.50,7.58083333333,19.3655833334,13.77925,15.9936666667,7.15241666667,4.83716666667,7.98108333333,13.39725,7.5545
340.87,7.8425,19.69725,14.1399166667,16.2809166667,7.45008333333,5.10741666667,8.26766666667,13.6606666667,7.80791666667
341.23,7.915,19.7308333333,14.2713333334,16.36075,7.55233333333,5.183,8.3285,13.7343333333,7.90041666667
341.60,7.97566666667,19.8111666667,14.42575,16.4281666667,7.7325,5.25341666667,8.443,13.82975,7.93708333333
341.96,7.78991666667,19.8364166667,14.26175,16.2013333334,7.66225,5.08066666666,8.26,13.64025,7.71183333333
342.33,7.82291666667,19.9731666666,14.2926666667,16.29025,7.68425,5.08183333333,8.36183333333,13.8090833333,7.7945
342.70,7.83558333333,19.9090833334,14.2804166666,16.2448333334,7.61933333333,5.05383333333,8.36891666667,13.7625833333,7.76783333334
343.06,7.63433333333,19.7881666667,14.1788333333,16.251,7.56575,4.89533333334,8.277,13.6488333333,7.70141666667
343.43,7.64316666666,19.8500833333,14.1684166666,16.3885833333,7.56833333333,4.90933333333,8.24291666666,13.5280833333,7.72608333333
343.79,7.58533333333,19.8666666666,14.19375,16.3885833333,7.48275,4.84775,8.2425,13.5543333333,7.65375
344.16,7.51883333333,19.9015833334,14.1845833333,16.456,7.43025,4.77433333333,8.22125,13.54075,7.65133333333
344.52,7.50216666667,19.9650833333,14.2226666667,16.4916666667,7.48758333334,4.73458333333,8.12183333333,13.5214166667,7.57066666667
344.89,7.27233333333,19.7991666667,13.9704166666,16.3245,7.26083333334,4.44308333333,7.94933333333,13.34225,7.36766666667
345.25,7.174,19.7936666667,13.8588333334,16.2988333333,7.17691666666,4.35358333333,7.85375,13.3049166667,7.29725
345.62,7.16758333334,19.8991666667,13.8518333333,16.3729166667,7.16308333333,4.34125,7.8275,13.3103333334,7.31291666667
345.99,7.42158333334,20.11,14.0995833334,16.6624166667,7.28841666667,4.572,8.02791666667,13.5755833333,7.48433333333
346.35,7.43908333334,20.1616666667,14.2246666667,16.7260833333,7.36808333333,4.6145,8.04416666667,13.5416666667,7.56233333334
346.72,7.40383333334,20.1489166666,14.2561666667,16.7775833333,7.39816666667,4.59233333334,8.01066666667,13.5639166666,7.59283333334
347.08,7.4995,20.26175,14.28175,16.7536666667,7.4125,4.65275,8.0995,13.6260833333,7.62766666667
347.45,7.56933333333,20.2383333333,14.382,16.7166666666,7.51366666667,4.69333333333,8.19516666667,13.7975833333,7.6935
347.81,7.80708333333,20.42825,14.65825,16.9163333333,7.70991666667,4.8485,8.37183333333,13.9335,7.91533333333
348.18,7.89025,20.5383333333,14.7615,16.89675,7.76016666667,4.91041666667,8.39633333334,14.0241666667,7.90608333333
348.54,8.02725,20.5301666667,14.81575,16.96,7.84416666667,4.94616666667,8.43191666667,14.08625,7.94283333333
348.91,8.21308333333,20.6595833333,14.9968333334,17.1856666667,8.003,5.09641666667,8.56783333333,14.2791666666,8.06016666666
349.27,8.28916666667,20.696,15.07875,17.25725,8.036,5.1875,8.63791666667,14.2905833333,8.04308333333
349.64,8.28666666666,20.57925,15.0775,17.2071666667,7.97391666667,5.11966666667,8.55975,14.2285,7.90041666667
350.00,8.14291666667,20.4891666667,15.0078333333,17.1025,7.8805,4.92416666667,8.48,14.1066666666,7.772
350.37,8.08766666666,20.32525,14.8751666667,17.0191666667,7.7395,4.73666666667,8.32775,13.97825,7.60475
350.73,8.21041666667,20.5246666667,14.9989166667,17.118,7.7745,4.79258333333,8.36958333333,14.0629166667,7.59725
351.10,8.25675,20.5278333333,15.0444166667,17.2416666667,7.76658333333,4.74525,8.36675,14.11025,7.59125
351.46,8.2405,20.6884166667,14.9818333333,17.3156666667,7.72991666666,4.75941666667,8.31941666667,14.1191666667,7.486
351.83,8.16,20.64425,14.8615,17.2689166667,7.67758333333,4.74075,8.281,14.0668333334,7.40808333333
352.19,8.24066666667,20.676,14.9295833333,17.4064166666,7.78583333333,4.77625,8.34691666667,14.1354166667,7.49283333333
352.55,8.27008333333,20.76375,15.0448333334,17.5120833333,7.88625,4.81816666667,8.50891666667,14.22525,7.58108333334
352.92,8.31325,20.84875,15.03575,17.5625833333,7.91283333333,4.84633333334,8.59441666667,14.2174166667,7.58325
353.28,8.33858333333,20.86575,15.05225,17.62225,7.9795,4.85783333333,8.65133333333,14.27825,7.56983333333
353.65,8.37658333333,20.9349166667,15.1468333333,17.7366666667,8.02383333334,4.89641666666,8.7725,14.3600833333,7.68025
354.01,8.33341666667,20.9324166666,15.12075,17.8033333333,7.9825,4.84816666667,8.6945,14.36625,7.624
354.38,8.27341666666,21.0598333333,15.1903333333,17.868,8.00466666667,4.87025,8.76725,14.4304166667,7.6285
354.74,8.2565,21.1091666667,15.20975,17.95725,7.9765,4.93433333333,8.81358333333,14.4384166667,7.6415
355.11,8.32475,21.3085833333,15.38525,18.0739166667,8.0805,5.08108333333,8.90925,14.5195833333,7.69691666667
355.47,8.42375,21.475,15.6331666667,18.2779166667,8.279,5.26408333333,9.13516666667,14.7189166667,7.89083333333
355.83,8.47441666667,21.6648333333,15.789,18.4503333333,8.34516666667,5.3165,9.22625,14.8711666667,7.95908333333
356.20,8.63741666667,21.92225,15.9979166666,18.6239166667,8.51458333333,5.52958333334,9.41991666666,15.0970833333,8.14166666667
356.56,8.69891666666,22.0645833334,16.1113333334,18.727,8.53333333333,5.62291666667,9.47491666667,15.212,8.1755
356.93,8.55466666667,21.9640833333,16.06075,18.565,8.431,5.51425,9.35841666667,15.18075,8.08841666666
357.29,8.60941666667,22.0773333333,16.2091666667,18.7035,8.45583333334,5.49175,9.38291666667,15.3065833333,8.15641666667
357.66,8.67208333333,22.2369166667,16.2883333333,18.8083333333,8.53908333334,5.52183333333,9.36858333333,15.4358333333,8.1815
358.02,8.84333333333,22.4486666667,16.4886666667,18.9619166667,8.68266666667,5.668,9.503,15.58375,8.35716666667
358.38,8.98791666667,22.4894166667,16.6016666667,19.05675,8.779,5.85483333333,9.57641666667,15.751,8.49116666667
358.75,8.97041666667,22.4983333334,16.66775,19.0445833333,8.79733333333,5.8255,9.56841666667,15.7815833333,8.4475
359.11,8.92125,22.462,16.6256666667,19.0189166667,8.74875,5.72558333333,9.50083333333,15.7424166667,8.38766666667
359.48,8.91975,22.44475,16.63775,19.03475,8.66266666667,5.65633333333,9.40816666667,15.6699166666,8.36141666667
359.84,9.01283333333,22.4818333334,16.6774166667,19.0371666667,8.71933333334,5.70825,9.44058333333,15.6789166667,8.40533333333
360.20,8.9875,22.3934166666,16.6336666667,18.9870833333,8.67516666666,5.62575,9.39158333333,15.5790833334,8.33991666666
360.57,8.8635,22.3184166667,16.5420833333,18.85025,8.56341666667,5.48408333333,9.22925,15.436,8.21133333334
360.93,9.01683333333,22.4844166666,16.7096666667,19.053,8.68041666667,5.606,9.3315,15.5295,8.30291666667
361.29,9.03975,22.5428333333,16.76675,19.0799166667,8.73616666667,5.64808333333,9.35041666667,15.5153333333,8.34025
361.66,8.99825,22.4855833333,16.72625,19.0484166667,8.68383333334,5.63366666667,9.31708333333,15.4633333333,8.30158333333
362.02,9.031,22.48375,16.727,19.0706666666,8.68941666667,5.65475,9.3505,15.476,8.28058333333
362.39,9.00966666666,22.55025,16.74025,19.0986666667,8.668,5.58675,9.35983333333,15.4549166666,8.21583333333
362.75,8.99825,22.55875,16.7098333333,19.09175,8.6485,5.54741666666,9.3345,15.42125,8.1635
363.11,9.08033333333,22.64375,16.81075,19.1566666667,8.74708333333,5.60508333333,9.39133333332,15.4948333333,8.21958333333
363.48,9.06391666666,22.66925,16.8043333333,19.0979166667,8.78983333334,5.54383333333,9.40658333333,15.4945,8.14425
363.84,9.01266666666,22.615,16.7655,19.0855,8.7735,5.46825,9.38558333333,15.4109166666,8.05658333333
364.20,8.85775,22.53625,16.6613333333,19.0149166667,8.66625,5.34433333334,9.30266666667,15.3136666667,7.90516666667
364.57,8.87458333333,22.558,16.6085833333,19.0850833333,8.68158333334,5.29475,9.34041666667,15.315,7.89725
364.93,8.88933333333,22.56925,16.6114166667,19.1065,8.72033333333,5.28316666667,9.32216666666,15.325,7.90866666667
365.29,8.7205,22.5155,16.4873333333,18.9821666667,8.54066666667,5.10516666667,9.19091666667,15.22575,7.72125
365.66,8.83758333334,22.7028333333,16.6271666666,19.1390833333,8.65483333334,5.19158333333,9.30891666667,15.3594166667,7.83183333333
366.02,8.848,22.8100833334,16.6923333333,19.2440833333,8.71983333333,5.22608333333,9.34366666667,15.37875,7.89366666667
366.38,8.8975,22.9355,16.7629166667,19.325,8.79575,5.29466666667,9.42558333334,15.4075,8.00358333333
366.75,8.96691666667,22.9944166667,16.847,19.4020833333,8.90391666667,5.40333333334,9.52316666667,15.4854166667,8.1425
367.11,8.88208333333,22.97025,16.7608333333,19.3259166667,8.8245,5.32508333333,9.452,15.448,8.05275
367.47,8.88575,23.04175,16.77375,19.3625833333,8.80966666667,5.3185,9.36883333334,15.44125,8.07408333333
367.84,8.87458333333,23.1388333333,16.8431666666,19.422,8.80858333333,5.344,9.36158333333,15.5135833333,8.09658333333
368.20,8.96616666667,23.2535,16.9820833333,19.5415,8.88925,5.43316666667,9.42475,15.5889166667,8.18441666666
368.56,9.03225,23.35,17.1085833333,19.5878333333,8.92608333333,5.51633333333,9.49158333333,15.6630833334,8.27683333333
368.93,8.93466666667,23.3638333333,17.0515833333,19.5483333333,8.83333333333,5.3785,9.40633333333,15.62675,8.18325
369.29,9.2495,23.5554166667,17.29,19.7988333333,9.13166666667,5.65825,9.69125000001,15.8625,8.47925
369.65,9.31408333334,23.6545833333,17.3685833333,19.8536666667,9.21716666667,5.73133333333,9.73916666668,15.8725,8.53633333333
370.01,9.29075,23.6615,17.3875833333,19.86725,9.23633333333,5.73775,9.71383333333,15.91325,8.52866666666
370.38,9.31091666667,23.6695,17.4353333333,19.9254166667,9.25491666667,5.73116666667,9.65625000001,15.9206666667,8.4785
370.74,9.31983333333,23.7605833333,17.5129166667,20.0323333333,9.28491666667,5.761,9.69241666667,16.00225,8.483
371.10,9.38833333333,23.9021666667,17.6303333333,20.1735833333,9.38841666667,5.87966666666,9.77125000001,16.0813333333,8.5765
371.46,9.3635,23.89125,17.6023333333,20.1583333333,9.34766666667,5.85058333333,9.80075,16.049,8.52541666667
371.83,9.31866666667,23.9136666667,17.626,20.0981666667,9.31391666666,5.84291666667,9.75858333332,16.0629166667,8.46541666667
372.19,9.29908333333,23.881,17.5823333334,20.0508333333,9.29183333333,5.81641666667,9.71125,16.0301666667,8.39441666667
372.55,9.23075,23.84975,17.524,20.0154166667,9.23983333333,5.78116666667,9.63158333333,15.9628333333,8.28866666667
372.92,9.20441666667,23.9025,17.5665,20.0298333333,9.26783333333,5.84741666666,9.68108333334,15.98075,8.2545
373.28,9.1115,23.87125,17.5181666667,20.0285833333,9.14241666666,5.7515,9.57983333333,15.91925,8.10591666666
373.64,8.93258333333,23.69275,17.3565,19.86625,8.9725,5.59741666666,9.46625,15.841,7.90375
374.00,8.9265,23.6549166667,17.34325,19.8225,8.93641666667,5.55608333333,9.473,15.8051666667,7.85775
374.37,8.90558333333,23.6261666667,17.26675,19.7503333333,8.885,5.52541666667,9.46458333333,15.8176666667,7.83341666667
374.73,9.02558333333,23.6955,17.3211666667,19.8150833333,8.96475,5.52991666667,9.491,15.8910833333,7.89991666666
375.09,9.03241666667,23.7365833333,17.35275,19.8569166667,8.90391666666,5.50783333334,9.498,15.9055,7.88691666667
375.45,9.21158333333,23.8695,17.57175,20.0968333333,9.12483333333,5.72141666667,9.68141666667,16.1463333333,8.09933333334
375.81,9.37825,23.9779166667,17.64,20.252,9.26625,5.80575,9.8035,16.26425,8.21791666667
376.18,9.50075,24.1753333333,17.7969166666,20.4333333333,9.37983333334,5.901,9.91183333334,16.3960833333,8.3275
376.54,9.64375,24.3699166667,17.95025,20.6343333333,9.51791666667,6.03316666667,10.04725,16.5765833334,8.51366666666
376.90,9.79916666666,24.4873333333,18.09425,20.77225,9.61824999999,6.12241666667,10.1594166667,16.6819166667,8.66183333333
377.26,9.76558333333,24.5768333333,18.0943333333,20.7755,9.63424999999,6.09716666667,10.14225,16.6761666667,8.688
377.63,9.85583333334,24.7325,18.2,20.8825833333,9.70266666668,6.15675,10.18775,16.7304166667,8.77883333333
377.99,9.94358333332,24.8426666667,18.2824166667,20.9683333333,9.72833333334,6.159,10.2106666666,16.79325,8.82650000001
378.35,9.99149999997,24.947,18.3600833334,21.1100833333,9.81433333334,6.19141666666,10.2560833333,16.8193333333,8.88141666667
378.71,9.93458333334,25.0120833333,18.3365,21.093,9.76158333332,6.17375,10.2551666667,16.7741666667,8.84441666666
379.07,10.0735,25.08325,18.4558333334,21.2165833333,9.89716666667,6.27708333333,10.3751666667,16.9034166667,8.94749999999
379.44,10.02575,25.0845833334,18.43175,21.2149166667,9.8335,6.22883333333,10.3441666667,16.8289166667,8.9225
379.80,10.05175,25.1485,18.4968333333,21.2779166667,9.83999999998,6.258,10.3709166667,16.8620833333,8.94341666666
380.16,9.99608333334,25.1315,18.451,21.2598333333,9.77991666667,6.17958333333,10.3003333333,16.8206666666,8.88158333333
380.52,9.91133333334,25.1343333333,18.4356666667,21.2488333333,9.73091666667,6.14158333334,10.2255,16.7835833333,8.82258333334
380.88,9.82608333333,25.03675,18.3445833333,21.1420833333,9.59291666668,6.021,10.1030833333,16.7119166667,8.69366666667
381.24,9.82741666667,25.0143333333,18.3640833333,21.1780833333,9.58333333333,6.04666666667,10.1091666667,16.7503333333,8.71658333333
381.61,9.83766666666,25.0036666667,18.365,21.2158333334,9.59625000001,6.07275,10.1345,16.7433333333,8.7225
381.97,9.83075,25.0935,18.4159166666,21.2610833334,9.63733333333,6.11758333333,10.18275,16.8366666667,8.7525
382.33,9.77966666666,25.03725,18.4213333333,21.1745833334,9.57058333333,6.07483333334,10.1288333334,16.8050833334,8.67816666667
382.69,9.86724999999,25.1059166666,18.544,21.2560833333,9.63733333333,6.15716666667,10.1935833334,16.8610833333,8.73125
383.05,9.70858333333,25.0586666667,18.438,21.1849166667,9.50533333333,6.0425,10.0669166667,16.77,8.56866666666
383.41,9.70733333334,25.0994166667,18.4275833333,21.1324166667,9.4805,6.02741666667,10.0364166667,16.797,8.51133333333
383.77,9.63366666667,25.0714166667,18.3574166666,21.0969166667,9.43308333333,5.94958333333,9.99216666667,16.7178333334,8.44
384.14,9.59458333333,25.0026666667,18.3020833333,21.0324166667,9.385,5.9085,9.95025000001,16.67875,8.44616666667
384.50,9.65241666667,25.0071666667,18.33075,21.05025,9.41783333333,5.91666666667,10.0340833333,16.7066666667,8.43133333333
384.86,9.74141666666,25.12525,18.4045,21.1698333333,9.53758333334,6.0525,10.1304166667,16.77,8.53725
385.22,9.74341666667,25.1381666667,18.4159166666,21.1721666666,9.53658333333,6.03641666666,10.1385833333,16.7563333333,8.50016666667
385.58,9.75641666668,25.1556666667,18.4634166667,21.1369166667,9.5435,6.03158333333,10.1551666667,16.7645833333,8.48141666666
385.94,9.74858333333,25.1115833333,18.4519166667,21.1179166667,9.53333333333,6.03466666667,10.1670833333,16.7088333333,8.45633333333
386.30,9.75366666666,25.2105,18.5098333333,21.2008333333,9.54308333333,6.04391666667,10.182,16.74675,8.47283333334
386.66,9.72841666666,25.1868333333,18.4990833333,21.19725,9.53641666666,6.02091666667,10.161,16.775,8.48941666667
387.03,9.82841666666,25.2391666667,18.5691666666,21.2523333333,9.61000000001,6.06066666666,10.2156666667,16.7855,8.5895
387.39,9.78266666668,25.2235,18.5615,21.2738333333,9.56991666666,5.979,10.1711666666,16.7430833334,8.58075
387.75,9.80891666666,25.288,18.6296666667,21.3330833333,9.6175,5.98358333333,10.1810833333,16.8000833333,8.62866666667
388.11,9.83758333333,25.3870833333,18.7225833334,21.4065833333,9.67266666665,6.0265,10.2510833333,16.8658333333,8.64025
388.47,9.80291666667,25.3580833333,18.71075,21.3784166667,9.634,5.999,10.20225,16.8328333333,8.63066666667
388.83,9.72366666667,25.3794166667,18.6834166667,21.3716666667,9.56666666667,5.931,10.1341666667,16.8143333333,8.58891666666
389.19,9.67258333334,25.38075,18.6379166667,21.3343333333,9.52533333334,5.89875,10.0646666667,16.7870833333,8.56208333333
389.55,9.64391666668,25.409,18.6371666667,21.3998333333,9.52150000001,5.8755,10.0243333333,16.80625,8.56283333333
389.91,9.57483333332,25.3844166667,18.5775833333,21.3903333333,9.46458333332,5.79116666667,9.90333333333,16.7681666667,8.48708333333
390.27,9.55483333333,25.3823333333,18.5533333334,21.3795,9.44974999999,5.74491666667,9.88016666668,16.7608333333,8.45216666667
390.63,9.5545,25.4810833333,18.5914166667,21.464,9.43291666667,5.7135,9.86658333332,16.7814166667,8.43225
391.00,9.50416666667,25.4816666667,18.6018333333,21.4385,9.4165,5.70333333333,9.85333333333,16.777,8.38475
391.36,9.52674999999,25.49925,18.6213333334,21.4648333334,9.4575,5.75283333333,9.87866666666,16.795,8.41175
391.72,9.53900000001,25.51275,18.6429166666,21.4834166667,9.45341666667,5.75741666667,9.89108333334,16.8135833333,8.41058333333
392.08,9.56674999999,25.532,18.6413333333,21.4690833333,9.45816666667,5.78741666667,9.88375,16.8264166667,8.39525
392.44,9.57408333334,25.5803333333,18.6598333333,21.49775,9.45008333333,5.73225,9.82133333333,16.8195833333,8.36133333334
392.80,9.61341666668,25.5824166667,18.6925833334,21.5195833333,9.48533333333,5.71416666667,9.84950000001,16.8605,8.35225
393.16,9.72749999999,25.6864166667,18.8038333333,21.6495833333,9.57858333334,5.78766666667,9.94074999999,16.9775,8.42766666667
393.52,9.77858333334,25.789,18.8798333333,21.7376666667,9.63866666668,5.81308333333,9.98266666665,17.0431666667,8.50658333333
393.88,9.82883333333,25.8535,18.939,21.8066666667,9.71425,5.88475,10.08225,17.11275,8.58958333333
394.24,9.83891666666,25.8416666667,18.9350833333,21.8240833333,9.70000000001,5.889,10.0905,17.1060833333,8.60316666667
394.60,9.71608333334,25.7071666667,18.8093333333,21.7053333333,9.61216666666,5.8075,9.99433333333,16.9813333333,8.4835
394.96,9.68166666667,25.6786666667,18.7554166667,21.7065,9.56866666666,5.74825,9.945,16.9301666666,8.43908333334
395.32,9.64900000001,25.6685833333,18.7829166667,21.6935,9.56241666667,5.72391666666,9.93374999999,16.88125,8.41408333334
395.68,9.65066666668,25.7061666666,18.7978333333,21.71425,9.579,5.77366666667,9.94966666666,16.9025,8.426
396.04,9.67175000001,25.772,18.8518333333,21.785,9.60666666666,5.78408333333,9.97391666666,16.9525833333,8.4585
396.40,9.68616666667,25.83775,18.9016666667,21.848,9.67566666667,5.86225,10.0614166667,17.0095833333,8.52066666667
396.76,9.71891666667,25.8976666667,18.94775,21.9230833333,9.7205,5.91516666666,10.1128333333,17.0181666666,8.56416666667
397.12,9.71433333332,25.8985,18.9268333334,21.9056666666,9.69908333333,5.919,10.1186666667,16.9771666666,8.54916666667
397.48,9.67816666666,25.8553333333,18.8826666667,21.8605833334,9.62358333335,5.88366666667,10.07275,16.93575,8.46191666667
397.84,9.70191666666,25.9085833333,18.9295833333,21.9334166667,9.61641666666,5.89258333333,10.0698333333,16.98225,8.44908333333
398.20,9.76708333334,26.00975,19.0191666667,21.9960833333,9.70141666667,5.961,10.1365833333,17.059,8.5085
398.56,9.891,26.1465,19.1528333333,22.1083333334,9.83374999999,6.05933333333,10.2665,17.18775,8.6125
398.92,9.94741666668,26.22975,19.23225,22.1715833334,9.9045,6.12275,10.3398333334,17.28825,8.68241666667
399.28,9.93516666667,26.2505833334,19.1990833333,22.1783333333,9.87300000001,6.10775,10.33325,17.3288333334,8.64025
399.64,9.947,26.28475,19.2226666666,22.2305,9.8705,6.0915,10.3356666667,17.3550833333,8.6515
400.00,9.92158333334,26.2906666667,19.2218333333,22.2253333333,9.87999999998,6.05316666666,10.3178333333,17.3205833333,8.63991666667
400.36,9.90958333334,26.2740833333,19.2083333333,22.1999166666,9.82366666667,6.04541666667,10.2783333333,17.32975,8.6175
400.72,9.87200000001,26.2861666667,19.247,22.204,9.79050000002,6.03375,10.25775,17.3250833334,8.59825
401.08,9.78841666666,26.2910833333,19.2155833333,22.14175,9.71683333334,5.94033333333,10.1358333333,17.2766666667,8.52425
401.44,9.74858333332,26.2753333333,19.1875,22.1165833333,9.70450000002,5.89466666667,10.0953333333,17.2246666667,8.482
401.80,9.67949999999,26.2355833333,19.1338333333,22.0176666667,9.65475,5.82383333334,10.0445833333,17.10975,8.42641666667
402.16,9.69249999999,26.2739166666,19.1655,22.0478333333,9.64933333334,5.85541666667,10.0485833333,17.1666666666,8.44991666667
402.52,9.711,26.3261666666,19.1983333333,22.0613333333,9.65341666667,5.87966666666,10.0415833333,17.2030833333,8.47466666667
402.88,9.73741666667,26.41625,19.2675,22.0931666667,9.67008333333,5.90441666667,10.0706666667,17.246,8.496
403.24,9.80041666667,26.5016666667,19.3123333333,22.1785833333,9.69041666668,5.91233333333,10.0891666666,17.2990833333,8.55391666667
403.60,9.77883333334,26.476,19.26475,22.1435833334,9.65733333333,5.85516666667,10.04725,17.2326666667,8.51758333333
