wavelength,Back_TacRuvf,Belly_TacRuvf,Breast_TacRuvf,Crissum_TacRuvf,Crown_TacRuvf,DorTail_TacRuvf,Patch10_TacRuvf,Patch11_TacRuvf,Rump_TacRuvf,Throat_TacRuvf,WingTip_TacRuvf
185.25,11.700625,27.51925,3.68216666668,-3.58541666668,18.7984166667,-22.8681666667,11.7005416667,8.04266666668,-22.146325,-0.387750000025,26.6471666667
185.63,19.5652291667,34.3296666667,11.7754166667,6.79341666666,23.0978333333,-13.76825,22.3734166667,14.7645833334,-12.5182416667,10.2355,34.8734166667
186.01,21.2120416667,37.7840833333,16.3825,8.42808333334,23.39025,-9.09075,21.7328333333,14.962,-11.676125,15.1515,39.29925
186.39,13.6985208333,36.1873333333,8.4475,1.48399999997,16.0959166667,-25.1141666667,16.1244166667,11.4154166666,-20.2567416667,10.7305833333,40.1825833334
186.77,12.8980833333,34.31375,14.2156666666,-0.735416666675,15.9315,-29.9019166667,17.1567916667,19.24025,-16.826,18.6273333333,38.6029166667
187.15,12.0979166667,29.5320833333,17.10525,-16.5205,13.01175,-49.269,17.0321041667,19.5906666666,-21.0671958333,19.8831666666,39.035
187.53,3.00916666667,23.9418333333,13.75675,-20.8994166667,7.27516666668,-58.9946666667,13.1945208333,15.0793333333,-18.6838791667,19.5767499999,32.27525
187.91,7.48470833333,26.4405,17.1811666667,-7.30449999999,11.0083333333,-44.4443333333,17.7212291667,18.93,-5.38592916667,30.4526666666,32.6133333333
188.29,-3.97289583332,19.3798333333,3.77908333333,-12.3061666667,-1.45341666665,-57.3643333333,7.24329166667,8.13933333333,-13.1927833334,26.0659166667,16.5696666667
188.67,-8.71910416666,15.32925,-3.80658333334,-17.9013333333,-5.96691666665,-69.5473333333,-3.29229166667,2.98341666668,-16.1421,22.8394166667,9.56783333333
189.05,-5.74135416667,14.0505,-3.29466666667,-14.63175,-8.33333333333,-66.4729166666,-9.44764583332,0.67825,-13.2462625,22.96525,12.5969166667
189.43,-10.7456875,4.05708333335,-10.4165833333,-21.9298333334,-21.82025,-79.4956666667,-25.4111458333,-5.81141666664,-23.1414291666,18.8595833333,8.88158333333
189.81,-15.6908541667,-2.10966666666,-15.71725,-26.7933333333,-28.0591666667,-83.2278333334,-28.771,-5.27433333333,-25.216125,18.5653333333,6.22366666667
190.19,-30.0000625,-14.22225,-29.22225,-35.4443333334,-41.1112500001,-104.555583333,-40.1390416667,-13.0001666667,-35.8722916667,9.55566666667,-9.22216666666
190.57,-44.601,-23.8264166667,-38.38025,-49.0610833333,-52.8168333334,-116.666583333,-52.8463333333,-27.817,-49.5714916666,3.16899999998,-21.244
190.95,-57.5192083333,-31.38,-51.82275,-60.6769166667,-63.41125,-134.895666667,-71.2562708333,-42.57775,-59.9413541667,-7.68216666665,-30.7290833333
191.33,-64.1447708333,-30.2631666667,-53.6549999999,-59.2105833334,-65.93575,-141.082,-83.9911875,-46.6371666667,-63.0847291666,-7.01758333341,-30.117
191.71,-77.8187916666,-47.8759166667,-74.3463333334,-69.44425,-81.5360000001,-157.843,-106.33175,-59.15025,-72.8839916667,-19.6079166666,-44.7712500001
192.09,-209.970229167,-168.4525,-212.5,-208.03575,-224.107083333,-351.190416667,-260.342229167,-169.642833333,-206.860195833,-128.27375,-164.881166667
192.47,-1157.63885417,-958.333416667,-1156.94441667,-1187.50008333,-1313.88891667,-1783.33316667,-1420.48622917,-986.111083335,-1142.84719583,-872.222249999,-861.111250001
192.85,-1268.40285417,-1033.33316667,-1251.38883333,-1288.88891667,-1475.0,-1840.278,-1469.09704167,-1019.4445,-1214.37498333,-994.444500001,-912.500083333
193.23,-1342.36114583,-1054.16675,-1279.1665,-1395.83341667,-1556.94441667,-1822.22233333,-1409.02779167,-986.110916668,-1199.58326667,-1047.22233333,-936.111166667
193.61,-458.6805625,-314.81475,-427.777833333,-481.018583333,-506.944416666,-597.222083333,-435.7638125,-334.72225,-410.9491125,-352.77775,-309.722166667
193.99,-9758.33333333,-6975.0,-9275.00000001,-10308.3333334,-10583.3333333,-12091.6666667,-9447.91666667,-7583.33333333,-9026.25000001,-8499.99999999,-7691.66666667
194.37,1076.875,783.333333333,1057.5,1170.0,1155.0,1288.33333333,1081.45833333,857.499999999,1005.29166667,950.833333332,840.833333333
194.75,982.765083334,722.727416667,990.909083332,1088.63641667,1064.39391667,1178.03016667,1030.87133333,792.424083334,929.734874999,916.666666666,780.302833332
195.13,488.966104167,369.753,488.58025,529.321,520.679,567.283916667,488.426020833,420.679,466.944445833,459.567833333,404.321083333
195.51,374.780791667,284.649083334,377.41225,403.728166667,398.24575,432.456333333,356.249791667,324.34225,364.057108333,348.9035,326.0965
195.89,310.331458333,235.544166667,309.864,333.3335,327.721083333,359.353833334,292.006770834,268.367416666,305.000195834,287.92525,272.279083333
196.27,289.6234375,212.980583333,283.653833334,306.250083334,302.564083333,334.615666667,269.55125,252.72425,283.605716667,263.942416667,247.27575
196.65,345.300479167,257.945666667,333.720916667,361.046333333,344.186083333,389.922333333,317.58725,301.938,334.815866667,312.984416667,306.007833334
197.03,400.714270833,306.90475,398.5715,421.666666667,394.999916667,470.475916667,377.916791666,366.90475,392.107041667,364.285666667,371.666583333
197.40,514.274625,390.1235,504.938166667,527.160583333,496.29625,594.753166666,484.799354166,478.086416667,499.922779166,460.49375,478.70375
197.78,542.416666667,421.666666667,536.0,546.333333333,524.333333333,635.666666667,519.833333333,501.333333333,515.366666667,484.333333333,511.0
198.16,574.565958334,444.444416666,566.319333334,565.277833333,552.083333333,667.360916666,554.600708333,544.4445,544.010475,511.111,542.361
198.54,1028.52572917,790.384666667,1020.51291667,1003.84608333,1005.76925,1205.76908333,953.205166667,1007.05125,1007.50005,934.615333332,984.615583333
198.92,1161.9790625,906.250000001,1159.02766667,1129.86116667,1157.63883333,1368.75,1052.95141667,1122.91683333,1136.84036667,1038.19433333,1133.33333333
199.30,4196.527625,3272.22225,4316.66666666,4105.55558333,4274.99991666,5063.88891667,3765.97225,4086.11108333,4161.24994167,3744.44441667,4099.99991667
199.68,4506.94452083,3711.11116667,4700.0,4408.33333333,4647.22225,5416.66666667,4054.1668125,4494.4445,4509.72214583,4125.0,4450.0
200.06,2308.68054166,1922.22225,2324.99991667,2244.44433334,2368.05558333,2779.1665,1985.06939584,2336.11108333,2307.43042917,2159.72233333,2212.50016667
200.44,855.759874999,709.31375,860.7845,831.372583333,878.921583333,1013.23525,723.7743125,867.156833333,833.137195833,820.588333334,838.725583333
200.82,383.119791667,309.188,391.239333333,371.367666667,403.632416666,453.846166666,311.110854167,382.05125,369.0169625,367.735,374.359083333
201.19,258.680666666,208.333333333,256.060583333,244.192,270.959666666,293.813083333,201.830645834,251.894,242.0329125,239.77275,238.38375
201.57,185.3318125,153.911666667,183.5035,177.295916667,196.768583333,210.71425,148.341958333,182.99325,173.035633333,174.915,172.363916667
201.95,163.3725625,137.179416667,158.262,156.267833333,173.36175,181.4815,131.641729167,159.40175,150.587629166,153.133916667,156.054333333
202.33,166.150541667,138.302583333,159.021333333,157.1865,176.376083333,179.587,131.5558125,159.556583333,151.3339875,152.90525,155.6575
202.71,164.0909375,135.909,153.863583333,151.969666667,169.393916667,174.015,130.530083333,150.606083334,144.325741666,142.0455,152.0455
203.09,151.682791667,127.628166667,144.1665,139.422916667,156.025833333,158.269166667,121.105875,138.077,133.503233333,131.346333333,140.256416667
203.47,136.900854167,116.285333334,129.139416667,126.743083333,141.66675,138.99775,113.0855,124.237416667,122.094175,119.6625,127.233083333
203.85,131.411333334,109.35475,122.742,123.548333333,135.430166667,130.860083333,110.416791666,118.333333333,115.319941667,113.763416667,119.301333333
204.22,122.411708333,102.979833333,116.010083333,116.969666667,126.868666667,121.363666666,105.252729167,111.161666667,107.414170833,106.515,114.191833333
204.60,117.8955,101.170333333,110.3465,112.82775,121.676083333,114.840916667,102.364083333,107.86525,103.84835,100.936166667,110.393333333
204.98,123.8078125,104.91325,114.595416667,118.063583334,126.156,119.7495,109.0318125,112.764833334,108.742795833,102.1195,114.691666666
205.36,114.398166667,96.7129166666,106.342583333,110.555583333,118.24075,112.685,103.333291667,105.416666666,100.518383333,96.25,109.351833333
205.74,116.947645833,99.67225,111.001916666,114.138583333,120.833333333,115.121916667,105.957354167,108.099333333,104.913495833,100.936416667,113.717166667
206.12,117.748645833,100.506333333,114.31875,114.963,122.053416666,117.495583333,107.262791667,109.208,106.22235,102.53225,113.121833333
206.50,112.5541875,98.3507500001,110.199416666,111.545083333,117.404416667,113.151083333,102.039958333,103.342083333,102.057308333,97.4825833333,110.199666667
206.87,110.298604167,97.7234166667,109.192416667,110.695916667,118.041333333,112.800833333,100.0323125,104.166666667,100.8570375,100.386666667,108.1615
207.25,111.602166667,96.7773333334,108.517333334,110.08275,118.185916667,114.318583333,101.507875,105.432666667,100.306008333,102.854666667,108.057
207.63,119.351979167,102.167666667,115.125333333,116.040416667,123.940166667,121.483416667,105.683979167,112.379416667,106.469329167,110.308333333,112.379416667
208.01,122.928833333,104.554333333,118.846916667,116.424333333,126.74425,126.114333333,104.953895833,114.244166667,107.967629167,112.500166667,117.684083333
208.39,125.1825625,105.5555,122.027416667,118.616,129.33725,126.657083333,102.473041667,114.863583333,108.3699,112.816833333,122.222333333
208.77,127.773416667,107.5665,125.71575,120.398666667,132.361833333,134.406916667,104.447979167,117.433333334,111.600145833,116.462166667,125.35775
209.14,132.171479167,114.369666667,129.43375,125.267083333,137.446583333,144.551166667,110.1363125,122.6495,116.9206375,122.329083333,130.982833333
209.52,158.385458333,135.624916667,154.583333334,148.819416667,161.736,173.125083333,126.840270833,142.430416667,139.604070833,144.513916666,157.22225
209.90,169.4829375,141.66675,165.1235,156.40425,169.907416667,187.731666666,133.237041667,147.916666666,146.647258333,151.54325,168.75
210.28,172.451458333,148.867416667,172.087416667,163.834916667,174.757333333,195.95475,137.378708333,157.119833333,153.155241666,155.258833333,175.728416667
210.66,185.477875,160.866083333,185.049083333,176.143833333,188.07175,211.519666667,151.164291667,176.715666666,166.327758333,172.303916667,189.787583334
211.03,176.701,155.12225,175.53525,168.501583334,179.969333333,200.9175,143.291333334,170.030666667,159.820408334,162.461666667,182.721583334
211.41,172.310666667,155.681666667,172.348416666,168.560583333,179.09075,197.575666667,139.905291667,169.848416666,159.799258333,160.984833333,182.3485
211.79,180.919979167,166.749166667,184.158416667,178.630416667,191.50175,212.458583333,150.3094375,181.4355,167.6363625,168.811833333,191.584333334
212.17,179.379166667,170.833416667,186.139416666,182.312916667,196.683666667,215.136,156.994041667,185.374,170.437933333,175.510083334,190.56125
212.55,193.478375,184.692083333,198.007333334,193.659333333,212.8625,234.057833333,175.090354167,203.079583333,186.802554166,192.1195,198.1885
212.92,188.881770834,179.166583334,193.282333333,190.816416667,207.823083333,218.7075,172.2153125,196.513583333,182.453229166,188.52025,192.432
213.30,170.454729167,161.4395,179.469666667,175.075583333,190.454666667,191.439583333,155.871083333,178.409,166.507458334,173.9395,174.318166667
213.68,158.905770833,151.463166667,169.72,161.004916667,178.880416667,173.664166667,148.489125,167.0485,156.205433333,162.468166667,163.040666666
214.06,152.5000625,145.23,159.9425,152.758666667,170.862,159.942333333,143.764416667,160.80475,147.839041667,154.310333334,155.172666667
214.44,156.592229167,147.381083333,160.65475,154.107333333,174.821333334,158.5715,146.815354167,163.09525,150.363054167,157.381,155.89275
214.81,143.288625,134.899166667,145.973333333,139.65325,161.633,145.525916667,133.305375,147.651,138.076158333,143.679916667,140.660083333
215.19,130.5555,122.575666667,134.697,129.0405,147.777916667,131.212083333,124.356104167,134.596083334,126.775070833,132.67675,129.899
215.57,132.806229167,123.745,136.395666667,131.526166667,148.745083333,133.08225,124.0334375,134.387583333,127.693220833,134.136416667,131.726916667
215.95,126.083229167,117.809416667,129.47625,125.000083333,139.666583334,127.571416667,115.976104167,125.666666667,122.199920833,126.571416667,128.714166667
216.32,129.457375,120.44575,132.2675,126.356583333,141.036666667,128.536916667,118.144583333,128.3915,125.872041666,128.149166667,132.751916667
216.70,126.847979167,119.53875,130.037583334,123.446333333,138.512166667,124.71775,118.079104167,126.600833333,123.380320833,124.811666667,131.49725
217.08,134.943208333,129.491333333,139.935166667,131.493416666,149.025916666,136.471916667,124.2289375,137.445833333,131.1715375,132.034666667,141.396166666
217.46,137.21225,133.05925,139.254416666,132.40125,149.506583333,138.487,124.438145833,140.350833333,133.4949875,133.443,143.859833333
217.83,139.370541667,135.0365,138.747166667,137.895333333,150.912416667,142.63975,127.919645833,143.552333333,136.6424875,132.84675,144.707916667
218.21,149.598125,146.856666666,151.973666667,150.511666667,163.669583333,160.16075,135.65425,157.675416667,152.722883333,141.885916667,154.970916667
218.59,155.542791667,153.593333333,160.932666666,156.574833333,167.966333334,169.342333333,139.315791667,161.314833334,161.143066667,149.923583334,163.073333333
218.97,183.470541667,183.150166667,195.238166667,188.278416667,196.062333333,202.65575,168.475166667,190.293,190.535841667,175.183166667,196.2455
219.34,208.412520833,208.12225,224.4725,217.932416666,224.156083333,234.915333333,192.3523125,215.400833334,217.383870833,202.320583333,228.164666667
219.72,201.854895833,203.310416667,223.972583333,214.041083334,217.465833333,235.844666667,191.894979167,209.246666667,209.0184625,192.922333333,222.602916667
220.10,208.205041667,211.66675,238.589583333,219.230833333,227.564166667,245.0,205.448791667,220.641,215.692308333,202.307833333,230.384583333
220.47,197.7865625,203.25525,228.776083333,210.025916667,218.229166667,245.70325,194.921875,214.0625,204.322883333,190.885583333,213.93225
220.85,207.878708333,217.424166667,249.242583333,223.030333333,230.151583334,276.060583333,208.901479167,229.090916666,223.598479166,206.666583334,230.151583333
221.23,194.1451875,201.005833333,228.591916666,206.752666667,214.655333333,259.77025,201.975583333,210.919666667,209.10205,196.6955,209.77
221.61,314.180229167,333.602166667,394.623666667,340.591333334,352.957,445.161333334,343.615416666,349.462583333,355.362858333,331.451583333,345.161416667
221.98,364.806458333,399.107166667,454.46425,394.047666666,410.416833333,524.404833333,396.279541667,403.571333333,411.22025,402.678416667,419.642833333
222.36,464.5833125,519.31825,585.22725,505.681666667,535.98475,675.000083333,511.5529375,513.636333333,521.704454167,541.66675,553.409333333
222.74,344.444395833,370.277833333,410.277833333,364.166666667,395.277666667,482.5,368.125041667,375.0,369.874908334,390.83325,391.666583333
223.11,348.958395833,359.821416667,400.297583333,352.381,405.059583333,490.476166667,363.9136875,368.749916667,371.7708375,383.631083333,378.869
223.49,427.367520833,442.803,485.984833333,399.621166667,479.166666667,594.31825,436.55325,445.454583333,451.553191666,448.484916667,433.3335
223.87,377.8016875,385.632166667,416.091916666,342.816166667,406.0345,479.310583333,376.939645833,398.56325,395.617795833,395.114916666,372.41375
224.24,387.361020833,387.77775,414.166833333,362.499916667,408.888916667,468.611166667,390.347020833,402.222083333,411.013854166,403.33325,369.16675
224.62,288.2575625,284.659166667,301.515083333,268.181833333,297.348583333,325.18925,289.2520625,284.8485,301.998120834,287.12125,273.674333333
225.00,305.0000625,297.222083333,321.481416667,289.629666667,312.222166667,332.962833333,300.6018125,293.888833333,313.398129166,300.0,292.222333333
225.38,499.768645833,483.641916666,536.728333333,472.22225,503.703583333,534.259083334,483.0246875,471.296333334,523.333395833,478.703666667,484.25925
225.75,440.624979167,429.722333333,464.166583333,413.055583334,435.833333334,466.111,426.8055625,423.333416667,461.3333375,421.388833333,420.555666667
226.13,515.624916667,488.141,544.23075,467.30775,509.615416666,525.96175,491.426083333,507.37175,544.951941667,494.23075,472.115583333
226.51,1181.6288125,1112.87883333,1234.09091666,1053.78783333,1155.303,1153.78775,1112.68952083,1158.33325,1228.97732083,1102.27283334,1061.36375
226.88,-12254.1666667,-12141.6666667,-13550.0,-11300.0,-12425.0,-12325.0,-12475.0,-12591.6666666,-13250.8333333,-11925.0,-11475.0
227.26,-638.4259375,-656.018583333,-724.074,-613.425916667,-645.37025,-635.185083333,-680.208333333,-692.129583333,-690.393508333,-643.981416666,-601.388833333
227.64,-253.819479167,-257.738083334,-283.928583333,-251.78575,-250.19825,-242.857083333,-270.9325,-275.39675,-271.86505,-249.404666667,-236.11125
228.01,-119.77775,-126.77775,-135.000083333,-127.777833333,-126.111083333,-116.999833333,-130.583166667,-134.889,-134.938891667,-118.777666667,-117.77775
228.39,-68.5673125,-76.1696666666,-77.3390833333,-74.48825,-73.538,-67.9825833333,-68.4760208333,-79.0201666667,-74.9451541666,-66.082,-69.5175
228.76,-36.9305,-43.2710833333,-44.77225,-42.65025,-42.9088333333,-37.6294166667,-36.5293541667,-47.46375,-43.9569125,-37.88825,-40.2689166667
229.14,-18.7831666667,-25.485,-23.501,-23.016,-24.6914166666,-16.71075,-17.9894166667,-28.3951666667,-27.2486333333,-18.4744166667,-22.0899166667
229.52,-13.8047708333,-20.7911666667,-17.0455833333,-17.7188333333,-19.1076666667,-10.3114166667,-12.3737916667,-22.51675,-21.35525,-13.8889166667,-17.92925
229.89,-14.3830416666,-17.9086666666,-15.9856666667,-17.94875,-19.9919166667,-9.37516666667,-11.9490416667,-20.2324166667,-20.174325,-12.7805833333,-17.6680833333
230.27,-9.82702083335,-13.4828333333,-12.3034166666,-14.5833333333,-15.80175,-5.34608333334,-6.12225,-14.3866666667,-14.5185416667,-9.19833333332,-15.1335
230.65,-8.88891666666,-13.1348333333,-11.90475,-14.0475,-15.39675,-4.40483333333,-6.04172916667,-13.65075,-13.2519625,-8.09508333333,-15.5158333333
231.02,-6.86227083333,-10.2290833333,-9.55758333334,-11.7298333333,-13.1120833333,-2.01408333333,-1.99452083333,-10.8610833333,-10.5489458334,-4.46275,-13.9415833333
231.40,-7.1865625,-9.25066666666,-8.67741666666,-10.85625,-13.0353333333,-2.17900000001,-0.0094375,-10.2064166667,-10.4528875,-4.01375,-13.7613333333
231.78,-6.32514583333,-7.73266666667,-6.71916666667,-7.99558333334,-13.063,-3.82875,1.266875,-10.0975833334,-9.341225,-3.71625,-11.4113333333
232.15,-9.02766666667,-9.33624999998,-10.1466666666,-8.37183333333,-15.5863333333,-8.14041666666,-1.66858333333,-12.4999166667,-11.27515,-6.32724999999,-11.92125
232.53,-15.0673333333,-14.941,-17.2979166667,-14.60425,-24.15825,-14.1415,-9.94314583333,-20.07575,-19.0509875,-13.0894166667,-18.1395833333
232.90,-16.7981666667,-17.0176666667,-20.0439166666,-16.7544166667,-25.7455,-16.9736666667,-13.508875,-22.0176666667,-20.1317,-15.5260833333,-20.08775
233.28,-18.5737708334,-17.3721666667,-22.134,-19.9735833333,-26.9399166667,-22.3986666667,-16.0053541667,-25.2204166667,-19.8149125,-17.4604166667,-19.84125
233.66,-26.9328125,-24.4908333333,-31.3888333334,-27.5000833333,-37.45375,-33.009,-25.4630208333,-34.213,-26.2037791667,-23.6110833333,-24.6298333333
234.03,-23.1715833333,-23.493,-29.211,-23.40425,-34.4859166667,-30.6293333333,-20.9550208334,-31.516,-21.6113625,-19.5920833333,-22.3406666667
234.41,-21.9331666666,-23.0541666667,-27.7495,-22.16575,-34.3909166667,-27.7495833333,-20.1671041667,-30.8799166667,-21.3178041667,-17.7240833334,-20.4736666667
234.78,-21.2416041667,-20.8541666666,-25.628,-20.68675,-32.3701666667,-26.1305833333,-18.3731458334,-28.0986666667,-19.4324291667,-17.2948333333,-18.4674166667
235.16,-21.2110208333,-20.0571666667,-25.1225,-20.6699166666,-30.7598333333,-24.4689166667,-19.1075625,-27.4100833334,-19.8590041666,-18.0963333333,-17.0750833334
235.54,-15.7231875,-15.40875,-20.0078333333,-16.23425,-26.06125,-18.3566666667,-14.5930833333,-21.816,-15.623025,-14.4655833333,-11.4388333333
235.91,-15.9499583333,-16.3991666667,-19.3806666667,-17.3165,-26.1086666666,-15.3285833334,-14.6693541667,-21.4065833333,-16.8903125,-14.832,-11.659
236.29,-15.077875,-15.411,-18.4931666667,-18.0363333333,-25.3044166666,-14.3075,-13.9079166667,-21.5371666667,-16.7732416667,-14.5358333334,-11.91025
236.66,-13.0603125,-12.5188333333,-15.8071666667,-14.7234166667,-22.5335833333,-10.38875,-11.4628333333,-18.3855833333,-14.6655666667,-12.36925,-10.2765
237.04,-18.3179166667,-15.2075,-17.0890833333,-18.0875833333,-27.0354166667,-11.6745,-14.19925,-21.5054166667,-18.396775,-16.4745,-14.401
237.41,-19.4953541667,-16.3226666666,-16.8960833333,-18.2721666667,-26.8729166666,-8.63933333334,-12.8249166667,-20.107,-18.2568083333,-17.5076666667,-14.33475
237.79,-13.9335,-12.037,-11.8233333333,-13.67525,-21.1894166667,-1.99425,-7.92377083333,-15.8120833333,-13.6645625,-13.7820833333,-10.7905833333
238.17,-13.4136458333,-13.5929166667,-12.5683333333,-14.68575,-21.7555,-2.1175,-8.43597916668,-15.9835833333,-14.9555958333,-15.60775,-11.2705833333
238.54,-14.3464375,-15.3795,-12.5678333333,-15.0745833333,-21.7141666667,-4.60716666667,-10.5098958333,-15.9553333333,-15.3066291667,-15.9215833334,-11.9920833333
238.92,-13.9128333334,-15.10225,-12.16475,-14.4636666667,-21.4878333333,-4.72558333333,-11.3664791667,-17.0178333333,-17.1902375,-15.645,-11.4943333333
239.29,-13.3361458333,-14.5408333333,-10.9694166666,-13.4635833333,-20.2949166667,-4.5635,-9.50252083333,-15.7879166667,-15.9255625,-14.8241666667,-12.0180833333
239.67,-15.0785416667,-16.2550833333,-12.4485,-14.99475,-21.4505,-7.2015,-11.3297291667,-17.3868333333,-17.5411958333,-17.1553333333,-14.0174166667
240.04,-12.71775,-15.1698333333,-11.3494166667,-13.2485833333,-19.5261666667,-7.55141666668,-9.46720833334,-15.7060833333,-15.4413333333,-15.23675,-12.7794166667
240.42,-10.4261041667,-12.8978333333,-9.14774999998,-10.24625,-15.8334166667,-4.67808333333,-7.14952083333,-12.0264166667,-12.7593458333,-12.5000833333,-10.038
240.79,-6.68970833333,-8.84033333334,-5.529,-6.47966666667,-11.12175,-2.28133333334,-3.75870833333,-7.58883333334,-8.63356666666,-8.53941666666,-6.59066666667
241.17,-3.85635416667,-6.04299999999,-3.20091666667,-3.932,-8.08491666666,-0.207,-1.61764583333,-4.67716666667,-5.7664375,-5.39450000001,-3.31108333333
241.54,-2.16125,-4.16075,-1.6425,-2.0505,-6.24708333333,0.7435,-0.425833333333,-2.81775,-3.90289166667,-3.30941666667,-1.391
241.92,-1.17564583333,-3.44608333334,-0.975166666667,-1.398,-4.88741666667,1.26775,0.579854166667,-1.73391666667,-3.06677083334,-2.4165,-0.271083333335
242.29,-0.542583333334,-2.00116666667,-0.129499999998,-0.796499999998,-3.2855,2.08075,1.23441666667,-0.895999999999,-1.81805,-1.40375,0.975666666667
242.67,0.146229166666,-0.853833333335,0.408333333333,-0.371416666667,-2.26416666667,3.33141666667,2.12727083333,-0.315499999999,-0.695454166668,-0.296999999999,2.18066666667
243.05,-0.245000000001,-1.618,-0.458416666669,-1.33933333333,-2.9125,2.80458333334,1.465375,-1.01575,-1.19724166667,-0.952833333334,1.1955
243.42,0.284874999999,-1.41075,-0.332999999999,-1.34941666667,-2.66391666667,2.88283333333,1.6670625,-1.01641666667,-0.792479166665,-0.534499999999,1.82275
243.80,0.399958333334,-1.40041666666,-0.42625,-1.40066666667,-2.58358333333,3.45325,1.6005625,-1.22658333333,-0.695137499997,-0.348166666668,1.58333333334
244.17,-0.672687500001,-2.28841666667,-1.56375,-2.48941666666,-3.459,2.90008333333,0.222729166667,-1.98275,-1.50772916667,-1.49366666667,0.690166666667
244.55,0.08575,-1.63916666667,-1.08141666667,-2.04266666667,-2.9865,3.81033333333,0.82375,-1.35591666667,-0.676275000003,-0.926833333333,1.6305
244.92,-0.127687500001,-2.31166666666,-1.6585,-2.52108333333,-3.0485,3.38375,0.99875,-1.6415,-0.740824999998,-1.18925,1.65833333333
245.30,0.667020833334,-1.66675,-0.93275,-1.64375,-2.17133333333,4.02141666667,2.07179166667,-0.741666666668,-0.0276333333318,-0.260000000001,2.23241666667
245.67,0.936020833333,-1.17166666667,-0.748749999999,-1.234,-1.75383333333,4.43691666667,2.324,-0.305,0.245691666667,-0.0830833333333,2.46108333333
246.05,0.709541666667,-1.17608333333,-0.840999999999,-1.39733333333,-1.94741666666,4.46383333333,1.7908125,-0.562750000003,0.0597708333343,-0.227666666666,2.33325
246.42,0.566645833334,-1.05891666667,-0.955999999999,-1.03591666666,-2.175,4.55591666667,1.695625,-0.560916666667,0.0758666666668,0.005749999999,2.40383333333
246.79,0.889895833333,-0.567666666667,-0.515333333332,-0.520416666667,-1.77191666667,4.92641666667,2.22804166667,0.189333333333,0.262525,0.326083333333,2.86541666667
247.17,1.2559375,0.0290833333333,-0.038833333335,-0.0437500000008,-1.18216666667,5.11133333333,2.77127083334,0.95925,0.7630375,1.07083333333,3.67733333333
247.54,1.33947916667,0.380416666667,0.160416666667,0.371249999999,-0.825,5.36775,2.83372916667,1.46666666667,0.921020833333,1.33375,3.93733333333
