wavelength,Back_TanChrf,Belly_TanChrf,Breast_TanChrf,Crissum_TanChrf,Crown_TanChrf,DorTail_TanChrf,Patch10_TanChrf,Patch11_TanChrf,Patch12_TanChrf,Patch13_TanChrf,Rump_TanChrf,Throat_TanChrf,WingTip_TanChrf
377.63,2.5305,4.74675,8.10908333334,3.50916666667,2.40741666667,3.46975,5.092875,1.53341666667,3.79725,1.05675,9.32741666668,6.20891666666,4.88225
377.99,2.50591666667,4.74333333333,8.1125,3.5035,2.37558333333,3.45708333333,5.1025,1.50166666667,3.78058333333,1.02191666667,9.32141666667,6.20341666666,4.8335
378.35,2.46833333333,4.65533333333,8.07775,3.48525,2.33175,3.42891666667,5.01308333334,1.45916666667,3.72741666667,0.961333333334,9.313,6.20591666666,4.743
378.71,2.39858333333,4.56491666666,8.005,3.42766666667,2.275,3.36033333333,4.92320833333,1.40641666667,3.625,0.903916666667,9.26533333334,6.14958333333,4.70983333333
379.07,2.39041666667,4.5075,8.01675,3.40466666667,2.26575,3.32308333334,4.96541666667,1.37783333333,3.58875,0.87,9.27183333334,6.17741666667,4.71966666667
379.44,2.40008333334,4.55058333333,8.05016666666,3.42708333333,2.27775,3.35416666667,4.993,1.41208333334,3.62808333333,0.903666666666,9.33216666666,6.21541666667,4.74075
379.80,2.4575,4.61775,8.11633333333,3.52933333333,2.33008333333,3.43691666667,5.087625,1.47441666666,3.69041666667,0.940083333333,9.4175,6.25925,4.85558333333
380.16,2.56008333333,4.72083333333,8.27608333333,3.67908333333,2.41408333333,3.53958333333,5.20329166667,1.58725,3.82241666667,1.04025,9.53033333333,6.35825,4.97425
380.52,2.59441666667,4.74316666667,8.37341666667,3.73616666667,2.46775,3.59341666667,5.27625,1.66483333333,3.90266666667,1.08441666667,9.63941666666,6.42058333334,5.04575
380.88,2.73816666667,4.87675,8.5915,3.881,2.60783333333,3.75041666667,5.45329166666,1.83175,4.07075,1.21616666667,9.84133333333,6.5945,5.1785
381.24,2.77675,4.92,8.6195,3.9125,2.65833333333,3.78908333333,5.45270833333,1.86625,4.1085,1.27441666667,9.85775,6.64291666667,5.20891666666
381.61,2.73775,4.90891666667,8.63133333334,3.9135,2.632,3.7415,5.423875,1.87025,4.08266666667,1.2185,9.87775000001,6.6805,5.169
381.97,2.712,4.88741666666,8.63333333333,3.86333333333,2.55858333333,3.66941666667,5.37541666667,1.81916666667,4.02333333333,1.1355,9.89341666666,6.67958333333,5.13216666667
382.33,2.799,4.99183333333,8.75866666667,3.95041666666,2.65466666667,3.69333333333,5.501125,1.92991666667,4.11175,1.22141666667,9.99041666667,6.75433333333,5.25108333333
382.69,2.90916666667,5.06966666667,8.89066666667,4.02716666667,2.73208333333,3.75091666667,5.58895833334,2.029,4.20825,1.30066666667,10.09825,6.87241666666,5.325
383.05,2.95358333333,5.17166666667,8.95675,4.07675,2.782,3.803,5.644125,2.09775,4.26183333333,1.35266666667,10.1771666667,6.96866666667,5.40816666667
383.41,2.91583333333,5.19283333333,8.95108333333,4.05791666667,2.77208333333,3.798,5.63404166667,2.10416666667,4.244,1.29108333333,10.2080833333,6.97308333333,5.38708333334
383.77,2.88941666667,5.17491666667,8.96758333333,4.02116666666,2.77908333333,3.78308333333,5.60625,2.10533333333,4.20816666666,1.27183333333,10.2389166667,7.00091666666,5.35425
384.14,2.79066666666,5.08883333333,8.87416666667,3.85758333334,2.67333333333,3.65516666667,5.49591666666,2.01133333333,4.05383333333,1.15375,10.15425,6.94533333334,5.22475
384.50,2.77083333333,5.1025,8.86608333333,3.8235,2.6285,3.59591666666,5.456875,1.99016666667,3.96775,1.09133333333,10.1391666667,6.9435,5.19591666667
384.86,2.75966666667,5.08691666667,8.83166666667,3.81825,2.61941666667,3.56258333333,5.42445833333,1.99433333333,3.94816666667,1.08275,10.1271666667,6.92133333334,5.20391666667
385.22,2.82766666666,5.13491666667,8.90425,3.86141666666,2.65108333333,3.60391666666,5.474125,2.07833333333,3.95391666667,1.109,10.2343333333,7.01775,5.2295
385.58,2.83733333333,5.14458333333,8.95675,3.89708333334,2.66925,3.64633333333,5.50991666667,2.12716666666,3.94866666667,1.11541666667,10.2731666667,7.07916666666,5.2475
385.94,2.91525,5.18125,9.0325,3.99066666667,2.76716666667,3.75141666666,5.59883333333,2.24975,4.02558333333,1.21475,10.3793333333,7.19641666667,5.28425
386.30,2.91641666667,5.17516666667,9.038,4.02408333333,2.80766666666,3.80283333334,5.638125,2.26533333334,4.03158333333,1.22883333333,10.4814166667,7.24358333333,5.26
386.66,2.87433333334,5.20691666667,9.04166666667,4.02283333333,2.79108333333,3.81658333333,5.65870833333,2.24458333333,4.01166666667,1.23033333333,10.493,7.24125,5.22816666667
387.03,2.83541666667,5.17116666667,9.02191666667,3.94625,2.74625,3.76341666667,5.597125,2.20033333334,3.96366666667,1.20058333333,10.4939166666,7.20616666667,5.15025
387.39,2.81433333334,5.15416666666,9.02575,3.89175,2.71758333333,3.69766666667,5.57254166666,2.18316666667,3.91616666667,1.2165,10.4516666667,7.19158333333,5.09741666667
387.75,2.85175,5.21933333334,9.09358333333,3.92891666667,2.75708333333,3.7105,5.63020833334,2.23391666667,3.95425,1.25466666667,10.5505,7.25391666667,5.123
388.11,2.81341666667,5.18383333334,9.10341666666,3.957,2.76525,3.686,5.61633333333,2.22216666667,3.93583333333,1.25016666666,10.5928333333,7.23158333334,5.15266666667
388.47,2.80125,5.18208333333,9.13333333334,3.94216666667,2.76058333333,3.68275,5.63216666667,2.20441666667,3.93641666667,1.24808333333,10.6558333333,7.24741666666,5.14441666667
388.83,2.70725,5.1415,9.12149999999,3.85191666666,2.69008333334,3.63491666667,5.57195833334,2.11283333333,3.82783333334,1.16166666667,10.6469166667,7.22083333333,5.07758333333
389.19,2.608,5.05866666667,9.09475,3.79058333333,2.62725,3.56291666667,5.52833333333,2.03266666666,3.79066666666,1.08341666667,10.63175,7.15958333333,5.02058333333
389.55,2.62616666667,5.08425,9.11525,3.81783333333,2.63508333333,3.54825,5.555625,2.04466666667,3.821,1.11883333333,10.7208333333,7.18491666667,5.04283333333
389.91,2.57958333333,5.08508333333,9.15925,3.80958333333,2.60508333333,3.48666666667,5.55954166667,2.0425,3.81241666667,1.13575,10.7680833333,7.1955,5.04041666667
390.27,2.56258333334,5.08516666666,9.20416666667,3.79241666667,2.55033333333,3.44916666667,5.53770833333,2.04633333334,3.77275,1.11475,10.7651666667,7.21975,5.01591666667
390.63,2.639,5.13683333333,9.31966666668,3.87033333334,2.61741666667,3.5045,5.59904166667,2.14483333333,3.84566666667,1.18008333333,10.8740833333,7.32083333333,5.07491666667
391.00,2.67575,5.14891666667,9.39083333333,3.946,2.67583333333,3.54883333333,5.67883333333,2.20275,3.91175,1.22158333333,10.9665,7.37225,5.10458333333
391.36,2.74483333333,5.17725,9.49366666668,4.01883333333,2.74058333333,3.61166666667,5.77066666666,2.26291666667,3.97075,1.26916666667,11.077,7.449,5.19
391.72,2.74433333333,5.17875,9.54641666666,4.03816666667,2.73866666666,3.64075,5.79966666667,2.29725,3.96316666667,1.27741666667,11.1188333333,7.49291666666,5.20141666667
392.08,2.81916666667,5.26041666667,9.66425000001,4.07875,2.80033333333,3.71875,5.90375,2.384,4.04008333333,1.34408333333,11.2225,7.618,5.2255
392.44,2.88725,5.31525,9.75624999998,4.14383333333,2.87525,3.7755,5.99225,2.47225,4.10341666666,1.42633333333,11.3150833333,7.70458333334,5.27583333334
392.80,3.02783333333,5.41016666666,9.90783333334,4.27991666667,2.98666666667,3.86925,6.152375,2.61566666667,4.22516666667,1.56283333333,11.4551666667,7.84333333333,5.34966666667
393.16,3.143,5.5245,10.0243333333,4.41041666667,3.10083333333,3.96741666667,6.26716666667,2.75275,4.31275,1.709,11.5833333333,7.98033333334,5.41525
393.52,3.16633333333,5.56183333333,10.0936666667,4.44333333333,3.14191666666,4.00808333333,6.31279166667,2.80858333334,4.33275,1.73916666667,11.61675,8.03683333333,5.42733333333
393.88,3.23208333333,5.61133333333,10.1595833333,4.52658333333,3.20891666667,4.05916666667,6.366375,2.87425,4.36408333333,1.77033333333,11.6833333333,8.11291666667,5.49091666667
394.24,3.264,5.63016666666,10.21525,4.56741666667,3.254,4.07716666667,6.39975,2.92275,4.39541666667,1.805,11.7369166667,8.17841666667,5.51116666667
394.60,3.24733333333,5.61966666667,10.2420833333,4.56966666667,3.23791666667,4.05708333333,6.426625,2.93383333333,4.38366666667,1.79308333333,11.792,8.20925,5.48933333333
394.96,3.26466666667,5.65866666666,10.3063333333,4.57683333333,3.24783333333,4.06483333333,6.46491666667,3.00016666667,4.40458333333,1.79625,11.86975,8.25333333333,5.52483333333
395.32,3.19366666667,5.64491666667,10.2734166667,4.52175,3.19316666667,4.00683333333,6.41495833333,2.98341666667,4.35991666666,1.72258333334,11.87825,8.22408333333,5.49925
395.68,3.15891666667,5.61883333334,10.25825,4.50183333334,3.157,3.95125,6.38225,2.9745,4.33325,1.68591666667,11.8865833333,8.21158333333,5.46841666667
396.04,3.11925,5.59191666667,10.26075,4.48866666667,3.13,3.92316666667,6.35908333333,2.96758333333,4.30491666667,1.65908333333,11.936,8.17841666667,5.42866666667
396.40,3.02833333333,5.564,10.21225,4.44266666666,3.07008333333,3.84258333333,6.29270833333,2.93066666667,4.24858333333,1.59916666667,11.9381666667,8.13016666667,5.32083333333
396.76,2.97158333333,5.54266666667,10.198,4.4025,3.04083333333,3.78525,6.22595833333,2.91466666667,4.20525,1.53916666666,11.9509166667,8.139,5.29466666667
397.12,2.98166666667,5.54641666667,10.2779166667,4.384,3.03425,3.77575,6.267125,2.93533333333,4.20425,1.51775,12.0088333333,8.15858333334,5.33241666667
397.48,2.97066666667,5.52633333333,10.3091666667,4.36533333333,3.00958333333,3.7515,6.289,2.93283333333,4.18958333333,1.50225,12.0940833333,8.18133333334,5.32483333333
397.84,2.92191666667,5.5295,10.3099166667,4.29866666667,2.96041666667,3.74391666667,6.285125,2.913,4.15841666667,1.45891666667,12.1266666667,8.17916666667,5.28208333333
398.20,2.91116666666,5.55791666667,10.3659166667,4.28275,2.94141666667,3.74616666667,6.29258333333,2.94866666667,4.16925,1.45166666667,12.1878333333,8.20583333334,5.295
398.56,2.90316666667,5.56791666666,10.3980833333,4.28425,2.93041666667,3.73541666667,6.31345833333,2.98591666667,4.16725,1.447,12.2388333333,8.2275,5.30041666666
398.92,2.88558333333,5.58791666667,10.43825,4.28758333334,2.92458333333,3.75883333333,6.31970833333,2.981,4.15866666666,1.43783333333,12.2459166667,8.26775,5.26133333333
399.28,2.96133333334,5.61825,10.5459166667,4.37433333333,2.96791666666,3.82308333333,6.40475,3.03508333333,4.214,1.49941666667,12.3870833333,8.36891666667,5.30225
399.64,2.94675,5.61208333333,10.5936666667,4.35133333333,2.94266666667,3.77725,6.427625,3.02091666667,4.19383333333,1.45125,12.4104166667,8.386,5.26891666667
400.00,2.98208333333,5.63633333333,10.6558333333,4.3585,2.95541666667,3.75425,6.47358333333,3.06533333333,4.19783333333,1.47175,12.4501666667,8.44941666667,5.31791666667
400.36,2.95991666666,5.63108333333,10.71025,4.35366666667,2.91733333333,3.74058333333,6.52879166667,3.05425,4.18658333334,1.45383333333,12.46875,8.49858333333,5.34158333334
400.72,2.905,5.64333333333,10.7550833333,4.35566666667,2.89683333333,3.734,6.57454166667,3.04866666666,4.17641666667,1.43975,12.5225,8.48641666667,5.30666666667
401.08,2.88775,5.66625,10.7764166667,4.38116666667,2.89666666667,3.75608333333,6.60441666667,3.07533333334,4.18766666667,1.44225,12.5983333333,8.51491666667,5.27483333333
401.44,2.91466666667,5.7125,10.8709166667,4.39475,2.90425,3.787,6.65775,3.12541666667,4.23783333333,1.46183333333,12.7058333334,8.59,5.31133333333
401.80,2.92383333333,5.69858333333,10.93625,4.42516666666,2.89066666667,3.78041666667,6.68254166667,3.14416666666,4.24925,1.45583333333,12.7745833333,8.63066666667,5.29833333333
402.16,2.97983333333,5.74291666667,11.0384166667,4.50183333334,2.96866666667,3.84483333333,6.79925,3.22408333333,4.32816666667,1.51875,12.91925,8.71533333333,5.35883333333
402.52,2.99183333333,5.76441666667,11.1161666666,4.53383333333,3.00383333333,3.87766666667,6.858625,3.27566666667,4.36458333333,1.53658333334,13.0185,8.78116666667,5.40016666667
402.88,3.01075,5.80808333333,11.2025,4.59341666667,3.05858333333,3.90425,6.949375,3.3515,4.42166666667,1.59983333333,13.1685833333,8.85925000001,5.46
403.24,2.9635,5.80141666667,11.2020833333,4.56433333334,3.03758333333,3.89258333333,6.94383333334,3.36908333333,4.40216666667,1.55308333334,13.18925,8.871,5.43158333333
403.60,3.01525,5.84325,11.3133333333,4.61066666667,3.09941666667,3.9535,7.00854166667,3.44591666667,4.47358333333,1.61275,13.3068333333,8.94524999999,5.48116666667
403.95,3.044,5.88591666667,11.3990833333,4.67625,3.11725,4.00208333333,7.069125,3.52358333333,4.519,1.63633333333,13.4093333333,9.01124999999,5.483
404.31,3.15133333333,5.97533333333,11.5334166667,4.768,3.212,4.0885,7.16625,3.65833333333,4.62825,1.71225,13.5715,9.10249999999,5.57666666667
404.67,3.23041666667,6.02216666667,11.6200833333,4.82025,3.26308333333,4.14266666667,7.23091666667,3.747,4.67716666667,1.7935,13.6558333333,9.18516666666,5.634
405.03,3.26366666667,6.05766666667,11.70125,4.84616666666,3.28441666666,4.1535,7.27875,3.81241666666,4.71258333333,1.8115,13.7298333333,9.27091666667,5.679
405.39,3.26625,6.06125,11.7330833333,4.85925,3.29166666666,4.14091666667,7.289125,3.837,4.70225,1.81966666666,13.7675,9.27116666667,5.67825
405.75,3.2835,6.10966666666,11.7996666666,4.8885,3.33625,4.15125,7.35208333333,3.91433333333,4.74358333333,1.85016666667,13.8574166667,9.31324999999,5.71808333333
406.11,3.24216666667,6.09033333333,11.8165833333,4.86283333333,3.29733333333,4.10333333333,7.33508333333,3.90191666667,4.70458333334,1.81716666666,13.856,9.29750000002,5.678
406.47,3.19658333333,6.07341666667,11.821,4.8255,3.2475,4.06658333333,7.3175,3.89208333334,4.66558333333,1.76891666667,13.8620833333,9.26816666665,5.6305
406.83,3.2,6.04616666667,11.8605,4.81633333333,3.21658333333,4.04716666667,7.31175,3.92091666667,4.63375,1.7465,13.8769166667,9.27724999998,5.601
