wavelength,Back_TanIctf,Belly_TanIctf,Breast_TanIctf,Crissum_TanIctf,Crown_TanIctf,DorTail_TanIctf,Patch10_TanIctf,Patch11_TanIctf,Rump_TanIctf,Throat_TanIctf,WingTip_TanIctf
505.45,6.70488888889,20.7274444444,18.6501111111,21.6373333333,6.97744444445,7.99522222222,10.3993333333,7.92177777778,9.95177777777,23.8853333333,8.87855555555
505.80,6.71455555556,21.1707777778,18.8751111111,21.99,7.08894444446,7.98944444445,10.5048888889,7.97911111111,10.1497777778,23.9211111111,8.86922222223
506.15,6.73477777778,21.6202222222,19.1148888889,22.3287777778,7.2233888889,7.98544444444,10.5933333333,8.03588888889,10.3648888889,23.9402222222,8.84966666667
506.49,6.75377777778,22.0914444445,19.3522222222,22.6918888889,7.37205555556,8.00477777778,10.6971111111,8.09933333333,10.5907777778,23.9787777778,8.84277777778
506.84,6.76166666667,22.5862222222,19.6348888889,23.067,7.5253888889,8.02322222222,10.8342222222,8.15955555555,10.8258888889,24.0423333333,8.8558888889
507.19,6.77388888889,23.0688888889,19.9017777778,23.4116666667,7.65477777778,8.022,10.9334444444,8.215,11.0402222222,24.0577777778,8.85922222222
507.54,6.80333333333,23.5661111111,20.1678888889,23.7436666667,7.81944444446,8.02311111111,11.0387777778,8.30688888889,11.2726666666,24.0981111111,8.84311111111
507.88,6.79933333333,24.0553333333,20.3884444444,24.0656666667,7.95900000001,8.00322222222,11.1518888889,8.36211111111,11.5055555555,24.1005555556,8.85777777778
508.23,6.82322222222,24.5275555556,20.6401111111,24.4264444444,8.10216666666,8.02144444444,11.2617777778,8.449,11.7692222222,24.1662222222,8.84522222223
508.58,6.85566666667,24.9946666667,20.8786666667,24.7693333333,8.26122222222,8.06655555556,11.3637777778,8.53255555556,12.0293333333,24.2052222222,8.86122222222
508.93,6.84388888889,25.4405555556,21.1096666667,25.074,8.3901111111,8.07911111111,11.4596666667,8.58955555555,12.2727777778,24.239,8.87744444444
509.27,6.88855555555,25.9068888889,21.3312222222,25.3781111111,8.54122222223,8.08588888889,11.5658888889,8.65644444444,12.5146666667,24.2836666667,8.88866666668
509.62,6.94333333333,26.4036666667,21.5873333333,25.7323333333,8.72266666668,8.14188888889,11.679,8.75211111111,12.8021111111,24.3695555556,8.93088888889
509.97,6.97455555555,26.8502222222,21.7871111111,26.0474444444,8.87783333335,8.18744444444,11.7633333333,8.84144444444,13.0582222222,24.4031111111,8.94433333332
510.32,7.01166666667,27.3126666667,22.017,26.3768888889,9.04477777779,8.22555555555,11.8754444444,8.94711111111,13.3415555556,24.4628888889,8.98366666665
510.66,7.05844444445,27.7567777778,22.2164444445,26.69,9.21361111111,8.24355555556,11.9562222222,9.06455555555,13.6241111111,24.4961111111,9.00333333334
511.01,7.08811111111,28.1961111111,22.405,26.9842222222,9.37161111112,8.27888888889,12.0345555556,9.13822222222,13.8874444444,24.5428888889,9.00966666666
511.36,7.14311111111,28.654,22.6361111111,27.3541111111,9.5483888889,8.326,12.1586666667,9.23655555555,14.1875555555,24.6412222222,9.06022222221
511.70,7.15277777778,29.041,22.7827777778,27.6097777778,9.68644444443,8.33944444444,12.2053333333,9.30966666667,14.4166666667,24.6416666667,9.02111111112
512.05,7.194,29.4786666667,22.9896666667,27.8947777778,9.85744444446,8.36144444444,12.3045555556,9.40233333332,14.702,24.6682222222,9.05022222222
512.40,7.17466666667,29.8622222222,23.1496666667,28.1281111111,9.96716666667,8.331,12.3366666667,9.43977777777,14.9348888889,24.662,9.01800000001
512.75,7.23977777778,30.3135555556,23.362,28.4283333333,10.1634444445,8.35677777778,12.4151111111,9.54522222221,15.213,24.7194444445,9.04322222223
513.09,7.25455555556,30.7142222222,23.5248888889,28.7121111111,10.3209444445,8.35666666667,12.4638888889,9.6161111111,15.4612222222,24.7305555556,9.05133333334
513.44,7.22,31.0482222222,23.6538888889,28.9183333333,10.413,8.29277777778,12.4771111111,9.62166666668,15.6642222222,24.6852222222,9.00033333333
513.79,7.25255555556,31.4628888889,23.8878888889,29.2142222222,10.5926666667,8.30177777778,12.5856666667,9.72733333333,15.9553333333,24.7351111111,9.01899999999
514.13,7.26133333333,31.846,24.0592222222,29.4474444444,10.7402777778,8.28233333333,12.6208888889,9.79555555555,16.2143333333,24.7427777778,9.00833333333
514.48,7.23977777778,32.2335555556,24.2104444444,29.6842222222,10.8667222222,8.28344444444,12.6486666667,9.83622222221,16.4541111111,24.7725555555,8.96922222222
514.83,7.23811111111,32.6657777778,24.4071111111,29.9713333333,11.0385,8.28144444444,12.7203333333,9.93633333334,16.753,24.78,8.94800000001
515.17,7.25711111111,33.0518888889,24.573,30.2112222222,11.2068888889,8.289,12.7735555555,10.0197777778,17.0302222222,24.7711111111,8.97177777778
515.52,7.30122222222,33.4926666667,24.8053333333,30.5298888889,11.4083333334,8.30911111111,12.8362222222,10.1198888889,17.348,24.8625555556,8.99033333334
515.87,7.30111111111,33.8372222222,24.9323333333,30.757,11.5587222222,8.31022222222,12.8698888889,10.1903333333,17.5961111111,24.8916666667,8.96666666666
516.21,7.39311111111,34.3333333333,25.1827777778,31.1143333333,11.8031666667,8.38655555556,13.0291111111,10.3473333333,17.9647777778,25.0191111111,9.04411111112
516.56,7.37966666667,34.6666666667,25.3296666667,31.3311111111,11.9162222222,8.38122222222,13.0795555555,10.3964444444,18.2027777778,25.0428888889,9.01844444443
516.91,7.41066666667,34.9942222222,25.528,31.5506666667,12.0719444444,8.40788888889,13.1702222222,10.4673333333,18.4868888889,25.0758888889,9.0188888889
517.25,7.44155555556,35.3182222222,25.6884444444,31.7608888889,12.2397222222,8.43188888889,13.2356666667,10.5561111111,18.724,25.1097777778,9.03744444446
517.60,7.42266666667,35.6232222222,25.7821111111,31.9375555555,12.3377222222,8.40511111111,13.2535555556,10.5937777778,18.9254444445,25.1435555556,9.01777777779
517.95,7.44933333333,35.9078888889,25.9305555556,32.1328888889,12.4733888889,8.41777777778,13.3177777778,10.6503333333,19.1485555555,25.181,9.02722222221
518.29,7.44866666667,36.1315555556,26.045,32.2892222222,12.5755,8.39722222222,13.3536666667,10.6896666667,19.3265555556,25.1778888889,9.02866666666
518.64,7.45733333333,36.3355555556,26.1314444444,32.428,12.6641666667,8.394,13.3653333333,10.7043333334,19.4841111111,25.2095555555,9.02677777777
518.99,7.45177777778,36.5495555556,26.2173333333,32.5552222222,12.7568333333,8.39744444444,13.3846666667,10.7257777778,19.6428888889,25.2253333333,8.99866666667
519.33,7.468,36.7526666667,26.3016666667,32.6717777778,12.8521111111,8.40633333333,13.4373333333,10.7668888889,19.8123333333,25.2341111111,9.00244444443
519.68,7.48855555556,36.9976666667,26.4328888889,32.839,12.9667222222,8.40388888889,13.4834444444,10.8096666666,19.9766666667,25.2585555556,9.02644444446
520.02,7.49722222222,37.1726666667,26.4996666667,32.9292222222,13.0467222222,8.40433333334,13.485,10.8275555556,20.1222222222,25.2518888889,9.00555555555
520.37,7.50766666667,37.3893333333,26.5865555555,33.0532222222,13.1605,8.40855555555,13.5015555556,10.8566666667,20.301,25.2287777778,8.9921111111
520.72,7.50166666667,37.6241111111,26.6877777778,33.2123333333,13.2489444444,8.38344444445,13.4991111111,10.904,20.4656666667,25.271,8.99222222221
521.06,7.51533333333,37.8594444444,26.7844444445,33.366,13.3427222222,8.38866666667,13.5393333333,10.9533333333,20.6512222222,25.3066666666,8.99355555555
521.41,7.57844444444,38.0683333333,26.909,33.5033333333,13.4972777778,8.42122222222,13.5907777778,11.0068888889,20.8543333334,25.338,9.03144444443
521.75,7.57377777778,38.2822222222,26.9797777778,33.6275555555,13.595,8.40577777778,13.6043333333,11.0486666667,21.0056666666,25.3456666667,9.01499999999
522.10,7.63422222222,38.5541111111,27.1015555556,33.8067777778,13.7246666667,8.43455555556,13.6641111111,11.1133333333,21.2256666667,25.4216666667,9.04555555555
522.45,7.67411111111,38.8323333333,27.2472222222,33.9688888889,13.8661666667,8.45111111111,13.7443333333,11.1967777778,21.4587777778,25.4752222222,9.08022222222
522.79,7.71344444445,39.1024444445,27.4182222222,34.1416666667,14.0133888889,8.47422222222,13.8122222222,11.2971111111,21.7067777778,25.5471111111,9.13055555556
523.14,7.74166666666,39.3454444444,27.5343333333,34.315,14.1536111111,8.50511111111,13.8471111111,11.3575555556,21.9195555555,25.5894444445,9.1678888889
523.48,7.73966666667,39.5788888889,27.6226666667,34.4361111111,14.234,8.50355555555,13.8642222222,11.4026666667,22.1316666667,25.604,9.15077777777
523.83,7.73533333333,39.7657777778,27.7008888889,34.5697777778,14.3201111111,8.50155555555,13.8783333333,11.4377777778,22.2946666667,25.6204444444,9.14455555554
524.17,7.78344444444,39.9804444444,27.7973333333,34.7177777778,14.4348333333,8.54333333333,13.9287777778,11.507,22.5014444444,25.6976666667,9.18833333333
524.52,7.802,40.1505555555,27.8703333333,34.8255555556,14.528,8.55355555556,13.9664444444,11.552,22.6733333333,25.7157777778,9.19622222221
524.87,7.82777777778,40.355,27.9961111111,34.9782222222,14.6371111111,8.58911111111,14.004,11.6076666667,22.8861111111,25.7754444444,9.22933333333
525.21,7.81177777778,40.4687777778,28.0502222222,35.0598888889,14.6865555555,8.58188888889,13.9884444445,11.6283333334,23.0113333333,25.7894444445,9.19433333332
525.56,7.82277777778,40.6413333333,28.1414444445,35.1626666667,14.7700555556,8.60166666667,13.9985555555,11.6682222222,23.1695555556,25.8161111111,9.19488888889
525.90,7.82488888889,40.8416666666,28.2637777778,35.3121111111,14.8537222222,8.61355555556,14.0398888889,11.728,23.3432222222,25.8585555556,9.21188888888
526.25,7.80222222222,40.9565555556,28.3318888889,35.4262222222,14.9025555556,8.59744444444,14.0401111111,11.7474444444,23.457,25.8554444444,9.19066666667
526.59,7.77933333334,41.1333333333,28.3956666667,35.5381111111,14.9428888889,8.57455555555,14.0562222222,11.7617777778,23.577,25.861,9.16122222221
526.94,7.76766666667,41.3068888889,28.4717777778,35.6573333333,14.9961666667,8.56966666667,14.0845555556,11.7872222222,23.7085555555,25.8938888889,9.14211111111
527.28,7.77311111111,41.4424444445,28.5326666667,35.7482222222,15.0505,8.56988888889,14.113,11.8077777778,23.8302222222,25.9151111111,9.14122222221
527.63,7.78344444444,41.6156666667,28.6366666667,35.8723333333,15.1222222222,8.58233333333,14.1511111111,11.8606666667,23.9604444444,25.9775555556,9.15422222223
527.97,7.78622222222,41.7546666667,28.7231111111,35.9684444444,15.1720555556,8.57477777778,14.1772222222,11.8853333333,24.0572222222,26.0162222222,9.15555555556
528.32,7.77733333333,41.8114444444,28.7248888889,35.988,15.2046666667,8.57444444445,14.1762222222,11.8947777778,24.1236666667,26.0124444445,9.14922222221
528.66,7.76633333333,41.856,28.7365555556,35.9935555555,15.2328888889,8.55911111111,14.172,11.8984444445,24.155,25.9815555556,9.14055555554
529.01,7.76344444444,41.9662222222,28.7976666667,36.0733333333,15.2714444445,8.561,14.1933333333,11.9165555556,24.2374444444,25.9795555556,9.14777777779
529.35,7.75922222222,42.0442222222,28.8333333333,36.137,15.3053333333,8.55611111111,14.2157777778,11.9296666667,24.3072222222,26.0002222222,9.15266666667
529.70,7.76422222222,42.1394444444,28.8623333333,36.1807777778,15.3476111111,8.55488888889,14.2243333333,11.9406666667,24.36,26.0034444445,9.1478888889
530.04,7.789,42.2557777778,28.9143333333,36.2278888889,15.4055,8.57722222222,14.2458888889,11.9831111111,24.4646666667,26.0407777778,9.16166666667
530.39,7.801,42.3348888889,28.9547777778,36.2852222222,15.4603333333,8.57644444444,14.2544444444,12.0053333333,24.5646666667,26.0454444444,9.15788888888
530.73,7.81211111111,42.4074444444,28.9982222222,36.3207777778,15.5102777778,8.57555555556,14.2501111111,12.0226666667,24.6643333333,26.031,9.16466666665
531.08,7.82411111111,42.4985555556,29.0726666667,36.3906666667,15.5759444445,8.58044444444,14.2588888889,12.0563333333,24.7626666667,26.0645555556,9.16677777777
531.42,7.81544444445,42.5818888889,29.105,36.4428888889,15.6201111111,8.56233333333,14.2466666666,12.0545555555,24.8585555556,26.0335555556,9.14400000001
531.77,7.81833333334,42.6656666667,29.1358888889,36.5024444444,15.6825,8.57066666667,14.2633333333,12.0913333333,24.969,26.0217777778,9.15244444446
532.11,7.84622222222,42.8526666667,29.2553333333,36.6415555556,15.7731111111,8.59244444445,14.3126666667,12.1443333333,25.1061111111,26.0704444445,9.17366666665
532.46,7.87644444444,42.9982222222,29.3333333333,36.7597777778,15.846,8.61866666667,14.3517777778,12.1982222222,25.2574444444,26.1338888889,9.17633333333
532.80,7.89322222222,43.1424444444,29.3721111111,36.8357777778,15.9021666667,8.62411111111,14.3692222222,12.2287777778,25.3801111111,26.1902222222,9.18111111111
533.15,7.91488888889,43.2766666667,29.437,36.9158888889,15.9728888889,8.64588888889,14.3904444444,12.2675555555,25.4998888889,26.2096666667,9.18233333335
533.49,7.91033333333,43.3594444444,29.4977777778,36.9886666667,16.0232777778,8.63444444444,14.4005555556,12.2854444445,25.6263333333,26.2215555556,9.18044444444
533.84,7.91077777778,43.4755555555,29.5466666667,37.0823333333,16.0705,8.62977777778,14.4214444444,12.3015555556,25.7246666667,26.2268888889,9.17311111112
534.18,7.92588888889,43.5798888889,29.6045555556,37.143,16.1172777778,8.64133333333,14.4302222222,12.3304444444,25.8175555555,26.2385555555,9.18788888889
534.52,7.93277777778,43.7144444444,29.6886666667,37.2387777778,16.1809444444,8.64777777778,14.4507777778,12.3498888889,25.9175555555,26.283,9.20077777779
534.87,7.963,43.8723333333,29.7793333334,37.3583333333,16.266,8.69511111111,14.492,12.4026666667,26.0632222222,26.3256666667,9.241
535.21,7.981,43.9623333333,29.8226666667,37.4085555556,16.3387777778,8.70866666667,14.5268888889,12.4545555556,26.1722222222,26.3698888889,9.27577777779
535.56,7.99722222222,44.0654444445,29.882,37.4746666667,16.3908333333,8.72911111111,14.5302222222,12.4892222222,26.2816666666,26.3917777778,9.27833333332
535.90,8.00644444445,44.1642222222,29.9471111111,37.5571111111,16.4413333333,8.72322222222,14.5341111111,12.5058888889,26.4043333333,26.4008888889,9.26655555556
536.25,7.99388888889,44.2822222222,30.0222222222,37.6504444444,16.4853333333,8.70988888889,14.5204444444,12.517,26.5067777778,26.4103333333,9.27122222222
536.59,8.00122222222,44.311,30.0756666666,37.6847777778,16.5383888889,8.72355555556,14.5212222222,12.5385555555,26.5741111111,26.3924444445,9.26411111111
536.93,8.03277777778,44.3878888889,30.153,37.7596666667,16.5782222222,8.741,14.541,12.5704444445,26.6966666667,26.4013333333,9.28544444443
537.28,8.061,44.4745555556,30.2094444445,37.83,16.6587222222,8.79488888889,14.5706666667,12.6333333334,26.8148888889,26.4394444444,9.32100000001
537.62,8.06611111111,44.5435555556,30.2556666667,37.8813333333,16.7130555555,8.80822222222,14.5838888889,12.6574444444,26.9127777778,26.4405555555,9.33422222221
537.97,8.08677777778,44.6518888889,30.3143333333,37.9691111111,16.7954444445,8.84877777778,14.5997777778,12.6883333333,27.0194444444,26.4827777778,9.36388888888
538.31,8.10688888889,44.7076666667,30.3292222222,38.0152222222,16.8373888889,8.86522222222,14.6303333334,12.7511111111,27.1325555556,26.4691111111,9.37822222221
538.65,8.05444444444,44.7258888889,30.3056666667,37.9955555555,16.8283888889,8.80044444444,14.5736666667,12.7293333333,27.1748888889,26.417,9.33366666667
539.00,8.03411111111,44.8078888889,30.3404444444,38.0468888889,16.8197222222,8.76422222222,14.5334444444,12.6976666667,27.2564444444,26.3733333333,9.29388888889
539.34,8.02844444444,44.8904444444,30.3745555555,38.106,16.859,8.74444444445,14.5344444444,12.7026666667,27.3693333333,26.3577777778,9.27688888889
539.69,8.00211111111,44.8985555555,30.3444444444,38.082,16.8497777778,8.74055555556,14.5158888889,12.7011111111,27.4064444444,26.3285555556,9.27422222223
540.03,8.03233333333,44.9896666667,30.3838888889,38.1505555556,16.9052777778,8.77155555555,14.55,12.7462222222,27.4988888889,26.3507777778,9.29977777779
540.37,8.03977777778,45.0967777778,30.433,38.2323333333,16.9371666667,8.77077777778,14.5692222222,12.7831111111,27.5923333333,26.355,9.32266666666
540.72,8.00722222222,45.1118888889,30.4131111111,38.235,16.9332222222,8.73733333333,14.5442222222,12.7616666667,27.6073333333,26.3277777778,9.29644444443
541.06,8.01055555556,45.1135555555,30.4023333333,38.2472222222,16.9295,8.71733333334,14.5322222222,12.7406666667,27.6264444444,26.2945555556,9.27855555555
541.40,8.00011111111,45.1363333333,30.3892222222,38.2364444444,16.9273333333,8.69788888889,14.5051111111,12.732,27.6402222222,26.258,9.26722222221
541.75,7.993,45.1646666667,30.39,38.2627777778,16.9255,8.67,14.5012222222,12.7384444444,27.6851111111,26.2388888889,9.23155555554
542.09,7.98488888889,45.2161111111,30.4081111111,38.2957777778,16.9336111111,8.65788888889,14.4838888889,12.7235555556,27.7188888889,26.2404444444,9.21100000001
542.43,8.01722222222,45.2827777778,30.4494444445,38.3618888889,16.9736666667,8.68566666667,14.5095555556,12.7517777778,27.7871111111,26.244,9.24088888888
542.78,8.03633333333,45.3176666667,30.4666666667,38.3926666667,17.0225,8.71366666666,14.533,12.7677777778,27.8461111111,26.2441111111,9.26744444444
543.12,8.02355555556,45.3552222222,30.466,38.4095555555,17.0235555555,8.69755555556,14.504,12.7677777778,27.8824444444,26.2422222222,9.265
543.46,8.04933333333,45.4782222222,30.5484444444,38.5107777778,17.0715555556,8.70777777778,14.5071111111,12.7995555556,27.9841111111,26.2806666667,9.28455555554
543.81,8.04988888889,45.5175555555,30.5616666667,38.5326666667,17.0787222222,8.696,14.4966666667,12.7893333333,28.053,26.2588888889,9.26655555557
544.15,8.04266666667,45.5347777778,30.5662222222,38.5395555556,17.0956111111,8.67755555556,14.4802222222,12.7785555556,28.1046666667,26.2358888889,9.25388888889
544.49,8.03522222222,45.6108888889,30.6307777778,38.6146666667,17.1462222222,8.69033333333,14.4866666667,12.8085555555,28.1934444445,26.2471111111,9.26533333332
544.84,8.04055555556,45.7126666667,30.6741111111,38.6697777778,17.17,8.69455555556,14.4718888889,12.8293333333,28.2821111111,26.2586666667,9.2798888889
545.18,8.05788888889,45.8131111111,30.7605555556,38.782,17.2286666667,8.71422222222,14.4883333333,12.8686666667,28.4095555555,26.3204444444,9.29977777779
545.52,8.08333333333,45.9068888889,30.8217777778,38.8546666667,17.2969444445,8.74855555555,14.4978888889,12.9045555556,28.5115555555,26.3516666667,9.35499999999
545.87,8.079,45.9634444444,30.8672222222,38.9185555556,17.3349444444,8.73944444444,14.5085555555,12.9222222222,28.6041111111,26.3594444445,9.36744444444
546.21,8.094,46.0526666667,30.8973333333,38.9898888889,17.3765,8.72888888889,14.514,12.9364444444,28.7138888889,26.374,9.34822222223
546.55,8.09944444444,46.1684444444,30.9624444445,39.1206666666,17.4027222222,8.725,14.5143333333,12.9577777778,28.8164444444,26.4144444444,9.33222222221
546.90,8.12411111111,46.2356666667,31.0183333333,39.201,17.4756666667,8.74922222222,14.5583333333,12.9747777778,28.8952222222,26.4096666667,9.35377777779
547.24,8.12933333333,46.2558888889,31.0126666667,39.2067777778,17.5325,8.74211111111,14.5522222222,12.9716666667,28.9567777778,26.3917777778,9.35444444443
547.58,8.14666666667,46.3274444444,31.0421111111,39.2764444444,17.5838888889,8.75777777778,14.547,12.9821111111,29.0018888889,26.4097777778,9.3871111111
547.92,8.19033333333,46.4453333333,31.1311111111,39.43,17.6786111111,8.81711111111,14.5864444445,13.0498888889,29.1162222222,26.484,9.44877777779
548.27,8.25088888889,46.574,31.1817777778,39.5397777778,17.7403333333,8.85311111111,14.585,13.0918888889,29.2356666667,26.5236666667,9.48222222221
548.61,8.24366666667,46.7015555555,31.2618888889,39.6474444444,17.8131666667,8.866,14.598,13.1064444445,29.3357777778,26.545,9.44877777777
548.95,8.266,46.8062222222,31.3126666667,39.725,17.8614444444,8.88911111111,14.5857777778,13.102,29.4191111111,26.5486666667,9.46388888888
549.29,8.287,46.9041111111,31.3725555555,39.8084444444,17.9203333333,8.92466666667,14.5914444445,13.1451111111,29.5188888889,26.5593333334,9.46922222223
549.64,8.33011111111,47.0293333333,31.4403333333,39.9008888889,17.9977222222,8.97577777778,14.5867777778,13.1968888889,29.6294444444,26.5952222222,9.50455555557
549.98,8.32766666667,47.1637777778,31.5397777778,39.9827777778,18.0471111111,8.99922222222,14.6068888889,13.2115555555,29.7268888889,26.6425555556,9.55544444443
550.32,8.32222222222,47.2576666667,31.5511111111,39.9791111111,18.0848333333,9.01366666667,14.5921111111,13.2265555556,29.775,26.6103333333,9.57044444446
550.66,8.35511111111,47.4431111111,31.6622222222,40.1171111111,18.1401111111,9.04177777778,14.6148888889,13.2771111111,29.9122222222,26.7135555556,9.59522222222
551.01,8.35566666667,47.6261111111,31.786,40.2808888889,18.1705,9.05988888889,14.6236666667,13.3225555555,30.0327777778,26.7782222222,9.60744444443
551.35,8.36566666667,47.7617777778,31.8537777778,40.3768888889,18.1743888889,9.04766666667,14.6177777778,13.3524444445,30.1435555556,26.807,9.62233333332
551.69,8.34455555556,47.8678888889,31.8678888889,40.4328888889,18.1488888889,9.02444444445,14.5792222222,13.3106666667,30.2316666667,26.7916666667,9.5928888889
552.03,8.33033333333,47.8974444444,31.8478888889,40.4103333333,18.1297777778,8.99188888889,14.542,13.2732222222,30.2443333333,26.7373333333,9.58
552.38,8.38166666667,47.9293333334,31.8903333333,40.4684444445,18.1525,9.01433333333,14.5462222222,13.3196666667,30.314,26.7774444444,9.62633333333
552.72,8.41166666667,47.9812222222,31.9067777778,40.5155555556,18.174,9.02233333333,14.5663333333,13.3546666667,30.3595555555,26.7628888889,9.65322222221
553.06,8.38811111111,48.038,31.9204444444,40.5775555556,18.1542222222,8.99644444444,14.5507777778,13.3024444445,30.3946666667,26.787,9.64233333335
553.40,8.38655555555,48.0835555556,31.9242222222,40.6055555555,18.1568888889,8.99444444444,14.5176666667,13.3083333333,30.4311111111,26.7823333333,9.65044444446
553.74,8.40533333333,48.1232222222,31.9467777778,40.7075555556,18.1832222222,8.99711111111,14.4816666667,13.3215555556,30.4687777778,26.7854444445,9.65266666668
554.09,8.479,48.1981111111,32.0243333334,40.8,18.2441666667,9.02444444444,14.4954444444,13.3551111111,30.5867777778,26.8732222222,9.68822222221
554.43,8.45844444444,48.1198888889,31.9863333333,40.7466666667,18.1933888889,8.95933333333,14.4225555555,13.3085555556,30.5268888889,26.7666666667,9.66922222221
554.77,8.46722222222,48.1083333333,31.942,40.7513333333,18.2192777778,8.95177777778,14.3857777778,13.2816666666,30.527,26.7315555556,9.68677777777
555.11,8.43422222222,48.142,31.9478888889,40.7944444444,18.2445,8.94222222222,14.3533333333,13.2798888889,30.555,26.7183333333,9.65322222223
555.45,8.461,48.1914444445,31.9877777778,40.8044444444,18.2927222222,8.95788888889,14.3463333333,13.3062222222,30.5935555556,26.7274444445,9.6498888889
555.80,8.50311111111,48.3446666667,32.0634444444,40.9615555555,18.3474444444,8.99922222222,14.3903333333,13.3503333333,30.7317777778,26.8076666667,9.71933333332
556.14,8.51577777778,48.3976666667,32.0748888889,40.9813333334,18.3645,8.99422222222,14.3691111111,13.3581111111,30.7758888889,26.7893333333,9.74866666667
556.48,8.47755555556,48.425,32.08,41.034,18.3661111111,8.95811111111,14.3004444444,13.3255555555,30.8084444444,26.79,9.7401111111
556.82,8.47955555555,48.4983333334,32.1012222222,41.0912222222,18.3773888889,8.93377777778,14.274,13.3481111111,30.8711111111,26.7648888889,9.7231111111
557.16,8.47233333333,48.6091111111,32.1447777778,41.1545555556,18.3906666667,8.89288888889,14.2672222222,13.3197777778,30.9148888889,26.7798888889,9.69544444443
557.50,8.44933333333,48.6555555555,32.1257777778,41.1588888889,18.3994444445,8.86977777778,14.2144444444,13.3191111111,30.9238888889,26.7776666667,9.68044444443
557.85,8.43833333333,48.649,32.1404444444,41.1536666667,18.3838888889,8.87777777778,14.1798888889,13.3376666667,30.9378888889,26.7251111111,9.68344444443
558.19,8.46355555555,48.785,32.1796666667,41.2417777778,18.4323333333,8.943,14.1563333333,13.3861111111,31.0622222222,26.7768888889,9.73644444444
558.53,8.508,48.8482222222,32.2317777778,41.3093333334,18.4309444444,8.96288888889,14.144,13.4674444444,31.1335555556,26.7551111111,9.76088888888
558.87,8.56033333333,48.9517777778,32.2918888889,41.3887777778,18.4981111111,8.99511111111,14.1844444444,13.5161111111,31.2146666667,26.7815555555,9.80833333332
559.21,8.58455555556,49.0333333334,32.3106666667,41.4591111111,18.542,9.00922222221,14.204,13.5376666666,31.2847777778,26.8042222222,9.88588888889
559.55,8.56977777778,48.992,32.3272222222,41.4622222222,18.5932222222,8.99733333334,14.1858888889,13.5582222222,31.2774444444,26.8275555556,9.85955555556
559.89,8.58733333333,49.0444444444,32.3162222222,41.4934444445,18.6001111111,9.05044444443,14.179,13.5874444445,31.3247777778,26.8137777778,9.87200000001
560.23,8.70244444444,49.1714444445,32.3868888889,41.5645555556,18.6761666667,9.11533333335,14.2343333333,13.6701111111,31.425,26.872,9.92222222223
560.58,8.76144444445,49.2856666667,32.5027777778,41.6453333333,18.7689444444,9.24088888889,14.2721111111,13.7448888889,31.5301111111,26.9392222222,10.0213333333
560.92,8.82522222222,49.3482222222,32.5501111111,41.7462222222,18.8307777778,9.34522222223,14.2994444444,13.8128888889,31.6073333333,26.9433333333,10.0888888889
561.26,8.82911111111,49.3475555556,32.5404444444,41.7183333333,18.7954444444,9.36377777778,14.2877777778,13.8015555555,31.6383333333,26.8818888889,10.083
561.60,8.77711111111,49.4031111111,32.5038888889,41.7866666667,18.7771111111,9.33322222223,14.2404444445,13.7573333333,31.6744444444,26.8452222222,10.0916666667
561.94,8.72644444445,49.4248888889,32.5024444444,41.7951111111,18.7673888889,9.32655555554,14.2203333334,13.7294444445,31.6926666667,26.8186666667,10.0576666667
562.28,8.69433333333,49.4621111111,32.5042222222,41.8153333333,18.8063333333,9.34099999999,14.2195555555,13.6967777778,31.753,26.8072222222,10.0605555556
562.62,8.66044444444,49.465,32.5007777778,41.8298888889,18.7822777778,9.35588888889,14.1697777778,13.6808888889,31.8053333333,26.7785555556,10.0442222222
562.96,8.69244444444,49.4953333333,32.5353333333,41.8922222222,18.8042222222,9.40722222221,14.1787777778,13.7295555555,31.8738888889,26.7968888889,10.049
563.30,8.68388888889,49.584,32.5251111111,41.9312222222,18.7820555556,9.41733333334,14.1226666667,13.7153333333,31.913,26.7416666667,10.0638888889
563.64,8.643,49.682,32.5663333333,42.0143333333,18.7795,9.37444444444,14.0692222222,13.6791111111,31.9658888889,26.7094444444,10.0363333333
563.99,8.53,49.6913333333,32.5493333333,42.027,18.7110555556,9.34399999999,13.999,13.6493333333,31.9685555555,26.6822222222,9.99133333332
564.33,8.523,49.644,32.4936666667,41.9926666667,18.6513333334,9.26222222223,13.954,13.6093333333,31.9465555556,26.5835555555,9.98355555556
564.67,8.51633333333,49.7173333333,32.5058888889,42.0315555556,18.6472777778,9.24122222221,13.9473333333,13.6126666667,31.9987777778,26.5883333333,10.0035555556
565.01,8.53688888889,49.7916666667,32.5373333333,42.1027777778,18.6701111111,9.25644444445,13.9348888889,13.6332222222,32.0515555556,26.5815555556,10.0363333333
565.35,8.573,49.8894444444,32.6385555555,42.1444444445,18.7194444444,9.30677777777,13.9325555556,13.6758888889,32.1013333333,26.5807777778,10.0705555555
565.69,8.56433333333,49.9238888889,32.6223333333,42.2034444444,18.7122222222,9.28866666668,13.8962222222,13.6695555556,32.1012222222,26.553,10.0636666666
566.03,8.54922222222,49.9102222222,32.6031111111,42.2137777778,18.6685555556,9.26388888888,13.8701111111,13.6573333333,32.0635555556,26.5173333333,10.0292222222
566.37,8.53111111111,49.8628888889,32.5412222222,42.1763333333,18.6171111111,9.2,13.8092222222,13.6165555556,32.0277777778,26.4481111111,10.0154444444
