wavelength,Back_TanIctf,Belly_TanIctf,Breast_TanIctf,Crissum_TanIctf,Crown_TanIctf,DorTail_TanIctf,Patch10_TanIctf,Patch11_TanIctf,Rump_TanIctf,Throat_TanIctf,WingTip_TanIctf
327.67,5.90588888889,12.2428888889,8.93522222222,11.1082222222,3.92077777778,7.60688888889,5.42788888889,5.58933333333,4.75955555556,9.14066666668,8.27544444445
328.04,5.94955555555,12.305,8.97011111111,11.22,3.916,7.55555555556,5.50544444444,5.629,4.86422222222,9.16422222221,8.24955555556
328.41,6.03933333333,12.3967777778,9.105,11.3761111111,4.04211111111,7.50055555556,5.62255555555,5.69077777778,5.01244444444,9.32533333332,8.41744444444
328.78,6.09311111111,12.5707777778,9.05722222222,11.5224444444,4.22827777778,7.50455555555,5.77155555556,5.769,5.13222222222,9.38422222222,8.53155555556
329.14,6.14477777778,12.6186666666,8.99344444444,11.6066666667,4.34716666667,7.41944444445,5.74888888889,5.622,5.20511111111,9.27733333333,8.40122222222
329.51,6.33444444444,12.8452222222,9.05744444445,11.8533333333,4.54844444444,7.433,5.942,5.811,5.42166666666,9.4438888889,8.46722222222
329.88,5.92177777778,12.3644444445,8.57666666667,11.6285555556,4.17294444445,7.12,5.59255555556,5.52777777778,5.11211111111,9.08166666667,8.00366666667
330.24,6.06211111111,12.5933333333,8.68444444444,11.8226666667,4.24127777778,7.336,5.75744444445,5.66433333333,5.32244444445,9.34622222222,8.25266666667
330.61,6.35011111111,12.8178888889,8.88388888889,11.8886666667,4.46355555556,7.769,6.093,5.91633333333,5.57877777778,9.65522222223,8.57111111111
330.98,6.10744444445,12.6457777778,8.575,11.7405555556,4.32166666667,7.55233333333,5.89655555555,5.69211111111,5.40055555555,9.4928888889,8.37377777778
331.34,5.65111111111,12.1937777778,8.04788888889,11.2284444444,3.98394444444,6.93755555556,5.37966666667,5.19755555556,5.00333333333,8.92711111112,7.83211111111
331.71,5.816,12.4974444445,8.17711111111,11.3395555556,4.15411111111,7.13522222222,5.49911111111,5.45644444444,5.24922222222,9.12788888889,8.04911111111
332.08,5.98088888889,12.8102222222,8.37122222222,11.4792222222,4.359,7.35711111111,5.83622222222,5.79988888889,5.51933333333,9.382,8.389
332.44,6.03455555556,13.1304444444,8.583,11.6876666667,4.63305555556,7.66088888889,6.11733333333,6.11144444444,5.80088888889,9.45244444443,8.59211111111
332.81,5.66666666667,12.8382222222,8.326,11.3477777778,4.24038888889,7.36733333333,5.88,5.81255555556,5.535,9.20866666668,8.25566666667
333.18,5.52388888889,12.7235555556,8.18622222222,11.0908888889,3.998,7.266,5.73166666667,5.76033333333,5.40866666667,9.23344444443,8.22377777778
333.54,5.49466666667,12.7304444444,8.29,10.9945555556,3.97166666667,7.21622222222,5.682,5.736,5.40911111111,9.27300000001,8.10811111111
