wavelength,Back_DigIndm,Belly_DigIndm,Breast_DigIndm,Crissum_DigIndm,Crown_DigIndm,DorTail_DigIndm,Patch10_DigIndm,Rump_DigIndm,Throat_DigIndm,WingTip_DigIndm
351.46,6.93366666667,7.00975,7.08233333334,5.539,6.2095,6.34026666667,9.01866666667,7.451,7.441,6.953
351.83,6.89966666667,7.08733333333,6.9285,5.53775,6.07533333334,6.399,9.07766666666,7.42233333334,7.39033333334,6.9575
352.19,6.89383333334,7.00191666667,6.859,5.44183333333,6.0845,6.30831111111,9.252,7.43033333333,7.56666666667,6.9415
352.55,6.96266666667,6.969,6.83616666667,5.44183333333,6.0285,6.36077777778,9.30683333333,7.47383333333,7.745,7.013
352.92,6.95283333333,6.99191666667,6.88733333333,5.61275,6.06783333333,6.32622222222,9.39283333334,7.64133333333,7.69433333334,7.0305
353.28,7.04666666667,7.23883333334,7.02816666667,5.817,6.35183333333,6.42201111111,9.65983333333,7.83983333334,7.83383333333,6.945
353.65,7.13233333333,7.35291666667,7.14166666666,6.03975,6.52666666667,6.63457777778,9.72883333334,7.95116666666,7.9665,6.904
354.01,6.9575,7.333,6.99666666666,5.91658333333,6.3805,6.57367777778,9.54716666666,7.81066666667,7.78666666667,6.831
354.38,6.97383333333,7.24916666666,6.83466666667,5.90425,6.373,6.48252222222,9.453,7.70466666667,7.62766666667,6.8435
354.74,6.86583333333,7.16383333333,6.75783333334,5.78675,6.22333333333,6.35755555555,9.45883333334,7.68333333333,7.43816666667,6.641
355.11,6.76783333333,7.08541666667,6.50766666667,5.63708333334,6.10166666667,6.06005555555,9.27833333334,7.5115,7.1595,6.545
355.47,6.842,7.01625,6.572,5.56308333334,6.1365,5.95967777778,9.23166666666,7.59816666666,7.10083333333,6.2405
355.83,6.918,6.90141666666,6.64583333334,5.48433333333,6.23633333334,5.81788888889,9.25683333333,7.6435,7.12416666666,6.209
356.20,6.64883333334,6.76525,6.44816666667,5.242,6.06333333333,5.61438888889,8.966,7.48616666666,6.86016666667,6.058
356.56,6.5715,6.71083333333,6.46783333333,5.2165,6.138,5.53923333333,8.97033333334,7.45983333334,6.67783333334,6.0315
356.93,6.58533333333,6.618,6.45683333334,5.085,6.0605,5.42981111111,8.85033333333,7.3255,6.72416666666,5.882
357.29,6.6795,6.59025,6.454,5.00358333333,6.01866666667,5.47094444444,8.80766666666,7.30166666667,6.80666666667,6.0265
357.66,6.54016666666,6.53116666667,6.323,4.84,5.89666666667,5.3157,8.58233333334,7.1885,6.69566666667,6.0345
358.02,6.6255,6.53833333334,6.41083333333,4.91575,5.98416666667,5.31594444444,8.48233333333,7.2335,6.739,6.2595
358.38,6.683,6.6035,6.5385,5.05675,6.03266666666,5.28563333333,8.64983333333,7.36116666667,6.76033333333,6.469
358.75,6.76716666667,6.70091666666,6.64683333333,5.23633333333,6.23566666666,5.30655555556,8.70433333334,7.45766666667,7.00466666666,6.539
359.11,6.7085,6.63758333333,6.646,5.13075,6.15216666666,5.27808888889,8.5995,7.38783333333,7.07216666667,6.3665
359.48,6.5225,6.56491666666,6.48466666666,5.02133333334,5.93516666666,5.12491111111,8.5125,7.225,7.02916666667,6.2465
359.84,6.63133333333,6.65766666666,6.67033333333,5.18083333334,6.00416666667,5.39142222222,8.68483333333,7.35716666666,7.14116666667,6.4845
360.20,6.68516666667,6.671,6.654,5.2795,6.014,5.49178888889,8.69466666667,7.33433333333,7.23233333333,6.6075
360.57,6.66683333333,6.65891666667,6.634,5.32033333334,5.966,5.42911111111,8.49233333334,7.29616666667,7.28966666667,6.6255
360.93,6.66066666666,6.69875,6.50716666667,5.39341666666,5.96183333333,5.41441111111,8.48583333333,7.328,7.28616666667,6.663
361.29,6.64966666667,6.62283333334,6.541,5.46066666667,5.93633333333,5.32015555555,8.58833333334,7.34266666667,7.30966666667,6.617
361.66,6.69733333333,6.64658333334,6.5635,5.45833333334,5.90983333333,5.28195555555,8.74333333334,7.35083333334,7.38716666666,6.697
362.02,6.77,6.578,6.576,5.47133333334,5.85566666666,5.28836666667,8.85833333334,7.304,7.336,6.572
362.39,6.74183333334,6.45758333334,6.59266666667,5.41533333333,5.85966666667,5.34085555556,8.82233333333,7.19283333333,7.35566666667,6.4615
362.75,6.7535,6.42758333333,6.61883333333,5.441,5.84016666667,5.39496666667,8.772,7.13966666667,7.34783333334,6.6085
363.11,6.79883333334,6.4555,6.69583333333,5.60375,5.94133333333,5.41742222222,8.86133333334,7.2335,7.3885,6.658
363.48,7.00433333333,6.55741666667,6.8905,5.78416666666,6.17,5.57953333334,9.0535,7.33733333333,7.51516666667,6.9565
363.84,6.8685,6.45041666667,6.7245,5.6695,6.0545,5.36058888889,8.8385,7.099,7.3765,6.749
364.20,7.02483333333,6.55225,6.814,5.74033333334,6.12716666667,5.36806666666,9.048,7.24,7.39933333333,6.752
364.57,7.09283333333,6.56841666666,6.88016666666,5.70808333334,6.21466666666,5.44908888889,9.18833333334,7.22983333333,7.4465,6.735
364.93,7.027,6.49783333334,6.93083333333,5.55091666666,6.13333333334,5.43274444445,9.0835,7.11683333333,7.354,6.606
365.29,7.09683333333,6.635,6.95116666667,5.51816666666,6.25416666667,5.56248888889,9.1445,7.19233333334,7.3985,6.6185
365.66,7.05166666666,6.64016666666,6.8785,5.398,6.294,5.5423,9.0085,7.21433333334,7.3505,6.483
366.02,6.9355,6.61008333333,6.78116666667,5.26608333334,6.269,5.47815555556,8.93683333333,7.2355,7.31933333334,6.441
366.38,7.01866666667,6.77383333334,6.82683333333,5.36016666667,6.28433333333,5.48023333334,9.028,7.37816666667,7.40233333333,6.584
366.75,6.994,6.81233333334,6.71933333333,5.17841666667,6.21233333333,5.3711,9.00416666667,7.36583333333,7.25066666666,6.416
367.11,7.05483333333,6.87033333334,6.76833333333,5.15683333333,6.19083333334,5.38744444445,9.10083333334,7.33266666667,7.226,6.4705
367.47,6.99283333333,6.91866666667,6.70866666666,5.02225,6.17433333333,5.2749,8.9315,7.241,7.22533333333,6.266
367.84,7.14333333333,7.09408333333,6.88066666667,5.13541666666,6.34,5.34504444444,9.0615,7.4325,7.42366666666,6.4275
368.20,7.00166666666,6.93175,6.79483333333,5.0135,6.24416666667,5.1709,8.79966666667,7.21066666667,7.249,6.278
368.56,7.21566666666,7.14991666666,6.96266666667,5.17016666667,6.38266666667,5.39135555556,8.9985,7.46666666666,7.50716666667,6.43
368.93,7.3605,7.18883333334,7.05766666667,5.32633333334,6.48983333333,5.44933333333,9.16,7.60933333333,7.63416666667,6.5435
369.29,7.20333333333,6.99133333333,6.9265,5.20183333334,6.288,5.23138888889,8.89166666666,7.4535,7.40666666667,6.384
369.65,7.1925,6.85258333333,6.96233333333,5.33641666667,6.2755,5.27902222222,8.91183333334,7.37433333333,7.41616666667,6.353
370.01,7.39966666667,6.988,7.167,5.56816666667,6.5065,5.44135555555,9.07816666667,7.5115,7.58166666667,6.577
370.38,7.39183333334,6.95983333334,7.02266666666,5.58208333333,6.482,5.37477777778,9.027,7.4245,7.544,6.58
370.74,7.43416666667,6.92616666666,7.07966666667,5.77541666667,6.564,5.46878888889,9.03066666667,7.40616666667,7.7025,6.646
371.10,7.25733333333,6.83825,6.94183333333,5.75716666667,6.50883333333,5.37418888889,8.90166666667,7.328,7.65183333334,6.6605
371.46,7.25816666666,6.76491666667,6.97716666667,5.92441666666,6.51266666666,5.41321111111,8.94833333334,7.37866666666,7.57916666666,6.8885
371.83,7.23683333333,6.71191666667,6.93116666667,5.93891666666,6.5055,5.43521111111,8.97883333334,7.34816666666,7.58316666666,6.929
372.19,7.2615,6.71075,6.92883333333,5.94766666667,6.52566666666,5.53046666667,9.13033333333,7.482,7.70016666666,6.929
372.55,7.2135,6.55575,6.9225,5.93666666667,6.45933333333,5.42973333334,9.05633333334,7.359,7.629,6.9125
372.92,7.10933333333,6.51566666667,6.86533333333,5.864,6.4495,5.42303333333,8.96316666666,7.22316666666,7.55016666666,6.9835
373.28,7.11566666667,6.51008333334,6.92566666667,5.94708333333,6.536,5.54145555556,8.96983333333,7.17533333333,7.68266666666,7.0535
373.64,7.199,6.68283333334,6.95,5.91991666666,6.52033333333,5.50996666667,9.04816666667,7.22783333334,7.68866666667,7.201
374.00,7.04366666667,6.68541666667,6.89383333333,5.871,6.37416666667,5.41122222222,8.93683333334,7.08266666667,7.7295,7.1095
374.37,7.01233333334,6.62491666667,6.955,5.81816666667,6.37266666667,5.46043333334,8.892,7.09,7.744,6.992
374.73,7.0435,6.59058333334,6.90516666667,5.82175,6.29266666667,5.42433333334,8.92333333334,7.13283333334,7.71283333334,6.9885
375.09,7.233,6.694,7.051,5.955,6.369,5.54221111111,8.98716666667,7.313,7.845,6.985
375.45,7.2505,6.71433333334,7.00083333333,5.86158333334,6.28666666666,5.51992222222,9.017,7.32333333334,7.79316666667,6.7805
375.81,7.33233333333,6.78891666667,7.1105,5.84,6.29183333333,5.65945555556,9.06216666667,7.4695,7.82483333333,6.788
376.18,7.52566666666,6.9965,7.27766666667,6.01233333334,6.46733333334,5.78958888889,9.1105,7.5955,7.89866666667,6.9995
376.54,7.51216666666,7.028,7.156,5.9205,6.41266666667,5.77611111111,9.11766666666,7.642,7.83083333334,7.058
376.90,7.65933333333,7.17408333334,7.25,6.05416666667,6.45766666667,5.87141111111,9.18233333333,7.7845,7.968,7.012
377.26,7.69166666667,7.15316666667,7.1415,5.97575,6.3435,5.73856666666,9.18566666666,7.78516666666,7.848,6.967
377.63,7.661,7.1165,7.1555,6.00716666667,6.34483333333,5.75007777778,9.13316666666,7.78883333333,7.8175,6.843
377.99,7.68516666667,7.10633333333,7.13783333334,6.00016666667,6.39066666667,5.7187,9.1025,7.8115,7.7395,6.7415
378.35,7.57116666667,7.07725,7.08783333334,5.88366666667,6.34483333333,5.62976666667,9.04333333333,7.77466666667,7.6515,6.696
378.71,7.50566666667,7.0865,7.0675,5.78958333334,6.32916666666,5.59605555556,9.01466666667,7.74016666666,7.59166666666,6.638
379.07,7.4905,7.13233333333,7.07216666666,5.75333333334,6.35533333333,5.61993333334,9.0425,7.69116666666,7.63616666667,6.6675
379.44,7.42483333334,7.08658333333,7.04816666667,5.71866666667,6.321,5.5725,8.93916666667,7.59416666667,7.649,6.6115
379.80,7.3975,7.03208333334,6.99116666667,5.72416666666,6.32566666666,5.51337777778,8.95883333334,7.55283333334,7.6295,6.5785
380.16,7.333,7.00033333333,6.949,5.68641666667,6.27566666667,5.4855,8.95916666666,7.54166666667,7.6665,6.503
380.52,7.15066666666,6.83908333334,6.84916666667,5.54241666666,6.1415,5.30767777778,8.75,7.35016666667,7.4885,6.2045
380.88,7.12033333333,6.87166666666,6.91983333334,5.54183333334,6.22183333333,5.30982222222,8.8055,7.35466666667,7.48716666666,6.208
381.24,7.175,7.01833333333,7.1495,5.74841666666,6.39633333333,5.53648888889,8.8715,7.51433333333,7.64216666667,6.351
381.61,7.164,6.91,7.18083333333,5.76983333333,6.36633333333,5.53585555555,8.868,7.47383333333,7.64366666667,6.376
381.97,7.25533333334,6.91783333334,7.2225,5.79683333333,6.40916666667,5.587,8.98683333333,7.57466666667,7.68483333333,6.3895
382.33,7.41033333334,6.97583333334,7.32616666667,5.94116666666,6.45416666667,5.68567777778,9.03,7.5785,7.77433333333,6.4845
382.69,7.554,7.12591666666,7.52833333333,6.12483333333,6.647,5.84345555555,9.127,7.71133333334,7.97066666667,6.663
383.05,7.608,7.10725,7.51083333334,6.18183333333,6.68616666666,5.86336666666,9.12583333334,7.72416666667,7.96233333333,6.7035
383.41,7.64466666667,7.1395,7.53033333333,6.1595,6.76266666666,5.94173333333,9.19966666666,7.80216666667,8.01683333334,6.7365
383.77,7.6475,7.14375,7.55466666666,6.15891666667,6.76916666666,5.92705555556,9.0985,7.768,8.07383333333,6.7315
384.14,7.6515,7.19075,7.58266666667,6.22683333333,6.80033333333,5.96486666666,9.04366666667,7.70066666667,8.06983333334,6.703
384.50,7.72133333333,7.22525,7.64916666666,6.36358333333,6.87816666666,6.03435555555,9.07933333334,7.75683333333,8.186,6.7945
384.86,7.6715,7.08675,7.5265,6.24758333333,6.74116666667,5.86321111111,9.0025,7.66433333333,8.143,6.7095
385.22,7.5495,7.00291666666,7.39766666666,6.11958333334,6.64983333333,5.74154444444,8.9365,7.54533333333,8.1185,6.542
385.58,7.66966666666,7.23316666667,7.459,6.19066666666,6.79816666667,5.79966666667,9.00516666667,7.664,8.22,6.6555
385.94,7.60166666667,7.2255,7.4125,6.15533333334,6.757,5.73818888889,8.93983333334,7.58783333334,8.18866666667,6.7135
386.30,7.65116666667,7.24183333334,7.4185,6.18508333334,6.81016666666,5.71648888889,8.992,7.64416666667,8.20366666667,6.742
386.66,7.51866666667,7.12625,7.27166666667,6.01225,6.69483333333,5.66247777778,8.899,7.51316666667,8.12166666666,6.6425
387.03,7.45333333334,7.11183333333,7.28883333333,5.98925,6.68466666667,5.65842222222,8.88433333334,7.50183333334,8.07016666667,6.6195
387.39,7.45,7.16225,7.28666666666,5.98225,6.71566666666,5.60685555556,8.84233333334,7.51333333333,8.08666666667,6.6675
387.75,7.41666666666,7.1425,7.23283333333,5.98441666667,6.7215,5.533,8.7975,7.47866666666,7.95533333334,6.631
388.11,7.33066666666,7.00558333334,7.12583333333,5.82433333333,6.6255,5.33115555556,8.7335,7.37283333334,7.8935,6.586
388.47,7.39016666667,7.1235,7.14966666667,5.84216666667,6.68566666666,5.41552222222,8.841,7.4025,7.93683333333,6.667
388.83,7.42133333334,7.20758333334,7.2335,5.92608333334,6.763,5.52326666667,8.86383333334,7.44983333333,7.96233333333,6.7005
389.19,7.5325,7.27941666666,7.31566666666,5.99816666666,6.85516666666,5.61342222222,8.92916666667,7.51366666667,8.04,6.769
389.55,7.5175,7.21208333334,7.29533333333,5.92366666666,6.8065,5.61267777778,8.9235,7.51616666667,8.09716666667,6.6995
389.91,7.53866666666,7.2335,7.32033333334,5.93341666666,6.83366666666,5.726,8.94366666666,7.562,8.1905,6.704
390.27,7.45483333333,7.23825,7.278,5.86625,6.80383333333,5.7111,8.91466666666,7.53566666666,8.192,6.655
390.63,7.459,7.19908333334,7.27216666667,5.85908333334,6.77516666667,5.624,8.87733333333,7.51583333334,8.11883333334,6.605
391.00,7.42983333333,7.09258333333,7.1665,5.75783333334,6.67716666667,5.52724444444,8.8045,7.4175,8.07583333333,6.4835
391.36,7.39233333333,7.03433333333,7.12883333333,5.7445,6.60633333333,5.49616666666,8.80216666666,7.369,7.9995,6.4
391.72,7.374,7.0335,7.1425,5.6995,6.5645,5.51565555555,8.77616666667,7.37183333334,8.03166666667,6.374
392.08,7.38116666667,7.042,7.2165,5.70566666666,6.5895,5.56903333333,8.78816666666,7.38116666667,8.02533333334,6.3315
392.44,7.40183333334,7.05341666667,7.202,5.72816666667,6.59,5.50087777778,8.74916666667,7.38983333333,8.05,6.309
392.80,7.46083333333,7.08691666667,7.21233333333,5.75116666667,6.62233333333,5.5344,8.8085,7.45766666667,8.04883333333,6.4225
393.16,7.4545,7.0595,7.14716666667,5.71141666667,6.57566666666,5.43844444445,8.7625,7.44316666667,7.99766666667,6.4225
393.52,7.365,6.98758333333,7.097,5.72825,6.532,5.35472222222,8.694,7.3305,7.89016666666,6.3895
393.88,7.45266666667,7.02725,7.1465,5.74716666667,6.58466666667,5.27984444445,8.79616666667,7.3825,7.90983333334,6.403
394.24,7.45183333333,7.04116666667,7.1485,5.74866666666,6.559,5.27574444445,8.736,7.32833333333,7.87766666667,6.3825
394.60,7.49966666667,7.0945,7.19833333334,5.79583333334,6.594,5.31551111111,8.7335,7.36766666667,7.94966666666,6.439
394.96,7.5705,7.17,7.28283333333,5.84733333333,6.68083333334,5.39622222222,8.84166666666,7.4595,8.03116666667,6.475
395.32,7.646,7.242,7.39616666666,5.94008333334,6.743,5.49526666666,8.88416666666,7.52583333333,8.113,6.6115
395.68,7.6605,7.28558333333,7.40233333333,5.99583333333,6.7455,5.48431111111,8.911,7.5065,8.11816666667,6.646
396.04,7.7005,7.345,7.39683333333,6.03858333333,6.78083333333,5.56017777778,8.99916666667,7.5885,8.15583333333,6.677
396.40,7.66133333333,7.33258333334,7.40666666667,6.03508333334,6.81366666667,5.59127777778,9.01783333334,7.61083333334,8.174,6.7055
396.76,7.64533333333,7.31525,7.3495,5.96875,6.827,5.53948888889,9.0505,7.56933333333,8.17883333333,6.645
397.12,7.653,7.32033333334,7.39666666667,5.96691666666,6.877,5.60786666667,9.11133333334,7.57083333333,8.19233333334,6.704
397.48,7.80616666667,7.4585,7.478,5.96875,6.9795,5.64423333334,9.1655,7.6585,8.30116666667,6.7835
397.84,7.77583333333,7.45525,7.465,5.962,6.951,5.68432222222,9.05916666666,7.58016666667,8.263,6.7805
398.20,7.81133333333,7.44533333334,7.5055,5.93625,6.99216666667,5.64672222222,9.15283333333,7.63016666666,8.28966666666,6.7505
398.56,7.83833333334,7.48983333333,7.51683333333,5.99125,7.03866666666,5.60643333333,9.206,7.631,8.3345,6.7125
398.92,7.82766666666,7.55925,7.56233333334,5.95025,7.02483333333,5.56377777778,9.149,7.63083333333,8.29433333334,6.7645
399.28,7.8395,7.62141666667,7.57816666667,5.97416666666,7.0825,5.53052222222,9.128,7.64966666667,8.32416666667,6.753
399.64,7.85933333333,7.64608333333,7.58566666667,5.97125,7.14616666666,5.5448,9.15333333334,7.68,8.31216666667,6.7515
400.00,7.84766666667,7.64358333334,7.56966666667,5.98091666667,7.14033333334,5.47307777778,9.085,7.65233333333,8.25233333333,6.743
400.36,7.8745,7.64025,7.589,5.92741666666,7.11,5.487,9.09316666666,7.64083333333,8.19416666666,6.6535
400.72,7.87016666666,7.68883333333,7.607,5.94008333334,7.13766666667,5.50782222222,9.08283333333,7.6765,8.206,6.656
401.08,7.887,7.69775,7.62483333333,6.00283333333,7.16016666666,5.53574444445,9.10633333333,7.7045,8.25316666667,6.5995
401.44,7.81366666667,7.55108333334,7.56066666666,5.99258333334,7.09316666667,5.50828888889,9.0745,7.65816666667,8.17666666667,6.4875
401.80,7.81266666667,7.5415,7.59066666667,6.03058333334,7.1135,5.55602222222,9.10216666666,7.6995,8.147,6.4805
402.16,7.826,7.5295,7.59766666667,6.10383333334,7.154,5.61895555555,8.99616666667,7.69733333334,8.17766666667,6.554
402.52,7.79916666667,7.47575,7.6395,6.0885,7.148,5.67428888889,8.98533333333,7.71716666666,8.15616666666,6.58
402.88,7.84616666666,7.433,7.656,6.19325,7.27316666667,5.72477777778,9.0475,7.76383333334,8.25433333333,6.5735
403.24,7.8605,7.37433333334,7.63583333333,6.13708333333,7.23983333333,5.73351111111,9.05433333334,7.745,8.253,6.5295
403.60,7.88683333333,7.3575,7.64,6.11791666666,7.27883333333,5.73227777778,9.04433333334,7.726,8.3335,6.557
403.95,7.91666666666,7.37133333334,7.65516666667,6.17833333333,7.32016666667,5.7689,9.0705,7.75666666666,8.44316666667,6.6305
404.31,7.988,7.42625,7.75166666666,6.25083333334,7.4115,5.79118888889,9.08633333334,7.812,8.53083333333,6.726
404.67,8.03466666667,7.429,7.80683333333,6.32658333333,7.43533333333,5.83907777778,9.0705,7.82583333333,8.54633333333,6.752
405.03,8.05916666666,7.44008333334,7.81283333333,6.30216666667,7.43366666667,5.7846,9.04983333334,7.80833333333,8.50533333334,6.765
405.39,8.04316666667,7.4805,7.82033333334,6.32433333333,7.45166666666,5.7867,9.01516666666,7.781,8.4975,6.806
405.75,8.02983333333,7.4755,7.80316666666,6.296,7.467,5.7382,8.99,7.76616666667,8.54983333333,6.8415
406.11,8.0525,7.49275,7.79683333333,6.263,7.46616666666,5.70602222222,9.02833333334,7.80783333334,8.57566666667,6.8085
406.47,8.12883333333,7.56033333334,7.77783333333,6.26816666666,7.5095,5.7118,9.07783333334,7.838,8.62266666667,6.7985
406.83,8.12633333333,7.60266666666,7.749,6.22333333334,7.45366666667,5.68331111111,9.03833333334,7.83266666667,8.59016666667,6.758
407.19,8.11383333333,7.63066666667,7.74433333333,6.24166666667,7.47833333333,5.70675555556,9.02716666666,7.82016666667,8.57733333333,6.7535
407.55,8.11183333333,7.65291666666,7.74233333333,6.24108333334,7.4205,5.66653333333,9.01683333334,7.83,8.5565,6.7575
407.90,8.10783333333,7.659,7.74333333333,6.21366666667,7.42083333333,5.66408888889,8.9935,7.79766666667,8.51816666666,6.763
408.26,8.05983333333,7.65608333334,7.70583333333,6.18941666667,7.381,5.62833333334,8.97783333333,7.78883333333,8.519,6.7795
408.62,8.012,7.57141666666,7.63766666667,6.09416666667,7.31783333333,5.52731111111,8.92083333334,7.727,8.4765,6.7145
408.98,7.977,7.54333333334,7.59333333333,6.07933333334,7.31333333334,5.50323333334,8.85933333334,7.67383333334,8.44916666667,6.6575
409.34,8.00533333333,7.55608333333,7.59383333333,6.02933333333,7.3305,5.5308,8.8895,7.71016666667,8.47533333333,6.6425
409.70,7.96466666666,7.51258333333,7.55016666666,5.98683333333,7.284,5.49591111111,8.8405,7.64816666667,8.42766666667,6.623
410.06,7.96933333333,7.53283333334,7.58916666667,6.01808333334,7.321,5.54628888889,8.84833333333,7.63833333333,8.4515,6.596
410.42,7.944,7.46175,7.62066666667,6.02066666666,7.3295,5.53971111111,8.834,7.64266666667,8.42216666667,6.601
410.77,7.93633333333,7.46166666666,7.65133333333,6.04433333334,7.356,5.53923333333,8.79266666666,7.62483333333,8.425,6.6665
411.13,7.96066666666,7.45625,7.69116666666,6.06258333334,7.373,5.5049,8.867,7.64816666667,8.42533333334,6.7045
411.49,8.03983333334,7.49525,7.75683333333,6.1505,7.49066666667,5.55231111111,8.93516666666,7.72483333334,8.50233333334,6.7325
411.85,8.04433333334,7.49791666667,7.76466666666,6.08525,7.47916666666,5.5281,8.94266666667,7.73333333334,8.475,6.6545
412.21,8.05833333333,7.46375,7.75983333334,6.11641666666,7.52066666667,5.56557777778,8.90966666667,7.73116666667,8.45616666667,6.613
412.57,8.08033333334,7.53266666666,7.8215,6.14866666667,7.58783333334,5.594,8.92466666667,7.79533333333,8.54733333333,6.693
412.92,8.16633333334,7.65725,7.98616666666,6.22925,7.67716666667,5.72235555555,9.00833333333,7.95266666667,8.70183333333,6.821
413.28,8.18883333333,7.68425,8.05883333334,6.33008333333,7.70666666666,5.77181111111,9.049,7.98733333333,8.7845,6.909
413.64,8.28116666666,7.72616666666,8.165,6.41441666666,7.796,5.85471111111,9.13816666667,8.086,8.86383333333,6.9275
414.00,8.2285,7.70291666667,8.11033333333,6.38608333333,7.7685,5.81167777778,9.14383333333,8.051,8.81033333333,6.911
414.36,8.24383333333,7.80025,8.10533333334,6.39583333334,7.76716666667,5.86422222222,9.1275,8.0515,8.83116666667,6.9605
414.72,8.25516666666,7.78933333333,8.10133333333,6.37775,7.782,5.87755555556,9.17666666666,8.04116666667,8.85283333333,6.9375
415.07,8.26133333334,7.77141666666,8.07583333333,6.3655,7.75566666667,5.87441111111,9.0845,8.0205,8.89183333334,6.911
415.43,8.2185,7.74433333333,8.027,6.31458333333,7.67066666667,5.86382222222,9.04066666667,7.98966666667,8.85683333334,6.893
415.79,8.275,7.76025,8.11966666667,6.4045,7.7545,5.94133333333,9.10433333333,8.02583333333,8.94233333333,7.004
416.15,8.25533333333,7.75525,8.10916666667,6.38391666666,7.7445,5.9005,9.11183333333,7.989,8.92866666666,6.9685
416.51,8.28116666667,7.74591666666,8.15183333334,6.41666666666,7.751,5.91184444445,9.13083333333,7.95783333333,8.92333333333,6.872
416.86,8.265,7.719,8.08533333334,6.39741666667,7.725,5.78276666666,9.09083333333,7.89216666667,8.87683333334,6.831
417.22,8.293,7.75441666666,8.1395,6.42116666667,7.76466666667,5.81188888889,9.12933333334,7.93316666667,8.88916666666,6.8455
417.58,8.268,7.73525,8.08533333333,6.36916666667,7.7235,5.72638888889,9.09483333333,7.901,8.82883333333,6.77
417.94,8.32383333333,7.77541666667,8.15766666667,6.40941666666,7.75783333334,5.75437777778,9.12866666666,7.9675,8.88183333333,6.847
418.29,8.29383333333,7.76191666666,8.13433333334,6.38316666666,7.747,5.6994,9.083,7.963,8.863,6.823
418.65,8.31683333333,7.78658333333,8.1655,6.37016666666,7.76166666667,5.68953333333,9.09533333333,7.9955,8.87766666667,6.8615
419.01,8.33766666667,7.80008333333,8.1705,6.37191666667,7.7555,5.68061111111,9.10283333333,8.00383333334,8.89183333333,6.8825
419.37,8.35966666666,7.82075,8.205,6.38966666666,7.79433333334,5.67287777778,9.10216666666,8.01166666667,8.89533333333,6.8935
419.73,8.34633333334,7.84325,8.19866666666,6.36733333333,7.7815,5.63404444444,9.06683333333,8.02116666666,8.89383333333,6.8575
420.08,8.36383333333,7.85183333333,8.2,6.35241666667,7.77583333333,5.61702222222,9.06466666666,8.02366666667,8.87916666667,6.851
420.44,8.35433333333,7.84758333334,8.168,6.32608333333,7.76333333333,5.57535555555,9.04283333334,8.00983333334,8.85933333333,6.872
420.80,8.32983333333,7.83241666666,8.16116666667,6.31841666666,7.753,5.58412222222,9.03616666667,8.02333333333,8.84016666667,6.8435
421.16,8.32116666667,7.81833333333,8.12,6.29575,7.73416666666,5.55362222222,8.99383333334,7.99416666667,8.7945,6.7915
421.51,8.35866666667,7.87808333333,8.18116666666,6.34333333333,7.80266666666,5.61606666667,9.011,8.03283333333,8.8785,6.8515
421.87,8.36716666667,7.90116666667,8.17716666667,6.33558333334,7.79733333333,5.60116666666,8.9925,8.01733333333,8.88516666667,6.8315
422.23,8.40233333333,7.89316666666,8.21533333333,6.369,7.80583333334,5.6399,9.03183333334,8.01916666667,8.91233333333,6.8345
422.58,8.39333333334,7.89525,8.19966666666,6.3845,7.80183333333,5.65552222222,9.01216666666,8.01233333333,8.91566666667,6.7955
422.94,8.39016666667,7.93133333334,8.21116666667,6.4055,7.82683333333,5.6823,9.032,8.0365,8.93266666666,6.7875
423.30,8.38483333333,7.92933333334,8.21,6.42316666667,7.83683333333,5.70507777778,9.04283333334,8.03383333333,8.92133333333,6.7715
423.66,8.41716666667,7.94483333333,8.22,6.469,7.87816666667,5.73576666667,9.08383333334,8.046,8.96183333334,6.804
424.01,8.45033333333,7.99016666666,8.26833333333,6.54108333334,7.9335,5.81868888889,9.134,8.089,9.02983333333,6.8545
424.37,8.48666666667,8.03058333333,8.308,6.59833333334,7.97916666666,5.88983333333,9.16683333333,8.13566666666,9.07233333333,6.895
424.73,8.5195,8.07258333334,8.33483333333,6.64325,8.0285,5.94131111111,9.19916666667,8.14366666667,9.10816666667,6.915
425.08,8.553,8.11075,8.38816666667,6.67775,8.06933333333,5.97358888889,9.25633333334,8.18133333333,9.18266666667,6.955
425.44,8.54366666667,8.104,8.3885,6.67125,8.05616666666,5.95007777778,9.25966666666,8.166,9.156,6.9105
425.80,8.55816666667,8.11525,8.41633333334,6.70333333333,8.0955,5.99452222222,9.29033333333,8.18833333334,9.1925,6.9545
426.16,8.573,8.15375,8.42233333334,6.725,8.134,5.97234444444,9.30783333334,8.21183333334,9.20383333333,6.956
426.51,8.60566666666,8.18691666666,8.4615,6.77775,8.1695,5.98472222222,9.3455,8.233,9.23033333334,6.996
426.87,8.66266666667,8.19483333333,8.50583333333,6.80758333333,8.23166666667,5.97412222222,9.38266666666,8.25133333334,9.22816666667,7.0105
427.23,8.65016666667,8.23616666666,8.52083333333,6.79758333333,8.25916666667,5.9789,9.4065,8.26566666667,9.2485,7.022
427.58,8.62483333333,8.22858333333,8.5215,6.77966666666,8.24333333334,5.93898888889,9.36533333334,8.24366666666,9.19066666666,6.9905
427.94,8.59,8.19716666666,8.47316666667,6.67366666666,8.211,5.84238888889,9.31683333333,8.19266666667,9.11733333333,6.9195
428.30,8.56366666667,8.19191666666,8.43866666667,6.62708333333,8.20133333333,5.79107777778,9.304,8.164,9.10066666666,6.848
