wavelength,Back_TacCrim,Belly_TacCrim,Breast_TacCrim,Crissum_TacCrim,Crown_TacCrim,DorTail_TacCrim,Patch10_TacCrim,Rump_TacCrim,Throat_TacCrim,WingTip_TacCrim
376.54,8.08893333333,3.51906666667,3.00913333333,3.5826,10.5885333333,4.049,40.79,5.69113333334,4.29706666667,4.0676
376.90,7.99528888888,3.38506666667,2.91586666667,3.50166666667,10.5351333333,3.93186666667,40.8744,5.60746666666,4.2244,3.94966666667
377.26,8.09281111112,3.48153333333,2.98293333333,3.57906666667,10.6341333333,4.03046666667,40.9433333333,5.71073333334,4.32533333333,4.0568
377.63,8.17912222222,3.5598,3.02206666667,3.61206666667,10.7214,4.08106666666,41.1284,5.7844,4.38713333333,4.1402
377.99,8.191,3.55566666667,3.02206666667,3.6382,10.6930666667,4.1094,41.1435333333,5.7806,4.376,4.1488
378.35,8.16089999999,3.54446666666,3.03033333333,3.63853333333,10.6692666667,4.1212,41.0974666667,5.80786666666,4.35033333333,4.15173333333
378.71,8.18264444445,3.54166666666,3.01846666667,3.64926666667,10.6507333333,4.14906666667,41.1238666667,5.81019999999,4.36866666667,4.13786666667
379.07,8.13933333333,3.49533333333,2.99386666667,3.64813333333,10.6255333333,4.11353333333,41.2647333333,5.76673333333,4.34193333333,4.102
379.44,8.10542222223,3.43486666667,2.9328,3.61866666667,10.5728,4.08233333333,41.2448,5.71533333333,4.30946666667,4.039
379.80,8.03089999999,3.33646666667,2.8344,3.5288,10.5081333333,4.00613333333,41.315,5.63286666667,4.22786666667,3.91866666667
380.16,8.10468888888,3.40466666667,2.87713333333,3.59453333333,10.5445333333,4.06973333334,41.3196,5.67386666667,4.30526666667,3.99066666666
380.52,8.18294444445,3.51153333333,2.95573333333,3.6722,10.6058666667,4.15193333333,41.4568666667,5.74660000001,4.37706666667,4.0696
380.88,8.23292222222,3.51566666667,2.94493333333,3.6326,10.6297333333,4.13546666667,41.5834,5.77733333333,4.366,4.0842
381.24,8.25261111112,3.4928,2.94453333333,3.62773333333,10.6019333333,4.10406666667,41.6479333333,5.7678,4.351,4.03613333333
381.61,8.26957777778,3.52013333333,2.95693333333,3.67966666667,10.5927333333,4.1552,41.6096,5.77986666667,4.3722,4.07326666667
381.97,8.34719999999,3.6036,3.03406666667,3.74553333333,10.7443333333,4.21226666667,41.6601333333,5.85906666666,4.46446666667,4.12813333333
382.33,8.37316666667,3.61586666667,3.0484,3.74506666667,10.7848,4.20073333333,41.8139333333,5.84833333333,4.48673333333,4.14686666667
382.69,8.40125555556,3.66446666667,3.0756,3.76146666667,10.841,4.19486666667,41.9009333333,5.87680000001,4.49253333333,4.15566666667
383.05,8.44929999999,3.71313333333,3.13206666667,3.7792,10.8969333333,4.25946666667,41.8952,5.90913333333,4.51126666667,4.1956
383.41,8.46716666667,3.7438,3.15713333333,3.79446666667,10.9271333333,4.253,42.0173333333,5.92646666666,4.5364,4.21346666667
383.77,8.53245555555,3.77473333333,3.2114,3.869,10.9782666667,4.29193333333,42.0062,5.99440000001,4.6186,4.26413333333
384.14,8.44748888888,3.6562,3.08913333333,3.7588,10.9208,4.1672,42.1144,5.93786666667,4.51006666667,4.13746666667
384.50,8.35462222222,3.55133333333,2.98373333333,3.656,10.8404,4.04373333333,42.0769333333,5.86259999999,4.4082,4.0476
384.86,8.43704444444,3.6754,3.08826666667,3.7778,10.9508666667,4.13806666667,42.1495333333,5.99193333334,4.54106666667,4.16846666666
385.22,8.48316666666,3.74293333333,3.11593333333,3.8562,11.0281333333,4.1932,42.1634,6.06806666667,4.63433333333,4.2628
385.58,8.52604444445,3.78533333333,3.1356,3.86446666667,11.0795333333,4.17653333334,42.3466666667,6.12813333334,4.65353333333,4.2782
385.94,8.49698888888,3.77146666667,3.10253333333,3.846,11.0382,4.17433333333,42.411,6.16786666667,4.65006666667,4.291
386.30,8.53755555556,3.83533333333,3.1418,3.8898,11.0788666667,4.21,42.4494666667,6.22426666667,4.69086666667,4.29773333333
386.66,8.49583333334,3.83306666667,3.12693333333,3.89493333334,11.0649333333,4.2076,42.4498666667,6.21146666666,4.72466666667,4.3076
387.03,8.50311111111,3.82486666666,3.10853333333,3.89893333333,11.0910666667,4.19126666667,42.5248666667,6.25040000001,4.765,4.29146666667
387.39,8.5308,3.87273333333,3.15826666667,3.9374,11.1283333333,4.23966666667,42.5374,6.30939999999,4.81466666667,4.34133333333
387.75,8.55807777777,3.9774,3.23173333333,3.98626666667,11.2293333333,4.31653333333,42.6865333333,6.38986666666,4.89126666667,4.4222
388.11,8.58413333333,4.03393333334,3.3114,4.03813333333,11.2541333333,4.37446666667,42.6328666667,6.41933333333,4.96593333333,4.47773333333
388.47,8.62921111111,4.09606666667,3.34633333333,4.11073333333,11.2950666667,4.44966666667,42.6682,6.48846666667,5.03093333334,4.521
388.83,8.56752222223,4.01686666667,3.231,4.02906666667,11.2498,4.38266666666,42.7468666667,6.39613333333,4.9238,4.42873333333
389.19,8.50456666667,3.93193333333,3.15233333333,3.9102,11.1892,4.2838,42.8191333333,6.32133333333,4.84493333333,4.3238
389.55,8.45218888889,3.88533333333,3.13846666667,3.88126666667,11.1840666667,4.26126666667,42.7452666667,6.29666666667,4.8284,4.2924
389.91,8.4754,3.8704,3.1132,3.85286666667,11.1973333333,4.21966666667,42.8582,6.28046666667,4.80006666667,4.2542
390.27,8.42018888889,3.75073333333,2.99606666667,3.73946666667,11.1588666667,4.11573333333,42.8929333333,6.21446666666,4.73653333333,4.17613333333
390.63,8.39941111112,3.6968,2.94793333333,3.66693333333,11.1494666667,4.05226666667,43.0022666667,6.2042,4.70066666667,4.11206666667
391.00,8.43016666666,3.74593333333,2.98713333333,3.68593333333,11.1867333333,4.0784,43.1102666667,6.2576,4.74006666666,4.1502
391.36,8.45552222221,3.7852,3.01053333333,3.71986666667,11.2547333333,4.106,43.2360666667,6.32226666666,4.78833333333,4.20673333333
391.72,8.47816666667,3.76686666667,2.9998,3.72066666667,11.2532666667,4.1086,43.2877333333,6.34993333334,4.79233333333,4.21246666667
392.08,8.47682222223,3.7518,2.9646,3.69773333333,11.2788666667,4.0698,43.4331333333,6.36100000001,4.782,4.1814
392.44,8.51923333333,3.78406666667,3.0134,3.6946,11.3452,4.06653333333,43.5624,6.41346666666,4.84146666667,4.2306
392.80,8.53033333333,3.80333333334,3.04613333333,3.6914,11.3591333333,4.074,43.6111333333,6.45819999999,4.90973333334,4.2426
393.16,8.52366666667,3.82533333333,3.0458,3.68813333333,11.4002666667,4.07313333333,43.7280666667,6.48186666667,4.93866666667,4.23493333333
393.52,8.48844444444,3.77633333333,2.98213333333,3.6318,11.3491333333,4.01266666667,43.8063333333,6.43853333334,4.91406666667,4.16506666667
393.88,8.50980000001,3.8062,3.01993333333,3.6556,11.3962666667,4.0288,43.7977333333,6.46853333333,4.96906666667,4.1988
394.24,8.61177777779,3.93813333333,3.1232,3.76306666667,11.4950666667,4.14506666667,43.86,6.61280000001,5.1038,4.33306666667
394.60,8.7002,3.99733333333,3.18366666667,3.82493333333,11.5620666667,4.21506666667,43.8909333333,6.69540000001,5.19373333333,4.41813333333
394.96,8.69274444445,3.984,3.16033333333,3.82526666667,11.5618666667,4.19786666667,43.919,6.71446666666,5.23386666666,4.43166666667
395.32,8.64647777778,3.92573333333,3.0882,3.753,11.4826,4.12,43.8525333333,6.69406666666,5.1902,4.3442
395.68,8.63402222221,3.931,3.06846666667,3.76013333333,11.4745333333,4.1012,43.8798666667,6.71740000001,5.2142,4.321
396.04,8.68317777777,3.9582,3.10193333333,3.80893333333,11.509,4.1482,43.9064,6.79586666666,5.29253333333,4.3496
396.40,8.66936666667,3.92346666667,3.0658,3.77666666666,11.4728666667,4.1344,43.8653333333,6.79493333334,5.28813333333,4.2896
396.76,8.66750000001,3.91526666667,3.05013333333,3.76886666667,11.4781333333,4.1046,43.8920666667,6.81779999999,5.2856,4.28533333333
397.12,8.67434444444,3.9116,3.05793333333,3.78706666667,11.4559333333,4.0966,43.8646666667,6.86793333333,5.2966,4.2908
397.48,8.70550000001,3.942,3.07186666667,3.82353333333,11.4945333333,4.12966666667,43.8565333333,6.92719999999,5.35393333334,4.31866666667
397.84,8.69327777778,3.93426666667,3.05893333334,3.81973333334,11.4988666667,4.12613333333,43.9304,6.9714,5.3924,4.30593333333
398.20,8.673,3.89653333333,3.0422,3.79993333333,11.4851333333,4.08633333334,43.936,6.9706,5.37173333333,4.2592
398.56,8.63405555555,3.9088,3.03973333333,3.80813333333,11.4893333333,4.03873333333,43.9776666667,6.99633333333,5.38506666667,4.27073333333
398.92,8.64980000001,3.931,3.04606666667,3.81333333334,11.5042666667,4.00973333333,43.9958,7.02506666667,5.38573333333,4.27273333333
399.28,8.71915555555,3.98613333333,3.10033333333,3.8854,11.6006,4.08986666667,44.1098,7.11806666667,5.45893333333,4.3282
399.64,8.70152222221,3.9708,3.07686666667,3.84026666667,11.5894666667,4.02806666667,44.1468666667,7.11246666666,5.43413333333,4.28646666667
400.00,8.67368888888,3.97293333333,3.04773333333,3.81293333333,11.5814666667,3.99266666667,44.1728666667,7.1134,5.41266666667,4.26933333334
400.36,8.68643333333,4.0026,3.071,3.83973333333,11.6123333333,4.02593333333,44.2083333333,7.16793333333,5.44373333333,4.29713333333
400.72,8.69755555556,3.99486666667,3.07673333333,3.84026666667,11.6366666667,4.04593333333,44.2578666667,7.20706666667,5.46546666667,4.28546666667
401.08,8.69131111111,3.99886666667,3.07666666667,3.84433333333,11.6387333333,4.03593333333,44.3074,7.23593333334,5.501,4.28433333333
401.44,8.73142222222,4.0446,3.11826666667,3.88133333333,11.6783333333,4.0552,44.3584,7.348,5.5622,4.3024
401.80,8.74882222223,4.0582,3.141,3.912,11.6920666667,4.08806666667,44.3998,7.41159999999,5.60186666667,4.29973333333
402.16,8.70467777777,4.02133333333,3.13233333333,3.8966,11.656,4.06153333333,44.3976,7.43153333334,5.6064,4.2792
402.52,8.71042222222,4.00786666667,3.12893333333,3.88886666667,11.6785333333,4.07606666667,44.4466,7.44773333334,5.6158,4.2488
402.88,8.70351111111,4.0166,3.13753333333,3.9054,11.677,4.09953333333,44.5187333333,7.48026666666,5.64773333333,4.26326666667
403.24,8.69915555555,4.0048,3.1276,3.89713333333,11.6464,4.04946666667,44.5130666667,7.48840000001,5.66993333334,4.26626666666
403.60,8.70455555556,3.99693333333,3.12806666666,3.90486666667,11.6692666667,4.0792,44.5315333333,7.53653333333,5.7,4.26673333333
403.95,8.71395555555,3.9786,3.11166666667,3.8712,11.6572,4.05906666667,44.5662,7.57360000001,5.729,4.25233333333
404.31,8.67181111111,3.92853333333,3.06233333333,3.84766666667,11.6202666667,4.0082,44.5686,7.58186666667,5.70153333333,4.20486666667
404.67,8.70333333333,3.97353333333,3.09006666667,3.89446666667,11.6351333333,4.03246666667,44.6114666667,7.65646666667,5.76833333333,4.237
405.03,8.77859999999,4.01346666667,3.14906666667,3.93866666667,11.7032666667,4.11446666667,44.6766666667,7.75306666666,5.854,4.30093333333
405.39,8.78475555556,4.02386666667,3.16786666667,3.9442,11.7132,4.11966666666,44.7009333333,7.77766666667,5.8836,4.3162
405.75,8.80433333332,4.05333333333,3.18973333333,3.96813333333,11.7532,4.1286,44.771,7.84106666667,5.91593333333,4.3496
406.11,8.87970000001,4.11246666667,3.2326,4.03593333333,11.8142666667,4.1868,44.8828,7.93126666667,6.0136,4.4078
406.47,8.90670000001,4.1138,3.23313333333,4.05286666667,11.8252,4.20486666667,44.934,8.02273333333,6.05006666667,4.41446666667
406.83,8.89825555555,4.0896,3.20153333333,4.03,11.8253333333,4.1784,44.9663333333,8.05746666667,6.0502,4.36473333333
407.19,8.89004444443,4.11666666667,3.2238,4.0398,11.8402666667,4.19953333333,45.0087333333,8.13253333333,6.09546666667,4.3516
407.55,8.90775555555,4.11046666667,3.23146666667,4.05333333333,11.8629333333,4.17306666667,45.0963333333,8.18093333334,6.12893333333,4.3694
407.90,8.95626666667,4.1838,3.30013333333,4.13786666667,11.9268,4.24026666667,45.1893333333,8.29206666667,6.20746666667,4.45813333333
408.26,9.02149999999,4.27633333333,3.38053333333,4.21886666666,11.9887333333,4.32873333333,45.2852,8.42093333333,6.32973333333,4.54526666667
408.62,9.00741111111,4.26093333333,3.37386666667,4.20966666667,11.9710666667,4.3094,45.2918666667,8.47446666667,6.33526666667,4.5272
408.98,8.99946666667,4.27686666667,3.36673333333,4.2324,12.0044,4.27153333333,45.3588666667,8.53933333333,6.3524,4.49833333333
409.34,8.99614444443,4.2846,3.34266666667,4.24966666667,12.0096,4.23786666667,45.4024666667,8.60353333333,6.3696,4.50113333333
409.70,9.00931111111,4.28486666667,3.35106666667,4.27106666667,12.0053333333,4.23513333333,45.3972,8.6628,6.41,4.52493333333
410.06,9.03391111111,4.30626666667,3.3672,4.28366666666,12.0128666667,4.24866666666,45.4377333334,8.7524,6.4486,4.5358
410.42,9.01784444445,4.316,3.367,4.27106666667,11.9925333333,4.21906666667,45.4142,8.75513333333,6.4624,4.5262
410.77,9.04075555555,4.33913333333,3.4038,4.30366666667,11.9949333333,4.23366666667,45.3577333333,8.82293333334,6.521,4.54893333333
411.13,9.0896,4.37066666667,3.44273333333,4.3672,12.0582,4.2662,45.4404666667,8.91666666667,6.58746666667,4.59446666667
411.49,9.15659999999,4.44693333333,3.51753333333,4.4406,12.1042,4.3452,45.4617333333,9.02460000001,6.6782,4.6676
411.85,9.15375555555,4.43466666667,3.50513333333,4.43406666667,12.1086,4.33653333333,45.5018,9.0686,6.70313333334,4.6316
412.21,9.15626666666,4.3976,3.48693333333,4.4246,12.1270666667,4.30313333333,45.5840666667,9.12033333333,6.71353333333,4.62553333333
412.57,9.20042222222,4.46,3.54213333333,4.4774,12.1726666667,4.36413333333,45.6391333333,9.20726666667,6.81573333333,4.67006666667
412.92,9.1916,4.44826666667,3.5262,4.46886666667,12.1578666667,4.36606666667,45.6904666667,9.25413333333,6.83013333333,4.67086666667
413.28,9.16134444444,4.38186666667,3.48873333333,4.42726666667,12.1299333333,4.34626666666,45.7898666667,9.26953333334,6.81386666667,4.59893333333
413.64,9.16738888888,4.38433333333,3.4662,4.41593333334,12.1294666667,4.3672,45.8718666667,9.32246666667,6.84346666667,4.5662
414.00,9.13097777778,4.36293333333,3.42486666667,4.38013333333,12.1202666667,4.33246666667,45.8906666667,9.32373333333,6.80986666667,4.51286666667
414.36,9.17051111111,4.37593333333,3.42626666667,4.388,12.1412,4.336,45.9932666667,9.40146666666,6.84613333333,4.50713333333
414.72,9.17786666667,4.374,3.4418,4.3906,12.1766,4.3516,46.1291333333,9.4648,6.8582,4.52053333333
415.07,9.14793333333,4.3494,3.39213333333,4.32613333333,12.1356666667,4.31513333334,46.1442666667,9.48053333333,6.82633333333,4.47446666667
415.43,9.07230000001,4.27793333333,3.31066666667,4.24533333333,12.0575333333,4.26533333333,46.1448666667,9.48493333334,6.78693333333,4.38546666667
415.79,9.04187777779,4.23826666667,3.2876,4.21786666667,12.0419333333,4.25786666667,46.1158666667,9.5096,6.7842,4.38466666667
416.15,9.05206666666,4.24786666667,3.28513333333,4.1912,12.0462666667,4.25413333333,46.1742,9.54753333334,6.79133333333,4.36473333333
416.51,9.07198888888,4.24406666667,3.26793333333,4.19786666666,12.0547333333,4.252,46.1712666667,9.61939999999,6.7922,4.3876
416.86,9.11493333335,4.26033333333,3.2924,4.21446666667,12.0826,4.262,46.2202666667,9.70860000001,6.83553333333,4.42826666667
417.22,9.12588888889,4.27333333333,3.3018,4.20666666667,12.1006,4.26226666667,46.258,9.76046666667,6.86046666667,4.462
417.58,9.10515555555,4.2636,3.3114,4.1892,12.0889333333,4.23993333333,46.257,9.80353333333,6.8736,4.4548
417.94,9.10403333333,4.27313333333,3.32713333333,4.21086666667,12.1138666667,4.23593333333,46.2954666667,9.88646666667,6.9168,4.46626666667
418.29,9.10501111111,4.28506666667,3.35753333333,4.24366666667,12.1236,4.2628,46.2387333333,9.97273333333,6.95906666667,4.5064
418.65,9.13326666668,4.30473333333,3.36853333333,4.26186666666,12.1400666667,4.29106666667,46.2212666667,10.0585333333,7.00306666667,4.53966666667
419.01,9.13976666667,4.31466666667,3.3932,4.28446666667,12.1411333333,4.31346666667,46.1834666667,10.1236,7.054,4.56573333333
419.37,9.18565555557,4.36633333333,3.44313333333,4.3324,12.1855333333,4.3526,46.2062,10.2127333333,7.11146666667,4.6168
419.73,9.19604444444,4.3864,3.46133333333,4.343,12.1983333333,4.3574,46.2284,10.2869333333,7.14086666667,4.61833333333
420.08,9.18790000001,4.39933333333,3.471,4.36453333334,12.196,4.36946666667,46.1701333333,10.3560666667,7.172,4.63133333333
420.44,9.17283333334,4.39806666667,3.4764,4.35386666667,12.2058666667,4.36773333333,46.174,10.3945333334,7.18293333333,4.61973333333
420.80,9.16675555556,4.40786666667,3.49466666667,4.36646666667,12.2134666667,4.38253333333,46.153,10.4403333333,7.21993333333,4.63453333333
421.16,9.19399999999,4.44813333333,3.53346666667,4.40433333333,12.2332,4.4294,46.1354666667,10.5347333333,7.2828,4.67113333333
421.51,9.19643333333,4.453,3.53526666667,4.41913333333,12.2476666667,4.43746666667,46.1368,10.6026,7.31293333333,4.68
421.87,9.20257777778,4.44466666666,3.53413333333,4.40966666667,12.2206666667,4.44053333333,46.1126,10.6497333333,7.332,4.681
422.23,9.20624444445,4.45013333333,3.54153333333,4.41313333333,12.2273333333,4.45773333333,46.1722,10.719,7.36033333333,4.67546666667
422.58,9.20763333332,4.45733333333,3.54853333333,4.41406666667,12.2207333333,4.46473333333,46.1730666667,10.7932666667,7.3986,4.68373333333
422.94,9.21462222221,4.4534,3.53393333333,4.40966666667,12.2268,4.4578,46.2102,10.8619333333,7.42046666667,4.67613333333
423.30,9.22113333333,4.4578,3.5388,4.41753333333,12.2490666667,4.4634,46.2418,10.9452666667,7.45906666667,4.68373333333
423.66,9.24892222223,4.47446666667,3.55073333333,4.44673333333,12.2704666667,4.48333333333,46.2644666667,11.0283333333,7.49893333333,4.69853333333
424.01,9.25400000001,4.467,3.5504,4.44266666667,12.2761333333,4.47133333333,46.274,11.0822666667,7.52046666667,4.6946
424.37,9.26896666667,4.47846666667,3.55873333333,4.46253333333,12.2788666667,4.4798,46.3066666667,11.1636666667,7.55853333333,4.70786666667
424.73,9.27258888887,4.46713333333,3.54806666667,4.44726666667,12.2680666667,4.4716,46.3641333333,11.2264666667,7.56,4.68653333333
425.08,9.25680000001,4.45486666667,3.5376,4.43326666667,12.2644666667,4.44993333333,46.422,11.2851333333,7.56366666667,4.66926666667
425.44,9.27523333333,4.4638,3.5512,4.44413333333,12.2715333333,4.4588,46.4724,11.3580666667,7.59026666667,4.67533333333
425.80,9.28770000001,4.47646666667,3.55953333333,4.45366666667,12.3106,4.47366666667,46.5660666667,11.4483333333,7.6268,4.68866666667
426.16,9.30535555556,4.4864,3.55293333333,4.46066666667,12.3292,4.46826666667,46.6059333333,11.5222666667,7.66033333333,4.70166666667
426.51,9.31145555557,4.48313333333,3.54513333333,4.4638,12.3482,4.44586666667,46.6916,11.5866,7.67546666667,4.67633333333
426.87,9.32189999999,4.4864,3.5598,4.47586666667,12.3727333333,4.45706666667,46.7638666667,11.6672,7.69713333333,4.6792
427.23,9.31071111112,4.45566666667,3.53493333333,4.45313333333,12.3654666667,4.42513333333,46.8266,11.7148,7.69886666667,4.64146666667
427.58,9.3006,4.43226666667,3.5158,4.42986666667,12.3539333333,4.39773333333,46.9364666666,11.7942666667,7.70946666666,4.62226666667
427.94,9.32333333333,4.44446666667,3.5232,4.44386666667,12.3854,4.41413333333,47.0989333333,11.9136,7.7616,4.6358
428.30,9.33912222223,4.4434,3.52893333333,4.43866666666,12.4160666667,4.4312,47.1733333333,12.0023333333,7.81106666667,4.6376
428.65,9.34545555557,4.4614,3.52986666666,4.44873333333,12.4307333333,4.43346666666,47.1938,12.0894666667,7.858,4.63113333333
429.01,9.39188888889,4.46653333333,3.53686666667,4.46766666667,12.4760666667,4.4496,47.2698,12.18,7.90513333333,4.63813333333
429.37,9.42385555555,4.47746666667,3.54406666667,4.48026666667,12.5088666667,4.44566666667,47.3662666666,12.2984,7.9536,4.66686666667
429.72,9.43385555554,4.48966666667,3.54753333333,4.48913333333,12.4888,4.4472,47.3654,12.3596666667,7.9908,4.65973333333
430.08,9.43193333333,4.49033333333,3.55073333333,4.48306666667,12.491,4.45346666667,47.4024666666,12.4448666667,8.0242,4.65973333333
430.44,9.4308888889,4.48773333333,3.5336,4.48433333333,12.4937333333,4.4708,47.4128666667,12.5264666667,8.04326666667,4.6568
430.79,9.45441111111,4.49073333333,3.54806666667,4.489,12.5038666667,4.47986666667,47.4897333333,12.616,8.09893333333,4.67126666667
431.15,9.47757777778,4.52266666667,3.57073333333,4.50846666667,12.5044666667,4.49966666667,47.509,12.7233333333,8.15493333333,4.704
431.50,9.49166666665,4.55846666667,3.5978,4.5338,12.522,4.52453333333,47.4734666667,12.8116,8.21493333333,4.71593333333
431.86,9.5180888889,4.5938,3.63233333333,4.5744,12.5187333333,4.55406666667,47.4172666667,12.9045333333,8.27393333333,4.7372
432.22,9.52017777779,4.5994,3.64913333333,4.58746666667,12.5149333333,4.54246666667,47.4216666667,12.9924666667,8.2944,4.73333333333
432.57,9.53356666667,4.58973333333,3.65373333333,4.58846666667,12.5253333333,4.54386666667,47.4814666667,13.0564,8.32233333334,4.74293333333
432.93,9.52144444445,4.60466666667,3.6682,4.59606666667,12.5115333333,4.55133333333,47.435,13.1374,8.3612,4.7544
433.29,9.49941111111,4.59486666667,3.65526666667,4.57633333333,12.4932,4.54146666667,47.4608666667,13.1787333333,8.36726666667,4.7198
433.64,9.51942222221,4.60673333333,3.6758,4.5904,12.5316666667,4.55426666667,47.5419333333,13.277,8.40313333333,4.72893333333
434.00,9.49687777777,4.57106666666,3.65226666667,4.56686666667,12.5062666667,4.52026666667,47.5638666667,13.3198666667,8.38946666667,4.68786666667
434.35,9.49448888889,4.578,3.6786,4.57033333333,12.5056666667,4.51053333333,47.5894666667,13.381,8.41479999999,4.68013333333
434.71,9.49682222223,4.59406666667,3.684,4.58673333333,12.5018666667,4.50853333333,47.5418,13.4482,8.43093333333,4.68386666667
435.07,9.47851111111,4.58033333333,3.67473333333,4.5764,12.4917333333,4.5038,47.5637333334,13.5308,8.45053333333,4.66313333333
435.42,9.48920000001,4.5752,3.6854,4.5646,12.4934,4.49886666667,47.5873333333,13.6097333333,8.48139999999,4.68186666667
435.78,9.50672222223,4.58666666667,3.7042,4.5814,12.5326,4.51673333333,47.6390666667,13.713,8.52246666667,4.70893333333
436.13,9.51275555555,4.5876,3.70013333333,4.58826666667,12.5522,4.51273333333,47.6744666667,13.8034,8.56006666667,4.7168
436.49,9.51783333334,4.58953333334,3.69993333333,4.5996,12.5493333333,4.5222,47.6732,13.9076666667,8.58440000001,4.72166666667
436.84,9.51942222223,4.57553333334,3.693,4.60386666667,12.5236666667,4.5186,47.6521333333,14.0063333333,8.61353333333,4.72453333333
437.20,9.53657777779,4.57866666667,3.70653333333,4.61066666667,12.5180666667,4.5298,47.6430666667,14.0834,8.64166666667,4.71793333333
437.56,9.52625555555,4.5736,3.70286666667,4.613,12.5228666667,4.52426666667,47.6281333333,14.1506666667,8.67886666666,4.72266666667
437.91,9.53833333333,4.5998,3.73273333333,4.6372,12.5462,4.54613333333,47.616,14.2274,8.73933333334,4.75286666667
438.27,9.5532888889,4.61053333333,3.73713333333,4.64686666667,12.5598,4.54806666667,47.6446666667,14.3260666667,8.79673333334,4.78106666667
438.62,9.52013333334,4.58246666667,3.71193333333,4.60846666667,12.5434666667,4.50966666667,47.6954666667,14.3880666667,8.80313333334,4.74533333333
438.98,9.53282222223,4.5884,3.72393333333,4.62426666667,12.5798666667,4.52066666667,47.7313333333,14.4479333333,8.83046666667,4.76313333333
439.33,9.53625555556,4.58766666667,3.7238,4.64046666667,12.5870666667,4.52813333333,47.7659333333,14.5095333333,8.85153333333,4.75766666667
439.69,9.5032,4.5592,3.68553333333,4.60046666667,12.5578666667,4.48013333333,47.7863333333,14.5384,8.8436,4.71026666667
440.04,9.48268888889,4.53126666667,3.66733333333,4.5758,12.5250666667,4.454,47.8006666667,14.5739333333,8.85566666667,4.6882
440.40,9.46683333333,4.53253333333,3.66226666666,4.5696,12.5323333333,4.43526666667,47.8018,14.6176666667,8.88646666667,4.6886
440.75,9.47181111113,4.54606666667,3.67406666667,4.56893333333,12.5571333333,4.4364,47.8503333333,14.6749333333,8.91166666667,4.6864
441.11,9.47941111111,4.5642,3.69306666667,4.57893333333,12.5762666667,4.4472,47.824,14.7572,8.96313333334,4.71186666667
441.47,9.48342222222,4.57446666667,3.69686666667,4.58246666667,12.5721333333,4.44873333333,47.8602,14.8283333333,8.99553333333,4.72353333333
441.82,9.48884444444,4.56486666667,3.68113333333,4.565,12.5771333333,4.42066666667,47.9352,14.8990666667,9.01519999999,4.70853333333
442.18,9.48353333335,4.55586666667,3.67133333333,4.56393333333,12.5628666667,4.40953333333,47.9345333333,14.9579333333,9.04106666666,4.7002
442.53,9.51904444445,4.58013333333,3.69713333333,4.59473333333,12.5998,4.4416,47.9724,15.0515333333,9.10546666667,4.74046666667
442.89,9.54264444445,4.598,3.70033333333,4.606,12.596,4.438,47.9940666667,15.1367333333,9.15466666667,4.74753333333
443.24,9.53698888888,4.5952,3.68226666667,4.5898,12.5808666667,4.4148,47.9856,15.2138666667,9.18326666667,4.7288
443.60,9.55304444443,4.60206666667,3.69026666667,4.5936,12.5928,4.43766666666,48.0130666667,15.3042666667,9.23180000001,4.74026666667
443.95,9.56168888889,4.62253333333,3.69966666667,4.60813333333,12.5906666667,4.45446666667,47.9935333333,15.3926,9.27953333334,4.7508
444.31,9.57141111111,4.63346666667,3.71306666667,4.6212,12.5852666667,4.4758,47.9842,15.4848666667,9.3238,4.76506666667
444.66,9.59512222221,4.64726666667,3.72326666667,4.63186666667,12.6066666667,4.48593333333,48.0461333333,15.5584666667,9.38026666666,4.77233333333
445.02,9.6013,4.65506666667,3.72106666667,4.64013333333,12.6104,4.48293333334,48.0818,15.636,9.41973333333,4.77786666666
445.37,9.59475555555,4.64446666667,3.71646666667,4.632,12.6052666667,4.48126666667,48.0448,15.6947333333,9.43533333335,4.7638
445.72,9.61033333334,4.67046666667,3.739,4.65473333333,12.6132666667,4.515,48.0206,15.7956666667,9.49426666667,4.7886
446.08,9.60391111111,4.66533333333,3.74406666667,4.64533333333,12.6049333333,4.51193333333,47.9988666667,15.8552666667,9.51493333333,4.78026666667
446.43,9.57959999999,4.6548,3.72933333333,4.63153333333,12.589,4.4952,47.9597333333,15.8988666666,9.52513333333,4.76126666667
446.79,9.54753333332,4.62533333333,3.71246666667,4.60386666667,12.559,4.47226666666,47.9268666667,15.9284666667,9.51833333333,4.73713333333
447.14,9.53606666668,4.61333333333,3.70693333333,4.59453333333,12.5636666667,4.4566,47.9752,15.9839333333,9.54166666667,4.7348
447.50,9.52685555555,4.60606666667,3.70666666667,4.58646666667,12.5570666667,4.43966666667,47.9816,16.0504,9.5592,4.73133333333
447.85,9.54132222222,4.616,3.71973333333,4.59033333333,12.5808,4.44026666667,48.0654666667,16.1309333333,9.60026666667,4.74086666667
448.21,9.54575555556,4.61773333333,3.7194,4.58293333333,12.5951333333,4.42653333333,48.1107333333,16.2029333333,9.62606666667,4.72753333333
448.56,9.54063333333,4.616,3.71786666667,4.58766666667,12.5922,4.4202,48.0836666667,16.2790666667,9.65839999999,4.72933333333
448.92,9.54523333333,4.60626666667,3.72253333333,4.59206666667,12.6032,4.4174,48.1028666667,16.3555333333,9.70126666666,4.73046666667
449.27,9.56454444444,4.62193333333,3.73,4.59846666667,12.6186666667,4.40786666667,48.1675333333,16.4526,9.75659999998,4.72566666667
