wavelength,Back_PooNigf,Belly_PooNigf,Breast_PooNigf,Crissum_PooNigf,Crown_PooNigf,DorTail_PooNigf,Patch10_PooNigf,Rump_PooNigf,Throat_PooNigf,WingTip_PooNigf
310.75,7.402,17.1886666667,6.71253333333,9.71413333333,6.68113333333,9.44666666666,10.6064,8.3584888889,9.99640000001,9.55526666667
311.12,7.23493333333,17.4068,6.66426666667,9.61786666666,6.79913333333,9.32906666667,10.523,8.12397777777,9.86996666667,9.62266666667
311.49,7.16793333333,17.3234,6.71606666667,9.52926666667,6.7832,9.19713333333,10.5626,8.09873333334,9.81646666667,9.50319999999
311.85,7.06633333333,17.4246,6.82266666667,9.39566666666,6.64543333333,8.96539999999,10.4978666667,8.04782222222,9.74820000001,9.49973333333
312.22,7.6194,18.0156666667,7.28266666667,9.91640000001,7.13353333334,9.46513333333,11.1436666667,8.63662222223,10.2445666667,10.0550666667
312.59,7.5434,18.1661333333,7.22346666667,9.84613333333,7.14403333333,9.56786666667,11.2332,8.68684444444,10.2503,9.98533333334
312.96,7.59386666667,18.3677333333,7.21426666667,9.84866666667,7.04656666667,9.38886666667,11.2885333333,8.78648888889,10.3374333333,9.87626666666
313.33,7.40606666667,18.5855333333,7.3008,9.88326666668,7.03376666667,9.39286666666,11.2077333333,8.78877777777,10.4865333333,9.819
313.70,8.165,19.2014,8.2092,10.6335333333,7.90610000001,10.1364666667,12.1992666667,9.70400000001,11.3487,10.5735333333
314.07,8.05433333333,19.201,8.3632,10.542,7.78663333334,10.0919333333,12.2973333333,9.56537777779,11.3251,10.5925333333
314.43,8.39586666667,19.7255333333,8.6236,10.7340666667,7.91823333333,10.306,12.4714,9.86137777777,11.4217666667,10.6819333333
314.80,8.1894,19.5223333333,8.50953333333,10.5548666667,7.64566666667,9.95359999999,12.2403333333,9.71671111111,11.1899,10.2880666667
315.17,7.9666,19.3948,8.47393333333,10.3098,7.25323333333,9.63246666668,11.9556,9.46728888889,11.0275333333,9.93219999999
315.54,8.24386666667,19.8824666667,8.72533333333,10.47,7.52716666667,10.0881333333,12.2378666667,9.60940000001,11.3862666667,10.2261333333
315.91,8.0448,19.9222,8.29593333333,10.3766666667,7.23176666666,9.75786666667,12.2302,9.31146666667,11.3303666667,9.87446666667
316.28,7.48533333333,19.5407333333,7.69666666667,9.75979999999,6.635,9.01379999999,11.5753333333,8.7368888889,10.7370333333,9.15566666667
316.64,7.48553333333,19.5678666667,7.51893333333,9.74013333333,6.59393333333,8.912,11.4325333333,8.63722222223,10.6512333333,9.12059999999
317.01,7.1876,19.3937333333,7.2426,9.36626666667,6.29333333333,8.6106,11.1822,8.29168888889,10.2422333333,8.99153333333
317.38,6.28333333333,18.6816,6.3394,8.58026666667,5.24856666667,7.53613333333,10.3318,7.29626666667,9.25643333333,8.07853333333
317.75,5.8658,18.6039333333,5.84033333333,8.14813333334,4.81953333334,7.32193333333,9.90493333333,6.79848888889,8.86206666667,7.80006666667
318.12,5.81053333333,18.9649333333,5.53913333333,8.20306666667,4.98639999999,7.24166666667,9.93453333333,6.83813333334,8.84196666667,7.7912
318.49,5.45486666667,18.8755333333,4.96673333333,7.9464,4.61953333333,6.80553333333,9.91773333332,6.66351111111,8.56686666667,7.62966666667
318.85,5.4196,18.8244666667,4.51706666667,7.74146666667,4.57376666666,6.501,9.91059999999,6.41108888888,8.3066,7.50453333333
319.22,5.4916,18.9454666667,4.31953333333,7.83206666666,4.75909999999,6.55273333333,10.1041333333,6.62215555556,8.4099,7.61386666667
319.59,5.66966666667,19.1905333333,4.15593333333,7.8578,4.68253333334,6.29153333333,10.1316666667,6.79168888888,8.3365,7.55513333333
319.96,5.55173333333,19.0654,4.20393333333,7.86026666667,4.81553333334,6.401,10.0376666667,6.81315555556,8.16533333333,7.4438
320.32,5.72873333333,19.1277333334,4.22373333333,8.08979999999,4.87960000001,6.71246666667,10.2049333333,7.01086666666,8.3309,7.56846666667
320.69,6.2424,19.6964,4.83913333333,8.57573333333,5.54739999999,7.14973333333,10.8434666667,7.5248,9.01766666667,7.98833333333
321.06,6.5416,20.0856,4.99913333333,8.81093333333,5.78683333334,7.6632,11.2645333333,7.85493333334,9.4211,8.09733333333
321.43,7.7338,21.1829333334,5.99153333333,9.81680000001,7.0588,8.69473333333,12.565,8.98637777778,10.5336,9.12579999999
321.80,7.70666666667,21.1704666667,5.93193333333,9.8506,6.88143333334,8.30793333333,12.6272666667,8.99602222222,10.3913,8.89306666667
322.16,8.05573333333,21.408,6.23393333334,10.047,7.07579999999,8.476,13.0072,9.15966666667,10.6412,8.93693333334
322.53,8.5322,21.7924,6.99586666667,10.4098666667,7.66803333334,8.892,13.5284,9.5504,11.1461333333,9.36139999999
322.90,8.84853333334,22.3952666667,7.57486666667,11.1398666667,8.12546666667,9.37946666666,13.8884,10.0849333333,11.7855,9.91986666666
323.27,8.38913333333,21.9926,7.08213333333,10.7452666667,7.67033333334,8.92966666667,13.525,9.58993333333,11.3260666667,9.37099999999
323.63,8.0444,21.9064666667,6.9562,10.6818666667,7.4245,8.71093333333,13.4514666667,9.52519999999,11.1134666667,9.24499999999
324.00,7.89973333333,22.0578666667,6.72966666667,10.4835333333,7.31183333333,8.63126666667,13.4483333333,9.4213111111,10.9164333334,9.08066666668
324.37,7.45173333333,21.8576666667,6.5494,10.2329333333,7.00206666666,8.2556,13.2989333333,9.08244444443,10.5495666667,8.63873333334
324.74,7.09686666667,21.8536666667,6.20266666667,9.93620000001,6.64063333334,8.04053333333,13.1222,8.81157777779,10.0976666667,8.25173333333
325.10,6.90453333333,21.6728666667,6.09566666667,9.84726666667,6.47766666667,7.72846666667,12.9602666667,8.76524444444,9.8648,8.05413333333
325.47,6.59073333333,21.6195333333,5.91206666666,9.418,6.16803333333,7.5094,12.6424,8.47068888889,9.54326666666,7.68833333333
325.84,6.73673333333,21.8978,6.00986666667,9.47713333333,6.32626666666,7.67113333333,12.7997333333,8.56453333332,9.63536666667,7.70993333333
326.21,6.51413333333,21.6315333333,5.67113333333,9.30086666666,6.0295,7.24306666667,12.4544,8.28488888888,9.47003333334,7.3836
326.57,5.84026666667,21.1538,4.89673333333,8.70660000001,5.36129999999,6.62366666667,11.8954666667,7.59204444445,8.86296666667,6.71926666667
326.94,5.59893333333,20.9722,4.56693333334,8.28613333334,5.1881,6.41833333333,11.7519333333,7.4428888889,8.66363333333,6.36313333333
327.31,6.08373333333,21.518,5.00106666667,8.67226666667,5.60423333334,6.78806666667,12.2031333333,7.89437777778,9.09349999999,6.75466666667
327.67,6.3182,21.7202666667,5.0824,8.8332,5.91276666666,6.9124,12.4768,7.94093333333,9.24356666667,6.7788
328.04,6.9484,22.2732,5.6734,9.51293333333,6.49593333334,7.43793333333,13.1327333333,8.67395555557,9.76586666667,7.41173333333
328.41,7.43006666667,22.7776666667,5.9992,9.89566666667,7.04839999999,7.9198,13.6574,9.06339999999,10.1872,8.03026666667
328.78,7.5272,22.7645333333,5.96046666667,9.99046666667,7.1065,7.9344,13.7816,9.21351111111,10.3085666667,8.09586666667
329.14,7.95666666667,23.3935333333,6.32506666667,10.4214666667,7.48976666666,8.19513333333,14.127,9.35251111111,10.7541666667,8.45806666667
329.51,8.004,23.3062,6.1608,10.6662,7.51910000001,8.1372,14.0983333333,9.44657777777,10.7734333333,8.4974
329.88,7.7638,23.0907333333,5.78506666667,10.5028666667,7.3639,7.87506666667,13.8632666667,9.19179999999,10.5696,8.26886666667
330.24,7.9062,23.5890666667,6.05813333333,10.7670666667,7.58573333334,8.41246666667,14.1564666667,9.37362222223,10.752,8.51233333333
330.61,8.35186666667,24.1648,6.46673333333,11.2386666667,8.11499999999,8.934,14.6212666667,9.73442222222,11.1559,8.833
330.98,8.4868,24.3572,6.61033333333,11.474,8.32666666666,9.04713333333,14.8624666667,9.94011111111,11.3027333333,9.01773333333
331.34,8.3752,24.387,6.45993333333,11.3501333333,8.15533333333,8.94653333333,14.8426666667,9.86522222222,11.1435333333,8.79826666666
331.71,8.19559999999,24.2177333333,6.3216,11.0303333333,7.96433333333,8.90726666667,14.6752666667,9.6766,11.052,8.72279999999
332.08,7.7304,23.8427333333,5.96306666667,10.5046,7.58466666666,8.40793333333,14.2383333333,9.19606666665,10.6916333333,8.23033333333
332.44,7.54753333333,23.8066666667,5.94466666666,10.375,7.41436666667,8.14353333333,14.06,9.23008888889,10.5023666667,7.94493333333
332.81,7.37933333333,23.7788666667,5.8176,10.2301333333,7.15379999999,7.8954,13.8726666667,9.00468888891,10.3319333333,7.7474
333.18,6.78753333333,23.3595333333,5.18646666667,9.69326666667,6.67816666666,7.39646666667,13.5020666667,8.67908888889,9.76283333333,7.2482
333.54,6.6666,23.3672666667,5.1164,9.44413333333,6.50843333333,7.2362,13.4598,8.46935555556,9.61796666667,7.1638
333.91,6.4536,23.3854666667,4.97506666667,9.42393333333,6.26393333334,7.113,13.3756,8.4946,9.5649,7.08626666667
334.28,6.23246666667,23.2002666667,4.83626666667,9.19066666667,6.13216666667,6.73426666666,13.2678,8.43357777778,9.31606666667,6.9808
334.64,5.9804,22.9654,4.59693333333,8.95666666666,5.79476666666,6.40113333333,12.9664666667,8.37666666666,9.08163333334,6.8414
335.01,5.9896,22.9344,4.70113333333,8.85220000001,5.6332,6.31326666667,12.7854666667,8.32539999999,9.04163333333,6.82746666667
335.38,5.98433333333,22.9702,4.75146666667,8.7912,5.56566666667,6.2272,12.7996,8.2204,8.97766666667,6.93666666667
335.74,6.16346666667,23.2131333334,4.90053333333,8.93173333334,5.70596666667,6.24433333333,12.9668666667,8.38851111111,9.12846666667,7.02086666667
336.11,6.681,23.7239333333,5.37453333333,9.34680000001,6.20573333333,6.76233333333,13.5714,8.88817777777,9.68863333333,7.47053333333
336.47,7.06593333333,24.0284,5.6214,9.64193333333,6.47306666667,7.11206666667,13.9012,9.06815555556,9.99913333334,7.77813333333
336.84,7.0174,24.0574,5.67613333333,9.484,6.44766666666,7.08253333333,13.9218,9.07306666669,9.94646666667,7.67106666667
337.21,7.28046666667,24.2992666667,5.95093333333,9.73426666667,6.70489999999,7.39446666667,14.1413333333,9.25291111111,10.2177,7.93166666667
337.57,7.1174,24.278,5.73573333333,9.64480000001,6.52999999999,7.33986666667,14.1452,9.14193333332,9.9786,7.67946666667
337.94,7.1452,24.4334,5.84193333333,9.52320000001,6.58856666667,7.37393333334,14.3376,9.08893333333,9.949,7.6476
338.31,7.16306666667,24.4666,5.77493333333,9.60873333333,6.56743333333,7.44346666667,14.4705333333,9.05757777779,9.94840000001,7.62846666667
338.67,7.25513333333,24.6167333333,5.89833333333,9.73279999999,6.67826666667,7.54733333333,14.6070666667,9.07531111112,10.0657333333,7.69853333333
339.04,6.97346666667,24.4864666667,5.50373333333,9.48940000001,6.32299999999,7.26846666667,14.4903333333,8.76075555555,9.6271,7.32273333333
339.40,7.064,24.6104,5.46866666667,9.66033333334,6.41583333333,7.40933333333,14.62,8.92355555557,9.74743333333,7.40153333333
339.77,6.976,24.6801333333,5.42173333333,9.66,6.29586666666,7.42353333333,14.6244,8.91133333333,9.65236666666,7.3716
340.14,6.56706666667,24.5306666667,4.94673333333,9.36633333334,5.88243333334,7.0732,14.2364,8.53037777778,9.25896666667,6.91586666667
340.50,6.1096,24.2990666667,4.54213333333,9.0822,5.52683333333,6.5098,13.9094666666,8.152,8.93576666667,6.50393333333
340.87,6.35786666667,24.5828,4.70013333333,9.40993333333,5.82749999999,6.65713333333,14.1783333334,8.2972,9.27336666667,6.76706666667
341.23,6.27673333333,24.5800666667,4.56326666667,9.33446666667,5.78643333333,6.46993333333,14.1114666667,8.21091111111,9.13856666667,6.6122
341.60,6.24313333333,24.5196666667,4.56586666667,9.30926666667,5.88909999999,6.35226666666,14.1248,8.28228888889,9.26583333333,6.6944
341.96,6.65046666667,24.7357333333,4.8662,9.77593333334,6.24690000001,6.71393333333,14.3576,8.64039999999,9.62000000001,7.02013333333
342.33,6.57526666667,24.8395333333,4.86093333333,9.69873333332,6.14206666666,6.63266666667,14.2837333334,8.64622222223,9.64316666665,6.91766666667
342.70,6.52046666667,24.7721333333,4.7582,9.68013333333,6.06216666666,6.56633333333,14.2673333334,8.5334888889,9.47479999999,6.72826666667
343.06,6.8142,25.2474666667,5.0894,10.0000666667,6.4765,6.9098,14.6412666667,8.75977777776,9.96703333333,7.13553333333
343.43,6.8526,25.4069333333,5.25533333333,10.1526,6.69133333334,6.97013333333,14.7293333333,8.79802222223,10.1032,7.207
343.79,7.16973333333,25.599,5.51886666667,10.4377333333,7.05673333334,7.11106666667,15.0175333333,9.05146666667,10.3543,7.47026666666
344.16,7.23766666667,25.5179333333,5.6374,10.4549333333,7.11340000001,7.0742,14.9860666667,9.02691111112,10.4212666667,7.57146666667
344.52,7.27413333333,25.6554666667,5.68126666667,10.3964666667,7.0713,7.12373333333,15.0762666667,9.02402222221,10.4103333333,7.62293333333
344.89,7.17813333333,25.5732,5.5924,10.2582,6.92,7.01453333333,14.9686666667,8.99624444445,10.2412666667,7.54213333333
345.25,7.209,25.6744,5.73486666667,10.3038,6.9181,7.0054,15.1066,9.06864444446,10.3784,7.5636
345.62,7.45906666667,26.0470666667,5.96153333333,10.5553333333,7.03426666667,7.14686666667,15.3665333333,9.24491111112,10.5989666667,7.6508
345.99,7.3256,26.0964,5.854,10.3744666667,6.82896666667,6.90906666667,15.3068666667,9.13388888888,10.5053333333,7.55833333333
346.35,7.69146666667,26.2761333334,6.12506666667,10.6869333333,7.17836666667,7.1406,15.5576666667,9.39893333333,10.8012333333,7.89453333333
346.72,7.84659999999,26.5627333333,6.3782,10.8207333333,7.36616666667,7.278,15.731,9.63293333333,11.1506333333,8.16006666667
347.08,7.75373333333,26.4434666667,6.34573333333,10.7976666667,7.22966666666,7.123,15.6897333333,9.57057777777,10.9917666667,7.94873333333
347.45,7.84066666667,26.4848666667,6.3902,10.6929333333,7.21273333334,7.15493333333,15.8222,9.67844444443,10.956,7.94513333333
347.81,7.47,26.3589333333,6.01466666667,10.4,6.86133333333,6.8978,15.6209333333,9.34528888889,10.5922666667,7.60233333333
348.18,7.36906666667,26.3012,5.937,10.3888666667,6.69953333334,6.82693333333,15.6731333333,9.26837777776,10.4947333333,7.57273333333
348.54,7.69013333334,26.4462666667,6.18913333333,10.6380666667,7.02663333333,7.1712,15.9888,9.61482222221,10.8182666667,7.87366666667
348.91,7.81246666667,26.6126666667,6.3378,10.8716666667,7.14420000001,7.35166666666,16.1796,9.67553333335,10.9319666667,8.0142
349.27,8.03353333333,26.7455333333,6.49626666667,11.0844,7.37849999999,7.5932,16.3968666667,9.81268888889,11.0637666667,8.23086666667
349.64,7.91720000001,26.6540666667,6.44546666667,11.0175333334,7.34293333333,7.56406666667,16.319,9.73913333333,11.0685333333,8.25913333333
350.00,7.72393333334,26.4764666667,6.333,10.9676666667,7.1915,7.43546666667,16.1996,9.48093333332,10.8507,8.06713333333
350.37,7.34026666667,26.2787333333,6.03953333333,10.6450666667,6.90026666667,7.20993333333,15.9813333333,9.17764444445,10.4803,7.67253333333
350.73,7.1986,26.1950666666,5.87973333333,10.4777333333,6.77423333333,7.13513333333,15.9153333333,9.08473333333,10.3385,7.53253333333
351.10,7.08046666667,26.2078666667,5.6938,10.3097333333,6.69443333334,7.00026666667,15.9508,9.05928888889,10.2679333333,7.5006
351.46,6.94346666667,26.0887333333,5.56573333333,10.2552666667,6.51456666667,6.9266,15.7508,8.85015555557,10.1430333333,7.31033333333
351.83,7.29473333333,26.1244,5.817,10.4067333333,6.67416666667,7.02366666667,15.8427333333,9.04246666668,10.3902333333,7.355
352.19,7.34326666667,26.2588666667,5.8692,10.4264666667,6.74883333333,7.05053333333,15.8964666667,9.09693333334,10.3876333333,7.27466666667
352.55,7.127,26.1412,5.6972,10.3197333333,6.57479999999,6.81013333333,15.8022,8.92331111111,10.2539,7.0916
352.92,7.2004,26.2256666667,5.73906666667,10.4004666667,6.70486666667,6.7712,15.9691333333,9.04222222223,10.3792666667,7.1886
353.28,6.95986666667,26.1520666667,5.496,10.2165333333,6.43426666667,6.54713333333,15.7330666667,8.80922222223,10.1509666667,6.94366666667
353.65,7.0844,26.1683333333,5.62573333333,10.2562666667,6.513,6.60206666667,15.8114666667,8.94828888889,10.1106,7.03133333333
354.01,7.38566666667,26.4199333333,5.78713333333,10.4228666667,6.78566666667,6.8442,16.0436666667,9.25386666667,10.3975333333,7.28393333333
354.38,7.53919999999,26.5071333333,5.89953333333,10.5216,6.82893333333,6.78026666667,16.1311333333,9.33499999999,10.5576333333,7.37553333333
354.74,7.27666666667,26.2935333333,5.61973333333,10.3287333333,6.51679999999,6.4652,15.8846,9.07011111111,10.2354333333,7.05193333333
355.11,7.39659999999,26.3918,5.78133333333,10.5064666667,6.6906,6.61753333333,15.9452,9.22586666667,10.4367333333,7.09386666667
355.47,7.42899999999,26.5368,5.85633333333,10.6032,6.73609999999,6.53813333333,16.0334,9.29695555556,10.4798333333,7.14713333333
355.83,7.33339999999,26.6819333334,5.87386666667,10.6284666667,6.68656666666,6.5966,16.1211333333,9.33204444444,10.4894666667,7.2262
356.20,7.27713333333,26.6429333333,5.81973333333,10.5374,6.54533333333,6.46146666667,16.058,9.30879999999,10.3434333333,7.12953333333
356.56,7.34453333334,26.8196,5.87286666667,10.5786666666,6.54893333333,6.48666666667,16.0412,9.36466666669,10.3197333333,7.1536
356.93,7.23273333333,26.7310666667,5.6768,10.3382666667,6.32483333334,6.35453333333,15.8572,9.19946666667,10.1379333333,6.90226666667
357.29,7.3316,26.7926666667,5.68613333333,10.3594,6.35693333334,6.39926666667,16.0011333333,9.30457777777,10.2328,6.94533333333
357.66,7.32106666667,26.8254666667,5.61873333333,10.3378,6.31400000001,6.40713333333,16.0490666667,9.24884444445,10.2418,6.867
358.02,7.38519999999,26.9124,5.7668,10.457,6.40523333333,6.4912,16.239,9.37564444443,10.3375666667,6.8972
358.38,7.43826666667,26.9921333333,5.80433333333,10.5024666667,6.54826666666,6.60113333333,16.3136666667,9.5414888889,10.3862333333,6.9414
358.75,7.79113333334,27.3936666667,6.14526666667,10.8314,6.91956666667,6.88573333333,16.6852,9.86506666667,10.7336666667,7.29326666667
359.11,7.89719999999,27.5506,6.25893333333,10.9541333333,6.95853333333,6.94026666667,16.8213333333,9.91762222222,10.7366,7.41766666667
359.48,8.02666666667,27.6852,6.3188,11.0672,7.02033333333,7.061,16.9636666667,10.0561555556,10.8640666667,7.57066666667
359.84,7.997,27.7397333333,6.3516,11.1588666667,7.06090000001,7.03206666667,17.0116666667,10.0711555556,10.9187333334,7.62953333333
360.20,8.08079999999,27.915,6.46746666667,11.3043333333,7.22593333334,7.2136,17.1434666667,10.1862888889,11.0481,7.78773333333
360.57,8.14973333333,27.9931333333,6.57406666667,11.3733333333,7.33699999999,7.31913333333,17.2663333333,10.2652444444,11.1361666667,7.82853333333
360.93,8.16500000001,28.0580666667,6.62093333333,11.5351333333,7.455,7.39046666666,17.3834,10.3560666667,11.1712,7.90713333333
361.29,8.20339999999,28.1245333333,6.7188,11.6746666667,7.60206666667,7.4062,17.4602,10.3853777778,11.2276333334,7.98313333333
361.66,8.24973333334,28.2111333333,6.73246666667,11.7686,7.65176666666,7.37693333333,17.4942666667,10.4508222222,11.2427666667,8.06613333333
362.02,8.06813333334,28.0727333333,6.50773333333,11.5924666667,7.49383333334,7.1946,17.2951333333,10.2272222222,11.0185,7.90033333333
362.39,8.06813333335,28.1343333333,6.54466666667,11.6522666667,7.42336666667,7.207,17.3198666667,10.1612,11.0341666667,7.92106666667
362.75,8.15280000001,28.0992666667,6.55326666667,11.7098,7.44459999999,7.24426666667,17.3651333333,10.1746444444,11.0298666667,7.92333333333
363.11,7.95873333332,27.9016,6.3122,11.5576,7.21243333333,7.0722,17.19,9.96551111111,10.9012333333,7.73213333333
363.48,7.72846666667,27.7492666667,6.10353333333,11.3796,7.05943333333,6.85646666667,17.0416666667,9.75151111111,10.6784333333,7.48053333333
363.84,7.80720000001,27.7124,6.12126666667,11.3556666667,7.08613333333,6.87546666667,17.0943333333,9.77833333334,10.6469666667,7.43553333333
364.20,7.83739999999,27.7321333333,6.13333333333,11.4090666667,7.11650000001,6.91126666667,17.1714,9.77579999999,10.6538666667,7.44193333333
364.57,7.73106666667,27.646,5.999,11.4182,7.01156666666,6.7744,17.0816,9.68433333333,10.6060666667,7.3516
364.93,7.84346666667,27.7804666667,6.1558,11.5353333333,7.13773333334,6.87126666667,17.2144,9.80104444444,10.7235333333,7.4188
365.29,7.8502,27.8974,6.11133333333,11.5168,7.09736666666,6.904,17.2845333333,9.83708888889,10.7616,7.39626666667
365.66,7.87320000001,27.9346666667,6.16466666667,11.4887333333,7.10216666667,6.96033333333,17.3796,9.86915555556,10.7922666667,7.3166
366.02,8.05313333335,28.1858,6.34526666667,11.6746,7.20179999999,7.10086666667,17.5834666666,10.0606666667,11.0276666667,7.49413333333
366.38,8.09140000001,28.2463333333,6.39586666667,11.7387333333,7.26710000001,7.1686,17.6435333333,10.1350444444,11.0653,7.5566
366.75,7.99353333333,28.2353333333,6.45113333333,11.6843333334,7.25593333333,7.157,17.6109333333,10.1248222222,11.0572666667,7.58946666666
367.11,8.21540000001,28.4151333333,6.71086666667,11.8557333333,7.53943333334,7.30793333333,17.7798666667,10.2924222222,11.1632666667,7.75773333333
367.47,8.29639999999,28.4307333333,6.81313333333,11.8936,7.56386666667,7.35946666666,17.8545333333,10.3618222222,11.1927666667,7.81126666667
367.84,8.13273333334,28.3678,6.6928,11.7794666666,7.45880000001,7.17626666667,17.6843333333,10.2209111111,11.0322333333,7.707
368.20,8.11966666665,28.3358666667,6.66053333333,11.7632,7.45733333334,7.12326666667,17.7114,10.2178222222,11.1104,7.66793333333
368.56,8.08513333335,28.3212666667,6.66673333333,11.6798666667,7.45749999999,7.12246666667,17.7279333333,10.2140222222,11.0580666667,7.6358
368.93,8.01646666667,28.3420666667,6.5794,11.5444,7.36239999999,7.0814,17.6342,10.1124888889,11.0298333333,7.61493333333
369.29,7.77726666668,28.1561333333,6.36746666666,11.3608,7.13559999999,6.83846666667,17.4231333333,9.90819999999,10.7866666667,7.3994
369.65,7.83113333334,28.2375333333,6.42133333333,11.4779333333,7.28780000001,6.88393333333,17.4838666667,9.95486666667,10.8936,7.50953333333
370.01,7.73466666666,28.1434666667,6.31066666667,11.3440666667,7.20666666666,6.75246666667,17.4074666667,9.85808888888,10.7428,7.3658
370.38,7.7028,28.2207333333,6.24693333333,11.3407333333,7.1867,6.73026666667,17.4586,9.84717777778,10.77,7.3524
370.74,7.57946666667,28.2246,6.03953333333,11.2279333333,7.06203333334,6.63026666666,17.3836666667,9.71246666667,10.6706333333,7.17286666667
371.10,7.47326666666,28.2076,5.90986666667,11.1626,6.9496,6.526,17.3404,9.6546,10.6145666667,7.06466666667
371.46,7.50686666667,28.3851333333,5.9228,11.254,7.01476666667,6.51486666667,17.451,9.73279999999,10.7347333333,7.13253333333
371.83,7.67946666667,28.6170666667,6.05326666667,11.4188,7.16196666667,6.7024,17.6361333333,9.89555555555,10.9210333333,7.2926
372.19,7.54839999999,28.5790666667,5.9146,11.3394666667,6.98170000001,6.4882,17.4998666667,9.75515555556,10.7838,7.142
372.55,7.7022,28.7466666667,6.00333333333,11.5215333333,7.09516666667,6.60086666667,17.6612666667,9.89326666666,10.9192333333,7.2604
372.92,7.65840000001,28.7072666667,5.96646666667,11.5285333333,7.03529999999,6.5032,17.6385333333,9.84457777779,10.9204,7.1634
373.28,7.71246666667,28.7667333333,6.00546666667,11.5165333333,7.0528,6.50473333333,17.6526,9.85906666667,10.9117666667,7.1442
373.64,7.63806666667,28.855,5.96993333333,11.5165333333,7.03106666667,6.46773333333,17.6977333333,9.79680000001,10.9037333333,7.06373333333
374.00,7.756,28.9747333333,6.1168,11.6534,7.10556666667,6.56086666667,17.8439333333,9.83315555555,11.0563,7.16366666667
374.37,7.8544,29.0402666667,6.2296,11.7290666667,7.2105,6.59913333333,17.9538666667,9.88126666668,11.0639333333,7.19873333333
374.73,7.74540000001,29.0115333333,6.10586666667,11.6676,7.1124,6.41406666667,17.9402666667,9.81182222223,10.9106333333,7.06533333333
375.09,7.80599999999,29.119,6.2018,11.6988,7.16893333333,6.49766666667,18.0568666667,9.86151111112,10.9338666667,7.10406666667
375.45,7.8714,29.2106,6.29453333333,11.7878,7.23669999999,6.58466666667,18.1211333333,9.90839999999,11.0056666667,7.07126666667
375.81,7.91766666666,29.2535333333,6.3642,11.8935333333,7.34153333334,6.64906666667,18.2400666667,9.96864444444,11.0744333333,7.14013333333
376.18,8.15853333333,29.5118666666,6.6052,12.1304666667,7.58969999999,6.9226,18.5488666667,10.2154444444,11.3006666667,7.407
376.54,8.18406666667,29.5914,6.65226666667,12.0982,7.59923333333,6.92353333333,18.6080666667,10.2110666667,11.3181333333,7.423
376.90,8.24566666667,29.7184666667,6.7308,12.1908,7.64916666667,6.95153333333,18.7099333333,10.3035555556,11.3370333333,7.47466666667
377.26,8.37866666668,29.7708666667,6.92413333333,12.3101333333,7.74860000001,7.1102,18.8227333333,10.4109333333,11.4718666667,7.6194
377.63,8.33446666667,29.6846666667,6.85493333333,12.2104666667,7.63233333333,7.05793333333,18.7388,10.3670888889,11.3418,7.5648
377.99,8.28299999999,29.6516,6.8518,12.2208666667,7.65883333334,7.08406666667,18.7191333334,10.4143555556,11.2933,7.5468
378.35,8.15346666665,29.5544666667,6.7226,12.1006,7.54556666666,6.94693333333,18.6085333333,10.3171555555,11.1766333333,7.43853333333
378.71,8.3708,29.773,6.95246666667,12.2853333333,7.71733333333,7.1642,18.8470666667,10.4988666667,11.4583333333,7.64093333333
379.07,8.374,29.8033333333,6.90353333333,12.2725333334,7.71243333333,7.18613333333,18.8682666667,10.5162444444,11.4900666667,7.65966666667
379.44,8.28800000001,29.6762,6.8394,12.1473333333,7.6544,7.1052,18.8433333333,10.4497777778,11.3770333333,7.64893333333
379.80,8.23313333333,29.6782,6.7804,12.0522666667,7.53903333333,7.00013333333,18.8155333333,10.3995333333,11.3457333333,7.56473333333
380.16,8.1686,29.6451333333,6.71453333333,11.9865333333,7.47786666667,6.93546666667,18.7197333333,10.3314888889,11.2854333333,7.4806
380.52,7.98813333333,29.4723333333,6.48453333333,11.8282,7.31046666667,6.75546666667,18.5768,10.1349333333,11.1245666667,7.28453333333
380.88,7.98673333333,29.376,6.45206666667,11.7803333333,7.28076666666,6.76013333333,18.5740666667,10.1016666667,11.0697,7.26113333334
381.24,8.10020000001,29.4857333333,6.5208,11.9334666667,7.44803333333,6.8528,18.7389333333,10.2217333333,11.1884666667,7.3874
381.61,8.11879999999,29.5927333333,6.611,12.0234666667,7.50046666667,6.9038,18.8310666667,10.2674444445,11.3082666666,7.41633333333
381.97,8.11946666667,29.639,6.5416,11.9939333333,7.48979999999,6.8752,18.8588,10.2231111111,11.2786666667,7.3452
382.33,8.16626666667,29.6790666667,6.53366666667,11.9638,7.47866666667,6.85466666667,18.8676666667,10.2257111111,11.2641666667,7.31586666667
382.69,8.07986666666,29.5931333333,6.44233333333,11.9430666667,7.41713333334,6.72366666667,18.8474666666,10.1723333333,11.1527333333,7.26186666667
383.05,8.07240000001,29.6290666667,6.44933333333,11.9783333333,7.41786666666,6.67373333333,18.8881333333,10.1672888889,11.1852666667,7.21646666667
383.41,8.203,29.7515333333,6.53026666667,12.1218,7.50546666666,6.76293333333,18.9583333333,10.2286666667,11.2665,7.3
383.77,8.15093333333,29.7614,6.4724,12.1430666667,7.47923333333,6.74013333333,18.9139333333,10.2091111111,11.2136666667,7.2942
384.14,8.25079999999,29.8744666667,6.5672,12.2344666667,7.54259999999,6.8192,19.0248666667,10.29,11.3150666667,7.3906
