wavelength,Back_PooNigf,Belly_PooNigf,Breast_PooNigf,Crissum_PooNigf,Crown_PooNigf,DorTail_PooNigf,Patch10_PooNigf,Rump_PooNigf,Throat_PooNigf,WingTip_PooNigf
217.46,1.29446666668,19.9998666667,-4.4014,6.27826666668,7.24909999999,-9.32046666665,19.5469333333,0.25886666668,-5.56626666666,-8.86740000002
217.83,-7.25926666667,16.2962666667,-13.2592666667,0.07406666668,1.92593333333,-17.1852,18.2222,-2.29624444445,-14.2592,-21.1852666667
218.21,-4.2352,21.4117333333,-10.9020666667,3.21559999999,4.31366666666,-10.5098666667,19.0588,3.94775555556,-11.4508666667,-21.7254
218.59,-11.3241333333,18.5389333333,-14.5205333333,-2.28306666667,-2.46573333334,-17.8994666667,14.4293333333,1.36988888888,-21.5068666667,-33.1506666667
218.97,-46.0162666667,1.3008,-52.1952666667,-42.7641333333,-32.6016333333,-70.2439333333,-10.8942666667,-34.9592666666,-68.5365,-90.5691333334
219.34,-16.8553333333,24.7797999999,-24.1509333333,-22.7672,-6.22640000001,-38.4906666667,11.4465333333,-4.94757777775,-30.5030666667,-49.8114
219.72,-30.5425333333,20.6201333333,-45.1163333334,-40.1550666667,-12.9457666667,-57.9844,3.87593333332,-17.8293333334,-38.1395666667,-64.4961333333
220.10,-68.7036666666,-9.44446666672,-74.8147333333,-74.8148,-41.2037333333,-93.3332666666,-27.2222666667,-38.0863555557,-72.9629666667,-100.3704
220.47,-80.9756666667,-20.1627333333,-83.4145999999,-86.3413333333,-48.4552666667,-90.7315999999,-45.3658666667,-51.0026222222,-79.9188,-108.943133333
220.85,-84.9122000001,-22.2806666667,-91.5789333332,-102.982466667,-56.4034333333,-102.280533333,-52.4561333333,-58.8889555556,-92.1052,-118.421
221.23,-54.1667333334,1.52766666666,-49.4444,-69.0278000001,-23.6112,-61.6665999999,-18.1945333333,-24.7222444443,-60.6250333333,-66.9443333333
221.61,-80.5555999999,-8.88886666666,-76.8519333334,-92.7778666667,-46.2964666667,-100.0,-30.3704666667,-39.8765555555,-93.7037333333,-91.6666666667
221.98,-102.745066667,-24.3138,-101.9608,-109.999933333,-54.9999333334,-105.882266667,-42.7451333334,-59.0197555555,-112.451066667,-100.392266667
222.36,-113.5484,-30.7526666667,-109.462333333,-114.408666667,-62.1505,-115.053733333,-42.1505333333,-73.1182222224,-114.301033333,-101.0752
222.74,-78.2455999999,-2.45613333333,-76.3158000001,-71.0526666666,-31.1403666667,-79.2981999999,-8.07020000001,-44.3860666666,-68.5086666667,-51.7543999999
223.11,-47.4074,17.9011333333,-38.6420666667,-35.679,-4.25923333335,-39.3827333333,15.5554666666,-13.7859555555,-35.1853,-23.0864666667
223.49,-90.7692000001,-12.6495333333,-79.487,-73.6751999999,-29.8291666667,-87.8633333333,-8.88893333333,-57.8347555556,-81.6238333334,-50.0854000001
223.87,-82.2221333332,-13.1624,-69.7436,-68.7179333333,-27.7778,-82.7351999999,-10.7692,-54.2450888889,-81.1111666667,-44.1026
224.24,-91.6127999998,-7.0968,-88.3870666666,-77.6344666666,-39.8924,-100.645133333,-7.31173333334,-71.8996444444,-87.2042333334,-53.5484
224.62,-74.9494666665,-9.29293333334,-69.2928666666,-50.101,-39.596,-76.1616,3.43426666666,-55.0168444445,-65.9595,-33.9394
225.00,-71.7241333333,12.6436666666,-60.4597333333,-21.6090666667,-18.276,-54.4828666666,24.8276666667,-39.9232888889,-46.7816333334,-14.9424666666
225.38,-85.6789333332,4.93833333333,-85.6790666667,-30.8642,-34.0740666667,-70.3704000001,-3.45673333326,-61.3991555556,-50.4937666666,-19.2592
225.75,-105.252666667,-29.4949333333,-100.404066667,-57.7778,-53.2324000001,-83.0304000001,-36.1616666667,-78.3838666667,-69.5960666666,-43.0303333333
226.13,-72.5925333334,-18.2222,-66.5184666668,-35.8518,-41.2591,-66.5184666667,-35.1111333333,-57.4322222222,-42.2222333333,-25.037
226.51,-94.3704666667,-41.4814,-94.963,-60.0000666667,-57.6296666667,-85.7777333333,-59.8518666666,-80.8396,-69.9999333334,-53.9260666667
226.88,-189.791666667,-123.958333333,-195.208333333,-159.375,-152.395833333,-176.875,-158.541666667,-184.027777778,-172.291666667,-150.833333333
227.26,-357.894733333,-270.175533333,-378.947466667,-310.526266667,-322.982466667,-334.736733333,-303.5088,-352.631577778,-341.4035,-311.9298
227.64,-177.3332,-116.000066667,-188.444466667,-143.777866667,-149.444233333,-142.6666,-142.888733333,-164.592444444,-164.4445,-155.999866667
228.01,-185.454466666,-117.171733333,-189.898933333,-147.272733333,-147.8788,-146.6668,-149.293066667,-167.003377778,-165.3536,-155.353466666
228.39,-118.472133333,-69.3055333333,-114.861133333,-90.0,-85.2778000001,-87.3610666668,-89.4444000001,-104.444511111,-107.986166667,-90.5555333333
228.76,-107.307666667,-57.3078,-101.282066667,-79.7435999999,-74.3590333333,-79.2307333334,-80.1280666666,-94.1879111112,-98.3974666667,-78.8462666667
229.14,-88.0645333333,-50.1075333333,-82.7957999999,-71.5055333334,-64.6236,-71.6129333335,-67.4194,-78.7455555555,-86.6666999999,-69.8925333334
229.52,-89.6618000001,-55.7487333333,-80.7730666667,-73.5265333333,-67.3912333333,-74.9759333334,-65.9902,-76.3283777778,-87.9227000001,-74.0097999999
229.89,-106.9006,-63.9766666666,-93.0994666667,-91.4618,-78.8887666667,-90.4095333333,-78.3626666667,-93.2165555555,-112.865466667,-95.3216000001
230.27,-100.864266667,-58.6418666667,-82.0987333334,-84.1974666667,-64.3826333334,-81.6048666666,-66.5432666667,-85.102911111,-110.4321,-90.7407333333
230.65,-72.4137999999,-31.6092666667,-47.3563333333,-54.7127333334,-40.6896333333,-55.2872,-37.2413333333,-52.0689777777,-79.3102333333,-61.3793333334
231.02,-34.0845333333,-2.25353333335,-11.9249333333,-15.7746,-9.24869999999,-16.7136666667,-3.75586666666,-13.7716,-35.3989666667,-21.5024
231.40,-27.173,6.66666739999e-05,-6.07586666667,-11.5610666667,-5.14766666667,-10.4642666667,-3.03793333333,-8.63573333335,-29.9578333333,-10.3797333333
