wavelength,Back_TiaFulf,Belly_TiaFulf,Breast_TiaFulf,Crissum_TiaFulf,Crown_TiaFulf,DorTail_TiaFulf,Rump_TiaFulf,Throat_TiaFulf,WingTip_TiaFulf
530.39,9.84977777777,29.6251111111,14.6686666667,20.3302222222,7.85966666666,8.84561111111,10.2588888889,18.3444444445,9.93533333333
530.73,9.86477777777,29.649,14.6858888889,20.3682222222,7.88488888889,8.87666666667,10.2795555555,18.3848888889,9.95888888891
531.08,9.88044444443,29.6393333333,14.6841111111,20.3681111111,7.89555555556,8.90433333333,10.2995555556,18.4107777778,9.95844444444
531.42,9.90244444445,29.6677777778,14.7066666667,20.4097777778,7.92166666667,8.92161111111,10.3436666667,18.4328888889,9.96622222222
531.77,9.90377777777,29.7132222222,14.7104444445,20.4446666667,7.921,8.92483333333,10.3451111111,18.4525555556,9.97711111112
532.11,9.9151111111,29.7438888889,14.7268888889,20.4781111111,7.93144444444,8.93822222222,10.354,18.4633333333,9.98022222223
532.46,9.934,29.7573333333,14.7387777778,20.4981111111,7.94633333333,8.94777777778,10.3721111111,18.4938888889,9.99955555556
532.80,9.962,29.8314444444,14.7621111111,20.559,7.97644444444,8.968,10.4087777778,18.5394444444,10.019
533.15,9.98522222223,29.8465555556,14.8001111111,20.5752222222,7.98533333334,9.00111111111,10.4183333333,18.5548888889,10.0354444444
533.49,10.0024444445,29.8968888889,14.8097777778,20.6004444444,8.00666666667,9.03494444444,10.4494444444,18.5817777778,10.0504444444
533.84,10.0057777778,29.9007777778,14.8188888889,20.5957777778,8.01022222222,9.03233333333,10.4507777778,18.5868888889,10.0623333334
534.18,10.038,29.9488888889,14.8487777778,20.635,8.034,9.03772222222,10.4861111111,18.6175555555,10.0825555556
534.52,10.0373333333,29.9545555556,14.8663333333,20.6568888889,8.05266666667,9.05027777778,10.49,18.6453333333,10.0833333333
534.87,10.0654444445,29.9817777778,14.8756666667,20.6747777778,8.07622222222,9.061,10.4924444444,18.6604444445,10.0955555556
535.21,10.0814444444,29.9975555556,14.8933333334,20.6862222222,8.08277777778,9.07227777778,10.511,18.6762222222,10.1054444445
535.56,10.1012222222,30.0455555555,14.9454444444,20.7227777778,8.10411111111,9.10544444444,10.5422222222,18.7171111111,10.1451111111
535.90,10.1034444445,30.0633333333,14.9631111111,20.7482222222,8.10311111111,9.10811111111,10.534,18.7261111111,10.146
536.25,10.1068888889,30.0625555556,14.9461111111,20.7728888889,8.10588888889,9.09344444444,10.5328888889,18.7405555555,10.1547777778
536.59,10.1156666667,30.0411111111,14.9766666667,20.7751111111,8.11955555555,9.09661111111,10.5242222222,18.7632222222,10.1802222222
536.93,10.1645555555,30.1152222222,15.0273333333,20.8336666666,8.17033333333,9.17466666667,10.5793333333,18.8293333333,10.1992222222
537.28,10.1797777778,30.1522222222,15.0577777778,20.8723333334,8.18744444444,9.21327777778,10.6013333333,18.8614444444,10.2237777778
537.62,10.1795555556,30.1662222222,15.0593333333,20.8868888889,8.17311111111,9.22961111111,10.601,18.8624444445,10.255
537.97,10.2071111111,30.1712222222,15.0898888889,20.9215555556,8.18411111111,9.27866666667,10.6483333333,18.9154444444,10.2726666667
538.31,10.2193333333,30.2143333333,15.1241111111,20.9706666667,8.21777777778,9.30649999999,10.6814444444,18.9838888889,10.31
538.65,10.2421111111,30.2504444445,15.1233333333,21.0267777778,8.241,9.32705555557,10.6963333333,18.9943333333,10.3092222222
539.00,10.2327777778,30.2475555556,15.1255555556,21.0105555555,8.237,9.33472222223,10.7075555555,18.9954444444,10.3117777778
539.34,10.1997777778,30.2823333333,15.1215555555,20.9977777778,8.198,9.32688888888,10.6924444444,18.9807777778,10.311
539.69,10.178,30.287,15.096,21.0101111111,8.17422222222,9.30305555557,10.6692222222,18.9676666667,10.2857777778
540.03,10.147,30.2421111111,15.0803333333,21.0131111111,8.12788888889,9.24466666666,10.6432222222,18.9,10.2605555556
540.37,10.1297777778,30.2492222222,15.087,21.0453333334,8.11988888889,9.24844444444,10.6453333333,18.8905555556,10.252
540.72,10.1518888889,30.2912222222,15.1091111111,21.0825555556,8.132,9.26250000001,10.664,18.9113333333,10.2592222222
541.06,10.1307777778,30.2792222222,15.1008888889,21.0821111111,8.12377777778,9.25561111111,10.6611111111,18.9002222222,10.2698888889
541.40,10.1033333333,30.2904444444,15.0853333333,21.073,8.10288888889,9.24555555556,10.6316666667,18.8835555556,10.2395555556
541.75,10.0807777778,30.2566666667,15.0595555555,21.0494444444,8.06322222222,9.22777777779,10.6094444444,18.8702222222,10.2293333333
542.09,10.0961111111,30.2786666667,15.0757777778,21.085,8.06455555556,9.23449999999,10.6126666667,18.8957777778,10.2551111111
542.43,10.1185555556,30.3008888889,15.1063333333,21.1086666667,8.09777777778,9.26388888888,10.6454444444,18.9492222222,10.2596666667
542.78,10.1353333333,30.3331111111,15.1327777778,21.1271111111,8.10455555556,9.28894444443,10.6724444445,18.9814444444,10.2888888889
543.12,10.1698888889,30.3888888889,15.1781111111,21.1631111111,8.13555555555,9.33888888889,10.7103333333,19.0648888889,10.3324444444
543.46,10.1693333333,30.3936666667,15.18,21.161,8.12244444444,9.32561111111,10.6994444445,19.0945555556,10.3321111111
543.81,10.1718888889,30.396,15.1891111111,21.1664444444,8.12166666667,9.34238888888,10.6891111111,19.1284444444,10.3293333333
544.15,10.2076666667,30.4702222222,15.2581111111,21.2375555555,8.14744444444,9.36605555557,10.7133333333,19.1928888889,10.3627777778
544.49,10.2733333333,30.5061111111,15.2991111111,21.2906666667,8.17477777778,9.41994444446,10.7767777778,19.2465555556,10.4141111111
544.84,10.3251111111,30.5542222222,15.3733333333,21.3371111111,8.23233333333,9.4738888889,10.8193333333,19.3108888889,10.4546666667
545.18,10.3085555556,30.5682222222,15.3675555556,21.3287777778,8.22366666666,9.48066666668,10.805,19.3098888889,10.43
545.52,10.3218888889,30.616,15.3928888889,21.4021111111,8.22755555556,9.49455555556,10.8205555556,19.3383333333,10.4434444445
545.87,10.3611111111,30.6467777778,15.4298888889,21.4541111111,8.27611111111,9.5346111111,10.8568888889,19.373,10.4581111111
546.21,10.3326666667,30.6507777778,15.4053333333,21.4431111111,8.26388888889,9.51611111111,10.8365555556,19.3596666666,10.4275555556
546.55,10.3901111111,30.7374444444,15.4773333334,21.5067777778,8.32744444444,9.58172222222,10.8895555556,19.4061111111,10.4895555556
546.90,10.4052222222,30.7982222222,15.5093333333,21.5593333333,8.35366666667,9.5965,10.9348888889,19.4196666667,10.5038888889
547.24,10.3717777778,30.8096666667,15.4895555555,21.5586666667,8.356,9.57327777778,10.9167777778,19.4068888889,10.4738888889
547.58,10.3505555556,30.8417777778,15.5018888889,21.5945555556,8.37333333334,9.54877777777,10.912,19.4257777778,10.464
547.92,10.3505555555,30.9046666667,15.4993333333,21.65,8.38022222222,9.52033333334,10.9111111111,19.4491111111,10.4494444445
548.27,10.3834444445,30.9545555555,15.5658888889,21.6974444444,8.44633333333,9.55672222221,10.9564444445,19.5054444445,10.4875555556
548.61,10.4193333333,30.9883333333,15.606,21.7333333333,8.49633333334,9.59944444443,10.9704444444,19.534,10.5186666667
548.95,10.4218888889,31.0695555555,15.6298888889,21.812,8.51933333333,9.6053888889,10.9885555556,19.5564444444,10.5171111111
549.29,10.4932222222,31.146,15.6952222222,21.8984444444,8.56911111111,9.6655,11.0207777778,19.6267777778,10.6158888889
549.64,10.4932222222,31.186,15.6827777778,21.9262222222,8.55855555556,9.65444444443,10.9992222222,19.6452222222,10.5945555556
549.98,10.5134444444,31.1976666667,15.7015555555,21.9284444445,8.56866666667,9.6621111111,10.9953333333,19.6703333333,10.6201111111
550.32,10.6065555556,31.2978888889,15.7822222222,21.9924444444,8.57322222222,9.74294444443,11.061,19.7342222222,10.6683333333
550.66,10.671,31.3624444444,15.8408888889,22.065,8.59188888889,9.79038888888,11.0962222222,19.7834444444,10.6956666667
551.01,10.7227777778,31.4636666667,15.9346666667,22.1395555556,8.63644444444,9.84800000001,11.1701111111,19.8796666666,10.7791111111
551.35,10.7367777778,31.5043333333,15.9494444445,22.2115555555,8.61933333334,9.85233333332,11.1856666667,19.8902222222,10.7851111111
551.69,10.74,31.5025555556,15.9743333333,22.1954444444,8.61333333333,9.84005555556,11.1876666667,19.8694444444,10.7873333333
552.03,10.751,31.4803333333,15.9616666667,22.1726666667,8.58011111111,9.84127777778,11.1953333333,19.8786666667,10.7822222222
552.38,10.7466666667,31.5298888889,15.9816666667,22.2056666667,8.57711111111,9.84466666668,11.2314444445,19.8943333334,10.7635555555
552.72,10.703,31.4824444444,15.9613333333,22.1603333333,8.53533333333,9.83166666666,11.231,19.8562222222,10.7326666667
553.06,10.723,31.5238888889,16.0417777778,22.2286666666,8.55033333333,9.83583333333,11.2532222222,19.9185555556,10.7734444445
553.40,10.7368888889,31.541,16.0385555556,22.272,8.60444444444,9.85272222222,11.2833333333,19.9333333333,10.7721111111
553.74,10.7081111111,31.503,16.0114444444,22.2184444444,8.60644444445,9.84133333332,11.266,19.8965555556,10.7984444444
554.09,10.7221111111,31.4886666667,16.0152222222,22.2237777778,8.633,9.86005555557,11.2851111111,19.8873333333,10.7885555556
554.43,10.741,31.5036666667,15.9998888889,22.2366666667,8.65822222222,9.87211111112,11.3248888889,19.9088888889,10.7963333333
554.77,10.7621111111,31.5047777778,15.9866666667,22.279,8.658,9.89172222222,11.339,19.9617777778,10.787
555.11,10.7903333333,31.5744444444,16.0498888889,22.3732222222,8.72244444445,9.91972222221,11.3764444445,20.0318888889,10.8337777778
555.45,10.7515555556,31.5298888889,16.0117777778,22.3707777778,8.71222222222,9.88655555554,11.3393333333,20.01,10.8036666667
555.80,10.8232222222,31.6023333333,16.0914444445,22.4734444445,8.80544444444,9.93005555556,11.3908888889,20.1353333333,10.8783333333
556.14,10.8712222222,31.6727777778,16.1206666667,22.5483333333,8.84811111111,9.9978888889,11.4458888889,20.1692222222,10.8816666667
556.48,10.9523333333,31.7576666667,16.213,22.6053333334,8.90722222222,10.0672222222,11.5222222222,20.2855555556,10.9501111111
556.82,10.9962222222,31.8297777778,16.2942222222,22.7005555556,8.93733333333,10.1102777778,11.581,20.365,10.9777777778
557.16,10.9594444444,31.8113333333,16.2911111111,22.6927777778,8.92066666667,10.1106111111,11.5711111111,20.3182222222,10.9662222222
557.50,11.0,31.8553333333,16.334,22.7331111111,8.936,10.1399444445,11.5881111111,20.3536666667,11.007
557.85,10.9551111111,31.8808888889,16.2936666667,22.7153333333,8.92444444445,10.0915555556,11.5935555556,20.3175555556,10.979
558.19,10.9991111111,31.9026666667,16.3083333333,22.6892222222,8.91011111111,10.1104444445,11.61,20.3502222222,10.9933333334
558.53,11.0142222222,31.9376666667,16.343,22.6906666667,8.90877777778,10.1133333333,11.5926666667,20.3647777778,11.0228888889
558.87,11.0094444445,31.9625555556,16.3265555556,22.7115555556,8.90655555556,10.1077222222,11.59,20.3486666667,11.0021111111
559.21,10.9562222222,31.9015555556,16.236,22.6334444444,8.86688888889,10.0621666667,11.5143333333,20.2924444444,10.9634444445
559.55,10.8601111111,31.8753333333,16.1502222222,22.5833333333,8.77344444444,9.9631111111,11.4237777778,20.192,10.8982222222
559.89,10.8423333333,31.8971111111,16.1458888889,22.5965555556,8.75088888889,9.95627777778,11.3985555555,20.1876666667,10.8962222222
560.23,10.8285555555,31.9037777778,16.1392222222,22.6255555556,8.72155555556,9.94944444444,11.3996666667,20.2087777778,10.8856666667
560.58,10.8202222222,31.9494444444,16.1775555556,22.6831111111,8.747,9.98738888888,11.3901111111,20.2413333333,10.9013333333
560.92,10.8297777778,31.9582222222,16.2205555556,22.6938888889,8.764,10.0068333333,11.4065555556,20.2514444444,10.9401111111
561.26,10.8052222222,31.9721111111,16.2386666667,22.7317777778,8.75311111111,9.98811111112,11.3905555555,20.2068888889,10.9521111111
561.60,10.8213333334,31.9922222222,16.2315555555,22.7293333334,8.75966666667,10.02,11.4187777778,20.2036666667,10.905
561.94,10.7773333333,31.9681111111,16.2247777778,22.6992222222,8.72933333333,10.0111666667,11.3785555556,20.1981111111,10.888
562.28,10.7618888889,31.9787777778,16.2204444444,22.6674444444,8.721,9.95905555557,11.3956666667,20.1732222222,10.8863333333
562.62,10.738,31.9353333333,16.1883333333,22.6874444445,8.72577777778,9.96044444446,11.3691111111,20.1532222222,10.8704444445
562.96,10.7964444444,31.9651111111,16.2205555556,22.7068888889,8.77766666667,9.99822222221,11.4178888889,20.1804444444,10.875
563.30,10.8013333333,31.9665555555,16.2124444444,22.7016666666,8.78766666666,9.95677777777,11.4027777778,20.194,10.8634444444
563.64,10.7781111111,31.9252222222,16.1687777778,22.6436666667,8.76833333333,9.9156111111,11.397,20.1791111111,10.8183333334
563.99,10.7917777778,31.9361111111,16.211,22.6835555556,8.77211111111,9.95072222221,11.4123333333,20.1987777778,10.8087777778
564.33,10.8133333333,31.9457777778,16.206,22.7151111111,8.79033333333,9.98816666666,11.4547777778,20.219,10.8268888889
564.67,10.8955555556,32.0253333334,16.3078888889,22.7882222222,8.854,10.0409444445,11.5507777778,20.2946666667,10.9257777778
565.01,10.9364444444,32.0718888889,16.321,22.8756666667,8.87111111111,10.0508333333,11.5952222222,20.2983333333,10.955
565.35,11.0334444444,32.1391111111,16.4458888889,22.9916666667,8.96133333334,10.1830555555,11.698,20.4175555556,11.0591111111
565.69,11.1154444445,32.1974444444,16.5354444445,23.0338888889,9.008,10.2421666667,11.759,20.4698888889,11.1144444445
566.03,11.0765555556,32.1963333333,16.5131111111,23.0318888889,9.00644444445,10.2226111111,11.7607777778,20.4511111111,11.1252222222
566.37,11.1323333333,32.2802222222,16.5833333333,23.1064444444,9.05122222222,10.2945555556,11.807,20.5062222222,11.1605555555
566.71,11.1435555556,32.3017777778,16.6382222222,23.1355555555,9.06755555556,10.3201111111,11.8157777778,20.5181111111,11.1993333333
567.05,11.177,32.3215555555,16.6515555556,23.1797777778,9.05944444444,10.3467222222,11.8176666667,20.5477777778,11.236
567.39,11.1504444445,32.3223333334,16.6404444445,23.1773333333,9.05377777778,10.3500555556,11.787,20.5726666667,11.2225555556
567.73,11.1216666667,32.3062222222,16.6332222222,23.1738888889,9.05688888889,10.3479444445,11.7693333333,20.5474444445,11.2022222222
568.07,11.1398888889,32.3561111111,16.6811111111,23.1697777778,9.06811111111,10.3998333333,11.8091111111,20.6026666667,11.2163333334
568.41,11.0807777778,32.3595555555,16.6245555556,23.146,9.02844444444,10.3461666667,11.756,20.5725555556,11.1494444444
568.75,11.0518888889,32.3931111111,16.6487777778,23.1827777778,9.02388888889,10.3551666667,11.7445555556,20.6058888889,11.1708888889
569.09,11.0784444444,32.3935555556,16.682,23.2157777778,9.0,10.351,11.7227777778,20.5973333333,11.1267777778
569.43,11.092,32.4342222222,16.7244444444,23.2455555555,9.02233333333,10.3863888889,11.7353333333,20.6225555555,11.1643333333
569.77,11.1074444444,32.4452222222,16.7042222222,23.271,9.01411111111,10.3910555556,11.7583333333,20.6157777778,11.1854444445
570.11,11.17,32.5602222222,16.7885555556,23.3232222222,9.10255555556,10.4626111111,11.864,20.6865555555,11.2514444445
570.45,11.2665555556,32.6396666666,16.9184444445,23.4282222222,9.20122222222,10.5055,11.9567777778,20.7505555555,11.3491111111
570.79,11.2814444444,32.7266666667,16.9504444444,23.5218888889,9.19655555556,10.5350555555,11.9543333333,20.8222222222,11.3797777778
571.13,11.2908888889,32.7195555556,16.979,23.5362222222,9.21844444444,10.5432222222,11.9408888889,20.8142222222,11.417
571.47,11.3116666667,32.7644444444,17.0122222222,23.5664444445,9.26788888889,10.5574444444,11.9666666667,20.8276666667,11.4692222222
571.81,11.336,32.7882222222,17.0162222222,23.5888888889,9.30022222222,10.5826111111,12.0008888889,20.838,11.4644444445
572.15,11.3355555556,32.8125555556,17.0354444444,23.6064444444,9.33644444444,10.6371666667,12.007,20.8757777778,11.527
572.49,11.3255555556,32.7685555556,16.9966666667,23.5805555556,9.32577777778,10.6185555556,11.9892222222,20.8393333333,11.5224444444
572.83,11.3587777778,32.8291111111,17.0387777778,23.6097777778,9.34777777778,10.6342222222,12.0235555555,20.8741111111,11.5164444444
573.17,11.3522222222,32.7887777778,17.0255555555,23.6194444445,9.33855555556,10.5943888889,11.9885555555,20.8628888889,11.5072222222
573.51,11.2753333333,32.7483333333,16.9538888889,23.5677777778,9.29533333333,10.5790555555,11.9508888889,20.8213333333,11.4367777778
573.85,11.2694444444,32.7002222222,16.9388888889,23.5294444444,9.29888888889,10.5845555555,11.9378888889,20.8008888889,11.4311111111
574.19,11.2957777778,32.7592222222,16.955,23.5511111111,9.28911111111,10.5940555556,11.9611111111,20.7842222222,11.4364444444
574.53,11.3282222222,32.716,16.9767777778,23.5645555556,9.27755555556,10.6281111111,11.9714444444,20.7877777778,11.4416666667
574.87,11.3463333333,32.7186666667,17.031,23.5827777778,9.28377777778,10.6398333333,12.0107777778,20.845,11.4888888889
575.21,11.3586666667,32.761,17.0626666667,23.6086666667,9.27466666667,10.6409444444,12.0514444444,20.8911111111,11.4858888889
575.55,11.3563333333,32.8024444444,17.111,23.6394444444,9.27777777778,10.6331111111,12.0768888889,20.9097777778,11.4738888889
575.89,11.3205555556,32.7877777778,17.1097777778,23.6313333333,9.23433333333,10.6351111111,12.0335555556,20.9262222222,11.4616666667
576.22,11.3035555556,32.8574444444,17.1376666667,23.6664444445,9.242,10.6692222222,12.0574444445,20.9502222222,11.4767777778
576.56,11.3378888889,32.9233333333,17.1731111111,23.6947777778,9.23322222222,10.6663333333,12.0584444445,20.9677777778,11.4767777778
576.90,11.3732222222,32.9402222222,17.1738888889,23.7484444445,9.25888888889,10.7005555555,12.0837777778,21.0022222222,11.4864444444
577.24,11.3207777778,32.8713333333,17.1455555556,23.7495555556,9.23988888889,10.6890555556,12.0198888889,21.011,11.4247777778
577.58,11.3274444444,32.9445555556,17.1162222222,23.8067777778,9.22688888889,10.7045555555,12.0322222222,21.0628888889,11.4055555556
577.92,11.3152222222,32.9703333333,17.0801111111,23.8236666666,9.22811111111,10.7141111111,11.9977777778,21.0443333333,11.3567777778
578.26,11.3314444444,33.012,17.1022222222,23.8591111111,9.24344444445,10.7283888889,11.998,21.038,11.3601111111
578.60,11.2948888889,32.975,17.0343333333,23.7922222222,9.20044444445,10.7686111111,11.9645555555,21.0366666667,11.3164444445
578.94,11.3775555556,33.031,17.0872222222,23.8446666667,9.31277777778,10.8296111111,12.0415555556,21.1116666667,11.3743333333
579.28,11.3811111111,33.0342222222,17.0547777778,23.8417777778,9.30988888889,10.8162777778,11.9995555555,21.1262222222,11.3911111111
579.61,11.3432222222,33.0287777778,17.0101111111,23.8465555556,9.27722222222,10.8121666667,11.9742222222,21.1385555555,11.4168888889
579.95,11.2466666667,32.9664444444,16.9434444445,23.7657777778,9.193,10.7190555555,11.9248888889,21.0984444444,11.3268888889
580.29,11.2402222222,32.9911111111,16.9343333333,23.7622222222,9.19088888889,10.7200555556,11.9647777778,21.1095555556,11.3562222222
580.63,11.2425555556,33.0327777778,17.0252222222,23.7823333333,9.23066666667,10.7451111111,11.9842222222,21.137,11.4234444445
580.97,11.2452222222,33.0307777778,17.0338888889,23.7747777778,9.19966666667,10.7115,11.9822222222,21.1257777778,11.4014444444
581.31,11.1924444444,33.019,16.9947777778,23.726,9.17022222222,10.6841111111,11.9543333333,21.1216666667,11.3823333333
581.65,11.2385555556,33.1024444444,17.0544444445,23.8392222222,9.20344444444,10.6426666667,11.9935555555,21.1835555556,11.4392222222
581.98,11.2348888889,33.1336666667,17.0903333333,23.8872222222,9.18411111111,10.6823888889,11.9891111111,21.2051111111,11.4845555556
582.32,11.2556666667,33.1423333333,17.127,23.9317777778,9.18122222222,10.7126666667,12.0237777778,21.2322222222,11.4332222222
582.66,11.33,33.1727777778,17.1732222222,23.9785555556,9.21544444444,10.7600555555,12.0687777778,21.2981111111,11.4921111111
583.00,11.4718888889,33.3298888889,17.3292222222,24.1223333333,9.32477777779,10.8551666667,12.1771111111,21.4165555556,11.6296666667
583.34,11.5074444444,33.3965555556,17.3578888889,24.1811111111,9.35922222221,10.8562777778,12.187,21.4507777778,11.6583333334
583.68,11.489,33.4014444444,17.3335555556,24.1875555556,9.34522222222,10.8238888889,12.1807777778,21.47,11.6524444444
584.01,11.4751111111,33.4691111111,17.3371111111,24.2064444445,9.34733333333,10.8227222222,12.1935555556,21.516,11.7183333333
584.35,11.5755555556,33.4727777778,17.389,24.3067777778,9.39522222221,10.8891666667,12.2412222222,21.5944444444,11.7804444444
584.69,11.6744444444,33.6294444445,17.464,24.4013333334,9.50733333333,11.0115555556,12.3535555556,21.7217777778,11.9106666667
585.03,11.693,33.6644444444,17.5268888889,24.4675555556,9.54177777777,11.0615555556,12.4076666667,21.7472222222,11.9275555556
585.37,11.6874444444,33.6944444445,17.4955555556,24.4525555556,9.52999999999,11.0651111111,12.4042222222,21.736,11.9012222222
585.70,11.66,33.6353333333,17.477,24.4235555556,9.53233333332,11.0516666667,12.3797777778,21.699,11.8452222222
586.04,11.6112222222,33.6328888889,17.4206666667,24.3721111111,9.50888888889,11.0041666667,12.3212222222,21.6354444444,11.7778888889
586.38,11.7227777778,33.7063333333,17.5313333333,24.458,9.59688888888,11.0821666667,12.4057777778,21.7252222222,11.8457777778
586.72,11.8111111111,33.7286666666,17.5785555556,24.5335555555,9.66511111111,11.1393333333,12.4555555556,21.7508888889,11.8827777778
587.06,11.9504444444,33.7918888889,17.6817777778,24.6081111111,9.76777777777,11.2689444444,12.5541111111,21.8255555556,11.986
587.39,11.8268888889,33.7374444445,17.5694444445,24.5231111111,9.66122222221,11.1305555555,12.4555555556,21.6918888889,11.8862222222
587.73,11.7677777778,33.6135555556,17.5514444444,24.4804444444,9.59444444446,11.0789444445,12.3875555556,21.6255555556,11.8133333334
588.07,11.7844444444,33.6384444444,17.4984444445,24.4656666667,9.57533333332,11.0546666667,12.3633333333,21.5536666667,11.8235555556
588.41,11.8444444444,33.7011111111,17.5967777778,24.5023333334,9.62811111111,11.089,12.4185555556,21.6005555556,11.9476666667
588.74,11.8674444444,33.7906666666,17.6555555556,24.5271111111,9.6258888889,11.1212222222,12.4575555555,21.639,11.9877777778
589.08,11.9171111111,33.8543333333,17.7063333333,24.6241111111,9.66199999999,11.1748888889,12.5228888889,21.6907777778,12.0562222222
589.42,11.8553333334,33.801,17.6481111111,24.5658888889,9.59011111111,11.1375,12.4915555555,21.6572222222,12.0373333333
589.76,11.7806666667,33.7883333333,17.6248888889,24.5016666667,9.51099999999,11.094,12.4712222222,21.618,11.9434444444
590.09,11.6851111111,33.7816666667,17.5875555556,24.5271111111,9.46088888889,11.0501111111,12.4491111111,21.578,11.8828888889
590.43,11.8384444444,33.9275555556,17.7492222222,24.6442222222,9.5671111111,11.2166666667,12.575,21.7342222222,11.9984444445
590.77,11.7961111111,33.9106666667,17.7057777778,24.5807777778,9.52855555555,11.2069444444,12.5356666667,21.6782222222,11.9611111111
591.11,11.7198888889,33.8191111111,17.6471111111,24.4964444444,9.44933333334,11.1328888889,12.4713333333,21.65,11.8848888889
591.44,11.7392222222,33.8397777778,17.682,24.5756666667,9.44488888888,11.1636111111,12.4865555556,21.6918888889,11.8855555556
591.78,11.7405555555,33.8938888889,17.7301111111,24.6456666667,9.48811111111,11.2018333333,12.5028888889,21.6938888889,11.9168888889
592.12,11.7715555556,33.8552222222,17.8083333333,24.6848888889,9.53355555557,11.2938888889,12.5625555555,21.7566666667,11.9673333333
592.46,11.7607777778,33.9053333333,17.8267777778,24.7206666667,9.52744444446,11.3274444444,12.5685555555,21.7861111111,11.9278888889
592.79,11.7815555556,33.9798888889,17.8845555555,24.7822222222,9.53344444444,11.3618888889,12.5718888889,21.8311111111,11.99
593.13,11.7442222222,33.8713333333,17.8142222222,24.7031111111,9.51322222222,11.2944444445,12.4826666667,21.8051111111,11.92
593.47,11.6984444444,33.8585555555,17.7981111111,24.6875555555,9.51433333334,11.2967777778,12.4854444444,21.7993333333,11.9201111111
593.80,11.7836666667,33.9101111111,17.8737777778,24.7598888889,9.58711111112,11.3408888889,12.5291111111,21.8963333333,11.9756666667
594.14,11.9178888889,34.0896666667,18.0392222222,24.9377777778,9.76244444446,11.4607222222,12.7175555556,22.0327777778,12.0904444445
594.48,11.8975555556,34.0677777778,18.0258888889,24.8723333333,9.75666666668,11.4551111111,12.6886666667,22.016,12.0626666667
594.81,11.9247777778,33.9912222222,17.9493333333,24.8464444444,9.76322222223,11.4447222222,12.6401111111,21.9996666667,12.0017777778
595.15,11.8806666667,34.0198888889,17.9137777778,24.7701111111,9.70877777779,11.3847222222,12.5905555556,21.9332222222,11.9752222222
595.49,11.9396666667,34.1193333333,18.0161111111,24.8657777778,9.7941111111,11.4336666667,12.6495555556,22.0142222222,12.0808888889
595.82,12.0174444445,34.1857777778,18.0496666666,24.9334444444,9.85055555554,11.4648888889,12.6924444444,22.0392222222,12.0834444445
596.16,12.1577777778,34.3235555555,18.1372222222,25.0545555556,9.96644444447,11.5787777778,12.7975555556,22.1116666667,12.1985555555
596.50,12.2375555556,34.4266666666,18.1967777778,25.1531111111,10.0165555556,11.6352777778,12.8592222222,22.183,12.2747777778
596.83,12.1878888889,34.4298888889,18.1564444444,25.1624444444,9.97644444447,11.6132222222,12.8445555555,22.1302222222,12.2542222222
597.17,12.1198888889,34.3638888889,18.0887777778,25.1394444445,9.90188888888,11.5910555555,12.7836666667,22.0903333333,12.2004444444
597.51,12.1025555555,34.4211111111,18.0824444445,25.1827777778,9.92833333333,11.6027777778,12.7954444445,22.0861111111,12.2161111111
597.84,12.0733333333,34.4681111111,18.1581111111,25.1961111111,9.9212222222,11.6201111111,12.8038888889,22.0781111111,12.2508888889
598.18,12.1124444444,34.5452222222,18.1807777778,25.2473333333,9.972,11.6759444444,12.8621111111,22.1325555556,12.287
598.52,12.1798888889,34.6218888889,18.2013333333,25.2854444444,10.0336666667,11.7585555556,12.9167777778,22.1468888889,12.3655555556
598.85,12.1296666667,34.5853333333,18.2127777778,25.2786666667,10.0595555556,11.7872222222,12.8871111111,22.1803333334,12.3727777778
599.19,11.9987777778,34.5261111111,18.1915555556,25.1472222222,9.93488888887,11.7226111111,12.8298888889,22.1274444444,12.2928888889
599.53,11.9007777778,34.4294444444,18.1608888889,25.072,9.87055555553,11.6381111111,12.7405555556,22.05,12.185
599.86,11.942,34.4821111111,18.2028888889,25.1281111111,9.87277777779,11.6506666667,12.7632222222,22.0564444444,12.1805555555
600.20,11.9688888889,34.5413333333,18.2138888889,25.0993333333,9.88144444446,11.6193333333,12.7036666667,22.0806666667,12.2141111111
600.53,11.9924444444,34.5393333333,18.2441111111,25.1356666667,9.88311111112,11.5962777778,12.7191111111,22.0726666667,12.2036666667
600.87,11.9804444444,34.5121111111,18.1906666667,25.1501111111,9.85255555554,11.5575555556,12.7136666667,22.099,12.1811111111
601.21,11.9792222222,34.5112222222,18.2381111111,25.1957777778,9.82522222222,11.5461666667,12.639,22.1072222222,12.1492222222
601.54,11.8896666666,34.3692222222,18.1404444445,25.112,9.72766666665,11.4582777778,12.5722222222,22.0653333333,12.0274444444
601.88,11.911,34.3533333334,18.1085555556,25.0592222222,9.67011111111,11.4579444444,12.5926666667,22.0413333333,12.071
602.21,11.9797777778,34.4288888889,18.1407777778,25.172,9.71666666667,11.5095,12.6236666667,22.0583333333,12.1298888889
602.55,12.0393333333,34.4983333334,18.2016666667,25.2268888889,9.801,11.5819444445,12.7385555556,22.0857777778,12.1996666667
602.88,12.0783333333,34.5401111111,18.2653333333,25.2637777778,9.87233333336,11.6717777778,12.8081111111,22.1493333333,12.2915555556
603.22,12.075,34.5447777778,18.2642222222,25.2854444444,9.85822222223,11.6874444444,12.8368888889,22.1081111111,12.283
