wavelength,Back_SicFlam,Belly_SicFlam,Breast_SicFlam,Crissum_SicFlam,Crown_SicFlam,DorTail_SicFlam,Patch10_SicFlam,Patch11_SicFlam,Rump_SicFlam,Throat_SicFlam,WingTip_SicFlam
184.11,39.0957111111,39.9999333333,90.9092666667,35.2380666667,51.6883333333,30.8224666667,53.2466,61.9914,14.7185999999,68.3115333334,54.8917333333
184.49,30.6685555556,32.0346666666,81.8613333334,31.4286,41.4718666667,23.8096000001,46.2337333333,54.8052,5.541,61.0388666667,49.9568666667
184.87,21.8838592593,28.8065333333,76.8726000001,27.9011333333,37.8600666666,20.5761333333,39.3415333333,49.6294666667,2.88046666668,57.4486666667,47.5720666667
185.25,19.6507555555,29.6190666667,84.4762666667,31.9047333333,39.4285333333,22.1905333333,46.7618,56.0951333333,2.38093333334,59.8094666667,52.7618
185.63,18.5605111111,23.6478,106.9812,35.2202,36.6038,22.39,52.4528666666,60.8806666667,-1.00646666666,68.176,61.3837999999
186.01,22.6420148148,28.8889333333,100.3333,34.3332666667,30.5555333333,28.2223333334,51.8888666667,58.0,9.66666666668,67.7777333333,57.2222666667
186.39,19.3390740741,25.8460666667,88.6154,30.2562,20.9232666667,24.4103333333,47.2820666667,56.1025333333,8.41026666667,64.5127333333,47.5896666667
186.77,13.4438148148,24.7761333333,78.1592000001,28.0596666667,16.418,19.8008,44.577,51.2439333333,6.86553333332,63.6816666668,39.9005333333
187.15,13.6932,31.143,77.3809999999,29.0476,19.8095333333,19.1428666667,45.6190666667,48.5716,11.7142666667,68.3809333333,39.0476
187.53,1.88544444444,20.8658666667,55.1514666666,19.1342666667,10.0432,5.45446666668,33.6796,32.1211333333,1.55833333334,52.7271333333,24.0692
187.91,-16.1599037037,2.19313333334,34.0789333333,5.26320000001,-7.98246666667,-9.47359999999,18.421,15.7896,-18.4211333333,37.9824666667,4.12286666666
188.29,-13.1169259259,2.54686666665,28.0524333333,7.19099999998,-6.81646666667,-8.68913333332,17.3782,16.6291333333,-11.6854666667,38.3522,6.29199999999
188.67,-10.5296,5.51966666667,29.319,9.60573333331,-4.65953333332,-6.0214,21.9354666667,16.4876,-7.09666666667,39.4981333333,10.3226666667
189.05,-11.1622740741,6.89660000001,27.2031,12.9502666667,-9.19533333333,-8.81226666666,22.069,15.2490666667,-8.81220000001,41.6092,9.34853333333
189.43,-6.17277777776,10.3471333333,26.7014333333,14.8610666667,-5.27773333333,-6.11106666666,21.1110666667,16.5279333334,-2.01393333333,43.8889333333,9.30553333331
189.81,-17.1146148148,1.70546666667,16.1240333333,3.72093333335,-20.7751333333,-22.0154666666,9.53479999998,8.60479999998,-16.2014666667,37.9845333333,-1.70553333334
190.19,-35.9831407407,-14.2724,5.77453333334,-10.798,-37.4648,-41.6902666667,-4.69466666669,-2.44133333334,-33.5212,27.4179333333,-12.5822666667
190.57,-79.8337185185,-48.2992666666,-24.2857666667,-43.9454666667,-87.2107333332,-96.5987333335,-35.2379999999,-39.0477333334,-82.0408,1.63279999995,-49.2517333334
190.95,-158.172792593,-123.555533333,-69.5556333332,-102.444466667,-179.3334,-193.111,-93.1110666666,-116.222266667,-167.111133333,-45.1110666666,-126.888866667
191.33,-331.944444444,-300.0,-189.791666666,-227.083333333,-396.25,-411.25,-238.75,-274.583333333,-373.333333333,-157.5,-285.0
191.71,684.691177777,651.111066666,417.037,525.185133333,849.629533333,816.296266667,577.7778,611.111133333,778.518533335,429.6296,594.814866667
192.09,215.818407408,197.634333334,131.2904,167.741933333,266.021466667,251.6128,179.569866666,184.946333333,224.946133333,153.333133333,181.075266667
192.47,149.539266667,133.821266667,84.2275666666,111.869866667,190.894466667,173.1708,123.74,131.707466667,153.496,110.731533333,119.6748
192.85,185.294081481,169.019666667,108.725466667,138.823466667,232.745066667,216.4706,166.0784,162.549,197.843266667,148.235333333,146.862666667
193.23,198.918955556,183.423466667,120.720733333,166.4866,233.153066667,231.711666667,190.450533333,179.6396,204.864866667,176.5766,167.747733333
193.61,207.587681482,195.495466667,127.927833333,182.342466667,243.063066667,241.081133333,206.846733333,200.000066667,218.738666667,200.000133333,180.7206
193.99,246.567866667,232.444533333,151.222166667,210.6666,282.000066667,293.555666667,251.777666667,244.888866667,258.444333333,250.4444,215.1112
194.37,179.934192593,173.185133333,122.740666667,156.296333333,203.407333334,217.629533333,189.037,185.185266667,197.333266667,190.3704,163.999866667
194.75,191.9552,187.597,136.5117,174.883666667,213.953466666,229.767533333,201.7054,205.736466667,213.023133333,209.3022,177.9846
195.13,208.552185185,198.030333333,155.378733333,191.363666666,219.697,241.666666667,219.696933333,216.6666,230.000066667,220.1516,182.4242
195.51,205.185325926,190.897533333,161.346033333,188.333466667,209.871733333,233.846066667,210.8974,212.051266667,219.230866667,211.5386,177.948733333
195.89,240.67502963,222.370333333,194.4445,214.962933333,238.8148,277.037,243.999933333,243.111133333,255.555666667,245.777666667,204.5926
196.27,322.265829629,296.470533334,258.235366667,285.098066667,311.9608,369.607866667,329.019666667,330.196133333,343.921533333,323.1372,263.921533334
196.65,285.8356,263.0896,240.1625,252.195066667,271.8698,326.829266667,292.195066667,292.845533333,302.7644,284.227733333,236.422666667
197.03,223.326511111,204.606133333,190.242366667,195.515133333,212.2424,256.121133333,224.000066667,227.757666667,231.394,219.878733333,183.393933333
197.40,235.661288889,220.952333333,209.183633333,203.809533333,232.925133333,270.340266667,232.245,244.625933333,250.884466667,235.238133333,186.122333333
197.78,215.530459259,197.1752,193.7853,181.129933333,212.2034,242.711866667,206.553733334,218.7572,228.361666667,204.4068,165.084866666
198.16,201.672585185,180.537666667,183.9247,168.494533333,193.7636,221.398,188.602066667,201.075333333,211.2902,180.107466667,146.7742
198.54,237.516281481,202.875866667,216.470566667,189.1504,224.182933333,255.032666667,214.901866667,228.758266667,238.0392,201.6992,163.398666667
198.92,211.43362963,179.0324,188.924866667,157.526866667,193.333266667,222.258066667,190.215133333,198.924733333,205.053666667,174.301133333,143.655866667
199.30,187.353659259,159.613533333,164.6376,138.453933333,175.072533333,199.8068,166.956466667,177.0048,182.318933333,155.555533334,127.922666666
199.68,190.59737037,164.7312,168.8173,139.785,180.860266667,203.225933333,166.344,176.236666667,184.8388,162.580533333,128.924666667
200.06,175.845577778,153.236733333,158.840533333,135.942133333,169.855066667,186.376666667,153.7198,161.545866667,170.2414,151.690866667,123.961333334
200.44,182.432214815,159.602,165.074633333,140.995066667,180.895466667,193.1344,158.009866666,163.4824,175.323333333,155.9204,133.134266667
200.82,187.908348148,165.3522,169.577633333,147.324066667,190.140866667,195.305133333,162.535133333,170.516333333,179.624533333,164.413133333,143.849666667
201.19,188.1982,163.783733333,171.711766667,147.657666667,191.531466667,191.3514,164.504466667,175.315133333,178.4686,162.432733333,148.648666667
201.57,197.989281481,169.610266667,178.4415,151.6882,196.709933333,197.835533333,172.380933333,179.047733333,184.329,168.744466667,156.1038
201.95,198.328696296,173.5898,180.7266,149.059866667,194.8718,196.1538,175.2138,176.410266667,182.820466667,175.128133333,156.3248
202.33,206.136229629,180.493866667,186.625566667,156.543266667,200.823066667,201.728533333,181.3992,185.843533333,186.4198,183.2922,165.514266667
202.71,202.962851852,180.542533333,183.1008,159.612333333,196.434133333,201.627866667,181.782933333,186.511533333,182.7132,184.651133333,166.1242
203.09,254.4158,219.077,230.2051,201.435866667,247.897466667,249.846133333,224.820533333,232.205133333,224.205133333,230.769266667,202.666666667
203.47,306.831296296,258.024733333,283.9506,242.098666667,296.790133333,296.7902,268.642133333,279.382933333,262.345933333,272.716066667,239.012333334
203.85,338.03482963,272.108866667,309.4557,254.693933333,312.6532,317.959266667,290.7482,309.932,279.591866667,287.210933333,259.319666667
204.22,359.429111111,291.8056,329.722133333,264.166666667,327.638933333,334.4444,304.3054,333.611133333,296.250133333,308.611133333,274.583333333
204.60,310.970607407,259.425266667,294.8851,232.7586,284.712666667,296.206933333,269.3102,295.287333333,259.310333333,279.195333333,244.138
204.98,300.274792593,257.5268,288.225966667,233.655866667,273.763466667,289.247333333,263.978533333,286.451733333,253.655866667,274.9462,238.817066667
205.36,302.592577778,257.888733333,293.999933333,239.1112,276.000066667,292.4446,266.888933333,286.333333333,259.333266667,286.999933333,240.888933333
205.74,247.365088889,209.142933333,242.142766667,199.5238,226.666666667,241.428666667,218.761933333,238.952333333,214.0,237.523866667,198.952333333
206.12,232.315962963,197.4222,229.733266667,190.6666,215.8222,230.666666667,206.133333333,231.288933333,205.866733333,225.511066667,190.1334
206.50,212.821266667,184.5268,214.0741,175.6378,201.3168,212.510266667,187.983533333,216.131733333,191.934066667,210.534866667,178.9302
206.87,196.9336,170.620133333,201.434066667,162.093133333,188.604533334,193.7984,176.821666667,200.775133333,179.767533334,194.961266667,165.1162
207.25,156.357044444,139.2726,161.2728,130.000133333,150.3636,157.151666667,145.030266667,162.060666667,146.1818,158.1212,134.303
207.63,139.205925926,127.093333333,144.693333333,116.32,132.693333333,139.626666667,130.346666667,146.506666667,134.666666667,141.653333333,122.506666667
208.01,132.974711111,122.063466667,138.8625,113.492066667,129.259266667,137.354533333,128.359733333,143.650733333,133.862466667,136.560866667,116.8782
208.39,131.306666666,118.88,135.76,113.92,126.826666667,136.693333333,126.986666667,142.346666667,132.0,132.906666667,114.933333334
208.77,146.716562963,128.2692,150.705133333,123.077066667,138.012866667,148.3974,138.846066667,158.653866667,146.474466667,143.012866667,122.628266667
209.14,147.269962963,123.023933333,149.6562,119.862533333,138.4192,150.034466667,139.381466667,161.512066667,146.941733333,141.0998,118.762933333
209.52,152.417859259,125.093666667,154.606766667,122.0974,139.775333333,152.284733333,142.0224,171.460666667,147.041266667,140.299666666,119.775266667
209.90,160.187333333,135.1722,164.9809,126.3602,145.2108,156.7816,149.271933333,176.1686,152.873666667,146.436866667,126.283466667
210.28,156.065385185,132.042933333,161.648766667,124.014466667,140.071666667,150.322666667,144.229333333,169.0322,146.021466667,140.358333333,121.003466666
210.66,149.98137037,124.983066667,151.481433333,119.393866667,131.717333333,143.232333333,137.979866667,156.700333333,137.710466667,131.313133333,113.198666667
211.03,155.131259259,127.777733334,153.611166667,125.3472,133.75,147.5,137.916666666,162.847133333,141.597266667,130.8332,114.9306
211.41,185.672718519,150.970466667,180.928233333,150.886066667,158.396533333,172.0674,162.5316,192.573866667,164.978866667,150.126533333,138.902933333
211.79,210.723585185,168.923133334,204.153866667,170.871866667,182.7692,195.589866667,185.128266667,222.256533333,184.923133333,170.153866667,154.769266667
212.17,211.655851852,170.9804,204.7058,175.392133333,186.7646,190.392066667,182.843066667,213.137266667,181.9608,175.0,155.097933333
212.55,204.769844444,164.1414,201.717233333,166.9698,183.434466667,177.171666667,180.404,209.898933333,179.495066667,167.373666667,151.818133333
212.92,163.605622222,132.449733333,161.044033333,138.232866667,149.959933333,145.140533333,149.799133333,170.9236,149.6384,136.225,126.184666667
213.30,150.732644445,123.2608,148.623233333,128.333333333,138.405733333,133.0434,138.478266666,156.8116,138.913066667,124.927533333,119.710133333
213.68,136.317222222,116.352266666,134.025166667,119.622533333,128.805066667,124.465333333,129.811333333,142.138333333,131.698133333,119.0568,112.704466667
214.06,132.161177778,114.3688,128.802633333,117.475666666,127.9612,123.106866666,129.644,140.6472,129.644066667,115.987,109.190933333
214.44,126.510014815,107.756333333,119.9359,114.6154,122.5,117.051333333,122.0512,133.717866667,124.8078,110.769333333,103.782133333
214.81,134.577992592,114.707933333,126.6666,120.275,132.096266667,125.154533333,130.996533334,141.443333333,134.364133333,116.701,107.628866667
215.19,131.321681481,113.403466667,126.1403,115.578866667,130.456133333,125.052533333,131.649066667,141.824533333,133.3334,118.526266667,107.999866667
215.57,119.880214815,104.4444,117.239,109.292933333,122.222333333,117.5084,121.3468,129.1582,125.5892,114.545533333,95.9595999999
215.95,131.843977778,113.829733333,126.2412,119.007133333,132.624,128.085066667,133.900666667,137.021133334,133.617066667,125.957333333,103.829733333
216.32,130.690133333,116.070333333,125.649133333,117.4738,132.771866667,130.807,135.929733333,138.596466667,132.982533333,124.772,105.122733333
216.70,144.995288889,130.940266667,138.760566667,132.222133333,144.529866667,150.256533333,149.829,149.9144,148.2906,141.452933334,113.076933333
217.08,164.08002963,150.370333333,158.4656,147.830733333,162.4338,166.349066667,166.8784,161.375733333,161.481466667,159.470866667,123.8096
217.46,160.121651852,148.8558,156.1194,151.5422,160.4974,162.786133333,165.3732,156.617066667,159.204,155.9204,124.577066667
217.83,158.915007407,147.887266667,156.150133333,152.394333333,159.061,164.9766,160.281866667,157.089133333,155.5868,149.389733333,126.948333333
218.21,166.522562963,152.036933333,166.250066667,162.407466667,166.3888,171.759333333,163.703733333,165.092533333,163.611,156.3888,139.074133333
218.59,174.444407407,157.870466667,173.6112,169.351733334,176.388933333,181.018533333,173.7962,172.870266666,169.351866667,165.092666667,151.5742
218.97,178.142970371,157.183066667,179.201833333,175.398933333,181.5022,184.694733333,176.901266667,178.5916,172.018866667,175.868666667,163.004733333
219.34,174.064244445,150.789533333,170.570233333,168.245733333,178.420933333,176.228133333,170.701733333,165.4386,166.4034,167.280866667,159.824533333
219.72,181.9062,153.688933333,174.6222,167.644466667,182.4888,181.511133333,176.444533333,170.666733333,171.644333333,165.6,167.111066667
220.10,178.196896296,148.070266667,174.035033333,167.105333333,182.017533333,179.6492,171.315733333,168.245533334,172.6316,157.807066667,166.666533333
220.47,196.09442963,164.444466667,196.868566667,190.808133333,204.242533333,203.5354,190.4042,186.262533333,194.949666667,179.090866667,188.484866667
220.85,187.327407407,155.1352,185.630633333,181.711733333,195.7658,192.072,181.5314,180.991066667,183.513466667,169.549466667,175.5856
221.23,176.918059259,148.065866667,177.613066667,173.991666667,185.432066667,186.666666667,168.0658,177.860133333,178.847666666,162.6338,169.135666667
221.61,197.145918519,166.568666666,203.1862,190.9804,207.9412,212.156866667,184.215666667,200.686133333,200.980333333,185.784333333,186.568666667
221.98,268.8394,219.703733333,279.703766667,255.555666667,279.259333333,290.3704,249.6296,270.6668,273.333266667,255.703733333,249.925933333
222.36,291.224985185,221.538466667,298.8034,269.230733333,285.641066667,308.888866667,262.222333333,285.470266667,283.076866667,258.1196,256.581133333
222.74,437.19817037,313.912933333,465.507066667,403.188333333,423.4782,484.927666667,391.594266667,435.072533333,418.8406,371.594066667,382.029066667
223.11,966.748948148,705.925866667,1057.0371,922.222266666,943.703666667,1129.6296,889.629666667,979.259199999,934.074066666,803.703800001,844.444333334
223.49,-549.788466667,-409.999933333,-618.8095,-538.571533333,-548.0952,-672.380933333,-499.0476,-578.095266667,-535.714333333,-487.142866667,-479.523733333
223.87,-246.098792593,-179.555666667,-280.777766667,-246.888933333,-242.8888,-291.555466667,-215.999933333,-257.333333333,-241.5556,-226.666533333,-212.444466666
224.24,-211.597222222,-151.041666667,-236.5625,-212.708333333,-196.041666667,-245.625,-176.25,-221.25,-197.083333333,-200.0,-172.708333333
224.62,-530.073985185,-365.777866667,-562.8889,-500.444466667,-474.222266666,-593.333466667,-440.444533333,-555.5554,-489.3334,-479.999933333,-422.6666
225.00,1702.22222222,1241.33333333,1842.66666667,1610.66666667,1628.0,1940.0,1498.66666667,1804.0,1616.0,1598.66666667,1441.33333333
225.38,2179.07407407,1643.33333333,2383.33333333,2075.0,2165.0,2418.33333333,2056.66666667,2320.0,2045.0,2056.66666667,1793.33333333
225.75,-4089.25925926,-2996.66666667,-4558.33333333,-3896.66666667,-4143.33333333,-4346.66666667,-3806.66666667,-4250.0,-3820.0,-3816.66666667,-3303.33333333
226.13,-4015.18518518,-3033.33333333,-4565.0,-3823.33333333,-4203.33333333,-4166.66666667,-3836.66666667,-4173.33333333,-3770.0,-3753.33333333,-3296.66666667
226.51,-989.71191111,-828.148066667,-1157.40746667,-962.963066667,-1068.14826667,-1053.33326667,-981.481533334,-1059.25926666,-980.000133333,-1022.96293333,-857.777733333
226.88,-453.262770371,-397.460266667,-526.349266667,-461.587333333,-496.825266667,-453.9682,-448.888933333,-486.6666,-464.762,-485.079266667,-394.285666667
227.26,-210.318792593,-182.635666667,-243.023366667,-213.953466667,-230.387733333,-203.875933333,-203.875933333,-230.852733333,-217.829533333,-224.341066667,-176.8992
227.64,-158.410822222,-134.666666667,-185.818033333,-162.4242,-169.939266667,-147.272733333,-153.696866667,-179.2728,-166.424333333,-165.090933333,-131.272666667
228.01,-112.785422222,-98.1736,-132.648333333,-117.442933333,-120.5478,-107.945133333,-111.506933333,-135.159866667,-120.273933333,-118.082333333,-92.1461333334
228.39,-105.638355556,-95.3725333333,-122.6666,-106.431333333,-113.803866667,-101.568666667,-107.9216,-125.2548,-115.843066667,-111.451066667,-92.2354
228.76,-69.2403185185,-62.3164666667,-78.3333333333,-70.7346,-74.8587333333,-61.6384,-68.87,-83.9548,-74.3504,-73.3897333333,-59.2656
229.14,-50.3856148148,-43.1049333333,-57.7624666667,-51.7807333333,-54.5205333333,-42.5114666667,-49.2694666667,-63.6530666667,-52.7854,-51.9635333333,-43.0138
229.52,-34.8060962963,-27.6471333333,-40.1766,-36.6274666667,-38.5882,-29.3333333333,-33.6470666667,-45.9216666667,-36.8628666667,-35.1374,-30.6274
229.89,-30.0620518519,-24.5044,-34.7748,-31.3515333333,-33.1529333333,-26.6665333333,-31.027,-41.3334,-31.8556666667,-30.919,-28.3963333333
230.27,-27.191037037,-21.7820666666,-31.1222,-28.4818666667,-29.538,-22.8053333333,-27.8216666667,-35.9074666667,-29.175,-28.1516666667,-25.7096666667
230.65,-20.9199259259,-16.8089333333,-23.3017666667,-23.2858666667,-24.4234666667,-16.3664666667,-22.9068,-30.9952666667,-22.2749333333,-21.0744,-20.1896
231.02,-15.0163111111,-11.1826666667,-17.2195666667,-15.4224666667,-17.9109333333,-11.275,-17.9723333333,-24.977,-16.1290666666,-14.4393333333,-15.3916666667
231.40,-21.8683629629,-16.3184,-25.0082333333,-20.6965333333,-24.544,-17.6118,-24.6103333333,-31.8076,-22.8856666667,-20.166,-22.3218666667
231.78,-27.3834148148,-21.9355333333,-31.0753666667,-27.0250666667,-32.3298,-24.7312,-30.6093333333,-37.9210666667,-30.4301333333,-25.4838666667,-27.9211333333
232.15,-29.6613703704,-24.3762,-36.3803333333,-30.8383333333,-38.4457333333,-27.1165333333,-35.2964,-40.8587333334,-35.0919333333,-29.5704666667,-31.0019333333
232.53,-21.808762963,-18.4496666667,-31.1047,-25.0775333333,-32.9844666667,-22.5193333333,-27.5194,-33.1394666667,-26.7829333334,-23.1007333333,-21.7054
232.90,-20.8598888889,-18.5441333333,-32.0690333333,-24.0996,-32.4138666667,-22.1073333333,-28.1992,-29.2337333333,-27.433,-22.7204666667,-20.1916
233.28,-18.6666740741,-16.9258,-29.6111,-21.2223333333,-27.5185333333,-19.2962666667,-24.4815333333,-24.6297333334,-27.4814,-20.9258666667,-18.1482
233.66,-21.4651555555,-19.8894,-32.0993666667,-22.7623333333,-29.1344666667,-20.5157333334,-26.0038,-25.267,-29.908,-24.1621333333,-19.6316666667
234.03,-27.6009703704,-24.5454666666,-37.3484666667,-27.9544,-35.5301333333,-25.3030666667,-31.7804,-32.7651333333,-36.856,-26.9696666667,-24.6213333333
234.41,-30.8457481482,-26.4355333333,-38.6897666667,-29.133,-37.4952666667,-27.2060666667,-32.0616,-36.6472666667,-37.4952666667,-28.6705333333,-24.5858
234.78,-25.1115259259,-18.9877333333,-31.4309666667,-21.8498666667,-29.843,-19.0226,-23.979,-28.9353333333,-31.0994666667,-21.9195333333,-18.1152
235.16,-30.0672370371,-24.5596,-35.3367333333,-28.0828666667,-34.3005333333,-23.5924,-28.8428666667,-34.8876666667,-36.3731333333,-26.6321333333,-21.5544666667
235.54,-28.3915037037,-24.3464666667,-31.9771333333,-26.7975333333,-32.3530666667,-22.3856666667,-28.366,-33.8562666667,-34.2808666667,-25.0326,-19.3138
235.91,-23.3988592593,-19.1444666667,-26.3422666667,-20.354,-24.9262666667,-17.0206666667,-23.7167333333,-27.4629333333,-25.8997333333,-20.3834,-13.7759333333
236.29,-27.4512518519,-24.3881333333,-29.564,-24.3882666667,-28.467,-21.0971333334,-27.82,-31.927,-28.9733333333,-24.8382666667,-18.7903333333
236.66,-27.2839629629,-22.5474666667,-27.5744333333,-23.8482666667,-26.5853333333,-19.4580666666,-26.7751333333,-30.7587333333,-27.7506666667,-23.6314,-18.2926666667
237.04,-21.8241259259,-16.6797333333,-22.4836666667,-18.5620666667,-21.1242,-14.5098666667,-21.3856,-26.536,-22.2222666667,-18.6142666667,-12.9934
237.41,-21.814762963,-17.3233333333,-22.8624333333,-19.3309333333,-22.1562,-14.8452,-22.9986666666,-26.5924666667,-21.9826666667,-19.306,-12.2924
237.79,-24.3646444444,-19.8266,-24.8699333333,-22.3792,-24.6344,-17.1251333333,-25.7498666667,-29.3185333333,-24.7584,-23.1723333333,-15.192
238.17,-18.7883333333,-14.4812666667,-19.3266666667,-17.3068,-18.1677333333,-12.627,-19.7571333334,-22.2956666667,-18.8298666667,-19.2715333333,-10.0882666667
238.54,-15.8740814815,-12.1747333333,-16.2195333333,-15.0203333333,-15.9755333334,-11.1178666667,-17.8659333333,-18.6991333333,-17.1138,-16.3008666667,-8.35379999999
238.92,-13.6856814815,-11.0793333333,-14.4795333333,-14.4412666667,-14.8998,-11.1365333333,-16.447,-15.9886,-16.2752,-16.0076666667,-7.37346666667
239.29,-9.56937037037,-6.63173333334,-9.68586666667,-9.77313333333,-10.2792666667,-6.12566666667,-11.7278666667,-10.7328666667,-11.3961333333,-11.4309333333,-2.87953333333
239.67,-5.39344444444,-2.40433333333,-5.51920000001,-5.46446666667,-5.35513333333,-1.811,-7.60353333333,-6.10453333333,-6.91653333332,-7.35346666667,0.811866666667
240.04,-2.08832592592,0.665266666666,-2.12766666666,-2.45326666667,-2.09293333333,1.51073333333,-4.22733333333,-3.1738,-3.79766666667,-3.70073333333,3.3818
240.42,0.698059259259,4.0648,0.767399999999,1.0912,0.851200000001,4.42446666667,-0.875266666667,-0.0718666666666,-0.335733333333,0.443599999998,6.10313333334
240.79,1.02805925926,4.14526666666,0.779933333333,1.62393333333,0.673133333334,4.8184,-0.566266666666,0.160399999997,-0.0960666666648,1.03626666667,6.08966666667
241.17,0.560111111112,3.16793333333,0.680833333335,0.832133333333,0.0472666666666,4.26486666667,-0.576799999999,-0.208066666667,-0.274266666665,0.973999999999,5.24826666667
241.54,1.27942962963,3.40586666667,1.39573333333,1.32306666667,0.8108,4.81413333333,0.503733333333,0.221866666666,1.03293333333,2.13406666667,5.46313333333
241.92,2.4254962963,4.05466666667,2.01966666667,2.31586666666,2.05773333333,5.877,1.59446666667,1.1618,2.36906666667,3.70546666666,6.61353333333
242.29,1.88552592593,3.14653333333,1.347,1.48,1.48713333333,5.75433333333,0.919533333333,0.632199999999,1.8822,3.6422,6.04173333333
242.67,2.06663703704,2.81893333333,0.702966666666,1.41293333333,1.25506666667,5.75446666667,0.651599999999,0.260666666667,1.9548,3.42246666667,6.06313333333
243.05,1.00421481482,1.86213333333,-0.768733333331,0.676066666667,0.212133333334,5.0298,-0.530133333333,-0.874733333334,1.11313333333,2.7436,5.15573333333
243.42,0.676081481482,1.33073333333,-1.5051,-0.0388666666654,-0.368266666667,4.28946666667,-0.910866666666,-1.0982,0.652466666667,2.23506666667,4.38626666667
243.80,0.261185185186,0.817466666668,-2.07863333333,-0.5196,-1.16606666667,3.5488,-1.261,-1.3498,0.0125333333322,1.70466666667,3.73893333333
244.17,-0.284955555556,0.1886,-2.84643333333,-1.3384,-2.11766666667,2.71453333333,-1.70913333333,-2.124,-0.810533333333,1.01793333333,2.93433333333
244.55,-0.265251851852,-0.0367333333332,-2.7977,-1.39586666667,-2.0996,2.6202,-1.64666666667,-2.02006666667,-0.948866666664,0.618199999999,2.72433333333
244.92,0.455770370371,0.442866666667,-2.23486666667,-0.850933333332,-1.29953333333,3.415,-1.0432,-1.24706666667,-0.489533333333,1.04893333333,3.21093333333
245.30,0.744385185186,0.839466666666,-2.0553,-0.330333333333,-0.855733333334,3.9372,-0.812200000001,-0.936799999999,-0.444133333333,1.15346666667,3.50406666667
245.67,1.34631851852,1.5214,-1.36136666667,0.379,-0.177266666666,4.58393333333,-0.206733333335,-0.261133333333,-0.241266666666,1.27533333333,3.92413333333
246.05,1.58282222222,1.8822,-0.812433333334,0.744733333334,-0.130933333332,4.64,-0.184999999998,-0.1038,-0.207666666666,1.29986666667,3.8728
246.42,2.25862962963,2.63473333333,0.014266666666,1.47473333333,0.428866666667,5.08573333333,0.379866666666,0.526999999999,0.518733333333,1.58886666667,4.5384
246.79,2.90875555555,3.53253333334,1.01173333333,2.24346666667,1.14773333333,5.91033333333,1.2036,1.3304,1.2782,2.2956,5.12386666667
247.17,3.5541037037,4.24506666667,1.8911,2.954,1.84406666667,6.70153333333,1.99026666666,1.96246666667,2.17826666667,2.91233333333,5.82113333333
247.54,3.6898,4.53173333333,2.08556666667,3.36966666667,2.1152,7.11693333333,2.2576,2.01566666667,2.572,3.11486666667,6.15353333333
247.92,3.80933333333,4.65446666667,2.27776666667,3.4676,2.36406666667,7.3736,2.396,2.09846666667,2.77046666667,3.295,6.42026666667
248.29,3.60647407407,4.40566666667,2.12123333333,3.2626,2.26713333333,7.22873333333,2.2074,2.09133333333,2.74133333333,3.22173333333,6.27086666667
