wavelength,Back_TanFucm,Belly_TanFucm,Breast_TanFucm,Crissum_TanFucm,Crown_TanFucm,DorTail_TanFucm,Patch10_TanFucm,Patch11_TanFucm,Patch12_TanFucm,Patch13_TanFucm,Rump_TanFucm,Throat_TanFucm,WingTip_TanFucm
522.79,13.0966296296,33.6106666667,33.9647777778,21.4221111111,34.3394444444,9.88390222222,23.6068888889,54.7466666667,20.7803333333,57.5338888889,56.2377777778,7.41311111111,8.513
523.14,13.1476296296,33.7194444445,34.1005555555,21.5116666667,34.4437777778,9.92425333334,23.4775555556,54.9054444444,20.7145555556,57.7545555556,56.4354444445,7.45111111111,8.55466666667
523.48,13.2005925926,33.8151111111,34.192,21.5782222222,34.5275555556,9.94411333333,23.3434444444,55.0536666667,20.6185555556,57.9568888889,56.6401111111,7.45366666667,8.56888888889
523.83,13.2505555555,33.927,34.342,21.6942222222,34.6576666667,9.99435555557,23.2565555556,55.2793333333,20.5655555556,58.1968888889,56.8904444445,7.46377777778,8.595
524.17,13.280037037,34.0012222222,34.4385555556,21.764,34.7585555556,10.0013022222,23.1398888889,55.3892222222,20.4827777778,58.3604444445,57.0815555556,7.46566666667,8.58633333333
524.52,13.3171851852,34.0972222222,34.5506666667,21.8277777778,34.8624444445,10.0180444444,23.0244444444,55.5451111111,20.4267777778,58.552,57.2775555556,7.46944444444,8.614
524.87,13.3545185185,34.1906666667,34.6443333333,21.887,34.9575555555,10.0326222222,22.92,55.6498888889,20.3482222222,58.7522222222,57.4867777778,7.46188888889,8.61566666667
525.21,13.3754814815,34.2696666666,34.7504444445,21.9402222222,35.0344444445,10.0469333333,22.7873333334,55.7465555556,20.2461111111,58.9357777778,57.6442222222,7.46755555556,8.61722222222
525.56,13.3991481481,34.3518888889,34.8633333333,21.998,35.1013333333,10.03828,22.6383333333,55.9062222222,20.1504444444,59.1502222222,57.8461111111,7.45555555555,8.61822222222
525.90,13.4075185185,34.419,34.9752222222,22.0492222222,35.1631111111,10.0445555556,22.5077777778,56.0381111111,20.0595555556,59.3598888889,58.0527777778,7.438,8.61844444444
526.25,13.4225555555,34.5257777778,35.1307777778,22.1118888889,35.2751111111,10.06678,22.4008888889,56.2121111111,19.9916666667,59.5991111111,58.3048888889,7.44177777778,8.62055555556
526.59,13.4667407407,34.6422222222,35.2907777778,22.1863333333,35.3991111111,10.0948555556,22.3117777778,56.4127777778,19.9371111111,59.8635555556,58.5722222222,7.46355555556,8.63677777778
526.94,13.4832222222,34.7494444444,35.4334444444,22.2554444444,35.5291111111,10.0963666667,22.2237777778,56.6184444444,19.8771111111,60.1152222222,58.817,7.45644444444,8.63922222222
527.28,13.493962963,34.8506666666,35.585,22.3118888889,35.6438888889,10.10932,22.1284444444,56.778,19.831,60.3291111111,59.0133333333,7.45766666667,8.62488888889
527.63,13.5017777778,34.9281111111,35.6858888889,22.3568888889,35.7265555556,10.1039044444,22.0231111111,56.8822222222,19.7631111111,60.4822222222,59.1633333333,7.45733333333,8.62644444444
527.97,13.5005555555,34.9802222222,35.7442222222,22.3973333333,35.7707777778,10.1044777778,21.9132222222,56.9416666667,19.6927777778,60.5796666666,59.2565555555,7.45166666666,8.62333333333
528.32,13.5145555555,35.0454444445,35.8272222222,22.4412222222,35.8461111111,10.1110222222,21.8386666667,57.0066666666,19.6398888889,60.7001111111,59.364,7.45788888889,8.63966666667
528.66,13.5169259259,35.0895555555,35.881,22.4842222222,35.8986666667,10.1103777778,21.7471111111,57.0646666667,19.5936666667,60.7521111111,59.4266666667,7.46811111111,8.62655555555
529.01,13.5163333333,35.1373333333,35.9283333333,22.5128888889,35.9534444444,10.0976244444,21.6643333333,57.1158888889,19.5462222222,60.8064444444,59.4992222222,7.46177777778,8.60933333333
529.35,13.4974074074,35.1457777778,35.9458888889,22.5456666667,35.9897777778,10.0871222222,21.5774444444,57.1053333333,19.486,60.8151111111,59.5232222222,7.44988888889,8.60877777778
529.70,13.509037037,35.2201111111,35.9971111111,22.6025555556,36.0797777778,10.0939466667,21.4832222222,57.1425555556,19.4388888889,60.8657777778,59.5761111111,7.46177777778,8.62933333333
530.04,13.5195925926,35.2715555555,36.0492222222,22.6497777778,36.1387777778,10.0869777778,21.3832222222,57.1772222222,19.3701111111,60.9025555555,59.6327777778,7.46666666666,8.63355555555
530.39,13.4954074074,35.2736666667,36.0427777778,22.6696666667,36.1763333333,10.0671711111,21.2463333333,57.1593333333,19.2781111111,60.8786666667,59.6418888889,7.44455555556,8.61822222222
530.73,13.4784074074,35.2885555556,36.0577777778,22.6973333333,36.1917777778,10.0553266667,21.0918888889,57.1296666667,19.1716666667,60.8706666667,59.6637777778,7.42488888889,8.60444444444
531.08,13.4765555555,35.347,36.1056666667,22.7511111111,36.2585555556,10.0446955556,20.9598888889,57.1821111111,19.0788888889,60.9211111111,59.7616666667,7.42144444444,8.61411111111
531.42,13.4758518519,35.4124444444,36.1531111111,22.8058888889,36.32,10.0317644444,20.827,57.2314444444,18.9787777778,60.96,59.8514444444,7.42388888889,8.60488888889
531.77,13.4875555556,35.4714444445,36.232,22.8575555556,36.3933333333,10.0275111111,20.7151111111,57.3195555555,18.9023333333,61.0496666667,59.9661111111,7.42755555555,8.604
532.11,13.475037037,35.5281111111,36.2958888889,22.9015555556,36.4348888889,10.0144644444,20.59,57.386,18.8143333333,61.124,60.0906666667,7.40811111111,8.58955555556
532.46,13.469962963,35.5941111111,36.3701111111,22.9587777778,36.4834444445,10.0159,20.4893333333,57.4691111111,18.7272222222,61.2261111111,60.2224444445,7.39044444444,8.60511111111
532.80,13.4867407407,35.6678888889,36.4792222222,23.0262222222,36.5676666667,10.0342577778,20.4102222222,57.5892222222,18.6682222222,61.3875555555,60.3806666667,7.38,8.618
533.15,13.5109259259,35.7566666667,36.5764444444,23.0853333333,36.6625555556,10.0549733333,20.3324444445,57.6826666667,18.6268888889,61.4848888889,60.5192222222,7.39866666667,8.63011111111
533.49,13.5288148148,35.8295555556,36.6618888889,23.152,36.7323333333,10.0626866667,20.2681111111,57.7543333333,18.5801111111,61.5956666667,60.6568888889,7.39466666666,8.62077777778
533.84,13.5287407407,35.8676666667,36.7083333333,23.1736666667,36.7688888889,10.0519666667,20.1607777778,57.7714444444,18.503,61.6385555556,60.7128888889,7.37844444445,8.60955555555
534.18,13.552962963,35.9883333333,36.8373333333,23.2682222222,36.8722222222,10.0603177778,20.0862222222,57.8746666667,18.4513333333,61.7843333333,60.8797777778,7.38,8.61044444444
534.52,13.591037037,36.0985555556,36.9505555556,23.364,36.9907777778,10.09038,20.0311111111,57.9455555556,18.4173333333,61.8925555556,60.9957777778,7.41055555555,8.64544444445
534.87,13.6062222222,36.1775555556,37.0137777778,23.4465555555,37.0561111111,10.1082822222,19.9454444444,57.9477777778,18.3604444444,61.9803333333,61.0793333333,7.42777777778,8.66577777778
535.21,13.6303333333,36.2602222222,37.0872222222,23.5235555556,37.1252222222,10.1380066667,19.8681111111,57.971,18.3136666667,62.0731111111,61.1696666667,7.44,8.69444444444
535.56,13.6591111111,36.3738888889,37.2066666666,23.627,37.2486666667,10.1669666667,19.8008888889,58.0293333334,18.2716666667,62.1527777778,61.2972222222,7.46288888889,8.72455555556
535.90,13.7043333333,36.4708888889,37.2726666667,23.7378888889,37.3403333333,10.1987,19.7397777778,58.0571111111,18.2182222222,62.2271111111,61.3718888889,7.49877777778,8.755
536.25,13.718,36.5295555556,37.3357777778,23.7857777778,37.415,10.2064266667,19.6483333333,58.0585555556,18.1536666667,62.2682222222,61.4141111111,7.51744444444,8.77866666667
536.59,13.7382222222,36.6191111111,37.3957777778,23.8868888889,37.5026666667,10.2162933333,19.5778888889,58.055,18.1093333334,62.3065555556,61.4943333333,7.55355555556,8.80866666667
536.93,13.739,36.701,37.441,23.9597777778,37.5611111111,10.2050866667,19.5028888889,58.0832222222,18.0111111111,62.3556666667,61.5628888889,7.54633333333,8.80388888889
537.28,13.7402222222,36.7535555556,37.503,24.0244444444,37.6182222222,10.2036888889,19.409,58.1221111111,17.9541111111,62.3937777778,61.6193333334,7.57077777778,8.81988888889
537.62,13.7693333333,36.8577777778,37.5702222222,24.1396666667,37.7263333333,10.2390644445,19.3562222222,58.199,17.9151111111,62.4923333333,61.74,7.59722222222,8.86066666667
537.97,13.7900740741,36.9148888889,37.6084444444,24.1987777778,37.7661111111,10.2664133333,19.2621111111,58.1775555555,17.8446666666,62.479,61.7595555556,7.62277777778,8.89155555556
538.31,13.808,36.9857777778,37.6648888889,24.2628888889,37.817,10.2756666667,19.1377777778,58.2137777778,17.7562222222,62.5508888889,61.8593333333,7.63788888889,8.89111111111
538.65,13.8140740741,37.0296666667,37.703,24.3162222222,37.8803333334,10.2495888889,19.0065555556,58.201,17.6477777778,62.5811111111,61.927,7.632,8.86433333333
539.00,13.81,37.09,37.7671111111,24.3678888889,37.9263333334,10.2309133333,18.8696666667,58.2134444444,17.51,62.6493333333,62.0237777778,7.63355555556,8.85711111111
539.34,13.8067037037,37.1928888889,37.837,24.452,37.9642222222,10.2178733333,18.7297777778,58.2744444445,17.4078888889,62.857,62.2032222222,7.61388888889,8.84888888889
539.69,13.8231111111,37.3043333334,37.9422222222,24.5328888889,38.0545555556,10.23,18.647,58.384,17.3373333333,63.021,62.4308888889,7.61933333333,8.84833333333
540.03,13.8412592592,37.4034444444,38.0265555556,24.6208888889,38.1264444444,10.2494155556,18.5731111111,58.4721111111,17.2703333333,63.1471111111,62.6054444444,7.62422222222,8.86433333333
540.37,13.8528518518,37.4743333333,38.1022222222,24.6847777778,38.1794444444,10.2608333333,18.49,58.5155555555,17.2028888889,63.2328888889,62.7213333333,7.62344444445,8.86088888889
540.72,13.8656666667,37.5058888889,38.1376666667,24.7341111111,38.162,10.2811955556,18.4064444445,58.4734444444,17.1473333334,63.2481111111,62.7544444444,7.64322222222,8.87188888889
541.06,13.8565555556,37.526,38.1567777778,24.76,38.1724444444,10.2800977778,18.3296666667,58.4413333333,17.0624444444,63.2446666666,62.7751111111,7.63388888889,8.87044444444
541.40,13.8331481481,37.5544444445,38.1844444445,24.7731111111,38.1733333333,10.2707177778,18.2582222222,58.4066666667,17.0037777778,63.2327777778,62.8108888889,7.63944444445,8.85877777778
541.75,13.8313703704,37.6221111111,38.241,24.8284444444,38.2086666667,10.2741755556,18.212,58.4183333333,16.9566666667,63.2685555555,62.8655555555,7.652,8.86655555556
542.09,13.8227037037,37.6763333333,38.2736666667,24.8727777778,38.247,10.27246,18.1646666667,58.4052222222,16.9011111111,63.2662222222,62.9063333334,7.65855555556,8.86766666667
542.43,13.817,37.7308888889,38.2985555555,24.9254444445,38.2612222222,10.2801777778,18.1068888889,58.3681111111,16.844,63.2184444444,62.9166666667,7.66266666667,8.88544444444
542.78,13.8072592593,37.7838888889,38.3228888889,24.9894444444,38.2876666667,10.2805422222,18.0555555555,58.3265555556,16.8041111111,63.185,62.9517777778,7.65122222222,8.87133333333
543.12,13.7916666667,37.7838888889,38.2932222222,24.9991111111,38.2765555556,10.2693955556,17.9848888889,58.2121111111,16.7326666666,63.0291111111,62.8967777778,7.64844444445,8.87955555556
543.46,13.7542962963,37.7628888889,38.2635555555,25.006,38.2273333333,10.2418266667,17.8718888889,58.0404444444,16.6393333333,62.8693333333,62.7784444445,7.64022222222,8.86855555556
543.81,13.735037037,37.8081111111,38.2758888889,25.0375555556,38.2308888889,10.2120955556,17.7785555556,57.9204444445,16.5641111111,62.764,62.7334444444,7.63388888889,8.84622222222
544.15,13.7143333333,37.8372222222,38.2691111111,25.0653333334,38.2025555556,10.1999355555,17.6888888889,57.7945555555,16.4834444444,62.6853333334,62.7,7.63144444444,8.85577777778
544.49,13.7292222222,37.9663333333,38.3423333334,25.1481111111,38.3043333333,10.20206,17.6395555555,57.8206666667,16.4415555556,62.716,62.7956666667,7.64244444444,8.86144444444
544.84,13.7263703704,38.0305555556,38.3617777778,25.208,38.324,10.2038,17.5572222222,57.7502222222,16.3866666667,62.6881111111,62.809,7.64633333333,8.861
545.18,13.7258888889,38.0844444445,38.3784444444,25.2634444445,38.3516666667,10.1932622222,17.4598888889,57.6841111111,16.2917777778,62.6393333333,62.7986666667,7.627,8.85022222222
545.52,13.7338888889,38.1347777778,38.3642222222,25.3207777778,38.3916666667,10.1769955556,17.3814444444,57.6197777778,16.2234444444,62.6157777778,62.8091111111,7.62877777778,8.84311111111
545.87,13.6948148148,38.1718888889,38.3574444444,25.3694444444,38.3735555555,10.14216,17.2856666667,57.5357777778,16.1391111111,62.5718888889,62.791,7.59522222222,8.81622222222
546.21,13.7027777778,38.2668888889,38.4051111111,25.4488888889,38.4303333333,10.1718666667,17.2427777778,57.571,16.0978888889,62.6331111111,62.845,7.60788888889,8.83311111111
546.55,13.7349259259,38.3417777778,38.4162222222,25.5382222222,38.4662222222,10.2032577778,17.1965555555,57.5254444444,16.0695555556,62.6131111111,62.8268888889,7.65544444445,8.87455555556
546.90,13.7457777778,38.435,38.4956666667,25.6401111111,38.5421111111,10.22928,17.1601111111,57.5244444444,16.0185555555,62.6211111111,62.858,7.68166666667,8.88
547.24,13.7552962963,38.5532222222,38.5696666667,25.7255555556,38.6477777778,10.2704355556,17.1017777778,57.5782222222,15.9822222222,62.6821111111,62.9546666666,7.69044444444,8.89322222222
547.58,13.782,38.6508888889,38.6275555556,25.8462222222,38.7107777778,10.2972222222,17.0817777778,57.6027777778,15.9414444445,62.7488888889,63.0242222222,7.70722222222,8.91955555556
547.92,13.7641851852,38.6776666667,38.6073333334,25.8935555556,38.7221111111,10.29106,17.0014444444,57.5477777778,15.8717777778,62.6695555556,62.975,7.71388888889,8.919
548.27,13.7312222222,38.7197777778,38.6237777778,25.9703333333,38.7261111111,10.3080555555,16.9293333333,57.5022222222,15.8161111111,62.655,62.9235555556,7.70455555556,8.91355555555
548.61,13.7514074074,38.8124444445,38.6671111111,26.0613333333,38.7831111111,10.3288577778,16.891,57.481,15.7906666667,62.6385555556,62.9523333333,7.75011111111,8.94711111111
548.95,13.7583703704,38.9134444444,38.7284444445,26.1787777778,38.8262222222,10.3463244444,16.8494444444,57.4705555556,15.7672222222,62.653,62.993,7.77411111111,8.97411111111
549.29,13.7472222222,38.9926666667,38.7933333334,26.2738888889,38.8302222222,10.3781466667,16.8011111111,57.4344444445,15.7318888889,62.6598888889,63.026,7.78366666666,9.00755555556
549.64,13.7793703704,39.0956666667,38.8386666666,26.38,38.8763333333,10.4276422222,16.7464444445,57.3814444444,15.692,62.6094444444,63.0104444445,7.80288888889,9.037
549.98,13.7815925926,39.1164444445,38.8218888889,26.4322222222,38.8396666666,10.4055844444,16.6665555556,57.2056666667,15.6238888889,62.462,62.9344444444,7.80322222222,9.01088888889
550.32,13.7702962963,39.1931111111,38.8692222222,26.5128888889,38.8938888889,10.3945777778,16.5822222222,57.1934444445,15.5757777778,62.4877777778,62.9394444444,7.79544444444,9.03455555555
550.66,13.8131851852,39.3104444445,38.8883333333,26.6501111111,38.9415555556,10.4414133333,16.5387777778,57.1548888889,15.5788888889,62.5204444445,63.0002222222,7.84,9.06877777778
551.01,13.8366296296,39.395,38.8541111111,26.7712222222,38.9275555555,10.4282288889,16.4967777778,57.0525555556,15.5676666667,62.4716666667,62.953,7.876,9.09155555556
551.35,13.8428888889,39.4192222222,38.7968888889,26.8333333333,38.8954444444,10.4584822222,16.4154444445,56.9116666667,15.5385555555,62.3581111111,62.8346666667,7.91866666667,9.11733333333
551.69,13.8745185185,39.5565555555,38.8444444444,26.9615555556,38.924,10.4999888889,16.3991111111,56.9096666667,15.5221111111,62.3714444445,62.8754444445,7.94788888889,9.13022222222
552.03,13.9295185185,39.6034444444,38.8106666667,27.0197777778,38.925,10.5158444444,16.3623333333,56.8308888889,15.4944444444,62.3088888889,62.8656666667,7.97733333334,9.174
552.38,13.9334814815,39.6558888889,38.7816666666,27.0865555556,38.916,10.5408911111,16.3382222222,56.7445555555,15.4432222222,62.2165555555,62.7978888889,7.97888888889,9.18233333333
552.72,13.9821111111,39.6552222222,38.7237777778,27.1566666667,38.8531111111,10.5823466667,16.3117777778,56.63,15.4265555556,62.0778888889,62.6572222222,8.01122222222,9.22311111111
553.06,13.9717037037,39.6661111111,38.6438888889,27.1883333333,38.7888888889,10.5486266667,16.2507777778,56.4662222222,15.3552222222,61.9571111111,62.5651111111,7.99255555556,9.197
553.40,14.0267407407,39.7451111111,38.6546666667,27.2787777778,38.8333333333,10.5793644444,16.2321111111,56.4107777778,15.3605555556,61.9078888889,62.5846666667,8.036,9.25366666667
553.74,14.0343703704,39.8363333334,38.6373333333,27.3752222222,38.819,10.618,16.1954444444,56.3372222222,15.3458888889,61.8554444444,62.5615555555,8.03166666666,9.29344444444
554.09,14.0588148148,39.9023333334,38.6223333333,27.4472222222,38.7894444445,10.6543711111,16.1841111111,56.2027777778,15.3272222222,61.7498888889,62.521,8.07322222222,9.30344444444
554.43,14.0124444445,39.9315555556,38.5511111111,27.4743333334,38.695,10.6354911111,16.1313333333,56.0597777778,15.243,61.5754444444,62.3797777778,8.055,9.288
554.77,14.025037037,40.0096666667,38.5647777778,27.5608888889,38.7137777778,10.6646577778,16.1148888889,55.9991111111,15.1848888889,61.5161111111,62.3793333333,8.053,9.29611111111
555.11,14.0126666667,40.0978888889,38.5554444444,27.6241111111,38.6967777778,10.6340311111,16.0666666667,55.9005555555,15.1144444444,61.48,62.4306666667,8.03011111111,9.26433333333
555.45,13.9902962963,40.125,38.491,27.6607777778,38.6771111111,10.6053755556,15.99,55.7381111111,15.0794444444,61.3362222222,62.3412222222,8.00088888889,9.26777777778
555.80,13.908962963,40.1227777778,38.4405555556,27.7145555556,38.5952222222,10.5557644444,15.8716666667,55.5405555556,14.9797777778,61.203,62.2433333333,7.93644444444,9.24566666667
556.14,13.8815185185,40.179,38.4162222222,27.7812222222,38.5421111111,10.5109355556,15.7697777778,55.4321111111,14.9243333334,61.1494444444,62.2238888889,7.88811111111,9.24022222222
556.48,13.866962963,40.2824444444,38.4245555556,27.8754444445,38.5462222222,10.5382044444,15.7495555556,55.3415555556,14.8727777778,61.0632222222,62.2401111111,7.90911111111,9.24822222222
556.82,13.8775925926,40.3931111111,38.4306666667,27.9624444445,38.5613333333,10.6131977778,15.7178888889,55.2771111111,14.8705555556,60.9664444445,62.1925555556,7.96211111111,9.31766666667
557.16,13.8037037037,40.4067777778,38.37,27.996,38.4733333333,10.5730733333,15.6596666667,55.1156666667,14.7844444444,60.8313333333,62.1086666667,7.941,9.30522222222
557.50,13.8030740741,40.4158888889,38.3224444444,28.0232222222,38.4266666667,10.5828688889,15.6266666667,54.9815555556,14.7387777778,60.6906666667,62.0257777778,7.98133333334,9.31588888889
557.85,13.7488518519,40.4713333333,38.2303333333,28.0471111111,38.4027777778,10.5565888889,15.5451111111,54.8433333333,14.675,60.5632222222,61.9327777778,7.949,9.30266666667
558.19,13.6581481482,40.4472222222,38.103,28.0205555555,38.3025555556,10.4945511111,15.4074444445,54.6627777778,14.5585555556,60.3625555556,61.7541111111,7.88088888889,9.25466666667
558.53,13.6511481482,40.5123333333,38.074,28.0885555556,38.2451111111,10.5065733333,15.3665555556,54.5193333333,14.5275555556,60.2536666667,61.6605555555,7.88288888889,9.26377777778
558.87,13.6798148148,40.5571111111,38.0322222222,28.1628888889,38.2478888889,10.54036,15.3438888889,54.41,14.523,60.1385555556,61.5106666667,7.91544444444,9.30988888889
559.21,13.7063333333,40.5967777778,37.9887777778,28.2407777778,38.2017777778,10.5784866667,15.3641111111,54.2788888889,14.4855555556,60.0333333333,61.4326666667,7.96766666667,9.36033333333
559.55,13.739,40.7061111111,37.9841111111,28.3127777778,38.2076666667,10.6253244445,15.3932222222,54.1853333333,14.4726666667,59.8992222222,61.3824444444,8.026,9.38533333333
559.89,13.7070740741,40.7928888889,37.9373333334,28.3824444445,38.172,10.6211355556,15.3534444444,54.0567777778,14.3896666666,59.8126666667,61.2897777778,8.03166666667,9.35777777778
560.23,13.6944074074,40.8815555556,37.9295555555,28.4478888889,38.1743333333,10.6156644444,15.3073333333,53.9511111111,14.371,59.7655555555,61.2283333333,8.03133333333,9.37688888889
560.58,13.6846666667,40.8987777778,37.8901111111,28.479,38.0786666667,10.5633444444,15.2382222222,53.7992222222,14.2967777778,59.6275555555,61.1188888889,7.99444444444,9.33333333333
560.92,13.7122592593,40.9587777778,37.8536666666,28.557,38.071,10.5885555556,15.2134444444,53.7074444444,14.2631111111,59.5734444444,61.0597777778,8.01644444445,9.34011111111
561.26,13.6957037037,41.0182222222,37.8295555555,28.6385555556,38.0315555556,10.5821488889,15.1603333333,53.5872222222,14.2282222222,59.4681111111,60.98,8.00722222222,9.38277777778
561.60,13.6816296296,41.0083333334,37.7875555555,28.6778888889,37.9498888889,10.5565088889,15.0918888889,53.4778888889,14.149,59.3718888889,60.8832222222,7.95311111111,9.378
561.94,13.7324444445,41.1092222222,37.8225555556,28.797,37.984,10.5933244444,15.1108888889,53.4001111111,14.1493333333,59.3656666667,60.8927777778,7.97622222222,9.37222222222
562.28,13.6537777778,41.0331111111,37.6567777778,28.7668888889,37.823,10.5343866667,15.0074444444,53.1563333333,14.0508888889,59.1067777778,60.6727777778,7.955,9.33733333333
562.62,13.6065925926,41.0491111111,37.5938888889,28.8324444444,37.7145555556,10.5454822222,14.9652222222,52.9821111111,14.0103333333,58.8896666667,60.5675555556,7.94488888889,9.35411111111
562.96,13.5034444444,41.006,37.4438888889,28.7935555556,37.5272222222,10.4844488889,14.8483333333,52.6786666667,13.8755555556,58.5873333333,60.2976666667,7.88222222222,9.30077777778
563.30,13.5021481481,41.0332222222,37.3574444444,28.8498888889,37.4421111111,10.46642,14.784,52.549,13.8116666666,58.4758888889,60.1383333333,7.88133333333,9.28888888889
563.64,13.5150740741,41.0483333333,37.3308888889,28.9193333333,37.4041111111,10.4817111111,14.7483333333,52.431,13.7945555556,58.36,60.0833333333,7.87233333333,9.30322222222
563.99,13.4901481481,41.0194444444,37.2283333333,28.9443333333,37.2738888889,10.4520155555,14.6617777778,52.215,13.7202222222,58.1454444445,59.9137777778,7.85777777778,9.30122222222
564.33,13.4506296296,41.0435555555,37.1113333333,29.0085555556,37.1681111111,10.4342822222,14.6177777778,52.0102222222,13.6448888889,57.981,59.7912222222,7.83411111111,9.31088888889
564.67,13.4239259259,41.0543333333,37.0441111111,29.0273333333,37.0373333333,10.4409066667,14.5435555556,51.7901111111,13.5858888889,57.7801111111,59.6113333333,7.80933333333,9.31222222222
565.01,13.4402222222,41.1057777778,36.9996666667,29.1048888889,37.0105555556,10.4729622222,14.5125555556,51.6257777778,13.573,57.6092222222,59.4621111111,7.86633333333,9.31888888889
565.35,13.4020740741,41.1255555556,36.9257777778,29.1722222222,36.9445555555,10.4731688889,14.4815555556,51.4175555555,13.5582222222,57.3874444444,59.3161111111,7.89244444445,9.32711111111
565.69,13.4044074074,41.1446666667,36.8665555555,29.21,36.8804444444,10.4734977778,14.4582222222,51.2544444444,13.5577777778,57.2761111111,59.1841111111,7.93288888889,9.38488888889
566.03,13.4065185185,41.188,36.8613333333,29.2843333333,36.8385555556,10.4927111111,14.4388888889,51.1147777778,13.562,57.1685555555,59.1064444444,7.948,9.42333333333
566.37,13.3830740741,41.2342222222,36.7926666666,29.2931111111,36.7753333333,10.4651022222,14.3616666667,50.9976666667,13.5043333334,57.1281111111,59.0112222222,7.92333333333,9.40611111111
566.71,13.3977777778,41.3242222222,36.7821111111,29.4141111111,36.7993333333,10.4728355556,14.3265555555,50.9394444444,13.4947777778,57.0903333333,58.952,7.94922222222,9.42166666667
567.05,13.3288518519,41.3295555555,36.7425555556,29.4518888889,36.7448888889,10.4704022222,14.2772222222,50.779,13.4726666667,56.9445555555,58.8566666667,7.91044444444,9.43722222222
567.39,13.3309259259,41.3895555556,36.6826666667,29.5245555556,36.673,10.4989111111,14.2812222222,50.5834444445,13.4673333333,56.7482222222,58.6895555556,7.97488888889,9.45266666667
567.73,13.3193333333,41.4222222222,36.5902222222,29.5747777778,36.6185555556,10.5054777778,14.2561111111,50.3978888889,13.4264444445,56.618,58.5754444444,7.97477777778,9.43444444445
568.07,13.2690740741,41.4038888889,36.4981111111,29.5714444445,36.5288888889,10.5000866667,14.1783333333,50.1732222222,13.3635555556,56.3994444445,58.3431111111,7.97911111111,9.40611111111
568.41,13.2307037037,41.3824444444,36.3808888889,29.6308888889,36.4585555555,10.49746,14.1428888889,49.9717777778,13.3596666667,56.167,58.1088888889,8.00988888889,9.41588888889
568.75,13.1581111111,41.3268888889,36.2336666667,29.6316666667,36.2874444444,10.4405244444,14.0497777778,49.7382222222,13.2822222222,56.0091111111,57.9112222222,7.95811111111,9.35477777778
569.09,13.1825555555,41.3693333333,36.2037777778,29.6796666667,36.2063333333,10.4788644445,14.0357777778,49.6061111111,13.2764444444,55.8375555556,57.7658888889,7.97411111111,9.36977777778
569.43,13.2009259259,41.4217777778,36.177,29.7624444445,36.1248888889,10.5118177778,14.0085555556,49.4521111111,13.2576666667,55.691,57.6327777778,7.97666666667,9.41177777778
569.77,13.1715555556,41.4518888889,36.1034444444,29.7967777778,36.0596666667,10.4810466667,13.9673333333,49.3023333333,13.175,55.5405555556,57.4557777778,7.94266666667,9.39422222222
570.11,13.1155185185,41.4023333333,35.979,29.8268888889,35.9246666667,10.4486644445,13.9115555556,49.0458888889,13.1064444445,55.2418888889,57.1893333333,7.89744444444,9.37044444444
570.45,13.0964814815,41.3553333333,35.8832222222,29.842,35.7955555556,10.4306866667,13.8744444444,48.8277777778,13.0664444444,55.0533333333,57.0403333333,7.87655555556,9.34922222222
570.79,13.0653333333,41.2878888889,35.7091111111,29.8161111111,35.6004444444,10.3760488889,13.7886666667,48.5528888889,12.9818888889,54.7818888889,56.7163333333,7.86033333333,9.27977777778
571.13,13.0098148148,41.2407777778,35.5885555555,29.7898888889,35.4625555556,10.3126422222,13.6987777778,48.331,12.8976666667,54.6017777778,56.5353333333,7.80011111111,9.23777777778
571.47,13.0024444444,41.2874444445,35.5174444444,29.8752222222,35.3958888889,10.3254888889,13.7085555555,48.196,12.9052222222,54.4404444444,56.3742222222,7.81444444445,9.27811111111
571.81,13.0407777778,41.3026666667,35.4738888889,29.9903333333,35.3431111111,10.3545688889,13.7322222222,48.077,12.9345555555,54.3018888889,56.2488888889,7.86866666667,9.30577777778
572.15,13.039,41.3791111111,35.4084444445,30.0637777778,35.2883333333,10.3580622222,13.7236666667,47.9711111111,12.9105555555,54.2125555555,56.1621111111,7.881,9.31644444444
572.49,13.0101111111,41.4374444444,35.3665555556,30.1121111111,35.2093333333,10.34168,13.6801111111,47.7964444445,12.8662222222,54.0657777778,56.024,7.85655555556,9.33411111111
572.83,12.965037037,41.4858888889,35.2818888889,30.1861111111,35.1353333333,10.3348155556,13.6304444444,47.6596666666,12.8218888889,53.9342222222,55.8882222222,7.86066666667,9.36688888889
573.17,12.9207407407,41.4665555556,35.1593333333,30.2151111111,35.0077777778,10.3021,13.5671111111,47.4545555556,12.7492222222,53.6952222222,55.676,7.83077777778,9.321
573.51,12.8894814815,41.4345555556,35.0165555556,30.2564444444,34.8727777778,10.30814,13.504,47.2074444444,12.7096666667,53.406,55.4195555556,7.83322222222,9.32211111111
573.85,12.9228148148,41.4962222222,34.9855555555,30.359,34.836,10.3522066667,13.4986666667,47.0707777778,12.7246666667,53.265,55.3057777778,7.90266666667,9.35888888889
574.19,12.893037037,41.4938888889,34.8941111111,30.36,34.69,10.3485266667,13.4442222222,46.8447777778,12.6892222222,53.0214444444,55.0854444444,7.89566666667,9.354
574.53,12.8982962963,41.5413333333,34.8605555556,30.4137777778,34.6267777778,10.3839688889,13.4253333333,46.6861111111,12.6937777778,52.8191111111,54.9593333333,7.93,9.44611111111
