wavelength,Back_DacCaym,Belly_DacCaym,Breast_DacCaym,Crissum_DacCaym,Crown_DacCaym,DorTail_DacCaym,Rump_DacCaym,Throat_DacCaym,WingTip_DacCaym
355.47,5.49433333333,53.8950666667,45.8943333333,48.2063333333,43.9537333333,4.99053333333,53.5862,7.4726,4.87106666667
355.83,5.74866666667,53.9905333333,46.0919,48.4181333333,44.1368666667,5.22846666667,53.7449333333,7.67840000001,5.02493333333
356.20,5.83093333333,54.2897333333,46.3147,48.7488,44.3624,5.26246666667,54.0980666667,7.72153333333,5.08753333333
356.56,5.85746666667,54.5772666667,46.6317,49.0576666667,44.552,5.23226666667,54.3389333333,7.79546666667,5.12006666667
356.93,5.8176,54.7811333333,46.8287,49.2578666667,44.6632666667,5.22073333333,54.4939333333,7.81553333333,5.11466666667
357.29,5.8682,54.9906666667,46.9895333333,49.5325333333,44.8178666667,5.25273333333,54.6590666667,7.86533333334,5.168
357.66,5.98133333333,55.3566666667,47.3227666667,49.8920666667,45.0875333333,5.35026666667,55.0032,7.98813333334,5.25946666667
358.02,6.06173333333,55.6044,47.5092,50.1062666667,45.2122,5.474,55.1964666667,8.07273333333,5.32846666667
358.38,6.10213333333,55.7854,47.6857333333,50.2826666667,45.3449333333,5.55046666666,55.4265333333,8.17260000001,5.42733333333
358.75,6.10686666667,55.8934666667,47.7567333333,50.4058,45.4319333333,5.5986,55.512,8.19466666667,5.41793333333
359.11,6.085,56.0328,47.7744333333,50.5092,45.4909333333,5.60746666666,55.6131333333,8.179,5.42186666666
359.48,6.0186,56.1608,47.8513666667,50.5766,45.5484666667,5.5404,55.6834666666,8.1106,5.31806666667
359.84,5.9386,56.3928666667,47.9588333333,50.6844,45.627,5.5202,55.8805333333,8.09380000001,5.2674
360.20,5.84153333333,56.3815333333,47.9420333333,50.6671333333,45.5295333333,5.47906666667,55.7761333333,8.08733333334,5.1746
360.57,5.82366666667,56.488,47.9549333333,50.7522,45.5477333333,5.46653333333,55.8426,8.07459999999,5.14746666667
360.93,5.83806666667,56.5467333333,47.9471,50.7656,45.5282666667,5.4468,55.822,8.12006666667,5.10773333333
361.29,5.8846,56.7038666667,48.0529,50.85,45.6304666667,5.5064,55.9350666667,8.182,5.1708
361.66,5.73753333333,56.6446,47.9954333333,50.7484,45.5375333333,5.354,55.8334666667,8.09719999999,5.046
362.02,5.64846666667,56.6138,47.9746666667,50.7282666667,45.4778666667,5.2652,55.7902,8.02953333333,4.98126666667
362.39,5.69206666667,56.7252,48.0927333333,50.803,45.544,5.27633333333,55.8192666666,8.07913333333,5.00153333333
362.75,5.7176,56.7771333333,48.1428,50.8606666667,45.4918666667,5.28706666667,55.8386666667,8.12626666667,4.99473333333
363.11,5.73906666666,56.8273333333,48.1967,50.9080666667,45.4672,5.29253333333,55.8058,8.13333333334,4.9916
363.48,5.76266666667,56.9288666667,48.2912666667,50.9834,45.4766,5.31506666667,55.8708,8.1714,5.04626666667
363.84,5.8232,57.038,48.4402666667,51.1057333333,45.5431333333,5.3368,55.89,8.23686666666,5.11873333333
364.20,5.9464,57.2820666667,48.602,51.2619333333,45.6763333333,5.4054,56.0442666667,8.33059999999,5.23473333333
364.57,5.89006666667,57.3472666667,48.6086,51.2743333333,45.6371333333,5.36846666667,56.067,8.30879999999,5.2204
364.93,5.86393333333,57.4940666666,48.7492333333,51.4091333333,45.7624,5.32713333333,56.2252666667,8.26466666667,5.23433333333
365.29,5.73233333333,57.4786,48.6320666667,51.3631333333,45.6089333333,5.14233333333,56.1322666667,8.15740000001,5.06453333333
365.66,5.88906666667,57.5704,48.6816333333,51.4592666667,45.6783333333,5.29746666667,56.1620666667,8.26759999999,5.22533333333
366.02,5.9086,57.7067333333,48.7327333333,51.5192,45.6939333334,5.28773333333,56.2134,8.31173333333,5.2482
366.38,5.8374,57.6148,48.6017,51.4672,45.5072666667,5.1748,56.0408666667,8.2064,5.1854
366.75,5.85106666667,57.6472,48.5417333333,51.4264,45.4349333333,5.1486,55.961,8.18313333332,5.22726666667
367.11,5.8836,57.6464,48.4872333334,51.4148,45.3684666666,5.14286666667,55.9734666667,8.18753333333,5.2426
367.47,5.93193333333,57.8143333333,48.5825,51.5816666667,45.4330666667,5.15566666667,56.0664666667,8.20253333333,5.30133333333
367.84,5.93406666667,57.6918666667,48.419,51.4158666667,45.2192666667,5.14653333333,55.8306666667,8.19986666667,5.271
368.20,5.90706666667,57.5712,48.3188666667,51.3334,45.0964,5.09333333333,55.6686666667,8.17593333333,5.1892
368.56,5.94186666667,57.5022,48.2315333333,51.2565333333,45.0141333333,5.12846666667,55.5382666667,8.1646,5.18993333333
368.93,5.96393333333,57.5246,48.1600333333,51.2724,44.9286666667,5.14473333334,55.4736666667,8.16460000001,5.19573333333
369.29,6.0776,57.7246666667,48.3364666667,51.4715333333,45.0758666667,5.2692,55.6126,8.26213333333,5.33146666667
369.65,6.082,57.895,48.4716333333,51.63,45.1317333333,5.28093333333,55.7492,8.28219999999,5.3026
370.01,6.1472,57.9647333333,48.4948333333,51.7297333333,45.1256666667,5.3552,55.8024,8.30793333334,5.33133333333
370.38,6.1524,58.1577333333,48.6201,51.8858,45.2663333333,5.39393333333,55.9465333333,8.37140000001,5.35586666667
370.74,6.144,58.0526666667,48.5881666667,51.822,45.1727333333,5.3994,55.85,8.37526666667,5.34193333333
371.10,6.18146666667,58.0523333333,48.5777666667,51.8260666667,45.1616666667,5.41913333333,55.7388666667,8.44873333333,5.34973333333
371.46,6.2454,57.9303333333,48.4409666667,51.7678,45.0072666666,5.4892,55.6040666667,8.53753333333,5.38573333333
371.83,6.17073333333,57.9274,48.4730333333,51.7926666667,44.9352,5.40973333333,55.5908666667,8.44686666667,5.3074
372.19,6.1506,57.9114,48.4170666667,51.7111333333,44.846,5.42873333333,55.5177333333,8.48433333333,5.32553333333
372.55,6.223,57.9503333333,48.3961,51.7363333333,44.7974666667,5.46526666667,55.4676,8.56933333333,5.37253333334
372.92,6.21373333333,57.7908666666,48.3297,51.5584,44.6213333334,5.46833333333,55.2485333333,8.57559999999,5.3454
373.28,6.14866666667,57.5336666667,48.1015666667,51.374,44.415,5.38353333333,54.9408666667,8.53893333334,5.26293333333
373.64,6.1022,57.368,47.9045,51.1854666667,44.1386,5.31093333334,54.6629333333,8.51013333333,5.27273333334
374.00,6.04253333333,57.2830666667,47.8270666667,51.0668,44.0426,5.24453333333,54.4968666667,8.46379999999,5.23713333333
374.37,6.04373333333,57.034,47.6326,50.8612,43.7931333333,5.236,54.2378,8.42433333333,5.20953333333
374.73,6.03153333334,57.0456666667,47.5317,50.8532,43.7328666667,5.22313333334,54.1560666667,8.45133333333,5.19473333333
375.09,5.99206666667,56.993,47.4502666666,50.7931333333,43.5453333333,5.18433333333,54.0542666667,8.38846666667,5.16533333333
375.45,5.82553333333,56.7862,47.2123666667,50.5022666666,43.3054666667,4.98986666667,53.7414,8.22906666666,5.0202
375.81,5.7488,56.7438666667,47.142,50.4826666667,43.2378,4.8872,53.6926,8.19186666667,4.9434
376.18,5.7172,56.7814,47.1788,50.5488666666,43.2300666667,4.8084,53.6899333333,8.14380000001,4.92786666667
376.54,5.63046666667,56.7317333333,47.0994333333,50.4795333333,43.097,4.68993333333,53.5638,8.03133333334,4.81546666667
376.90,5.63666666667,56.7221333333,47.0807333333,50.4639333333,43.0133333333,4.6886,53.449,8.02379999999,4.83
377.26,5.69273333333,56.7400666667,47.1166,50.4045333333,42.9575333333,4.74813333333,53.4735333333,8.08133333333,4.8856
377.63,5.752,56.6990666667,47.0925,50.4173333333,42.9701333333,4.7798,53.4442,8.16093333333,4.9224
377.99,5.85506666667,56.7122,47.1252,50.4370666667,42.9224666667,4.87746666667,53.4454666667,8.27639999999,5.0202
378.35,5.94313333333,56.6108,47.0034666667,50.3514,42.8493333333,4.95853333333,53.271,8.36499999999,5.07266666666
378.71,5.90553333333,56.5412,46.9873666667,50.3113333333,42.688,4.91173333334,53.1823333333,8.30433333334,5.02166666667
379.07,5.9472,56.4445333333,46.8641,50.1990666667,42.5719333333,4.94113333333,53.0595333333,8.36639999999,5.0164
379.44,6.10286666667,56.4198666667,46.8736333333,50.2127333333,42.5853333333,5.09473333333,53.0452666667,8.52059999999,5.15766666667
379.80,6.18313333333,56.2976666667,46.7082,50.0397333333,42.4856666667,5.17486666667,52.8540666667,8.57360000001,5.22213333333
380.16,6.2826,56.1542,46.5366666667,49.8726666667,42.2876666667,5.3056,52.6082666667,8.6548,5.2934
380.52,6.3288,55.9867333333,46.4307,49.7382,42.2104,5.38953333333,52.4737333333,8.73393333334,5.3322
380.88,6.35313333333,55.8999333333,46.3193666667,49.6739333333,42.1207333333,5.4408,52.3784,8.81806666666,5.36393333333
381.24,6.2688,55.6158666667,46.0409,49.405,41.847,5.36806666667,52.0412,8.73053333333,5.2874
381.61,6.27546666667,55.5230666667,45.9719333333,49.2832666667,41.7192,5.40926666667,51.8762666667,8.74046666667,5.29086666667
381.97,6.3054,55.2965333333,45.7546666667,49.0871333334,41.5106,5.42086666667,51.5906666667,8.75439999999,5.287
382.33,6.2772,55.2916,45.7162666667,49.0086,41.4008666667,5.40373333333,51.5048666667,8.74780000001,5.28126666667
382.69,6.293,55.1097333333,45.5559666667,48.8286666667,41.2872,5.42506666667,51.2927333333,8.79793333333,5.3114
383.05,6.19826666667,55.0191333333,45.4544333333,48.7091333333,41.2356666667,5.36693333333,51.1335333333,8.7272,5.2932
383.41,6.10766666667,54.8458,45.2517666667,48.5036,41.0488666667,5.30106666667,50.8791333333,8.63833333333,5.18913333334
383.77,6.08466666666,54.6013333333,45.0775666667,48.3312,40.8064,5.3078,50.6108,8.63873333333,5.1896
384.14,5.9736,54.4537333333,44.9442666666,48.2012,40.6678,5.17633333333,50.4714666667,8.50913333333,5.06633333333
384.50,5.91893333333,54.2665333333,44.8175666667,48.0083333333,40.4687333333,5.13353333333,50.2378,8.47713333334,5.07973333333
384.86,5.91106666667,54.0988666667,44.6211,47.8242666667,40.3246,5.09333333333,50.0458,8.4134,5.05313333333
385.22,5.97113333333,54.0857333333,44.5808333333,47.8122666667,40.3023333333,5.14953333333,49.9811333333,8.4682,5.13033333333
385.58,5.95646666667,53.9360666667,44.4192666667,47.6315333334,40.133,5.13046666667,49.7945333333,8.42900000001,5.107
385.94,5.85986666667,53.7291333333,44.2374333333,47.3917333333,39.958,5.06593333333,49.5968666666,8.35879999999,5.05806666667
386.30,5.81333333333,53.4398,43.9779333333,47.1152666667,39.7356666667,5.02026666667,49.301,8.28346666667,5.0372
386.66,5.8566,53.2043333333,43.7455666667,46.8849333333,39.5174,5.0496,49.0331333333,8.28080000001,5.05306666666
387.03,5.90113333333,52.9422666667,43.5349333333,46.6312,39.2824,5.10133333333,48.7512666667,8.32539999999,5.08906666667
387.39,5.94133333333,52.7886666667,43.4294666667,46.5142,39.1222666667,5.13733333333,48.5641333333,8.36140000001,5.1622
387.75,5.9662,52.7681333333,43.3602333333,46.4925333333,39.1172666666,5.13953333333,48.5360666667,8.37326666666,5.17873333333
388.11,6.00393333333,52.5608666667,43.1828333333,46.3054666667,38.9575333333,5.16693333333,48.3544,8.40206666666,5.2504
388.47,6.05513333333,52.4399333333,43.0214666667,46.1659333333,38.8394,5.2014,48.2163333333,8.40646666666,5.25513333333
388.83,6.09006666667,52.2961333333,42.9314666667,46.0766,38.6895333333,5.2458,48.0725333333,8.42659999999,5.26133333333
389.19,6.07233333333,52.0948666667,42.7619333333,45.8645333333,38.4838666667,5.24653333333,47.852,8.384,5.2488
389.55,6.04226666667,51.8445333333,42.5070333333,45.6268,38.2443333333,5.19913333333,47.5677333333,8.34366666666,5.22826666667
389.91,6.0666,51.7396666667,42.434,45.5435333333,38.1426,5.21906666667,47.4187333333,8.35773333333,5.26433333333
390.27,6.051,51.5614,42.3162,45.4064666667,37.9428,5.2018,47.293,8.33393333334,5.23306666667
390.63,6.00933333333,51.5461333333,42.2838333333,45.4023333333,37.8782666667,5.1894,47.2330666667,8.28920000001,5.19133333333
391.00,6.00733333333,51.4384666667,42.2162,45.3229333333,37.7849333333,5.17193333333,47.1551333333,8.25900000001,5.16033333333
391.36,6.04753333333,51.3657333333,42.1916333333,45.2660666667,37.7279333333,5.19773333333,47.1286666667,8.26953333333,5.16146666667
391.72,6.05613333333,51.1632666667,42.0205666666,45.0467333333,37.5677333333,5.2096,46.8896666667,8.26600000001,5.18293333333
392.08,6.05913333334,51.055,41.9426333333,44.9402666667,37.4502,5.2402,46.7239333333,8.28573333333,5.1692
392.44,6.095,50.9551333333,41.8558333333,44.8338666667,37.3343333333,5.26353333333,46.6114666667,8.33860000001,5.22833333333
392.80,6.0894,50.7853333333,41.7237666667,44.6946666667,37.2143333333,5.2782,46.4404,8.37373333334,5.26173333333
393.16,6.11153333333,50.5924666667,41.6140333333,44.5546666667,37.09,5.29533333333,46.2964,8.41386666667,5.27306666667
393.52,6.11046666667,50.4231333333,41.5227333333,44.4444,37.0064,5.3196,46.2015333333,8.41706666667,5.2728
393.88,6.07966666667,50.3154666667,41.3756333333,44.3274,36.9098666667,5.28066666667,46.0620666667,8.39873333334,5.1992
394.24,6.10973333333,50.2225333333,41.2243,44.2373333333,36.8704,5.30486666667,45.9234,8.43939999999,5.229
394.60,6.15766666667,50.0793333333,41.1091333333,44.1066666667,36.8219333333,5.3092,45.8169333333,8.48166666667,5.28886666667
394.96,6.1186,49.8854666667,40.9199666667,43.936,36.6766666667,5.28533333333,45.6326666667,8.44173333334,5.27693333333
395.32,6.02653333333,49.6777333333,40.6992333333,43.7534,36.5213333333,5.2342,45.4061333333,8.36880000001,5.20153333333
395.68,5.98893333333,49.5072666667,40.5815666667,43.5989333333,36.39,5.19326666667,45.2368,8.33020000001,5.16186666667
396.04,5.97653333333,49.2605333333,40.3605333333,43.3993333333,36.2381333333,5.1782,45.0552666667,8.29879999999,5.1586
396.40,6.0002,49.0418,40.2067333333,43.2806,36.1672666667,5.223,44.8640666667,8.31373333333,5.1756
396.76,6.06673333333,48.9976666667,40.2313666667,43.1957333333,36.148,5.303,44.8246666667,8.37293333333,5.23466666667
397.12,6.10093333333,48.9168666667,40.1501666667,43.1315333333,36.1281333333,5.34766666667,44.7584,8.39726666667,5.2846
397.48,6.05293333333,48.7523333333,39.9857,42.9738666667,35.9996666667,5.31306666667,44.5863333333,8.35506666666,5.25166666667
397.84,6.10006666667,48.6031333333,39.8785333333,42.8473333333,35.9013333333,5.36646666667,44.4506666667,8.38860000001,5.32566666667
398.20,6.12026666667,48.5086666667,39.8593,42.7831333333,35.8418,5.40193333333,44.3634666667,8.3968,5.32953333333
398.56,6.15466666667,48.3212666666,39.7385666667,42.6572,35.7358666667,5.49593333333,44.1786666667,8.44006666667,5.37406666667
398.92,6.17573333333,48.2088666667,39.6761333333,42.6045333334,35.6658666667,5.54253333334,44.0604666667,8.4764,5.40826666667
399.28,6.20326666667,48.0818,39.5655333333,42.4913333334,35.6055333333,5.57693333333,43.9713333333,8.49846666667,5.46853333333
399.64,6.2298,47.9696,39.4738666667,42.3984,35.5127333334,5.6172,43.8657333333,8.521,5.50886666667
400.00,6.23573333333,47.8877333333,39.4237666667,42.3352666667,35.4795333333,5.62966666667,43.772,8.53333333333,5.53153333333
400.36,6.19,47.7160666667,39.2728333333,42.1798666667,35.3223333333,5.57066666667,43.6156666667,8.46746666667,5.48906666667
400.72,6.1404,47.4650666667,39.0084666667,41.9783333333,35.1696,5.51853333333,43.4134,8.38526666667,5.46573333333
401.08,6.0864,47.2740666667,38.8708666667,41.8018666667,35.0056,5.4974,43.2584666667,8.34260000001,5.39713333333
401.44,6.12206666667,47.2142,38.8549,41.7416666667,34.9798,5.5314,43.1728,8.35006666667,5.4404
401.80,6.1434,47.0016666667,38.7164333333,41.5772,34.8304,5.5684,43.0112,8.34960000001,5.4758
402.16,6.15686666667,46.851,38.6138333333,41.4484666667,34.7691333333,5.58906666667,42.8981333333,8.36646666667,5.51806666667
402.52,6.0588,46.6478666667,38.4206,41.2018,34.5954,5.45886666666,42.7124,8.26500000001,5.42206666667
402.88,6.04193333333,46.5229333333,38.3105,41.0835333333,34.5278,5.41933333334,42.6343333333,8.21200000001,5.403
403.24,5.99286666667,46.3119333333,38.1903666667,40.8803333333,34.3836,5.3742,42.4777333333,8.15233333333,5.3388
403.60,5.94513333333,46.1528,38.0382,40.7164,34.2595333333,5.32773333333,42.3544,8.09633333333,5.27566666667
403.95,5.99646666667,46.0969333333,38.0120666667,40.6684666667,34.2272,5.36406666667,42.3133333333,8.13746666667,5.29726666667
404.31,5.97813333333,46.041,37.9508,40.5690666667,34.1842666667,5.35953333333,42.2607333333,8.11280000001,5.28673333333
404.67,5.96066666667,45.9147333333,37.8532333333,40.453,34.0816666667,5.32086666667,42.1038,8.09953333333,5.24646666667
405.03,5.9246,45.8012,37.7304666667,40.3637333333,34.0035333333,5.26826666667,41.9718,8.04406666667,5.1986
405.39,5.92473333333,45.6775333333,37.6128,40.242,33.927,5.26246666667,41.8519333333,8.04980000001,5.18313333333
405.75,5.89766666667,45.5922,37.5274666667,40.1532666667,33.8637333333,5.217,41.7755333333,8.0294,5.14846666667
406.11,5.8446,45.4266,37.3895,39.9674666667,33.6965333333,5.16786666667,41.6139333333,7.98479999999,5.10753333333
406.47,5.845,45.3783333333,37.3728,39.9452,33.6786,5.1986,41.6174666667,7.988,5.138
406.83,5.78766666667,45.1912666667,37.1975333333,39.7794,33.5173333333,5.12893333333,41.4259333333,7.91953333333,5.07926666667
407.19,5.83266666667,45.1322666667,37.0943666667,39.7234,33.4606,5.14626666667,41.3356666667,7.92546666667,5.12493333333
