wavelength,Back_DigGlof,Belly_DigGlof,Breast_DigGlof,Crissum_DigGlof,Crown_DigGlof,DorTail_DigGlof,Patch10_DigGlof,Rump_DigGlof,Throat_DigGlof,WingTip_DigGlof
561.26,7.95344444445,9.826,7.7295,9.83711111112,8.54366666668,7.72244444444,17.2426666667,9.93677777777,5.32716666667,11.3938333333
561.60,7.97151111111,9.84022222222,7.743,9.82977777778,8.52844444443,7.71311111111,17.2255555555,9.91311111109,5.31811111111,11.3891666667
561.94,8.01908888889,9.87099999999,7.77533333333,9.89677777777,8.54355555556,7.77722222222,17.2551111111,9.92122222222,5.33644444444,11.4106111111
562.28,8.05064444445,9.89555555556,7.77005555556,9.95066666665,8.52666666666,7.76411111111,17.2482222222,9.91899999998,5.35338888889,11.4234444444
562.62,8.0696,9.87844444443,7.76744444444,9.94522222221,8.50655555557,7.75633333333,17.2832222222,9.89711111112,5.3565,11.4411111111
562.96,8.11593333333,9.928,7.82827777778,10.0283333333,8.53633333332,7.773,17.3298888889,9.88677777777,5.38872222222,11.4886666667
563.30,8.16544444445,9.95166666666,7.83266666667,10.0955555555,8.56677777779,7.82877777778,17.3855555556,9.93166666667,5.43755555555,11.5186111111
563.64,8.09551111111,9.87922222222,7.7575,10.046,8.49788888889,7.72544444444,17.3517777778,9.88822222222,5.36188888889,11.4601111111
563.99,8.07337777778,9.88877777776,7.77033333333,10.0512222222,8.47955555555,7.63733333333,17.2973333333,9.84699999999,5.30938888889,11.4288888889
564.33,8.04664444444,9.88188888889,7.71266666667,10.0173333333,8.43688888888,7.59944444445,17.256,9.80088888888,5.266,11.3883888889
564.67,8.04291111111,9.91177777778,7.75438888889,10.035,8.45099999999,7.61977777778,17.2593333333,9.82277777779,5.26327777778,11.3792222222
565.01,8.06275555556,9.97111111109,7.79216666667,10.1007777778,8.47644444443,7.63611111111,17.2752222222,9.84522222221,5.25883333333,11.4137222222
565.35,8.02746666667,9.98611111111,7.766,10.0954444444,8.45677777777,7.61711111111,17.2596666667,9.83088888891,5.26033333333,11.4422777778
565.69,8.03653333333,10.0265555555,7.769,10.1193333333,8.45522222223,7.62933333333,17.2776666667,9.87166666668,5.28455555556,11.4596666667
566.03,8.02375555556,10.0484444445,7.79555555556,10.14,8.48566666667,7.67044444444,17.317,9.89333333332,5.28844444444,11.4963333333
566.37,8.03642222222,10.1177777778,7.80266666667,10.1933333333,8.51533333334,7.715,17.2967777778,9.92166666668,5.29188888889,11.5281666667
566.71,8.05833333333,10.1762222222,7.8605,10.2171111111,8.53233333332,7.74688888889,17.3231111111,9.98566666666,5.31438888889,11.5638333333
567.05,8.05326666667,10.2065555556,7.88861111111,10.2074444444,8.52777777778,7.73133333333,17.3275555555,9.97655555556,5.30183333333,11.5826111111
567.39,8.11475555556,10.3122222222,7.98438888889,10.2945555556,8.59755555557,7.78655555556,17.3737777778,10.0157777778,5.36705555556,11.6568333333
567.73,8.10542222222,10.3038888889,8.00288888889,10.2976666667,8.56622222222,7.83122222222,17.3902222222,10.0205555555,5.35761111111,11.6356666667
568.07,8.09784444445,10.3237777778,8.03311111111,10.3067777778,8.54555555557,7.81111111111,17.3861111111,10.0096666667,5.33105555556,11.6314444444
568.41,8.11084444444,10.3343333333,8.06172222222,10.3348888889,8.54188888888,7.81733333333,17.3675555556,10.0135555556,5.33605555556,11.6873333333
568.75,8.06488888889,10.274,8.04661111111,10.3006666667,8.51366666666,7.79277777778,17.3283333333,9.98022222222,5.30277777778,11.6592777778
569.09,8.13828888889,10.3722222222,8.13622222222,10.3987777778,8.56900000001,7.83844444444,17.3744444444,10.0583333333,5.33644444444,11.6841111111
569.43,8.13842222222,10.3977777778,8.173,10.4135555555,8.58633333332,7.82,17.4102222222,10.0634444445,5.32055555555,11.717
569.77,8.09773333333,10.4082222222,8.16322222222,10.3843333333,8.53188888888,7.75733333333,17.3823333333,10.0444444444,5.28427777778,11.6958333333
570.11,8.14166666667,10.4572222222,8.27122222222,10.449,8.54377777778,7.78777777778,17.4255555556,10.097,5.33738888889,11.7537777778
570.45,8.08986666667,10.4401111111,8.21716666667,10.4175555556,8.47555555556,7.76211111111,17.3997777778,10.0394444444,5.29544444444,11.6949444444
570.79,8.09468888889,10.4606666667,8.23761111111,10.4611111111,8.4421111111,7.74788888889,17.3573333334,10.0322222222,5.29111111111,11.7161666667
571.13,8.127,10.4666666667,8.27822222222,10.5148888889,8.44622222221,7.78833333333,17.397,10.0767777778,5.30011111111,11.7441111111
571.47,8.16157777778,10.5266666667,8.31911111111,10.5933333333,8.48088888888,7.81277777778,17.4291111111,10.103,5.34238888889,11.8225
571.81,8.1474,10.5466666667,8.32566666667,10.6386666667,8.47166666667,7.82944444445,17.4195555556,10.1018888889,5.36266666667,11.8216666667
572.15,8.24566666667,10.6835555556,8.42616666667,10.7681111111,8.58044444446,7.94533333333,17.5441111111,10.1994444444,5.46905555555,11.8815555556
572.49,8.30686666667,10.7438888889,8.49594444444,10.8598888889,8.62266666667,7.99288888889,17.5985555556,10.235,5.50583333333,11.9369444444
572.83,8.29882222222,10.7273333333,8.51533333333,10.8747777778,8.61488888889,7.99544444444,17.6152222222,10.2355555556,5.51688888889,11.9376666667
573.17,8.31673333334,10.7586666667,8.54888888889,10.9122222222,8.61444444443,8.009,17.6371111111,10.2298888889,5.53522222222,11.9257222222
573.51,8.3508,10.7735555556,8.58772222222,10.9637777778,8.65988888889,8.03944444444,17.6545555556,10.2281111111,5.57772222222,11.9306666667
573.85,8.32095555556,10.7698888889,8.56488888889,10.9643333333,8.64955555556,7.99511111111,17.6723333333,10.1994444444,5.53844444444,11.8937222222
574.19,8.39351111112,10.8576666667,8.65638888889,11.0946666667,8.75066666667,8.06122222222,17.7506666667,10.2687777778,5.61077777778,11.976
574.53,8.43866666667,10.9404444444,8.72916666667,11.1632222222,8.828,8.11988888889,17.8271111111,10.3133333333,5.67455555555,12.0092222222
574.87,8.45324444444,10.9705555556,8.72994444444,11.1568888889,8.8331111111,8.12955555556,17.8541111111,10.3057777778,5.68011111111,12.0246666667
575.21,8.50900000001,11.039,8.79494444444,11.2301111111,8.87577777779,8.17555555556,17.887,10.3483333333,5.73277777778,12.0866666667
575.55,8.58484444445,11.118,8.87594444444,11.3431111111,8.96544444445,8.23711111111,18.0025555556,10.4171111111,5.80705555556,12.1518333333
575.89,8.52600000001,11.0672222222,8.84811111111,11.2898888889,8.90755555557,8.16666666667,17.9383333333,10.3516666667,5.74227777778,12.1379444445
576.22,8.55899999999,11.1635555555,8.90711111111,11.3558888889,8.97922222223,8.23422222222,18.0002222222,10.4121111111,5.80222222222,12.1614444444
576.56,8.57086666668,11.2046666667,8.921,11.3792222222,9.00944444443,8.25466666667,18.0333333333,10.4045555556,5.8125,12.2013333333
576.90,8.56242222223,11.2348888889,8.93077777778,11.4066666667,9.02844444444,8.24633333333,18.0022222222,10.418,5.81705555556,12.2162777778
577.24,8.62313333333,11.3415555556,9.00055555556,11.4875555556,9.07233333333,8.28066666667,18.0322222222,10.5002222222,5.86494444445,12.3015
577.58,8.58544444445,11.3233333333,8.98477777778,11.5216666667,9.0311111111,8.27444444444,17.9863333333,10.4775555556,5.86405555556,12.3037222222
577.92,8.54693333332,11.2675555555,8.93861111111,11.4446666667,8.93866666666,8.22077777778,17.932,10.4215555556,5.79033333333,12.261
578.26,8.5110888889,11.256,8.94677777778,11.4554444444,8.91966666668,8.22866666667,17.9166666667,10.4103333333,5.73666666667,12.2456666667
578.60,8.51633333332,11.2816666667,8.97966666667,11.5052222222,8.9378888889,8.21677777778,17.9231111111,10.445,5.76083333333,12.2925555556
578.94,8.4970888889,11.2688888889,8.98738888889,11.507,8.93500000001,8.18722222222,17.9416666667,10.4514444444,5.77361111111,12.2653333333
579.28,8.39960000001,11.225,8.91577777778,11.4224444444,8.85522222221,8.10133333333,17.8701111111,10.386,5.71661111111,12.2267222222
579.61,8.26411111111,11.1538888889,8.80511111111,11.3112222222,8.70799999999,7.95033333333,17.7602222222,10.2762222222,5.59411111111,12.0773888889
579.95,8.2516,11.1696666667,8.79777777778,11.3017777778,8.63755555557,7.91066666667,17.7092222222,10.2602222222,5.57411111111,12.0863333333
580.29,8.25828888889,11.2375555556,8.79083333333,11.3191111111,8.59844444443,7.90866666667,17.6896666667,10.2483333334,5.58927777778,12.0826666667
580.63,8.30913333333,11.2903333333,8.89116666667,11.3843333333,8.64966666668,7.99177777778,17.7483333333,10.2825555556,5.662,12.1519444445
580.97,8.26628888889,11.2673333333,8.84688888889,11.3942222222,8.63822222223,7.98833333333,17.7752222222,10.231,5.61183333333,12.1531666667
581.31,8.32486666667,11.3561111111,8.9186111111,11.4177777778,8.67088888888,8.03033333333,17.8005555556,10.2637777778,5.63405555555,12.1915555556
581.65,8.30382222222,11.3903333333,8.92727777777,11.435,8.68599999999,8.04244444445,17.8031111111,10.27,5.64705555556,12.2087222222
581.98,8.28562222222,11.4293333333,8.86016666667,11.4187777778,8.64677777777,7.97944444444,17.7863333333,10.2373333334,5.63872222222,12.2036666667
582.32,8.24095555556,11.4324444444,8.8573888889,11.406,8.59444444443,7.947,17.7552222222,10.1678888889,5.59594444445,12.1168333333
582.66,8.18506666667,11.4118888889,8.8006111111,11.353,8.53966666666,7.89766666667,17.6997777778,10.0686666667,5.52738888889,12.0245555555
583.00,8.20324444445,11.4291111111,8.84494444443,11.3717777778,8.55333333333,7.93744444444,17.7068888889,10.0788888889,5.48205555555,12.0222222222
583.34,8.29451111111,11.5397777778,8.9911111111,11.5177777778,8.66466666668,8.06344444444,17.77,10.1574444444,5.587,12.1231111111
583.68,8.219,11.4986666667,8.9925,11.4936666667,8.65400000001,8.03722222222,17.7206666667,10.0781111111,5.55855555556,12.0807222222
584.01,8.15613333333,11.4142222222,8.9945,11.4671111111,8.59155555556,8.00322222222,17.6854444444,10.0336666667,5.49572222222,12.0387777778
584.35,8.04584444444,11.3847777778,8.87694444443,11.4278888889,8.48455555555,7.93011111111,17.5936666667,9.95966666664,5.3965,11.9768888889
584.69,8.07322222222,11.3828888889,8.9321111111,11.4103333334,8.4331111111,7.89988888889,17.5621111111,9.9311111111,5.38988888889,11.9087222222
585.03,8.10368888889,11.4324444444,8.9853888889,11.4607777778,8.51177777778,7.91833333333,17.6495555556,9.9408888889,5.41183333333,11.9402222222
585.37,8.19704444445,11.5488888889,9.12994444443,11.5606666667,8.59288888889,8.02777777778,17.7205555555,10.0044444444,5.502,12.0459444444
585.70,8.21815555555,11.5736666667,9.23822222223,11.5905555556,8.62044444443,8.05744444444,17.7405555556,10.0386666667,5.53083333333,12.0671666667
586.04,8.18284444444,11.5595555555,9.23227777777,11.5858888889,8.6481111111,8.05566666667,17.7191111111,10.0272222222,5.49861111111,12.0591666667
586.38,8.1198,11.5525555556,9.23366666667,11.5714444444,8.60777777779,8.03288888889,17.6373333333,10.0028888889,5.43305555556,12.0581111111
586.72,8.21039999999,11.6634444444,9.3096111111,11.6786666666,8.65677777779,8.09444444444,17.723,10.0934444444,5.50761111111,12.1651666667
587.06,8.2126,11.6305555555,9.26672222223,11.63,8.65433333333,8.07833333333,17.7344444444,10.0693333333,5.48416666667,12.1478333333
587.39,8.23960000001,11.673,9.271,11.653,8.6381111111,8.00733333333,17.7571111111,10.0737777778,5.47461111111,12.1711666667
587.73,8.23739999999,11.7133333333,9.3406111111,11.6831111111,8.68444444443,8.00622222222,17.7687777778,10.0982222222,5.51894444444,12.2042222222
588.07,8.23800000001,11.7105555555,9.359,11.6576666667,8.67966666668,7.95244444444,17.7656666667,10.0644444444,5.51955555556,12.1713333333
588.41,8.15753333333,11.7047777778,9.3138888889,11.648,8.66755555556,7.987,17.7343333333,10.0243333334,5.488,12.1282777778
588.74,8.09768888889,11.6608888889,9.286,11.6374444444,8.61622222221,7.95922222222,17.6902222222,9.99122222221,5.45061111111,12.1173333333
589.08,8.06695555555,11.6371111111,9.26566666667,11.6833333333,8.5931111111,7.88,17.668,9.97255555556,5.42761111111,12.0736666667
589.42,8.00684444445,11.5931111111,9.17116666667,11.6608888889,8.54855555557,7.80777777778,17.5904444444,9.88599999999,5.39894444445,12.0383333333
589.76,8.01902222222,11.6695555555,9.1861111111,11.6827777778,8.5371111111,7.75944444444,17.5663333333,9.85222222224,5.43822222222,12.0443888889
590.09,8.09626666667,11.7111111111,9.22294444443,11.7341111111,8.5558888889,7.773,17.594,9.88744444444,5.48922222222,12.1247777778
590.43,8.03424444445,11.6907777778,9.23094444443,11.7101111111,8.52566666666,7.692,17.5136666667,9.82466666664,5.49294444445,12.0529444444
590.77,7.96402222222,11.6934444444,9.206,11.712,8.43422222223,7.63066666667,17.4348888889,9.78,5.44766666667,12.0268333333
591.11,7.95402222222,11.694,9.2178888889,11.7552222222,8.42422222221,7.66211111111,17.4218888889,9.79222222223,5.46744444444,12.0302222222
591.44,7.89033333333,11.6573333333,9.12422222223,11.6893333333,8.32077777777,7.55877777778,17.3113333333,9.69733333332,5.35272222222,11.9746111111
591.78,7.84295555556,11.6553333333,9.05616666667,11.7093333333,8.28166666666,7.54188888889,17.2766666667,9.66422222223,5.30394444444,11.9423888889
592.12,7.84366666667,11.639,9.03655555557,11.6967777778,8.25922222223,7.472,17.2508888889,9.65533333332,5.30194444444,11.9684444445
592.46,7.87622222222,11.6832222222,9.08494444443,11.7338888889,8.25233333332,7.46988888889,17.216,9.67333333333,5.3595,11.9686111111
592.79,7.85564444444,11.7236666667,9.0601111111,11.6908888889,8.22422222222,7.45444444445,17.1431111111,9.63199999999,5.32488888889,11.8993888889
593.13,7.96762222222,11.8531111111,9.17366666667,11.8097777778,8.28533333333,7.55622222222,17.257,9.71011111111,5.395,11.9540555555
593.47,8.00231111111,11.867,9.20027777777,11.8758888889,8.30588888888,7.60477777778,17.3204444444,9.7707777778,5.42572222222,11.9752777778
593.80,8.02666666667,11.9508888889,9.2408888889,11.9324444444,8.34499999999,7.66211111111,17.3804444444,9.8211111111,5.4805,11.9544444444
594.14,8.04286666667,11.9722222222,9.23277777777,11.9582222222,8.32688888889,7.67588888889,17.3732222222,9.807,5.445,11.9363333333
594.48,8.0776,12.046,9.31022222223,12.035,8.39955555556,7.69255555556,17.4477777778,9.84499999999,5.4765,11.9677777778
594.81,8.10106666667,12.0957777778,9.37366666667,12.0645555555,8.40533333335,7.74088888889,17.4891111111,9.83633333336,5.46688888889,12.0096666667
595.15,8.22855555556,12.2441111111,9.5128888889,12.2128888889,8.54044444443,7.87855555556,17.6133333333,9.95477777778,5.59677777778,12.0600555555
595.49,8.30520000001,12.3383333334,9.66883333333,12.2907777778,8.61611111111,7.92911111111,17.6742222222,10.0533333334,5.66516666667,12.1282777778
595.82,8.24804444443,12.3918888889,9.70327777777,12.2958888889,8.59922222221,7.91066666667,17.6444444445,10.0342222222,5.64438888889,12.1307777778
596.16,8.24522222222,12.4244444444,9.691,12.3027777778,8.58644444443,7.88433333333,17.6254444445,10.012,5.64511111111,12.1185555556
596.50,8.21906666666,12.4177777778,9.65577777777,12.3032222222,8.58444444444,7.83411111111,17.6433333333,9.99444444444,5.62883333333,12.14
596.83,8.1422,12.4218888889,9.6461111111,12.3057777778,8.58111111112,7.79577777778,17.585,9.96944444447,5.57266666667,12.1082222222
597.17,8.10148888889,12.4314444444,9.66172222223,12.3042222222,8.54900000001,7.795,17.54,9.93033333332,5.52094444445,12.1070555556
597.51,8.06333333333,12.4177777778,9.66633333333,12.3103333333,8.54722222222,7.69777777778,17.5188888889,9.89022222222,5.46788888889,12.07
597.84,7.99775555555,12.366,9.611,12.2381111111,8.49733333335,7.62933333333,17.4308888889,9.81877777779,5.4365,12.0363333333
598.18,7.92364444444,12.314,9.54794444443,12.2006666666,8.42533333334,7.57533333333,17.3296666667,9.73266666668,5.40127777778,11.9525
598.52,7.87875555556,12.3053333333,9.463,12.1912222222,8.39366666666,7.52833333333,17.2784444444,9.70511111109,5.36472222222,11.8967222222
598.85,7.74555555555,12.1947777778,9.35927777777,12.1528888889,8.30166666667,7.41166666667,17.1735555555,9.57666666666,5.25172222222,11.8127777778
599.19,7.70324444444,12.1934444445,9.31033333333,12.1271111111,8.23922222222,7.38811111111,17.107,9.49711111112,5.21183333333,11.7785555555
599.53,7.81004444445,12.2692222222,9.37294444443,12.2607777778,8.31288888889,7.46188888889,17.2058888889,9.55911111111,5.269,11.8238888889
599.86,7.8604,12.3394444444,9.44694444443,12.3591111111,8.40266666666,7.52833333333,17.2887777778,9.61122222223,5.31233333333,11.8713333333
600.20,7.82793333333,12.3626666667,9.47227777777,12.3872222222,8.34255555556,7.50411111111,17.2584444444,9.57455555556,5.27522222222,11.8267777778
600.53,7.89922222222,12.428,9.5428888889,12.4414444444,8.3871111111,7.56855555555,17.329,9.64755555554,5.37266666667,11.9123333333
600.87,7.98155555555,12.5032222222,9.62472222223,12.5265555556,8.46188888889,7.60155555556,17.3988888889,9.71155555554,5.46511111111,11.9732777778
601.21,7.97251111111,12.4953333333,9.61083333333,12.5473333333,8.41655555557,7.66955555556,17.3776666666,9.69466666667,5.51344444444,12.0182777778
601.54,8.09282222222,12.6198888889,9.74772222223,12.6716666667,8.52555555554,7.77244444444,17.5468888889,9.80266666668,5.55794444445,12.1012777778
601.88,8.24675555556,12.8333333333,9.93627777777,12.8255555555,8.67411111112,7.923,17.6932222222,9.95544444446,5.66638888889,12.2767777778
602.21,8.28191111112,12.9361111111,10.07,12.8796666667,8.69433333332,7.979,17.66,10.0034444444,5.73183333333,12.3063888889
602.55,8.43531111112,13.1123333333,10.2365,13.0046666666,8.80900000001,8.11233333333,17.8101111111,10.1584444445,5.8845,12.4122777778
602.88,8.50606666668,13.191,10.3047222222,13.0683333333,8.85233333335,8.15866666667,17.8735555556,10.2275555556,5.95244444445,12.4651666667
603.22,8.46462222223,13.2018888889,10.3219444444,13.0316666667,8.80777777777,8.10344444445,17.8185555556,10.1726666667,5.94005555556,12.4335
603.56,8.44026666667,13.2051111111,10.3194444444,13.0044444444,8.75622222221,8.07333333333,17.78,10.1554444444,5.90322222222,12.4128888889
603.89,8.48677777777,13.2728888889,10.3769444444,13.0524444444,8.82744444444,8.15611111111,17.8147777778,10.2053333333,5.96572222222,12.4576111111
604.23,8.49446666666,13.2991111111,10.3867777778,13.0646666667,8.82855555555,8.15266666667,17.7795555555,10.1864444445,5.95194444445,12.4381111111
604.56,8.50973333335,13.3555555555,10.4101666667,13.0663333334,8.86833333333,8.19188888889,17.7994444445,10.2134444444,5.96327777778,12.4592222222
604.90,8.50333333334,13.4067777778,10.4236111111,13.0753333333,8.90488888889,8.189,17.8064444445,10.2288888889,5.95877777778,12.416
605.23,8.44875555554,13.4145555556,10.4155,13.0693333333,8.87022222221,8.18666666667,17.758,10.1947777778,5.94022222222,12.3740555555
605.57,8.40500000001,13.3983333334,10.3663333333,13.0344444445,8.83511111111,8.14955555556,17.7278888889,10.1737777778,5.91038888889,12.3217222222
605.90,8.38802222222,13.3973333333,10.3317222222,13.0258888889,8.87333333333,8.13144444445,17.7715555556,10.1648888889,5.85538888889,12.3263888889
606.24,8.28857777778,13.3688888889,10.267,12.9281111111,8.81755555555,8.05444444444,17.6746666667,10.0835555556,5.76266666667,12.2626666667
606.58,8.28704444445,13.4122222222,10.2676111111,12.9472222222,8.86777777779,8.06888888889,17.711,10.0895555556,5.76955555556,12.2428333333
606.91,8.27102222222,13.4233333333,10.2455555556,12.9673333333,8.90911111111,8.08855555555,17.7357777778,10.1266666667,5.74633333333,12.2227222222
607.25,8.17915555556,13.4023333334,10.1565,12.9351111111,8.8581111111,8.04522222222,17.6596666667,10.0634444444,5.68205555556,12.1601111111
607.58,8.20071111111,13.4282222222,10.1893888889,12.9827777778,8.84911111112,8.05344444444,17.6656666667,10.0567777778,5.6785,12.1850555556
607.92,8.15671111111,13.4307777778,10.1567222222,12.9266666667,8.76233333335,8.04111111111,17.5997777778,10.0041111111,5.61827777778,12.0942222222
608.25,8.16022222222,13.5052222222,10.2104444444,13.0085555556,8.73700000001,8.05188888889,17.5948888889,9.99244444446,5.58216666667,12.0971666667
608.59,8.24335555556,13.6298888889,10.3067222222,13.0815555555,8.78777777777,8.15755555556,17.6767777778,10.0515555555,5.59405555556,12.1606666667
608.92,8.263,13.7098888889,10.3333888889,13.133,8.82655555554,8.20966666667,17.6813333334,10.0972222222,5.63711111111,12.1996111111
609.26,8.28735555557,13.7258888889,10.3789444444,13.1664444444,8.83677777779,8.27677777778,17.66,10.0873333333,5.632,12.1715555555
609.59,8.36413333333,13.7786666667,10.3945555556,13.2451111111,8.89255555557,8.37011111111,17.6907777778,10.1275555556,5.70272222222,12.1883333333
609.93,8.4272888889,13.8682222222,10.4539444444,13.3501111111,8.91322222223,8.475,17.7107777778,10.1853333333,5.72066666667,12.2605
610.26,8.39584444443,13.8347777778,10.4063333333,13.3037777778,8.85566666668,8.45444444445,17.6337777778,10.12,5.64755555556,12.2241666667
610.60,8.41359999999,13.9215555555,10.4502777778,13.3384444445,8.86666666668,8.55422222222,17.6375555556,10.1512222222,5.69322222222,12.2654444444
610.93,8.52997777778,14.0315555556,10.5965,13.428,8.9748888889,8.705,17.7301111111,10.2331111111,5.79044444445,12.3618333333
611.27,8.58793333334,14.1323333333,10.6741111111,13.4827777778,9.04811111112,8.81244444444,17.7675555556,10.3106666667,5.85783333333,12.4383888889
611.60,8.65400000001,14.196,10.7287777778,13.5744444444,9.10666666665,8.87266666667,17.8377777778,10.3633333333,5.92061111111,12.5241111111
611.93,8.67635555557,14.2088888889,10.7451111111,13.5893333333,9.15499999999,8.97166666667,17.8708888889,10.4006666667,5.9955,12.5473888889
612.27,8.65862222221,14.1948888889,10.7842777778,13.5715555556,9.1348888889,8.92844444444,17.7802222222,10.3663333333,6.00372222222,12.5593333333
612.60,8.71213333334,14.2371111111,10.8553888889,13.5888888889,9.15433333332,8.978,17.8108888889,10.3591111111,6.02661111111,12.583
612.94,8.76653333334,14.3292222222,10.8991666667,13.6231111111,9.20366666668,9.04155555556,17.9142222222,10.4278888889,6.09205555555,12.6979444444
613.27,8.75875555557,14.396,10.9831666667,13.6532222222,9.1631111111,8.99544444444,17.9286666666,10.4626666667,6.09583333333,12.7286666667
613.61,8.78268888889,14.4544444444,11.0545555556,13.6638888889,9.23333333334,9.03044444444,18.0078888889,10.4866666667,6.19272222222,12.7533888889
613.94,8.87946666667,14.6187777778,11.2413888889,13.857,9.36488888888,9.158,18.1143333333,10.6258888889,6.34227777778,12.8878888889
614.28,9.00506666668,14.751,11.3538333333,13.9508888889,9.4531111111,9.18911111112,18.1968888889,10.7086666667,6.44327777778,12.9943333333
614.61,9.07193333334,14.8728888889,11.4390555556,14.0461111111,9.50788888889,9.23900000001,18.2958888889,10.7476666667,6.49588888889,13.0720555555
614.94,9.02113333332,14.8215555555,11.4674444444,14.0101111111,9.45666666667,9.15499999999,18.2858888889,10.6548888889,6.41805555555,13.0176111111
615.28,8.97395555555,14.7982222222,11.4982222222,14.0476666667,9.42644444445,9.14755555554,18.2732222222,10.629,6.36038888889,13.0370555556
615.61,8.95160000001,14.8038888889,11.4899444444,14.0028888889,9.30788888889,9.05044444445,18.1721111111,10.5578888889,6.30038888889,12.974
615.95,9.00222222223,14.8606666667,11.5775,14.1041111111,9.34077777779,9.12266666668,18.2635555556,10.6127777778,6.32794444444,13.0638333333
616.28,9.04437777778,14.974,11.6399444444,14.2514444444,9.37177777777,9.13766666667,18.3221111111,10.7037777778,6.40444444444,13.2156111111
616.61,9.05502222222,15.0102222222,11.7038333333,14.3393333333,9.38522222221,9.09744444443,18.2992222222,10.7133333333,6.41322222222,13.2581666667
616.95,9.05284444445,15.0911111111,11.7532777778,14.3902222222,9.43455555555,9.10044444446,18.3283333333,10.7352222222,6.44611111111,13.2862777778
617.28,9.04017777777,15.0986666667,11.7938333333,14.4444444444,9.38733333333,9.04922222221,18.294,10.7145555556,6.40333333333,13.291
617.62,9.0008888889,15.0851111111,11.7895,14.4205555555,9.35899999999,9.01233333333,18.3288888889,10.6602222222,6.38861111111,13.2886111111
617.95,8.94753333334,15.0616666667,11.7669444444,14.4207777778,9.27544444443,8.94677777778,18.2683333333,10.5925555555,6.30722222222,13.2715
618.28,8.88340000001,14.9713333333,11.7138333333,14.2874444444,9.16188888888,8.812,18.1616666667,10.5608888889,6.20733333333,13.1916111111
618.62,8.85226666666,15.0276666667,11.6798888889,14.3298888889,9.19888888888,8.81722222222,18.168,10.6295555556,6.25505555556,13.2120555555
618.95,8.94146666667,15.1388888889,11.7743888889,14.3862222222,9.28811111112,8.86033333333,18.2627777778,10.6914444444,6.3175,13.2993333333
619.28,8.89260000001,15.1113333333,11.7485555556,14.3494444444,9.26955555554,8.79933333333,18.2697777778,10.6541111111,6.23577777778,13.3192222222
619.62,8.91955555554,15.2235555556,11.7926111111,14.4398888889,9.30155555556,8.84211111111,18.2824444444,10.7126666667,6.28705555555,13.3853333333
619.95,8.9306888889,15.2147777778,11.8625,14.4167777778,9.32388888889,8.88144444444,18.2983333334,10.699,6.30594444444,13.3407222222
620.28,8.97597777777,15.301,11.9388888889,14.4492222222,9.35433333332,8.96755555554,18.336,10.745,6.35661111111,13.4241666667
620.62,9.04697777778,15.3083333333,12.0294444444,14.4725555556,9.38588888889,9.00711111112,18.3867777778,10.7495555555,6.38627777778,13.5212222222
620.95,9.14517777779,15.4096666667,12.1301111111,14.5451111111,9.463,9.1,18.4417777778,10.7835555555,6.48122222222,13.6057222222
621.28,9.03933333334,15.3654444445,12.0833888889,14.4552222222,9.3161111111,8.96077777778,18.2703333333,10.6908888889,6.32505555555,13.5202222222
621.62,9.02655555555,15.3107777778,12.1253333333,14.4622222222,9.2971111111,8.94922222222,18.2782222222,10.6324444445,6.31905555555,13.5066666667
621.95,9.00013333332,15.3746666667,12.1343333333,14.5531111111,9.26933333334,8.98766666667,18.2596666667,10.6178888889,6.33327777778,13.5705555556
622.28,9.01140000001,15.4182222222,12.1469444444,14.5666666667,9.22177777779,9.00999999999,18.2104444445,10.6063333333,6.30016666667,13.5904444444
622.62,8.92631111112,15.3647777778,12.0513333333,14.5183333333,9.15633333333,8.94544444443,18.1817777778,10.5458888889,6.23461111111,13.5283333333
622.95,8.98986666668,15.4626666667,12.1325555556,14.6604444444,9.27922222221,9.0491111111,18.2941111111,10.6726666667,6.34972222222,13.6132222222
623.28,8.92235555554,15.4566666667,12.1025555556,14.5705555556,9.25344444445,8.98911111111,18.334,10.6466666667,6.30966666667,13.5748333333
623.62,8.88851111111,15.4391111111,12.0465,14.5966666667,9.22700000001,8.907,18.3196666667,10.6168888889,6.23516666667,13.5658888889
623.95,8.78897777778,15.3733333333,11.971,14.563,9.1448888889,8.79633333333,18.237,10.5254444445,6.1385,13.4672777778
624.28,8.67166666667,15.3321111111,11.9313888889,14.4747777778,9.03166666667,8.73255555555,18.1557777778,10.4257777778,6.00427777778,13.3315555556
624.62,8.54484444444,15.1846666667,11.8123333333,14.3572222222,8.87644444445,8.57811111111,18.0317777778,10.3202222222,5.82527777778,13.2697222222
624.95,8.6002,15.224,11.8837777778,14.4204444444,8.94188888889,8.63844444445,18.0892222222,10.3605555556,5.85972222222,13.3316111111
625.28,8.65079999999,15.323,11.9392222222,14.4547777778,8.9988888889,8.66122222222,18.1445555555,10.4461111111,5.90233333333,13.4101111111
625.61,8.64997777779,15.3128888889,11.9594444444,14.4658888889,9.01877777778,8.62544444444,18.1772222222,10.4414444444,5.86166666667,13.3588333333
625.95,8.68259999999,15.3218888889,12.0997777778,14.4965555555,9.06177777779,8.63611111111,18.1861111111,10.4514444444,5.91472222222,13.3876666667
626.28,8.7172,15.3583333333,12.1798333333,14.5316666666,9.05700000001,8.66788888889,18.1872222222,10.5234444445,5.97888888889,13.4266666667
