wavelength,Back_RamFlam,Belly_RamFlam,Breast_RamFlam,Crissum_RamFlam,Crown_RamFlam,DorTail_RamFlam,Rump_RamFlam,Throat_RamFlam,WingTip_RamFlam
197.03,-32.8234666667,-84.0598000001,-92.8753333333,-92.2101333333,-35.1168666667,-56.5573999999,-83.6218666666,-76.6867333333,-33.8191333333
197.40,-40.8537333333,-97.3796666667,-109.690733333,-109.833133333,-43.7605333333,-68.7180000001,-99.8599999999,-88.0089333334,-47.7794666667
197.78,-51.8192666667,-104.876666667,-121.365,-117.194266667,-54.691,-79.8729999999,-107.663,-95.1281333333,-55.9047333334
198.16,-60.6512,-100.728266667,-117.184866667,-109.362866667,-60.8544666667,-77.3108666667,-106.8556,-91.1275333334,-56.6807999999
198.54,-73.8352666665,-106.601466667,-128.167333333,-113.691533333,-73.0118,-87.0953333333,-109.4456,-95.1920666666,-61.8170666667
198.92,-87.8437333332,-120.604666667,-145.472533333,-125.940066667,-85.4641333333,-103.480666667,-126.8224,-106.021333333,-74.0057999999
199.30,-87.9166000001,-115.615,-142.761133333,-120.814333333,-79.1623999999,-101.422533333,-122.603,-101.608733333,-68.8412
199.68,-100.088666667,-123.3326,-147.8872,-127.020533333,-87.5837333333,-104.455733333,-128.159666667,-105.6638,-73.4102666667
200.06,-95.9258666667,-124.0388,-141.4892,-121.540866667,-82.1044000001,-104.16,-127.407533333,-102.545133333,-70.3311999999
200.44,-108.620333333,-141.786266667,-159.118733333,-137.980066667,-95.0450000001,-117.3124,-144.951266667,-113.702066667,-85.0902666666
200.82,-118.699066667,-149.998266667,-168.771933333,-145.489133334,-104.903,-125.739133333,-155.321,-121.334466667,-93.8148666668
201.19,-128.286333333,-160.924,-186.071333333,-160.0258,-116.0776,-135.014133333,-168.674933333,-133.005733334,-100.894066666
201.57,-160.5874,-190.8438,-225.532266667,-190.5252,-140.453066667,-159.662333333,-196.780733333,-158.1386,-118.0332
201.95,-144.629666667,-179.7832,-211.689733333,-173.390533333,-124.1454,-143.765,-182.736666667,-140.344133333,-110.545933333
202.33,-127.931133333,-166.590133333,-195.632133333,-159.080466667,-108.314333333,-129.9234,-165.1724,-121.685866667,-98.1992
202.71,-120.072466667,-172.463866667,-198.333333334,-163.8406,-106.3044,-129.6378,-173.0434,-118.7682,-104.420266667
203.09,-148.136266667,-241.726133333,-259.0994,-218.980666667,-131.782266667,-166.704133333,-235.109333333,-160.419,-148.198666667
203.47,-199.295266667,-379.371466666,-378.031733333,-327.765066667,-179.390466667,-237.587266667,-365.1682,-240.527,-253.219
203.85,297.862133333,1025.34466667,891.308133333,753.220733333,253.473933333,473.530200001,944.838266666,541.687866667,818.846733333
204.22,479.302333334,1595.73646667,1453.2558,1092.1706,394.418533333,732.093066667,1411.39533333,811.550333333,1282.48066667
204.60,141.303066667,605.151533333,488.591,310.863666667,80.8181333334,211.651466667,457.242399999,256.545400001,473.0152
204.98,-44.5405333333,96.4264,38.8287333328,-3.9218666666,-52.7566666666,-16.8469333333,44.9068666667,9.15913333346,107.471466667
205.36,-42.6816,37.0006666668,-4.3596000002,-26.2442666667,-44.0927333334,-18.8016000001,2.48993333333,-5.9895333334,69.0576000001
205.74,-33.0838000001,18.7937999999,-12.1628666667,-29.1325333333,-42.7925999999,-18.0036000001,-5.25253333341,-9.00779999994,53.6243333335
206.12,-27.5276000001,23.4490666667,-7.64706666686,-28.7974000001,-41.6770000001,-19.8263333335,-3.02900000007,-5.9645333332,61.1690666667
206.50,-37.5441333333,-1.38599999994,-28.9038000001,-43.4821333333,-48.2465333333,-31.7038666667,-26.5224666667,-21.7844666667,42.1333333333
206.87,-52.3316666666,0.36146666666,-37.6493333334,-61.2496666667,-66.6264666666,-48.6746,-39.4237333332,-31.1055333333,57.5218666668
207.25,-92.7724666668,-40.8729333334,-88.1031333332,-97.6110666666,-108.664066667,-85.5053333333,-81.8492,-68.262,27.1402666667
207.63,-108.2996,-54.2156666668,-113.4426,-112.638733333,-123.1344,-101.0308,-98.4090666669,-84.383733333,19.8542666667
208.01,-144.839333333,-85.4743333334,-155.418666667,-142.183533333,-144.317933333,-123.972133333,-128.5766,-115.973733333,-10.0117333333
208.39,-215.965,-147.734266667,-245.729666667,-211.4446,-213.213933333,-184.845066667,-196.733933333,-188.6264,-49.3542666667
208.77,-236.928,-174.0148,-276.5734,-237.2362,-239.691866667,-211.783333333,-216.62,-216.6666,-60.1773333334
209.14,-143.960133333,-24.7008,-128.860333333,-154.957333333,-171.837533333,-132.037066667,-82.8346666668,-129.358933333,73.262133334
209.52,-159.128733333,-16.2879333328,-145.643933333,-177.4242,-196.628733333,-156.212133333,-99.8483999998,-148.939466667,76.6667333334
209.90,-109.551333333,45.031933334,-90.3525999998,-126.250066667,-143.717866667,-111.7628,-45.0319999999,-97.5962000002,129.999933334
210.28,-129.056133333,61.898466666,-105.706533333,-136.039333333,-172.3622,-137.894133333,-44.7572666668,-115.460933333,150.6056
210.66,-177.555066666,-57.4805333332,-191.6514,-187.456933333,-202.9112,-168.8956,-126.1736,-160.324266667,31.2934
211.03,-206.765866667,-160.839,-249.923466667,-224.560733333,-208.5176,-183.180266667,-190.408133333,-190.955266667,-76.9925999999
211.41,-188.2418,-149.633733333,-227.3626,-202.344266667,-180.631866667,-162.674,-175.558666666,-172.619066667,-73.9194666667
211.79,-249.9166,-214.0208,-303.312466667,-273.208333333,-232.3542,-217.187466667,-242.624933333,-226.312466667,-117.9166
212.17,-208.4946,-176.862133333,-253.4212,-227.1016,-194.0664,-181.021533333,-202.795733333,-186.612866667,-89.2815333333
212.55,-218.946866667,-194.273666667,-266.3224,-236.258933334,-205.259133333,-189.940533333,-219.5066,-198.9108,-112.707133333
212.92,-290.718133333,-270.147533333,-348.519533333,-303.179066667,-272.425666667,-246.552133333,-297.279066667,-267.479533333,-166.944333333
213.30,-443.9474,-436.315733334,-537.2076,-450.8772,-404.152066667,-384.809933333,-462.105333333,-421.915333333,-285.804133333
213.68,-548.212133333,-539.961066667,-651.090066667,-550.536066667,-502.387,-462.216266667,-562.893133334,-523.555,-373.189533333
214.06,-12964.0935333,-12993.7427333,-15008.3040667,-12959.1228667,-11740.8187333,-10953.0994,-13516.4327333,-12425.3801333,-9828.59646669
214.44,1157.74953333,1184.72693333,1350.91333333,1172.83426667,1072.78726667,984.227733332,1222.872,1157.128,927.514133334
214.81,441.292933333,465.0708,528.303,455.2122,422.707133333,391.495,482.585933333,456.626333333,387.434333333
215.19,523.285666667,553.912266667,636.193533334,544.8242,507.475466667,471.591266667,586.497466667,538.699466667,450.864266667
215.57,569.941866666,598.630466667,691.001266667,595.613866667,549.056866667,508.792066667,623.307533333,580.9108,484.1278
215.95,683.333333335,724.000000001,831.166666667,715.083333333,672.000000001,612.5,731.416666667,697.500000001,592.666666667
216.32,433.1022,467.184533333,527.234733333,456.7924,438.270533333,390.165933333,466.701933333,444.6908,392.2474
216.70,366.2944,406.885333333,447.809533333,387.807333333,364.0282,330.692666667,398.859266667,373.153666667,334.995733333
217.08,381.746666667,412.987,454.484866667,395.2814,363.803,330.7554,404.958866667,368.5736,337.517333333
217.46,334.612066667,363.0896,396.805133333,350.2964,319.140266667,281.9124,354.803133333,319.643266667,295.46
217.83,307.038533333,343.662466667,370.380066667,329.122933333,294.318333334,265.543733333,334.080733333,293.416733333,278.030066667
218.21,360.5228,399.591333333,428.452,383.988533333,339.0206,304.289933333,385.0708,333.9384,316.123266667
218.59,602.907866667,648.697599999,690.309400001,642.927133333,553.5976,497.807866667,621.618333333,530.580133333,488.6202
218.97,832.571466667,882.730199999,934.857133333,890.6666,751.746000001,665.904733334,840.952399999,719.555533333,628.761866667
219.34,1178.23606667,1244.6528,1299.26393333,1250.98613333,1055.8056,914.2222,1159.26386667,998.402733334,843.999999999
219.72,2749.47706667,2911.9608,3067.74506667,2930.62093333,2504.34633333,2152.2222,2778.366,2299.7386,1909.70586667
220.10,-1167.51113333,-1187.24453333,-1294.35553333,-1256.3334,-1054.82226667,-909.748066666,-1199.78526667,-963.948066667,-773.629533333
220.47,-500.981666667,-478.813133333,-536.109866667,-523.890133333,-436.274733333,-381.864466667,-507.641066667,-411.564066667,-312.424866667
220.85,-459.7902,-415.470066667,-481.258666667,-476.169333334,-409.121933333,-354.646333333,-462.2454,-389.013266667,-283.441933333
221.23,-341.817466667,-292.636466667,-337.341933333,-357.938333333,-308.286666667,-270.240466667,-337.999266667,-301.6308,-195.3088
221.61,-276.048333333,-214.177866667,-252.167066667,-279.266066667,-249.331266667,-217.516333333,-258.2906,-235.274066667,-150.678733333
221.98,-236.721533333,-171.166933333,-208.205,-232.265733333,-211.972866667,-185.5416,-207.4594,-199.411333333,-126.925733333
222.36,-247.299333333,-176.9124,-216.8,-236.3556,-220.2588,-191.338533333,-210.0314,-206.525466667,-134.807866667
222.74,-200.109333333,-117.654666667,-154.9224,-186.436266667,-178.130333333,-143.0984,-143.6214,-156.3166,-69.8656666666
223.11,-173.316666667,-83.1952666666,-129.0472,-154.253066667,-158.947866667,-120.756733333,-108.483866667,-135.255466667,-46.3518666666
223.49,-176.848,-110.5496,-152.777333333,-161.0788,-161.0052,-134.690266667,-129.467,-147.066066667,-80.3830000002
223.87,-168.8332,-110.961066667,-147.380533333,-146.577666667,-147.4598,-123.329266667,-121.097266667,-137.5958,-84.5139333334
224.24,-150.0,-104.231466666,-132.416666667,-126.925933333,-128.675866666,-108.6574,-108.425933333,-123.166666667,-77.4444666666
224.62,-148.256,-110.734466667,-137.8564,-132.506266667,-131.566333333,-110.2288,-112.5132,-123.037666667,-80.1386000001
225.00,-133.8366,-103.5348,-126.898,-119.167533333,-115.6768,-100.640466667,-101.309466667,-109.415666667,-72.8658666666
225.38,-110.289066667,-81.5942666666,-108.280533333,-94.9403999999,-94.055,-80.9718666667,-81.8855999999,-87.0102000001,-57.8222666667
225.75,-87.5636000001,-64.9610666666,-91.3800666667,-74.9938666667,-75.7228666667,-65.3192666666,-63.6293999999,-70.2337333333,-41.2623333334
226.13,-87.8425333333,-66.6717999999,-92.4014000001,-75.0875333333,-73.9839999999,-65.8281333334,-66.2053333333,-70.0514666667,-39.3659999999
226.51,-65.6605333335,-50.3928666666,-70.422,-55.0481333333,-55.3027333333,-48.8760666667,-50.7902666667,-50.7868666667,-24.8388666667
226.88,-70.5777333334,-54.2333333334,-75.6777999999,-57.6444666666,-57.3556000001,-52.5888666668,-54.6444000001,-54.2333333335,-29.8556
227.26,-61.2783333333,-46.8527333333,-63.1081333333,-45.8209333334,-45.3461333334,-43.0804666667,-46.0036666667,-41.6747333333,-25.0558
227.64,-52.3012,-38.7662666666,-52.0906000001,-38.4489333333,-38.9835333334,-33.986,-38.5445333333,-35.4262666667,-20.5658
