wavelength,Back_RamFlam,Belly_RamFlam,Breast_RamFlam,Crissum_RamFlam,Crown_RamFlam,DorTail_RamFlam,Rump_RamFlam,Throat_RamFlam,WingTip_RamFlam
360.93,0.897133333332,2.1376,1.294,2.17173333333,0.201,2.03926666667,1.6328,0.576000000001,1.24446666667
361.29,0.957200000001,2.1896,1.36606666667,2.23873333333,0.286933333333,2.10706666667,1.6822,0.648866666667,1.30873333333
361.66,0.9968,2.23553333333,1.38186666667,2.2758,0.3256,2.14053333333,1.6824,0.692599999999,1.34646666667
362.02,0.907333333334,2.15073333334,1.30573333334,2.19093333334,0.265666666666,2.03173333333,1.60233333333,0.594999999999,1.2446
362.39,0.858600000001,2.1046,1.26066666667,2.15213333333,0.226333333334,1.97013333333,1.55746666667,0.568333333333,1.19373333333
362.75,0.892533333333,2.11526666667,1.27913333333,2.16146666667,0.256866666667,1.98026666667,1.5828,0.600800000001,1.20106666667
363.11,0.9068,2.13286666667,1.2758,2.14293333333,0.263866666667,1.97153333333,1.5946,0.615599999999,1.17886666667
363.48,0.832066666667,2.05786666667,1.21873333333,2.06033333333,0.190266666667,1.90993333333,1.5094,0.512266666667,1.08386666666
363.84,0.772266666668,2.02133333333,1.17206666667,2.0066,0.148266666667,1.87733333333,1.47613333333,0.452133333333,1.02526666667
364.20,0.810866666666,2.04686666667,1.1792,2.02893333333,0.1806,1.8976,1.533,0.500533333332,1.04593333333
364.57,0.825866666665,2.00713333333,1.15813333333,2.01433333333,0.150533333333,1.87726666667,1.51153333333,0.489666666668,1.00966666667
364.93,0.794533333332,1.92526666667,1.07833333333,1.94906666667,0.0997999999999,1.7986,1.46693333334,0.420599999999,0.927866666667
365.29,0.8106,1.92366666667,1.08706666667,1.92493333333,0.0753333333333,1.7772,1.4694,0.413066666668,0.911400000001
365.66,0.810266666667,1.8932,1.08533333333,1.9012,0.0682666666667,1.7644,1.49026666667,0.399999999999,0.9138
366.02,0.870933333333,1.95866666667,1.13986666667,1.94646666667,0.116066666667,1.82133333333,1.55946666666,0.467466666667,0.983466666668
366.38,0.856799999999,1.9652,1.12813333333,1.91146666667,0.0874666666666,1.79946666667,1.5544,0.462266666667,0.967866666667
366.75,0.831133333334,1.9674,1.10226666667,1.90373333333,0.0677999999998,1.78273333333,1.5476,0.435999999999,0.976266666665
367.11,0.827666666666,1.93653333333,1.07606666667,1.909,0.0592666666667,1.75733333333,1.51533333333,0.416399999999,0.9766
367.47,0.827733333333,1.9228,1.03393333333,1.9122,0.0631999999999,1.73253333333,1.5302,0.395200000001,0.969933333334
367.84,0.836533333333,1.92813333333,1.04086666667,1.9278,0.0986666666667,1.7042,1.5262,0.397866666668,0.960466666668
368.20,0.831,1.9388,1.04813333333,1.96686666667,0.109066666667,1.69213333333,1.52866666667,0.406,0.951266666665
368.56,0.814333333333,1.90973333333,1.00986666667,1.94133333333,0.0865333333333,1.66626666667,1.48733333333,0.365733333333,0.8972
368.93,0.884733333333,2.0072,1.06566666667,1.98313333333,0.134399999999,1.74173333333,1.54066666667,0.441866666666,0.962066666667
369.29,0.877466666666,2.00346666667,1.05846666667,1.98133333333,0.117866666667,1.74073333333,1.52293333333,0.452333333333,0.959933333333
369.65,0.8824,1.9906,1.04646666667,1.96906666667,0.0860000000001,1.73113333333,1.48313333333,0.445666666667,0.930066666667
370.01,0.917733333333,1.99553333333,1.0782,1.953,0.0972000000001,1.75026666667,1.48386666666,0.471066666666,0.955266666666
370.38,0.977200000001,2.0438,1.15266666667,2.0098,0.185933333333,1.82193333333,1.55253333333,0.532533333333,1.01133333333
370.74,1.04113333333,2.11933333333,1.2374,2.06893333333,0.266066666666,1.89373333333,1.6072,0.617666666666,1.07873333333
371.10,1.06,2.16953333333,1.29293333333,2.0724,0.298,1.93586666667,1.63926666667,0.651333333333,1.1144
371.46,1.11526666667,2.2524,1.39153333333,2.1258,0.351,2.003,1.7028,0.763133333334,1.206
371.83,1.1604,2.3042,1.45546666667,2.1532,0.391866666667,2.06933333333,1.75926666667,0.814066666665,1.25633333333
372.19,1.15713333333,2.2924,1.43766666667,2.12133333333,0.380933333334,2.07546666667,1.73413333333,0.797266666667,1.24066666667
372.55,1.18146666667,2.31886666667,1.459,2.12966666667,0.384666666667,2.08173333333,1.7474,0.822933333333,1.27653333333
372.92,1.17586666667,2.31213333333,1.4726,2.15206666667,0.407066666667,2.08326666667,1.75766666667,0.836266666666,1.30453333333
373.28,1.20806666667,2.36953333333,1.50293333334,2.198,0.457133333333,2.12833333333,1.78986666666,0.855066666667,1.35913333334
373.64,1.22513333333,2.41593333333,1.522,2.20413333333,0.511666666667,2.1562,1.79533333333,0.868066666666,1.37953333334
374.00,1.241,2.43413333333,1.5014,2.2392,0.534333333333,2.16386666667,1.80713333333,0.879133333332,1.37673333333
374.37,1.25106666667,2.398,1.4756,2.2266,0.522266666667,2.14913333333,1.7898,0.867733333333,1.3612
374.73,1.19186666667,2.3144,1.37846666667,2.15886666667,0.452666666667,2.06653333333,1.7258,0.785399999999,1.28833333333
375.09,1.173,2.27153333333,1.30606666667,2.12366666667,0.387133333334,2.02273333333,1.66573333333,0.736333333334,1.24573333333
375.45,1.19,2.26793333333,1.29493333333,2.11626666667,0.377266666667,2.01,1.63113333333,0.735533333333,1.2268
375.81,1.15506666667,2.21286666667,1.25113333333,2.09266666667,0.3032,1.95793333333,1.556,0.689133333333,1.17153333333
376.18,1.19706666667,2.24006666667,1.28906666667,2.11206666667,0.306933333333,2.00833333333,1.55646666667,0.703666666667,1.2022
376.54,1.22133333333,2.2676,1.3416,2.1538,0.367533333333,2.0662,1.59706666667,0.741066666667,1.25866666667
376.90,1.25446666667,2.29753333333,1.358,2.1842,0.4066,2.09726666667,1.5892,0.754666666668,1.2896
377.26,1.24066666667,2.25873333333,1.32646666667,2.15213333333,0.3948,2.08873333333,1.55386666667,0.753333333334,1.2552
377.63,1.23926666667,2.26706666667,1.346,2.1924,0.389466666667,2.12393333333,1.56553333333,0.771133333332,1.2628
377.99,1.29886666667,2.339,1.41126666667,2.26306666667,0.438333333333,2.18713333333,1.5998,0.842933333334,1.34213333333
378.35,1.34126666667,2.4352,1.4628,2.30686666667,0.473933333333,2.24886666667,1.6274,0.8818,1.4046
378.71,1.39893333333,2.5102,1.54953333333,2.35726666667,0.520266666667,2.31973333333,1.659,0.938266666666,1.45633333333
379.07,1.41126666667,2.5248,1.6024,2.382,0.554866666667,2.34406666667,1.66706666666,0.974466666667,1.49433333333
379.44,1.3912,2.507,1.5914,2.3766,0.527466666667,2.34126666667,1.63953333333,0.960133333334,1.4698
379.80,1.38593333333,2.49693333333,1.58606666667,2.36533333334,0.521266666667,2.346,1.63,0.9614,1.47553333333
380.16,1.34773333333,2.47453333334,1.56413333333,2.34193333333,0.495733333333,2.2962,1.5836,0.929,1.4346
380.52,1.3226,2.45306666667,1.53013333333,2.314,0.4524,2.2572,1.53033333333,0.900066666665,1.39633333333
380.88,1.29613333333,2.4398,1.526,2.293,0.4398,2.26113333333,1.52586666667,0.902866666668,1.40973333333
381.24,1.22886666667,2.40473333333,1.473,2.23986666667,0.3882,2.20593333333,1.46913333333,0.857933333333,1.36853333333
381.61,1.26086666667,2.40653333333,1.48633333333,2.24306666667,0.422066666667,2.20686666667,1.4806,0.897600000001,1.3966
381.97,1.2174,2.35146666667,1.46573333333,2.18986666667,0.388133333334,2.18313333333,1.42826666667,0.866399999999,1.35966666667
382.33,1.16426666667,2.28213333333,1.39653333333,2.13553333333,0.3194,2.102,1.3292,0.820399999999,1.28726666667
382.69,1.15233333333,2.2622,1.3542,2.13733333334,0.2954,2.08066666667,1.30473333333,0.811466666667,1.29646666667
383.05,1.1584,2.2682,1.3534,2.13713333334,0.301466666667,2.0758,1.31253333333,0.797666666667,1.2956
383.41,1.17906666667,2.30666666667,1.37693333333,2.13473333333,0.340066666667,2.08826666667,1.3224,0.795866666665,1.31966666667
383.77,1.21313333333,2.36266666667,1.41526666667,2.17,0.3926,2.1136,1.36366666667,0.828466666667,1.37633333333
384.14,1.23093333333,2.39553333333,1.41973333333,2.18873333333,0.4176,2.13033333333,1.40073333333,0.872400000001,1.4224
384.50,1.26286666667,2.43,1.43893333333,2.2192,0.444799999999,2.1738,1.444,0.916333333334,1.46046666667
384.86,1.2638,2.43626666666,1.42746666667,2.22313333333,0.427533333333,2.14446666667,1.4368,0.908000000001,1.42066666667
385.22,1.26953333333,2.44466666667,1.4306,2.24313333333,0.434866666667,2.14386666667,1.44933333333,0.901333333334,1.41966666667
385.58,1.24373333333,2.43813333333,1.40066666667,2.22426666667,0.404066666667,2.1276,1.43613333333,0.864933333333,1.3988
385.94,1.2654,2.469,1.39506666667,2.2536,0.4176,2.14306666667,1.461,0.884333333333,1.41246666667
386.30,1.33046666667,2.52706666667,1.45946666667,2.32033333334,0.4928,2.22313333333,1.56706666667,0.927266666667,1.47986666667
386.66,1.31026666667,2.51673333333,1.4588,2.31866666667,0.483333333333,2.2008,1.56906666667,0.909733333333,1.4724
387.03,1.3066,2.522,1.44813333333,2.31993333333,0.464866666667,2.2076,1.55633333333,0.925333333333,1.45926666667
387.39,1.28453333333,2.48233333333,1.4142,2.32073333333,0.431666666666,2.17406666667,1.548,0.919600000001,1.43813333333
387.75,1.29186666667,2.4692,1.41206666667,2.32926666667,0.431466666667,2.18813333333,1.5604,0.932399999999,1.42906666666
388.11,1.28086666667,2.41946666667,1.39453333333,2.29606666667,0.4098,2.17293333333,1.53466666667,0.897333333333,1.39826666667
388.47,1.2654,2.4064,1.3826,2.2832,0.412066666667,2.15573333333,1.5262,0.872133333334,1.3912
388.83,1.29953333333,2.42326666667,1.40306666667,2.3126,0.436066666667,2.19746666667,1.5538,0.8978,1.4332
389.19,1.33433333333,2.4434,1.43513333333,2.32346666667,0.449,2.2254,1.5842,0.927066666665,1.46353333333
389.55,1.34753333334,2.43873333333,1.44166666667,2.32873333334,0.452733333333,2.225,1.586,0.929000000001,1.47466666666
389.91,1.37326666667,2.4502,1.47473333333,2.342,0.476533333334,2.24133333333,1.6126,0.941266666666,1.49233333333
390.27,1.31966666667,2.40373333333,1.4366,2.2948,0.4198,2.1838,1.5554,0.902733333333,1.4622
390.63,1.32353333333,2.40926666667,1.424,2.2748,0.4202,2.18206666667,1.54726666667,0.915666666667,1.4646
391.00,1.34953333333,2.43126666667,1.44853333333,2.3058,0.4588,2.2038,1.58373333333,0.936933333333,1.504
391.36,1.38773333333,2.4716,1.49686666667,2.3444,0.498333333333,2.2564,1.62046666667,0.966399999999,1.53973333333
391.72,1.38146666667,2.4828,1.50093333333,2.3536,0.505266666667,2.26386666667,1.61553333333,0.964600000001,1.53686666667
392.08,1.4068,2.52873333333,1.53913333333,2.40386666667,0.552266666666,2.30566666667,1.66313333333,1.01353333333,1.5704
392.44,1.42046666667,2.547,1.54446666667,2.4206,0.559333333333,2.31813333333,1.68166666667,1.02606666667,1.5734
392.80,1.42986666667,2.56766666667,1.58153333333,2.43893333333,0.570999999999,2.32246666667,1.71373333333,1.03766666667,1.60186666667
393.16,1.43686666666,2.58073333333,1.6096,2.47453333333,0.5846,2.3498,1.7392,1.0466,1.6282
393.52,1.42853333333,2.58793333333,1.62273333333,2.4778,0.579866666666,2.36293333333,1.7472,1.0488,1.63713333333
393.88,1.4098,2.57826666667,1.6176,2.46253333333,0.564533333334,2.36366666667,1.7388,1.0326,1.6436
394.24,1.43126666667,2.60066666667,1.62726666667,2.48046666667,0.593866666667,2.398,1.7736,1.05293333333,1.664
394.60,1.42566666667,2.5838,1.61493333333,2.4562,0.572866666667,2.4026,1.77913333333,1.02273333333,1.64066666667
394.96,1.41213333333,2.57193333333,1.6066,2.4268,0.550466666666,2.40486666667,1.77006666667,1.00406666667,1.614
395.32,1.40686666667,2.5608,1.5968,2.41126666667,0.5478,2.38846666667,1.76846666667,0.995933333332,1.60146666667
395.68,1.4246,2.55933333333,1.60066666667,2.39926666667,0.551933333333,2.38366666667,1.77346666666,0.997333333335,1.62113333333
396.04,1.42093333333,2.55033333333,1.5812,2.37886666667,0.5344,2.36833333333,1.75893333334,0.980533333333,1.61566666667
396.40,1.46266666667,2.57706666667,1.62533333333,2.39913333333,0.567,2.40606666667,1.79126666667,1.025,1.65093333333
396.76,1.45606666667,2.5646,1.59613333333,2.38293333333,0.572066666667,2.41493333334,1.7604,1.02053333333,1.63313333333
397.12,1.51506666666,2.61106666667,1.62,2.41653333333,0.629466666667,2.44553333333,1.7934,1.0692,1.67453333333
397.48,1.53286666667,2.61733333333,1.61466666667,2.43053333333,0.6524,2.4306,1.7832,1.05606666667,1.6806
397.84,1.54453333333,2.62046666667,1.60933333333,2.44533333333,0.669133333333,2.42066666667,1.779,1.03566666667,1.6668
398.20,1.5638,2.6294,1.63086666667,2.4718,0.686666666667,2.431,1.779,1.053,1.6818
398.56,1.61653333333,2.67373333333,1.69406666667,2.53453333333,0.7382,2.48466666667,1.79973333333,1.1086,1.72473333333
398.92,1.64,2.6734,1.71113333333,2.57073333333,0.768466666667,2.49086666667,1.79926666667,1.13286666667,1.7542
399.28,1.65193333333,2.6832,1.7286,2.61173333333,0.8016,2.50906666667,1.80366666667,1.14906666667,1.78426666667
399.64,1.65226666667,2.68393333333,1.7278,2.63126666667,0.810333333332,2.52426666667,1.80173333333,1.13786666667,1.7792
400.00,1.69506666666,2.72386666667,1.76966666666,2.6792,0.853466666667,2.55613333334,1.82073333333,1.17593333333,1.81373333334
400.36,1.63633333333,2.65833333333,1.70606666667,2.63233333333,0.794333333334,2.48473333333,1.7352,1.10533333333,1.7444
400.72,1.6572,2.6724,1.7352,2.65606666667,0.810933333333,2.4894,1.74006666667,1.1138,1.75446666667
401.08,1.63586666667,2.65446666667,1.71853333333,2.65113333333,0.792266666666,2.4814,1.6962,1.09506666667,1.72926666667
401.44,1.68106666667,2.70333333333,1.75933333333,2.69733333333,0.824600000001,2.54746666666,1.7224,1.16606666667,1.76513333333
401.80,1.70206666667,2.714,1.77726666667,2.70966666667,0.827333333334,2.56653333333,1.7168,1.19846666667,1.77146666667
402.16,1.7242,2.72306666667,1.79553333333,2.71953333333,0.845533333333,2.57966666667,1.70746666667,1.22033333333,1.78633333333
402.52,1.7066,2.69746666667,1.77366666667,2.705,0.828533333333,2.5628,1.69453333333,1.2094,1.77186666667
402.88,1.6984,2.70666666667,1.764,2.69433333333,0.819333333334,2.5546,1.67846666667,1.1922,1.77293333333
403.24,1.6522,2.67006666667,1.71693333333,2.6286,0.758866666666,2.518,1.62486666667,1.14193333333,1.72846666667
403.60,1.62606666667,2.65173333333,1.7076,2.59813333333,0.731266666666,2.5072,1.59386666667,1.14546666667,1.7196
403.95,1.60086666667,2.63146666667,1.6816,2.5822,0.6968,2.4964,1.5594,1.1202,1.69846666667
404.31,1.61426666667,2.6578,1.7062,2.59873333333,0.722266666667,2.51173333334,1.5648,1.14353333333,1.72593333333
404.67,1.587,2.64326666667,1.6802,2.57333333333,0.6968,2.493,1.5296,1.127,1.70386666667
405.03,1.56693333333,2.6296,1.6522,2.53066666666,0.679333333334,2.46246666667,1.49946666667,1.10213333333,1.68166666667
405.39,1.5486,2.61506666667,1.63166666667,2.49833333333,0.670266666666,2.43833333333,1.477,1.0738,1.65846666667
405.75,1.5498,2.62693333333,1.6362,2.50693333333,0.689066666667,2.44573333333,1.47346666667,1.0776,1.67113333333
406.11,1.53306666667,2.6276,1.62666666667,2.50006666667,0.6826,2.43313333333,1.4596,1.06553333333,1.64326666667
406.47,1.53426666667,2.63753333333,1.63513333333,2.50826666667,0.7062,2.43193333333,1.4536,1.05466666667,1.64606666667
406.83,1.51126666667,2.61733333333,1.613,2.49466666667,0.683866666667,2.41586666667,1.43826666667,1.04226666667,1.6194
407.19,1.52806666667,2.63453333333,1.62033333333,2.509,0.687466666667,2.42193333333,1.4312,1.0452,1.6242
407.55,1.53566666667,2.6356,1.6098,2.51586666667,0.6948,2.40513333333,1.42606666667,1.0372,1.6134
407.90,1.52306666667,2.61793333333,1.60066666667,2.50393333334,0.698533333333,2.38886666667,1.42046666667,1.02873333333,1.61106666667
408.26,1.5174,2.60653333333,1.58833333333,2.5072,0.685199999999,2.3978,1.41853333333,1.00906666667,1.59873333333
408.62,1.52453333333,2.59526666667,1.58873333333,2.5058,0.685266666667,2.3976,1.4136,1.00306666667,1.5988
408.98,1.52426666667,2.59126666667,1.6102,2.5084,0.681266666667,2.3966,1.416,0.999066666666,1.5968
409.34,1.49106666667,2.55293333333,1.59346666667,2.49333333333,0.644133333333,2.36433333333,1.39506666667,0.967266666666,1.5764
409.70,1.47,2.52953333333,1.5778,2.47366666667,0.607066666667,2.3486,1.3858,0.946266666666,1.55693333333
410.06,1.45646666667,2.51493333333,1.56406666667,2.46533333333,0.588066666667,2.3344,1.38106666667,0.923933333333,1.5508
410.42,1.44286666667,2.50933333333,1.54893333333,2.44333333333,0.5686,2.32446666667,1.37453333333,0.920133333334,1.53826666667
410.77,1.47306666667,2.53733333333,1.59226666667,2.47653333334,0.6054,2.36933333333,1.4012,0.954266666667,1.56633333333
411.13,1.49113333333,2.54233333333,1.60453333333,2.501,0.637533333334,2.38826666667,1.43513333333,0.986866666668,1.58346666667
411.49,1.49473333333,2.54806666667,1.60926666667,2.5024,0.635533333334,2.3992,1.44426666667,0.990933333333,1.58926666667
411.85,1.5118,2.56433333333,1.62626666667,2.50533333333,0.638466666666,2.40406666667,1.46313333333,0.997666666666,1.59133333333
412.21,1.49113333333,2.53426666667,1.61153333333,2.475,0.625999999999,2.37086666667,1.45733333333,0.976466666667,1.56866666667
412.57,1.46846666667,2.51646666666,1.58906666667,2.46066666667,0.600066666667,2.34513333333,1.46,0.955666666667,1.54393333333
412.92,1.481,2.51906666667,1.60133333333,2.4844,0.605466666667,2.3498,1.4938,0.972333333333,1.55753333333
413.28,1.50433333333,2.5336,1.61346666667,2.48613333333,0.609599999999,2.3568,1.52253333333,0.982399999999,1.55546666667
413.64,1.5096,2.55506666667,1.62293333333,2.4866,0.627066666667,2.33606666667,1.54286666667,0.989533333334,1.56166666667
414.00,1.49113333333,2.54093333333,1.60613333333,2.45026666667,0.606933333333,2.3168,1.544,0.979399999999,1.54826666667
414.36,1.47266666667,2.52626666667,1.58993333333,2.4428,0.5866,2.2918,1.5484,0.964733333333,1.52673333333
414.72,1.44213333333,2.50306666667,1.54373333333,2.40693333333,0.5498,2.2354,1.54326666667,0.929666666665,1.48753333333
415.07,1.4438,2.51933333333,1.55486666667,2.40466666667,0.553533333333,2.23926666667,1.5696,0.930933333335,1.48786666667
415.43,1.44233333333,2.52786666667,1.55886666667,2.41086666667,0.5576,2.23533333333,1.59986666667,0.928800000001,1.48213333333
415.79,1.4402,2.54166666667,1.56086666667,2.41406666667,0.565333333333,2.2448,1.62833333333,0.926199999999,1.48346666666
416.15,1.46633333333,2.5886,1.595,2.4506,0.594533333333,2.27553333333,1.695,0.973866666667,1.51953333333
416.51,1.4938,2.62733333333,1.62813333333,2.4778,0.632866666667,2.31386666667,1.749,1.00966666667,1.55013333333
416.86,1.5036,2.65253333333,1.63373333333,2.49226666667,0.645066666667,2.33733333333,1.78246666666,1.01653333333,1.55826666666
417.22,1.474,2.6296,1.61526666667,2.4768,0.638666666667,2.32353333333,1.77906666667,0.996533333335,1.5388
417.58,1.4502,2.58933333333,1.5776,2.44533333334,0.61,2.31286666667,1.77413333333,0.968466666665,1.50813333333
417.94,1.4626,2.59466666667,1.5914,2.45966666666,0.623333333333,2.32826666667,1.80606666667,0.9724,1.51746666667
418.29,1.47333333333,2.607,1.59593333333,2.4638,0.631733333334,2.34206666667,1.8292,0.9816,1.53386666667
418.65,1.47966666667,2.6106,1.607,2.4682,0.634333333334,2.3454,1.8464,0.983200000001,1.54033333333
419.01,1.46833333333,2.60106666667,1.60033333333,2.45693333333,0.617333333334,2.33706666667,1.8478,0.971333333332,1.5334
419.37,1.4788,2.61233333333,1.61513333333,2.46473333333,0.627066666666,2.3496,1.86433333333,0.984066666667,1.549
419.73,1.47786666667,2.5998,1.61526666667,2.45606666667,0.619466666666,2.3492,1.87253333333,0.985466666666,1.54873333333
420.08,1.489,2.6012,1.61746666667,2.45713333333,0.618866666667,2.3542,1.8738,0.985466666667,1.5518
420.44,1.4848,2.59946666667,1.61193333333,2.45606666667,0.6136,2.34953333333,1.87866666667,0.986599999999,1.54653333333
420.80,1.48773333333,2.59893333333,1.61073333333,2.45893333333,0.611466666667,2.34933333333,1.88486666667,0.9914,1.54766666667
421.16,1.50106666667,2.61006666667,1.62,2.47106666667,0.619,2.35486666667,1.89973333333,1.0086,1.5622
421.51,1.52413333333,2.6346,1.6524,2.49726666667,0.637800000001,2.3782,1.91966666667,1.03413333333,1.5844
421.87,1.53766666667,2.6486,1.65646666667,2.50173333333,0.645066666667,2.3798,1.91953333333,1.04873333333,1.59066666667
422.23,1.5434,2.64786666667,1.66286666666,2.50333333333,0.644999999999,2.38,1.9164,1.05573333333,1.58646666667
422.58,1.5568,2.65606666667,1.673,2.5126,0.655266666666,2.39773333333,1.92293333333,1.07126666667,1.5962
422.94,1.5694,2.6656,1.6822,2.5184,0.6586,2.40353333333,1.921,1.08473333333,1.59833333333
423.30,1.55586666667,2.64713333333,1.66606666667,2.50113333333,0.639733333334,2.39193333333,1.90013333333,1.07153333333,1.58086666667
423.66,1.55853333333,2.6524,1.66513333333,2.50753333333,0.6408,2.39086666667,1.89313333333,1.07586666667,1.58453333333
424.01,1.55526666667,2.6518,1.66726666667,2.51146666667,0.639400000001,2.39533333333,1.88253333333,1.07633333333,1.58486666667
424.37,1.54926666667,2.6426,1.662,2.49746666667,0.624266666667,2.388,1.85646666666,1.0622,1.57406666666
424.73,1.54173333333,2.62846666667,1.65066666667,2.4806,0.616933333334,2.38046666667,1.8318,1.05493333333,1.56253333334
425.08,1.54173333333,2.62353333333,1.64786666667,2.4746,0.615333333334,2.37733333333,1.81486666667,1.0468,1.5534
425.44,1.53333333333,2.6206,1.63493333333,2.46526666666,0.609733333334,2.36506666667,1.7968,1.04253333333,1.54493333333
425.80,1.52853333333,2.6212,1.6378,2.469,0.607066666667,2.37413333333,1.78546666667,1.04086666667,1.54466666667
426.16,1.53553333333,2.63186666667,1.64246666667,2.484,0.616466666667,2.3814,1.78346666667,1.0468,1.55553333333
426.51,1.53813333333,2.63353333334,1.64166666667,2.49033333333,0.618599999999,2.38246666667,1.76753333333,1.04966666667,1.55813333333
426.87,1.53266666667,2.63306666666,1.639,2.49246666667,0.627066666667,2.38526666667,1.75293333333,1.04613333333,1.55786666667
427.23,1.542,2.64646666667,1.6464,2.5056,0.641266666667,2.39173333333,1.73866666667,1.0524,1.5552
427.58,1.54066666667,2.65026666667,1.6448,2.5134,0.647733333333,2.38946666667,1.71746666666,1.05666666667,1.55106666667
427.94,1.5528,2.6616,1.64493333333,2.51973333333,0.660933333333,2.39266666667,1.70453333333,1.06713333333,1.55453333333
428.30,1.57826666667,2.68593333333,1.66353333333,2.5532,0.694999999999,2.421,1.7214,1.09893333333,1.5832
428.65,1.58313333333,2.69186666667,1.67546666667,2.5642,0.698200000001,2.42326666667,1.71,1.09953333333,1.5808
429.01,1.57453333333,2.68586666667,1.667,2.561,0.686266666667,2.42593333333,1.683,1.09906666667,1.57473333333
429.37,1.55686666667,2.66093333334,1.63786666667,2.5374,0.6652,2.40766666667,1.64326666667,1.07653333333,1.5464
429.72,1.538,2.63326666667,1.61733333333,2.5158,0.646733333333,2.3874,1.6122,1.05773333333,1.52786666667
430.08,1.52313333333,2.61833333333,1.60946666667,2.50273333333,0.638800000001,2.38726666666,1.58946666667,1.0488,1.52126666667
430.44,1.51773333333,2.62166666667,1.60066666667,2.4956,0.6336,2.38413333333,1.56986666667,1.0402,1.51633333333
430.79,1.51226666667,2.6132,1.5868,2.48393333333,0.619000000001,2.3684,1.5474,1.03606666667,1.51006666667
431.15,1.5238,2.6282,1.59626666667,2.49253333333,0.622866666666,2.3718,1.5546,1.04806666667,1.53
431.50,1.53973333333,2.63766666667,1.61586666667,2.4948,0.626266666667,2.3798,1.5538,1.05373333333,1.53633333333
431.86,1.52906666667,2.62206666667,1.61073333333,2.47633333333,0.611599999999,2.368,1.53906666667,1.043,1.52666666667
432.22,1.5064,2.59826666667,1.59353333334,2.4494,0.586733333334,2.33,1.5034,1.01546666667,1.50786666667
432.57,1.5036,2.5996,1.58246666667,2.44153333333,0.581133333334,2.32486666667,1.49813333333,1.0008,1.51386666667
432.93,1.50926666667,2.60326666667,1.5878,2.44013333333,0.590199999999,2.3168,1.50453333333,1.00773333333,1.52173333333
433.29,1.51553333333,2.61753333333,1.60546666667,2.44906666667,0.595933333333,2.32113333333,1.51493333333,1.01393333333,1.534
433.64,1.5204,2.63006666667,1.60586666667,2.45606666667,0.596933333333,2.32933333333,1.51486666667,1.02093333333,1.53506666666
434.00,1.524,2.62486666667,1.59626666667,2.45266666667,0.594800000001,2.3176,1.51313333333,1.01966666667,1.52986666667
434.35,1.50986666667,2.60006666667,1.579,2.43373333333,0.574333333334,2.29333333333,1.50206666667,1.0018,1.51106666667
434.71,1.5132,2.59513333333,1.5804,2.43766666667,0.568866666667,2.29153333333,1.5078,0.995866666667,1.50886666667
435.07,1.50533333333,2.5842,1.5734,2.43153333333,0.562133333333,2.283,1.50466666667,0.990133333333,1.50466666667
435.42,1.49526666667,2.5778,1.565,2.42593333333,0.558933333334,2.27666666667,1.51413333333,0.983333333333,1.5058
435.78,1.495,2.5826,1.57306666667,2.4334,0.561666666667,2.27993333333,1.52993333333,0.985399999999,1.5072
436.13,1.49626666667,2.5802,1.573,2.4392,0.561066666666,2.28013333333,1.55013333333,0.985666666667,1.50713333333
436.49,1.50553333333,2.5886,1.58806666667,2.45066666667,0.574599999999,2.29,1.573,1.01286666667,1.5096
436.84,1.51846666667,2.60706666667,1.60013333333,2.46906666666,0.588133333334,2.30826666667,1.60453333333,1.01806666667,1.52333333333
437.20,1.53986666667,2.62106666667,1.60873333333,2.48586666667,0.605599999999,2.32746666667,1.6312,1.03313333333,1.54533333333
437.56,1.54333333333,2.62846666667,1.62273333333,2.4936,0.615933333334,2.32613333333,1.6624,1.03506666667,1.55506666667
437.91,1.54706666667,2.64573333333,1.6372,2.505,0.620000000001,2.33873333334,1.69073333334,1.03226666667,1.56086666667
438.27,1.56273333333,2.67813333333,1.66426666667,2.53313333333,0.642333333333,2.36046666667,1.73006666667,1.0518,1.58513333333
438.62,1.55233333333,2.67626666667,1.66326666667,2.52726666666,0.643266666667,2.35646666667,1.74886666667,1.05586666667,1.5864
438.98,1.55853333333,2.68433333333,1.67406666667,2.5334,0.654600000001,2.3664,1.78066666667,1.06346666667,1.6014
439.33,1.55753333333,2.68246666667,1.67586666667,2.5362,0.652800000001,2.3676,1.80026666667,1.06206666667,1.59593333333
439.69,1.54526666667,2.67566666667,1.66246666667,2.52466666667,0.645133333333,2.36046666667,1.8128,1.04753333333,1.58633333334
440.04,1.55226666667,2.68106666667,1.67393333333,2.5286,0.654133333334,2.37613333333,1.8368,1.05306666667,1.58646666667
440.40,1.55046666667,2.67533333333,1.6696,2.5214,0.6546,2.36786666667,1.8546,1.04553333333,1.58526666667
440.75,1.545,2.67813333333,1.67393333333,2.51773333333,0.653466666667,2.36553333333,1.8754,1.0496,1.5848
441.11,1.54053333333,2.67586666667,1.67906666667,2.52373333334,0.656133333334,2.3708,1.90926666667,1.05766666667,1.59193333333
441.47,1.5448,2.67533333333,1.68706666667,2.5286,0.660866666666,2.3722,1.9392,1.06586666667,1.59753333333
441.82,1.54326666667,2.66573333333,1.6888,2.521,0.658866666666,2.3722,1.96753333334,1.07406666667,1.59986666667
442.18,1.5396,2.6488,1.6858,2.51226666667,0.652066666666,2.3674,1.9994,1.06806666667,1.58893333333
