wavelength,Back_PhrPunm,Belly_PhrPunm,Breast_PhrPunm,Crissum_PhrPunm,Crown_PhrPunm,DorTail_PhrPunm,Rump_PhrPunm,Throat_PhrPunm,WingTip_PhrPunm
366.38,5.50666666666,7.91846666667,4.84033333333,17.2544666667,6.6466,5.32646666667,6.43066666667,10.0692,6.021
366.75,5.44353333333,7.8222,4.76093333333,17.2178666667,6.5748,5.23566666666,6.3252,9.96939999999,5.9352
367.11,5.3806,7.75066666667,4.718,17.2194,6.52553333333,5.19373333333,6.26646666667,9.91953333333,5.89306666667
367.47,5.34526666667,7.6616,4.66713333333,17.2159333333,6.48906666667,5.14213333334,6.21293333333,9.86786666668,5.816
367.84,5.29693333333,7.61093333333,4.6256,17.2075333333,6.51506666667,5.09613333333,6.192,9.84653333333,5.78206666667
368.20,5.26686666667,7.55806666667,4.61693333333,17.2839333333,6.5498,5.07886666667,6.178,9.84753333332,5.789
368.56,5.15133333333,7.438,4.51966666667,17.237,6.44626666667,5.00566666667,6.07513333333,9.76833333333,5.70966666667
368.93,5.20953333333,7.479,4.5766,17.3457333333,6.54306666666,5.06606666667,6.09553333333,9.87126666667,5.77593333333
369.29,5.1708,7.4488,4.58106666667,17.3952,6.53913333333,5.0924,6.0764,9.87013333333,5.75226666667
369.65,5.2446,7.46233333333,4.62073333333,17.5356666667,6.58906666667,5.1654,6.13966666667,9.93966666668,5.78833333333
370.01,5.19453333333,7.3986,4.60006666667,17.5476666667,6.57713333333,5.13633333333,6.07773333333,9.89226666667,5.7658
370.38,5.1658,7.34733333333,4.5562,17.5654666667,6.54426666667,5.1234,5.991,9.87053333334,5.7622
370.74,5.1808,7.3546,4.60386666667,17.6326,6.58733333333,5.189,6.03386666667,9.95473333334,5.84433333333
371.10,5.18306666667,7.3412,4.58386666667,17.6716,6.60333333333,5.18866666667,5.99866666667,10.0065333333,5.83933333333
371.46,5.18413333333,7.34126666667,4.60406666667,17.7162,6.6294,5.22446666667,5.98453333333,10.0206,5.87966666667
371.83,5.1968,7.3312,4.61966666667,17.8150666667,6.63613333333,5.25253333333,5.976,10.0284666667,5.90626666667
372.19,5.2812,7.38506666667,4.66113333333,17.8849333333,6.683,5.31506666667,6.00046666667,10.106,5.96126666667
372.55,5.3304,7.40806666667,4.68693333333,17.9594,6.73766666667,5.3436,6.02446666667,10.1576666667,6.00486666667
372.92,5.32173333333,7.3646,4.64993333333,17.9627333333,6.72366666667,5.31446666667,5.98653333333,10.1269333333,5.98093333333
373.28,5.35333333333,7.349,4.65786666667,17.9970666667,6.76666666667,5.30306666667,5.97026666667,10.1764,5.99906666667
373.64,5.31226666667,7.29233333333,4.6524,17.9843333333,6.77953333333,5.26166666667,5.9122,10.1562666667,5.96026666667
374.00,5.28666666667,7.23946666667,4.63146666667,18.039,6.7592,5.25706666667,5.86513333333,10.1685333333,5.93633333333
374.37,5.32466666667,7.2244,4.64893333334,18.0674,6.80393333333,5.2822,5.88953333333,10.2096,5.9504
374.73,5.32026666667,7.18533333333,4.61973333333,18.0939333333,6.81793333333,5.2598,5.83586666667,10.1696666667,5.9308
375.09,5.34393333333,7.15006666667,4.6346,18.1714666667,6.83473333333,5.2782,5.83193333333,10.1698666667,5.94033333333
375.45,5.37006666667,7.1358,4.62553333333,18.2745333333,6.89773333333,5.29093333333,5.8298,10.2226,5.9652
375.81,5.36186666667,7.08466666667,4.59273333334,18.2807333333,6.87246666666,5.27646666667,5.77766666667,10.1920666667,5.939
376.18,5.33213333333,7.0126,4.5754,18.2807333334,6.86626666667,5.25826666667,5.7428,10.1874666667,5.91533333333
376.54,5.29773333333,6.92293333333,4.53486666666,18.2909333333,6.85226666667,5.2194,5.67246666667,10.1424,5.89213333333
376.90,5.27526666667,6.88393333333,4.5364,18.3502,6.84906666667,5.23253333333,5.6414,10.1394,5.8686
377.26,5.26253333333,6.87146666667,4.5166,18.4223333333,6.8454,5.2474,5.62153333333,10.138,5.8912
377.63,5.27906666667,6.8466,4.5322,18.4799333333,6.85293333333,5.28473333333,5.60513333333,10.1574,5.92806666667
377.99,5.23433333333,6.8022,4.4776,18.4638666667,6.83266666667,5.26033333333,5.5576,10.1422,5.91533333333
378.35,5.25413333333,6.8364,4.53626666667,18.5388666667,6.8738,5.31006666667,5.57646666667,10.1915333333,5.98326666667
378.71,5.31526666667,6.86153333333,4.5826,18.6332,6.93933333333,5.36853333333,5.60473333333,10.2602666667,6.03553333333
379.07,5.352,6.91146666667,4.62986666667,18.6974666667,7.01846666667,5.426,5.6544,10.3336,6.13059999999
379.44,5.33926666667,6.87946666666,4.61353333333,18.6996666667,7.00906666667,5.44313333333,5.63146666667,10.3428,6.13380000001
379.80,5.3642,6.89726666667,4.659,18.7672666667,7.07346666667,5.48786666667,5.65913333333,10.3961333333,6.18526666667
380.16,5.3692,6.88713333333,4.66206666667,18.8340666667,7.07706666667,5.51353333333,5.65253333333,10.4318,6.2128
380.52,5.46446666667,6.97246666667,4.74266666667,18.9835333333,7.1782,5.61873333333,5.7488,10.5435333333,6.3012
380.88,5.57546666667,7.03813333334,4.8198,19.1481333333,7.29846666667,5.71286666667,5.85186666667,10.6982666667,6.44779999999
381.24,5.62113333333,7.03753333333,4.84833333333,19.1644,7.34606666667,5.7414,5.87473333333,10.7301333333,6.48633333334
381.61,5.667,7.04266666667,4.85526666667,19.2127333333,7.39573333333,5.77453333333,5.90746666667,10.7535333333,6.53539999999
381.97,5.68586666666,7.03566666667,4.86893333333,19.2566666667,7.3952,5.79066666667,5.90833333333,10.7757333333,6.55486666666
382.33,5.66773333333,6.97253333333,4.83793333333,19.2905333333,7.39346666667,5.75113333333,5.8826,10.7664666667,6.54386666667
382.69,5.61653333334,6.8908,4.77986666667,19.309,7.33566666667,5.69173333333,5.83153333334,10.7336666666,6.4932
383.05,5.5798,6.83546666667,4.7424,19.3716,7.3062,5.67133333333,5.7788,10.7319333333,6.46080000001
383.41,5.53526666667,6.78753333333,4.73033333333,19.3932666667,7.2668,5.62966666667,5.72093333333,10.7002666667,6.4284
383.77,5.5406,6.7486,4.7252,19.4540666667,7.26993333333,5.6092,5.70413333333,10.7328666667,6.4366
384.14,5.511,6.7072,4.686,19.4680666667,7.25033333333,5.58413333333,5.658,10.7273333333,6.41406666666
384.50,5.43986666667,6.6276,4.64533333333,19.4239333333,7.19006666667,5.52826666667,5.59513333333,10.6788666667,6.35680000001
384.86,5.38746666667,6.59093333333,4.60893333333,19.3948,7.1424,5.51866666667,5.55146666667,10.6377333333,6.31600000001
385.22,5.3572,6.5686,4.60433333333,19.4776666667,7.1388,5.5154,5.55073333333,10.649,6.29186666667
385.58,5.24646666667,6.46746666667,4.51933333333,19.4762666667,7.05173333333,5.42506666667,5.4496,10.5984666667,6.21306666667
385.94,5.22466666667,6.41553333333,4.5138,19.5168666667,7.0544,5.41946666667,5.44346666667,10.598,6.20826666666
386.30,5.23206666667,6.40686666667,4.49953333333,19.5520666667,7.0728,5.43673333333,5.4208,10.5892666667,6.18726666667
386.66,5.2472,6.4152,4.49546666667,19.6042666667,7.10746666667,5.46813333333,5.42326666667,10.6152666667,6.19959999999
387.03,5.243,6.38893333333,4.4792,19.6355333333,7.11233333333,5.4654,5.4182,10.6018,6.19493333333
387.39,5.25213333333,6.3708,4.46946666667,19.6886666667,7.1442,5.47833333333,5.40853333333,10.5996666667,6.20820000001
387.75,5.22233333333,6.3458,4.43193333333,19.7033333333,7.14086666667,5.48073333333,5.37146666667,10.5736,6.18133333333
388.11,5.24586666667,6.36153333333,4.45253333333,19.7245333333,7.17873333333,5.5238,5.37686666667,10.5583333333,6.19819999999
388.47,5.28173333333,6.38286666667,4.4732,19.8373333333,7.23186666667,5.60013333333,5.39493333333,10.6372,6.26106666666
388.83,5.207,6.28726666667,4.4072,19.8282666667,7.202,5.5316,5.29653333333,10.5830666667,6.20933333333
389.19,5.14466666667,6.18886666667,4.3436,19.8152666667,7.1638,5.4934,5.21066666667,10.5445333333,6.16593333334
389.55,5.14626666667,6.19046666667,4.34353333333,19.8436,7.18306666667,5.5112,5.21686666667,10.5422666667,6.17073333333
389.91,5.2006,6.24013333333,4.40246666667,19.9592,7.2514,5.5798,5.24893333333,10.6062666667,6.24266666667
390.27,5.1574,6.19513333333,4.37413333333,20.0032666667,7.22773333333,5.5676,5.22093333333,10.6202,6.23800000001
390.63,5.12686666667,6.161,4.35326666667,20.0237333333,7.206,5.5522,5.1918,10.6073333333,6.23140000001
391.00,5.1266,6.15046666667,4.3642,20.0341333333,7.23706666667,5.5694,5.1772,10.6250666667,6.2474
391.36,5.17666666667,6.17293333333,4.41346666667,20.1052,7.2952,5.62633333333,5.22266666666,10.7028666667,6.31353333334
391.72,5.23953333333,6.20146666666,4.47673333333,20.2152666667,7.36113333334,5.6942,5.265,10.78,6.38899999999
392.08,5.23,6.1626,4.4748,20.3001333333,7.38593333334,5.679,5.2598,10.8122,6.40106666667
392.44,5.1606,6.06673333333,4.41826666667,20.2664,7.35073333333,5.60973333333,5.1956,10.744,6.32473333334
392.80,5.19366666666,6.0562,4.4266,20.3295333333,7.3564,5.64433333333,5.21033333333,10.7800666667,6.33566666667
393.16,5.26153333334,6.0996,4.4882,20.4351333333,7.42566666667,5.71413333333,5.2604,10.8545333333,6.39586666666
393.52,5.28113333333,6.07646666667,4.50526666667,20.4818666667,7.44466666667,5.7492,5.24146666667,10.8934666666,6.40993333333
393.88,5.29486666667,6.07253333334,4.50433333333,20.5062666667,7.4824,5.7742,5.242,10.9264,6.42786666667
394.24,5.3282,6.05766666667,4.51293333333,20.5361333333,7.507,5.79273333333,5.23026666667,10.942,6.44913333334
394.60,5.36426666667,6.0486,4.54173333333,20.5979333333,7.5456,5.83946666667,5.22606666667,10.9974,6.48433333333
394.96,5.35393333333,5.99626666667,4.5234,20.6470666667,7.52846666667,5.83273333333,5.1784,11.0090666667,6.4556
395.32,5.3142,5.94966666667,4.47246666667,20.6530666667,7.5026,5.81573333333,5.13473333333,10.9744,6.425
395.68,5.20593333333,5.82606666667,4.355,20.603,7.40586666667,5.72106666667,5.02153333333,10.8932666667,6.31353333334
396.04,5.17026666667,5.758,4.2966,20.5927333333,7.37366666667,5.7034,4.959,10.8702,6.29753333333
396.40,5.15633333333,5.70766666667,4.2506,20.6193333333,7.34826666667,5.69346666667,4.9022,10.8696666667,6.293
396.76,5.13166666667,5.6482,4.21813333333,20.618,7.3386,5.68193333334,4.86426666666,10.8507333333,6.27573333334
397.12,5.13933333333,5.62673333334,4.2004,20.6563333333,7.34173333333,5.69686666667,4.8446,10.8371333333,6.2992
397.48,5.128,5.60473333333,4.18313333333,20.7206,7.35553333333,5.69113333333,4.82673333333,10.8393333333,6.3068
397.84,5.0844,5.5206,4.09833333333,20.7323333334,7.31546666667,5.65506666667,4.75853333333,10.7995333333,6.25493333334
398.20,5.0646,5.49213333333,4.07706666667,20.7733333333,7.3222,5.6692,4.75053333333,10.8148,6.24953333333
398.56,5.02193333334,5.443,4.03193333333,20.7605333333,7.31546666667,5.63066666667,4.70506666667,10.7806666667,6.20973333333
398.92,5.0266,5.43413333333,4.03146666667,20.8022666667,7.33786666667,5.64846666667,4.72493333333,10.8008,6.2406
399.28,5.00893333333,5.37666666667,4.0206,20.8376,7.33946666667,5.63673333333,4.69346666667,10.8094,6.23246666667
399.64,5.03493333333,5.3888,4.06446666667,20.8925333333,7.3768,5.68066666667,4.7136,10.8334,6.28526666667
400.00,5.04033333333,5.39366666667,4.08573333333,20.9429333333,7.39066666667,5.698,4.71826666667,10.864,6.28886666667
400.36,5.08506666666,5.43173333333,4.1482,21.0283333333,7.43766666667,5.7472,4.75593333333,10.9118,6.36246666667
400.72,5.10866666667,5.44966666667,4.17066666667,21.1132,7.47286666667,5.7648,4.76993333333,10.9562,6.41040000001
401.08,5.04966666667,5.39353333333,4.13206666667,21.1150666667,7.45073333333,5.7182,4.70573333333,10.946,6.37793333333
401.44,5.01926666667,5.33846666667,4.09586666666,21.1054,7.4238,5.68553333333,4.65046666667,10.9282,6.35033333333
401.80,5.0076,5.3284,4.12066666667,21.1511333333,7.4234,5.69626666667,4.629,10.93,6.35679999999
402.16,5.01186666667,5.32726666667,4.1428,21.2104666667,7.4548,5.71213333333,4.62866666667,10.9326,6.38986666667
402.52,5.04846666667,5.33646666667,4.17346666667,21.3011333333,7.49173333333,5.77753333334,4.66913333333,10.9922,6.45926666666
402.88,5.046,5.31206666667,4.17406666667,21.3186,7.50086666667,5.77986666667,4.64946666667,10.9833333333,6.47613333333
403.24,5.05633333333,5.32426666667,4.19313333333,21.3544,7.51833333333,5.7936,4.6574,11.0037333333,6.5116
403.60,5.06166666667,5.3088,4.1732,21.3991333333,7.51846666666,5.77413333333,4.6412,11.0233333333,6.51673333334
403.95,5.07933333333,5.28713333333,4.16566666667,21.4424666667,7.53866666667,5.78046666667,4.62793333333,11.0297333333,6.52300000001
404.31,5.0234,5.2346,4.10386666666,21.4255333333,7.5048,5.73786666667,4.5858,10.9952,6.46059999999
404.67,5.00286666667,5.2072,4.08853333333,21.4338,7.51206666667,5.73933333333,4.5624,10.9703333333,6.44086666666
405.03,5.01753333333,5.20946666667,4.09926666667,21.4667333334,7.5274,5.74653333333,4.57666666666,10.9688666667,6.45053333334
405.39,5.04913333333,5.25253333333,4.13953333333,21.5305333333,7.57886666667,5.78853333333,4.625,11.0164666667,6.49473333334
405.75,5.06026666667,5.2586,4.1434,21.5673333333,7.60913333333,5.79126666667,4.6458,11.0232666667,6.51300000001
406.11,5.05066666667,5.24266666667,4.12926666667,21.5954666667,7.60033333333,5.77473333333,4.628,11.0410666667,6.5096
406.47,5.002,5.21146666667,4.0796,21.5703333333,7.56093333333,5.72706666667,4.57773333333,10.975,6.4514
406.83,4.96066666666,5.1772,4.03566666667,21.5778,7.53673333333,5.68486666667,4.53853333333,10.9431333333,6.39920000001
407.19,4.93966666667,5.1418,3.999,21.5804,7.51006666667,5.66246666667,4.51686666667,10.9260666667,6.34906666668
407.55,4.9086,5.12046666667,3.97893333333,21.5597333333,7.49766666667,5.6676,4.49626666667,10.9008,6.32506666667
407.90,4.8914,5.12926666667,3.9746,21.5601333333,7.48793333333,5.662,4.503,10.8967333333,6.31846666667
408.26,4.8974,5.1226,3.97306666667,21.5939333333,7.49146666667,5.65193333333,4.49733333333,10.9043333333,6.32373333334
408.62,4.87353333333,5.10473333333,3.96533333333,21.6046,7.4714,5.63353333333,4.48,10.8988,6.31180000001
408.98,4.8944,5.11793333333,3.99513333333,21.6488,7.49666666667,5.6636,4.50146666667,10.9361333333,6.32826666667
409.34,4.86413333333,5.0638,3.95693333333,21.6316,7.442,5.6294,4.45693333333,10.8970666666,6.30220000001
409.70,4.81173333333,4.99246666666,3.88866666667,21.6129333333,7.3724,5.5676,4.37926666667,10.8550666667,6.24753333334
410.06,4.78993333334,4.9532,3.8562,21.6190666667,7.354,5.55466666667,4.35186666667,10.8369333333,6.21006666667
410.42,4.79813333333,4.95493333333,3.873,21.6711333333,7.36366666666,5.55706666667,4.36233333333,10.8569333333,6.24413333333
410.77,4.84126666667,4.9778,3.90086666667,21.7410666667,7.393,5.5878,4.38586666667,10.907,6.28666666667
411.13,4.8514,4.98826666667,3.915,21.796,7.4088,5.60573333333,4.39666666667,10.9262666667,6.31013333333
411.49,4.88053333333,5.0,3.93686666667,21.8550666667,7.43973333333,5.6338,4.41833333333,10.9567333333,6.34946666667
411.85,4.86833333333,4.98673333333,3.9266,21.8670666667,7.43953333334,5.6208,4.40093333333,10.9440666667,6.3486
412.21,4.9298,5.03533333333,3.97173333333,21.9514666667,7.49593333334,5.6786,4.44546666667,11.0015333333,6.40219999999
412.57,4.9722,5.07093333333,3.98946666667,22.0398,7.53026666667,5.7092,4.47906666667,11.052,6.44533333333
412.92,4.95313333333,5.049,3.948,22.0567333333,7.51066666667,5.69866666667,4.45066666667,11.0321333333,6.4388
413.28,4.95986666667,5.0704,3.9728,22.1148666667,7.55813333333,5.73133333333,4.48273333333,11.0651333333,6.44793333334
413.64,4.9354,5.06086666667,3.97486666666,22.1254,7.55966666667,5.73626666667,4.47726666667,11.0630666667,6.44813333333
414.00,4.915,5.03046666667,3.95913333333,22.1064,7.5328,5.71993333333,4.44466666667,11.0271333334,6.4362
414.36,4.92573333333,5.01306666667,3.9596,22.1261333333,7.545,5.7436,4.44253333333,11.0346,6.43180000001
414.72,4.92806666667,5.01893333333,3.96813333333,22.1266,7.54346666667,5.77586666667,4.45266666667,11.0371333333,6.44593333334
415.07,4.9468,5.03253333333,3.99166666667,22.1641333333,7.5708,5.80653333333,4.46226666667,11.0762,6.4814
415.43,4.92466666667,4.99633333333,3.96786666667,22.1378666667,7.55446666667,5.7842,4.4266,11.0621333333,6.44493333334
415.79,4.929,4.96586666667,3.97093333333,22.1786,7.56033333333,5.80273333333,4.422,11.0856,6.45126666666
416.15,4.89486666667,4.92306666667,3.95453333333,22.1712,7.555,5.79613333333,4.3804,11.0596666667,6.43893333333
416.51,4.84313333333,4.86033333333,3.91233333334,22.1109333333,7.52293333333,5.74893333333,4.32213333334,11.0132,6.39453333333
416.86,4.802,4.8178,3.89026666667,22.1125333333,7.5204,5.73066666667,4.2998,11.0086666667,6.388
417.22,4.78926666667,4.77246666667,3.85673333333,22.1168,7.5072,5.71926666667,4.26833333334,11.0053333333,6.39393333333
417.58,4.7796,4.73946666667,3.8384,22.1376,7.51413333333,5.71833333333,4.25453333333,11.0024666667,6.39073333333
417.94,4.7608,4.72093333333,3.82993333333,22.1574,7.52086666667,5.7186,4.24866666667,11.0019333333,6.39633333334
418.29,4.71493333333,4.66206666667,3.78186666667,22.1223333333,7.4906,5.68646666667,4.19706666667,10.967,6.35426666667
418.65,4.67953333333,4.60806666667,3.74373333333,22.1286,7.476,5.6722,4.17173333333,10.9489333333,6.32933333333
419.01,4.62466666667,4.53733333333,3.691,22.0922666667,7.441,5.62986666667,4.12213333333,10.8996666667,6.28066666667
419.37,4.60306666667,4.51153333333,3.6748,22.1098,7.43253333333,5.6246,4.11793333333,10.893,6.28206666667
419.73,4.5864,4.4922,3.66086666667,22.1348666667,7.42893333333,5.6256,4.11253333333,10.8935333333,6.28146666667
420.08,4.57,4.45973333333,3.6414,22.1356,7.4184,5.62553333334,4.1038,10.8829333333,6.26926666667
420.44,4.584,4.4562,3.64453333333,22.1686666666,7.43046666667,5.6474,4.11966666667,10.9022666667,6.28520000001
420.80,4.6046,4.4614,3.65273333333,22.1878,7.4406,5.671,4.13133333334,10.9176666667,6.29419999999
421.16,4.60866666666,4.4562,3.65653333333,22.2172,7.45433333333,5.68133333333,4.12926666667,10.9278666667,6.30113333333
421.51,4.6298,4.4616,3.67946666667,22.2454,7.47586666667,5.717,4.14473333333,10.9498666667,6.32713333334
421.87,4.61993333333,4.43726666667,3.6592,22.2492666667,7.46893333333,5.71633333333,4.13573333333,10.9521333333,6.32753333333
422.23,4.61113333333,4.43106666667,3.65946666667,22.2783333333,7.47073333333,5.72286666667,4.13926666667,10.9599333334,6.3354
422.58,4.6066,4.41986666667,3.65886666667,22.2895333333,7.47046666666,5.7218,4.128,10.9639333333,6.34193333333
422.94,4.61006666667,4.41186666667,3.66133333333,22.3106,7.47766666667,5.73226666667,4.12913333334,10.9720666667,6.35766666667
423.30,4.619,4.40426666667,3.66126666666,22.3373333333,7.49206666667,5.7482,4.12466666667,10.9847333333,6.3682
423.66,4.60886666667,4.37633333333,3.64626666667,22.3344666667,7.4864,5.7468,4.1138,10.9774666667,6.3614
424.01,4.59733333334,4.3618,3.637,22.3494,7.479,5.737,4.1032,10.9784666667,6.364
424.37,4.5836,4.3408,3.62313333333,22.3850666666,7.473,5.7334,4.08486666667,10.976,6.36333333333
424.73,4.55573333333,4.30326666667,3.59746666667,22.3923333333,7.4554,5.71473333333,4.0566,10.9573333333,6.34773333333
425.08,4.54426666667,4.284,3.58046666667,22.3873333333,7.4426,5.70833333333,4.04386666667,10.943,6.33486666667
425.44,4.52453333333,4.26426666667,3.54866666667,22.4008666667,7.43026666667,5.68566666667,4.01886666667,10.9332666667,6.31793333333
425.80,4.52773333333,4.25693333333,3.54833333333,22.4300666667,7.4336,5.68786666667,4.01173333333,10.938,6.30846666666
426.16,4.54166666667,4.25453333333,3.559,22.4623333333,7.44893333333,5.6936,4.0128,10.9544,6.32546666667
426.51,4.5556,4.2686,3.5692,22.512,7.46906666667,5.704,4.0264,10.9734666667,6.33646666666
426.87,4.5726,4.2812,3.575,22.5574666667,7.47786666667,5.72286666667,4.0364,10.9923333333,6.34913333334
427.23,4.54966666667,4.25753333333,3.55813333333,22.5766,7.46006666667,5.70233333333,4.01373333333,10.9881333333,6.32800000001
427.58,4.53273333333,4.23833333333,3.535,22.6014,7.4512,5.68426666667,3.9886,10.9744666667,6.31326666667
427.94,4.54993333333,4.2508,3.55193333333,22.6654,7.47413333333,5.70693333333,4.00626666667,11.0024,6.32719999999
428.30,4.5572,4.25713333333,3.56446666667,22.6611333333,7.48346666667,5.7246,4.018,11.0046,6.33340000001
428.65,4.5752,4.27306666667,3.58446666667,22.7306,7.50946666667,5.7378,4.0338,11.0392666667,6.34873333334
429.01,4.59673333333,4.29626666667,3.61333333333,22.7862,7.53473333333,5.7592,4.06026666667,11.072,6.378
429.37,4.6154,4.3054,3.63866666667,22.8116666667,7.5534,5.77126666667,4.0814,11.0953333333,6.38426666667
429.72,4.6358,4.32686666667,3.6646,22.8786666667,7.58106666667,5.79213333333,4.111,11.123,6.42159999999
430.08,4.66533333333,4.35246666667,3.69693333333,22.9517333333,7.60906666667,5.826,4.14653333333,11.16,6.44559999999
430.44,4.6466,4.33533333334,3.6778,22.96,7.60353333333,5.81466666667,4.13553333333,11.1524666666,6.43806666667
430.79,4.65346666667,4.343,3.6836,22.9892666667,7.62393333333,5.809,4.1354,11.1537333333,6.4426
431.15,4.7,4.38813333333,3.7326,23.0404666667,7.66553333333,5.85113333333,4.18533333333,11.1792,6.49860000001
431.50,4.76093333333,4.45253333333,3.7956,23.1167333333,7.71466666667,5.8976,4.24493333333,11.2398666667,6.55086666666
431.86,4.7542,4.44533333333,3.77653333333,23.1066,7.70146666667,5.88333333333,4.2268,11.2149333333,6.54060000001
432.22,4.7654,4.45946666667,3.78433333333,23.1441333333,7.71713333333,5.88286666667,4.236,11.2234666667,6.54766666666
432.57,4.7722,4.46913333333,3.78946666667,23.1282666667,7.71013333333,5.88106666667,4.24006666667,11.2170666667,6.55719999999
432.93,4.7534,4.45926666667,3.77993333333,23.1552666667,7.69886666667,5.8672,4.2304,11.2026666667,6.54120000001
433.29,4.7684,4.47993333333,3.79673333333,23.2016666667,7.70933333333,5.8804,4.2532,11.2104,6.56979999999
433.64,4.7646,4.48386666667,3.80026666667,23.1988,7.69973333333,5.87073333333,4.24866666667,11.2062666667,6.5612
434.00,4.7342,4.459,3.76353333334,23.1838666667,7.66933333333,5.8322,4.21973333333,11.1731333333,6.53326666666
434.35,4.74226666667,4.46386666667,3.76886666667,23.1956,7.66893333333,5.83613333333,4.22526666667,11.1631333333,6.5288
434.71,4.72493333333,4.44946666667,3.7558,23.2025333333,7.63946666667,5.827,4.22333333333,11.1402,6.51153333333
435.07,4.7232,4.446,3.7452,23.2236666666,7.63253333333,5.81653333333,4.21886666667,11.1366666667,6.50266666667
435.42,4.68653333333,4.41313333333,3.7146,23.1946666667,7.5956,5.78093333333,4.1758,11.0823333333,6.47146666666
435.78,4.704,4.43526666667,3.73913333333,23.2253333333,7.60473333333,5.78686666667,4.19566666667,11.1007333333,6.48060000001
436.13,4.69133333333,4.42546666667,3.72926666667,23.2372666667,7.57993333333,5.7638,4.18313333333,11.0760666667,6.46306666666
436.49,4.69286666667,4.4296,3.7254,23.2424,7.575,5.75446666667,4.17746666667,11.0672,6.44906666667
436.84,4.70806666667,4.4444,3.73753333333,23.2528,7.5822,5.77006666667,4.19553333333,11.0683333333,6.45973333333
437.20,4.7128,4.45806666667,3.73893333333,23.2605333333,7.5758,5.7718,4.1886,11.0692,6.44993333333
437.56,4.72213333333,4.4716,3.75166666667,23.2993333333,7.59106666667,5.7884,4.20306666667,11.0729333333,6.46160000001
437.91,4.74546666667,4.50993333333,3.78586666667,23.3365333333,7.626,5.82393333334,4.23293333334,11.0903333333,6.481
438.27,4.7438,4.5044,3.79053333334,23.3394666667,7.61813333333,5.81146666667,4.22693333333,11.0800666667,6.48213333333
438.62,4.7442,4.5066,3.7918,23.3597333333,7.6222,5.80746666667,4.21813333333,11.0908666667,6.47779999999
438.98,4.72606666667,4.49993333333,3.7864,23.3598,7.616,5.80626666667,4.2066,11.0806,6.457
439.33,4.72313333333,4.50593333333,3.79026666667,23.3839333333,7.61526666667,5.80826666667,4.21146666667,11.0887333333,6.45833333334
439.69,4.715,4.4974,3.78753333333,23.4083333333,7.61446666667,5.81166666667,4.21146666667,11.0846666667,6.45893333333
440.04,4.70293333333,4.48413333334,3.7766,23.4125333333,7.6062,5.8094,4.194,11.0846,6.44846666667
440.40,4.7052,4.4878,3.78406666667,23.452,7.62026666667,5.82913333334,4.20306666667,11.0850666667,6.46673333333
440.75,4.70173333333,4.4754,3.76793333333,23.4510666667,7.61453333333,5.81713333333,4.1876,11.0789333333,6.45933333333
441.11,4.6868,4.45353333333,3.75273333333,23.4437333333,7.60466666667,5.80253333333,4.18213333333,11.0646,6.45079999999
441.47,4.6788,4.43466666667,3.72933333333,23.4352666667,7.5838,5.78666666667,4.16246666667,11.0452666667,6.43259999999
441.82,4.6656,4.40793333333,3.70946666667,23.4366666667,7.56933333333,5.76106666667,4.14393333333,11.0349333333,6.42786666666
442.18,4.667,4.4026,3.7036,23.473,7.57913333333,5.7742,4.14046666666,11.0432666667,6.43506666667
442.53,4.686,4.4118,3.7226,23.5072,7.59773333333,5.7966,4.15846666667,11.0576,6.46246666666
442.89,4.6978,4.4132,3.7312,23.5424666667,7.60966666667,5.81446666667,4.17373333333,11.0704666667,6.48559999999
443.24,4.7236,4.4184,3.74733333333,23.5962666667,7.64233333333,5.84626666667,4.1926,11.1073333334,6.51286666667
443.60,4.71553333333,4.40366666667,3.73893333333,23.5998,7.6468,5.85406666667,4.18286666667,11.1,6.5158
443.95,4.72713333333,4.39393333333,3.74806666667,23.6372,7.6652,5.87826666667,4.18086666667,11.1028666667,6.54473333333
444.31,4.7062,4.36226666667,3.72053333334,23.638,7.64513333333,5.86253333333,4.16006666667,11.0949333333,6.53373333333
444.66,4.69166666667,4.35013333333,3.71566666667,23.6586666667,7.6432,5.8648,4.14706666667,11.0948,6.54106666667
445.02,4.68346666667,4.33746666667,3.71333333333,23.6946,7.64853333333,5.87133333334,4.13746666667,11.1012,6.55486666666
445.37,4.66493333333,4.3128,3.70013333334,23.7002,7.63606666667,5.86706666667,4.12286666667,11.0957333333,6.55120000001
445.72,4.6638,4.2998,3.70193333333,23.708,7.6368,5.88433333333,4.1146,11.0909333333,6.56206666666
446.08,4.6556,4.28286666667,3.69026666667,23.7009333333,7.62546666667,5.8764,4.10446666667,11.0834666667,6.56186666666
446.43,4.63766666667,4.2632,3.67313333333,23.709,7.62233333333,5.87353333333,4.08953333333,11.0804666667,6.55073333333
446.79,4.6142,4.2342,3.6522,23.6966,7.60526666667,5.85373333333,4.05973333333,11.0556666667,6.53773333334
447.14,4.58686666667,4.20806666667,3.63093333333,23.6777333333,7.58306666667,5.8344,4.032,11.0242666667,6.52506666666
447.50,4.5804,4.1962,3.61793333333,23.6883333333,7.5786,5.82366666667,4.0184,11.0250666667,6.52366666667
447.85,4.5702,4.19553333333,3.616,23.6916,7.5814,5.8262,4.02606666667,11.0311333333,6.52259999999
448.21,4.571,4.18713333333,3.6196,23.7226,7.59,5.82753333333,4.02213333333,11.0374666667,6.52366666667
