wavelength,Back_TanHeim,Belly_TanHeim,Breast_TanHeim,Crissum_TanHeim,Crown_TanHeim,DorTail_TanHeim,Patch10_TanHeim,Rump_TanHeim,Throat_TanHeim,WingTip_TanHeim
366.75,7.7932,7.7124,8.62846666667,7.13753333333,4.63,4.7976,6.012,9.61440000001,8.15546666667,6.22873333333
367.11,7.85053333333,7.6552,8.70586666667,7.13433333333,4.61033333333,4.75353333333,6.02773333333,9.57933333333,8.20226666666,6.21006666667
367.47,7.85473333333,7.69713333333,8.78480000001,7.0912,4.58846666667,4.76113333333,6.04053333333,9.62066666666,8.27520000001,6.33466666667
367.84,7.7926,7.6758,8.80580000001,7.1144,4.5738,4.7962,6.00146666667,9.56426666665,8.30966666667,6.26806666667
368.20,7.69393333333,7.54546666667,8.72020000001,7.04126666667,4.45453333333,4.6924,5.91053333333,9.46933333334,8.22226666667,6.1988
368.56,7.68113333333,7.5178,8.78793333334,7.07166666667,4.47413333333,4.63666666667,5.96986666667,9.53386666667,8.2656,6.25373333333
368.93,7.2982,7.11006666667,8.40233333333,6.65373333334,4.025,4.21813333333,5.53866666667,9.1072,7.92193333334,5.77173333333
369.29,7.3006,7.223,8.38659999999,6.71053333333,4.01406666667,4.19026666667,5.62433333333,9.16699999999,7.93466666666,5.76093333333
369.65,7.35226666667,7.28293333333,8.46739999999,6.69846666667,4.006,4.2544,5.59906666667,9.17986666668,7.94399999999,5.79286666667
370.01,7.52366666667,7.39326666667,8.61593333332,6.78233333333,4.1398,4.41826666667,5.71066666667,9.29153333334,8.02479999999,5.93313333333
370.38,7.46966666667,7.3606,8.62453333333,6.72526666667,4.0822,4.34733333333,5.6668,9.24246666665,8.05933333333,5.83066666667
370.74,7.4784,7.3766,8.61746666667,6.6658,4.0806,4.32946666667,5.68853333333,9.25366666667,8.06046666667,5.86666666667
371.10,7.42653333333,7.3642,8.54726666666,6.62053333333,3.96653333333,4.2838,5.63913333333,9.167,7.97013333333,5.89906666667
371.46,7.3572,7.23486666666,8.43233333333,6.5702,3.82846666667,4.14173333333,5.515,9.10180000001,7.9244,5.68966666667
371.83,7.3096,7.22346666667,8.34066666667,6.47406666667,3.77006666667,4.0112,5.4508,9.05966666666,7.84920000001,5.6424
372.19,7.4436,7.35973333333,8.43806666666,6.5658,3.85273333333,4.13333333333,5.5714,9.12466666668,7.94746666667,5.6882
372.55,7.31993333333,7.2618,8.21926666667,6.43293333333,3.64973333333,3.98473333333,5.392,8.91493333332,7.79586666666,5.48213333333
372.92,7.47733333333,7.51286666667,8.50733333333,6.59486666667,3.89413333333,4.24946666667,5.62653333333,9.15660000001,8.00453333334,5.76266666667
373.28,7.73706666667,7.6438,8.74213333333,6.783,4.03753333334,4.43666666667,5.81306666667,9.25686666666,8.2154,5.89146666667
373.64,7.81346666667,7.7162,8.82240000001,6.87186666667,4.14486666667,4.4888,5.9638,9.3844,8.34319999999,6.04426666667
374.00,7.696,7.6656,8.69766666667,6.73453333333,4.062,4.38273333334,5.8272,9.27213333333,8.27973333333,5.949
374.37,7.74326666667,7.5978,8.64726666666,6.7724,4.04593333333,4.41693333333,5.73106666666,9.22059999998,8.25519999999,5.93506666667
374.73,7.8416,7.70613333333,8.74553333334,6.82606666667,4.17173333333,4.5072,5.80433333333,9.31120000001,8.41173333334,6.00446666667
375.09,7.84013333333,7.74466666667,8.81033333333,6.8128,4.20466666667,4.54393333334,5.79846666667,9.36540000001,8.45533333334,5.94713333333
375.45,7.9296,7.83986666666,8.82846666667,6.86653333333,4.27746666667,4.5894,5.848,9.35993333333,8.538,5.99333333333
375.81,7.95513333333,7.89206666667,8.85826666667,6.91693333333,4.27366666667,4.62986666666,5.88966666667,9.41399999999,8.62126666668,5.9822
376.18,8.01773333333,7.97566666667,8.92186666666,6.92533333333,4.30473333334,4.64773333333,5.93773333333,9.49453333333,8.75913333334,6.06086666667
376.54,8.26413333333,8.20973333333,9.18913333333,7.12073333333,4.58593333333,4.8714,6.2134,9.8144,9.06433333334,6.3562
376.90,8.28153333333,8.2792,9.20613333334,7.13653333333,4.5684,4.83606666667,6.2008,9.83579999998,9.08153333333,6.3078
377.26,8.0556,8.06813333333,8.98553333334,6.8696,4.34853333333,4.60053333333,5.99906666667,9.64206666667,8.94459999999,6.06533333333
377.63,8.0626,8.06266666667,8.949,6.83726666667,4.3172,4.5844,5.95306666667,9.59566666666,8.94833333334,5.9928
377.99,8.09113333333,8.11126666667,9.01606666667,6.943,4.31266666667,4.56593333333,6.049,9.64606666668,9.02533333332,5.97266666667
378.35,7.98533333333,8.03726666667,8.94353333333,6.8534,4.19626666667,4.47413333333,6.03146666667,9.5488,8.95653333333,5.87613333334
378.71,8.05833333333,8.13226666666,9.06533333334,7.0112,4.23453333333,4.5836,6.10466666667,9.65013333335,9.04486666667,5.97453333333
379.07,8.08073333333,8.1388,9.05353333334,7.07453333333,4.26166666667,4.57213333333,6.14166666667,9.7008,9.11173333333,6.00726666667
379.44,8.0014,8.08493333333,9.06873333334,7.0098,4.196,4.565,6.12233333333,9.70713333335,9.10266666666,5.95746666667
379.80,7.94586666667,8.04073333333,9.01213333333,6.94326666667,4.15533333333,4.529,6.06066666667,9.6256,9.03146666667,5.88133333334
380.16,7.73073333333,7.77113333333,8.79266666666,6.7398,3.94746666667,4.3116,5.85633333333,9.41646666667,8.8306,5.63673333333
380.52,7.6476,7.66026666667,8.69986666667,6.71653333333,3.82046666667,4.21753333334,5.74746666667,9.29559999999,8.77726666665,5.52213333333
380.88,7.6762,7.57173333333,8.71146666667,6.73933333334,3.84693333333,4.2344,5.79093333333,9.34453333334,8.84893333332,5.52026666667
381.24,7.6262,7.58126666667,8.68833333334,6.75226666667,3.78933333333,4.24893333333,5.736,9.33486666665,8.83446666666,5.54946666667
381.61,7.70833333333,7.65946666667,8.79326666667,6.84653333333,3.85986666667,4.3014,5.84066666667,9.44813333333,8.93493333334,5.61133333333
381.97,7.76926666667,7.67353333333,8.79453333333,6.83406666667,3.90273333334,4.3672,5.89866666667,9.48660000001,8.97326666665,5.6308
382.33,7.8888,7.78206666667,8.91019999999,6.9508,4.07853333333,4.46453333333,5.9972,9.63886666666,9.12933333333,5.7194
382.69,7.84306666667,7.66093333333,8.83253333334,6.85426666667,3.9892,4.34813333333,5.93226666667,9.5668,9.11166666667,5.59673333333
383.05,7.8776,7.70753333333,8.87780000001,6.86426666667,4.065,4.38113333333,5.98306666667,9.5992,9.20946666667,5.61566666667
383.41,7.9216,7.744,8.94886666667,6.93446666667,4.08266666667,4.40166666667,5.98773333333,9.63313333335,9.26133333332,5.61666666667
383.77,8.14333333334,7.91666666667,9.16006666667,7.16806666666,4.2914,4.632,6.22246666667,9.88506666668,9.52873333334,5.82473333333
384.14,8.27553333334,8.07486666667,9.29786666666,7.3208,4.41293333333,4.7772,6.31446666667,10.0241333333,9.65733333334,5.90806666667
384.50,8.2982,8.14066666667,9.37346666667,7.32526666667,4.43566666667,4.8376,6.38466666667,10.109,9.72733333333,5.8912
384.86,8.31859999999,8.1536,9.37226666666,7.33386666666,4.4678,4.80093333333,6.39386666667,10.0835333333,9.714,5.87846666667
385.22,8.48113333333,8.27666666667,9.58593333333,7.4776,4.6698,4.91793333333,6.5776,10.2560666667,9.91133333331,5.99966666667
385.58,8.35440000001,8.15906666667,9.45560000001,7.3314,4.55426666667,4.787,6.4326,10.1654,9.83413333333,5.84453333333
385.94,8.3388,8.1178,9.48620000001,7.3294,4.51473333333,4.77606666667,6.37786666667,10.2098,9.86026666667,5.80553333333
386.30,8.36806666667,8.1496,9.56339999999,7.36633333333,4.43546666667,4.75166666667,6.42873333333,10.2618,9.91166666665,5.80333333333
386.66,8.36006666667,8.2044,9.60506666667,7.35653333333,4.45493333333,4.75166666667,6.40986666666,10.2694666666,9.94006666667,5.7896
387.03,8.40886666667,8.22973333333,9.66273333333,7.40833333333,4.43166666667,4.8238,6.46573333333,10.3108666667,10.0208,5.80806666667
387.39,8.51606666667,8.30206666667,9.7132,7.48493333333,4.531,4.9046,6.59193333333,10.4206666667,10.1276666667,5.88066666667
387.75,8.45506666667,8.23653333333,9.7178,7.37713333333,4.4668,4.76933333333,6.57553333334,10.3834666667,10.0786666667,5.78766666667
388.11,8.48126666666,8.24293333333,9.77813333333,7.38133333333,4.44686666667,4.74206666666,6.6052,10.4129333333,10.1230666667,5.78266666667
388.47,8.49473333333,8.18053333333,9.78299999999,7.38893333333,4.45426666667,4.6898,6.6088,10.4258,10.1316,5.77246666667
388.83,8.58466666667,8.2762,9.92886666666,7.50153333333,4.48226666667,4.79713333333,6.7162,10.5626,10.3072,5.85113333333
389.19,8.63806666666,8.3276,9.98706666667,7.55813333333,4.5142,4.86133333333,6.75406666667,10.648,10.3722666667,5.88553333333
389.55,8.76720000001,8.44026666667,10.1218,7.72373333333,4.5922,5.01353333333,6.8866,10.7745333333,10.4787333333,5.9738
389.91,8.78466666666,8.44733333333,10.1771333333,7.7378,4.5806,5.0068,6.924,10.8078666667,10.5077333333,5.97826666667
390.27,8.86973333335,8.51553333333,10.2390666667,7.76446666667,4.65966666667,5.08946666667,6.99633333333,10.9174666667,10.5996,6.04953333333
390.63,8.86259999999,8.43186666667,10.1772,7.74106666667,4.54953333333,4.98746666667,6.967,10.9056666667,10.5516,5.9448
391.00,8.91606666667,8.45826666667,10.2121333333,7.76833333333,4.5642,4.99093333333,6.98873333333,10.9713333333,10.5531333334,5.914
391.36,8.86893333333,8.36706666667,10.1838666667,7.70066666667,4.45266666667,4.89913333333,6.8744,10.9584,10.5231333333,5.79433333333
391.72,8.92860000001,8.39233333333,10.2358,7.73986666667,4.43706666667,4.9532,6.853,11.0200666666,10.5752666667,5.80806666667
392.08,8.98186666665,8.43,10.2790666667,7.76393333333,4.42746666667,4.97913333333,6.89406666667,11.0884,10.6185333333,5.81393333333
392.44,8.99220000001,8.4286,10.3009333333,7.7678,4.3788,4.97073333333,6.85533333333,11.0998666667,10.6142666667,5.73066666667
392.80,8.94906666668,8.36553333333,10.2659333333,7.7042,4.32046666667,4.88713333333,6.77113333334,11.0768666667,10.5576,5.63306666667
393.16,8.91733333334,8.2978,10.2055333333,7.6368,4.2156,4.74786666667,6.6702,11.0538,10.5102666667,5.50906666667
393.52,8.93893333333,8.2986,10.2623333333,7.5938,4.194,4.69126666667,6.65813333333,11.0814,10.5253333333,5.48853333333
393.88,8.98853333332,8.34133333333,10.3202666667,7.65986666667,4.26873333333,4.7446,6.7188,11.1664666667,10.5942666667,5.4946
394.24,9.00153333333,8.29726666666,10.3259333333,7.63853333333,4.2256,4.71893333333,6.683,11.1686666667,10.6022,5.4408
394.60,9.02233333334,8.31966666667,10.3811333333,7.66353333333,4.2628,4.756,6.7298,11.2292666667,10.6736666667,5.43633333333
394.96,9.10546666667,8.35586666667,10.4897333333,7.73793333333,4.28733333333,4.76113333334,6.785,11.3382,10.7874,5.44946666667
395.32,9.22486666667,8.48013333333,10.6274,7.84406666667,4.39626666667,4.87646666667,6.94493333333,11.4855333333,10.8998,5.5504
395.68,9.20173333333,8.42493333333,10.6085333333,7.84813333333,4.33053333333,4.82673333333,6.92713333333,11.5310666667,10.9369333333,5.47546666667
396.04,9.25546666667,8.41013333334,10.6052,7.89906666667,4.35,4.84813333333,6.9722,11.6163333333,11.0116,5.4586
396.40,9.35013333333,8.48693333333,10.7247333333,7.9272,4.41346666667,4.91413333333,7.05253333333,11.7529333333,11.1194666667,5.5322
396.76,9.47719999999,8.5984,10.874,8.07026666667,4.49933333333,5.01906666667,7.17426666667,11.9070666667,11.2419333333,5.6042
397.12,9.52853333335,8.5848,10.9532666667,8.0994,4.4934,5.0804,7.21953333333,11.9876,11.3094,5.6026
397.48,9.62713333333,8.61086666667,11.0394,8.19693333333,4.56553333334,5.16993333333,7.2888,12.1287333333,11.4502,5.629
397.84,9.70506666667,8.65953333333,11.1047333333,8.21193333333,4.582,5.19073333333,7.2968,12.207,11.5278,5.63993333333
398.20,9.77213333334,8.6716,11.1612666667,8.23066666667,4.58986666667,5.196,7.33413333333,12.2926,11.559,5.61346666666
398.56,9.95126666667,8.79986666667,11.3338666667,8.368,4.691,5.32986666667,7.42506666667,12.4944666667,11.6895333333,5.71493333333
398.92,10.0608666667,8.86093333333,11.4524,8.4302,4.77486666667,5.45526666667,7.46366666667,12.6508666667,11.7876,5.78186666667
399.28,10.1212,8.84566666667,11.4850666667,8.42453333333,4.74226666667,5.43906666667,7.42726666667,12.7274,11.824,5.71673333333
399.64,10.2734,8.92746666667,11.6076666667,8.52053333333,4.82646666667,5.48046666667,7.49213333333,12.8442666667,11.8965333333,5.77013333333
400.00,10.3842666667,8.99820000001,11.7420666667,8.6066,4.89406666667,5.53026666667,7.521,12.9738,11.9983333333,5.82853333333
400.36,10.51,9.0586,11.8384,8.69686666667,4.92113333333,5.592,7.62066666667,13.1104,12.0916666667,5.8746
400.72,10.6358,9.09179999999,11.8869333333,8.718,4.93933333333,5.61553333333,7.65926666667,13.2597333333,12.1614,5.91393333333
401.08,10.6751333333,9.10680000001,11.9124,8.68353333333,4.91393333333,5.57106666667,7.6888,13.3448,12.1682,5.8794
401.44,10.7419333333,9.13766666667,11.9624666667,8.68053333333,4.88966666667,5.537,7.70453333333,13.4316666666,12.1944,5.8664
401.80,10.8332,9.15426666667,11.9996,8.70793333333,4.859,5.53726666667,7.75813333333,13.5362,12.2324666667,5.84933333333
402.16,10.917,9.21453333333,12.1081333333,8.75013333333,4.84766666667,5.5568,7.7882,13.6799333333,12.3442,5.84866666667
402.52,10.9770666667,9.23193333333,12.169,8.7424,4.8454,5.55813333333,7.81406666667,13.783,12.4114,5.87633333333
402.88,10.9725333333,9.17593333333,12.1414,8.69333333333,4.7284,5.45553333333,7.75386666667,13.7748,12.367,5.7542
403.24,10.9910666667,9.15526666666,12.1554,8.7044,4.63986666667,5.3954,7.76,13.8193333333,12.3811333333,5.73413333333
403.60,11.0309333333,9.18166666667,12.2136,8.72393333333,4.6244,5.38493333333,7.7808,13.917,12.4550666667,5.73593333333
403.95,11.1057333333,9.22106666667,12.2916,8.73133333333,4.61353333333,5.39613333333,7.80453333333,14.0235333333,12.4956,5.71966666667
404.31,11.1974,9.2708,12.3708666667,8.77746666667,4.64286666667,5.4102,7.84506666667,14.1358666667,12.5898666667,5.72286666667
404.67,11.2843333333,9.34066666667,12.4684,8.84266666667,4.68253333334,5.45973333333,7.9194,14.2758,12.7178,5.7822
405.03,11.4317333333,9.43726666666,12.6332666667,8.97706666667,4.7746,5.56273333333,8.044,14.4573333333,12.8533333333,5.88993333333
405.39,11.5377333333,9.50166666666,12.7285333333,9.022,4.79846666667,5.62153333334,8.09986666667,14.5868,12.9386,5.91346666667
405.75,11.5826,9.50426666666,12.8199333333,9.02353333333,4.78873333333,5.60386666667,8.0998,14.6837333333,12.9813333333,5.8676
406.11,11.5568,9.4056,12.7673333333,8.96346666667,4.68673333333,5.496,8.04173333333,14.6834666667,12.9124666667,5.74853333333
406.47,11.6381333333,9.45926666667,12.8177333333,9.01653333333,4.6684,5.4926,8.0896,14.8241333333,12.9626666667,5.7512
406.83,11.6704,9.43293333333,12.834,8.95826666667,4.61366666667,5.43146666667,8.09453333333,14.8821333333,12.9691333333,5.7292
407.19,11.9039333333,9.59433333334,13.0299333333,9.1178,4.74973333333,5.58686666667,8.24206666667,15.0933333333,13.1594,5.83326666667
407.55,12.0928,9.70473333334,13.1749333333,9.18653333334,4.815,5.67073333333,8.3486,15.2842666666,13.2539333333,5.90053333333
407.90,12.1834,9.72613333333,13.2222,9.1956,4.80846666667,5.65526666666,8.40566666667,15.4009333333,13.3395333333,5.90513333333
408.26,12.2722666667,9.76746666666,13.2794,9.2204,4.80513333333,5.6632,8.44653333333,15.5466,13.4020666667,5.9032
408.62,12.3920666667,9.80306666667,13.3513333333,9.2506,4.7916,5.6818,8.48186666667,15.6749333333,13.4429333333,5.87386666667
408.98,12.4858,9.81766666666,13.3477333333,9.24913333333,4.72133333333,5.62833333333,8.4558,15.7742666667,13.4643333333,5.81833333333
409.34,12.5857333333,9.84433333333,13.3918666667,9.27906666667,4.72853333333,5.62006666667,8.5304,15.9182,13.5343333333,5.8224
409.70,12.7198,9.89026666667,13.4677333333,9.33886666667,4.70893333333,5.6394,8.59586666667,16.0878,13.6102666667,5.868
410.06,12.9890666667,10.1274666667,13.7044666667,9.55546666667,4.89446666667,5.83686666667,8.79153333334,16.3956666667,13.8222666667,6.0876
410.42,13.0620666667,10.0928,13.7507333333,9.54766666667,4.84826666667,5.80933333333,8.77906666667,16.4877333333,13.8459333333,5.9894
410.77,13.25,10.2177333333,13.8931333334,9.68153333334,4.941,5.91613333333,8.90760000001,16.7018,14.0084666667,6.08266666667
411.13,13.3478666667,10.2686666667,13.972,9.72159999999,4.95026666667,5.94853333333,8.95653333333,16.8912666667,14.0686666667,6.10693333333
411.49,13.4215333333,10.26,13.9979333333,9.70553333332,4.89673333333,5.92913333333,8.97620000001,17.0045333334,14.1038666667,6.05106666666
411.85,13.4414666667,10.2378666666,14.0157333333,9.66646666667,4.80513333333,5.88393333333,8.9532,17.0862,14.0724,5.98126666667
412.21,13.5157333333,10.2297333333,14.0256666667,9.68053333333,4.75673333333,5.8716,8.92600000001,17.1906666667,14.0566,5.9628
412.57,13.5612,10.1695333333,14.0047333333,9.61893333333,4.6432,5.7836,8.88026666666,17.2866666667,14.0302666667,5.86033333333
412.92,13.7151333333,10.2688666667,14.1423333333,9.69706666666,4.7004,5.87866666667,8.99706666666,17.4842,14.1407333333,5.89366666667
413.28,13.8641333333,10.3266,14.2583333333,9.78873333335,4.6792,5.891,9.06406666666,17.6376,14.2161333333,5.92206666667
413.64,14.0425333333,10.4211333333,14.3318,9.872,4.7268,5.94646666667,9.15466666667,17.8266666666,14.3287333333,5.97386666667
414.00,14.1228,10.4102666667,14.3142,9.84233333331,4.66346666667,5.89653333333,9.17433333334,17.9272,14.3731333333,5.9046
414.36,14.2360666667,10.4476666667,14.3586,9.85600000001,4.63726666667,5.8696,9.23146666667,18.0528,14.3917333333,5.924
414.72,14.3267333333,10.4695333333,14.3530666667,9.85300000001,4.58326666667,5.8222,9.25746666667,18.2013333333,14.4114666667,5.85466666667
415.07,14.3628,10.4524666667,14.3228666667,9.79693333334,4.518,5.71033333333,9.2414,18.2734,14.3985333333,5.7704
415.43,14.4805333333,10.5246666667,14.3692666667,9.88733333333,4.50886666666,5.7368,9.30673333332,18.4521333333,14.4590666667,5.79626666667
415.79,14.6839333334,10.6487333333,14.4901333333,10.0066666667,4.5952,5.801,9.44386666667,18.6913333334,14.5914,5.86506666667
416.15,14.8702,10.7644666667,14.6069333333,10.0764,4.64133333333,5.85186666667,9.58120000001,18.905,14.7186666667,5.923
416.51,14.9982666667,10.8503333333,14.6607333333,10.1337333333,4.65693333333,5.8716,9.66973333333,19.0804666667,14.7794666667,5.947
416.86,15.0657333333,10.8592666666,14.6274666667,10.1313333333,4.61713333333,5.8234,9.6956,19.1911333333,14.7705333334,5.9184
417.22,15.1770666667,10.9094666667,14.6338,10.1623333333,4.62506666667,5.8364,9.74126666667,19.3388666667,14.8234,5.90566666667
417.58,15.1734,10.8529333333,14.5613333333,10.0927333333,4.51613333333,5.7052,9.68786666667,19.3768,14.7566666667,5.8114
417.94,15.285,10.9008666667,14.6039333333,10.135,4.51026666667,5.705,9.75600000001,19.5317333333,14.7988,5.813
418.29,15.4020666667,10.9562,14.6355333333,10.1822666667,4.53793333333,5.73206666667,9.83479999999,19.6928,14.8794,5.8354
418.65,15.523,11.0132666667,14.6974666667,10.2356,4.55466666667,5.75133333333,9.91253333333,19.8758666667,14.9376,5.8778
419.01,15.6150666667,11.0428,14.7093333333,10.2520666667,4.54366666667,5.75273333333,9.96686666667,20.0261333333,14.9662,5.8848
419.37,15.7208,11.0755333333,14.7166666667,10.2682,4.5486,5.743,10.0139333333,20.1638,15.0114666667,5.87573333333
419.73,15.8588,11.1415333333,14.7696666667,10.3307333333,4.5494,5.75993333333,10.1040666667,20.3358,15.0858666667,5.89713333333
420.08,15.9326666667,11.1478,14.7699333333,10.3408,4.52306666667,5.72126666667,10.131,20.468,15.1051333333,5.87106666667
420.44,16.0498666667,11.2234666667,14.8177333333,10.4061333333,4.54986666667,5.75366666667,10.1968666667,20.6074,15.1712666666,5.88833333333
420.80,16.168,11.2616,14.8605333333,10.4407333333,4.5478,5.75866666667,10.2474,20.733,15.2346666667,5.88666666667
421.16,16.2454666667,11.2592,14.8736,10.4403333333,4.51013333333,5.71893333333,10.2748,20.8698,15.2457333333,5.865
421.51,16.4027333333,11.3381333333,14.9691333333,10.5254,4.5664,5.78673333333,10.3958,21.0836666667,15.3443333334,5.9134
421.87,16.4908666667,11.3634666667,14.988,10.5398666667,4.5546,5.76866666667,10.4404,21.2214666667,15.3586,5.9016
422.23,16.6014,11.3909333333,15.0104666667,10.582,4.5402,5.77006666667,10.4819333333,21.3732666667,15.3816,5.89026666667
422.58,16.7052,11.4156,15.0316,10.6156666667,4.5296,5.76406666667,10.5375333333,21.5144666667,15.4069333333,5.8734
422.94,16.8606666667,11.4851333333,15.0981333333,10.6902,4.55486666667,5.8024,10.6180666667,21.6868666667,15.4662666667,5.894
423.30,16.983,11.5428666666,15.1622666667,10.7522666667,4.57706666667,5.83273333333,10.711,21.8639333333,15.5208,5.9208
423.66,17.0531333333,11.54,15.158,10.7466,4.5534,5.82586666667,10.7099333333,21.9788,15.5102666667,5.87806666667
424.01,17.1468,11.5642,15.1778666667,10.7642,4.5304,5.82146666666,10.7429333333,22.0916666667,15.5262666667,5.85473333333
424.37,17.2715333333,11.6048666667,15.2348666667,10.8017333333,4.5516,5.85013333333,10.8082666667,22.2717333333,15.5855333333,5.889
424.73,17.4060666667,11.6602,15.2891333333,10.8712,4.58393333333,5.90166666667,10.8900666667,22.4606666667,15.6429333333,5.90986666667
425.08,17.5414666667,11.7382,15.3559333333,10.9342,4.61173333333,5.94953333333,10.9716,22.6392666667,15.71,5.93026666667
425.44,17.69,11.8176666667,15.4194666667,10.9929333333,4.63513333333,5.99266666667,11.0494,22.8246,15.7758666667,5.94606666666
425.80,17.8298,11.8642666667,15.4597333333,11.0348666667,4.6354,6.01386666667,11.1002,23.0046666667,15.8124,5.9466
426.16,18.0018666667,11.9532,15.5277333333,11.1033333333,4.6688,6.06566666667,11.1942,23.2180666667,15.8985333333,5.9718
426.51,18.1617333333,12.0388666667,15.5989333333,11.1752,4.69646666667,6.13513333333,11.2668,23.4184,15.9693333333,6.00613333333
426.87,18.2826,12.0642666667,15.6409333333,11.1912666667,4.67113333333,6.12913333333,11.3287333333,23.5892,16.0045333333,5.9856
427.23,18.4748666667,12.1438666667,15.7147333333,11.2529333333,4.68366666667,6.19513333333,11.4165333333,23.7720666666,16.0712666667,6.00553333333
427.58,18.6373333333,12.2017333333,15.7682,11.3201333333,4.69833333333,6.23773333333,11.5121333333,23.9706666667,16.1346,6.02873333333
427.94,18.8374,12.2775333333,15.8334,11.4240666667,4.7222,6.3192,11.6302,24.2076666667,16.2048666667,6.06833333333
428.30,19.0452,12.3529333333,15.8914666667,11.4867333333,4.73453333333,6.36706666667,11.748,24.4189333334,16.2788,6.067
428.65,19.1962,12.4136666667,15.9373333333,11.5266666667,4.72193333333,6.37373333333,11.8164666667,24.6221333333,16.3288,6.0848
429.01,19.4063333333,12.5006666667,16.0227333333,11.6253333333,4.77166666667,6.46653333333,11.9480666667,24.8742,16.4113333333,6.1402
429.37,19.5581333334,12.5421333333,16.0354,11.6709333333,4.745,6.486,12.0168,25.0558,16.4304666667,6.11513333333
429.72,19.72,12.5806666667,16.0938666667,11.7314666667,4.7472,6.51053333333,12.1102,25.2709333333,16.4941333333,6.10346666667
430.08,19.837,12.5866666666,16.1156,11.7194666667,4.7012,6.48966666667,12.1462666667,25.4571333334,16.4905333333,6.0634
430.44,20.0148666667,12.6437333333,16.1654,11.7686666666,4.7214,6.50966666667,12.2401333333,25.6456,16.5430666667,6.06493333333
430.79,20.1917333333,12.7062666667,16.1954,11.8207333333,4.72726666667,6.53593333333,12.3218666667,25.8735333333,16.5936,6.0612
431.15,20.2829333333,12.6813333333,16.1823333333,11.8256,4.6826,6.479,12.3454,26.0666,16.5854,6.0012
431.50,20.4804,12.7841333333,16.2790666666,11.9099333333,4.71326666667,6.50686666667,12.4648,26.3244666666,16.6805333333,6.03626666667
431.86,20.6253333333,12.8404666667,16.3406666667,11.9424,4.743,6.52506666667,12.5445333333,26.5349333334,16.7466,6.0344
432.22,20.7043333333,12.8454,16.3536666667,11.9638666667,4.70286666667,6.49013333333,12.5694666667,26.6870666667,16.729,6.00546666667
432.57,20.8585333333,12.9014666667,16.4354,12.0205333333,4.7168,6.5162,12.6402666667,26.9030666667,16.7831333333,6.0072
432.93,20.9941333333,12.9278666667,16.4494,12.0502,4.6592,6.4744,12.6780666667,27.0674,16.813,5.95973333333
433.29,21.1303333334,12.959,16.4904,12.1004666667,4.6732,6.48366666667,12.7288666667,27.2338666667,16.8452666667,5.9628
433.64,21.282,13.0352666667,16.549,12.1685333333,4.72013333334,6.5388,12.8107333333,27.4014,16.8978,6.001
434.00,21.4051333333,13.0750666667,16.5858,12.2170666667,4.70993333333,6.54773333333,12.8738666667,27.5428666666,16.9313333333,6.0084
434.35,21.5237333333,13.0948,16.6056666667,12.2440666667,4.7118,6.54786666667,12.9129333333,27.7187333333,16.9338,5.98906666667
434.71,21.6315333333,13.1088666667,16.6246,12.2796,4.70246666667,6.5496,12.9580666667,27.8571333333,16.9605333333,5.9634
435.07,21.8550666667,13.2423333333,16.7408,12.3863333333,4.79426666667,6.65066666667,13.1048,28.1271333333,17.0838,6.02953333334
435.42,21.9836,13.2580666667,16.7463333333,12.4162,4.80166666667,6.66273333333,13.1478666667,28.2896666667,17.0906666667,6.01353333333
435.78,22.1408666667,13.3072666667,16.7858666667,12.4778,4.7932,6.66653333333,13.2258666667,28.5018666667,17.123,6.00226666667
436.13,22.3329333333,13.3856666667,16.8509333333,12.5639333333,4.8242,6.70873333333,13.3318666667,28.7521333333,17.2202666667,6.02646666667
436.49,22.5052,13.4564666667,16.8886666667,12.6404666667,4.86373333333,6.7584,13.4419333333,28.9408666667,17.2872666667,6.05606666667
436.84,22.6224,13.4915333333,16.9240666667,12.6542666667,4.89026666667,6.782,13.4922666667,29.1274666667,17.3032,6.0498
437.20,22.7486,13.5446,16.968,12.6735333333,4.88346666667,6.7838,13.5786666667,29.3247333333,17.3399333333,6.0392
437.56,22.9408,13.6269333333,17.0250666667,12.7503333333,4.89546666667,6.8166,13.6831333333,29.577,17.4028666667,6.0688
437.91,23.1276666667,13.7165333333,17.0974,12.8413333334,4.94753333333,6.86986666667,13.8168,29.8249333333,17.4874666667,6.105
438.27,23.2911333333,13.8068666667,17.1563333333,12.9098666667,4.9494,6.88646666667,13.922,30.0714666667,17.5772666667,6.13813333333
438.62,23.4687333333,13.8822666666,17.2286666667,13.0051333333,4.98046666667,6.94246666667,14.0282666667,30.3206666667,17.6441333333,6.17333333333
438.98,23.5156,13.8510666667,17.1857333333,12.9776666667,4.87973333333,6.8594,14.005,30.4269333334,17.5793333333,6.08906666667
439.33,23.6768666667,13.9274666667,17.266,13.0559333334,4.88713333333,6.8896,14.1079333333,30.6521333333,17.6368666667,6.1108
439.69,23.8077333333,13.9812666667,17.2966,13.1042666667,4.892,6.9108,14.1628,30.8340666667,17.6651333333,6.12046666667
440.04,23.9632666667,14.0487333333,17.3626,13.1792666667,4.92046666667,6.95966666667,14.2550666667,31.0152666667,17.6948666667,6.14106666667
440.40,24.0286666667,14.0292666667,17.3572,13.1566,4.86486666667,6.91813333333,14.2553333333,31.1380666667,17.6729333333,6.09093333333
