wavelength,Back_TanHeim,Belly_TanHeim,Breast_TanHeim,Crissum_TanHeim,Crown_TanHeim,DorTail_TanHeim,Patch10_TanHeim,Rump_TanHeim,Throat_TanHeim,WingTip_TanHeim
194.37,252.000066667,370.6666,345.333466667,435.555466667,373.333266667,314.6666,242.222266667,270.666666666,200.888866667,331.5556
194.75,146.6666,213.111066667,200.4444,255.777733333,220.2222,195.555533333,156.222266667,169.555466667,150.6666,202.888933334
195.13,222.666733333,389.777666667,333.777866667,456.000066667,387.555533333,329.777733333,262.222133333,276.889,260.888866667,349.777733334
195.51,-1215.5556,-1766.6666,-1773.33326667,-2253.3334,-1926.66666667,-1704.44453333,-1295.55546667,-1448.889,-1366.66673333,-1795.5556
195.89,288.666666667,342.333333333,330.666666666,418.0,384.0,328.333333333,257.333333333,285.333333333,295.0,353.0
196.27,257.333333333,283.466666666,288.266666667,338.666666667,306.133333333,271.733333333,212.533333333,248.533333333,245.866666667,302.933333333
196.65,2453.33333333,2606.66666667,2650.0,3176.66666667,2963.33333333,2370.0,1830.0,2183.33333333,1943.33333333,2893.33333334
197.03,255.308533333,238.0246,254.814866667,305.185133333,280.740733333,253.827133333,207.901333333,238.024733333,218.5186,287.407466667
197.40,181.951133333,160.975533333,173.983666667,209.431,184.7154,175.7724,139.512266667,172.357733333,146.5042,198.5366
197.78,234.359066667,202.905933333,235.042666667,262.564066667,223.5898,223.4188,176.410266667,234.017066667,195.3846,249.9146
198.16,236.031733333,196.666666667,236.9842,257.7778,224.761866667,217.619133333,173.333333333,224.4444,191.587266667,236.031666667
198.54,251.7118,202.702666667,259.639733334,276.5766,249.189133333,229.729666667,183.063,244.324333333,204.684733333,249.009133333
198.92,321.9444,244.444466667,343.0556,357.2222,318.611133333,265.5556,209.1666,316.666733333,258.055666667,332.500066667
199.30,322.069,251.034533333,325.057466667,350.574733333,309.655066667,254.252733333,216.091866667,308.965533333,259.770066667,325.977133333
199.68,241.367533333,189.7436,236.581266667,256.239333333,228.375933333,194.017133334,158.4616,225.299133333,185.299266667,243.9316
200.06,768.0,584.0,846.666666667,893.999999999,786.666666667,652.0,517.333333333,752.666666667,591.333333334,844.0
200.44,3450.0,2150.0,3576.66666667,3770.0,3526.66666667,2673.33333333,2196.66666667,3200.0,2363.33333333,3586.66666666
200.82,2668.88886667,1784.44446667,2582.22226667,2875.55546666,2600.00006667,2144.44446667,1893.33333333,2504.4444,2077.77773333,2768.88886667
201.19,8113.33333333,5873.33333333,7940.0,8500.0,7953.33333333,6486.66666667,5946.66666667,7560.0,6353.33333334,8226.66666667
201.57,761.111133333,591.6666,767.222266667,793.333266667,789.444466666,639.999866667,615.5556,686.111066667,626.111133333,783.888933334
201.95,530.833333333,430.0,545.0,581.25,584.166666667,447.083333333,452.5,472.083333333,437.916666667,577.916666667
202.33,320.256266667,261.538466667,314.359,341.0256,361.282,279.4872,280.769133333,285.8974,270.769133333,351.282066667
202.71,299.230666667,255.641066667,295.128266667,339.487066667,336.4102,272.820466667,266.666733333,257.948666667,264.8718,350.5128
203.09,246.333333333,215.666666667,226.833333334,264.0,258.5,228.0,223.5,208.833333333,209.166666667,270.5
203.47,201.333466667,168.888866667,192.0,223.407333333,215.999933333,193.629666667,190.074066667,176.592533333,166.814733333,228.444466667
203.85,205.072333333,183.1884,197.1016,232.753733333,226.6668,202.029066667,201.739066667,190.289933333,184.492666667,235.652133333
