wavelength,Back_SpoCasf,Belly_SpoCasf,Breast_SpoCasf,Crissum_SpoCasf,Crown_SpoCasf,DorTail_SpoCasf,Patch10_SpoCasf,Patch11_SpoCasf,Rump_SpoCasf,Throat_SpoCasf,WingTip_SpoCasf
364.57,6.4332,16.803,8.27826666667,16.6722,5.68146666667,7.11593333333,6.5594,8.4378,7.7808,9.4682,8.05540000001
364.93,6.32773333333,16.7195333333,8.18866666667,16.6418,5.5758,6.99703333333,6.44413333333,8.31953333333,7.6884,9.39319999999,7.95086666666
365.29,6.26246666667,16.6459333333,8.1622,16.5746666667,5.51566666667,6.93736666667,6.38386666667,8.2944,7.63493333333,9.3546,7.94046666667
365.66,6.06893333333,16.5278,7.97873333334,16.3914,5.30846666667,6.72723333333,6.14346666667,8.1016,7.4332,9.16826666667,7.74173333333
366.02,5.91,16.4630666667,7.8924,16.3001333333,5.16886666667,6.52756666667,5.9836,7.99406666667,7.32866666666,9.02073333333,7.63819999999
366.38,5.92386666667,16.5575333333,7.8958,16.3605333333,5.162,6.543,5.98333333334,8.06273333333,7.3034,9.05913333333,7.64066666667
366.75,6.01546666667,16.7018,8.0082,16.4992,5.2626,6.6088,6.05993333333,8.21533333333,7.33986666667,9.15299999999,7.69766666667
367.11,5.97606666667,16.7186,7.93753333334,16.4639333333,5.19746666667,6.5769,6.03193333333,8.21786666667,7.23466666667,9.137,7.645
367.47,6.00826666667,16.8149333333,7.9912,16.6034,5.19013333333,6.6117,6.10293333333,8.28366666667,7.30226666667,9.20913333333,7.68966666667
367.84,6.11986666667,16.9623333333,8.09753333333,16.7957333333,5.3192,6.74076666667,6.24753333333,8.43186666667,7.40986666666,9.31659999999,7.82760000001
368.20,6.15506666667,17.0873333333,8.2238,16.9116666667,5.36246666667,6.81683333334,6.3104,8.48573333333,7.49953333333,9.38919999999,7.87573333334
368.56,6.20626666667,17.1288666667,8.28153333333,16.9691333333,5.37113333333,6.84903333333,6.35413333333,8.57086666667,7.53586666667,9.44293333333,7.94473333334
368.93,6.2,17.1828,8.31026666667,16.9508,5.3608,6.85413333333,6.3512,8.58546666667,7.50593333333,9.42126666666,7.95726666667
369.29,6.37106666667,17.3201333333,8.45413333333,17.1394,5.5282,6.99333333333,6.5012,8.69853333334,7.62086666667,9.58080000001,8.07106666667
369.65,6.48986666667,17.4447333333,8.59753333333,17.3753333333,5.67546666667,7.13083333333,6.6604,8.85633333334,7.74593333333,9.6906,8.17279999999
370.01,6.6468,17.5886666667,8.7328,17.5523333333,5.8086,7.30833333333,6.78486666667,8.95780000001,7.8372,9.81633333332,8.25906666667
370.38,6.67546666667,17.6234666667,8.78853333333,17.6079333333,5.8742,7.30603333333,6.84346666667,8.91646666666,7.85706666667,9.80053333332,8.29866666667
370.74,6.72506666667,17.6891333333,8.86146666667,17.6723333333,5.94626666667,7.3629,6.9224,8.95800000001,7.947,9.86640000001,8.341
371.10,6.77566666667,17.6935333333,8.91786666667,17.7648,5.99486666667,7.3944,6.952,8.98506666666,8.01586666667,9.92526666667,8.3384
371.46,6.71373333333,17.6874,8.88493333333,17.748,5.95253333333,7.3364,6.89226666667,8.93386666667,7.9258,9.91393333333,8.27906666667
371.83,6.651,17.6508666667,8.84866666667,17.6781333333,5.87333333333,7.25183333333,6.7894,8.85593333333,7.82686666667,9.85779999999,8.18460000001
372.19,6.5838,17.5770666667,8.76173333333,17.6336666667,5.80473333333,7.15403333333,6.6836,8.81386666666,7.74373333334,9.80173333333,8.07906666667
372.55,6.55406666666,17.6345333333,8.74826666667,17.6696,5.79186666667,7.12306666667,6.6524,8.7788,7.69766666667,9.81193333334,8.04013333333
372.92,6.62326666667,17.7206,8.8228,17.7917333334,5.85773333333,7.17716666666,6.762,8.82606666666,7.77993333333,9.89266666667,8.03659999999
373.28,6.49073333333,17.6744666667,8.7234,17.7102666667,5.735,7.0326,6.63086666667,8.72920000001,7.67626666667,9.79779999999,7.88826666667
373.64,6.4082,17.6666666667,8.68566666667,17.6744,5.65946666667,6.95013333333,6.59133333333,8.66686666666,7.63173333333,9.74473333335,7.83826666666
374.00,6.32253333333,17.5984,8.61933333333,17.5964666667,5.57026666667,6.83706666667,6.55286666667,8.624,7.5664,9.70993333333,7.7624
374.37,6.30753333333,17.6238666667,8.6494,17.6465333333,5.56066666667,6.8221,6.54306666667,8.67580000001,7.58213333333,9.78099999999,7.73526666667
374.73,6.2688,17.6132,8.60673333333,17.6174666667,5.5292,6.75273333333,6.49526666667,8.6124,7.55286666667,9.75753333332,7.69426666667
375.09,6.16673333333,17.5468,8.52886666667,17.6090666667,5.45206666667,6.67113333333,6.3824,8.53899999999,7.4916,9.68193333334,7.64099999999
375.45,6.2334,17.6638,8.61293333333,17.6915333333,5.50846666667,6.74356666667,6.42313333333,8.63206666666,7.59193333333,9.73893333333,7.68586666667
375.81,6.16766666667,17.6462,8.5616,17.7348666667,5.442,6.6933,6.37106666667,8.5846,7.58093333333,9.68033333333,7.63753333334
376.18,6.08146666667,17.6069333333,8.51773333333,17.7337333333,5.38,6.60583333333,6.3012,8.52666666667,7.52173333333,9.60940000001,7.59700000001
376.54,6.15013333333,17.713,8.61193333333,17.8858,5.4664,6.6763,6.38853333333,8.62653333334,7.62393333333,9.67893333333,7.6852
376.90,6.07793333333,17.6904,8.5936,17.8900666667,5.41966666667,6.63126666667,6.308,8.60386666666,7.5618,9.66899999999,7.66866666666
377.26,6.0786,17.7284,8.60886666667,17.947,5.43126666667,6.65246666667,6.308,8.65686666666,7.59146666667,9.67266666667,7.68233333333
377.63,6.10313333333,17.7375333333,8.60993333333,17.9832666667,5.40786666667,6.64696666667,6.2888,8.68566666666,7.59846666667,9.69813333333,7.65013333333
377.99,6.22193333333,17.8879333333,8.71133333333,18.1456666667,5.53326666667,6.75653333333,6.38666666667,8.80339999999,7.734,9.77420000001,7.75866666666
378.35,6.21126666667,17.9103333333,8.69473333333,18.1494666667,5.51226666667,6.77613333333,6.35766666667,8.79026666667,7.7408,9.7382,7.73419999999
378.71,6.23106666666,17.9686,8.71333333333,18.2424,5.5222,6.81013333333,6.398,8.84839999999,7.73373333333,9.76733333333,7.75906666666
379.07,6.36213333333,18.1394,8.86633333333,18.4126,5.67786666667,6.9393,6.56686666667,9.03560000001,7.85966666667,9.90033333334,7.9
379.44,6.36993333333,18.1992666667,8.87926666667,18.4641333333,5.672,6.93646666667,6.57826666666,9.04833333334,7.84506666667,9.91973333333,7.9036
379.80,6.32886666667,18.2197333333,8.885,18.4570666667,5.64026666667,6.89696666667,6.56246666667,9.03626666667,7.81646666667,9.95280000001,7.88106666666
380.16,6.40653333333,18.3172666667,8.94133333333,18.5289333333,5.693,6.97193333333,6.643,9.10153333333,7.87233333333,10.0294666667,7.9388
380.52,6.38633333333,18.3039333333,8.92226666667,18.5226666667,5.64486666667,6.95536666666,6.61546666667,9.09053333334,7.84126666667,10.0226666667,7.886
380.88,6.4714,18.4058666667,8.99726666667,18.6044666667,5.71473333333,7.00143333333,6.68953333333,9.17186666667,7.89233333333,10.0758666667,7.94893333333
381.24,6.47806666667,18.4344,9.02000000001,18.6378,5.7274,7.02296666667,6.7302,9.16553333335,7.88913333333,10.1116666667,7.94786666667
381.61,6.48386666667,18.4988,9.04813333335,18.6679333333,5.7628,7.06183333333,6.73686666667,9.17533333332,7.88293333333,10.1340666667,7.99613333334
381.97,6.45306666667,18.5534666667,9.06319999999,18.6860666667,5.7286,7.0632,6.70913333333,9.21286666668,7.85013333333,10.1540666667,8.00913333333
382.33,6.52573333334,18.6624,9.12273333333,18.7962,5.78446666667,7.06816666667,6.76726666667,9.28706666665,7.89186666667,10.2218666667,8.07626666666
382.69,6.5104,18.6685333333,9.11086666667,18.8178,5.75126666667,7.02983333333,6.72246666667,9.2886,7.87446666667,10.2107333333,8.035
383.05,6.48526666667,18.7076666667,9.10213333333,18.8115333334,5.69366666667,6.9579,6.68206666667,9.23739999999,7.82373333334,10.2029333333,7.97086666666
383.41,6.53046666667,18.7638,9.12993333333,18.8834,5.7554,7.0032,6.7112,9.27593333334,7.86773333333,10.2178,8.02006666667
383.77,6.64246666667,18.8684,9.21966666667,19.0002666667,5.86626666667,7.09233333333,6.7958,9.39500000001,7.93266666667,10.2826666667,8.10333333333
384.14,6.70513333333,18.9742,9.26366666667,19.0806,5.9182,7.1263,6.85086666667,9.46493333333,8.00886666667,10.3472666667,8.14553333334
384.50,6.74206666667,19.0453333333,9.32726666667,19.1286666667,5.95,7.1436,6.89766666667,9.48626666667,8.06593333333,10.3904,8.19260000001
384.86,6.79773333333,19.1449333333,9.38419999999,19.2471333333,5.99406666667,7.19436666667,6.94313333334,9.54859999999,8.14266666667,10.4523333333,8.23619999999
385.22,6.8646,19.2943333334,9.46506666667,19.3651333333,6.01813333333,7.23466666667,7.00546666667,9.63173333332,8.21713333333,10.5218666667,8.3156
385.58,6.87493333333,19.3877333333,9.4776,19.4432,6.01633333334,7.20313333333,7.01786666667,9.69613333333,8.248,10.5442666667,8.32679999999
385.94,6.8496,19.4004,9.46433333335,19.4804,5.97486666667,7.1536,7.01773333333,9.65786666665,8.2484,10.5526,8.2844
386.30,6.84346666667,19.4295333333,9.49146666667,19.5265333333,5.95293333333,7.157,7.0332,9.66393333333,8.26466666667,10.5814,8.30266666666
386.66,6.852,19.4934666667,9.52326666667,19.5791333333,5.99813333333,7.16443333333,7.03966666667,9.6804,8.30473333333,10.6047333333,8.34026666667
387.03,6.84826666667,19.5051333333,9.51926666666,19.6186,5.9794,7.1609,7.01953333333,9.68666666666,8.30953333333,10.6364666667,8.30933333334
387.39,6.83546666666,19.5063333333,9.51673333334,19.6306666667,5.92706666667,7.12553333333,7.0242,9.67473333333,8.29679999999,10.667,8.26593333333
387.75,6.84413333334,19.5876666666,9.56153333333,19.694,5.899,7.11613333333,7.03833333333,9.6792,8.32679999999,10.6956666667,8.26566666666
388.11,6.7984,19.5840666667,9.58060000001,19.738,5.8678,7.06713333333,7.0118,9.6492,8.30573333334,10.6800666667,8.23233333333
388.47,6.75853333333,19.5872,9.5664,19.7435333333,5.8506,7.04483333333,6.99086666667,9.63733333333,8.27913333334,10.6520666667,8.20279999999
388.83,6.68346666667,19.5435333333,9.52273333334,19.7039333333,5.7808,6.94806666667,6.91006666667,9.58200000001,8.22293333333,10.598,8.12893333333
389.19,6.6326,19.5048666667,9.48520000001,19.7136666667,5.71906666667,6.90893333333,6.8482,9.53473333334,8.1756,10.5601333333,8.08079999999
389.55,6.552,19.4349333333,9.42493333334,19.6679333333,5.62766666667,6.82753333333,6.7716,9.42073333334,8.06946666666,10.4828,7.97846666666
389.91,6.4948,19.4052666667,9.39946666667,19.6522,5.58846666667,6.75666666667,6.71906666667,9.37193333334,8.00346666667,10.4438,7.92820000001
390.27,6.51273333333,19.4896666667,9.41733333333,19.7050666667,5.61886666667,6.7735,6.73286666667,9.42933333333,8.01746666667,10.4950666667,7.92146666667
390.63,6.56306666667,19.5844,9.48113333333,19.7842666667,5.63626666667,6.81526666667,6.8202,9.48026666666,8.04306666667,10.5612666667,7.93906666666
391.00,6.5468,19.6312,9.49133333334,19.8461333333,5.63713333333,6.81753333333,6.82986666667,9.46860000001,8.04153333333,10.5412666667,7.96706666667
391.36,6.56333333333,19.6740666667,9.52359999999,19.8868,5.65853333333,6.81526666667,6.81946666667,9.46753333335,8.0648,10.5377333333,7.99993333333
391.72,6.55833333333,19.6864666667,9.52373333335,19.9184,5.65946666667,6.80346666667,6.82706666667,9.48046666667,8.06486666667,10.5434,8.00226666667
392.08,6.61793333333,19.7514666667,9.58293333333,19.9725333333,5.69006666667,6.85696666667,6.86433333333,9.56566666666,8.1044,10.5996666667,8.05840000001
392.44,6.6534,19.8392666667,9.62713333332,20.0548666667,5.7166,6.86506666667,6.8806,9.62380000001,8.12826666667,10.6569333333,8.08999999999
392.80,6.70173333333,19.9047333333,9.66126666667,20.1262666667,5.73853333333,6.909,6.94806666667,9.65646666666,8.149,10.7008666667,8.13399999999
393.16,6.71433333333,19.9662666667,9.70206666667,20.1583333333,5.77506666667,6.91396666667,6.96573333333,9.70906666668,8.1444,10.7256666667,8.15860000001
393.52,6.84626666667,20.0682,9.82786666667,20.2915333333,5.9336,7.03503333333,7.0968,9.83699999999,8.28273333333,10.855,8.28220000001
393.88,6.96873333333,20.1887333333,9.94146666666,20.4428,6.0498,7.14856666667,7.20493333333,9.98546666667,8.39900000001,10.9572,8.3914
394.24,6.96373333333,20.1719333333,9.95486666666,20.4522666667,6.058,7.13343333333,7.20613333333,9.97126666667,8.40353333334,10.9257333333,8.37913333333
394.60,6.9706,20.1717333333,9.98006666666,20.485,6.07366666667,7.14586666667,7.20733333333,9.98866666667,8.42866666667,10.9448,8.39886666666
394.96,6.9734,20.1787333333,9.98493333334,20.4641333333,6.07113333334,7.13253333333,7.19086666667,10.0076666667,8.4196,10.9393333333,8.38066666667
395.32,6.97686666667,20.2287333333,10.0122,20.5419333333,6.0748,7.1434,7.22146666667,10.0438,8.42073333333,10.9719333333,8.40013333334
395.68,6.97753333333,20.2716,10.0033333333,20.5472,6.07986666667,7.1304,7.2078,10.0364666667,8.4196,10.9904,8.41393333334
396.04,6.9598,20.2666666667,9.98646666667,20.5766666667,6.07466666667,7.10046666667,7.18306666667,10.0048,8.39186666667,10.9779333333,8.37626666666
396.40,6.95953333333,20.2503333333,9.95819999999,20.5720666667,6.06493333333,7.08966666667,7.17753333333,10.0006666667,8.37606666667,10.9519333333,8.33186666667
396.76,6.9188,20.2667333333,9.94653333333,20.5986,6.03733333333,7.07483333333,7.13186666667,10.0058666667,8.37806666667,10.9576666667,8.29533333333
397.12,6.92453333333,20.2896666667,9.92600000001,20.6652666667,6.05433333333,7.06616666667,7.12106666667,10.0119333333,8.40753333334,10.9900666667,8.27553333334
397.48,6.9012,20.3881333333,9.93213333333,20.7077333333,6.0084,7.04576666666,7.09186666667,10.0239333333,8.40093333333,10.9899333333,8.26873333334
397.84,6.91526666667,20.4463333333,9.9514,20.7400666667,6.00953333333,7.0422,7.07526666667,10.0270666667,8.41313333333,11.0314666667,8.2734
398.20,6.91506666667,20.483,9.93973333333,20.7969333333,5.97966666667,7.0144,7.0438,10.0213333333,8.41693333333,11.0442,8.2716
398.56,6.89453333334,20.5036666667,9.90953333333,20.8196,5.95013333333,6.98813333333,7.0304,9.99286666667,8.40900000001,11.0317333333,8.255
398.92,6.91453333333,20.5627333334,9.9474,20.8866666667,5.949,7.00213333333,7.0634,10.0060666667,8.44093333333,11.079,8.29326666666
399.28,6.88866666667,20.5644666667,9.94366666667,20.8749333333,5.93753333334,6.96813333333,7.05033333333,10.0129333333,8.43453333333,11.0692666667,8.25393333333
399.64,6.92813333333,20.6170666667,9.99580000001,20.9820666667,5.97586666667,7.00953333333,7.076,10.0687333333,8.46999999999,11.1130666667,8.26959999999
400.00,6.96786666667,20.6866666667,10.0428666667,21.048,6.0118,7.0566,7.11953333333,10.1192,8.51366666667,11.1841333333,8.30126666667
400.36,6.91026666667,20.6908,10.0184,21.037,5.9324,6.9963,7.06006666667,10.0741333333,8.45786666667,11.1592666667,8.26019999999
400.72,6.95866666667,20.7233333333,10.0732666667,21.1008666667,5.97733333333,7.03616666667,7.0984,10.1235333333,8.48293333333,11.2017333333,8.32400000001
401.08,6.9454,20.724,10.0827333333,21.1036,5.93666666667,7.00083333333,7.0886,10.1114,8.45626666666,11.1742666667,8.29479999999
401.44,6.97133333333,20.7269333333,10.1091333333,21.1126,5.9412,7.00486666667,7.09373333333,10.114,8.44713333333,11.1893333333,8.28873333334
401.80,6.988,20.7882666667,10.1289333333,21.1801333333,5.9472,7.02463333333,7.13353333333,10.1327333333,8.4488,11.2117333334,8.31706666667
402.16,6.94133333333,20.8227333333,10.1335333333,21.1904,5.91646666667,6.9947,7.12946666667,10.1116,8.39213333333,11.2166,8.28239999999
402.52,6.93526666667,20.8669333333,10.1708,21.2274,5.90906666667,6.97836666667,7.108,10.1443333333,8.37980000001,11.2248666667,8.26640000001
402.88,6.93426666667,20.8591333333,10.1643333334,21.2501333333,5.90693333333,6.97253333333,7.1058,10.1673333333,8.38833333333,11.2185333333,8.23186666667
403.24,6.99553333333,20.9788666667,10.2095333333,21.3926,5.94653333333,7.00986666667,7.164,10.2263333333,8.43720000001,11.2793333333,8.26773333334
403.60,6.9946,20.9786666667,10.2188666667,21.3974666667,5.94893333333,7.01466666667,7.19626666666,10.2432,8.45173333333,11.2932,8.28166666666
403.95,6.99266666667,21.0564,10.2299333334,21.4372,5.9628,7.01363333333,7.20166666667,10.2794666667,8.46873333332,11.2913333333,8.30086666667
404.31,7.0442,21.0988,10.2730666667,21.5057333333,6.02126666667,7.06216666667,7.22913333333,10.3403333333,8.52453333334,11.3337333333,8.34173333333
404.67,7.0562,21.1447333333,10.2812,21.5317333333,6.0486,7.07923333333,7.25026666667,10.3687333333,8.55293333333,11.3509333333,8.33913333334
405.03,7.06186666667,21.174,10.2866,21.5700666667,6.0572,7.08183333333,7.25546666667,10.3745333333,8.554,11.3616666667,8.34019999999
405.39,7.053,21.1824666667,10.3012,21.5989333333,6.0542,7.07693333333,7.26373333334,10.3872,8.56460000001,11.3806666667,8.33126666667
405.75,7.01573333333,21.1976666667,10.2972,21.5918,6.02933333333,7.0454,7.24533333333,10.3842666667,8.55299999999,11.3667333333,8.30439999999
406.11,7.08486666667,21.2748,10.3571333333,21.6745333333,6.0844,7.1065,7.294,10.4718666667,8.62633333334,11.4158666667,8.34760000001
406.47,7.10126666667,21.3096,10.3366,21.7087333333,6.10286666667,7.12533333333,7.30586666667,10.502,8.64579999999,11.4438666667,8.35293333334
406.83,7.12793333333,21.3831333333,10.3807333333,21.784,6.15726666667,7.14446666667,7.3364,10.5437333333,8.6694,11.4846,8.38626666667
407.19,7.08413333333,21.3500666667,10.3564,21.7466,6.11746666667,7.09543333333,7.2974,10.5188666667,8.63033333333,11.477,8.33793333333
407.55,7.0462,21.4022,10.3462,21.7644666666,6.0696,7.0455,7.24386666667,10.5072666667,8.613,11.4515333333,8.28513333333
407.90,7.06193333334,21.4154666667,10.3462666666,21.8052,6.052,7.03966666667,7.24706666667,10.5062666667,8.62013333334,11.4681333333,8.27760000001
408.26,7.07186666667,21.4796,10.385,21.8769333333,6.05586666667,7.03563333333,7.28,10.5264,8.64406666667,11.5082,8.28946666667
408.62,7.0462,21.5112666666,10.3984666667,21.9005333333,6.01906666667,6.97,7.25073333333,10.5116,8.61966666667,11.4996,8.25906666666
408.98,7.054,21.5494,10.4146,21.9269333334,6.00953333333,6.9581,7.24806666667,10.5144,8.62580000001,11.5288666667,8.2566
409.34,7.0434,21.6056,10.3991333333,22.0066,6.00913333333,6.93433333333,7.25793333333,10.5283333333,8.63393333333,11.5417333333,8.26199999999
409.70,7.04126666667,21.6104,10.403,22.0303333333,6.004,6.92736666667,7.2466,10.5242,8.62106666667,11.5492,8.2366
410.06,7.01406666666,21.5889333333,10.4043333333,22.0348666667,5.99273333333,6.9015,7.23393333333,10.5225333333,8.61313333333,11.5474666667,8.23619999999
410.42,7.02906666667,21.6512,10.4504,22.0788,5.9898,6.91163333333,7.249,10.5419333333,8.6318,11.5733333333,8.2506
410.77,7.0182,21.7054,10.4682666667,22.1306666667,5.96226666667,6.89756666667,7.24373333333,10.5669333333,8.63233333334,11.5945333333,8.2452
411.13,7.0526,21.7563333333,10.5019333334,22.157,5.98866666667,6.92676666667,7.24993333334,10.6096,8.66653333333,11.6154,8.2864
411.49,7.06513333333,21.7733333333,10.5245333333,22.1877333333,6.01266666667,6.93836666667,7.27073333333,10.6421333333,8.65786666667,11.6286666667,8.30773333333
411.85,7.06093333333,21.8114,10.5417333333,22.2303333333,6.02246666667,6.93973333333,7.2684,10.6524,8.64880000001,11.6382666667,8.31813333333
412.21,7.06113333334,21.8568666667,10.553,22.2693333333,6.03026666667,6.95103333333,7.289,10.6771333333,8.64833333333,11.6692666667,8.3278
412.57,7.06246666667,21.9071333334,10.5586666667,22.3274666667,6.02686666667,6.97586666667,7.313,10.7176,8.65886666666,11.6934,8.33773333334
412.92,7.08326666667,21.9888666667,10.6233333333,22.4109333334,6.06553333333,7.01313333333,7.37106666667,10.7783333333,8.71106666666,11.7370666667,8.37426666667
413.28,7.09893333333,22.0402,10.6522666667,22.4416666667,6.07826666667,7.02703333333,7.37366666667,10.8056666667,8.72613333333,11.7491333333,8.383
413.64,7.11,22.101,10.6776666667,22.5051333333,6.07733333333,7.01433333333,7.38653333333,10.8332,8.75179999999,11.764,8.38093333333
414.00,7.10293333333,22.1556,10.6864666667,22.5614,6.06633333333,7.0058,7.37026666667,10.8238666667,8.72746666667,11.7698666667,8.36739999999
414.36,7.0718,22.1454666667,10.6818,22.5786,6.05346666667,6.97063333333,7.34993333333,10.8050666667,8.71639999999,11.7708666667,8.32553333333
414.72,7.09506666667,22.1715333333,10.6946666667,22.6096666667,6.054,6.9872,7.3776,10.8326666667,8.73219999999,11.8051333333,8.34333333334
415.07,7.02846666667,22.1456666667,10.6552,22.6092666667,5.99266666667,6.94813333333,7.32393333333,10.7927333333,8.7012,11.7822666667,8.28319999999
415.43,7.05186666667,22.1936666667,10.6862666667,22.6690666667,5.9926,6.97303333333,7.3354,10.7960666667,8.72560000001,11.84,8.29093333334
415.79,7.05113333333,22.2209333333,10.7163333333,22.6736,5.9924,6.9846,7.3404,10.8106,8.73886666666,11.8482666667,8.29526666667
416.15,7.09373333333,22.2568,10.7566666667,22.7189333333,6.01806666667,7.00383333333,7.3588,10.8498666667,8.76426666667,11.8644666667,8.32433333334
416.51,7.13386666667,22.2992,10.8151333333,22.7788,6.048,7.02303333333,7.37753333333,10.8954,8.79666666667,11.9140666667,8.35573333333
416.86,7.17153333334,22.3168666667,10.8526666667,22.8053333333,6.06546666667,7.05006666667,7.3978,10.952,8.82853333334,11.9584,8.39393333333
417.22,7.143,22.2900666667,10.8433333333,22.7956,6.0254,7.02473333333,7.3688,10.9435333333,8.804,11.9490666666,8.37353333334
417.58,7.14153333333,22.3092,10.8535333333,22.7981333333,6.04106666667,7.027,7.3718,10.9632,8.82519999999,11.9777333333,8.38053333334
417.94,7.1534,22.33,10.859,22.7971333333,6.038,7.04073333333,7.3696,10.9863333333,8.85746666666,11.9927333333,8.38766666667
418.29,7.16753333333,22.3757333333,10.8844,22.8384,6.04446666667,7.0649,7.39026666667,11.0147333333,8.86893333333,12.0017333333,8.41466666668
418.65,7.18933333334,22.4166666666,10.9076666667,22.8669333333,6.05653333333,7.07226666667,7.40186666667,11.0526666667,8.88953333333,12.0212666667,8.42633333334
419.01,7.2688,22.4946666667,10.9910666667,22.9388666667,6.13086666667,7.1338,7.4772,11.1118,8.95046666667,12.0878,8.49493333334
419.37,7.24513333333,22.4845333333,10.9732666667,22.9434,6.12093333333,7.11256666667,7.4616,11.1144,8.94026666666,12.0715333333,8.49239999999
419.73,7.2282,22.4781333333,10.9531333333,22.9635333333,6.08846666667,7.0874,7.43466666667,11.1100666667,8.91900000001,12.0644,8.4706
420.08,7.19453333333,22.4622,10.934,22.9586,6.06413333333,7.0648,7.40453333333,11.0996,8.90419999999,12.0562666667,8.43353333333
420.44,7.17286666667,22.4326,10.9096666667,22.9511333333,6.03953333333,7.04933333333,7.383,11.0843333333,8.88459999999,12.0408,8.40893333333
420.80,7.1528,22.4415333333,10.8956666667,22.9656,6.0292,7.0441,7.36953333333,11.0724666667,8.86766666667,12.0368,8.3964
421.16,7.1638,22.4751333333,10.9190666667,23.0046666667,6.04,7.0635,7.3788,11.0938666667,8.87813333333,12.0623333333,8.40506666666
421.51,7.1962,22.5068666667,10.9495333333,23.0570666667,6.05446666667,7.09246666667,7.40073333334,11.1257333333,8.88699999999,12.0878666667,8.43879999999
421.87,7.2258,22.5688666667,10.9952666667,23.1275333333,6.085,7.13576666667,7.4564,11.1755333333,8.9186,12.1344666667,8.47926666667
422.23,7.2444,22.5727333333,11.0202666667,23.1635333333,6.0984,7.14383333333,7.45886666667,11.2042666667,8.925,12.1586666667,8.48906666667
422.58,7.23673333333,22.5750666667,11.0301333333,23.1923333333,6.10333333333,7.15723333333,7.4562,11.1991333333,8.93406666667,12.1670666666,8.49040000001
422.94,7.21673333333,22.5724666667,11.0272666667,23.2154666666,6.08533333333,7.156,7.4324,11.2096666667,8.92993333333,12.1742,8.48326666666
423.30,7.2646,22.6274666667,11.0747333333,23.2599333333,6.11726666667,7.1903,7.46493333333,11.255,8.96159999999,12.2189333333,8.50706666667
423.66,7.30006666667,22.6682,11.1243333334,23.3053333333,6.15753333333,7.22093333333,7.50026666667,11.2962,9.0022,12.2580666667,8.54639999999
424.01,7.31446666667,22.7298,11.1649333333,23.3692666667,6.1692,7.24596666667,7.5268,11.3298,9.0286,12.2977333333,8.58246666667
424.37,7.33946666667,22.7808,11.1961333333,23.4022,6.1932,7.25623333333,7.546,11.3600666667,9.05466666667,12.3262666667,8.61126666667
424.73,7.35326666667,22.8042666667,11.2132666667,23.427,6.2072,7.26416666667,7.56546666667,11.3761333333,9.07113333334,12.3439333333,8.6202
425.08,7.37773333333,22.8288666667,11.2434,23.4610666667,6.224,7.2773,7.59099999999,11.4093333333,9.10573333333,12.3679333333,8.64113333333
425.44,7.37046666667,22.817,11.2442,23.4618,6.21626666667,7.27406666667,7.5896,11.4134666667,9.11320000001,12.3685333333,8.63433333334
425.80,7.37953333333,22.8038666667,11.2444,23.4657333333,6.21566666667,7.25856666667,7.577,11.419,9.11733333333,12.3829333333,8.62973333334
426.16,7.38413333333,22.8367333333,11.2541333333,23.4846666667,6.21873333333,7.2538,7.58893333333,11.4362666667,9.12366666667,12.3833333333,8.62380000001
426.51,7.406,22.8715333334,11.2722,23.5115333333,6.2298,7.25466666667,7.60953333333,11.4662666667,9.13759999999,12.4116,8.63953333334
426.87,7.4124,22.8952,11.2930666667,23.528,6.2462,7.24936666667,7.63373333333,11.4958666667,9.15160000001,12.4250666667,8.63839999999
427.23,7.4278,22.9366666667,11.3231333333,23.5876,6.26313333334,7.26993333333,7.65313333334,11.5299333333,9.18506666667,12.4554666667,8.66233333333
427.58,7.40993333333,22.9664,11.3191333333,23.6131333333,6.2362,7.24836666667,7.64166666667,11.5310666667,9.17653333334,12.4615333333,8.63233333333
427.94,7.43806666666,22.9921333333,11.3448,23.6491333333,6.25813333333,7.25426666667,7.64873333333,11.5600666667,9.19106666667,12.4823333333,8.64279999999
428.30,7.42866666667,23.035,11.356,23.6832666667,6.2416,7.25083333333,7.64900000001,11.5717333333,9.20126666667,12.5004,8.62246666667
428.65,7.4402,23.0806666666,11.3872,23.7263333333,6.2456,7.253,7.63973333333,11.6074,9.21593333333,12.5021333333,8.62153333333
429.01,7.43406666667,23.131,11.3984666666,23.7685333333,6.25753333333,7.2477,7.63526666667,11.6134666667,9.21306666667,12.5207333333,8.60820000001
429.37,7.4428,23.2084,11.4363333333,23.8192666667,6.2644,7.2509,7.63920000001,11.6504666667,9.23773333333,12.5550666667,8.61566666667
429.72,7.41293333333,23.2422,11.4496666667,23.8561333333,6.2612,7.2281,7.62680000001,11.6478666667,9.23200000001,12.5482,8.59746666667
430.08,7.397,23.2901333333,11.4551333333,23.9019333333,6.2258,7.21063333333,7.60806666667,11.6447333333,9.23506666667,12.575,8.58833333333
430.44,7.40526666667,23.3461333333,11.5052,23.9586,6.2362,7.19876666667,7.6094,11.6678,9.25506666666,12.6032666667,8.5902
430.79,7.40366666667,23.3991333333,11.5108,24.0108,6.22646666667,7.19846666667,7.61099999999,11.6688666667,9.24986666667,12.6237333333,8.59653333333
431.15,7.39646666667,23.4298,11.5336666667,24.0500666667,6.22433333333,7.19486666667,7.61480000001,11.6924,9.2612,12.6479333333,8.60246666666
