wavelength,Back_HemFrof,Belly_HemFrof,Breast_HemFrof,Crissum_HemFrof,Crown_HemFrof,DorTail_HemFrof,Patch10_HemFrof,Rump_HemFrof,Throat_HemFrof,WingTip_HemFrof
187.53,27.1532555555,39.115148718,30.8932666667,22.3966,36.6013333333,25.7106588235,35.2941333333,27.1459333333,28.4095333333,22.6144
187.91,25.9680333333,35.077451282,30.8983333333,20.0798666666,35.2495333334,26.1196,34.0518,27.4650666667,26.9860666667,21.3572666667
188.29,22.7289777778,29.8755948718,27.5244666666,12.9434666667,31.6179333333,22.6211960784,29.2788,24.7562,23.2358,17.5048
188.67,16.2449333333,23.6113692308,24.4176,5.66273333333,24.8192666667,17.7108705882,21.9277333333,21.486,17.1084,11.6866666667
189.05,13.9551222222,19.3710974359,22.738,-0.079266666654,20.3175333333,15.3430117647,19.6428,18.2936,14.0080666667,6.90466666668
189.43,10.9606,15.2025230769,21.7634666667,-5.93546666667,15.9999333333,12.1062862745,16.8172,16.3441333333,7.74180000001,1.8494
189.81,10.7170888889,12.3114512821,21.8440666667,-8.17973333333,14.9883333334,11.9982313725,17.4467333333,16.2176,5.15353333333,-3.12046666668
190.19,6.77002222222,7.97468205128,20.3101333333,-15.6072,9.87066666667,6.22585490195,11.7313333333,13.2818,-0.77513333334,-6.77020000001
190.57,3.77584444445,2.83004615384,20.9876,-24.1976666667,4.56793333333,3.38782352942,5.12353333334,10.3086666667,-4.38273333332,-11.7283999999
190.95,-6.09351111109,-6.83405128205,14.9473333333,-39.0175333333,-0.421133333326,-3.0878392157,-6.52646666666,4.98239999998,-17.9648666666,-20.1402000001
191.33,-16.4746777778,-23.6656564103,7.48973333326,-64.5267333333,-8.39506666672,-16.8286627451,-25.5966,-0.74080000002,-32.6748666667,-34.5678666666
191.71,-17.2079444444,-26.923148718,2.6496,-71.6239333333,-16.6667333333,-22.0513843137,-32.2223333333,-3.50433333334,-36.2392,-37.1794666666
192.09,-8.08333333332,-18.1025641025,5.91666666681,-65.4166666667,-12.6666666666,-15.955882353,-24.6666666667,3.41666666668,-29.5833333333,-27.7500000001
192.47,-12.1517444444,-24.2489999999,8.14813333347,-83.598,-19.3651999999,-23.0190313725,-29.7354666667,-0.21160000002,-42.2221999999,-33.0159333333
192.85,-12.4366,-37.1390410256,0.233933333326,-99.5322666667,-25.7310666666,-27.4372627451,-26.0818000001,-3.85966666666,-48.5380666666,-35.3216000001
193.23,-15.5555333333,-42.1519999999,-6.66673333333,-102.738066667,-21.9046666667,-26.1345843138,-26.0713333333,-2.02386666666,-53.6905333334,-36.1905333333
193.61,-5.45133333333,-25.0078051283,-1.87486666667,-87.2914000001,-13.8540000001,-13.8111372549,-15.4165333333,6.87519999999,-38.0207333334,-23.6456666667
193.99,6.3421222222,-5.71021538455,9.13839999993,-55.8801999999,-1.42326666661,-2.71860392155,-1.87266666668,12.06,-21.1236666667,-5.09366666661
194.37,8.97174444445,-3.98800512821,8.79433333334,-54.7518666667,3.47506666666,0.55496470588,0.4964,9.57446666668,-17.8723333333,-2.34053333339
194.75,5.78188888889,-2.81569743589,5.80253333335,-48.827,3.20993333332,-0.8242156863,6.66666800008e-05,7.65419999999,-18.4567999999,-0.80260000002
195.13,13.538,6.32486666667,12.2806,-38.1871333333,9.06433333332,8.66172941179,9.00586666668,14.9708666667,-12.7484666667,7.13446666668
195.51,19.8599555556,14.0616923077,21.1206,-26.3306,11.9888,18.1248509804,19.4958666667,19.7759333333,-7.22693333334,13.8376666667
195.89,18.4154444445,10.1346615385,22.4590666667,-27.3224,13.8250666667,18.7336039216,19.8906666666,20.3825333333,-8.03286666667,13.3334
196.27,19.5571111111,11.9269230769,25.5729333333,-21.1458666667,16.5104666667,22.8401568627,21.198,22.2916,-2.91666666669,17.9687333333
196.65,14.9206,5.30939487179,16.4912666667,-25.4134666667,9.9248,16.561945098,13.4838,17.2430666667,-7.56893333333,11.4285333333
197.03,14.5630666667,5.6216,14.5545333333,-26.8702,7.73546666668,15.3661019608,10.8397333333,15.3179333333,-9.26200000001,9.10939999999
197.40,13.0594666667,6.00511794873,13.1885333333,-27.9709333333,5.16913333335,13.9841019608,9.95180000001,12.0290666667,-8.88879999999,7.97106666667
197.78,6.01198888889,-2.74689230769,6.56333333333,-35.8656,-0.25839999998,7.91312549019,2.63566666667,5.68486666666,-16.5891333333,0.361733333334
198.16,-10.2857222222,-23.2724358975,-9.96826666661,-58.4761333333,-18.1588000001,-3.1259137255,-16.2540000001,-5.2064,-36.4443999999,-18.4761999999
198.54,-23.4169333333,-40.4355076924,-21.2903333333,-71.1827999999,-34.4085333333,-11.8405882353,-26.0215333333,-11.6845333333,-48.6022,-31.6844666666
198.92,-31.2449777778,-52.4683179487,-36.3854666667,-86.7468666667,-49.2370666667,-17.8737607843,-33.7349333334,-20.241,-61.1246666667,-43.2128
199.30,-43.1223111111,-72.1261384615,-50.8018000001,-97.5529333334,-62.0253999999,-27.4956705882,-44.3882,-28.4388666667,-68.4386666667,-55.5275999999
199.68,-68.0281,-101.090692308,-79.7183333335,-129.295666667,-85.3519999999,-48.3347254902,-72.7699333334,-51.7371333333,-90.1408666667,-80.7511333333
200.06,-97.0306555555,-130.256441026,-117.2414,-168.275866667,-121.034466667,-69.6755568628,-107.931,-80.9195333333,-122.298933333,-113.333333333
200.44,-103.574033333,-137.760712821,-120.4444,-175.666733333,-125.111066667,-77.4117803922,-116.000066667,-85.4444666667,-125.5556,-122.888933333
200.82,-118.436666667,-149.900005128,-128.361666667,-180.903933333,-134.011266666,-78.6707137256,-125.6496,-91.1863333334,-127.118666667,-126.214733333
201.19,-172.702022222,-210.722461538,-181.515066667,-254.091,-185.303066667,-109.278054902,-175.0,-128.181733333,-180.151466667,-182.727333333
201.57,-428.011744445,-546.720676923,-448.070133333,-612.982400001,-443.859666666,-276.243521569,-430.175466666,-304.210533333,-438.596466667,-443.157733333
201.95,-422.222222222,-523.641025641,-434.0,-595.999999999,-439.0,-264.901960785,-410.666666667,-298.666666667,-413.333333334,-421.333333333
202.33,-577.5556,-697.812051281,-586.666533334,-819.111133333,-581.777800001,-371.581701961,-552.444466667,-411.111066667,-540.888799999,-547.111199999
202.71,-280.039677778,-341.977892308,-293.333333333,-419.285666667,-274.523933333,-183.16527451,-287.142866667,-206.904733333,-278.333266667,-260.238266667
203.09,-267.692255556,-341.4202,-260.256466667,-415.641066667,-251.025666667,-163.514411765,-281.538466667,-196.4102,-268.974333333,-244.358866667
203.47,-553.111077778,-676.170964103,-519.110933333,-811.555600001,-514.666666666,-369.620909804,-583.111133333,-448.000133333,-569.333266667,-513.7778
203.85,-637.539777778,-781.172246154,-621.904866668,-930.952400001,-624.761933333,-463.697462745,-672.857066666,-537.142866667,-696.666600001,-635.238066666
204.22,-1127.91666667,-1452.94871795,-1165.83333334,-1673.33333334,-1150.0,-862.401960786,-1180.0,-995.0,-1291.66666667,-1149.16666667
204.60,-2119.44444444,-2763.84615384,-2351.66666667,-3228.33333333,-2293.33333333,-1667.35294118,-2290.0,-1915.0,-2513.33333334,-2205.0
204.98,619.316277778,831.281835897,701.538533333,993.846133333,703.076933334,521.779792157,678.461533334,610.769333333,809.743599999,678.4616
205.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.74,-461.180555555,-604.166666666,-526.250000001,-734.583333334,-558.333333333,-381.446078431,-511.666666667,-491.25,-630.000000001,-512.083333333
206.12,-395.882411111,-559.065046154,-476.078333333,-649.4118,-489.019600001,-333.956286274,-458.039266667,-436.078333333,-574.117666667,-446.274533333
206.50,-296.868755556,-433.146769231,-372.727333333,-490.606066667,-379.090933333,-246.203117647,-345.757666667,-338.787933333,-433.636333333,-350.606133333
206.87,-627.685244444,-898.760641025,-763.333266667,-992.222266666,-771.666599999,-514.771266667,-664.444466666,-661.666666667,-848.333266666,-736.110999999
207.25,-742.525299999,-1057.34285128,-924.848533334,-1150.9092,-919.394,-639.179976471,-782.424333334,-753.333266667,-991.515199999,-861.212066667
207.63,-7440.0,-11136.4102564,-10066.6666667,-12506.6666667,-9913.33333333,-6705.88235294,-8360.0,-7646.66666666,-10220.0,-9026.66666666
208.01,791.110999999,1190.88327692,1084.44453333,1317.037,1017.77786667,694.597035294,888.148133334,776.296266667,1032.59266667,911.111133333
208.39,703.666666666,1041.7948718,960.666666667,1155.33333333,893.333333334,648.823529412,786.666666667,666.666666667,891.333333334,816.666666667
208.77,188.164311111,264.035651282,243.6232,287.246533334,227.826066667,179.539666667,207.5362,189.130533333,226.087,213.4784
209.14,226.333333333,315.076923077,293.166666667,348.166666667,277.0,216.833333333,257.333333334,231.666666667,265.5,263.166666667
209.52,206.908277778,287.301887179,267.971,312.173866667,251.159333333,201.92674902,243.478266667,206.376866667,242.318866667,236.811466667
209.90,169.907366667,234.3504,217.333266667,244.4444,196.555666667,160.830066667,196.444466667,163.444333333,193.666533333,185.444533333
210.28,150.402577778,207.135020513,192.463866667,211.690733333,173.43,137.169741176,175.072466667,146.376866667,168.116,163.381666667
210.66,142.374433333,191.289025641,175.890466667,196.712333333,160.273933333,124.4642,163.378933333,141.3698,161.7352,149.315133333
211.03,130.851466667,168.611312821,161.558333333,181.212133334,149.870133333,112.09067451,155.324533334,132.900533333,148.051933333,134.631933333
211.41,118.7655,145.897261538,144.814733334,159.185133333,130.888866667,100.082752941,139.333266667,119.925933333,127.185133333,119.333266667
211.79,130.357033333,155.726307692,154.4444,167.7778,135.476066667,106.115780392,145.158533333,127.3016,135.0,127.9366
212.17,141.719988889,174.815538461,169.954266667,191.141533333,149.954333333,116.072898039,162.465933334,143.927,149.680333333,139.908666667
212.55,131.071855556,160.066425641,152.549133333,172.078533333,138.196266667,107.464964706,148.549,133.4118,137.490133333,126.9802
212.92,155.4475,186.182333333,175.8332,200.1852,161.111133333,122.352882353,170.740866667,154.9074,163.3334,150.7406
213.30,161.767666667,195.485579487,189.899,210.505066667,170.101133333,128.175866667,172.9294,160.707,168.888866667,161.212066667
213.68,176.591388889,220.304164102,212.316466667,234.9152,192.429266667,144.872094118,190.2826,179.209133333,189.943533333,181.356
214.06,183.418833333,232.179605128,227.948733333,259.615266667,209.230733334,160.000047059,199.230866667,197.948733333,200.000133333,196.538466667
214.44,164.373855555,201.693148718,200.740666667,235.4498,191.4286,151.671392157,177.037066667,176.825333333,178.730266667,179.2592
214.81,147.848144444,182.700420513,183.9662,206.2448,172.067533333,143.921568627,162.616133333,159.071733333,156.962066667,164.388333333
215.19,138.601811111,169.876061539,172.883933333,188.164733333,158.202333333,136.307439216,152.06,147.8652,148.913933333,152.434333333
215.57,136.545844444,164.476128205,170.1448,184.637666667,157.246466667,135.903619608,151.449133334,146.3768,150.000066667,152.029
215.95,141.835233333,172.29028718,181.3484,195.954933333,168.764,145.208309804,162.546733333,156.104866667,161.647933333,159.775133333
216.32,135.006288889,166.749123077,179.4636,190.728,167.739466667,141.03667451,158.850666667,151.954,160.383066667,158.390733333
216.70,164.4815,203.931492308,226.333266667,245.2222,210.111,174.555596079,199.777733333,191.222066667,198.666733334,197.222133333
217.08,193.550188889,257.498394872,299.3496,314.471533333,262.764266667,216.728882353,256.422733333,242.926666667,251.0568,246.504066667
217.46,179.349633333,243.389584615,278.048933333,295.772333333,247.479666667,207.508415686,240.650266667,224.552866667,236.9106,227.1544
217.83,153.309222222,210.791435897,238.260933333,250.289733333,214.202933333,179.428709804,210.289866666,195.942066667,195.2174,198.116066666
218.21,166.1595,221.282148718,245.652333333,258.985533333,226.956533333,193.41854902,226.231933333,205.2174,202.608666667,211.304333333
218.59,308.333266667,410.961476923,459.1668,470.000066667,400.277866666,357.09152549,435.0,378.333333333,388.333333333,399.166666667
218.97,-1418.88888889,-1982.43589744,-2293.33333333,-2398.33333333,-2021.66666667,-1751.8627451,-2230.0,-1780.0,-1960.0,-1960.0
219.34,-200.046333333,-300.128138462,-342.777866667,-355.5556,-316.111133333,-261.584945098,-331.944466667,-269.166733333,-293.0556,-289.722133333
219.72,-136.539777778,-218.402758975,-239.238066667,-251.619066667,-226.857266667,-176.829168628,-225.714266667,-196.571466667,-205.523866667,-198.8572
220.10,-88.8075333333,-161.488415385,-172.032466667,-183.577266667,-172.845533333,-126.293705882,-167.804866667,-146.8292,-152.845466667,-146.1788
220.47,-326.805555555,-502.948717949,-516.666666667,-544.166666667,-528.333333334,-407.009803922,-505.833333333,-467.5,-475.833333334,-447.083333333
220.85,-3127.22222222,-4779.23076923,-4673.33333333,-4823.33333333,-4806.66666667,-3754.31372549,-4543.33333333,-4240.0,-4333.33333334,-4040.0
221.23,625.983033333,888.954579487,841.5384,867.692333333,907.179399999,717.828043137,858.461533333,790.2564,793.333199999,742.563999999
221.61,4637.22222222,6345.38461538,5973.33333334,5956.66666666,6236.66666666,5012.94117647,6140.0,5603.33333333,5723.33333334,5223.33333333
221.98,1479.52386667,1976.92308718,1861.9048,1878.09513333,1940.95226667,1554.17366667,1900.95226667,1743.8096,1795.2382,1658.09526667
222.36,819.829044444,1112.18946667,1041.0256,1052.3076,1060.5128,843.77072549,1045.1282,975.3846,1009.2308,928.2052
222.74,531.888888889,736.692307692,675.666666666,687.666666666,706.333333333,567.568627451,667.000000001,636.0,658.666666667,594.0
223.11,367.118055556,498.269230769,449.166666667,455.208333333,457.083333333,387.365196079,434.166666667,428.958333333,438.541666667,402.708333333
223.49,361.039511111,505.095184615,450.5376,460.645133333,453.7634,392.738760784,436.989333333,429.032333333,444.7312,414.193466667
223.87,484.055555555,709.538461539,610.666666667,639.666666667,628.333333333,543.980392157,610.666666667,584.0,610.333333333,576.333333333
224.24,523.684222222,757.058071795,635.438533333,681.403466667,672.280733334,582.146529412,643.157866667,613.333266667,648.070133334,606.666666667
224.62,-1011.23464444,-1472.36475897,-1240.00006667,-1348.1482,-1303.7036,-1134.46626667,-1279.99993333,-1159.25933333,-1268.14813333,-1196.29633333
225.00,-382.173933333,-545.707815385,-470.1448,-516.521666667,-491.0144,-414.628898039,-501.159466666,-442.028933333,-484.057933333,-473.333333333
225.38,-459.766088889,-648.178066666,-542.456133333,-627.3684,-577.543933333,-486.6048,-589.4738,-521.4034,-581.052666666,-568.772000001
225.75,-354.603222222,-520.561682051,-430.476266667,-514.285666666,-468.253866667,-373.706713726,-480.952266667,-415.873133333,-460.9522,-456.8254
226.13,-191.629655555,-302.854728205,-241.777733333,-310.888866667,-274.666733334,-209.712368628,-284.444533333,-231.111066667,-281.1112,-254.444333333
226.51,-118.197677778,-181.960097436,-147.4074,-187.2592,-170.2224,-131.808294118,-175.851866667,-140.4444,-177.3336,-153.925933333
226.88,-79.3104333335,-128.76214359,-103.3334,-132.068933333,-125.977066667,-86.8357098039,-122.988666667,-101.609133333,-125.517266667,-107.356266667
227.26,-34.0537,-69.7606769231,-53.7728666666,-70.9158,-71.7216666667,-41.2367921569,-65.4945333333,-52.8206,-68.3517333333,-56.2636666667
227.64,-36.2930222222,-61.4899999999,-49.7701333334,-63.1608666667,-67.3563333333,-39.803972549,-62.4138666666,-49.5978,-60.1724,-51.4368666667
228.01,-35.4421,-54.4189641026,-48.1753333333,-56.6910666667,-63.1144666667,-38.4828705882,-58.8807333333,-47.0560666666,-57.567,-47.7372666666
228.39,-22.0644777778,-36.7249230769,-33.3712,-39.6592,-43.5606666667,-23.7834196078,-41.8560666667,-30.3409333333,-38.7879333334,-31.856
228.76,-20.1646111111,-35.2542102564,-31.6049333333,-36.6491333333,-41.4461333333,-21.0810431372,-40.0706,-30.6524666667,-37.3193333333,-29.7003333333
229.14,-19.2800666667,-33.1767179487,-29.7652,-33.3959333333,-38.2785333333,-19.648254902,-34.8043333333,-26.5727333333,-34.8358,-25.9467333333
229.52,-14.1468111111,-26.8211641026,-25.2161333333,-27.4478,-31.2972,-14.5736745098,-28.0612666667,-20.3906,-28.5356,-20.1116666667
229.89,-11.3790444444,-24.7492307692,-22.9512666667,-25.2438666667,-29.0645333333,-13.6742117647,-24.6112,-17.1014,-25.5336666667,-18.129
230.27,-11.5456,-24.087251282,-23.1240666667,-23.2226,-27.7982,-13.4721176471,-23.5916,-17.097,-24.1574,-18.2287333333
230.65,-12.3935666667,-25.6873384615,-24.5865333333,-25.0374666667,-30.5514,-15.2335647059,-25.3886666666,-17.7192,-24.9372666667,-20.0752
231.02,-16.4426555555,-28.9366153846,-29.2249333333,-27.9844666667,-33.2558,-18.5452431372,-29.6640666666,-19.1473333333,-27.9845333333,-23.6952
231.40,-19.6591222222,-30.3524820513,-31.5272666666,-30.2523333333,-35.8831333333,-21.1637764706,-32.0052666667,-20.8498666667,-29.8804666667,-25.7902
231.78,-14.1426444444,-26.5358666667,-27.2702,-25.1850666667,-30.6995333333,-16.0251882353,-26.4746,-15.3362,-24.7188,-21.5364
232.15,-10.6039111111,-23.9111076923,-24.509,-21.1064,-26.1412,-11.3791215686,-22.0194,-10.1522,-19.9447333333,-18.0637333333
232.53,-18.5685222222,-33.1950410256,-33.9535333334,-29.0232,-34.3876666667,-18.825482353,-29.1780666667,-17.3951333333,-28.1861333333,-26.2324666667
232.90,-19.7858888889,-32.8487025641,-33.5779333333,-28.9294666667,-33.7309333333,-19.7263960784,-28.2263333333,-16.636,-27.4311333333,-25.4128666667
233.28,-16.3013333333,-28.518851282,-30.3501333333,-24.7182666667,-30.3196,-17.4822823529,-24.5662666667,-14.0639333333,-25.1141333333,-20.6089333333
233.66,-15.4573888889,-26.8005282051,-27.8761333333,-22.7728666666,-29.1152,-17.9819803921,-23.2152,-13.6872,-24.6902,-19.4690666667
234.03,-18.8655444445,-26.0370871795,-28.0450666667,-22.9254666667,-29.4796,-19.4821019608,-24.2195333333,-16.6525333333,-26.5823333333,-19.9155333333
234.41,-21.8579222222,-26.8283846154,-29.5080666667,-25.0,-29.9726,-21.7566,-26.0656,-19.0438,-27.4316666667,-20.8742
234.78,-17.9310888889,-21.6359692308,-24.5521333333,-19.6019333333,-23.1841333333,-15.8969686274,-21.4428,-15.2984666667,-23.0596666667,-15.7462666667
235.16,-14.5265222222,-17.4573282051,-20.141,-17.4882666667,-19.9060666667,-12.2259607843,-17.6292,-13.1923333333,-21.3146666667,-13.3333333333
235.54,-10.6757111111,-14.1200051282,-15.9459333333,-14.7973333333,-17.1170666667,-8.1755882353,-14.009,-10.4954,-18.6035333333,-10.4053333333
235.91,-10.5371888889,-13.3131230769,-14.8466666667,-14.6929333333,-16.7982666667,-7.8263137255,-12.9385333333,-10.0219333333,-18.5087333333,-9.69306666666
236.29,-11.7419555555,-13.7452307692,-14.4946666667,-15.8925333333,-17.2688666667,-10.0304039216,-13.5052666667,-11.1827333333,-19.5484666667,-10.129
236.66,-8.5329,-9.16928205129,-11.2774666667,-11.6966666667,-13.9920666667,-6.65483137255,-10.3792,-8.34333333333,-15.7285333333,-7.32533333333
237.04,-11.8008222222,-11.6584205128,-14.6993333333,-14.5768666667,-17.6350666667,-9.90456862744,-13.5372666667,-11.152,-18.9194,-10.7440666667
237.41,-14.5500333333,-15.5937025641,-17.914,-18.3846,-21.7176,-12.5922431372,-17.6278,-14.4579333333,-21.5746,-14.826
237.79,-12.4210222222,-12.7888512821,-16.7546666667,-16.5004666667,-19.4720666667,-9.50840784314,-15.4642666667,-11.5934,-18.8661333333,-12.4926
238.17,-13.7478666667,-14.6865230769,-19.403,-19.5821333333,-20.6368,-10.6690235294,-18.03,-12.4179333333,-20.6767333333,-14.0099333333
238.54,-13.6875555555,-15.2622666667,-19.6551333333,-20.1532666666,-21.1110666667,-10.8497215686,-19.2144,-12.7394,-21.7433333333,-14.5018666667
238.92,-11.9207333333,-14.5936205128,-18.8831333333,-19.5212666667,-20.6738666667,-10.3858156863,-18.085,-11.8972,-21.1346666667,-14.1665333333
239.29,-8.51763333333,-11.3737794872,-15.6722,-15.5609333333,-16.8339333333,-7.72517647059,-14.5108,-9.22839999999,-16.8338,-10.1988666667
239.67,-8.37524444444,-11.0132666667,-15.3629333333,-14.8444,-15.2149333333,-7.15649019608,-14.5186,-8.16286666667,-16.1926,-9.14066666667
240.04,-9.22414444447,-10.8899282051,-15.8148666667,-15.1038666667,-15.1978,-7.02881960784,-14.8089333333,-8.87999999999,-16.3247333333,-9.17493333334
240.42,-7.49173333333,-8.70814871795,-13.3333333333,-13.1465333333,-13.6484666667,-4.71829803921,-12.5393333333,-7.57726666667,-14.1856,-6.92353333334
240.79,-4.59776666667,-6.36679487179,-10.2449333333,-10.4148,-10.1248666667,-2.12536470588,-9.67526666666,-4.73760000001,-10.7748,-3.5882
241.17,-2.14476666667,-4.4475025641,-7.71053333333,-7.29819999999,-7.11406666667,0.318905882353,-6.64033333334,-2.28946666666,-8.16666666666,-1.02646666666
241.54,-1.40192222222,-3.19765641025,-6.45159999999,-6.15693333333,-5.72679999999,1.12334509804,-5.55153333334,-1.49746666667,-6.70653333333,0.0081333333414
241.92,-0.921288888889,-2.51815384616,-5.18926666667,-5.06666666667,-4.77120000001,1.52629019608,-4.77839999999,-1.01626666667,-5.58553333333,0.720666666668
242.29,-0.262655555556,-2.00338461538,-3.90826666666,-3.96806666666,-3.92833333333,2.18362745098,-4.04786666667,-0.458600000001,-4.53966666666,1.3294
242.67,0.683233333332,-0.992651282052,-2.69439999999,-2.35300000001,-2.56793333333,3.19574509804,-2.5616,0.600933333333,-2.99799999999,2.82106666667
243.05,1.04533333333,-0.467317948711,-1.83166666666,-1.52946666667,-1.78226666667,3.88884705883,-1.90566666667,1.23333333333,-1.89953333333,3.82353333333
243.42,0.987622222223,-0.512887179494,-1.46473333333,-1.35020000001,-1.61546666667,3.95657254902,-1.97706666667,1.29593333333,-1.57933333333,3.95426666667
243.80,0.927133333332,-0.437020512814,-1.59686666666,-1.39513333334,-1.6088,3.80627843137,-1.95906666667,1.13386666667,-1.32373333333,4.1912
244.17,1.1101,-0.720671794865,-1.46439999999,-1.66519999999,-1.3108,3.65448235294,-1.9604,1.1396,-1.20446666667,4.5644
244.55,1.13935555556,-0.570276923077,-1.40439999999,-1.27033333333,-0.6584,3.7065254902,-1.67826666667,1.3636,-1.014,4.796
244.92,-0.195744444444,-1.71382051282,-2.30193333333,-2.08553333334,-1.74933333333,2.53328235294,-2.49006666667,0.2336,-2.09106666667,3.64673333333
245.30,0.208444444444,-0.767138461538,-1.18793333334,-1.73273333333,-1.30213333333,2.89770588235,-1.904,0.767800000001,-1.40073333333,3.9014
245.67,1.0104,0.017635897436,-0.127600000001,-0.963933333332,-0.392200000001,3.64565882353,-1.02053333333,1.53073333333,-0.6378,4.928
246.05,0.945,-0.169435897436,-0.143000000001,-0.983333333333,-0.411466666665,3.6650627451,-1.02673333333,1.30813333333,-0.801333333334,5.02486666667
246.42,1.5023,0.642046153845,0.192,-0.313466666667,0.0744666666678,4.11530588235,-0.466333333335,1.65406666667,-0.313533333331,5.79646666667
246.79,1.82757777778,1.28751282051,0.531533333334,-0.247999999998,0.394933333333,4.66384705882,-0.075533333334,2.01153333333,-0.0825999999986,5.9482
247.17,1.68577777778,1.40945128205,0.586200000001,-0.323066666669,0.429866666667,4.76423137255,-0.0300666666674,1.95233333333,-0.013266666668,6.12353333333
247.54,1.84002222222,1.63148717949,0.730399999999,-0.0979999999993,0.670466666669,5.00684313726,0.129866666667,2.08413333333,0.155000000001,6.3094
247.92,2.1695,2.05918461538,1.1582,0.458933333333,1.0062,5.33494901961,0.477333333334,2.3316,0.553200000001,6.47213333333
248.29,2.73307777778,2.95219487179,1.82853333333,1.4164,1.58426666667,5.9833372549,1.13946666667,3.02406666667,1.27513333333,6.917
248.67,2.87031111111,2.92859487179,1.9402,1.61866666667,1.5362,6.00289411765,1.14693333333,3.06346666667,1.45066666667,6.94366666667
249.04,3.29718888889,3.26266666667,2.27566666666,1.90986666667,1.7438,6.30807058823,1.46266666667,3.31526666667,1.72853333333,7.2832
249.42,3.45216666667,3.31273333333,2.16426666667,2.08386666667,1.79453333333,6.52199607843,1.46,3.32213333333,1.79113333334,7.65073333333
249.79,3.53582222222,3.50566666667,2.09913333333,2.34546666667,1.89686666667,6.62812156862,1.527,3.496,1.8764,7.7248
250.17,3.53673333333,3.64223589744,2.0292,2.3908,1.7746,6.59540784314,1.605,3.69666666667,1.89273333333,7.70333333333
