wavelength,Back_HemFrof,Belly_HemFrof,Breast_HemFrof,Crissum_HemFrof,Crown_HemFrof,DorTail_HemFrof,Patch10_HemFrof,Rump_HemFrof,Throat_HemFrof,WingTip_HemFrof
305.21,3.43815555555,5.45616410256,3.14053333333,2.12826666667,1.52493333333,5.12280784314,1.0992,3.16593333333,3.9074,6.06953333333
305.58,3.44684444445,5.44627179487,3.12013333333,1.99593333333,1.62693333333,4.98241960785,1.1456,3.1434,3.94953333333,6.0218
305.95,3.44443333333,5.46283589744,3.13146666667,2.13253333333,1.76013333333,5.01823529412,1.30813333333,3.18186666667,4.07146666667,6.122
306.32,4.02587777778,6.00484102564,3.71113333333,2.65033333333,2.2966,5.57130588235,1.9156,3.68593333333,4.6438,6.612
306.69,3.998,5.95087179487,3.83173333333,2.6964,2.37326666667,5.54089803922,2.027,3.6492,4.72133333333,6.73593333334
307.06,4.21348888889,6.27007692308,4.1592,2.99153333333,2.54066666667,5.73202745098,2.362,3.943,5.09186666667,6.81626666667
307.43,4.81835555556,7.05354358974,4.78313333334,3.78953333333,3.19073333333,6.36319607843,3.0464,4.66706666667,5.80953333333,7.39766666667
307.80,4.88244444444,7.14646666667,4.66513333333,3.80713333333,3.07533333333,6.24531764706,3.08126666667,4.713,5.83293333333,7.3586
308.17,4.38378888889,6.70002564102,4.17473333333,3.28353333333,2.58206666667,5.72266666667,2.58986666667,4.13946666667,5.34633333333,6.76653333333
308.54,4.08448888889,6.45176410256,3.7514,2.802,2.28686666667,5.38251764706,2.23886666667,3.83393333333,5.07726666667,6.52833333333
308.90,3.82065555556,6.25706153846,3.57406666667,2.49606666667,2.06486666667,5.11529019608,1.9626,3.52573333333,4.862,6.321
309.27,3.66887777778,6.10082564103,3.41153333333,2.31866666667,1.90893333333,4.95818431373,1.77226666667,3.40253333334,4.72913333333,6.149
309.64,3.29222222222,5.82216410256,3.0958,1.99953333333,1.47746666667,4.78015294118,1.4354,3.0906,4.49853333333,5.7792
310.01,3.2431,5.90302051282,3.19233333333,1.89333333333,1.3942,4.7481254902,1.2754,3.05993333333,4.522,5.77006666667
310.38,2.94701111111,5.56468717949,2.87146666667,1.62246666667,1.11526666667,4.35523921569,0.983066666667,2.77573333333,4.23453333333,5.41766666667
310.75,3.0154,5.7346,2.9022,1.6226,1.14853333333,4.35654901961,1.08386666667,2.79226666667,4.3388,5.4988
311.12,2.86086666667,5.59647179487,2.70813333334,1.47533333333,1.07326666667,4.23758823529,0.915399999999,2.53273333333,4.1866,5.38773333333
311.49,2.81378888889,5.45293846154,2.6202,1.3118,1.0088,4.12194117647,0.779333333335,2.41773333333,4.05133333333,5.24673333333
311.85,3.0092,5.59571794872,2.91773333333,1.49073333333,1.31546666667,4.36105490196,0.961933333335,2.6024,4.25066666667,5.44506666666
312.22,3.43904444445,6.10321538461,3.34393333333,1.9392,1.72913333333,4.76364705882,1.44333333333,3.0662,4.7582,5.84326666667
312.59,3.65793333334,6.43686666667,3.69033333333,2.238,1.97386666667,4.93497647059,1.78,3.397,5.0514,6.0276
312.96,3.88367777778,6.7526051282,3.9388,2.4952,2.19306666666,5.14674117647,2.07833333334,3.71286666667,5.26126666667,6.12506666667
313.33,4.08518888889,7.00275384615,4.21213333333,2.69686666667,2.44973333333,5.32236078432,2.36153333333,3.97993333333,5.48,6.235
313.70,4.52768888889,7.42672307692,4.721,3.17006666667,2.90286666667,5.66832941177,2.75786666667,4.4066,5.87373333333,6.65793333333
314.07,4.83831111111,7.74293333333,4.8904,3.47953333333,3.2122,5.91176078432,3.0782,4.712,6.18693333333,6.83086666666
314.43,5.13468888889,8.15664615385,5.25126666667,3.75513333333,3.56433333333,6.25005098039,3.36813333333,5.01833333333,6.53293333333,7.15806666667
314.80,5.34201111111,8.40722564103,5.50786666667,3.99473333333,3.70826666667,6.41100392157,3.5218,5.29666666667,6.7514,7.24506666667
315.17,5.35061111111,8.52770769231,5.67686666667,4.023,3.62586666667,6.42631764706,3.5154,5.34553333333,6.7596,7.16826666667
315.54,5.53016666667,8.74041025641,5.97933333333,4.29726666667,3.76953333333,6.64713333333,3.78526666667,5.52033333333,7.04286666667,7.47006666667
315.91,5.56782222222,8.8127025641,6.02926666667,4.37933333333,3.67606666667,6.6486,3.8296,5.539,7.16886666667,7.47973333333
316.28,5.58498888889,8.94362051282,6.11926666667,4.52313333333,3.7734,6.67450980392,3.78373333333,5.57806666667,7.24213333333,7.60100000001
316.64,5.51867777778,8.84056923077,6.0888,4.5418,3.5948,6.54884313726,3.51366666666,5.3792,7.1472,7.60333333333
317.01,5.28133333333,8.67591794872,5.89513333333,4.50786666667,3.40093333333,6.33874117647,3.29053333333,5.17713333333,7.1374,7.51593333334
317.38,5.29584444445,8.78099487179,5.95386666667,4.6328,3.4516,6.33031372549,3.26033333333,5.2224,7.281,7.47813333333
317.75,5.1208,8.58795897436,5.7472,4.5026,3.38573333333,6.08466666667,3.13686666667,5.07446666667,7.24053333333,7.23446666667
318.12,4.8712,8.30547692308,5.48426666667,4.312,3.15666666667,5.79481568628,2.94993333333,4.82273333334,7.074,6.95413333334
318.49,4.48718888889,7.98053846154,5.12266666666,3.9868,2.66533333333,5.42387058824,2.5426,4.48593333333,6.75613333333,6.596
318.85,4.0079,7.55472307692,4.68593333333,3.62866666667,2.28233333333,5.01764705882,2.1398,4.02013333333,6.3694,6.19126666667
319.22,3.80831111111,7.27732820513,4.3426,3.45446666667,2.1638,4.75267058823,1.9424,3.83833333333,6.17953333333,6.093
319.59,3.59547777778,7.0074051282,4.09,3.222,1.9908,4.51876078431,1.7764,3.5486,6.0108,5.73906666667
319.96,3.22652222222,6.68673333333,3.74573333333,2.86046666667,1.6668,4.19489411765,1.44433333333,3.1714,5.7342,5.35633333333
320.32,2.84683333333,6.11886666667,3.4806,2.46626666667,1.38066666667,3.8706745098,1.21606666667,2.76973333333,5.3944,4.8852
320.69,2.85405555556,6.23035384615,3.5658,2.52733333333,1.64653333333,4.00924705882,1.35033333333,2.8496,5.52853333333,4.7972
321.06,3.06455555555,6.52104615385,3.75613333333,2.604,1.83226666667,4.13963921569,1.42373333333,2.89533333333,5.70373333333,4.86253333333
321.43,2.96924444444,6.47521538462,3.67126666666,2.55393333333,1.6966,4.09230196079,1.41693333333,2.75946666667,5.64993333333,4.8278
321.80,2.99325555556,6.61851282051,3.69586666667,2.54506666667,1.53093333333,4.15071372549,1.39626666667,2.70353333333,5.65266666667,4.85986666666
322.16,3.08727777778,6.78677948718,3.93506666667,2.51,1.44646666667,4.25705490196,1.38833333334,2.65413333334,5.70433333333,4.90586666667
322.53,3.53816666666,7.22004102564,4.46426666667,2.9134,2.01426666667,4.6212745098,1.83453333333,3.0234,6.09333333333,5.4354
322.90,3.79106666667,7.49081025641,4.80366666667,3.14513333333,2.33246666667,4.86384313726,2.0988,3.28993333333,6.38953333333,5.7382
323.27,4.2284,8.00614358974,5.3868,3.5624,2.67226666667,5.22810980392,2.51966666667,3.75733333333,6.91786666667,6.18646666667
323.63,4.47513333333,8.49920512821,5.72693333333,3.81986666666,2.87226666667,5.46412941176,2.71606666667,4.1052,7.1434,6.42633333333
324.00,4.57958888889,8.69634871795,5.84806666667,3.94813333333,3.02113333333,5.51106666667,2.85746666667,4.24133333333,7.2226,6.562
324.37,4.9454,9.17417948718,6.25066666666,4.33713333333,3.2612,5.76305490196,3.1798,4.61266666667,7.6484,6.93306666667
324.74,5.16456666667,9.41002051282,6.45806666667,4.51813333333,3.40713333333,5.92922745098,3.55973333333,4.86153333333,7.95946666667,7.1232
325.10,5.21806666667,9.5318051282,6.672,4.58653333333,3.51093333333,6.01501960784,3.7198,5.0322,8.12173333333,7.24273333333
325.47,5.2893,9.66597435898,6.79753333334,4.60486666667,3.66146666666,6.08361176471,3.74653333333,5.1146,8.25093333333,7.42653333333
325.84,5.06883333333,9.5346,6.66666666667,4.41813333333,3.57153333333,5.90692941177,3.59986666667,4.96293333334,8.10986666667,7.21133333333
326.21,5.07602222222,9.6180051282,6.7344,4.50013333333,3.67806666667,5.88129019608,3.6798,5.04593333334,8.12526666667,7.28186666667
326.57,5.17851111111,9.82446666666,6.87486666667,4.64286666667,3.72446666667,6.00443921569,3.84253333333,5.14133333333,8.32133333333,7.311
326.94,5.20145555555,10.0461692308,6.95746666667,4.7606,3.67766666667,6.09898823529,3.9388,5.23213333333,8.46766666667,7.2484
327.31,4.82483333333,9.86558974358,6.6386,4.49613333333,3.4588,5.88329019608,3.67686666667,4.90753333333,8.24406666667,6.91106666667
327.67,4.50381111111,9.57592820513,6.27313333333,4.18593333333,3.16986666667,5.59074509804,3.44206666667,4.57786666667,8.06966666667,6.63033333333
328.04,4.56878888889,9.72136923078,6.39346666667,4.27613333333,3.22506666667,5.73361960784,3.54813333333,4.63433333333,8.20933333333,6.7
328.41,4.43686666667,9.63765128205,6.387,4.2838,3.15806666667,5.6777372549,3.52706666667,4.52973333333,8.12933333334,6.64306666667
328.78,4.48968888889,9.6111025641,6.46853333333,4.38573333333,3.19073333333,5.64759215686,3.46386666667,4.4728,8.16566666667,6.71106666667
329.14,4.4436,9.46503076923,6.3672,4.3966,3.10653333333,5.57495294118,3.39213333333,4.3532,8.18713333333,6.6736
329.51,4.53267777778,9.42061025641,6.36566666667,4.51753333333,3.0298,5.57993333333,3.5152,4.36966666667,8.28506666666,6.69806666667
329.88,4.94494444445,9.67067179487,6.62993333333,4.85833333333,3.26773333333,5.86970588235,3.855,4.63546666667,8.66973333333,7.0544
330.24,5.05612222222,9.75361538462,6.68953333333,4.9564,3.343,5.96811764706,3.9624,4.74186666667,8.86420000001,7.06606666667
330.61,4.84774444445,9.41605128205,6.5308,4.829,3.21513333333,5.73077647059,3.86253333333,4.54846666667,8.67900000001,6.7708
330.98,4.89556666667,9.24597948718,6.5844,4.81933333333,3.25733333333,5.60383921569,3.887,4.50453333333,8.65213333334,6.8208
331.34,5.12633333333,9.48593333333,6.8536,5.00413333333,3.45626666667,5.76771764706,4.17213333333,4.68693333333,8.91280000001,7.02173333333
331.71,5.33186666667,9.71723076923,7.1392,5.22993333333,3.6934,6.0139372549,4.4358,4.8604,9.22406666667,7.2338
332.08,5.17736666667,9.50897948718,6.98646666667,5.04246666667,3.58853333333,5.81011764706,4.30953333333,4.6938,9.13606666667,7.1598
332.44,5.11983333333,9.45612820513,6.81886666667,4.8536,3.49386666667,5.71471372549,4.1344,4.59286666667,9.13873333333,7.03126666667
332.81,4.82393333333,9.35671282051,6.49693333333,4.5582,3.28066666667,5.48958039216,3.85433333333,4.367,8.86753333333,6.80013333333
333.18,4.89267777778,9.45163076923,6.5452,4.62593333333,3.3446,5.57468627451,4.04266666667,4.40886666667,8.85966666666,6.87546666667
333.54,4.7694,9.45737948718,6.65386666667,4.48973333333,3.26286666667,5.55832941176,3.99386666667,4.29793333333,8.73160000001,6.777
333.91,4.55188888889,9.42359487179,6.59726666667,4.28366666667,3.13313333333,5.34799215686,3.8946,4.09306666667,8.49340000001,6.51526666667
334.28,4.40974444444,9.38912820513,6.51133333333,4.143,3.0086,5.24811764706,3.77013333333,3.91133333333,8.3854,6.36986666667
334.64,4.58681111111,9.76353846154,6.72646666667,4.2878,3.10626666667,5.47582352941,3.875,4.0822,8.60506666667,6.57313333333
335.01,4.63138888889,9.99625128205,6.82186666667,4.33073333333,3.16666666667,5.65570196078,3.94893333333,4.1178,8.74993333333,6.60733333333
335.38,4.86376666667,10.243774359,7.08506666667,4.5914,3.41433333333,5.85711764706,4.25873333333,4.32746666667,9.02826666666,6.82413333333
335.74,5.17411111111,10.5190358974,7.3658,4.8922,3.64366666667,6.05439607843,4.49393333333,4.51586666667,9.21286666666,7.0932
336.11,5.42857777778,10.7742769231,7.6396,5.09793333333,3.8482,6.28544705882,4.70326666667,4.7206,9.42246666665,7.22453333333
336.47,5.52282222222,10.9554820513,7.7682,5.1754,3.9326,6.31844705882,4.839,4.76826666667,9.48466666667,7.17186666667
336.84,5.7879,11.1492615385,8.07093333333,5.43973333334,4.09546666666,6.55587058823,5.16666666667,5.04506666667,9.78113333335,7.31446666667
337.21,5.74454444444,11.1641897436,8.095,5.40846666667,4.01413333333,6.52477647059,5.115,5.11053333333,9.76320000001,7.27086666667
337.57,5.82955555555,11.3042512821,8.1254,5.53206666666,4.11706666667,6.53085098039,5.2318,5.23186666667,9.92246666665,7.39253333333
337.94,5.93421111111,11.4343179487,8.22206666666,5.71113333333,4.20073333333,6.63434901961,5.267,5.37206666667,10.1303333333,7.59986666667
338.31,6.06503333333,11.5202769231,8.3342,5.866,4.3204,6.73712941176,5.369,5.4754,10.2928,7.7252
338.67,5.96078888889,11.3796358974,8.19046666666,5.79626666666,4.30866666667,6.56127058823,5.27913333333,5.36393333333,10.2135333333,7.63166666667
339.04,6.03308888889,11.3573589744,8.24086666667,5.8734,4.38073333333,6.53193333333,5.26946666667,5.41326666667,10.181,7.63413333333
339.40,5.78674444444,11.1469641026,7.98913333333,5.69866666667,4.11946666667,6.29359607843,4.98313333333,5.1658,9.89633333332,7.38066666667
339.77,5.61845555556,11.0454410256,7.83573333334,5.5536,4.04126666667,6.12950980392,4.8764,5.12986666667,9.82220000001,7.273
340.14,5.56343333333,10.9891538462,7.80246666666,5.58233333333,4.07,6.06574117647,4.88693333333,5.1502,9.88853333333,7.304
340.50,5.48738888889,10.9343641026,7.75820000001,5.5872,4.12266666667,6.05926666667,4.87853333333,5.1202,9.92486666667,7.38086666667
340.87,5.43945555556,10.9078615385,7.70826666667,5.53653333333,4.09426666667,5.95480392157,4.83846666667,4.99766666667,9.88519999999,7.36053333333
341.23,5.51201111111,11.0073641026,7.80133333334,5.6438,4.1792,5.98030588235,4.87746666667,4.97733333333,9.9968,7.38326666667
341.60,5.49423333334,10.9452974359,7.74853333333,5.6434,4.15713333333,5.92290588235,4.78766666667,4.91386666667,9.96813333335,7.26346666667
341.96,5.49037777778,10.8924564102,7.7792,5.61846666667,4.17493333333,5.95410980392,4.79953333333,4.9154,9.91693333333,7.2088
342.33,5.52216666667,10.9680615385,7.91513333333,5.69893333333,4.25046666667,6.01641176471,4.931,5.01706666667,9.97979999999,7.27786666667
342.70,5.5265,11.0084615385,8.0326,5.7598,4.23753333333,6.09374509804,5.02453333333,5.05573333334,10.1038,7.29586666667
343.06,5.33366666667,10.8526820513,7.88906666667,5.61573333333,4.05533333333,5.95004705882,4.93226666667,4.8608,10.0832666667,7.1748
343.43,5.4481,10.9198102564,8.02533333333,5.70153333333,4.16253333333,6.02545098039,4.99613333333,4.9606,10.2333333333,7.24546666667
343.79,5.30635555555,10.8973589744,7.96346666667,5.5662,3.99493333333,5.89048235294,4.9052,4.79566666667,10.091,7.0772
344.16,5.29932222222,11.0498974359,8.04093333333,5.5786,3.93953333333,5.89366666667,4.94993333333,4.69253333333,10.0891333333,7.07846666667
344.52,5.22835555556,11.0234717949,8.0342,5.54273333333,3.81426666667,5.82332156863,4.95106666667,4.6566,10.0419333333,7.02513333333
344.89,5.20948888889,11.0748769231,8.07786666666,5.6248,3.76073333333,5.82051764706,4.96733333333,4.6792,10.1016666667,7.01833333333
345.25,5.17936666667,11.1317435897,8.16606666667,5.62666666667,3.79393333333,5.77350196079,4.99926666667,4.7068,10.1014666667,7.08166666667
345.62,5.22287777778,11.2452820513,8.23173333333,5.64426666667,3.83993333333,5.82982745098,5.05866666667,4.72753333333,10.1265333333,7.1234
345.99,5.36464444444,11.4510974359,8.43573333334,5.8244,3.9952,5.92168235294,5.21453333333,4.8722,10.3252,7.27533333333
346.35,5.47983333333,11.5908205128,8.52926666666,5.9116,4.12766666666,5.97756862745,5.28966666666,4.93013333333,10.4418666667,7.40906666667
346.72,5.43273333333,11.5547641026,8.4264,5.80293333333,4.0224,5.85083137255,5.17553333333,4.81006666667,10.3430666667,7.34466666667
347.08,5.55421111111,11.7551846154,8.51813333333,5.89446666667,4.12653333334,5.92621960784,5.2356,4.87666666666,10.4200666667,7.40193333334
347.45,5.61692222222,11.8407589744,8.57726666667,5.92366666667,4.1422,5.92497254902,5.26893333333,4.877,10.4738,7.4702
347.81,5.64035555556,11.8650051282,8.63906666666,5.95826666667,4.17233333333,5.95305882353,5.27893333333,4.888,10.5731333333,7.53153333333
348.18,5.65991111111,11.7567333333,8.5832,5.96146666667,4.1532,5.94496078431,5.25733333333,4.93166666667,10.5265333333,7.42406666667
348.54,5.85714444444,11.9134820513,8.72926666666,6.10166666667,4.28146666667,6.07405098039,5.36346666667,5.0584,10.6778666667,7.4948
348.91,5.79235555555,11.9573179487,8.71879999999,6.01313333333,4.27973333333,6.06903529412,5.34926666667,5.00293333333,10.6777333333,7.44566666667
349.27,5.84037777778,11.9891230769,8.69653333333,6.05406666666,4.3216,6.17494901961,5.40166666667,5.02613333333,10.7521333333,7.42586666667
349.64,5.94087777778,12.1192205128,8.87233333334,6.16826666666,4.44366666667,6.28882352941,5.56046666667,5.16346666667,10.9107333333,7.55713333333
350.00,5.77981111111,12.0553897436,8.74813333333,6.05966666667,4.32146666667,6.1317882353,5.50233333333,5.06566666667,10.8247333333,7.40833333333
350.37,5.58147777778,11.8956410256,8.64433333333,5.9518,4.13633333333,5.9834627451,5.40153333333,4.94726666667,10.6428,7.17
350.73,5.48302222222,11.7834,8.61893333333,5.8752,4.04726666667,5.91710196078,5.3392,4.89233333333,10.5792,7.0338
351.10,5.37975555556,11.6436615385,8.54073333333,5.82573333333,3.92786666667,5.81971764706,5.26153333333,4.82986666667,10.4599333333,6.92986666667
351.46,5.17618888889,11.5298102564,8.36433333333,5.65433333334,3.7494,5.66472941177,5.08193333333,4.65086666667,10.3298,6.7664
351.83,5.35275555556,11.6098564103,8.57106666666,5.8486,3.96413333333,5.81549803921,5.28986666667,4.83093333333,10.5242666667,6.92066666667
352.19,5.48421111111,11.8336410256,8.80306666668,6.0882,4.1272,5.98699215686,5.38193333333,5.0118,10.7849333333,7.18446666667
352.55,5.56835555555,11.9496051282,8.9222,6.26266666667,4.30613333333,6.15078823529,5.54593333334,5.14426666667,10.8922,7.39346666667
352.92,5.57157777778,11.8172512821,8.8942,6.2276,4.30393333333,6.11383137255,5.50746666667,5.13866666666,10.8494,7.39766666667
353.28,5.46586666667,11.7936820513,8.81159999999,6.1408,4.1988,5.9587372549,5.40053333333,4.9712,10.8139333333,7.3382
353.65,5.25466666667,11.6285179487,8.60073333333,5.96273333333,4.0372,5.75273333333,5.19713333333,4.76873333333,10.6698,7.17286666667
354.01,5.32224444445,11.6312461539,8.67333333334,5.973,4.10626666667,5.83487843137,5.2764,4.80706666666,10.7456666667,7.23106666667
354.38,5.3604,11.7066461539,8.65606666665,5.96,4.073,5.81301568628,5.29186666667,4.797,10.8367333333,7.2896
354.74,5.62242222222,11.9931948718,8.87953333334,6.2246,4.3142,6.03103137255,5.54146666667,4.99826666667,11.0892,7.587
355.11,5.86042222222,12.2312102564,9.12966666667,6.4326,4.54793333333,6.23485098039,5.7332,5.19973333333,11.3296666667,7.8748
355.47,6.16812222222,12.4757487179,9.42026666667,6.71993333333,4.82613333333,6.45839215686,6.07126666666,5.48766666667,11.552,8.1236
355.83,6.09378888889,12.4767025641,9.37833333334,6.68106666667,4.73013333333,6.39441960784,6.00966666667,5.3728,11.4760666667,8.03473333333
356.20,6.15038888889,12.5230769231,9.40686666666,6.6396,4.73293333333,6.39,6.06466666667,5.3582,11.4771333333,8.02846666667
356.56,5.99526666667,12.3697076923,9.29333333333,6.45106666667,4.53166666667,6.21692156863,5.9138,5.18173333333,11.3743333333,7.80486666667
356.93,6.13185555555,12.5493589744,9.39333333333,6.61433333333,4.66093333333,6.34269411765,6.02426666667,5.30986666667,11.5134,7.9442
357.29,6.44174444445,12.8092358974,9.7254,6.91153333333,4.94346666667,6.65891372549,6.33146666667,5.68133333333,11.7964,8.21073333333
357.66,6.5624,12.9083487179,9.88453333333,7.09773333333,5.05026666667,6.76883529412,6.45673333333,5.82646666667,11.9522666667,8.3252
358.02,6.60686666667,12.9796923077,9.90273333333,7.11,4.98693333333,6.76564705883,6.39686666667,5.80246666667,11.9052666667,8.34559999999
358.38,6.68435555556,13.0323692308,10.0209333333,7.20553333334,5.08493333333,6.84468627451,6.47366666667,5.89953333333,11.9777333333,8.41673333334
358.75,6.69633333333,13.0998,10.0584666667,7.2194,5.10526666667,6.89174117647,6.50926666667,5.90793333333,12.0276666667,8.39280000001
359.11,6.70205555556,13.0836564103,10.0643333333,7.21186666667,5.14186666667,6.83960392157,6.6148,5.9162,12.0592,8.34993333334
359.48,6.73487777778,13.1022564102,10.1033333333,7.22533333333,5.1864,6.90482352941,6.64506666666,5.95186666667,12.1184,8.379
359.84,6.79596666667,13.1509538462,10.1036666667,7.23606666667,5.22293333333,6.97198431373,6.66906666667,6.04233333333,12.1810666667,8.43846666667
360.20,6.708,13.0498615385,10.0113333333,7.1444,5.13333333333,6.89614509804,6.60126666667,5.94006666667,12.0870666667,8.37646666667
360.57,6.81845555555,13.1879897436,10.0745333333,7.22993333333,5.1858,6.98942352941,6.67706666667,6.02186666667,12.177,8.476
360.93,6.75902222222,13.1598102564,10.0712666667,7.17633333333,5.119,6.91781176471,6.6226,5.94506666667,12.1402,8.36893333333
361.29,6.64697777778,13.024451282,9.91519999999,7.04786666667,5.01426666667,6.79845882353,6.46306666667,5.7768,12.0326,8.22533333333
361.66,6.63503333333,13.0121794872,9.92500000001,6.9744,4.98086666667,6.78797254902,6.47826666667,5.7522,11.9915333333,8.20146666667
362.02,6.63538888889,13.0402410256,9.92233333333,7.00186666667,5.02333333333,6.8352745098,6.551,5.8038,12.0555333333,8.19766666667
362.39,6.62686666667,13.1032051282,9.92979999999,6.99633333334,5.023,6.87354901961,6.5758,5.7774,12.0882,8.21013333333
362.75,6.51984444444,12.9995435898,9.81506666667,6.91306666667,4.95866666667,6.76395294118,6.5046,5.7096,12.0085333333,8.15473333333
363.11,6.4919,13.0409435897,9.79493333334,6.90806666667,4.93493333333,6.78806666667,6.45466666667,5.705,11.9826666667,8.13646666667
363.48,6.5309,13.0933794872,9.81773333333,6.97313333333,4.9708,6.85318823529,6.48873333333,5.73473333333,12.0012666667,8.1314
363.84,6.50418888889,13.0579897436,9.82073333333,6.9832,4.95913333333,6.82343921569,6.4302,5.72126666667,12.0158666667,8.0746
364.20,6.40861111111,13.0336564102,9.76173333333,6.93693333333,4.93766666667,6.74785882353,6.3984,5.67813333333,11.9814,7.91286666667
364.57,6.33582222222,12.9972564103,9.7604,6.892,4.9418,6.67610588235,6.356,5.62533333333,11.9774666667,7.86713333333
364.93,6.34832222222,13.0221282051,9.81579999999,6.87586666667,4.97913333333,6.71840392157,6.38346666667,5.66646666667,12.0134666667,7.9486
365.29,6.39895555556,13.0653487179,9.91593333334,6.89893333334,5.00366666667,6.75149019608,6.4788,5.73326666667,12.0717333333,7.978
365.66,6.42336666667,13.0479179487,9.89553333333,6.905,4.9638,6.78484705882,6.47006666667,5.71993333333,12.0631333333,7.9512
366.02,6.40077777778,12.9924615385,9.90113333334,6.8926,4.94673333333,6.73597647059,6.43693333333,5.65366666667,12.037,7.95986666667
366.38,6.34842222222,12.8888,9.83893333334,6.8078,4.857,6.63300784314,6.38913333334,5.58246666666,11.9853333333,7.86913333333
366.75,6.43846666667,12.9205384615,9.92406666667,6.87793333333,4.8892,6.68307843137,6.42293333333,5.6324,12.0123333333,7.92826666667
367.11,6.38817777778,12.8275230769,9.86539999999,6.80793333333,4.7912,6.58764313725,6.34086666667,5.5692,11.938,7.8612
367.47,6.25461111111,12.7305076923,9.77880000001,6.6372,4.66693333333,6.44314509804,6.2134,5.4454,11.8296666667,7.77386666667
367.84,6.30064444444,12.7926923077,9.86780000001,6.691,4.7336,6.48749411765,6.3318,5.473,11.8382666667,7.84873333333
368.20,6.54103333333,12.9779128205,10.1066666667,6.91626666667,4.9074,6.67389803921,6.5132,5.68106666667,12.0098666667,8.08486666667
368.56,6.58528888889,12.9882871795,10.1188666667,6.97066666667,4.93253333333,6.73967843137,6.56106666667,5.73666666667,12.0078,8.13046666667
368.93,6.63468888889,13.0018564103,10.119,7.0248,4.91226666667,6.76728235294,6.63846666667,5.74966666667,12.0208666667,8.12673333334
369.29,6.60118888889,12.9665846154,10.0392666667,7.003,4.88986666667,6.71267843138,6.5968,5.6852,11.9588,8.08073333333
369.65,6.60735555555,13.0135435897,10.0581333333,7.04926666667,4.9506,6.72099607843,6.6112,5.68953333333,11.9644666667,8.10166666667
370.01,6.73338888889,13.1219179487,10.1508,7.1954,5.05893333333,6.83086666667,6.72953333333,5.81186666667,12.0959333333,8.19253333333
370.38,6.81516666667,13.2573948718,10.2305333333,7.3322,5.19126666667,6.96634117647,6.7654,5.92666666667,12.1421333333,8.30460000001
370.74,6.78975555555,13.2103128205,10.1604666667,7.27266666667,5.17093333333,6.96238039216,6.7726,5.91233333333,12.1090666667,8.2534
371.10,6.8373,13.2708153846,10.2164,7.33753333333,5.2182,7.04578823529,6.80413333333,5.98013333333,12.1931333333,8.30086666667
371.46,6.8691,13.2673948718,10.2539333333,7.4206,5.25006666667,7.05813333333,6.8162,6.026,12.2344,8.34866666666
371.83,6.8043,13.1908410256,10.1358666667,7.32813333333,5.13213333333,6.98174509804,6.6956,5.9316,12.1486,8.2558
372.19,6.62937777778,13.0076871795,9.95966666665,7.15873333333,4.95546666667,6.81852941177,6.49406666667,5.7538,11.9813333333,8.1288
372.55,6.6153,12.971451282,9.91906666666,7.1684,4.92733333333,6.78675294117,6.44113333333,5.72933333333,11.9544,8.11233333333
372.92,6.57282222222,12.9137948718,9.90293333334,7.13886666667,4.95833333333,6.74656078431,6.38833333333,5.70026666667,11.9149333333,8.07906666667
373.28,6.48487777778,12.8891435897,9.85906666667,7.15113333333,4.93653333333,6.71309019608,6.3658,5.68733333333,11.8674666667,8.05613333333
373.64,6.49785555556,12.9309076923,9.87793333333,7.1686,4.9872,6.73668235294,6.39953333334,5.75846666667,11.9188,8.11373333333
374.00,6.41627777778,12.8548307692,9.84180000001,7.09886666667,4.94506666666,6.70043921569,6.32806666667,5.7258,11.8586,8.10613333333
374.37,6.39051111111,12.7340051282,9.81393333333,7.06173333333,4.89953333333,6.65039607843,6.27893333334,5.69033333333,11.8453333334,8.07893333333
374.73,6.36656666667,12.7485435897,9.81906666667,7.08346666667,4.90066666667,6.63076862745,6.26933333333,5.67566666667,11.8343333333,8.0602
375.09,6.27348888889,12.6884923077,9.73646666667,6.99166666667,4.87566666667,6.57378039216,6.25133333333,5.5938,11.7234,8.01306666667
375.45,6.20595555556,12.7116205128,9.69020000001,6.94966666666,4.87006666667,6.5629372549,6.24326666666,5.55166666667,11.6799333333,7.98033333333
375.81,6.2629,12.8088974359,9.77306666668,7.05586666667,5.03373333333,6.62969411765,6.3564,5.65613333333,11.7367333333,8.07526666666
376.18,6.32497777778,12.8975538462,9.80713333332,7.1236,5.14353333333,6.70156862745,6.43633333333,5.74046666667,11.8082,8.11073333333
376.54,6.38161111111,12.9191794872,9.87986666665,7.14813333333,5.18793333333,6.73944705883,6.47206666667,5.80626666667,11.8209333333,8.1452
376.90,6.32291111111,12.9128461539,9.823,7.1348,5.1274,6.65185098039,6.4086,5.76213333333,11.7636,8.12586666667
377.26,6.4315,13.0096666667,9.92466666666,7.19186666667,5.21093333333,6.77538431373,6.4916,5.8648,11.8123333333,8.2408
377.63,6.37394444444,12.9128615385,9.85206666667,7.14046666667,5.15466666667,6.7295372549,6.42973333333,5.78913333333,11.7224666667,8.18126666667
377.99,6.38432222222,12.893251282,9.76986666668,7.10186666667,5.12126666667,6.70597254902,6.40086666667,5.72313333333,11.6532,8.13533333333
378.35,6.26496666667,12.8290923077,9.66726666667,6.98186666667,5.02066666667,6.58315294118,6.32853333333,5.61213333333,11.4970666667,8.0018
