wavelength,Back_OryNutf,Belly_OryNutf,Breast_OryNutf,Crissum_OryNutf,Crown_OryNutf,DorTail_OryNutf,Rump_OryNutf,Throat_OryNutf,WingTip_OryNutf
355.47,4.16366666667,4.13922222222,4.83844444444,3.47088888889,4.62730769231,4.93744444445,4.20011111111,3.99344444444,6.23633333333
355.83,4.21688888889,4.14166666667,4.773,3.41744444444,4.6290982906,4.935,4.16144444444,3.88044444444,6.34611111111
356.20,4.12177777778,4.04411111111,4.66144444444,3.26555555556,4.57172051282,4.84411111111,3.99566666666,3.70433333333,6.30022222222
356.56,4.03055555556,4.06088888889,4.69422222222,3.216,4.59547008547,4.84122222222,3.94844444445,3.62422222222,6.29477777778
356.93,4.07377777778,4.16922222222,4.62433333333,3.37533333333,4.66425555556,4.85811111111,3.94288888889,3.66722222222,6.26755555556
357.29,4.133,4.22344444445,4.59011111111,3.40222222222,4.71525299145,4.90266666667,3.91288888889,3.71111111111,6.31422222222
357.66,4.047,4.124,4.63544444444,3.34866666667,4.70823760684,4.84633333333,3.84544444445,3.71166666667,6.18244444444
358.02,3.86311111111,3.852,4.51122222222,3.07888888889,4.49072820513,4.564,3.64566666667,3.48111111111,5.89688888889
358.38,3.83022222222,3.89611111111,4.37166666667,3.06066666667,4.43751282051,4.49288888889,3.57,3.46133333333,5.82722222222
358.75,3.561,3.65733333333,4.17833333333,2.87733333333,4.23215897436,4.32022222222,3.29811111111,3.34566666667,5.623
359.11,3.58755555555,3.68877777778,4.17933333333,2.99966666667,4.28567863248,4.31477777778,3.411,3.32866666667,5.66622222222
359.48,3.72,3.82333333333,4.205,3.12,4.36008974359,4.37666666667,3.52,3.36666666667,5.795
359.84,3.70433333333,3.86811111111,4.28222222222,3.19933333333,4.44563162393,4.40055555555,3.56133333334,3.443,5.81144444445
360.20,3.54666666667,3.71533333333,4.25777777778,3.124,4.32101965812,4.36777777778,3.49777777778,3.45055555555,5.64944444444
360.57,3.62966666666,3.73377777778,4.27088888889,3.16755555556,4.34924871795,4.39044444445,3.54266666667,3.50755555556,5.78577777778
360.93,3.371,3.46411111111,4.08111111111,2.85733333333,4.06783162393,4.14566666667,3.27622222222,3.20577777778,5.55977777778
361.29,3.35344444444,3.41622222222,4.08444444444,2.78066666667,3.98378717949,4.11822222222,3.27388888889,3.11822222222,5.49555555556
361.66,3.54911111111,3.59788888889,4.07644444444,2.93844444444,4.09137692308,4.24566666666,3.40666666667,3.213,5.57011111111
362.02,3.52566666667,3.60677777778,4.05944444444,2.97933333333,4.08509487179,4.308,3.438,3.27611111111,5.56277777778
362.39,3.53266666667,3.50755555556,4.057,2.90544444444,4.05990769231,4.27255555556,3.36244444444,3.26477777778,5.51688888889
362.75,3.713,3.671,4.199,3.146,4.20502393162,4.47811111111,3.55588888889,3.36777777778,5.70655555556
363.11,3.74588888889,3.636,4.26744444444,3.12577777778,4.19305555556,4.53544444445,3.54588888889,3.44155555556,5.76188888889
363.48,3.67511111111,3.591,4.32233333333,3.10733333334,4.1405008547,4.53233333334,3.51266666667,3.49377777778,5.75022222222
363.84,3.74933333333,3.68288888889,4.32366666667,3.22011111111,4.16906153846,4.61655555556,3.65555555556,3.59933333333,5.82666666667
364.20,3.78633333333,3.73622222222,4.288,3.20933333333,4.20787948718,4.55077777778,3.67422222222,3.61811111111,5.89211111111
364.57,3.61611111111,3.56477777778,4.15011111111,3.10055555555,4.00804188034,4.32811111111,3.45611111111,3.535,5.78155555556
364.93,3.78977777778,3.755,4.40844444444,3.33677777778,4.18856666666,4.49077777778,3.70166666667,3.80511111111,5.97111111111
365.29,3.87811111111,3.82244444444,4.44,3.52633333333,4.26123162393,4.50155555556,3.72844444444,3.88433333333,6.00011111111
365.66,3.84877777778,3.82733333333,4.63833333333,3.53633333333,4.24937350428,4.55911111111,3.77566666667,3.85822222222,6.08722222222
366.02,3.87322222222,3.856,4.667,3.67044444444,4.28951794872,4.52022222222,3.79211111111,3.80611111111,6.17177777778
366.38,4.02177777778,4.02955555555,4.75522222222,3.87644444445,4.3816991453,4.58322222222,3.99833333333,3.80444444445,6.30411111111
366.75,3.97122222222,3.92722222222,4.60733333333,3.69277777778,4.26261452991,4.40733333333,3.89877777778,3.68477777778,6.13566666667
367.11,3.85311111111,3.83744444444,4.52744444444,3.62188888889,4.12258034188,4.28344444444,3.77066666666,3.43488888889,5.93633333333
367.47,3.78166666667,3.72122222222,4.31877777778,3.53833333333,4.06763504274,4.252,3.691,3.22533333333,5.80855555556
367.84,3.95488888889,3.77722222222,4.56711111111,3.57266666667,4.16524615385,4.38966666667,3.78844444444,3.23366666667,5.82433333333
368.20,3.97744444445,3.84,4.55588888889,3.66433333334,4.16033760684,4.41677777778,3.80333333333,3.23466666667,5.76455555555
368.56,4.13155555555,4.00577777778,4.55711111111,3.73988888889,4.31566752137,4.59188888889,4.02022222222,3.36377777778,5.72766666667
368.93,4.08077777778,3.899,4.376,3.572,4.25571623932,4.483,3.87166666667,3.21277777778,5.64644444445
369.29,3.90533333333,3.73077777778,4.232,3.34011111111,4.15117179487,4.33688888889,3.66077777778,3.07366666667,5.47788888889
369.65,3.85377777778,3.69744444444,4.03677777778,3.26333333333,4.08678290598,4.21822222222,3.59466666667,3.10233333333,5.37233333333
370.01,3.93633333333,3.77611111111,4.12111111111,3.21355555556,4.17408888889,4.331,3.63511111111,3.15411111111,5.43088888889
370.38,3.90788888889,3.78855555556,4.20577777778,3.16811111111,4.17708888889,4.40155555556,3.61466666667,3.272,5.422
370.74,3.83977777778,3.80455555555,4.27566666667,3.28333333333,4.2057017094,4.37833333333,3.57355555556,3.30311111111,5.41711111111
371.10,3.93011111111,3.88777777778,4.24044444444,3.32622222222,4.28422649573,4.43611111111,3.66988888889,3.52144444444,5.51988888889
371.46,4.13166666667,4.078,4.41744444444,3.46422222222,4.45071794872,4.51477777778,3.83255555556,3.795,5.67
371.83,3.98688888889,3.96488888889,4.21988888889,3.39377777778,4.34117350427,4.40988888889,3.70222222222,3.73788888889,5.59922222222
372.19,4.03744444445,4.00644444444,4.26744444444,3.40333333333,4.38391709402,4.44455555556,3.67177777778,3.73066666667,5.66544444444
372.55,4.08033333333,4.03622222222,4.34655555556,3.55666666667,4.46386324786,4.52455555556,3.75811111111,3.81277777778,5.72622222222
372.92,4.12288888889,4.15366666667,4.42877777778,3.74222222222,4.5301991453,4.63977777778,3.84177777778,3.86533333333,5.78333333333
373.28,4.24844444444,4.30655555555,4.55244444444,3.91511111111,4.61312820513,4.73366666667,4.01722222222,3.95744444444,5.98155555555
373.64,4.20433333333,4.32255555555,4.58877777778,3.87677777778,4.62574529914,4.71322222222,3.94855555556,3.96744444444,5.98966666667
374.00,4.31155555556,4.396,4.588,4.00188888889,4.65711880342,4.79444444444,4.02666666667,4.137,6.09155555555
374.37,4.34444444444,4.49811111111,4.63711111111,4.04177777778,4.73813846154,4.85577777778,4.03322222222,4.11433333333,6.13788888889
374.73,4.53322222222,4.74322222222,4.80055555556,4.15244444444,4.91715470085,5.04955555555,4.23844444444,4.279,6.29177777778
375.09,4.57833333333,4.77511111111,4.86744444444,4.24133333333,5.00075641026,5.09255555556,4.30077777778,4.28088888889,6.32011111111
375.45,4.52333333334,4.86944444445,4.90966666667,4.28866666667,5.00160598291,5.09288888889,4.297,4.272,6.31555555555
375.81,4.52655555555,4.84666666667,4.90033333333,4.26522222222,4.95985811966,5.00155555556,4.28977777778,4.31166666667,6.27111111111
376.18,4.74166666667,5.00322222222,4.99777777778,4.47211111111,5.03454871795,5.15133333333,4.55488888889,4.50688888889,6.44266666667
376.54,4.64822222222,4.99566666667,4.91744444444,4.35711111111,4.92712051282,5.09466666667,4.48766666667,4.34266666667,6.38577777778
376.90,4.70833333333,5.03644444444,4.94922222222,4.28522222222,4.92860683761,5.08633333333,4.58644444444,4.40311111111,6.40544444445
377.26,4.64833333333,4.95933333333,4.92255555556,4.20133333333,4.9020974359,5.01233333333,4.59666666667,4.43911111111,6.33444444444
377.63,4.78044444444,5.02955555555,4.94911111111,4.34366666666,4.97263418803,5.09177777778,4.66488888889,4.45255555555,6.48822222222
377.99,4.70933333333,4.94988888889,4.84177777778,4.25366666666,4.87802991453,4.98933333333,4.59977777778,4.30377777778,6.36244444444
378.35,4.58833333334,4.76844444445,4.65277777778,4.14766666667,4.72861709402,4.82588888889,4.44344444445,4.20866666667,6.23066666667
378.71,4.59155555555,4.63744444444,4.62633333333,4.07677777778,4.62446410256,4.76877777778,4.34555555555,4.15033333333,6.13611111111
379.07,4.51622222222,4.58222222222,4.59433333333,3.91144444444,4.53216068376,4.718,4.25455555555,4.137,6.06922222222
379.44,4.46311111111,4.44755555556,4.41888888889,3.75355555555,4.4334940171,4.62833333333,4.146,4.05133333333,5.99466666667
379.80,4.52588888889,4.56144444444,4.46366666667,3.83766666666,4.51664102564,4.749,4.20855555556,4.13344444445,6.05233333333
380.16,4.37766666667,4.43122222222,4.41077777778,3.64177777778,4.47376837607,4.65333333333,4.10655555556,4.02644444445,5.95033333333
380.52,4.50966666667,4.51222222222,4.52655555556,3.73777777778,4.58267521368,4.686,4.15488888889,4.21555555555,6.07022222222
380.88,4.48544444444,4.53911111111,4.53588888889,3.82722222222,4.61674957265,4.74444444445,4.14055555555,4.30166666667,6.06155555556
381.24,4.55366666667,4.64688888889,4.57155555556,3.91977777778,4.64944786325,4.85366666666,4.19366666667,4.32577777778,6.10633333333
381.61,4.59888888889,4.68555555555,4.634,3.94477777778,4.72318290599,4.91833333333,4.30277777778,4.401,6.08611111111
381.97,4.63755555556,4.78155555556,4.78411111111,3.99644444444,4.8272025641,5.00488888889,4.41088888889,4.51888888889,6.12788888889
382.33,4.69666666667,4.839,4.88333333333,4.02166666667,4.86054871795,5.06311111111,4.51311111111,4.63433333333,6.22011111111
382.69,4.57822222222,4.80122222222,4.77211111111,3.928,4.83612649573,5.00811111111,4.52577777778,4.59933333333,6.27511111111
383.05,4.536,4.77511111111,4.73211111111,3.96911111111,4.78221452992,4.95833333333,4.47088888889,4.57444444445,6.313
383.41,4.60033333333,4.86966666667,4.86433333333,4.11566666667,4.87823076923,5.04555555555,4.57211111111,4.64266666667,6.42077777778
383.77,4.52833333334,4.79955555556,4.81455555556,4.04277777778,4.82880769231,4.96922222222,4.509,4.62833333333,6.39944444444
384.14,4.56955555556,4.83066666667,4.86755555556,4.14544444444,4.91903589743,5.02433333333,4.52644444444,4.70766666667,6.47433333333
384.50,4.62733333333,4.87888888889,4.92766666667,4.15266666667,4.94747264957,5.06833333333,4.57322222222,4.68811111111,6.48
384.86,4.60544444444,4.84222222222,4.86466666667,4.06122222222,4.91206153846,5.02033333333,4.52377777778,4.645,6.42322222222
385.22,4.57355555556,4.79955555556,4.83622222222,3.97022222222,4.89000512821,4.929,4.45211111111,4.55755555555,6.41633333333
385.58,4.47311111111,4.72666666667,4.68411111111,3.85211111111,4.80749316239,4.82666666667,4.34633333334,4.53533333333,6.36988888889
385.94,4.43433333333,4.69122222222,4.59155555556,3.77844444445,4.74315128205,4.73633333333,4.274,4.50544444445,6.35822222222
386.30,4.38022222222,4.702,4.48455555556,3.684,4.73208632479,4.656,4.22888888889,4.37711111111,6.31666666667
386.66,4.36855555556,4.70844444444,4.52733333333,3.69933333334,4.75565982906,4.63788888889,4.25044444444,4.40722222222,6.29011111111
387.03,4.34022222222,4.71455555556,4.49488888889,3.73544444445,4.77167350428,4.65411111111,4.27755555556,4.41788888889,6.23677777778
387.39,4.33322222222,4.694,4.48688888889,3.69366666667,4.75198803419,4.63377777778,4.297,4.45333333333,6.18144444444
387.75,4.51955555556,4.89644444445,4.66666666667,3.85788888889,4.9626,4.83855555556,4.48722222222,4.64288888889,6.39588888889
388.11,4.63855555556,5.00955555556,4.74411111111,3.92844444444,5.08384700855,4.94244444445,4.56866666666,4.76133333333,6.51866666667
388.47,4.63688888889,4.93222222222,4.71888888889,3.90466666667,5.09680940171,4.952,4.59533333333,4.805,6.559
388.83,4.69444444444,4.92855555555,4.83477777778,3.97222222222,5.14444615385,5.00988888889,4.64188888889,4.81988888889,6.61555555556
389.19,4.73766666667,4.92455555555,4.87744444444,4.01344444444,5.19477350427,5.08366666667,4.68777777778,4.94955555556,6.61477777778
389.55,4.77311111111,4.92,4.88544444444,4.05133333333,5.15127264957,5.12588888889,4.69544444444,4.96766666667,6.56344444444
389.91,4.78466666667,4.93055555556,4.88622222222,4.09477777778,5.17381025641,5.151,4.70644444444,4.98644444444,6.57933333333
390.27,4.86388888889,4.95011111111,5.00166666667,4.26944444444,5.27312136752,5.25833333333,4.78922222222,5.12622222222,6.62466666667
390.63,4.92833333333,5.04111111111,5.08833333333,4.34411111111,5.30788119658,5.35633333333,4.81266666666,5.247,6.62866666667
391.00,5.02644444445,5.09533333333,5.14722222222,4.36766666667,5.3798008547,5.38088888889,4.84444444444,5.29977777778,6.68066666667
391.36,5.06477777778,5.13466666667,5.20277777778,4.43433333333,5.42493760684,5.39377777778,4.88422222222,5.33066666667,6.74233333333
391.72,4.97022222222,4.992,5.11377777778,4.35055555556,5.31303076923,5.27266666667,4.80566666667,5.17666666667,6.64533333333
392.08,4.87233333333,4.90233333333,5.01966666667,4.27644444445,5.22085897436,5.19477777778,4.71977777778,5.10611111111,6.53611111111
392.44,4.68955555555,4.78911111111,4.82933333333,4.16133333333,5.06682222222,5.04966666667,4.53777777778,4.94366666667,6.35688888889
392.80,4.62666666667,4.75655555556,4.78677777778,4.13744444445,4.99955555556,5.01377777778,4.49144444444,4.88133333333,6.32855555556
393.16,4.56877777778,4.78444444444,4.80466666667,4.18088888889,4.96812735043,5.02011111111,4.463,4.83544444444,6.30433333333
393.52,4.56644444444,4.79577777778,4.84566666667,4.16555555556,5.0093957265,5.02211111111,4.47944444444,4.82055555556,6.32177777778
393.88,4.53733333333,4.78744444445,4.84222222222,4.14177777778,4.96533333333,5.003,4.44388888889,4.82033333333,6.25933333333
394.24,4.52355555556,4.787,4.83033333333,4.12,4.9192982906,4.963,4.40611111111,4.79355555555,6.21377777778
394.60,4.53533333333,4.76922222222,4.766,4.138,4.93502649573,4.94511111111,4.41044444445,4.749,6.22233333333
394.96,4.53033333334,4.81255555556,4.73588888889,4.14311111111,4.93335213675,5.00577777778,4.47,4.80577777778,6.24366666667
395.32,4.53455555556,4.78933333333,4.71544444444,4.11655555555,4.90995213675,5.00288888889,4.41655555555,4.77766666667,6.22211111111
395.68,4.54433333334,4.83533333333,4.71444444444,4.15477777778,4.92504188034,5.02888888889,4.41666666666,4.86155555555,6.21788888889
396.04,4.59266666667,4.89033333333,4.80877777778,4.19933333333,4.94453247863,5.07288888889,4.46666666667,4.91511111111,6.25411111111
396.40,4.75288888889,5.05111111111,5.02344444444,4.36277777778,5.07817264957,5.23233333333,4.62666666666,5.10377777778,6.37911111111
396.76,4.83711111111,5.12277777778,5.02644444444,4.35366666667,5.13980769231,5.246,4.65766666667,5.20311111111,6.40311111111
397.12,4.88544444444,5.15055555556,5.03155555556,4.34077777778,5.19226068376,5.26633333333,4.71611111111,5.26855555556,6.45911111111
397.48,4.93544444444,5.22366666667,5.11122222222,4.42466666667,5.21471880342,5.29911111111,4.74644444444,5.29077777778,6.51622222222
397.84,4.99333333333,5.25944444444,5.16277777778,4.52188888889,5.29828119658,5.34733333333,4.81622222222,5.27388888889,6.60466666667
398.20,4.95877777778,5.21188888889,5.14711111111,4.49988888889,5.26451111111,5.36566666667,4.78655555556,5.26222222222,6.61944444444
398.56,4.90522222222,5.171,5.10977777778,4.47533333333,5.21163846154,5.32577777778,4.71422222222,5.23033333333,6.55255555555
398.92,4.90266666667,5.146,5.20266666667,4.46277777778,5.22112820513,5.28611111111,4.68622222222,5.19044444444,6.52688888889
399.28,4.87644444444,5.09944444445,5.15433333333,4.447,5.2178008547,5.27344444444,4.68488888889,5.15833333333,6.48566666667
399.64,4.78811111111,5.03311111111,5.08833333333,4.35588888889,5.11072649573,5.14677777778,4.582,5.036,6.35744444445
400.00,4.76866666667,5.02111111111,5.05311111111,4.36822222222,5.07105299145,5.12066666667,4.53877777778,4.99711111111,6.30622222222
400.36,4.78111111111,5.04833333333,5.04577777778,4.39066666667,5.09758205128,5.12522222222,4.57111111111,5.02944444445,6.31711111111
400.72,4.78622222222,5.03433333333,5.08555555556,4.45266666667,5.13112820513,5.16722222222,4.60533333333,4.99988888889,6.40722222222
401.08,4.81377777778,5.01788888889,5.03244444444,4.48544444445,5.11373760684,5.17666666666,4.592,4.93077777778,6.42344444445
401.44,4.76177777778,4.95588888889,4.95822222222,4.42122222222,5.09074957265,5.12066666667,4.572,4.87522222222,6.39977777778
401.80,4.72444444445,4.89855555556,4.88066666667,4.37844444444,5.03688461538,5.08433333333,4.52388888889,4.87888888889,6.352
402.16,4.75488888889,4.90677777778,4.87411111111,4.38511111111,5.05400598291,5.05155555556,4.53466666667,4.88122222222,6.316
402.52,4.84111111111,4.97022222222,4.99377777778,4.45577777778,5.13864615385,5.11788888889,4.62577777778,4.93677777778,6.46644444444
402.88,4.79688888889,4.94233333333,4.93922222222,4.42888888889,5.09897777778,5.08388888889,4.56455555555,4.90355555556,6.45355555555
403.24,4.77466666667,4.95655555556,4.94433333333,4.42788888889,5.07852564103,5.08466666667,4.54644444445,4.90522222222,6.47322222222
403.60,4.81333333333,4.95811111111,5.01822222222,4.48011111111,5.13588717949,5.18011111111,4.61777777778,4.98355555556,6.49044444444
403.95,4.73588888889,4.89766666667,4.95688888889,4.42144444444,5.11322820513,5.11144444445,4.578,4.91855555556,6.44977777778
404.31,4.60888888889,4.77255555556,4.83244444444,4.30744444445,4.99235555555,4.97455555555,4.45333333333,4.744,6.36088888889
404.67,4.56766666667,4.74966666667,4.82155555556,4.29611111111,4.96547435897,4.94911111111,4.44488888889,4.73311111111,6.286
405.03,4.47044444445,4.68844444444,4.745,4.198,4.88616068376,4.87955555556,4.36233333333,4.65811111111,6.19888888889
405.39,4.41444444444,4.65066666666,4.71888888889,4.17311111111,4.82377264957,4.84377777778,4.29611111111,4.66344444444,6.12555555556
405.75,4.44677777778,4.67033333333,4.757,4.184,4.84747948718,4.85211111111,4.31088888889,4.67288888889,6.14155555556
406.11,4.43133333333,4.72255555555,4.77455555556,4.16233333333,4.85370683761,4.87022222222,4.316,4.69611111111,6.18011111111
406.47,4.39766666667,4.70044444445,4.69777777778,4.12655555555,4.79634188034,4.818,4.26866666666,4.67588888889,6.08966666667
406.83,4.39266666667,4.70533333333,4.68488888889,4.19011111111,4.79689145299,4.825,4.31311111111,4.68466666667,6.07011111111
407.19,4.39522222222,4.73666666667,4.69855555556,4.20355555556,4.81777692308,4.82111111111,4.32633333333,4.72277777778,6.05277777778
407.55,4.38122222222,4.72644444444,4.64433333333,4.15655555556,4.79423931624,4.78633333334,4.28077777778,4.67944444444,6.066
407.90,4.50433333333,4.84522222222,4.76222222222,4.25011111111,4.89924529915,4.89411111111,4.43488888889,4.78777777778,6.20788888889
408.26,4.63377777778,4.93922222222,4.90888888889,4.34633333333,5.01507692308,5.00866666667,4.53444444444,4.874,6.31288888889
408.62,4.67355555555,4.96644444444,4.90366666667,4.35366666667,5.04536581197,5.02811111111,4.553,4.91144444444,6.33833333333
408.98,4.79044444445,5.082,5.05322222222,4.489,5.16901367521,5.10433333333,4.68333333333,5.02777777778,6.44955555556
409.34,4.86033333333,5.15488888889,5.11911111111,4.56833333333,5.24503418803,5.175,4.76644444444,5.05411111111,6.53488888889
409.70,4.88255555555,5.196,5.16677777778,4.58766666667,5.28155299145,5.20633333333,4.81744444445,5.07966666667,6.58533333333
410.06,4.85544444445,5.16144444444,5.18011111111,4.584,5.26323760684,5.17922222222,4.83233333333,5.02966666667,6.52911111111
410.42,4.80022222222,5.098,5.11011111111,4.53544444444,5.24292136752,5.14577777778,4.78822222222,4.93733333333,6.50022222222
410.77,4.83088888889,5.12022222222,5.11244444444,4.53288888889,5.27201452991,5.15355555556,4.767,4.95266666667,6.53
411.13,4.90188888889,5.17255555555,5.18455555556,4.57222222222,5.35136068376,5.22566666667,4.842,5.03,6.61733333333
411.49,4.962,5.23333333333,5.26166666667,4.648,5.42198376068,5.27555555556,4.90922222222,5.07833333333,6.66977777778
411.85,4.89711111111,5.15588888889,5.17488888889,4.60844444444,5.34271538462,5.21122222222,4.82477777778,4.999,6.58711111111
412.21,4.82944444444,5.06855555555,5.03488888889,4.54533333333,5.27835213675,5.13988888889,4.76577777778,4.98766666667,6.50388888889
412.57,4.80433333334,5.07733333333,5.05155555556,4.54433333333,5.25103846154,5.15244444444,4.77877777778,4.98788888889,6.50633333333
412.92,4.78533333333,5.07922222222,5.06566666667,4.56466666666,5.24065982906,5.16344444444,4.79633333333,5.00644444444,6.47477777778
413.28,4.80866666667,5.10566666667,5.114,4.59322222222,5.26688290598,5.18688888889,4.82155555555,5.03255555556,6.48055555556
413.64,4.77955555556,5.09022222222,5.14055555556,4.61211111111,5.25170598291,5.17466666667,4.79333333333,5.00355555555,6.44366666667
414.00,4.78688888889,5.11955555555,5.15733333333,4.65166666667,5.27061025641,5.17088888889,4.78311111111,5.03088888889,6.48133333333
414.36,4.84022222222,5.19455555556,5.27377777778,4.744,5.3045,5.25533333333,4.82877777778,5.12777777778,6.534
414.72,4.82266666667,5.20077777778,5.31933333333,4.69322222222,5.27993675214,5.24444444445,4.81911111111,5.10766666667,6.515
415.07,4.71255555555,5.11633333333,5.238,4.65011111111,5.16338717949,5.16733333333,4.72488888889,5.03166666667,6.43377777778
415.43,4.719,5.16422222222,5.28677777778,4.69377777778,5.19232991453,5.192,4.77555555555,5.07411111111,6.45944444445
415.79,4.73866666667,5.22633333333,5.33233333333,4.71477777778,5.22029401709,5.24911111111,4.80422222222,5.11777777778,6.46666666667
416.15,4.75144444444,5.3,5.428,4.74055555555,5.2469991453,5.26433333333,4.83544444444,5.10666666667,6.50566666667
416.51,4.75377777778,5.30766666667,5.40922222222,4.75122222222,5.24422991453,5.242,4.81933333333,5.06988888889,6.51566666667
416.86,4.73844444444,5.28277777778,5.37077777778,4.74111111111,5.23603504274,5.19955555555,4.77277777778,5.02633333333,6.50877777778
417.22,4.74955555555,5.31933333333,5.37544444444,4.72222222222,5.26021965812,5.19555555556,4.78355555555,5.05777777778,6.52166666667
417.58,4.74266666667,5.33888888889,5.34611111111,4.709,5.25931538462,5.20777777778,4.771,5.07844444444,6.52033333333
417.94,4.80044444444,5.38533333333,5.39288888889,4.76377777778,5.2994017094,5.26666666667,4.82411111111,5.13122222222,6.55355555556
418.29,4.81255555556,5.40711111111,5.41444444444,4.75411111111,5.34142393162,5.25877777778,4.85566666667,5.168,6.59155555555
418.65,4.85188888889,5.41455555556,5.42333333333,4.78777777778,5.38475641026,5.278,4.88711111111,5.19411111111,6.63077777778
419.01,4.84566666666,5.419,5.41633333333,4.76922222222,5.39166495726,5.26244444444,4.85944444444,5.17977777778,6.62911111111
419.37,4.82044444444,5.40111111111,5.34155555556,4.73533333333,5.35182393163,5.25333333333,4.80611111111,5.12044444445,6.59611111111
419.73,4.80222222222,5.374,5.31466666667,4.72022222222,5.35281452992,5.21488888889,4.78733333333,5.10655555556,6.60066666667
420.08,4.83488888889,5.42222222222,5.34544444444,4.776,5.40194102564,5.27077777778,4.82533333334,5.17588888889,6.63544444444
420.44,4.83255555556,5.42744444445,5.36077777778,4.789,5.43074102564,5.27711111111,4.84033333333,5.22644444445,6.64266666667
420.80,4.82822222222,5.42322222222,5.35277777778,4.76077777778,5.43024615385,5.26988888889,4.83266666667,5.22733333333,6.63822222222
421.16,4.81577777778,5.38911111111,5.32077777778,4.76222222222,5.40591367521,5.24788888889,4.78655555556,5.18933333333,6.61388888889
421.51,4.81033333333,5.37922222222,5.32811111111,4.73255555555,5.40639572649,5.23555555555,4.789,5.188,6.60533333333
421.87,4.80211111111,5.36633333333,5.30077777778,4.694,5.39576068376,5.21888888889,4.77077777778,5.17166666667,6.61177777778
422.23,4.793,5.36144444444,5.26611111111,4.67666666667,5.38466495726,5.19722222222,4.76211111111,5.16088888889,6.59633333333
422.58,4.78266666667,5.38188888889,5.25966666667,4.67733333333,5.38536666667,5.21222222222,4.76977777778,5.16488888889,6.61188888889
422.94,4.81622222222,5.40244444444,5.29533333333,4.69822222222,5.39912222222,5.23555555556,4.78955555556,5.18311111111,6.63011111111
423.30,4.82166666667,5.38422222222,5.32722222222,4.69588888889,5.41593162393,5.22011111111,4.79344444444,5.20922222222,6.64688888889
423.66,4.83577777778,5.40388888889,5.36844444444,4.71822222222,5.43077863248,5.242,4.79655555556,5.24344444444,6.648
424.01,4.831,5.37188888889,5.34722222222,4.67644444445,5.41578205128,5.20633333333,4.77377777778,5.22877777778,6.65888888889
424.37,4.81388888889,5.37277777778,5.33966666667,4.64977777778,5.38872307692,5.18088888889,4.74433333333,5.192,6.63055555556
424.73,4.80511111111,5.37711111111,5.32577777778,4.64611111111,5.37202820513,5.17333333333,4.74033333334,5.196,6.62122222222
425.08,4.80377777778,5.40555555556,5.37044444444,4.64166666667,5.39400683761,5.182,4.76588888889,5.21477777778,6.63722222222
425.44,4.83977777778,5.45666666667,5.41522222222,4.68933333333,5.4357,5.22388888889,4.8,5.26188888889,6.69688888889
425.80,4.82111111111,5.45366666667,5.41888888889,4.68733333333,5.43778034188,5.20511111111,4.79477777778,5.27144444444,6.69333333333
426.16,4.79911111111,5.44655555556,5.44133333333,4.66055555556,5.41394957265,5.20333333333,4.77333333333,5.25055555555,6.684
426.51,4.78377777778,5.42422222222,5.43577777778,4.65588888889,5.40173760684,5.17766666667,4.74366666667,5.24333333333,6.66466666667
426.87,4.78444444444,5.45177777778,5.46344444444,4.66344444445,5.41195299145,5.18077777778,4.76888888889,5.26411111111,6.65877777778
427.23,4.76955555556,5.47711111111,5.46833333333,4.65088888889,5.40496837607,5.17066666667,4.76711111111,5.26611111111,6.63588888889
427.58,4.78144444444,5.50377777778,5.47944444444,4.65022222222,5.43254786325,5.17222222222,4.77722222222,5.27244444444,6.65911111111
427.94,4.78666666667,5.55722222222,5.50811111111,4.66933333333,5.43950769231,5.177,4.77844444444,5.27744444444,6.64
428.30,4.85055555556,5.597,5.54855555556,4.71988888889,5.50462051282,5.21922222222,4.82277777778,5.34333333333,6.693
428.65,4.88855555556,5.64022222222,5.612,4.76144444444,5.56582478632,5.29166666667,4.86488888889,5.404,6.75422222222
429.01,4.88955555556,5.62855555556,5.58588888889,4.76411111111,5.56891965812,5.30822222222,4.88311111111,5.432,6.75844444445
429.37,4.89455555556,5.63077777778,5.57677777778,4.77077777778,5.57282564103,5.29388888889,4.88233333333,5.41788888889,6.74611111111
429.72,4.93044444444,5.67033333333,5.62144444444,4.81011111111,5.62298290598,5.35911111111,4.92633333333,5.44988888889,6.76055555556
430.08,4.94955555556,5.68944444445,5.64577777778,4.88077777778,5.6695042735,5.37777777778,4.95477777778,5.48955555555,6.76233333333
430.44,5.00211111111,5.74522222222,5.74077777778,4.92866666667,5.73396410257,5.42377777778,5.015,5.53177777778,6.81044444444
430.79,4.99311111111,5.72366666667,5.72255555556,4.93033333333,5.75323418803,5.39655555556,4.99866666667,5.527,6.81055555556
431.15,4.97566666667,5.69877777778,5.70366666667,4.92444444444,5.7493965812,5.37777777778,4.97755555556,5.51555555556,6.81288888889
431.50,4.958,5.67888888889,5.68511111111,4.89588888889,5.71385726496,5.36188888889,4.965,5.49733333333,6.79366666667
431.86,4.93655555556,5.64322222222,5.67266666667,4.88488888889,5.70082478633,5.35544444444,4.94511111111,5.48144444445,6.77211111111
432.22,4.91111111111,5.62622222222,5.67033333333,4.88366666667,5.66862136752,5.33088888889,4.92522222222,5.46033333333,6.749
432.57,4.881,5.58711111111,5.64388888889,4.85777777778,5.61776153846,5.28066666667,4.88422222222,5.406,6.707
