wavelength,Back_OryNutf,Belly_OryNutf,Breast_OryNutf,Crissum_OryNutf,Crown_OryNutf,DorTail_OryNutf,Rump_OryNutf,Throat_OryNutf,WingTip_OryNutf
199.30,117.257777778,21.9857777778,-6.14644444433,113.002222222,56.6468632478,37.5885555556,88.4159999999,74.2315555557,89.8345555554
199.68,115.192666667,34.694,16.3265555557,123.129222222,61.9344196582,47.8458888889,99.3196666667,73.4695555554,95.4648888889
200.06,88.5713333332,29.365,18.413,89.8414444445,43.4140794872,33.3332222222,69.2064444444,58.2537777777,79.6827777778
200.44,88.2049999999,19.8288888889,9.40166666667,89.0598888888,36.744091453,26.1537777778,63.2478888888,44.9573333334,77.4357777779
200.82,106.079666667,32.0755555555,19.7065555557,125.786,47.7938700855,47.7987777778,87.0018888889,61.6350000001,90.9852222223
201.19,95.206888889,21.1331111111,6.97177777767,109.150333333,37.4090316239,48.8017777778,88.4532222221,43.3551111112,74.0737777779
201.57,97.5756666667,28.8887777778,9.89922222233,111.111111111,45.4794435897,53.7372222222,86.2626666668,38.3836666666,79.1922222223
201.95,130.496555556,45.6266666667,29.078111111,160.993,63.3533307695,75.8864444446,111.347444444,52.0095555554,118.203333333
202.33,152.421777778,58.6894444444,46.4386666667,203.703666667,79.6581717948,94.586888889,127.065555555,66.3816666667,138.746555556
202.71,144.040444445,75.3535555556,55.5556666667,161.616222222,83.5369769231,96.7677777778,103.030333333,56.9695555556,120.606111111
203.09,145.995111111,67.1835555556,49.8706666667,177.261,83.0630230768,104.651222222,97.4161111112,31.007888889,130.491
203.47,254.166444445,80.5554444446,56.9444444443,289.814888889,128.831937607,170.833444444,153.703777778,9.722111111,228.240888889
203.85,213.541666667,71.1805555554,46.875,252.430555555,117.008547009,157.291666667,135.069444444,28.1250000001,193.402777778
204.22,349.494777778,163.131333333,147.474777778,417.676777778,223.383769231,280.303,258.586111111,80.808,312.121111111
204.60,189.115666666,120.181555556,96.3716666667,216.553444444,130.774571795,158.276777778,144.444555556,69.8412222223,178.231555556
204.98,160.808222222,104.444444444,65.2523333333,178.585888889,111.392451282,139.798111111,122.626444444,60.4039999999,160.605888889
205.36,161.494333334,102.490555556,72.6054444443,187.356222222,119.445930769,136.015333334,125.287333333,77.5863333333,164.176
205.74,136.986333333,88.2801111112,75.4945555557,159.665333333,99.0772051283,119.634888889,116.438222222,83.7138888888,137.747333333
206.12,147.350555555,95.2136666668,76.0683333333,163.760666667,104.366857265,119.999888889,129.743555555,80.6838888888,148.205111111
206.50,138.808555556,92.2705555557,71.6586666667,158.614888889,101.732936752,110.305888889,130.273666666,65.7004444443,140.901888889
206.87,128.767111111,73.0593333333,67.1233333333,147.488666667,92.648562393,96.1946666667,127.092888889,57.5341111112,138.813111111
207.25,123.772666667,73.7723333333,69.3795555557,138.889,88.4296170939,96.3824444446,123.902,71.8344444446,129.198666667
207.63,95.734111111,60.9124444445,57.5395555557,109.722222222,72.1826786324,74.107,98.9086666668,58.2341111111,97.1231111111
208.01,88.0623333335,53.9944444444,60.697888889,102.571111111,69.1756837607,65.9321111111,91.4602222221,58.402,90.8173333334
208.39,81.4813333334,45.0474444445,51.4213333333,95.435,62.7344196581,60.4652222222,78.553,50.8182222222,81.7398888888
208.77,79.6902222222,41.2567777778,53.5518888889,96.9945555557,60.6165128205,57.4681111111,78.1421111112,46.9946666667,80.1457777777
209.14,74.6966666668,32.0261111111,58.6368888889,92.9038888889,52.8404290598,45.7515555556,75.4433333333,40.7094444444,71.4283333333
209.52,65.131,29.2684444444,59.2593333333,85.0046666667,43.2798769231,42.6376666667,63.9565555555,29.0875555556,62.6920000001
209.90,65.1263333332,21.672,58.5256666667,91.309111111,37.8793700855,36.3036666666,61.3862222222,10.2311111111,66.8864444444
210.28,61.4815555555,14.709,51.9577777778,79.5766666667,32.7545846154,33.6508888889,51.5343333333,10.1585555556,58.2013333334
210.66,60.9228888889,14.8775555556,57.8154444444,75.1412222222,35.4172521368,37.0055555555,50.565,16.4784444445,57.1562222222
211.03,61.8121111111,14.0237777778,64.5091111111,82.7402222221,33.377357265,35.8143333333,52.9666666667,16.1813333333,53.6138888889
211.41,64.4926666666,10.3863333333,63.2847777778,82.9708888889,28.7884649573,29.8308888889,48.4298888889,11.1111111111,52.0531111112
211.79,61.7116666666,-6.60666666666,57.5074444444,78.2284444446,11.7013991453,22.0721111111,38.1382222222,-5.25533333333,44.2942222223
212.17,57.7776666667,-8.29655555556,53.9261111111,73.3333333334,5.8142991453,20.4444444444,36.4444444444,-13.4816666667,34.3703333334
212.55,43.1287777778,-17.9824444444,44.0057777778,62.5729999999,-6.00994529914,5.55533333334,35.6724444444,-25.1462222222,20.4680000001
212.92,42.8572222222,-22.8571111111,40.9524444444,64.1269999999,-10.8473358974,1.58733333334,36.6665555555,-34.4445555556,22.6984444443
213.30,48.4747777778,2.61444444442,40.6318888889,61.8736666668,11.6843094017,18.4095555555,36.4923333333,-11.6557777778,34.6407777778
213.68,47.2481111111,0.207555555567,35.0985555556,58.0476666668,9.91041965813,14.1223333333,35.3062222222,-9.44955555556,39.7714444444
214.06,51.9965555556,11.8923333333,41.9268888889,60.7641111111,20.7914786325,24.9132222222,41.5797777778,9.20133333333,46.6146666667
214.44,49.1094444445,9.24500000002,44.8684444444,61.7473333332,19.427048718,23.4095555556,44.2746666667,11.196,44.7836666667
214.81,47.6964444444,12.1952222222,45.98,60.3431111111,16.5011683761,23.4868888889,43.7217777778,10.6593333333,42.6376666667
215.19,49.4222222222,15.3777777778,45.4222222222,60.7111111111,22.441025641,29.8666666666,46.1333333333,15.0222222222,46.3111111111
215.57,49.8498888889,21.3964444445,50.1501111111,61.9368888889,29.5917444444,35.5856666667,48.4234444444,21.3215555555,45.8708888889
215.95,54.6667777778,26.5184444444,60.1484444444,66.4443333333,35.4987598291,43.7777777778,54.5186666666,25.1111111111,52.889
216.32,54.0172222222,21.7948888889,58.2051111111,68.5468888889,32.4156017094,42.3077777778,54.8716666667,19.7434444445,55.2135555555
216.70,55.9197777778,21.5847777778,60.7467777778,73.9527777777,33.2353683761,45.3553333333,55.0091111111,22.8597777778,55.8287777778
217.08,49.8988888889,11.8181111111,61.9191111111,70.101111111,28.0164623932,39.3937777778,51.515,21.2121111111,46.3637777778
217.46,51.3551111111,4.74233333333,73.5772222222,76.0159999999,26.622865812,43.3605555556,54.7425555556,14.9052222222,50.0002222222
217.83,54.149,6.8916666667,85.0914444444,73.5584444444,26.9901162393,44.7257777778,55.4147777778,15.6116666667,40.7876666666
218.21,50.8131111112,3.79388888887,81.0297777778,68.0217777777,28.4469042735,39.7017777778,52.3035555556,17.6152222222,32.2492222222
218.59,53.9505555557,9.87644444443,77.7776666667,62.3455555557,33.6411025641,43.21,49.1357777778,17.4072222222,37.7777777778
218.97,50.5263333334,7.36844444447,69.7078888889,58.9473333332,31.1948521368,41.4034444444,44.6784444444,17.8948888889,42.5732222221
219.34,46.2098888889,2.8038888889,66.8743333333,50.6748888889,21.5151709402,31.2564444444,34.1641111111,15.9916666667,35.0986666667
219.72,42.8912222222,-1.55322222222,67.264,52.091,14.5004666667,21.7443333333,29.3905555556,5.97377777779,28.9126666667
220.10,41.8098888889,-0.916444444433,61.2827777778,50.5156666667,15.9309111111,14.5474444445,26.5752222222,10.3091111111,26.6895555555
220.47,35.0876666667,1.46188888889,57.4075555556,44.4444444445,15.7196871795,10.8186666667,20.9552222222,11.7936666667,23.5866666667
220.85,31.1294444444,3.48944444447,53.6272222222,39.0266666667,12.6736555556,7.71333333333,16.0697777778,10.9274444444,24.1506666667
221.23,37.8871111111,8.652,54.8273333333,43.0782222222,17.8036025641,15.2092222222,17.4863333333,9.836,28.9616666667
221.61,38.0115555556,12.3642222222,52.5482222222,45.2798888889,18.8748717949,16.7084444444,20.7184444445,17.9614444444,31.3283333333
221.98,39.6463333333,15.3197777778,51.1782222222,44.9495555556,19.5007974359,16.5824444444,22.2222222222,15.7405555555,33.754
222.36,36.4932222222,7.95099999999,52.4974444444,40.8768888889,11.9541666667,7.13544444443,13.8634444444,0.611666666657,27.8286666667
222.74,37.1837777778,8.691,51.5952222222,43.8945555556,9.91102222221,5.39044444443,13.8612222222,-0.440000000011,21.8922222222
223.11,40.6085555556,9.39133333333,53.1747777778,41.0054444444,5.14953589742,1.45499999999,12.434,-3.57133333332,17.5925555556
223.49,42.0766666667,9.836,57.0127777778,48.0874444444,6.0431025641,2.73233333334,19.8542222222,-21.1292222222,21.3115555557
223.87,46.0606666667,9.69700000002,60.808,47.4746666666,1.01167863247,-0.404,19.3938888889,-17.5756666667,21.4141111111
224.24,47.9423333334,5.144,58.025,48.9713333333,-2.01157948719,-8.64177777778,19.5472222222,-26.5433333333,30.6585555554
224.62,75.2314444444,18.7498888889,75.6945555556,58.1017777779,4.01185384617,8.33333333334,38.8888888889,-21.5276666667,44.4444444443
225.00,90.6906666665,7.50755555558,80.4804444444,48.9488888888,-6.02207777777,2.40255555557,48.3484444444,-55.2553333333,46.5467777777
225.38,86.0398888889,9.11677777779,77.2078888889,62.3931111112,3.55687863247,1.13966666667,51.2821111111,-27.9201111111,60.9686666667
225.75,91.3194444446,1.00009630207e-11,91.6666666667,42.3611111112,-7.09134615383,-5.20833333332,55.5555555556,-76.0416666667,61.4583333333
226.13,76.9230000001,10.8261111111,88.3191111111,52.7064444443,15.792208547,9.11677777777,59.2593333334,-34.4727777778,57.2647777778
226.51,64.3988888889,22.9023333333,71.8822222222,51.7007777777,20.2877538462,17.914,53.7416666667,-14.5126666667,53.0612222223
226.88,50.9804444445,24.3462222222,57.026,46.7321111111,28.2554042735,22.549,48.5293333333,9.31377777777,55.2287777779
227.26,50.4181111111,23.656,54.3611111111,45.9976666667,31.8527931624,23.7753333333,45.6392222222,14.098,48.7454444444
227.64,40.7766666667,14.9945555556,42.0711111111,35.0592222222,20.4281495726,10.2478888889,29.9891111111,11.4345555555,34.7355555556
228.01,33.6448888889,7.37288888889,32.2948888889,26.8951111111,18.1692760684,12.1494444444,23.4682222222,7.47666666667,30.2181111111
228.39,27.3431111111,12.6571111111,29.6617777778,21.5458888889,15.4523145299,15.6522222222,22.2223333333,12.0771111111,22.319
228.76,31.442,17.1001111111,32.0723333333,27.8171111111,24.5656299145,22.8527777778,28.6838888889,16.5484444444,27.1867777778
229.14,33.2646666667,18.3813333333,32.6474444444,29.3553333333,25.607308547,24.1425555556,28.2577777778,22.3594444445,27.9148888889
229.52,31.9925555556,17.5606666667,27.3306666667,26.2453333333,23.3746205128,22.4776666667,25.2874444444,19.0293333333,24.8404444444
229.89,32.0118888889,17.4775555556,27.0871111111,27.2672222222,24.7410880342,22.4024444445,24.8047777778,20.3604444445,24.4446666667
230.27,38.65,19.4145555556,27.4791111111,30.227,28.5640094017,28.7933333333,28.6738888889,24.2531111111,31.1827777778
230.65,38.448,18.401,24.2797777778,24.868,27.2015367522,27.3956666667,27.9834444445,23.5154444444,29.3356666667
231.02,39.9365555556,19.6825555556,26.4124444444,24.1267777778,26.4044504273,28.1268888889,25.9047777778,17.5237777778,26.9207777778
231.40,38.5965555556,21.1175555556,25.9256666667,23.7166666667,27.7097094017,26.7706666667,24.9512222222,15.7894444444,30.1494444445
231.78,38.889,25.6725555555,31.3451111111,28.0116666667,30.8573965812,30.9941111111,29.1228888889,17.6023333333,31.228
232.15,39.1025555555,27.7245555556,34.6155555556,29.327,30.2231076923,31.1432222222,31.7842222222,17.8952222222,32.1582222222
232.53,39.59,26.8607777778,35.6526666667,32.5783333333,30.9758606838,30.9601111111,31.2296666667,17.4217777778,33.5491111111
232.90,34.5818888889,23.5332222222,28.839,28.0897777778,23.7496247863,26.2797777778,26.9663333334,14.5443333333,28.5894444444
233.28,33.9216666667,22.8757777778,28.693,28.6927777778,23.6642119658,27.255,28.366,12.4835555556,28.0392222222
233.66,36.1294444445,25.9014444444,31.7146666667,28.9184444444,24.9900803419,30.7581111111,32.156,11.9938888889,30.6843333333
234.03,36.1524444444,23.5487777778,29.9337777778,27.3632222222,24.0317717949,27.4462222222,33.7478888889,13.9303333333,30.0993333333
234.41,27.821,15.4178888889,23.3418888889,15.8484444444,12.057282906,18.8631111111,25.8398888889,4.13433333333,16.6235555555
234.78,29.2928888889,16.3298888889,21.5488888889,19.7811111111,14.0221145299,22.5587777778,28.4512222222,3.45088888887,21.0436666667
235.16,33.2548888889,18.3882222222,23.8653333333,19.8746666667,17.0597205128,28.169,32.7856666667,8.9201111111,28.4035555555
235.54,29.7521111111,6.79533333333,17.5392222222,16.6208888889,10.498165812,27.8235555556,29.0174444444,7.62166666667,24.5177777778
235.91,35.7913333333,6.588,15.8308888889,20.5506666667,15.641,31.17,32.8415555556,8.4561111111,30.2848888889
236.29,35.8876666667,-4.08711111112,-0.893777777777,7.53533333333,10.7476623932,25.2873333333,24.2655555556,-4.98099999999,26.9474444445
236.66,36.5882222222,1.12233333334,6.17288888889,10.8867777778,15.0159811966,29.6296666667,29.1807777778,-3.25477777778,32.2108888889
237.04,31.3558888889,-0.659222222223,7.81555555556,6.59133333332,13.5674145299,24.7646666667,23.2581111111,-2.8248888889,25.7061111111
237.41,35.6588888889,6.71844444443,15.3313333333,9.73288888888,19.6011273504,28.5958888889,28.8546666667,7.57966666667,29.199
237.79,31.9178888889,7.64333333332,18.4005555556,10.8281111111,17.3053136752,28.5207777778,27.8131111111,11.2525555555,26.8933333333
238.17,32.4642222222,12.6008888889,22.9052222222,16.1391111111,19.0313777778,35.6921111111,30.54,14.0286666667,28.4296666667
238.54,26.4212222222,5.36166666667,16.4081111111,14.1472222222,15.2510905983,30.814,24.2893333333,5.68488888889,25.5168888889
238.92,25.3611111111,4.58244444443,19.2087777778,14.9405555555,14.1469538462,28.4997777778,20.5898888889,4.64522222223,23.7287777778
239.29,18.3116666667,-1.6758888889,10.7385555556,10.4903333333,8.92940512822,20.9186666667,14.2766666667,-1.17955555553,19.9255555555
239.67,19.6967777778,6.19822222222,14.8758888889,12.4424444444,12.3811111111,21.9007777778,17.585,3.94877777778,19.7885555556
240.04,20.2268888889,8.02022222223,17.4882222222,12.6368888889,12.344017094,21.9484444444,17.5273333333,6.65111111111,21.3613333333
240.42,19.5016666667,8.29244444446,17.0106666667,13.4711111111,12.5500290598,20.6163333333,17.2075555556,9.24299999999,21.8943333333
240.79,16.9916666667,5.34866666667,11.4361111111,10.1951111111,9.43759401709,16.7258888889,13.9774444445,7.97877777778,17.76
241.17,17.7996666667,7.37111111112,11.6296666667,12.5307777778,11.934917094,18.4002222222,14.9877777778,8.6268888889,20.7207777778
241.54,15.5303333333,6.111,9.1161111111,11.8181111111,10.9022128205,16.4392222222,12.1717777778,6.36366666667,19.1921111111
241.92,11.7787777778,3.60044444445,6.27111111111,9.03677777778,8.31105128206,12.1125555555,8.13066666668,2.38433333333,16.142
242.29,8.98255555554,1.23988888889,2.50288888889,5.28633333333,5.83665384615,8.421,4.67833333333,0.0935555555567,13.4267777778
242.67,9.99566666664,3.64644444446,3.47511111111,5.64133333333,7.20637264957,9.37366666666,5.68433333333,2.61711111111,14.6502222222
243.05,10.6633333333,5.06722222222,5.16866666667,6.30866666667,8.52437863247,10.114,7.06155555556,4.51744444443,16.1376666667
243.42,10.2016666667,5.35799999999,5.79266666667,6.05,9.17974358975,9.88544444446,6.959,4.66566666667,15.2234444444
243.80,6.76677777778,2.58977777778,1.39933333333,2.92377777778,6.30492735043,6.97588888889,4.365,1.06522222222,13.137
244.17,5.81511111111,2.69977777778,-0.373777777777,2.11822222222,6.0595991453,5.66966666667,4.029,-0.415222222223,12.6687777778
244.55,5.68711111111,3.60255555555,1.09288888889,3.27855555556,6.77907692308,6.6991111111,5.07988888889,0.00011111111,12.8922222222
244.92,8.28111111111,6.47666666667,5.01444444444,5.831,9.40569230769,9.72455555557,7.97733333333,2.05122222222,15.4987777778
245.30,7.50811111112,6.28322222222,5.07644444444,4.36644444445,8.12000598292,8.53755555556,7.38377777778,1.917,14.6433333333
245.67,6.75355555554,5.82077777778,4.34155555556,3.023,6.82854017094,7.83088888889,6.88211111111,1.70433333333,13.3784444444
246.05,9.13000000001,8.12511111111,6.58922222222,4.93833333333,8.99872222222,9.91966666666,8.94344444445,4.52211111111,14.9436666667
246.42,10.2408888889,9.74911111111,8.26077777778,7.13833333333,10.2721119658,10.922,9.90044444446,6.19244444446,16.0425555556
246.79,10.4291111111,10.3828888889,9.24933333333,8.24355555556,10.986665812,11.4581111111,10.2093333333,6.96033333332,16.8343333333
247.17,9.3201111111,8.68733333333,7.572,6.56355555556,9.57774444444,9.99577777779,8.91244444444,5.69511111111,15.2078888889
247.54,9.19988888888,8.07544444445,7.544,6.72622222222,8.93036752137,9.94611111111,8.66844444444,5.17244444444,14.7293333333
247.92,10.2081111111,8.73566666665,9.25622222222,7.74455555556,9.6944905983,10.5025555556,9.32488888889,6.18366666666,15.3118888889
248.29,9.72,7.67144444445,9.24611111111,7.27511111111,9.41354102564,10.2704444444,8.55077777778,6.23188888889,14.9274444444
248.67,10.0861111111,7.73611111111,9.30288888889,7.41722222222,9.46936068377,10.2505555556,8.69355555556,6.61444444446,15.2497777778
249.04,9.92411111111,7.6598888889,9.22622222222,7.42066666667,9.64084102566,9.91422222222,8.22855555556,6.87222222223,15.3002222222
249.42,10.4742222222,8.06100000001,9.69366666667,8.07166666668,10.1751931624,10.3306666667,8.48222222222,7.71199999999,15.2697777778
249.79,11.4643333334,9.44111111112,10.9717777778,9.28044444443,11.463559829,11.2075555556,9.28077777778,8.94877777777,15.9816666667
250.17,11.5753333333,9.07255555557,10.6013333333,9.32144444443,11.5400025641,11.0092222222,9.81988888888,9.6161111111,15.9813333333
250.54,11.2333333333,7.55011111111,9.47122222223,7.91744444443,10.8195529914,10.1812222222,9.23877777778,9.2878888889,15.6753333333
250.92,10.3365555556,6.46344444445,8.52044444443,6.86966666667,9.75204786325,8.91422222222,8.96500000001,8.53322222223,14.2983333333
251.29,10.9921111111,7.38544444445,10.1202222222,9.27455555554,10.7684547009,10.3186666667,10.5958888889,9.32744444443,15.0482222222
251.66,11.3988888889,8.79733333334,10.6536666667,9.84333333332,11.7845700855,11.0326666667,11.3987777778,11.0457777778,15.8038888889
252.04,10.8904444444,8.38522222222,9.52733333333,9.37177777777,11.5485350427,10.462,10.6697777778,9.56644444443,14.992
252.41,11.0715555556,8.76766666668,9.6498888889,9.45255555557,11.5759119658,10.9532222222,10.9531111111,10.1367777778,14.7578888889
252.79,11.2557777778,9.61211111111,11.19,10.2695555556,12.5994264957,12.3866666667,11.637,10.9137777778,15.2398888889
253.16,10.7384444444,9.448,10.712,10.193,12.0868393163,12.2821111111,11.4971111111,11.071,14.2646666667
253.54,10.2021111111,8.98122222222,9.87633333333,10.4734444444,12.056265812,11.993,11.4911111111,10.1345555555,14.0415555556
253.91,8.83011111111,7.13677777778,9.2638888889,9.15199999999,10.6363538462,10.9152222222,10.3414444444,7.87855555556,12.6924444444
254.28,7.97799999999,7.06422222222,9.05144444443,8.74666666665,10.241117094,11.053,9.37033333332,6.57111111111,12.1262222222
254.66,6.78766666667,6.062,8.32955555557,8.64722222221,9.06557521366,10.612,7.78533333334,4.83744444444,10.4004444444
255.03,6.97066666667,6.04877777778,8.23244444443,8.84666666667,8.93535555557,10.8685555556,6.90611111111,4.561,9.59066666668
255.41,5.795,5.23088888889,7.07688888889,6.923,7.41593931625,9.72644444444,4.94022222222,4.47855555555,8.27355555556
255.78,5.60977777778,4.20288888889,6.277,6.764,6.58533504273,9.23522222221,4.50933333333,3.17455555556,7.44944444445
256.15,5.84022222222,4.94033333333,6.83222222222,7.1808888889,6.58945128205,10.1927777778,5.08733333333,5.16088888889,7.291
256.53,4.63888888889,5.57366666666,6.234,6.89411111111,5.47852649573,9.07577777778,4.052,4.25377777778,6.05055555556
256.90,3.25244444444,4.14911111111,2.54911111111,4.18422222222,3.02984102564,6.083,1.95166666667,1.79333333333,4.39522222222
257.28,2.26988888889,2.82544444444,1.49211111111,2.34922222222,1.88406837607,4.69833333333,0.968222222223,-0.539444444443,3.74588888889
257.65,2.44133333333,3.12133333333,2.46911111111,1.76177777778,2.28318717948,4.93822222222,0.971,-0.36088888889,4.43888888889
258.02,4.18155555556,4.77911111111,3.67966666667,4.07411111111,4.18326153846,6.24855555556,2.60455555555,2.03122222222,6.96544444444
258.40,2.89588888889,2.87511111111,2.516,2.89566666667,2.90873846154,5.28844444445,1.58155555556,0.883111111112,5.99722222222
258.77,4.07322222222,4.31066666666,3.22844444444,3.65966666667,4.1758008547,6.04366666667,3.27255555556,1.91788888889,7.381
259.15,4.50177777778,4.71944444444,3.76333333333,3.989,4.80129401709,6.59355555555,4.08211111111,2.56622222222,8.343
