wavelength,Back_ThlInof,Belly_ThlInof,Breast_ThlInof,Crissum_ThlInof,Crown_ThlInof,DorTail_ThlInof,Rump_ThlInof,Throat_ThlInof,WingTip_ThlInof
541.75,12.9866,41.3303,34.3777333334,39.8426333333,11.1649333333,12.5916,14.5989533333,44.1242,12.7444666667
542.09,12.9848666667,41.3606,34.4301333333,39.8655666667,11.184,12.5902,14.6134333333,44.1738,12.7449333333
542.43,12.9926666667,41.3806666666,34.4455333333,39.8764333333,11.2071333333,12.5949,14.6186933333,44.2084666667,12.7548
542.78,13.0361333333,41.4696333333,34.5276666667,39.9457,11.2686666667,12.6396666667,14.6530933333,44.2958,12.7899333333
543.12,13.0363333334,41.5100333333,34.5819333334,39.9663666667,11.3006,12.6389666667,14.6631066667,44.3422666667,12.7888
543.46,13.0578666667,41.5510666667,34.6407333333,39.9924,11.3435333333,12.6516333333,14.6679333333,44.3732,12.7992
543.81,13.0952,41.6289333333,34.6976666666,40.0557333333,11.4037333333,12.6774333333,14.7041533333,44.4394,12.8341333333
544.15,13.1296666667,41.6742333333,34.7696666667,40.0761666667,11.4522,12.7056666667,14.7293466667,44.4981333333,12.8602666667
544.49,13.1366666667,41.7773666667,34.8751333334,40.1741666667,11.494,12.7227333333,14.75768,44.5997333333,12.8804
544.84,13.1535333333,41.8558,34.9487333333,40.2217333333,11.5346,12.7301666667,14.7767266667,44.6634,12.8922
545.18,13.1654,41.9288,34.9908666667,40.2421333333,11.5784,12.7426666667,14.78142,44.6959333334,12.9069333333
545.52,13.1879333333,42.0049666667,35.0762666667,40.2893,11.6482,12.7736666667,14.82232,44.7743333333,12.9366
545.87,13.1967333333,42.0688333333,35.1190666667,40.3203666667,11.6848,12.7871666667,14.82668,44.8233333333,12.9434666667
546.21,13.2076,42.1585666667,35.1922666667,40.3716666667,11.7337333333,12.8139666667,14.8537466667,44.8810666667,12.9524666667
546.55,13.2126666667,42.1973666667,35.2518,40.4059666667,11.7814,12.8188333333,14.88434,44.9204666667,12.9728666667
546.90,13.2531333334,42.3030333333,35.3409333333,40.5173,11.8288,12.8499666667,14.9220666666,45.0322,13.005
547.24,13.2798,42.4038333333,35.4034666666,40.5962,11.8802666667,12.8737666667,14.9679933333,45.1272666667,13.0318
547.58,13.2984666667,42.4604333333,35.4912,40.6372,11.9296,12.8793333333,14.9899266667,45.1884,13.0388666667
547.92,13.3382,42.5741333333,35.5962666667,40.7213,11.992,12.9107666667,15.0258933333,45.2808666667,13.0565333333
548.27,13.3690666667,42.6169333333,35.6434666667,40.7328,12.0498,12.9328,15.0527733333,45.3281333333,13.0712666667
548.61,13.3727333333,42.6750333333,35.6972666667,40.8081333333,12.0922,12.9365666667,15.0551066667,45.3989333333,13.0642666667
548.95,13.4346,42.8198666667,35.8432,40.9570333333,12.1898666667,13.0096333333,15.1431666667,45.5754666667,13.1256666667
549.29,13.4712666667,42.9046,35.9302,41.0326666667,12.2542,13.0365666667,15.1722266667,45.6494,13.163
549.64,13.4825333333,42.9950666667,36.0258666666,41.0880666667,12.3071333333,13.0388666667,15.1989933333,45.7245333333,13.1818666667
549.98,13.4980666666,43.0697333333,36.1033333333,41.1406333333,12.356,13.0303333333,15.2281066667,45.7865333333,13.2052
550.32,13.5118666667,43.1416,36.1561333333,41.2064,12.3938666667,13.0493333333,15.24476,45.8605333333,13.2145333333
550.66,13.5031333333,43.1702,36.2062666667,41.2179,12.4496,13.0633,15.2544533333,45.8397333333,13.2078
551.01,13.5342,43.2301333333,36.3193333333,41.2666333333,12.5249333333,13.0858333333,15.2799333333,45.9422,13.2429333333
551.35,13.5498,43.3231666667,36.3972666667,41.3303333333,12.5633333333,13.1175,15.3097466667,46.0082666667,13.2839333333
551.69,13.5056,43.3076333333,36.3992,41.3097333333,12.5701333334,13.0861666667,15.29772,46.0023333333,13.2894
552.03,13.4956,43.3794666666,36.4603333333,41.3647333333,12.5898,13.0635333333,15.2920066667,46.0306666667,13.3058
552.38,13.5109333334,43.4384,36.5524,41.4022,12.6323333333,13.0597,15.3074666667,46.0644,13.3386
552.72,13.5089333333,43.5290333333,36.6489333333,41.4797333333,12.6903333333,13.0596333333,15.32292,46.1364666667,13.3602666667
553.06,13.5041333333,43.5931,36.6926,41.5373,12.6964,13.0292666667,15.3316133333,46.2304,13.3573333333
553.40,13.5382,43.6539666667,36.7409333333,41.5956,12.7494,13.0664666667,15.36882,46.2943333333,13.4015333333
553.74,13.5635333333,43.7217,36.8149333333,41.65,12.7918,13.1032666667,15.38288,46.3701333333,13.4226666667
554.09,13.5460666667,43.8270333333,36.9324,41.7159,12.8254666667,13.1152333333,15.3720133333,46.4579333333,13.4309333333
554.43,13.5632666667,43.9002333333,37.0079333333,41.7582,12.8571333333,13.1256333333,15.3829066667,46.5568666667,13.4516
554.77,13.5626,43.9625333333,37.0732,41.8165666667,12.8632666667,13.1230333333,15.37664,46.5770666667,13.4420666667
555.11,13.5272666667,43.9814333333,37.079,41.8041666667,12.8451333333,13.0794666667,15.3455666667,46.5922,13.4128
555.45,13.5629333333,44.0635333333,37.1671333333,41.9049,12.9034,13.1053333333,15.3455533333,46.6817333333,13.418
555.80,13.5614666667,44.0675,37.2309333333,41.9055333333,12.9428666667,13.111,15.3335733333,46.7278666667,13.3927333333
556.14,13.6049333333,44.1609,37.3084,41.9584333333,13.0129333334,13.1889333333,15.3952666667,46.8480666667,13.4378
556.48,13.6052666667,44.1673666667,37.3375333333,41.9472333333,13.0128,13.1928333333,15.3739466667,46.867,13.4072
556.82,13.6037333334,44.2232,37.4322666667,42.0170333333,13.0697333333,13.236,15.3770533333,46.9048,13.4111333333
557.16,13.6172,44.2857,37.5316666667,42.0945666667,13.1249333333,13.2761,15.3855066667,46.9851333333,13.4202666667
557.50,13.6028666667,44.3223333334,37.5874,42.1184333333,13.1608,13.2700666667,15.3697,47.0086666667,13.4164
557.85,13.6154666667,44.3320666667,37.5929333333,42.1027333333,13.2044,13.2543333333,15.3868466667,46.9883333333,13.4294
558.19,13.6329333333,44.3803333333,37.6566666667,42.1237,13.2759333333,13.3112666667,15.42722,47.0422666667,13.4614
558.53,13.6402,44.4915,37.7277333333,42.1732666667,13.3473333333,13.3186,15.4638733333,47.1444666667,13.5042666667
558.87,13.7122,44.5963,37.8480666667,42.275,13.4639333333,13.4036333333,15.5391733333,47.2430666667,13.5488
559.21,13.7567333333,44.6908333333,37.9154666667,42.2932333333,13.5399333333,13.4331,15.5894466667,47.2971333333,13.5914666667
559.55,13.8044,44.8233666666,37.9899333333,42.4045333333,13.6110666667,13.4881,15.6560666667,47.3766,13.6374666666
559.89,13.7752666667,44.8193333333,37.9877333333,42.3940666667,13.6354,13.4441333333,15.6226333333,47.3334666667,13.6154666667
560.23,13.7826,44.9085666667,38.0594,42.4386666667,13.6860666667,13.4437333333,15.6526666667,47.3945333333,13.6395333333
560.58,13.8101333333,45.0147666667,38.1648666667,42.4838,13.7588666667,13.4887333333,15.6911133333,47.4812,13.6821333333
560.92,13.7756,45.0101333333,38.1809333333,42.4654666667,13.7628,13.4587333333,15.67076,47.4727333333,13.655
561.26,13.7898,45.0664666667,38.2284,42.5006,13.7978,13.4705666667,15.67166,47.5093333333,13.6555333333
561.60,13.8238666667,45.1426,38.3182666667,42.5512333333,13.8196,13.5057666667,15.67898,47.5949333333,13.6700666667
561.94,13.8029333333,45.161,38.3486666667,42.5703,13.8054666667,13.4265666667,15.6459933333,47.6248666667,13.6518666667
562.28,13.8088,45.1226666667,38.3596,42.5430333333,13.824,13.4541666667,15.6175666667,47.5939333333,13.6339333333
562.62,13.799,45.1659,38.3806,42.5594,13.8784666667,13.4428333333,15.6271,47.6141333334,13.6488
562.96,13.7864666667,45.2111666667,38.4690666667,42.6449666667,13.9139333333,13.4642333333,15.63638,47.6785333333,13.6528666667
563.30,13.813,45.2456333333,38.534,42.6559333333,13.9682,13.4718333333,15.6369466667,47.7148,13.6679333333
563.64,13.8108666667,45.3405666667,38.6074666667,42.7159333333,14.0135333334,13.4821,15.6459133333,47.7986,13.6768666667
563.99,13.7996,45.3242666667,38.6223333333,42.6969,14.0459333333,13.4739333333,15.61074,47.7766,13.6655333333
564.33,13.8306,45.2945,38.5912,42.6635,14.082,13.4690333333,15.60248,47.7215333333,13.6744666667
564.67,13.8840666667,45.3474666667,38.6382,42.6844666667,14.156,13.4956333333,15.6405866667,47.7551333334,13.7254
565.01,13.8716666667,45.3538666667,38.6514,42.6666333333,14.1788,13.4941666667,15.6452333333,47.7438666667,13.7168666667
565.35,13.8432666667,45.3585333333,38.6574,42.6707,14.1815333333,13.4472,15.6194333333,47.7416666667,13.6942
565.69,13.8518,45.4208666667,38.6907333333,42.6982666667,14.2414,13.4893333333,15.6430333333,47.7585333333,13.7198
566.03,13.8466,45.4625333333,38.7392666667,42.7254,14.2708666667,13.473,15.6393066667,47.7884666667,13.7262666667
566.37,13.8290666667,45.471,38.7871333333,42.7309666666,14.2576,13.4483333333,15.6008933333,47.8033333333,13.7064
566.71,13.8174666667,45.4932333333,38.775,42.7046666667,14.2706666667,13.4377333333,15.5772666667,47.8039333333,13.6995333333
567.05,13.7814,45.5075333333,38.8077333333,42.7198333333,14.2604,13.4162,15.5484266667,47.8254666667,13.6852666667
567.39,13.7944,45.5575,38.8712666667,42.7667666667,14.2972666667,13.4428,15.5607533333,47.872,13.6902
567.73,13.8074666667,45.6197666667,38.9048,42.7908333333,14.3118,13.4671333333,15.5766333333,47.9067333333,13.7018666667
568.07,13.7630666667,45.6761666667,38.9594,42.8170666667,14.3326,13.4431,15.5608333333,47.964,13.6753333334
568.41,13.7482666667,45.7094333333,38.9938666667,42.8285666667,14.3438,13.429,15.55056,47.9841333333,13.65
568.75,13.7835333333,45.807,39.0941333333,42.9170666667,14.3979333334,13.4495666667,15.5874133333,48.0770666667,13.6852
569.09,13.7908666667,45.8599333333,39.1584,42.9478333333,14.4618666667,13.4876666667,15.6291866667,48.0976666667,13.7238
569.43,13.7936,45.8837666667,39.2123333333,42.9574333333,14.4933333333,13.4994666666,15.6302066667,48.1194,13.7234
569.77,13.8085333333,45.9033,39.2313333333,42.9338333333,14.5378,13.5285666667,15.6613933333,48.1318666667,13.7391333333
570.11,13.8126666666,46.0016666667,39.3015333333,43.0017666667,14.5966,13.5587,15.6882066667,48.234,13.7588666667
570.45,13.8349333333,46.0633,39.4131333333,43.0512,14.6543333333,13.5897666667,15.73338,48.3025333333,13.7934
570.79,13.834,46.0984,39.4360666666,43.0247,14.6968666666,13.5975,15.7249066667,48.2884666667,13.7904
571.13,13.8462,46.044,39.4116666667,42.9736666667,14.7298666667,13.5857,15.7234066667,48.2403333333,13.7988
571.47,13.8547333333,46.1111,39.4978,43.0211666667,14.7774,13.5814,15.74282,48.3110666667,13.8097333333
571.81,13.9152,46.1697333333,39.5789333333,43.0704666667,14.8344666667,13.6362666667,15.79084,48.3458666667,13.8663333333
572.15,13.9668666667,46.2566333333,39.6650666667,43.1149666667,14.9277333333,13.7171,15.8379466667,48.4219333333,13.9332666666
572.49,13.9478,46.2798333333,39.691,43.1124333333,14.9574,13.7225666667,15.8236066667,48.4295333333,13.9397333333
572.83,13.9490666667,46.3399666667,39.7720666666,43.1495666667,15.015,13.7239333333,15.8047933333,48.5076,13.9420666667
573.17,13.9558,46.4236333333,39.8288666667,43.2084333333,15.0544,13.7213,15.81532,48.5688666667,13.9575333333
573.51,13.9476666666,46.5115666667,39.8981333333,43.2729,15.0965333333,13.7196333333,15.8221,48.6251333333,13.9611333333
573.85,13.9658,46.5319333333,39.9373333333,43.2721333333,15.1507333333,13.7362666667,15.82108,48.6334,13.9687333333
574.19,13.9724,46.5496333333,39.9414,43.2692,15.1806666667,13.7201666667,15.80308,48.6498666667,13.9681333334
574.53,13.9832666666,46.6016,40.0025333333,43.3439666667,15.2322666667,13.7394666667,15.8346866667,48.7175333333,14.0066
574.87,14.0298666667,46.7388666667,40.1490666667,43.4614,15.3258,13.7899333333,15.8836666667,48.8502,14.0532666667
575.21,14.0458666667,46.7594666667,40.1664,43.4866666667,15.366,13.8103333333,15.9013733334,48.8952666667,14.0680666667
575.55,14.0409333333,46.8123,40.2095333333,43.5410333333,15.4163333333,13.8093,15.9181666667,48.9537333333,14.0732666667
575.89,14.0206666667,46.8051,40.2362,43.5670666667,15.4228,13.78,15.8938266667,48.9632,14.0483333333
576.22,14.0622666667,46.8510666667,40.2992,43.6055,15.494,13.8066,15.93122,49.0339333333,14.0786666666
576.56,14.0847333333,46.8542666667,40.2894666667,43.6006666667,15.5236,13.8307,15.94822,49.009,14.0886
576.90,14.0810666667,46.8517333333,40.3304666667,43.6117,15.5419333333,13.8242666667,15.9420666667,49.0110666667,14.0674
577.24,14.0842666667,46.8339666667,40.3424666667,43.624,15.5708,13.8498333333,15.9364733333,49.0260666667,14.0561333334
577.58,14.0846666667,46.8262,40.3765333333,43.6249666667,15.6056666667,13.8622666667,15.95568,49.0146666667,14.0712
577.92,14.0836,46.9123666667,40.45,43.6822333333,15.6506666667,13.8801666667,15.9742666666,49.077,14.0472666667
578.26,14.1224,46.9683,40.5264,43.7346,15.7179333333,13.9168,16.0222066666,49.1499333333,14.0692
578.60,14.0785333333,46.9449,40.5131333333,43.6860333333,15.6979333333,13.8947333333,15.99268,49.1284,14.0326
578.94,14.054,46.9378666667,40.5462,43.6669666667,15.7371333333,13.9138333333,15.9812733333,49.1011333333,14.0326
579.28,14.0057333333,46.9159333333,40.5218666667,43.5966666667,15.7534,13.9037666667,15.9332533333,49.0918,13.9982
579.61,14.0686666667,47.0739333333,40.6606,43.7101,15.8566,13.9474,15.9927066667,49.2506666667,14.0786
579.95,14.0360666667,47.1083333333,40.6954666667,43.7394,15.8671333333,13.9106333333,15.9735333333,49.2624666666,14.0586
580.29,14.0551333333,47.2162666667,40.8262666667,43.8497333334,15.9222,13.9231333333,16.0204933333,49.4047333333,14.0955333333
580.63,14.0602,47.2030666667,40.8522666667,43.8726,15.9934,13.9432666667,16.04296,49.4359333333,14.1201333333
580.97,14.127,47.3518333333,40.9896666667,44.0093,16.0996666667,13.9852666667,16.0980133333,49.5864666667,14.1782
581.31,14.1461333333,47.438,41.0582666667,44.1120666667,16.1534,13.9973333333,16.1118133333,49.6547333333,14.1848
581.65,14.1663333333,47.4501666667,41.1132,44.1577,16.2036,14.0345,16.1238733333,49.6594,14.2534666667
581.98,14.1217333333,47.4832666667,41.1316,44.1596333333,16.2070666666,14.0085,16.0857866667,49.6688,14.2415333333
582.32,14.1226666667,47.5826666667,41.1928666667,44.2482,16.2528,14.0284,16.0838133333,49.7162,14.2517333333
582.66,14.2066666666,47.7508333333,41.3597333334,44.4258333333,16.3626,14.0775,16.13674,49.8851333333,14.3224
583.00,14.2269333333,47.8245666667,41.4781333333,44.5266333333,16.396,14.0438666666,16.15606,49.9814666667,14.3262
583.34,14.1413333333,47.7975666666,41.4728666667,44.5141333333,16.3726666667,13.9883666667,16.1006533333,49.9289333333,14.2408
583.68,14.1614,47.8809666667,41.5308666667,44.5684,16.4477333333,14.0581666667,16.14052,50.0032,14.2642666667
584.01,14.1519333333,47.8691666667,41.5200666667,44.5267666667,16.5104,14.0652333333,16.1219866667,49.9714,14.2526
584.35,14.2056666667,48.0387666667,41.6564,44.6344666667,16.5697333333,14.1379,16.1429866667,50.1202,14.3287333333
584.69,14.1509333333,47.9955666667,41.655,44.5616666667,16.5411333333,14.0749333333,16.0909266667,50.0969333333,14.2994
585.03,14.1523333333,48.0457333333,41.7122666667,44.5338,16.5814666667,14.0584666667,16.0697133333,50.1402666666,14.3078666667
585.37,14.1298666667,48.0811333333,41.7362,44.5297,16.6140666667,14.0350333333,16.0456466667,50.2073333333,14.2596666667
585.70,14.2144,48.1768,41.8591333333,44.6111333333,16.7187333333,14.1101666667,16.0878733333,50.3072666667,14.3014
586.04,14.2226666667,48.1205666667,41.8903333333,44.5828333333,16.7482666667,14.1259333333,16.09068,50.2844,14.3080666667
586.38,14.186,48.1138333333,41.8924,44.5539,16.7688666667,14.0827333333,16.07212,50.2534,14.2961333333
586.72,14.2236666667,48.1474333333,41.9249333333,44.5430666667,16.8473333333,14.1436333333,16.10508,50.2342,14.3336
587.06,14.1626,48.1306,41.9198,44.5189333333,16.8280666667,14.0923666667,16.06186,50.2448666667,14.2904
587.39,14.154,48.1160333333,41.9504,44.5038333333,16.8464,14.0716,16.0129133333,50.2346,14.2720666667
587.73,14.1524,48.2335,42.0482,44.5919,16.8707333334,14.0821666667,16.0369066667,50.3146666667,14.2704
588.07,14.1299333333,48.1963666667,42.0407333333,44.551,16.9174666667,14.0646666667,16.04706,50.2747333333,14.2448666667
588.41,14.1327333333,48.2238,42.0598666667,44.5646666667,16.9708,14.0936666667,16.0783333333,50.211,14.238
588.74,14.1557333333,48.2940333334,42.1592666666,44.6307,17.0324,14.1502333333,16.1282133333,50.265,14.2788666667
589.08,14.1798,48.2962666667,42.181,44.6007333333,17.0673333333,14.1552666667,16.1458533333,50.2048,14.3094666667
589.42,14.0749333333,48.2106,42.0946666667,44.5249333333,17.0074,14.0353,16.0863866667,50.135,14.2246666667
589.76,14.0758666667,48.2574333333,42.1043333333,44.518,17.0491333333,14.0432666666,16.10032,50.1649333333,14.2465333333
590.09,14.0754666667,48.2535666667,42.109,44.4974,17.0708666667,14.0688333333,16.10076,50.1584,14.2376
590.43,14.0624,48.3137333333,42.1385333333,44.5168,17.0787333333,14.0663666667,16.0803466667,50.1786,14.2304
590.77,14.1027333333,48.3700333333,42.2050666667,44.5567,17.1706666667,14.1432,16.1345466667,50.1857333333,14.3141333333
591.11,14.1009333333,48.4443666667,42.2912,44.6222666667,17.2186666667,14.1413666667,16.1573933333,50.2711333333,14.3526666667
591.44,14.1274666667,48.4454666667,42.337,44.6117666667,17.2919333333,14.1698333334,16.17332,50.2803333333,14.4034666667
591.78,14.1313333333,48.5499333334,42.4148666667,44.6566,17.3286,14.1737333333,16.1715666667,50.3142666667,14.4221333333
592.12,14.1581333333,48.6053,42.481,44.6897666667,17.409,14.1865333333,16.1939066667,50.4250666667,14.4491333333
592.46,14.1675333333,48.6781333333,42.554,44.7811333333,17.4544666666,14.202,16.2042333333,50.5468666667,14.4564666667
592.79,14.1471333333,48.7233,42.5868666667,44.7922333333,17.4860666667,14.2090333333,16.19446,50.6102666667,14.4613333333
593.13,14.2375333333,48.8572333333,42.7236666667,44.8902,17.6378,14.3157,16.2676533333,50.7056,14.5835333333
593.47,14.273,48.9829333333,42.8492666667,44.9993,17.7372666667,14.3270333333,16.2927266667,50.8283333333,14.6039333333
593.80,14.2726666667,49.0414,42.8999333333,45.0203333333,17.7763333333,14.3335333333,16.2939533333,50.8448,14.607
594.14,14.3247333333,49.1207666667,43.0208666667,45.1328333333,17.8848666667,14.4166666667,16.3448,50.9900666667,14.6844
594.48,14.3495333333,49.1433333333,43.0282666667,45.1044,17.9263333333,14.4100666667,16.34414,50.9883333333,14.6664666667
594.81,14.3127333333,49.1399666667,43.0063333333,45.0507333333,17.9286666667,14.3908,16.3087133333,50.9341333333,14.6314666667
595.15,14.2490666667,49.0805333333,42.954,44.9920333333,17.884,14.3166333333,16.2537066667,50.8638,14.5783333333
595.49,14.211,49.1016666667,42.9676666667,44.9692666667,17.8826666667,14.2929666667,16.21818,50.8998666667,14.5558
595.82,14.1916,49.1768666667,43.0126666667,45.0256333333,17.8971333333,14.2805,16.2073466667,50.9447333333,14.5815333333
596.16,14.1447333333,49.1282666667,42.9507333333,44.9211666667,17.8914,14.2324666667,16.1795466667,50.8200666667,14.5323333333
596.50,14.1621333334,49.1620333333,42.9768666667,44.9822,17.9542,14.2695333333,16.2092866667,50.8334666667,14.5565333333
596.83,14.1266,49.1249666667,42.9549333333,44.944,17.9298,14.2613333333,16.17008,50.8196666667,14.4867333333
597.17,14.1022666667,49.1422333333,42.9874666667,44.9317333333,17.9200666667,14.2593,16.16878,50.8211333334,14.4823333333
597.51,14.0824,49.1514666667,43.0066,44.9443666667,17.9338666667,14.2282666667,16.1544133333,50.8703333333,14.4816
597.84,14.0014,49.1136666667,42.9486666667,44.8773333333,17.8920666667,14.1136,16.0916533333,50.7972666667,14.3892666667
598.18,14.0064666667,49.1262666667,42.9922666667,44.8807666667,17.9226,14.1102333333,16.0992933333,50.8436666667,14.3861333333
598.52,14.0983333333,49.1669,43.0694666667,44.9535333333,18.0093333333,14.1669333333,16.18226,50.9087333333,14.4604666667
598.85,14.0974,49.2438666667,43.1351333333,45.0060333333,18.0554,14.2153,16.19344,50.9809333334,14.4706
599.19,14.1620666666,49.2717333334,43.1491333333,45.067,18.1698666667,14.272,16.2420933334,50.9824666667,14.5126666667
599.53,14.1974,49.2625333334,43.1882,45.0461333333,18.2335333333,14.2980333333,16.2568,50.9746,14.5219333333
599.86,14.2721333333,49.3242,43.2822,45.1538333333,18.3272,14.3766666667,16.3205133334,51.0553333333,14.5795333333
600.20,14.2616,49.4061333333,43.3875333333,45.2111,18.3878,14.3539666667,16.3198866667,51.1719333333,14.5828666667
600.53,14.3196666667,49.5554,43.5172666667,45.3095666667,18.4893333333,14.3757333333,16.3725666667,51.2868666667,14.6706666667
600.87,14.3486666667,49.6116666667,43.5708,45.3599333333,18.5969333333,14.4052333333,16.3942933333,51.3183333333,14.7089333333
601.21,14.3637333333,49.6475333333,43.619,45.3564,18.6733333333,14.4414,16.4176266667,51.3406666667,14.7262666667
601.54,14.4399333334,49.7437666667,43.7407333333,45.4464333333,18.7462666667,14.5279666667,16.4700866667,51.4549333333,14.7863333333
601.88,14.474,49.8604,43.8622666667,45.55,18.8372666667,14.5845333333,16.5160066666,51.5364,14.8552
602.21,14.4742666667,49.9502,43.9253333333,45.6186,18.8897333333,14.5855666667,16.50644,51.616,14.8774666667
602.55,14.5527333333,50.0369,44.0069333333,45.6793333333,19.0018,14.6407333333,16.5808866667,51.6836666667,14.9384666667
602.88,14.5436666667,50.0727,44.098,45.6845666667,19.0203333333,14.6169333333,16.6064533333,51.7318666667,14.9544666667
603.22,14.5241333333,50.0867333333,44.1148666667,45.7097,19.0227333333,14.6183666667,16.6051333333,51.7267333334,14.9509333333
603.56,14.4875333333,50.1220666667,44.1464,45.6814666667,19.0344666666,14.5710666667,16.5652266667,51.7464666667,14.9603333333
603.89,14.4588,50.1334,44.1353333333,45.6595333333,19.0284666667,14.537,16.5327666667,51.7098666667,14.928
604.23,14.4747333333,50.1273666667,44.1680666667,45.6832333333,19.0481333333,14.5622666667,16.5551933333,51.7312666667,14.9430666667
604.56,14.4678,50.1518333333,44.1936666666,45.7052666667,19.0547333333,14.5481,16.54,51.7466,14.9334
604.90,14.4276,50.0995666667,44.1879333333,45.6883333333,19.0227333333,14.4985666667,16.48722,51.6946666667,14.8806666667
605.23,14.3745333333,50.0931,44.1703333333,45.6834666667,19.0296666667,14.4568,16.4441133333,51.6817333333,14.8676
605.57,14.3533333333,50.0796,44.1512,45.6690333333,19.0284,14.437,16.4120733333,51.6594666667,14.8288
605.90,14.3200666667,50.0419333333,44.1546666666,45.6046,19.0371333333,14.4372666667,16.3994333333,51.6072666667,14.8008666667
606.24,14.3248,50.0929666667,44.2141333333,45.6466333333,19.0530666667,14.4265,16.3755933333,51.6705333333,14.7808666667
606.58,14.3113333333,50.0843666667,44.2079333333,45.6405,19.0618666667,14.4055666666,16.3193533333,51.6988,14.7432
606.91,14.3195333333,50.1069333333,44.2429333333,45.6348,19.0952,14.4245333333,16.32368,51.7486666667,14.7381333333
607.25,14.3186,50.1472,44.2816666667,45.6576,19.1231333333,14.4379666667,16.32266,51.7829333333,14.7452
607.58,14.3751333333,50.181,44.3628,45.6959333333,19.1944,14.5052333333,16.37076,51.8428,14.7836
607.92,14.3168,50.1654,44.3402,45.6376666667,19.2436666667,14.4849,16.3256733333,51.7966666667,14.7371333333
608.25,14.324,50.1839,44.3624,45.628,19.2858666667,14.515,16.33034,51.8764666667,14.7579333333
608.59,14.3952,50.2805333333,44.4408666667,45.7102666667,19.4133333333,14.6125333333,16.4092666667,51.9684666667,14.8332666667
608.92,14.4404666667,50.2681333333,44.4764,45.6995,19.4631333333,14.6574666667,16.43578,51.9378,14.8498
609.26,14.4577333333,50.2967666667,44.5048,45.7012333333,19.5004,14.6683666667,16.4395533333,51.9936,14.8669333333
609.59,14.4552666667,50.3168,44.4929333333,45.6968666667,19.5167333333,14.6557666667,16.4167133333,52.0135333333,14.8490666667
609.93,14.4635333333,50.3586333333,44.5322,45.7430666667,19.6186,14.6816666667,16.4667866667,52.0786666667,14.8973333333
610.26,14.4624666667,50.3797333333,44.5506,45.7333666667,19.6423333333,14.7026333333,16.4973466667,52.0891333333,14.9110666667
610.60,14.4683333333,50.4978,44.6394,45.8342333333,19.7321333333,14.7106333333,16.49176,52.1663333334,14.9160666667
610.93,14.4630666667,50.4593333333,44.6117333333,45.7962666667,19.7742,14.7064666666,16.4898666667,52.1539333333,14.8802666667
611.27,14.4582,50.4733,44.6322,45.8231333333,19.8225333333,14.6998,16.49248,52.1824666667,14.8927333333
611.60,14.4695333333,50.5036,44.6568,45.8449,19.837,14.7011,16.47248,52.2179333333,14.8920666667
611.93,14.459,50.4638333333,44.6346666667,45.8289333333,19.8511333333,14.6671333333,16.4532333333,52.172,14.885
612.27,14.4423333333,50.4889,44.6284,45.8094333333,19.8259333333,14.6231,16.4173066667,52.2032666667,14.876
612.60,14.4196,50.5579,44.6688,45.8352,19.8739333333,14.5869666667,16.4189733333,52.3073333333,14.9016666667
612.94,14.4114,50.6598,44.7642666667,45.9468333333,19.9165333333,14.5863333333,16.4440466667,52.3945333333,14.9224
613.27,14.4273333333,50.8084666667,44.9262666667,46.1072333333,20.0289333333,14.625,16.50228,52.5676,14.9998
613.61,14.4222666667,50.8368,44.9558666667,46.0779333333,19.9999333333,14.5971333333,16.4558666667,52.5398,14.9864666667
613.94,14.4862666667,50.936,45.0831333333,46.2021,20.12,14.6221333333,16.49516,52.6073333333,15.0396666667
614.28,14.4944,50.9140666667,45.0934666667,46.1690666667,20.1298,14.6232,16.5124933333,52.6062666667,15.0422
614.61,14.5732666667,51.1217333333,45.2896,46.3703666667,20.2492,14.7145,16.5860266667,52.8078666667,15.1186
614.94,14.5766,51.1832,45.3310666667,46.3878,20.2434,14.7206666667,16.5613666667,52.8468666667,15.1024
615.28,14.5884666667,51.2424333333,45.4247333333,46.4426666667,20.28,14.7074,16.6223533333,52.8862,15.1243333333
615.61,14.5846666667,51.3638666667,45.5138,46.4904333333,20.3169333333,14.7086666667,16.6412533333,52.9434666667,15.0914
615.95,14.572,51.4463333333,45.6198666667,46.57,20.4067333333,14.7361666667,16.6640533333,53.0138,15.0898666667
616.28,14.596,51.4653666667,45.6512666667,46.5989666667,20.4560666667,14.7681666667,16.6901133333,53.0065333333,15.0898
616.61,14.6023333333,51.4921666667,45.6934666667,46.5948666667,20.5256666667,14.7811666667,16.6913533333,52.9921333333,15.0862
616.95,14.5137333333,51.3994,45.6094666667,46.4688333333,20.4648666667,14.6943666667,16.5948333333,52.8633333333,14.9397333333
617.28,14.434,51.3595,45.6393333333,46.4642333333,20.4642,14.6619,16.5439866667,52.8631333333,14.9058
617.62,14.4368666667,51.3873,45.6577333333,46.4738666667,20.5033333333,14.7225333333,16.5443733333,52.8837333333,14.905
617.95,14.4466666667,51.4515333333,45.7073333334,46.5027333333,20.5937333333,14.7439666667,16.5423333333,52.9634,14.9424666667
618.28,14.4245333333,51.4133,45.7089333333,46.4344333334,20.5873333333,14.7166,16.5206733333,52.935,14.9353333333
618.62,14.4218666667,51.4984333333,45.7894666666,46.4471,20.6602,14.7527666667,16.5593666667,52.9682666667,14.9587333333
618.95,14.4436,51.5515333333,45.8113333333,46.4661666667,20.7518,14.7911666667,16.53718,53.0221333333,14.9912666666
