wavelength,Back_ThlInof,Belly_ThlInof,Breast_ThlInof,Crissum_ThlInof,Crown_ThlInof,DorTail_ThlInof,Rump_ThlInof,Throat_ThlInof,WingTip_ThlInof
193.99,73.9623333334,76.8552,58.4905333333,48.9937,36.8554666667,70.4402666667,41.84274,42.2642666667,56.7296666667
194.37,83.2997333335,84.6463333333,67.4074666667,53.6363,45.4544666667,77.3063999999,49.1650066666,47.946,64.5117333333
194.75,92.2076666666,97.3161333333,72.2944666666,54.3290666667,46.9266,88.5713666667,53.0994666667,51.6017333334,68.7445333333
195.13,84.6008666667,93.2395333333,60.5633333333,41.6432,36.1504,82.5821,44.8638399999,40.6572666667,59.9061333334
195.51,86.9944666667,95.9017999999,62.4044666667,38.4153,28.7432666667,86.3935333333,46.4808066667,36.2842,55.4098000001
195.89,86.9767333334,105.968966667,56.124,18.0619333333,8.99226666675,92.7908333334,33.5039466666,18.1395333333,43.2558
196.27,113.333333333,148.833333333,55.6666666666,-29.6666666666,-44.6666666667,116.666666667,14.9666666666,-21.3333333335,10.0000000002
196.65,1486.66666667,2260.0,180.0,-1360.0,-1460.0,1550.0,-630.000000001,-1380.0,-646.666666666
197.03,-68.7500000001,-126.458333333,24.1666666667,121.458333333,123.333333333,-82.7083333334,62.4999999999,111.666666667,53.75
197.40,-101.481533333,-263.703666667,16.2961333332,221.4814,209.629666667,-147.7778,118.22226,208.888866667,134.814733334
197.78,-298.333333333,-589.166666667,-71.6666666667,509.166666667,466.666666666,-271.666666666,328.0,403.333333333,351.666666666
198.16,3.80946666666,-32.9761333333,43.3333999999,131.5476,116.904733333,13.9286,96.0237933334,100.714333333,106.6666
198.54,51.4666666667,4.0,99.4666666666,191.466666667,175.466666667,67.3333333333,163.12,155.2,160.266666667
198.92,97.6189999999,26.6666666667,183.8096,379.2858,321.9048,133.095166667,339.76182,274.762,309.523733333
199.30,55.3845999999,-30.5127999999,125.641066667,372.820433333,307.692266667,124.358966667,336.46158,238.9744,268.7178
199.68,106.0,-29.6666666667,210.666666667,528.000000001,415.333333333,192.666666667,519.533333333,316.666666667,372.0
200.06,45.6141333333,-21.0526333334,93.3333333334,262.807066667,224.912333333,98.5963666668,279.33342,150.175533333,191.929866666
200.44,-13.3332666666,-110.000066667,165.7142,612.857133333,539.999933333,144.761833333,692.285699999,340.952466667,422.857133333
200.82,99.0475333333,25.2382333333,246.666733333,752.856999999,671.428466667,247.1429,777.142886666,456.190533333,534.285666667
201.19,25.0,-54.9999999999,176.666666667,1081.66666667,996.666666666,255.833333333,1099.5,650.0,793.333333334
201.57,30.7692,37.3076666667,50.2564666666,195.000066667,179.999933333,65.3846,198.666613333,127.179533333,144.359066667
201.95,38.6666000001,39.2382666667,59.9999999999,159.142733333,133.9048,56.3809333333,151.923713333,101.714333333,118.2858
202.33,47.6190666666,41.9048,62.2222666668,236.190533333,201.904666667,66.6666333333,229.33328,141.587266667,165.396666667
202.71,42.0513333333,45.3846666667,43.0769333333,187.564133333,166.6668,56.9229999999,195.512706667,113.589666667,148.718
203.09,17.6191999999,30.7143666667,19.7618,158.333266667,150.476266667,40.0000666667,149.214386667,93.5714666666,98.0953333333
203.47,-3.8889333332,27.9165666666,-0.2777999998,156.805566667,139.7222,13.3332333333,146.13882,94.7221333333,94.7222666666
203.85,3.04766666666,40.4762666667,4.95226666666,118.571533333,101.904733333,21.7142333333,99.3714866666,81.7142000001,79.8094666668
204.22,18.6206666666,73.2183,26.207,151.264433333,123.2184,40.8046999999,137.034453333,117.930933333,105.977133333
204.60,57.7010000001,103.793033333,68.9655999999,181.494233333,152.873466667,89.6551999999,177.126413333,152.1838,143.678133333
204.98,39.1111999999,80.7778333333,63.1110666667,153.1112,124.666733333,89.2222999999,168.9556,136.4444,123.111066666
205.36,69.8666666667,110.266666667,102.4,198.266666667,167.2,133.2,227.066666667,177.333333333,157.866666667
205.74,85.2874,111.264466667,124.8276,201.379233333,168.5058,144.023,210.046026667,178.161,153.563133333
206.12,80.8694666667,119.275333333,132.4638,215.507333333,187.826066667,160.434766667,253.76812,218.5506,158.261
206.50,100.689666667,129.310333333,138.390933334,200.4597,169.425333333,151.609266667,229.862253333,210.344733333,153.563
206.87,104.2276,125.447066667,129.430666667,178.048533333,143.577266667,124.634133333,183.67474,177.398266667,139.5122
207.25,105.263133333,114.795433333,127.836266667,154.853766667,126.7838,120.818666667,165.555666667,153.216533333,138.9474
207.63,106.769266667,114.6667,130.974266667,149.948833333,128.820466667,122.5129,159.19996,147.794933333,137.3334
208.01,99.6077999999,105.196066667,125.588266667,139.215766667,121.0784,113.333433333,148.009873333,133.137266667,122.941066667
208.39,90.2880666666,92.3457333334,116.461,129.053466667,112.5102,105.0618,129.13574,115.555466667,111.111133333
208.77,85.1588000001,87.2617999999,108.968333333,123.055533333,104.9206,96.0715333333,118.753846666,107.063533333,103.333333333
209.14,93.7448000001,97.4896999999,117.860066667,137.2016,114.9794,99.5883,129.448506667,112.428,114.732533333
209.52,94.9474666665,98.8421666667,115.789466667,134.175466666,113.824533333,101.929833333,126.04912,110.807,114.877133333
209.90,97.7536666666,103.949266667,118.260866667,137.0652,116.6666,106.123133333,131.971,112.1738,121.3042
210.28,105.3334,113.4815,123.555533333,147.000033333,125.333333334,110.703666667,138.22224,114.074,132.3704
210.66,108.8888,122.000033333,132.888866667,159.289,137.244466667,119.244566667,151.884373333,116.9778,149.244466667
211.03,114.791733333,127.6564,148.2292,173.177133334,152.604333333,134.323,172.83342,125.833466667,163.958333333
211.41,129.939333333,146.9092,161.697066667,190.727333333,173.697066667,149.999933333,197.64838,142.909133333,187.030333333
211.79,131.462066667,147.251433333,159.766133333,186.140466667,173.5674,147.309933333,194.807053333,143.391866667,188.187133333
212.17,178.558466667,197.2074,208.1082,247.567633333,236.036,200.450566667,270.91896,195.495466667,261.6216
212.55,179.77,204.712666667,211.724133333,255.287366667,246.6666,205.7472,296.04598,211.954,283.448133333
212.92,158.095266667,182.142933333,189.047666667,229.404766667,228.095266667,180.476333333,284.976226667,195.238066667,259.2856
213.30,157.179466667,170.641066667,170.7692,214.615366667,226.9232,177.435833333,278.487126667,177.4358,255.384666667
213.68,1336.66666667,1603.33333333,1433.33333333,2010.0,2330.0,1611.66666667,2968.66666667,1533.33333333,2540.0
214.06,-130.833333333,-153.541666667,-120.833333333,-211.458333333,-246.666666667,-152.291666667,-339.375,-161.25,-279.166666667
214.44,-73.5802666667,-74.9382333334,-61.2345333333,-118.395066667,-134.320933333,-98.2716333334,-197.703733333,-97.0369333333,-164.197533333
214.81,-770.666666667,-708.0,-726.666666667,-1050.0,-1092.0,-901.333333333,-1481.46666667,-949.333333334,-1176.0
215.19,-528.888933333,-432.7778,-476.6666,-722.7778,-772.222266667,-622.777833334,-1083.66678667,-667.777733334,-793.333266667
215.57,-158.666666667,-96.0000000001,-176.0,-301.0,-321.333333333,-242.333333333,-488.533333333,-250.666666667,-302.666666667
215.95,-280.0,-168.666666667,-310.666666667,-586.666666667,-581.333333333,-534.0,-972.933333333,-422.666666667,-592.0
216.32,544.444333333,430.000000001,728.888866667,1205.55556667,1157.7778,1137.77786667,1870.66656,806.666600001,1204.4444
216.70,-230.476133333,-168.571466667,-368.571466667,-541.9048,-523.809466667,-499.523566667,-849.619166667,-329.5238,-551.428599999
217.08,-212.380933333,-135.238066667,-300.0,-529.523833333,-504.761933333,-510.9523,-830.476220001,-304.761866667,-505.714333333
217.46,218.333333333,209.166666666,423.333333333,904.999999999,806.666666667,779.999999999,1395.5,541.666666666,771.666666667
217.83,124.888933333,144.0,192.000066667,314.666666667,276.000066667,274.666733333,432.8444,238.222266667,298.222133333
218.21,60.5127999999,69.3589666667,105.897466667,163.8461,146.1538,148.718066667,218.128273333,124.102533333,151.794866667
218.59,38.4314666667,44.0523,67.451,93.9869666665,86.2745999999,83.3987333333,118.33988,72.6797333333,82.0914666667
218.97,19.8718666667,23.3974666666,48.2051333333,70.3847666667,61.6666,64.8077,92.0897399999,58.2050666667,64.3588666667
219.34,31.0304,35.3332,65.0908666667,77.7577333333,72.7272666667,75.2121666667,101.06674,66.7877333333,74.6665999999
219.72,48.9584,53.0209333333,71.2502666667,82.3960666667,79.0625333334,79.8959666667,106.06258,73.9584000001,84.5834666667
220.10,53.3333333333,61.0556666667,74.7777333333,87.7777333334,85.5555333333,82.6665666667,113.222286667,79.6666000001,88.4444
220.47,60.6153333333,68.5127666667,78.7692666667,92.2052333333,88.7179333333,80.1024666667,109.589713333,84.6154666667,91.9999999999
220.85,73.6274000001,80.3432,85.1960666667,102.1079,96.1764666665,90.3433,113.960866667,96.5686666666,97.8432666667
221.23,85.5707333333,98.9955333332,106.666666667,114.611866667,109.680333333,106.986333333,123.716846667,111.598133333,114.794533334
221.61,123.018866666,140.125733333,155.3458,155.5345,158.490533333,158.364733333,172.176046667,149.8114,162.2642
221.98,123.851933334,138.148166667,164.8888,153.555433333,164.7408,164.222133333,181.585233333,144.444533333,164.592533333
222.36,157.777866667,184.646533333,220.404133333,200.606033333,228.282733333,207.8789,240.727233333,184.444533333,227.070733333
222.74,456.3636,521.818133333,613.9394,549.999933333,661.8182,552.727333333,694.96988,543.636466667,647.878866667
223.11,-234.444466667,-280.555566667,-327.777866667,-280.000166667,-359.999933334,-293.7039,-393.77776,-271.8518,-344.444333333
223.49,-122.318866667,-164.4928,-172.463733333,-161.4493,-217.6812,-171.5943,-250.434846667,-150.724533333,-215.942
223.87,-19.1488666667,-36.8085,-43.5460666667,-40.4254333333,-66.5250666668,-49.7163333333,-79.7730333333,-38.4397333333,-69.7872666668
224.24,-4.13786666664,-8.8505,-24.7126666667,-17.4713,-42.8736666667,-31.6668333333,-46.5861533333,-21.9540666667,-45.1724666667
224.62,0.820533333327,1.23083333333,-16.7178666667,-4.359,-22.7692,-24.1539666667,-36.7282466667,-10.1539333333,-34.1539333333
225.00,6.12013333333,12.1311333333,-2.18593333334,6.39343333333,-13.6612,-12.6776,-30.90724,-0.874333333325,-31.8032
225.38,7.61906666669,25.2381666667,11.9576,13.9682666667,-2.96299999999,0.370366666674,-20.9841133333,9.94706666666,-24.2328666667
225.75,3.56806666667,28.6386,11.9249333333,10.3756,2.15959999999,4.74183333334,-17.0798866667,4.41320000001,-18.4976
226.13,-11.9540666667,19.4253666667,1.6092,-7.58613333335,-11.1494666667,-15.0000666667,-39.5631933333,-14.9426,-34.8276666666
226.51,-18.3647333334,26.2893666667,-2.89306666668,-8.86786666666,-9.8114,-21.5093333333,-48.9684866667,-20.1258,-38.3648000001
226.88,-16.3636,28.5454666667,1.09086666665,-5.63633333333,-7.27253333331,-22.0607,-36.8363733333,-8.3636,-33.6968666667
227.26,-8.88893333334,26.1376,6.1376,-5.13230000001,-5.50246666667,-15.0794333333,-22.0847466667,-2.22213333333,-21.4816
227.64,-11.983,13.8817,1.35013333333,-10.0423,-9.02939999999,-14.1772,-16.4641,-5.5696,-21.1814666667
228.01,-15.9258666667,4.85189999999,-6.14813333333,-12.4814666667,-11.6295333333,-12.3334,-17.91122,-5.92593333334,-19.4815333333
228.39,-10.862,3.50580000001,-2.81626666668,-6.52306666668,-5.5172,-2.90230000001,-13.2586333333,-0.51720000002,-12.8158666667
228.76,-8.95393333333,1.11906666667,-2.38446666666,-6.95873333333,-7.44526666668,-0.948866666652,-11.2115866667,-1.6058,-9.58633333334
229.14,0.847066666665,6.5746,3.75693333332,2.35726666667,0.331533333326,6.62986666667,-1.48436666666,5.67219999999,1.25233333332
229.52,2.5836,5.35883333333,3.22180000001,3.58856666668,0.893333333326,7.70336666667,-1.16104,5.32706666666,3.38120000001
229.89,2.95593333333,3.38046666667,2.42153333333,4.54396666667,-0.408733333334,8.66346666667,-2.08798,6.03779999999,2.48426666669
230.27,5.5896,6.4338,5.53133333333,6.95773333333,2.76559999999,12.2852,1.99704666667,8.99566666667,4.07566666667
230.65,9.79,7.88710000001,10.0786666667,9.65876666668,6.87673333334,15.4199,7.12859333334,12.0734,8.05766666666
231.02,10.1930666667,7.37453333334,8.28833333334,9.16359999999,6.69246666667,13.8866666667,5.17112666666,10.2445333333,6.7182
231.40,9.59013333334,7.65019999999,7.13126666667,9.79506666666,5.32780000001,13.9071,3.47813333334,10.5466,4.75420000001
231.78,10.5118666667,9.34993333333,8.0222,11.7289333333,5.42186666666,16.5837333333,4.13550666666,11.7564666667,6.33473333333
232.15,9.23946666667,8.45086666666,9.1008,10.9542666667,4.50906666667,15.6431666667,3.23100666665,9.65426666666,5.5878
232.53,12.5524666666,11.6317666667,11.2691333333,13.2218,6.0252,17.3362,5.89962,12.2734,8.92606666667
232.90,12.7486,12.4999666666,11.7836,14.5028333333,6.11106666667,18.8158,6.08485333333,13.5672,9.70753333335
233.28,9.34640000001,8.90526666667,8.20266666667,9.86929999999,1.07846666667,15.7678333333,3.40517333333,11.0784666667,5.81693333333
233.66,11.675,9.594,9.37386666669,10.254,2.3012,17.0895333333,5.66496000001,12.6566,6.97126666667
234.03,14.0704,13.5255333333,12.1793333333,13.3172666667,5.70519999999,18.5095666667,9.95830666667,14.5833333333,9.58326666667
234.41,13.2721333333,13.3027,10.7644666667,13.1803333333,5.62686666666,17.7370333333,9.34258666665,15.1375333333,9.60239999999
234.78,8.27040000001,10.0472666667,6.44646666668,10.6446,2.16973333333,14.151,4.44964666667,10.692,6.82373333333
235.16,10.131,13.7116333333,9.19933333334,13.0568,5.90979999999,18.2095333333,8.22124666667,13.6245333333,10.8004666667
235.54,7.7778,10.244,5.79959999999,10.1763,4.44453333333,14.7561,6.21963333333,10.7589333333,8.53673333333
235.91,8.58240000001,10.2554666667,6.25806666667,9.69356666667,5.4918,12.4267666667,6.48282666667,10.8558,8.14826666667
236.29,9.84966666665,11.6916666667,6.41599999999,10.589,7.0426,12.3433,7.20051333333,12.7819333333,9.82466666665
236.66,8.82126666667,10.7858333333,5.85546666666,9.07473333333,7.57913333334,11.1661666667,5.16609333333,11.4323333333,9.37893333334
237.04,10.798,12.2887666667,7.676,9.57753333333,8.07506666667,11.5141,7.09156,12.9577333333,10.2582666667
237.41,11.0807333333,12.0591666667,8.25933333333,9.82926666667,8.32766666666,10.2162666667,4.91906,12.719,10.7849333334
237.79,10.6974666667,13.4439666667,10.0108666667,11.0078,8.88153333333,9.49053333334,5.06543333333,13.3998,11.5836666667
238.17,7.54506666667,9.76356666667,6.66673333333,7.04946666666,5.6082,5.28156666667,1.37402666667,9.25693333334,8.58100000001
238.54,6.8,8.64436666667,5.64460000001,6.71109999999,3.9112,4.98893333333,0.64878,7.37766666667,9.04433333333
238.92,4.7742,5.52686666667,2.68820000001,4.51613333334,1.5484,2.52686666667,-1.82789333333,6.00013333335,7.44086666667
239.29,3.46353333333,2.3924,1.32133333333,2.85289999999,-0.1,0.360533333334,-3.58561333333,4.36433333333,5.7658
239.67,4.5472,2.518,2.86233333333,3.78620000001,0.0362,1.82973333333,-2.54344666667,4.32960000001,6.73926666666
240.04,3.04033333333,1.726,1.59933333333,2.68396666667,-0.886733333333,1.3221,-2.94220666667,3.32533333333,6.23926666667
240.42,1.89113333333,0.972833333335,0.013466666666,0.775566666666,-2.5986,0.714200000001,-3.4203,1.3334,5.00686666667
240.79,2.9796,2.6608,0.892666666668,1.63483333333,-1.79713333333,3.28683333333,-0.978453333334,2.20306666667,6.632
241.17,4.8662,4.87103333333,3.14346666666,3.91723333333,0.905066666669,6.3845,1.85492666667,4.2044,9.08026666667
241.54,4.73526666667,5.02753333333,3.27826666667,4.58276666667,1.7112,7.1791,3.10284666667,4.3796,8.92846666666
241.92,4.64046666667,4.74473333333,3.10886666667,4.45856666667,1.79426666667,7.8887,3.47875333333,4.3156,8.79353333333
242.29,5.9566,5.5946,4.46753333334,5.5981,3.35746666667,9.4552,4.71278666667,5.84633333333,9.74826666668
242.67,6.94173333333,6.2765,5.6366,6.22196666667,4.66413333334,10.3678333333,5.77344,6.9802,10.4926666667
243.05,7.7516,7.24546666667,6.77573333333,6.84236666666,5.38193333333,10.9908,6.57986666667,7.47866666667,10.8181333333
243.42,7.7174,7.62526666667,6.94573333333,7.26330000001,5.68113333333,11.4454333333,6.72542,7.78280000001,11.0122
243.80,7.57593333333,8.17553333333,7.15313333334,7.48916666667,6.2498,11.7319,6.8688,7.94673333333,10.9934
244.17,7.75773333333,8.57063333333,7.45100000001,7.84590000001,6.75193333334,12.2989,7.12088,8.03646666666,11.1565333333
244.55,8.58093333333,8.86313333333,8.07193333333,8.63356666667,7.59613333333,13.0429333333,7.91874,8.68593333333,11.7954
244.92,7.76713333333,7.56773333334,7.53319999999,7.9373,6.70926666667,11.9113666667,7.0734,7.86826666667,10.6856666667
245.30,6.5814,6.02003333333,6.30573333333,6.56636666667,5.52393333333,10.3358,5.50779333333,6.406,9.55379999999
245.67,6.8888,6.43756666667,6.68059999999,6.55566666667,5.71353333333,10.8143,5.66690666667,6.91193333333,10.2798666667
246.05,7.48433333333,6.96143333333,7.06513333334,6.89513333333,6.185,11.1372666667,5.96300666667,7.38906666667,10.8841333333
246.42,7.27406666667,7.1022,7.28560000001,6.8731,6.0822,11.2761666667,6.05648666667,7.41546666667,11.2742
246.79,6.895,6.9176,6.71573333333,6.7228,5.45566666667,10.9567666667,5.58935333333,6.87713333333,11.1603333333
247.17,7.03746666667,7.0456,6.89433333333,6.6991,5.66193333333,11.3253333334,5.84586666667,7.008,11.5414
247.54,7.0086,6.8592,6.80213333333,6.52336666666,5.35733333333,11.0766333333,5.74948666667,6.7314,11.4725333333
247.92,6.90466666667,6.4829,6.63953333333,6.31113333333,5.0994,10.9462333333,5.58621333333,6.54606666667,11.5008666666
248.29,6.9962,6.45283333333,6.7082,6.5211,5.08373333333,10.9443,5.65526666667,6.72906666667,11.7921333333
248.67,6.9194,6.43633333333,6.74693333333,6.6145,5.03493333333,10.8352666667,5.56258,6.75286666667,11.7374
249.04,6.9464,6.4873,6.83386666667,6.70476666667,5.16813333333,10.9378,5.53984,6.87966666666,11.853
249.42,6.99186666667,6.67953333333,6.8792,6.73103333333,5.15626666667,11.0387,5.66867333333,7.0306,11.9131333333
249.79,6.64593333333,6.19233333333,6.33346666667,6.39853333333,4.58426666667,10.6306666667,5.2048,6.47766666667,11.3781333333
250.17,5.79673333333,5.6813,5.73713333333,5.98633333333,3.97106666667,10.0502,4.68106666667,5.7632,10.6675333333
250.54,5.86326666666,5.6294,5.41966666667,6.12716666667,3.9888,9.79803333333,4.50965333333,5.6034,10.2359333333
250.92,6.10433333333,5.67626666667,5.75926666667,6.24706666667,4.45146666667,9.81253333334,4.80815333333,5.8106,10.0788666667
251.29,6.02266666666,5.406,5.60546666666,6.3538,4.2358,9.59393333334,4.55508666667,5.7596,9.65540000001
251.66,6.61046666667,5.63363333333,6.14673333333,6.60103333334,4.81153333333,10.1757,4.96367333333,6.35273333333,9.98353333334
252.04,6.77046666667,6.05163333333,6.21426666667,6.62896666667,5.06006666667,10.3416666667,5.24709333333,6.68546666667,9.87046666666
252.41,6.64273333333,5.717,5.88966666667,6.07906666667,4.87286666667,10.0001666667,5.01396,6.6236,9.51546666667
252.79,6.42646666667,5.8162,5.6276,5.62243333333,4.7746,9.96316666667,4.97951333333,6.57353333333,9.28433333333
253.16,6.527,6.44753333333,5.82526666667,5.9522,5.02873333333,10.1593,5.33326666666,7.02013333333,9.41980000001
253.54,6.37566666667,6.57126666667,5.834,5.9769,5.18186666667,9.99746666667,5.22996,7.18846666667,9.54086666667
253.91,7.18726666667,7.2408,6.80953333333,7.01126666667,5.98786666667,10.6355666667,5.86072,8.02966666666,10.3726
254.28,7.65019999999,7.4707,6.9998,7.31983333333,6.14113333333,10.8560666667,5.91984666667,8.561,10.856
254.66,6.37006666667,6.10933333333,5.6452,6.15053333333,4.503,9.77480000001,4.52618,7.29266666667,10.0218666667
255.03,6.575,6.35686666666,6.11026666667,6.46576666667,4.607,10.3214,4.59502666667,7.81413333333,10.3842
255.41,5.8868,5.97623333333,5.62513333333,5.7917,3.68446666666,9.74100000001,4.06848,7.1668,9.73819999999
255.78,5.8888,6.21996666667,5.5424,5.83726666666,3.59773333333,9.51699999999,4.12697333333,7.04953333333,10.0211333333
256.15,6.40066666667,6.57313333334,6.2132,6.2647,4.0012,9.73403333334,4.52038,7.45226666667,10.6861333333
256.53,6.3952,6.65206666667,6.4602,6.52803333334,4.0412,9.59003333333,4.55336,7.22133333333,10.5073333333
256.90,6.59493333333,6.5481,6.93713333334,6.90663333334,4.1004,9.46190000001,4.56968,7.33986666667,10.85
257.28,6.461,6.18513333333,6.8072,6.57876666667,3.9728,9.11469999999,4.40725333333,6.8924,10.7699333333
257.65,6.44266666667,5.66093333333,6.62633333333,6.539,3.96946666667,9.17113333333,4.49375333333,6.56366666667,10.5556
258.02,5.3102,4.7617,5.5658,5.26946666667,3.08133333333,8.1745,3.76814,5.4224,9.44179999999
258.40,5.49466666667,4.83676666667,5.66886666667,5.3993,3.3952,8.31746666667,4.11724666666,5.41426666667,9.71706666668
258.77,6.09466666667,5.47076666667,6.1842,5.92433333333,4.1912,8.90373333334,4.82697333333,5.8926,10.1936666667
259.15,5.91393333333,5.2831,5.78793333333,5.6917,4.00506666667,8.70006666667,4.63550666667,5.6596,9.94986666666
259.52,6.18813333333,5.55643333333,5.86993333333,5.97826666667,4.35413333333,8.98043333334,4.91298,6.02546666667,10.3749333333
259.89,6.03953333333,5.5716,5.83513333333,6.0684,4.3918,8.96473333333,4.90329333333,6.09526666667,10.3313333333
260.27,6.1652,5.6778,5.83293333333,6.23063333333,4.4788,9.13636666666,5.02174,6.18233333333,10.4596
260.64,6.28853333333,5.77086666667,5.91266666667,6.23606666667,4.55986666667,9.30363333333,5.10184,6.24033333333,10.523
261.01,6.32233333333,5.86366666667,5.93413333333,6.2805,4.68106666666,9.39646666667,5.15171333333,6.2342,10.4973333333
261.39,6.23666666667,5.7031,5.7106,6.22603333333,4.5714,9.33793333333,4.97616,6.07053333333,10.3844
261.76,6.5222,6.1329,5.97113333333,6.63823333333,4.87313333333,9.66003333334,5.32828,6.42813333334,10.7152
262.13,6.8694,6.49506666667,6.2774,7.0444,5.1768,10.1301333333,5.65246,6.83246666667,11.0745333333
262.51,6.891,6.62176666667,6.33766666667,7.07563333334,5.0386,10.2742,5.68607333333,6.9558,11.0048666667
262.88,7.03513333333,6.7864,6.52093333333,7.29663333333,5.08253333333,10.4538,5.77787333333,7.35706666667,11.0588666667
263.25,7.48053333333,7.15893333333,6.95933333333,7.6147,5.551,10.8916,6.15514666667,7.8494,11.4250666667
