wavelength,Back_PyrRufm,Belly_PyrRufm,Breast_PyrRufm,Crissum_PyrRufm,Crown_PyrRufm,DorTail_PyrRufm,Patch10_PyrRufm,Rump_PyrRufm,Throat_PyrRufm,WingTip_PyrRufm
339.40,4.71126666667,8.80046666667,5.7772,6.5694,-0.715266666667,4.4966,-0.1904,5.49746666667,0.826866666666,5.3394
339.77,4.75266666667,8.87133333333,5.8146,6.61606666667,-0.579533333335,4.57906666667,-0.149333333333,5.50779999999,0.969066666666,5.33213333333
340.14,5.06573333333,9.26433333333,6.28573333333,7.11126666667,-0.029866666666,4.968,0.267133333333,5.91506666666,1.36166666667,5.59406666667
340.50,5.303,9.44099999999,6.53313333333,7.317,0.247466666667,5.09493333333,0.522600000001,6.10273333334,1.69766666667,5.75893333333
340.87,5.29273333333,9.4592,6.55566666667,7.5552,0.272799999999,5.2518,0.469666666667,6.22813333334,1.7014,5.77806666667
341.23,5.4644,9.62406666666,6.71313333333,7.72193333334,0.558600000001,5.53606666667,0.7288,6.36879999999,1.99666666667,6.05593333333
341.60,5.9014,10.0928666667,7.21,8.18173333333,0.941133333333,5.95893333333,1.05966666667,6.81966666667,2.2936,6.31286666667
341.96,5.66173333333,9.82333333333,6.93866666667,7.99840000001,0.617666666666,5.74273333333,0.874533333334,6.54193333333,2.24606666667,6.113
342.33,5.75933333333,9.90813333335,7.1204,8.14413333333,0.766733333334,5.9132,0.843666666667,6.65346666667,2.30033333333,6.28233333333
342.70,5.93213333333,10.0294666667,7.263,8.27533333334,0.876133333333,6.00406666667,0.896333333333,6.74406666667,2.4518,6.40166666667
343.06,5.9132,10.2367333333,7.38033333333,8.34873333333,0.943133333333,6.0886,0.841866666667,6.74606666667,2.4518,6.4752
343.43,5.99326666667,10.3954666667,7.54333333333,8.55500000001,1.01553333333,6.25153333333,0.951200000001,6.91786666666,2.60473333333,6.6026
343.79,6.26253333333,10.6123333333,7.75686666667,8.80313333333,1.32626666667,6.4078,1.14606666667,7.14446666667,2.80493333334,6.90986666667
344.16,6.00566666667,10.2299333333,7.38126666667,8.41706666666,0.924599999999,6.02833333333,0.791,6.73606666667,2.51026666667,6.56093333333
344.52,6.0232,10.4174666667,7.4316,8.59333333334,1.10693333333,6.18413333333,0.980466666666,6.83426666667,2.56493333333,6.67686666667
344.89,6.161,10.6338,7.46246666667,8.62626666666,1.10626666667,6.13893333333,1.05373333333,6.83806666667,2.66066666667,6.57153333333
345.25,6.064,10.6679333333,7.57306666667,8.64220000001,1.13786666667,6.14646666667,1.06086666667,6.89493333333,2.69893333333,6.41993333333
345.62,5.73953333333,10.3883333333,7.2848,8.35533333333,0.940399999999,5.76133333333,0.833533333333,6.53993333333,2.5692,6.13713333334
345.99,6.02426666667,10.6383333333,7.4724,8.59419999999,1.20686666667,5.96593333333,0.977066666666,6.78986666666,2.64173333333,6.32046666667
346.35,5.86513333333,10.6228,7.39826666667,8.5142,1.10753333333,5.74366666667,0.947999999999,6.74826666667,2.48773333333,6.12453333333
346.72,5.68453333333,10.5152,7.182,8.26906666667,0.965466666665,5.4894,0.793733333334,6.4382,2.24606666667,5.913
347.08,5.5846,10.3327333333,7.10153333333,8.17359999999,0.8814,5.3052,0.739266666667,6.41246666667,2.263,5.74006666667
347.45,5.7086,10.5008,7.23613333333,8.33333333333,1.17926666667,5.3834,0.944666666667,6.49906666666,2.4472,5.95146666667
347.81,5.78733333333,10.7038666667,7.3916,8.35973333333,1.27693333333,5.50713333333,1.06046666667,6.64153333333,2.60426666667,5.96693333333
348.18,6.10966666667,10.9849333333,7.77746666667,8.71306666666,1.67293333333,5.90613333333,1.4078,7.082,2.92373333333,6.33806666667
348.54,5.9556,10.6968666667,7.61086666667,8.45800000001,1.4508,5.68393333333,1.0282,6.83433333333,2.7724,6.09486666667
348.91,6.04253333333,10.7558,7.80553333333,8.60633333333,1.69173333333,5.89926666667,1.08726666667,7.08293333333,2.96206666667,6.21713333333
349.27,6.34026666667,10.9202,7.88406666667,8.68733333333,1.82853333334,5.97093333334,1.20586666667,7.26140000001,3.11053333333,6.5192
349.64,6.6074,11.0693333333,8.14633333333,8.85993333333,2.0314,6.18533333333,1.34946666667,7.40820000001,3.279,6.7606
350.00,6.53613333333,10.9132666667,8.13606666667,8.77213333333,2.00746666666,6.04366666667,1.30786666667,7.34506666666,3.322,6.62746666667
350.37,6.91713333333,11.0427333333,8.39633333333,8.96860000001,2.3198,6.3288,1.60526666667,7.64146666667,3.7246,6.943
350.73,7.197,11.2152,8.70466666667,9.3664,2.66106666667,6.69073333333,1.92253333333,7.99000000001,4.14,7.27546666667
351.10,7.04393333333,11.0498,8.50786666667,9.16900000001,2.5042,6.5366,1.71426666667,7.74179999999,3.8726,7.1154
351.46,6.9266,10.9552,8.4654,9.07633333335,2.342,6.52646666667,1.57506666667,7.70299999999,3.72786666667,6.96906666667
351.83,6.7776,10.7572,8.2454,8.98006666667,2.21346666667,6.35886666667,1.33493333333,7.49680000001,3.5796,6.8308
352.19,6.83706666667,10.879,8.36133333333,9.06653333334,2.29606666667,6.27286666667,1.3612,7.51926666667,3.68993333333,6.9178
352.55,7.1422,11.2198666667,8.71013333333,9.31346666666,2.5722,6.56613333333,1.68233333333,7.87346666667,3.8478,7.12706666667
352.92,7.25833333333,11.2686,8.78733333333,9.30506666667,2.73193333333,6.53546666667,1.86253333333,7.87886666667,3.84726666667,7.3504
353.28,7.0302,11.1233333333,8.6396,9.12380000001,2.59413333333,6.43573333333,1.64353333333,7.67846666666,3.64773333333,6.98413333333
353.65,7.16133333333,11.2652666667,8.77733333333,9.19559999999,2.736,6.56533333333,1.76426666667,7.83213333333,3.71366666667,7.15986666666
354.01,7.5938,11.7574666667,9.13653333334,9.63093333335,3.1908,7.09493333333,2.30826666667,8.32046666667,4.11186666667,7.55773333333
354.38,7.5316,11.8290666667,9.14293333334,9.64013333333,3.179,6.95266666667,2.39866666667,8.22746666667,4.05113333333,7.49759999999
354.74,7.6388,11.8984666667,9.36166666667,9.69226666665,3.32706666667,7.08666666667,2.53413333333,8.40319999999,4.17946666667,7.4956
355.11,7.66806666667,11.9973333333,9.39013333333,9.73573333333,3.38346666667,7.21953333334,2.60026666667,8.53926666667,4.21126666667,7.54873333334
355.47,7.60013333333,11.8854666667,9.35086666666,9.6932,3.40473333333,7.1016,2.61413333334,8.48466666666,4.1928,7.51426666666
355.83,7.63866666667,11.8647333333,9.49526666667,9.75246666667,3.45813333333,7.04293333334,2.6876,8.60320000001,4.21826666667,7.50186666668
356.20,7.54846666667,11.7560666667,9.36793333333,9.70686666666,3.34586666667,6.93553333333,2.58966666667,8.46453333333,4.15426666667,7.3302
356.56,7.56246666667,11.6966666667,9.41773333334,9.76386666669,3.37333333333,6.8616,2.64993333333,8.54700000001,4.25413333334,7.43993333333
356.93,7.48153333333,11.6126666667,9.36193333333,9.67953333332,3.30146666667,6.74146666667,2.50973333333,8.51626666667,4.20346666666,7.32193333333
357.29,7.68586666667,11.7257333333,9.5478,9.84433333333,3.4768,6.90306666666,2.76773333333,8.75913333334,4.40546666667,7.54579999999
357.66,7.859,11.8311333333,9.69126666666,10.0661333333,3.63606666667,7.0534,2.9098,8.96733333333,4.67953333333,7.65080000001
358.02,7.63886666667,11.6156666667,9.54706666667,9.86206666667,3.43266666667,6.7782,2.6594,8.79579999999,4.50146666667,7.45853333333
358.38,7.64153333333,11.5076,9.4764,9.8532,3.38526666667,6.76833333333,2.55866666667,8.79946666666,4.53386666667,7.50013333334
358.75,7.52453333333,11.3480666666,9.28446666667,9.69500000001,3.13826666667,6.4838,2.35646666667,8.66426666666,4.3046,7.37653333333
359.11,7.52073333333,11.2266,9.34979999999,9.65146666668,3.196,6.35613333333,2.41833333333,8.64486666666,4.35393333333,7.4314
359.48,7.55146666667,11.267,9.39440000001,9.67726666665,3.1914,6.32846666667,2.42773333333,8.61926666666,4.35153333333,7.48446666667
359.84,7.73186666667,11.4180666667,9.47093333333,9.8402,3.32093333334,6.54593333333,2.59486666667,8.74480000001,4.49246666666,7.6598
360.20,7.9252,11.557,9.67033333333,9.90106666665,3.44026666667,6.68586666667,2.75473333333,8.89553333334,4.60153333333,7.80966666666
360.57,7.88426666667,11.5443333333,9.6292,9.88586666668,3.40833333333,6.653,2.698,8.867,4.51833333333,7.74826666666
360.93,7.86706666667,11.5206,9.59633333333,9.89039999999,3.3372,6.6522,2.67973333333,8.78893333333,4.46946666667,7.70946666667
361.29,7.97306666667,11.6643333333,9.725,10.0433333333,3.41433333333,6.74106666667,2.76906666667,8.85193333333,4.5418,7.8496
361.66,7.79386666667,11.5388,9.58746666666,9.83926666667,3.26366666666,6.62406666667,2.6466,8.70646666666,4.3314,7.71226666667
362.02,7.7708,11.5184666667,9.66599999999,9.80880000001,3.3356,6.65286666667,2.6168,8.64659999999,4.36606666667,7.74880000001
362.39,7.8606,11.5708,9.8064,9.83653333333,3.4528,6.76093333333,2.7158,8.72860000001,4.37026666667,7.74353333333
362.75,8.04846666667,11.7576666667,10.0425333333,10.0682,3.68913333333,7.01006666667,2.9382,8.86246666667,4.5714,7.98559999999
363.11,8.16933333333,11.9118666666,10.1218666667,10.1847333333,3.72793333333,7.11473333333,2.97406666667,8.95173333334,4.6496,8.00133333333
363.48,8.26493333333,11.8260666667,10.1042,10.1775333333,3.80946666667,7.14466666667,3.00786666667,9.01926666667,4.7038,8.00280000001
363.84,8.27746666667,11.7884666667,10.1747333333,10.1672,3.86046666667,7.12546666667,3.00693333333,8.97933333333,4.73186666667,7.98646666666
364.20,8.2608,11.7497333333,10.1108,10.1498,3.92053333333,7.18593333333,2.9848,8.99879999999,4.75006666667,7.99546666667
364.57,8.14286666667,11.5804,9.97260000001,10.0581333333,3.872,7.1452,2.95313333333,8.8712,4.6918,7.88813333334
364.93,8.18653333333,11.5832666667,10.04,10.108,3.92986666667,7.23453333333,3.05713333333,8.95960000001,4.7724,7.93880000001
365.29,8.25173333333,11.5694,10.1114666667,10.1259333333,4.05606666667,7.2888,3.1322,9.04000000001,4.88913333333,7.96546666666
365.66,8.24726666667,11.5186,10.1112,10.1279333333,4.06346666667,7.21326666667,3.1614,9.021,4.88133333333,7.96626666667
366.02,8.3356,11.575,10.1754,10.1920666667,4.00613333333,7.2652,3.26706666667,9.16013333333,4.90926666667,8.0358
366.38,8.32546666667,11.6281333333,10.1879333333,10.281,4.01286666667,7.22253333333,3.27486666667,9.17113333333,4.94066666667,8.08506666667
366.75,8.20813333333,11.5252666667,10.0689333333,10.1482,3.9662,7.13653333333,3.22286666667,9.15493333333,4.90993333333,7.97919999999
367.11,8.13533333333,11.4502,10.0004,10.1627333333,3.946,7.0892,3.23793333333,9.06993333333,4.85786666667,7.99673333334
367.47,8.20226666667,11.5964666667,10.1609333333,10.2582,4.01293333333,7.18506666667,3.33473333333,9.17073333334,4.92206666667,8.02679999999
367.84,8.0464,11.4682666667,10.0178666667,10.1053333333,3.7948,7.01186666666,3.1912,9.04099999999,4.76566666667,7.85046666667
368.20,7.98826666667,11.3569333333,10.0104,10.0452666667,3.725,6.94446666667,3.2084,8.95753333333,4.6824,7.821
368.56,8.12953333333,11.5359333334,10.1910666667,10.1285333333,3.85886666667,7.06673333333,3.2712,9.10039999999,4.79973333333,7.93313333333
368.93,8.2032,11.6666,10.2979333333,10.2426,3.98206666667,7.11926666666,3.3922,9.20806666667,4.92466666667,8.04199999999
369.29,7.94373333334,11.4791333333,10.0036,10.0388666667,3.6878,6.826,3.11473333333,8.94653333334,4.58833333333,7.79153333333
369.65,7.94153333333,11.569,10.0152666667,10.1032666667,3.6912,6.91133333333,3.1076,8.99793333334,4.58813333333,7.7986
370.01,7.87726666667,11.5616666667,9.91053333333,10.0777333333,3.69013333333,6.84653333333,3.07373333333,8.92640000001,4.5478,7.7238
370.38,7.88566666667,11.5734,9.89993333333,10.0566,3.71666666667,6.91166666666,3.16993333333,9.02786666666,4.55133333333,7.75026666667
370.74,7.93193333333,11.7171333333,9.96320000001,10.1391333333,3.7182,6.9422,3.19993333333,9.10826666666,4.56266666667,7.75406666667
371.10,7.9858,11.7946666667,10.0716666667,10.1971333333,3.8162,7.06946666667,3.2634,9.1816,4.66546666667,7.80633333333
371.46,7.8598,11.7458,9.94039999999,10.088,3.62293333333,6.93446666667,3.09686666667,9.06046666667,4.54433333333,7.7358
371.83,7.84333333334,11.7293333333,9.93386666667,10.0813333333,3.62573333333,6.971,3.11306666667,9.02286666667,4.53586666667,7.77473333334
372.19,7.71366666667,11.6944666667,9.82433333333,10.0050666667,3.49306666667,6.89226666667,2.96386666667,8.94786666667,4.44066666667,7.66313333333
372.55,7.67406666667,11.6517333334,9.80026666667,9.98760000001,3.46873333333,6.78886666667,2.92433333333,8.87866666666,4.41453333333,7.663
372.92,7.5508,11.549,9.67046666666,9.88413333334,3.3398,6.65073333333,2.72913333333,8.76753333333,4.2492,7.51826666667
373.28,7.63846666667,11.6070666667,9.78146666667,9.95726666667,3.40873333333,6.75406666667,2.8554,8.82620000001,4.32753333333,7.5892
373.64,7.74473333333,11.64,9.88086666666,10.0757333333,3.5264,6.82186666667,3.0266,8.89046666667,4.40966666667,7.68566666667
374.00,7.73493333333,11.6156,9.87859999999,10.0738,3.50233333333,6.8142,3.01393333333,8.85166666667,4.38646666667,7.67706666667
374.37,7.85113333334,11.7120666667,9.96546666666,10.15,3.54246666667,6.91866666667,3.05573333333,8.86473333333,4.486,7.73653333333
374.73,7.77786666667,11.5932,9.91813333333,10.0818,3.46146666667,6.8918,3.02286666667,8.70953333333,4.3708,7.69486666667
375.09,7.81306666667,11.6213333333,9.89306666667,10.0913333333,3.4458,6.83606666667,3.01546666667,8.73766666668,4.3104,7.68333333334
375.45,8.0202,11.7229333334,10.0481333333,10.2646666667,3.6338,7.0274,3.16666666667,8.86546666666,4.4482,7.8082
375.81,7.973,11.665,9.96619999999,10.1818666667,3.60773333333,6.9722,3.15233333333,8.87373333333,4.35773333333,7.75933333333
376.18,7.92046666667,11.6324,9.88666666667,10.1463333333,3.54906666667,6.8494,3.13173333333,8.78573333333,4.24826666667,7.68819999999
376.54,7.9202,11.6871333333,9.85339999999,10.1724666667,3.54553333333,6.91646666667,3.22013333333,8.8166,4.25633333333,7.69466666667
376.90,8.00726666667,11.7197333333,9.88753333333,10.2144666667,3.5932,7.03133333333,3.30513333334,8.84786666667,4.31053333333,7.78186666667
377.26,7.92646666667,11.6268666667,9.78226666665,10.0982666667,3.5024,6.91133333333,3.18,8.78893333333,4.23606666667,7.7078
377.63,7.86286666667,11.5386666667,9.66866666667,9.9918,3.37906666667,6.8188,3.05593333333,8.65893333333,4.1282,7.6054
377.99,7.82133333333,11.4816,9.60966666666,9.95173333333,3.3012,6.76553333333,3.0018,8.6214,4.06473333333,7.55453333333
378.35,7.62686666667,11.3623333333,9.47286666667,9.84139999999,3.19153333333,6.62846666667,2.8344,8.44673333334,3.888,7.4344
378.71,7.7404,11.5057333333,9.52419999999,9.92566666667,3.26433333333,6.68266666667,2.92746666667,8.52386666666,3.99686666667,7.51953333333
379.07,7.70446666667,11.4886666667,9.53393333333,9.96646666667,3.24986666667,6.71013333333,2.9386,8.4886,4.00893333333,7.51313333333
379.44,7.52253333333,11.4267333333,9.3702,9.81953333335,3.121,6.62886666667,2.84893333333,8.31853333333,3.87686666667,7.42706666667
379.80,7.52253333333,11.5149333333,9.39539999999,9.91406666666,3.15493333333,6.70533333333,2.85586666667,8.32219999999,3.90766666667,7.47706666667
380.16,7.58026666667,11.6093333333,9.49633333333,10.0189333333,3.2706,6.8376,2.9288,8.41653333333,4.00326666667,7.52953333333
380.52,7.67466666667,11.7081333333,9.56793333334,10.122,3.34993333333,6.90233333333,2.99066666667,8.48466666667,4.06806666667,7.5708
380.88,7.6082,11.6801333333,9.58813333334,10.1096,3.34973333333,6.87406666667,2.99466666667,8.45266666667,4.0802,7.54853333333
381.24,7.34553333333,11.5306666666,9.38826666667,9.93133333333,3.16346666667,6.71526666667,2.79173333333,8.18619999999,3.8942,7.33753333333
381.61,7.39026666667,11.6435333333,9.49026666667,10.0252,3.21206666667,6.75426666667,2.85493333333,8.32800000001,3.99673333333,7.43173333333
381.97,7.4138,11.6909333333,9.5058,10.0586666667,3.29853333333,6.80173333333,2.88646666667,8.37666666666,4.03486666667,7.44113333333
382.33,7.52306666666,11.8190666667,9.61100000001,10.1465333333,3.40773333333,6.90566666667,2.95933333333,8.45279999999,4.17933333333,7.54
382.69,7.54426666667,11.8682666667,9.64046666666,10.244,3.50426666667,6.93506666667,2.97653333333,8.49706666667,4.24406666667,7.58326666667
383.05,7.4646,11.8216666667,9.56706666666,10.097,3.40033333333,6.8676,2.86606666667,8.37086666667,4.148,7.47826666667
383.41,7.40006666667,11.7232666667,9.48980000001,10.0386666667,3.29726666667,6.76913333333,2.80266666667,8.33693333333,4.09293333333,7.3556
383.77,7.42613333333,11.7266666667,9.46233333334,9.99306666667,3.26786666667,6.73173333333,2.789,8.3226,4.09426666667,7.29513333333
384.14,7.46146666667,11.7377333333,9.47193333333,9.9952,3.2598,6.6844,2.78893333333,8.31660000001,4.10433333333,7.29806666667
384.50,7.29613333334,11.5680666667,9.32946666667,9.83366666667,3.07433333333,6.5616,2.6528,8.18573333333,3.955,7.14853333333
384.86,7.22886666667,11.5156,9.21853333333,9.71073333335,2.94946666667,6.43733333333,2.55626666667,8.07973333334,3.84366666667,7.03526666667
385.22,7.58933333333,11.7955333334,9.55453333334,10.0686666667,3.2446,6.75126666667,2.8912,8.43946666667,4.14733333333,7.3388
385.58,7.52886666667,11.7426,9.48586666667,10.0258,3.1988,6.68213333333,2.84993333333,8.33779999999,4.03173333333,7.2622
385.94,7.44646666667,11.6700666666,9.42159999999,10.0054666667,3.083,6.61273333333,2.77086666667,8.22440000001,3.94673333333,7.218
386.30,7.48846666667,11.6443333333,9.38086666666,10.0525333333,3.08866666667,6.63193333333,2.82093333334,8.22073333333,3.93773333334,7.2004
386.66,7.3396,11.4822666667,9.22346666667,9.87033333333,2.89766666667,6.50106666667,2.67993333333,8.0936,3.78113333333,7.03673333333
387.03,7.42586666667,11.5764666667,9.29933333333,9.98246666666,3.02466666667,6.55326666667,2.80893333333,8.20666666667,3.88713333333,7.13586666667
387.39,7.3462,11.5128,9.2634,9.92073333333,2.98326666667,6.5058,2.75046666667,8.11753333333,3.8058,7.09706666667
387.75,7.4182,11.5438666667,9.33846666667,10.0163333333,3.0346,6.5632,2.80153333333,8.19113333333,3.8472,7.1538
388.11,7.45026666667,11.5521333333,9.37373333332,10.0767333333,3.07506666667,6.65186666667,2.853,8.23093333334,3.89013333333,7.21326666667
388.47,7.50906666667,11.6119333333,9.39886666667,10.1181333333,3.11206666667,6.66726666667,2.86346666667,8.20886666666,3.89746666667,7.26526666666
388.83,7.63353333333,11.7278666667,9.51679999999,10.2788666667,3.25073333333,6.8208,2.97806666667,8.35093333333,3.99326666667,7.3894
389.19,7.47786666667,11.6366666667,9.3764,10.1542,3.09053333333,6.6944,2.85746666667,8.21280000001,3.83646666667,7.24653333333
389.55,7.50733333333,11.6733333333,9.42713333333,10.1614666667,3.1302,6.76746666667,2.8852,8.22213333333,3.94733333333,7.28706666667
389.91,7.57706666667,11.7973333333,9.50760000001,10.2091333333,3.21753333333,6.8242,2.95626666667,8.32413333334,4.00246666667,7.32773333333
390.27,7.63673333333,11.9022,9.59440000001,10.2975333333,3.29073333333,6.89086666667,3.03193333333,8.44833333333,4.08,7.40433333333
390.63,7.69806666667,11.9569333333,9.65806666667,10.3924,3.34786666667,6.94086666667,3.1214,8.4988,4.16613333333,7.4914
391.00,7.65286666667,11.8781333333,9.61499999999,10.3315333333,3.29306666667,6.90606666667,3.05086666667,8.44286666667,4.10146666667,7.46266666667
391.36,7.8634,12.0993333333,9.80326666667,10.5218,3.51393333333,7.06946666667,3.27713333333,8.6524,4.30046666667,7.65686666667
391.72,7.87186666667,12.1668666667,9.84553333334,10.5448,3.5308,7.08333333333,3.30133333333,8.66393333333,4.34893333333,7.71526666667
392.08,7.92766666667,12.2373333333,9.88313333333,10.5534666667,3.59073333333,7.14473333333,3.35086666667,8.7138,4.4176,7.74066666667
392.44,7.9018,12.2254666667,9.8784,10.511,3.57346666667,7.09566666667,3.35726666667,8.70626666667,4.42486666667,7.72173333333
392.80,7.88406666667,12.2210666667,9.88640000001,10.484,3.56986666667,7.0598,3.3478,8.69526666667,4.44213333333,7.7096
393.16,7.96753333333,12.288,9.93853333333,10.5303333333,3.6616,7.09593333334,3.417,8.74613333333,4.51386666667,7.76953333334
393.52,7.96313333333,12.2756666667,9.91179999999,10.5320666667,3.67866666666,7.094,3.402,8.78353333333,4.48226666667,7.75306666667
393.88,7.9866,12.241,9.92833333333,10.5099333333,3.68533333333,7.12813333333,3.43966666667,8.77193333333,4.51546666667,7.797
394.24,7.96333333333,12.2053333333,9.93386666668,10.4731333333,3.66246666667,7.08773333333,3.43786666667,8.75279999999,4.4998,7.78459999999
394.60,7.96446666667,12.1812,9.92193333333,10.4374,3.661,7.0964,3.41053333333,8.74080000001,4.4712,7.76493333334
394.96,7.90333333334,12.1336,9.86926666666,10.3905333333,3.59766666667,7.02813333333,3.3444,8.71133333334,4.412,7.68866666667
395.32,7.8208,12.046,9.79853333334,10.3556,3.51473333333,6.95706666667,3.25053333333,8.61799999999,4.3376,7.65266666667
395.68,7.81966666667,12.0342666667,9.82186666668,10.349,3.54,6.94253333333,3.28186666667,8.61166666666,4.32733333333,7.63013333333
396.04,7.69793333333,11.8767333333,9.69100000001,10.2693333333,3.3584,6.75626666667,3.1374,8.47806666667,4.1868,7.4894
396.40,7.76373333334,11.9004666667,9.70453333334,10.3566,3.39973333333,6.84733333333,3.17986666667,8.52193333334,4.23266666667,7.5426
396.76,7.69613333333,11.842,9.6116,10.3128666667,3.30813333333,6.743,3.11806666667,8.45226666666,4.15506666667,7.4552
397.12,7.66153333333,11.8094,9.5514,10.2882,3.27233333333,6.70273333333,3.07493333334,8.42173333333,4.1028,7.42946666667
397.48,7.67806666667,11.8207333333,9.57246666667,10.3420666667,3.26773333333,6.68586666667,3.08853333333,8.43866666666,4.10646666667,7.41233333333
397.84,7.6296,11.7584666667,9.52639999999,10.3824,3.25146666667,6.6116,3.05626666667,8.39360000001,4.08226666667,7.33706666667
398.20,7.5798,11.7232666667,9.49733333333,10.3542,3.17446666667,6.5454,2.9636,8.30053333333,4.00013333333,7.27206666666
398.56,7.50693333333,11.6791333333,9.42973333333,10.3100666667,3.1234,6.44633333333,2.91206666666,8.22020000001,3.91686666667,7.21926666667
398.92,7.61826666667,11.7345333333,9.50666666666,10.4320666667,3.19513333333,6.50186666667,3.0068,8.25926666667,4.0192,7.3082
399.28,7.5192,11.6279333333,9.40753333333,10.3508,3.09986666667,6.3998,2.89446666667,8.21219999999,3.922,7.15053333333
399.64,7.47173333333,11.5836666667,9.34453333333,10.3462,3.03213333333,6.37306666667,2.8504,8.18186666667,3.87693333333,7.1142
400.00,7.54,11.6551333333,9.41213333334,10.4422666666,3.10886666667,6.453,2.945,8.24346666666,3.93646666667,7.21206666667
400.36,7.54553333333,11.6648,9.4646,10.4783333333,3.10206666667,6.42966666667,2.9598,8.25486666666,3.95246666667,7.2112
400.72,7.68906666667,11.8131333333,9.59806666667,10.6577333333,3.27073333333,6.58266666667,3.1008,8.39766666667,4.09153333333,7.34706666667
401.08,7.8408,11.903,9.78613333333,10.819,3.43486666666,6.73953333333,3.24766666667,8.52800000001,4.2672,7.50153333333
401.44,7.90886666667,11.9644666667,9.84406666667,10.8577333333,3.48106666667,6.77673333333,3.32333333333,8.54766666667,4.31573333333,7.5648
401.80,8.00493333333,12.0474,9.95166666666,10.8826666667,3.5546,6.85693333333,3.391,8.63313333333,4.38933333333,7.64433333334
402.16,7.97033333333,11.9698666667,9.87173333334,10.8204666667,3.49966666667,6.8408,3.386,8.60399999999,4.3736,7.603
402.52,8.13893333333,12.1098,10.0289333333,10.9352666667,3.65193333333,6.9664,3.51773333333,8.76166666667,4.52306666667,7.7064
402.88,8.1942,12.1689333333,10.1038,10.9601333333,3.68466666667,7.00193333333,3.56986666667,8.86873333334,4.553,7.75886666667
403.24,8.3004,12.2711333333,10.2317333333,11.0578666667,3.7588,7.0876,3.67866666667,8.93273333333,4.63233333333,7.84413333333
403.60,8.2972,12.2360666667,10.2198,11.0406666667,3.7578,7.05206666666,3.65833333333,8.9014,4.61546666667,7.8234
403.95,8.2792,12.2488666667,10.2454666666,11.0043333333,3.773,7.04806666667,3.63186666667,8.88693333334,4.61433333333,7.7864
404.31,8.26713333333,12.2218,10.2342,11.0018666667,3.78433333333,7.0294,3.6294,8.89373333333,4.61,7.77106666667
404.67,8.22553333333,12.1665333333,10.2172666667,10.9296,3.7228,6.99933333333,3.61286666667,8.85673333334,4.58646666667,7.7544
405.03,8.10113333333,12.0558,10.0904,10.8236,3.5916,6.85946666667,3.51313333333,8.77439999999,4.5002,7.62466666667
405.39,8.03193333333,11.9745333333,10.0268,10.7836666667,3.5282,6.80473333333,3.46293333333,8.72786666666,4.44486666667,7.55026666667
405.75,8.05,11.9798666667,9.989,10.82,3.52406666667,6.79453333333,3.46026666667,8.73319999999,4.4584,7.5464
406.11,8.02406666667,11.9538666667,9.95299999998,10.7836666667,3.49506666667,6.71366666667,3.41333333333,8.69313333333,4.405,7.48613333333
406.47,7.9224,11.8284666667,9.84599999999,10.7014666667,3.3696,6.57813333333,3.2852,8.57280000001,4.3004,7.38466666666
406.83,7.86793333334,11.7952,9.80793333333,10.6889333333,3.343,6.5626,3.2444,8.50240000001,4.2496,7.32253333333
407.19,7.87973333333,11.8222666667,9.78213333334,10.6890666667,3.37233333333,6.56586666667,3.25686666667,8.51926666667,4.28566666667,7.32626666667
407.55,7.93273333334,11.8799333333,9.833,10.7589333333,3.4178,6.62586666667,3.31313333333,8.56773333333,4.3278,7.37993333333
407.90,7.9692,11.9296,9.86140000001,10.8128,3.45753333333,6.66746666667,3.37446666667,8.63586666667,4.36393333334,7.42213333333
408.26,7.95393333333,11.9338,9.84506666667,10.8157333333,3.44113333333,6.6696,3.3638,8.63313333333,4.35506666667,7.43673333333
408.62,7.91353333333,11.8761333333,9.79046666667,10.8000666667,3.4064,6.61986666666,3.314,8.57446666666,4.2966,7.3828
408.98,7.94246666667,11.914,9.83833333333,10.8284,3.41346666667,6.62546666667,3.3464,8.5872,4.30353333333,7.41446666667
409.34,7.99546666667,11.9794666667,9.89613333333,10.8746666667,3.45513333334,6.65506666667,3.40273333333,8.6484,4.36553333333,7.48693333333
409.70,7.98686666667,11.9905333333,9.92120000001,10.8649333333,3.43353333333,6.64893333333,3.39893333333,8.64106666667,4.34526666667,7.47186666667
410.06,8.05806666667,12.0746666667,10.0138,10.9686,3.495,6.74706666667,3.4716,8.71386666667,4.40546666667,7.53546666667
410.42,8.11533333333,12.1344666667,10.1095333333,11.0766666667,3.56273333333,6.83473333333,3.56906666667,8.78993333333,4.48293333333,7.59313333333
410.77,8.1432,12.1456666667,10.0902,11.102,3.561,6.8306,3.5914,8.79793333333,4.50873333333,7.59173333333
411.13,8.20813333333,12.1744,10.1897333333,11.1676666667,3.6042,6.9026,3.65706666667,8.84106666667,4.55933333333,7.661
411.49,8.1962,12.1346,10.158,11.1293333333,3.58286666667,6.85913333333,3.6336,8.84566666666,4.5554,7.61593333333
411.85,8.30133333333,12.1945333333,10.229,11.225,3.6662,6.94186666667,3.74326666667,8.92819999999,4.65146666667,7.71386666667
412.21,8.2838,12.1820666666,10.2107333333,11.1954666667,3.61266666667,6.8686,3.699,8.87299999999,4.60226666667,7.61433333333
412.57,8.27613333333,12.1904,10.2343333333,11.2002,3.6092,6.88193333333,3.6858,8.89519999999,4.60853333333,7.59946666667
