wavelength,Back_SpoAmem,Belly_SpoAmem,Breast_SpoAmem,Crissum_SpoAmem,Crown_SpoAmem,DorTail_SpoAmem,Rump_SpoAmem,Throat_SpoAmem,WingTip_SpoAmem
340.50,5.20713333333,21.938,6.50766666666,20.4748666667,3.08673333333,6.31946666667,13.3636666667,21.8432666667,6.60466666667
340.87,4.9474,21.7747333333,6.22486666667,20.3973333334,2.87393333333,6.07306666667,13.1948666667,21.7555333333,6.40773333333
341.23,4.92106666667,21.8157333333,6.16180000001,20.4261333333,2.92426666667,6.0534,13.2107333333,21.8553333333,6.38806666667
341.60,4.92253333333,21.9915333334,6.14000000001,20.5762666667,2.9924,6.02886666667,13.2978666667,21.9964,6.45133333333
341.96,4.71773333333,21.9865333333,5.99553333334,20.5117333333,2.85,5.88526666667,13.311,21.9197333333,6.22673333333
342.33,4.69573333333,22.1399333333,6.01113333333,20.5639333333,2.79546666667,5.84906666667,13.2986,21.9280666667,6.1884
342.70,4.50866666667,22.0393333333,5.8352,20.3571333334,2.6106,5.67106666667,13.1098,21.8021333333,6.0302
343.06,4.418,22.0781333333,5.86246666667,20.3578,2.54593333333,5.6976,13.0518,21.8528,5.9814
343.43,4.30873333333,22.1104,5.75826666667,20.3948,2.44553333333,5.612,13.0272666667,21.8608,5.82713333333
343.79,4.42986666667,22.3103333333,5.77406666666,20.5527333333,2.45393333333,5.64466666667,13.0801333333,22.0108666667,5.84966666667
344.16,4.48293333333,22.5324666667,5.86193333333,20.7559333333,2.47813333333,5.69046666667,13.1248,22.2055333333,5.8468
344.52,4.7874,22.9017333333,6.17966666667,21.0546666667,2.7412,6.03166666667,13.4564,22.4650666667,6.08833333334
344.89,4.8408,23.0023333333,6.16499999999,21.0634666666,2.79113333333,6.0468,13.4706,22.4247333333,6.09126666667
345.25,4.84453333333,23.0851333333,6.12633333333,21.1256666667,2.7548,6.06126666667,13.5054,22.5533333333,6.0928
345.62,4.73973333333,23.0958,6.03093333334,21.1294,2.64913333333,6.01446666667,13.4179333333,22.5518666667,6.0028
345.99,4.90553333333,23.3921333333,6.19586666667,21.3372666667,2.75166666667,6.16886666667,13.5469333333,22.835,6.16773333334
346.35,4.88026666667,23.5384666667,6.18346666667,21.3928666667,2.83586666667,6.19406666667,13.6425333333,22.8826,6.20766666667
346.72,4.97686666667,23.7544666667,6.28453333334,21.5856,2.98093333333,6.28153333333,13.8019333333,22.9693333333,6.3408
347.08,4.82906666667,23.7474666667,6.09566666667,21.5616,2.88666666667,6.12073333333,13.7088,22.8867333333,6.1866
347.45,4.75393333333,23.7116666667,5.98626666667,21.5575333333,2.8338,6.03126666667,13.6049333333,22.7733333333,6.1096
347.81,4.8034,23.7796666667,6.03286666667,21.6332666667,2.8764,6.04246666667,13.6928666667,22.8681333333,6.1564
348.18,4.8914,23.8658666667,6.02013333334,21.6509333333,2.94066666667,6.1072,13.7708,22.9187333333,6.2312
348.54,4.8996,23.9330666667,5.94560000001,21.6814,2.87866666666,6.01553333333,13.7574666667,22.9456666667,6.20273333333
348.91,4.93093333333,24.1131333333,6.04333333333,21.809,2.85446666667,6.03046666667,13.8493333334,23.1021333333,6.1978
349.27,4.8984,24.196,6.01453333334,21.8445333333,2.7978,5.9792,13.88,23.083,6.141
349.64,4.97066666667,24.3394666667,6.09066666667,21.9861333333,2.90553333334,5.98753333333,13.9956666667,23.1622,6.205
350.00,4.91073333333,24.2866666667,5.97426666667,21.9469333333,2.83366666667,5.84306666667,13.9377333334,23.1342,6.16126666667
350.37,5.0094,24.3438,6.02553333333,22.1368666667,2.86533333333,5.87853333333,13.9692666667,23.3502666667,6.2044
350.73,4.86026666667,24.2960666667,5.80019999999,22.0608666667,2.6278,5.61766666667,13.8285333333,23.3793333333,5.9744
351.10,4.84913333333,24.3822666667,5.76960000001,22.0692666667,2.5924,5.57086666667,13.8623333333,23.4088,5.9562
351.46,4.8208,24.5168666667,5.79973333333,22.1668666667,2.55933333333,5.56073333333,13.9218666667,23.4892666667,5.949
351.83,4.68993333333,24.5069333333,5.67913333334,22.108,2.43326666667,5.46713333333,13.8371333333,23.4014666667,5.88013333333
352.19,4.7518,24.6785333333,5.87026666666,22.2912,2.559,5.6054,14.0004,23.5770666667,6.01066666667
352.55,4.6904,24.771,5.87713333333,22.3398666667,2.57666666667,5.63513333333,14.0114,23.5743333333,6.03246666667
352.92,4.742,24.8832,5.9388,22.4223333333,2.65093333333,5.77446666667,14.0810666667,23.7299333333,6.16906666667
353.28,4.69573333333,25.0268666666,5.94879999999,22.4874666667,2.61253333333,5.80146666667,14.1119333333,23.804,6.14406666666
353.65,4.6708,25.1018,5.95213333334,22.4818666667,2.5668,5.82393333333,14.1125333333,23.8972666667,6.10653333333
354.01,4.63606666667,25.1886666667,5.96513333334,22.5308,2.57906666667,5.81233333333,14.1098666667,23.9458666667,6.08853333333
354.38,4.4762,25.1942,5.81966666666,22.4342,2.45966666667,5.72126666667,14.0166,23.7891333333,5.93373333333
354.74,4.61546666667,25.3955333333,6.03813333333,22.678,2.65973333333,5.9298,14.2142666666,23.9136,6.09646666667
355.11,4.65893333333,25.6574,6.11199999999,22.8753333333,2.70813333333,6.02213333333,14.3480666667,24.1117333333,6.1868
355.47,4.71133333333,25.8462,6.14726666666,22.9305333333,2.78006666667,6.11913333333,14.4092,24.1428666667,6.23786666667
355.83,4.7358,26.0246666667,6.18273333333,23.1043333333,2.79706666667,6.18953333333,14.4808666667,24.2628,6.2198
356.20,4.5998,26.0000666667,6.03586666667,23.047,2.6858,6.06286666667,14.4429333333,24.1947333333,6.08233333333
356.56,4.6102,26.1095333333,6.06719999999,23.1565333334,2.66773333333,6.07206666667,14.5041333333,24.4088666667,6.0878
356.93,4.63946666667,26.2250666667,6.11379999999,23.2466666667,2.7404,6.0704,14.5567333333,24.4644666667,6.0664
357.29,4.71886666667,26.2934666667,6.2024,23.3594666667,2.838,6.11366666667,14.642,24.5883333333,6.11593333333
