wavelength,Back_SicAurf,Belly_SicAurf,Breast_SicAurf,Crissum_SicAurf,Crown_SicAurf,DorTail_SicAurf,Rump_SicAurf,Throat_SicAurf,WingTip_SicAurf
339.77,8.93677777778,14.3516666667,12.4468888889,13.5092222222,8.25744444444,9.99177777777,10.0014888889,11.6612222222,9.82866666666
340.14,9.19133333334,14.4913333333,12.5266666667,13.7366666667,8.29511111111,10.166,10.2800555555,11.7125555555,9.80766666666
340.50,9.16377777777,14.6546666667,12.7406666667,13.8492222222,8.52455555556,10.3793333333,10.4836666667,11.7207777778,10.0505555556
340.87,9.3561111111,14.6032222222,12.6071111111,14.1653333333,8.57888888889,10.3411111111,10.7588888889,11.5892222222,10.1331111111
341.23,9.37777777779,14.5126666667,12.6558888889,14.2515555556,8.61244444445,10.4293333333,10.7777888889,11.8325555555,10.1392222222
341.60,8.89477777778,14.0377777778,12.2371111111,13.6934444445,7.90477777778,9.98866666668,10.5391222222,11.4626666667,9.33944444444
341.96,9.16166666667,14.2518888889,12.5598888889,13.9946666667,8.25577777778,10.3178888889,10.8346444445,11.6963333333,9.60233333333
342.33,9.02355555556,14.0415555555,12.6648888889,13.9373333333,8.06266666667,10.199,10.7322444444,11.614,9.59566666667
342.70,9.31844444443,14.2285555556,12.9311111111,14.2832222222,8.50577777778,10.5375555556,11.0913333333,12.1456666667,10.0628888889
343.06,9.19822222223,14.0976666667,12.9365555556,14.2388888889,8.57733333333,10.4231111111,11.1398666667,12.2184444445,10.1077777778
343.43,9.55200000001,14.3182222222,13.1614444444,14.6048888889,9.08411111111,10.5638888889,11.6312222222,12.7625555556,10.4385555556
343.79,9.31766666668,14.0174444445,12.9955555555,14.356,8.69311111111,10.1412222222,11.3860777778,12.8131111111,10.1834444444
344.16,9.03333333332,13.704,12.6085555555,14.1191111111,8.40144444445,9.84044444443,11.1943333333,12.5437777778,10.1452222222
344.52,8.71966666667,13.4482222222,12.153,13.8424444444,7.90855555556,9.41522222222,10.7367555556,12.2298888889,9.68144444445
344.89,8.66044444444,13.5714444444,12.1642222222,13.7403333333,7.95833333333,9.50288888888,10.5026111111,12.2597777778,9.69122222221
345.25,8.906,13.804,12.448,13.915,8.10766666667,9.78688888887,10.7162111111,12.5082222222,10.0211111111
345.62,8.90922222221,13.9317777778,12.3993333334,14.0174444445,8.24266666667,9.80377777778,10.5565666667,12.5261111111,10.1655555555
345.99,8.69877777778,13.6087777778,12.1494444444,13.8241111111,7.86944444445,9.43655555558,10.2279777778,12.3712222222,9.93666666666
346.35,8.825,13.6967777778,12.0994444445,13.9933333334,7.91644444444,9.58722222221,10.3535111111,12.396,9.97299999999
346.72,8.53466666667,13.3287777778,11.7552222222,13.8927777778,7.39355555556,9.28744444443,9.95597777779,11.9412222222,9.75855555557
347.08,8.01444444444,12.9136666667,11.227,13.2675555555,6.74966666667,8.64877777778,9.44622222222,11.6293333333,9.07355555556
347.45,7.73844444444,12.833,11.1078888889,13.1327777778,6.31977777778,8.58655555555,9.23091111112,11.3528888889,8.96355555555
347.81,7.99733333333,13.1386666667,11.5432222222,13.4576666667,6.64677777778,8.9451111111,9.64573333332,11.5558888889,9.09955555556
348.18,8.39688888889,13.6254444444,12.0265555555,13.9638888889,7.04644444445,9.44466666665,9.93782222222,12.017,9.26077777778
348.54,8.57633333333,13.7101111111,12.2028888889,14.1707777778,7.39444444445,9.60066666665,10.1345777778,12.2286666667,9.42666666667
348.91,8.73144444445,13.8423333333,12.3905555556,14.354,7.42655555556,9.739,10.3764888889,12.4512222222,9.60777777779
349.27,8.31577777778,13.7435555556,12.0397777778,14.3467777778,7.19244444444,9.49655555557,10.1323777778,12.0587777778,9.19333333333
349.64,8.26444444445,13.657,11.9873333333,14.3847777778,7.031,9.39366666668,10.2525111111,12.0221111111,9.20077777778
350.00,8.08744444445,13.6968888889,11.9645555556,14.3188888889,7.053,9.37244444443,10.2576222222,11.974,9.00144444444
350.37,8.00344444445,13.7758888889,12.0537777778,14.2534444444,7.18955555556,9.18800000001,10.1033666667,11.9784444445,8.91466666667
350.73,7.877,13.8196666667,12.122,14.0777777778,7.30477777778,9.13022222221,10.0695444445,11.8637777778,8.67944444444
351.10,8.35166666667,14.5294444444,12.6601111111,14.7912222222,7.88077777778,9.82988888888,10.6119888889,12.2968888889,9.40188888889
351.46,8.07588888889,14.1771111111,12.3926666667,14.551,7.67722222222,9.44933333332,10.2973666667,12.2178888889,8.91288888889
351.83,7.67466666667,13.9071111111,11.913,14.1755555555,7.35155555556,8.9918888889,9.71749999999,11.8062222222,8.54988888889
352.19,7.16511111111,13.6301111111,11.4127777778,13.5457777778,6.85422222222,8.36277777777,9.18056666666,11.3615555556,7.97644444445
352.55,7.25555555555,13.6418888889,11.2928888889,13.3768888889,6.68088888889,8.25,9.27140000001,11.3075555556,7.93144444445
352.92,7.27711111111,13.7112222222,11.3608888889,13.4848888889,6.71311111111,8.24666666667,9.49237777777,11.4137777778,7.97055555556
353.28,6.99744444445,13.4185555556,11.2328888889,12.9581111111,6.56877777778,7.92944444444,9.29273333335,11.2472222222,7.72677777778
353.65,7.14544444444,13.7302222222,11.5807777778,13.1436666667,7.00888888889,8.24144444444,9.47263333332,11.538,7.88833333333
354.01,7.118,13.6795555555,11.445,12.9923333333,6.901,7.95011111111,9.37796666668,11.5341111111,7.94166666667
354.38,7.04477777778,13.6934444444,11.2532222222,12.8491111111,6.73611111111,7.94655555556,9.34178888888,11.521,7.851
354.74,7.10744444445,13.7463333333,11.2987777778,12.8328888889,6.70844444445,7.83866666667,9.43595555556,11.668,7.82522222222
355.11,6.794,13.43,11.0243333333,12.4046666667,6.34422222222,7.27766666667,9.10301111112,11.4212222222,7.375
355.47,7.09322222222,13.8211111111,11.3512222222,12.8172222222,6.76877777778,7.58877777778,9.46346666667,11.5554444445,7.76755555556
355.83,7.17166666667,13.9937777778,11.4808888889,12.9496666667,6.86955555556,7.80377777778,9.74417777778,11.7282222222,7.93611111111
356.20,7.25544444445,14.033,11.545,13.2142222222,7.15,8.03477777778,9.92156666666,11.8855555556,8.22355555556
356.56,6.74277777778,13.8202222222,11.3195555556,13.0125555556,6.864,7.67188888889,9.52578888889,11.6034444444,7.99188888889
356.93,6.57844444444,13.8001111111,11.1854444444,12.9382222222,6.73188888889,7.48822222222,9.28153333333,11.4496666667,7.75966666667
357.29,6.75111111111,13.9421111111,11.2764444444,13.1574444444,6.89544444445,7.602,9.41094444446,11.6097777778,7.87588888889
357.66,6.78911111111,14.0598888889,11.2904444444,13.1848888889,6.88688888889,7.464,9.3575111111,11.544,7.88511111111
358.02,6.64588888889,14.1437777778,11.2074444445,13.1588888889,6.91911111111,7.47233333333,9.30212222221,11.4968888889,7.76855555556
358.38,6.59133333333,14.152,11.2417777778,13.1354444444,6.91355555555,7.49077777778,9.26506666668,11.4446666667,7.65988888889
358.75,6.52044444444,14.2505555555,11.1774444444,13.165,6.875,7.38655555555,9.20949999999,11.3637777778,7.60166666667
359.11,6.81277777778,14.3971111111,11.4398888889,13.4193333333,7.08566666667,7.63166666667,9.40345555554,11.5816666667,7.74544444444
359.48,6.80866666666,14.438,11.4921111111,13.3407777778,7.03066666667,7.60611111111,9.30498888888,11.5842222222,7.69844444445
359.84,6.63377777778,14.126,11.2762222222,13.1366666667,6.71933333334,7.321,9.02366666667,11.3211111111,7.30877777778
360.20,6.50255555556,14.147,11.3017777778,13.053,6.69711111111,7.15188888889,8.93705555557,11.2063333333,7.18588888889
360.57,6.888,14.4955555556,11.6364444444,13.3545555556,7.09188888889,7.60544444444,9.35177777779,11.6095555556,7.471
360.93,7.00522222222,14.5197777778,11.6863333333,13.3753333333,7.16122222222,7.65166666667,9.44237777778,11.6861111111,7.51444444444
361.29,7.10922222222,14.6944444445,11.8444444444,13.6167777778,7.32977777778,7.77033333333,9.57796666666,11.8741111111,7.60933333333
361.66,6.90066666667,14.5393333333,11.6734444445,13.5158888889,7.13877777778,7.55266666667,9.48131111111,11.8291111111,7.41888888889
362.02,6.92144444444,14.5591111111,11.6928888889,13.5158888889,7.12144444444,7.514,9.44294444444,11.7998888889,7.35044444444
362.39,6.85266666667,14.474,11.6325555555,13.5473333333,7.06333333333,7.31033333333,9.3562111111,11.7741111111,7.30144444444
362.75,6.70677777778,14.3075555556,11.5233333333,13.4938888889,6.98222222222,7.16477777778,9.22152222223,11.6273333333,7.22133333333
363.11,6.51055555556,14.2156666667,11.3107777778,13.4084444445,6.86144444444,6.91666666667,9.07013333334,11.4344444444,7.144
363.48,6.33777777778,14.1655555556,11.2107777778,13.401,6.74544444444,6.71,9.01906666667,11.3177777778,7.02922222222
363.84,6.45944444444,14.4254444445,11.4117777778,13.6284444444,7.07966666667,6.94077777778,9.1966888889,11.5943333333,7.28322222222
364.20,6.56044444444,14.435,11.4598888889,13.6752222222,6.97888888889,6.99066666666,9.25233333333,11.582,7.29288888889
364.57,6.524,14.3831111111,11.3924444444,13.6764444444,6.89033333333,6.84688888889,9.16296666667,11.3826666667,7.24655555556
364.93,6.60433333333,14.6411111111,11.6225555556,13.8231111111,6.98433333333,7.008,9.19317777777,11.5148888889,7.34622222222
365.29,6.58544444444,14.6498888889,11.5875555556,13.7372222222,6.91777777778,6.97766666667,9.16265555557,11.4233333333,7.36822222222
365.66,6.72244444445,14.8383333333,11.7222222222,13.8953333333,7.10455555555,7.15666666667,9.25001111112,11.4668888889,7.46433333333
366.02,6.73744444444,14.7945555556,11.773,14.064,7.08966666667,7.25555555555,9.4026111111,11.518,7.48444444444
366.38,6.86866666667,15.1293333334,12.0041111111,14.2566666667,7.36977777778,7.54155555556,9.71562222221,11.7395555555,7.72733333333
366.75,7.07155555555,15.3583333333,12.29,14.4016666667,7.60455555556,7.83466666667,9.99509999999,11.8923333333,7.889
367.11,7.29544444445,15.6911111111,12.5852222222,14.678,7.91833333333,8.15088888889,10.2346444444,12.1382222222,8.11855555556
367.47,7.412,15.8057777778,12.6652222222,14.7333333333,8.05144444445,8.36722222222,10.3494666667,12.1693333333,8.19911111111
367.84,7.49044444444,15.838,12.7603333333,14.7743333333,8.03544444444,8.39011111111,10.3558666667,12.112,8.29488888889
368.20,7.55055555555,15.9398888889,12.9176666667,14.964,8.23611111111,8.52033333334,10.4502111111,12.3371111111,8.343
368.56,7.347,15.8232222222,12.8441111111,14.9233333333,8.06177777778,8.34144444443,10.2925333333,12.2724444444,8.09777777778
368.93,7.28933333333,15.6592222222,12.748,14.8428888889,8.01366666667,8.16166666667,10.2907111111,12.1776666667,8.06366666667
369.29,7.43377777778,15.6441111111,12.8007777778,14.9036666667,8.02144444444,8.212,10.3763,12.1893333333,8.115
369.65,7.37266666667,15.4933333333,12.6898888889,14.8083333333,7.82544444445,8.16,10.2878888889,12.1996666667,8.08533333333
370.01,7.63033333333,15.6487777778,12.8874444444,14.8765555556,7.98544444444,8.29922222222,10.4348444444,12.2653333333,8.268
370.38,7.61988888889,15.6156666667,12.9492222222,14.9702222222,7.98022222222,8.24611111111,10.4226888889,12.2151111111,8.20355555556
370.74,7.576,15.794,12.914,15.0606666667,7.90266666667,8.22355555556,10.4031444445,12.3066666667,8.27133333334
371.10,7.34733333333,15.6108888889,12.746,14.8482222222,7.68444444444,8.18755555555,10.2896888889,12.078,8.00788888889
371.46,7.31055555556,15.5974444444,12.719,14.831,7.693,8.13344444444,10.1990888889,12.2092222222,8.05844444444
371.83,7.42366666667,15.7276666667,12.7976666666,15.0481111111,7.86488888889,8.34688888889,10.4022444444,12.3396666666,8.17177777778
372.19,7.75522222222,15.9982222222,12.982,15.3165555555,8.09677777778,8.59566666667,10.7697333333,12.6072222222,8.57544444444
372.55,7.93388888889,16.1253333333,13.1171111111,15.4043333334,8.23722222222,8.80722222223,10.9055555556,12.7125555555,8.81077777778
372.92,7.98055555556,16.2028888889,13.1895555556,15.5296666666,8.33566666667,8.93766666668,10.9309222222,12.7887777778,8.90466666667
373.28,7.94177777778,16.193,13.2328888889,15.5656666666,8.282,8.97833333333,10.9597333333,12.842,8.85822222222
373.64,8.01322222222,16.3053333333,13.4085555556,15.6908888889,8.47688888889,9.09300000001,11.0753555556,12.9173333334,8.912
374.00,8.01933333333,16.3831111111,13.4387777778,15.7628888889,8.55044444445,9.1761111111,11.0448666667,12.9744444445,8.92144444444
374.37,8.20277777778,16.3525555555,13.3662222222,15.7384444444,8.56211111111,9.28599999999,11.0868888889,13.0226666667,9.01522222222
374.73,8.67722222222,16.645,13.8276666667,16.168,9.0138888889,9.70766666665,11.4731555556,13.3922222222,9.41977777778
375.09,8.81177777778,16.682,13.8803333333,16.205,9.06566666667,9.72644444443,11.5141888889,13.4443333333,9.55433333332
375.45,8.77555555556,16.5677777778,13.8084444444,16.2025555555,8.82944444443,9.60477777779,11.4973222222,13.2522222222,9.43233333333
375.81,8.60955555555,16.5384444444,13.7523333333,16.0877777778,8.69022222223,9.45811111111,11.3570111111,13.1784444444,9.24266666666
376.18,8.36522222222,16.27,13.5904444444,15.9206666667,8.4491111111,9.26877777778,11.0740111111,12.8695555555,8.87922222222
376.54,8.333,16.1681111111,13.4758888889,15.8913333333,8.37899999999,9.13588888888,10.9607111111,12.7985555555,8.82733333333
376.90,8.52888888889,16.2894444444,13.5886666667,16.0176666667,8.43366666666,9.2881111111,11.1487777778,12.8826666666,8.94122222222
377.26,8.50844444445,16.2127777778,13.5034444444,16.1153333333,8.3941111111,9.23377777778,11.0354777778,12.809,8.87022222222
377.63,8.56211111111,16.1242222222,13.4404444444,16.0476666667,8.25655555556,9.1848888889,10.9929111111,12.6192222222,8.82588888889
377.99,8.49988888889,15.958,13.3677777778,16.0018888889,8.16155555556,9.07644444443,10.9335555556,12.5194444444,8.767
378.35,8.38466666667,15.856,13.2961111111,15.9654444444,8.11333333333,9.01311111111,10.8413444445,12.4204444444,8.692
378.71,8.29566666667,15.7001111111,13.0946666666,15.8013333333,7.98422222222,8.8991111111,10.6758111111,12.3898888889,8.604
379.07,8.38688888889,15.7807777778,13.1488888889,15.9844444445,8.04944444444,9.00055555554,10.8026777778,12.5495555556,8.71822222222
379.44,8.42866666667,15.8391111111,13.2407777778,16.1138888889,8.19055555556,9.0981111111,10.9593888889,12.6642222222,8.75233333333
379.80,8.56022222222,15.794,13.1931111111,16.191,8.18366666667,9.08655555555,10.9766666667,12.6077777778,8.77188888889
380.16,8.52166666666,15.7581111111,13.1552222222,16.1551111111,8.16255555556,9.05222222223,10.9733111111,12.6307777778,8.83366666667
380.52,8.57077777778,15.8081111111,13.2433333333,16.1932222222,8.28177777778,9.15477777779,11.0811111111,12.748,8.92377777778
380.88,8.41855555556,15.6016666667,13.1112222222,16.092,8.13611111111,8.99722222222,10.8782222222,12.5788888889,8.81677777778
381.24,8.40811111111,15.6848888889,13.1427777778,16.0464444444,8.12633333333,8.97422222222,10.9493444444,12.5935555555,8.849
381.61,8.41333333333,15.6776666666,13.1231111111,16.1251111111,8.18177777778,9.05877777778,10.9167555556,12.6697777778,8.89188888889
381.97,8.45177777778,15.7311111111,13.1557777778,16.2031111111,8.17077777778,9.141,10.9434333333,12.7004444444,8.94166666667
382.33,8.52655555555,15.8078888889,13.2506666667,16.2952222222,8.14433333333,9.18322222222,10.9612333333,12.7317777778,9.00155555556
382.69,8.29855555555,15.5354444444,12.9843333333,16.1188888889,7.897,9.01822222222,10.7386555556,12.4561111111,8.71622222222
383.05,8.14844444444,15.3428888889,12.8692222222,15.991,7.74844444445,8.82022222222,10.5656333333,12.265,8.61755555556
383.41,8.32633333333,15.3926666667,12.9626666667,16.0563333333,7.80944444445,8.93888888889,10.5504555555,12.3425555555,8.71122222222
383.77,8.22788888889,15.3812222222,12.9918888889,16.0623333333,7.78944444444,8.90266666667,10.5314222222,12.3597777778,8.78111111111
384.14,8.42622222222,15.4854444445,13.0521111111,16.2231111111,7.85622222222,9.04688888888,10.5552888889,12.4655555556,8.87444444444
384.50,8.39044444444,15.4085555555,13.0452222222,16.2942222222,7.78822222222,8.98755555555,10.4526555555,12.378,8.83444444445
384.86,8.46344444445,15.4545555555,13.0602222222,16.3463333333,7.88577777778,9.08644444445,10.5492666667,12.4925555556,8.84666666667
385.22,8.49266666667,15.4192222222,13.0828888889,16.3896666667,7.90688888889,9.0661111111,10.4954555556,12.5323333333,8.91411111111
385.58,8.35633333333,15.2851111111,12.9544444444,16.2483333333,7.78433333333,8.91033333332,10.3612666667,12.3896666667,8.82644444444
385.94,8.37622222222,15.298,12.9907777778,16.305,7.81966666667,8.90955555557,10.3907666667,12.3511111111,8.834
386.30,8.42988888889,15.32,13.0386666667,16.3986666667,7.89866666667,8.95944444444,10.4448666667,12.3517777778,8.89277777778
386.66,8.525,15.3996666667,13.2298888889,16.5485555555,7.99766666667,9.02544444443,10.5639666667,12.4533333333,9.002
387.03,8.61222222222,15.4821111111,13.2701111111,16.6972222222,8.11566666667,9.16855555556,10.6341666667,12.5301111111,9.06044444444
387.39,8.55711111111,15.4592222222,13.176,16.6538888889,8.09444444444,9.166,10.5995444444,12.4742222222,9.04288888889
387.75,8.524,15.3142222222,13.0307777778,16.5858888889,7.988,9.06555555555,10.4107555556,12.3435555556,8.875
388.11,8.54477777778,15.292,13.0434444445,16.5193333333,8.03277777778,9.04533333334,10.4770111111,12.3118888889,8.87933333333
388.47,8.56588888889,15.2662222222,12.9362222222,16.4607777778,8.04522222222,9.05622222222,10.5071444445,12.2648888889,8.82977777778
388.83,8.54544444445,15.2223333333,12.8702222222,16.4898888889,7.98811111111,9.05466666666,10.4423222222,12.1548888889,8.81966666667
389.19,8.47822222222,15.1732222222,12.8881111111,16.476,7.96022222222,9.04366666666,10.4295555556,12.0795555556,8.79844444445
389.55,8.54688888889,15.2145555555,12.972,16.5968888889,8.00311111111,9.10733333332,10.4938666667,12.1685555555,8.81411111111
389.91,8.67433333333,15.3105555555,13.0076666667,16.7052222222,8.12,9.25311111111,10.5135666667,12.2904444445,8.97866666667
390.27,8.61577777778,15.1978888889,12.8894444444,16.6147777778,7.97966666667,9.16833333335,10.4717777778,12.2414444444,8.877
390.63,8.60088888889,15.2257777778,12.7971111111,16.6583333333,7.982,9.14544444446,10.4285555556,12.1603333333,8.891
391.00,8.68588888889,15.2758888889,12.8891111111,16.6914444444,7.99733333333,9.14455555557,10.4385555556,12.2004444444,8.93344444444
391.36,8.54922222222,15.1782222222,12.7991111111,16.6394444445,7.90244444444,9.00011111111,10.2971888889,12.1018888889,8.811
391.72,8.69111111111,15.3012222222,12.9432222222,16.8217777778,8.01388888889,9.11411111112,10.5087222222,12.2525555556,8.93466666667
392.08,8.69966666667,15.3272222222,12.9244444444,16.9085555555,8.00277777778,9.10055555557,10.4646555555,12.2131111111,8.96188888889
392.44,8.76777777778,15.3525555555,12.9902222222,17.029,8.00422222222,9.16044444443,10.4251111111,12.2623333333,9.02766666666
392.80,8.77188888889,15.3833333334,12.9787777778,17.0358888889,8.05444444444,9.11377777779,10.3866888889,12.3226666667,9.04277777778
393.16,8.87566666667,15.4453333333,12.9895555555,17.1317777778,8.13722222222,9.218,10.4215222222,12.426,9.06966666667
393.52,8.88688888889,15.3904444445,12.9175555555,17.0791111111,8.11244444445,9.21922222223,10.4125111111,12.3594444444,9.06188888889
393.88,8.77666666667,15.2612222222,12.7863333334,16.975,7.94922222222,9.04533333333,10.2805111111,12.2397777778,8.87744444444
394.24,8.841,15.3312222222,12.841,17.0404444444,8.01422222222,9.10555555554,10.2815777778,12.2422222222,8.94488888889
394.60,8.98466666667,15.3938888889,12.9097777778,17.11,8.08566666667,9.2011111111,10.3470333333,12.2921111111,9.04911111111
394.96,8.89811111111,15.2396666667,12.7878888889,17.0113333333,7.98311111111,9.11166666668,10.2605777778,12.1547777778,8.91811111111
395.32,9.14522222222,15.4031111111,12.963,17.244,8.20666666667,9.33733333334,10.5014111111,12.3157777778,9.15333333333
395.68,9.124,15.3704444444,12.8713333333,17.1495555555,8.18211111111,9.35011111111,10.3877777778,12.2156666667,9.13411111111
396.04,9.07177777778,15.1986666667,12.7755555556,17.0876666667,8.09844444445,9.36499999999,10.3112777778,12.1175555556,9.03755555556
396.40,9.14166666667,15.2407777778,12.8001111111,17.1238888889,8.15377777778,9.42833333332,10.3675888889,12.1021111111,9.00377777778
396.76,9.24911111111,15.2416666667,12.8208888889,17.1796666667,8.18533333333,9.50666666667,10.4014111111,12.0857777778,9.04422222222
397.12,9.32,15.191,12.7587777778,17.2282222222,8.17611111111,9.54477777777,10.4224111111,12.0016666667,9.05744444444
397.48,9.53066666666,15.3773333333,12.8774444445,17.474,8.36044444445,9.70566666667,10.5217333334,12.0966666667,9.23366666667
397.84,9.63111111112,15.3606666667,12.8546666667,17.5612222222,8.43055555554,9.7861111111,10.5208777778,12.1008888889,9.26944444445
398.20,9.59077777778,15.2351111111,12.7032222222,17.5634444444,8.34433333335,9.77622222223,10.3922555555,11.9993333333,9.19188888889
398.56,9.56466666667,15.1624444445,12.6375555556,17.5247777778,8.29333333333,9.7281111111,10.3068222222,11.9773333333,9.13055555555
398.92,9.76466666668,15.2561111111,12.6798888889,17.6928888889,8.41622222223,9.89744444443,10.3764333333,12.0563333333,9.26966666667
399.28,9.87466666667,15.2318888889,12.6758888889,17.7604444444,8.44600000001,10.0038888889,10.3729555556,12.0465555555,9.33522222222
399.64,9.93422222221,15.1736666667,12.6601111111,17.7955555555,8.4061111111,10.0447777778,10.3474222222,12.0008888889,9.36366666666
400.00,9.99255555556,15.2337777778,12.647,17.8665555556,8.50433333333,10.0583333333,10.3196111111,12.0185555556,9.44666666667
400.36,10.0976666667,15.2533333333,12.6481111111,17.9354444444,8.55444444443,10.1487777778,10.3565222222,12.0405555555,9.55222222222
400.72,10.0795555555,15.2215555555,12.6184444444,17.9345555556,8.49744444445,10.1347777778,10.3033444445,11.9361111111,9.53977777778
401.08,9.95477777776,15.1205555556,12.4596666667,17.7982222222,8.3381111111,10.0113333333,10.1228555556,11.7283333333,9.40177777778
401.44,9.99355555556,15.0561111111,12.4366666667,17.7856666667,8.34144444444,10.0311111111,10.0915888889,11.7372222222,9.44155555554
401.80,9.97288888889,15.0727777778,12.4637777778,17.7723333333,8.36522222222,10.022,10.1431666667,11.6695555555,9.47133333334
402.16,10.0573333334,15.1418888889,12.5183333333,17.8528888889,8.49211111112,10.0305555556,10.1910888889,11.6704444444,9.55522222222
402.52,10.0813333333,15.0743333333,12.4737777778,17.8593333334,8.45977777777,10.0622222222,10.1894111111,11.5997777778,9.5221111111
402.88,10.0134444445,15.054,12.449,17.8301111111,8.41600000001,10.016,10.1606111111,11.5284444444,9.46711111112
403.24,9.89188888888,14.9802222222,12.3484444444,17.7417777778,8.30566666665,9.87777777779,10.0479555556,11.4003333333,9.34411111111
403.60,9.89388888889,14.993,12.3445555556,17.77,8.38922222223,9.88455555555,10.0717444444,11.4132222222,9.35477777778
403.95,9.93533333332,15.0456666666,12.382,17.8478888889,8.40544444445,9.94566666668,10.1395444444,11.469,9.39677777779
404.31,9.89288888888,15.0124444445,12.3065555556,17.807,8.35488888888,9.88633333332,10.0901111111,11.4028888889,9.34933333332
404.67,10.0131111111,15.0837777778,12.3687777778,17.9366666667,8.48322222223,9.99144444444,10.1702444444,11.4972222222,9.43577777778
405.03,10.1163333333,15.1513333333,12.4137777778,18.0007777778,8.60033333335,10.0685555556,10.2516222222,11.6087777778,9.52877777777
405.39,10.0715555555,15.1255555556,12.3955555556,17.9906666667,8.5358888889,10.0254444444,10.2122666667,11.541,9.42888888888
405.75,10.1311111111,15.1326666667,12.3914444444,18.0296666667,8.55433333334,10.0597777778,10.1923666666,11.5887777778,9.47611111112
406.11,10.274,15.2336666666,12.4942222222,18.1278888889,8.63688888889,10.2013333333,10.3014,11.7266666667,9.58022222221
406.47,10.2232222222,15.2752222222,12.4386666666,18.0973333333,8.67244444443,10.2098888889,10.2361555555,11.6918888889,9.55544444445
406.83,10.3115555555,15.273,12.4411111111,18.1175555555,8.74699999999,10.2973333333,10.2547777778,11.7303333333,9.59433333333
407.19,10.501,15.419,12.56,18.253,8.92811111112,10.4594444444,10.3809,11.8428888889,9.73777777776
407.55,10.5334444444,15.4393333334,12.5828888889,18.2626666667,8.93800000001,10.4617777778,10.3957111111,11.8086666666,9.74511111111
407.90,10.5783333333,15.4558888889,12.6221111111,18.2654444444,8.9508888889,10.5334444444,10.3979444444,11.7997777778,9.78444444444
408.26,10.6612222222,15.5346666667,12.7103333333,18.3765555556,9.08066666667,10.6337777778,10.4735333334,11.8764444444,9.87166666667
408.62,10.6295555555,15.4702222222,12.6614444444,18.3545555556,9.02077777779,10.59,10.4282222222,11.8146666667,9.82244444443
408.98,10.659,15.4904444444,12.7078888889,18.4122222222,9.05377777778,10.662,10.4512111111,11.8106666667,9.88955555556
409.34,10.7562222222,15.5728888889,12.7498888889,18.5543333333,9.1731111111,10.7501111111,10.5464666667,11.8733333333,10.0172222222
409.70,10.768,15.5907777778,12.7791111111,18.6203333334,9.19633333335,10.7825555556,10.5577666667,11.8488888889,10.0893333333
410.06,10.8348888889,15.591,12.8091111111,18.7125555556,9.25499999999,10.8432222222,10.5831,11.8926666667,10.1126666667
410.42,10.9848888889,15.663,12.9576666667,18.8938888889,9.32055555555,10.9305555555,10.6936666667,12.0007777778,10.2267777778
410.77,11.0355555556,15.7127777778,12.9883333333,18.9828888889,9.34477777779,10.9485555555,10.7112555555,12.0031111111,10.252
411.13,10.9394444444,15.5642222222,12.8845555556,18.8694444444,9.21222222222,10.8683333333,10.6041666666,11.8913333333,10.1762222222
411.49,11.0956666667,15.6411111111,12.9626666667,19.0341111111,9.30244444443,10.9655555556,10.6892111111,11.9886666667,10.261
411.85,11.1551111111,15.6378888889,12.9544444445,19.075,9.35633333333,10.9445555555,10.6957555555,11.9751111111,10.2341111111
412.21,11.1088888889,15.5731111111,12.9144444445,19.0532222222,9.26766666667,10.8891111111,10.6095888889,11.9211111111,10.1737777778
412.57,11.1642222222,15.6076666667,12.9344444444,19.085,9.29055555554,10.9075555556,10.6422555556,11.8968888889,10.199
412.92,11.1443333333,15.5462222222,12.8657777778,19.0623333334,9.21222222223,10.8391111111,10.5694222222,11.7951111111,10.1191111111
413.28,11.0987777778,15.5127777778,12.8432222222,19.002,9.15333333332,10.8192222222,10.5162111111,11.7584444444,10.0611111111
413.64,11.1194444444,15.5357777778,12.8201111111,19.0502222222,9.14277777779,10.8658888889,10.5636888889,11.7658888889,10.007
414.00,10.9971111111,15.4698888889,12.7527777778,18.9433333333,9.07144444443,10.8262222222,10.5118,11.6268888889,9.92355555554
414.36,11.021,15.497,12.7631111111,18.9561111111,9.11755555556,10.885,10.5739888889,11.6482222222,10.0146666666
414.72,10.9243333333,15.4043333333,12.687,18.9232222222,9.09244444443,10.8303333333,10.5347333333,11.5887777778,10.0092222222
415.07,10.9836666667,15.4967777778,12.7441111111,19.0133333333,9.16255555555,10.9002222222,10.5877333333,11.6438888889,10.0541111111
415.43,10.976,15.5358888889,12.7737777778,19.0108888889,9.17333333333,10.9416666667,10.6384777778,11.683,10.1268888889
415.79,10.8563333333,15.4533333333,12.6811111111,18.9486666666,9.08211111112,10.8596666667,10.574,11.593,10.0817777778
416.15,10.8648888889,15.4888888889,12.6927777778,18.9392222222,9.081,10.8796666667,10.5891555556,11.5948888889,10.095
416.51,10.8065555556,15.4567777778,12.6927777778,18.9302222222,9.04244444445,10.8694444444,10.5486777778,11.5806666667,10.0778888889
416.86,10.8457777778,15.456,12.7102222222,18.9486666667,9.13655555556,10.8944444445,10.5751555555,11.6183333333,10.12
417.22,10.778,15.3751111111,12.6713333333,18.8947777778,9.09511111112,10.8417777778,10.5350666667,11.5741111111,10.0928888889
417.58,10.7284444444,15.2975555556,12.6388888889,18.8305555556,9.06922222222,10.8064444444,10.5034,11.5256666667,10.0881111111
