wavelength,Back_AniNotf,Belly_AniNotf,Breast_AniNotf,Crissum_AniNotf,Crown_AniNotf,DorTail_AniNotf,Patch10_AniNotf,Patch11_AniNotf,Patch12_AniNotf,Rump_AniNotf,Throat_AniNotf,WingTip_AniNotf
541.40,17.5308333334,27.4293333334,32.0960833334,30.8523333333,27.1131666666,5.91233333333,12.4463333333,14.1758333333,4.12716666667,19.9873333334,4.31733333334,6.71533333333
541.75,17.4981666667,27.5095,32.1493333334,30.8993333334,27.1613333334,5.90866666666,12.4121666667,14.146,4.12266666666,19.987,4.29633333333,6.69583333333
542.09,17.4768333334,27.5558333333,32.1775,30.93175,27.206375,5.8965,12.3665,14.1198333333,4.12283333333,19.9813333334,4.29333333334,6.6935
542.43,17.4881666667,27.6243333334,32.2495833334,30.9594166667,27.2581666666,5.92533333333,12.3445,14.0936666666,4.1655,19.9993333334,4.31366666667,6.72733333334
542.78,17.4701666667,27.6673333334,32.2870833333,30.9966666667,27.2760416667,5.9315,12.3048333334,14.0581666666,4.18733333334,20.0118333333,4.32083333333,6.72416666667
543.12,17.4306666667,27.7161666667,32.3261666667,31.0258333334,27.3211666667,5.93116666666,12.243,14.024,4.174,20.0341666667,4.3195,6.752
543.46,17.3895,27.7673333333,32.3529166667,31.0495833334,27.3685,5.93033333333,12.2101666667,13.988,4.18983333333,20.0351666667,4.3335,6.78166666667
543.81,17.3593333333,27.867,32.4156666666,31.1070833334,27.4469583333,5.94783333333,12.1921666666,13.962,4.21033333334,20.056,4.34016666667,6.80166666666
544.15,17.3531666667,27.949,32.4615,31.1915,27.5209583333,5.94233333334,12.1393333333,13.9343333334,4.203,20.0665,4.37083333333,6.83366666666
544.49,17.3453333333,28.0558333333,32.5499166667,31.2775833334,27.6180833334,5.951,12.1291666667,13.948,4.2475,20.0936666667,4.39266666667,6.86416666666
544.84,17.362,28.1871666667,32.6375833334,31.3728333333,27.7155416666,5.96266666667,12.0986666667,13.9213333333,4.24766666666,20.0891666667,4.40516666667,6.86566666666
545.18,17.3818333334,28.3478333333,32.7616666667,31.5243333334,27.813,5.984,12.0943333334,13.9176666667,4.28066666667,20.1546666667,4.45566666667,6.86733333333
545.52,17.4128333333,28.4856666666,32.9171666666,31.69625,27.9384166667,6.01033333333,12.1165,13.9551666667,4.298,20.1808333334,4.49633333334,6.89683333333
545.87,17.4013333333,28.6058333333,33.0638333334,31.81025,27.9871666666,5.99566666667,12.0771666667,13.938,4.28716666667,20.1591666667,4.47266666667,6.86433333333
546.21,17.3818333334,28.7128333334,33.1809166666,31.9271666666,28.03125,5.9505,12.0076666666,13.9325,4.21833333333,20.15,4.43533333333,6.79516666666
546.55,17.407,28.8913333334,33.336,32.057,28.1483333333,5.92533333334,11.992,13.9146666666,4.1945,20.168,4.4285,6.79033333333
546.90,17.4166666667,29.0483333333,33.4461666667,32.1764166666,28.2130833333,5.91466666667,11.9878333334,13.9158333334,4.22216666667,20.1566666667,4.42366666667,6.75066666667
547.24,17.424,29.1856666667,33.6006666666,32.3245833333,28.2942083333,5.88033333333,11.9528333334,13.8906666667,4.18166666667,20.124,4.36166666667,6.67816666666
547.58,17.4458333334,29.302,33.7446666666,32.4473333334,28.358125,5.85233333334,11.9428333333,13.8785,4.15516666667,20.1396666667,4.34133333334,6.65316666666
547.92,17.4823333333,29.4693333334,33.9115,32.5969166667,28.4746666667,5.8815,11.9775,13.8745,4.1895,20.1766666667,4.34466666666,6.6345
548.27,17.5018333333,29.6243333333,34.0688333333,32.7285833334,28.5810833333,5.85583333333,11.9293333333,13.8346666667,4.15966666667,20.1638333333,4.32566666666,6.5875
548.61,17.5481666667,29.771,34.3085833334,32.8798333333,28.6683333333,5.8615,11.9328333334,13.887,4.17633333334,20.2391666667,4.32583333333,6.60733333333
548.95,17.4663333333,29.8095,34.3478333333,32.9215,28.7122083333,5.78433333333,11.8451666666,13.78,4.10766666666,20.1591666667,4.213,6.54983333334
549.29,17.467,29.9713333333,34.4536666666,33.0171666666,28.8129583333,5.76666666666,11.8133333333,13.7348333334,4.10516666667,20.1806666667,4.20166666667,6.59916666666
549.64,17.4381666667,30.0966666667,34.545,33.17675,28.9031666667,5.777,11.8203333333,13.7335,4.10316666667,20.2246666667,4.19516666667,6.60916666666
549.98,17.5131666667,30.2716666666,34.67425,33.3110833333,29.009625,5.8105,11.8913333334,13.7615,4.1405,20.2576666666,4.21583333334,6.64016666666
550.32,17.5055,30.3903333334,34.8105833333,33.4505,29.061625,5.8075,11.8721666666,13.7778333333,4.09316666666,20.2536666667,4.207,6.5795
550.66,17.5788333333,30.5435,35.0509166666,33.6271666666,29.1785,5.82133333333,11.8938333333,13.8448333333,4.0835,20.3346666667,4.21883333334,6.64416666666
551.01,17.5858333334,30.6586666666,35.1625833333,33.7105,29.23275,5.77633333333,11.8571666667,13.8476666666,3.99783333334,20.3436666667,4.192,6.61183333333
551.35,17.6076666667,30.756,35.2430833334,33.80225,29.3216666667,5.77433333333,11.87,13.8775,3.98283333333,20.3441666667,4.20416666666,6.63083333333
551.69,17.6491666667,30.9161666666,35.4163333333,33.9780833333,29.358625,5.79716666667,11.8745,13.9083333334,3.957,20.4046666667,4.19666666667,6.65283333333
552.03,17.6353333334,31.0258333333,35.4885833333,34.1111666666,29.32775,5.84233333334,11.9223333334,13.9216666667,3.95566666666,20.4153333333,4.22283333334,6.65566666667
552.38,17.6086666666,31.1261666667,35.5620833334,34.2245833333,29.3843333333,5.83716666667,11.942,13.9236666667,3.91783333333,20.4076666667,4.25316666666,6.6475
552.72,17.7311666666,31.3491666667,35.8105833333,34.3795,29.5296666667,5.92366666667,11.9778333334,14.0388333333,3.96866666667,20.5176666667,4.35716666666,6.691
553.06,17.7456666666,31.4678333334,35.9165,34.4704166667,29.5847916667,5.8985,11.9698333333,14.0688333333,3.93833333334,20.5455,4.35,6.6335
553.40,17.7798333333,31.5951666666,36.03625,34.5210833333,29.6284583333,5.86333333333,11.9481666667,14.0813333333,3.91666666666,20.5706666666,4.345,6.63966666666
553.74,17.7953333334,31.7771666666,36.1484166667,34.7079166667,29.699,5.8915,11.9246666667,14.0823333333,3.9405,20.6598333334,4.405,6.672
554.09,17.8371666666,31.9381666666,36.2771666667,34.8293333334,29.8284166666,5.9525,11.9751666667,14.1428333333,4.04066666667,20.7103333333,4.486,6.76833333333
554.43,17.8291666666,32.0296666667,36.3126666667,34.8516666667,29.8935416667,5.97533333333,11.974,14.1463333334,4.05266666666,20.6946666667,4.52083333334,6.7735
554.77,17.8985,32.1653333333,36.483,35.009,29.9895833333,6.06966666667,12.0178333333,14.2,4.15533333334,20.744,4.61583333333,6.86216666667
555.11,17.859,32.2516666667,36.5851666666,35.0631666666,29.9941666666,6.02433333333,11.939,14.103,4.08583333333,20.7043333333,4.5675,6.78166666667
555.45,17.835,32.3266666666,36.656,35.1295833333,30.038875,5.95533333334,11.8606666666,14.084,4.06416666667,20.6808333333,4.54633333333,6.783
555.80,17.8086666666,32.3968333334,36.7625,35.1635,30.069875,5.89616666667,11.7805,14.0181666667,4.0235,20.7095,4.527,6.75116666667
556.14,17.8006666667,32.5145,36.8725,35.2058333334,30.062625,5.875,11.7448333333,13.9936666667,4.02633333333,20.7141666667,4.49583333333,6.75883333333
556.48,17.7331666666,32.5705,36.915,35.3018333333,30.03625,5.81283333333,11.742,13.9455,4.00066666667,20.6645,4.4715,6.75066666667
556.82,17.7713333333,32.6596666666,37.0634166666,35.3878333334,30.0367083333,5.85366666667,11.7641666667,13.9475,4.03133333333,20.6725,4.55316666666,6.77
557.16,17.8046666667,32.775,37.2145833333,35.499,30.1105,5.8865,11.786,13.95,4.02633333333,20.68,4.60483333333,6.80083333333
557.50,17.744,32.8451666667,37.2991666667,35.5109166667,30.099,5.821,11.729,13.866,3.93616666667,20.6093333334,4.55016666666,6.75266666667
557.85,17.7515,32.9101666667,37.3715833334,35.5156666666,30.0500416667,5.7835,11.6385,13.8438333333,3.861,20.6,4.4955,6.68733333333
558.19,17.7683333334,33.0668333333,37.5775,35.6869166666,30.1077083333,5.78683333333,11.6355,13.7941666666,3.86333333334,20.625,4.53116666666,6.6405
558.53,17.7373333334,33.1725,37.6786666667,35.7506666666,30.108,5.78533333334,11.6196666666,13.8233333333,3.86033333334,20.6448333333,4.53,6.63183333333
558.87,17.8188333333,33.3306666667,37.86525,35.9319166666,30.221875,5.91866666667,11.7058333334,13.9681666667,4.0195,20.7685,4.67683333333,6.79666666667
559.21,17.8783333333,33.5368333333,38.0573333334,36.0575833333,30.368125,5.98783333333,11.802,14.0391666667,4.056,20.8335,4.72833333333,6.8515
559.55,17.9686666667,33.788,38.2554166666,36.2610833334,30.5505,6.09333333333,11.9031666666,14.1573333333,4.14416666666,20.9225,4.8195,6.9705
559.89,17.9666666666,33.8921666666,38.3560833333,36.32725,30.6000416667,6.05466666666,11.835,14.1113333334,4.09166666667,20.9151666667,4.80116666667,6.94383333334
560.23,18.0271666667,34.0445,38.541,36.4175,30.6678333333,6.0965,11.854,14.1423333333,4.09433333333,20.9401666667,4.83483333333,7.00083333333
560.58,18.0658333333,34.1885,38.66875,36.5429166667,30.7791666666,6.1235,11.876,14.1798333333,4.101,21.0251666667,4.86683333333,7.0595
560.92,18.0473333334,34.3045,38.7495833334,36.6755,30.8212083334,6.13116666666,11.831,14.1933333334,4.12583333333,21.0281666667,4.87883333334,7.0745
561.26,18.08,34.3935,38.8555833333,36.745,30.8827916667,6.18333333333,11.833,14.2415,4.198,21.0461666667,4.90583333333,7.1305
561.60,18.0486666666,34.4288333333,38.9183333334,36.8470833333,30.901,6.187,11.8798333333,14.1745,4.19483333333,20.998,4.90683333334,7.16333333334
561.94,18.0365,34.4411666666,38.9711666666,36.93225,30.9112083334,6.14033333334,11.834,14.1851666666,4.15616666667,20.9868333333,4.859,7.1715
562.28,18.0498333334,34.5393333333,39.0729166667,37.0445,30.956,6.16316666667,11.8516666667,14.1843333333,4.16216666667,21.0028333333,4.8885,7.21566666667
562.62,18.073,34.6863333333,39.208,37.1616666666,30.9665416667,6.132,11.8255,14.1623333333,4.09766666666,21.007,4.8695,7.15683333333
562.96,18.0358333333,34.7528333333,39.242,37.2633333334,30.9654583333,6.0885,11.79,14.1096666667,4.07416666666,21.0015,4.86866666666,7.12466666667
563.30,17.9571666667,34.72,39.283,37.2405,30.868125,5.94166666667,11.6193333333,13.9996666667,3.945,20.8608333334,4.73416666667,6.996
563.64,17.9755,34.8118333334,39.3866666667,37.436,30.90325,5.96083333333,11.6506666667,14.0238333333,3.9625,20.8735,4.76283333334,7.00766666667
563.99,17.9935,34.8576666667,39.3989166666,37.5363333334,30.8819166666,5.90666666667,11.6095,13.9633333334,3.93366666667,20.8621666667,4.731,6.935
564.33,17.9623333333,34.916,39.484,37.6085833333,30.8550833334,5.9085,11.568,13.953,3.95066666666,20.8023333333,4.675,6.8965
564.67,17.9971666667,35.0296666667,39.6320833333,37.68975,30.8812916667,5.91166666666,11.6001666667,13.9575,3.97733333334,20.8295,4.69883333333,6.9055
565.01,18.0513333333,35.092,39.7316666666,37.785,30.9174583333,5.89366666667,11.6386666666,14.0161666667,3.97633333333,20.8453333333,4.73016666667,6.9185
565.35,18.0116666667,35.1306666667,39.8055,37.87,30.9274166667,5.84316666666,11.5538333333,14.0016666666,3.92766666667,20.8386666666,4.69283333333,6.85533333333
565.69,18.0668333333,35.3371666667,39.9265833333,37.938,30.9994166667,5.91983333334,11.6423333333,14.0453333334,4.00783333333,20.9065,4.76483333333,6.93083333334
566.03,18.0748333333,35.4696666667,40.0393333334,38.0376666666,31.0384583333,5.91233333333,11.6203333333,14.0346666667,3.997,20.937,4.77616666666,6.94116666666
566.37,18.0258333334,35.4661666667,40.0283333334,38.0545,31.0035833333,5.85433333334,11.5875,13.9863333334,3.97316666667,20.8668333333,4.74883333333,6.93033333333
566.71,18.0466666667,35.5091666667,40.10375,38.09875,30.968625,5.8675,11.5488333333,14.0116666667,3.99883333333,20.8553333333,4.789,6.95416666667
567.05,18.0985,35.606,40.1451666666,38.19175,31.0130833334,5.92683333333,11.6148333333,13.987,4.0435,20.9228333333,4.83916666667,6.99466666666
567.39,18.1498333333,35.7101666666,40.2546666666,38.1915,31.0568333333,5.989,11.6373333333,14.0136666666,4.10933333333,20.976,4.84933333333,7.03733333333
567.73,18.1563333333,35.8631666667,40.38725,38.2735833334,31.099625,6.029,11.6385,14.0605,4.127,21.0013333334,4.86183333333,7.04966666667
568.07,18.1796666667,36.0066666666,40.469,38.3595833334,31.151625,6.01733333333,11.6231666667,14.0791666666,4.10516666666,21.0513333333,4.87783333334,7.08216666666
568.41,18.1771666667,36.0608333333,40.5241666667,38.41725,31.1737916667,6.0415,11.6135,14.0805,4.088,21.0501666667,4.90766666667,7.07516666666
568.75,18.2016666666,36.2003333334,40.6868333333,38.55725,31.215,6.06366666667,11.6141666667,14.0508333333,4.09066666667,21.058,4.92233333333,7.06033333334
569.09,18.2861666667,36.349,40.814,38.6455,31.2485833333,6.12933333333,11.685,14.1265,4.1695,21.1136666667,5.0225,7.1695
569.43,18.2935,36.3871666667,40.8885833333,38.7728333334,31.1950833333,6.08533333333,11.6001666667,14.0981666667,4.11883333333,21.0631666666,4.98433333333,7.15083333333
569.77,18.342,36.436,40.96625,38.861,31.263125,6.0835,11.6223333333,14.1301666667,4.13,21.0851666667,4.991,7.15683333333
570.11,18.3845,36.5655,41.1009166667,38.9473333334,31.324875,6.0945,11.6043333333,14.1696666667,4.14016666666,21.1206666667,4.99866666667,7.16966666667
570.45,18.3731666667,36.6915,41.18375,38.99225,31.3825,6.083,11.6041666667,14.167,4.11816666667,21.1153333334,4.98266666667,7.16916666666
570.79,18.3695,36.7731666667,41.2650833334,39.05525,31.3607083334,6.08416666667,11.5898333334,14.25,4.137,21.1566666667,5.005,7.18483333333
571.13,18.3546666667,36.8778333333,41.372,39.2278333333,31.4292083334,6.0665,11.5528333333,14.2796666666,4.13833333333,21.1668333333,5.01033333333,7.1945
571.47,18.3718333333,36.9346666667,41.4865833333,39.3225,31.4831666667,6.09866666667,11.5728333333,14.2783333333,4.16216666666,21.1948333334,5.0155,7.2235
571.81,18.3623333334,36.9848333333,41.6,39.41225,31.467375,6.083,11.5525,14.2181666666,4.17166666667,21.1593333333,4.9905,7.20666666667
572.15,18.3875,37.0453333334,41.7109166667,39.5011666667,31.4795833333,6.06383333333,11.5296666667,14.1913333334,4.1555,21.1636666667,4.92283333334,7.2105
572.49,18.3421666667,37.0745,41.6990833334,39.5128333334,31.4724583333,6.08416666667,11.5031666667,14.1583333334,4.17516666666,21.1533333333,4.92066666667,7.23416666667
572.83,18.3371666666,37.2123333334,41.7954166666,39.60975,31.5323333334,6.055,11.4921666667,14.1578333333,4.142,21.1796666667,4.85683333334,7.18733333333
573.17,18.3468333333,37.3088333333,41.8926666667,39.6531666667,31.6144583333,6.07083333333,11.5168333334,14.2136666666,4.16683333333,21.2256666667,4.894,7.17233333334
573.51,18.3661666667,37.4181666667,42.0426666666,39.7648333333,31.6247916666,6.06883333334,11.4998333334,14.2168333333,4.16833333333,21.2175,4.87216666666,7.16133333333
573.85,18.3683333333,37.4923333333,42.11875,39.8685833334,31.6535,6.118,11.5018333333,14.2078333333,4.20516666667,21.252,4.89066666667,7.193
574.19,18.4023333334,37.5435,42.2370833334,39.9745,31.6705,6.17683333333,11.5178333333,14.2086666667,4.25366666666,21.2828333333,4.893,7.19333333333
574.53,18.414,37.629,42.3490833333,40.04275,31.72275,6.1935,11.4965,14.1751666667,4.26,21.2613333333,4.88633333333,7.223
574.87,18.3986666667,37.6916666667,42.4211666666,40.0359166666,31.69975,6.1845,11.5146666667,14.1363333334,4.24466666667,21.2491666667,4.87966666666,7.20083333333
575.21,18.3625,37.7076666667,42.4134166666,40.0163333333,31.673375,6.133,11.455,14.1108333333,4.2005,21.207,4.86783333333,7.22966666667
575.55,18.3385,37.7245,42.4299166667,40.0415,31.68725,6.10166666667,11.4281666667,14.1106666667,4.17416666667,21.1831666667,4.87733333333,7.22016666666
575.89,18.299,37.762,42.40925,40.10075,31.7095833333,6.11316666667,11.427,14.1045,4.20666666666,21.1855,4.92816666666,7.22366666667
576.22,18.2555,37.8188333333,42.4749166667,40.128,31.6734166666,6.06283333333,11.3706666667,14.1115,4.16533333333,21.1486666667,4.89816666667,7.18816666666
576.56,18.2253333334,37.8001666667,42.5209166666,40.1158333333,31.6250416667,6.022,11.2716666667,14.0243333334,4.12766666667,21.0806666666,4.876,7.18766666667
576.90,18.1571666666,37.7945,42.5376666666,40.1660833334,31.5622083334,5.97033333333,11.2016666666,13.9126666667,4.09266666667,21.0165,4.80416666667,7.15916666667
577.24,18.0765,37.7688333334,42.4660833333,40.1038333333,31.5316666666,6.00116666667,11.1281666666,13.8353333334,4.14933333333,20.9975,4.82316666667,7.158
577.58,18.03,37.8253333334,42.52125,40.101,31.5518333333,6.00733333333,11.126,13.8238333333,4.16383333333,20.9896666666,4.813,7.16483333333
577.92,18.0068333334,37.8521666667,42.50225,40.0535833333,31.5821666666,5.98516666667,11.0888333333,13.8403333333,4.16783333334,20.973,4.83066666666,7.21466666667
578.26,18.0008333334,37.9188333333,42.5589166667,40.0756666666,31.6262083333,6.03166666667,11.0771666667,13.8536666667,4.213,20.9313333333,4.85466666667,7.21916666667
578.60,17.9896666667,37.924,42.5825833334,40.11975,31.6258333334,6.03516666666,11.0738333334,13.8385,4.21983333333,20.92,4.898,7.21266666667
578.94,17.9948333334,38.034,42.7064166667,40.2425,31.6699166667,6.05033333334,11.0843333333,13.8281666667,4.24366666666,20.9526666666,4.92233333333,7.16483333334
579.28,18.0171666667,38.1213333333,42.7033333334,40.2470833333,31.7047916667,6.1525,11.1125,13.8283333334,4.33916666667,21.0491666666,4.97283333334,7.226
579.61,18.011,38.1853333334,42.775,40.2563333333,31.7125833333,6.14533333333,11.0691666667,13.8275,4.35616666667,21.0793333334,4.98083333334,7.221
579.95,17.9838333333,38.196,42.808,40.30125,31.713875,6.10883333334,11.0361666667,13.7601666667,4.363,21.0665,4.922,7.20683333334
580.29,17.9426666666,38.2596666666,42.8395,40.3574166666,31.7281666667,6.09566666667,10.9955,13.723,4.3995,21.0648333333,4.89683333333,7.19516666666
580.63,17.9473333333,38.3458333334,42.852,40.3205,31.767875,6.09783333334,11.0013333333,13.7201666667,4.43283333333,21.0461666667,4.9475,7.24283333333
580.97,17.9325,38.3855,42.8678333333,40.3149166666,31.7429583333,6.04283333334,11.0076666666,13.6748333333,4.39333333333,20.9985,4.92366666667,7.23183333333
581.31,17.8896666667,38.4258333333,42.85175,40.37625,31.715125,5.99716666667,10.9596666666,13.6638333333,4.3565,20.971,4.92383333333,7.2245
581.65,17.8171666667,38.5023333333,42.99425,40.5099166666,31.7056666666,5.94833333334,10.9348333333,13.5596666667,4.31383333334,20.9695,4.87566666666,7.13766666666
581.98,17.805,38.5013333333,43.0451666667,40.6081666666,31.7102916667,5.95116666667,10.9511666666,13.5643333333,4.33566666667,21.0023333334,4.9145,7.17616666666
582.32,17.817,38.5473333333,43.04575,40.62975,31.7572916667,5.993,10.911,13.5801666667,4.33733333333,20.9638333333,4.91916666667,7.21333333334
582.66,17.8196666667,38.5146666667,43.0660833334,40.6531666666,31.7805,6.01083333334,10.925,13.5615,4.36166666667,20.9713333333,4.96116666667,7.241
583.00,17.8508333333,38.5626666667,43.1665833334,40.7345833334,31.8163333333,6.00833333333,10.9545,13.6141666667,4.35366666667,20.9146666666,4.93216666667,7.28033333333
583.34,17.8585,38.6436666666,43.1991666667,40.7091666666,31.799625,5.98166666667,10.9108333333,13.5585,4.32266666667,20.8248333333,4.89416666666,7.264
583.68,17.9085,38.7465,43.2808333334,40.7198333333,31.847375,6.0515,10.908,13.5775,4.35033333333,20.8471666667,4.95916666667,7.29666666667
584.01,17.8696666666,38.7573333333,43.258,40.7441666667,31.8680833334,6.10483333333,10.9325,13.591,4.37216666667,20.804,5.03016666667,7.30816666667
584.35,17.8483333333,38.7965,43.3024166667,40.7905,31.8397083333,6.143,10.9078333333,13.6106666666,4.34833333333,20.8628333334,4.99016666666,7.3135
584.69,17.8766666666,38.9133333333,43.4155833333,40.8881666666,31.8807083334,6.1605,10.9351666666,13.6385,4.33066666666,20.884,5.01333333333,7.30083333333
585.03,17.9555,39.0635,43.5766666666,41.0233333333,31.9370416666,6.236,10.9715,13.6528333333,4.39933333333,20.9553333333,5.07066666666,7.33316666667
585.37,17.9531666666,39.088,43.5190833333,40.964,31.904125,6.2795,10.9425,13.6573333333,4.383,20.94,5.01633333333,7.31883333333
585.70,18.024,39.2241666666,43.6175,41.0126666666,31.9541666667,6.307,10.9913333333,13.6516666667,4.41333333333,20.9768333334,5.021,7.32266666667
586.04,17.9668333334,39.288,43.6840833334,41.0360833333,31.9275833334,6.2485,10.9168333334,13.6436666666,4.406,20.9863333333,4.94133333333,7.27216666667
586.38,18.0001666667,39.4511666666,43.7930833333,41.05775,31.9976666667,6.2655,10.9185,13.7015,4.4395,21.0356666667,4.93066666667,7.3245
586.72,17.971,39.4858333333,43.8081666666,41.06525,31.93175,6.211,10.8146666667,13.6355,4.4035,20.9953333334,4.90416666666,7.24183333334
587.06,17.9738333334,39.5745,43.9545,41.1860833333,31.981875,6.20133333333,10.82,13.6271666666,4.39133333333,21.0121666667,4.8625,7.25066666666
587.39,17.9785,39.7046666667,44.0379166667,41.3100833334,32.0647083333,6.254,10.9083333333,13.6703333333,4.4395,21.0886666666,4.90016666667,7.28866666666
587.73,18.089,39.883,44.2845833333,41.4496666667,32.1730833334,6.36483333333,11.0361666667,13.8093333334,4.5465,21.2281666667,5.00716666667,7.338
588.07,18.0978333333,39.9365,44.2928333334,41.4591666667,32.1500833333,6.38066666667,11.0441666666,13.7885,4.53816666667,21.1443333333,4.9935,7.3275
588.41,18.108,40.0783333334,44.404,41.5786666666,32.2,6.40416666666,11.0553333333,13.8138333333,4.58016666666,21.1681666667,4.96766666667,7.36266666666
588.74,18.1236666667,40.113,44.3915833333,41.4994166666,32.1070416667,6.26966666666,11.0201666667,13.7186666667,4.47966666667,21.099,4.84333333333,7.24966666667
589.08,18.1781666667,40.2218333333,44.53275,41.59275,32.1396666667,6.26816666666,11.0371666667,13.7283333334,4.49166666667,21.1223333333,4.876,7.26966666667
589.42,18.1346666666,40.2523333333,44.5575833333,41.5928333334,32.1233333333,6.20133333333,10.9826666667,13.7018333333,4.4085,21.0761666666,4.795,7.202
589.76,18.2338333333,40.3866666667,44.5713333333,41.6570833334,32.1575,6.25283333333,11.0531666667,13.7385,4.4245,21.1001666667,4.84433333334,7.2605
590.09,18.2215,40.4685,44.6688333334,41.79,32.1512916666,6.25633333334,11.0311666667,13.7705,4.37516666667,21.0623333333,4.80183333333,7.20633333333
590.43,18.2248333333,40.5605,44.84125,41.81925,32.2146666667,6.2935,11.058,13.7868333333,4.359,21.1183333333,4.78616666667,7.22266666667
590.77,18.2508333333,40.6178333333,44.8776666667,41.77125,32.24525,6.29433333334,11.0503333334,13.8191666667,4.345,21.1688333334,4.79,7.2255
591.11,18.2686666667,40.7073333334,44.9371666667,41.77675,32.2628333334,6.22433333334,10.9806666666,13.7968333334,4.29416666667,21.1971666666,4.75883333333,7.21133333333
591.44,18.2451666667,40.719,44.9010833334,41.7428333333,32.2192916667,6.13,10.9045,13.66,4.15983333333,21.1355,4.63116666667,7.15066666666
591.78,18.4543333334,40.942,45.2269166666,42.0129166666,32.4729583334,6.285,11.0658333333,13.8256666667,4.3155,21.3418333333,4.783,7.298
592.12,18.4851666666,40.9815,45.26225,42.0465,32.4898333333,6.37633333333,11.07,13.8718333334,4.347,21.3976666667,4.86483333333,7.3385
592.46,18.535,41.1021666666,45.4251666667,42.22575,32.628,6.50366666667,11.137,13.9885,4.471,21.5103333333,4.973,7.44866666667
592.79,18.5445,41.2353333333,45.54525,42.3218333333,32.72775,6.51716666667,11.237,14.0531666667,4.52733333333,21.6173333334,5.02183333333,7.54316666666
593.13,18.5405,41.301,45.6588333334,42.393,32.7849166667,6.50483333333,11.2266666667,14.0621666667,4.49466666667,21.655,5.03716666666,7.53033333333
593.47,18.5923333333,41.376,45.7858333333,42.4985833333,32.799875,6.54416666667,11.2618333334,14.0453333333,4.49483333333,21.6871666667,5.0425,7.51
593.80,18.5058333333,41.36,45.7154166667,42.4231666667,32.70375,6.49666666666,11.216,13.9395,4.46416666666,21.647,5.0215,7.48783333334
594.14,18.5573333334,41.5223333333,45.776,42.5676666666,32.732625,6.50233333333,11.272,13.9895,4.46716666667,21.6236666666,5.0415,7.511
594.48,18.561,41.6165,45.8350833333,42.6921666666,32.67025,6.515,11.2926666667,14.0011666667,4.43483333333,21.6546666667,5.01016666667,7.462
594.81,18.6468333333,41.7075,45.973,42.7694166667,32.714875,6.5645,11.3386666667,14.0628333333,4.4665,21.679,5.037,7.51016666666
595.15,18.6623333333,41.8691666667,46.1154166666,42.9505833333,32.7900833333,6.619,11.3386666667,14.1645,4.543,21.7426666667,5.06333333333,7.56516666667
595.49,18.6216666667,41.8485,46.1010833334,42.9228333333,32.7111666667,6.476,11.2575,14.0778333334,4.4305,21.6893333333,4.99683333334,7.45883333333
595.82,18.6548333333,42.0101666667,46.20725,43.0714166667,32.7507916667,6.39883333334,11.2286666667,14.1068333334,4.4025,21.6693333333,4.962,7.46566666667
596.16,18.698,42.091,46.3334166666,43.1406666666,32.8054583334,6.404,11.2135,14.13,4.38466666667,21.6423333334,4.97066666667,7.46716666667
596.50,18.6886666667,42.0998333333,46.3815833333,43.195,32.799,6.35383333334,11.1213333333,14.1158333334,4.326,21.5091666667,4.92616666667,7.397
596.83,18.6868333333,42.1995,46.42275,43.215,32.8085416667,6.3505,11.0881666667,14.093,4.34516666666,21.4663333334,4.91216666666,7.386
597.17,18.6458333333,42.2996666666,46.56575,43.2156666667,32.85075,6.323,11.0415,14.0526666667,4.33316666666,21.4618333334,4.85133333333,7.35516666666
597.51,18.765,42.4368333333,46.7019166666,43.3016666667,32.9316666667,6.36083333333,11.087,14.082,4.34666666667,21.4988333333,4.88066666667,7.398
597.84,18.6575,42.3808333333,46.6740833333,43.28625,32.863875,6.27533333334,10.9841666667,13.9586666667,4.2635,21.4796666667,4.81,7.318
598.18,18.696,42.537,46.8145,43.3704166667,32.9721666666,6.25833333333,11.0141666667,13.984,4.28333333333,21.4645,4.8845,7.40716666666
598.52,18.6575,42.6253333333,46.9133333333,43.4295,33.0224583334,6.22516666667,11.0073333334,13.9308333333,4.22983333333,21.4551666667,4.8545,7.32216666667
598.85,18.6041666667,42.6458333333,46.9185,43.36175,32.972875,6.127,10.9358333334,13.8563333334,4.1245,21.393,4.80966666666,7.25266666667
599.19,18.4865,42.6991666667,46.9106666667,43.3154166667,32.9838333333,6.11716666667,10.8693333333,13.827,4.09116666667,21.3316666667,4.76766666666,7.226
599.53,18.424,42.7101666666,47.0203333333,43.2581666666,32.9655416666,6.05966666667,10.8765,13.7628333333,4.018,21.2921666667,4.729,7.1875
599.86,18.3281666667,42.7056666667,46.96,43.15575,32.8398333333,5.92833333333,10.8105,13.6186666667,3.89433333333,21.2155,4.6365,7.05233333333
600.20,18.2826666667,42.8038333333,46.9105,43.1895,32.78475,5.86733333333,10.763,13.5306666666,3.7745,21.2438333334,4.576,6.97533333333
600.53,18.3028333333,42.8723333333,46.9373333333,43.2710833333,32.8024166667,5.84866666667,10.779,13.5758333333,3.759,21.2936666667,4.5855,6.953
600.87,18.2836666666,42.8333333333,46.8619166667,43.309,32.727125,5.728,10.7276666667,13.4828333333,3.6365,21.2,4.5565,6.85683333334
601.21,18.2088333334,42.7843333334,46.8119166666,43.2901666667,32.6637083334,5.64433333334,10.634,13.4488333333,3.612,21.1521666667,4.51066666667,6.79966666667
