wavelength,Back_LanVerf,Belly_LanVerf,Breast_LanVerf,Crissum_LanVerf,Crown_LanVerf,DorTail_LanVerf,Patch10_LanVerf,Patch11_LanVerf,Rump_LanVerf,Throat_LanVerf,WingTip_LanVerf
383.05,3.15616666666,6.40325,3.86725,3.762,3.22125,5.63525,4.71758333333,2.471,3.24683333333,5.87883333333,7.07141666667
383.41,3.15266666667,6.38675,3.856,3.74283333334,3.203,5.63108333333,4.69941666666,2.45275,3.22908333333,5.85391666667,7.07333333333
383.77,3.19575,6.41875,3.89116666666,3.79933333333,3.24458333334,5.67533333333,4.73075,2.50175,3.279,5.8925,7.09475
384.14,3.28691666667,6.4805,3.97308333333,3.90125,3.32283333333,5.77958333334,4.8225,2.60083333334,3.36758333333,5.98766666666,7.17733333333
384.50,3.31016666667,6.47266666666,3.99266666667,3.89658333333,3.31816666667,5.786,4.85333333333,2.61529166667,3.38925,5.99183333334,7.183
384.86,3.26,6.41933333334,3.96716666667,3.86141666667,3.27491666667,5.74991666667,4.82466666667,2.58425,3.36025,5.93933333333,7.13666666667
385.22,3.17316666667,6.345,3.88316666667,3.8055,3.19933333333,5.67075,4.77083333334,2.51220833333,3.326,5.85258333333,7.07925
385.58,3.15258333333,6.34908333333,3.86208333333,3.80083333333,3.16108333333,5.67108333333,4.768,2.502375,3.35183333333,5.83558333334,7.06525
385.94,3.13491666667,6.31791666667,3.82891666667,3.76016666667,3.14158333333,5.63333333333,4.74341666667,2.48433333333,3.32475,5.80483333333,7.03766666667
386.30,3.07533333333,6.27233333334,3.7755,3.706,3.07708333333,5.58133333333,4.69783333333,2.41858333333,3.252,5.75533333333,7.00666666666
386.66,2.98175,6.18575,3.69,3.62083333333,2.96841666667,5.50633333333,4.60958333333,2.33591666667,3.16183333333,5.68558333333,6.91766666667
387.03,2.9425,6.14875,3.65083333334,3.58433333334,2.925,5.46833333333,4.55441666667,2.29966666666,3.11608333334,5.6215,6.84416666667
387.39,2.98033333333,6.18533333333,3.67766666666,3.62375,2.9375,5.49841666667,4.57616666667,2.324,3.156,5.63225,6.87058333333
387.75,3.05641666667,6.26158333333,3.74358333333,3.67141666667,3.01633333333,5.56633333333,4.667,2.361,3.21508333333,5.697,6.97625
388.11,3.04933333333,6.24275,3.71225,3.6285,2.98783333333,5.54533333333,4.6575,2.33179166667,3.21008333334,5.65758333334,6.93908333333
388.47,2.97675,6.15666666667,3.65308333333,3.54991666667,2.94241666667,5.50591666667,4.57666666666,2.254625,3.15383333333,5.60316666667,6.87975
388.83,3.00525,6.17266666667,3.67616666667,3.57916666666,2.96283333333,5.54458333333,4.59425,2.28225,3.19541666667,5.61391666667,6.90125
389.19,3.06541666667,6.22483333333,3.72941666667,3.63183333333,3.03808333333,5.63141666667,4.63658333334,2.35045833334,3.22933333334,5.68566666667,6.96558333333
389.55,3.081,6.19708333333,3.73991666667,3.62325,3.06258333333,5.62958333333,4.63058333333,2.3635,3.21433333333,5.69316666667,6.9715
389.91,3.08766666667,6.19791666667,3.73366666667,3.62391666667,3.06816666667,5.63733333333,4.66283333333,2.371875,3.23641666666,5.69841666667,6.98416666667
390.27,3.13783333333,6.20783333333,3.77166666666,3.65475,3.11666666667,5.67775,4.71891666666,2.419125,3.288,5.74725,7.02633333333
390.63,3.20908333333,6.25225,3.80575,3.70816666666,3.18458333333,5.71941666667,4.77675,2.4625,3.33241666667,5.79308333333,7.09058333333
391.00,3.1885,6.21875,3.76858333333,3.68775,3.176,5.70066666667,4.75625,2.47208333333,3.30225,5.79975,7.08166666666
391.36,3.11816666667,6.10075,3.6905,3.61975,3.10241666666,5.62558333333,4.67891666666,2.3975,3.23366666667,5.72916666667,6.99975
391.72,3.07666666666,6.02141666667,3.65266666667,3.58925,3.0475,5.57483333333,4.62991666667,2.36720833333,3.19016666667,5.68633333333,6.93008333333
392.08,3.06575,6.00733333333,3.64591666667,3.592,3.05641666667,5.57816666667,4.63433333334,2.383,3.17733333333,5.70366666667,6.94891666667
392.44,3.08233333333,6.002,3.65825,3.62858333333,3.05008333333,5.57758333333,4.638,2.41166666667,3.18533333333,5.7215,6.97558333334
392.80,3.08591666667,6.00183333333,3.67283333333,3.65283333333,3.06066666666,5.58266666667,4.66633333333,2.42670833333,3.19216666667,5.74975,6.99558333334
393.16,3.08508333333,5.98433333333,3.68891666667,3.67275,3.067,5.57991666667,4.68925,2.43891666667,3.20841666667,5.759,7.00483333333
393.52,3.09341666667,5.9655,3.70075,3.68825,3.07325,5.58491666667,4.71733333334,2.454375,3.22891666666,5.77166666667,7.0155
393.88,3.11658333333,5.96791666667,3.72883333333,3.72041666666,3.08166666667,5.61333333333,4.7215,2.47266666666,3.2375,5.793,7.05741666667
394.24,3.07875,5.93016666667,3.69433333333,3.69408333334,3.02158333334,5.58108333333,4.67033333333,2.43633333333,3.20566666666,5.74483333334,7.00825
394.60,3.01408333333,5.85758333333,3.64208333333,3.654,2.95366666667,5.54066666666,4.62633333333,2.394625,3.18841666667,5.69458333333,6.95866666667
394.96,3.04583333334,5.85883333333,3.68283333333,3.6865,2.97558333333,5.57416666667,4.66633333334,2.41245833333,3.24491666667,5.73416666667,6.98766666666
395.32,3.07716666667,5.8995,3.7245,3.71758333333,3.03741666667,5.62141666667,4.73158333333,2.463625,3.29575,5.7925,7.031
395.68,3.07075,5.872,3.71033333333,3.7155,3.03316666667,5.62916666667,4.73275,2.45325,3.31033333333,5.79166666667,7.0445
396.04,3.05416666667,5.83983333333,3.725,3.72325,3.022,5.61558333333,4.70033333333,2.428875,3.31125,5.77616666666,7.04808333334
396.40,3.05916666666,5.82758333333,3.71916666667,3.74058333334,3.04108333333,5.63783333333,4.71841666667,2.43591666667,3.32558333333,5.79541666666,7.05533333333
396.76,3.01966666667,5.74391666667,3.66716666667,3.67583333333,2.98883333333,5.58241666666,4.66158333333,2.36991666667,3.27508333334,5.754,7.03083333333
397.12,3.0495,5.7155,3.67833333333,3.67208333333,2.99533333333,5.62525,4.67833333333,2.382625,3.283,5.74383333333,7.07125
397.48,3.03858333333,5.69883333333,3.66783333333,3.66825,2.9865,5.64458333333,4.66933333334,2.373875,3.27916666667,5.742,7.09158333333
397.84,3.02808333333,5.64583333333,3.644,3.64658333334,2.96733333333,5.62916666667,4.65858333333,2.34166666667,3.26633333333,5.75125,7.077
398.20,3.0485,5.60166666667,3.63125,3.64791666667,2.99133333333,5.65941666666,4.68308333334,2.35166666667,3.28916666666,5.7715,7.11633333333
398.56,3.10383333333,5.61883333333,3.66866666667,3.67316666667,3.03225,5.67591666667,4.72375,2.38708333333,3.314,5.80091666667,7.15941666667
398.92,3.10341666666,5.6045,3.67266666667,3.66466666667,3.03825,5.68683333333,4.71658333333,2.385625,3.30325,5.79791666667,7.18258333333
399.28,3.07716666666,5.54125,3.6335,3.63691666666,2.98833333333,5.65733333333,4.68566666666,2.34779166667,3.273,5.76783333333,7.15741666667
399.64,3.05958333333,5.49675,3.59008333333,3.58966666666,2.92883333333,5.62841666667,4.644,2.32004166667,3.21975,5.73,7.12941666667
400.00,3.07283333333,5.487,3.58325,3.591,2.91675,5.64975,4.668,2.354625,3.22208333334,5.742,7.14791666667
400.36,3.09358333333,5.47041666667,3.602,3.58958333333,2.91616666667,5.66041666667,4.684,2.355125,3.22675,5.74225,7.16841666667
400.72,3.13541666666,5.50541666666,3.66308333333,3.64391666667,2.98275,5.72641666667,4.74783333334,2.41654166667,3.275,5.76716666667,7.22233333334
401.08,3.09525,5.4615,3.62983333333,3.6195,2.93816666667,5.67333333333,4.7165,2.37320833333,3.25208333333,5.75316666666,7.1855
401.44,3.11033333334,5.43241666666,3.63033333333,3.62933333333,2.94391666667,5.68033333333,4.72416666666,2.371625,3.25208333333,5.7615,7.20283333333
401.80,3.10583333333,5.41633333333,3.62866666667,3.63833333333,2.95516666666,5.67775,4.71825,2.37691666667,3.2565,5.73483333333,7.1885
402.16,3.11166666667,5.42866666667,3.64508333334,3.63658333333,2.96941666666,5.67241666667,4.73533333333,2.37591666667,3.25691666667,5.73558333333,7.18908333333
402.52,3.06666666667,5.37041666667,3.60241666667,3.59025,2.9355,5.65825,4.71425,2.33295833333,3.22533333333,5.71425,7.18966666667
402.88,3.05508333334,5.3265,3.55358333333,3.55091666667,2.89641666667,5.62525,4.70683333333,2.31320833333,3.19858333333,5.69416666666,7.15191666667
403.24,3.00475,5.27308333333,3.51766666667,3.51041666667,2.86375,5.594,4.67225,2.277375,3.16783333333,5.65175,7.12108333333
403.60,2.97658333333,5.23916666666,3.51816666667,3.51858333333,2.877,5.60158333334,4.68566666667,2.283,3.18183333333,5.65691666667,7.13158333333
403.95,2.95016666667,5.19325,3.49741666667,3.47625,2.85183333333,5.58666666666,4.68216666667,2.25029166667,3.16783333333,5.63975,7.10341666667
404.31,2.926,5.17116666667,3.48241666667,3.46033333333,2.83866666667,5.57833333333,4.68258333333,2.25208333333,3.1625,5.61316666667,7.0915
404.67,2.91608333333,5.13533333333,3.44591666667,3.44025,2.80883333333,5.53908333334,4.66608333333,2.227875,3.16191666667,5.598,7.068
405.03,2.90808333333,5.11425,3.42475,3.43308333333,2.81025,5.5415,4.66166666666,2.23975,3.14058333333,5.58566666667,7.06475
405.39,2.89833333334,5.09341666667,3.41675,3.41775,2.79325,5.54066666667,4.65158333334,2.24491666667,3.13808333334,5.58,7.0515
405.75,2.892,5.06733333334,3.40991666667,3.40808333334,2.771,5.54975,4.66975,2.25945833334,3.12341666667,5.578,7.05875
406.11,2.886,5.04816666667,3.39725,3.4015,2.75316666667,5.54908333333,4.67158333334,2.270625,3.12725,5.57633333333,7.06191666666
406.47,2.90125,5.05975,3.41083333333,3.41983333333,2.76591666667,5.57033333334,4.691,2.30116666667,3.1465,5.59425,7.07175
406.83,2.89008333333,5.06,3.42766666666,3.45425,2.7705,5.58816666666,4.70666666667,2.31320833333,3.15733333333,5.58508333333,7.09358333333
407.19,2.93266666666,5.08133333333,3.46058333333,3.48575,2.79758333333,5.63933333333,4.73416666667,2.34941666667,3.19183333333,5.60966666667,7.13575
407.55,2.95958333333,5.09766666667,3.48575,3.51008333333,2.8135,5.651,4.76616666666,2.37175,3.22433333333,5.61075,7.14158333333
407.90,2.99725,5.122,3.50966666667,3.55991666666,2.85908333333,5.68033333333,4.78891666667,2.38616666666,3.25625,5.63258333333,7.16308333333
408.26,3.01233333333,5.11875,3.51566666667,3.55708333333,2.8655,5.7035,4.806,2.3795,3.2565,5.652,7.18658333334
408.62,3.02933333333,5.1165,3.5385,3.57466666667,2.87133333333,5.74416666667,4.82033333333,2.38920833333,3.26158333333,5.69391666667,7.21033333333
408.98,3.04675,5.13825,3.54258333334,3.58633333333,2.8765,5.75316666666,4.8355,2.39733333333,3.296,5.71041666667,7.22025
409.34,3.00225,5.11933333333,3.50983333334,3.54841666667,2.82925,5.7195,4.80833333333,2.34366666667,3.26691666666,5.65941666667,7.18458333333
409.70,2.98608333333,5.1,3.49966666667,3.5345,2.81983333333,5.6975,4.78716666667,2.30666666667,3.26016666666,5.64725,7.16525
410.06,2.98125,5.09258333333,3.50141666666,3.53875,2.80958333333,5.69225,4.774,2.291875,3.26075,5.64433333334,7.15016666667
410.42,2.99941666667,5.08858333334,3.51691666667,3.55241666667,2.82691666667,5.70075,4.78383333334,2.30083333333,3.27708333333,5.6645,7.14533333333
410.77,3.02416666667,5.107,3.52975,3.55875,2.84616666667,5.72991666667,4.78883333333,2.31254166667,3.30316666667,5.68383333333,7.179
411.13,3.031,5.1165,3.54266666667,3.573,2.86058333333,5.7145,4.81475,2.32254166667,3.30225,5.69208333333,7.18883333334
411.49,2.996,5.08433333333,3.49683333334,3.527,2.81291666667,5.68825,4.75691666667,2.26641666667,3.25691666667,5.66058333333,7.16683333333
411.85,2.95583333333,5.02933333333,3.47166666667,3.49583333333,2.77075,5.66741666666,4.72233333333,2.239,3.21683333333,5.63625,7.15466666667
412.21,2.9655,5.019,3.45825,3.498,2.76766666667,5.65116666667,4.71183333333,2.25354166667,3.22408333333,5.63175,7.15516666667
412.57,2.96083333333,5.01591666667,3.45008333333,3.48758333333,2.7655,5.654,4.70908333333,2.25983333333,3.21358333333,5.608,7.14925
412.92,2.97866666667,5.0215,3.48283333333,3.51358333334,2.78966666667,5.69008333334,4.74025,2.26508333334,3.21283333333,5.63433333333,7.1635
413.28,3.045,5.05758333333,3.53691666667,3.56925,2.86275,5.73541666667,4.79516666667,2.33120833333,3.27175,5.70608333333,7.22491666667
413.64,3.07708333333,5.07625,3.55408333333,3.58583333333,2.8905,5.7625,4.81891666667,2.349875,3.28333333333,5.73675,7.26675
414.00,3.07391666667,5.05975,3.54441666667,3.59208333333,2.90108333333,5.76941666667,4.82791666667,2.33491666666,3.26533333334,5.74283333333,7.27383333333
414.36,3.04883333333,5.02108333333,3.5155,3.567,2.86925,5.74008333333,4.79766666667,2.30170833333,3.23466666667,5.69758333333,7.25091666667
414.72,3.05283333333,4.99733333333,3.51766666667,3.57808333333,2.87525,5.72941666667,4.80691666667,2.29383333333,3.23358333333,5.69591666667,7.23383333333
415.07,3.05283333333,4.97516666667,3.51166666667,3.57858333333,2.87516666667,5.7525,4.81675,2.297375,3.23458333333,5.70066666667,7.23866666666
415.43,3.07533333334,4.96975,3.54425,3.60491666666,2.91308333333,5.79175,4.861,2.33825,3.25541666667,5.72466666667,7.26825
415.79,3.09008333333,4.98325,3.57016666667,3.62875,2.94866666667,5.81708333333,4.90058333333,2.36725,3.285,5.73508333333,7.30083333334
416.15,3.06325,4.93716666667,3.54758333333,3.60541666667,2.92,5.80541666667,4.8855,2.33216666667,3.27875,5.70058333334,7.27358333333
416.51,3.0485,4.90775,3.52958333333,3.60658333333,2.91491666667,5.80283333333,4.88625,2.31875,3.2885,5.69108333334,7.27725
416.86,3.01783333333,4.86116666666,3.51583333333,3.57583333333,2.89333333333,5.80466666667,4.88883333333,2.29670833334,3.29541666666,5.6825,7.288
417.22,2.97883333333,4.79133333333,3.46233333333,3.53541666667,2.83891666667,5.76291666666,4.86483333333,2.247125,3.25733333333,5.63316666667,7.25983333333
417.58,2.92666666667,4.7115,3.41441666667,3.48708333333,2.78666666667,5.72391666666,4.82133333333,2.211625,3.21066666667,5.569,7.20466666667
417.94,2.88633333333,4.65858333333,3.379,3.45808333333,2.74733333333,5.69666666667,4.796,2.19366666666,3.195,5.53141666667,7.18491666666
418.29,2.86758333333,4.62766666667,3.36183333333,3.44675,2.72966666667,5.695,4.80216666667,2.18283333334,3.17941666666,5.51933333333,7.18491666666
418.65,2.848,4.579,3.33516666667,3.40966666667,2.70558333334,5.68425,4.78025,2.16733333333,3.16308333333,5.50366666667,7.18116666667
419.01,2.84283333333,4.53691666667,3.32425,3.39333333333,2.688,5.67633333333,4.77208333333,2.15645833333,3.15325,5.48866666667,7.178
419.37,2.81883333333,4.49983333333,3.30033333333,3.37275,2.66908333333,5.66458333333,4.75058333334,2.14291666667,3.13758333333,5.4775,7.17
419.73,2.81841666667,4.47358333334,3.28016666667,3.36608333333,2.65441666667,5.66075,4.73841666666,2.13820833333,3.13383333333,5.48116666667,7.15383333333
420.08,2.82075,4.46525,3.28975,3.37941666667,2.67216666667,5.68208333333,4.75675,2.149,3.14775,5.49975,7.18241666667
420.44,2.82425,4.44508333333,3.2875,3.36633333334,2.67175,5.68183333333,4.76641666667,2.15741666667,3.1465,5.508,7.18375
420.80,2.82066666667,4.40691666666,3.26683333333,3.34658333333,2.65983333333,5.66091666667,4.745,2.15479166667,3.128,5.48941666666,7.16808333333
421.16,2.84458333334,4.41641666667,3.29183333334,3.36591666667,2.69316666667,5.70141666667,4.7685,2.185125,3.15491666667,5.51358333333,7.19858333333
421.51,2.85925,4.41758333333,3.29841666667,3.36725,2.708,5.72625,4.78775,2.19275,3.175,5.52508333334,7.2165
421.87,2.86925,4.38958333333,3.29416666667,3.35591666667,2.70166666667,5.73858333333,4.78908333333,2.19141666666,3.17458333333,5.52116666667,7.219
422.23,2.87775,4.3725,3.29516666667,3.35866666667,2.70491666667,5.75858333333,4.79683333333,2.20041666667,3.18466666667,5.52933333333,7.23175
422.58,2.87841666667,4.35008333333,3.29208333333,3.35833333334,2.70708333333,5.766,4.8085,2.20425,3.18583333334,5.52158333333,7.2445
422.94,2.868,4.32233333334,3.27233333333,3.34966666667,2.70058333333,5.75391666667,4.80441666667,2.19716666667,3.18191666666,5.51266666667,7.23983333333
423.30,2.88475,4.31125,3.27883333333,3.35291666667,2.70975,5.75683333333,4.83075,2.20216666667,3.19016666667,5.51625,7.25375
423.66,2.87591666667,4.27841666667,3.26283333333,3.32975,2.70291666667,5.75208333333,4.82891666667,2.18754166667,3.18008333333,5.49491666667,7.26325
424.01,2.87083333333,4.24608333333,3.25525,3.315,2.69458333333,5.74283333333,4.82608333333,2.18141666667,3.1645,5.47783333333,7.25166666667
424.37,2.8495,4.20616666667,3.23316666667,3.29116666667,2.66975,5.72466666667,4.80058333333,2.15516666667,3.1445,5.44783333333,7.23875
424.73,2.84066666667,4.18625,3.22041666667,3.28558333333,2.65725,5.72733333334,4.79391666667,2.14791666667,3.14091666666,5.43916666667,7.237
425.08,2.79633333333,4.12725,3.17775,3.2435,2.61358333333,5.68808333333,4.76258333333,2.112,3.102,5.39825,7.20741666666
425.44,2.78925,4.09941666667,3.17483333334,3.23975,2.601,5.67458333333,4.76158333333,2.111375,3.1035,5.4025,7.20941666667
425.80,2.79966666667,4.10908333334,3.18866666667,3.25916666667,2.61691666667,5.69025,4.78383333334,2.122875,3.11566666667,5.41958333333,7.23583333333
426.16,2.80783333334,4.10991666666,3.20325,3.26791666667,2.63008333333,5.70083333333,4.80116666666,2.129125,3.12116666667,5.42066666667,7.25425
426.51,2.80083333333,4.0975,3.20008333333,3.26275,2.61983333333,5.68891666667,4.79975,2.121,3.11816666667,5.41308333333,7.24
426.87,2.81341666667,4.11175,3.22366666667,3.27041666666,2.63541666667,5.7135,4.82116666667,2.13058333333,3.1375,5.43641666667,7.26375
427.23,2.81783333333,4.109,3.2265,3.26883333333,2.63433333333,5.72958333334,4.81725,2.13579166667,3.1485,5.43408333333,7.26275
427.58,2.8055,4.09033333333,3.22325,3.26008333333,2.61741666667,5.71775,4.81341666667,2.133625,3.15141666667,5.43158333333,7.24775
427.94,2.81341666667,4.10091666667,3.22966666667,3.27083333334,2.62441666667,5.73316666667,4.83233333333,2.14220833333,3.17516666667,5.44525,7.26683333333
428.30,2.81458333333,4.10708333333,3.22716666667,3.27991666667,2.6225,5.73508333333,4.84233333333,2.14554166667,3.17675,5.44566666667,7.26791666667
428.65,2.81133333333,4.11108333333,3.22591666666,3.2795,2.62358333333,5.73458333333,4.8505,2.141625,3.17116666667,5.4495,7.27941666667
429.01,2.82891666667,4.1315,3.23541666667,3.29508333333,2.63691666667,5.75633333333,4.86441666667,2.14708333333,3.18258333333,5.4675,7.2965
429.37,2.82291666667,4.13166666667,3.21325,3.28491666667,2.62958333333,5.75933333333,4.85033333333,2.12883333333,3.16825,5.45383333333,7.30825
429.72,2.81258333333,4.11558333333,3.19725,3.26225,2.61958333333,5.75008333333,4.84533333333,2.114125,3.1605,5.44416666667,7.2965
430.08,2.78775,4.08416666667,3.16766666667,3.23858333333,2.589,5.71241666667,4.8135,2.08904166667,3.14291666667,5.42491666667,7.27075
430.44,2.7955,4.1015,3.17858333333,3.24958333333,2.59641666666,5.74233333333,4.82566666666,2.099125,3.15283333334,5.44966666667,7.30466666667
430.79,2.76633333333,4.07766666667,3.14325,3.20725,2.55741666667,5.71358333334,4.7915,2.07029166667,3.12291666667,5.4195,7.27841666667
431.15,2.75308333333,4.05675,3.11908333333,3.19541666667,2.54091666666,5.692,4.78291666667,2.04608333333,3.10741666667,5.40958333333,7.2755
431.50,2.77441666667,4.082,3.13933333333,3.22158333333,2.55108333333,5.71683333333,4.80591666667,2.058875,3.11525,5.43483333333,7.30733333333
431.86,2.75233333333,4.05908333333,3.11225,3.19625,2.52433333333,5.69966666667,4.783,2.028,3.08166666667,5.43241666667,7.29133333334
432.22,2.77233333333,4.06366666667,3.13166666666,3.21425,2.54441666667,5.72125,4.81741666667,2.03554166667,3.09891666667,5.45708333333,7.31541666667
432.57,2.79283333333,4.08025,3.148,3.23141666666,2.56733333334,5.74358333333,4.848,2.04733333333,3.12466666667,5.47075,7.33075
432.93,2.81333333333,4.094,3.1725,3.24033333333,2.58008333333,5.75391666667,4.86266666666,2.06283333333,3.14158333333,5.48633333333,7.32958333333
433.29,2.83,4.10825,3.192,3.2645,2.59691666667,5.76541666667,4.88883333334,2.08104166667,3.1595,5.50133333333,7.33216666667
433.64,2.84975,4.13975,3.21233333334,3.29466666667,2.61816666667,5.78925,4.91583333333,2.10525,3.18266666667,5.53158333333,7.35308333333
434.00,2.85975,4.16025,3.22558333333,3.30075,2.6275,5.80166666666,4.92916666667,2.11179166667,3.19475,5.55075,7.36933333333
434.35,2.85725,4.15275,3.21858333333,3.29425,2.623,5.78691666667,4.92666666667,2.10366666667,3.19141666667,5.55275,7.35016666667
434.71,2.87033333334,4.16533333333,3.22883333333,3.31725,2.63333333333,5.80141666667,4.95125,2.11375,3.20058333334,5.55541666666,7.36041666667
435.07,2.87408333333,4.18341666667,3.23891666667,3.33308333333,2.64275,5.80708333334,4.96291666667,2.1225,3.20925,5.57358333333,7.36725
435.42,2.87,4.18925,3.242,3.33275,2.65108333333,5.80833333333,4.96575,2.12241666667,3.21316666667,5.57308333333,7.36775
435.78,2.91016666667,4.22441666667,3.2765,3.36875,2.68158333333,5.841,5.00066666666,2.154375,3.24866666667,5.5995,7.4065
436.13,2.93583333333,4.26866666667,3.30408333333,3.39441666666,2.70525,5.86658333333,5.02466666667,2.182,3.27433333333,5.62416666667,7.43983333333
436.49,2.95616666667,4.29975,3.33516666667,3.42833333333,2.72758333333,5.887,5.04233333333,2.20625,3.29833333334,5.65666666667,7.46783333333
436.84,2.96958333333,4.33091666667,3.35133333333,3.45041666667,2.74158333333,5.90133333333,5.07158333333,2.222125,3.31933333333,5.68483333333,7.49925
437.20,2.99333333333,4.35716666667,3.39266666666,3.47858333334,2.7715,5.9335,5.09941666667,2.24795833333,3.35083333333,5.725,7.53516666666
437.56,2.97333333333,4.33875,3.38791666666,3.45816666666,2.75558333333,5.91125,5.08108333333,2.229125,3.3415,5.71166666667,7.52916666667
437.91,2.98525,4.3605,3.39733333333,3.47958333333,2.77308333333,5.92866666667,5.095,2.236375,3.35475,5.733,7.55141666667
438.27,3.0015,4.38416666667,3.42325,3.49616666667,2.79041666667,5.94633333334,5.119,2.25370833334,3.36866666667,5.75633333334,7.58016666667
438.62,2.9795,4.37333333333,3.41783333333,3.48841666667,2.77658333334,5.93266666667,5.09216666667,2.24008333333,3.36516666667,5.758,7.57025
438.98,2.95708333333,4.36283333333,3.40658333333,3.47941666667,2.763,5.93308333334,5.08216666667,2.22591666667,3.34608333333,5.74266666667,7.55525
439.33,2.94683333333,4.35008333333,3.39491666666,3.46525,2.74791666667,5.92708333333,5.07,2.209625,3.32766666667,5.74225,7.54925
439.69,2.91975,4.33433333333,3.37991666667,3.45233333333,2.72608333333,5.90558333333,5.05575,2.19716666667,3.30725,5.72616666666,7.52533333333
440.04,2.89508333333,4.31241666667,3.36316666667,3.43666666667,2.70733333334,5.88825,5.034,2.18458333333,3.29275,5.71208333334,7.49066666666
440.40,2.88233333334,4.29791666667,3.34458333333,3.41666666666,2.6925,5.87141666667,5.02391666667,2.16829166667,3.28016666667,5.69333333333,7.47891666667
440.75,2.875,4.27858333333,3.337,3.4085,2.67841666667,5.8735,5.01675,2.16479166667,3.2715,5.68091666667,7.47541666667
441.11,2.859,4.27033333333,3.31216666667,3.39266666667,2.6565,5.862,5.00483333333,2.14975,3.25258333333,5.66333333333,7.4735
441.47,2.87783333333,4.27575,3.32491666667,3.40566666667,2.67733333333,5.87841666667,5.02208333333,2.16270833333,3.257,5.67341666667,7.49466666667
441.82,2.86708333333,4.25083333333,3.31,3.385,2.65683333333,5.88075,5.019,2.1555,3.24733333334,5.66183333333,7.47425
442.18,2.85616666667,4.23316666667,3.29283333333,3.3725,2.649,5.87625,5.0155,2.141125,3.23875,5.654,7.47
442.53,2.87675,4.23541666667,3.29666666667,3.38291666667,2.66316666667,5.89725,5.03908333333,2.16204166666,3.24225,5.66716666667,7.49758333333
442.89,2.89341666666,4.23025,3.306,3.38316666667,2.66841666667,5.90616666667,5.05783333333,2.17075,3.25591666667,5.68466666667,7.53766666667
443.24,2.88883333334,4.21183333333,3.29616666667,3.38491666667,2.66758333333,5.9135,5.06758333333,2.16929166667,3.26441666667,5.673,7.5435
443.60,2.88608333333,4.19566666667,3.2865,3.37533333333,2.664,5.91941666667,5.07625,2.16195833333,3.26208333333,5.66741666666,7.55225
443.95,2.8675,4.1655,3.26983333333,3.35383333334,2.64791666667,5.9225,5.06866666666,2.14425,3.24833333333,5.65833333334,7.56033333334
444.31,2.8645,4.14708333333,3.2675,3.34775,2.64475,5.93641666667,5.06616666667,2.14904166667,3.24833333333,5.65975,7.57033333333
444.66,2.86383333333,4.12691666667,3.26183333333,3.34691666667,2.64608333333,5.93958333333,5.072,2.14329166667,3.24866666667,5.66433333333,7.57525
445.02,2.84658333333,4.09308333334,3.2485,3.33266666667,2.63541666667,5.9415,5.06958333333,2.12866666667,3.23733333333,5.64091666667,7.56041666667
445.37,2.83708333333,4.0685,3.2285,3.31525,2.61916666667,5.93808333333,5.06658333333,2.12108333334,3.23175,5.62891666667,7.55183333333
445.72,2.84533333334,4.05675,3.23975,3.3275,2.63216666667,5.95083333333,5.08466666667,2.13258333333,3.24033333333,5.63183333333,7.57466666666
446.08,2.84316666667,4.04266666667,3.2365,3.33533333333,2.63008333333,5.96316666667,5.096,2.14625,3.2505,5.62825,7.5865
446.43,2.83066666666,4.01616666667,3.22908333333,3.31916666667,2.61975,5.95958333333,5.09958333333,2.135,3.24825,5.60516666667,7.57858333333
446.79,2.81741666667,3.98991666667,3.2155,3.30325,2.60908333333,5.95575,5.09325,2.13420833333,3.24125,5.59075,7.56033333333
447.14,2.80716666667,3.96391666667,3.2005,3.28616666667,2.59741666667,5.934,5.08583333333,2.12275,3.22658333334,5.57283333333,7.54791666666
447.50,2.80975,3.94808333334,3.20166666667,3.2825,2.60191666667,5.94258333333,5.08666666666,2.12483333333,3.23433333333,5.57583333333,7.54933333333
447.85,2.82608333333,3.95075,3.21591666667,3.29916666667,2.62283333333,5.96116666667,5.10983333333,2.141625,3.25666666667,5.58641666667,7.57291666667
448.21,2.82608333333,3.93725,3.21383333333,3.30675,2.62425,5.96675,5.1235,2.14670833333,3.26433333333,5.58025,7.57783333333
448.56,2.81075,3.92108333333,3.198,3.29441666667,2.616,5.96225,5.11491666667,2.13729166666,3.26466666667,5.57141666666,7.58216666667
448.92,2.79758333333,3.89758333334,3.17916666667,3.26875,2.59708333333,5.94083333333,5.104,2.12225,3.25925,5.56525,7.5725
449.27,2.77825,3.8695,3.16458333333,3.25283333333,2.57775,5.94241666667,5.09283333334,2.10316666667,3.24225,5.54833333333,7.56091666666
449.62,2.75541666666,3.82966666667,3.13916666666,3.21991666667,2.55258333333,5.91691666667,5.074,2.07683333333,3.22641666667,5.51616666666,7.54491666667
449.98,2.75008333333,3.80283333333,3.12425,3.20016666667,2.53466666666,5.912,5.06141666667,2.053,3.2145,5.49916666666,7.54008333334
450.33,2.75858333333,3.79516666667,3.12358333333,3.20425,2.54566666667,5.923,5.07008333333,2.04954166667,3.22683333333,5.51408333333,7.55175
450.69,2.77508333333,3.79766666667,3.1345,3.21325,2.56358333333,5.94508333333,5.08583333333,2.05529166667,3.23975,5.52466666667,7.57975
451.04,2.79916666667,3.80841666667,3.15175,3.22266666666,2.573,5.9855,5.11258333334,2.079875,3.26616666667,5.55725,7.61458333333
