wavelength,Back_RamPasm,Belly_RamPasm,Breast_RamPasm,Crissum_RamPasm,Crown_RamPasm,DorTail_RamPasm,Rump_RamPasm,Throat_RamPasm,WingTip_RamPasm
529.70,2.23058333333,2.10308333333,2.30425,1.86133333333,1.59725,3.0105,1.58566666667,2.33666666666,2.95633333333
530.04,2.231,2.10716666667,2.30416666667,1.85758333333,1.60083333333,3.00158333333,1.58975,2.33375,2.954
530.39,2.23933333333,2.1135,2.31425,1.86925,1.61175,3.00775,1.60725,2.34466666667,2.96258333333
530.73,2.25308333333,2.12166666667,2.32391666667,1.88316666667,1.62241666666,3.01583333333,1.62341666667,2.35358333334,2.97616666667
531.08,2.24883333333,2.11825,2.31708333333,1.87366666667,1.61408333333,3.00283333333,1.61975,2.33991666667,2.98191666667
531.42,2.24708333333,2.12008333333,2.30766666667,1.87216666667,1.61208333333,2.99816666666,1.61891666667,2.33591666667,2.9785
531.77,2.25858333333,2.131,2.33008333333,1.88316666667,1.62858333333,3.01108333333,1.64166666666,2.35016666667,2.99083333333
532.11,2.26675,2.14,2.33716666667,1.88633333333,1.63683333333,3.01425,1.66125,2.35733333333,2.99425
532.46,2.26466666666,2.14625,2.33266666667,1.87941666667,1.63016666667,3.01483333333,1.671,2.35408333333,2.99075
532.80,2.26491666667,2.14783333333,2.33566666666,1.87983333334,1.63725,3.01383333334,1.68758333334,2.35866666667,2.9915
533.15,2.25941666666,2.14133333333,2.33075,1.86791666667,1.62883333333,3.00183333334,1.68475,2.35425,2.99166666667
533.49,2.25466666667,2.13316666667,2.32933333333,1.85716666666,1.61808333333,2.99075,1.69058333333,2.34975,2.99283333334
533.84,2.26641666667,2.13941666667,2.34158333334,1.86758333333,1.62666666667,3.00658333333,1.70908333333,2.35783333333,3.00366666667
534.18,2.2565,2.12991666667,2.32891666667,1.8545,1.61108333333,2.98883333333,1.69975,2.34508333333,2.98216666667
534.52,2.24166666667,2.114,2.31766666667,1.84141666667,1.60125,2.98091666667,1.69758333333,2.33358333333,2.97408333334
534.87,2.24858333333,2.12241666666,2.33241666667,1.85158333333,1.60966666667,2.993,1.71716666667,2.344,2.98166666667
535.21,2.24125,2.11833333333,2.33425,1.8515,1.61341666667,2.9905,1.73466666667,2.34433333333,2.98233333333
535.56,2.22558333333,2.10416666667,2.32283333333,1.83891666667,1.60008333333,2.97425,1.72591666667,2.33058333333,2.9725
535.90,2.2145,2.09475,2.30891666667,1.82758333333,1.58466666667,2.96541666667,1.71758333333,2.32166666667,2.96033333333
536.25,2.18825,2.06316666667,2.2825,1.80066666667,1.56633333334,2.93758333334,1.69466666667,2.30108333333,2.929
536.59,2.19025,2.07308333333,2.28441666667,1.80341666667,1.56566666666,2.9445,1.70241666667,2.30783333333,2.92716666667
536.93,2.19016666667,2.0675,2.27858333333,1.80858333333,1.55933333333,2.94825,1.7065,2.31275,2.92416666667
537.28,2.19616666667,2.07516666666,2.28583333333,1.8295,1.56908333334,2.961,1.72266666666,2.32216666667,2.93016666666
537.62,2.198,2.08075,2.28825,1.84241666667,1.571,2.96875,1.73,2.32258333333,2.934
537.97,2.22425,2.11083333333,2.31475,1.86941666667,1.594,3.00025,1.77025,2.34891666667,2.969
538.31,2.24991666667,2.13416666667,2.33458333333,1.897,1.604,3.01541666667,1.80641666667,2.37633333333,2.9935
538.65,2.24491666667,2.12741666667,2.32858333333,1.8945,1.59658333333,3.01233333333,1.81241666667,2.37016666667,2.98266666667
539.00,2.252,2.13208333333,2.3265,1.8885,1.59266666667,3.00975,1.81216666667,2.36783333333,2.98925
539.34,2.25,2.12558333333,2.3185,1.87166666666,1.5785,3.00391666667,1.81691666667,2.35883333334,2.98283333333
539.69,2.25133333333,2.13058333333,2.32658333333,1.88725,1.58458333333,3.00916666667,1.83541666667,2.36183333333,2.99116666667
540.03,2.28666666666,2.17216666666,2.35608333333,1.92758333333,1.61525,3.0445,1.87608333333,2.38641666667,3.03566666667
540.37,2.29925,2.185,2.36966666667,1.945,1.62425,3.06633333333,1.89658333333,2.39633333333,3.06166666667
540.72,2.30391666667,2.19166666667,2.37483333334,1.94475,1.63116666667,3.07266666667,1.92008333333,2.39291666667,3.07375
541.06,2.29983333333,2.18608333333,2.36958333333,1.93208333333,1.62533333333,3.06183333333,1.92066666667,2.38458333333,3.06775
541.40,2.30258333333,2.19341666667,2.36875,1.93816666667,1.633,3.05983333333,1.93575,2.39241666667,3.07508333333
541.75,2.284,2.17516666667,2.34341666667,1.9285,1.619,3.0445,1.92841666667,2.38016666667,3.06733333333
542.09,2.28316666667,2.17433333333,2.33566666666,1.92266666667,1.61775,3.03625,1.93066666667,2.37016666667,3.06208333333
542.43,2.28966666667,2.17883333334,2.33141666667,1.91875,1.62008333333,3.03358333334,1.94033333333,2.37475,3.06483333333
542.78,2.28783333334,2.17741666667,2.3315,1.92383333333,1.62416666667,3.03525,1.95741666667,2.37691666667,3.07275
543.12,2.297,2.18583333334,2.34283333333,1.94616666666,1.64208333333,3.03658333333,1.98241666666,2.38858333333,3.08308333333
543.46,2.29033333333,2.17841666667,2.33716666667,1.93883333333,1.63441666666,3.0335,1.98825,2.37491666667,3.07833333333
543.81,2.28041666667,2.16383333333,2.326,1.929,1.62325,3.01658333334,1.99458333333,2.36691666666,3.06841666667
544.15,2.27483333334,2.15325,2.31741666667,1.91558333333,1.60866666667,2.99125,1.99783333333,2.35466666667,3.05291666667
544.49,2.27991666667,2.15083333334,2.32983333333,1.92225,1.60641666666,2.98783333333,2.013,2.36041666666,3.047
544.84,2.27966666666,2.14741666667,2.33241666666,1.92583333333,1.59933333333,2.99658333333,2.03133333333,2.36258333333,3.05341666667
545.18,2.27866666667,2.137,2.33675,1.91316666667,1.58391666666,2.99025,2.04658333334,2.35775,3.04716666667
545.52,2.30516666667,2.1645,2.36558333334,1.93366666667,1.604,3.00841666667,2.08675,2.38058333333,3.06283333333
545.87,2.30741666667,2.17775,2.36925,1.93558333333,1.61208333333,3.01775,2.10666666667,2.39,3.06041666667
546.21,2.31541666667,2.177,2.381,1.94891666666,1.62483333333,3.03325,2.13933333334,2.40241666666,3.07416666667
546.55,2.31808333333,2.1825,2.37783333333,1.94966666667,1.61791666667,3.03908333334,2.17108333333,2.40741666667,3.0645
546.90,2.32841666666,2.20141666667,2.3775,1.9565,1.62375,3.06216666667,2.19725,2.4135,3.08191666667
547.24,2.34425,2.21941666666,2.38683333333,1.96291666667,1.64833333333,3.06975,2.2335,2.43433333333,3.09775
547.58,2.35725,2.24641666667,2.41141666667,1.97758333333,1.66608333334,3.10508333334,2.28108333333,2.46433333333,3.11875
547.92,2.36175,2.26633333333,2.42716666667,2.00375,1.68566666666,3.13258333333,2.32758333333,2.48766666667,3.13516666666
548.27,2.35616666667,2.27533333333,2.41116666667,2.00066666667,1.68533333333,3.144,2.34783333333,2.4885,3.13791666666
548.61,2.387,2.31225,2.44041666667,2.02875,1.72675,3.17691666667,2.40808333334,2.52566666667,3.16216666667
548.95,2.39191666667,2.33216666667,2.44775,2.04866666667,1.74958333333,3.19808333333,2.44183333333,2.55216666667,3.17825
549.29,2.35466666667,2.29716666666,2.4195,2.01466666667,1.72016666667,3.17591666667,2.43466666667,2.51858333333,3.14583333333
549.64,2.33366666667,2.26791666667,2.41725,2.00775,1.70891666667,3.16841666667,2.46566666667,2.5095,3.14091666667
549.98,2.30766666666,2.2475,2.38125,1.98941666666,1.6745,3.14416666667,2.46408333333,2.47608333333,3.11416666667
550.32,2.31008333333,2.25475,2.3935,1.99183333333,1.67675,3.1345,2.49358333334,2.47008333333,3.12658333333
550.66,2.30891666667,2.25683333333,2.396,1.99333333334,1.67225,3.14183333333,2.53633333333,2.472,3.12116666667
551.01,2.29433333333,2.2435,2.39833333333,1.99075,1.64325,3.14308333333,2.54991666667,2.47383333333,3.11725
551.35,2.2915,2.22141666667,2.40833333333,1.98558333333,1.62933333333,3.132,2.56608333333,2.45891666666,3.12233333333
551.69,2.31016666667,2.21216666667,2.41425,1.97933333334,1.63583333333,3.13208333333,2.59908333333,2.453,3.12966666667
552.03,2.33491666667,2.227,2.44316666667,2.0025,1.666,3.13066666666,2.65241666667,2.47383333333,3.14625
552.38,2.31666666667,2.21741666666,2.42625,1.98483333333,1.65275,3.10608333333,2.66758333333,2.45875,3.13341666667
552.72,2.30525,2.19541666667,2.4065,1.94591666667,1.62183333333,3.08358333333,2.66991666667,2.42633333334,3.12383333333
553.06,2.32658333333,2.20483333333,2.41866666667,1.96325,1.63608333333,3.09825,2.71616666666,2.44616666667,3.14566666666
553.40,2.35375,2.23233333334,2.42991666667,1.98833333333,1.65116666667,3.11691666666,2.757,2.46158333333,3.17383333333
553.74,2.37716666667,2.25391666666,2.46658333333,2.01291666667,1.6745,3.14116666667,2.81783333333,2.48808333333,3.20383333333
554.09,2.36783333334,2.23758333333,2.45791666667,2.00316666666,1.65266666667,3.13883333333,2.82591666666,2.48658333333,3.18975
554.43,2.35408333333,2.22741666666,2.4595,1.99933333333,1.63941666667,3.1315,2.84366666667,2.48483333333,3.2
554.77,2.34316666667,2.21533333333,2.4425,1.98458333333,1.62625,3.12775,2.87366666667,2.46783333333,3.19691666667
555.11,2.33016666667,2.20808333333,2.40725,1.97016666667,1.61391666667,3.11325,2.90416666667,2.44908333333,3.18375
555.45,2.30666666667,2.20475,2.38766666667,1.95241666667,1.59508333333,3.10758333334,2.94075,2.4455,3.18316666667
555.80,2.32608333333,2.2255,2.40391666667,1.96925,1.60525,3.15691666666,3.00283333333,2.47483333333,3.23391666667
556.14,2.3315,2.216,2.3925,1.97375,1.59591666666,3.1605,3.04491666667,2.46358333333,3.23441666667
556.48,2.354,2.24333333333,2.41958333333,1.99566666667,1.62175,3.18966666667,3.12758333334,2.50433333333,3.24183333333
556.82,2.35983333333,2.258,2.44025,2.00516666667,1.63391666667,3.21425,3.1965,2.51991666667,3.27058333333
557.16,2.36033333333,2.25908333333,2.46308333333,2.00133333333,1.64483333334,3.22858333333,3.26683333334,2.53816666667,3.2725
557.50,2.35566666666,2.26141666667,2.45941666667,1.98925,1.64375,3.22291666667,3.32208333334,2.53416666667,3.27141666666
557.85,2.37266666667,2.26283333334,2.46491666667,2.00025,1.65908333333,3.23508333333,3.402,2.54266666667,3.275
558.19,2.38241666667,2.25608333333,2.44716666667,1.98283333333,1.66858333333,3.21216666666,3.45883333333,2.53658333333,3.26225
558.53,2.3995,2.26316666667,2.4485,1.98508333333,1.68883333334,3.204,3.531,2.54016666667,3.27091666667
558.87,2.38916666666,2.2445,2.4345,1.95858333333,1.6725,3.18758333334,3.57741666667,2.52508333334,3.23941666666
559.21,2.39166666667,2.23091666667,2.43808333333,1.95341666667,1.66666666667,3.18733333333,3.61333333333,2.504,3.23158333333
559.55,2.33608333333,2.18816666666,2.38591666667,1.90666666667,1.61658333333,3.129,3.6215,2.43791666667,3.153
559.89,2.3005,2.15208333333,2.34975,1.85658333333,1.58108333334,3.0895,3.65233333333,2.39183333334,3.12983333333
560.23,2.27991666667,2.12008333333,2.32933333334,1.85025,1.56341666667,3.05925,3.69525,2.34891666667,3.11258333333
560.58,2.28141666666,2.11275,2.33783333333,1.85066666667,1.57375,3.04558333333,3.75983333333,2.34791666667,3.10458333333
560.92,2.26816666667,2.10225,2.31041666667,1.849,1.54683333333,3.03033333334,3.81125,2.32383333334,3.09741666667
561.26,2.29758333333,2.11758333333,2.32908333333,1.87716666666,1.5745,3.06325,3.90116666667,2.35458333333,3.11866666667
561.60,2.345,2.19008333333,2.38533333333,1.92958333334,1.64208333333,3.12125,4.00166666667,2.40433333333,3.18625
561.94,2.39408333333,2.24816666666,2.44091666667,1.97766666667,1.68791666667,3.17608333333,4.125,2.45908333333,3.24541666667
562.28,2.40775,2.259,2.46266666667,2.0215,1.693,3.18783333333,4.21883333333,2.465,3.25191666667
562.62,2.39941666667,2.2505,2.46166666667,2.03866666666,1.70558333333,3.19241666667,4.30416666667,2.47125,3.24558333333
562.96,2.38808333334,2.25558333334,2.45725,2.04241666666,1.70758333334,3.18266666667,4.39591666667,2.47125,3.24108333333
563.30,2.4225,2.27825,2.48175,2.058,1.75458333334,3.21033333333,4.51841666667,2.50883333333,3.28475
563.64,2.47075,2.342,2.55225,2.13191666667,1.81116666667,3.28325,4.66341666667,2.58,3.33866666667
563.99,2.4925,2.367,2.57575,2.1435,1.82975,3.31433333333,4.79641666667,2.60783333333,3.3595
564.33,2.49591666667,2.38058333334,2.57708333333,2.14808333333,1.81825,3.3285,4.90808333333,2.60916666667,3.38033333333
564.67,2.50866666667,2.38366666667,2.59608333333,2.14408333333,1.82783333333,3.336,5.0095,2.62158333333,3.39233333333
565.01,2.49758333334,2.38625,2.58225,2.12791666667,1.80825,3.31425,5.11075,2.606,3.39066666667
565.35,2.48708333333,2.3595,2.57141666667,2.11758333333,1.78891666667,3.30266666667,5.201,2.58041666667,3.37033333333
565.69,2.47808333333,2.34358333334,2.56725,2.11291666666,1.77266666666,3.30191666666,5.28066666667,2.56566666667,3.355
566.03,2.49558333333,2.35341666667,2.58383333333,2.12241666667,1.79458333333,3.32266666667,5.41,2.59666666667,3.39016666667
566.37,2.5435,2.3985,2.62533333333,2.16066666667,1.82666666667,3.3525,5.56283333333,2.62991666667,3.43825
566.71,2.59708333334,2.43233333333,2.66933333333,2.20083333333,1.86508333333,3.39308333333,5.71108333333,2.67241666667,3.48083333333
567.05,2.61883333333,2.45575,2.69158333333,2.23558333333,1.86991666667,3.41283333334,5.84875,2.69525,3.48733333333
567.39,2.63891666667,2.45708333333,2.6875,2.24383333333,1.87116666667,3.40833333333,5.97075,2.69308333333,3.48358333333
567.73,2.65358333333,2.46516666667,2.69316666667,2.26058333333,1.86983333334,3.41475,6.09116666666,2.69641666667,3.50008333334
568.07,2.67425,2.47333333333,2.702,2.28175,1.88558333333,3.41975,6.21866666667,2.71,3.50108333333
568.41,2.66791666667,2.48608333333,2.69116666667,2.28983333334,1.902,3.40991666667,6.35,2.71033333333,3.492
568.75,2.68766666667,2.5055,2.71316666667,2.32575,1.92783333333,3.43875,6.505,2.73291666667,3.513
569.09,2.67791666667,2.49616666667,2.70125,2.31658333334,1.92225,3.425,6.66558333333,2.73558333333,3.51091666667
569.43,2.67141666666,2.48291666667,2.68266666666,2.30633333333,1.91833333333,3.40541666667,6.82941666667,2.72591666667,3.50208333333
569.77,2.66041666667,2.48366666667,2.66891666667,2.28558333333,1.90591666667,3.395,6.96641666666,2.70516666667,3.47875
570.11,2.66891666667,2.49091666667,2.66575,2.29558333333,1.91541666667,3.40258333333,7.118,2.716,3.49275
570.45,2.64058333333,2.47533333334,2.63466666667,2.26658333333,1.89316666666,3.38483333333,7.25291666666,2.69891666667,3.46875
570.79,2.63341666667,2.466,2.61533333333,2.25566666667,1.87908333333,3.37433333333,7.40449999999,2.6865,3.46375
571.13,2.625,2.45875,2.60583333333,2.23583333333,1.85741666667,3.36408333333,7.56208333334,2.6765,3.46441666667
571.47,2.60158333333,2.453,2.60025,2.21333333333,1.848,3.35325,7.70675,2.6795,3.4515
571.81,2.58008333333,2.44233333333,2.56958333333,2.18216666667,1.83666666667,3.33941666666,7.85508333333,2.66575,3.43591666667
572.15,2.56983333333,2.42008333334,2.55258333333,2.16491666667,1.81291666667,3.33933333333,8.01608333332,2.65233333334,3.43191666667
572.49,2.53225,2.37641666667,2.51666666667,2.12083333333,1.76966666667,3.2965,8.13658333334,2.61125,3.39766666667
572.83,2.52008333333,2.37266666667,2.501,2.09666666667,1.75183333333,3.27166666667,8.28541666667,2.59366666666,3.37491666667
573.17,2.49525,2.35616666667,2.48691666666,2.08166666667,1.73016666666,3.25641666667,8.43066666666,2.57525,3.35875
573.51,2.48941666667,2.35258333333,2.48208333333,2.07083333333,1.72541666667,3.25225,8.61300000001,2.57791666667,3.35508333334
573.85,2.45541666667,2.32441666667,2.44883333333,2.03141666667,1.6945,3.2245,8.77474999999,2.54916666667,3.33425
574.19,2.45375,2.3155,2.44508333333,2.0245,1.68758333333,3.22008333333,8.95433333334,2.5395,3.32983333333
574.53,2.44091666667,2.30525,2.46091666667,2.01025,1.68966666667,3.2185,9.127,2.5385,3.33066666667
574.87,2.43433333334,2.30291666666,2.47158333333,2.018,1.71041666667,3.234,9.30925,2.54866666666,3.34125
575.21,2.42325,2.29633333333,2.45525,2.02283333333,1.70591666667,3.23041666667,9.49616666668,2.53175,3.34125
575.55,2.39741666667,2.27725,2.45908333334,2.01116666667,1.69008333333,3.22433333334,9.66666666666,2.5215,3.33208333333
575.89,2.39716666667,2.28458333333,2.47783333333,2.01075,1.69433333333,3.21758333333,9.85025000002,2.52366666667,3.33916666667
576.22,2.42216666666,2.31075,2.491,2.01741666667,1.71316666667,3.23008333333,10.0635,2.53716666667,3.34383333333
576.56,2.45058333333,2.33258333334,2.51458333333,2.05633333333,1.74433333333,3.27008333333,10.2865,2.57866666667,3.39225
576.90,2.49258333333,2.3805,2.56625,2.09441666667,1.78633333333,3.31666666667,10.5480833333,2.6335,3.43833333333
577.24,2.51483333333,2.41091666666,2.59658333333,2.13516666667,1.80658333333,3.35016666667,10.7576666667,2.66925,3.46175
577.58,2.53541666667,2.45,2.637,2.158,1.82633333333,3.38675,10.9963333333,2.70775,3.4715
577.92,2.56541666667,2.48475,2.66741666667,2.191,1.84783333333,3.41491666666,11.2426666667,2.74725,3.50441666667
578.26,2.56441666667,2.48566666667,2.6615,2.18325,1.83133333333,3.40458333333,11.4728333333,2.73558333333,3.5155
578.60,2.5585,2.48816666667,2.64666666667,2.16,1.80491666667,3.36958333333,11.69625,2.73608333333,3.50875
578.94,2.61258333333,2.51458333334,2.68775,2.18891666667,1.84916666667,3.39916666667,11.9796666667,2.78616666667,3.55575
579.28,2.67441666666,2.54483333333,2.728,2.229,1.89508333333,3.43875,12.29275,2.82691666666,3.59983333333
579.61,2.70533333333,2.57025,2.74241666667,2.2595,1.91525,3.47358333333,12.5888333333,2.8495,3.63783333333
579.95,2.73033333333,2.58883333333,2.781,2.30416666667,1.94125,3.52308333333,12.8749166667,2.88991666667,3.68333333333
580.29,2.73316666667,2.58391666667,2.7895,2.299,1.93541666667,3.537,13.1401666667,2.89458333333,3.67008333334
580.63,2.727,2.57208333333,2.7675,2.28366666667,1.92683333333,3.52766666667,13.3766666667,2.87566666667,3.66225
580.97,2.70791666667,2.55325,2.73458333333,2.24833333333,1.89375,3.49908333333,13.6159166667,2.83816666667,3.6425
581.31,2.68891666667,2.51866666667,2.7165,2.22166666667,1.87833333334,3.47083333333,13.8496666667,2.788,3.61533333333
581.65,2.67633333333,2.5255,2.71183333333,2.21191666667,1.89558333333,3.46183333333,14.14075,2.78525,3.61858333333
581.98,2.69575,2.56791666666,2.74558333333,2.25016666667,1.94275,3.507,14.4065833333,2.82233333334,3.63366666667
582.32,2.71533333333,2.59691666667,2.771,2.27525,1.97066666666,3.54325,14.7050833334,2.84316666667,3.66216666667
582.66,2.70275,2.59541666666,2.76208333333,2.25183333333,1.95683333333,3.53166666667,14.9436666666,2.8285,3.63716666667
583.00,2.67125,2.59,2.72858333333,2.22791666667,1.91733333333,3.49875,15.1763333333,2.81833333333,3.62108333334
583.34,2.65783333333,2.58666666667,2.73166666667,2.23341666667,1.91541666667,3.48691666667,15.4270833333,2.819,3.60016666667
583.68,2.607,2.54525,2.68783333333,2.17575,1.88566666667,3.44308333334,15.62925,2.77675,3.558
584.01,2.57083333333,2.53,2.66333333333,2.15941666667,1.87325,3.40916666667,15.8788333334,2.74308333333,3.52908333333
584.35,2.5495,2.50925,2.64966666667,2.14666666666,1.85441666667,3.39183333334,16.1491666667,2.71891666666,3.50875
584.69,2.57275,2.50908333333,2.67733333334,2.16058333333,1.87858333333,3.40341666667,16.4185833333,2.757,3.53275
585.03,2.62441666667,2.55283333334,2.72166666667,2.22175,1.90491666667,3.44666666667,16.7343333333,2.81516666667,3.603
585.37,2.62066666667,2.54033333333,2.72625,2.23458333334,1.87841666667,3.4415,16.95875,2.81491666667,3.59366666667
585.70,2.57358333333,2.48441666667,2.66958333333,2.1895,1.81725,3.39416666666,17.2100833333,2.79391666666,3.54725
586.04,2.53683333333,2.44233333333,2.62775,2.16108333333,1.7835,3.37366666667,17.4330833333,2.76166666667,3.49366666667
586.38,2.5375,2.44375,2.61041666666,2.17091666666,1.77375,3.37058333333,17.69,2.74883333333,3.5045
586.72,2.56033333333,2.46341666667,2.63008333333,2.19325,1.76775,3.39933333333,18.015,2.76458333333,3.517
587.06,2.58933333333,2.45108333334,2.628,2.18391666667,1.76491666667,3.41725,18.25125,2.7785,3.52091666667
587.39,2.61725,2.46641666667,2.657,2.21225,1.77458333333,3.42858333333,18.5718333333,2.82058333333,3.54941666667
587.73,2.61033333333,2.4595,2.64716666667,2.20066666667,1.75125,3.432,18.8149166667,2.81933333333,3.54975
588.07,2.63875,2.48558333334,2.65116666667,2.21141666667,1.74575,3.45641666667,19.06525,2.83991666667,3.56833333334
588.41,2.643,2.4855,2.642,2.20916666667,1.73766666667,3.45983333334,19.334,2.82341666667,3.56908333333
588.74,2.63883333334,2.47916666666,2.61375,2.17658333333,1.73125,3.42716666667,19.558,2.813,3.54516666667
589.08,2.65208333333,2.47725,2.60733333333,2.16558333333,1.74141666667,3.43875,19.8496666667,2.81675,3.55475
589.42,2.68441666667,2.49816666666,2.62458333333,2.18025,1.76608333333,3.46441666667,20.1335,2.828,3.59658333333
589.76,2.68391666667,2.50958333333,2.64041666667,2.17516666667,1.78083333333,3.48166666667,20.4041666667,2.84533333334,3.63208333333
590.09,2.68058333333,2.52208333333,2.655,2.18733333333,1.79175,3.49416666667,20.6619166667,2.85933333333,3.63741666667
590.43,2.65525,2.49608333333,2.64466666667,2.17875,1.81716666667,3.459,20.8404166667,2.80975,3.61916666666
590.77,2.66291666667,2.54108333333,2.671,2.18975,1.84266666667,3.46641666667,21.1173333334,2.81733333333,3.64225
591.11,2.65675,2.53108333333,2.64266666667,2.183,1.83675,3.456,21.3805,2.77933333333,3.62858333333
591.44,2.66616666667,2.52966666667,2.64566666667,2.18141666667,1.84366666667,3.44458333333,21.63875,2.76391666667,3.63341666667
591.78,2.64166666667,2.49466666667,2.648,2.16133333333,1.8445,3.41325,21.9010833333,2.74541666667,3.62175
592.12,2.62033333334,2.48683333333,2.62875,2.14725,1.83133333333,3.39841666667,22.1765833333,2.73116666667,3.61166666667
592.46,2.60358333334,2.469,2.63508333333,2.16416666666,1.82991666666,3.4145,22.4631666667,2.73316666666,3.62558333334
592.79,2.54566666666,2.416,2.5865,2.11333333333,1.76266666667,3.36466666667,22.67675,2.68566666666,3.58
593.13,2.54875,2.42258333333,2.59383333333,2.11533333334,1.7705,3.36875,22.9639166667,2.68583333333,3.58691666667
593.47,2.58508333334,2.43583333333,2.61908333333,2.13816666667,1.78666666666,3.36725,23.2411666667,2.68683333333,3.59483333333
593.80,2.54991666667,2.3945,2.59866666667,2.085,1.75291666667,3.339,23.4595,2.65983333333,3.55708333333
594.14,2.53791666667,2.37258333333,2.57775,2.04991666667,1.71066666667,3.33475,23.6903333333,2.66608333333,3.53408333333
594.48,2.514,2.34858333333,2.55591666666,2.03366666666,1.68108333333,3.32458333333,23.9585833333,2.64916666667,3.51958333333
594.81,2.54791666666,2.39583333333,2.61325,2.05783333333,1.71275,3.38541666667,24.2515833333,2.71083333333,3.558
595.15,2.57825,2.42216666666,2.63833333333,2.08408333333,1.73866666667,3.42258333333,24.5334166667,2.74733333333,3.59525
595.49,2.5615,2.40825,2.62175,2.05383333333,1.71325,3.41066666667,24.72275,2.72725,3.58433333333
595.82,2.53858333333,2.36375,2.61383333333,2.021,1.70991666667,3.4065,24.9204166667,2.689,3.58333333333
596.16,2.50958333333,2.327,2.59775,1.97025,1.68066666667,3.39558333333,25.11875,2.67091666667,3.56666666667
596.50,2.53691666667,2.3445,2.61216666667,1.99025,1.711,3.40658333333,25.33475,2.68783333333,3.57808333333
596.83,2.52416666667,2.32291666666,2.59741666667,1.99091666667,1.70033333333,3.39208333333,25.5044166667,2.6775,3.54908333333
597.17,2.53875,2.34058333333,2.603,2.01383333333,1.707,3.418,25.7341666667,2.69575,3.55666666667
597.51,2.58425,2.3715,2.63175,2.05533333334,1.7435,3.44591666667,25.959,2.71775,3.59533333333
597.84,2.61591666667,2.41325,2.666,2.09425,1.77933333333,3.48875,26.21725,2.74658333333,3.63058333334
598.18,2.67975,2.4665,2.72291666666,2.15816666667,1.82283333333,3.53966666667,26.4569166667,2.79975,3.69666666667
598.52,2.64116666667,2.43216666667,2.69625,2.136,1.77766666667,3.48425,26.6231666667,2.74708333333,3.67458333334
598.85,2.60483333333,2.40958333334,2.67708333334,2.116,1.75,3.44841666667,26.807,2.71341666667,3.64266666666
599.19,2.61275,2.43591666667,2.69441666667,2.16808333333,1.76991666666,3.47733333333,27.086,2.74675,3.64641666666
599.53,2.67875,2.5245,2.75316666666,2.24375,1.81475,3.53708333333,27.35025,2.83583333334,3.688
599.86,2.71066666667,2.57175,2.75958333333,2.28458333333,1.84416666667,3.57266666666,27.6044166667,2.84666666667,3.70591666666
600.20,2.68525,2.55525,2.74075,2.26741666667,1.82025,3.575,27.8503333333,2.82575,3.69025
600.53,2.70975,2.58075,2.76291666667,2.26591666667,1.81908333333,3.58441666667,28.0921666667,2.83266666666,3.71975
600.87,2.6955,2.57833333334,2.75233333333,2.26633333333,1.81133333333,3.579,28.3161666667,2.8265,3.704
601.21,2.68141666667,2.57925,2.74116666667,2.26725,1.80816666667,3.59775,28.5635833333,2.82441666666,3.69125
601.54,2.68383333333,2.57808333333,2.74625,2.2585,1.801,3.57483333333,28.81125,2.82683333333,3.69816666667
601.88,2.633,2.53716666667,2.70158333333,2.20916666666,1.76933333334,3.52358333333,29.0484166666,2.775,3.64616666666
602.21,2.65916666667,2.55583333334,2.71808333333,2.22283333333,1.81408333333,3.55991666667,29.29325,2.797,3.67983333333
602.55,2.71616666667,2.60183333333,2.75933333333,2.274,1.8665,3.62333333333,29.5756666667,2.84391666667,3.74258333333
602.88,2.73516666667,2.60458333333,2.7485,2.2775,1.87266666667,3.62908333334,29.7666666667,2.84325,3.75508333333
603.22,2.68758333333,2.56266666666,2.70933333333,2.23066666667,1.84333333333,3.57308333333,29.9539166667,2.78641666666,3.71558333333
603.56,2.6705,2.54575,2.71233333333,2.21816666667,1.8275,3.54308333333,30.1086666667,2.76566666667,3.711
603.89,2.68175,2.55991666667,2.73333333333,2.24558333333,1.8395,3.55233333333,30.252,2.76741666666,3.736
604.23,2.67508333333,2.5655,2.732,2.25025,1.84541666666,3.56841666667,30.407,2.76958333333,3.73975
604.56,2.6495,2.54,2.70716666667,2.22191666667,1.81608333333,3.53333333334,30.5311666667,2.74375,3.73358333333
604.90,2.60691666667,2.50025,2.67716666667,2.18775,1.76766666667,3.48833333333,30.6725,2.70583333333,3.70683333333
605.23,2.61208333333,2.50833333333,2.6805,2.2065,1.7755,3.52158333333,30.7860833333,2.7125,3.7265
605.57,2.62233333333,2.48991666667,2.673,2.1965,1.77416666667,3.53508333333,30.93275,2.71916666667,3.72483333333
605.90,2.63008333333,2.50516666667,2.67008333334,2.21466666667,1.77908333333,3.54941666666,31.1000833333,2.72391666667,3.7345
606.24,2.59375,2.48933333333,2.66391666667,2.17816666667,1.7515,3.52325,31.2396666667,2.697,3.69933333333
606.58,2.59766666666,2.5195,2.7,2.19208333333,1.76741666666,3.54241666667,31.47725,2.71775,3.7295
606.91,2.59041666666,2.53941666666,2.71166666667,2.21075,1.75883333334,3.5565,31.6556666667,2.72258333333,3.73608333333
607.25,2.63283333333,2.58633333334,2.76108333333,2.25641666667,1.79283333333,3.6025,31.8896666667,2.7725,3.75433333333
607.58,2.69925,2.66125,2.82616666667,2.31058333333,1.8595,3.67433333333,32.1746666666,2.85858333333,3.813
