wavelength,Back_IriReif,Belly_IriReif,Breast_IriReif,Crissum_IriReif,Crown_IriReif,DorTail_IriReif,Patch10_IriReif,Patch11_IriReif,Patch12_IriReif,Rump_IriReif,Throat_IriReif,WingTip_IriReif
365.29,25.1478666667,7.3256,9.70346666666,5.83666666667,2.96473333333,4.9412,14.3179333333,35.3490666667,3.28906666666,8.3902,2.97173333333,4.6958
365.66,25.1021333333,7.27226666667,9.63673333332,5.75393333333,2.88266666667,4.86466666667,14.2775333333,35.2932,3.23186666666,8.34326666667,2.924,4.62933333333
366.02,25.1373333333,7.3298,9.635,5.7804,2.92853333333,4.8664,14.3063333333,35.2514,3.2694,8.37246666667,2.97553333333,4.70066666667
366.38,25.1704666667,7.3766,9.67140000001,5.8112,2.95993333333,4.90713333333,14.3136,35.2654,3.27273333333,8.429,3.0188,4.71953333333
366.75,25.1512666667,7.33226666667,9.65500000001,5.78073333333,2.95206666667,4.87213333333,14.256,35.1998,3.25653333333,8.39333333333,3.00666666667,4.70446666667
367.11,25.2722666667,7.42846666667,9.73266666667,5.88513333333,3.0194,4.97286666667,14.3078,35.2862,3.35913333333,8.48406666667,3.08933333333,4.80173333333
367.47,25.3041333333,7.46586666666,9.77659999999,5.89946666667,3.00553333333,4.97713333333,14.3010666667,35.2668666667,3.35153333333,8.46606666667,3.09873333333,4.7916
367.84,25.301,7.4166,9.74186666667,5.88453333334,2.9414,4.902,14.2742,35.2380666667,3.26313333333,8.4078,3.012,4.74633333334
368.20,25.3424666667,7.45533333333,9.77306666667,5.89393333333,2.95333333333,4.96533333333,14.2968666667,35.2666666667,3.2904,8.43193333333,3.0494,4.79193333333
368.56,25.3518,7.4018,9.78139999999,5.91066666667,2.94773333333,4.9598,14.2507333333,35.2754666667,3.27566666666,8.40893333333,3.0222,4.807
368.93,25.361,7.40086666667,9.85573333332,5.9246,2.97233333333,4.9796,14.2523333333,35.2088666667,3.31433333333,8.44706666667,3.04386666667,4.8474
369.29,25.3868666667,7.38126666667,9.85086666667,5.9352,2.95493333333,4.96953333333,14.2234,35.1975333333,3.31366666667,8.42553333333,3.02053333333,4.8192
369.65,25.4701333333,7.43306666667,9.92540000001,6.0222,2.99206666667,5.0488,14.2438,35.2335333333,3.42013333333,8.4906,3.1034,4.88746666667
370.01,25.5672666667,7.40106666667,9.94746666666,6.03073333334,2.95826666667,5.0428,14.2311333333,35.2412,3.40833333333,8.47286666667,3.10706666667,4.85873333333
370.38,25.6376666666,7.39773333333,9.97933333333,6.0538,2.92246666667,5.05066666667,14.2298,35.2341333333,3.43153333333,8.4738,3.08893333333,4.89466666666
370.74,25.7910666667,7.52826666667,10.1051333333,6.1872,3.0172,5.1452,14.3568,35.3506666667,3.55453333333,8.57506666667,3.21293333333,5.009
371.10,25.7745333333,7.52633333333,10.1226,6.18286666667,3.00086666667,5.13666666667,14.3136666667,35.3003333333,3.57246666667,8.55593333333,3.21713333333,5.0206
371.46,25.7658666666,7.47953333333,10.1086,6.1424,2.982,5.11013333333,14.2666666667,35.3082,3.54813333333,8.52206666667,3.2006,5.01853333333
371.83,25.7685333333,7.41066666667,10.0746666667,6.08626666667,2.94353333333,5.09886666667,14.1976,35.2616666667,3.51053333334,8.49973333333,3.1864,4.97966666667
372.19,25.8224666667,7.38766666667,10.0506,6.08533333333,2.91493333333,5.04746666667,14.1754,35.2564666667,3.458,8.48,3.18266666667,4.97066666667
372.55,25.8460666667,7.3752,10.0094,6.04106666667,2.86413333333,4.98233333333,14.1502,35.2069333333,3.41466666667,8.45673333333,3.16266666667,4.959
372.92,25.82,7.3246,9.93906666667,6.00653333333,2.802,4.9194,14.0966666667,35.1434666667,3.35153333333,8.39346666667,3.1118,4.89613333333
373.28,25.8283333333,7.28086666667,9.93986666665,5.98186666667,2.75333333333,4.8838,14.0612,35.0960666667,3.29846666667,8.35086666667,3.08286666667,4.86853333333
373.64,25.9041333333,7.29833333333,9.98206666668,6.0282,2.77733333334,4.90833333333,14.0790666667,35.0742666667,3.29133333333,8.3878,3.0784,4.91453333333
374.00,25.9019333333,7.31986666667,10.0099333333,6.05666666667,2.77713333333,4.93393333333,14.0744666667,35.0896,3.2806,8.40306666666,3.08933333333,4.92553333333
374.37,26.0198666666,7.34853333333,10.0490666667,6.09786666667,2.80066666667,4.9368,14.1121333333,35.1684,3.30186666667,8.45073333333,3.13,4.94873333333
374.73,25.9815333333,7.30853333333,10.025,6.05106666667,2.71826666667,4.89413333333,14.0552666667,35.1363333333,3.24766666667,8.39113333334,3.08893333333,4.90506666667
375.09,26.0649333333,7.32073333333,10.032,6.02806666667,2.70053333333,4.89073333333,14.0368,35.1612666667,3.2234,8.41013333333,3.08873333333,4.87593333333
375.45,26.2109333333,7.36833333333,10.1342,6.12393333333,2.73293333333,4.96086666667,14.1036,35.2640666667,3.29313333333,8.4968,3.15266666667,4.9394
375.81,26.2732666667,7.39306666667,10.1546,6.10686666667,2.7218,4.96866666667,14.1161333333,35.2634,3.30326666667,8.50006666666,3.17,4.95633333333
376.18,26.3332,7.47046666667,10.2223333333,6.16713333333,2.75333333333,5.0206,14.1449333333,35.2892,3.36906666667,8.54453333333,3.18933333333,5.009
376.54,26.3014,7.4412,10.2109333333,6.14433333333,2.68713333333,5.01706666666,14.091,35.2255333333,3.335,8.47033333333,3.15066666667,4.96573333333
376.90,26.4109333333,7.49493333333,10.288,6.18813333334,2.71233333334,5.0898,14.1361333333,35.3062666666,3.38786666667,8.5206,3.197,5.0222
377.26,26.4038,7.486,10.2856666667,6.197,2.68653333333,5.08173333333,14.1093333333,35.3155333333,3.37746666667,8.53513333333,3.17526666667,5.03
377.63,26.4407333333,7.5046,10.3229333333,6.1962,2.71926666666,5.11066666667,14.1286,35.3661333334,3.4102,8.51826666667,3.21046666667,5.0492
377.99,26.5615333333,7.57446666667,10.3976,6.24413333334,2.76353333333,5.16513333333,14.1672666667,35.4616,3.48013333333,8.53073333333,3.25273333333,5.10566666666
378.35,26.5952666667,7.5658,10.4388666667,6.27346666667,2.77733333333,5.21053333333,14.1634,35.4866,3.4878,8.51773333333,3.2582,5.12106666667
378.71,26.6516666667,7.56886666667,10.4574666667,6.28253333333,2.78906666667,5.23806666667,14.1393333333,35.4734666667,3.4882,8.55226666667,3.27453333333,5.1314
379.07,26.6289333333,7.55226666667,10.4812,6.32373333333,2.7738,5.23986666667,14.1486666667,35.4676,3.4818,8.52453333333,3.2776,5.1308
379.44,26.654,7.609,10.5025333333,6.36146666667,2.81413333333,5.27546666667,14.1554,35.4449333333,3.50806666667,8.53513333333,3.30793333333,5.1528
379.80,26.6871333333,7.67386666667,10.5742,6.4484,2.85126666667,5.33406666667,14.191,35.4731333333,3.56813333333,8.56166666667,3.34366666667,5.221
380.16,26.7842,7.7252,10.6586666667,6.487,2.90606666667,5.41586666667,14.2222666667,35.5562,3.6184,8.60813333333,3.41693333333,5.28173333333
380.52,26.919,7.79053333333,10.7621333333,6.5536,2.9904,5.4844,14.2684666667,35.685,3.67653333333,8.70486666667,3.48973333333,5.34046666667
380.88,26.8880666667,7.74166666667,10.7397333333,6.50153333333,2.9018,5.41426666667,14.1926666667,35.5878666667,3.60686666667,8.63226666667,3.43166666667,5.29346666667
381.24,27.0344666667,7.79173333333,10.8371333333,6.538,2.96613333333,5.4884,14.2372666667,35.6534666667,3.65966666667,8.66753333333,3.5134,5.3424
381.61,27.1220666667,7.80293333333,10.8628666667,6.5446,2.9626,5.48593333333,14.2092666667,35.6847333333,3.65266666667,8.67933333333,3.51746666667,5.32613333333
381.97,27.0837333333,7.71486666667,10.826,6.50293333333,2.90486666667,5.4328,14.1383333333,35.618,3.59506666667,8.6462,3.47973333333,5.25866666667
382.33,27.0994,7.68773333333,10.8194,6.45586666667,2.865,5.391,14.1066666667,35.6286,3.57313333333,8.5882,3.45993333333,5.2152
382.69,27.2100666667,7.71286666666,10.8824,6.503,2.87233333333,5.41646666667,14.1157333333,35.7501333333,3.59313333333,8.61406666667,3.47686666667,5.25226666667
383.05,27.3205333333,7.73846666667,10.9332666667,6.51126666667,2.8988,5.46886666667,14.1235333333,35.8240666667,3.6248,8.64826666667,3.51693333333,5.31066666667
383.41,27.4218,7.72166666667,10.9904666667,6.5266,2.8898,5.49766666667,14.1228666667,35.9266666667,3.6362,8.67213333333,3.53346666667,5.3184
383.77,27.5394,7.77593333333,11.0543333333,6.56946666667,2.93766666667,5.5534,14.1495333333,36.0016666667,3.68213333333,8.71766666666,3.59846666667,5.34233333333
384.14,27.5676,7.74953333333,11.0716666667,6.58913333333,2.9262,5.54493333333,14.1202666667,35.9843333333,3.6934,8.72006666667,3.6086,5.32833333333
384.50,27.6142,7.7562,11.1086666667,6.6116,2.93946666667,5.57046666667,14.1182666667,36.0238,3.73413333333,8.7108,3.63473333333,5.35946666667
384.86,27.6712666667,7.77546666667,11.1205333334,6.62333333333,2.95853333333,5.59893333333,14.087,36.078,3.761,8.72186666667,3.66546666667,5.3626
385.22,27.6506666667,7.72566666667,11.0513333333,6.56186666667,2.8844,5.54153333333,14.0052666667,36.071,3.7106,8.66033333334,3.5772,5.27406666667
385.58,27.6516,7.69313333333,11.0185333333,6.5304,2.81726666667,5.487,13.9446,36.0708666666,3.67526666667,8.60446666667,3.51953333333,5.23853333333
385.94,27.7248666667,7.72853333333,11.0738666667,6.53386666667,2.837,5.49873333333,13.9458,36.1444,3.7274,8.61213333333,3.5248,5.27686666667
386.30,27.7586,7.78233333334,11.1225333333,6.56946666667,2.8918,5.53573333333,13.9359333333,36.1409333333,3.78913333333,8.6638,3.57266666667,5.3148
386.66,27.7635333333,7.76186666667,11.1421333333,6.55686666667,2.89773333334,5.54726666667,13.9395333333,36.1166,3.79353333333,8.6422,3.5574,5.28866666667
387.03,27.7903333333,7.73513333334,11.1428666667,6.5576,2.89306666667,5.51846666667,13.9167333333,36.1109333333,3.76146666667,8.622,3.52413333333,5.25966666667
387.39,27.8064666667,7.74486666667,11.1532,6.53626666667,2.8796,5.49993333333,13.8587333333,36.1031333333,3.7644,8.59566666667,3.50333333333,5.23993333333
387.75,27.8262,7.69606666667,11.1564666667,6.49226666667,2.83546666667,5.45673333333,13.8262,36.1232,3.7292,8.55126666667,3.45946666667,5.20193333333
388.11,27.8504,7.70353333333,11.1442666666,6.47533333333,2.81066666667,5.43693333334,13.7793333333,36.187,3.70713333333,8.5022,3.42866666667,5.19566666667
388.47,27.9319333333,7.74346666667,11.2013333333,6.51713333333,2.83073333333,5.45593333333,13.8115333333,36.2592,3.76266666667,8.52273333333,3.4436,5.22553333333
388.83,27.9608,7.74313333333,11.2207333333,6.52733333333,2.8336,5.455,13.7877333333,36.3147333333,3.7548,8.48946666667,3.42653333334,5.2148
389.19,28.0101333333,7.7618,11.2986666667,6.5564,2.8408,5.46833333334,13.7958666667,36.3466,3.8072,8.50586666667,3.45746666667,5.25473333333
389.55,28.0636,7.79133333333,11.3521333333,6.59213333333,2.85966666667,5.49786666667,13.7853333333,36.3894666667,3.83506666667,8.5198,3.48826666667,5.282
389.91,28.1571333333,7.8244,11.4098,6.6414,2.89013333333,5.533,13.8292666667,36.474,3.856,8.56013333333,3.53033333333,5.32613333333
390.27,28.2124,7.80133333333,11.4298,6.616,2.83266666667,5.48566666667,13.7959333333,36.5565333333,3.82233333333,8.534,3.502,5.302
390.63,28.2976,7.82713333333,11.4650666667,6.6394,2.84093333333,5.48746666667,13.7863333333,36.6320666667,3.83953333333,8.54653333333,3.51333333333,5.33573333333
391.00,28.3281333333,7.854,11.5312,6.651,2.831,5.50666666667,13.7525333333,36.6687333333,3.88953333333,8.54266666667,3.52873333333,5.337
391.36,28.3856666666,7.85546666667,11.564,6.6766,2.8398,5.50846666667,13.7588,36.6895333333,3.8998,8.54346666667,3.55673333333,5.3722
391.72,28.409,7.87133333333,11.5998,6.71646666667,2.85426666667,5.52186666667,13.7226,36.6885333333,3.93246666667,8.55293333333,3.57326666667,5.40673333333
392.08,28.3897333333,7.8346,11.6,6.67166666666,2.81453333333,5.47286666667,13.6580666667,36.6486,3.89286666667,8.52506666667,3.53066666667,5.34526666667
392.44,28.3642666667,7.77393333333,11.5660666667,6.5932,2.75453333333,5.41873333333,13.5674666667,36.6164,3.8084,8.47726666667,3.4796,5.2816
392.80,28.3832,7.76933333333,11.5963333333,6.58666666667,2.7446,5.41513333333,13.5500666667,36.6232,3.81573333333,8.4922,3.47933333333,5.29486666667
393.16,28.4136,7.80126666667,11.6379333333,6.6154,2.7724,5.43753333333,13.5393333333,36.6648666667,3.82906666667,8.50473333333,3.5066,5.32006666667
393.52,28.3814,7.75033333333,11.6288,6.55133333333,2.716,5.3854,13.4967333333,36.6784,3.7896,8.4714,3.46206666667,5.2708
393.88,28.3304666667,7.69873333333,11.5843333333,6.51193333334,2.6482,5.32353333333,13.3858,36.6108666667,3.7424,8.4026,3.40093333333,5.19286666667
394.24,28.3426666667,7.68086666667,11.5881333333,6.4948,2.62686666667,5.32606666667,13.3385333333,36.5876666667,3.70826666667,8.37406666667,3.36753333333,5.16966666667
394.60,28.3424666667,7.66853333333,11.5713333333,6.46106666667,2.5954,5.29653333333,13.2654666667,36.5822666667,3.6908,8.3328,3.3462,5.1412
394.96,28.3646,7.65066666667,11.5633333333,6.43826666667,2.59626666667,5.272,13.25,36.6051333333,3.65826666667,8.33366666667,3.33966666667,5.1288
395.32,28.3582666667,7.616,11.5352666667,6.38013333333,2.53926666667,5.214,13.1847333333,36.6218666667,3.6108,8.27833333333,3.2844,5.07073333333
395.68,28.3867333333,7.57593333334,11.5282666667,6.30993333333,2.49226666667,5.16793333333,13.1248,36.6782666667,3.56386666667,8.23466666667,3.23886666667,5.01266666667
396.04,28.4527333333,7.564,11.5346666667,6.29686666667,2.4646,5.15733333333,13.1097333333,36.7205333333,3.5406,8.2172,3.22073333333,5.01393333333
396.40,28.5178666667,7.5998,11.5714,6.32146666667,2.47853333333,5.1722,13.1102666667,36.7791333334,3.56286666667,8.23186666667,3.22933333333,5.03506666667
396.76,28.5768666667,7.60733333334,11.6156,6.32813333333,2.4826,5.18513333333,13.0930666667,36.8338666667,3.5796,8.2362,3.22193333334,5.04646666667
397.12,28.6365333333,7.56586666667,11.6054,6.31233333333,2.43946666667,5.15993333333,13.0605333334,36.8811333334,3.55673333333,8.21193333334,3.1974,5.0314
397.48,28.6544666667,7.51853333333,11.6068666667,6.2844,2.39566666667,5.11746666667,13.0041333333,36.8451333333,3.52206666667,8.16673333333,3.1582,4.9916
397.84,28.6552,7.47293333333,11.6160666667,6.2212,2.3516,5.09753333333,12.9455333333,36.8646666667,3.4684,8.12033333333,3.1172,4.96906666666
398.20,28.6716,7.43846666667,11.6245333333,6.21246666667,2.33766666667,5.07906666667,12.917,36.8690666667,3.4652,8.09533333334,3.11073333333,4.95833333333
398.56,28.641,7.37113333333,11.6298666667,6.1584,2.26186666667,5.01813333333,12.8524,36.8447333333,3.42886666667,8.0436,3.053,4.90406666667
398.92,28.678,7.34833333333,11.6604,6.14373333333,2.21586666667,4.99753333333,12.8167333333,36.8951333333,3.41853333333,8.02166666667,3.02986666667,4.90073333333
399.28,28.7262,7.38853333333,11.7452666667,6.18953333333,2.2516,5.04286666667,12.8291333333,36.9522,3.45766666667,8.0642,3.06546666667,4.95273333333
399.64,28.746,7.4052,11.7683333334,6.20106666667,2.245,5.05926666667,12.8101333333,36.9634,3.45853333333,8.06973333333,3.0784,4.96993333333
400.00,28.7536,7.417,11.8216666667,6.22393333333,2.2676,5.087,12.8132,36.9865333333,3.50886666667,8.0926,3.10713333333,4.98986666666
400.36,28.6932,7.32433333333,11.7628,6.161,2.17966666667,4.99826666667,12.7188666667,36.9508,3.44093333333,8.003,3.02993333333,4.90373333333
400.72,28.6962666667,7.2714,11.752,6.12446666667,2.1226,4.94053333333,12.6576,36.9724,3.38786666667,7.9508,3.00766666667,4.85046666667
401.08,28.6930666667,7.26926666667,11.7974,6.1314,2.1244,4.9624,12.6364666667,36.9665333333,3.3962,7.94913333333,3.02293333334,4.86526666667
401.44,28.7588,7.3222,11.8614666667,6.1834,2.1788,5.033,12.6560666667,37.0700666667,3.45233333333,8.0002,3.06113333333,4.93446666667
401.80,28.8434666667,7.36753333333,11.9434666667,6.23206666667,2.20573333334,5.0654,12.6948,37.1798666667,3.50266666667,8.05413333333,3.09713333333,4.96266666667
402.16,28.8748,7.3638,11.9634,6.21193333333,2.17913333333,5.0642,12.6572,37.2294666667,3.49253333333,8.05373333333,3.0808,4.9558
402.52,28.9316,7.3822,11.9915333333,6.22813333333,2.1926,5.06806666667,12.6469333333,37.271,3.48666666667,8.0642,3.09933333333,4.97726666667
402.88,28.9464,7.40213333333,11.9998,6.226,2.2054,5.081,12.6422,37.3026,3.50573333333,8.0648,3.11893333333,4.98133333333
403.24,28.9534666667,7.3718,12.0002,6.19846666667,2.17253333333,5.07866666667,12.5990666666,37.3201333333,3.48966666667,8.0478,3.09533333333,4.95166666667
403.60,29.0033333333,7.3764,12.0664,6.2356,2.2042,5.10053333333,12.6084,37.401,3.52406666667,8.0772,3.1156,4.9638
403.95,29.0595333333,7.39066666667,12.1144666667,6.2512,2.2154,5.1102,12.59,37.4646666667,3.54413333333,8.09206666667,3.1328,4.99513333333
404.31,29.1056,7.4018,12.1881333333,6.26446666667,2.24113333334,5.13786666667,12.5777333333,37.5222,3.58613333333,8.10673333333,3.1562,5.02893333333
404.67,29.1102,7.41233333333,12.2047333333,6.26886666667,2.24833333333,5.1326,12.5748,37.5363333334,3.59813333334,8.1212,3.1612,5.033
405.03,29.1474666667,7.4166,12.2356666667,6.25893333333,2.2364,5.11326666667,12.5522,37.6283333333,3.58133333333,8.10613333333,3.15466666667,5.01493333333
405.39,29.1880666667,7.41413333333,12.2715333333,6.25466666667,2.22566666667,5.11753333333,12.5391333333,37.6858,3.57993333333,8.0948,3.16826666667,5.01053333334
405.75,29.1874666667,7.38486666667,12.2726,6.21253333333,2.1932,5.077,12.4852666667,37.6910666667,3.54806666667,8.0538,3.13806666667,4.974
406.11,29.2186666666,7.41433333333,12.3132666667,6.24026666667,2.21413333333,5.08666666667,12.4879333333,37.7714,3.57353333333,8.0534,3.16573333333,4.99906666667
406.47,29.2808666667,7.45233333333,12.3722,6.25866666667,2.2422,5.13046666667,12.5116666667,37.8772,3.62246666667,8.08413333334,3.19513333333,5.02686666667
406.83,29.296,7.4222,12.3763333333,6.23106666667,2.19846666667,5.09113333333,12.4455333333,37.9232666667,3.5952,8.05053333333,3.15846666667,4.9818
407.19,29.3536666667,7.4332,12.4281333333,6.2224,2.19426666667,5.0874,12.4518666667,38.0365333333,3.59473333333,8.0598,3.16853333333,4.97806666667
407.55,29.3804,7.45626666667,12.4634666667,6.2112,2.20586666667,5.0922,12.4327333333,38.097,3.58546666667,8.06906666667,3.17626666667,4.991
407.90,29.3967333333,7.43426666667,12.4842666667,6.1894,2.17833333333,5.06453333334,12.4096,38.1319333333,3.5658,8.04886666667,3.15913333333,4.96353333333
408.26,29.4789333333,7.46693333333,12.5241333333,6.2028,2.18106666667,5.06746666667,12.4358666667,38.2416,3.5638,8.06073333333,3.18386666667,4.98113333333
408.62,29.5398,7.47486666667,12.5773333333,6.20766666667,2.1956,5.0976,12.4224666667,38.3296666667,3.58146666667,8.05886666667,3.1956,4.99986666667
408.98,29.5856666667,7.4812,12.6095333333,6.20306666667,2.20486666667,5.0986,12.416,38.3974,3.593,8.069,3.19266666667,5.0084
409.34,29.6194,7.49666666667,12.6656666667,6.20666666667,2.2122,5.09233333333,12.4068,38.4454,3.6064,8.07993333333,3.20653333333,5.014
409.70,29.6826666667,7.52913333333,12.7253333333,6.24206666666,2.24173333333,5.13066666667,12.4402666667,38.5412666667,3.6418,8.10826666667,3.23526666667,5.05066666667
410.06,29.7497333333,7.55793333333,12.8020666667,6.26993333333,2.27593333333,5.16033333333,12.4477333333,38.6256666667,3.67373333333,8.1466,3.26506666667,5.08573333333
410.42,29.7914,7.57966666667,12.8705333333,6.31666666666,2.309,5.18446666667,12.4436,38.6749333333,3.71093333333,8.18266666667,3.3162,5.12753333333
410.77,29.8602,7.61813333333,12.944,6.36606666667,2.33946666667,5.20866666667,12.4731333334,38.7475333333,3.75273333333,8.20286666667,3.35066666667,5.1778
411.13,29.8572,7.60913333333,12.9384666667,6.365,2.3296,5.17753333333,12.4214666667,38.7481333333,3.72946666667,8.17933333333,3.3338,5.16353333333
411.49,29.887,7.59993333333,12.9766,6.37333333333,2.29046666667,5.16786666667,12.4102,38.8193333333,3.73873333333,8.15746666667,3.33173333333,5.15653333333
411.85,29.9484666667,7.64866666667,13.0498666667,6.41553333333,2.33486666667,5.2176,12.4292666667,38.9367333334,3.77173333333,8.19586666667,3.3804,5.20093333333
412.21,29.9633333333,7.672,13.1146666667,6.44993333333,2.37406666667,5.26553333333,12.4254666667,38.9796666667,3.82246666667,8.23666666667,3.41246666667,5.22946666667
412.57,30.0069333333,7.71186666667,13.1866666667,6.48833333333,2.39773333333,5.2946,12.4428666667,39.0693333333,3.85186666667,8.2546,3.4392,5.2566
412.92,30.0134666666,7.7348,13.2416,6.52886666667,2.42393333333,5.32193333333,12.4655333333,39.1014,3.88426666667,8.29193333333,3.48333333334,5.28246666667
413.28,30.0594666667,7.75993333333,13.2902,6.55973333333,2.45473333333,5.345,12.4772,39.2376666667,3.90666666667,8.325,3.51573333333,5.30846666667
413.64,30.0938,7.7454,13.3134,6.5474,2.43673333333,5.32726666667,12.4428,39.3045333333,3.8966,8.3242,3.5022,5.30033333333
414.00,30.0686666667,7.72333333333,13.3346,6.53153333333,2.40913333334,5.3178,12.4021333333,39.3203333333,3.8766,8.31433333333,3.49733333333,5.28186666667
414.36,30.0200666667,7.64066666667,13.2914666667,6.44206666667,2.32513333333,5.2422,12.3212,39.3482666667,3.7876,8.23146666667,3.39733333333,5.1872
414.72,30.0167333333,7.6212,13.3099333333,6.415,2.30513333333,5.2348,12.2788,39.4317333333,3.75893333333,8.2084,3.38006666667,5.16166666667
415.07,29.9947333334,7.62253333333,13.3442,6.41146666667,2.2998,5.247,12.2609333333,39.4610666667,3.76633333333,8.21166666667,3.3952,5.17013333333
415.43,29.9360666667,7.60826666667,13.3290666667,6.39573333333,2.30906666667,5.22613333333,12.2152666667,39.4643333333,3.74313333333,8.1936,3.37673333333,5.15706666667
415.79,29.9126,7.56453333333,13.3164,6.3528,2.26833333333,5.17993333333,12.1574666667,39.4838,3.7116,8.1476,3.32733333333,5.118
416.15,29.9588666667,7.57833333333,13.3548666667,6.35646666667,2.25553333333,5.17733333333,12.1741333333,39.5812,3.69486666667,8.16406666667,3.32926666667,5.1252
416.51,29.9868666667,7.59246666667,13.3859333333,6.36586666667,2.2438,5.18733333333,12.1519333333,39.6686,3.7066,8.16986666667,3.33953333334,5.13373333333
416.86,30.0175333333,7.61166666667,13.4194,6.3654,2.23813333333,5.19133333333,12.125,39.7235333333,3.7122,8.17253333333,3.3368,5.13313333333
417.22,29.9884666667,7.59193333333,13.42,6.357,2.20693333333,5.17053333333,12.0824666667,39.7137333333,3.68186666667,8.1426,3.30733333333,5.09953333333
417.58,30.0094,7.64313333333,13.4691333333,6.39,2.2354,5.21193333334,12.0827333333,39.7993333334,3.71253333333,8.17186666667,3.35093333334,5.13453333333
417.94,30.0142666667,7.64433333333,13.4713333333,6.38913333333,2.21893333333,5.20493333333,12.0624666667,39.8366666667,3.7048,8.152,3.32973333333,5.1108
418.29,30.0006,7.6684,13.4965333333,6.41293333333,2.24286666666,5.23173333333,12.0689333333,39.8713333334,3.73306666667,8.17426666667,3.3594,5.13786666667
418.65,29.9636,7.6742,13.5168,6.41546666667,2.24,5.2432,12.0592,39.8682,3.74033333333,8.17946666667,3.3602,5.14686666667
419.01,29.9874666667,7.68213333333,13.55,6.42966666667,2.24513333333,5.24966666667,12.0621333333,39.9388,3.754,8.1814,3.3636,5.15786666667
419.37,30.0326,7.6926,13.5906666667,6.4374,2.2362,5.25746666667,12.0664,39.9978666667,3.7704,8.1908,3.3756,5.16946666667
419.73,30.027,7.70346666666,13.6131333333,6.44473333333,2.23466666667,5.26666666667,12.0645333333,40.0331333333,3.76746666667,8.19626666667,3.387,5.17673333333
420.08,29.991,7.70906666667,13.6277333333,6.443,2.2406,5.27306666667,12.0323333333,40.0464,3.7726,8.193,3.40066666667,5.1832
420.44,29.9830666667,7.70953333333,13.6423333333,6.44946666667,2.25053333333,5.2682,12.0293333333,40.0794,3.77353333333,8.1986,3.41073333333,5.18413333333
420.80,29.9585333333,7.68786666667,13.6475333333,6.4398,2.23786666667,5.26453333333,12.0123333333,40.1022666667,3.7606,8.1818,3.39926666667,5.17733333333
421.16,29.9418,7.67813333333,13.6512,6.42193333333,2.21786666667,5.25786666666,11.9896666667,40.151,3.75393333333,8.17966666667,3.3846,5.17166666667
421.51,29.9275333333,7.6636,13.6700666667,6.41926666667,2.21053333334,5.24933333333,11.9789333333,40.1706666667,3.75266666667,8.17353333333,3.3822,5.168
421.87,29.9419333333,7.66746666667,13.7088666667,6.42,2.2156,5.26306666667,11.9888,40.2529333333,3.767,8.1898,3.3926,5.18
422.23,29.9621333333,7.69006666666,13.7611333334,6.435,2.22586666666,5.2692,12.0003333333,40.3214666666,3.77673333333,8.2034,3.40886666666,5.18213333333
422.58,29.9858,7.70853333333,13.805,6.4544,2.24233333333,5.28093333333,12.0067333333,40.4036666667,3.78426666667,8.21566666667,3.4324,5.19666666667
422.94,29.9612666667,7.70646666667,13.8224666667,6.44566666667,2.23853333333,5.2856,11.9923333333,40.4296,3.78826666667,8.2158,3.43686666667,5.19726666667
423.30,29.9528,7.71013333333,13.8468,6.45413333333,2.24233333333,5.292,11.9914,40.4852666667,3.78686666667,8.2212,3.44613333333,5.19846666667
423.66,29.9646666667,7.7278,13.8871333333,6.46373333333,2.254,5.306,11.9887333333,40.5644,3.80693333333,8.23826666666,3.45833333333,5.21126666667
424.01,29.9719333333,7.7312,13.908,6.46313333333,2.24306666667,5.3024,11.9898,40.6374,3.8008,8.23873333333,3.4382,5.20166666667
424.37,29.9639333333,7.73393333333,13.9316666667,6.4562,2.23846666667,5.3112,11.9889333333,40.6837333333,3.80706666667,8.2488,3.44446666667,5.21086666667
424.73,29.9802,7.75,13.9616666667,6.4556,2.23773333333,5.3072,11.9873333333,40.7692,3.8098,8.25466666667,3.45353333333,5.21213333333
425.08,30.0104666667,7.7874,14.0238666667,6.48593333333,2.2758,5.34113333333,12.0216666667,40.8349333333,3.8408,8.28466666667,3.4926,5.2444
425.44,29.9968,7.79173333333,14.0516666667,6.492,2.28646666667,5.3546,12.0362,40.8877333333,3.85446666667,8.295,3.5044,5.25353333333
425.80,29.9814666667,7.79886666667,14.0718,6.50013333333,2.2938,5.345,12.0291333333,40.9215333334,3.85053333333,8.30066666667,3.51486666667,5.25393333333
426.16,29.9848666667,7.80133333333,14.0996,6.50766666667,2.28933333333,5.35433333333,12.0206666667,40.9923333333,3.85066666667,8.2988,3.51806666667,5.26733333333
426.51,29.9728,7.7832,14.1045333333,6.4944,2.2802,5.345,12.0090666666,41.0265333333,3.84773333333,8.29906666667,3.51253333333,5.2578
426.87,29.9842,7.8102,14.1484,6.5186,2.2986,5.36486666667,12.0318,41.1268666667,3.85913333333,8.33146666667,3.53693333333,5.2726
427.23,29.9839333333,7.82706666667,14.1827333334,6.52153333333,2.30633333333,5.36773333333,12.0330666667,41.2022,3.86373333333,8.33613333333,3.53193333333,5.27933333333
427.58,29.951,7.83313333333,14.2106666667,6.524,2.3164,5.372,12.0448,41.2452,3.87493333333,8.34473333333,3.5442,5.279
427.94,29.9390666667,7.8566,14.2542666667,6.54326666667,2.34553333333,5.39573333333,12.0617333334,41.2936666667,3.9052,8.37006666667,3.59086666667,5.29773333333
