wavelength,Back_RamCosm,Belly_RamCosm,Breast_RamCosm,Crissum_RamCosm,Crown_RamCosm,DorTail_RamCosm,Rump_RamCosm,Throat_RamCosm,WingTip_RamCosm
344.89,2.03156666667,2.09926666667,1.7241,2.4922,1.39053333333,1.86846666667,3.29446666667,1.33313333333,1.5462
345.25,2.0433,2.11226666667,1.76463333333,2.52353333333,1.45266666667,1.8882,3.31886666667,1.37033333333,1.55933333333
345.62,2.0361,2.07653333333,1.79306666667,2.5846,1.4224,1.87306666667,3.3138,1.4146,1.56946666667
345.99,2.071,2.0604,1.78803333333,2.6124,1.43393333333,1.85433333333,3.27793333333,1.44353333333,1.56046666667
346.35,2.00616666667,1.9516,1.67373333333,2.57366666667,1.3832,1.7972,3.19066666667,1.4118,1.50553333333
346.72,2.02396666667,1.9506,1.72346666667,2.59086666667,1.40473333333,1.78706666667,3.1736,1.40373333333,1.5556
347.08,2.1344,2.061,1.85906666667,2.7398,1.53613333333,1.90006666667,3.2646,1.4986,1.6988
347.45,2.23493333333,2.16966666667,1.9732,2.8748,1.64766666667,1.98386666667,3.3608,1.6284,1.82013333333
347.81,2.35003333333,2.30046666667,2.10203333333,3.01566666667,1.8482,2.11473333333,3.5012,1.8036,1.96233333333
348.18,2.49353333333,2.40406666667,2.23416666667,3.13993333333,2.08013333333,2.27353333333,3.69306666667,1.9524,2.1344
348.54,2.599,2.55653333333,2.33656666667,3.22993333333,2.20226666667,2.4048,3.78573333333,2.10593333333,2.26806666667
348.91,2.5613,2.60266666667,2.34726666667,3.29006666667,2.23346666667,2.38013333333,3.75593333333,2.13666666667,2.23266666667
349.27,2.52403333333,2.62733333333,2.2906,3.3102,2.22046666667,2.37113333333,3.717,2.07053333333,2.23693333333
349.64,2.383,2.50066666667,2.12466666667,3.13546666666,2.10113333333,2.23493333333,3.56346666667,1.9276,2.0944
350.00,2.36093333333,2.46333333333,2.15043333333,3.0706,2.09173333333,2.2378,3.57193333333,1.9058,2.11666666667
350.37,2.53406666667,2.66013333333,2.3736,3.21273333333,2.25,2.413,3.78,2.05426666667,2.3298
350.73,2.6003,2.76693333333,2.4494,3.3126,2.34093333333,2.49986666667,3.8516,2.1514,2.3758
351.10,2.53683333333,2.71266666667,2.37436666667,3.20226666667,2.2938,2.39166666667,3.76506666667,2.05453333333,2.27873333333
351.46,2.5575,2.69553333333,2.42263333333,3.126,2.27606666666,2.37746666666,3.78013333333,2.02906666667,2.28273333333
351.83,2.595,2.66146666667,2.41806666667,3.0602,2.2236,2.3518,3.753,1.97306666667,2.24366666667
352.19,2.4499,2.5046,2.27723333333,2.86453333333,2.00053333333,2.16553333333,3.57073333333,1.75106666667,2.01886666667
352.55,2.31603333333,2.3304,2.13076666667,2.73013333333,1.8496,1.98673333333,3.41153333333,1.57993333333,1.852
352.92,2.263,2.2356,2.0528,2.6602,1.771,1.97873333333,3.3676,1.51153333333,1.7996
353.28,2.28333333333,2.19366666667,2.09356666667,2.62933333333,1.74426666667,1.9828,3.35346666667,1.5204,1.8098
353.65,2.43533333333,2.3306,2.22536666667,2.75046666667,1.83746666667,2.0972,3.45246666667,1.61426666667,1.92346666667
354.01,2.4134,2.35333333333,2.18566666667,2.73886666667,1.79733333333,2.1014,3.40093333333,1.5932,1.89946666667
354.38,2.33836666667,2.2384,2.07583333333,2.66193333333,1.7206,2.0218,3.25553333333,1.51473333333,1.77553333333
354.74,2.3712,2.22266666667,2.10616666667,2.6594,1.73366666667,2.03826666666,3.27533333333,1.52026666667,1.796
355.11,2.4098,2.3174,2.18433333333,2.74086666667,1.8104,2.1212,3.36273333333,1.609,1.9028
355.47,2.46746666667,2.40073333333,2.19156666667,2.83213333333,1.88153333333,2.19506666667,3.374,1.66193333333,1.93126666667
355.83,2.3695,2.34073333333,2.13003333333,2.75566666667,1.7968,2.1128,3.28806666667,1.5598,1.89053333333
356.20,2.40446666667,2.4104,2.20673333333,2.852,1.85786666667,2.19413333333,3.34,1.63246666667,1.9828
356.56,2.52753333333,2.5482,2.38946666667,3.02146666667,2.02693333333,2.39266666667,3.49106666667,1.77826666667,2.16186666667
356.93,2.61263333333,2.61906666667,2.46586666667,3.0472,2.11846666667,2.42506666667,3.52066666667,1.85613333334,2.2578
357.29,2.63326666667,2.6674,2.4707,3.0212,2.14513333333,2.44213333334,3.53893333334,1.8916,2.28553333333
357.66,2.6362,2.69186666667,2.48923333333,3.0208,2.167,2.439,3.54093333333,1.91306666666,2.28493333333
358.02,2.75623333333,2.80793333333,2.59583333333,3.12273333333,2.30106666667,2.52113333333,3.63486666667,1.9986,2.3696
358.38,2.77646666667,2.87506666667,2.65063333333,3.16853333333,2.36226666667,2.553,3.68313333333,2.02846666667,2.4352
358.75,2.78423333333,2.8788,2.64683333333,3.1498,2.34626666667,2.54313333333,3.6566,2.0372,2.46026666667
359.11,2.84213333333,2.90633333333,2.67493333333,3.1846,2.34533333333,2.56626666667,3.61946666667,2.10873333334,2.47166666667
359.48,2.8289,2.88766666667,2.64063333333,3.1484,2.3078,2.51186666666,3.56626666667,2.08713333333,2.44206666667
359.84,2.86196666667,2.92486666667,2.67826666667,3.20906666666,2.35426666667,2.5682,3.5706,2.13793333333,2.46353333333
360.20,2.88626666667,2.9638,2.71336666667,3.22133333333,2.36566666667,2.58733333334,3.55786666667,2.16393333333,2.49413333333
360.57,2.8729,2.94053333333,2.6301,3.17833333333,2.31653333333,2.51393333333,3.50386666666,2.10993333333,2.4328
360.93,2.81446666667,2.8798,2.56526666667,3.13953333333,2.25173333333,2.47166666667,3.43866666667,2.05106666667,2.3626
361.29,2.8035,2.854,2.53086666667,3.17166666667,2.23806666667,2.44353333333,3.4116,2.0382,2.3374
361.66,2.7973,2.81473333333,2.54756666667,3.17766666667,2.22173333333,2.458,3.3896,2.04013333333,2.3588
362.02,2.75863333334,2.76986666667,2.4897,3.1378,2.17986666667,2.43233333333,3.3358,2.01146666667,2.32766666667
362.39,2.74333333333,2.73806666667,2.45013333333,3.07306666667,2.12206666667,2.39246666667,3.2732,1.9588,2.26473333333
362.75,2.77666666667,2.78946666667,2.49616666667,3.11846666667,2.187,2.44333333333,3.31453333333,1.98646666667,2.28866666667
363.11,2.8092,2.8278,2.5274,3.14593333333,2.22773333333,2.48866666667,3.3822,1.99,2.3312
363.48,2.68136666667,2.72373333333,2.4401,3.03526666667,2.13293333333,2.40573333333,3.2994,1.8858,2.23586666667
363.84,2.6006,2.64106666667,2.34126666667,2.92066666667,2.0458,2.31726666667,3.2054,1.82106666667,2.1492
364.20,2.51253333333,2.52526666667,2.21066666667,2.78446666666,1.94293333333,2.22093333333,3.09806666666,1.73106666667,2.043
364.57,2.41896666667,2.42526666667,2.11996666667,2.67346666667,1.8404,2.13686666667,2.9788,1.64146666667,1.96106666666
364.93,2.3584,2.3734,2.05356666667,2.58953333333,1.76786666667,2.0398,2.90426666667,1.55826666667,1.9088
365.29,2.27166666667,2.32026666667,2.0195,2.50093333333,1.70613333333,1.97173333333,2.8644,1.50013333333,1.85106666667
365.66,2.13416666667,2.24966666667,1.88803333333,2.37733333334,1.64326666667,1.85266666667,2.76013333333,1.38893333333,1.73686666667
366.02,2.0142,2.17306666667,1.8092,2.28686666667,1.55453333333,1.72953333333,2.65826666667,1.29086666667,1.6366
366.38,1.97066666667,2.13906666667,1.8004,2.2978,1.559,1.70386666667,2.6546,1.27433333333,1.62886666667
366.75,1.8589,2.04126666667,1.69936666667,2.186,1.46106666667,1.5862,2.52746666666,1.1752,1.52286666667
367.11,1.6627,1.8346,1.51583333333,1.98653333333,1.2956,1.37613333333,2.33913333333,1.008,1.30606666667
367.47,1.63373333333,1.8014,1.4751,1.96886666667,1.27633333333,1.3294,2.30186666667,1.00906666667,1.29806666667
367.84,1.689,1.85646666667,1.5497,2.04293333333,1.3166,1.36113333333,2.36066666667,1.05493333333,1.35113333333
368.20,1.75366666667,1.94926666667,1.67906666667,2.15233333333,1.42986666667,1.45286666667,2.48093333333,1.1488,1.4606
368.56,1.80443333333,2.02953333334,1.7809,2.21513333333,1.49346666667,1.49766666667,2.54573333333,1.2432,1.53413333333
368.93,1.8227,2.062,1.8246,2.23666666667,1.5292,1.53626666667,2.5784,1.29613333333,1.57513333333
369.29,1.9265,2.14433333333,1.9289,2.3558,1.61413333333,1.6386,2.65826666667,1.3892,1.6666
369.65,2.07053333333,2.24546666667,2.0396,2.48166666667,1.70213333333,1.72286666667,2.77373333333,1.511,1.76526666667
370.01,2.1417,2.2806,2.0718,2.54173333333,1.74393333334,1.7838,2.82013333333,1.57873333333,1.81213333333
370.38,2.18173333333,2.32846666667,2.0898,2.5848,1.7936,1.8326,2.8442,1.63513333333,1.844
370.74,2.14653333333,2.3076,2.06166666667,2.56566666667,1.76173333333,1.81433333333,2.8234,1.61126666667,1.8144
371.10,2.25716666667,2.42293333333,2.1739,2.6828,1.85113333333,1.928,2.93293333334,1.71373333333,1.9202
371.46,2.38183333333,2.525,2.27573333333,2.75826666667,1.95386666667,2.06726666667,3.03666666667,1.79213333333,2.0074
371.83,2.3415,2.5026,2.2224,2.71753333333,1.9518,2.02786666667,2.9956,1.76773333334,1.98193333333
372.19,2.24563333333,2.43493333333,2.10216666667,2.6418,1.84806666667,1.91373333333,2.86893333333,1.65013333333,1.85746666667
372.55,2.23863333333,2.4444,2.0782,2.6126,1.869,1.92013333333,2.8514,1.62373333333,1.82073333333
372.92,2.23746666667,2.44066666667,2.06446666667,2.63453333333,1.89153333333,1.9024,2.8306,1.62453333333,1.79033333333
373.28,2.17763333334,2.39746666667,1.99483333333,2.5646,1.85973333333,1.84826666667,2.77213333333,1.5922,1.7424
373.64,2.14016666667,2.3932,1.9812,2.551,1.86386666667,1.8534,2.75633333333,1.61113333333,1.7422
374.00,2.12133333333,2.3706,1.98053333333,2.56046666666,1.8896,1.8454,2.76273333333,1.60426666667,1.74113333333
374.37,2.16676666667,2.43733333333,2.01883333333,2.6022,1.92673333333,1.8832,2.8078,1.64733333333,1.77413333333
374.73,2.24646666667,2.50086666667,2.07743333333,2.7014,1.99946666667,1.9454,2.86506666667,1.73586666667,1.84906666667
375.09,2.20663333333,2.47866666667,2.0687,2.68726666667,1.9922,1.94153333333,2.81586666667,1.69873333333,1.83326666667
375.45,2.2207,2.5156,2.0881,2.7466,2.02233333333,1.96593333333,2.8196,1.71466666667,1.8528
375.81,2.27833333333,2.5784,2.14016666667,2.8146,2.0904,2.01526666667,2.86546666667,1.77373333333,1.90386666667
376.18,2.39223333333,2.66233333333,2.2286,2.93886666666,2.208,2.12553333333,2.94573333333,1.90773333333,2.00773333333
376.54,2.42763333333,2.67166666667,2.26136666667,3.00186666667,2.2312,2.13173333333,2.9562,1.96686666667,2.0556
376.90,2.53703333333,2.74906666667,2.34803333333,3.07953333333,2.30173333333,2.21193333333,3.01213333333,2.04506666667,2.12926666666
377.26,2.66006666667,2.84426666667,2.44066666667,3.18293333333,2.39333333333,2.28026666667,3.08473333333,2.12886666666,2.20333333333
377.63,2.6368,2.80753333333,2.4388,3.16093333333,2.3506,2.23386666667,3.03806666667,2.0752,2.166
377.99,2.67673333333,2.85173333333,2.47543333333,3.1932,2.3636,2.25253333333,3.0344,2.1066,2.21306666667
378.35,2.6547,2.7968,2.45973333333,3.17346666666,2.33293333333,2.2376,2.99733333333,2.0824,2.20446666667
378.71,2.616,2.7478,2.41226666667,3.11266666667,2.2894,2.20706666667,2.9486,2.01586666667,2.14006666667
379.07,2.6184,2.7062,2.34943333333,3.1156,2.27806666667,2.18686666667,2.9338,2.02673333333,2.11826666667
379.44,2.59956666667,2.67153333333,2.32133333333,3.09653333333,2.25113333333,2.14213333333,2.9028,2.0218,2.1054
379.80,2.65453333333,2.69646666667,2.37366666667,3.15213333333,2.2846,2.20393333333,2.95286666667,2.0794,2.15553333334
380.16,2.6508,2.67713333333,2.3737,3.1512,2.2606,2.1812,2.9454,2.05473333333,2.1314
380.52,2.67973333333,2.69166666667,2.4,3.20393333333,2.2876,2.21593333333,2.9742,2.05533333333,2.15213333333
380.88,2.67956666667,2.715,2.41646666667,3.24606666667,2.3106,2.2554,2.9826,2.07686666667,2.19173333333
381.24,2.60563333333,2.657,2.3803,3.205,2.26133333333,2.219,2.89753333333,2.00526666667,2.12413333333
381.61,2.65966666667,2.7112,2.39546666667,3.25873333333,2.29106666667,2.265,2.92713333333,2.03453333333,2.1658
381.97,2.63006666667,2.66086666667,2.36293333333,3.21653333333,2.2482,2.21406666667,2.88686666667,2.00226666667,2.11373333333
382.33,2.65906666667,2.71186666667,2.39963333333,3.25353333333,2.28373333333,2.23346666667,2.90373333333,2.04386666667,2.13146666667
382.69,2.69106666667,2.76673333333,2.45086666667,3.3136,2.34113333333,2.26013333333,2.93966666666,2.10533333333,2.17326666667
383.05,2.72626666667,2.83606666667,2.5107,3.33506666667,2.38053333333,2.30386666667,2.9528,2.12513333333,2.2018
383.41,2.71843333333,2.84373333334,2.5105,3.33226666667,2.39146666667,2.3136,2.9504,2.10266666667,2.17113333333
383.77,2.65573333333,2.7964,2.45646666667,3.27906666667,2.33933333333,2.2478,2.88926666667,2.0278,2.09433333333
384.14,2.56896666667,2.73006666667,2.3932,3.20013333333,2.2588,2.1872,2.8064,1.96453333333,2.02013333333
384.50,2.5231,2.68646666667,2.3349,3.14013333333,2.19266666667,2.128,2.75113333333,1.9146,1.96166666667
384.86,2.46773333333,2.61153333333,2.27923333333,3.07993333333,2.13553333333,2.06246666667,2.70506666667,1.8734,1.89193333333
385.22,2.47536666667,2.626,2.29113333333,3.10386666667,2.13546666667,2.08926666667,2.75473333333,1.89113333333,1.92506666667
385.58,2.46846666667,2.6198,2.29106666667,3.0816,2.14086666667,2.10813333333,2.753,1.90913333333,1.91186666667
385.94,2.48536666667,2.6686,2.32826666667,3.12633333333,2.184,2.15153333333,2.7968,1.9504,1.9306
386.30,2.45836666667,2.63346666667,2.29346666667,3.10406666667,2.15926666667,2.12006666667,2.78293333333,1.91346666667,1.89253333333
386.66,2.4654,2.62753333334,2.29016666667,3.10386666667,2.1422,2.13213333333,2.7906,1.91633333333,1.89293333333
387.03,2.482,2.64706666667,2.32313333333,3.1344,2.15966666667,2.15406666667,2.81733333333,1.94033333333,1.92513333333
387.39,2.5354,2.68653333333,2.37896666667,3.19393333333,2.2098,2.2014,2.883,2.0238,1.99246666667
387.75,2.58023333333,2.735,2.42263333333,3.25066666667,2.23753333333,2.23866666667,2.91666666667,2.0666,2.03153333333
388.11,2.64436666667,2.77193333333,2.47213333333,3.28833333333,2.29513333333,2.29326666667,2.96406666667,2.13,2.08253333333
388.47,2.69706666666,2.8446,2.53216666667,3.34586666667,2.35766666667,2.3658,3.03313333333,2.21486666667,2.13846666667
388.83,2.69856666666,2.8552,2.5194,3.32313333333,2.3448,2.369,3.02893333333,2.20126666667,2.13253333334
389.19,2.695,2.85393333333,2.4868,3.3088,2.32413333333,2.35153333333,2.99886666667,2.19613333333,2.10926666667
389.55,2.71486666667,2.8638,2.51213333333,3.35033333333,2.33766666667,2.34966666667,3.00346666666,2.2026,2.11046666667
389.91,2.76846666667,2.894,2.54696666667,3.37126666667,2.36673333333,2.40426666667,3.017,2.22586666667,2.1488
390.27,2.82833333333,2.94926666666,2.59896666667,3.42386666667,2.40706666667,2.4666,3.0538,2.2838,2.21626666667
390.63,2.83096666667,2.96313333333,2.59186666667,3.4274,2.4094,2.47926666667,3.05526666667,2.28706666667,2.23386666666
391.00,2.82486666667,2.96446666667,2.5795,3.42106666667,2.38606666666,2.46126666667,3.05273333333,2.2742,2.2218
391.36,2.7652,2.9222,2.5188,3.35846666667,2.32086666667,2.4032,2.98546666667,2.21006666667,2.15093333333
391.72,2.72696666667,2.86506666667,2.48936666667,3.31646666667,2.29546666667,2.3914,2.9576,2.18086666667,2.1126
392.08,2.71176666667,2.84566666667,2.4676,3.31293333334,2.27033333333,2.3578,2.94213333333,2.14353333333,2.086
392.44,2.64403333333,2.762,2.41353333333,3.24106666667,2.21126666667,2.31,2.89293333333,2.0726,2.00193333333
392.80,2.64983333333,2.76546666667,2.42076666667,3.2688,2.2254,2.3238,2.91926666667,2.06886666667,2.00786666667
393.16,2.67913333333,2.77366666667,2.43783333333,3.282,2.25613333333,2.35306666667,2.93133333333,2.08146666667,2.02673333333
393.52,2.67433333333,2.76213333334,2.4263,3.26046666667,2.23526666667,2.3648,2.93526666667,2.07653333333,2.02246666667
393.88,2.6003,2.687,2.35026666667,3.1874,2.14806666667,2.29233333333,2.87866666667,2.00533333333,1.94846666667
394.24,2.5419,2.63206666667,2.3125,3.13393333333,2.0924,2.24353333333,2.82726666667,1.95266666667,1.8936
394.60,2.50353333333,2.59126666667,2.27813333333,3.08033333333,2.05526666667,2.18586666667,2.78166666667,1.9028,1.8368
394.96,2.4993,2.57633333333,2.27346666667,3.07506666667,2.06293333333,2.18866666667,2.78566666667,1.91333333333,1.8236
395.32,2.51973333333,2.5724,2.28866666667,3.08793333333,2.04686666667,2.19953333333,2.7874,1.89913333333,1.81986666667
395.68,2.5088,2.55873333333,2.28466666667,3.07593333333,2.0144,2.17393333333,2.78526666667,1.88606666667,1.8174
396.04,2.50256666667,2.55433333333,2.2791,3.06473333334,2.0114,2.1828,2.7736,1.8842,1.8148
396.40,2.4655,2.52406666667,2.24066666667,3.02833333334,1.962,2.13826666667,2.71166666667,1.84133333333,1.80093333333
396.76,2.46506666667,2.52706666667,2.24953333333,3.02346666667,1.95986666666,2.14933333334,2.6842,1.85333333333,1.79086666667
397.12,2.49083333333,2.55753333334,2.30016666667,3.0786,2.0132,2.18826666667,2.7282,1.89366666667,1.82273333333
397.48,2.491,2.56666666667,2.2962,3.091,2.02893333333,2.1734,2.7148,1.88473333333,1.842
397.84,2.51613333333,2.60093333333,2.32436666667,3.13846666667,2.078,2.2072,2.74513333333,1.91413333333,1.87766666667
398.20,2.4943,2.5888,2.28766666667,3.10073333333,2.06353333333,2.18386666667,2.72086666667,1.88626666667,1.83986666667
398.56,2.5321,2.617,2.3147,3.14186666667,2.1002,2.2304,2.74633333333,1.9244,1.85933333333
398.92,2.47153333333,2.55086666667,2.2378,3.07953333333,2.03613333333,2.14726666667,2.67313333333,1.84606666667,1.79553333333
399.28,2.42013333333,2.5088,2.19823333333,3.03233333333,2.01553333333,2.08253333334,2.6298,1.8116,1.75553333333
399.64,2.44163333333,2.53966666667,2.21073333333,3.0464,2.05386666667,2.1006,2.62046666667,1.81813333333,1.76933333333
400.00,2.40323333333,2.52986666667,2.199,3.01586666667,2.04406666666,2.07833333333,2.6028,1.7822,1.73553333333
400.36,2.43323333334,2.5528,2.21626666667,3.03853333333,2.07533333333,2.09626666667,2.61566666667,1.7908,1.74053333333
400.72,2.422,2.533,2.1846,3.01073333333,2.0388,2.05066666667,2.58993333333,1.7688,1.73033333333
401.08,2.33766666667,2.45566666667,2.08196666667,2.8998,1.9196,1.94066666667,2.46766666667,1.67693333334,1.64706666667
401.44,2.3258,2.44146666667,2.0922,2.86973333333,1.89233333333,1.92966666667,2.44686666667,1.67853333333,1.62173333333
401.80,2.30306666667,2.42206666667,2.07933333333,2.837,1.8674,1.90726666667,2.4054,1.65386666667,1.59646666667
402.16,2.33963333333,2.43093333333,2.10536666667,2.871,1.8914,1.9354,2.4258,1.68713333333,1.63833333333
402.52,2.32533333333,2.43113333333,2.11863333333,2.8594,1.86713333333,1.9134,2.413,1.6768,1.6404
402.88,2.36173333333,2.46753333333,2.16606666667,2.89393333333,1.88513333333,1.962,2.43626666667,1.7124,1.6748
403.24,2.40373333333,2.4952,2.1966,2.92926666667,1.906,2.02373333333,2.46026666667,1.7414,1.7096
403.60,2.3794,2.4622,2.16866666667,2.88353333333,1.87606666667,1.99466666667,2.4308,1.7146,1.686
403.95,2.39766666667,2.46786666667,2.1566,2.8796,1.87333333333,1.98993333334,2.41893333333,1.71793333333,1.69573333333
404.31,2.38296666667,2.45,2.14873333333,2.85973333333,1.86986666666,1.97453333334,2.40093333333,1.71373333333,1.70066666667
404.67,2.39193333333,2.457,2.1788,2.8746,1.88786666667,1.99293333333,2.4112,1.7248,1.71046666667
405.03,2.3867,2.44613333333,2.19223333333,2.86813333333,1.89186666667,1.99846666667,2.42533333333,1.7212,1.70433333333
405.39,2.34833333333,2.42166666667,2.1486,2.84933333333,1.88186666666,1.9632,2.39433333333,1.68026666667,1.67853333333
405.75,2.38203333333,2.434,2.163,2.85953333333,1.90593333333,1.97526666667,2.419,1.68953333333,1.70093333333
406.11,2.3623,2.4164,2.14446666667,2.83493333333,1.88126666667,1.9572,2.39346666667,1.6486,1.6696
406.47,2.3045,2.3534,2.0934,2.79113333333,1.83873333333,1.91453333333,2.3434,1.58753333333,1.6186
406.83,2.27673333333,2.33513333333,2.0746,2.76233333333,1.81353333333,1.8884,2.30706666667,1.5472,1.5976
407.19,2.23236666667,2.309,2.05913333333,2.73086666667,1.79986666667,1.85406666667,2.28293333333,1.538,1.59726666667
407.55,2.24046666667,2.32453333334,2.07163333334,2.74706666667,1.80566666667,1.867,2.3008,1.54893333333,1.60973333333
407.90,2.2614,2.34526666667,2.11916666667,2.79106666667,1.84126666667,1.90646666667,2.3454,1.58893333333,1.66066666666
408.26,2.29273333333,2.37946666667,2.14966666667,2.8314,1.87213333333,1.94646666667,2.3904,1.62366666667,1.6838
408.62,2.2618,2.3506,2.11536666667,2.8064,1.84673333333,1.92106666667,2.3654,1.59486666667,1.64606666666
408.98,2.2687,2.3678,2.1186,2.81806666667,1.85713333333,1.93326666667,2.37466666667,1.60306666667,1.65466666667
409.34,2.2821,2.37353333333,2.1212,2.8102,1.85006666667,1.96293333333,2.38113333333,1.61826666667,1.6568
409.70,2.22883333334,2.33653333333,2.0827,2.7616,1.80086666667,1.93106666667,2.35493333334,1.597,1.62073333333
410.06,2.19813333333,2.30906666667,2.05876666667,2.73013333333,1.7828,1.8988,2.32273333333,1.573,1.59613333333
410.42,2.23106666667,2.32826666667,2.06696666667,2.75366666666,1.81453333333,1.9206,2.34033333333,1.60686666667,1.61846666667
410.77,2.1837,2.27706666667,2.0125,2.7022,1.78066666667,1.86753333334,2.3042,1.56273333333,1.57146666667
411.13,2.17673333333,2.25546666667,1.9818,2.68206666667,1.7508,1.85193333333,2.288,1.52166666667,1.53233333334
411.49,2.14346666667,2.23013333333,1.94096666667,2.659,1.71733333333,1.826,2.25686666667,1.49433333333,1.5002
411.85,2.1016,2.178,1.87826666667,2.60306666667,1.6682,1.77786666667,2.21326666667,1.4436,1.43126666667
412.21,2.08836666667,2.14853333333,1.86,2.5736,1.64453333333,1.75753333333,2.189,1.42973333333,1.41013333333
412.57,2.0811,2.146,1.85,2.5644,1.64393333333,1.74906666667,2.19113333333,1.426,1.40706666667
412.92,2.0563,2.10393333333,1.8131,2.5262,1.6076,1.7092,2.16093333333,1.39373333333,1.37313333333
413.28,2.02853333333,2.07353333333,1.79443333333,2.50593333334,1.6002,1.6752,2.1476,1.3722,1.35766666667
413.64,2.02696666667,2.07666666667,1.7946,2.52673333333,1.60806666667,1.66753333333,2.14193333333,1.37486666667,1.34526666667
414.00,2.049,2.10746666667,1.82706666667,2.57453333333,1.63613333333,1.6936,2.18026666667,1.42273333333,1.37106666667
414.36,2.06773333333,2.1328,1.85723333333,2.59533333333,1.64806666667,1.7186,2.2076,1.4402,1.38593333334
414.72,2.15536666667,2.21413333333,1.94103333333,2.68886666667,1.72573333333,1.80546666667,2.28206666667,1.5264,1.45793333333
415.07,2.2059,2.2768,1.9855,2.739,1.7884,1.86006666667,2.337,1.58453333333,1.519
415.43,2.2237,2.2892,2.013,2.758,1.8182,1.8902,2.36086666667,1.59373333334,1.53926666667
415.79,2.2416,2.32346666667,2.04016666667,2.7846,1.84313333333,1.922,2.39086666667,1.6212,1.5792
416.15,2.2428,2.3554,2.05913333333,2.80926666667,1.8654,1.94693333333,2.42073333333,1.62513333333,1.6046
416.51,2.26803333333,2.3746,2.0856,2.837,1.8888,1.97373333334,2.4392,1.64566666667,1.63433333333
416.86,2.30023333333,2.43166666667,2.1282,2.89126666667,1.94293333333,2.02646666667,2.4854,1.68266666667,1.68486666667
417.22,2.32306666667,2.45886666667,2.1579,2.911,1.96666666667,2.04746666667,2.50306666667,1.71053333333,1.70026666667
417.58,2.34833333333,2.48093333334,2.18453333333,2.94306666667,1.99993333333,2.07533333333,2.5324,1.73253333333,1.738
417.94,2.34596666667,2.47873333333,2.1833,2.939,1.99953333333,2.0754,2.53626666667,1.72766666667,1.7414
418.29,2.36856666667,2.50286666667,2.21006666667,2.95666666667,2.02933333333,2.09233333333,2.5584,1.75206666667,1.77006666667
418.65,2.37013333333,2.49953333333,2.20366666667,2.95746666667,2.0352,2.095,2.56186666667,1.7566,1.77826666667
419.01,2.3847,2.50706666667,2.21566666667,2.98386666667,2.0452,2.10186666667,2.56673333333,1.77513333333,1.78126666667
419.37,2.4057,2.531,2.23873333333,3.00726666667,2.07033333333,2.11693333333,2.5882,1.8054,1.80106666667
419.73,2.4358,2.5576,2.2666,3.03833333333,2.1014,2.1348,2.60626666667,1.83386666667,1.821
420.08,2.46796666667,2.57533333333,2.2855,3.05873333334,2.1148,2.14933333333,2.61293333333,1.85773333333,1.834
420.44,2.4921,2.59573333333,2.30403333333,3.0766,2.13433333333,2.1692,2.63566666667,1.8758,1.85166666667
420.80,2.5156,2.61066666667,2.3227,3.09073333333,2.14673333333,2.18173333333,2.65066666667,1.9006,1.86693333333
421.16,2.54186666667,2.62533333333,2.33483333333,3.11326666667,2.16393333333,2.20106666667,2.6678,1.91166666667,1.89266666667
421.51,2.5294,2.61093333333,2.32066666667,3.09386666667,2.14673333333,2.19086666667,2.64933333333,1.89553333333,1.86886666667
421.87,2.55243333333,2.624,2.33293333333,3.1082,2.15966666667,2.21266666667,2.66366666666,1.91973333333,1.8874
422.23,2.5371,2.60666666666,2.31746666667,3.09673333333,2.14253333333,2.19513333333,2.6436,1.9056,1.8624
422.58,2.53023333333,2.60633333333,2.3209,3.09173333333,2.13813333333,2.189,2.63306666667,1.9096,1.85713333333
422.94,2.5082,2.592,2.31263333333,3.0698,2.12626666667,2.1744,2.61186666667,1.8886,1.8438
423.30,2.50123333333,2.586,2.29893333333,3.06086666667,2.1152,2.16766666667,2.59373333333,1.87706666667,1.8302
423.66,2.5057,2.59293333333,2.30906666667,3.061,2.11953333333,2.1734,2.59926666667,1.88213333333,1.83493333334
424.01,2.50083333333,2.5926,2.3101,3.06293333333,2.1278,2.17446666666,2.60293333333,1.88173333333,1.83686666666
424.37,2.49886666667,2.59913333333,2.31446666667,3.068,2.1316,2.17446666667,2.5984,1.88433333333,1.83613333333
424.73,2.4765,2.57266666667,2.2974,3.04413333333,2.12266666667,2.15873333333,2.57613333333,1.8662,1.81186666667
425.08,2.46376666667,2.56486666667,2.2971,3.03566666667,2.12206666667,2.15266666667,2.56913333333,1.86646666667,1.8
425.44,2.4674,2.57426666667,2.3132,3.049,2.144,2.15886666667,2.57773333333,1.87866666667,1.81586666667
425.80,2.4509,2.56646666667,2.30713333333,3.0384,2.14526666667,2.14293333333,2.55953333333,1.86466666667,1.79933333333
426.16,2.45663333333,2.576,2.31676666667,3.04433333333,2.16166666666,2.16426666667,2.565,1.8794,1.8132
426.51,2.44443333333,2.56093333333,2.31446666667,3.03446666667,2.1546,2.1564,2.55566666667,1.8656,1.8004
426.87,2.4578,2.5744,2.3232,3.0384,2.1704,2.1708,2.56753333333,1.88366666667,1.81173333333
427.23,2.4637,2.57766666667,2.3356,3.0464,2.18166666667,2.17913333333,2.57473333333,1.9018,1.8204
427.58,2.4497,2.5662,2.32466666667,3.04666666666,2.18566666667,2.17133333334,2.5558,1.89926666666,1.803
