wavelength,Back_PinInom,Belly_PinInom,Breast_PinInom,Crissum_PinInom,Crown_PinInom,DorTail_PinInom,Patch10_PinInom,Rump_PinInom,Throat_PinInom,WingTip_PinInom
547.24,6.0066,5.61793333333,5.65406666667,12.6752,4.98706666667,7.6747,5.76646666667,5.7559,6.27726666667,8.19026666667
547.58,6.03206666667,5.64113333333,5.65873333333,12.6726666667,4.9868,7.69456666667,5.76753333333,5.78769333333,6.28293333333,8.2176
547.92,6.0988,5.6854,5.7352,12.7472,5.0646,7.75603333333,5.83406666666,5.85525333333,6.36926666667,8.30186666667
548.27,6.071,5.66646666667,5.7122,12.7402,5.04253333333,7.75196666667,5.78686666667,5.83643333333,6.355,8.28626666667
548.61,6.07886666667,5.6542,5.6904,12.743,5.05473333333,7.73046666667,5.77646666666,5.83375333333,6.34153333333,8.30746666667
548.95,6.0194,5.612,5.6512,12.715,5.0122,7.66863333333,5.7028,5.79168,6.29713333333,8.2636
549.29,5.98546666667,5.598,5.64853333333,12.7304,5.0114,7.66156666667,5.6716,5.78367333333,6.27673333333,8.24086666667
549.64,5.9814,5.61993333333,5.69193333333,12.7531333333,5.04326666667,7.65606666667,5.65933333333,5.80551333333,6.30406666667,8.27186666667
549.98,6.0338,5.67033333333,5.7572,12.7892,5.0954,7.67893333333,5.71113333333,5.84508666667,6.35453333333,8.31446666667
550.32,6.06526666667,5.73626666666,5.8172,12.8274666667,5.1482,7.72866666667,5.75813333333,5.88285333333,6.404,8.3694
550.66,6.06673333333,5.7592,5.8492,12.8518666667,5.1788,7.7374,5.78706666667,5.88936,6.4266,8.392
551.01,6.04866666667,5.7634,5.83826666667,12.8780666667,5.19753333333,7.75293333333,5.7546,5.89611333333,6.4258,8.39726666667
551.35,5.9968,5.7134,5.81,12.8497333333,5.1778,7.7233,5.73673333333,5.83466666667,6.376,8.36153333333
551.69,5.93373333333,5.65926666667,5.7302,12.7662666667,5.09473333333,7.66796666667,5.67026666667,5.74939333333,6.31606666666,8.29113333333
552.03,5.9878,5.7072,5.77433333333,12.8132,5.12126666667,7.6932,5.72586666667,5.79603333333,6.35066666667,8.32906666667
552.38,6.0004,5.73673333333,5.79613333333,12.8465333333,5.12253333333,7.7305,5.7406,5.82384666667,6.3764,8.3492
552.72,6.03386666667,5.778,5.81513333333,12.8615333333,5.1518,7.78473333333,5.77666666667,5.84899333333,6.40086666667,8.38033333333
553.06,6.06526666667,5.80913333333,5.81246666667,12.8770666667,5.17086666667,7.80713333333,5.79026666667,5.87312,6.41806666667,8.422
553.40,6.08126666667,5.80173333333,5.8026,12.8901333333,5.1562,7.81653333333,5.79233333334,5.88285333333,6.3988,8.42933333334
553.74,6.06666666667,5.7766,5.76153333333,12.8703333333,5.13813333333,7.8123,5.76106666666,5.87,6.36033333333,8.41873333333
554.09,5.97053333333,5.6646,5.6462,12.7876666667,5.035,7.70496666667,5.66326666667,5.75604666667,6.26093333333,8.2992
554.43,5.94253333333,5.62033333333,5.59533333333,12.7467333333,4.991,7.67976666667,5.6086,5.72515333333,6.21306666666,8.28866666667
554.77,5.99426666667,5.6482,5.63526666667,12.7837333333,5.01913333333,7.71973333333,5.66213333333,5.76774666667,6.246,8.33026666667
555.11,6.02,5.66853333333,5.64406666667,12.8291333333,5.02326666667,7.7459,5.659,5.79984,6.264,8.35206666667
555.45,6.021,5.7034,5.6524,12.8759333333,5.0406,7.76526666667,5.6548,5.83306666667,6.2718,8.36986666667
555.80,6.00086666667,5.67553333333,5.62046666667,12.8577333333,5.0254,7.75136666667,5.64266666667,5.80481333333,6.24766666667,8.37006666666
556.14,6.01826666667,5.6748,5.63286666667,12.8703333333,5.0368,7.75163333333,5.6822,5.78964,6.24506666667,8.35046666667
556.48,6.02066666666,5.68046666667,5.63846666667,12.8734666667,5.03433333334,7.71696666667,5.67473333333,5.7803,6.2556,8.3842
556.82,6.01153333333,5.66666666667,5.65726666667,12.8868,5.0372,7.72853333333,5.6828,5.76788666667,6.2822,8.37966666667
557.16,5.98693333333,5.65073333333,5.67166666667,12.8818,5.02313333333,7.69176666667,5.70393333333,5.73076,6.2866,8.36713333333
557.50,6.0046,5.66846666667,5.70033333333,12.9226666667,5.04706666667,7.74103333333,5.72173333333,5.75322,6.33806666667,8.3834
557.85,6.0598,5.70673333333,5.75346666667,13.0026666667,5.09866666667,7.79386666667,5.75986666667,5.82603333333,6.3778,8.49046666667
558.19,6.06253333333,5.729,5.79446666667,13.0358,5.1488,7.82423333333,5.75493333333,5.83455333333,6.40966666667,8.46906666667
558.53,6.11046666667,5.78053333333,5.81413333333,13.0194,5.1936,7.87033333333,5.7918,5.85910666667,6.44326666667,8.497
558.87,6.1794,5.82546666667,5.88346666667,13.0600666667,5.24373333333,7.88306666667,5.86973333333,5.91042666667,6.52246666667,8.54746666667
559.21,6.216,5.82866666667,5.94833333333,13.0877333333,5.28253333333,7.92213333333,5.9186,5.94159333333,6.54813333333,8.6
559.55,6.21173333333,5.83446666667,5.94953333333,13.0678,5.27753333333,7.91546666667,5.92766666666,5.94399333333,6.5452,8.57626666667
559.89,6.234,5.85913333334,5.986,13.1049333333,5.33573333333,7.9466,5.9338,5.99395333333,6.59393333333,8.61906666667
560.23,6.2858,5.88886666667,6.0196,13.1579333333,5.3958,8.02703333333,5.99046666667,6.04451333333,6.6284,8.6322
560.58,6.28113333334,5.86026666667,5.99846666667,13.1444,5.36366666667,8.0029,5.995,6.01866666667,6.59786666667,8.6022
560.92,6.34286666667,5.9396,6.05166666667,13.2288666667,5.45366666666,8.1022,6.0342,6.08908,6.6632,8.675
561.26,6.28546666667,5.882,6.00593333333,13.1848666667,5.395,8.03376666667,5.98146666667,6.02136,6.57673333333,8.605
561.60,6.2962,5.9054,6.04113333333,13.1756,5.40706666667,8.02863333333,6.01586666667,6.0348,6.58513333333,8.5886
561.94,6.31753333333,5.89993333333,6.03626666667,13.173,5.3726,8.0008,6.0366,6.04137333333,6.60006666666,8.604
562.28,6.29106666667,5.89973333333,6.03466666667,13.1991333333,5.34813333333,7.97756666667,6.01573333333,6.01876666667,6.58913333333,8.5882
562.62,6.21833333333,5.85146666667,5.99253333333,13.1791333333,5.2886,7.96633333333,5.95193333333,5.96275333333,6.54166666667,8.5256
562.96,6.1938,5.82386666667,5.93613333333,13.1644,5.2588,7.9504,5.9124,5.928,6.5184,8.47913333333
563.30,6.1972,5.84113333333,5.9328,13.1974666667,5.28066666667,7.96616666667,5.887,5.93872666667,6.53526666667,8.47093333333
563.64,6.1914,5.86546666667,5.92506666667,13.2084666667,5.25466666667,7.96756666667,5.88333333333,5.94367333333,6.5522,8.49833333333
563.99,6.13393333333,5.82333333333,5.87306666667,13.1532,5.18166666667,7.9243,5.8172,5.90592666666,6.50873333333,8.45026666667
564.33,6.09266666667,5.79746666667,5.841,13.1241333333,5.1454,7.87623333333,5.7648,5.88212666667,6.46906666667,8.44466666667
564.67,6.07813333333,5.77846666667,5.8054,13.0764666667,5.09426666667,7.89506666667,5.75146666667,5.86478666667,6.44546666666,8.4024
565.01,6.13053333333,5.83266666667,5.83126666667,13.0998666667,5.12666666667,7.93223333333,5.8024,5.92386,6.50726666667,8.472
565.35,6.1566,5.86173333333,5.82926666667,13.1332666667,5.1426,7.97643333333,5.81593333333,5.93819333333,6.52973333333,8.48473333333
565.69,6.21393333333,5.9204,5.86393333333,13.1746,5.20166666667,8.0369,5.8772,5.98295333333,6.54586666667,8.54153333333
566.03,6.22366666667,5.90933333333,5.86486666667,13.1742666667,5.2022,8.0459,5.89246666667,5.9852,6.5658,8.532
566.37,6.2392,5.94613333333,5.88126666667,13.1708,5.23333333333,8.0493,5.9104,5.99285333333,6.57633333333,8.56426666667
566.71,6.2776,6.00513333334,5.94053333333,13.2342666667,5.27193333333,8.0645,5.95946666667,6.04852,6.61113333333,8.6322
567.05,6.26753333333,5.98586666667,5.9562,13.2664,5.262,8.04703333333,5.964,6.04564666667,6.5974,8.64293333333
567.39,6.2712,5.951,5.93166666667,13.242,5.26573333333,8.03486666667,5.95493333333,6.03226,6.55706666666,8.61533333333
567.73,6.30266666667,5.98226666667,5.97326666667,13.2564,5.31006666667,8.05156666667,5.99513333333,6.06286666667,6.59573333333,8.6426
568.07,6.35786666667,6.03933333333,6.00213333333,13.2908666667,5.3686,8.1124,6.03913333333,6.12719333333,6.64346666666,8.65306666667
568.41,6.3412,6.01973333333,6.0032,13.3019333333,5.35566666667,8.05226666667,6.02093333333,6.11593333333,6.64486666667,8.63926666667
568.75,6.37086666667,6.05546666667,6.0366,13.3816,5.4008,8.07256666667,6.06266666667,6.14735333333,6.7024,8.66373333333
569.09,6.34853333333,6.03466666667,6.01313333333,13.3576,5.39173333333,8.04663333333,6.04746666667,6.12502,6.67753333333,8.65346666667
569.43,6.26013333333,5.96793333333,5.94526666667,13.3134,5.31473333333,7.97216666667,5.9608,6.06386,6.63406666667,8.5844
569.77,6.2442,5.94146666667,5.95313333333,13.3119333333,5.30326666667,7.95886666667,5.95006666667,6.05821333333,6.61853333333,8.59073333333
570.11,6.24913333333,5.91953333333,5.92873333333,13.2997333333,5.27213333333,7.93736666667,5.93093333333,6.05128666667,6.58326666667,8.578
570.45,6.21453333334,5.868,5.87866666667,13.2626666667,5.23013333333,7.90376666667,5.88093333334,6.0004,6.5618,8.52493333333
570.79,6.21946666667,5.879,5.86933333333,13.2552666667,5.23186666667,7.91523333333,5.8712,6.0048,6.56933333333,8.5244
571.13,6.19693333333,5.87993333333,5.86553333333,13.2506666667,5.21626666667,7.92583333333,5.85726666667,5.98778666667,6.58253333333,8.51746666667
571.47,6.1838,5.85393333333,5.87506666667,13.2861333333,5.20533333333,7.92633333333,5.84246666667,5.97356666667,6.57486666667,8.4986
571.81,6.14446666667,5.81393333333,5.85126666667,13.2665333333,5.17633333333,7.9133,5.81593333333,5.92535333333,6.5516,8.49353333333
572.15,6.1768,5.833,5.85713333333,13.2892,5.2022,7.94533333333,5.84766666667,5.94979333333,6.55553333333,8.51573333333
572.49,6.1408,5.8162,5.84533333333,13.2469333333,5.16266666667,7.95046666667,5.80273333333,5.91440666667,6.51946666667,8.51493333333
572.83,6.14493333333,5.8148,5.859,13.2373333333,5.15106666667,7.94906666667,5.8166,5.91114666667,6.52813333334,8.51453333333
573.17,6.156,5.82086666667,5.87693333333,13.2587333333,5.1662,7.97703333333,5.811,5.92538,6.5298,8.5086
573.51,6.17446666667,5.85033333333,5.87506666667,13.3002,5.18406666666,7.99343333333,5.819,5.95268666666,6.54773333333,8.53873333333
573.85,6.21293333333,5.9066,5.94593333333,13.3650666667,5.25393333333,8.067,5.86826666667,6.02386666667,6.61926666667,8.59926666667
574.19,6.21026666667,5.89993333333,5.93613333333,13.3436666667,5.24853333333,8.04973333333,5.86613333333,6.01645333333,6.599,8.60766666667
574.53,6.2198,5.89893333333,5.92853333333,13.3352666667,5.2334,8.06516666667,5.87713333333,6.01418,6.5998,8.6042
574.87,6.23386666667,5.91006666666,5.96633333333,13.3551333333,5.2268,8.07066666667,5.89753333333,6.02133333333,6.58973333333,8.6082
575.21,6.28693333333,5.95273333333,5.9862,13.3684,5.26153333333,8.0885,5.94786666667,6.04044,6.62026666666,8.64666666666
575.55,6.31606666667,5.9864,6.01526666667,13.4147333333,5.29553333333,8.11086666667,5.98006666667,6.09116,6.6588,8.65653333333
575.89,6.25726666667,5.9566,5.98226666667,13.3628,5.26146666667,8.09683333333,5.923,6.04708,6.62853333333,8.6222
576.22,6.21133333334,5.91046666667,5.93826666667,13.3355333333,5.23406666667,8.03456666667,5.88793333333,6.02778666667,6.58593333333,8.54906666667
576.56,6.1918,5.90706666667,5.92933333333,13.3448,5.2214,8.01696666667,5.86073333333,6.01918,6.6002,8.53686666667
576.90,6.21426666667,5.94233333333,5.97973333333,13.349,5.2568,8.05506666667,5.91226666666,6.04584,6.63126666667,8.56133333333
577.24,6.19953333333,5.94146666667,6.0058,13.3482666667,5.25533333333,8.0564,5.90153333333,6.03911333334,6.63366666667,8.5568
577.58,6.15213333333,5.8808,5.92393333333,13.2998666667,5.1968,7.9973,5.87,5.97071333333,6.5864,8.49386666667
577.92,6.14473333333,5.8828,5.93933333333,13.3116,5.2028,8.01046666667,5.88813333333,5.99753333333,6.61986666667,8.48173333333
578.26,6.13926666667,5.87466666667,5.95946666667,13.2954,5.21553333333,8.01743333333,5.8948,5.97669333334,6.6258,8.50733333333
578.60,6.0948,5.8212,5.87366666667,13.2362,5.1886,7.9684,5.8284,5.92393333333,6.59026666667,8.45306666667
578.94,5.9854,5.74726666667,5.79426666667,13.1405333333,5.10493333333,7.88916666667,5.7278,5.83453333333,6.48473333333,8.38393333334
579.28,5.98813333333,5.74413333334,5.77,13.1222,5.09193333333,7.87643333333,5.71273333333,5.80172,6.45546666667,8.36373333333
579.61,6.0348,5.75413333333,5.80926666667,13.1558666667,5.1114,7.83723333333,5.77113333333,5.81453333333,6.45413333333,8.36673333333
579.95,6.06106666667,5.7444,5.80553333333,13.1426,5.10013333333,7.82566666667,5.77993333333,5.78359333333,6.45073333333,8.3724
580.29,6.0864,5.77313333333,5.81646666667,13.1275333333,5.13446666667,7.86123333333,5.79386666667,5.79621333333,6.45246666667,8.3698
580.63,6.0372,5.69686666667,5.72373333333,13.0410666667,5.06426666667,7.76873333333,5.74193333334,5.72983333333,6.36906666667,8.3228
580.97,6.03013333333,5.68713333333,5.66973333333,12.9702666667,5.05713333333,7.7538,5.74806666667,5.68888,6.34473333333,8.28026666667
581.31,6.04126666667,5.6772,5.6812,12.9745333333,5.0702,7.7431,5.7492,5.6687,6.34753333333,8.27
581.65,6.05866666667,5.678,5.69033333333,12.9668666667,5.0708,7.74726666667,5.76206666667,5.62281333333,6.3452,8.244
581.98,6.10826666667,5.6966,5.71613333333,13.0122,5.12846666667,7.70933333333,5.8036,5.66770666667,6.38106666667,8.23446666667
582.32,6.08626666667,5.671,5.6898,12.9574,5.10273333333,7.66306666667,5.81993333333,5.62228,6.3372,8.1988
582.66,6.11,5.68766666667,5.69253333333,13.0218666667,5.13966666667,7.7103,5.8628,5.6322,6.37953333333,8.2038
583.00,6.06126666667,5.64166666667,5.65373333333,12.9566666667,5.07626666667,7.6426,5.83393333333,5.57058,6.34893333333,8.1734
583.34,6.02493333333,5.61293333333,5.5986,12.9506,5.043,7.62213333333,5.78993333333,5.54575333333,6.35946666667,8.16546666667
583.68,6.02806666667,5.64326666666,5.6414,12.9628,5.068,7.66363333333,5.82826666667,5.58244666667,6.362,8.2004
584.01,6.0004,5.57726666667,5.6214,12.9373333333,5.01946666667,7.62693333333,5.8152,5.56802666667,6.30006666667,8.19373333333
584.35,6.0572,5.6172,5.64206666667,12.9882,5.06033333333,7.65566666667,5.87393333333,5.60017333333,6.37106666667,8.23326666667
584.69,6.03233333334,5.5996,5.6252,12.9896,5.00886666667,7.65273333333,5.84926666667,5.61286,6.3468,8.24
585.03,6.0046,5.605,5.6018,12.9611333333,4.99413333333,7.63506666667,5.82966666667,5.6098,6.316,8.20633333333
585.37,6.0076,5.62746666667,5.6654,12.9411333333,5.00306666666,7.6333,5.8744,5.64738666667,6.3404,8.2258
585.70,5.911,5.56733333334,5.58893333333,12.8612,4.9144,7.5823,5.80226666667,5.5812,6.2616,8.18053333333
586.04,5.8888,5.57413333333,5.58546666667,12.8635333333,4.8968,7.57086666667,5.76546666667,5.59318666667,6.28253333333,8.17266666667
586.38,5.92726666667,5.6226,5.6092,12.8598666667,4.9064,7.56833333333,5.793,5.64089333333,6.32213333333,8.22073333333
586.72,6.00006666667,5.65906666667,5.685,12.9193333333,4.9738,7.6703,5.86333333333,5.70042666667,6.367,8.27293333333
587.06,5.9334,5.59313333334,5.64033333333,12.801,4.9112,7.61476666667,5.80053333333,5.64444,6.29193333333,8.21626666667
587.39,5.9274,5.5388,5.57993333333,12.7482666667,4.89833333333,7.57536666667,5.782,5.62096,6.28326666667,8.1726
587.73,5.88853333333,5.47666666667,5.55293333333,12.6980666667,4.85706666667,7.51896666667,5.72533333333,5.54605333333,6.2458,8.0912
588.07,5.8154,5.41886666667,5.50713333333,12.6512666667,4.79026666667,7.46416666667,5.649,5.52012,6.18333333333,8.02606666667
588.41,5.84086666667,5.41846666667,5.534,12.6663333333,4.8374,7.45553333333,5.67573333333,5.51538666667,6.17913333333,8.01753333333
588.74,5.83093333333,5.36806666667,5.52133333333,12.6366,4.79593333333,7.43443333333,5.6552,5.49006,6.18526666667,8.02073333334
589.08,5.79553333333,5.3042,5.43866666667,12.6384666667,4.76386666667,7.38313333333,5.5888,5.44534,6.11626666667,8.0258
589.42,5.77606666667,5.31326666667,5.4276,12.6467333333,4.7306,7.41006666667,5.54733333333,5.45402666667,6.1058,8.0482
589.76,5.8026,5.29146666667,5.47526666667,12.6712,4.73933333333,7.40373333333,5.58346666667,5.48098,6.1088,8.08813333333
590.09,5.8046,5.26646666667,5.48766666667,12.6651333333,4.7162,7.3855,5.6036,5.48322,6.1122,8.05586666667
590.43,5.72633333333,5.2194,5.46073333333,12.5873333333,4.653,7.27556666667,5.54526666667,5.41799333333,6.0536,8.01453333334
590.77,5.65133333333,5.1282,5.39866666667,12.5506666667,4.57826666667,7.1772,5.47293333333,5.32444666667,5.96666666667,7.94093333333
591.11,5.63446666667,5.10993333333,5.40793333333,12.5264666667,4.54933333333,7.1677,5.45726666667,5.29502,5.9222,7.91606666667
591.44,5.7182,5.1994,5.46826666667,12.6452,4.62346666667,7.24363333333,5.55446666666,5.37454,6.0168,8.0218
591.78,5.72453333333,5.20573333333,5.47566666667,12.6769333333,4.64086666667,7.28356666667,5.5804,5.378,6.021,8.06006666667
592.12,5.7154,5.16733333333,5.4002,12.6522666667,4.58993333333,7.2329,5.55506666667,5.34018,5.99,8.01053333333
592.46,5.69653333333,5.16573333333,5.39093333333,12.6542666667,4.56253333333,7.19216666667,5.54746666667,5.33326,5.9246,7.97493333333
592.79,5.73393333333,5.20426666667,5.396,12.6917333333,4.5634,7.24703333333,5.56253333333,5.3511,5.94933333333,7.9818
593.13,5.798,5.2708,5.47326666667,12.7602666667,4.6474,7.3082,5.65566666667,5.39342,6.0344,8.03013333333
593.47,5.8254,5.3216,5.4852,12.7980666667,4.70886666667,7.3856,5.6818,5.40594666667,6.0668,8.08713333334
593.80,5.81653333333,5.2912,5.4452,12.8059333333,4.68973333333,7.42443333333,5.64673333333,5.40082,6.02973333333,8.09026666667
594.14,5.86113333333,5.3076,5.42773333333,12.8843333333,4.7134,7.48526666667,5.65786666666,5.44723333333,6.0368,8.11826666667
594.48,6.05806666667,5.522,5.61326666667,13.0492,4.91253333333,7.7141,5.84686666667,5.64696,6.22886666667,8.30773333333
594.81,6.13866666667,5.6184,5.693,13.1852,4.9958,7.80293333333,5.92726666667,5.73414666667,6.32833333333,8.43713333333
595.15,6.11793333333,5.61833333333,5.6688,13.16,4.9732,7.78583333333,5.9036,5.71395333333,6.29893333333,8.46206666667
595.49,6.15466666667,5.65026666667,5.71946666667,13.1936,4.9948,7.8014,5.9256,5.75016,6.337,8.48913333333
595.82,6.14406666667,5.6692,5.7798,13.2272,5.02553333333,7.85686666667,5.92006666667,5.78916,6.372,8.55173333333
596.16,6.21513333333,5.76233333333,5.848,13.2722,5.09326666667,7.94096666667,5.9786,5.84427333333,6.46286666667,8.65666666667
596.50,6.20233333333,5.75,5.855,13.2262,5.09933333333,7.9085,5.9728,5.82074666667,6.43926666667,8.63066666667
596.83,6.24006666667,5.74413333333,5.85106666667,13.2307333333,5.10513333333,7.9057,5.98953333333,5.82384666667,6.4248,8.6284
597.17,6.24666666667,5.72126666667,5.84646666667,13.2342,5.0846,7.8748,5.9884,5.81653333333,6.4228,8.60446666667
597.51,6.23206666667,5.76166666667,5.86853333333,13.2601333333,5.11853333333,7.85763333333,5.9728,5.81832666666,6.446,8.64573333333
597.84,6.2442,5.802,5.9164,13.2799333333,5.15626666667,7.8774,5.99546666667,5.84074,6.4802,8.68453333333
598.18,6.16433333333,5.7186,5.83813333333,13.2494,5.0842,7.80676666667,5.935,5.7645,6.42226666667,8.61113333333
598.52,6.11133333333,5.71426666667,5.81866666667,13.2256,5.0536,7.7723,5.88366666667,5.76227333333,6.3998,8.60173333333
598.85,6.10466666667,5.68773333333,5.804,13.2196,5.0648,7.76526666667,5.8682,5.74932,6.3902,8.5664
599.19,6.1084,5.70433333333,5.8354,13.2093333333,5.0804,7.79516666667,5.86826666667,5.72770666667,6.39086666667,8.56006666667
599.53,6.068,5.6544,5.77053333333,13.1486666667,5.00533333333,7.72383333333,5.8152,5.64767333333,6.33633333333,8.49813333333
599.86,6.01526666667,5.56053333333,5.73066666667,13.1206,4.97706666667,7.6649,5.77433333333,5.62022666667,6.28513333333,8.42226666666
600.20,6.04006666667,5.56033333333,5.74806666667,13.1748,4.99206666667,7.69466666667,5.79266666667,5.66806666667,6.30273333333,8.44653333333
600.53,5.97786666667,5.49173333333,5.69146666667,13.1198,4.9478,7.66306666667,5.7336,5.62657333333,6.24106666667,8.40086666667
600.87,5.9716,5.51226666666,5.68666666667,13.1358,4.95686666667,7.70883333333,5.72713333333,5.63028,6.2616,8.38726666667
601.21,6.04933333333,5.5408,5.78213333333,13.1508,5.00813333333,7.7612,5.7866,5.68346,6.32273333333,8.41046666667
601.54,5.99713333333,5.44906666667,5.7156,13.0912,4.93313333334,7.7156,5.71646666667,5.6188,6.2494,8.35346666667
601.88,6.01226666667,5.4496,5.6936,13.0876666667,4.90633333333,7.70553333333,5.6884,5.60157333333,6.20946666667,8.3944
602.21,6.07273333333,5.4862,5.72453333333,13.1152666667,4.93773333333,7.7569,5.74026666667,5.61205333333,6.23393333333,8.398
602.55,6.14473333333,5.591,5.81853333333,13.2119333333,5.02073333333,7.852,5.81626666667,5.73113333333,6.33173333333,8.5044
602.88,6.11746666667,5.53853333333,5.73586666667,13.2302666667,4.9566,7.78956666667,5.76673333333,5.71026,6.30393333333,8.49733333333
603.22,6.1666,5.58753333333,5.81393333333,13.3112,5.01693333333,7.86546666667,5.81426666667,5.76963333333,6.3874,8.55646666667
603.56,6.21026666667,5.66166666667,5.8616,13.371,5.0626,7.9354,5.8682,5.81978,6.45593333333,8.64353333333
603.89,6.18846666667,5.68053333333,5.8578,13.4075333333,5.06986666666,7.93463333333,5.8622,5.81622666667,6.45993333333,8.676
604.23,6.1764,5.6744,5.8324,13.4514,5.0544,7.911,5.8292,5.81744,6.4408,8.6984
604.56,6.19046666667,5.68706666667,5.82526666667,13.4398666667,5.05493333333,7.92563333333,5.8188,5.8324,6.45006666667,8.73566666667
604.90,6.15846666667,5.66066666667,5.78613333333,13.4535333333,5.03506666667,7.89656666667,5.78826666667,5.80337333333,6.41293333333,8.7406
605.23,6.22046666667,5.77186666667,5.8592,13.5356,5.12346666667,7.92433333333,5.85573333333,5.88141333334,6.50406666667,8.82886666667
605.57,6.29213333333,5.8522,5.95533333333,13.6064666667,5.20126666667,8.0043,5.94953333333,5.97578666667,6.61346666667,8.87486666667
605.90,6.32046666667,5.88313333333,5.9898,13.6201333333,5.24026666667,8.0223,5.9806,5.99684666667,6.6566,8.90093333333
606.24,6.29673333333,5.87106666667,5.97146666667,13.588,5.22866666667,7.99706666667,5.97826666667,5.98442,6.6492,8.87446666667
606.58,6.40846666667,6.0146,6.09773333333,13.6758666667,5.3912,8.1048,6.099,6.11542,6.76293333333,8.99733333333
606.91,6.3818,6.02826666667,6.07473333333,13.6478666667,5.3852,8.06946666667,6.08666666667,6.09376666667,6.72966666667,8.96913333333
607.25,6.24986666667,5.88213333333,5.95993333333,13.5674666667,5.259,7.936,5.95806666667,5.95548666667,6.60906666667,8.82166666667
607.58,6.22133333333,5.87726666667,5.95193333333,13.472,5.23853333333,7.93143333333,5.9212,5.94574,6.6008,8.75386666667
607.92,6.243,5.92293333333,6.02373333333,13.4882,5.28006666666,7.95743333333,5.97013333333,5.947,6.64406666667,8.76233333333
608.25,6.278,5.9832,6.12913333333,13.5610666667,5.3338,7.97363333333,6.0678,5.99098666667,6.6868,8.7912
608.59,6.28313333334,5.989,6.14673333333,13.5162666667,5.3232,7.9607,6.12813333333,5.99552666667,6.68213333333,8.76606666667
608.92,6.1896,5.87846666667,6.08993333333,13.3782,5.20993333333,7.8358,6.08513333333,5.88458,6.57846666667,8.6524
609.26,6.13853333333,5.8694,6.07233333333,13.3038666667,5.18386666667,7.76743333333,6.0758,5.82061333333,6.5322,8.6128
609.59,6.04433333333,5.80446666667,6.0184,13.1902,5.08506666667,7.66863333333,6.026,5.72462,6.42253333333,8.50533333333
609.93,6.01386666667,5.76693333333,6.01213333333,13.1759333333,5.02386666667,7.61386666667,6.02106666667,5.66286666667,6.38413333333,8.4472
610.26,5.95813333333,5.71233333333,5.96706666667,13.0851333333,4.93353333333,7.5523,5.99733333333,5.5899,6.2978,8.3516
610.60,6.0468,5.77706666667,6.0672,13.1334,5.03126666667,7.57986666667,6.12486666667,5.65944666667,6.33806666667,8.43046666667
610.93,6.11973333333,5.8642,6.119,13.1138,5.10046666667,7.6257,6.1952,5.71749333333,6.34586666667,8.44826666666
611.27,6.05253333333,5.80146666667,6.047,13.0615333333,5.01206666667,7.52446666667,6.15533333333,5.60716666667,6.26986666667,8.3876
611.60,6.009,5.77013333333,6.00093333333,12.9682666667,4.9472,7.475,6.1254,5.57174666667,6.22166666667,8.35573333333
611.93,5.98253333333,5.73506666667,5.97466666667,12.9510666667,4.90866666667,7.4432,6.0852,5.5789,6.19113333333,8.34113333333
612.27,5.98506666667,5.7464,5.9742,12.9197333333,4.91873333333,7.49296666667,6.06206666667,5.58088666666,6.2044,8.3342
612.60,6.07206666667,5.8402,6.04886666667,12.9916,4.9976,7.66163333333,6.11086666667,5.65148,6.30186666667,8.4094
612.94,6.14333333333,5.87393333333,6.127,13.0777333333,5.07453333333,7.75476666667,6.1412,5.74462666667,6.37993333333,8.51926666666
613.27,6.21206666667,5.92006666667,6.1412,13.1847333333,5.1674,7.8394,6.1738,5.84222,6.469,8.6158
613.61,6.11673333333,5.817,6.01546666667,13.1324666667,5.1156,7.77973333333,6.05393333333,5.77717333333,6.401,8.55213333333
613.94,6.14766666667,5.86326666667,6.07653333333,13.2238666667,5.19753333333,7.88326666667,6.0906,5.82912666667,6.4962,8.67493333333
614.28,6.16393333333,5.936,6.09113333333,13.2543333333,5.21006666667,7.9754,6.07633333333,5.89862666667,6.59153333333,8.753
614.61,6.27886666667,6.09386666667,6.26726666667,13.4406666667,5.34293333333,8.19143333333,6.20853333333,6.06316666667,6.8038,8.95773333333
614.94,6.53306666666,6.33926666667,6.52766666667,13.7346,5.6236,8.4909,6.44926666666,6.35240666667,7.06433333333,9.2116
615.28,6.6876,6.474,6.6766,13.8586666667,5.79626666667,8.63783333333,6.6106,6.51441333333,7.21533333333,9.34413333333
615.61,6.80073333333,6.6038,6.77666666667,13.9622666667,5.94526666667,8.7264,6.74093333333,6.56582,7.3248,9.47766666666
615.95,6.8646,6.69073333333,6.80206666667,14.1087333333,6.02706666667,8.77656666667,6.79613333333,6.63931333333,7.40026666667,9.5896
616.28,6.8924,6.72773333333,6.8198,14.1725333333,6.0776,8.80566666667,6.82553333333,6.70626666667,7.442,9.64486666667
616.61,6.91533333333,6.7646,6.8228,14.1923333333,6.08246666667,8.8412,6.86433333333,6.73242666667,7.4526,9.62420000001
616.95,6.86326666667,6.73153333333,6.83213333333,14.1399333333,6.0118,8.79283333333,6.81306666667,6.69166,7.4024,9.56953333333
617.28,6.9368,6.82526666667,6.95706666667,14.1589333333,6.0644,8.87256666667,6.89333333333,6.76303333333,7.51033333333,9.66746666667
617.62,6.96426666667,6.8422,6.972,14.1948,6.07173333334,8.83696666667,6.89313333333,6.78324,7.56886666667,9.64360000001
