wavelength,Back_DiuDiuf,Belly_DiuDiuf,Breast_DiuDiuf,Crissum_DiuDiuf,Crown_DiuDiuf,DorTail_DiuDiuf,Patch10_DiuDiuf,Rump_DiuDiuf,Throat_DiuDiuf,WingTip_DiuDiuf
549.29,13.8451333333,46.048,16.1756666667,17.4095,13.15475,10.934375,46.5573333333,13.7804166666,46.7890833333,11.6975833333
549.64,13.85535,46.1634166667,16.2141666667,17.4725,13.1775833334,10.9348333333,46.6784166667,13.7940833333,46.8976666667,11.6916666667
549.98,13.8407666667,46.137625,16.2144166667,17.53725,13.1845,10.9262916667,46.6381666667,13.8161666667,46.91,11.6816666667
550.32,13.78865,46.118,16.1634166667,17.5196666667,13.12925,10.8757916667,46.5744166667,13.7613333334,46.8959166666,11.62525
550.66,13.8333333333,46.1245,16.1676666666,17.5675833333,13.1549166667,10.9292083333,46.5338333333,13.7916666667,46.8841666667,11.6535833333
551.01,13.8024666666,46.09875,16.1133333333,17.5775,13.13125,10.8747083333,46.4764166666,13.75725,46.8531666667,11.6159166667
551.35,13.7923333333,46.1242916667,16.1560833334,17.6538333333,13.162,10.9007083333,46.5009166666,13.7495833333,46.8824166667,11.6481666667
551.69,13.7832166667,46.1324583333,16.16325,17.6926666667,13.1933333333,10.9114583333,46.5205,13.782,46.9109166667,11.6449166667
552.03,13.8438,46.245125,16.1845833333,17.7536666666,13.2698333333,10.9480833333,46.5999166667,13.815,47.00675,11.6705833333
552.38,13.9169166667,46.2496666667,16.2471666667,17.8631666667,13.33575,11.0420833333,46.6421666667,13.9048333333,47.036,11.75125
552.72,13.9166333333,46.3048333333,16.2613333333,17.9279166666,13.3374166667,11.09775,46.6329166667,13.9256666666,47.0514166667,11.7530833333
553.06,13.9250166667,46.3350416667,16.2658333333,17.9839166667,13.3599166667,11.1142083333,46.5985,13.9505,47.048,11.79025
553.40,13.9515333333,46.3855833333,16.2683333334,18.0446666667,13.3779166667,11.143125,46.5975,14.0018333333,47.0313333333,11.838
553.74,13.9338,46.34675,16.2416666667,18.014,13.31525,11.1039583334,46.5515833333,13.954,46.9921666667,11.8198333334
554.09,13.9632166667,46.36675,16.2444166667,18.0863333334,13.3625833333,11.1068333333,46.5514166666,13.9771666667,47.0088333333,11.8574166666
554.43,13.95825,46.35725,16.2383333333,18.1338333333,13.3544166666,11.11925,46.5576666667,13.9985,46.9436666667,11.87225
554.77,14.0479666667,46.4267916666,16.3386666666,18.249,13.4224166667,11.2316666667,46.6265,14.085,46.988,11.9445833333
555.11,14.16145,46.5034166666,16.4086666667,18.32825,13.4865,11.3114583333,46.6824166666,14.1921666666,47.0418333333,12.0165833333
555.45,14.1795833333,46.5070833333,16.3764166667,18.3515833333,13.4724166667,11.2924166667,46.65425,14.1676666667,47.0126666666,11.9904166667
555.80,14.1813166666,46.49,16.39925,18.40325,13.4718333333,11.32075,46.6664166667,14.2035833333,46.9771666667,12.03075
556.14,14.1551,46.4993333333,16.3850833333,18.4045,13.4895833333,11.2914583333,46.6188333333,14.1906666667,46.9510833333,12.0144166666
556.48,14.1578333333,46.4929166667,16.3279166667,18.3955833333,13.4415,11.2284166667,46.6166666667,14.159,46.9446666667,11.9571666667
556.82,14.1201,46.451375,16.2988333333,18.3546666667,13.3903333333,11.1768333334,46.5910833333,14.086,46.9125,11.8811666667
557.16,14.1779666667,46.407375,16.33975,18.4211666667,13.4358333333,11.244625,46.589,14.1230833333,46.944,11.9358333334
557.50,14.20895,46.5024166667,16.35625,18.52275,13.49125,11.2836666667,46.6451666666,14.1811666667,46.9766666667,11.9516666667
557.85,14.2480166667,46.5455416667,16.4065833333,18.5615,13.5130833334,11.3370416667,46.7155,14.2543333333,47.0131666667,11.9984166667
558.19,14.2723333333,46.61975,16.4305,18.5998333333,13.5415833333,11.3656666667,46.7398333333,14.2799166667,47.0825833333,12.0155833333
558.53,14.2512333333,46.6000833333,16.3679166667,18.602,13.4994166667,11.3009583333,46.6984166667,14.2216666667,47.04475,11.99325
558.87,14.2729833334,46.582125,16.3394166667,18.6553333333,13.528,11.2978333333,46.6681666667,14.2304166667,47.0260833333,11.9944166667
559.21,14.3026833334,46.5660416667,16.3911666667,18.7166666667,13.55275,11.3597083333,46.6591666667,14.2775,47.0256666667,12.0233333333
559.55,14.3100333333,46.5512083333,16.392,18.74225,13.56,11.3457083333,46.5900833333,14.27275,47.00725,12.021
559.89,14.3125166667,46.5717083333,16.3720833333,18.7649166667,13.5233333333,11.3069583333,46.6125833333,14.2436666667,47.065,11.9536666667
560.23,14.3513,46.5725833333,16.45625,18.82475,13.6133333333,11.38175,46.60675,14.2849166667,47.1101666667,12.02625
560.58,14.3635833333,46.5685,16.4384166666,18.89075,13.6288333334,11.4164166667,46.6493333334,14.3066666666,47.12325,12.0488333333
560.92,14.2736166667,46.511875,16.33925,18.8014166667,13.559,11.2692916667,46.5419166667,14.2011666667,46.9918333333,11.9460833333
561.26,14.3707166667,46.54625,16.3975833333,18.8886666667,13.6103333333,11.3199583333,46.5964166667,14.2608333333,47.02825,12.0244166667
561.60,14.3783166667,46.5640833333,16.3939166667,18.9321666667,13.607,11.305,46.5606666667,14.2151666667,47.0119166667,11.9675833333
561.94,14.3500166667,46.5482916667,16.3653333333,18.9288333333,13.5728333333,11.266375,46.4973333333,14.1603333333,46.9914166667,11.9159166667
562.28,14.3789,46.6199583333,16.4086666667,18.991,13.60525,11.2807083333,46.52725,14.2306666667,47.0391666666,11.9216666667
562.62,14.2677833333,46.6069583333,16.3503333333,18.9586666667,13.5015833334,11.224875,46.4878333333,14.12325,47.01825,11.8460833334
562.96,14.2565166667,46.62875,16.3356666667,18.9830833333,13.5036666667,11.18225,46.5003333333,14.109,47.03325,11.8735
563.30,14.23245,46.6214166666,16.3035833334,19.0090833333,13.48425,11.1712916667,46.5055,14.0538333333,47.0275833333,11.8674166667
563.64,14.2623333333,46.593125,16.3133333334,19.0756666667,13.5009166666,11.2355833333,46.497,14.0595833333,46.9431666667,11.8989166667
563.99,14.2933,46.6915416667,16.3306666667,19.1525,13.5061666667,11.242125,46.542,14.0865,46.95075,11.93325
564.33,14.32155,46.6786666667,16.328,19.2060833333,13.5223333334,11.2549166667,46.5285833333,14.09075,46.8914166667,11.9700833333
564.67,14.3694166667,46.7114583333,16.36375,19.2929166667,13.5313333334,11.3263333333,46.5499166667,14.1225,46.94275,12.0306666667
565.01,14.3217666667,46.6641666667,16.3236666667,19.275,13.4910833333,11.281,46.4765833333,14.0581666667,46.9204166666,11.9764166667
565.35,14.3373333333,46.64475,16.3106666667,19.308,13.514,11.3165,46.4671666667,14.0800833334,46.936,12.0149166667
565.69,14.4127333333,46.7116666666,16.40475,19.4070833333,13.57775,11.3762916667,46.5693333333,14.1229166666,47.0281666667,12.0774166667
566.03,14.404,46.7079583333,16.3891666667,19.4328333333,13.59125,11.3913333333,46.57925,14.0918333333,47.04175,12.0725
566.37,14.5050666667,46.7555833333,16.461,19.5378333333,13.67125,11.4631666667,46.6269166667,14.1605833334,47.06525,12.1445833333
566.71,14.5525833333,46.82025,16.5103333333,19.6255,13.7210833333,11.5575,46.6620833333,14.2008333333,47.10375,12.1743333333
567.05,14.59025,46.9176666667,16.5374166667,19.6818333333,13.7491666667,11.5949166667,46.7433333333,14.2535833333,47.16775,12.1705833333
567.39,14.55415,46.9064166667,16.5201666667,19.6753333333,13.725,11.549,46.71125,14.22775,47.15625,12.1713333333
567.73,14.6102666667,46.8745833333,16.5490833333,19.7275833333,13.771,11.6007083333,46.7303333333,14.25675,47.1339166666,12.2153333333
568.07,14.6154833333,46.9445833334,16.56175,19.7504166667,13.7754166667,11.6111666667,46.76175,14.2698333333,47.194,12.205
568.41,14.6545333333,46.9854166667,16.6126666667,19.8328333333,13.8481666667,11.6724583333,46.8370833334,14.34875,47.2201666667,12.23825
568.75,14.6736666667,47.017875,16.6526666667,19.9114166666,13.8904166667,11.7109583333,46.9061666667,14.3851666667,47.2768333333,12.2755
569.09,14.6895333333,47.068125,16.6818333333,19.94875,13.9194166667,11.7242916667,46.9505,14.3869166666,47.273,12.3000833333
569.43,14.6553833333,47.074125,16.62475,19.9663333334,13.8731666667,11.695125,46.9374166667,14.3826666667,47.2115833333,12.2866666667
569.77,14.7366333333,47.17325,16.6931666667,20.0525,13.9323333333,11.776375,47.0056666667,14.4574166667,47.2431666666,12.3660833333
570.11,14.65205,47.127,16.62675,20.00925,13.856,11.6923333333,46.939,14.3960833333,47.174,12.29625
570.45,14.6545666667,47.1390833334,16.6009166667,20.0359166667,13.8345833334,11.6845833333,46.92325,14.37425,47.14375,12.31075
570.79,14.66025,47.1134166666,16.6273333333,20.0861666667,13.8505833334,11.676125,46.905,14.3785833333,47.0965833333,12.3409166666
571.13,14.7308333333,47.2424583334,16.7004166667,20.2125833333,13.92175,11.7560416667,47.0113333333,14.4231666667,47.2065833333,12.4045
571.47,14.7173166667,47.2488333333,16.697,20.2298333333,13.9271666667,11.7571666667,47.00925,14.4264166667,47.2248333333,12.3736666667
571.81,14.7295,47.2640833333,16.7441666667,20.2885,13.95425,11.77575,47.007,14.4603333334,47.2544166667,12.4179166667
572.15,14.7441,47.2375416667,16.753,20.3118333333,13.9320833333,11.7580833333,46.9806666667,14.4354166667,47.2691666667,12.4226666667
572.49,14.7531333334,47.3102916667,16.7185,20.3318333334,13.9111666667,11.744375,47.0099166666,14.42675,47.2628333333,12.3964166667
572.83,14.7408166667,47.3033333333,16.692,20.3805,13.8881666667,11.724625,46.9928333333,14.4251666667,47.3013333333,12.4046666667
573.17,14.7433166667,47.2979583333,16.7160833333,20.42875,13.9018333333,11.7430416667,47.0048333333,14.41575,47.3034166667,12.4154166667
573.51,14.6832333333,47.1899166667,16.659,20.4193333333,13.8465,11.67625,46.9038333333,14.3450833333,47.2148333333,12.37625
573.85,14.7657333333,47.2115833333,16.7095,20.5221666667,13.9270833333,11.7768333333,46.91325,14.4164166667,47.27175,12.4544166667
574.19,14.8211666667,47.210875,16.7546666667,20.6006666667,13.9595,11.79025,46.9506666667,14.4364166667,47.2935,12.4718333333
574.53,14.8388,47.242625,16.7460833334,20.6295,13.9265833333,11.7825,46.9694166667,14.41875,47.3371666667,12.4684166667
574.87,14.8771166667,47.281875,16.74525,20.6694166667,13.9498333333,11.7907916666,47.00525,14.4406666666,47.3940833334,12.4973333333
575.21,14.84645,47.2780416667,16.7160833333,20.7050833334,13.937,11.7629166666,46.9964166667,14.4281666667,47.36475,12.5346666667
575.55,14.8001666667,47.1920833333,16.6610833333,20.67325,13.8600833333,11.6862916667,46.9159166667,14.3330833333,47.27875,12.4399166666
575.89,14.8087666667,47.289,16.67875,20.73675,13.86375,11.7111666667,46.9760833333,14.3326666667,47.3406666667,12.4425
576.22,14.8405666667,47.3091666667,16.7445,20.8096666667,13.9380833333,11.750125,46.9929166667,14.3824166667,47.4328333333,12.5134166667
576.56,14.8588666667,47.3119583333,16.78125,20.851,13.9486666667,11.770875,47.0371666667,14.3735,47.4054166666,12.50675
576.90,14.8738666667,47.28225,16.757,20.84625,13.92975,11.7514583333,46.9985833333,14.3721666667,47.35025,12.5215
577.24,14.94505,47.3557916667,16.8334166666,20.9058333333,13.9775,11.7903333333,47.0934166667,14.41025,47.4308333333,12.5744166667
577.58,14.9357666667,47.4107916667,16.8433333333,20.93825,13.9575833333,11.756625,47.20625,14.376,47.4348333333,12.56
577.92,14.8716,47.4110416667,16.8075,20.9220833333,13.9255,11.7401666666,47.20375,14.3634166667,47.4448333333,12.5609166667
578.26,14.8400333334,47.398125,16.8086666667,20.9499166667,13.9618333333,11.7674166667,47.1765833334,14.3684166667,47.4134166667,12.5870833333
578.60,14.7981166667,47.2742083333,16.7723333333,20.90725,13.9183333334,11.7550416667,47.0980833333,14.3485833333,47.3446666667,12.5695
578.94,14.8189166667,47.3042916667,16.81325,20.9356666667,13.94675,11.8042083333,47.11375,14.3368333333,47.4055,12.5589166666
579.28,14.8815666667,47.3379166667,16.844,21.0508333333,14.01775,11.876,47.1720833333,14.4168333333,47.3929166667,12.6645
579.61,14.8922666667,47.3479583334,16.85675,21.1080833333,14.0360833333,11.8921666666,47.21075,14.42475,47.4225833333,12.6604166667
579.95,14.88825,47.2808333334,16.8095,21.1030833333,13.9948333333,11.8912083334,47.1791666666,14.3740833333,47.2831666667,12.6415
580.29,14.9005166667,47.3596666666,16.8424166666,21.1220833333,14.0335833333,11.90325,47.1900833334,14.4169166666,47.29225,12.6425833333
580.63,14.9013333333,47.4285416667,16.82725,21.1494166667,14.057,11.9263333333,47.225,14.3835833333,47.3291666667,12.6109166667
580.97,14.8824833333,47.4404166667,16.7650833333,21.19475,14.076,11.9335416667,47.2603333333,14.3670833333,47.3134166666,12.61875
581.31,14.856,47.4689583333,16.7270833334,21.2263333333,14.1028333334,11.953625,47.2606666666,14.3641666667,47.3643333334,12.6494166667
581.65,14.8891833333,47.5144166667,16.7339166667,21.2098333333,14.0934166667,11.929125,47.3235833333,14.3260833333,47.3923333333,12.6494166667
581.98,14.9080166666,47.5469583333,16.7100833333,21.248,14.0765833333,11.9145,47.3548333333,14.3000833333,47.4048333333,12.6326666667
582.32,14.9065,47.6442083333,16.7213333333,21.314,14.05575,11.869125,47.4164166667,14.288,47.4204166666,12.6094166667
582.66,14.8914833333,47.6524583333,16.68225,21.3403333333,14.004,11.7935416667,47.43475,14.2784166667,47.3821666667,12.5883333333
583.00,14.9269833333,47.748125,16.72975,21.3729166667,14.0455833333,11.86625,47.4796666666,14.3078333333,47.4760833333,12.6335833333
583.34,14.8890333333,47.7040416666,16.6723333333,21.3435833333,14.0315833333,11.839375,47.4144166666,14.2534166667,47.4505,12.6765
583.68,14.8716833334,47.7609166667,16.7123333333,21.38375,14.0400833333,11.8321666667,47.4355833333,14.2676666667,47.4443333333,12.6715
584.01,14.8624833333,47.7401666666,16.6654166666,21.4181666667,13.9815,11.8300833334,47.4164166667,14.2649166667,47.4788333333,12.6515833333
584.35,14.8923,47.7649166667,16.742,21.4960833333,13.9965,11.8218333333,47.4953333333,14.305,47.5708333333,12.7066666666
584.69,14.8532833333,47.7774166666,16.7060833334,21.4805,13.9375,11.7666666667,47.45225,14.2669166667,47.5514166667,12.6494166667
585.03,14.8556,47.761875,16.71275,21.4705833333,13.9108333334,11.6955416667,47.4373333333,14.2130833333,47.4880833333,12.6049166667
585.37,14.7436166666,47.6260833333,16.6354166667,21.4461666667,13.827,11.6437916667,47.2755833333,14.1493333333,47.3725,12.5351666667
585.70,14.6985666667,47.5642083333,16.62575,21.4219166666,13.8034166667,11.6402916667,47.2160833333,14.11475,47.2530833333,12.5301666666
586.04,14.6615,47.5614166667,16.5610833333,21.4123333333,13.78175,11.6033333333,47.16675,14.10725,47.20525,12.5155
586.38,14.6378,47.5829166667,16.53925,21.4186666667,13.7389166666,11.6139166667,47.143,14.042,47.1943333333,12.5130833333
586.72,14.5424333333,47.576125,16.4514166667,21.3654166666,13.66625,11.5465,47.1413333333,13.97375,47.1574166667,12.47825
587.06,14.5053166666,47.58225,16.43025,21.36425,13.6208333333,11.496625,47.1256666667,13.96175,47.0733333333,12.4174166667
587.39,14.4352833333,47.5029583333,16.3689166667,21.30425,13.5349166667,11.4400833333,47.0683333333,13.91875,47.0716666667,12.3748333333
587.73,14.3835,47.47375,16.3440833333,21.30275,13.5326666667,11.4154166667,47.0158333334,13.8581666667,47.0035833334,12.3690833333
588.07,14.3135166667,47.4565,16.2821666667,21.2726666667,13.4649166666,11.362,47.00275,13.7968333333,46.9844166666,12.2875
588.41,14.3869333334,47.4769583333,16.3489166666,21.376,13.54325,11.460125,47.0494166667,13.9086666666,47.10425,12.3828333333
588.74,14.3811333333,47.5033333333,16.35675,21.395,13.5298333334,11.489875,47.0010833333,13.966,47.16675,12.4150833333
589.08,14.4525,47.622625,16.43175,21.5185,13.573,11.5734583333,47.1066666666,14.0651666667,47.2115833333,12.4833333333
589.42,14.4767,47.705,16.4273333333,21.6016666667,13.6045,11.5906666667,47.1474166667,14.126,47.35475,12.4854166666
589.76,14.4212666667,47.5584583333,16.4056666667,21.5534166667,13.5645,11.5573333333,47.0155,14.0465,47.2364166667,12.4278333334
590.09,14.4644333333,47.6036666666,16.44575,21.6745,13.6006666667,11.6150416667,47.0694166667,14.0909166666,47.3341666666,12.4215
590.43,14.4244833333,47.495125,16.3958333333,21.6895,13.5380833333,11.533875,47.01,14.0298333333,47.3608333333,12.33475
590.77,14.4162833334,47.51875,16.3721666667,21.695,13.5548333334,11.53775,47.0304166667,14.02225,47.3965,12.29925
591.11,14.4832833334,47.5850416666,16.4210833334,21.8263333333,13.6179166667,11.6083333333,47.0870833333,14.0766666666,47.43575,12.3978333334
591.44,14.5111333333,47.5557916667,16.41175,21.82775,13.632,11.6469583333,47.0783333334,14.08375,47.4544166667,12.4764166667
591.78,14.5275,47.5614583333,16.3825833333,21.8895,13.7045,11.7185,47.0675,14.1175833333,47.4580833333,12.54525
592.12,14.4435833333,47.56075,16.34075,21.8786666667,13.60125,11.6780416667,47.061,14.0385,47.4094166667,12.4386666667
592.46,14.4297333333,47.5430833333,16.3245,21.8938333333,13.5705,11.6815,47.11275,14.0166666667,47.4449166667,12.4365
592.79,14.3882666667,47.489875,16.3046666667,21.8909166667,13.5730833333,11.6521666667,47.0778333334,14.0015,47.4515833333,12.4059166667
593.13,14.3931833333,47.483,16.3196666667,21.9,13.5668333334,11.636125,47.10575,13.95575,47.4409166667,12.3971666667
593.47,14.4352666666,47.6540416667,16.3694166667,22.036,13.5896666667,11.6999166667,47.2905833333,14.0224166667,47.628,12.4190833333
593.80,14.3839,47.55625,16.30175,21.9739166667,13.5691666667,11.6170833333,47.2258333333,13.9986666666,47.5154166666,12.4151666666
594.14,14.38795,47.6347916667,16.32,22.0239166666,13.6273333333,11.6770416667,47.316,14.0355833333,47.5293333334,12.41425
594.48,14.46935,47.6570833333,16.3715833333,22.1305,13.7005,11.7300416667,47.3658333334,14.1168333333,47.6089166667,12.493
594.81,14.4836666667,47.7388333334,16.34425,22.17625,13.7144166667,11.7569166667,47.4311666667,14.0783333333,47.67525,12.4576666667
595.15,14.4198666666,47.7445416667,16.2706666667,22.1816666667,13.6519166667,11.69125,47.425,14.026,47.7036666667,12.3705
595.49,14.3840833333,47.7144166667,16.2701666667,22.1604166667,13.58825,11.6412916667,47.3123333333,14.0015833333,47.6450833333,12.3035833333
595.82,14.38515,47.627125,16.2334166667,22.1899166666,13.5705,11.6009583333,47.2334166667,13.9919166667,47.6036666667,12.3035833333
596.16,14.3237166667,47.5593333333,16.13175,22.1748333333,13.5548333333,11.5662916667,47.1210833333,13.9251666667,47.4785,12.2253333333
596.50,14.374,47.65975,16.15825,22.2619166667,13.6421666666,11.6180833333,47.1543333333,13.97425,47.53025,12.2698333333
596.83,14.4253666666,47.7023333333,16.1779166667,22.3225,13.64775,11.6749166667,47.2034166666,14.0203333333,47.5246666667,12.2845
597.17,14.4614333333,47.688625,16.20325,22.3520833333,13.6909166667,11.7147916667,47.17975,14.0670833334,47.49325,12.3593333333
597.51,14.5163166667,47.6744166667,16.2191666667,22.38225,13.7276666667,11.7757916667,47.1426666667,14.1160833333,47.4781666666,12.3824166667
597.84,14.5948333333,47.703375,16.2718333333,22.44775,13.7531666667,11.803125,47.124,14.1509166666,47.44725,12.4599166666
598.18,14.5625166667,47.6759583333,16.2803333333,22.4905,13.7241666667,11.8174166667,47.0774166667,14.1498333333,47.4381666667,12.4758333333
598.52,14.4755666667,47.571125,16.206,22.4498333333,13.6408333333,11.6944583333,46.9698333333,14.08575,47.3979166666,12.3734166667
598.85,14.6166166667,47.6768333334,16.3608333333,22.63025,13.7515,11.8293333334,47.0543333334,14.2410833333,47.45475,12.5035
599.19,14.6688666667,47.6845833333,16.3809166667,22.70275,13.8206666667,11.8668333333,47.1104166667,14.32525,47.44925,12.53525
599.53,14.6194333334,47.6847916666,16.3433333333,22.7160833333,13.8344166667,11.8434166667,47.138,14.2690833333,47.4365833334,12.5211666667
599.86,14.6951666666,47.7769583333,16.4264166666,22.8805,13.88225,11.902875,47.26325,14.3875,47.5365833333,12.6239166667
600.20,14.6281,47.6212916667,16.321,22.8083333333,13.7435,11.7945833333,47.1418333333,14.25475,47.40925,12.5314166667
600.53,14.5650166667,47.5335833333,16.2820833333,22.8116666666,13.7216666667,11.7386666667,47.0305833334,14.2351666667,47.3659166667,12.517
600.87,14.5662833334,47.5807083334,16.2751666667,22.8411666667,13.7020833333,11.7091666667,47.0270833333,14.1759166667,47.4233333333,12.4660833333
601.21,14.5151,47.6264166667,16.2338333333,22.9043333333,13.6395833334,11.655625,47.0914166667,14.1133333333,47.4701666667,12.414
601.54,14.5362666667,47.659625,16.2530833333,22.9955833333,13.6795,11.6919166667,47.1128333333,14.16575,47.5015833333,12.4298333333
601.88,14.5543,47.7697083333,16.211,23.0296666667,13.67075,11.68825,47.1685,14.1691666667,47.48275,12.4095
602.21,14.73485,47.977875,16.4153333334,23.2414166667,13.8418333333,11.8964583333,47.3070833333,14.3549166667,47.623,12.61775
602.55,14.7071666667,47.9250833333,16.3955833334,23.2453333333,13.8145833333,11.8518333333,47.30175,14.3029166667,47.56725,12.5723333333
602.88,14.8239666667,48.074125,16.4630833333,23.3955,13.89675,11.9581666667,47.42625,14.3450833333,47.7466666667,12.7295
603.22,14.8686833333,48.1030833333,16.4868333333,23.4141666667,13.89225,11.9697083333,47.39525,14.374,47.7124166667,12.7568333333
603.56,14.8581166667,48.1110416667,16.48325,23.4199166666,13.8499166667,11.936625,47.3605833333,14.3038333333,47.70625,12.7221666667
603.89,14.9046833333,48.19825,16.5118333334,23.4908333333,13.889,11.9771666667,47.4843333333,14.3445833334,47.8091666667,12.76375
604.23,14.90505,48.18175,16.4964166666,23.4941666667,13.8934166666,12.0015,47.4478333333,14.3349166667,47.7905833333,12.7621666667
604.56,14.9205166667,48.1365416667,16.4670833334,23.5303333333,13.8921666667,12.0176666667,47.43675,14.3680833333,47.7064166667,12.7819166667
604.90,14.9839333333,48.2062083333,16.54975,23.6643333334,13.9551666667,12.094,47.4789166667,14.4393333333,47.7889166667,12.8530833333
605.23,14.9734333334,48.1894583333,16.5206666667,23.6695,13.91475,12.06825,47.46025,14.4494166667,47.8080833333,12.8341666667
605.57,14.98545,48.1238333333,16.5524166667,23.7303333333,13.94675,12.1041666667,47.445,14.4671666667,47.8165,12.8618333333
605.90,14.9028,47.9681666666,16.46125,23.64925,13.8748333333,12.0279166667,47.3404166667,14.3813333333,47.6976666667,12.7736666667
606.24,14.9287166667,47.94825,16.4609166667,23.704,13.87625,12.0485833333,47.3009166667,14.393,47.7243333333,12.8071666667
606.58,14.8622,47.8522916667,16.4595833334,23.67875,13.8029166667,12.00825,47.23325,14.36475,47.6204166667,12.74675
606.91,14.9377833333,47.90975,16.5476666666,23.7790833334,13.90625,12.1075,47.2644166666,14.4319166667,47.7044166667,12.8281666667
607.25,14.9987333333,47.9321666667,16.5759166667,23.81175,13.97175,12.1520833333,47.3009166667,14.49525,47.7201666667,12.9274166667
607.58,15.0395166667,47.93275,16.6431666666,23.8568333334,14.0705,12.1885833333,47.2800833333,14.5520833333,47.709,12.99975
607.92,15.06785,47.941875,16.6625,23.91975,14.0525,12.176,47.3614166667,14.5591666667,47.7655,13.0436666667
608.25,15.1313,47.9645833333,16.7509166666,24.0258333333,14.1435833333,12.27375,47.39725,14.6215833333,47.81225,13.1698333333
608.59,15.1091666667,47.8962916667,16.7159166667,23.9549166666,14.1178333333,12.21575,47.3325,14.57075,47.7283333333,13.1616666666
608.92,15.1440333333,47.9115416667,16.7835,24.0265,14.14875,12.269875,47.3644166667,14.56025,47.77525,13.2220833333
609.26,15.18415,47.991125,16.8281666667,24.0478333333,14.1131666667,12.256875,47.3935,14.5635833333,47.813,13.2794166667
609.59,15.2347166666,48.0465416667,16.84325,24.12375,14.1243333334,12.2914166667,47.4356666667,14.60625,47.8078333333,13.363
609.93,15.2672,48.1029166667,16.8880833333,24.15825,14.174,12.3192083333,47.4840833333,14.6679166667,47.8544166667,13.42025
610.26,15.2797666666,48.0708333333,16.8675833333,24.1614166667,14.1808333333,12.2932916667,47.443,14.66175,47.78475,13.4155
610.60,15.3004833333,48.1233333334,16.8904166667,24.2096666667,14.1769166667,12.3076666667,47.5224166667,14.6793333333,47.8335,13.4278333333
610.93,15.3534666667,48.1614166667,16.9475833333,24.29475,14.2161666667,12.3772083333,47.5205,14.70225,47.8536666667,13.4556666666
611.27,15.4277166667,48.2685416667,17.02925,24.4103333333,14.2286666667,12.4647083333,47.6225833333,14.7860833333,47.9269166667,13.5518333334
611.60,15.4886833333,48.3037916667,17.119,24.49525,14.3213333333,12.5364166667,47.6285833334,14.8244166666,47.9551666667,13.5985833333
611.93,15.43725,48.2897083333,17.1094166666,24.4638333333,14.25175,12.4675833333,47.6074166667,14.7796666667,47.9724166667,13.5195833334
612.27,15.522,48.421,17.2278333333,24.5860833333,14.36475,12.5610416667,47.7025,14.9109166666,48.0543333334,13.6356666666
612.60,15.5894666667,48.4309166666,17.2735,24.6444166666,14.4445,12.6238333333,47.7264166666,14.9935,48.03025,13.7210833333
612.94,15.6304,48.4619166666,17.3003333333,24.7040833333,14.5265,12.6895416667,47.7505,15.00875,48.04,13.7174166666
613.27,15.6640333333,48.4919583333,17.3711666666,24.7356666667,14.5910833333,12.7230833333,47.7945,15.09325,48.115,13.7519166667
613.61,15.7270333333,48.5212083333,17.42175,24.8109166667,14.6273333333,12.8050833333,47.79575,15.1108333333,48.07775,13.7661666667
613.94,15.7549,48.523,17.4254166667,24.8325833333,14.6699166666,12.8320416667,47.778,15.1229166666,48.12725,13.79225
614.28,15.8165,48.52575,17.4599166667,24.9298333333,14.7145,12.897875,47.7509166667,15.2148333334,48.1405833333,13.8819166666
614.61,15.81175,48.47125,17.4870833334,24.95675,14.7246666667,12.9067916667,47.7284166666,15.25925,48.1526666666,13.9166666667
614.94,15.8207833333,48.4296666667,17.471,25.01675,14.7580833333,12.9290833333,47.61225,15.251,48.0884166667,13.9076666666
615.28,15.9908666667,48.594,17.585,25.21375,14.8796666667,13.0736666667,47.7903333333,15.45775,48.2865833333,14.1266666667
615.61,16.0548,48.6649166667,17.6428333333,25.3566666667,14.9876666667,13.1569166666,47.828,15.5268333333,48.2905,14.2201666667
615.95,16.0372333333,48.5584583333,17.5819166667,25.348,14.9336666666,13.13825,47.7154166667,15.4595833334,48.2599166666,14.17925
616.28,16.0165666667,48.6191666667,17.6009166667,25.3880833334,14.9538333333,13.2115833333,47.6999166667,15.4386666667,48.2393333333,14.1678333333
616.61,15.9926666667,48.5854583333,17.6059166667,25.43575,15.0104166667,13.221875,47.69225,15.4738333333,48.235,14.2388333333
616.95,16.06395,48.6695833333,17.6751666667,25.58975,15.0835833333,13.328,47.72275,15.47575,48.3118333333,14.292
617.28,16.0952,48.65375,17.6615833333,25.6354166667,15.1286666667,13.3204583333,47.7921666667,15.4978333333,48.3275833333,14.3370833333
617.62,16.1259333333,48.840375,17.777,25.81125,15.1859166667,13.4249583333,47.9465,15.5870833333,48.4675,14.4430833333
617.95,15.9886166666,48.764625,17.67325,25.7071666667,15.0658333333,13.3245,47.8899166667,15.414,48.3044166667,14.31275
618.28,16.0342166666,48.8085416667,17.7150833334,25.78375,15.1576666667,13.3885,47.9385,15.4761666667,48.2351666667,14.3155
618.62,16.0152333333,48.8075833333,17.7709166666,25.8384166667,15.1425,13.4052916667,47.9615,15.44725,48.2870833333,14.3135
618.95,15.9333833333,48.7970833333,17.7060833334,25.76,15.1016666667,13.3275416666,47.8648333333,15.32925,48.1281666667,14.2160833333
619.28,15.9779,48.86225,17.7161666667,25.8053333333,15.08125,13.3825416667,47.8865,15.3491666667,48.2054166666,14.22575
