wavelength,Back_ThlPecf,Belly_ThlPecf,Breast_ThlPecf,Crissum_ThlPecf,Crown_ThlPecf,DorTail_ThlPecf,Patch10_ThlPecf,Rump_ThlPecf,Throat_ThlPecf,WingTip_ThlPecf
215.57,-32.4241666666,-61.8181666667,-0.909,-75.1515,-42.1211666666,-42.5756666667,-63.0301666667,-104.2425,-99.394,39.3938333334
215.95,-16.0605,-46.6668333333,10.9091666667,-68.0303333334,-27.8788333334,-40.3031666667,-47.8788333333,-87.8788333331,-87.2726666665,36.9696666666
216.32,4.09366666666,-21.0526666667,26.0233333334,-35.81875,-5.5555,-16.8128333333,-12.5731666667,-58.1871666667,-52.339,50.2921666667
216.70,-12.6811666667,-55.7971666667,25.3623333334,-59.4204166666,-18.8403333333,-40.3983333333,-26.8115,-82.9711666666,-68.8406666665,38.4056666667
217.08,-13.75,-75.4166666669,35.0,-83.5416666667,-16.25,-56.6666666667,-36.6666666667,-100.416666666,-87.5000000001,33.75
217.46,10.2038333333,-32.313,55.1023333333,-37.9250833334,10.5441666666,-27.5510833334,-7.483,-52.0408333334,-51.7006666667,47.2788333333
217.83,37.1795,-0.64083333335,73.0768333333,-1.12166666665,40.7051666667,-9.295,20.8333333333,-19.2308333333,-18.59,74.0383333333
218.21,16.2281666667,-12.7191666667,66.6666666667,-27.6315833334,33.3333333333,-42.3244166667,0.87716666665,-47.807,-75.8771666666,79.8246666668
218.59,-28.3333333333,-60.5556666666,46.111,-77.2223333334,-5.5555,-117.50025,-54.4445,-100.555666667,-143.889,53.3331666667
218.97,-4.82433333335,-29.386,49.1228333334,-23.0263333333,27.1928333334,-58.99125,-13.5965,-57.4563333333,-91.6666666667,58.3335
219.34,-3.33333333333,-29.6666666667,38.3333333333,-0.5,17.6666666667,-47.5,-5.0,-34.6666666667,-67.3333333331,31.0
219.72,-27.1318333333,-55.814,25.5816666667,-17.2480833333,-13.5658333333,-62.20925,-29.0696666666,-68.217,-92.6356666668,8.91483333335
220.10,-30.5556666666,-52.7778333334,19.0476666667,-16.0713333333,-19.8413333334,-52.778,-34.1271666667,-69.4443333334,-78.1745,21.0318333334
220.47,-39.1666666667,-58.75,10.4166666666,-30.625,-39.1666666667,-71.0416666665,-56.6666666668,-101.666666666,-97.9166666669,-2.91666666665
220.85,-12.2951666666,-21.3113333333,7.6505,-11.7485,-14.754,-32.3771666666,-26.776,-66.3935,-57.6503333334,3.2785
221.23,-26.8361666666,-22.3165,-11.582,-10.7344166667,-22.0338333333,-34.1810833333,-34.7456666667,-81.0735,-66.9491666667,-8.19216666665
221.61,-33.8888333334,-29.7221666667,-29.1666666667,-13.1945833333,-29.4446666667,-28.472,-51.389,-91.9445000002,-70.8335,-17.7776666667
221.98,-25.7141666667,-18.5715,-19.0478333333,-11.3094166666,-16.4286666667,-12.5000833334,-39.2858333333,-70.9523333333,-59.0475,-20.9523333334
222.36,1.45833333335,6.87499999999,8.9583333333,12.1875,5.20833333332,13.0208333333,-13.125,-38.5416666667,-28.75,-1.6666666667
222.74,10.728,15.9003333333,18.5823333334,20.7855,18.7738333333,24.0420833333,-6.13016666666,-30.2683333334,-13.41,3.06516666665
223.11,5.5555,10.0823333333,17.2838333333,12.6544166667,11.1111666667,21.0904166667,-12.7573333334,-40.9466666667,-18.7241666667,-2.2635
223.49,11.443,19.6515,19.9005,18.03475,16.6666666667,29.726,-5.22399999998,-43.0348333334,-14.6766666667,1.49266666665
223.87,-7.86166666669,4.4025,9.434,5.50325,19.1823333334,20.283,-15.4088333333,-55.9748333334,-32.7045,-8.49033333335
224.24,-16.6666666667,-2.924,11.9883333333,7.01741666665,20.4678333333,18.4210833333,-11.111,-50.5848333333,-43.2748333333,-3.50866666665
224.62,-6.19066666665,-0.71433333335,18.5715,9.405,29.5238333333,22.381,-4.0475,-28.3331666667,-29.2858333333,8.09533333335
225.00,-2.11266666665,-0.4695,23.709,11.3848333333,27.9341666667,19.8356666667,-3.75583333334,-16.4318333333,-23.2396666666,0.70416666665
225.38,1.42283333335,-2.43883333333,28.0486666666,3.86183333333,23.1705,7.92683333333,2.439,-10.3658333334,-7.72366666667,5.28466666665
225.75,3.62333333334,-4.71016666666,32.7898333333,3.44191666667,23.9131666666,2.17375,12.319,-8.6955,-4.16666666666,5.6158333333
226.13,-6.491,-16.3158333333,21.0526666666,-5.78958333333,10.5261666666,-9.03508333335,3.50866666667,-22.9825,-12.1053333333,-2.6315
226.51,-26.0868333334,-32.9708333333,1.08716666665,-18.6593333333,-5.2535,-25.9964166666,-9.23916666667,-41.3043333334,-26.2678333333,-19.0216666666
226.88,-33.8333333333,-40.5,-10.6666666667,-23.5,-16.6666666667,-32.0833333333,-13.1666666667,-44.1666666667,-35.6666666667,-25.1666666666
227.26,-35.8023333333,-40.2778333333,-15.1233333334,-28.7038333333,-21.142,-39.0434166667,-22.068,-44.4445,-39.0433333333,-28.395
227.64,-28.0141666667,-28.7233333333,-9.22000000002,-18.676,-15.6026666667,-27.5413333333,-19.3851666667,-30.9691666667,-31.3238333333,-19.149
228.01,-17.5388333333,-16.1823333334,1.35650000002,-6.34708333334,-8.0425,-16.9090833333,-8.43033333333,-18.8953333334,-17.4418333334,-7.46116666665
228.39,-18.857,-19.8095,-1.42849999999,-10.6666666667,-12.0,-22.8095833333,-11.2381666667,-22.6665,-17.8095,-14.8571666667
228.76,-12.1135,-12.629,1.71833333335,-7.56,-5.2405,-17.9555,-5.2405,-15.7218333333,-12.6286666667,-6.44316666669
229.14,-11.0,-10.5833333333,0.0,-7.0,-1.66666666665,-16.4166666667,-3.5,-16.5,-12.75,-2.25
229.52,-15.6915,-16.3121666667,-3.5461666667,-6.29425,-2.92566666666,-17.5086666667,-6.91516666667,-20.3901666666,-19.7695,-4.4325
229.89,-24.5661666666,-23.314,-10.501,-13.4870833334,-9.923,-21.5800833333,-17.0521666667,-28.5165,-28.5166666667,-11.0791666667
230.27,-26.7858333333,-21.7261666667,-13.5913333333,-14.9305,-15.2775,-23.0654166667,-17.5595,-29.1668333333,-27.4801666666,-10.7145
230.65,-22.9166666666,-19.5436666667,-11.4085,-19.8909166666,-16.7658333333,-20.23825,-18.254,-27.4801666666,-26.2896666666,-10.8133333333
231.02,-19.3581666666,-18.2195,-9.42033333331,-20.3935833334,-15.528,-21.79075,-15.942,-24.2235,-23.3953333333,-10.4556666666
231.40,-17.9011666667,-12.2428333333,-10.4938333334,-18.26125,-14.1973333334,-20.5761666667,-12.4485,-20.4731666666,-18.6213333334,-10.3908333333
231.78,-24.8828333333,-19.3661666667,-19.1313333333,-30.0468333334,-22.5353333333,-33.5679166666,-20.6573333333,-31.6901666667,-27.465,-15.9621666667
232.15,-20.0435,-18.9541666666,-18.8451666667,-26.0894166666,-20.806,-31.10025,-21.0241666667,-31.3726666667,-26.6883333333,-13.5076666667
232.53,-13.2753333333,-9.9805,-13.6628333334,-18.4109166666,-15.7945,-22.9166666667,-15.601,-22.8683333333,-20.9303333333,-6.97666666669
232.90,-16.2698333334,-9.72233333331,-12.8966666666,-16.0713333334,-20.1388333333,-24.7025833333,-17.6586666667,-24.008,-21.8253333333,-12.2023333333
233.28,-23.718,-14.6368333333,-19.3375,-24.252,-28.0983333333,-32.1045833333,-27.03,-30.0213333333,-30.5555,-16.9873333334
233.66,-19.6255,-9.36883333335,-17.9486666667,-22.6331666666,-25.9368333333,-28.6980833333,-23.7671666666,-25.937,-28.9938333334,-14.2011666667
234.03,-9.26916666665,-2.05,-7.3975,-12.7453333334,-16.7558333334,-20.0980833334,-12.834,-14.6168333333,-15.9536666667,-5.2585
234.41,-8.85449999999,-2.25683333333,-5.469,-11.1981666666,-12.6735,-21.3541666667,-11.7186666667,-15.191,-15.7985,-5.72916666667
234.78,-19.82,-9.09916666666,-9.63966666669,-13.3783333333,-16.4866666667,-30.4054166666,-17.5675,-23.2433333333,-23.6935,-8.91883333333
235.16,-12.355,-0.912,-4.229,-6.17733333335,-10.5306666666,-21.02,-11.2771666667,-14.0961666667,-17.4958333333,0.000166666667
235.54,-11.8466666667,-3.51316666667,-2.85966666667,-6.00483333335,-11.1111666667,-18.83175,-10.7026666667,-13.889,-19.0361666667,4.9835
235.91,-9.8185,-0.742333333335,-1.40283333334,-5.77566666665,-10.396,-12.8713333333,-8.41599999999,-10.6436666667,-16.5841666667,6.353
236.29,-10.9928333333,-0.088666666665,-0.266,-7.181,-10.7268333334,-10.86,-4.60983333333,-7.26966666665,-15.2481666667,8.7765
236.66,-14.5956666667,-5.91716666667,-3.64899999999,-9.71441666665,-13.3135,-11.6370833333,-5.72,-10.8481666667,-17.4556666666,8.67866666666
237.04,-18.259,-9.97883333335,-9.66033333334,-13.9596666667,-14.3311666666,-12.7919166666,-10.2971666667,-14.6496666667,-22.293,7.85566666666
237.41,-9.73766666665,-2.99616666667,0.187333333335,-2.24716666667,-8.89516666669,-6.36716666666,-2.4345,-6.64800000002,-13.3896666667,11.1421666667
237.79,1.09966666667,5.49916666667,9.22183333332,6.726,-1.77666666667,3.72233333333,4.484,1.69216666669,-3.38416666669,14.6363333334
238.17,5.22283333334,10.5223333334,7.6805,7.335,1.99683333334,6.52858333333,6.75883333331,3.68666666665,-0.6145,17.6653333333
238.54,9.03083333333,9.69166666669,5.80033333333,6.05708333334,1.909,9.36133333334,6.16716666667,3.7445,1.46833333333,21.5123333333
238.92,15.1685,11.9226666667,8.11483333333,10.5181666667,6.42949999998,14.7316666666,9.73766666668,10.362,6.36716666668,25.9051666667
239.29,12.255,6.8015,5.39216666667,6.43391666667,1.89933333334,12.0710833333,5.821,3.6765,3.18633333331,19.6688333333
239.67,15.4761666667,8.82033333334,6.81816666666,9.65883333335,5.08666666666,15.0973333334,7.95450000001,5.57366666667,5.46566666667,20.2381666666
240.04,14.1371666666,7.63316666665,5.64583333333,10.7948333333,6.82016666666,14.0468333333,7.54283333332,4.336,4.92316666666,18.97
240.42,14.3833333333,8.67583333335,4.7945,10.35,6.9255,14.1550833333,6.54466666666,4.0335,6.35449999998,16.134
240.79,13.7596666667,9.91616666669,5.717,10.4164166667,7.49333333334,14.3574166666,7.36433333333,4.84516666667,7.13833333335,15.278
241.17,12.5776666666,9.53183333331,5.612,9.70108333333,6.74016666666,13.6209166667,8.15,4.6815,6.71183333335,15.3413333333
241.54,10.1526666667,7.4045,3.486,6.9085,4.96166666666,12.7865,6.61566666666,3.53666666666,5.64866666666,14.1218333334
241.92,7.48583333334,6.309,2.09516666667,5.57908333334,3.71933333333,11.7465,5.06133333333,2.0715,4.91983333334,13.206
242.29,6.024,5.60016666667,1.42816666667,4.9755,3.05683333333,11.334,4.306,1.80716666667,3.74816666667,12.093
242.67,5.09066666667,5.55566666667,1.4365,5.23875,3.10516666667,10.7944166667,3.69633333333,2.40816666667,3.46416666666,11.5125
243.05,5.3095,6.5395,2.419,5.3505,3.3415,11.10075,3.936,2.87,4.059,11.029
243.42,5.28083333333,6.49783333334,2.21833333333,5.66366666666,3.90633333333,11.5231666666,4.22066666667,3.19983333333,4.18133333334,11.3466666667
243.80,3.89316666667,5.255,1.956,4.19083333333,2.70433333333,10.2703333333,3.20283333333,2.3975,3.6055,9.6665
244.17,2.06183333333,4.12366666666,0.553666666666,2.48191666667,1.222,8.5245,1.68,0.954666666667,2.4625,8.49566666667
244.55,1.14233333333,3.85766666667,0.0186666666665,2.17241666667,0.824,7.45308333333,1.29233333334,0.655499999998,1.442,8.2585
244.92,0.913,3.795,-0.805500000002,1.60216666667,0.393833333332,6.82058333333,0.859166666666,0.590666666665,0.984666666665,7.9125
245.30,1.75616666666,4.22766666667,0.0161666666665,2.57733333333,1.39833333333,7.98375,0.894333333332,1.561,1.67466666667,8.17883333333
245.67,2.949,5.091,0.997499999999,3.60183333333,2.55283333334,8.63433333334,1.71683333333,2.03933333334,2.14183333334,8.89083333333
246.05,2.85683333333,4.634,0.868833333335,3.21241666667,2.2645,8.01066666666,1.52716666666,2.08016666667,2.1065,8.95216666667
246.42,2.84933333333,4.22033333333,1.41866666667,3.21291666667,2.22933333333,7.89208333334,1.4545,2.03866666667,1.96716666666,8.81033333334
246.79,3.112,4.446,2.09283333334,3.09575,2.22316666667,8.31158333334,1.93,2.16866666667,2.04933333333,8.6965
247.17,2.575,4.02466666667,1.56133333333,2.36216666667,1.66266666667,8.151,1.53083333333,1.8755,1.61183333333,8.35366666666
247.54,2.14316666667,4.20033333334,1.30716666667,2.0375,1.336,7.61258333333,1.0765,1.57616666666,1.509,8.19866666667
247.92,2.57783333333,4.5275,1.54666666667,2.67633333333,1.57466666666,7.85066666667,1.29366666667,1.8935,1.753,8.61466666667
248.29,3.61283333333,5.35933333333,2.77616666667,3.67691666666,2.49116666666,8.79758333333,2.0315,2.74866666666,2.78516666666,9.22966666667
248.67,4.022,5.62,3.3425,4.293,2.74566666667,9.46291666667,2.461,2.84666666667,3.31516666667,9.73366666667
249.04,3.51766666667,5.08683333333,3.1755,4.02633333333,2.10133333333,9.28391666667,1.76833333333,2.32,2.76666666667,9.4695
249.42,2.68233333334,4.39,2.642,3.44091666667,1.085,8.3485,1.16533333333,1.58733333333,2.36083333334,9.0215
249.79,2.32983333334,4.14233333333,2.33016666666,3.19283333333,0.906166666665,7.9935,0.571666666668,1.5425,2.40566666667,8.53283333333
250.17,3.11116666666,4.67283333333,3.01883333333,3.45816666667,1.492,8.25233333333,1.145,2.17433333333,2.7065,8.52416666667
250.54,3.54366666666,5.401,3.37233333333,3.77575,1.83283333333,8.26025,1.5275,2.49266666667,3.11566666666,8.82216666667
250.92,3.9085,6.09166666667,3.9475,4.5165,2.26116666666,8.072,1.83016666667,2.70616666667,3.3465,9.2025
251.29,3.47266666666,5.37333333334,3.43183333333,4.56641666666,1.51766666667,7.19866666666,1.47666666667,1.9415,2.95316666667,8.38116666669
251.66,4.5045,5.86983333333,4.84233333334,5.62358333334,2.70283333334,8.97358333334,2.914,3.08283333334,3.674,9.20599999998
252.04,4.82566666667,6.33816666667,4.98416666666,5.54591666667,3.486,9.14008333333,3.48583333334,3.11133333333,3.74516666666,9.40633333332
252.41,3.48683333333,5.05333333333,3.85666666666,4.115,2.09816666667,7.94891666667,2.571,2.11266666667,2.12766666667,8.02300000001
