wavelength,Back_ThlPecf,Belly_ThlPecf,Breast_ThlPecf,Crissum_ThlPecf,Crown_ThlPecf,DorTail_ThlPecf,Patch10_ThlPecf,Rump_ThlPecf,Throat_ThlPecf,WingTip_ThlPecf
351.10,4.9895,24.3568333334,4.93683333334,9.59591666666,3.19416666666,8.248,6.55633333333,5.685,10.6196666667,8.517
351.46,4.96566666667,24.5021666667,4.8665,9.54658333334,3.13583333334,8.173,6.53216666666,5.68766666667,10.6948333333,8.50033333333
351.83,4.868,24.4583333334,4.8085,9.49933333334,3.09183333333,7.98041666667,6.55066666667,5.646,10.6921666666,8.53633333333
352.19,4.8495,24.4926666667,4.6725,9.31783333334,2.91183333333,7.79216666667,6.47366666667,5.631,10.5833333333,8.38866666666
352.55,4.91433333333,24.584,4.6565,9.30933333333,2.891,7.83075,6.49616666667,5.5545,10.553,8.29516666667
352.92,5.05683333333,24.6291666667,4.79966666667,9.33841666667,3.01166666667,7.907,6.5625,5.59166666667,10.495,8.351
353.28,5.11016666667,24.9386666667,4.83033333334,9.40483333334,3.08466666667,7.99108333334,6.60383333334,5.50983333333,10.4925,8.27716666666
353.65,5.04266666666,24.9643333333,4.8035,9.43416666666,3.01833333333,7.89066666667,6.59366666666,5.4545,10.3713333333,8.21366666666
354.01,5.09483333333,25.0643333333,4.80516666667,9.55891666667,3.09866666667,8.01833333334,6.64783333333,5.494,10.4766666667,8.33466666666
354.38,5.26983333333,25.1618333333,5.03133333334,9.79483333333,3.29716666666,8.25241666666,6.77766666667,5.68183333333,10.6393333333,8.50216666667
354.74,5.23283333333,25.184,5.01483333333,9.808,3.28666666666,8.23366666667,6.813,5.627,10.6085,8.379
355.11,5.18616666667,25.2226666667,5.11983333334,9.80583333334,3.36016666667,8.276,6.77366666667,5.6405,10.5443333334,8.49816666667
355.47,5.33383333333,25.2318333334,5.24416666667,9.93866666667,3.37683333334,8.33425,6.8565,5.719,10.6721666667,8.68583333333
355.83,5.60466666666,25.614,5.49466666667,10.1485,3.6105,8.54633333333,7.0715,5.98883333334,10.9193333334,8.84166666667
356.20,5.5395,25.6598333334,5.4945,10.2658333333,3.673,8.53116666666,7.13083333333,5.93166666667,11.0061666667,8.89216666667
356.56,5.58483333334,25.6663333333,5.58933333333,10.3034166667,3.77966666667,8.55275,7.23033333333,6.007,11.1218333334,8.96183333334
356.93,5.5695,25.7695,5.51116666667,10.26725,3.783,8.51425,7.22483333334,5.99366666667,11.1868333333,8.95283333334
357.29,5.6715,25.748,5.53833333334,10.3841666667,3.848,8.55725,7.29666666667,6.13183333334,11.249,9.067
357.66,5.6135,25.8545,5.49816666667,10.3018333333,3.791,8.52466666666,7.21333333333,6.11983333334,11.3105,9.06233333333
358.02,5.6525,26.0296666667,5.55066666667,10.2944166667,3.81433333334,8.5955,7.3075,6.14116666666,11.4208333334,9.068
358.38,5.49866666667,26.078,5.41583333333,10.138,3.65933333333,8.38241666666,7.18866666667,6.006,11.363,8.93733333333
358.75,5.40416666666,26.0876666667,5.29233333333,10.0365833333,3.536,8.28791666666,7.06783333333,5.96783333333,11.3201666666,8.89233333333
359.11,5.51033333333,26.2578333333,5.3725,10.1843333333,3.6055,8.39733333333,7.19416666666,6.19266666666,11.5578333334,8.93116666667
359.48,5.44466666667,26.2906666666,5.2555,10.11775,3.57116666666,8.33158333334,7.146,6.10233333334,11.514,8.7675
359.84,5.34716666667,26.3311666666,5.197,10.164,3.51083333334,8.34216666666,7.1345,6.055,11.4933333333,8.8115
360.20,5.3755,26.432,5.25166666667,10.199,3.52283333333,8.34475,7.21066666667,6.1155,11.5085,8.84266666667
360.57,5.275,26.4921666667,5.2395,10.2051666667,3.44666666667,8.324,7.1595,6.11316666667,11.5235,8.87416666666
360.93,5.18933333333,26.492,5.25383333334,10.17875,3.39166666666,8.27283333334,7.15866666666,6.116,11.5005,8.80066666667
361.29,5.16183333333,26.5656666667,5.27083333333,10.1513333333,3.336,8.23525,7.14066666667,6.0555,11.5696666667,8.78683333333
361.66,5.25933333334,26.6568333334,5.307,10.26625,3.42666666666,8.223,7.25583333334,6.12916666667,11.6308333334,8.82783333333
362.02,5.2965,26.67,5.33933333334,10.3195,3.46616666666,8.25891666666,7.24716666666,6.18866666667,11.6421666667,8.84366666666
362.39,5.234,26.7526666667,5.39116666666,10.347,3.47833333333,8.28683333334,7.31683333333,6.23016666667,11.6388333334,8.86366666668
362.75,5.28583333333,26.752,5.47783333333,10.4373333333,3.53383333334,8.28116666667,7.37633333334,6.24766666667,11.6591666667,8.89199999998
363.11,5.33333333334,26.8463333333,5.50316666667,10.4121666667,3.58933333333,8.26675,7.368,6.187,11.6411666667,8.94200000001
363.48,5.32566666667,26.8795,5.54433333334,10.4635,3.6545,8.25925,7.43283333334,6.25633333334,11.6525,8.9835
363.84,5.3815,26.8836666667,5.499,10.3961666667,3.66916666667,8.22075,7.44433333333,6.22466666666,11.6958333333,8.92516666665
364.20,5.38666666667,26.9126666666,5.43983333334,10.3306666667,3.62116666667,8.15858333333,7.32516666667,6.183,11.706,8.861
364.57,5.5215,26.9996666667,5.462,10.3949166667,3.60416666666,8.16866666667,7.39816666667,6.2115,11.7756666667,8.85466666667
364.93,5.53483333333,27.108,5.41783333334,10.40925,3.59916666667,8.15408333334,7.381,6.20983333334,11.7705,8.8965
365.29,5.44883333334,27.1426666667,5.3145,10.3861666667,3.57433333333,8.10866666667,7.3735,6.21866666667,11.7246666667,8.8315
365.66,5.42633333334,27.2138333333,5.34383333334,10.357,3.55616666666,8.19441666666,7.3685,6.2125,11.7456666666,8.81066666666
366.02,5.3535,27.2235,5.23683333333,10.333,3.48766666666,8.10675,7.42,6.1645,11.6693333333,8.781
366.38,5.45683333333,27.2186666667,5.285,10.4013333333,3.56,8.14991666666,7.4105,6.1715,11.7596666667,8.75966666666
366.75,5.50216666667,27.3901666666,5.31983333333,10.47725,3.58766666667,8.21733333333,7.4325,6.2075,11.9023333334,8.78233333333
367.11,5.45866666667,27.4553333333,5.31916666667,10.45075,3.50583333334,8.19358333333,7.4525,6.15566666666,11.9478333333,8.7085
367.47,5.44283333333,27.605,5.23883333334,10.4420833333,3.43866666667,8.14108333334,7.36566666667,6.10083333333,11.9718333333,8.63266666666
367.84,5.38083333333,27.7215,5.27933333333,10.5408333333,3.4735,8.13791666666,7.3685,6.075,11.9846666667,8.71283333334
368.20,5.37566666667,27.8336666667,5.308,10.6381666667,3.53033333334,8.19491666666,7.469,6.05933333334,12.0678333334,8.7435
368.56,5.34833333333,27.9088333333,5.2845,10.6255,3.60533333333,8.21508333334,7.45483333334,6.03566666667,12.0753333333,8.7915
368.93,5.46366666667,27.9823333333,5.34766666667,10.7523333333,3.65633333333,8.25683333333,7.49233333333,6.04266666667,12.1591666667,8.84066666667
369.29,5.5175,28.1248333333,5.344,10.764,3.68066666667,8.24208333333,7.54783333333,6.0635,12.1306666667,8.882
369.65,5.50233333333,28.169,5.33683333333,10.8284166667,3.69616666667,8.22925,7.55433333333,6.07883333333,12.1438333333,8.8805
370.01,5.4615,28.2841666667,5.38133333333,10.792,3.62283333334,8.18158333334,7.495,6.02383333333,12.1548333334,8.89483333334
370.38,5.362,28.4063333333,5.20466666667,10.7101666667,3.48666666667,8.09008333334,7.46933333334,6.0275,12.0441666667,8.8155
370.74,5.26416666666,28.4435,5.08383333334,10.5226666667,3.41033333333,8.00008333333,7.48316666667,5.995,11.9378333333,8.70083333333
371.10,5.1025,28.4205,4.95983333333,10.4143333333,3.24716666667,7.84991666666,7.38116666667,5.91266666667,11.8531666667,8.5605
371.46,5.08766666667,28.3888333334,4.95833333334,10.2671666667,3.16583333333,7.806,7.42233333334,5.88416666667,11.7821666666,8.5115
371.83,5.1225,28.4426666666,4.94683333333,10.1864166667,3.11583333333,7.801,7.41766666666,5.96383333333,11.7213333333,8.457
372.19,5.20733333334,28.7083333333,5.04966666666,10.2640833333,3.15983333333,7.91058333333,7.50133333333,6.13283333334,11.8633333333,8.56416666666
372.55,5.13233333333,28.7813333333,5.0665,10.2634166667,3.15233333333,7.85925,7.5845,6.19866666666,11.837,8.588
372.92,5.1345,28.9508333333,5.0925,10.26075,3.229,7.92441666667,7.69083333334,6.28633333333,11.8915,8.58616666667
373.28,5.20016666666,29.086,5.225,10.3714166667,3.3165,8.05116666667,7.74533333333,6.42816666666,11.954,8.5905
373.64,5.10166666667,29.1151666666,5.17016666667,10.2615,3.23783333333,8.025,7.67383333333,6.3565,11.9473333333,8.5485
374.00,5.13433333334,29.2403333333,5.18433333334,10.26625,3.305,8.06925,7.703,6.4145,11.9781666667,8.5545
374.37,5.27383333334,29.353,5.32533333334,10.3616666667,3.38066666666,8.17916666667,7.79666666667,6.445,12.0865,8.69416666666
374.73,5.39216666667,29.4661666667,5.44933333333,10.4881666667,3.48466666666,8.3195,7.88633333333,6.5395,12.1555,8.7655
375.09,5.5495,29.5998333333,5.59916666666,10.7004166667,3.679,8.49325,8.1075,6.70133333333,12.2958333333,8.88916666666
375.45,5.65183333334,29.8545,5.7935,10.951,3.878,8.71866666667,8.25633333334,6.85033333333,12.4723333334,9.07083333335
375.81,5.68966666667,29.9378333333,5.81583333334,11.01925,3.926,8.70766666667,8.28566666667,6.82633333334,12.5406666667,9.10716666665
376.18,5.612,29.9001666667,5.761,10.974,3.85716666666,8.66033333334,8.193,6.72883333334,12.4223333333,9.01650000002
376.54,5.6385,29.9793333333,5.68433333334,10.92375,3.80883333333,8.67783333333,8.05933333333,6.61166666667,12.3748333334,8.93466666667
376.90,5.54566666666,29.9786666666,5.62316666666,10.90625,3.7625,8.54883333334,7.96733333333,6.56233333334,12.3161666667,8.88733333334
377.26,5.49416666667,29.9981666667,5.60216666667,10.8401666667,3.73516666667,8.488,7.92216666667,6.47666666667,12.3375,8.86666666667
377.63,5.6035,30.068,5.69016666667,10.9201666667,3.83066666667,8.48691666666,8.00716666667,6.54316666666,12.4106666666,8.94666666668
377.99,5.6525,30.139,5.74216666667,10.9693333333,3.89533333333,8.50191666667,8.0885,6.58233333333,12.4526666666,9.04333333331
378.35,5.65016666667,30.2046666667,5.79366666667,10.9594166667,3.967,8.49833333334,8.13,6.65283333333,12.5008333333,9.04483333335
378.71,5.618,30.251,5.777,10.93925,3.92833333333,8.42308333334,8.11033333333,6.61216666667,12.5095,9.09600000001
379.07,5.6055,30.3305,5.741,10.885,3.88566666667,8.41616666666,8.047,6.567,12.4885,9.09116666665
379.44,5.61083333333,30.3413333333,5.71983333333,10.8575833333,3.855,8.36566666666,8.02216666667,6.547,12.4911666666,9.14550000001
379.80,5.57433333333,30.4221666666,5.75633333333,10.8988333333,3.83383333333,8.36158333334,7.99516666666,6.54233333333,12.5091666667,9.13383333335
380.16,5.63483333334,30.5215,5.79433333333,10.96775,3.89466666667,8.37258333333,8.1165,6.62,12.5891666667,9.231
380.52,5.71033333333,30.666,5.91883333333,11.1098333333,3.97916666666,8.36958333334,8.256,6.7385,12.7598333333,9.28416666666
380.88,5.79166666666,30.6928333333,6.01883333333,11.142,4.02066666666,8.45375,8.34483333333,6.811,12.8908333334,9.34816666668
381.24,5.81183333333,30.724,6.00033333333,11.1825,4.026,8.48091666666,8.41966666666,6.8225,12.9078333334,9.36716666668
381.61,5.86166666667,30.9443333333,6.075,11.23425,4.08966666667,8.5795,8.476,6.87483333333,12.9711666666,9.43716666665
381.97,5.8265,30.9985,6.01516666667,11.23975,3.99816666667,8.62125,8.48716666667,6.83416666667,13.005,9.32716666668
382.33,5.82133333333,31.0736666667,5.9785,11.2101666667,3.98533333333,8.63391666667,8.48833333333,6.795,13.012,9.32316666669
382.69,5.83783333334,31.2458333333,6.03066666667,11.3039166667,4.03783333333,8.68916666666,8.5255,6.86983333333,13.1015,9.36616666665
383.05,5.78933333333,31.2871666667,6.02483333333,11.2658333333,3.99733333333,8.68316666667,8.49366666667,6.88466666666,13.0566666666,9.36116666669
383.41,5.81633333333,31.4108333333,6.05616666666,11.3079166667,4.01783333333,8.71108333334,8.524,6.95666666667,13.0735,9.35499999999
383.77,5.81733333333,31.5075,6.06783333333,11.2643333333,3.983,8.69408333333,8.56316666666,6.94933333333,13.0345,9.35783333335
384.14,5.89433333333,31.6133333333,6.13366666667,11.308,4.06333333333,8.76166666667,8.65533333333,7.01333333333,13.0943333333,9.363
384.50,5.92133333334,31.6803333333,6.19216666666,11.33475,4.1215,8.86108333333,8.70316666667,7.10116666667,13.0835,9.46033333331
384.86,5.99633333334,31.8601666667,6.268,11.42675,4.189,8.93483333333,8.782,7.14333333334,13.1213333333,9.56633333335
385.22,6.0155,32.031,6.306,11.4808333333,4.2005,8.92966666666,8.778,7.18566666667,13.1655,9.60116666666
385.58,5.97233333334,32.0315,6.28,11.4943333333,4.166,8.87175,8.7885,7.13833333333,13.1425,9.55783333335
385.94,5.984,32.1301666667,6.307,11.5015,4.23233333333,8.80658333333,8.79,7.17016666667,13.1681666667,9.57300000001
386.30,6.01066666667,32.1793333334,6.37083333333,11.5830833333,4.26683333333,8.78966666666,8.81566666666,7.19616666667,13.2351666667,9.58166666667
386.66,5.97516666667,32.1418333334,6.35766666667,11.5691666667,4.2655,8.77925,8.80183333333,7.169,13.1765,9.52466666665
387.03,6.074,32.308,6.4645,11.7301666667,4.36366666666,8.81316666667,8.96216666667,7.26183333333,13.3391666667,9.59166666669
387.39,6.0555,32.3051666666,6.44283333333,11.74525,4.3555,8.75841666666,8.97216666667,7.24866666666,13.335,9.53550000001
387.75,6.151,32.3685,6.52816666667,11.8878333333,4.44616666667,8.87241666666,9.09633333333,7.38,13.4913333333,9.61266666666
388.11,6.129,32.4595,6.50883333333,11.91225,4.448,8.88308333334,9.04183333333,7.3465,13.513,9.63633333333
388.47,6.083,32.4863333334,6.4555,11.8781666667,4.39233333333,8.85608333334,9.04016666667,7.2805,13.5851666667,9.57183333335
388.83,6.04866666666,32.627,6.39866666667,11.858,4.29966666667,8.76791666667,9.01733333333,7.2365,13.557,9.48349999998
389.19,6.045,32.7135,6.40566666666,11.8469166667,4.26533333333,8.77016666666,9.0495,7.2245,13.5666666667,9.47049999998
389.55,6.04766666667,32.7818333334,6.41883333333,11.8753333333,4.27216666667,8.81291666667,9.08433333333,7.28433333333,13.6108333333,9.49700000001
389.91,6.07083333333,32.8863333334,6.47683333333,11.93325,4.264,8.83583333333,9.08366666667,7.31866666666,13.638,9.51616666665
390.27,6.03416666666,33.0583333333,6.481,11.9325833333,4.22666666667,8.84141666667,9.11533333334,7.33716666667,13.6723333334,9.50533333332
390.63,6.093,33.1915,6.50583333333,11.9811666667,4.19016666667,8.84083333333,9.14133333331,7.361,13.7306666666,9.52683333332
391.00,6.00333333334,33.1441666667,6.406,11.8523333333,4.06133333333,8.72983333333,9.0185,7.2485,13.6253333333,9.41499999998
391.36,5.9235,33.223,6.33866666667,11.7414166667,3.97033333333,8.69216666666,8.975,7.16116666667,13.6121666667,9.29316666668
391.72,5.87783333333,33.243,6.27333333333,11.6819166667,3.91516666666,8.65925,8.90833333333,7.11616666667,13.5655,9.24016666665
392.08,5.84666666666,33.2471666667,6.2705,11.6811666667,3.87733333333,8.5975,8.923,7.14866666667,13.5795,9.18966666665
392.44,5.83483333334,33.2913333333,6.26933333333,11.6845,3.83966666667,8.53341666667,8.874,7.13183333333,13.5153333334,9.19733333335
392.80,5.8005,33.2543333333,6.277,11.6715833333,3.849,8.56491666666,8.90383333333,7.16583333333,13.585,9.16933333334
393.16,5.74916666667,33.225,6.23083333333,11.6101666667,3.82016666667,8.5075,8.84883333333,7.1365,13.5905,9.12300000002
393.52,5.74966666667,33.31,6.21716666667,11.5738333333,3.79633333333,8.51008333334,8.84166666667,7.13383333333,13.6195,9.12433333332
393.88,5.75316666667,33.4045,6.23716666667,11.6241666667,3.8475,8.57708333334,8.92016666667,7.14916666666,13.6861666667,9.18683333332
394.24,5.74016666666,33.388,6.19,11.5989166667,3.83516666666,8.54083333333,8.86366666667,7.13916666666,13.6358333333,9.15000000001
394.60,5.70216666666,33.4561666667,6.17816666667,11.5488333333,3.8405,8.53991666667,8.863,7.12866666666,13.6873333334,9.13566666669
394.96,5.7585,33.5603333334,6.26316666667,11.5928333333,3.94316666666,8.59641666667,8.9085,7.194,13.76,9.24366666665
395.32,5.817,33.6805,6.29816666667,11.70275,4.0035,8.63033333333,8.96433333334,7.2885,13.835,9.33866666669
395.68,5.81416666666,33.7756666666,6.3035,11.7128333333,4.02683333333,8.61108333333,8.98133333331,7.26616666667,13.9003333333,9.34466666665
396.04,5.80866666667,33.9063333333,6.25266666667,11.68,4.00333333333,8.60158333334,8.96516666667,7.20366666667,13.8863333333,9.37516666665
396.40,5.79833333334,34.064,6.26616666667,11.7068333333,4.01416666666,8.608,8.98249999999,7.18366666667,13.9676666667,9.31383333333
396.76,5.79233333333,34.1726666667,6.27416666666,11.7879166667,4.01733333333,8.60341666666,8.96166666666,7.18183333333,13.9571666667,9.347
397.12,5.788,34.2368333333,6.2855,11.8343333333,4.00633333334,8.58633333333,8.96883333334,7.16116666667,13.9485,9.35199999999
397.48,5.7655,34.3321666667,6.29033333333,11.9035833333,3.99533333333,8.52275,8.9565,7.14033333333,13.9596666667,9.30450000002
397.84,5.76716666667,34.3515,6.27333333333,11.8704166667,3.936,8.47616666666,8.90616666667,7.118,13.947,9.23199999998
398.20,5.80766666666,34.469,6.313,11.9205833333,3.91383333333,8.52458333333,8.96816666666,7.12483333333,14.0016666667,9.26666666668
398.56,5.877,34.5466666667,6.37166666666,12.0629166667,3.96083333334,8.54266666666,9.05083333333,7.1495,14.0365,9.31966666668
398.92,5.81283333333,34.6266666666,6.2725,12.0871666667,3.90233333334,8.49091666667,9.048,7.09033333333,13.9946666667,9.22483333333
399.28,5.83866666667,34.6745,6.3285,12.0869166667,3.898,8.49491666666,9.0735,7.07516666666,13.9871666667,9.24983333334
399.64,5.74733333333,34.7073333333,6.27833333334,12.0170833333,3.81966666666,8.42008333334,9.0065,7.01333333333,13.9106666667,9.15149999998
400.00,5.77033333333,34.7473333333,6.32016666667,12.0576666667,3.82583333333,8.41766666666,9.052,7.035,13.9388333333,9.144
400.36,5.76016666667,34.8126666667,6.32533333334,12.081,3.8185,8.45025,9.08133333333,7.06183333333,13.9378333333,9.195
400.72,5.802,34.8718333333,6.33016666667,12.0865,3.8205,8.44533333334,9.11033333333,7.0895,13.9746666667,9.21183333335
401.08,5.92383333333,35.069,6.44566666667,12.1743333333,3.91966666666,8.58266666667,9.23499999998,7.1985,14.0776666666,9.32549999998
401.44,5.95533333334,35.1163333333,6.473,12.196,3.93016666667,8.606,9.29099999999,7.263,14.091,9.32766666669
401.80,5.934,35.1875,6.44433333333,12.2080833333,3.87766666667,8.54716666666,9.29516666667,7.2515,14.0803333333,9.32566666669
402.16,5.89183333333,35.2436666667,6.47383333333,12.2525,3.901,8.51908333334,9.29400000002,7.24433333333,14.0953333334,9.33916666667
402.52,5.83816666667,35.3168333334,6.43883333333,12.1976666667,3.8305,8.5065,9.26166666665,7.23016666667,14.0646666666,9.32083333333
402.88,5.83566666667,35.3703333334,6.4475,12.19475,3.79433333334,8.50725,9.26950000002,7.241,14.1011666666,9.30616666666
403.24,5.75716666667,35.448,6.4,12.1998333333,3.7675,8.47091666667,9.2425,7.2375,14.149,9.282
403.60,5.80083333333,35.5768333333,6.42233333334,12.2450833333,3.812,8.52191666666,9.27183333333,7.296,14.2135,9.32983333332
403.95,5.767,35.5956666667,6.42233333334,12.24525,3.81,8.54633333333,9.25066666665,7.32016666667,14.2183333333,9.33366666666
404.31,5.73066666667,35.595,6.39683333333,12.2035,3.77183333333,8.47575,9.24283333335,7.3125,14.1873333333,9.28949999999
404.67,5.693,35.6843333333,6.37183333333,12.1530833333,3.74083333333,8.47575,9.21516666669,7.29833333334,14.1785,9.27866666666
405.03,5.59733333333,35.6326666667,6.29,12.08575,3.655,8.38216666667,9.12800000001,7.21066666667,14.1218333334,9.1915
405.39,5.55866666667,35.7073333333,6.24933333334,12.0858333333,3.60016666667,8.36475,9.07950000001,7.155,14.087,9.18483333335
405.75,5.556,35.7731666666,6.28,12.06375,3.62333333334,8.38091666666,9.06099999999,7.15516666667,14.0971666667,9.16633333334
406.11,5.5205,35.7918333333,6.21466666666,12.0061666667,3.57283333333,8.35241666667,9.03616666667,7.1465,14.0926666667,9.12100000001
406.47,5.52166666667,35.841,6.22333333333,11.9869166667,3.58966666667,8.34758333333,9.02749999999,7.15116666667,14.1615,9.08233333335
406.83,5.55983333333,35.9418333334,6.29066666667,12.0601666667,3.60966666666,8.35783333333,9.05199999999,7.19483333333,14.269,9.13983333331
407.19,5.65533333333,36.0556666666,6.37283333334,12.1138333333,3.67,8.45025,9.13566666666,7.25033333333,14.3373333333,9.1835
407.55,5.72116666667,36.1796666667,6.44966666667,12.1998333333,3.70916666667,8.50766666666,9.21899999999,7.32033333333,14.4203333333,9.26366666665
407.90,5.7155,36.279,6.456,12.1964166667,3.6735,8.45091666666,9.22649999998,7.28483333333,14.442,9.23533333333
408.26,5.78383333334,36.3676666667,6.5155,12.2645833333,3.7265,8.46833333333,9.26816666668,7.30433333334,14.5245,9.27283333335
408.62,5.78133333334,36.4261666666,6.52116666666,12.31025,3.7215,8.43266666666,9.29683333335,7.30033333333,14.5796666666,9.24316666665
408.98,5.83966666667,36.6061666667,6.588,12.41275,3.77083333333,8.52491666666,9.41283333335,7.3985,14.6758333333,9.30116666665
409.34,5.90383333334,36.7201666667,6.65616666666,12.4835,3.847,8.57066666666,9.49916666668,7.45466666667,14.7555,9.35699999998
409.70,5.91566666667,36.7673333333,6.64533333333,12.5260833333,3.8725,8.57575,9.55833333333,7.47733333333,14.8326666667,9.38966666668
410.06,5.95683333334,36.9036666666,6.70483333333,12.6125,3.89116666667,8.63433333334,9.6215,7.49683333334,14.8978333334,9.45083333335
410.42,5.99483333334,37.0023333333,6.69583333333,12.6196666667,3.89933333333,8.6135,9.66083333333,7.5325,14.8733333334,9.48666666667
410.77,5.97766666667,37.0786666666,6.67983333333,12.6060833333,3.88983333333,8.60641666666,9.66300000001,7.50466666666,14.8238333334,9.44766666667
411.13,5.94833333334,37.1625,6.63466666667,12.6086666667,3.86933333333,8.58091666667,9.64216666669,7.46483333334,14.8215,9.43183333335
411.49,5.924,37.1681666667,6.6215,12.6354166667,3.84566666667,8.52508333334,9.64100000002,7.45666666666,14.8325,9.39266666665
411.85,5.9305,37.2845,6.63666666667,12.6975,3.86333333334,8.5565,9.67549999998,7.483,14.8638333333,9.41500000002
412.21,5.911,37.4003333333,6.6355,12.7290833333,3.86466666667,8.59508333334,9.71049999999,7.49766666667,14.8853333334,9.39883333332
412.57,5.9355,37.488,6.6855,12.7806666667,3.88233333334,8.672,9.75733333331,7.51616666667,14.8843333333,9.44416666666
412.92,5.90683333334,37.5628333333,6.656,12.73725,3.8505,8.607,9.72683333331,7.48466666667,14.8698333333,9.43566666668
413.28,5.8945,37.5935,6.63966666667,12.7351666667,3.84183333333,8.585,9.74566666665,7.52083333333,14.925,9.415
413.64,5.91566666667,37.696,6.6745,12.8105833333,3.8285,8.60516666666,9.75283333334,7.5345,14.9373333334,9.41766666668
414.00,5.92733333333,37.728,6.6805,12.8155,3.8755,8.63116666666,9.78066666669,7.56316666667,14.9331666666,9.38800000002
414.36,5.89466666666,37.7501666667,6.71816666667,12.8695833333,3.87983333334,8.66441666667,9.81716666666,7.574,15.0118333333,9.375
414.72,5.89916666666,37.8475,6.74633333334,12.9386666667,3.888,8.71766666667,9.87699999998,7.61316666667,15.0931666667,9.42166666667
415.07,5.92266666667,37.864,6.81383333333,13.0286666667,3.93966666666,8.75216666666,9.91799999998,7.66983333333,15.1521666667,9.45733333334
415.43,5.95883333333,37.9335,6.87083333333,13.0973333333,3.99916666667,8.81483333333,10.0005,7.71216666667,15.178,9.51849999998
415.79,6.00616666666,37.9586666667,6.92516666666,13.1643333333,4.049,8.871,10.0438333333,7.76766666667,15.2445,9.54516666665
416.15,6.06133333333,38.1105,6.97566666667,13.2475,4.08316666667,8.88258333333,10.0905,7.832,15.3206666667,9.63166666665
416.51,6.12816666667,38.186,7.00933333334,13.306,4.15416666667,8.89283333334,10.1283333333,7.88933333333,15.4021666667,9.66399999999
416.86,6.13783333334,38.208,7.03716666666,13.3566666667,4.18666666666,8.92833333334,10.1428333333,7.91533333333,15.4396666666,9.67633333332
417.22,6.14333333333,38.262,7.05783333333,13.3725,4.20916666667,8.93758333334,10.1613333334,7.90683333334,15.4388333333,9.69966666669
417.58,6.11916666667,38.2453333333,7.03583333333,13.3513333333,4.1925,8.92775,10.1558333333,7.88833333333,15.4203333334,9.69816666669
417.94,6.135,38.305,7.0605,13.3805,4.19033333333,8.919,10.179,7.9095,15.4443333334,9.72
418.29,6.17883333333,38.3905,7.09233333334,13.4313333333,4.229,8.94975,10.223,7.94866666667,15.4681666667,9.77999999999
418.65,6.18616666667,38.3486666667,7.10533333334,13.4135,4.24533333334,8.94966666666,10.2136666667,7.9475,15.4636666667,9.79183333333
419.01,6.1675,38.3723333333,7.08983333333,13.3875833333,4.2025,8.91541666666,10.1948333334,7.933,15.43,9.78166666665
419.37,6.16833333334,38.4111666667,7.08566666667,13.4060833333,4.2015,8.90891666667,10.1898333333,7.9235,15.4711666666,9.77433333334
419.73,6.17683333333,38.4653333333,7.08916666666,13.4154166667,4.19983333333,8.89,10.2125,7.91716666666,15.4865,9.7695
420.08,6.2025,38.4928333333,7.09983333333,13.4295,4.20933333333,8.93308333334,10.239,7.91333333333,15.4993333334,9.78116666668
420.44,6.1805,38.5405,7.09516666666,13.4198333333,4.17866666667,8.91325,10.236,7.90316666667,15.4995,9.77033333332
420.80,6.205,38.613,7.12733333334,13.4691666667,4.18716666667,8.92825,10.2885,7.924,15.545,9.79966666668
421.16,6.2205,38.6901666667,7.1395,13.47275,4.18183333333,8.93266666666,10.3073333333,7.928,15.5678333333,9.80166666666
421.51,6.2535,38.7826666667,7.17733333333,13.5394166667,4.208,8.96166666666,10.3718333333,7.97133333334,15.627,9.83066666665
421.87,6.24666666667,38.8245,7.1735,13.5658333333,4.19866666667,8.94841666667,10.3843333333,7.969,15.6651666666,9.81583333332
422.23,6.25816666666,38.8736666666,7.18866666667,13.5893333333,4.18516666666,8.94925,10.3983333333,7.96833333333,15.671,9.82233333333
422.58,6.30466666666,38.9473333334,7.2215,13.6359166667,4.2075,8.96841666667,10.4388333334,8.0025,15.6991666667,9.82533333332
422.94,6.34116666667,39.0155,7.24283333333,13.6833333333,4.23383333334,8.9865,10.4835,8.0315,15.7565,9.83333333332
423.30,6.35233333334,39.0621666667,7.24966666667,13.672,4.22266666667,8.98758333333,10.501,8.04916666667,15.7448333333,9.85316666668
423.66,6.33283333333,39.1041666667,7.26383333333,13.68575,4.21183333333,8.98875,10.4981666667,8.05033333334,15.7546666666,9.84816666665
424.01,6.33466666667,39.1511666667,7.27666666667,13.71175,4.2215,8.97416666666,10.5241666667,8.09333333333,15.7943333334,9.83883333332
424.37,6.33416666667,39.1803333333,7.29583333334,13.7270833333,4.21333333333,8.98441666667,10.5538333333,8.1025,15.824,9.84466666669
424.73,6.34966666667,39.2116666667,7.31216666667,13.7520833333,4.2205,8.97091666667,10.5601666666,8.11283333334,15.819,9.83466666667
425.08,6.3585,39.2473333333,7.32433333333,13.7841666667,4.23016666667,8.99258333334,10.6018333333,8.144,15.849,9.85316666665
425.44,6.351,39.2658333333,7.3115,13.77025,4.23266666667,8.96766666667,10.6115,8.14366666667,15.864,9.83749999998
425.80,6.38816666667,39.3395,7.36183333333,13.79675,4.25766666667,9.00383333333,10.6495,8.18033333333,15.879,9.89016666666
426.16,6.3865,39.4073333333,7.364,13.8166666667,4.25616666667,9.00333333334,10.653,8.18216666666,15.8996666667,9.8735
