wavelength,Back_CypHirf,Belly_CypHirf,Breast_CypHirf,Crissum_CypHirf,Crown_CypHirf,DorTail_CypHirf,Patch10_CypHirf,Rump_CypHirf,Throat_CypHirf,WingTip_CypHirf
372.92,5.79366666667,18.6171666667,16.272,14.2086666667,5.47166666666,6.74033333334,23.8386666666,29.5861666667,11.7081666667,6.3515
373.28,5.70733333334,18.6178333333,16.2061666666,14.1701666667,5.37433333333,6.62633333333,23.7293333333,29.4958333333,11.5271666667,6.26366666666
373.64,5.727,18.6846666667,16.3481666667,14.2676666667,5.33483333333,6.58333333334,23.8198333333,29.7131666666,11.6055,6.23183333333
374.00,5.8955,18.9318333333,16.582,14.4383333333,5.43266666666,6.72933333334,24.0895,29.9908333333,11.771,6.3825
374.37,5.985,19.0463333333,16.7645,14.5133333334,5.48266666667,6.74866666667,24.2178333333,30.2028333333,11.797,6.4855
374.73,5.93816666666,19.0538333333,16.7835,14.4726666666,5.3215,6.6675,24.1966666666,30.213,11.7445,6.38483333333
375.09,6.02583333334,19.2365,16.9003333333,14.7346666666,5.397,6.7535,24.3711666667,30.4255,11.8611666667,6.5005
375.45,5.97066666667,19.292,16.9921666667,14.8171666667,5.38,6.70416666667,24.428,30.6193333333,11.8965,6.48316666666
375.81,5.94566666666,19.3758333334,17.0151666667,14.8905,5.36283333333,6.69866666666,24.4996666667,30.6621666666,11.9661666667,6.49383333333
376.18,6.1005,19.4948333333,17.2085,15.0615,5.465,6.7765,24.7086666667,30.9075,12.0731666666,6.60483333333
376.54,6.12133333334,19.6365,17.2748333334,15.1891666667,5.45666666666,6.78916666667,24.7851666666,31.0396666667,12.1043333333,6.60266666667
376.90,6.096,19.7038333333,17.3548333333,15.2443333333,5.37366666667,6.76316666667,24.8813333333,31.1393333334,12.0843333333,6.60283333333
377.26,6.162,19.9296666667,17.5166666666,15.3383333333,5.4205,6.81983333333,25.0623333334,31.3811666666,12.2303333333,6.6275
377.63,6.14166666667,19.979,17.5388333333,15.4071666666,5.43866666667,6.835,25.1356666666,31.4348333333,12.2736666667,6.62616666667
377.99,6.125,19.9743333333,17.5348333333,15.4616666667,5.4515,6.86416666666,25.151,31.4426666666,12.2655,6.59533333334
378.35,6.09366666666,20.023,17.5743333333,15.486,5.45416666666,6.816,25.139,31.4898333333,12.2638333334,6.55383333333
378.71,5.93716666667,19.9788333333,17.5155,15.4118333333,5.37733333333,6.7285,25.0615,31.4686666666,12.1476666667,6.47083333333
379.07,5.83,19.9123333333,17.5053333333,15.3411666667,5.30333333333,6.664,24.9775,31.4408333333,12.0831666667,6.36433333333
379.44,5.949,20.0026666667,17.6036666666,15.3831666667,5.3105,6.74466666667,25.0515,31.5161666667,12.2165,6.45366666667
379.80,6.00483333334,20.0868333333,17.7321666667,15.408,5.31583333334,6.78366666667,25.0888333333,31.6401666667,12.288,6.47783333333
380.16,5.98916666666,20.087,17.73,15.4311666667,5.31966666667,6.78416666666,25.0663333334,31.6155,12.3356666667,6.44716666667
380.52,6.00866666667,20.158,17.7711666667,15.4946666667,5.2985,6.7325,25.17,31.6831666666,12.4133333333,6.45516666667
380.88,6.04983333334,20.244,17.858,15.6346666667,5.39816666667,6.75166666667,25.2265,31.8083333333,12.545,6.52866666666
381.24,5.97066666667,20.1466666666,17.8623333334,15.5658333333,5.387,6.63983333333,25.233,31.855,12.5053333333,6.49416666667
381.61,5.97783333333,20.253,17.8895,15.5943333333,5.37133333334,6.60116666667,25.2825,31.9138333333,12.5361666667,6.47333333334
381.97,5.96216666667,20.3826666666,17.959,15.6225,5.3565,6.5295,25.3495,32.0516666667,12.5713333333,6.43466666667
382.33,5.916,20.4373333334,17.9991666667,15.6376666666,5.28016666667,6.51966666666,25.3331666667,31.982,12.6115,6.40066666667
382.69,6.103,20.6818333333,18.2231666667,15.803,5.4015,6.62,25.5561666667,32.2436666667,12.833,6.55833333333
383.05,6.21266666667,20.9095,18.4413333333,15.97,5.50316666666,6.7665,25.7685,32.4801666666,13.0538333333,6.70283333333
383.41,6.14666666667,21.0791666667,18.541,16.0838333334,5.52216666667,6.784,25.8823333333,32.573,13.0985,6.70033333333
383.77,6.08783333334,21.1563333333,18.6408333333,16.1818333333,5.54633333334,6.74933333334,25.9481666667,32.7353333333,13.1081666667,6.72316666666
384.14,6.06,21.3125,18.8161666667,16.286,5.5475,6.76583333334,26.1338333334,32.9401666667,13.1928333333,6.7655
384.50,6.0485,21.4536666667,18.943,16.3461666667,5.539,6.75516666666,26.2258333333,33.116,13.255,6.76683333333
384.86,5.98533333333,21.4816666667,18.9533333334,16.2963333333,5.483,6.72866666667,26.233,33.0958333334,13.2213333333,6.68233333333
385.22,5.95883333333,21.6328333333,19.06,16.4261666667,5.45266666667,6.73916666666,26.2621666667,33.1863333333,13.2835,6.6325
385.58,6.0095,21.7131666667,19.2131666667,16.5138333333,5.478,6.80916666666,26.3571666666,33.3655,13.3575,6.68733333334
385.94,5.93066666666,21.7423333334,19.3061666667,16.5635,5.41983333334,6.78983333333,26.3651666667,33.4161666666,13.3566666666,6.633
386.30,5.90233333334,21.9195,19.4421666667,16.6653333333,5.44183333333,6.761,26.524,33.6721666666,13.3991666667,6.61116666667
386.66,5.863,21.9501666667,19.4513333334,16.7235,5.407,6.729,26.5701666667,33.6878333333,13.4571666667,6.579
387.03,5.81166666667,21.9963333333,19.445,16.7331666667,5.35616666667,6.62066666667,26.5963333333,33.7326666667,13.4186666667,6.47166666667
387.39,5.81983333333,21.9771666667,19.475,16.6516666667,5.33516666666,6.54433333334,26.561,33.7523333334,13.3958333333,6.44383333334
387.75,5.92566666667,22.1725,19.6768333334,16.8023333333,5.34266666667,6.63733333334,26.727,33.8843333333,13.5315,6.47166666666
388.11,5.94483333333,22.2118333333,19.7356666666,16.8573333333,5.3485,6.61266666666,26.6851666667,33.9543333334,13.5965,6.42466666667
388.47,5.93866666667,22.241,19.8246666666,16.8891666666,5.36383333334,6.62033333333,26.6871666667,34.0061666667,13.6505,6.4515
388.83,5.94983333333,22.3226666667,19.921,16.9581666667,5.3035,6.58183333334,26.7663333334,34.1335,13.6941666667,6.44633333333
389.19,6.0215,22.42,20.039,17.034,5.31416666666,6.59833333333,26.8801666667,34.2498333333,13.8036666667,6.51333333333
389.55,5.97233333333,22.4991666667,20.1245,17.0625,5.285,6.52733333334,26.9208333333,34.3328333333,13.8483333333,6.46133333333
389.91,6.07766666666,22.7123333334,20.2526666667,17.1941666666,5.3575,6.5945,27.015,34.5031666667,13.9941666667,6.59066666667
390.27,6.1245,22.7715,20.35,17.2708333333,5.3245,6.58033333334,27.0986666667,34.6413333333,14.1001666667,6.61066666667
390.63,6.131,22.8778333333,20.4598333334,17.285,5.30883333333,6.5105,27.1108333334,34.7681666667,14.0645,6.56883333334
391.00,6.14633333334,22.9875,20.5361666666,17.3685,5.32733333333,6.527,27.2558333333,34.8675,14.1568333334,6.62366666667
391.36,6.18466666667,23.179,20.6975,17.5751666667,5.40766666666,6.586,27.4173333333,35.0433333333,14.3011666666,6.68633333333
391.72,6.15883333334,23.148,20.6965,17.6045,5.41616666666,6.53283333334,27.3936666666,35.0345,14.279,6.68116666667
392.08,6.17116666667,23.2668333334,20.8575,17.6626666667,5.41566666667,6.529,27.5328333333,35.1541666666,14.343,6.7445
392.44,6.188,23.3986666667,20.9796666667,17.735,5.42833333334,6.54266666667,27.6046666667,35.2723333333,14.4391666666,6.75433333333
392.80,6.15966666667,23.48,21.1261666667,17.8415,5.43733333333,6.555,27.6648333333,35.3606666666,14.4678333334,6.77066666666
393.16,6.1435,23.5905,21.241,17.9103333333,5.398,6.55,27.7448333334,35.4565,14.5331666667,6.76066666667
393.52,6.11266666666,23.6855,21.2716666667,17.9755,5.35533333333,6.5315,27.7676666667,35.5291666667,14.5531666667,6.76833333334
393.88,6.02583333334,23.7088333334,21.3468333333,18.0093333333,5.29233333333,6.47666666667,27.8168333334,35.619,14.5648333334,6.67083333333
394.24,6.04366666667,23.8581666666,21.4841666666,18.1018333334,5.3015,6.48716666667,27.8875,35.6753333333,14.61,6.6995
394.60,6.02733333333,23.9458333334,21.5488333334,18.1828333334,5.32983333333,6.55083333333,27.9936666667,35.771,14.7343333333,6.73433333333
394.96,5.98666666667,24.007,21.7335,18.2563333333,5.26083333334,6.51083333334,28.007,35.8913333333,14.7513333333,6.66066666666
395.32,5.974,24.0493333333,21.8165,18.2821666667,5.20633333333,6.478,28.0023333333,35.9225,14.7606666666,6.60833333333
395.68,5.9545,24.2231666667,21.9341666667,18.3221666666,5.15683333333,6.45233333333,28.101,36.1168333334,14.8536666666,6.564
396.04,5.84516666667,24.257,21.9331666667,18.316,5.05433333334,6.42516666667,28.0525,36.1221666667,14.8133333334,6.46166666666
396.40,5.76166666667,24.3211666667,21.9815,18.333,4.96933333334,6.36483333333,28.101,36.197,14.7951666667,6.41166666666
396.76,5.85916666667,24.564,22.1473333333,18.4931666666,5.04233333333,6.45983333334,28.2878333334,36.435,14.9378333333,6.46316666666
397.12,5.88116666666,24.7116666667,22.3138333333,18.6516666667,5.11283333333,6.514,28.406,36.604,15.0346666667,6.49616666667
397.48,5.942,24.8751666667,22.5186666666,18.7315,5.17016666667,6.57933333333,28.6015,36.8355,15.1483333333,6.503
397.84,5.99183333333,24.9876666667,22.607,18.7886666666,5.20683333334,6.59816666667,28.6865,36.913,15.2205,6.51266666666
398.20,5.99233333333,25.0773333333,22.6388333334,18.8718333333,5.24816666667,6.64833333333,28.7053333333,36.9881666667,15.2698333334,6.5015
398.56,5.92933333334,25.1578333333,22.7718333333,18.932,5.21016666667,6.58966666667,28.7425,37.0346666667,15.2191666667,6.43616666667
398.92,5.95366666667,25.2301666666,22.8338333334,18.9875,5.29333333334,6.651,28.7151666666,37.2118333334,15.3178333333,6.503
399.28,5.92766666667,25.3668333334,22.9651666666,19.0473333333,5.295,6.66683333334,28.8251666667,37.3541666667,15.4206666666,6.497
399.64,5.93233333334,25.4836666667,23.0878333333,19.1461666667,5.30983333333,6.70083333333,28.902,37.452,15.4831666666,6.522
400.00,6.0345,25.6273333333,23.2338333333,19.282,5.38833333333,6.73866666667,29.0451666667,37.6105,15.6248333334,6.58066666666
400.36,6.089,25.7388333333,23.3836666667,19.4123333333,5.427,6.80133333334,29.1565,37.7553333333,15.695,6.58483333334
400.72,6.02916666667,25.7988333334,23.4393333333,19.4348333333,5.37833333334,6.75833333333,29.159,37.8135,15.7503333333,6.53733333333
401.08,6.009,25.832,23.4826666667,19.4281666667,5.352,6.73183333334,29.1706666666,37.9063333334,15.7805,6.51316666667
401.44,5.95116666667,25.9226666667,23.5701666666,19.5291666667,5.32183333333,6.67883333333,29.1783333333,37.935,15.8253333333,6.49333333334
401.80,5.9025,26.0696666667,23.7003333334,19.6143333334,5.31033333334,6.658,29.2218333334,38.0971666667,15.8951666667,6.50066666666
402.16,5.85466666667,26.1118333333,23.764,19.6975,5.294,6.5965,29.2545,38.1921666667,15.9705,6.463
402.52,5.8745,26.1711666667,23.902,19.8306666666,5.28866666667,6.58966666667,29.3455,38.3475,16.1156666667,6.43883333333
402.88,5.82116666667,26.2918333333,23.9805,19.9608333333,5.18466666667,6.53383333334,29.4895,38.4396666666,16.1776666667,6.35766666666
403.24,5.809,26.3595,24.0428333334,20.005,5.2085,6.504,29.4813333333,38.5253333333,16.2201666666,6.35633333333
403.60,5.81666666667,26.4471666666,24.1826666667,20.1191666667,5.2645,6.52516666667,29.5845,38.6716666666,16.3276666666,6.37833333334
403.95,5.86116666666,26.6531666667,24.3123333333,20.2675,5.31683333333,6.56733333334,29.7666666666,38.8046666667,16.4516666666,6.4295
404.31,5.86733333333,26.7546666666,24.3648333333,20.3745,5.33583333333,6.546,29.8068333333,38.9395,16.5098333333,6.448
404.67,5.8225,26.7576666667,24.3858333333,20.3796666666,5.30733333334,6.4875,29.8288333333,38.9831666666,16.547,6.3975
405.03,5.86566666666,26.9086666666,24.5231666667,20.4965,5.3425,6.52233333334,29.9771666666,39.14,16.6701666667,6.46316666666
405.39,5.86866666666,26.9515,24.5975,20.5488333334,5.35,6.4915,29.9856666666,39.1778333334,16.7085,6.47166666666
405.75,5.8915,26.9933333334,24.6913333334,20.617,5.3455,6.48433333333,30.0586666666,39.2985,16.7675,6.46766666667
406.11,5.93133333334,27.1455,24.8963333333,20.6666666667,5.34683333334,6.524,30.2103333334,39.4508333334,16.8521666666,6.503
406.47,5.88316666666,27.307,25.0003333333,20.7441666666,5.32766666666,6.48983333333,30.244,39.5618333333,16.909,6.55033333333
406.83,5.89816666667,27.4263333334,25.1143333334,20.7566666667,5.34216666666,6.471,30.2661666667,39.6141666667,16.9481666666,6.58766666667
407.19,5.894,27.564,25.2261666667,20.9128333334,5.28333333333,6.46383333333,30.3285,39.7088333334,16.9863333334,6.6025
407.55,5.8855,27.6365,25.2863333334,20.8691666666,5.23333333333,6.40766666666,30.3148333333,39.7505,16.9955,6.5955
407.90,5.83933333333,27.7165,25.417,20.8648333333,5.183,6.3655,30.2878333334,39.8738333333,17.002,6.56266666667
408.26,5.88266666666,27.9225,25.6668333333,20.9848333333,5.2145,6.43033333333,30.4348333333,40.0035,17.175,6.62416666667
408.62,5.94416666667,28.1403333334,25.8921666666,21.1325,5.21666666667,6.47266666666,30.554,40.1781666667,17.3045,6.66533333333
408.98,5.91683333334,28.2188333333,25.9681666667,21.1923333333,5.21416666666,6.4545,30.5108333333,40.197,17.3261666666,6.62866666666
409.34,5.96716666666,28.4266666667,26.1288333333,21.3486666666,5.24683333334,6.54633333333,30.6378333333,40.3723333333,17.472,6.67283333333
409.70,5.9975,28.5255,26.2686666667,21.4455,5.26533333334,6.57283333333,30.7568333333,40.4456666666,17.541,6.70883333334
410.06,5.9825,28.631,26.3413333334,21.532,5.25183333333,6.53316666667,30.7811666667,40.4768333333,17.6108333334,6.73666666667
410.42,6.034,28.7018333333,26.4403333334,21.582,5.27583333333,6.57133333333,30.826,40.572,17.6593333333,6.72316666666
410.77,6.07133333333,28.7766666667,26.5583333333,21.6868333333,5.3235,6.6095,30.9055,40.6648333334,17.786,6.74766666667
411.13,6.09283333333,28.8886666666,26.7321666666,21.7576666666,5.37216666667,6.653,31.0458333333,40.8471666666,17.8983333333,6.783
411.49,6.0905,29.0316666667,26.8713333333,21.9226666667,5.37983333333,6.70566666667,31.134,40.9623333334,18.0185,6.83033333334
411.85,6.07533333333,29.0928333333,26.946,22.043,5.39433333333,6.713,31.2175,41.0736666666,18.1231666667,6.865
412.21,6.0255,29.1121666666,27.008,22.0906666667,5.3735,6.66183333334,31.1873333333,41.1183333334,18.0851666667,6.80416666667
412.57,5.99533333333,29.1531666667,27.0915,22.164,5.40233333333,6.64733333334,31.1686666666,41.1725,18.1111666666,6.81733333333
412.92,5.98566666667,29.2523333334,27.162,22.2496666667,5.3735,6.6175,31.2413333333,41.2531666667,18.137,6.81433333333
413.28,5.91383333333,29.2975,27.2263333333,22.2663333333,5.30016666666,6.54216666667,31.2541666667,41.3186666667,18.1783333333,6.78433333334
413.64,5.9325,29.481,27.3511666667,22.3858333333,5.33133333333,6.54316666666,31.3403333333,41.4901666666,18.3163333333,6.79033333333
414.00,5.90716666667,29.5643333333,27.4403333333,22.4698333333,5.30633333333,6.53366666667,31.3623333334,41.6608333333,18.3788333333,6.7415
414.36,5.8665,29.6208333333,27.4651666666,22.5266666667,5.27566666666,6.53433333333,31.406,41.674,18.4508333334,6.70816666666
414.72,5.81883333334,29.771,27.5556666666,22.566,5.21366666667,6.47483333333,31.4716666667,41.8056666666,18.5055,6.67566666667
415.07,5.7555,29.8418333333,27.6078333333,22.5825,5.17466666667,6.396,31.5118333333,41.8078333333,18.5321666666,6.60333333333
415.43,5.70466666667,29.92,27.658,22.5968333333,5.143,6.30116666667,31.494,41.8506666666,18.5448333333,6.517
415.79,5.72966666667,30.025,27.7658333333,22.6701666667,5.1325,6.277,31.4751666667,41.9121666666,18.6276666667,6.48166666667
416.15,5.7225,30.1523333333,27.8348333333,22.7213333333,5.1295,6.27666666667,31.5886666666,42.0135,18.766,6.48883333334
416.51,5.7245,30.2711666667,27.9748333333,22.763,5.11333333333,6.28683333334,31.7211666666,42.1311666667,18.846,6.49316666667
416.86,5.77333333333,30.4106666667,28.1445,22.8643333333,5.17333333333,6.3265,31.8085,42.2951666667,18.9896666666,6.549
417.22,5.825,30.5466666667,28.2908333334,22.9385,5.22566666667,6.34516666667,31.934,42.4431666667,19.0501666667,6.5555
417.58,5.81733333333,30.6575,28.3633333333,22.986,5.227,6.34116666666,31.9596666667,42.4943333333,19.1006666666,6.57866666667
417.94,5.845,30.7531666667,28.47,23.055,5.27316666667,6.37216666666,32.0526666666,42.5635,19.1578333333,6.60383333334
418.29,5.88983333333,30.8593333334,28.6058333333,23.1268333333,5.30433333334,6.373,32.0715,42.6355,19.2391666667,6.62766666667
418.65,5.892,30.9118333333,28.7138333333,23.1966666667,5.29966666667,6.38416666667,32.0665,42.6666666667,19.293,6.60416666667
419.01,5.93266666667,31.007,28.8025,23.2651666666,5.32566666667,6.38566666667,32.0691666667,42.7173333333,19.3613333334,6.62516666667
419.37,5.93616666667,31.0625,28.9085,23.3371666667,5.3135,6.3855,32.1545,42.7628333334,19.4101666666,6.61766666667
419.73,5.91433333333,31.1345,28.9678333334,23.3605,5.30216666667,6.3695,32.2113333333,42.8268333333,19.4296666667,6.609
420.08,5.908,31.1983333333,29.0668333334,23.39,5.29133333333,6.3565,32.191,42.88,19.4433333334,6.59316666667
420.44,5.92,31.293,29.1311666667,23.4413333334,5.29483333334,6.34716666667,32.1971666666,42.9053333334,19.4918333333,6.59216666666
420.80,5.8655,31.3548333334,29.1998333333,23.4478333333,5.24783333334,6.298,32.2005,42.9171666667,19.5065,6.527
421.16,5.87,31.4138333333,29.2736666667,23.5018333333,5.26066666667,6.30016666666,32.1955,42.955,19.5808333334,6.53933333333
421.51,5.8885,31.5208333333,29.3865,23.5853333334,5.27783333333,6.321,32.2545,43.0461666666,19.6761666667,6.5415
421.87,5.896,31.5918333334,29.4538333333,23.6171666667,5.2575,6.29466666667,32.2713333334,43.092,19.7258333333,6.546
422.23,5.86883333334,31.6806666667,29.5393333333,23.6581666666,5.23433333333,6.27166666667,32.316,43.1691666666,19.7613333333,6.53133333334
422.58,5.88466666666,31.7628333333,29.6311666667,23.714,5.2555,6.2875,32.3663333333,43.2881666666,19.8321666667,6.546
422.94,5.88133333333,31.8458333333,29.7263333333,23.7876666667,5.23283333333,6.2725,32.427,43.378,19.8815,6.53316666667
423.30,5.91416666667,31.9786666666,29.8586666666,23.8815,5.26633333333,6.294,32.4651666667,43.5116666667,19.984,6.54883333333
423.66,5.89466666666,32.049,29.9536666667,23.9396666666,5.26,6.28783333333,32.461,43.5251666667,20.033,6.544
424.01,5.89266666667,32.1388333334,30.039,24.0091666667,5.25166666667,6.262,32.5158333334,43.6078333334,20.0996666666,6.52116666666
424.37,5.86933333333,32.2368333333,30.132,24.0938333334,5.25916666667,6.25466666667,32.587,43.7321666667,20.1785,6.5185
424.73,5.8865,32.3355,30.2073333334,24.1801666666,5.27816666667,6.27133333333,32.6321666667,43.818,20.252,6.533
425.08,5.8695,32.4373333333,30.273,24.2421666667,5.24066666666,6.24566666667,32.6973333334,43.8946666667,20.2891666667,6.50516666667
425.44,5.83866666667,32.4705,30.333,24.2671666667,5.21116666667,6.21,32.6793333334,43.914,20.2991666667,6.46583333334
425.80,5.82433333333,32.586,30.4535,24.3541666667,5.21066666667,6.22133333334,32.7341666667,44.0175,20.3733333334,6.44383333334
426.16,5.82683333333,32.686,30.5305,24.4553333334,5.2255,6.22433333334,32.7786666667,44.1258333333,20.454,6.44433333333
426.51,5.80466666666,32.8081666666,30.6086666667,24.5205,5.23333333333,6.2,32.815,44.1513333333,20.4981666667,6.4245
426.87,5.826,32.9483333333,30.7508333333,24.6106666667,5.2645,6.245,32.8863333334,44.287,20.6043333333,6.45583333333
427.23,5.8135,33.054,30.8208333333,24.6925,5.27,6.23533333333,32.9426666666,44.3878333334,20.6623333333,6.4395
427.58,5.87866666666,33.2378333333,30.9738333333,24.8006666666,5.303,6.268,33.0661666667,44.595,20.8061666667,6.45633333333
427.94,5.89683333333,33.3573333333,31.1076666666,24.8985,5.3165,6.30433333334,33.1375,44.7085,20.9145,6.47233333333
428.30,5.91616666667,33.4546666666,31.2366666667,24.9478333333,5.32516666666,6.31116666667,33.1548333333,44.746,20.9931666666,6.44833333334
428.65,5.95,33.5676666666,31.3841666667,25.0285,5.3305,6.3275,33.2395,44.8743333333,21.0963333333,6.45383333333
429.01,5.96383333333,33.7105,31.5553333333,25.1431666666,5.36516666666,6.36283333334,33.2545,44.9751666667,21.1966666667,6.46966666667
429.37,5.98333333334,33.8523333333,31.6875,25.2608333333,5.36833333333,6.36783333333,33.3195,45.1326666666,21.2833333334,6.47433333334
429.72,6.01,33.9805,31.7808333333,25.3743333334,5.35466666667,6.36866666666,33.3475,45.2571666666,21.3713333334,6.476
430.08,6.04166666666,34.1383333334,31.9685,25.5113333333,5.37833333334,6.37283333334,33.4561666666,45.3946666667,21.468,6.49433333333
430.44,6.05733333333,34.2911666667,32.1063333333,25.6393333333,5.3595,6.36266666666,33.5456666666,45.572,21.5561666667,6.51016666667
430.79,6.009,34.3448333333,32.1383333333,25.6658333333,5.33533333333,6.3045,33.5368333333,45.6061666667,21.5946666667,6.47316666667
431.15,6.0015,34.4935,32.292,25.7368333333,5.31166666666,6.32533333334,33.6288333334,45.7271666667,21.7036666667,6.50583333333
431.50,5.97833333333,34.5786666666,32.3955,25.8086666667,5.29483333333,6.30916666666,33.6583333333,45.7903333334,21.7633333333,6.49833333334
431.86,5.9765,34.7371666666,32.497,25.8981666666,5.279,6.28816666667,33.723,45.8688333333,21.854,6.50866666667
432.22,5.98783333333,34.8386666667,32.5756666667,25.9801666666,5.28033333333,6.30716666667,33.7533333333,45.9488333333,21.8986666667,6.53116666667
432.57,5.996,34.9485,32.6781666667,26.0625,5.30766666666,6.31183333334,33.8111666667,46.0561666667,21.9758333333,6.57816666667
432.93,5.98566666666,35.0003333333,32.7095,26.0636666667,5.29833333333,6.28566666666,33.8331666667,46.0938333333,22.0401666667,6.54266666666
433.29,5.9435,35.0816666666,32.7775,26.119,5.28766666667,6.2745,33.9033333333,46.1605,22.107,6.5415
433.64,5.9435,35.1385,32.8548333334,26.161,5.31733333333,6.28066666666,33.9551666667,46.1971666666,22.1546666667,6.562
434.00,5.9415,35.2155,32.9011666666,26.1668333333,5.31583333334,6.28533333334,33.9951666667,46.2325,22.2075,6.5655
434.35,5.95283333333,35.2406666667,32.9568333333,26.1718333334,5.30766666667,6.28,34.0255,46.2408333333,22.2461666667,6.55333333333
434.71,5.975,35.3433333334,33.0836666666,26.2568333333,5.31966666667,6.30233333333,34.0986666667,46.3161666667,22.3581666667,6.571
435.07,5.99183333333,35.4325,33.1503333333,26.3233333333,5.3395,6.28433333334,34.1093333334,46.346,22.4015,6.55433333334
435.42,5.99866666667,35.5596666667,33.216,26.3988333333,5.34283333333,6.28416666667,34.1531666667,46.4125,22.4641666667,6.53983333333
435.78,5.99433333333,35.5606666667,33.2523333333,26.42,5.35316666667,6.2945,34.135,46.4423333333,22.4778333333,6.534
436.13,5.99783333334,35.648,33.3471666667,26.4736666667,5.33816666666,6.243,34.152,46.5145,22.546,6.534
436.49,5.95133333334,35.6931666667,33.3736666667,26.482,5.2905,6.193,34.1433333334,46.5288333333,22.5505,6.46416666666
436.84,5.96666666667,35.7985,33.508,26.5771666667,5.29566666667,6.20233333333,34.2173333333,46.6363333333,22.618,6.50266666667
437.20,6.00883333333,35.9338333333,33.6496666666,26.6698333333,5.32783333334,6.23266666667,34.2486666667,46.7445,22.7236666667,6.5105
437.56,6.00733333333,36.0365,33.7508333334,26.7325,5.30683333333,6.21533333333,34.274,46.8233333333,22.826,6.49216666666
437.91,6.00633333334,36.1703333334,33.8755,26.8231666666,5.29533333333,6.24916666667,34.3368333333,46.9503333334,22.911,6.4875
438.27,5.992,36.3005,33.982,26.9175,5.31316666667,6.253,34.3805,47.0248333333,22.9963333334,6.50783333334
438.62,5.96733333333,36.3881666667,34.0296666667,26.9693333334,5.3005,6.229,34.3881666666,47.1053333334,23.0193333333,6.46166666667
438.98,5.97016666666,36.4468333333,34.1148333333,26.9991666666,5.29516666667,6.22016666667,34.4016666667,47.1676666667,23.0986666666,6.46833333333
439.33,5.96633333334,36.5028333333,34.2165,27.0456666666,5.322,6.238,34.4391666667,47.237,23.1748333334,6.48433333333
439.69,5.9815,36.658,34.3566666666,27.1205,5.33333333334,6.25,34.4918333333,47.3333333333,23.26,6.51366666667
440.04,5.995,36.7498333333,34.4441666667,27.1988333333,5.35816666666,6.28033333334,34.564,47.4348333333,23.3533333334,6.52266666666
440.40,6.03933333333,36.854,34.574,27.286,5.40333333333,6.31316666667,34.6066666667,47.4956666666,23.4641666667,6.562
440.75,6.05,36.957,34.6938333333,27.3743333334,5.42633333334,6.34383333334,34.649,47.5866666667,23.5611666667,6.5855
441.11,6.06366666667,37.0318333334,34.7518333333,27.4215,5.403,6.33633333334,34.6968333333,47.629,23.6026666666,6.59183333333
441.47,6.07383333333,37.1418333334,34.8343333334,27.4828333334,5.4325,6.35933333333,34.7516666667,47.7081666667,23.6666666667,6.60366666667
441.82,6.102,37.2185,34.9365,27.5401666666,5.46016666666,6.3625,34.7421666667,47.7328333334,23.742,6.619
442.18,6.12266666667,37.301,35.0248333334,27.6203333333,5.4635,6.38233333333,34.7708333333,47.796,23.8115,6.62183333333
442.53,6.13883333333,37.3688333333,35.1455,27.676,5.45633333333,6.407,34.819,47.877,23.8848333333,6.66116666667
442.89,6.129,37.4908333333,35.24,27.7618333333,5.45616666667,6.41483333334,34.8703333334,47.961,23.9646666666,6.65866666666
443.24,6.15266666667,37.6346666666,35.3793333333,27.8838333333,5.44283333333,6.41466666667,34.9621666667,48.113,24.0698333333,6.66516666667
443.60,6.15266666666,37.7276666667,35.4743333334,27.975,5.44566666666,6.39483333334,35.0221666667,48.218,24.167,6.65433333333
443.95,6.13633333334,37.8256666667,35.589,28.0688333333,5.43016666667,6.38416666666,35.0461666667,48.2756666666,24.2336666667,6.64116666666
444.31,6.12333333334,37.9343333333,35.6956666666,28.182,5.41033333333,6.3725,35.1076666666,48.3916666666,24.3203333333,6.605
444.66,6.127,38.0093333333,35.7688333333,28.2613333334,5.4205,6.36533333334,35.1406666666,48.4216666667,24.385,6.58733333333
445.02,6.12633333333,38.0718333333,35.8505,28.312,5.43016666667,6.35416666666,35.149,48.4635,24.4646666667,6.5855
445.37,6.10783333333,38.1048333334,35.9351666667,28.3745,5.40116666667,6.32516666666,35.1521666667,48.5133333334,24.5201666667,6.56866666666
445.72,6.08016666667,38.1581666667,35.9965,28.4285,5.37733333334,6.30666666667,35.1986666666,48.5898333334,24.5831666667,6.54866666666
446.08,6.08216666666,38.2515,36.1236666667,28.5076666666,5.39066666667,6.314,35.2491666666,48.7175,24.676,6.55233333333
446.43,6.10933333333,38.3705,36.2165,28.601,5.4195,6.32366666666,35.3103333334,48.8121666667,24.77,6.55516666667
446.79,6.14516666667,38.417,36.3085,28.6543333333,5.43383333333,6.3545,35.3158333333,48.8318333334,24.8143333333,6.586
447.14,6.15516666667,38.4703333333,36.3536666666,28.7151666667,5.45683333334,6.37516666667,35.2988333334,48.8671666667,24.8713333334,6.60366666667
447.50,6.1415,38.5346666666,36.4296666667,28.786,5.43683333334,6.37933333333,35.3196666667,48.9178333334,24.923,6.5975
447.85,6.13966666666,38.625,36.49,28.8415,5.45266666667,6.397,35.3491666667,48.9781666666,24.9873333334,6.6135
448.21,6.12966666666,38.6871666667,36.5473333333,28.8926666667,5.46166666666,6.41416666667,35.3553333334,49.0165,25.0371666666,6.62416666666
