wavelength,Back_TiaFulm,Belly_TiaFulm,Breast_TiaFulm,Crissum_TiaFulm,Crown_TiaFulm,DorTail_TiaFulm,Rump_TiaFulm,Throat_TiaFulm,WingTip_TiaFulm
530.39,7.7118,10.6124666666,6.26293333333,10.5638666667,6.00446666667,7.9783,8.39693333333,7.07206666667,7.71986666667
530.73,7.72186666667,10.6241333333,6.2638,10.5676,6.02393333333,7.99563333333,8.40973333333,7.08086666667,7.73733333334
531.08,7.726,10.6111333333,6.26413333333,10.5811333333,6.02933333333,7.9997,8.4018,7.09073333333,7.73726666667
531.42,7.74946666667,10.626,6.2748,10.6000666667,6.0652,8.01986666667,8.4254,7.11433333333,7.77566666667
531.77,7.75326666667,10.6219333333,6.26333333333,10.5958666667,6.07686666667,8.02326666667,8.43046666667,7.10593333333,7.75946666666
532.11,7.7486,10.6269333333,6.26233333333,10.6000666667,6.07093333333,8.0159,8.43286666667,7.1064,7.76073333333
532.46,7.75226666667,10.6292666667,6.2736,10.6150666667,6.08553333333,8.02893333333,8.43366666667,7.11573333333,7.7742
532.80,7.78006666667,10.6562,6.29693333333,10.6311333333,6.1166,8.061,8.46053333333,7.1396,7.80246666667
533.15,7.77806666667,10.6638666667,6.29593333333,10.6408,6.13126666667,8.06576666667,8.46893333333,7.14593333333,7.81606666667
533.49,7.78919999999,10.674,6.30986666667,10.6462666667,6.1404,8.06936666667,8.47713333333,7.15986666667,7.82853333334
533.84,7.78879999999,10.6648666667,6.29746666667,10.6464666667,6.14953333333,8.0647,8.4806,7.16566666667,7.82906666667
534.18,7.8118,10.7026666667,6.31513333333,10.6529333333,6.16873333333,8.09036666667,8.50346666667,7.17333333333,7.85893333333
534.52,7.80826666666,10.708,6.31793333333,10.6552666667,6.15886666667,8.09803333333,8.49833333333,7.16733333333,7.84833333334
534.87,7.81473333334,10.7214,6.33713333333,10.6574,6.1626,8.09486666667,8.50226666666,7.17246666667,7.87326666667
535.21,7.83566666667,10.7321333333,6.3472,10.6704,6.18093333333,8.11333333333,8.5098,7.17506666667,7.89426666667
535.56,7.85193333334,10.7575333333,6.36273333333,10.682,6.1952,8.1371,8.53593333334,7.2052,7.91186666667
535.90,7.83866666666,10.7513333333,6.3614,10.6851333334,6.1782,8.1234,8.5218,7.19093333333,7.91153333333
536.25,7.82666666667,10.738,6.36473333333,10.6767333333,6.16746666667,8.11046666667,8.51073333333,7.19366666667,7.90886666667
536.59,7.82946666667,10.7318,6.36693333333,10.6858,6.16486666667,8.11816666667,8.51553333333,7.19366666667,7.90993333333
536.93,7.86419999999,10.7700666667,6.4182,10.7296,6.19406666667,8.15146666667,8.54853333333,7.22606666667,7.9542
537.28,7.87733333333,10.7798666667,6.43313333333,10.7585333333,6.21293333333,8.15833333333,8.56993333333,7.246,7.97013333333
537.62,7.86993333333,10.7893333333,6.4314,10.7574666667,6.2148,8.1644,8.56106666667,7.247,7.97986666667
537.97,7.88953333333,10.8044,6.44686666667,10.7743333334,6.2318,8.19703333333,8.58013333333,7.26013333333,8.00753333333
538.31,7.891,10.8237333333,6.47986666667,10.7834666667,6.24506666666,8.22393333333,8.58626666667,7.28806666667,8.02166666667
538.65,7.89393333333,10.8435333333,6.48953333333,10.7947333333,6.2594,8.23726666667,8.6052,7.2886,8.03213333333
539.00,7.89040000001,10.8357333333,6.47126666667,10.7881333333,6.26226666667,8.26406666667,8.60026666667,7.276,8.04106666667
539.34,7.8742,10.8236,6.4536,10.7582,6.25173333333,8.25056666667,8.58033333333,7.25546666667,8.01826666667
539.69,7.84493333334,10.8017333333,6.4306,10.7208,6.23366666667,8.2385,8.55786666667,7.23906666667,8.0046
540.03,7.82246666666,10.7800666667,6.39486666667,10.6828666667,6.19706666667,8.218,8.51433333333,7.21993333333,7.96586666667
540.37,7.80593333333,10.7734,6.3784,10.6583333333,6.17306666667,8.21046666667,8.49953333333,7.21566666667,7.9514
540.72,7.81786666666,10.7698666666,6.37853333333,10.6726666667,6.18286666667,8.22686666667,8.51486666667,7.2132,7.96533333333
541.06,7.80273333333,10.7629333333,6.36293333333,10.6642,6.17853333333,8.2243,8.5018,7.21193333333,7.9442
541.40,7.78073333334,10.7414666667,6.31773333333,10.6428666667,6.14893333333,8.20433333333,8.48073333333,7.19273333333,7.9136
541.75,7.75466666667,10.7044666667,6.28413333333,10.6033333333,6.11913333333,8.1762,8.43973333334,7.16693333333,7.88013333333
542.09,7.74966666667,10.7131333333,6.28493333334,10.602,6.1244,8.17223333333,8.4462,7.1788,7.87993333334
542.43,7.75853333333,10.7332666667,6.29766666667,10.6237333333,6.13546666667,8.2081,8.46266666667,7.18786666667,7.9008
542.78,7.76806666667,10.745,6.3106,10.6443333333,6.13866666667,8.22516666667,8.46446666667,7.18626666667,7.9116
543.12,7.8,10.7722,6.33893333333,10.6734666667,6.16586666667,8.2638,8.503,7.2128,7.935
543.46,7.78793333334,10.7546666667,6.3312,10.6684666667,6.15973333333,8.27336666667,8.49506666667,7.19673333333,7.90886666667
543.81,7.78366666667,10.7467333333,6.34373333333,10.6618666667,6.15746666666,8.2878,8.48966666667,7.21293333333,7.89926666667
544.15,7.81873333333,10.7797333333,6.38366666667,10.6818666667,6.1824,8.32423333333,8.52013333333,7.24073333333,7.94086666667
544.49,7.85840000001,10.8143333333,6.44326666667,10.7263333333,6.22626666667,8.367,8.5638,7.28233333333,7.99366666667
544.84,7.9056,10.8605333333,6.50326666667,10.7741333333,6.28006666666,8.4088,8.61173333333,7.33693333333,8.03513333333
545.18,7.89660000001,10.8377333333,6.49,10.7647333333,6.2508,8.39623333333,8.59626666667,7.31726666667,8.01526666667
545.52,7.91986666667,10.846,6.4952,10.7683333333,6.26526666666,8.4057,8.60746666667,7.34773333333,8.0222
545.87,7.94453333334,10.8806,6.52506666667,10.7794,6.29486666667,8.4377,8.6502,7.38853333333,8.05153333333
546.21,7.90553333333,10.8554,6.4878,10.7567333333,6.26086666667,8.40446666667,8.61786666667,7.36506666667,8.02353333333
546.55,7.96253333334,10.9036,6.535,10.8098666667,6.31253333334,8.43523333333,8.66466666666,7.4246,8.09966666667
546.90,7.97746666667,10.9334,6.54253333333,10.8215333333,6.32413333333,8.42876666667,8.69,7.44086666667,8.1158
547.24,7.94173333333,10.8996,6.50366666667,10.8086666667,6.2898,8.38536666667,8.66426666666,7.4114,8.08893333333
547.58,7.93946666667,10.8854666667,6.48706666667,10.8089333333,6.28813333333,8.3799,8.6594,7.39886666667,8.08186666666
547.92,7.93846666667,10.8840666667,6.4646,10.8122,6.25966666667,8.3858,8.65346666667,7.3868,8.09986666667
548.27,7.98319999999,10.9218666667,6.51453333333,10.8354,6.31193333333,8.41163333333,8.70326666667,7.42893333333,8.12986666667
548.61,8.01086666668,10.9368,6.54706666667,10.8581333333,6.3348,8.42113333333,8.7316,7.45073333333,8.17166666667
548.95,8.0362,10.9614666666,6.54853333333,10.8758666666,6.35833333334,8.42833333334,8.73466666667,7.4574,8.18013333333
549.29,8.10353333333,10.9968666667,6.60493333333,10.9200666667,6.4258,8.49216666667,8.78713333333,7.50226666667,8.26273333333
549.64,8.08393333334,10.9928,6.5744,10.9199333333,6.3952,8.4816,8.7614,7.46873333333,8.2444
549.98,8.08493333333,11.0034666667,6.55293333333,10.9316,6.40506666667,8.49123333333,8.7662,7.482,8.28073333333
550.32,8.14013333334,11.0735333333,6.6044,10.9887333333,6.4594,8.5584,8.81653333333,7.54426666666,8.33226666667
550.66,8.14713333333,11.1113333333,6.63313333333,10.9958,6.46593333333,8.6049,8.84006666666,7.5654,8.34433333333
551.01,8.1886,11.157,6.68226666667,11.0609333333,6.51686666667,8.6464,8.88593333333,7.599,8.37833333333
551.35,8.16919999999,11.1428666667,6.67313333333,11.0704,6.51226666667,8.65086666667,8.85866666667,7.60426666667,8.39166666667
551.69,8.14279999999,11.1301333333,6.64606666667,11.0664666667,6.48913333333,8.62506666667,8.838,7.5678,8.36006666667
552.03,8.12220000001,11.0926,6.62773333333,11.0682666667,6.47013333333,8.61703333333,8.80786666667,7.55293333333,8.34726666667
552.38,8.1118,11.0986666667,6.61546666667,11.092,6.46046666667,8.61883333333,8.80046666667,7.53,8.33853333333
552.72,8.09060000001,11.069,6.6072,11.0310666666,6.44226666667,8.60606666667,8.7784,7.50066666667,8.29226666667
553.06,8.12266666667,11.0811333333,6.63393333333,11.0472,6.45653333333,8.6292,8.812,7.50653333334,8.27866666667
553.40,8.13559999999,11.0831333333,6.63926666667,11.0477333333,6.4836,8.62896666667,8.83666666667,7.51486666667,8.28393333334
553.74,8.15366666667,11.0703333333,6.6232,11.0440666667,6.48626666667,8.60716666667,8.82226666667,7.51553333333,8.28126666667
554.09,8.14933333333,11.0855333333,6.635,11.0414,6.4986,8.62836666667,8.84120000001,7.532,8.27553333333
554.43,8.168,11.1223333333,6.66506666667,11.0441333333,6.51226666667,8.64883333333,8.85313333333,7.543,8.277
554.77,8.17060000001,11.1188666667,6.67913333333,11.0475333333,6.53646666667,8.65936666667,8.87600000001,7.56626666667,8.30213333333
555.11,8.20466666666,11.1721333333,6.71793333333,11.0781333334,6.56546666667,8.6943,8.92506666666,7.5994,8.3376
555.45,8.15700000001,11.1596,6.70673333333,11.0297333333,6.52873333333,8.67016666667,8.90106666667,7.5846,8.30026666667
555.80,8.23053333334,11.228,6.75286666667,11.1136666667,6.58086666667,8.71796666667,8.97133333333,7.6776,8.3836
556.14,8.25053333333,11.2646666667,6.80046666667,11.1416666667,6.6238,8.7626,8.9966,7.6998,8.43306666667
556.48,8.32560000001,11.3276666666,6.88,11.2202666667,6.66686666667,8.84883333333,9.05460000001,7.74566666667,8.4928
556.82,8.36673333333,11.3744,6.92346666667,11.2501333333,6.7054,8.88696666667,9.0938,7.7876,8.52246666667
557.16,8.37006666667,11.3478,6.89886666667,11.2247333333,6.70633333333,8.8488,9.07446666667,7.76426666667,8.51026666667
557.50,8.38873333334,11.3597333333,6.90166666667,11.2530666667,6.71333333333,8.8761,9.08500000001,7.79493333333,8.53473333333
557.85,8.36293333333,11.3615333333,6.8814,11.2342666667,6.6752,8.85943333333,9.02686666667,7.7514,8.475
558.19,8.36686666666,11.3708,6.8944,11.2352,6.6906,8.86193333333,9.0444,7.7542,8.4808
558.53,8.37153333333,11.3446666667,6.90393333333,11.2435333333,6.695,8.8414,9.03006666666,7.756,8.48686666667
558.87,8.35266666666,11.3138666667,6.91846666667,11.2390666667,6.69933333333,8.85423333333,9.01680000001,7.72613333333,8.50073333333
559.21,8.32146666667,11.263,6.86833333333,11.216,6.64886666667,8.8052,8.95793333333,7.69226666667,8.4866
559.55,8.22146666667,11.1593333333,6.7598,11.1398666667,6.54966666667,8.70236666667,8.84180000001,7.61706666667,8.40626666667
559.89,8.18193333333,11.1348666667,6.7284,11.1288,6.51386666667,8.68413333333,8.83160000001,7.58946666667,8.39193333333
560.23,8.17740000001,11.1188,6.71846666667,11.1157333333,6.48573333333,8.67806666667,8.8178,7.58346666667,8.39726666667
560.58,8.17666666667,11.1226666667,6.70346666667,11.1044,6.48746666667,8.6854,8.83506666667,7.5838,8.38626666667
560.92,8.19859999999,11.1218666667,6.71206666667,11.1143333333,6.50366666667,8.6994,8.87233333333,7.60773333334,8.438
561.26,8.20466666667,11.1084666667,6.69806666667,11.1134666667,6.48373333333,8.6958,8.84973333333,7.60793333333,8.43033333333
561.60,8.19779999999,11.1222,6.66286666667,11.1057333334,6.48273333333,8.7182,8.84913333333,7.60973333333,8.43013333333
561.94,8.16039999999,11.0884666667,6.60706666667,11.0633333333,6.4394,8.6734,8.81253333334,7.58046666667,8.36666666667
562.28,8.11006666667,11.0613333333,6.56733333333,11.0256,6.3992,8.64033333333,8.76846666667,7.525,8.29426666667
562.62,8.081,11.0404,6.57766666667,10.9984,6.38746666667,8.62266666667,8.75859999999,7.5254,8.2744
562.96,8.07879999999,11.074,6.61613333333,11.0402666667,6.42506666667,8.64873333333,8.78966666667,7.57033333333,8.3138
563.30,8.03299999999,11.0692,6.578,11.0402,6.39266666667,8.63753333333,8.76760000001,7.55213333333,8.27993333333
563.64,8.01186666666,11.0504666667,6.55893333333,11.0504,6.35973333333,8.59276666667,8.75206666666,7.52426666667,8.27693333334
563.99,8.00313333333,11.0710666667,6.56886666667,11.0534666667,6.3666,8.6157,8.74693333333,7.52493333333,8.247
564.33,8.00273333334,11.0985333333,6.57346666666,11.0818666667,6.38326666667,8.63523333333,8.77306666667,7.54246666667,8.25946666667
564.67,8.05953333334,11.1647333333,6.63926666667,11.1604,6.45346666667,8.67263333333,8.86086666667,7.59813333333,8.31233333333
565.01,8.09020000001,11.1988,6.67106666667,11.1984666666,6.48,8.69473333334,8.88873333333,7.62973333333,8.35146666667
565.35,8.20100000001,11.3166666667,6.77186666667,11.3170666667,6.59733333333,8.80493333333,9.00459999999,7.747,8.49306666667
565.69,8.27393333333,11.3912666667,6.7904,11.3658,6.6518,8.86363333333,9.05333333333,7.77553333333,8.56293333333
566.03,8.28586666667,11.3696,6.776,11.3374,6.64026666667,8.84323333333,9.02373333333,7.76453333333,8.5622
566.37,8.3416,11.4252666667,6.846,11.3838666667,6.69113333333,8.88026666667,9.08393333334,7.79833333333,8.63353333333
566.71,8.37506666666,11.4327333333,6.8832,11.404,6.73646666667,8.92486666667,9.11813333333,7.82473333333,8.66393333333
567.05,8.39773333333,11.4585333333,6.88553333333,11.4226,6.764,8.94553333333,9.1446,7.83946666667,8.71706666667
567.39,8.40226666667,11.4317333333,6.87946666667,11.4115333333,6.74233333333,8.9183,9.1178,7.83006666667,8.70673333333
567.73,8.39986666667,11.4178666667,6.88646666667,11.3846666667,6.72273333333,8.92116666667,9.09746666666,7.82113333333,8.719
568.07,8.40226666666,11.4445333333,6.8946,11.3866666667,6.73786666667,8.95093333333,9.11833333333,7.84013333333,8.7458
568.41,8.35373333333,11.3847333333,6.84166666667,11.3120666667,6.664,8.89163333333,9.06986666667,7.79593333333,8.67866666667
568.75,8.33793333333,11.3806666667,6.864,11.3230666667,6.65813333333,8.8971,9.07913333333,7.81666666667,8.691
569.09,8.3054,11.3766666667,6.84446666667,11.3132,6.6332,8.88093333333,9.06486666667,7.81066666667,8.6704
569.43,8.32313333333,11.3974,6.85593333333,11.3181333333,6.65553333333,8.90473333333,9.05566666667,7.85813333333,8.68893333333
569.77,8.31520000001,11.4098,6.83206666667,11.3204666667,6.64266666667,8.88216666667,9.04520000001,7.8504,8.704
570.11,8.38333333334,11.4582,6.90326666667,11.4034,6.6722,8.92896666667,9.08140000001,7.91553333333,8.76746666667
570.45,8.44880000001,11.5533333333,6.99613333333,11.4716666667,6.77646666667,9.0176,9.18693333334,7.9958,8.86053333333
570.79,8.4712,11.5732666667,7.00273333333,11.5105333333,6.78386666667,9.04213333333,9.19119999999,7.99813333333,8.86813333333
571.13,8.48493333334,11.5848,7.0266,11.5357333333,6.81053333333,9.0619,9.20006666666,8.01213333333,8.86686666667
571.47,8.49573333333,11.5857333333,7.03246666667,11.5594666667,6.83286666667,9.09403333333,9.20886666667,8.01873333333,8.88486666667
571.81,8.51273333333,11.6043333333,7.0474,11.5655333333,6.8408,9.10723333333,9.22166666666,8.03926666667,8.88226666667
572.15,8.55786666667,11.6246,7.0748,11.5862,6.88166666666,9.13903333333,9.25206666668,8.03373333333,8.91673333333
572.49,8.52486666666,11.6047333333,7.05086666666,11.5872666667,6.86713333333,9.12526666667,9.24779999999,8.00453333333,8.89473333333
572.83,8.52180000001,11.6098666667,7.06933333333,11.5890666666,6.86826666667,9.1308,9.25686666666,7.99486666667,8.86733333333
573.17,8.48733333333,11.5913333333,7.03053333333,11.5603333333,6.85973333333,9.13016666667,9.25419999999,7.96586666667,8.84573333333
573.51,8.42940000001,11.5022,6.97753333333,11.5078,6.801,9.07813333333,9.18040000001,7.89,8.76426666667
573.85,8.42093333333,11.4852,6.97066666667,11.4942666667,6.80826666667,9.0448,9.17886666667,7.8842,8.78473333333
574.19,8.42346666667,11.4811333333,6.95386666667,11.4792666667,6.79633333333,9.04436666667,9.16853333333,7.87606666666,8.7808
574.53,8.44806666667,11.5016666667,6.99106666667,11.5070666666,6.8082,9.05706666667,9.1584,7.905,8.8002
574.87,8.46233333333,11.5186,7.01293333333,11.5408,6.84093333333,9.0873,9.17953333334,7.88873333333,8.856
575.21,8.48506666666,11.5588,7.0286,11.5616666667,6.84733333333,9.12516666667,9.2068,7.9136,8.86053333334
575.55,8.52373333333,11.5518666667,7.02346666667,11.5695333333,6.8338,9.13526666667,9.20453333333,7.90066666667,8.87246666667
575.89,8.50499999999,11.5284666666,6.99513333333,11.537,6.82993333333,9.1449,9.17246666667,7.88453333333,8.87253333333
576.22,8.5126,11.5328666667,7.03973333333,11.5362666667,6.859,9.15286666667,9.18606666667,7.93,8.88833333333
576.56,8.5294,11.5559333333,7.0224,11.5278,6.85533333333,9.1748,9.19086666667,7.94473333333,8.92113333333
576.90,8.53913333334,11.5758666667,7.027,11.5216666667,6.84753333333,9.23253333333,9.20659999999,7.9738,8.92413333334
577.24,8.49866666667,11.5433333333,7.01453333333,11.4767333333,6.81006666667,9.1815,9.16533333333,7.92173333333,8.90866666667
577.58,8.49040000001,11.5462,6.99206666667,11.4386,6.81306666667,9.17443333333,9.16993333333,7.87253333333,8.9056
577.92,8.47373333333,11.5196,6.9556,11.3856,6.7852,9.14716666667,9.13206666667,7.8838,8.83973333333
578.26,8.44693333334,11.4857333333,6.95306666667,11.3705333333,6.77886666667,9.14473333333,9.10813333334,7.86946666667,8.84586666667
578.60,8.36833333334,11.4366666667,6.92413333333,11.3019333333,6.76526666667,9.09183333333,9.05593333333,7.83813333333,8.80666666667
578.94,8.44173333334,11.5079333333,7.00093333334,11.3749333333,6.84246666667,9.1577,9.13553333333,7.9132,8.89373333334
579.28,8.46139999999,11.4986,6.96053333333,11.3634666667,6.816,9.14593333333,9.12779999999,7.8722,8.8882
579.61,8.43213333334,11.492,6.9486,11.3428666667,6.78986666667,9.114,9.10673333333,7.8698,8.8518
579.95,8.3846,11.4438,6.8728,11.2787333333,6.73946666667,9.0245,9.03473333333,7.78466666667,8.76133333334
580.29,8.39913333334,11.4264,6.84766666667,11.2838666667,6.7316,9.0374,9.03460000001,7.77526666667,8.75113333333
580.63,8.4428,11.4552666667,6.88553333334,11.3230666667,6.771,9.05913333333,9.07513333333,7.8558,8.7816
580.97,8.41266666666,11.4440666667,6.8712,11.3160666667,6.75953333333,9.0611,9.04773333334,7.82873333333,8.78426666667
581.31,8.40506666666,11.3942,6.82926666666,11.2729333334,6.72193333333,9.00943333333,9.01173333333,7.79826666667,8.75873333333
581.65,8.44020000001,11.4266666667,6.85773333333,11.3015333333,6.723,9.0553,9.04013333333,7.82666666667,8.75386666667
581.98,8.41906666667,11.4236666667,6.8546,11.2893333333,6.69066666667,9.05253333333,9.00953333333,7.84673333333,8.73613333333
582.32,8.41659999999,11.437,6.87286666667,11.335,6.7332,9.07813333333,9.01193333333,7.87386666667,8.7584
582.66,8.45593333333,11.4624666667,6.9142,11.3753333333,6.80053333333,9.13083333333,9.06593333334,7.90086666667,8.82506666667
583.00,8.5486,11.5464666667,7.02613333333,11.4938,6.9336,9.2463,9.16333333334,8.0388,8.9504
583.34,8.55926666666,11.6016666667,7.0642,11.5141333334,6.97186666667,9.28593333333,9.17486666667,8.08506666667,8.98026666667
583.68,8.51573333333,11.5707333333,7.01813333333,11.4709333333,6.92733333333,9.28666666667,9.13806666667,8.057,8.94186666667
584.01,8.52726666667,11.5684,7.02706666667,11.4583333333,6.90933333333,9.27976666667,9.15366666667,8.06246666667,8.95913333333
584.35,8.56933333334,11.6608666667,7.08293333333,11.5255333333,6.9662,9.36913333333,9.20646666667,8.15,9.00613333333
584.69,8.6938,11.7658666667,7.1692,11.6358666667,7.06806666667,9.48853333333,9.31973333334,8.22586666667,9.10740000001
585.03,8.7348,11.8136666667,7.21746666667,11.6935333333,7.11693333333,9.54906666667,9.38573333334,8.24413333333,9.15780000001
585.37,8.71960000001,11.8115333333,7.20746666667,11.6341333333,7.05313333333,9.52653333333,9.347,8.2042,9.09546666667
585.70,8.68780000001,11.7756,7.17166666667,11.5926,7.01193333333,9.49423333333,9.29053333333,8.17093333333,9.0816
586.04,8.62313333333,11.7182666667,7.16046666667,11.5178666667,6.95793333333,9.4468,9.24540000001,8.09233333333,9.02066666667
586.38,8.70433333333,11.7879333333,7.255,11.6467333333,7.03313333333,9.5161,9.34106666666,8.16133333333,9.10480000001
586.72,8.76246666667,11.8510666667,7.33173333333,11.7190666667,7.10206666667,9.57403333333,9.43273333333,8.22646666667,9.18746666667
587.06,8.86166666667,11.971,7.42566666667,11.8427333333,7.19633333333,9.66776666667,9.52546666667,8.3088,9.3042
587.39,8.73653333334,11.8502,7.31873333333,11.7173333333,7.08746666667,9.5302,9.41886666667,8.16793333333,9.19713333333
587.73,8.6472,11.7771333333,7.26473333333,11.6526666667,7.02073333333,9.45216666667,9.33906666667,8.1158,9.15579999999
588.07,8.65853333333,11.7386,7.2358,11.6116,6.99606666667,9.42086666667,9.29826666667,8.06806666667,9.13726666666
588.41,8.69813333333,11.7778,7.25386666667,11.67,7.0592,9.4475,9.35500000001,8.11513333333,9.19193333335
588.74,8.70846666667,11.8132666667,7.26946666667,11.7174,7.0698,9.4797,9.37766666667,8.12733333333,9.20606666667
589.08,8.76013333333,11.8420666667,7.272,11.7747333333,7.05766666667,9.54006666667,9.42673333333,8.17473333333,9.26313333332
589.42,8.71200000001,11.7808666667,7.18033333333,11.7098666667,6.996,9.5,9.37879999999,8.13426666667,9.22773333335
589.76,8.64353333333,11.7128666667,7.10793333333,11.6657333333,6.9246,9.4667,9.29899999999,8.04453333333,9.18826666667
590.09,8.61466666666,11.6382666667,7.04,11.5988666667,6.87806666667,9.42716666667,9.27073333333,7.99266666667,9.10099999999
590.43,8.722,11.7560666667,7.1418,11.7513333333,6.99033333333,9.57226666667,9.39926666667,8.10286666667,9.24520000001
590.77,8.69393333334,11.744,7.1176,11.7157333333,6.98786666667,9.5665,9.35933333333,8.08693333333,9.23433333333
591.11,8.60073333333,11.6936,7.03593333333,11.6621333333,6.9392,9.50153333333,9.29573333332,8.04433333333,9.16546666668
591.44,8.61386666666,11.7011333333,7.0908,11.6799333333,6.95553333334,9.54476666667,9.32980000001,8.08873333333,9.20273333333
591.78,8.65506666667,11.7106,7.13913333333,11.6931333333,6.97706666667,9.5675,9.36793333334,8.12873333333,9.221
592.12,8.7094,11.7969333333,7.19546666667,11.7568666667,7.06126666667,9.60083333333,9.41839999999,8.19566666666,9.27706666667
592.46,8.6972,11.8054666667,7.21133333333,11.7510666667,7.0744,9.5977,9.41993333333,8.19833333333,9.28393333333
592.79,8.70846666666,11.8295333333,7.21006666667,11.7594666667,7.09853333333,9.57303333333,9.42859999999,8.22653333333,9.28093333334
593.13,8.6364,11.7782,7.17193333333,11.7101333333,7.06866666667,9.51446666667,9.3684,8.20706666667,9.27813333333
593.47,8.6408,11.7601333333,7.18573333333,11.6952666667,7.0684,9.4985,9.34766666667,8.21206666667,9.27393333334
593.80,8.68053333334,11.8166,7.21213333333,11.743,7.09433333333,9.5161,9.42513333334,8.2494,9.33026666668
594.14,8.80906666666,11.9864,7.36553333333,11.9066666667,7.23293333333,9.66733333333,9.58540000001,8.39113333333,9.49246666668
594.48,8.8072,11.9834,7.33506666667,11.8752666667,7.19853333333,9.65586666667,9.57353333334,8.36666666667,9.45000000001
594.81,8.75546666666,11.9686666667,7.31213333333,11.8574,7.16053333333,9.62793333333,9.54293333334,8.35913333334,9.42173333332
595.15,8.67846666667,11.9039333333,7.25406666667,11.7874,7.08726666666,9.5658,9.47366666667,8.2956,9.36873333335
595.49,8.7194,11.9443333333,7.33133333333,11.8552666667,7.139,9.63756666667,9.55746666667,8.35406666667,9.41513333333
595.82,8.77540000001,11.9866,7.41,11.894,7.1802,9.68510000001,9.62219999999,8.39313333333,9.45433333333
596.16,8.88313333333,12.0830666667,7.51106666667,12.0192,7.27006666667,9.79526666667,9.7246,8.4752,9.52366666666
596.50,8.92413333334,12.1214666667,7.54493333333,12.0666666667,7.31553333334,9.82933333333,9.779,8.54113333333,9.56813333333
596.83,8.89606666667,12.0717333333,7.5346,12.0390666667,7.3038,9.80746666666,9.72959999999,8.50673333333,9.54219999999
597.17,8.8514,11.9885333333,7.46373333333,11.9488,7.21713333333,9.73983333333,9.64206666667,8.46126666667,9.46666666668
597.51,8.84219999999,11.9628,7.4408,11.9686666667,7.22146666667,9.73750000001,9.60613333333,8.42686666667,9.50213333335
597.84,8.84673333334,11.9568,7.4296,11.9748666667,7.23533333333,9.74500000001,9.61626666667,8.4052,9.50893333334
598.18,8.89059999999,11.9977333333,7.48373333333,12.0308666667,7.28673333333,9.81126666667,9.66646666666,8.4512,9.57366666666
598.52,8.96666666667,12.0837333333,7.52746666667,12.0930666667,7.33893333333,9.86926666667,9.71813333333,8.50746666667,9.65146666667
598.85,8.94393333334,12.0854666667,7.53053333333,12.0952666667,7.341,9.87723333333,9.67866666667,8.50246666666,9.64953333333
599.19,8.84693333333,11.9960666667,7.4364,11.9806666667,7.2554,9.79273333334,9.59166666666,8.38133333333,9.58613333332
599.53,8.79866666667,11.9632666667,7.392,11.8926,7.17666666667,9.74943333334,9.50526666667,8.29166666667,9.49500000001
599.86,8.8386,11.9712,7.40173333333,11.9284666666,7.1856,9.77716666667,9.52146666667,8.3186,9.50973333334
600.20,8.816,11.9507333333,7.40533333333,11.9437333333,7.17326666667,9.78,9.53226666667,8.28033333333,9.50013333334
600.53,8.82006666667,11.9783333333,7.42773333333,11.9604666667,7.18293333333,9.7996,9.5514,8.33606666667,9.47840000001
600.87,8.83273333333,11.9648,7.40453333333,11.9377333333,7.18146666667,9.78123333334,9.53773333332,8.34993333333,9.47140000001
601.21,8.83226666666,11.9384,7.38133333334,11.9164,7.16346666667,9.77099999999,9.5256,8.30966666667,9.41753333333
601.54,8.74413333333,11.8409333334,7.29473333333,11.7979333333,7.09153333333,9.70106666667,9.40606666665,8.21793333333,9.311
601.88,8.74226666667,11.8302666667,7.25113333334,11.7738666667,7.07286666667,9.71186666667,9.42899999999,8.2052,9.30893333333
602.21,8.79053333333,11.8908666667,7.309,11.8426666667,7.11493333333,9.75429999999,9.47806666665,8.2898,9.32960000001
602.55,8.87420000001,11.9576,7.36213333333,11.9412666667,7.20013333333,9.82863333333,9.56733333333,8.36566666667,9.43273333333
602.88,8.92113333334,12.0433333333,7.41806666667,11.9836,7.2478,9.88073333334,9.63393333334,8.4582,9.47953333332
603.22,8.94319999999,12.0556,7.3966,11.9844666667,7.27546666667,9.86126666667,9.62786666668,8.47906666667,9.49680000001
603.56,8.95606666667,12.0644666667,7.39013333333,11.9763333333,7.27326666667,9.85523333332,9.64666666666,8.47993333333,9.51653333335
603.89,8.97619999999,12.0936,7.422,12.0386,7.27133333333,9.89226666667,9.67226666668,8.49093333333,9.54013333333
604.23,8.9464,12.0653333333,7.40053333333,12.0126666667,7.25353333333,9.8485,9.63640000001,8.48473333333,9.54046666667
604.56,8.98253333333,12.1026666667,7.43373333334,12.0608,7.28933333333,9.86300000001,9.67993333332,8.5284,9.5732
604.90,9.00433333333,12.133,7.4542,12.0742666667,7.29106666667,9.83729999999,9.66306666668,8.53046666667,9.58693333333
605.23,8.98246666667,12.116,7.42273333333,12.0283333333,7.2768,9.81673333334,9.62439999999,8.506,9.5914
605.57,8.90040000001,12.062,7.35426666667,11.9334,7.197,9.76620000001,9.53193333334,8.439,9.53086666666
605.90,8.90160000001,12.0643333333,7.34226666666,11.9419333334,7.18466666667,9.76329999999,9.5258,8.42293333333,9.51859999999
606.24,8.89759999999,12.0551333333,7.37213333333,11.9507333333,7.17253333333,9.7742,9.5184,8.41793333333,9.53693333333
