wavelength,Back_TanVasf,Belly_TanVasf,Breast_TanVasf,Crissum_TanVasf,Crown_TanVasf,DorTail_TanVasf,Patch10_TanVasf,Patch11_TanVasf,Rump_TanVasf,Throat_TanVasf,WingTip_TanVasf
344.52,4.00491666667,21.18125,30.2195833333,16.3534166667,4.89075,4.67916666667,41.9954166667,3.32433333333,47.4103666667,17.8015,6.01041666667
344.89,4.095,21.3379166667,30.5293333333,16.5600833333,5.066,4.84758333333,42.0094166667,3.54158333333,47.5221166667,18.0071666667,6.20733333333
345.25,4.19116666666,21.4228333333,30.715,16.7321666666,5.18258333333,4.94991666667,42.0441666666,3.66258333333,47.5867166667,18.125,6.39066666667
345.62,4.31783333333,21.4675,30.8455833333,16.799,5.33,5.06658333333,41.9738333333,3.78225,47.6509666667,18.2395,6.48833333333
345.99,4.44683333333,21.5735833333,31.0128333334,16.96625,5.47108333333,5.23733333334,41.99475,3.94733333334,47.72435,18.4365,6.64441666667
346.35,4.62383333333,21.6640833333,31.1438333333,17.0616666667,5.611,5.33908333333,41.9980833333,4.0625,47.7202333333,18.6215833333,6.83933333334
346.72,4.71716666667,21.6926666667,31.174,17.0698333333,5.72483333333,5.46783333334,41.8453333333,4.119,47.5304166667,18.5914166667,6.89133333333
347.08,4.66433333333,21.6431666667,31.1113333333,17.01875,5.66458333333,5.36975,41.6591666667,4.09316666666,47.29815,18.4730833334,6.8305
347.45,4.60958333334,21.4779166667,31.0985,16.932,5.6275,5.34466666666,41.4598333333,4.0165,47.1163333333,18.36225,6.67775
347.81,4.66375,21.509,31.2108333333,16.9439166667,5.7175,5.39625,41.3855,4.06,47.0541333333,18.43025,6.74
348.18,4.82933333333,21.6443333333,31.31325,17.01325,5.82933333333,5.53508333334,41.2613333333,4.237,47.0088,18.4909166667,6.847
348.54,4.79883333333,21.4653333333,31.2575,16.8711666667,5.79875,5.421,41.0245833333,4.143,46.7817166666,18.3161666667,6.71758333333
348.91,4.7975,21.47775,31.2571666667,16.8396666667,5.79133333333,5.35566666667,40.9394166667,4.06891666667,46.7108833333,18.206,6.68183333333
349.27,4.88966666667,21.4413333334,31.1883333333,16.80025,5.81741666667,5.39666666667,40.6695833333,4.10783333333,46.38545,18.1905833333,6.69558333333
349.64,4.82325,21.4174166666,31.1549166666,16.77375,5.76241666667,5.38683333333,40.4984166667,4.054,46.1677333333,18.1350833333,6.66325
350.00,4.51125,21.1421666666,31.0134166667,16.56225,5.43225,5.09091666667,40.2088333333,3.7545,45.83605,17.94525,6.35341666667
350.37,4.30125,20.941,30.9189166666,16.4255,5.26666666667,4.93766666667,39.87125,3.6005,45.5965833333,17.75375,6.14683333333
350.73,4.10708333333,20.7605833333,30.89275,16.29175,5.0315,4.69075,39.6179166667,3.37941666667,45.4484666667,17.63,5.90608333333
351.10,3.9625,20.5884166666,30.7988333333,16.186,4.89933333333,4.60075,39.37175,3.26658333333,45.2374333333,17.5854166666,5.77583333333
351.46,4.06483333333,20.7181666666,30.946,16.2813333333,4.975,4.70408333333,39.28425,3.35841666666,45.1257,17.8048333334,5.94625
351.83,4.0675,20.6549166667,30.987,16.2825833334,5.01425,4.76708333334,39.1005,3.43258333333,44.9688833333,17.8463333333,6.00933333333
352.19,4.252,20.821,31.3190833333,16.535,5.22383333333,4.94525,39.20475,3.58316666667,45.0902166667,18.11225,6.22975
352.55,4.30516666667,21.0419166667,31.45825,16.669,5.29583333333,5.07158333333,39.3405833333,3.61583333333,45.2260333334,18.328,6.37416666667
352.92,4.29366666666,20.9833333333,31.4281666667,16.6504166667,5.18475,5.07691666667,39.1738333334,3.55191666666,45.0215833333,18.3851666667,6.29608333333
353.28,4.3105,21.03575,31.5960833333,16.7135,5.24491666667,5.08566666667,39.17825,3.61108333333,45.0375666667,18.4725833334,6.307
353.65,4.39525,21.1093333334,31.79125,16.81625,5.324,5.16741666667,39.1709166667,3.68658333334,45.0720833334,18.5683333333,6.32516666666
354.01,4.6525,21.3146666667,32.01375,16.9924166667,5.60716666667,5.34383333333,39.1881666667,3.89625,45.1985166667,18.7526666667,6.5465
354.38,4.84916666667,21.5126666667,32.2221666667,17.137,5.812,5.51308333334,39.29475,4.11841666667,45.2482333333,18.9835833333,6.71766666667
354.74,4.90191666667,21.5696666667,32.273,17.1828333333,5.90175,5.59925,39.3755,4.18091666667,45.1999666667,19.10575,6.79583333333
355.11,4.89725,21.6443333333,32.4650833333,17.18525,5.96908333333,5.59166666666,39.31725,4.14108333333,45.2366333333,19.1188333333,6.81083333334
355.47,4.91591666667,21.641,32.545,17.2173333333,5.93375,5.53541666667,39.3599166667,4.09625,45.2805,19.0265833333,6.74616666666
355.83,4.9595,21.7275,32.62075,17.2485,5.86741666667,5.54416666667,39.32425,4.07508333333,45.2421333333,19.012,6.68958333334
356.20,4.79641666667,21.6015833333,32.5189166667,17.0386666667,5.705,5.38208333334,39.1205833333,3.88283333333,44.97825,18.82875,6.47416666667
356.56,4.73433333333,21.5729166666,32.6741666666,17.058,5.66825,5.31833333333,39.1260833333,3.85391666666,44.9505,18.8515,6.45866666667
356.93,4.60308333333,21.4559166667,32.6595,16.9211666666,5.576,5.14033333333,39.0323333333,3.74116666667,44.8566666667,18.681,6.29766666667
357.29,4.53525,21.3309166667,32.6106666666,16.8255833333,5.46691666666,5.04683333333,38.8504166666,3.63916666667,44.6749166666,18.6149166667,6.14991666666
357.66,4.51183333333,21.2051666667,32.57525,16.7180833333,5.38325,4.93191666667,38.7906666667,3.54416666667,44.5439666667,18.5978333333,6.09458333333
358.02,4.52325,21.2256666667,32.6728333333,16.694,5.3295,4.92325,38.7698333333,3.54775,44.5301,18.5764166667,6.10358333333
358.38,4.42366666667,21.0930833333,32.6650833333,16.6276666667,5.22091666667,4.7865,38.6348333333,3.41025,44.3587666667,18.428,5.98825
358.75,4.49408333333,21.1078333333,32.8226666667,16.7131666667,5.29366666667,4.8105,38.6025833333,3.4735,44.3657333334,18.4978333333,6.06533333334
359.11,4.57716666667,21.1456666667,32.9715833333,16.7970833333,5.35708333333,4.86833333333,38.6686666666,3.549,44.3628,18.59075,6.17325
359.48,4.6565,21.285,33.2091666666,16.8944166666,5.50083333333,4.98391666667,38.6778333334,3.729,44.41335,18.7625833333,6.31566666667
359.84,4.69908333333,21.2776666666,33.3063333333,16.9128333334,5.56233333333,5.00183333333,38.63,3.74941666667,44.4238833333,18.8769166667,6.37258333334
360.20,4.764,21.38125,33.50225,17.01525,5.64133333333,5.10341666666,38.7185,3.88333333333,44.57275,19.0479166667,6.47875
360.57,4.81266666666,21.37375,33.5539166667,16.9680833333,5.66991666667,5.11341666667,38.5833333333,3.91466666667,44.4420166667,19.06725,6.49658333333
360.93,4.88408333333,21.4361666666,33.6685,16.9915833333,5.74791666667,5.18558333333,38.5764166667,3.98116666667,44.4357833333,19.19675,6.60783333333
361.29,4.84616666667,21.4463333333,33.7588333333,17.0105,5.74125,5.203,38.5460833333,3.95325,44.45565,19.20975,6.639
361.66,4.78133333333,21.4811666667,33.8395,17.0173333333,5.70375,5.1765,38.5055833334,3.93258333334,44.4424166667,19.2399166667,6.5855
362.02,4.79325,21.4378333333,33.8309166666,17.014,5.74191666667,5.197,38.3540833333,3.96558333334,44.2738,19.2700833334,6.61108333333
362.39,4.86133333333,21.5149166667,33.9618333333,17.0855833333,5.80375,5.26208333333,38.346,4.03291666667,44.24515,19.3681666667,6.69841666666
362.75,4.7925,21.4805,33.9356666667,17.0309166667,5.77983333333,5.21133333334,38.27425,3.9985,44.1650166667,19.33325,6.65633333333
363.11,4.82308333334,21.5449166666,33.948,17.0994166667,5.84741666667,5.24825,38.2070833333,4.06091666667,44.1015,19.3769166667,6.66758333334
363.48,4.69558333333,21.3475,33.7280833333,16.9599166667,5.73575,5.1465,37.9805833333,3.89741666667,43.8325666667,19.2535833333,6.5125
363.84,4.67641666667,21.3439166666,33.8101666667,16.9600833333,5.74458333333,5.11908333333,37.9665833333,3.92241666666,43.7673666666,19.2630833333,6.4935
364.20,4.79666666666,21.3633333333,33.8394166666,17.0243333334,5.85725,5.19658333333,37.8468333333,4.015,43.6085166667,19.34025,6.60658333334
364.57,4.91925,21.38825,33.905,17.1314166667,6.01825,5.334,37.8235833333,4.18183333333,43.5788166667,19.4364166667,6.69475
364.93,5.01,21.4496666667,34.02225,17.24675,6.11091666667,5.38933333334,37.84175,4.2655,43.5590666666,19.5240833333,6.7625
365.29,5.0975,21.454,34.0951666667,17.2580833333,6.19191666667,5.41808333333,37.8571666667,4.3455,43.47795,19.5489166667,6.84125
365.66,5.15683333334,21.427,34.0530833333,17.2345833333,6.22525,5.43633333333,37.6793333334,4.36541666667,43.3461,19.512,6.8965
366.02,4.9915,21.2295,33.9441666666,17.03025,6.07483333333,5.25158333333,37.45925,4.16916666667,43.1464166667,19.3491666667,6.68241666667
366.38,5.01633333333,21.1980833333,33.9674166667,17.043,6.09533333333,5.26683333333,37.4119166667,4.19758333334,43.1326,19.3879166666,6.71808333334
366.75,5.06566666667,21.2059166667,34.0611666667,17.0284166667,6.09441666667,5.32416666666,37.3026666667,4.23608333334,43.0419666667,19.4245,6.72241666667
367.11,5.043,21.07525,34.0434166667,16.9385,6.03441666667,5.27658333334,37.1798333333,4.20708333333,42.9097666667,19.37775,6.66808333333
367.47,5.10758333333,21.1035,34.2540833333,16.96775,6.10841666667,5.29333333334,37.2075833334,4.29991666667,42.9413833333,19.48325,6.72708333333
367.84,5.064,20.9824166666,34.1723333333,16.8915,6.046,5.23183333334,37.0754166667,4.27366666667,42.7786166667,19.44825,6.69166666667
368.20,4.99041666667,20.9195,34.14875,16.8556666667,6.02791666666,5.18683333333,36.9876666667,4.24358333333,42.7027166666,19.3855833333,6.59075
368.56,4.91366666667,20.8479166667,34.18425,16.80375,5.94583333333,5.12366666667,36.9290833334,4.14716666667,42.6005833333,19.3440833333,6.51725
368.93,4.88775,20.7815833333,34.1713333333,16.79575,5.93933333333,5.16508333333,36.8048333333,4.16216666667,42.4696,19.3454166666,6.48825
369.29,4.79966666666,20.69275,34.167,16.7111666667,5.85841666667,5.09575,36.64925,4.09858333333,42.3313333333,19.31875,6.37058333334
369.65,4.87916666667,20.7631666667,34.3136666667,16.751,5.96708333334,5.18616666667,36.7201666667,4.22941666667,42.3239333333,19.4505,6.45941666667
370.01,5.01741666667,20.9574166667,34.5261666667,16.9215833333,6.12708333333,5.35308333333,36.9545833334,4.428,42.5032666666,19.6715833334,6.62916666667
370.38,4.97866666667,20.8410833333,34.4461666667,16.7854166667,6.07558333333,5.30175,36.82525,4.39316666667,42.2885,19.6223333333,6.53308333333
370.74,5.02166666667,20.8835833333,34.5196666666,16.8604166666,6.13108333333,5.3465,36.8483333333,4.4365,42.2882333333,19.6805833334,6.58916666667
371.10,5.06708333333,20.9345,34.6343333333,16.88025,6.20216666667,5.407,36.8849166666,4.46025,42.3501,19.81225,6.62866666666
371.46,5.00933333334,20.9059166667,34.62725,16.84575,6.14308333333,5.35416666666,36.81275,4.40833333334,42.2646333333,19.7791666667,6.61666666667
371.83,4.99433333333,20.9305,34.67225,16.869,6.21558333333,5.35508333333,36.7815833333,4.41933333333,42.2072166667,19.8425,6.63433333334
372.19,4.97458333333,20.8676666666,34.6718333333,16.8106666667,6.18908333333,5.3205,36.7146666667,4.37225,42.1005,19.86725,6.62166666667
372.55,4.88608333333,20.7800833333,34.5781666667,16.6675,6.11775,5.24325,36.54225,4.299,41.9388166666,19.7875833333,6.55033333333
372.92,4.9075,20.7980833333,34.68,16.6699166666,6.14325,5.21525,36.5398333333,4.305,41.9373666667,19.8320833333,6.6115
373.28,4.97991666667,20.8373333333,34.764,16.73325,6.23183333334,5.28066666667,36.59925,4.38891666667,41.98495,19.9348333333,6.70333333333
373.64,4.91433333333,20.7551666667,34.7635833333,16.6675,6.16316666667,5.21025,36.53,4.28525,41.92445,19.8548333333,6.62341666666
374.00,4.86825,20.6338333334,34.6845833333,16.6096666666,6.15566666667,5.16341666667,36.3976666667,4.2435,41.7235833333,19.8226666667,6.59083333334
374.37,4.86925,20.6735,34.8233333333,16.6235833333,6.16633333334,5.17758333333,36.3976666667,4.23825,41.7565333333,19.8493333333,6.62358333334
374.73,4.822,20.5920833334,34.76175,16.5228333333,6.11341666667,5.10108333333,36.28375,4.21233333333,41.6409833334,19.79,6.59433333334
375.09,4.82658333333,20.5589166667,34.79775,16.4681666666,6.06066666666,5.03958333333,36.1930833333,4.16591666667,41.5213666666,19.72125,6.56216666667
375.45,4.92658333333,20.6396666667,34.9045833333,16.5560833333,6.14366666667,5.09966666666,36.2276666667,4.25358333334,41.5447,19.7878333333,6.61466666667
375.81,4.93308333333,20.6121666666,34.9393333333,16.49625,6.15616666667,5.11641666667,36.1809166667,4.26516666667,41.4867166667,19.755,6.6445
376.18,4.98858333333,20.6168333334,35.039,16.4904166667,6.20041666667,5.15708333333,36.1933333333,4.30575,41.5131166666,19.7785,6.6885
376.54,5.03208333333,20.6434166667,35.1703333333,16.527,6.19933333333,5.19391666667,36.2375,4.34133333333,41.5609666667,19.8525833333,6.71683333333
376.90,4.98191666667,20.5980833333,35.15575,16.4501666667,6.1515,5.20258333333,36.1731666667,4.29275,41.5179333333,19.8186666667,6.63641666666
377.26,4.9565,20.61025,35.2168333333,16.4369166667,6.1115,5.16608333333,36.1151666666,4.28925,41.4177333334,19.7875,6.62025
377.63,5.02716666666,20.61775,35.2920833333,16.4950833333,6.20683333334,5.23391666667,36.1704166667,4.39025,41.414,19.8724166667,6.68575
377.99,5.15041666667,20.7496666667,35.50925,16.5960833333,6.30166666667,5.35075,36.2796666667,4.52875,41.5661666666,19.978,6.80541666666
378.35,5.23983333333,20.7913333333,35.6205,16.69275,6.44516666667,5.43991666667,36.3211666667,4.64933333333,41.59545,20.1035833333,6.88691666666
378.71,5.25166666667,20.7544166667,35.6868333333,16.679,6.46308333333,5.44316666667,36.3018333333,4.63925,41.5223666667,20.1600833333,6.88466666667
379.07,5.338,20.8384166667,35.8138333333,16.7809166667,6.58758333333,5.56075,36.4435,4.79566666667,41.62425,20.24175,6.9935
379.44,5.33433333333,20.8110833333,35.8044166667,16.73625,6.595,5.54933333333,36.40525,4.82108333334,41.60055,20.278,6.9915
379.80,5.3755,20.8146666667,35.8571666667,16.7733333333,6.57941666667,5.55616666667,36.4183333333,4.839,41.6162666667,20.2980833334,6.972
380.16,5.32933333333,20.7993333333,35.83475,16.767,6.53941666667,5.501,36.3725833333,4.86066666667,41.55375,20.2755,6.92716666667
380.52,5.40508333333,20.8469166667,35.8736666667,16.8201666667,6.65208333333,5.53891666667,36.3561666667,4.94466666667,41.5428833333,20.3311666667,6.98541666667
380.88,5.35658333333,20.8023333333,35.9181666667,16.8326666666,6.6645,5.50833333333,36.36925,4.9445,41.5107833333,20.3109166667,6.93875
381.24,5.32591666667,20.7369166667,35.8465833333,16.7645833333,6.6885,5.53258333333,36.2585,4.9105,41.4049166666,20.26575,6.90016666667
381.61,5.23091666667,20.6913333333,35.8110833333,16.6885833333,6.6445,5.43808333334,36.1509166667,4.83291666666,41.3199166667,20.2126666667,6.84608333333
381.97,5.12725,20.539,35.7628333334,16.5700833333,6.57633333333,5.32691666667,36.0139166666,4.7005,41.18775,20.1466666667,6.73433333333
382.33,5.08366666666,20.5284166666,35.7535,16.50275,6.53116666667,5.27141666667,35.9820833333,4.62525,41.1851,20.1328333333,6.65725
382.69,5.07608333334,20.6244166667,35.86175,16.5380833333,6.57733333333,5.32433333333,36.0590833333,4.663,41.2883,20.2035833334,6.68658333333
383.05,4.97,20.5030833333,35.8019166667,16.4283333333,6.50433333333,5.24291666667,35.8614166667,4.6145,41.11665,20.1833333333,6.6035
383.41,5.05141666667,20.5355833333,35.8935833333,16.47225,6.59666666667,5.34441666667,35.8438333333,4.69483333333,41.11375,20.2496666667,6.685
383.77,5.06358333333,20.5388333333,35.9185833333,16.4848333333,6.64966666667,5.37175,35.8031666667,4.73175,41.07225,20.2941666666,6.70691666667
384.14,5.05616666667,20.51675,35.969,16.4480833333,6.67533333333,5.36725,35.7895833333,4.71483333333,41.0570333333,20.3113333333,6.72041666666
384.50,5.03391666667,20.47125,35.9690833333,16.4405,6.64791666667,5.34833333334,35.7914166667,4.73525,41.0205666667,20.31575,6.72133333333
384.86,5.07991666667,20.51225,36.0155833333,16.4369166667,6.68966666667,5.36025,35.7990833333,4.81941666667,41.0524833333,20.3921666667,6.75641666667
385.22,5.10408333333,20.54975,36.1160833333,16.4630833333,6.73516666667,5.36716666667,35.8431666667,4.87258333333,41.1225666667,20.4954166667,6.7885
385.58,5.135,20.5855,36.2131666667,16.4923333334,6.75133333333,5.40608333333,35.86075,4.924,41.1804,20.5539166667,6.803
385.94,5.13891666667,20.6031666667,36.2715,16.50975,6.75108333333,5.41225,35.9110833333,4.97,41.1982,20.59425,6.81008333334
386.30,5.13908333333,20.56575,36.312,16.5160833333,6.76866666667,5.44991666667,35.8670833333,5.016,41.1515,20.6019166667,6.83441666666
386.66,5.17058333334,20.4990833334,36.3403333333,16.5155833334,6.79841666667,5.43766666666,35.8188333333,5.05283333333,41.0992833334,20.5966666667,6.8585
387.03,5.15641666667,20.4784166667,36.34125,16.48725,6.80716666667,5.40283333333,35.8181666667,5.02575,41.07255,20.5689166667,6.82166666667
387.39,5.04525,20.4118333333,36.36225,16.4406666666,6.72533333333,5.31616666666,35.843,4.96033333333,41.0553166667,20.5200833333,6.73266666666
387.75,5.05391666666,20.4504166666,36.4783333334,16.4308333334,6.74016666667,5.32008333333,35.8984166667,4.96816666666,41.11045,20.5859166667,6.73933333333
388.11,5.051,20.3960833333,36.48,16.3806666667,6.71541666666,5.32933333333,35.8911666667,4.99566666667,41.0624666667,20.59675,6.71283333334
388.47,5.04508333334,20.4023333333,36.4975833334,16.353,6.73416666667,5.34266666667,35.86675,5.00516666666,41.0478333333,20.61525,6.66225
388.83,5.06225,20.38225,36.5151666667,16.32125,6.734,5.36133333334,35.8558333333,5.02375,41.0092833333,20.6381666667,6.65341666667
389.19,5.10916666667,20.4179166667,36.5575833333,16.3451666667,6.77858333333,5.39141666667,35.9031666667,5.06458333333,41.0402333334,20.6876666667,6.69041666667
389.55,5.13925,20.4379166667,36.5694166666,16.3685,6.8305,5.42383333333,35.9573333334,5.1235,41.04485,20.7305833333,6.72883333333
389.91,5.18033333333,20.4763333333,36.5826666667,16.3793333333,6.88508333334,5.44908333333,35.944,5.16033333333,41.0125833333,20.7335,6.77075
390.27,5.15391666667,20.4603333334,36.5425,16.3523333333,6.85941666667,5.41141666667,35.9271666667,5.15733333333,40.9576833333,20.7095,6.75991666667
390.63,5.21933333333,20.5026666667,36.5788333334,16.358,6.90808333333,5.46883333333,35.9281666667,5.24108333333,40.9525166666,20.7145,6.77733333334
391.00,5.31333333333,20.5799166666,36.6598333333,16.4110833333,6.99291666666,5.56,35.9796666666,5.34558333333,40.9904333333,20.8155,6.85283333333
391.36,5.34983333333,20.5845833334,36.6491666667,16.40625,7.04516666666,5.57591666667,35.9469166667,5.39241666667,40.9655666667,20.83575,6.90566666667
391.72,5.31316666667,20.4853333333,36.5225833333,16.3486666667,7.03791666667,5.54158333333,35.8475833333,5.38208333333,40.8240666666,20.7634166667,6.88125
392.08,5.27408333333,20.4725833334,36.527,16.33025,7.00983333334,5.46925,35.821,5.3325,40.80885,20.7530833333,6.81366666667
392.44,5.2205,20.4205833333,36.5366666666,16.278,7.01191666667,5.44233333333,35.8191666667,5.30458333333,40.7658333334,20.72975,6.809
392.80,5.23791666667,20.4458333333,36.5723333333,16.31275,7.07933333333,5.47091666667,35.8573333333,5.37091666666,40.7908166667,20.7725,6.859
393.16,5.2615,20.4520833333,36.6134166666,16.338,7.12466666667,5.48625,35.8865,5.43816666667,40.8075,20.8095,6.88933333333
393.52,5.29466666667,20.467,36.642,16.3335833333,7.17808333333,5.51366666667,35.90175,5.49783333334,40.7853833333,20.8476666666,6.90866666666
393.88,5.283,20.4258333333,36.6370833333,16.2946666666,7.18858333333,5.50091666666,35.8824166667,5.52675,40.78845,20.8815,6.88041666666
394.24,5.2655,20.4314166667,36.654,16.2551666666,7.19975,5.48591666667,35.9099166667,5.55633333333,40.79495,20.8915833333,6.87091666667
394.60,5.20041666667,20.403,36.6171666667,16.2296666667,7.17458333333,5.43808333333,35.8921666667,5.55341666667,40.7491,20.89225,6.8325
394.96,5.10175,20.2835833334,36.4873333333,16.1368333334,7.1055,5.33891666666,35.7850833334,5.50758333333,40.6227,20.7956666667,6.76975
395.32,5.11233333333,20.328,36.5638333333,16.1356666666,7.13841666667,5.35575,35.8460833334,5.5525,40.64775,20.8416666667,6.792
395.68,5.11558333333,20.3550833334,36.6300833333,16.14975,7.14475,5.35266666667,35.9146666666,5.587,40.7170833333,20.8930833333,6.78966666667
396.04,5.23883333333,20.445,36.7516666667,16.26325,7.30458333333,5.50316666666,36.0045833333,5.75308333333,40.8358333333,21.0129166666,6.94691666667
396.40,5.28941666667,20.4900833333,36.7741666667,16.2863333334,7.3475,5.51016666667,36.00625,5.81791666667,40.8656333334,21.0531666667,6.969
396.76,5.2425,20.4575833334,36.7525833334,16.2265,7.32808333333,5.44833333333,35.9371666667,5.79683333333,40.7724166667,20.96325,6.936
397.12,5.16591666667,20.397,36.7003333333,16.1153333333,7.27725,5.39933333333,35.8645833333,5.75925,40.6906166667,20.8965,6.84208333333
397.48,5.14333333333,20.3613333334,36.6905833333,16.0835833333,7.24925,5.39791666667,35.8505833333,5.79258333333,40.6497833333,20.8606666667,6.80775
397.84,5.09983333333,20.3800833333,36.6958333333,16.058,7.227,5.37875,35.8799166667,5.81791666667,40.6425833333,20.8316666667,6.80908333333
398.20,5.11741666667,20.3921666666,36.7258333333,16.0399166667,7.251,5.3745,35.8925833333,5.87408333333,40.69755,20.8259166667,6.79258333334
398.56,5.09225,20.3360833333,36.69175,15.98175,7.22775,5.32433333333,35.8675,5.86391666667,40.7001,20.8235833334,6.74675
398.92,5.10566666666,20.3549166667,36.7485833333,15.9701666666,7.26533333333,5.34891666666,35.93325,5.918,40.7746333333,20.9055,6.744
399.28,5.11908333334,20.3303333333,36.714,15.965,7.29233333333,5.36716666667,35.9359166667,5.98916666667,40.7693833333,20.9355833333,6.73275
399.64,5.07458333333,20.3129166667,36.7163333333,15.9319166667,7.27775,5.3585,35.9379166666,6.0255,40.7696333333,20.8923333333,6.68425
400.00,5.05175,20.2969166667,36.6566666667,15.8891666667,7.27525,5.32533333333,35.9229166667,6.06766666666,40.7118,20.87675,6.67616666667
400.36,5.05625,20.3413333333,36.6944166667,15.9141666667,7.30483333333,5.35316666667,36.0156666666,6.15158333333,40.7434166667,20.9276666667,6.71175
400.72,5.10316666667,20.3785833334,36.7251666666,15.938,7.37325,5.404,36.07975,6.24016666667,40.8066666667,21.0265833333,6.74133333333
401.08,5.17441666667,20.4366666667,36.77275,16.0016666667,7.42233333334,5.45708333333,36.1613333334,6.35308333333,40.8328166667,21.08375,6.81033333334
401.44,5.18225,20.4565,36.7875,16.0150833333,7.48558333333,5.47816666667,36.1430833333,6.419,40.8724166667,21.1199166667,6.84083333334
401.80,5.25133333333,20.5191666667,36.86,16.0825,7.60166666667,5.55041666666,36.202,6.53041666667,40.9238833333,21.2009166667,6.8885
402.16,5.31158333334,20.5185,36.83825,16.1143333333,7.68533333334,5.5955,36.24825,6.61433333333,40.9264333333,21.2551666667,6.94933333333
402.52,5.32325,20.5643333333,36.8661666667,16.1304166667,7.745,5.65008333334,36.30225,6.67808333333,40.9660166667,21.2575,6.99258333334
402.88,5.37983333333,20.646,36.9970833333,16.21175,7.79933333333,5.69991666667,36.4510833333,6.77408333333,41.1048166667,21.3135833333,7.042
403.24,5.36083333333,20.6195833334,36.9519166666,16.1993333333,7.79816666667,5.68825,36.4271666666,6.80141666667,41.0785833333,21.2685,7.01583333333
403.60,5.40258333333,20.6766666667,36.9971666667,16.2109166667,7.87441666666,5.70508333333,36.47175,6.89016666667,41.11855,21.316,7.07516666667
403.95,5.34675,20.7035833334,37.0084166667,16.2081666667,7.84975,5.68875,36.52275,6.90875,41.1611666667,21.3160833334,7.03725
404.31,5.34158333334,20.6850833334,37.005,16.1784166667,7.87641666667,5.6935,36.534,6.97108333333,41.18265,21.2816666667,7.032
404.67,5.289,20.66825,36.98875,16.1440833333,7.85058333333,5.65108333333,36.5696666667,6.97391666667,41.1955166667,21.2681666667,7.00275
405.03,5.24966666667,20.64025,36.9556666667,16.08925,7.85433333334,5.62441666667,36.57875,6.98733333333,41.2233,21.2446666667,6.98383333333
405.39,5.22716666667,20.6004166666,36.9068333334,16.0349166667,7.834,5.57008333333,36.5995833333,6.97741666667,41.18385,21.19875,6.94216666666
405.75,5.16766666667,20.53925,36.8073333333,15.97575,7.78625,5.51266666667,36.5768333333,6.97708333333,41.1477,21.1399166666,6.87866666667
406.11,5.13733333333,20.5560833333,36.8213333333,15.9791666667,7.79383333333,5.49425,36.6039166667,7.02583333333,41.1573833333,21.1505,6.85833333333
406.47,5.19291666667,20.6180833333,36.8800833333,16.0341666667,7.87575,5.54758333333,36.68925,7.13691666667,41.23105,21.20975,6.90591666667
406.83,5.12533333333,20.5858333333,36.7785833333,15.94675,7.85275,5.494,36.6259166667,7.13141666667,41.1458833333,21.1221666667,6.849
407.19,5.11266666667,20.6061666667,36.7708333333,15.9119166667,7.87158333333,5.47508333334,36.65975,7.16058333333,41.1739166667,21.1190833333,6.83966666667
407.55,5.10725,20.60325,36.7161666667,15.90475,7.87025,5.48333333333,36.6824166666,7.21108333333,41.1850833334,21.11025,6.83441666666
407.90,5.12283333333,20.5891666667,36.6800833333,15.8531666667,7.9235,5.46883333333,36.6953333333,7.26766666667,41.1809333333,21.0880833333,6.81233333334
408.26,5.0955,20.5474166667,36.63475,15.8028333333,7.90875,5.41808333333,36.6765,7.26208333333,41.1777,21.0653333334,6.77466666667
408.62,5.11641666666,20.5270833333,36.6275,15.7876666667,7.93725,5.42441666667,36.66925,7.3295,41.1772833333,21.04325,6.7695
408.98,5.09108333333,20.5078333333,36.5861666667,15.7556666667,7.93558333333,5.36608333333,36.6908333333,7.35333333333,41.1665666666,21.0170833333,6.71608333333
409.34,5.08925,20.5438333333,36.6139166666,15.7785833333,7.97591666667,5.36916666667,36.7210833333,7.43341666666,41.2302833334,21.0449166667,6.71541666666
409.70,5.11533333333,20.5895,36.67175,15.77775,8.01516666667,5.37866666666,36.7964166667,7.47258333333,41.3022166667,21.0790833333,6.71616666667
410.06,5.09091666666,20.5895833333,36.6405,15.7373333334,8.03741666667,5.3745,36.8255,7.50575,41.2991833334,21.0635,6.7095
410.42,5.05916666666,20.5663333333,36.5810833333,15.7069166667,8.02275,5.33758333333,36.8435,7.5385,41.3018333334,21.0245,6.68958333333
410.77,5.10908333334,20.60925,36.5969166667,15.7510833333,8.09025,5.39825,36.928,7.654,41.3982333333,21.10575,6.74516666667
411.13,5.11691666667,20.6401666666,36.6201666667,15.75875,8.11591666667,5.39341666667,37.0354166667,7.74358333333,41.4733,21.1305,6.74033333334
411.49,5.1205,20.6579166667,36.65225,15.769,8.146,5.38891666667,37.1275,7.79241666667,41.5624,21.15875,6.72175
411.85,5.106,20.6839166667,36.6673333334,15.781,8.14583333334,5.39583333333,37.1815833333,7.84741666667,41.6127833333,21.1736666667,6.72916666667
412.21,5.12591666667,20.7304166667,36.6779166666,15.8255,8.224,5.43708333333,37.2633333333,7.945,41.6543166667,21.24075,6.76175
412.57,5.11483333333,20.7776666666,36.6590833333,15.8254166666,8.2445,5.41675,37.33975,8.01933333334,41.7147333333,21.228,6.75916666666
412.92,5.16275,20.8363333333,36.6910833333,15.8919166667,8.31808333333,5.46691666667,37.4498333333,8.13591666667,41.8327166667,21.2804166667,6.82366666667
