wavelength,Back_ParNigm,Belly_ParNigm,Breast_ParNigm,Crissum_ParNigm,Crown_ParNigm,DorTail_ParNigm,Patch10_ParNigm,Rump_ParNigm,Throat_ParNigm,WingTip_ParNigm
516.21,5.154,47.1865,44.0058333333,42.1268333333,4.4115,7.886,6.81691666666,5.8175,4.22216666667,7.29533333333
516.56,5.12166666667,47.10225,43.9125,42.0436666666,4.38216666667,7.86625,6.79675,5.8005,4.18533333333,7.26783333334
516.91,5.12666666666,47.09275,43.883,42.0528333333,4.38533333333,7.86858333333,6.78716666666,5.77383333334,4.17766666666,7.24066666667
517.25,5.133,47.1155833334,43.8371666667,42.0248333334,4.3995,7.82975,6.78108333334,5.7675,4.17183333333,7.22816666667
517.60,5.146,47.1548333333,43.8355,42.0571666666,4.38583333334,7.82258333334,6.76316666667,5.77266666666,4.16983333333,7.23883333333
517.95,5.14266666666,47.18575,43.8251666667,42.0861666667,4.40283333333,7.80008333333,6.75216666666,5.763,4.16883333333,7.22166666666
518.29,5.16583333333,47.2209166666,43.8305,42.0863333333,4.4205,7.78575,6.74541666667,5.785,4.18133333334,7.255
518.64,5.16116666667,47.2380833334,43.871,42.151,4.41316666667,7.76591666666,6.74008333333,5.79483333334,4.17283333333,7.25916666667
518.99,5.142,47.3274166667,43.8791666667,42.177,4.385,7.73591666667,6.71183333333,5.7935,4.15966666667,7.2215
519.33,5.14016666666,47.3285,43.8725,42.174,4.396,7.74008333333,6.693,5.777,4.1645,7.21816666666
519.68,5.14583333334,47.3905833334,43.9211666667,42.2586666667,4.43283333334,7.75583333334,6.72341666666,5.79366666666,4.20483333333,7.23366666667
520.02,5.13283333334,47.4575,43.9376666667,42.3035,4.44366666666,7.76166666667,6.72166666666,5.8125,4.2175,7.2345
520.37,5.147,47.4759166667,43.9961666666,42.3168333334,4.4575,7.73616666666,6.71083333333,5.80266666667,4.2165,7.23
520.72,5.14316666666,47.4875,43.989,42.2988333333,4.43516666667,7.71975,6.68725,5.80683333333,4.2215,7.21816666666
521.06,5.10566666667,47.5133333333,44.0456666666,42.3396666667,4.41216666667,7.73875,6.67083333334,5.78433333333,4.21166666667,7.19283333333
521.41,5.05533333333,47.51925,44.072,42.3736666667,4.39366666667,7.70808333333,6.63616666666,5.75416666667,4.1815,7.14116666666
521.75,5.03916666667,47.4633333334,44.0665,42.3556666667,4.3775,7.69566666666,6.60433333334,5.73683333333,4.1595,7.12216666667
522.10,5.01283333333,47.433,44.0163333333,42.3651666666,4.35116666666,7.66775,6.6075,5.71533333333,4.144,7.10366666667
522.45,4.9735,47.3546666667,43.9628333334,42.3103333333,4.33333333334,7.6835,6.57325,5.68833333334,4.12,7.05383333333
522.79,4.981,47.2839166667,43.9605,42.3068333333,4.35683333334,7.725,6.56708333334,5.67916666667,4.11116666667,7.08733333333
523.14,4.966,47.29075,43.9533333334,42.327,4.33833333334,7.72325,6.55925,5.67566666667,4.08533333333,7.08216666667
523.48,4.96983333333,47.3426666666,43.9535,42.3105,4.30066666667,7.69908333334,6.5345,5.67016666667,4.07416666667,7.06833333333
523.83,4.9835,47.3796666666,43.9635,42.317,4.28916666667,7.73016666666,6.54216666667,5.66616666667,4.07616666667,7.0675
524.17,5.01,47.4550833334,43.93,42.3401666667,4.31816666667,7.77258333333,6.58425,5.69766666667,4.09766666666,7.10916666667
524.52,4.967,47.4515833334,43.9068333334,42.3126666667,4.29233333333,7.75075,6.5625,5.67733333333,4.07033333334,7.09716666667
524.87,4.98566666667,47.4434166666,43.8668333333,42.3161666667,4.29233333333,7.73466666666,6.55291666667,5.66883333333,4.0585,7.09483333333
525.21,5.012,47.4145833334,43.7995,42.2688333333,4.31583333334,7.76691666666,6.57075,5.68633333333,4.07766666666,7.13483333334
525.56,5.02416666667,47.4345,43.7628333333,42.2405,4.33316666666,7.80241666666,6.59116666666,5.70716666666,4.08616666667,7.1555
525.90,5.03566666666,47.4066666666,43.7455,42.1866666667,4.34516666666,7.81166666666,6.58133333333,5.692,4.081,7.14516666667
526.25,5.03833333334,47.4143333334,43.6698333333,42.1488333333,4.33866666667,7.77758333334,6.5635,5.679,4.06683333334,7.15533333333
526.59,5.03383333334,47.4433333333,43.6406666666,42.105,4.33533333333,7.76341666666,6.56733333334,5.666,4.08266666667,7.13616666666
526.94,5.05516666667,47.4628333333,43.6703333333,42.122,4.36283333333,7.76225,6.58316666666,5.68316666667,4.09616666666,7.16766666667
527.28,5.05183333333,47.4690833333,43.6571666666,42.1325,4.36733333333,7.75433333333,6.57475,5.68516666666,4.08666666666,7.17116666667
527.63,5.03383333333,47.4618333334,43.6605,42.1363333334,4.35633333333,7.73191666667,6.56566666667,5.675,4.07566666667,7.16683333333
527.97,5.00716666667,47.46375,43.6848333333,42.1608333333,4.35066666667,7.72716666666,6.5465,5.65566666667,4.06133333333,7.14433333334
528.32,5.02616666667,47.4914166666,43.6945,42.202,4.36866666666,7.736,6.56033333334,5.67216666666,4.076,7.1605
528.66,5.02716666666,47.518,43.6978333333,42.2233333333,4.37916666667,7.74583333333,6.56675,5.693,4.08816666666,7.17533333334
529.01,5.02666666667,47.5490833333,43.74,42.2363333334,4.37833333334,7.75208333333,6.57141666666,5.696,4.09766666667,7.1845
529.35,5.0195,47.55875,43.7733333334,42.2555,4.3685,7.7395,6.56516666667,5.68816666666,4.09916666666,7.177
529.70,5.014,47.57275,43.7875,42.2993333333,4.36966666667,7.73441666667,6.56091666667,5.693,4.10383333334,7.18066666666
530.04,5.0155,47.60625,43.8465,42.3518333334,4.37233333333,7.74583333333,6.5625,5.68533333334,4.1145,7.1785
