wavelength,Back_ParNigm,Belly_ParNigm,Breast_ParNigm,Crissum_ParNigm,Crown_ParNigm,DorTail_ParNigm,Patch10_ParNigm,Rump_ParNigm,Throat_ParNigm,WingTip_ParNigm
317.01,4.29033333333,15.1189166666,15.8098333333,15.4235,3.5965,7.93791666667,7.06341666666,4.70666666666,3.4575,7.35566666666
317.38,4.3805,15.31975,16.028,15.4855,3.68166666666,8.18558333333,7.20941666666,4.88683333333,3.4705,7.27283333333
317.75,4.37516666667,15.3129166667,16.2558333334,15.7055,3.47483333333,8.13666666667,6.9555,4.70133333333,3.41433333334,7.161
318.12,4.4175,15.4999166666,16.7336666667,15.854,3.49466666667,8.2205,6.79366666667,4.686,3.62916666667,7.1665
318.49,4.4625,15.6919166667,16.8321666667,16.0968333333,3.7085,8.226,6.89608333333,4.867,3.57966666667,7.42316666667
318.85,4.521,15.9949166667,16.9245,16.2558333334,3.85216666667,8.2965,6.87958333333,4.85216666667,3.50883333333,7.37316666667
319.22,4.98083333333,16.61725,17.365,16.8211666667,4.18966666667,8.5095,7.31675,5.06733333334,3.72633333333,7.92233333334
319.59,4.76983333333,16.82575,17.5893333333,16.9098333334,4.27083333334,8.5545,7.5165,5.11283333334,3.71633333333,7.78766666667
319.96,4.55116666667,16.7919166666,17.4356666667,16.579,4.201,8.33991666666,7.34566666667,4.85116666666,3.6445,7.48933333333
320.32,4.323,16.7833333334,17.285,16.5591666667,3.88116666667,8.19758333334,7.248,4.8845,3.57816666667,7.28266666666
320.69,4.55066666667,16.9320833334,17.5135,16.7678333333,4.0135,8.20058333334,7.36625,5.1005,3.51383333333,7.40116666667
321.06,4.399,17.1474166666,17.7743333334,16.724,3.87083333333,8.16141666666,7.22875,5.15683333333,3.2595,7.359
321.43,4.2115,17.36775,17.9211666666,17.0506666667,4.0515,8.21816666667,7.20358333333,5.2675,3.48183333333,7.69983333334
321.80,4.32,17.4688333333,18.0535,17.1715,3.86,8.16075,7.40675,5.285,3.515,7.7005
322.16,4.50316666667,17.6791666667,17.824,17.6161666666,3.96216666667,8.13508333334,7.76083333334,5.44633333333,3.63516666666,7.8175
322.53,4.74,18.11625,18.228,18.166,4.151,8.24358333333,8.13225,5.55766666667,3.8725,7.98616666667
322.90,4.76883333333,18.1789166667,18.375,18.2781666667,3.93583333334,8.14608333333,8.39066666667,5.53533333334,3.96583333333,8.13716666666
323.27,4.16216666666,17.64675,18.2191666666,17.8533333334,3.495,7.68675,7.92891666666,5.14233333333,3.44766666667,7.47416666667
323.63,4.13516666667,17.3961666667,17.948,17.7535,3.31733333334,7.61275,7.62116666666,5.03333333333,3.1285,7.08066666667
324.00,4.6205,18.1050833333,18.4771666666,18.4718333333,3.71533333333,7.939,7.91141666666,5.476,3.53766666666,7.4975
324.37,4.57033333334,18.2304166667,18.4055,18.3838333333,3.61216666667,7.67391666666,7.93758333334,5.3995,3.499,7.3805
324.74,4.6605,18.5345833333,18.8626666667,18.4006666666,3.594,7.616,7.9655,5.475,3.60966666667,7.48733333334
325.10,4.74716666667,18.8178333333,19.1426666667,18.6208333333,3.586,7.64033333334,8.06241666666,5.49416666667,3.63733333333,7.49433333333
325.47,5.0125,18.9201666666,19.351,18.9351666666,3.8235,7.86016666667,8.16491666667,5.57233333334,3.8435,7.479
325.84,5.03766666667,19.2240833334,19.5523333333,19.2628333334,4.2125,8.12108333333,8.32366666666,5.7275,4.00983333334,7.6865
326.21,5.22683333333,19.5363333334,19.9581666667,19.3511666667,4.3825,8.30958333333,8.49458333334,5.95716666666,4.14066666667,7.83533333334
326.57,5.13583333333,19.1970833334,19.7611666666,19.1058333333,4.2415,8.20475,8.22583333334,5.92683333333,4.06366666667,7.52333333333
326.94,5.14133333333,19.11575,19.7231666667,18.9286666667,4.41683333334,8.19783333333,7.99441666666,5.94516666666,3.93516666667,7.3705
327.31,5.35966666666,19.19,19.9415,19.2181666666,4.576,8.51066666666,8.05108333334,5.94266666667,4.142,7.48666666667
327.67,5.27133333333,19.1704166666,19.9033333333,19.0928333334,4.395,8.26266666666,7.947,5.686,4.0935,7.57033333334
328.04,5.24533333333,19.1468333333,19.9183333333,19.121,4.367,8.4305,8.01291666666,5.75333333334,4.09666666667,7.614
328.41,5.06316666666,18.9758333334,19.87,19.1098333333,4.43216666667,8.56508333334,7.738,5.6225,3.90133333333,7.54933333333
328.78,4.99966666667,18.8276666666,19.5943333334,19.2625,4.4465,8.63625,7.70116666667,5.60533333333,3.86483333334,7.557
329.14,4.98083333333,18.75,19.4138333333,19.2151666666,4.50583333333,8.73333333334,7.72041666666,5.64916666666,3.837,7.50966666666
329.51,4.968,18.699,19.5486666667,19.1408333333,4.45266666666,8.62291666667,7.67308333333,5.6945,3.7705,7.46683333333
329.88,4.754,18.7044166666,19.4053333333,18.7518333333,4.1405,8.27083333334,7.19341666666,5.58216666666,3.49716666666,7.06383333333
330.24,4.47583333334,18.75625,19.4026666666,18.8143333333,4.06866666667,8.07916666666,6.87483333333,5.37116666666,3.42983333333,6.93016666667
330.61,4.66933333333,19.1324166667,19.5728333333,18.9583333333,4.246,8.15683333333,7.12216666666,5.334,3.55116666666,7.253
330.98,4.89466666667,19.6363333334,20.1051666667,19.4678333333,4.3725,8.38108333333,7.54008333333,5.52716666666,3.85533333333,7.58033333333
331.34,4.68066666667,19.769,19.9231666666,19.3056666666,4.20283333334,8.07683333333,7.40233333334,5.51733333333,3.77966666667,7.579
331.71,5.019,20.2445833334,20.5391666667,19.8615,4.61416666666,8.50408333334,7.74066666666,6.09716666667,4.10683333333,7.91633333334
332.08,5.12216666667,20.32225,20.6946666667,19.9543333334,4.71133333334,8.51491666667,7.89358333334,6.20216666667,4.14283333333,8.06566666667
332.44,5.19466666667,20.5923333333,21.0671666667,20.2305,4.68433333334,8.54125,8.04958333334,6.20633333333,4.37716666666,8.10166666667
332.81,5.088,20.68775,21.1678333333,20.1706666667,4.5895,8.39875,8.05841666666,6.02,4.22616666667,7.99083333333
333.18,4.9815,20.6705,21.2761666666,20.2341666666,4.52233333333,8.29675,7.85575,5.68883333333,4.13683333333,7.92483333334
333.54,4.6465,20.4123333333,20.9835,19.9628333333,4.2355,7.95408333334,7.61533333334,5.26516666666,3.8925,7.672
333.91,4.69033333333,20.4605833334,21.1261666667,20.2655,4.43283333334,7.945,7.865,5.30283333334,4.04266666667,7.96066666667
334.28,4.59733333333,20.44425,21.0186666667,20.475,4.378,7.75283333333,7.77016666667,5.28083333333,3.86116666667,7.7965
334.64,4.27933333333,20.4126666667,20.9503333334,20.5993333333,4.028,7.48575,7.412,5.16816666667,3.58133333333,7.4315
335.01,4.11016666667,20.2919166666,20.8025,20.6185,3.82383333334,7.42975,7.10925,4.9775,3.42633333334,7.2715
335.38,4.26683333333,20.40625,21.1061666667,20.9295,3.9465,7.62508333334,7.157,5.16033333333,3.605,7.32783333333
335.74,4.0105,20.3336666666,20.9368333333,20.7231666667,3.717,7.48275,7.05516666667,4.84033333333,3.38216666667,7.011
336.11,3.89866666667,20.2685,20.9185,20.582,3.52933333333,7.33883333333,6.965,4.68783333333,3.36716666667,6.77616666667
336.47,4.15716666667,20.5679166666,21.1396666667,20.664,3.7925,7.41683333334,7.10933333333,5.05533333333,3.54666666666,6.925
336.84,4.16783333334,20.731,21.2931666667,20.9765,3.87916666667,7.53116666666,7.17791666667,5.21166666666,3.70866666667,7.0435
337.21,4.1515,20.77375,21.2536666667,21.0966666667,3.849,7.36508333333,7.119,5.23683333333,3.60666666667,6.9435
337.57,4.35666666666,21.2416666667,21.6561666667,21.44,3.94033333333,7.44241666667,7.40241666667,5.60233333334,3.78833333334,7.17983333333
337.94,4.2585,21.3375,21.7336666667,21.375,3.76033333333,7.45083333333,7.26983333333,5.44566666666,3.7445,7.04666666666
338.31,4.17566666667,21.2183333333,21.7696666667,21.133,3.55466666667,7.24275,7.153,5.15883333334,3.5905,6.8745
338.67,4.21033333333,21.2975,21.9328333333,21.0595,3.61516666667,7.28958333333,7.26591666666,5.246,3.639,7.01183333333
339.04,4.1725,21.3864166666,21.9301666667,21.0456666666,3.62516666667,7.15741666667,7.46466666666,5.3625,3.55,6.7945
339.40,4.14916666667,21.6498333334,21.9988333333,21.076,3.6165,6.82883333333,7.47358333334,5.24166666667,3.518,6.69683333334
339.77,4.11066666667,21.9053333334,22.0443333334,21.4086666666,3.542,6.67966666666,7.31525,5.26783333333,3.554,6.78583333334
340.14,4.29033333333,22.39225,22.3145,21.7423333334,3.89716666667,6.80841666666,7.38841666666,5.5115,3.66383333333,7.02083333334
340.50,4.22733333334,22.4731666667,22.2301666666,21.755,3.81416666667,6.81616666666,7.34891666666,5.40116666667,3.51333333334,7.01083333334
340.87,4.17633333334,22.5149166667,22.3575,21.6598333333,3.70466666667,6.87616666667,7.29783333333,5.32283333333,3.37483333334,7.03716666666
341.23,4.40033333334,22.63925,22.5956666667,21.8201666667,3.74566666666,6.94108333333,7.51966666666,5.49,3.61716666667,7.23783333333
341.60,4.643,22.7178333334,22.6743333333,21.955,3.99816666667,7.231,7.52775,5.58266666667,3.72933333334,7.31333333333
341.96,4.6915,22.89125,22.7,22.0088333334,4.04083333333,7.26883333333,7.52441666666,5.61066666666,3.64716666667,7.339
342.33,4.8515,23.1111666666,22.895,22.1166666667,4.20266666666,7.56391666666,7.66466666666,5.9005,3.82083333333,7.5945
342.70,5.0785,23.31425,23.3068333333,22.4498333333,4.35266666667,7.81275,7.7705,6.095,4.03033333333,7.73116666667
343.06,4.91383333333,23.2974166667,23.259,22.4631666667,4.23983333334,7.68866666667,7.41241666666,6.01183333333,4.02066666666,7.74233333333
343.43,5.00566666667,23.291,23.3285,22.5123333333,4.31183333333,7.97291666667,7.55616666666,6.11766666667,4.13166666666,7.88266666666
343.79,5.21533333333,23.3215833333,23.2833333334,22.4725,4.40783333333,8.03291666667,7.70441666667,6.22616666667,4.231,7.79766666667
344.16,5.10833333333,23.1429166667,23.4436666666,22.383,4.17983333333,7.95491666667,7.47916666666,6.05683333333,4.12716666667,7.63633333333
344.52,5.07566666667,22.9948333334,23.612,22.5143333333,4.06233333333,7.79591666666,7.48791666666,6.004,4.11783333333,7.54833333334
344.89,5.19433333333,22.94775,23.5826666666,22.5823333333,4.21316666666,7.74958333333,7.54625,6.0985,4.261,7.48683333334
345.25,5.15083333334,23.0155833334,23.6845,22.789,4.18583333333,7.87608333333,7.50658333333,6.1065,4.259,7.48283333333
345.62,4.888,22.87325,23.5321666667,22.6973333333,3.939,7.60783333333,7.33175,5.90066666666,4.1295,7.243
345.99,4.81416666666,22.7084166667,23.5941666666,22.7873333333,3.86866666666,7.5615,7.24341666667,5.87716666666,4.169,7.1045
346.35,4.57583333333,22.5215,23.4953333334,22.7611666667,3.56533333333,7.38325,7.0765,5.60516666667,3.89566666666,6.9495
346.72,4.30666666667,22.31825,23.3256666667,22.651,3.406,7.13975,6.82616666667,5.40483333334,3.62566666667,6.7735
347.08,4.38466666666,22.4618333334,23.5363333333,22.7165,3.39483333333,7.20908333334,6.88266666667,5.39333333333,3.59016666667,6.716
347.45,4.3045,22.4943333333,23.6558333334,22.8363333333,3.39133333333,7.17983333333,6.84758333334,5.3985,3.55616666666,6.62116666667
347.81,4.05583333334,22.3483333333,23.9183333333,22.977,3.12083333333,7.1295,6.58066666666,5.15066666667,3.297,6.4895
348.18,3.91466666667,22.3510833333,23.7686666666,23.1323333333,3.06633333333,6.97808333334,6.65325,5.08566666667,3.223,6.47233333333
348.54,3.75616666667,22.5070833334,23.8393333333,23.0546666667,3.034,6.89975,6.58275,4.93333333333,3.1875,6.38816666666
348.91,3.60333333334,22.7161666666,23.9191666666,23.1148333333,2.93316666667,6.888,6.54,4.7805,3.10633333333,6.27483333333
349.27,3.74466666667,22.97025,23.981,23.1048333334,3.0275,6.7935,6.67675,4.89683333333,3.23533333334,6.26616666667
349.64,3.8455,23.1386666666,24.248,23.0998333333,3.00466666667,6.76275,6.69358333333,5.00683333333,3.23116666667,6.25533333333
350.00,3.89166666666,23.28325,24.1861666667,22.9411666666,2.93416666667,6.67933333334,6.589,4.93316666667,3.13083333334,6.20683333334
350.37,4.14266666667,23.5785833334,24.4516666666,23.1546666667,3.19633333333,6.80516666667,6.66333333334,5.21366666667,3.41933333333,6.3225
350.73,4.15983333333,23.8279166667,24.4978333334,23.1673333334,3.2345,6.83191666667,6.74958333333,5.18616666666,3.4815,6.32
351.10,4.2395,23.9056666666,24.7635,23.3358333333,3.45366666667,7.01658333333,7.05583333334,5.417,3.71333333334,6.51583333333
351.46,4.52383333334,24.2145,25.1026666667,23.5936666667,3.583,7.23091666667,7.251,5.6385,3.88716666666,6.73433333333
351.83,4.74033333334,24.47,25.2771666667,23.6165,3.89766666667,7.32841666666,7.55658333334,5.87116666667,4.16433333333,7.0355
352.19,4.64616666666,24.6131666667,25.4536666667,23.581,3.9065,7.44416666666,7.43525,5.867,4.13483333333,6.92366666666
352.55,4.715,24.658,25.4375,23.7363333334,3.91,7.501,7.35133333333,5.8805,4.11883333334,7.00933333333
352.92,4.89216666667,24.8071666667,25.4876666667,23.9613333333,3.94983333333,7.46633333333,7.29616666667,6.05133333333,4.19666666667,7.25566666667
353.28,4.66133333333,24.787,25.45,23.954,3.9015,7.43441666667,7.16808333333,5.89833333333,4.04433333334,7.22766666667
353.65,4.62916666667,24.765,25.49,23.9956666667,3.941,7.47733333334,7.12783333333,5.8025,4.0585,7.2585
354.01,4.545,24.8284166666,25.7825,24.1881666667,3.999,7.45033333334,7.2735,5.86333333333,4.1615,7.24
354.38,4.54666666666,24.8509166667,25.8575,24.2856666667,3.97016666667,7.467,7.36666666667,5.7945,4.17366666666,7.21466666666
354.74,4.691,24.9098333334,25.9051666667,24.4361666667,4.02,7.55691666666,7.42858333334,5.7875,4.27666666667,7.265
355.11,4.591,24.8849166666,25.771,24.3896666667,3.76433333334,7.32758333333,7.16125,5.44283333334,4.03633333333,6.9685
355.47,4.28033333333,24.8135833333,25.548,24.3351666667,3.6085,7.11925,6.89625,5.16933333333,3.8315,6.78466666667
355.83,4.22716666667,24.9815,25.5306666667,24.416,3.58066666666,7.09233333334,6.71608333333,5.11816666667,3.73766666667,6.64
356.20,4.4775,25.1416666666,25.536,24.677,3.68066666667,7.13541666666,6.88116666666,5.18366666667,3.9505,6.80333333334
356.56,4.3925,25.2510833334,25.6963333334,24.6506666667,3.599,7.06441666667,6.82708333334,5.132,3.83633333334,6.66283333333
356.93,4.18733333333,25.1900833333,25.6743333333,24.5133333333,3.57166666667,6.95925,6.68991666666,4.89566666666,3.61183333333,6.42483333334
357.29,4.148,25.1496666666,25.7731666666,24.5761666666,3.40966666667,6.85908333334,6.64333333333,4.852,3.53366666666,6.31116666666
357.66,4.046,25.2279166666,25.6603333333,24.6975,3.23966666667,6.76091666667,6.61666666667,4.786,3.4185,6.17066666667
358.02,4.1535,25.4029166667,25.8568333334,24.9155,3.26533333333,6.86958333334,6.66316666667,4.788,3.54516666667,6.352
358.38,4.12166666666,25.5253333333,25.9818333334,25.0023333334,3.37033333334,6.97625,6.63975,4.83916666667,3.58666666666,6.45783333333
358.75,4.02333333333,25.5944166666,26.0573333333,25.0155,3.3575,7.00375,6.54,4.8785,3.4955,6.41366666666
359.11,4.17066666667,25.8616666667,26.267,25.2066666667,3.5375,7.14175,6.689,5.053,3.61983333334,6.609
359.48,4.27083333334,25.9143333334,26.4135,25.2841666667,3.55133333333,7.06566666666,6.80633333334,5.08833333334,3.62033333334,6.64566666666
359.84,4.29083333333,26.0141666666,26.48,25.4375,3.5745,7.0935,6.9405,5.04233333333,3.67866666666,6.634
360.20,4.2675,25.99825,26.609,25.4883333333,3.592,7.06916666666,6.92783333334,5.042,3.57316666667,6.60566666666
360.57,4.3305,26.1015833333,26.658,25.5513333334,3.5805,7.08916666667,7.01766666666,5.08283333333,3.59083333333,6.6835
360.93,4.42233333334,26.2220833333,26.8526666667,25.7093333333,3.59916666666,7.17225,7.14633333333,5.22816666667,3.689,6.76266666666
361.29,4.43133333334,26.3361666667,26.9168333333,25.81,3.6835,7.3005,7.13958333334,5.25883333333,3.72833333333,6.805
361.66,4.32383333333,26.3844166666,26.9755,25.7581666667,3.6905,7.26983333333,7.05941666667,5.21116666666,3.71733333334,6.8185
362.02,4.337,26.3770833334,26.933,25.8245,3.71833333333,7.31975,7.07891666667,5.24416666667,3.68616666666,6.80433333333
362.39,4.41166666666,26.4791666667,27.0858333334,25.914,3.72733333333,7.26391666667,7.17233333334,5.2785,3.703,6.77666666666
362.75,4.49466666667,26.5078333333,27.1825,26.0,3.76166666667,7.23,7.23175,5.31816666667,3.78783333333,6.81433333333
363.11,4.45866666666,26.4903333334,27.287,26.043,3.6905,7.19891666667,7.19691666667,5.28383333333,3.74133333334,6.80333333333
363.48,4.3435,26.6914166666,27.3076666667,26.2051666667,3.62083333333,7.23641666666,7.05891666666,5.21633333333,3.69516666667,6.73866666666
363.84,4.3335,26.6861666667,27.4176666666,26.1823333334,3.56683333333,7.15891666667,6.97891666667,5.31616666667,3.67,6.79716666667
364.20,4.3585,26.8986666667,27.599,26.2386666666,3.56916666666,7.19908333334,6.98608333333,5.42266666667,3.74,6.85583333334
364.57,4.38683333333,26.9463333333,27.646,26.3275,3.63733333333,7.25075,6.93375,5.4585,3.8015,6.87816666666
364.93,4.3335,26.9076666667,27.7183333334,26.3586666667,3.57683333333,7.15266666666,6.84425,5.35216666667,3.7745,6.8575
365.29,4.50083333333,27.14225,27.9471666666,26.5221666667,3.66066666666,7.22158333333,6.92141666666,5.4715,3.938,6.94883333333
365.66,4.69883333334,27.3589166666,28.2248333333,26.7868333333,3.817,7.359,7.10608333334,5.669,4.128,7.0695
366.02,4.57483333333,27.29475,28.2543333333,26.7086666667,3.70066666667,7.15733333333,7.02433333333,5.6155,3.92016666667,6.8735
366.38,4.36016666667,27.2616666667,28.004,26.6575,3.41433333333,6.96125,6.81366666667,5.37383333333,3.70483333334,6.68033333333
366.75,4.19183333334,27.2926666666,27.9658333333,26.6815,3.2395,6.7985,6.72633333333,5.197,3.56333333333,6.53016666667
367.11,4.12866666667,27.42675,28.0146666667,26.8928333334,3.2535,6.81583333334,6.74316666667,5.20533333334,3.60083333334,6.53483333333
367.47,4.24283333333,27.43075,28.1355,26.8396666667,3.3475,6.92733333333,6.86933333333,5.303,3.71816666666,6.66066666666
367.84,4.28066666667,27.45525,28.2233333333,26.9446666667,3.4555,7.02466666667,6.96775,5.28,3.78416666667,6.7495
368.20,4.2645,27.4195833334,28.2193333334,27.0281666667,3.44283333333,7.0105,6.95358333333,5.2,3.76983333333,6.7355
368.56,4.298,27.351,28.304,27.1916666667,3.51916666667,7.00175,6.96508333334,5.18616666667,3.80933333334,6.75433333333
368.93,4.53683333334,27.65,28.4503333334,27.3866666667,3.69216666667,7.22875,7.12216666667,5.31066666666,3.96083333334,6.84716666667
369.29,4.49416666667,27.5454166666,28.4843333334,27.309,3.68866666667,7.17591666666,7.1515,5.27616666667,3.84016666667,6.768
369.65,4.472,27.4324166666,28.6041666666,27.3698333333,3.69033333333,7.19775,7.17241666667,5.20316666667,3.73716666666,6.77716666666
370.01,4.57416666667,27.619,28.7256666667,27.4776666667,3.7645,7.34183333333,7.18875,5.27166666667,3.80666666667,6.89683333333
370.38,4.598,27.72075,28.9146666666,27.4753333334,3.8825,7.52075,7.14633333333,5.34066666667,3.84066666667,6.8825
370.74,4.79316666667,27.9555,29.1908333333,27.6868333334,4.1095,7.70091666666,7.22191666666,5.4915,4.01833333333,7.05333333333
371.10,4.79716666667,27.9726666666,29.185,27.6933333333,4.16066666666,7.7295,7.261,5.52983333333,4.05633333334,7.09483333333
371.46,4.77683333334,28.0300833333,29.2898333333,27.7508333333,4.14083333333,7.64175,7.23083333334,5.52583333333,4.0155,7.05483333333
371.83,4.6565,28.0413333333,29.2085,27.7723333333,3.8915,7.526,7.09658333334,5.37166666666,3.86116666666,6.84
372.19,4.72183333334,28.2064166667,29.294,27.863,3.9115,7.64325,7.15783333334,5.43816666666,3.9015,6.90666666667
372.55,4.666,28.3069166667,29.4793333333,27.8886666667,3.82183333334,7.6865,7.18366666667,5.46233333333,3.89766666667,6.8235
372.92,4.53833333334,28.3709166667,29.5651666667,27.9845,3.73016666667,7.58783333334,7.13883333333,5.4345,3.80983333333,6.72566666667
373.28,4.57583333333,28.52625,29.6335,28.169,3.74933333333,7.64491666667,7.127,5.39783333333,3.8515,6.78466666667
373.64,4.55883333334,28.7036666667,29.5473333334,28.107,3.664,7.597,7.00225,5.35183333333,3.79966666667,6.6845
374.00,4.49466666667,28.8039166666,29.5135,28.0531666667,3.63733333333,7.52358333334,6.96916666667,5.31433333334,3.84766666666,6.64966666667
374.37,4.60216666667,29.0285833333,29.7165,28.2495,3.76283333334,7.49425,7.16158333333,5.447,3.982,6.7875
374.73,4.47666666667,28.9395,29.6118333333,28.1756666667,3.57883333333,7.36266666667,7.08866666667,5.3495,3.82716666666,6.62116666666
375.09,4.53,28.9815,29.7481666667,28.1296666666,3.57166666667,7.36175,7.09658333333,5.364,3.75866666666,6.5735
375.45,4.422,29.0014166667,29.743,28.1433333333,3.535,7.32683333333,7.08716666667,5.349,3.75116666667,6.51833333333
375.81,4.4355,29.0323333334,29.8008333333,28.1913333334,3.64183333333,7.32475,7.07775,5.38883333333,3.7865,6.59966666666
376.18,4.25733333333,28.8903333334,29.8388333334,28.1531666667,3.46183333333,7.12033333334,6.93841666666,5.21633333334,3.64,6.41383333333
376.54,4.25833333333,28.9289166667,29.7555,28.1625,3.46183333333,7.0675,6.89658333334,5.18683333333,3.55116666666,6.432
376.90,4.132,28.8833333334,29.6745,28.0316666667,3.37616666667,7.00583333333,6.80575,5.13433333334,3.4845,6.3895
377.26,3.97183333334,28.8915833333,29.644,27.9241666667,3.26416666666,6.89141666667,6.66433333333,5.015,3.39333333333,6.28366666667
377.63,3.87816666667,28.7984166666,29.6505,27.9005,3.2465,6.83766666666,6.64316666666,4.96733333333,3.35333333333,6.22766666666
377.99,3.96733333333,28.9689166667,29.817,28.1141666667,3.31616666667,6.91083333334,6.72675,5.03733333333,3.42233333333,6.32616666666
378.35,4.015,29.0276666666,29.8458333333,28.1976666667,3.3405,6.93566666666,6.70966666667,4.995,3.44733333333,6.33233333333
378.71,4.12616666667,29.2185833334,30.0521666667,28.3241666667,3.50983333334,7.08433333333,6.87575,5.12,3.56116666667,6.46983333333
379.07,4.07116666667,29.2783333333,30.1078333334,28.4128333333,3.47433333334,7.01741666666,6.80216666667,5.07716666666,3.56366666667,6.4525
379.44,4.19916666667,29.4065,30.2431666667,28.4993333334,3.50316666666,6.97833333333,6.81375,5.1205,3.5855,6.45516666666
379.80,4.15683333334,29.5323333333,30.2605,28.4433333333,3.51066666667,6.97425,6.79275,5.0915,3.54833333333,6.38216666667
380.16,4.24183333333,29.7570833333,30.2771666667,28.5081666666,3.59833333333,7.0985,6.85591666666,5.14616666667,3.56733333334,6.41216666667
380.52,4.22566666667,29.9213333333,30.3473333334,28.653,3.6695,7.09966666666,6.886,5.13983333333,3.622,6.4545
380.88,4.307,30.0535833333,30.4151666667,28.7796666667,3.68533333334,7.13233333333,6.88716666667,5.13283333334,3.63616666666,6.47266666667
381.24,4.35916666667,30.2410833333,30.5788333333,28.9043333333,3.7665,7.0885,6.9285,5.19083333334,3.66383333333,6.511
381.61,4.42716666667,30.4805833334,30.6896666666,29.072,3.8085,7.12125,6.92058333334,5.178,3.68633333333,6.58783333333
381.97,4.4605,30.5365833333,30.8226666667,29.1676666666,3.84566666667,7.18383333334,6.91791666667,5.19333333333,3.699,6.605
382.33,4.48733333333,30.5850833333,30.8606666667,29.1776666667,3.86466666667,7.18575,6.93966666666,5.26933333334,3.735,6.6565
382.69,4.49316666667,30.6195833334,30.8386666666,29.159,3.80466666667,7.14066666667,6.84108333333,5.24766666667,3.71866666667,6.59483333333
383.05,4.51083333334,30.7515833333,30.9186666667,29.2353333333,3.82483333333,7.1655,6.89375,5.24683333334,3.70033333333,6.60866666667
383.41,4.53183333334,30.7574166667,30.8878333334,29.2755,3.85783333333,7.28025,6.89708333334,5.21616666666,3.67966666666,6.58683333333
383.77,4.6095,30.891,30.9988333333,29.4303333333,3.84716666667,7.36466666667,6.98191666667,5.28883333333,3.71883333333,6.597
384.14,4.52066666666,30.8554166667,31.0591666667,29.3508333333,3.81733333334,7.17183333333,6.92433333333,5.244,3.6605,6.53366666667
384.50,4.47683333333,30.8884166667,31.0906666667,29.3841666667,3.71216666667,7.11016666667,6.86025,5.16,3.57916666666,6.45666666667
384.86,4.50316666666,31.0318333334,31.1913333334,29.4575,3.79016666666,7.1425,6.94416666666,5.243,3.61333333333,6.52016666667
385.22,4.50966666666,31.0258333334,31.2458333333,29.4711666666,3.78066666667,7.2335,6.96525,5.26366666667,3.62833333333,6.54733333333
385.58,4.481,31.0205833334,31.35,29.5011666667,3.78316666667,7.25691666667,6.93391666667,5.311,3.656,6.52566666666
385.94,4.45566666666,31.0325,31.319,29.4861666667,3.76766666667,7.19325,6.90125,5.25366666666,3.61883333333,6.47783333333
386.30,4.3865,30.9746666667,31.3158333333,29.5213333333,3.6955,7.14375,6.81366666667,5.19166666667,3.51216666667,6.43066666667
386.66,4.37566666666,31.071,31.4356666667,29.5848333333,3.72583333334,7.17033333333,6.815,5.19433333333,3.52466666667,6.48233333334
387.03,4.37383333333,31.0804166666,31.3703333333,29.6058333333,3.7635,7.22391666666,6.81491666666,5.24483333334,3.63383333333,6.49183333334
387.39,4.2825,31.08825,31.4428333333,29.6211666666,3.73716666667,7.12666666667,6.78883333333,5.17966666666,3.6135,6.4365
387.75,4.28583333333,31.16075,31.6166666666,29.7266666667,3.7935,7.10625,6.79441666667,5.123,3.61416666667,6.4485
388.11,4.35033333333,31.25325,31.659,29.934,3.82633333334,7.26291666667,6.85533333334,5.16933333333,3.70433333333,6.51433333333
388.47,4.46333333333,31.3415833334,31.8043333333,29.96,3.92683333333,7.36616666667,6.92158333333,5.285,3.82116666667,6.56016666667
388.83,4.44666666667,31.3624166666,31.8448333333,30.024,3.9285,7.35108333333,6.87275,5.2705,3.86,6.523
389.19,4.45633333333,31.3986666667,31.8933333333,30.068,3.898,7.32116666667,6.86416666666,5.24466666666,3.78383333333,6.46266666667
389.55,4.45433333334,31.5533333334,31.8661666667,30.1226666667,3.85483333333,7.25416666667,6.89016666666,5.22533333333,3.73933333333,6.43433333334
389.91,4.41166666666,31.6329166666,31.9266666667,30.162,3.81733333333,7.25083333334,6.88833333333,5.175,3.68933333334,6.388
390.27,4.46283333334,31.7199166667,32.0193333333,30.1891666666,3.8585,7.25483333334,6.953,5.16633333334,3.73516666667,6.39716666667
390.63,4.42833333333,31.7300833333,31.9826666667,30.3045,3.79416666666,7.17166666666,6.94675,5.133,3.65683333333,6.3145
391.00,4.4585,31.91225,32.1461666666,30.3921666666,3.70633333333,7.11966666666,6.91533333333,5.08183333333,3.56816666667,6.3155
391.36,4.55483333333,32.0354166667,32.215,30.4875,3.72233333333,7.17675,6.92333333334,5.15716666666,3.63566666667,6.39633333333
391.72,4.55816666667,32.0936666667,32.2803333334,30.528,3.67366666667,7.203,6.90108333334,5.17066666666,3.64766666667,6.398
392.08,4.545,32.2336666667,32.3543333333,30.5038333334,3.62583333333,7.12808333333,6.89491666666,5.12866666666,3.552,6.36766666667
392.44,4.48666666667,32.28625,32.3263333334,30.5266666667,3.55466666667,7.07075,6.86175,5.08783333333,3.458,6.3485
392.80,4.51333333333,32.30075,32.3593333334,30.5515,3.5425,7.04558333334,6.87341666666,5.122,3.4265,6.39683333333
393.16,4.55116666666,32.4375833333,32.4263333333,30.7048333333,3.567,7.00908333333,6.90008333334,5.18033333333,3.51333333333,6.473
