wavelength,Back_CerOlif,Belly_CerOlif,Breast_CerOlif,Crissum_CerOlif,Crown_CerOlif,DorTail_CerOlif,Rump_CerOlif,Throat_CerOlif,WingTip_CerOlif
513.44,14.1767777778,39.1942222222,27.9972222222,38.9752222222,10.8148888889,10.5857777778,12.7227777778,23.1246111111,11.3835555556
513.79,14.2245555556,39.3168888889,28.1046666667,39.0807777778,10.8634444444,10.6332222222,12.7606666667,23.1810555556,11.4017777778
514.13,14.2503333333,39.3922222222,28.1861111111,39.1557777778,10.8906666667,10.632,12.7706666667,23.2219444445,11.4237777778
514.48,14.2326666667,39.3986666667,28.2225555556,39.1687777778,10.8737777778,10.6284444445,12.7652222222,23.2156111111,11.3918888889
514.83,14.2578888889,39.4373333333,28.2827777778,39.2074444444,10.8952222222,10.6352222222,12.7975555556,23.2490555556,11.4015555556
515.17,14.2493333334,39.4427777778,28.2938888889,39.2002222222,10.8921111111,10.6111111111,12.8008888889,23.2264444444,11.3957777778
515.52,14.2468888889,39.481,28.3363333333,39.2288888889,10.8853333333,10.6072222222,12.8012222222,23.2395555556,11.4063333333
515.87,14.2583333333,39.5067777778,28.3786666667,39.2873333333,10.9075555556,10.6097777778,12.8313333334,23.2857777778,11.4035555556
516.21,14.236,39.5224444444,28.3888888889,39.2888888889,10.9088888889,10.6131111111,12.8196666667,23.332,11.3938888889
516.56,14.2811111111,39.5413333333,28.4476666667,39.3017777778,10.9132222222,10.6202222222,12.8213333334,23.3453333333,11.4182222222
516.91,14.3036666666,39.5631111111,28.4982222222,39.3413333333,10.93,10.6497777778,12.8335555555,23.3720555556,11.4598888889
517.25,14.3398888889,39.5556666667,28.5487777778,39.3563333333,10.9492222222,10.676,12.8714444445,23.3882777778,11.5061111111
517.60,14.3761111111,39.579,28.587,39.3826666667,10.9727777778,10.7087777778,12.8847777778,23.4201111111,11.5316666667
517.95,14.384,39.6242222222,28.6297777778,39.4095555556,10.9808888889,10.7325555555,12.8922222222,23.4548333333,11.5525555556
518.29,14.4096666667,39.6796666667,28.6763333333,39.4626666667,11.0081111111,10.7591111111,12.9165555555,23.4879444444,11.5765555556
518.64,14.429,39.7276666667,28.7146666667,39.4996666667,11.0276666667,10.7707777778,12.9302222222,23.5183888889,11.6093333333
518.99,14.4826666667,39.7927777778,28.7748888889,39.562,11.0585555555,10.817,12.9754444444,23.5578888889,11.6363333333
519.33,14.4998888889,39.8158888889,28.804,39.5835555556,11.0737777778,10.8286666667,13.0044444444,23.587,11.6533333333
519.68,14.5228888889,39.8518888889,28.842,39.6063333333,11.0884444444,10.8575555556,13.0185555556,23.6003888889,11.6774444444
520.02,14.5585555555,39.9203333333,28.9167777778,39.688,11.1024444445,10.8831111111,13.0575555556,23.6056666667,11.7134444444
520.37,14.5978888889,40.0062222222,28.9935555556,39.7972222222,11.1433333333,10.9158888889,13.1134444445,23.6643333333,11.7505555555
520.72,14.6234444444,40.0855555556,29.048,39.852,11.1521111111,10.9134444445,13.1424444444,23.7051111111,11.753
521.06,14.6332222222,40.1374444444,29.0847777778,39.9096666667,11.167,10.9103333333,13.1438888889,23.7388888889,11.7381111111
521.41,14.6223333333,40.1806666667,29.1375555555,39.951,11.1572222222,10.9118888889,13.1555555556,23.7474444444,11.7522222222
521.75,14.6321111111,40.1694444445,29.1665555556,39.9782222222,11.1641111111,10.9076666667,13.1805555556,23.7426666667,11.7576666667
522.10,14.6548888889,40.1936666667,29.2236666667,40.0224444445,11.1607777778,10.917,13.1788888889,23.7724444444,11.7768888889
522.45,14.6467777778,40.2084444444,29.2642222222,40.0721111111,11.1444444444,10.9334444445,13.1798888889,23.778,11.7723333334
522.79,14.6291111111,40.2271111111,29.3043333334,40.0996666667,11.126,10.9123333333,13.1604444444,23.8132777778,11.7686666666
523.14,14.6657777778,40.2545555556,29.3603333333,40.1774444445,11.1631111111,10.9531111111,13.1756666667,23.8596666667,11.8055555556
523.48,14.6511111111,40.2838888889,29.395,40.2158888889,11.1582222222,10.9563333333,13.1514444445,23.8889444444,11.7846666667
523.83,14.6383333333,40.2472222222,29.3832222222,40.185,11.1318888889,10.9326666666,13.124,23.8903333333,11.7618888889
524.17,14.6301111111,40.2248888889,29.3684444445,40.1214444445,11.1131111111,10.9432222222,13.0946666667,23.8840555556,11.7474444444
524.52,14.6288888889,40.2196666667,29.3811111111,40.1053333333,11.1193333333,10.957,13.0805555555,23.8835555556,11.7514444445
524.87,14.6355555556,40.2645555556,29.4324444444,40.1384444445,11.1352222222,11.0022222222,13.102,23.9037222222,11.7827777778
525.21,14.6224444445,40.2283333333,29.3993333333,40.1116666667,11.138,10.9911111111,13.0688888889,23.9119444445,11.7588888889
525.56,14.6646666667,40.2861111111,29.4325555555,40.1467777778,11.1833333333,11.0443333333,13.1015555556,23.9726666667,11.7914444444
525.90,14.671,40.2956666667,29.4394444444,40.127,11.186,11.0612222222,13.1053333333,23.9825555556,11.7967777778
526.25,14.7038888889,40.3572222222,29.4812222222,40.1667777778,11.2032222222,11.0844444445,13.1341111111,24.0248888889,11.8217777778
526.59,14.7523333333,40.4268888889,29.5351111111,40.2264444445,11.2313333333,11.1152222222,13.1625555556,24.063,11.8565555556
526.94,14.7556666667,40.4967777778,29.6035555556,40.2598888889,11.2393333333,11.1224444445,13.1817777778,24.0942222222,11.873
527.28,14.7846666667,40.5552222222,29.6663333333,40.3095555556,11.2557777778,11.1325555555,13.2174444444,24.1223333333,11.9105555556
527.63,14.8328888889,40.6631111111,29.7378888889,40.3996666667,11.2901111111,11.1721111111,13.2604444444,24.18,11.9507777778
527.97,14.849,40.7036666667,29.771,40.448,11.2973333333,11.1883333333,13.271,24.2016111111,11.967
528.32,14.8861111111,40.7585555556,29.829,40.5093333333,11.3194444445,11.2161111111,13.3068888889,24.2568888889,12.0096666667
528.66,14.898,40.7621111111,29.8324444445,40.5168888889,11.3195555556,11.2152222222,13.312,24.2758888889,12.0133333334
529.01,14.9047777778,40.8035555556,29.8606666667,40.538,11.3266666667,11.225,13.3276666667,24.2916111111,12.0355555556
529.35,14.9008888889,40.8175555555,29.8838888889,40.5501111111,11.3216666667,11.2241111111,13.3257777778,24.3040555556,12.0452222222
529.70,14.9192222222,40.8733333333,29.9364444444,40.6167777778,11.3474444444,11.2457777778,13.3563333333,24.3490555555,12.073
530.04,14.9425555556,40.8914444444,29.9673333333,40.6478888889,11.3757777778,11.2563333333,13.3656666667,24.383,12.0877777778
530.39,14.9554444445,40.9163333334,30.0104444444,40.675,11.4067777778,11.2843333333,13.3926666667,24.4227222222,12.1144444444
530.73,14.9738888889,40.9141111111,30.0026666667,40.6905555556,11.4163333333,11.2915555556,13.3995555555,24.4403333333,12.1181111111
531.08,14.9767777778,40.9035555556,30.0098888889,40.6953333334,11.4134444445,11.3042222222,13.3927777778,24.4541666667,12.1211111111
531.42,14.9573333333,40.8693333333,30.008,40.6678888889,11.4167777778,11.3035555556,13.3775555556,24.4468888889,12.1106666667
531.77,14.9561111111,40.9052222222,30.0395555556,40.6836666667,11.4335555556,11.3008888889,13.3956666667,24.4681666667,12.1113333333
532.11,14.9203333334,40.8611111111,30.0135555555,40.6477777778,11.4087777778,11.284,13.3722222222,24.4417222222,12.0698888889
532.46,14.927,40.8777777778,30.0503333333,40.6547777778,11.4218888889,11.3011111111,13.376,24.4631666667,12.0756666667
532.80,14.9503333333,40.8798888889,30.0702222222,40.6893333333,11.4246666667,11.3173333334,13.3895555556,24.4743888889,12.0776666667
533.15,14.9803333333,40.9043333333,30.096,40.7194444445,11.4417777778,11.3325555556,13.4053333333,24.4941666667,12.0804444445
533.49,14.9982222222,40.9067777778,30.1148888889,40.7311111111,11.4375555556,11.3233333333,13.4072222222,24.4986111111,12.0796666667
533.84,14.9968888889,40.92,30.1355555555,40.7388888889,11.437,11.3336666667,13.4231111111,24.5102222222,12.0967777778
534.18,14.9855555556,40.9038888889,30.1328888889,40.7336666666,11.4201111111,11.3118888889,13.4004444444,24.4918333333,12.0737777778
534.52,14.9846666666,40.9088888889,30.1601111111,40.7281111111,11.4172222222,11.3312222222,13.4028888889,24.4824444444,12.0854444445
534.87,14.9966666666,40.9,30.1813333333,40.7176666667,11.4375555556,11.3385555556,13.4234444444,24.4997222222,12.09
535.21,15.0242222222,40.9081111111,30.2247777778,40.7608888889,11.4708888889,11.3621111111,13.4545555556,24.5396111111,12.1167777778
535.56,15.0453333333,40.9024444445,30.2768888889,40.7878888889,11.5022222222,11.4084444445,13.4812222222,24.5766666667,12.1407777778
535.90,15.0992222222,40.9655555556,30.369,40.8561111111,11.5545555555,11.4547777778,13.5254444445,24.6408888889,12.1762222222
536.25,15.1454444444,41.0481111111,30.4442222222,40.9407777778,11.596,11.4818888889,13.5695555556,24.6937222222,12.216
536.59,15.1616666666,41.1,30.5116666667,40.9772222222,11.6331111111,11.4942222222,13.598,24.7372222222,12.2298888889
536.93,15.143,41.1346666667,30.5471111111,41.0172222222,11.6208888889,11.4776666667,13.599,24.7544444444,12.2236666667
537.28,15.142,41.157,30.5693333333,41.0271111111,11.6396666667,11.498,13.6064444445,24.7790555555,12.2266666667
537.62,15.1644444444,41.2221111111,30.6242222222,41.0804444444,11.6581111111,11.5167777778,13.6226666667,24.7943888889,12.2245555556
537.97,15.1572222222,41.2593333333,30.6356666667,41.1175555556,11.668,11.524,13.631,24.8125,12.2206666667
538.31,15.213,41.3448888889,30.735,41.2216666667,11.7264444445,11.5533333334,13.6801111111,24.9028888889,12.254
538.65,15.2421111111,41.4428888889,30.795,41.2883333334,11.7685555556,11.5858888889,13.7006666667,24.9738888889,12.297
539.00,15.2394444445,41.5125555556,30.8524444444,41.3348888889,11.7593333333,11.5786666667,13.7007777778,24.9961666667,12.288
539.34,15.2518888889,41.5416666667,30.8801111111,41.3474444444,11.7518888889,11.5728888889,13.7055555555,25.0188888889,12.3042222222
539.69,15.2556666667,41.5904444445,30.8946666666,41.3932222222,11.743,11.5651111111,13.7032222222,25.0277777778,12.3243333333
540.03,15.2578888889,41.5992222222,30.9181111111,41.409,11.7213333333,11.5777777778,13.699,25.0291666667,12.3204444445
540.37,15.2954444445,41.6441111111,30.9937777778,41.4707777778,11.7405555556,11.6078888889,13.7373333333,25.0852777778,12.3673333334
540.72,15.3174444445,41.6581111111,31.0364444445,41.4966666667,11.7492222222,11.653,13.7472222222,25.106,12.3868888889
541.06,15.3222222222,41.6804444444,31.0706666667,41.5017777778,11.763,11.6815555556,13.7555555556,25.123,12.3927777778
541.40,15.3156666667,41.6542222222,31.074,41.4924444444,11.7631111111,11.6742222222,13.7494444444,25.1247222222,12.3907777778
541.75,15.3446666667,41.6851111111,31.1427777778,41.5121111111,11.784,11.7083333333,13.7834444445,25.1753333333,12.4324444444
542.09,15.3324444444,41.6982222222,31.151,41.4993333333,11.7686666666,11.715,13.7771111111,25.1707777778,12.4264444444
542.43,15.3245555555,41.6982222222,31.186,41.5151111111,11.7574444445,11.7147777778,13.7826666667,25.1639444444,12.4145555556
542.78,15.342,41.696,31.1956666667,41.525,11.7791111111,11.7386666667,13.802,25.1834444444,12.4342222222
543.12,15.3577777778,41.7383333333,31.2547777778,41.5805555555,11.8014444445,11.752,13.8102222222,25.2146111111,12.432
543.46,15.3642222222,41.7355555556,31.2867777778,41.5918888889,11.8285555556,11.7766666666,13.8298888889,25.2294444444,12.4371111111
543.81,15.3515555556,41.747,31.3324444444,41.6118888889,11.8481111111,11.7648888889,13.8356666667,25.2374444445,12.4436666667
544.15,15.3312222222,41.7574444444,31.3475555556,41.5977777778,11.8388888889,11.75,13.8048888889,25.2276111111,12.4191111111
544.49,15.3466666667,41.81,31.3946666666,41.6286666667,11.8713333333,11.75,13.8388888889,25.2506111111,12.4357777778
544.84,15.3915555555,41.8702222222,31.4615555556,41.7101111111,11.9096666667,11.778,13.8701111111,25.2970555556,12.478
545.18,15.4191111111,41.931,31.5441111111,41.7696666667,11.9337777778,11.8045555556,13.8952222222,25.3452777778,12.5048888889
545.52,15.4176666667,41.941,31.5557777778,41.7772222222,11.9556666667,11.8048888889,13.8935555555,25.3309444444,12.5064444445
545.87,15.4465555556,41.9918888889,31.6178888889,41.8501111111,11.9947777778,11.818,13.9243333333,25.3914444445,12.5293333333
546.21,15.4876666667,42.0662222222,31.6614444444,41.9212222222,12.0168888889,11.8705555556,13.9647777778,25.4293888889,12.5676666667
546.55,15.4834444444,42.12,31.7132222222,41.9388888889,12.0124444444,11.8647777778,13.9567777778,25.4426666667,12.5574444444
546.90,15.4605555556,42.1467777778,31.7033333333,41.9457777778,11.9852222222,11.8626666667,13.9495555556,25.4331666667,12.5622222222
547.24,15.4687777778,42.1772222222,31.7435555555,41.9453333333,12.0054444444,11.8762222222,13.9581111111,25.4649444444,12.5793333333
547.58,15.4915555556,42.2268888889,31.7732222222,41.9727777778,12.0272222222,11.9048888889,13.9816666667,25.5123888889,12.5884444444
547.92,15.5156666667,42.2728888889,31.8103333333,42.0393333333,12.0685555556,11.9363333333,14.0242222222,25.5342777778,12.6074444445
548.27,15.512,42.2964444444,31.8434444444,42.0895555555,12.0817777778,11.9413333333,14.0286666666,25.5720555556,12.6066666667
548.61,15.5064444444,42.35,31.8922222222,42.1321111111,12.0743333333,11.9177777778,14.0291111111,25.597,12.5904444444
548.95,15.5322222222,42.3945555556,31.9257777778,42.1683333334,12.0956666667,11.9394444444,14.0535555556,25.6373888889,12.6021111111
549.29,15.5644444444,42.5363333333,32.0493333333,42.3022222222,12.109,11.9641111111,14.0903333333,25.7365,12.6076666667
549.64,15.5962222222,42.5641111111,32.102,42.3655555556,12.1376666667,11.9741111111,14.1161111111,25.7581111111,12.6264444445
549.98,15.645,42.6342222222,32.1612222222,42.4027777778,12.1718888889,11.9862222222,14.1486666667,25.8162222222,12.6551111111
550.32,15.6643333334,42.6704444444,32.233,42.4705555556,12.1765555556,12.0204444444,14.1595555555,25.8700555556,12.6991111111
550.66,15.7378888889,42.766,32.3488888889,42.5515555555,12.2443333333,12.0641111111,14.2312222222,25.9481666667,12.7521111111
551.01,15.782,42.8833333333,32.4337777778,42.7027777778,12.2548888889,12.0585555555,14.2723333333,25.9916111111,12.775
551.35,15.823,42.9156666667,32.4871111111,42.7152222222,12.3032222222,12.0933333333,14.2831111111,26.0068888889,12.8057777778
551.69,15.8131111111,42.9516666667,32.4921111111,42.734,12.2661111111,12.0827777778,14.2768888889,26.0534444445,12.8177777778
552.03,15.8491111111,43.0003333333,32.5306666667,42.7215555556,12.2874444445,12.129,14.3063333333,26.0798888889,12.869
552.38,15.8044444444,42.928,32.4924444444,42.65,12.2638888889,12.0945555556,14.2893333333,26.0582222222,12.8791111111
552.72,15.8254444444,43.0265555556,32.5883333333,42.728,12.2765555556,12.1368888889,14.3298888889,26.1405555556,12.9175555556
553.06,15.8221111111,43.0027777778,32.5793333333,42.732,12.2694444444,12.151,14.3215555556,26.1245555556,12.9151111111
553.40,15.8107777778,43.0256666667,32.582,42.7511111111,12.2661111111,12.1623333333,14.3165555556,26.1483888889,12.9246666667
553.74,15.7601111111,42.9908888889,32.5898888889,42.756,12.2605555556,12.1218888889,14.2637777778,26.1153333333,12.8983333333
554.09,15.781,43.0406666667,32.6094444445,42.7912222222,12.2862222222,12.1143333333,14.2947777778,26.13,12.9177777778
554.43,15.7776666667,43.0664444444,32.636,42.8361111111,12.3064444444,12.1198888889,14.2953333333,26.1659444444,12.9426666667
554.77,15.801,43.0954444444,32.6957777778,42.8615555556,12.3262222222,12.1601111111,14.3151111111,26.1987777778,12.9843333333
555.11,15.8211111111,43.1807777778,32.7722222222,42.9555555555,12.3096666666,12.1564444444,14.3463333333,26.2720555556,13.0285555555
555.45,15.8745555555,43.1936666667,32.8617777778,42.9892222222,12.3584444445,12.2208888889,14.4055555556,26.2906111111,13.082
555.80,15.9038888889,43.2968888889,32.971,43.0721111111,12.3696666667,12.189,14.417,26.3439444445,13.0992222222
556.14,15.967,43.3828888889,33.059,43.1728888889,12.4346666667,12.2634444444,14.4775555556,26.4016666667,13.1348888889
556.48,15.928,43.3963333333,33.0741111111,43.1724444444,12.4381111111,12.2561111111,14.4372222222,26.3828333333,13.1133333333
556.82,15.9677777778,43.4637777778,33.1453333333,43.2187777778,12.488,12.2933333333,14.4772222222,26.4680555556,13.1653333333
557.16,16.0104444444,43.5258888889,33.2434444444,43.2348888889,12.5166666666,12.3426666667,14.5268888889,26.4906666667,13.1816666667
557.50,16.0397777778,43.6064444444,33.2836666667,43.3254444445,12.5183333333,12.3505555555,14.5536666667,26.5446666667,13.1977777778
557.85,16.0656666667,43.6198888889,33.299,43.304,12.5284444444,12.3558888889,14.5641111111,26.5649444444,13.2244444444
558.19,16.0557777778,43.6064444444,33.3016666667,43.2637777778,12.5338888889,12.3534444445,14.56,26.5740555556,13.214
558.53,16.0022222222,43.544,33.239,43.1925555555,12.4852222222,12.2894444445,14.5097777778,26.5245555555,13.1595555556
558.87,16.0166666667,43.5721111111,33.2644444445,43.2061111111,12.5247777778,12.2931111111,14.5256666667,26.5255,13.1578888889
559.21,16.0151111111,43.5871111111,33.2817777778,43.2406666667,12.5385555555,12.2817777778,14.5003333333,26.5433888889,13.1408888889
559.55,16.0148888889,43.5611111111,33.2921111111,43.2272222222,12.5382222222,12.3057777778,14.4833333333,26.5365,13.1514444445
559.89,16.0256666667,43.6358888889,33.3461111111,43.2493333333,12.5158888889,12.3034444445,14.479,26.5396111111,13.1603333333
560.23,16.0697777778,43.6873333333,33.4032222222,43.3032222222,12.5301111111,12.3236666667,14.5345555556,26.5692777778,13.2092222222
560.58,16.0451111111,43.6571111111,33.3988888889,43.2826666667,12.5076666667,12.2738888889,14.5201111111,26.5373333333,13.1812222222
560.92,16.0468888889,43.6602222222,33.4164444445,43.3143333333,12.5171111111,12.2576666667,14.5277777778,26.5463333333,13.2181111111
561.26,16.0717777778,43.6935555556,33.4822222222,43.3151111111,12.5432222222,12.2982222222,14.5462222222,26.6020555556,13.2601111111
561.60,16.0874444444,43.7464444445,33.5587777778,43.3892222222,12.5764444444,12.3364444444,14.5681111111,26.6715,13.2758888889
561.94,16.1095555556,43.7245555556,33.5831111111,43.3881111111,12.5555555555,12.3277777778,14.5824444444,26.6568333333,13.2971111111
562.28,16.1617777778,43.7977777778,33.6698888889,43.4548888889,12.6062222222,12.3757777778,14.6105555556,26.7266111111,13.3522222222
562.62,16.1332222222,43.7098888889,33.6484444444,43.4201111111,12.571,12.362,14.5737777778,26.7214444445,13.3307777778
562.96,16.1561111111,43.792,33.6976666667,43.474,12.5851111111,12.4216666667,14.5953333334,26.7617777778,13.3452222222
563.30,16.121,43.7372222222,33.6287777778,43.459,12.55,12.393,14.5683333333,26.7231666667,13.3056666667
563.64,16.1582222222,43.7318888889,33.6683333333,43.4964444444,12.6018888889,12.4423333333,14.6054444445,26.7807222222,13.3453333333
563.99,16.1885555556,43.7107777778,33.6506666667,43.4761111111,12.6398888889,12.4501111111,14.6116666667,26.7842777778,13.3667777778
564.33,16.2301111111,43.7237777778,33.682,43.4934444445,12.6248888889,12.4485555555,14.5882222222,26.7802222222,13.373
564.67,16.2492222222,43.8216666667,33.7381111111,43.531,12.6442222222,12.454,14.593,26.838,13.3911111111
565.01,16.3003333333,43.8166666667,33.7637777778,43.5883333333,12.7022222222,12.4852222222,14.6428888889,26.8596111111,13.4295555556
565.35,16.3131111111,43.7913333333,33.7496666666,43.5713333333,12.6997777778,12.5016666666,14.645,26.8308888889,13.4451111111
565.69,16.3398888889,43.7812222222,33.7522222222,43.6025555555,12.7047777778,12.5467777778,14.6652222222,26.8434444445,13.467
566.03,16.3711111111,43.8078888889,33.8073333333,43.6234444445,12.7344444445,12.5963333333,14.6966666667,26.8789444444,13.5057777778
566.37,16.4073333334,43.8735555556,33.8122222222,43.6732222222,12.7373333334,12.6411111111,14.7144444444,26.8981111111,13.4978888889
566.71,16.4192222222,43.849,33.7961111111,43.6611111111,12.7313333333,12.6027777778,14.7016666667,26.8888888889,13.5091111111
567.05,16.4727777778,43.8992222222,33.8685555556,43.7294444445,12.7766666667,12.6523333333,14.7416666667,26.9379444444,13.5575555556
567.39,16.5191111111,43.9537777778,33.8995555555,43.7738888889,12.754,12.6711111111,14.7463333333,26.9786666667,13.5766666667
567.73,16.5181111111,43.9143333333,33.9155555556,43.818,12.7182222222,12.6484444445,14.7167777778,26.9667222222,13.5431111111
568.07,16.5592222222,43.9258888889,33.9333333333,43.8514444444,12.7636666667,12.7216666667,14.7705555556,27.0223888889,13.5896666667
568.41,16.5362222222,43.8451111111,33.8736666667,43.7763333333,12.7038888889,12.6823333333,14.7277777778,26.9773333333,13.5595555555
568.75,16.5688888889,43.8687777778,33.9176666667,43.7853333333,12.6751111111,12.6931111111,14.717,27.0003888889,13.5697777778
569.09,16.6262222222,43.9654444444,33.9965555556,43.8831111111,12.7264444444,12.756,14.7733333333,27.0688888889,13.6134444445
569.43,16.6491111111,44.0383333333,34.0415555556,43.9326666667,12.7684444444,12.766,14.7708888889,27.0820555555,13.619
569.77,16.7082222222,44.0928888889,34.0706666667,43.9782222222,12.7761111111,12.7876666667,14.7854444444,27.1192222222,13.6251111111
570.11,16.7683333334,44.1734444444,34.1396666667,44.0544444444,12.8315555556,12.8234444444,14.8417777778,27.1757222222,13.6982222222
570.45,16.8226666667,44.249,34.2146666667,44.1214444444,12.8693333333,12.8793333333,14.8931111111,27.2490555556,13.7432222222
570.79,16.8196666667,44.2644444445,34.2341111111,44.1098888889,12.8681111111,12.8758888889,14.8962222222,27.2776111111,13.7496666667
571.13,16.8054444444,44.2441111111,34.2231111111,44.0877777778,12.8971111111,12.8756666667,14.9037777778,27.2661666667,13.7434444445
571.47,16.8612222222,44.3384444444,34.2972222222,44.1292222222,12.9498888889,12.9463333333,14.9616666667,27.3400555555,13.8243333333
571.81,16.8924444444,44.4378888889,34.36,44.2478888889,12.9877777778,12.9588888889,14.9894444445,27.3860555556,13.8573333333
572.15,16.9217777778,44.4733333334,34.3911111111,44.3193333333,13.0172222222,13.0108888889,15.0215555556,27.4037222222,13.8806666667
572.49,16.8925555555,44.4844444444,34.3941111111,44.3043333333,13.0164444444,12.9925555556,15.0245555556,27.4001666667,13.8596666667
572.83,16.877,44.4263333333,34.3852222222,44.2666666667,12.989,12.952,14.9892222222,27.3792222222,13.8308888889
573.17,16.9,44.4441111111,34.4072222222,44.2844444444,12.9896666667,12.9732222222,14.9971111111,27.454,13.8574444444
573.51,16.8863333333,44.4298888889,34.4232222222,44.3138888889,13.0007777778,12.9893333333,15.0181111111,27.4819444445,13.8666666667
573.85,16.8658888889,44.4073333333,34.4636666667,44.3231111111,12.9948888889,13.0007777778,15.0008888889,27.5062777778,13.8751111111
574.19,16.882,44.3646666667,34.508,44.3047777778,13.0041111111,13.0016666667,15.0213333333,27.5303888889,13.8895555556
574.53,16.9605555556,44.4455555556,34.6041111111,44.4227777778,13.0715555556,13.0614444444,15.1078888889,27.6148888889,13.9431111111
574.87,16.9665555556,44.4728888889,34.6336666667,44.4565555556,13.0752222222,13.0627777778,15.1207777778,27.6577777778,13.9623333333
575.21,16.9438888889,44.3934444444,34.5964444444,44.3945555555,13.0645555556,13.0296666667,15.0993333333,27.6314444445,13.9188888889
575.55,16.907,44.3561111111,34.5816666667,44.2968888889,13.0325555556,13.0098888889,15.084,27.6031111111,13.8957777778
575.89,16.9585555555,44.4037777778,34.6296666667,44.3278888889,13.0681111111,13.0475555556,15.1185555556,27.6647222222,13.9305555555
576.22,16.983,44.3584444445,34.6453333333,44.3225555556,13.0838888889,13.0668888889,15.121,27.705,13.9622222222
576.56,16.9801111111,44.363,34.6688888889,44.3081111111,13.0876666667,13.0698888889,15.1182222222,27.7422777778,13.9661111111
576.90,17.0082222222,44.3908888889,34.7418888889,44.3736666667,13.1244444445,13.1044444444,15.1703333333,27.7702222222,13.9752222222
577.24,17.0172222222,44.4145555556,34.7954444444,44.4058888889,13.1238888889,13.1055555556,15.1592222222,27.8032222222,13.9871111111
577.58,17.0744444445,44.4222222222,34.8286666666,44.4132222222,13.1533333333,13.1211111111,15.1862222222,27.8340555555,14.0042222222
577.92,17.0653333333,44.4978888889,34.8483333333,44.4778888889,13.1558888889,13.1325555556,15.1785555556,27.8506111111,14.0016666667
578.26,17.0715555556,44.4702222222,34.8232222222,44.4331111111,13.183,13.158,15.1722222222,27.8840555556,14.0275555556
578.60,17.0981111111,44.4071111111,34.852,44.4214444445,13.1984444445,13.1778888889,15.1676666667,27.8690555555,14.0331111111
578.94,17.1363333333,44.4882222222,34.9213333334,44.4994444444,13.2266666667,13.2218888889,15.1866666667,27.9286111111,14.088
579.28,17.163,44.4514444445,34.9101111111,44.4964444445,13.2217777778,13.2282222222,15.1857777778,27.9675,14.0957777778
579.61,17.0671111111,44.349,34.9033333333,44.4904444444,13.1977777778,13.1747777778,15.1488888889,27.9542777778,14.0577777778
579.95,17.0723333333,44.4445555555,34.9427777778,44.539,13.234,13.2016666667,15.1811111111,27.9774444444,14.0484444445
580.29,17.1502222222,44.539,35.0113333333,44.645,13.2648888889,13.2384444444,15.2452222222,28.0302777778,14.0956666667
580.63,17.1373333333,44.5043333333,34.9885555556,44.6086666667,13.2175555556,13.2264444445,15.1968888889,28.0143333333,14.0703333333
580.97,17.1438888889,44.4708888889,34.9787777778,44.5833333333,13.2441111111,13.2537777778,15.2196666667,27.9801666667,14.1006666667
581.31,17.1301111111,44.4525555556,34.9647777778,44.5596666667,13.2657777778,13.2598888889,15.2455555555,27.9748333333,14.0946666667
581.65,17.1507777778,44.3774444445,34.9436666667,44.5146666667,13.2798888889,13.2718888889,15.2387777778,27.9763333333,14.1164444444
581.98,17.1656666667,44.4248888889,34.9862222222,44.5277777778,13.2592222222,13.2565555556,15.2307777778,27.9877222222,14.0972222222
582.32,17.1615555556,44.5178888889,35.052,44.6121111111,13.2656666666,13.279,15.2643333334,28.0581666667,14.1061111111
582.66,17.154,44.5673333333,35.099,44.6434444444,13.2918888889,13.3157777778,15.2992222222,28.0873333333,14.1056666667
583.00,17.1778888889,44.6308888889,35.1863333333,44.7324444444,13.2982222222,13.338,15.3112222222,28.1048333333,14.1283333333
583.34,17.2762222222,44.7148888889,35.2616666667,44.7872222222,13.3622222222,13.4167777778,15.3347777778,28.1618333333,14.1575555555
583.68,17.2888888889,44.701,35.2798888889,44.7975555556,13.3292222222,13.4223333333,15.3267777778,28.1632222222,14.1521111111
584.01,17.294,44.7123333334,35.3478888889,44.7945555556,13.3606666667,13.4767777778,15.3658888889,28.2006666667,14.1618888889
584.35,17.3432222222,44.825,35.4643333333,44.9074444444,13.4461111111,13.5055555556,15.4423333333,28.2587777778,14.259
584.69,17.3777777778,44.8848888889,35.517,44.8872222222,13.4373333333,13.5003333333,15.4584444444,28.3152777778,14.273
585.03,17.3712222222,44.9582222222,35.5818888889,44.9551111111,13.4434444444,13.5125555556,15.479,28.3816666667,14.3052222222
585.37,17.3812222222,45.0794444444,35.6531111111,45.022,13.4937777778,13.5535555556,15.5625555556,28.4423888889,14.3397777778
585.70,17.347,45.0505555555,35.6564444445,44.9903333333,13.4602222222,13.5832222222,15.5314444444,28.4103333333,14.327
586.04,17.3301111111,45.0645555556,35.6604444444,44.9604444445,13.4754444444,13.5515555556,15.5262222222,28.3918333333,14.3175555555
586.38,17.3418888889,45.1268888889,35.7083333333,45.0275555556,13.4431111111,13.5105555555,15.5328888889,28.406,14.3336666667
586.72,17.4074444444,45.1963333333,35.7737777778,45.0624444445,13.5392222222,13.6264444444,15.6196666667,28.4798888889,14.412
587.06,17.446,45.2455555556,35.8693333333,45.1108888889,13.5895555556,13.6552222222,15.689,28.5433888889,14.4728888889
587.39,17.5204444444,45.3611111111,35.9851111111,45.2047777778,13.698,13.7545555556,15.7801111111,28.6236666667,14.5862222222
