wavelength,Back_HemTrim,Belly_HemTrim,Breast_HemTrim,Crissum_HemTrim,Crown_HemTrim,DorTail_HemTrim,Patch10_HemTrim,Patch11_HemTrim,Rump_HemTrim,Throat_HemTrim,WingTip_HemTrim
371.10,6.71173333333,15.7011333333,10.025,7.11373333334,6.48473333333,7.83986666666,13.0466666667,5.51426666667,6.3986,8.2564,10.1465333333
371.46,6.63633333333,15.6338666667,9.94286666666,7.0756,6.4154,7.7636,12.9604666667,5.4528,6.28586666667,8.22706666667,10.0740666667
371.83,6.57746666667,15.5882,9.97279999999,7.0234,6.38866666667,7.72206666667,12.9288,5.42886666667,6.21913333333,8.1816,9.99193333333
372.19,6.40673333333,15.5191333333,9.81853333333,6.89333333333,6.2698,7.601,12.8436,5.22746666667,6.054,8.06,9.82086666667
372.55,6.49366666667,15.6072,9.94740000001,6.9446,6.37113333333,7.72733333333,12.899,5.3224,6.139,8.135,9.89140000001
372.92,6.5438,15.597,9.95793333332,7.00386666667,6.398,7.72646666667,12.9567333333,5.38226666667,6.14653333333,8.16206666667,9.90973333334
373.28,6.48986666667,15.5717333333,9.91086666667,6.94866666667,6.34373333333,7.69446666667,12.9027333333,5.29786666667,6.08213333333,8.11786666667,9.79053333333
373.64,6.4636,15.5445333333,9.85460000001,6.91666666667,6.29193333333,7.6558,12.9532,5.25566666667,6.06233333333,8.03753333333,9.74646666667
374.00,6.55873333333,15.6254666667,9.93326666667,7.03653333333,6.38513333333,7.7802,13.0454666667,5.34733333334,6.15913333333,8.0634,9.82766666667
374.37,6.69873333333,15.8006666667,10.1,7.1458,6.5494,7.932,13.1832666667,5.46946666667,6.27593333333,8.18833333333,9.95086666668
374.73,6.89446666667,15.9852666667,10.298,7.27093333333,6.7634,8.05586666667,13.3776,5.6308,6.43966666667,8.32233333333,10.1143333333
375.09,6.9264,16.0651333333,10.3407333333,7.2666,6.818,8.09353333333,13.4204666667,5.62906666667,6.50233333334,8.34786666667,10.1476
375.45,6.97926666667,16.1781333333,10.4239333333,7.33713333333,6.86133333333,8.1452,13.5604666667,5.68733333334,6.59613333333,8.4232,10.2028
375.81,6.97786666667,16.2056,10.376,7.34693333333,6.83806666667,8.13153333333,13.5904,5.665,6.57506666667,8.39246666667,10.1602
376.18,7.05553333333,16.2893333333,10.454,7.43353333333,6.85286666667,8.19893333333,13.6375333333,5.73613333333,6.61673333333,8.46906666666,10.1687333333
376.54,6.96853333333,16.2351333333,10.3363333334,7.37,6.7562,8.04986666667,13.604,5.6458,6.48053333333,8.37833333334,10.0685333333
376.90,6.81006666667,16.1742,10.2560666667,7.22986666667,6.62113333333,7.8976,13.5571333333,5.5134,6.36113333333,8.25353333333,9.94959999999
377.26,6.79793333333,16.1591333333,10.2470666667,7.21533333333,6.61613333333,7.84,13.6090666667,5.514,6.34406666667,8.234,9.91413333334
377.63,6.82986666667,16.1658,10.3020666667,7.24626666667,6.66393333333,7.86946666667,13.6412,5.53466666667,6.39766666667,8.29773333333,9.92186666666
377.99,6.73013333333,16.1113333333,10.2219333333,7.1604,6.62546666667,7.78253333333,13.6078,5.4584,6.2954,8.2446,9.85433333333
378.35,6.71073333333,16.0854666667,10.1901333333,7.15533333333,6.57173333334,7.73286666666,13.6374,5.44273333333,6.27626666667,8.2316,9.84519999999
378.71,6.642,16.0287333333,10.1217333334,7.1066,6.4638,7.6626,13.5834,5.35906666667,6.19013333333,8.18853333334,9.78073333332
379.07,6.56633333333,15.9316666667,10.0257333333,7.02093333333,6.37033333333,7.54753333333,13.5100666667,5.2818,6.08786666667,8.1104,9.69200000001
379.44,6.60893333333,15.9707333333,10.0573333333,7.05313333333,6.39106666667,7.58533333333,13.5655333333,5.30686666667,6.10626666666,8.16026666667,9.71679999999
379.80,6.67326666667,16.0652,10.1478666667,7.10146666667,6.43753333333,7.65826666667,13.6596666667,5.32846666667,6.15686666667,8.2208,9.7778
380.16,6.6022,15.9818666667,10.0872666667,7.0116,6.387,7.61533333334,13.6520666667,5.26873333333,6.1098,8.1808,9.75820000001
380.52,6.6412,16.0371333333,10.2112666667,7.1026,6.3932,7.69753333333,13.7172666667,5.3234,6.21833333333,8.22993333333,9.81026666665
380.88,6.69446666667,16.1239333333,10.2840666667,7.19886666667,6.45646666667,7.79873333333,13.7616,5.38206666667,6.325,8.287,9.84933333334
381.24,6.70586666667,16.2056,10.3171333333,7.27626666667,6.4972,7.81886666667,13.7750666667,5.3994,6.35266666667,8.2762,9.87593333333
381.61,6.6692,16.2637333333,10.3374,7.2822,6.47113333333,7.8034,13.7652,5.37773333333,6.32326666667,8.273,9.83793333333
381.97,6.66426666667,16.3158,10.376,7.29746666667,6.41546666667,7.80293333333,13.7919333333,5.36133333333,6.31853333333,8.29066666666,9.82246666665
382.33,6.62193333333,16.2868666667,10.3406,7.24813333333,6.40126666667,7.727,13.7404,5.287,6.2464,8.23246666667,9.71986666667
382.69,6.49526666667,16.2016666667,10.2388666667,7.13746666667,6.2818,7.65086666666,13.6418666667,5.16546666667,6.14353333333,8.1064,9.56440000001
383.05,6.50226666667,16.2058,10.2852,7.1126,6.2648,7.65766666667,13.637,5.14846666667,6.15333333333,8.07946666667,9.53300000001
383.41,6.50986666667,16.2043333334,10.293,7.12326666667,6.2812,7.64533333334,13.6128,5.15426666667,6.1484,8.0528,9.49939999999
383.77,6.52046666666,16.2004666667,10.3123333333,7.15746666667,6.30733333333,7.6552,13.6164666667,5.20806666667,6.14766666667,8.09886666667,9.51426666666
384.14,6.58046666667,16.334,10.3920666667,7.23613333333,6.38146666667,7.71973333333,13.7075333333,5.27786666667,6.185,8.1402,9.58360000001
384.50,6.53966666667,16.3094,10.3497333333,7.183,6.37753333333,7.65006666667,13.7002666667,5.2326,6.1126,8.1236,9.54246666666
384.86,6.61873333334,16.3523333333,10.4006666667,7.23713333333,6.44086666667,7.70113333333,13.8002,5.28766666667,6.139,8.2012,9.58693333333
385.22,6.71126666666,16.4333333333,10.5202666667,7.32326666667,6.53693333333,7.79386666667,13.9465333333,5.3774,6.23666666666,8.30426666667,9.71286666666
385.58,6.76386666667,16.5062,10.5551333333,7.37406666667,6.5826,7.81753333333,14.0622666667,5.4044,6.27306666667,8.34446666667,9.79
385.94,6.80793333333,16.5195333333,10.618,7.42153333334,6.6558,7.82586666667,14.1346,5.45766666666,6.32333333333,8.3722,9.8278
386.30,6.75766666666,16.5246666667,10.5818666667,7.3868,6.60586666667,7.80113333333,14.1704666666,5.43993333333,6.31613333333,8.34146666667,9.78833333333
386.66,6.7978,16.5862666667,10.6358,7.431,6.6892,7.84613333333,14.2692,5.51393333333,6.3802,8.43413333333,9.85593333333
387.03,6.90393333333,16.709,10.7382,7.57426666667,6.82406666667,7.95346666667,14.409,5.6252,6.4816,8.58226666667,9.97099999999
387.39,6.92006666667,16.786,10.7832666667,7.60773333333,6.87253333333,7.98166666666,14.5208666667,5.6308,6.5364,8.6138,10.0114
387.75,6.929,16.8532,10.7942666667,7.64653333333,6.89726666667,7.97513333333,14.614,5.62833333333,6.57266666667,8.6172,10.0515333333
388.11,6.97853333333,16.8945333333,10.8629333334,7.7366,6.95333333333,8.0042,14.6850666667,5.69453333333,6.6624,8.71006666666,10.1096
388.47,7.01446666667,16.9644666667,10.8897333334,7.789,6.97613333333,8.04926666667,14.7462,5.73013333333,6.72166666667,8.7484,10.1256666667
388.83,6.9752,16.9781333333,10.8734,7.77666666667,6.96373333333,8.0078,14.7358,5.6796,6.68493333333,8.71846666667,10.1162666667
389.19,6.93446666667,16.975,10.8524666667,7.72073333333,6.91286666667,7.97666666667,14.7113333333,5.6512,6.62993333333,8.72479999999,10.0488
389.55,6.91066666667,17.0157333333,10.8616666667,7.7136,6.9006,7.97513333334,14.7268666667,5.64826666666,6.63966666667,8.76066666666,10.0586666667
389.91,6.87013333333,16.9992666667,10.8249333333,7.6918,6.845,7.9732,14.6940666667,5.60113333333,6.6074,8.74179999999,10.0266
390.27,6.98033333333,17.0944666667,10.9674666667,7.80473333333,6.9478,8.08046666667,14.8013333333,5.70853333333,6.69106666667,8.845,10.1472666667
390.63,7.023,17.134,11.0398,7.83606666667,6.96853333333,8.091,14.8510666666,5.73553333333,6.696,8.84026666667,10.1874666667
391.00,6.99693333333,17.1469333333,11.0434666667,7.82246666667,6.92473333333,8.0694,14.885,5.72613333333,6.69666666667,8.83039999999,10.1754
391.36,6.97153333334,17.1129333333,10.9988666667,7.80393333333,6.86806666667,8.06106666667,14.8197333333,5.72126666667,6.63613333333,8.79866666666,10.1736
391.72,6.97393333333,17.1216666667,11.0122,7.79213333333,6.8504,8.07806666667,14.7924,5.72886666667,6.61906666667,8.79619999999,10.1583333334
392.08,6.89593333333,17.0464,10.9543333333,7.72573333333,6.78353333333,7.9984,14.7336,5.63726666667,6.53953333333,8.69853333334,10.0764
392.44,6.85906666667,17.0566666667,10.9205333333,7.70113333333,6.7824,7.99966666667,14.7599333333,5.6074,6.49713333333,8.67766666667,10.0858
392.80,6.8538,17.0684,10.8955333333,7.6782,6.7586,7.99806666666,14.7622666667,5.59826666667,6.48773333333,8.66840000001,10.0918666667
393.16,6.84853333333,17.0822666667,10.8991333333,7.6974,6.7666,7.988,14.7802,5.60473333334,6.5126,8.659,10.1062666667
393.52,6.91873333334,17.0996666667,10.9600666667,7.7848,6.824,8.0522,14.8203333333,5.66233333333,6.59246666666,8.711,10.1306
393.88,6.98973333333,17.2081333333,11.0383333333,7.87326666667,6.91793333333,8.0994,14.9086666667,5.7492,6.66806666667,8.78573333334,10.1908
394.24,6.97666666667,17.2222,11.0108666667,7.8652,6.92193333333,8.09106666667,14.9180666667,5.7338,6.6716,8.78726666667,10.1470666667
394.60,7.02633333333,17.2715333334,11.0633333333,7.93066666667,6.97666666667,8.14753333333,14.9866,5.79413333333,6.72913333333,8.87093333334,10.1791333333
394.96,6.97766666667,17.2336,10.9916666667,7.90033333333,6.95246666667,8.09793333333,14.9531333333,5.7498,6.6482,8.82666666667,10.1526
395.32,6.9916,17.2596,11.0413333333,7.9312,6.97933333333,8.10293333333,15.0259333333,5.78406666667,6.6962,8.87920000001,10.1566
395.68,6.97393333333,17.2729333333,11.0412,7.95566666667,6.98246666667,8.10006666667,15.067,5.78653333333,6.70346666667,8.8814,10.1489333333
396.04,7.04713333334,17.3826,11.1194666667,8.0322,7.04626666667,8.1806,15.1742666666,5.87826666667,6.7724,8.98506666667,10.2264
396.40,7.09273333333,17.3586,11.171,8.08926666667,7.1014,8.18626666667,15.1736,5.92033333334,6.82373333333,9.01393333333,10.2501333333
396.76,7.15286666667,17.3792666666,11.2281333333,8.14506666667,7.11966666667,8.20786666667,15.2244666667,5.96193333333,6.8664,9.05199999999,10.2650666667
397.12,7.19773333333,17.4037333333,11.2590666667,8.189,7.176,8.2406,15.2717333333,5.99506666667,6.87246666667,9.10293333334,10.2832666667
397.48,7.19433333333,17.3826666666,11.2734,8.1676,7.1784,8.26693333333,15.3229333333,6.0122,6.825,9.07166666667,10.294
397.84,7.24293333333,17.3964,11.3067333333,8.17613333333,7.18513333334,8.31386666667,15.3908,6.03686666667,6.85606666667,9.09999999999,10.3206
398.20,7.2332,17.3644666667,11.3094,8.19406666667,7.13113333333,8.28773333333,15.3802,6.02166666667,6.8294,9.08506666667,10.3404
398.56,7.18613333333,17.3486666666,11.2528,8.15733333334,7.08606666667,8.23713333333,15.3483333334,5.967,6.77446666667,9.04526666667,10.3086666667
398.92,7.1886,17.3388,11.2821333333,8.1346,7.0926,8.23726666667,15.3515333333,5.95653333333,6.793,9.02446666666,10.28
399.28,7.19053333333,17.3451333333,11.2841333333,8.15086666667,7.09066666667,8.26046666667,15.369,5.95393333333,6.7822,9.00920000001,10.2770666667
399.64,7.25406666667,17.3835333333,11.3474,8.18013333333,7.1576,8.32453333333,15.427,6.0052,6.8496,9.07266666666,10.3187333333
400.00,7.27666666667,17.3996,11.3826,8.214,7.1926,8.34833333333,15.4606666667,6.00673333333,6.88446666667,9.07786666666,10.3472666667
400.36,7.23353333333,17.4090666667,11.3738666667,8.17793333333,7.111,8.32066666667,15.4712,5.9506,6.8192,9.0404,10.3176666667
400.72,7.16966666667,17.3928666667,11.4002,8.16753333333,7.0918,8.30573333333,15.4941333333,5.95973333333,6.82386666667,9.04253333333,10.3166666667
401.08,7.1498,17.3511333333,11.3679333333,8.182,7.04233333333,8.297,15.5128,5.93066666667,6.82086666667,9.03346666667,10.309
401.44,7.0808,17.2936,11.3034666667,8.09906666667,6.96406666667,8.18546666667,15.4177333333,5.83033333333,6.75886666667,8.9556,10.2185333333
401.80,6.96373333333,17.1716666667,11.1974666667,8.02026666667,6.85433333333,8.07906666667,15.3369333333,5.7342,6.6562,8.84159999999,10.1297333333
402.16,6.92893333333,17.1646666667,11.1666666667,7.98473333333,6.83126666667,8.035,15.3263333333,5.68973333334,6.62366666667,8.81659999999,10.0755333333
402.52,7.02586666667,17.2349333333,11.2765333333,8.0846,6.9076,8.11853333333,15.4318666667,5.79666666667,6.72173333333,8.88626666667,10.1547333333
402.88,7.08506666666,17.3314666667,11.3586666667,8.1812,6.9516,8.193,15.5240666667,5.83506666667,6.7616,8.9514,10.2127333333
403.24,7.10113333333,17.3515333333,11.4016666667,8.18633333333,6.99246666667,8.2184,15.5481333333,5.8518,6.77633333333,8.98193333334,10.2626
403.60,7.08393333333,17.3670666667,11.3886666666,8.20933333333,6.97726666667,8.2018,15.5692,5.8274,6.77126666667,8.98899999999,10.2606666666
403.95,7.13713333333,17.4594,11.4826,8.28973333333,7.0486,8.26786666667,15.6608666667,5.9034,6.83973333333,9.06680000001,10.3245333333
404.31,7.16586666666,17.4824666667,11.5071333333,8.3344,7.09453333333,8.28893333333,15.6716,5.94686666667,6.9062,9.09933333333,10.3355333333
404.67,7.23433333333,17.5437333333,11.5639333334,8.39726666667,7.18713333334,8.35686666667,15.7323333333,5.99533333333,6.94673333333,9.1694,10.3924
405.03,7.22986666667,17.5621333333,11.5932666667,8.38133333333,7.198,8.3624,15.7586666667,5.994,6.95393333333,9.1734,10.3972666667
405.39,7.2448,17.6029333333,11.6552,8.46326666667,7.23673333333,8.41953333333,15.8314,6.03606666667,7.00633333333,9.24053333333,10.4462666667
405.75,7.3158,17.6945333333,11.7555333333,8.5392,7.31873333334,8.47953333333,15.9268666667,6.09533333333,7.0516,9.32700000001,10.5058666667
406.11,7.35346666667,17.7648666666,11.8277333334,8.60553333333,7.36886666667,8.53026666666,16.0080666667,6.13893333333,7.09773333333,9.39086666667,10.5586666667
406.47,7.34513333333,17.7956666667,11.8437333333,8.62460000001,7.37693333333,8.52846666667,16.022,6.12206666667,7.09266666667,9.40239999999,10.5484
406.83,7.36333333333,17.8186,11.8718666667,8.65253333334,7.4194,8.5456,16.0580666667,6.2012,7.12946666667,9.44926666666,10.5788
407.19,7.42993333333,17.8822666667,11.9439333334,8.72826666667,7.4568,8.58493333333,16.1652666667,6.2618,7.19066666667,9.52373333333,10.6060666667
407.55,7.432,17.8808666667,11.9883333333,8.73453333333,7.45706666667,8.5756,16.1832666667,6.2838,7.19233333333,9.53093333334,10.6104666667
407.90,7.40086666667,17.8653333333,11.9428,8.70946666666,7.41746666667,8.56406666667,16.1735333333,6.2612,7.13806666667,9.51366666666,10.5725333333
408.26,7.3904,17.8788,11.9429333333,8.71699999999,7.42153333333,8.54986666667,16.1988666667,6.26053333333,7.1112,9.52860000001,10.571
408.62,7.36906666667,17.8497333333,11.911,8.69746666667,7.3654,8.50666666667,16.2054,6.21833333333,7.08306666667,9.48733333333,10.4934666667
408.98,7.39873333333,17.92,11.9544,8.73946666667,7.37106666667,8.5106,16.2444,6.22546666667,7.0924,9.5212,10.5222
409.34,7.38846666667,17.908,11.9113333333,8.7132,7.3504,8.47053333333,16.2372666667,6.1958,7.0498,9.5118,10.4728
409.70,7.35233333333,17.9016666667,11.8886666667,8.69513333334,7.3128,8.4396,16.2480666667,6.14886666667,7.02666666667,9.5128,10.4437333333
410.06,7.36973333333,17.9129333333,11.9143333333,8.70219999999,7.30993333333,8.4656,16.2899333333,6.15993333333,7.03393333333,9.53753333334,10.4647333333
410.42,7.2942,17.8482,11.8448,8.62246666667,7.23513333333,8.39733333333,16.2538666667,6.072,6.96286666667,9.46486666666,10.3799333333
410.77,7.24753333333,17.8060666667,11.8216666667,8.5818,7.18,8.3642,16.2343333333,5.99233333333,6.92986666667,9.42879999999,10.321
411.13,7.18146666667,17.7791333333,11.7776666667,8.5392,7.12333333333,8.32146666666,16.1862666667,5.9236,6.8714,9.38680000001,10.2737333333
411.49,7.18086666667,17.7977333334,11.7868666667,8.55073333333,7.13066666667,8.32413333333,16.2166,5.9154,6.86893333333,9.40140000001,10.2759333333
411.85,7.1206,17.726,11.74,8.50313333333,7.07546666667,8.22646666667,16.1816666667,5.85413333333,6.82726666667,9.3394,10.2034
412.21,7.21686666667,17.8173333334,11.8633333333,8.5682,7.14766666667,8.31833333333,16.2792666667,5.93133333333,6.9198,9.41159999999,10.2589333333
412.57,7.21446666667,17.8377333333,11.8860666667,8.57173333333,7.16953333333,8.33513333333,16.3026666667,5.93346666667,6.92606666667,9.44320000001,10.2796
412.92,7.23026666667,17.8624,11.9058666667,8.6084,7.19566666667,8.3784,16.3417333334,5.9676,6.94353333333,9.45473333333,10.2978666667
413.28,7.268,17.8977333334,11.9738,8.63873333333,7.21933333333,8.42786666667,16.3948,6.00713333333,6.97953333333,9.47193333333,10.3618
413.64,7.31033333333,17.9506,12.0249333333,8.68733333333,7.2568,8.4802,16.4148,6.05853333333,7.0276,9.51026666667,10.4208666667
414.00,7.3162,17.9689333333,12.0476,8.7134,7.27613333333,8.47213333333,16.4278666667,6.06233333333,7.0456,9.5176,10.4407333333
414.36,7.33473333333,18.0149333333,12.0950666667,8.77499999999,7.295,8.49886666667,16.4754666667,6.09606666667,7.07006666667,9.5638,10.5032666667
414.72,7.35826666667,18.0397333333,12.1346666667,8.83620000001,7.32433333333,8.50866666667,16.504,6.12893333333,7.09393333333,9.61959999999,10.5430666667
415.07,7.35106666667,18.0661333333,12.1472,8.84626666666,7.33053333333,8.50686666667,16.5312,6.12206666667,7.11646666667,9.6254,10.5631333333
415.43,7.36326666667,18.0685333333,12.1452666667,8.84093333333,7.30693333333,8.4824,16.5629333333,6.108,7.1098,9.6298,10.5664666667
415.79,7.3552,18.0626666667,12.1708666667,8.8372,7.2818,8.5042,16.5511333333,6.1002,7.09173333334,9.64380000001,10.5748666667
416.15,7.28686666667,18.0283333333,12.118,8.82879999999,7.2298,8.46866666667,16.5531333333,6.0394,7.02613333333,9.60326666667,10.5675333333
416.51,7.2544,18.0012666667,12.1150666667,8.82553333333,7.2,8.44833333333,16.5146,6.01746666667,6.99653333334,9.57266666665,10.5760666667
416.86,7.22393333333,17.9195333333,12.0944666667,8.80113333333,7.1722,8.40606666667,16.476,5.99046666667,6.97793333333,9.56146666667,10.551
417.22,7.1814,17.8722,12.0561333333,8.78426666667,7.1242,8.3636,16.4356666667,5.95366666667,6.93026666667,9.53886666667,10.5068666667
417.58,7.15293333333,17.7846,12.032,8.7548,7.09653333333,8.34306666667,16.4084,5.9322,6.902,9.4912,10.4873333333
417.94,7.13553333333,17.7593333333,12.0065333333,8.7546,7.08346666667,8.33926666667,16.3769333333,5.9274,6.88846666667,9.47780000001,10.4652
418.29,7.15226666667,17.7400666667,12.0085333333,8.75593333333,7.0916,8.36033333333,16.3735333333,5.94673333333,6.89473333333,9.47873333333,10.4678666667
418.65,7.13673333333,17.6882,11.9688,8.72306666666,7.0672,8.34666666667,16.3424,5.92286666667,6.8592,9.43360000001,10.4470666667
419.01,7.13833333333,17.6412666667,11.9484,8.72446666667,7.05713333333,8.33613333333,16.3258,5.92453333333,6.8426,9.41893333334,10.424
419.37,7.11533333333,17.5924,11.952,8.72013333333,7.05246666667,8.34766666667,16.2794666667,5.91973333333,6.8184,9.39799999999,10.4159333333
419.73,7.1214,17.5433333333,11.9345333333,8.73133333333,7.05913333333,8.3438,16.2772666667,5.93453333333,6.82006666667,9.40313333333,10.4126
420.08,7.1146,17.5042,11.9456666667,8.72413333333,7.05846666667,8.3416,16.2620666667,5.94086666667,6.8244,9.40526666666,10.4089333333
420.44,7.1436,17.4844666667,11.9699333333,8.75766666667,7.07533333333,8.35933333333,16.2834,5.96613333333,6.84706666667,9.41919999999,10.4255333333
420.80,7.11826666667,17.4580666666,11.9502666667,8.742,7.05906666667,8.35446666667,16.2714666667,5.9522,6.82593333333,9.39293333334,10.4138666667
421.16,7.1262,17.4464,11.9593333333,8.75193333333,7.06786666667,8.36093333333,16.2881333333,5.95786666667,6.83893333333,9.40053333334,10.4345333333
421.51,7.12646666667,17.4564666667,11.9741333333,8.77433333334,7.0782,8.37193333333,16.2999333333,5.96726666667,6.84686666667,9.41493333334,10.4336666666
421.87,7.13933333334,17.4376666667,11.9894666667,8.7842,7.0852,8.3864,16.3134666667,5.98413333333,6.85726666667,9.42313333334,10.4531333333
422.23,7.1346,17.4066,11.9924,8.79413333334,7.07486666667,8.37646666667,16.298,5.977,6.86286666667,9.4248,10.4514666667
422.58,7.1296,17.4107333333,12.022,8.8154,7.07126666667,8.38233333333,16.319,5.98966666667,6.87306666667,9.43766666667,10.4586
422.94,7.10393333333,17.3636666667,12.0196666667,8.79873333334,7.05366666667,8.38,16.2922,5.97253333333,6.853,9.41273333333,10.4471333333
423.30,7.1166,17.3511333333,12.0236666667,8.8238,7.066,8.3966,16.3173333333,5.9852,6.87686666667,9.43686666667,10.4574666667
423.66,7.11626666666,17.3716666667,12.0424666667,8.83973333333,7.06953333333,8.4088,16.3335333333,5.97473333333,6.89333333333,9.43726666666,10.4695333333
424.01,7.12006666667,17.352,12.0392,8.85026666667,7.05553333333,8.40913333333,16.3185333333,5.97493333333,6.89206666667,9.43333333333,10.4618
424.37,7.105,17.3481333333,12.0186,8.85013333334,7.04306666667,8.40186666667,16.3179333333,5.97266666667,6.88526666667,9.44846666667,10.4530666667
424.73,7.12713333334,17.3676,12.0441333333,8.87646666667,7.05833333334,8.42693333333,16.3467333333,5.98926666667,6.90546666667,9.47839999999,10.465
425.08,7.13333333333,17.3744666667,12.0636,8.8928,7.075,8.44073333333,16.3462,6.00846666666,6.9094,9.49313333333,10.4672666667
425.44,7.14366666667,17.3745333333,12.0684,8.90853333333,7.08693333333,8.44406666667,16.3566,6.0224,6.921,9.50793333333,10.4714
425.80,7.13533333333,17.3796666667,12.0642666667,8.91093333334,7.09593333333,8.45453333333,16.3561333333,6.01973333333,6.92246666666,9.51786666667,10.4597333333
426.16,7.14386666667,17.4053333333,12.0837333333,8.93206666666,7.1226,8.47386666667,16.3890666666,6.03246666666,6.93533333333,9.53486666667,10.4724
426.51,7.15673333333,17.4078666667,12.0905333333,8.95126666666,7.13586666667,8.488,16.4069333333,6.03526666667,6.95233333333,9.54706666666,10.4817333333
426.87,7.1906,17.4693333333,12.1382,9.00093333333,7.1654,8.512,16.4603333333,6.073,6.99393333333,9.6054,10.5318
427.23,7.21153333333,17.5326,12.1836,9.03573333333,7.17993333333,8.53246666667,16.4993333334,6.099,7.0064,9.62633333333,10.553
427.58,7.26526666667,17.5908,12.2577333333,9.09139999999,7.2392,8.59106666667,16.5598666667,6.1542,7.04426666667,9.70006666666,10.5836666667
427.94,7.31033333333,17.6721333333,12.3076,9.14386666667,7.298,8.63273333333,16.6574666667,6.19353333333,7.09026666667,9.77439999999,10.6366666667
428.30,7.37086666667,17.7576666667,12.3894,9.21393333332,7.36473333333,8.691,16.7572,6.2452,7.1644,9.83053333333,10.7003333333
428.65,7.38433333333,17.7923333334,12.4244666667,9.24340000001,7.38026666667,8.69566666667,16.7916666667,6.26813333333,7.17773333333,9.85773333333,10.7137333333
429.01,7.4182,17.8444666667,12.4757333333,9.29686666667,7.39593333333,8.7374,16.8726,6.2932,7.2134,9.90773333333,10.7458
429.37,7.4408,17.9091333333,12.5268,9.33986666667,7.40033333333,8.75386666667,16.9390666667,6.30546666667,7.22106666667,9.95000000001,10.7742
429.72,7.43893333333,17.9206,12.5694,9.36366666667,7.38453333333,8.73673333333,16.9878666667,6.30626666667,7.22126666667,9.94693333333,10.7858
430.08,7.4014,17.934,12.5821333333,9.36053333334,7.3498,8.71126666667,17.0132,6.27973333333,7.20306666667,9.94166666665,10.7773333333
430.44,7.41646666667,17.9734,12.6086,9.36986666667,7.34973333333,8.71553333333,17.0474,6.27133333333,7.18686666667,9.97993333335,10.7832
430.79,7.42866666667,18.0260666667,12.6455333333,9.40626666665,7.38213333333,8.7358,17.1186666667,6.27846666667,7.19053333333,10.0061333333,10.7792
431.15,7.41633333333,18.0184,12.6432666667,9.41066666667,7.3838,8.72546666667,17.1185333333,6.274,7.19086666666,10.0328666667,10.7694666667
431.50,7.3816,17.9943333333,12.6120666667,9.39086666665,7.34086666667,8.66886666667,17.1081333333,6.2344,7.14793333333,9.99873333331,10.7345333334
431.86,7.3576,17.9917333333,12.6139333333,9.37306666667,7.3196,8.6412,17.1117333333,6.2154,7.11673333333,9.98239999999,10.705
432.22,7.32393333333,17.9879333333,12.6071333333,9.34553333333,7.2882,8.6176,17.087,6.16873333333,7.07413333333,9.96273333332,10.6511333333
432.57,7.3384,18.0172666667,12.6244,9.36966666667,7.30826666667,8.62046666667,17.1076666667,6.1612,7.0872,9.97679999999,10.6601333333
432.93,7.3208,18.0318666667,12.6197333333,9.35180000001,7.28953333333,8.59253333333,17.1088666667,6.13693333333,7.06393333333,9.94760000001,10.6251333333
433.29,7.30746666667,18.0486,12.6316,9.33553333333,7.28846666667,8.58846666667,17.1239333333,6.12006666667,7.06,9.94793333334,10.6168666667
433.64,7.31953333333,18.0830666667,12.6494666667,9.35779999999,7.30786666667,8.59493333333,17.1432666667,6.12373333333,7.06153333334,9.98173333333,10.6154666666
434.00,7.36246666667,18.1462,12.6955333334,9.39639999999,7.34406666667,8.63566666667,17.2023333333,6.159,7.0856,10.0198666667,10.6476
434.35,7.35533333333,18.1690666667,12.7108666667,9.42213333333,7.3546,8.628,17.2214666667,6.162,7.10006666667,10.0189333333,10.6486
434.71,7.39586666667,18.2163333333,12.7461333333,9.47106666667,7.3854,8.65113333333,17.2549333333,6.18993333333,7.147,10.0598666667,10.6821333333
435.07,7.42626666667,18.2838666667,12.7976,9.51259999999,7.41133333333,8.66666666667,17.3242,6.19433333333,7.17066666667,10.0785333333,10.7174
435.42,7.42886666667,18.3384,12.8296,9.53326666666,7.42493333333,8.6692,17.384,6.19426666667,7.1824,10.1033333333,10.7369333333
435.78,7.44213333333,18.3842666667,12.8577333333,9.56753333333,7.4382,8.688,17.4329333333,6.20153333333,7.19933333333,10.1262,10.745
436.13,7.488,18.4566666667,12.9242666667,9.62926666667,7.47893333333,8.72893333333,17.526,6.2472,7.23366666667,10.1988666667,10.7870666667
436.49,7.48166666667,18.5009333333,12.9526,9.65973333332,7.48166666667,8.72046666667,17.569,6.24146666667,7.23246666666,10.2169333334,10.786
436.84,7.46786666667,18.5336666667,12.9534666667,9.67306666667,7.48266666667,8.71233333333,17.5943333333,6.22926666667,7.24766666667,10.2498666667,10.8021333334
437.20,7.48133333333,18.5963333333,13.0151333333,9.72386666667,7.4916,8.7426,17.6577333333,6.25173333333,7.28713333333,10.2897333333,10.8083333333
437.56,7.5318,18.6636666666,13.0891333333,9.78986666666,7.5338,8.78166666667,17.7402666667,6.29073333333,7.3288,10.3437333334,10.8509333333
437.91,7.55913333333,18.7129333333,13.138,9.83919999999,7.56266666667,8.81033333333,17.8006,6.31113333333,7.36253333333,10.3949333333,10.874
438.27,7.6006,18.7752666667,13.2062666667,9.87753333334,7.60186666667,8.84593333334,17.8746666667,6.34593333333,7.4002,10.4538,10.9227333333
