wavelength,Back_TacSurm,Belly_TacSurm,Breast_TacSurm,Crissum_TacSurm,Crown_TacSurm,DorTail_TacSurm,Patch10_TacSurm,Patch11_TacSurm,Rump_TacSurm,Throat_TacSurm,WingTip_TacSurm
189.05,-2.3188,-5.7004,27.6328666666,20.6327866667,43.5748,34.7826,7.92259999999,3.47833333333,16.0386000001,11.401,1.64240000001
189.43,8.29446666666,3.17846666667,27.5194666667,25.3411533333,42.7908,34.2635333334,18.3719333333,10.2326,21.0853999999,16.5891333333,9.45726666666
189.81,9.77273333333,-1.96966666667,25.1515333333,24.1439166667,40.9091333334,30.1515333333,17.8788,7.72733333333,19.4697333334,15.0759333333,6.59100000002
190.19,2.41666666666,-12.5833333333,20.3333333333,16.7125,37.75,25.25,11.8333333333,1.91666666667,14.3333333334,6.91666666667,0.66666666666
190.57,5.15559999999,-19.3778666667,21.6888666667,17.73771,37.6001333333,24.2668,11.3777333333,0.97773333332,17.7777333334,7.91100000001,-1.4222
190.95,3.51859999999,-27.3149333333,17.5925333334,10.8148833333,38.2408,25.0925333333,9.07413333334,2.50000000001,15.2776666667,7.4074,-6.01860000002
191.33,3.23806666669,-37.0476666667,12.8570666667,4.5334533334,32.4760666667,24.6666,-1.33326666668,-4.47620000001,8.28566666659,1.52359999999,-13.9048666667
191.71,3.61113333333,-37.5000666667,10.463,1.44440333326,27.7778,25.3703333333,-0.1852,-7.03693333333,10.1850666667,-2.40739999999,-16.3888666667
192.09,7.72353333333,-25.6097333333,15.935,3.74366999998,27.1545333333,31.0569333333,3.8212,1.54466666666,16.4226666667,4.14646666666,-11.4633333333
192.47,-0.90093333334,-32.7927333333,13.153,-3.68919666666,25.7658,27.2073333333,-1.26139999999,-2.34233333334,14.4144,3.60353333334,-21.0812666667
192.85,-4.47759999999,-37.0149333333,10.8458,-7.95017,23.5820666667,26.8656666667,-1.09453333334,-7.16413333333,15.0248,5.67166666667,-20.9951333333
193.23,-11.3433333333,-39.801,1.39293333332,-12.6716233333,17.214,24.4776,-7.76126666668,-10.1492666667,10.8457333333,3.18413333335,-20.2986
193.61,-19.3846,-49.8461333333,-4.30746666667,-22.61541,11.4872,19.5895333333,-15.8974,-18.2564,2.35886666666,-5.64113333333,-23.7949333333
193.99,-31.0734666667,-66.6666666667,-13.8982,-38.80798,0.90406666668,11.1865333333,-26.1017333333,-31.7514666666,-11.9774,-20.6779333333,-37.7401333333
194.37,-28.0874,-64.6994,-12.8960666667,-36.4973533333,3.16933333336,10.4919333333,-22.623,-32.2404666667,-16.0655333334,-17.705,-38.3607333334
194.75,-36.6667333333,-65.8557999999,-23.3332666667,-38.2297033333,-5.22513333334,0.720600000006,-30.0901333333,-37.3874666667,-26.8468666667,-27.2072,-44.5945999999
195.13,-55.7574666667,-92.3232000001,-41.1109333333,-55.0758,-21.0100666667,-16.7676000001,-50.2021333333,-58.3837333334,-45.9595333333,-49.0908666667,-64.5454666666
195.51,-42.5203333333,-68.9430666668,-33.0893333333,-39.6789233333,-13.252,-11.3820666667,-34.1462,-38.4551333333,-31.4634,-37.7236,-48.2927333333
195.89,-65.2776666666,-94.5369999999,-56.2964000001,-60.22686,-30.9258666667,-30.1851333333,-58.6110666667,-60.1852000001,-55.9259333333,-54.6296,-69.5372000001
