wavelength,Back_TacSurm,Belly_TacSurm,Breast_TacSurm,Crissum_TacSurm,Crown_TacSurm,DorTail_TacSurm,Patch10_TacSurm,Patch11_TacSurm,Rump_TacSurm,Throat_TacSurm,WingTip_TacSurm
311.49,3.5918,3.46213333334,3.87586666667,3.30608,2.10766666667,6.51673333333,31.8376,3.3254,2.29706666667,3.88893333333,5.63373333333
311.85,3.34506666667,3.23006666667,3.7166,3.08336333333,1.89686666667,6.2822,31.7994,3.1862,2.0528,3.6584,5.3584
312.22,3.3808,3.2116,3.70886666667,3.07337333333,1.9554,6.25693333333,32.1114666667,3.20126666667,2.03266666667,3.669,5.3348
312.59,3.36413333333,3.16246666667,3.70753333333,3.05249,1.99986666667,6.2208,32.3153333334,3.20453333333,1.96066666667,3.6728,5.2376
312.96,3.50673333333,3.17366666667,3.803,3.11427333333,2.07346666667,6.24166666667,32.5736666667,3.23826666667,2.02273333333,3.68646666667,5.21486666667
313.33,3.71006666667,3.2778,3.95733333333,3.32102666667,2.15333333333,6.35953333333,32.9512,3.3466,2.20966666667,3.8714,5.3512
313.70,3.7262,3.20233333333,3.9656,3.35290666667,2.1804,6.29873333333,32.9813333333,3.37753333333,2.14813333333,3.86273333333,5.3202
314.07,3.7356,3.08926666667,3.99113333333,3.34435333334,2.14646666667,6.24793333333,33.0662666667,3.335,2.12006666667,3.89873333333,5.2208
314.43,3.69113333333,3.016,4.043,3.31151333333,2.16186666667,6.12533333333,33.2369333333,3.19533333333,2.0924,3.84346666667,5.14253333333
314.80,3.605,2.99713333333,3.96553333333,3.29125,2.06726666667,6.0518,33.5962,3.05486666667,2.06893333333,3.76173333333,5.01233333333
315.17,3.50013333333,2.872,3.86626666667,3.12642,1.9634,5.9938,33.7438666667,2.93093333333,1.9314,3.56453333333,4.87813333333
315.54,3.7682,3.07846666666,4.1304,3.4726,2.1724,6.10453333333,34.0214666667,3.23693333333,2.2156,3.87293333333,5.19326666667
315.91,3.8168,3.08893333333,4.0558,3.42715333333,2.0908,6.07926666667,34.1196666667,3.17286666667,2.2386,3.94826666667,5.19426666667
316.28,3.70286666667,2.99506666667,3.98966666667,3.35298,2.02786666667,6.10953333333,34.3058666667,3.133,2.24853333333,3.90333333333,5.17566666667
316.64,3.96326666666,3.09046666667,4.2302,3.55049333333,2.14546666667,6.26086666667,34.7898,3.311,2.45886666667,4.11526666667,5.37713333333
317.01,3.99586666667,3.1788,4.2044,3.55838333333,2.25186666667,6.30186666667,34.9990666667,3.43,2.50326666667,4.20253333333,5.54046666667
317.38,3.77566666667,3.0746,4.07573333333,3.32232333333,2.1746,6.0892,35.1236666667,3.39906666667,2.31546666667,4.042,5.5436
317.75,3.92393333333,3.1908,4.16006666667,3.36908333333,2.33406666667,6.1586,35.4423333333,3.47946666667,2.42786666667,4.177,5.703
318.12,4.12893333333,3.5406,4.39686666667,3.62336666667,2.68853333333,6.34986666667,35.9802666667,3.78766666667,2.64886666666,4.38913333333,6.02
318.49,4.41673333333,3.78,4.60146666667,3.90793333333,2.9,6.57626666667,36.3350666667,4.14166666667,2.9038,4.68833333333,6.30113333333
318.85,4.2926,3.63726666667,4.442,3.74796333333,2.8576,6.43246666667,36.2719333333,4.153,2.75926666666,4.527,6.23606666667
319.22,4.33286666667,3.629,4.44126666667,3.72276,2.83226666667,6.39466666667,36.5116,4.14266666667,2.80553333333,4.4926,6.29573333333
319.59,4.26453333333,3.61173333333,4.38573333333,3.57246,2.77073333333,6.36713333333,36.7454666667,4.0554,2.74206666667,4.3682,6.20013333333
319.96,4.1592,3.53553333333,4.33153333333,3.51477333333,2.70706666667,6.26773333333,37.0529333333,3.98293333333,2.7224,4.23673333333,6.0568
320.32,3.989,3.3984,4.22806666667,3.34950666667,2.50453333333,5.98473333333,37.0232666666,3.74433333333,2.51426666667,4.02413333333,5.84853333333
320.69,3.62173333333,3.17506666667,3.82766666667,2.96611666667,2.2954,5.6646,36.8734666667,3.32446666667,2.10886666667,3.64706666667,5.5036
321.06,3.528,3.02006666667,3.8256,2.88545,2.1482,5.61,37.0734666666,3.15826666667,1.99646666666,3.48126666667,5.40773333334
321.43,3.57486666667,2.94213333333,3.74593333333,2.93026,2.00693333333,5.607,37.1452,3.06453333333,1.9642,3.43526666667,5.22273333333
321.80,3.42073333333,2.90066666667,3.74073333333,2.93932666667,1.82186666667,5.55093333333,37.4758,3.0482,1.87613333333,3.32946666667,5.0912
322.16,3.2168,2.60006666667,3.5636,2.74325,1.51306666667,5.3696,37.6891333333,2.7656,1.725,3.15693333333,4.83573333333
322.53,2.90786666667,2.2,3.18206666667,2.31005333333,1.19713333333,5.03186666667,37.5165333333,2.28946666667,1.39506666667,2.76526666667,4.45146666667
322.90,2.91686666667,2.15246666667,3.16153333333,2.33123,1.1846,4.95146666667,37.7206,2.1692,1.39946666667,2.71293333333,4.37966666667
323.27,2.88213333333,2.13026666667,3.05653333334,2.27196666667,1.16766666667,4.82526666667,37.6372666667,2.07753333333,1.35653333333,2.73866666667,4.25126666667
323.63,2.90513333334,2.11393333333,2.96193333333,2.26343333333,1.11906666667,4.78853333333,37.9249333333,2.03246666667,1.3514,2.6834,4.22093333333
324.00,3.0126,2.1896,3.016,2.32243333333,1.14846666666,4.91486666667,38.2186,2.1376,1.41126666667,2.80833333333,4.39786666667
324.37,3.4018,2.51753333333,3.18453333333,2.68298666667,1.4494,5.20566666667,38.594,2.44406666667,1.70013333333,3.1194,4.64746666667
324.74,3.5686,2.6162,3.2328,2.84683666667,1.49393333333,5.23926666667,38.7186666667,2.5516,1.8784,3.27013333333,4.798
325.10,3.65086666667,2.69753333333,3.24113333333,2.97214666667,1.5536,5.2816,38.8293333333,2.6502,1.90806666667,3.36886666667,4.8294
325.47,3.86753333333,2.96693333333,3.48253333333,3.22513333333,1.8306,5.5366,39.2255333333,2.90206666667,2.12326666667,3.6304,5.04533333333
325.84,4.08473333333,3.19673333333,3.64233333333,3.41307333333,2.07473333333,5.7786,39.3504,3.08433333333,2.2968,3.89126666667,5.2296
326.21,4.00946666667,3.20626666667,3.57833333333,3.39183666667,2.0496,5.74713333333,39.2482,3.056,2.18346666667,3.8328,5.23053333333
326.57,4.1198,3.42606666667,3.77366666667,3.61834333333,2.1994,5.9144,39.5443333333,3.3866,2.36133333333,4.03506666667,5.42386666667
326.94,4.1882,3.48346666667,3.80973333333,3.63921666667,2.2392,6.08226666667,39.5648666667,3.4746,2.42766666667,4.20286666667,5.52693333333
327.31,4.1846,3.45906666667,3.81386666667,3.65951333333,2.248,6.13886666667,39.8372,3.51873333333,2.3962,4.2298,5.5166
327.67,4.22233333333,3.46433333333,3.94153333333,3.70354,2.38766666667,6.2432,39.8602666667,3.58506666667,2.48513333333,4.3184,5.5566
328.04,4.47813333333,3.78353333333,4.26613333333,3.97745666667,2.71933333334,6.55853333333,40.1184,3.88006666667,2.76166666667,4.58186666667,5.83033333333
328.41,4.3336,3.63613333333,4.183,3.80058,2.5844,6.3816,40.1108,3.74113333333,2.65513333333,4.49326666667,5.74906666667
328.78,4.22686666667,3.57866666667,4.15786666667,3.69171333333,2.55073333333,6.28853333333,40.2790666667,3.74226666667,2.64246666667,4.41733333333,5.7288
329.14,4.18553333333,3.62506666667,4.257,3.65429333333,2.5924,6.24933333333,40.5162666666,3.718,2.7204,4.4474,5.74386666667
329.51,4.05613333333,3.45206666667,4.16806666667,3.51107,2.5108,6.13626666667,40.4062666667,3.5932,2.6136,4.29833333333,5.66426666667
329.88,3.8514,3.24306666667,4.08806666667,3.39109333333,2.35606666667,5.93526666667,40.5274,3.36126666667,2.47286666667,4.14573333333,5.56173333333
330.24,3.9254,3.2068,4.16753333333,3.39607333333,2.41073333333,5.94626666667,40.7596,3.4584,2.606,4.20213333333,5.55313333333
330.61,4.0028,3.27046666667,4.22553333333,3.46472333333,2.49753333333,6.0756,40.9611333333,3.49953333333,2.71546666667,4.24426666667,5.54253333333
330.98,4.27126666667,3.5574,4.51786666667,3.67329666667,2.81566666667,6.25126666666,41.3601333333,3.7824,2.94206666667,4.4366,5.7344
331.34,4.3586,3.66153333333,4.6412,3.81924333333,2.87213333333,6.32513333333,41.4446,3.87633333333,3.0266,4.46973333333,5.84773333333
331.71,4.24653333333,3.55866666666,4.50953333333,3.71979,2.70786666667,6.2204,41.7109333333,3.78953333333,2.85106666667,4.311,5.75586666667
332.08,3.89046666667,3.21726666667,4.14686666667,3.41627666667,2.35313333333,5.82826666667,41.5055333333,3.46006666667,2.5168,3.93306666667,5.37166666667
332.44,3.71166666667,3.07673333333,3.97346666667,3.28063,2.10046666666,5.67813333333,41.6716,3.31593333333,2.36673333333,3.71473333333,5.102
332.81,3.69646666667,3.01753333333,3.96913333333,3.26092333333,2.0304,5.6574,41.7549333333,3.2444,2.241,3.6994,4.97553333334
333.18,3.6228,2.91553333333,3.80946666667,3.14307333333,1.88153333333,5.56553333333,41.6904666667,3.1078,2.1468,3.54546666667,4.8904
333.54,3.77733333333,3.1074,3.96526666667,3.25501666667,1.98986666667,5.63526666667,41.7990666667,3.23353333333,2.32566666667,3.71273333333,4.9566
333.91,4.08366666667,3.4138,4.20653333333,3.49527666667,2.22826666667,5.86973333333,42.1818,3.55806666667,2.66353333333,3.96493333333,5.21273333333
334.28,4.16513333333,3.52406666667,4.3026,3.65096,2.2962,5.95213333333,42.3475333333,3.6864,2.78453333333,4.0638,5.3416
334.64,4.0094,3.28153333333,4.1442,3.44014666667,2.0576,5.6998,42.3548,3.4936,2.528,3.891,5.16046666667
335.01,3.86113333333,3.09413333333,4.04693333333,3.34740666667,1.8406,5.5552,42.2334,3.2946,2.3854,3.7352,5.001
335.38,3.89893333334,3.14173333333,4.05846666667,3.37224333333,1.9006,5.58633333333,42.3777333333,3.2958,2.4326,3.7944,5.01546666667
335.74,4.0972,3.3702,4.28286666667,3.63192333333,2.15606666667,5.83173333333,42.4246,3.52306666667,2.67086666667,4.0774,5.25746666667
336.11,4.10433333333,3.3418,4.2634,3.57104666667,2.15306666667,5.85593333333,42.5780666667,3.49033333333,2.6158,4.07173333333,5.21073333333
336.47,4.19433333333,3.39886666667,4.34506666667,3.62704666667,2.269,5.97033333333,42.6408666667,3.55466666667,2.66146666667,4.1636,5.39
336.84,4.31713333333,3.50313333333,4.45966666667,3.75434333334,2.3838,6.07526666667,42.7285333333,3.6456,2.80866666667,4.26253333333,5.52933333333
337.21,4.2826,3.4752,4.42906666667,3.77533,2.4006,6.07506666667,42.7992,3.65173333333,2.76,4.25226666667,5.51113333333
337.57,4.3096,3.5016,4.4478,3.80590333333,2.43626666667,6.134,43.0293333333,3.69266666667,2.79306666667,4.2392,5.56733333333
337.94,4.28086666667,3.45326666667,4.3808,3.77543333333,2.40693333333,6.1148,43.0588,3.63546666667,2.72166666667,4.19726666667,5.52446666667
338.31,4.2262,3.39973333333,4.29453333333,3.69379,2.3648,6.0864,42.9836,3.53153333333,2.60086666667,4.0722,5.39666666667
338.67,4.1344,3.35926666667,4.22226666667,3.66724666667,2.35906666667,6.05113333333,42.9932,3.4162,2.57413333333,4.02086666667,5.35106666667
339.04,4.0082,3.2668,4.086,3.55335333333,2.27166666666,5.914,43.101,3.3296,2.44473333333,3.94506666667,5.23426666667
339.40,3.82833333334,3.1406,3.909,3.40043,2.08713333333,5.76886666667,43.3295333333,3.23326666667,2.3144,3.7804,5.09326666667
339.77,3.76766666667,3.06586666667,3.78726666667,3.30078333333,1.9752,5.60913333333,43.3652,3.15673333333,2.26113333333,3.63513333333,4.96753333334
340.14,3.9116,3.1596,3.88713333333,3.47388333333,2.0836,5.67106666667,43.5545333333,3.25593333333,2.41026666667,3.76533333333,5.07526666667
340.50,4.003,3.20873333333,3.979,3.60309,2.19326666666,5.70906666667,43.7481333333,3.37193333333,2.5028,3.82906666667,5.12393333333
340.87,4.0196,3.26873333333,3.96453333333,3.64631666666,2.2242,5.73966666667,43.8078,3.44113333333,2.53666666667,3.8508,5.10246666667
341.23,4.0342,3.2804,3.976,3.64898,2.24473333333,5.78793333334,43.9570666667,3.4636,2.5386,3.86646666667,5.10673333333
341.60,3.95926666667,3.2276,3.84386666667,3.61084,2.20866666667,5.6994,43.9275333333,3.38513333333,2.40026666667,3.8004,5.02533333333
341.96,3.77126666667,3.0828,3.6932,3.43178333333,2.05573333333,5.5462,43.7770666667,3.22973333333,2.2106,3.62126666667,4.7718
342.33,3.71226666666,3.03233333333,3.6584,3.37614,1.98573333333,5.49093333333,43.8780666667,3.14293333333,2.1904,3.59273333334,4.73626666667
342.70,3.84946666667,3.15006666667,3.78493333333,3.51466333333,2.1086,5.56653333333,44.0804,3.24726666667,2.29193333333,3.69553333333,4.8546
343.06,3.88033333333,3.20253333333,3.8316,3.54314,2.1762,5.6124,44.2232666667,3.2316,2.33313333333,3.7346,4.90786666667
343.43,4.03153333334,3.35086666667,4.0368,3.71788666667,2.3768,5.7694,44.281,3.40446666666,2.4994,3.91666666667,5.11706666667
343.79,3.9758,3.27706666667,3.99313333333,3.68159666667,2.30913333333,5.729,44.4028666667,3.36793333333,2.3912,3.8882,5.07246666667
344.16,3.91426666667,3.26346666667,3.98173333333,3.67031,2.29346666667,5.69966666667,44.4245333333,3.3564,2.38833333333,3.88653333333,5.06793333333
344.52,3.84266666667,3.19473333333,3.84373333333,3.57363333333,2.20953333333,5.60166666667,44.2627333334,3.27546666667,2.31366666667,3.80493333334,4.9548
344.89,3.8818,3.21053333333,3.8652,3.58461,2.226,5.67473333333,44.4282,3.27706666667,2.36146666667,3.8204,4.97873333333
345.25,3.80306666667,3.1462,3.80633333333,3.46916,2.12593333333,5.56913333333,44.4736666667,3.1958,2.3394,3.75046666667,4.8914
345.62,3.75886666667,3.0672,3.7888,3.39414333333,2.04146666667,5.5628,44.5842666667,3.12466666667,2.34866666667,3.7332,4.8454
345.99,3.8566,3.11706666667,3.8392,3.48012666667,2.09506666667,5.62326666667,44.7588666667,3.16406666667,2.4796,3.85033333333,4.98473333333
346.35,4.00566666667,3.2426,3.9596,3.63364666666,2.25026666667,5.7634,45.0760666667,3.3082,2.64246666667,4.07253333333,5.10473333333
346.72,4.0728,3.33286666667,3.9844,3.64494666667,2.26706666667,5.83646666667,45.0932666667,3.40993333333,2.72346666666,4.07993333333,5.163
347.08,4.14886666667,3.40866666667,4.04653333333,3.71291333333,2.29486666667,5.878,45.2277333333,3.513,2.82033333333,4.08586666667,5.24106666667
347.45,4.10386666667,3.3556,3.96926666667,3.62371333333,2.23326666667,5.79413333333,45.2604,3.4602,2.7328,3.96193333333,5.1068
347.81,4.06686666667,3.34366666667,3.94753333333,3.55797666667,2.21033333333,5.75653333333,45.2368,3.39766666667,2.72606666667,3.92806666667,5.1174
348.18,4.0766,3.31206666667,3.92053333333,3.52239,2.1708,5.76066666667,45.3580666667,3.38273333333,2.66706666667,3.8934,5.11053333333
348.54,3.98953333333,3.26673333333,3.90446666667,3.47921333333,2.08226666666,5.7366,45.6234,3.32553333333,2.5956,3.79473333333,5.08186666667
348.91,3.86526666667,3.18346666667,3.83706666667,3.37874,1.98593333333,5.58186666667,45.6204666667,3.22526666667,2.45686666667,3.735,5.05133333334
349.27,4.0858,3.3848,4.036,3.63424,2.19893333333,5.7742,45.7118,3.46393333333,2.62426666667,3.93726666667,5.23026666667
349.64,4.0798,3.352,4.02893333333,3.62578666667,2.1624,5.66773333333,45.6748666667,3.39433333333,2.54653333333,3.8924,5.1676
350.00,4.0984,3.34253333333,4.0374,3.61368333333,2.162,5.63173333333,45.8054,3.40146666667,2.49493333333,3.87833333333,5.1488
350.37,4.1894,3.39853333333,4.094,3.6746,2.225,5.6604,45.7761333333,3.4774,2.5326,3.87026666667,5.18646666667
350.73,4.26706666667,3.43566666667,4.17333333333,3.76138666667,2.34046666667,5.72533333334,46.0106,3.55886666667,2.58913333333,3.97893333333,5.2616
351.10,4.30313333334,3.4334,4.17166666667,3.81146666667,2.38773333333,5.78586666667,46.1065333333,3.58006666667,2.59506666667,4.03326666667,5.29633333333
351.46,4.2842,3.3544,4.1346,3.78179,2.31013333333,5.71573333333,46.0612,3.4568,2.5522,3.96886666667,5.23406666667
351.83,4.3748,3.45133333333,4.19966666667,3.90710333333,2.42006666667,5.84733333333,46.3064,3.5044,2.63506666667,4.0276,5.27206666667
352.19,4.47886666667,3.57953333333,4.33166666667,4.01858,2.5548,5.9552,46.4856,3.55753333333,2.75086666667,4.086,5.36133333333
352.55,4.49533333333,3.58233333333,4.29333333333,3.98141666667,2.55293333333,5.92913333333,46.4518,3.53593333333,2.7294,4.10606666667,5.3336
352.92,4.415,3.5222,4.21733333333,3.90094666667,2.4808,5.883,46.5486,3.46226666667,2.66766666667,3.99893333333,5.2212
353.28,4.18613333333,3.36206666667,4.00153333333,3.71652666667,2.31806666667,5.7238,46.5111333333,3.221,2.50873333333,3.7906,5.08433333333
353.65,4.12246666667,3.41353333333,3.9736,3.73585333333,2.3482,5.78466666667,46.6954666667,3.2588,2.54413333333,3.80173333333,5.1244
354.01,4.02113333333,3.34933333333,3.91246666667,3.69765333333,2.31046666667,5.76306666667,46.7612,3.21706666667,2.5102,3.68826666667,5.06113333333
354.38,3.8814,3.25006666667,3.7934,3.57337333333,2.26733333333,5.6896,46.8481333333,3.0846,2.42826666667,3.5784,5.0062
354.74,3.7876,3.1894,3.72866666667,3.50239666667,2.1612,5.60913333333,46.8828666667,2.9388,2.34606666667,3.4774,4.93353333333
355.11,3.6546,3.09506666667,3.63033333333,3.38586,2.03306666667,5.48273333333,46.8256666667,2.8072,2.2416,3.3558,4.7952
355.47,3.54033333333,3.04746666667,3.57313333333,3.33201666667,1.9722,5.44426666667,46.9699333334,2.75066666667,2.1744,3.2912,4.7458
355.83,3.5434,3.03926666667,3.56346666667,3.29637333333,1.95633333333,5.38886666667,46.9542666667,2.78273333334,2.16126666667,3.29833333333,4.74686666667
356.20,3.59493333333,3.059,3.5772,3.31382333333,1.96566666667,5.39586666667,47.048,2.81946666667,2.19426666667,3.37593333333,4.75126666667
356.56,3.723,3.17046666667,3.70313333333,3.44943333333,2.065,5.55533333333,47.2885333333,2.93533333333,2.33753333333,3.51226666667,4.87513333333
356.93,3.76426666667,3.17166666667,3.72306666667,3.50435,2.09086666667,5.57933333334,47.3829333333,2.96893333333,2.36673333333,3.55166666667,4.91306666667
357.29,3.7754,3.17873333333,3.75513333333,3.48336,2.06313333333,5.582,47.4682,2.9936,2.32686666667,3.58793333333,4.91193333333
357.66,3.98526666667,3.35733333334,3.91246666667,3.63078666667,2.24333333333,5.71593333333,47.5852,3.19566666667,2.49553333333,3.789,5.088
358.02,4.11013333333,3.50066666667,4.01006666667,3.74087333333,2.3408,5.83053333333,47.5808666667,3.3416,2.58646666667,3.94306666667,5.22033333333
358.38,4.0594,3.44546666667,3.98793333333,3.68375666667,2.25093333333,5.7438,47.577,3.31353333333,2.4886,3.9026,5.16553333334
358.75,4.0118,3.3924,3.91573333333,3.60526666667,2.24606666667,5.7012,47.6376,3.29713333333,2.4352,3.86066666667,5.14293333333
359.11,4.13106666667,3.457,3.9858,3.67675666666,2.34893333333,5.8066,47.6981333333,3.40626666667,2.538,3.9686,5.21973333334
359.48,4.23373333333,3.52033333333,4.0624,3.75312666667,2.42126666666,5.87713333333,47.6892666667,3.5262,2.6268,4.09486666667,5.3098
359.84,4.2594,3.56326666666,4.1254,3.81298,2.43626666667,5.93806666667,47.8544,3.57946666667,2.68586666667,4.15206666667,5.35406666667
360.20,4.2216,3.52373333333,4.10646666667,3.78627,2.3896,5.87226666667,47.842,3.5744,2.68193333333,4.08053333334,5.33053333333
360.57,4.22553333333,3.5574,4.1276,3.81032,2.4272,5.86613333333,47.8684666667,3.60866666667,2.7044,4.1222,5.29786666667
360.93,4.2492,3.59186666667,4.1446,3.85346666667,2.4538,5.8938,47.9454666667,3.64446666667,2.7338,4.12446666667,5.334
361.29,4.17446666667,3.46986666667,4.04246666667,3.77307,2.36113333333,5.79733333333,47.9771333333,3.543,2.66213333333,4.01206666667,5.21293333333
361.66,3.96033333333,3.20566666667,3.8442,3.55835,2.1448,5.6002,47.9062666667,3.3212,2.4604,3.75786666666,4.9822
362.02,3.8768,3.12286666667,3.77206666667,3.47678666667,2.0936,5.5338,47.9862,3.22313333334,2.38673333333,3.67573333333,4.90546666667
362.39,3.84613333333,3.07946666667,3.69786666667,3.45228666667,2.04886666667,5.50246666667,48.0417333333,3.19146666667,2.35253333333,3.6274,4.86753333333
362.75,3.77526666667,2.9834,3.6056,3.38728,1.98366666667,5.41186666667,47.9144,3.14086666667,2.284,3.57893333333,4.7572
363.11,3.77973333333,2.99686666666,3.62066666667,3.39794,2.00046666667,5.38853333333,48.0106,3.1558,2.28733333333,3.56553333333,4.76413333333
363.48,3.821,3.01253333333,3.64406666667,3.42066666667,2.04853333333,5.43093333333,48.0924,3.154,2.32786666667,3.57186666667,4.76973333333
363.84,3.86093333333,3.0326,3.66453333333,3.44417,2.0876,5.41493333333,48.0783333333,3.1654,2.3326,3.59326666667,4.80733333333
364.20,3.8734,3.02806666667,3.6484,3.4351,2.11126666667,5.43386666667,48.1314666667,3.16586666666,2.30106666666,3.63413333333,4.82326666667
364.57,3.85626666667,3.00833333333,3.6224,3.38644,2.11346666667,5.39393333333,48.1392666667,3.11813333333,2.273,3.6114,4.8458
364.93,3.75133333333,2.88113333333,3.50553333333,3.23083666667,1.98546666667,5.26473333333,47.9968666667,2.97653333333,2.1304,3.5332,4.71226666667
365.29,3.9254,3.0388,3.69786666667,3.36020333333,2.15626666667,5.4038,48.1550666667,3.13726666667,2.28273333333,3.69453333333,4.865
365.66,4.07933333334,3.1886,3.84186666667,3.48627,2.317,5.52926666667,48.2462666666,3.26693333333,2.42753333334,3.86233333333,5.01866666667
366.02,4.1626,3.2414,3.9038,3.53464666667,2.34673333333,5.5518,48.2031333333,3.31046666666,2.51093333333,3.89626666667,5.08766666667
366.38,4.29613333333,3.38213333333,4.04653333333,3.62746333333,2.4816,5.6758,48.2364,3.43,2.6784,4.0554,5.2364
366.75,4.3478,3.4672,4.1502,3.68415,2.50753333333,5.77986666667,48.3934666667,3.4962,2.74293333333,4.1026,5.3448
367.11,4.3056,3.43353333333,4.13246666667,3.64609333333,2.456,5.73833333333,48.4402666667,3.448,2.69213333333,4.0846,5.3234
367.47,4.3208,3.48013333333,4.16293333333,3.69911666667,2.45493333333,5.76186666667,48.607,3.51213333333,2.7136,4.14553333333,5.35786666667
367.84,4.27073333333,3.41206666667,4.08966666667,3.62465333333,2.39393333333,5.7378,48.6664666667,3.46813333333,2.67773333333,4.06933333333,5.26933333333
368.20,4.2366,3.4084,4.07426666667,3.62328,2.39513333333,5.76033333333,48.687,3.4512,2.65953333333,4.03846666667,5.21913333333
368.56,4.211,3.3682,4.0408,3.59368333333,2.32166666667,5.73693333333,48.6848666667,3.41986666667,2.59326666667,3.96873333333,5.1468
368.93,4.30533333333,3.4668,4.13753333333,3.69402,2.39073333333,5.81293333333,48.828,3.51733333333,2.69693333333,4.01453333333,5.22
369.29,4.26113333333,3.43546666667,4.04986666667,3.67358,2.36873333333,5.77093333333,48.7613333333,3.4828,2.6634,3.97846666667,5.20833333333
369.65,4.20506666667,3.40606666667,3.987,3.64016,2.2878,5.7168,48.8249333333,3.44826666667,2.60066666667,3.90726666667,5.13906666667
370.01,4.1282,3.2974,3.88326666666,3.58746666667,2.221,5.644,48.8995333333,3.383,2.4998,3.84386666667,5.00873333333
370.38,4.15873333333,3.32346666667,3.89233333333,3.64790333334,2.23266666667,5.64486666667,48.92,3.38006666667,2.49913333333,3.82953333333,4.99186666667
370.74,4.24433333333,3.4114,3.96853333334,3.76931,2.31073333333,5.68633333333,48.9889333333,3.4438,2.57713333333,3.93806666667,5.03746666667
371.10,4.24993333333,3.41046666667,3.96253333333,3.77223666667,2.30453333333,5.72446666667,49.0719333333,3.48306666667,2.59126666667,3.93766666667,5.04493333333
371.46,4.18366666667,3.3554,3.89,3.69644,2.2872,5.6512,48.9939333333,3.38993333333,2.54633333333,3.83813333333,4.98733333333
371.83,4.14146666667,3.30746666667,3.866,3.66162333333,2.264,5.58493333333,48.9168666667,3.3372,2.52113333333,3.80706666667,4.94526666666
372.19,4.14733333333,3.31026666667,3.8732,3.68476666667,2.27586666667,5.55993333333,48.9806,3.361,2.566,3.8068,5.0082
372.55,4.18106666667,3.3222,3.92413333333,3.72998666667,2.36633333333,5.5972,49.1122666667,3.41913333333,2.65213333333,3.82706666667,5.06886666667
372.92,4.18766666667,3.32286666667,3.96593333333,3.75802,2.43373333333,5.61073333333,49.1665333333,3.4374,2.6902,3.8646,5.103
373.28,4.27413333333,3.4378,4.10186666667,3.90365666666,2.54,5.73433333333,49.2621333333,3.53233333333,2.8102,4.0066,5.1876
373.64,4.28906666667,3.46486666667,4.14506666667,3.94826,2.588,5.78213333333,49.2964666667,3.55846666667,2.83633333333,4.07933333333,5.2204
374.00,4.3126,3.48093333333,4.1882,3.94115,2.58426666667,5.794,49.3499333333,3.57733333333,2.8526,4.10646666667,5.2294
374.37,4.30966666667,3.49406666667,4.2348,3.92546,2.58626666667,5.80693333333,49.4458,3.61226666667,2.83526666667,4.1262,5.23233333333
374.73,4.2866,3.45873333333,4.19326666667,3.87394333333,2.55266666667,5.77426666667,49.4024,3.55666666667,2.80806666667,4.08126666667,5.1888
375.09,4.2528,3.41146666667,4.14393333333,3.83378,2.527,5.71986666667,49.3858666667,3.48513333333,2.75773333333,4.04946666667,5.1284
375.45,4.23893333333,3.40866666667,4.1236,3.8208,2.49706666667,5.70806666667,49.5626,3.5104,2.74513333333,4.0766,5.14753333333
375.81,4.21546666667,3.38873333333,4.09593333333,3.81617666667,2.4934,5.69626666667,49.6856666667,3.46906666667,2.70586666667,4.07106666667,5.1468
376.18,4.1494,3.3256,4.0664,3.74674,2.4366,5.6448,49.6317333333,3.3752,2.62366666667,4.03286666667,5.05466666667
376.54,4.07726666667,3.291,4.0118,3.69209,2.374,5.60826666667,49.586,3.3116,2.56586666667,4.01826666667,5.0296
376.90,4.08346666667,3.3102,3.99786666667,3.68634,2.40366666667,5.6444,49.6006666667,3.33113333333,2.58713333333,4.02886666667,5.046
377.26,4.06846666667,3.29253333333,3.97666666667,3.65606333333,2.39506666667,5.63586666667,49.5932666667,3.3102,2.5806,3.98173333333,5.04993333333
377.63,4.119,3.32626666667,3.98946666667,3.68672,2.42886666667,5.67126666667,49.6569333333,3.34486666667,2.62266666667,3.97113333333,5.1054
377.99,4.15806666667,3.3878,4.03406666667,3.73227333333,2.50586666667,5.72066666667,49.7092,3.38586666667,2.65866666667,4.02953333333,5.18326666667
378.35,4.13513333333,3.3646,4.02073333333,3.72396333333,2.5102,5.71826666667,49.8257333333,3.35746666667,2.6684,4.0532,5.19286666667
378.71,4.16026666667,3.36846666667,4.022,3.72895,2.51126666667,5.72306666667,49.9374,3.36146666666,2.67633333333,4.07013333333,5.21766666666
379.07,4.23713333333,3.4452,4.07413333333,3.81679666667,2.60306666667,5.79146666667,50.0149333333,3.4376,2.76506666667,4.16053333333,5.29913333333
379.44,4.25966666667,3.446,4.08853333333,3.82863666667,2.6112,5.79233333333,49.9134,3.43626666667,2.7612,4.15426666667,5.29973333333
379.80,4.2552,3.43766666666,4.0768,3.82303,2.58613333333,5.7816,49.8677333333,3.46633333333,2.78126666667,4.13286666666,5.3124
380.16,4.29433333333,3.46813333333,4.10433333333,3.84667666667,2.60366666667,5.8022,49.8522666667,3.52893333333,2.8354,4.15933333333,5.36113333333
380.52,4.32086666667,3.47526666667,4.0912,3.85806333333,2.59046666667,5.7996,49.8762666667,3.5322,2.83093333333,4.14006666667,5.3426
380.88,4.35486666667,3.48553333333,4.08453333333,3.87949,2.57573333333,5.80913333333,49.913,3.53153333333,2.82746666667,4.123,5.35806666667
