wavelength,Back_EmbDuim,Belly_EmbDuim,Breast_EmbDuim,Crissum_EmbDuim,Crown_EmbDuim,DorTail_EmbDuim,Patch10_EmbDuim,Patch11_EmbDuim,Rump_EmbDuim,Throat_EmbDuim,WingTip_EmbDuim
354.38,6.33066666667,17.3986666667,8.04166666667,6.294,4.206,5.69466666667,7.047,3.55133333333,4.28866666667,18.22,9.38166666667
354.74,6.511,17.671,8.18,6.38366666667,4.254,5.765,7.209,3.708,4.48706666667,18.551,9.436
355.11,6.43933333333,17.578,8.16033333333,6.37933333333,4.16366666667,5.68833333333,7.24933333333,3.687,4.59626666667,18.567,9.35766666667
355.47,6.502,17.5683333333,8.02533333333,6.23933333333,3.928,5.498,7.103,3.70033333333,4.5524,18.5486666667,9.49066666667
355.83,6.36466666667,17.6703333333,7.92,6.17566666667,4.00866666667,5.39233333333,7.045,3.81966666667,4.46473333333,18.6423333333,9.37233333333
356.20,6.16533333333,17.4633333333,7.72466666667,5.65466666667,3.691,5.15533333333,6.74266666667,3.64666666667,4.26673333333,18.3216666667,9.13266666667
356.56,6.48,17.8336666667,8.08633333333,5.78466666667,3.886,5.47566666667,6.927,3.875,4.57473333333,18.6783333333,9.35
356.93,6.42333333333,17.8426666667,8.18066666667,5.623,3.812,5.40133333333,7.06133333333,3.812,4.62633333333,18.7943333333,9.224
357.29,6.54166666667,17.988,8.23166666667,5.51466666667,3.76566666667,5.43933333333,7.16733333333,3.79766666667,4.6728,18.908,9.248
357.66,6.386,17.972,8.02733333333,5.37466666667,3.77566666667,5.237,6.98433333333,3.88133333333,4.50313333333,18.8456666667,9.21333333333
358.02,6.35266666667,17.8856666667,7.93266666667,5.238,3.72533333333,5.144,6.923,3.74166666667,4.45946666667,18.901,9.27266666667
358.38,6.16666666667,17.8553333333,7.95033333333,5.099,3.599,5.20766666667,6.904,3.85666666667,4.39286666667,18.964,9.322
358.75,6.31366666667,18.0246666667,7.997,5.251,3.76433333333,5.21566666667,7.13533333333,4.09133333333,4.5866,19.0833333333,9.45333333333
359.11,6.47166666667,18.133,8.07833333333,5.49533333333,3.85933333333,5.30333333333,7.186,4.07133333333,4.62306666667,19.1633333333,9.51733333333
359.48,6.59566666667,18.348,8.37533333333,5.70366666667,4.18766666667,5.56433333333,7.483,4.341,4.94466666667,19.5853333333,9.68
359.84,6.64166666667,18.2673333333,8.38233333333,5.80166666667,4.219,5.61033333333,7.61233333333,4.25666666667,4.9482,19.6253333333,9.81966666667
360.20,6.53166666667,18.379,8.47266666667,6.05966666667,4.24066666667,5.629,7.643,4.218,5.01746666667,19.8256666667,9.92
360.57,6.20633333333,17.9893333333,8.218,5.74,4.05366666667,5.339,7.53133333333,3.904,4.6676,19.5296666667,9.745
360.93,6.14833333333,18.066,8.189,5.79966666667,4.08166666667,5.33466666667,7.49566666667,3.82766666667,4.67033333333,19.5296666667,9.709
361.29,6.09866666667,18.068,8.17633333333,5.87066666667,4.15566666667,5.31033333333,7.47266666667,3.91133333333,4.67913333333,19.5473333333,9.79466666667
361.66,6.31266666667,18.128,8.34366666667,6.01133333333,4.368,5.54466666667,7.75333333333,4.03766666667,4.88326666667,19.6516666667,9.95766666667
362.02,6.11633333333,18.018,8.227,5.941,4.29933333333,5.42633333333,7.65533333333,3.95233333333,4.75673333333,19.6226666667,9.76233333333
362.39,6.13233333333,17.9883333333,8.18466666667,5.942,4.307,5.45666666667,7.695,3.902,4.75126666667,19.6723333333,9.654
362.75,5.90066666667,17.7256666667,8.05533333333,5.848,4.18833333333,5.3,7.41833333333,3.66033333333,4.49546666667,19.5316666667,9.569
363.11,5.867,17.7973333333,8.04333333333,5.749,4.23433333333,5.27533333333,7.533,3.72766666667,4.58026666667,19.6756666667,9.693
363.48,5.79133333333,17.7896666667,7.99633333333,5.73733333333,4.23866666667,5.11466666667,7.394,3.56633333333,4.4856,19.463,9.50733333333
363.84,5.826,17.9926666667,8.048,5.691,4.296,5.143,7.331,3.65466666667,4.59306666667,19.4553333333,9.33366666667
364.20,5.99166666667,17.9613333333,8.06033333333,5.63433333333,4.348,5.075,7.303,3.66,4.57713333333,19.4023333333,9.33766666667
364.57,6.048,17.9986666667,8.02733333333,5.59133333333,4.27466666667,4.96366666667,7.303,3.722,4.6128,19.4076666667,9.133
364.93,6.058,18.0006666667,8.03133333333,5.59933333333,4.26766666667,4.94466666667,7.36333333333,3.871,4.72373333333,19.386,9.11866666667
365.29,5.96333333333,17.8626666667,7.954,5.522,4.22033333333,4.79666666667,7.25566666667,3.70666666667,4.66266666667,19.2406666667,8.92666666667
365.66,5.745,17.814,7.72533333333,5.27633333333,3.897,4.48433333333,6.91066666667,3.58266666667,4.4142,19.2616666667,8.75
366.02,6.04966666667,17.9946666667,7.85666666667,5.25566666667,3.89633333333,4.62633333333,7.058,3.75466666667,4.61426666667,19.3953333333,8.915
366.38,6.03833333333,18.1466666667,7.84033333333,5.31566666667,3.87433333333,4.643,7.02133333333,3.74633333333,4.68386666667,19.4273333333,9.039
366.75,6.04933333333,18.234,7.83133333333,5.284,3.82633333333,4.72,7.05233333333,3.81266666667,4.74566666667,19.4116666667,8.95433333333
367.11,5.965,18.2823333333,7.81266666667,5.24866666667,3.87433333333,4.83466666667,7.00433333333,3.865,4.7806,19.4446666667,9.031
367.47,6.05533333333,18.399,7.886,5.332,4.04566666667,5.071,7.15366666667,4.08233333333,4.87693333333,19.6666666667,9.31833333333
367.84,6.18833333333,18.4313333333,7.90733333333,5.48666666667,4.139,5.13833333333,7.325,4.10266666667,4.9818,19.7883333333,9.57566666667
368.20,6.194,18.5323333333,8.03466666667,5.59,4.31233333333,5.324,7.467,4.22566666667,5.05706666667,19.8463333333,9.58633333333
368.56,6.36866666667,18.8316666667,8.229,5.893,4.467,5.48166666667,7.667,4.357,5.23646666667,20.066,9.83866666667
368.93,6.31133333333,18.9476666667,8.08366666667,5.80766666667,4.42433333333,5.496,7.44266666667,4.287,5.0528,20.1246666667,9.87433333333
369.29,6.29433333333,19.1806666667,8.04066666667,5.88333333333,4.466,5.723,7.46033333333,4.37,5.1344,20.374,9.947
369.65,6.40766666667,19.508,8.33333333333,6.104,4.70833333333,5.99966666667,7.73066666667,4.53566666667,5.396,20.4773333333,10.0056666667
370.01,6.22433333333,19.4836666667,8.38633333333,6.17033333333,4.828,6.08033333333,7.62933333333,4.46333333333,5.34506666667,20.4613333333,9.98066666667
370.38,6.26366666667,19.5103333333,8.471,6.14266666667,4.932,6.05833333333,7.59066666667,4.44533333333,5.25306666667,20.5513333333,9.85133333333
370.74,6.34966666667,19.633,8.534,6.075,5.1,6.12766666667,7.57233333333,4.51966666667,5.38433333333,20.6523333333,9.832
371.10,6.353,19.674,8.53966666667,5.94466666667,4.98766666667,5.98433333333,7.59566666667,4.53566666667,5.26253333333,20.662,9.61966666667
371.46,6.147,19.5373333333,8.339,5.763,4.724,5.68433333333,7.47,4.32233333333,5.05393333333,20.5453333333,9.41266666667
371.83,5.81633333333,19.5096666667,8.19066666667,5.433,4.43066666667,5.35433333333,7.267,4.18266666667,4.80373333333,20.42,9.03566666667
372.19,5.65666666667,19.5036666667,8.203,5.262,4.238,5.30566666667,7.28366666667,4.09933333333,4.74473333333,20.5186666667,8.96666666667
372.55,5.42066666667,19.295,8.09,5.06166666667,4.11866666667,5.386,7.086,3.88933333333,4.64613333333,20.4456666667,8.873
372.92,5.44733333333,19.2673333333,8.18833333333,5.003,4.18,5.30466666667,7.119,3.952,4.724,20.504,8.83833333333
373.28,5.43966666667,19.1326666667,8.21066666667,4.95733333333,4.12666666667,5.147,7.15666666667,3.90733333333,4.7028,20.4966666667,8.83033333333
373.64,5.309,18.9546666667,8.082,4.91666666667,3.933,4.94266666667,6.974,3.64866666667,4.4922,20.4986666667,8.742
374.00,5.265,18.98,8.04433333333,4.86366666667,3.75466666667,4.734,6.87466666667,3.55633333333,4.35273333333,20.6803333333,8.63533333333
374.37,5.158,18.98,8.05433333333,4.80166666667,3.729,4.71133333333,6.82733333333,3.596,4.5168,20.7433333333,8.74966666667
374.73,4.97533333333,19.0076666667,8.01566666667,4.74533333333,3.555,4.59233333333,6.78666666667,3.49933333333,4.3706,20.8186666667,8.74266666667
375.09,4.753,18.777,7.96333333333,4.69833333333,3.466,4.62733333333,6.69333333333,3.353,4.327,20.772,8.68433333333
375.45,4.84733333333,18.8903333333,8.098,4.75266666667,3.46533333333,4.88033333333,6.66666666667,3.41566666667,4.48173333333,20.9693333333,8.62633333333
375.81,4.95166666667,18.9453333333,8.21666666667,4.91133333333,3.57066666667,5.129,6.73533333333,3.48233333333,4.53706666667,21.1553333333,8.83666666667
376.18,4.97033333333,18.9506666667,8.12633333333,4.96633333333,3.58966666667,5.07666666667,6.73366666667,3.456,4.57773333333,21.2583333333,8.94266666667
376.54,5.192,19.2376666667,8.40166666667,5.14233333333,3.74966666667,5.21166666667,6.97066666667,3.69933333333,4.749,21.568,9.16166666667
376.90,5.16433333333,19.2713333333,8.45466666667,5.19833333333,3.68366666667,5.31966666667,7.114,3.597,4.68213333333,21.683,9.155
377.26,5.10433333333,19.4033333333,8.491,5.24566666667,3.569,5.39833333333,7.09366666667,3.636,4.68173333333,21.661,9.10166666667
377.63,5.155,19.505,8.54833333333,5.265,3.65466666667,5.504,7.188,3.80533333333,4.74146666667,21.7186666667,9.214
377.99,5.25366666667,19.538,8.636,5.27866666667,3.72333333333,5.645,7.36733333333,3.836,4.8474,21.7463333333,9.35766666667
378.35,5.20333333333,19.4883333333,8.60233333333,5.23933333333,3.56866666667,5.54966666667,7.37866666667,3.69466666667,4.6966,21.758,9.27366666667
378.71,5.18933333333,19.3813333333,8.54033333333,5.27166666667,3.512,5.49066666667,7.40066666667,3.652,4.65206666667,21.6463333333,9.21733333333
379.07,5.37633333333,19.5083333333,8.73033333333,5.42233333333,3.67433333333,5.622,7.591,3.84166666667,4.7784,21.808,9.364
379.44,5.357,19.5413333333,8.66166666667,5.41,3.644,5.463,7.60366666667,3.80033333333,4.65886666667,21.7493333333,9.47166666667
379.80,5.26233333333,19.4956666667,8.639,5.38233333333,3.514,5.319,7.643,3.72266666667,4.5872,21.696,9.51833333333
380.16,5.243,19.5956666667,8.78433333333,5.42666666667,3.47066666667,5.395,7.66866666667,3.72833333333,4.5292,21.6536666667,9.49766666667
380.52,5.05666666667,19.5566666667,8.68766666667,5.28633333333,3.32433333333,5.24366666667,7.541,3.561,4.3332,21.5186666667,9.337
380.88,4.92466666667,19.6176666667,8.65,5.315,3.25366666667,5.143,7.454,3.54933333333,4.28666666667,21.4963333333,9.22333333333
381.24,4.68833333333,19.4726666667,8.44433333333,5.05533333333,3.07033333333,4.793,7.30666666667,3.284,4.0606,21.451,9.03933333333
381.61,4.62866666667,19.507,8.51333333333,5.033,3.04766666667,4.69766666667,7.33033333333,3.16833333333,4.0416,21.572,8.98366666667
381.97,4.466,19.6553333333,8.606,5.05166666667,3.095,4.63,7.32066666667,3.21833333333,4.02,21.746,8.91066666667
382.33,4.463,19.7803333333,8.61666666667,5.13466666667,3.13866666667,4.688,7.36966666667,3.22633333333,4.0524,21.8,8.828
382.69,4.39066666667,19.8543333333,8.63633333333,5.17,3.15266666667,4.66466666667,7.342,3.159,3.98606666667,21.8843333333,8.808
383.05,4.08733333333,19.8513333333,8.384,4.91566666667,2.86866666667,4.329,7.02133333333,2.774,3.70573333333,21.6803333333,8.53066666667
383.41,3.90466666667,19.7986666667,8.30433333333,4.87,2.794,4.29033333333,6.943,2.68766666667,3.55786666667,21.691,8.42333333333
383.77,3.81533333333,19.773,8.254,4.76933333333,2.70566666667,4.21933333333,6.74066666667,2.63566666667,3.49813333333,21.741,8.276
384.14,3.60566666667,19.6713333333,8.03733333333,4.57566666667,2.61966666667,3.96866666667,6.51,2.37533333333,3.30033333333,21.7153333333,8.05
384.50,3.67366666667,19.7483333333,8.034,4.66466666667,2.65833333333,3.94766666667,6.42766666667,2.40933333333,3.38406666667,21.7793333333,8.037
384.86,3.699,19.7096666667,8.057,4.70533333333,2.67466666667,3.93466666667,6.437,2.39033333333,3.41853333333,21.8886666667,8.093
385.22,3.88666666667,19.9296666667,8.34133333333,4.928,2.82433333333,4.089,6.571,2.52033333333,3.514,22.0456666667,8.19266666667
385.58,3.885,19.942,8.33133333333,4.96633333333,2.839,4.08166666667,6.49733333333,2.545,3.5074,22.14,8.21666666667
385.94,3.87466666667,19.9693333333,8.26333333333,4.97266666667,2.739,4.055,6.42533333333,2.45733333333,3.423,21.985,8.13566666667
386.30,3.862,20.0506666667,8.352,4.991,2.74466666667,4.02933333333,6.431,2.46833333333,3.3916,22.029,8.217
386.66,4.00866666667,20.1006666667,8.48166666667,5.0,2.768,4.16366666667,6.47033333333,2.57866666667,3.4954,22.181,8.23833333333
387.03,4.12566666667,20.2096666667,8.59933333333,5.13433333333,2.82633333333,4.31966666667,6.54766666667,2.71533333333,3.62426666667,22.4493333333,8.39066666667
387.39,4.24466666667,20.348,8.76066666667,5.17266666667,2.88333333333,4.43133333333,6.61566666667,2.79,3.798,22.5633333333,8.41
387.75,4.34866666667,20.567,8.855,5.24266666667,2.99766666667,4.495,6.706,2.81733333333,3.84613333333,22.6933333333,8.40633333333
388.11,4.475,20.7333333333,8.98633333333,5.37833333333,3.01533333333,4.60966666667,6.833,2.93933333333,3.96326666667,22.7976666667,8.416
388.47,4.48,20.7216666667,9.09866666667,5.39633333333,2.99466666667,4.66633333333,6.859,2.942,3.8814,22.9196666667,8.43566666667
388.83,4.43,20.8883333333,9.15933333333,5.37566666667,2.911,4.64633333333,6.77233333333,2.911,3.84626666667,22.918,8.41933333333
389.19,4.434,21.0376666667,9.104,5.34966666667,2.964,4.70566666667,6.77033333333,2.92866666667,3.82153333333,23.0363333333,8.479
389.55,4.38,21.1763333333,9.19766666667,5.318,2.97,4.76666666667,6.79533333333,2.89466666667,3.8328,23.0833333333,8.451
389.91,4.46566666667,21.2643333333,9.34933333333,5.32,3.03366666667,4.81166666667,6.87966666667,2.96233333333,3.89373333333,23.2443333333,8.487
390.27,4.41633333333,21.33,9.31333333333,5.26466666667,3.00033333333,4.81033333333,6.82566666667,2.89266666667,3.81906666667,23.2893333333,8.42266666667
390.63,4.30833333333,21.4456666667,9.31966666667,5.23933333333,2.92566666667,4.66133333333,6.79066666667,2.79133333333,3.75593333333,23.412,8.41966666667
391.00,4.42666666667,21.6813333333,9.45133333333,5.39433333333,3.07433333333,4.70666666667,6.83566666667,2.88066666667,3.81953333333,23.5483333333,8.47833333333
391.36,4.417,21.666,9.45,5.41266666667,3.11733333333,4.57566666667,6.798,2.82833333333,3.7352,23.6063333333,8.50966666667
391.72,4.42,21.675,9.49666666667,5.435,3.09533333333,4.61066666667,6.73766666667,2.77833333333,3.66326666667,23.7056666667,8.54566666667
392.08,4.52933333333,21.788,9.60366666667,5.47333333333,3.15233333333,4.66866666667,6.75233333333,2.81733333333,3.69986666667,23.8883333333,8.655
392.44,4.43966666667,21.8396666667,9.483,5.38233333333,3.136,4.54266666667,6.71233333333,2.744,3.66366666667,23.8553333333,8.586
392.80,4.52033333333,21.8603333333,9.54733333333,5.43366666667,3.222,4.57,6.727,2.77966666667,3.66713333333,24.007,8.596
393.16,4.44833333333,21.799,9.527,5.39933333333,3.14166666667,4.517,6.602,2.71266666667,3.60046666667,24.0423333333,8.52933333333
393.52,4.47366666667,21.744,9.51933333333,5.361,3.08466666667,4.417,6.45133333333,2.65333333333,3.51813333333,24.014,8.474
393.88,4.59833333333,21.8366666667,9.59,5.50333333333,3.13933333333,4.485,6.42966666667,2.69166666667,3.59513333333,24.1886666667,8.565
394.24,4.701,21.9146666667,9.69466666667,5.571,3.17333333333,4.429,6.37966666667,2.743,3.65706666667,24.2556666667,8.548
394.60,4.81466666667,22.031,9.79333333333,5.65466666667,3.294,4.52933333333,6.447,2.80133333333,3.74213333333,24.4586666667,8.59633333333
394.96,4.88366666667,22.1006666667,9.84166666667,5.65266666667,3.322,4.581,6.51,2.885,3.79873333333,24.582,8.60233333333
395.32,4.88933333333,22.288,9.91466666667,5.76633333333,3.29833333333,4.67666666667,6.568,2.93733333333,3.90246666667,24.748,8.61433333333
395.68,4.864,22.29,9.89566666667,5.77066666667,3.257,4.59666666667,6.561,2.946,3.96406666667,24.77,8.622
396.04,4.75933333333,22.389,9.86366666667,5.79566666667,3.24966666667,4.57533333333,6.51866666667,2.92633333333,3.96393333333,24.793,8.66766666667
396.40,4.95133333333,22.588,10.073,5.965,3.389,4.716,6.54333333333,3.00833333333,4.06106666667,25.0303333333,8.817
396.76,4.93033333333,22.692,10.124,5.95466666667,3.41366666667,4.67433333333,6.559,2.99333333333,4.0766,25.1386666667,8.846
397.12,5.03066666667,22.7956666667,10.268,5.99833333333,3.457,4.664,6.58666666667,3.05533333333,4.13526666667,25.2,8.934
397.48,5.20966666667,23.0113333333,10.352,6.16733333333,3.59633333333,4.838,6.76066666667,3.24466666667,4.3132,25.43,9.058
397.84,5.159,23.0453333333,10.39,6.13133333333,3.60433333333,4.76333333333,6.69866666667,3.25866666667,4.3088,25.4756666667,9.02166666667
398.20,5.22466666667,23.178,10.45,6.23266666667,3.65266666667,4.79366666667,6.758,3.333,4.36513333333,25.7313333333,9.135
398.56,5.13766666667,23.1983333333,10.4796666667,6.20166666667,3.63033333333,4.709,6.65733333333,3.261,4.23906666667,25.7156666667,9.11266666667
398.92,4.97733333333,23.1016666667,10.438,6.093,3.53066666667,4.568,6.57333333333,3.06466666667,4.05566666667,25.6663333333,9.01533333333
399.28,4.97766666667,23.0446666667,10.4473333333,5.938,3.49566666667,4.44633333333,6.45466666667,2.925,3.9448,25.6796666667,8.91166666667
399.64,5.10066666667,23.2343333333,10.6066666667,6.009,3.65033333333,4.605,6.587,3.03833333333,4.02926666667,25.8766666667,8.99433333333
400.00,5.22333333333,23.3126666667,10.7273333333,6.08933333333,3.79133333333,4.69366666667,6.65066666667,3.16466666667,4.11746666667,26.066,9.007
400.36,5.138,23.2806666667,10.71,6.06533333333,3.68133333333,4.57933333333,6.64066666667,3.13966666667,4.10386666667,26.088,8.88966666667
400.72,5.20466666667,23.3713333333,10.72,6.094,3.684,4.62833333333,6.61733333333,3.18466666667,4.168,26.0896666667,8.91266666667
401.08,5.26,23.4596666667,10.7483333333,6.17733333333,3.753,4.70633333333,6.672,3.24933333333,4.293,26.2216666667,8.90833333333
401.44,5.178,23.4716666667,10.808,6.134,3.68266666667,4.59866666667,6.572,3.16233333333,4.22433333333,26.281,8.86766666667
401.80,5.161,23.5033333333,10.7583333333,6.10766666667,3.664,4.588,6.57433333333,3.13966666667,4.19246666667,26.2996666667,8.823
402.16,5.092,23.591,10.803,6.112,3.63966666667,4.64333333333,6.57366666667,3.14566666667,4.167,26.3043333333,8.81133333333
402.52,5.14066666667,23.7123333333,10.7903333333,6.08733333333,3.60266666667,4.694,6.56133333333,3.16466666667,4.24566666667,26.3813333333,8.79433333333
402.88,5.299,23.9013333333,10.8533333333,6.22933333333,3.70366666667,4.79533333333,6.635,3.28333333333,4.42226666667,26.5893333333,8.84666666667
403.24,5.297,23.9793333333,10.8366666667,6.25266666667,3.74033333333,4.82866666667,6.58366666667,3.40066666667,4.41213333333,26.6753333333,8.89
403.60,5.28,24.0123333333,10.8423333333,6.24366666667,3.724,4.751,6.505,3.403,4.39626666667,26.7316666667,8.864
403.95,5.31033333333,24.088,10.9016666667,6.278,3.72833333333,4.74433333333,6.52866666667,3.40066666667,4.41313333333,26.8486666667,8.88566666667
404.31,5.35333333333,24.2716666667,11.004,6.38066666667,3.81833333333,4.83566666667,6.58366666667,3.52333333333,4.5152,27.0666666667,8.99266666667
404.67,5.49966666667,24.2923333333,11.0876666667,6.498,3.897,4.91033333333,6.66033333333,3.584,4.55366666667,27.185,9.03933333333
405.03,5.531,24.3446666667,11.0763333333,6.48566666667,3.87633333333,4.88366666667,6.65733333333,3.562,4.53733333333,27.299,9.02833333333
405.39,5.67033333333,24.497,11.14,6.59066666667,4.01633333333,4.98766666667,6.742,3.68,4.6268,27.3983333333,9.10833333333
405.75,5.63833333333,24.6103333333,11.1216666667,6.60966666667,4.03333333333,5.00633333333,6.70566666667,3.666,4.62266666667,27.5333333333,9.155
406.11,5.63733333333,24.555,11.0483333333,6.52233333333,4.04333333333,4.91266666667,6.61233333333,3.61466666667,4.58346666667,27.5203333333,9.11233333333
406.47,5.63966666667,24.4946666667,11.0953333333,6.56133333333,4.07366666667,4.87266666667,6.61433333333,3.64066666667,4.59,27.5916666667,9.119
406.83,5.64033333333,24.499,11.149,6.57833333333,4.069,4.87366666667,6.525,3.65233333333,4.54333333333,27.6093333333,9.18033333333
407.19,5.73033333333,24.5803333333,11.2366666667,6.678,4.11533333333,4.90566666667,6.61033333333,3.686,4.65853333333,27.7143333333,9.22433333333
407.55,5.82333333333,24.6866666667,11.2786666667,6.74566666667,4.12133333333,4.94166666667,6.622,3.70466666667,4.69466666667,27.7743333333,9.24266666667
407.90,5.80433333333,24.7246666667,11.241,6.66133333333,4.04666666667,4.879,6.51633333333,3.68666666667,4.65166666667,27.769,9.21633333333
408.26,5.80933333333,24.737,11.1743333333,6.55533333333,4.006,4.82566666667,6.449,3.556,4.57686666667,27.7906666667,9.17966666667
408.62,5.68266666667,24.734,11.1416666667,6.411,3.94333333333,4.731,6.33,3.51,4.50073333333,27.8376666667,9.08066666667
408.98,5.65633333333,24.7913333333,11.2316666667,6.42566666667,3.93466666667,4.70766666667,6.316,3.49366666667,4.48933333333,27.9423333333,9.04433333333
409.34,5.59933333333,24.8806666667,11.2616666667,6.42966666667,3.90266666667,4.71966666667,6.30366666667,3.477,4.5058,28.072,9.08633333333
409.70,5.754,24.983,11.4433333333,6.57133333333,3.98433333333,4.821,6.411,3.605,4.64406666667,28.1873333333,9.15666666667
410.06,5.85266666667,25.123,11.6206666667,6.65666666667,4.05633333333,4.945,6.51933333333,3.72566666667,4.74653333333,28.4073333333,9.236
410.42,5.91966666667,25.2686666667,11.6073333333,6.668,4.09266666667,4.996,6.503,3.77266666667,4.8124,28.4853333333,9.25433333333
410.77,5.95733333333,25.34,11.6053333333,6.65566666667,4.12966666667,4.957,6.529,3.789,4.83766666667,28.602,9.25066666667
411.13,5.975,25.4566666667,11.6923333333,6.695,4.16166666667,5.02533333333,6.50866666667,3.82666666667,4.8462,28.6766666667,9.26366666667
411.49,5.96966666667,25.4916666667,11.727,6.782,4.226,5.06033333333,6.555,3.88533333333,4.89526666667,28.8063333333,9.30833333333
411.85,6.01033333333,25.5693333333,11.8063333333,6.80433333333,4.27133333333,5.12133333333,6.60133333333,3.912,4.96046666667,28.866,9.31266666667
412.21,6.018,25.5343333333,11.8376666667,6.84833333333,4.27633333333,5.176,6.609,3.962,5.00893333333,28.851,9.318
412.57,6.05833333333,25.649,11.8983333333,6.938,4.308,5.24233333333,6.626,3.99366666667,5.05153333333,28.9766666667,9.33566666667
412.92,6.07566666667,25.6713333333,11.8656666667,6.963,4.34433333333,5.28033333333,6.64366666667,4.04,5.07326666667,29.0906666667,9.36366666667
413.28,6.063,25.6223333333,11.8423333333,6.934,4.291,5.21866666667,6.641,4.01133333333,5.047,29.1586666667,9.27866666667
413.64,6.06166666667,25.6403333333,11.7976666667,6.87933333333,4.24966666667,5.20666666667,6.59666666667,4.033,5.02573333333,29.2703333333,9.25066666667
414.00,6.11066666667,25.6843333333,11.7656666667,6.93133333333,4.28666666667,5.23266666667,6.59666666667,4.02366666667,5.03586666667,29.338,9.22966666667
414.36,6.17,25.778,11.9163333333,7.04666666667,4.37,5.30966666667,6.66,4.14866666667,5.12833333333,29.4993333333,9.31866666667
414.72,6.10866666667,25.8473333333,11.93,6.97566666667,4.299,5.27733333333,6.58033333333,4.074,5.09106666667,29.568,9.26633333333
415.07,6.01833333333,25.8436666667,11.8373333333,6.84766666667,4.194,5.17666666667,6.542,3.994,5.0138,29.5866666667,9.19733333333
415.43,5.95033333333,25.8753333333,11.8166666667,6.73633333333,4.11333333333,5.146,6.465,3.918,4.9582,29.599,9.127
415.79,6.01966666667,25.931,11.875,6.84033333333,4.11433333333,5.131,6.479,3.97633333333,4.982,29.7283333333,9.164
416.15,6.01333333333,26.0146666667,11.9503333333,6.77933333333,4.11433333333,5.08633333333,6.43766666667,3.95,4.9676,29.8173333333,9.12033333333
416.51,6.013,26.0803333333,11.9606666667,6.787,4.13766666667,5.06466666667,6.44533333333,3.97966666667,4.97,29.9053333333,9.15766666667
416.86,6.03733333333,26.178,12.0556666667,6.79733333333,4.13733333333,5.116,6.45033333333,3.96733333333,4.95,29.9813333333,9.13733333333
417.22,6.01866666667,26.282,12.1326666667,6.81133333333,4.18333333333,5.20266666667,6.464,4.00366666667,4.96726666667,30.0493333333,9.181
417.58,5.903,26.2593333333,12.142,6.73933333333,4.12566666667,5.087,6.433,3.89233333333,4.89426666667,30.0836666667,9.125
417.94,5.898,26.289,12.1903333333,6.72666666667,4.08566666667,5.078,6.43166666667,3.881,4.89706666667,30.174,9.11833333333
418.29,5.877,26.3073333333,12.1546666667,6.66866666667,4.024,4.999,6.385,3.80066666667,4.80226666667,30.1903333333,9.054
418.65,5.903,26.3083333333,12.1886666667,6.708,4.04866666667,5.05666666667,6.422,3.85333333333,4.85653333333,30.2176666667,9.04133333333
419.01,5.92833333333,26.374,12.2413333333,6.74366666667,4.097,5.102,6.44133333333,3.91333333333,4.90146666667,30.2903333333,9.06233333333
419.37,5.98233333333,26.4033333333,12.2953333333,6.77333333333,4.14866666667,5.13166666667,6.47,3.96933333333,4.92566666667,30.341,9.08
419.73,5.937,26.4456666667,12.2996666667,6.71633333333,4.128,5.125,6.45133333333,3.92233333333,4.8758,30.41,9.04066666667
420.08,5.935,26.4973333333,12.3143333333,6.748,4.148,5.16,6.45733333333,3.94433333333,4.84793333333,30.478,9.04566666667
420.44,5.91066666667,26.5433333333,12.3193333333,6.752,4.09533333333,5.15233333333,6.43666666667,3.925,4.8626,30.4986666667,9.026
420.80,5.899,26.5443333333,12.312,6.726,4.10933333333,5.11233333333,6.37666666667,3.92266666667,4.86533333333,30.4693333333,9.02333333333
421.16,5.90833333333,26.5396666667,12.3026666667,6.70166666667,4.072,5.05333333333,6.32766666667,3.91066666667,4.83453333333,30.491,8.96433333333
421.51,5.94833333333,26.6236666667,12.3033333333,6.71066666667,4.09833333333,5.06533333333,6.28633333333,3.935,4.83393333333,30.5226666667,8.95666666667
421.87,5.91633333333,26.702,12.2866666667,6.72033333333,4.10233333333,5.064,6.26166666667,3.92433333333,4.8262,30.5383333333,8.95766666667
422.23,5.88433333333,26.7243333333,12.2853333333,6.72566666667,4.10633333333,5.07466666667,6.25233333333,3.91466666667,4.81746666667,30.5786666667,8.93433333333
422.58,5.872,26.7903333333,12.328,6.75966666667,4.108,5.08133333333,6.24466666667,3.95166666667,4.81086666667,30.6286666667,8.98333333333
422.94,5.916,26.8586666667,12.376,6.80766666667,4.124,5.087,6.26166666667,3.95466666667,4.79713333333,30.7636666667,8.994
423.30,5.91166666667,26.9563333333,12.4216666667,6.84366666667,4.139,5.091,6.25,3.954,4.803,30.8823333333,9.01833333333
423.66,5.892,26.9646666667,12.4256666667,6.854,4.13733333333,5.097,6.225,3.95633333333,4.80293333333,30.886,9.014
424.01,5.88466666667,26.964,12.3933333333,6.861,4.102,5.051,6.17333333333,3.925,4.78593333333,30.939,8.979
424.37,5.90633333333,27.027,12.4493333333,6.87633333333,4.15466666667,5.076,6.172,3.94833333333,4.786,31.0193333333,9.036
424.73,5.93133333333,27.1176666667,12.497,6.94633333333,4.18566666667,5.14333333333,6.20733333333,3.99633333333,4.82926666667,31.1266666667,9.08466666667
425.08,5.923,27.1916666667,12.5116666667,6.957,4.18033333333,5.13166666667,6.219,3.98566666667,4.8326,31.1816666667,9.107
