wavelength,Back_DigBarm,Belly_DigBarm,Breast_DigBarm,Crissum_DigBarm,Crown_DigBarm,DorTail_DigBarm,Rump_DigBarm,Throat_DigBarm,WingTip_DigBarm
210.28,97.1750833333,128.672333333,116.94925,125.423666666,103.389916667,91.3840833334,106.144083333,152.683583333,132.203333333
210.66,114.529916667,166.0255,157.692333333,159.829166667,132.905833333,101.923,118.910125,183.760666667,166.02575
211.03,114.166666667,149.833333333,146.833333333,146.666666667,134.166666667,116.333333333,122.333333333,159.0,146.5
211.41,140.09025,199.774583333,193.468416667,192.117,168.46825,156.982,160.360166666,205.85575,183.783666667
211.79,175.806583333,229.301166667,227.688166667,234.13975,183.871,185.483833333,165.457041667,241.935416667,204.57
212.17,211.3095,241.369,268.154666667,261.904666667,201.487916667,241.071333333,208.779791667,268.154833333,233.928583333
212.55,221.944583333,243.888916667,271.66675,251.66675,200.27775,243.0555,226.666583334,272.5,208.611
212.92,357.083333334,379.583333333,397.916666667,385.416666667,305.416666667,368.75,341.458333334,415.0,292.5
213.30,1514.58333334,1520.83333333,1687.5,1597.91666667,1254.16666667,1552.08333333,1445.83333333,1802.08333333,1075.0
213.68,401.111166666,402.777666667,455.000083334,435.5555,305.555583333,403.333333333,370.833333333,480.0,287.777833333
214.06,540.97225,617.361,645.139,618.055583333,461.110916667,531.944583333,534.374958333,677.083333333,428.47225
214.44,-621.296250001,-711.111083333,-699.074166667,-756.481416667,-537.962833333,-609.259166667,-579.629708334,-756.481583333,-437.037083333
214.81,-369.871833333,-496.79475,-461.538416666,-506.410166667,-353.205083333,-423.717916667,-407.692125,-530.12825,-285.897583333
215.19,-225.0,-278.333333333,-271.25,-315.0,-174.166666667,-248.75,-236.875,-322.5,-175.416666667
215.57,-872.222249999,-1020.83341667,-1041.66675,-1151.38891667,-777.777750001,-918.055583333,-893.055624999,-1197.22225,-666.666666666
215.95,2237.5,2908.33333333,2887.5,3087.5,2179.16666667,2470.83333333,2537.5,3454.16666666,1841.66666667
216.32,-447.222083333,-632.407416667,-597.22225,-612.037,-429.629583333,-447.222166667,-445.370458333,-662.962916667,-325.926
216.70,-111.742416667,-181.81825,-176.51525,-187.12125,-125.000083333,-115.530416667,-92.0454166667,-189.393916667,-78.7879166666
217.08,-38.0208333334,-80.46875,-86.1979166665,-96.0937499999,-36.9791666667,-48.4374999999,-21.2239583333,-80.4687499999,-20.8333333332
217.46,-36.1110833333,-89.1975,-94.4444166666,-115.740666667,-33.6420000001,-55.2469166668,-31.7901666667,-74.9999166667,-30.5554999998
217.83,12.3188333333,-17.029,-17.93475,-21.9203333333,17.2102499999,12.5000833333,18.47825,3.07966666668,24.2755
218.21,2.86458333335,-22.6562500002,-37.5,-41.1458333333,18.2291666667,13.28125,25.2604166667,18.75,36.7187500001
218.59,18.9815833333,-12.9629166668,-35.6481666668,-26.1575,32.8702500001,15.9723333333,30.5555833333,23.611,40.0464166667
218.97,0.73533333335,-5.8822499999,-21.5685833334,-27.2058333334,28.6765000001,13.4805,30.6372916667,29.90175,42.157
219.34,2.25216666668,-15.991,-25.9008333334,-26.3513333333,-2.2521666667,8.5585,29.3918333333,24.77475,31.0810000001
219.72,33.3334166667,27.5193333332,15.1161666667,14.9224166667,31.2015833334,41.8604166666,61.7249583333,60.2714166667,56.0078333335
220.10,32.9364166667,20.238,16.8650833332,17.8570833333,29.5635833333,41.4681666666,60.8134999999,70.238,56.5476666668
220.47,42.0635833333,23.0159166667,23.2144166667,19.2460833333,39.8810833334,40.67475,59.226375,62.6985000001,48.2143333333
220.85,55.9524166666,16.4285,28.8094166666,13.5715,55.9523333334,43.0950833333,65.4763333332,74.0474999999,48.3332500002
221.23,79.8611666665,24.65275,34.72225,38.54175,73.2638333332,56.2498333333,101.388958333,97.5695000001,69.4444999998
221.61,40.2380833333,1.19050000017,15.7144166666,21.1905,38.0950833333,21.9047500001,76.7857083332,63.0952500001,39.52375
221.98,8.33335000028e-05,-67.5924166667,-23.4567500001,-29.0124166667,-18.8270833333,-41.9753333333,39.5061666667,36.4196666668,-23.4568333332
222.36,35.6666666667,-1.49999999992,22.1666666667,11.5,9.50000000003,-4.0,48.5,40.1666666667,10.4999999999
222.74,-14.6826666668,-40.6745833335,-16.6665833333,-33.7301666667,-33.5316666667,-55.3570833333,4.761875,0.59516666665,-41.6665833332
223.11,-23.8780833333,-43.5897499999,-31.4101666666,-34.77575,-31.4103333333,-54.0064166667,-1.44233333333,-9.61533333332,-45.3525833333
223.49,-37.3264166666,-48.0903333333,-43.0555833334,-35.41675,-29.5139166667,-57.1179166667,-1.215125,-6.59708333331,-38.0209166666
223.87,-29.6295833333,-47.4868333332,-33.8624166667,-34.25925,-25.66125,-47.8836666667,-5.29095833335,-9.65608333332,-36.3755833334
224.24,-34.4696666667,-43.0556666667,-36.9950833333,-36.8686666667,-33.7121666666,-49.3685,-12.4368333333,-19.9494166667,-41.9191666666
224.62,-58.1597499999,-64.5832499998,-56.4235833334,-64.757,-56.0764166667,-82.118,-16.5798333333,-29.3402500001,-61.4584166666
225.00,-54.7617499999,-57.5890833333,-50.1487500001,-53.7203333333,-53.2736666667,-63.9882500001,-12.872125,-21.27975,-49.1071666668
225.38,-84.5744166667,-95.74475,-86.8793333333,-91.4893333334,-89.8935,-109.574583333,-43.8829583333,-58.1560833334,-93.9715833332
225.75,-110.353416667,-130.5555,-119.192,-131.818166667,-121.464666667,-147.727416667,-70.7069583335,-90.4040833335,-127.777833333
226.13,-98.7744166667,-103.18625,-97.0588333334,-112.254833334,-101.470583333,-130.147166667,-54.7794583335,-72.3039999999,-105.882333333
226.51,-148.1885,-173.913,-163.043416667,-165.579833333,-144.565166667,-200.724666667,-88.0434166668,-104.347916667,-178.260916667
226.88,-656.250000001,-897.916666667,-702.083333333,-766.666666667,-689.583333333,-1031.25,-371.875,-427.083333334,-858.333333333
227.26,120.370416667,189.35175,137.499916667,174.537083333,156.9445,222.22225,93.9814166665,87.5000833333,190.740833333
227.64,73.2141666665,132.440666667,81.8452500001,143.749916667,108.33325,162.797666667,76.6369999999,70.8334166668,152.67875
228.01,57.6022499999,86.4035,58.4795833333,93.27475,68.7134999998,101.60825,61.9152916667,49.5615,91.2281666666
228.39,46.4911666668,78.8011666667,48.538,84.0644166666,54.6783333334,90.3507499999,50.2192916667,32.3100833333,78.0702500001
228.76,64.09325,92.0344166667,64.5835000001,91.7892499999,73.4068333334,99.5098333334,70.1592916667,52.451,92.8921666666
229.14,53.1111666668,74.4444999999,48.8888333334,75.0,60.8889166666,93.2224166667,57.2777083333,44.3334166667,81.7776666668
229.52,51.7778333334,72.7776666666,43.7779166667,70.5555,60.66675,83.33325,56.9445,33.5555833333,74.1110833332
229.89,56.225,74.5984999999,45.18075,69.6786666667,63.7549166667,80.8232499999,58.0825,39.1566666666,76.1044999999
230.27,60.4784166667,80.7756666666,55.9405833333,79.3729166666,70.6270833332,87.1286666666,69.637,54.1254166666,83.8285000001
230.65,73.44325,85.8973333333,57.5090833333,87.7289166666,75.9156666666,98.4432500001,77.7015416667,63.2783333333,94.4140000001
231.02,79.7138333332,92.6766666667,68.60275,90.5724166667,85.3536666668,102.10425,86.3215833333,68.0135833333,101.59925
231.40,76.9695833333,85.3029166666,63.6363333333,85.0758333333,79.62125,93.4848333332,77.3865,63.7879166667,92.8787499999
231.78,77.1212500001,82.1968333333,56.5909166667,77.0455,77.197,90.1515,70.2650416667,57.6515,86.1361666666
232.15,66.0550000001,66.43725,45.107,63.7614166667,68.4250833334,77.4465833333,56.4602916667,47.24775,75.1528333333
232.53,59.4756666666,62.0295,40.9945833333,61.828,66.1290833333,73.1854166666,55.0403333333,46.0348333333,70.8334166667
232.90,53.0554166667,56.8055,34.7221666667,56.4585,63.2638333333,65.139,50.03475,41.45825,62.7778333333
233.28,53.7819166666,57.4999166667,36.8589166667,55.3205,63.6539166667,63.3973333333,50.4486666667,43.2051666667,60.5769166666
233.66,55.8479166666,61.91525,35.4531666667,58.4064166666,64.4736666666,69.00575,53.399125,45.3216666667,61.5498333333
234.03,55.6789166667,60.61725,37.9013333333,56.4813333334,62.09875,67.0370833333,49.7532083334,43.3950833333,58.3333333333
234.41,52.716,57.9630833333,32.4691666666,53.9505833333,60.3705,62.4073333333,42.6234166667,39.8765833333,55.6791666667
234.78,46.8301666667,51.58475,30.4703333333,47.6993333333,56.493,54.6013333333,38.8547916667,38.1391666666,45.5521666667
235.16,42.07175,46.9328333334,20.486,45.7753333333,53.1828333334,52.54625,33.18875,33.6226666667,36.8635
235.54,34.145,37.93275,15.3680833333,34.57775,44.15575,43.7229166667,27.48925,25.32475,29.9783333334
235.91,30.41925,35.78725,17.7914166667,34.5091666667,42.9959166667,38.4969166667,28.5785,27.096,32.2596666667
236.29,34.0729166667,40.33525,19.37875,37.8205833334,44.9705,41.9133333333,31.82925,30.5719166667,36.1440833333
236.66,43.9999166667,46.4761666667,28.7143333333,43.7618333333,51.3333333333,49.4760833333,38.7619583333,35.1905,43.8570833333
237.04,39.8305833333,39.9245833333,24.4350833333,38.936,45.1036666667,46.0921666667,34.9105416666,30.1319166667,42.1846666667
237.41,42.44375,43.6095,30.1814166667,43.5665,46.5458333334,49.4818333333,42.05525,33.54925,46.8048333333
237.79,43.3564166667,41.2058333334,32.6803333333,43.2410833333,49.73125,48.3486666667,41.1097916666,34.7924166667,47.6958333333
238.17,41.70675,40.024,31.3701666667,44.1106666667,49.11875,48.5174166667,43.34925,33.4135,49.0784166666
238.54,39.34375,34.10775,28.7240833333,40.2655833334,43.6209166666,43.8051666667,39.8782916667,28.8715833333,43.98975
238.92,39.5574166667,35.892,30.9474166666,41.2171666667,43.8105833334,44.4673333333,40.3008333333,29.5296666667,47.5795
239.29,35.223,30.0806666667,27.2303333333,35.0061666667,38.4139166667,36.8029166666,35.3933333333,25.8983333333,42.6579166666
239.67,35.6033333334,31.99625,28.9800833333,38.2463333333,40.1119166667,39.6455,37.5933333334,27.8606666667,44.8071666667
240.04,36.3486666666,33.443,30.9759166667,38.5690833334,40.2139166667,42.1325833333,40.3235,30.2905,45.0110833333
240.42,34.0998333333,30.76175,29.7725833333,36.7459166667,36.84475,39.5648333333,37.574125,29.4015,42.9524166667
240.79,28.3075,26.3745,25.0215,30.6271666666,30.90625,34.622,32.377625,26.1168333333,37.2851666667
241.17,27.7778333333,26.1624166667,23.9164166667,29.7280833333,29.137,32.6634166667,31.2844583333,24.8818333333,35.28375
241.54,27.56125,24.7401666667,22.0861666667,28.0066666667,28.8975,31.5888333333,29.5565416666,23.6264166667,33.6116666667
241.92,25.8385833334,23.3403333333,20.5275,26.5724166667,25.8035833333,29.5423333334,27.7254166667,22.1521666667,31.4640833333
242.29,25.271,22.6288333333,19.4275,25.305,24.6611666667,28.5231666667,26.702375,21.5955,29.8443333333
242.67,24.2858333333,21.5476666666,18.4184166667,23.4863333333,23.4695,27.0748333333,25.875875,21.1733333334,28.7074166667
243.05,22.3184166667,18.6355,16.61575,20.8418333333,21.1474166666,25.2375833333,24.2447916667,19.7896666666,26.8330833334
243.42,24.5915,21.71575,20.1306666667,23.6600833334,23.0393333334,28.2680833333,26.536125,23.2515,30.0000833333
243.80,25.5110833333,22.7850833333,20.8641666667,24.4113333333,24.4268333334,28.7175,27.733875,24.303,30.52975
244.17,24.4190833333,21.6415,19.5856666667,23.1169166666,22.7086666667,26.6635833333,25.8866666667,23.06975,29.2058333333
244.55,22.8039166667,20.37375,18.8940833333,21.293,21.511,25.35825,25.0543333334,22.0716666667,28.7695
244.92,22.0005833333,19.3410833333,17.7303333333,20.8035833333,20.4935,23.6111666667,24.3350416667,21.2913333333,28.4130833334
245.30,20.9205,17.9414166667,16.8545833333,18.89425,18.8270833334,23.081,23.188375,20.7595833333,27.2409166667
245.67,18.3480833333,15.3560833333,15.5045,16.8149166666,16.679,21.0311666667,20.79625,18.9169166667,25.371
246.05,17.5584166667,15.1576666667,14.9291666667,16.1179166667,16.2094166667,20.8505,20.290375,18.4500833333,24.68
246.42,16.4714166667,14.2211666667,14.26225,15.06375,15.4850833333,19.74925,19.2612083333,17.6429166667,23.6643333334
246.79,15.4336666667,13.61275,13.8149166667,14.21,14.6916666667,19.4026666667,18.2128333333,17.2736666667,22.9865
247.17,15.6035,14.2400833334,13.704,14.4038333333,14.3310833334,19.084,18.0979166667,16.5485833333,22.5190833334
247.54,14.89925,13.5649166666,12.9374166667,13.27325,13.9978333333,17.91275,17.378125,15.8625833333,21.37675
247.92,14.2844166666,12.8428333333,12.5704166667,12.7988333333,12.9746666667,17.1588333333,16.5831666667,15.2866666667,20.9738333333
248.29,13.4138333333,12.1459166667,11.6736666667,11.62125,12.1020833333,16.2643333333,15.3375416667,14.26175,19.9633333334
248.67,14.1150833333,13.0174166666,12.3303333333,12.06275,12.7675833333,16.4615,15.9170416667,14.94475,20.1998333333
249.04,13.5690833334,12.3991666666,12.1883333333,11.21025,12.38975,16.03375,15.5542083333,14.59525,19.1790833333
249.42,14.2288333333,13.8310833333,13.7086666667,12.8825833333,14.49425,16.59525,17.0135833333,15.91175,20.1345833333
249.79,13.9621666667,13.97325,13.5333333333,12.6098333333,13.78625,15.7761666667,16.886625,15.985,19.8329166667
250.17,14.4194166667,14.6651666667,14.20875,12.8276666667,13.9396666667,15.3441666667,18.141375,17.088,20.9501666667
250.54,14.26575,14.5198333333,13.5799166667,12.0680833333,12.9191666667,14.1514166667,17.4288333333,16.9969166667,20.6049166667
250.92,14.5866666667,14.6133333333,14.12,12.2666666667,13.3333333333,13.9066666667,18.3133333333,17.28,21.0266666667
251.29,14.7965,14.8653333333,14.7004166666,12.9538333333,13.9026666667,13.8614166667,19.135,18.0416666667,21.1083333333
251.66,13.635,13.4626666667,12.9309166667,12.0833333333,12.2269166667,12.2414166666,17.9955833333,16.5374166667,20.0001666667
252.04,13.2500833333,12.2104166667,11.4379166667,10.5021666667,10.6506666667,11.3190833333,16.7259583333,15.9685,19.2215833333
252.41,13.6076666667,12.4473333334,12.3569166667,10.3375,11.3019166667,11.78425,17.9927916667,16.4708333333,18.249
252.79,12.5228333333,11.483,10.3211666667,8.83800000001,9.34241666666,10.90225,16.5520416667,13.8685833333,16.1161666667
253.16,13.9189166667,13.3034166667,11.8168333333,9.68474999999,9.71466666666,12.087,17.1547083333,15.03,18.0780833333
253.54,13.39175,12.0233333333,9.68641666665,6.85725000001,7.07266666666,10.3475833334,14.9755,12.8690833333,16.4361666667
253.91,14.2614166666,13.2526666667,10.7231666667,7.697,8.16266666668,11.3439166667,15.5959583333,14.1991666667,17.303
254.28,14.1729166667,12.65775,10.0221666667,7.51274999999,7.14949999999,11.7424166666,14.2202916667,12.863,16.5718333333
254.66,14.9285833333,14.035,11.85825,8.38208333332,8.65825000001,12.8655,15.5863333333,13.28775,16.7804166667
255.03,14.5833333333,14.5833333333,12.1743333333,8.69141666667,8.31716666668,12.19075,14.8437916667,12.7766666667,15.52725
255.41,13.65475,13.9725833333,11.3955,7.79783333333,6.97791666668,10.9103333333,13.6881666667,11.6801666667,14.8928333333
255.78,14.307,14.7525833333,12.37625,7.45875,6.61708333333,11.73275,14.0593333333,12.2771666667,15.2474166667
256.15,12.0128333333,13.9784166667,11.4919166667,6.09866666666,5.47724999999,9.47575000002,12.978875,10.3830833333,12.8194166667
256.53,12.2858333333,13.7144166667,11.0,7.15883333334,5.50783333333,9.88891666666,12.1667916667,10.5554166667,14.6506666667
256.90,12.0289166667,13.3538333333,11.20425,8.09791666667,6.55191666666,10.6300833333,12.7869583333,11.5135833334,15.4739166667
257.28,9.03908333333,9.94841666667,7.46466666666,5.56475000001,3.746,8.07533333333,10.1044583333,8.56400000001,12.2150833333
257.65,7.32108333332,8.06266666666,7.06225,5.02591666667,2.73066666667,8.00383333333,9.76337499999,7.98024999999,11.53475
258.02,5.79933333334,6.37625,5.25316666666,3.61558333334,1.33916666667,6.73666666667,8.508375,6.38658333333,10.0949166667
258.40,5.07041666667,5.67616666667,4.69091666667,3.51583333333,1.76266666666,6.94141666667,8.34249999999,5.73925,9.47208333332
258.77,3.96375,3.8985,3.387,2.74516666666,0.755416666667,6.69275,7.38295833334,4.67033333333,9.03191666667
259.15,3.5725,3.40591666667,2.6265,1.9755,0.0150833333317,6.494,7.01633333333,4.35958333334,8.9615
259.52,3.86475,3.60908333334,3.06925,2.29475,0.362333333333,7.33175,7.55175,4.66758333333,9.28533333334
259.89,4.11616666667,4.00883333333,3.50408333333,3.03325,1.41916666667,7.99033333333,8.04425000001,5.06466666667,9.80616666668
260.27,6.10858333333,5.66991666667,5.21225,4.76108333333,3.37525,9.897,9.6905,6.77616666667,11.4608333334
260.64,6.35108333333,5.95333333333,5.322,4.93066666666,3.69966666667,10.3345,10.192625,7.06425,11.9949166667
261.01,6.547,5.76725,5.40258333333,4.97483333333,3.60375,10.1130833333,10.1572916667,6.93075,11.7106666667
261.39,7.196,6.333,6.04558333333,5.70033333333,4.16675,10.7745833333,10.483875,7.29175,12.3466666667
261.76,8.27341666667,7.63375,6.9345,6.83458333333,5.50225,11.797,11.247625,8.28666666666,13.4759166667
262.13,8.38333333332,7.712,7.21925,7.10508333334,5.69833333333,12.0536666667,11.1968333334,8.32608333333,13.2748333333
