wavelength,Back_DigBarm,Belly_DigBarm,Breast_DigBarm,Crissum_DigBarm,Crown_DigBarm,DorTail_DigBarm,Rump_DigBarm,Throat_DigBarm,WingTip_DigBarm
378.71,10.9031666667,5.72066666667,5.55775,6.96841666667,6.4465,7.84933333334,12.7157916667,8.80766666667,7.71891666667
379.07,10.8818333333,5.68525,5.52775,6.92725,6.42633333334,7.84375,12.6793333333,8.7755,7.68625
379.44,10.7493333333,5.59633333333,5.4135,6.763,6.39741666667,7.749,12.6306666667,8.68566666667,7.62958333333
379.80,10.6455,5.47175,5.3345,6.65033333333,6.2835,7.64275,12.5405,8.64266666667,7.49333333334
380.16,10.7088333333,5.5465,5.39258333333,6.7375,6.33441666666,7.699,12.592625,8.69666666666,7.57641666667
380.52,10.7155,5.54583333333,5.39566666667,6.702,6.31541666667,7.63975,12.618125,8.69758333334,7.64733333333
380.88,10.81025,5.6805,5.51758333333,6.804,6.42908333333,7.67991666667,12.686625,8.77549999999,7.77391666667
381.24,10.83875,5.74966666667,5.54566666667,6.85241666667,6.52625,7.6865,12.7045,8.78358333334,7.80491666667
381.61,10.6394166667,5.57758333333,5.27,6.64975,6.25125,7.476,12.4494166667,8.53633333334,7.59791666667
381.97,10.594,5.55825,5.28116666667,6.6305,6.18341666667,7.4725,12.4245,8.48974999999,7.56616666666
382.33,10.65725,5.61416666666,5.28725,6.76775,6.26041666667,7.56958333333,12.4937083333,8.56408333332,7.61558333333
382.69,10.7495833333,5.74725,5.42591666666,6.87275,6.385,7.64258333333,12.53775,8.72133333334,7.75283333333
383.05,10.7296666667,5.77383333334,5.44633333333,6.88,6.32625,7.60966666667,12.512375,8.68675,7.70183333333
383.41,10.72375,5.78941666666,5.41141666667,6.93208333334,6.25891666667,7.57808333333,12.5,8.67875000001,7.657
383.77,10.7073333333,5.7525,5.40991666666,6.95383333334,6.21508333333,7.55133333333,12.4345416667,8.65933333332,7.63583333334
384.14,10.5285,5.56908333333,5.24058333333,6.81875,6.08033333333,7.36325,12.3128333333,8.54116666667,7.47
384.50,10.5020833333,5.55616666667,5.26083333334,6.789,6.05466666667,7.3435,12.2375416666,8.50349999999,7.40133333333
384.86,10.4225833333,5.46925,5.19258333333,6.6765,5.90225,7.22883333333,12.116875,8.36500000001,7.25641666667
385.22,10.3965833333,5.405,5.09858333333,6.623,5.77525,7.14225,12.0659583333,8.31833333334,7.18291666667
385.58,10.3958333333,5.40983333333,5.1135,6.63125,5.80375,7.09858333334,12.092,8.35191666668,7.16433333333
385.94,10.398,5.37091666666,5.05933333333,6.58358333333,5.77025,7.03191666667,12.0562916667,8.31183333334,7.10716666667
386.30,10.2376666667,5.20366666667,4.91633333333,6.36091666667,5.60825,6.80991666667,11.8842916667,8.1345,7.001
386.66,10.2935,5.272,5.02883333333,6.49525,5.71333333334,6.88391666667,12.009625,8.19683333334,7.07441666666
387.03,10.3926666666,5.35325,5.14483333333,6.59308333333,5.85341666667,6.99325,12.110875,8.34074999999,7.20483333333
387.39,10.4575833333,5.35208333333,5.15708333333,6.59816666667,5.86666666667,6.99491666666,12.1125833333,8.36508333334,7.23075
387.75,10.5111666667,5.35458333333,5.18675,6.62308333333,5.89508333334,7.01825,12.1785,8.37175,7.25683333333
388.11,10.50525,5.343,5.16375,6.57433333333,5.85041666667,6.98616666666,12.149625,8.30208333334,7.21391666667
388.47,10.4404166667,5.308,5.13108333333,6.55216666667,5.82908333333,6.93458333333,12.1619166667,8.23983333333,7.18625
388.83,10.4415,5.28375,5.0445,6.51158333333,5.80858333333,6.9185,12.1375833333,8.20450000001,7.16725
389.19,10.3985833333,5.29866666667,5.05866666667,6.50425,5.82083333333,6.92333333333,12.1479583333,8.19800000001,7.18866666667
389.55,10.5175,5.42125,5.16008333333,6.5935,5.88358333334,7.06808333334,12.2831666667,8.28333333334,7.30633333333
389.91,10.4331666666,5.38025,5.12483333333,6.5425,5.82841666667,7.01616666667,12.1845,8.27066666667,7.249
390.27,10.4658333333,5.42616666667,5.17391666667,6.58391666667,5.84758333333,7.04,12.2134166667,8.29574999999,7.2125
390.63,10.3761666667,5.33808333333,5.08266666667,6.4705,5.70408333334,6.95175,12.0650416666,8.19133333333,7.10491666666
391.00,10.3163333333,5.29333333333,5.01883333333,6.35108333333,5.63566666667,6.884,12.0374166667,8.08316666667,6.97825
391.36,10.3193333334,5.358,5.07716666667,6.40475,5.7075,6.92483333334,12.0695,8.08816666666,7.01441666667
391.72,10.3741666667,5.44591666667,5.14133333333,6.47458333333,5.79125,7.00141666667,12.1020416666,8.13725,7.064
392.08,10.4530833333,5.59008333333,5.263,6.59491666667,5.89416666666,7.13225,12.1866666667,8.23258333332,7.19841666667
392.44,10.3918333333,5.49075,5.18283333334,6.51658333333,5.79558333333,7.01183333333,12.099,8.13308333333,7.11125
392.80,10.41825,5.49416666667,5.24941666666,6.5705,5.80283333334,7.04791666666,12.1318333334,8.18758333332,7.13116666667
393.16,10.5083333333,5.55883333334,5.314,6.6535,5.87075,7.13066666667,12.1682083333,8.25116666666,7.19041666667
393.52,10.41125,5.44641666667,5.243,6.57425,5.83008333333,7.02241666667,12.066,8.18408333334,7.07408333334
393.88,10.3886666667,5.38358333334,5.1995,6.53633333334,5.78416666667,7.01883333333,12.08325,8.12799999999,7.02766666667
394.24,10.3659166667,5.39825,5.24058333333,6.54808333333,5.79633333334,7.04808333333,12.0730416666,8.13266666666,7.01608333333
394.60,10.3661666667,5.37325,5.23133333333,6.54933333333,5.79275,7.03608333334,12.1122083333,8.16499999999,7.01608333334
394.96,10.2875,5.33133333333,5.17733333333,6.56275,5.72808333333,6.96341666667,12.0332916667,8.12308333334,7.02266666667
395.32,10.3415,5.41025,5.27441666667,6.66525,5.77941666667,7.05741666667,12.1233333334,8.24325,7.081
395.68,10.2295,5.32283333333,5.1585,6.57575,5.66908333334,6.9365,12.0289166666,8.17708333333,7.00158333333
396.04,10.23475,5.28491666666,5.08858333334,6.56916666666,5.65883333334,6.87791666667,12.0504583333,8.16958333333,6.95616666667
396.40,10.2875833333,5.33583333333,5.13466666666,6.61141666666,5.7065,6.97891666667,12.08075,8.23116666666,7.02558333333
396.76,10.287,5.39858333333,5.11333333333,6.61025,5.77233333333,7.00641666667,12.0780416667,8.23183333334,7.05833333333
397.12,10.2959166667,5.43316666667,5.137,6.64833333333,5.77225,7.0305,12.091125,8.27091666668,7.10808333334
397.48,10.2871666667,5.43658333333,5.1455,6.65133333334,5.71975,7.01908333334,12.0841666667,8.24908333334,7.104
397.84,10.4208333333,5.63425,5.32691666667,6.84150000001,5.84791666667,7.14083333333,12.2260833334,8.41983333333,7.27141666667
398.20,10.379,5.58441666666,5.23708333333,6.77758333334,5.76566666667,7.06433333334,12.1697916667,8.37258333332,7.26541666667
398.56,10.4488333333,5.678,5.29475,6.82191666668,5.85725,7.16083333333,12.247625,8.40608333334,7.3255
398.92,10.5918333333,5.81375,5.43358333334,6.94366666666,6.00225,7.309,12.4205416666,8.61150000001,7.44341666667
399.28,10.5045833334,5.68825,5.31575,6.79875,5.85666666667,7.14091666667,12.2784166667,8.47641666667,7.31983333333
399.64,10.55525,5.76775,5.38016666667,6.84708333333,5.93916666667,7.23225,12.3578333333,8.50883333333,7.39966666667
400.00,10.46425,5.69675,5.342,6.74299999999,5.82375,7.1385,12.2111666667,8.41758333334,7.27066666667
400.36,10.4725,5.76416666667,5.398,6.80799999999,5.84916666666,7.148,12.2510416667,8.49291666667,7.316
400.72,10.5338333333,5.7825,5.475,6.88916666666,5.87641666667,7.18833333333,12.3423333334,8.57833333334,7.383
401.08,10.5015833333,5.7805,5.46925,6.90191666666,5.86208333333,7.22725,12.3574583333,8.53408333333,7.36166666667
401.44,10.5735833333,5.86525,5.53666666666,6.97416666666,5.93941666667,7.28975,12.4131666666,8.59641666666,7.46083333333
401.80,10.624,5.89683333333,5.56691666666,6.99375000001,5.98283333333,7.36075,12.4148333333,8.59774999999,7.50908333333
402.16,10.69,5.94575,5.60241666667,7.04183333334,6.00291666667,7.43266666667,12.4555416667,8.623,7.54133333333
402.52,10.6116666667,5.88533333333,5.53666666667,7.00158333333,5.93641666667,7.36641666667,12.344375,8.57075000001,7.48341666667
402.88,10.53425,5.82908333334,5.49966666667,6.95633333333,5.86941666667,7.30633333334,12.2797083333,8.47016666667,7.42966666667
403.24,10.5523333333,5.88716666667,5.51508333333,6.996,5.89433333334,7.331,12.3582083333,8.50691666668,7.40958333334
403.60,10.5939166667,5.89683333333,5.58191666667,7.02441666668,5.89566666667,7.3585,12.38975,8.53658333333,7.43775
403.95,10.6766666667,5.983,5.6585,7.14058333333,6.02325,7.46566666667,12.501875,8.63491666667,7.57033333334
404.31,10.8199166666,6.076,5.73025,7.24433333333,6.11316666667,7.5735,12.585375,8.72708333334,7.65016666667
404.67,10.7825833333,6.06983333333,5.68933333334,7.18900000001,6.05958333333,7.52075,12.53825,8.66674999999,7.60791666666
405.03,10.8014166667,6.08066666667,5.70216666667,7.18625000001,6.08208333333,7.46191666667,12.5419166666,8.70300000001,7.59183333333
405.39,10.80925,6.08075,5.69791666666,7.17316666666,6.08858333333,7.49108333333,12.578,8.73274999999,7.59658333333
405.75,10.7143333333,5.97008333333,5.6045,7.04791666668,5.99975,7.35683333334,12.4776666667,8.64058333334,7.47125
406.11,10.8291666667,6.064,5.71558333333,7.14041666667,6.10925,7.43683333334,12.5975833333,8.75316666667,7.56191666667
406.47,10.8923333333,6.12091666667,5.76425,7.20308333332,6.13916666666,7.47916666666,12.6545,8.80858333334,7.61766666667
406.83,10.9270833333,6.12358333333,5.79841666667,7.22441666667,6.13916666666,7.50208333333,12.6742083333,8.83558333332,7.63383333333
407.19,11.0198333334,6.18025,5.88175,7.29216666667,6.22633333333,7.60508333334,12.707625,8.9165,7.773
407.55,11.0039166667,6.16191666667,5.8565,7.27791666666,6.2085,7.58566666667,12.6986666667,8.91483333333,7.76475
407.90,11.0670833333,6.22158333334,5.93258333333,7.31158333334,6.251,7.62233333333,12.7557916666,8.96666666667,7.80158333333
408.26,10.94675,6.08833333333,5.83491666667,7.18391666667,6.1455,7.51833333333,12.6421666666,8.87875000001,7.71216666667
408.62,10.9866666667,6.11116666667,5.876,7.23083333332,6.18316666667,7.54375,12.6570416667,8.944,7.73025
408.98,10.9649166666,6.098,5.86083333333,7.20333333333,6.14041666667,7.53116666667,12.6400416667,8.9285,7.69625
409.34,10.92325,6.081,5.85266666666,7.20758333333,6.12925,7.49558333334,12.5815,8.89958333332,7.68
409.70,10.9759166667,6.15725,5.907,7.31258333334,6.20858333333,7.57883333333,12.6701666667,8.97816666666,7.75241666667
410.06,10.8916666667,6.08633333333,5.81108333333,7.28708333333,6.13075,7.49916666666,12.596375,8.89683333333,7.67191666667
410.42,10.9620833333,6.14941666667,5.85941666667,7.34550000001,6.18241666667,7.5505,12.6570416667,8.94391666667,7.7395
410.77,11.0035833334,6.22541666667,5.86816666667,7.40491666667,6.228,7.57841666666,12.6665833333,8.98016666667,7.79166666667
411.13,11.0168333334,6.29,5.93075,7.46783333332,6.29841666667,7.63541666666,12.7066666667,9.03075000001,7.84825
411.49,11.0603333333,6.38333333333,5.97666666667,7.53675,6.3775,7.68125,12.7483333334,9.08541666667,7.90775
411.85,11.0545,6.4115,6.01041666667,7.59608333334,6.39541666667,7.74891666667,12.7865416667,9.11866666668,7.97183333333
412.21,11.1478333333,6.53875,6.16375,7.73800000001,6.5205,7.87366666666,12.910625,9.21174999999,8.08458333333
412.57,11.0926666667,6.51025,6.116,7.72266666667,6.51675,7.84533333333,12.8825416667,9.12483333333,8.05991666666
412.92,11.18125,6.57066666667,6.196,7.79891666666,6.60966666667,7.92575,12.94925,9.19991666667,8.15166666666
413.28,11.2554166666,6.62475,6.22366666667,7.84524999999,6.64116666666,7.98041666667,13.009625,9.21566666666,8.19158333333
413.64,11.3344166667,6.7125,6.30433333333,7.90108333334,6.67858333334,8.03908333333,13.0665416667,9.28566666668,8.26333333333
414.00,11.3670833333,6.73266666667,6.344,7.91566666666,6.72866666667,8.0475,13.0867083333,9.30799999998,8.31225
414.36,11.2866666666,6.67458333333,6.32741666667,7.86308333333,6.69191666667,7.99991666667,13.0348333333,9.26975,8.22866666667
414.72,11.2665,6.63341666667,6.30483333333,7.83833333334,6.65683333334,7.994,13.045375,9.22483333333,8.2
415.07,11.2390833333,6.59083333333,6.26775,7.79924999999,6.61041666667,7.95416666666,13.011875,9.20824999999,8.12616666667
415.43,11.2286666667,6.55966666667,6.28216666667,7.78075,6.5905,7.94958333333,12.9910416667,9.19458333333,8.12658333334
415.79,11.1368333333,6.46816666666,6.18025,7.67800000001,6.47583333333,7.85708333333,12.8825833333,9.09291666666,8.014
416.15,11.0754166666,6.41391666667,6.10091666667,7.60758333334,6.40433333333,7.76608333333,12.83425,9.02400000001,7.92775
416.51,11.0666666667,6.42166666666,6.11991666667,7.60200000001,6.37475,7.77233333334,12.84,9.04924999999,7.923
416.86,11.01225,6.40541666667,6.11125,7.56825,6.32716666667,7.7395,12.7886666667,9.01049999999,7.90966666667
417.22,11.0200833333,6.44366666666,6.15908333333,7.62658333334,6.3565,7.75341666667,12.8205833333,9.05008333334,7.93875
417.58,11.0035833333,6.44883333334,6.17033333333,7.64508333334,6.38433333334,7.75675,12.791625,9.04025000001,7.92908333333
417.94,10.9735833333,6.48141666666,6.18408333333,7.64116666666,6.36158333333,7.76675,12.7864166667,9.02908333332,7.902
418.29,10.9439166667,6.46375,6.16791666667,7.64275,6.33675,7.74433333333,12.7489583333,9.01991666666,7.87416666667
418.65,10.9406666667,6.48783333334,6.17416666667,7.66491666667,6.35575,7.73008333333,12.7356666666,9.01791666667,7.86725
419.01,10.9193333334,6.48441666667,6.16866666667,7.6665,6.31866666667,7.70958333333,12.715375,8.97391666666,7.84866666667
419.37,10.897,6.49766666667,6.168,7.68366666666,6.31958333333,7.69766666667,12.7092916667,8.97133333332,7.82575
419.73,10.9031666667,6.53533333333,6.20441666666,7.71766666666,6.34475,7.70716666667,12.7203333334,8.99558333334,7.838
420.08,10.888,6.56516666667,6.1995,7.74591666666,6.34933333333,7.72008333333,12.7009166667,8.98633333333,7.85108333333
420.44,10.8870833334,6.5765,6.22583333334,7.75958333334,6.34533333333,7.7155,12.6870416667,8.98066666666,7.83091666667
420.80,10.8775833333,6.56708333333,6.201,7.75283333334,6.33325,7.68633333333,12.6744583333,8.95241666666,7.79791666667
421.16,10.7960833333,6.511,6.14041666667,7.66316666667,6.25508333333,7.6195,12.5912916667,8.87683333334,7.70558333334
421.51,10.74425,6.466,6.10016666667,7.63241666668,6.19125,7.55925,12.5495416667,8.81608333334,7.66058333333
421.87,10.73525,6.46325,6.09558333334,7.62375,6.18441666667,7.54716666667,12.5282916667,8.79766666667,7.65666666667
422.23,10.7253333333,6.47383333333,6.09241666667,7.61633333333,6.17508333334,7.528,12.522375,8.769,7.62575
422.58,10.7396666667,6.49808333333,6.126,7.63158333333,6.18933333334,7.54383333333,12.5389166667,8.80549999999,7.646
422.94,10.7205,6.47691666666,6.11133333333,7.61866666666,6.16766666667,7.52058333333,12.5140416666,8.78575000001,7.62958333333
423.30,10.6971666667,6.443,6.07258333333,7.597,6.13066666667,7.48858333333,12.4815416667,8.75124999999,7.58908333333
423.66,10.6975,6.44041666667,6.06458333333,7.59491666668,6.13066666667,7.4695,12.4665416667,8.73808333334,7.58591666667
424.01,10.675,6.40216666667,6.04683333333,7.55208333334,6.09033333333,7.43725,12.4441666667,8.71983333333,7.55375
424.37,10.6695833333,6.40033333334,6.03108333334,7.54883333332,6.0945,7.42558333333,12.4317083333,8.72058333334,7.55966666666
424.73,10.694,6.42341666667,6.07216666666,7.57866666667,6.11516666667,7.44833333333,12.4603333333,8.74441666668,7.57775
425.08,10.7544166667,6.45725,6.10825,7.63666666667,6.15241666667,7.46933333333,12.489125,8.77725,7.62175
425.44,10.7785,6.47708333333,6.11625,7.64241666667,6.1565,7.47633333333,12.49175,8.80025,7.634
425.80,10.7880833333,6.46225,6.11325,7.64841666668,6.15775,7.45575,12.472125,8.79424999999,7.631
426.16,10.8099166667,6.479,6.12183333333,7.66533333332,6.17533333333,7.46266666667,12.4827916666,8.80383333332,7.66383333333
426.51,10.7831666667,6.44875,6.08,7.62841666666,6.12441666666,7.43183333333,12.4490833333,8.74983333333,7.63583333333
426.87,10.807,6.49133333333,6.10316666667,7.65350000001,6.1565,7.43433333333,12.4553333333,8.77833333332,7.66216666667
427.23,10.81225,6.50091666667,6.11458333334,7.65533333333,6.15258333333,7.43775,12.4457083334,8.78299999999,7.67525
427.58,10.8176666667,6.496,6.11191666666,7.65266666667,6.12758333333,7.427,12.4374583333,8.77141666667,7.64683333333
427.94,10.8554166667,6.53416666667,6.14475,7.67175000001,6.15183333334,7.43508333333,12.4414583333,8.79458333333,7.65416666667
428.30,10.8521666667,6.53025,6.15558333333,7.68425000001,6.15608333333,7.43483333333,12.4230833333,8.79066666666,7.64841666666
428.65,10.79275,6.515,6.11058333334,7.66316666666,6.1175,7.41716666666,12.386125,8.76366666667,7.61958333333
429.01,10.7808333333,6.52075,6.09058333333,7.66166666667,6.10375,7.42366666667,12.36675,8.75791666668,7.59216666667
429.37,10.786,6.5535,6.12008333333,7.68391666667,6.11633333333,7.44466666667,12.39,8.76758333334,7.59241666667
429.72,10.7905833333,6.58958333333,6.15916666667,7.73725000001,6.11133333334,7.47441666667,12.4170833333,8.78891666666,7.60358333333
430.08,10.7796666666,6.59425,6.16308333333,7.72308333333,6.0975,7.476,12.4184166667,8.77508333333,7.60783333333
430.44,10.74525,6.56733333333,6.14241666666,7.70825,6.09041666666,7.456,12.360625,8.74866666667,7.56591666667
430.79,10.7224166667,6.52883333333,6.11366666667,7.67741666667,6.04866666667,7.43983333333,12.3378333333,8.71108333334,7.52333333333
431.15,10.70125,6.55125,6.12733333333,7.68291666666,6.04391666667,7.43366666667,12.3215,8.68808333333,7.4935
431.50,10.7029166667,6.56725,6.161,7.70858333334,6.06208333333,7.44825,12.3226666667,8.70624999999,7.52166666667
431.86,10.6665833333,6.56833333334,6.13833333333,7.71025000001,6.01916666666,7.41525,12.2981666667,8.66766666667,7.501
432.22,10.6718333333,6.60666666667,6.17008333334,7.73449999999,6.02441666667,7.44316666667,12.31975,8.68791666666,7.51808333334
432.57,10.6931666667,6.63125,6.18783333333,7.75858333334,6.02475,7.44816666667,12.313125,8.71116666666,7.52041666667
432.93,10.6840833333,6.64608333333,6.21125,7.78708333334,6.03975,7.448,12.3239583333,8.71916666668,7.54258333334
433.29,10.6865,6.63508333333,6.22408333333,7.79291666666,6.04125,7.43908333333,12.3119583334,8.72633333332,7.55791666667
433.64,10.6365833333,6.60616666667,6.17725,7.75775,6.01866666667,7.38475,12.2677916666,8.70574999999,7.53283333333
434.00,10.6604166667,6.63941666667,6.19908333334,7.78549999999,6.02408333333,7.40608333334,12.2633333333,8.72616666667,7.5445
434.35,10.667,6.64991666667,6.21433333333,7.80350000001,6.01066666667,7.387,12.264,8.74066666666,7.54575
434.71,10.6516666667,6.65166666667,6.19458333334,7.80266666667,6.00908333333,7.35566666667,12.2439583334,8.73683333334,7.52875
435.07,10.6533333333,6.6585,6.20283333333,7.80366666666,5.99883333333,7.32491666667,12.2537916667,8.73858333332,7.52858333333
435.42,10.70675,6.70358333333,6.25291666667,7.8525,6.03183333333,7.36075,12.285375,8.76966666668,7.57758333334
435.78,10.7376666667,6.70733333333,6.28708333333,7.87216666667,6.07183333334,7.37858333333,12.3035416667,8.78683333332,7.59566666667
436.13,10.6954166667,6.67216666667,6.23425,7.84358333334,6.00941666667,7.32041666667,12.2640416667,8.73533333334,7.55541666667
436.49,10.7013333334,6.66816666667,6.24341666667,7.83683333333,6.0165,7.30333333333,12.25525,8.7205,7.54958333333
436.84,10.7051666666,6.67691666667,6.25058333333,7.82933333332,6.00216666667,7.30908333333,12.2544583333,8.72283333333,7.53916666667
437.20,10.7069166667,6.69491666667,6.25108333333,7.84641666667,5.97908333333,7.32316666667,12.2627083333,8.70991666667,7.52808333333
437.56,10.73375,6.7315,6.29858333333,7.86658333334,5.973,7.373,12.2737083333,8.72625,7.52225
437.91,10.7010833333,6.72066666667,6.29558333333,7.87108333333,5.96541666667,7.34758333333,12.262125,8.72158333333,7.49975
438.27,10.6921666667,6.72483333333,6.31383333333,7.87000000001,5.95325,7.37566666667,12.255125,8.70866666667,7.4825
438.62,10.6955,6.76458333334,6.37,7.91683333333,5.97608333333,7.40766666667,12.2912083333,8.73025,7.52783333333
438.98,10.69625,6.78458333333,6.36741666667,7.93550000001,5.97833333333,7.44091666667,12.272375,8.74758333333,7.54491666667
439.33,10.61525,6.74216666666,6.29675,7.88108333332,5.905,7.36483333333,12.2195833334,8.69691666667,7.46833333333
439.69,10.6121666667,6.79325,6.32325,7.92066666667,5.90483333333,7.38716666667,12.2325,8.72633333334,7.48258333333
440.04,10.6126666667,6.80466666666,6.32791666666,7.90958333334,5.8795,7.39116666667,12.2235833333,8.72658333334,7.4665
440.40,10.5746666667,6.77775,6.30983333333,7.88274999999,5.84433333333,7.37091666666,12.1959583333,8.69083333334,7.43783333333
440.75,10.5653333333,6.77091666667,6.32566666666,7.89433333334,5.84141666666,7.36575,12.1867916667,8.69258333333,7.43175
441.11,10.5180833333,6.73441666667,6.28608333334,7.86191666667,5.81333333333,7.31458333333,12.151625,8.65600000001,7.37066666667
441.47,10.51025,6.741,6.29458333333,7.86500000001,5.81466666667,7.30116666666,12.1494583333,8.63925000001,7.37775
441.82,10.5005,6.72083333334,6.2935,7.85616666667,5.78116666667,7.2925,12.1435,8.63249999999,7.38666666667
442.18,10.49525,6.73066666667,6.28983333334,7.87675000001,5.78616666667,7.26925,12.14825,8.63508333332,7.38608333333
442.53,10.4815,6.73775,6.29283333333,7.87533333333,5.74908333333,7.2675,12.1340833334,8.62366666666,7.37008333333
442.89,10.4761666667,6.76308333334,6.32566666666,7.8915,5.74116666667,7.27258333333,12.1660833333,8.63091666667,7.38416666667
443.24,10.4874166667,6.77683333334,6.35425,7.90758333333,5.74075,7.30908333333,12.1583333333,8.63241666666,7.4055
443.60,10.4445,6.75833333333,6.33891666666,7.89333333332,5.70683333334,7.28441666666,12.1219166666,8.59558333332,7.37691666667
443.95,10.46625,6.80708333334,6.39683333333,7.95366666666,5.75741666667,7.32883333333,12.158875,8.64566666667,7.43675
444.31,10.44575,6.81766666667,6.39708333333,7.96400000001,5.73816666667,7.2995,12.1367916666,8.63566666666,7.43733333333
444.66,10.439,6.83875,6.38708333334,7.97000000001,5.72575,7.28683333333,12.12825,8.63875,7.43166666667
445.02,10.4358333333,6.86666666667,6.40716666667,7.99191666667,5.7305,7.29733333333,12.1324583333,8.65199999999,7.446
445.37,10.429,6.86925,6.39683333333,7.99450000001,5.71691666666,7.28475,12.1343333333,8.65358333332,7.462
445.72,10.436,6.90816666667,6.42283333333,8.02299999999,5.74,7.30175,12.1445,8.64600000001,7.4675
446.08,10.4559166667,6.94666666667,6.45366666666,8.04633333333,5.75641666667,7.31775,12.170125,8.68491666668,7.492
446.43,10.4563333333,6.93475,6.44566666667,8.03166666666,5.74041666667,7.30183333333,12.1534583333,8.67050000001,7.47966666667
446.79,10.4700833333,6.93808333334,6.45508333333,8.04633333334,5.7515,7.29783333333,12.1444583333,8.67916666666,7.48325
447.14,10.4886666667,6.97341666667,6.47516666667,8.07508333332,5.77041666666,7.31125,12.1690833334,8.70883333334,7.50191666667
447.50,10.5218333333,6.98591666667,6.49066666667,8.08508333333,5.78341666667,7.316,12.1887083333,8.73441666666,7.52391666666
447.85,10.511,6.9655,6.48316666666,8.07366666666,5.76141666667,7.2835,12.1785416667,8.71216666667,7.48775
448.21,10.563,7.00941666667,6.52825,8.12849999999,5.79191666667,7.33908333333,12.2247083333,8.74766666667,7.52458333334
448.56,10.5614166667,7.00491666667,6.53633333333,8.12775,5.77816666667,7.3415,12.2294583333,8.73475000001,7.53808333333
448.92,10.5911666667,7.05175,6.58491666667,8.15708333332,5.8015,7.37975,12.2442916667,8.75550000001,7.587
449.27,10.6046666667,7.084,6.6185,8.19275,5.83066666667,7.40016666667,12.2689583333,8.78433333332,7.582
449.62,10.6148333333,7.08158333333,6.62741666667,8.20083333334,5.82275,7.40575,12.2619166667,8.80566666666,7.60258333333
449.98,10.5914166666,7.0705,6.61816666667,8.19025,5.80391666666,7.38916666667,12.2398333333,8.76600000001,7.604
450.33,10.6000833333,7.10266666666,6.64166666666,8.21449999999,5.81941666667,7.41033333334,12.2571666667,8.78125,7.6155
450.69,10.6393333333,7.139,6.686,8.25550000001,5.83033333333,7.45666666667,12.2887916667,8.80658333333,7.65516666667
451.04,10.6198333333,7.13508333333,6.6925,8.262,5.81441666667,7.44575,12.29175,8.78158333334,7.65
451.40,10.6125833333,7.14933333333,6.72641666667,8.29533333333,5.83358333333,7.47316666667,12.3205,8.79791666666,7.65416666667
451.75,10.6575,7.21925,6.77058333333,8.36283333334,5.89991666667,7.52075,12.3450833334,8.84741666666,7.7195
452.10,10.664,7.25625,6.79491666667,8.38358333334,5.93541666666,7.53716666667,12.3837083333,8.88341666668,7.75441666666
452.46,10.717,7.309,6.85625,8.44441666668,5.991,7.60841666667,12.4202083333,8.93824999999,7.81066666667
452.81,10.7435833333,7.35266666666,6.88341666667,8.49633333332,6.03291666666,7.63566666667,12.4439166667,8.96825,7.84041666667
453.17,10.76025,7.39783333333,6.9345,8.54666666666,6.07225,7.68383333334,12.487125,9.01025000001,7.90175
453.52,10.8140833334,7.48608333333,7.00483333333,8.62658333334,6.13575,7.751,12.5467083333,9.07341666666,7.96141666667
453.87,10.84025,7.533,7.04166666666,8.67225,6.14975,7.798,12.5744166667,9.10366666666,7.99233333333
454.23,10.8935,7.58025,7.09525,8.73533333333,6.19391666667,7.84383333333,12.6106666667,9.15191666667,8.04083333333
454.58,10.872,7.58466666667,7.08741666667,8.73608333334,6.18333333333,7.83116666667,12.6087083333,9.15191666665,8.03616666667
454.93,10.899,7.61875,7.117,8.77233333333,6.22116666666,7.85208333333,12.618125,9.18833333333,8.055
455.29,10.9346666667,7.67375,7.14483333333,8.80749999999,6.24241666667,7.88375,12.6344583334,9.21583333333,8.11541666667
455.64,10.9461666667,7.69466666667,7.175,8.83149999999,6.24358333333,7.911,12.6612916667,9.22350000001,8.13591666667
456.00,10.9526666666,7.71625,7.19716666667,8.86558333333,6.24275,7.93458333334,12.654625,9.22283333333,8.14341666667
456.35,10.9311666667,7.73291666667,7.2095,8.86175,6.23525,7.91108333333,12.6385833334,9.20383333333,8.11558333333
456.70,10.9076666666,7.71116666667,7.2055,8.86425000001,6.20941666667,7.9185,12.6374166667,9.18783333333,8.101
457.06,10.8720833333,7.66616666667,7.15833333333,8.83933333332,6.16033333333,7.88125,12.5858333333,9.12841666666,8.05591666667
457.41,10.82775,7.62866666667,7.13458333333,8.82141666666,6.11433333333,7.8375,12.548125,9.08458333333,8.00641666667
457.76,10.803,7.63416666667,7.14091666667,8.83091666667,6.10883333333,7.82866666667,12.5313333333,9.07208333333,7.99458333333
458.12,10.75025,7.6175,7.11841666667,8.82425000001,6.08808333333,7.80216666667,12.513875,9.04833333333,7.96225
458.47,10.71925,7.58916666667,7.10016666667,8.79900000001,6.07775,7.7675,12.4583333333,9.00466666667,7.92608333333
458.82,10.7185,7.5995,7.12191666667,8.80766666667,6.08466666667,7.77866666667,12.475625,9.00891666666,7.93841666666
459.18,10.70625,7.59525,7.12141666667,8.80666666667,6.07633333333,7.7705,12.4614166666,8.98866666666,7.92591666667
459.53,10.6840833333,7.58383333333,7.10558333333,8.78466666666,6.06283333333,7.74966666667,12.435875,8.96091666667,7.90825
