wavelength,Back_SalMulf,Belly_SalMulf,Breast_SalMulf,Crissum_SalMulf,Crown_SalMulf,DorTail_SalMulf,Patch10_SalMulf,Patch11_SalMulf,Patch12_SalMulf,Patch13_SalMulf,Rump_SalMulf,Throat_SalMulf,WingTip_SalMulf
327.67,8.49718333333,22.0445333333,14.8476,24.5228,5.60893333333,10.8266,21.3724,4.557,8.5468,33.3759333333,10.6876,23.9528,12.8258666666
328.04,8.7640111111,22.3918666667,15.202,24.9603333333,6.06093333333,10.9924333333,21.7262666667,5.03993333333,8.81966666667,33.5864666667,11.0722666667,24.3032666667,12.9920666667
328.41,8.35075555557,22.2803333334,14.728,24.5664666667,5.59233333333,10.5072,21.4689333333,4.66353333333,8.327,33.0532666667,10.7872666667,23.9862666666,12.416
328.78,8.32152222223,22.2915333333,14.6596666667,24.6380666667,5.60033333334,10.3712,21.5286,4.65546666667,8.29066666667,33.0588666667,10.7354,24.1006,12.3624
329.14,8.07404444446,22.1411333333,14.2942,24.5314,5.30166666667,9.89463333334,21.5904666667,4.1506,7.90266666667,32.9993333333,10.3515333333,23.9513333333,12.0913333333
329.51,7.61922777778,21.6666666667,14.0552,24.1959333333,4.99413333333,9.55083333333,21.2178,3.8792,7.6202,32.6174666667,9.92653333333,23.8204,11.6373333333
329.88,7.68770555555,21.8988666667,14.2502,24.2887333333,4.8802,9.52226666667,21.3841333333,4.00473333333,7.64873333333,32.7298666667,9.68946666667,24.0551333333,11.5676
330.24,8.46148333335,22.7638,15.1242,25.0156666666,5.39053333334,10.2900333333,22.1538,4.77453333333,8.42473333333,33.3601333333,10.4328666667,24.8400666667,12.2861333333
330.61,8.90164444445,23.1392,15.3204,25.3380666667,5.57913333333,10.4351333333,22.478,5.24393333333,8.64213333333,33.545,10.8200666667,25.3028666667,12.2838
330.98,9.07347222223,23.5478666667,15.6343333333,25.6446666667,5.79066666667,10.5709666667,22.9814,5.46066666667,8.5968,33.7247333333,11.1517333333,25.4548666667,12.5010666667
331.34,9.05764444445,23.4919333333,15.5681333333,25.6482,5.50266666667,10.3334333333,22.9506,5.3194,8.30786666667,33.6885333333,11.0054,25.5346666667,12.1926666667
331.71,9.21019444443,23.4676,15.7083333333,25.5118,5.56826666667,10.2675333333,23.0856666667,5.60526666667,8.41613333334,33.424,11.2102,25.4692666667,12.2858
332.08,9.21958888888,23.5180666667,15.7656,25.3372666667,5.40706666667,10.2785666667,23.1374,5.452,8.41026666667,33.3864666667,11.0718666667,25.4576,12.1046666667
332.44,9.51405555555,23.7342,16.1039333333,25.5243333333,5.80173333333,10.5682333333,23.3662,5.7524,8.85493333333,33.5117333334,11.3811333333,25.7084,12.4741333333
332.81,9.24779444445,23.8999333334,15.8796666667,25.4493333333,5.50646666667,10.1552,23.3196,5.4792,8.61113333333,33.4531333333,11.2772666667,25.6535333333,12.2657333333
333.18,9.46457222223,24.3032666667,16.33,25.6794,5.6714,10.4533666667,23.4928,5.768,8.9604,33.6446666667,11.6377333333,26.0415333333,12.4078666667
333.54,10.0171722222,25.0371333333,16.8342,26.4008666667,6.23066666667,10.7575333333,23.9660666667,6.22273333333,9.51086666665,34.2158666667,12.1,26.7438666667,12.9080666667
333.91,10.0261333333,25.2341333333,17.0248,26.588,6.45426666667,10.8316333333,24.1716,6.2968,9.69686666667,34.4823333333,12.2917333333,27.0418666667,13.0317333333
334.28,10.2436166667,25.6860666666,17.4734,27.0817333333,6.90273333333,10.8781,24.633,6.5992,10.031,34.8636,12.5394666667,27.6912666667,13.2762
334.64,10.3216277778,25.9,17.6303333333,27.2352666667,7.00893333333,11.0035,24.8757333333,6.5122,10.1557333333,34.9387333333,12.5742666666,27.7240666667,13.2972
335.01,9.99638333333,25.697,17.3394,27.1414,6.819,10.745,24.5163333333,6.27586666667,9.88333333334,34.7093333333,12.3255333333,27.5704,12.7648
335.38,9.84418888888,25.9903333333,17.2844,27.1333333333,6.9214,10.6863,24.5974666667,6.21246666667,9.79906666665,34.6888666667,12.1452666667,27.5977333333,12.6968666667
335.74,9.66240555555,26.1204666666,17.3209333333,27.3543333333,6.80813333333,10.6243333333,24.6158666667,5.97886666666,9.75539999999,34.8927333333,12.226,27.8062666667,12.5511333333
336.11,9.86270555555,26.603,17.7304666666,27.8455333333,7.10306666666,10.8431333333,25.0586666667,6.24286666667,10.0636666667,35.1102666667,12.6692,28.2059333333,12.9239333333
336.47,9.65967777779,26.4674666667,17.6158,27.7956,6.75386666667,10.6166666667,24.9356666667,6.07913333333,9.83253333333,34.8386666667,12.3864666667,28.1986666667,12.7068666667
336.84,9.87145555555,26.6236666667,17.8215333333,27.8978666667,6.8672,10.8517666667,25.1968666667,6.32553333333,9.92606666667,34.8174,12.5388666667,28.3297333333,12.7748666667
337.21,9.88776111112,26.5844,17.7433333333,27.8641333333,6.93193333333,10.8654333333,25.2717333333,6.41533333333,9.95666666667,34.8316,12.5746666667,28.3033333333,12.7509333334
337.57,9.93055555557,26.6318666667,17.6748666667,27.915,6.85233333333,10.8123666667,25.3556,6.36273333333,9.78066666667,34.7856666667,12.6488,28.2793333333,12.7253333333
337.94,9.60581666667,26.4986666667,17.4304666667,27.7846666667,6.49186666667,10.5924666667,25.1,6.16753333333,9.31446666667,34.61,12.4153333333,28.0376,12.4131333334
338.31,9.21536111111,26.0978,16.9705333333,27.2882666667,5.9424,10.1885,24.7156,5.6112,8.82566666667,34.1261333333,11.9603333333,27.5097333333,11.7522666667
338.67,8.95453888889,25.9894666667,16.7896666667,27.2160666667,5.70906666667,9.92466666665,24.6101333333,5.2804,8.5978,34.0400666667,11.7032,27.5718,11.6597333333
339.04,9.16285555555,26.2543333333,16.9811333333,27.4117333333,5.8076,10.0694,24.8394,5.32693333333,8.86766666666,34.2309333333,11.8819333333,27.8878666667,11.8409333333
339.40,9.45052777778,26.3631333333,17.2975333333,27.7312666667,5.88953333333,10.3286,25.0174666667,5.43426666667,9.19473333333,34.4614666667,12.2822,28.0712,12.0330666667
339.77,9.47667777778,26.5660666667,17.3802666667,27.5794,5.92386666667,10.2763333333,25.0738,5.4742,9.28866666666,34.2326,12.2327333333,28.1252666667,12.0358
340.14,9.42645555555,26.5446666667,17.3558,27.5088666667,5.8998,10.0863333333,25.0932,5.4522,9.23093333334,34.293,12.0567333334,28.1804,12.0058666667
340.50,9.38845000001,26.6270666667,17.3478,27.4766,5.8722,10.0341,25.1326666667,5.19866666667,9.11413333333,34.3458,12.0150666667,28.2095333333,11.938
340.87,9.60202222223,26.8632,17.6663333333,27.8028,6.0898,10.2009666667,25.3600666667,5.27046666667,9.27786666666,34.7668,12.2255333333,28.69,12.1424666667
341.23,9.58772222221,27.0904,17.6764,27.9795333333,6.05373333333,10.1477666667,25.5233333333,5.13633333333,9.225,34.905,12.1398,28.8014,12.0920666667
341.60,9.79079999999,27.4435333333,18.0050666667,28.2828,6.4128,10.5260666667,25.9522,5.34753333333,9.49000000001,35.1539333333,12.4059333333,29.1736,12.3670666667
341.96,9.92444444444,27.6010666667,18.0629333333,28.3754666667,6.56,10.5333333333,26.1184,5.26506666667,9.63839999999,35.3024,12.5034666667,29.3226666667,12.4629333333
342.33,10.0854888889,27.8995333333,18.2794,28.6258666667,6.86346666667,10.676,26.3508,5.46513333333,9.85666666667,35.5142666667,12.7032666667,29.482,12.8371333333
342.70,10.344,28.1799333333,18.5690666667,28.7853333333,7.05786666667,10.8698,26.6194666667,5.6084,10.0802666667,35.7712,12.9792666667,29.7631333333,12.8783333333
343.06,10.0937277778,28.2246,18.4746666667,28.7776666667,6.83353333334,10.7229333333,26.7336,5.3428,9.78839999999,35.7595333333,12.8004,29.6685333333,12.7050666667
343.43,9.52178888888,28.1461333333,18.1895333334,28.5134666667,6.38206666667,10.2634333333,26.5091333334,4.90466666667,9.11306666667,35.5414666667,12.2132,29.559,12.2172
343.79,9.91378888888,28.6779333333,18.6132666667,29.2368666667,6.7684,10.8162,27.0638,5.38573333333,9.32246666667,36.2126666667,12.5891333333,30.1048,12.5629333333
344.16,9.84828888888,28.6273333333,18.5585333333,29.3156666667,6.653,10.8966333333,26.9674666666,5.33713333333,9.1938,36.1927333333,12.5761333333,30.1866666667,12.4777333333
344.52,9.95651111111,28.7214666667,18.6994,29.5376666666,6.7752,10.9198333333,27.1240666667,5.57326666667,9.45046666667,36.4601333333,12.7323333333,30.4508,12.6142
344.89,10.0002833334,28.8258,18.7733333333,29.5584,6.87066666666,10.9546333333,27.1988,5.66893333333,9.62526666667,36.5168666667,12.7878666667,30.4376666667,12.5684666667
345.25,9.95318888889,28.7900666667,18.8288,29.6069333333,6.859,10.8834666667,27.1117333333,5.588,9.58426666667,36.4582666667,12.6772,30.4800666667,12.5506666667
345.62,9.68830555556,28.7557333333,18.7039333333,29.6148,6.53293333333,10.6055,27.0115333333,5.31026666667,9.385,36.4094666667,12.3706666667,30.3851333333,12.2877333333
345.99,9.76665555555,28.9684666667,18.8089333333,29.7568666667,6.7132,10.7389,27.0544666667,5.4162,9.54053333333,36.3246,12.517,30.5898,12.4088666667
346.35,9.80427777779,29.0530666667,18.8386666667,29.8136,6.64806666667,10.7242666667,27.1048,5.39533333333,9.59546666666,36.4576666667,12.5112666667,30.8444666667,12.3582666667
346.72,9.75197777779,29.1176,18.9264,29.8686,6.67966666667,10.7295666667,27.1941333333,5.5206,9.57773333333,36.4886666667,12.4592666667,30.8563333333,12.394
347.08,9.95101111112,29.1981333333,19.0651333333,30.0716,6.82646666667,10.8624666667,27.1591333333,5.67966666667,9.8076,36.5058666666,12.4133333333,30.9784666667,12.4505333333
347.45,10.3741944444,29.5523333333,19.2454,30.3385333333,7.23646666667,11.1579666667,27.4732666667,6.08953333333,10.3608,36.6537333333,12.8080666667,31.2966666667,12.8008
347.81,10.1288611111,29.3207333333,19.0186,30.0845333333,6.87673333333,10.6524333333,27.2577333333,5.65386666667,10.2183333333,36.387,12.5602666667,31.0992666667,12.5732666667
348.18,10.0085666667,29.3538,18.9478666667,30.0317333333,6.87346666667,10.4627333333,27.2438666667,5.53446666667,10.2308666667,36.3986,12.5864666667,31.2142666667,12.4450666667
348.54,9.85981111112,29.635,18.8995333333,30.189,6.77353333333,10.4033333333,27.2656,5.32846666667,10.0430666667,36.5132,12.4145333333,31.2314666667,12.3058
348.91,9.72435000001,29.5819333333,18.7926,30.212,6.6442,10.2614333333,27.2160666667,5.1688,9.83513333334,36.3965333333,12.3192,31.3592,12.3247333333
349.27,9.99055000001,30.0336666666,19.0699333333,30.5247333333,6.8796,10.5734,27.6619333333,5.63013333333,10.1438,36.7152666667,12.6685333333,31.7011333333,12.6948
349.64,10.0715166667,30.0525333333,19.1031333333,30.4578,6.95593333333,10.6567666667,27.7553333333,5.8044,10.2847333333,36.6491333333,12.8084666666,31.692,12.7144
350.00,10.0519388889,29.9963333333,19.1052666667,30.5262,6.8134,10.5529,27.8438666667,5.72793333333,10.1835333333,36.639,12.787,31.6354666666,12.5798666667
350.37,9.93802222222,30.0857333333,19.0384,30.6166,6.7652,10.5163,27.8745333333,5.5756,10.0420666667,36.5372,12.7403333333,31.622,12.4776
350.73,10.0232888889,30.2998,19.1433333333,30.8432,6.79886666666,10.6391666667,28.0394,5.56366666667,10.1747333333,36.5426666667,12.8695333333,31.9206,12.6216666667
351.10,9.93359444444,30.5374666666,19.1558666667,30.9432666667,6.81473333333,10.4474,28.2702666667,5.54653333333,10.1334666667,36.8002666667,12.9708,32.2258666667,12.6876
351.46,9.84937222223,30.5925333333,19.1979333333,30.999,6.749,10.3089,28.2848666667,5.41353333333,10.0302666667,36.9209333333,12.9752666667,32.3559333333,12.6047333333
351.83,9.74019999999,30.7551333334,19.1157333333,31.0420666667,6.70233333333,10.3281333333,28.3230666667,5.3724,9.83866666667,37.0436,12.843,32.4364666667,12.4792
352.19,9.61505000001,30.8634,19.1436666667,31.0261333333,6.58,10.2477,28.3794,5.22486666667,9.64633333333,36.9585333333,12.6397333333,32.3761333333,12.3476666667
352.55,9.45213888888,30.6855333333,19.0731333333,30.7677333333,6.45846666667,10.0935,28.2616,5.16773333333,9.5296,36.6858666667,12.5026,32.4012,12.1336
352.92,9.41181666667,30.9207333333,19.0809333333,30.9311333333,6.30633333333,10.0784666667,28.4159333333,5.0774,9.5386,36.7763333333,12.4177333333,32.4508,11.9512666667
353.28,9.39524444444,30.7813333333,19.0124666667,30.8122,6.1448,9.92210000001,28.2138666667,4.854,9.43766666667,36.4228666667,12.2618666667,32.2841333334,11.6492666667
353.65,9.72338333334,31.2344666667,19.3528,31.003,6.38946666667,10.0784666667,28.4427333333,4.99033333333,9.61726666667,36.5661333333,12.5238,32.7198,11.9543333333
354.01,9.78888888888,31.5033333333,19.49,31.0866666667,6.42166666666,9.99666666667,28.6266666666,5.11833333333,9.73166666668,36.6216666667,12.5766666667,32.9133333333,11.9766666667
354.38,9.75241111111,31.5156,19.5714666667,31.1067333333,6.4302,10.0066666667,28.7176,5.18226666667,9.64206666666,36.7045333333,12.6256,33.0148,12.0164666666
354.74,9.6534611111,31.4202,19.3946,30.9951333333,6.32046666667,9.7793,28.6070666667,5.19153333333,9.5492,36.6489333333,12.4974666667,32.8260666667,11.8453333333
355.11,9.46798333334,31.2259333333,19.2460666667,30.831,6.08286666667,9.59239999999,28.3915333333,4.97006666667,9.41913333333,36.3944666667,12.3434666667,32.7164,11.6621333333
355.47,9.28992222223,30.9922,19.0802666667,30.6683333333,5.77773333333,9.43283333333,28.1837333333,4.75766666667,9.26073333333,36.1343333333,12.1172,32.5940666667,11.4598666667
355.83,9.25093888889,30.9396,19.0972,30.6792666667,5.7894,9.40203333333,28.1456666667,4.62633333333,9.19586666666,36.0279333334,12.0364,32.6112666667,11.3668666667
356.20,9.33742777778,31.1195333333,19.1986,30.907,5.81506666667,9.5248,28.2886,4.76126666667,9.31593333333,36.3488,12.1749333333,32.8816666667,11.4382
356.56,9.56376111113,31.4449333333,19.4244,31.1704,6.02886666667,9.70073333333,28.7024,4.91733333333,9.51493333333,36.5734,12.4484,33.0052666667,11.6878666667
356.93,9.59503888889,31.5341333333,19.5437333333,31.2226666667,6.1964,9.71086666667,28.7873333333,5.03473333333,9.59913333333,36.5136666667,12.5782666667,33.1193333333,11.7792
357.29,9.50811111111,31.6204666667,19.5788666667,31.3854,6.2664,9.704,28.9056666667,5.08106666667,9.69766666666,36.689,12.6113333333,33.2772666667,11.8807333333
357.66,9.21605555555,31.5039333333,19.3449333333,31.2754666667,5.99653333333,9.54229999999,28.8189333333,4.85673333333,9.52913333334,36.7219333333,12.4028666667,33.0923333333,11.6162
358.02,9.26131111112,31.6204666667,19.3701333333,31.3793333333,5.95746666667,9.65916666667,28.9230666667,4.84986666667,9.58713333334,37.0740666667,12.3694666667,33.3116,11.6521333333
358.38,9.19798333333,31.6546666667,19.2964,31.4168,5.84966666667,9.56426666667,28.9315333333,4.75826666667,9.59080000001,36.9584666667,12.2204666667,33.3738666667,11.5759333333
358.75,8.92577777778,31.6324666667,19.1208666667,31.3726,5.58913333334,9.33200000001,28.8685333333,4.45686666667,9.2734,36.9083333333,11.9906,33.424,11.3553333333
359.11,9.04668888889,31.9159333333,19.2436,31.5736,5.679,9.52443333334,29.0888666667,4.55153333333,9.31206666667,37.1522,12.0621333333,33.6861333333,11.4742
359.48,9.11108888889,32.2920666667,19.4028666667,31.7907333333,5.7352,9.55463333332,29.3652666667,4.55493333333,9.37046666667,37.3307333333,12.1709333333,33.9191333333,11.5508666667
359.84,9.19565,32.5180666667,19.4809333333,31.8676666667,5.77726666667,9.62230000001,29.6079333333,4.70793333333,9.5508,37.3672666667,12.2988,34.0284666667,11.6323333333
360.20,9.29732777779,32.693,19.5063333333,31.9560666666,5.77106666667,9.59006666666,29.7243333333,4.7226,9.64866666666,37.324,12.339,34.0808666667,11.6347333333
360.57,9.1723111111,32.6463333333,19.4336,32.0062666667,5.59006666667,9.48276666667,29.6156,4.66786666667,9.5418,37.3576666667,12.2556666667,34.2285333333,11.5276
360.93,9.11925000001,32.7384666667,19.4293333333,32.1448666666,5.531,9.50030000001,29.6356,4.60466666667,9.52593333333,37.5946666667,12.1746666667,34.4004,11.444
361.29,9.12224444445,32.7267333333,19.3912666667,32.0988,5.5158,9.57069999999,29.6085333333,4.59133333333,9.43786666667,37.5354666667,12.2159333333,34.3560666667,11.4340666667
361.66,9.04154444445,32.6457333333,19.3375333333,32.0989333333,5.4236,9.48666666668,29.5462666667,4.57286666667,9.33186666667,37.4264,12.1633333334,34.3588,11.3970666667
362.02,8.85784444445,32.532,19.2278,32.0149333333,5.3342,9.33213333333,29.4889333333,4.5026,9.16793333333,37.154,12.0503333333,34.1994,11.2512
362.39,8.90297777778,32.6725333333,19.3336666667,32.1743333333,5.3428,9.35680000001,29.6282666667,4.4912,9.19126666667,37.3372666667,12.1347333333,34.32,11.2714666667
362.75,8.99796111111,32.7232666667,19.4273333333,32.2932666667,5.44006666667,9.46616666668,29.7306,4.55913333333,9.3468,37.4039333333,12.2006,34.3911333333,11.3025333333
363.11,9.05056111111,32.7128666667,19.5071333333,32.307,5.53313333333,9.46673333332,29.7685333333,4.6494,9.4234,37.3442666667,12.273,34.3519333333,11.313
363.48,9.23731666668,32.7996,19.6412666667,32.5129333333,5.73253333333,9.6751,29.9364666667,4.883,9.5608,37.4902666667,12.4290666667,34.5554,11.4734
363.84,9.31912777779,32.8588666667,19.74,32.6402,5.80066666667,9.73986666667,29.9456,4.96846666667,9.6084,37.538,12.5304666667,34.6126666667,11.584
364.20,9.27247222223,32.8268666667,19.7355333333,32.5701333333,5.82506666667,9.75966666666,29.9723333333,4.9546,9.5996,37.4807333333,12.4994666667,34.6483333333,11.6124
364.57,9.35885555555,33.0576,19.8706,32.5714,5.898,9.83003333333,30.0727333333,5.01546666667,9.7394,37.5473333333,12.5295333333,34.7784666667,11.6112
364.93,9.44770555557,33.2236666667,20.0114666667,32.6873333333,5.966,9.83686666667,30.2345333333,5.10413333333,9.83506666667,37.5712666667,12.6427333333,34.8363333333,11.7446
365.29,9.57252222221,33.4863333333,20.1659333333,32.9112,6.096,9.86089999999,30.5288666667,5.20746666667,9.94193333335,37.7905333333,12.7116666667,35.1648,11.8126
365.66,9.69015,33.6534,20.3037333333,33.0854666667,6.25893333333,9.95263333334,30.6625333333,5.2448,10.0642,37.8792666667,12.7725333333,35.3078666667,11.8424666667
366.02,9.84653333333,33.8910666667,20.4742666667,33.2450666667,6.40773333333,10.0629,30.8503333333,5.2934,10.2042,38.1006,12.9156,35.6150666667,11.9482666667
366.38,9.92506666666,33.9872666667,20.5256666667,33.2885333333,6.55146666667,10.1206333333,30.8626666667,5.3978,10.3133333333,38.0902,12.9617333333,35.6864666667,11.9810666667
366.75,10.0595888889,34.2328,20.684,33.4179333333,6.6738,10.2043666667,30.9800666667,5.553,10.4997333333,38.0823333333,13.1756666667,35.8430666667,12.1208666667
367.11,10.1424444445,34.4354666667,20.7257333333,33.6254666667,6.72146666667,10.2753666667,31.1360666667,5.47533333333,10.547,38.197,13.1908,36.0224666667,12.1788
367.47,9.98051111112,34.3889333333,20.5758,33.5248,6.64526666667,10.0672333333,31.0532666666,5.34093333334,10.4592666667,38.1768,12.9988666667,35.9586,12.0741333333
367.84,10.0414222222,34.5188,20.5854,33.6022666667,6.74326666667,10.0783,31.1978,5.36173333333,10.5072,38.2613333333,13.0024,36.1736666667,12.1310666667
368.20,10.1023944444,34.6029333334,20.5934666667,33.8,6.7922,10.0615333333,31.2308666667,5.36346666667,10.556,38.3724666667,13.0484666666,36.2496,12.157
368.56,10.1257833333,34.6755333333,20.5264,34.0351333333,6.847,10.0511,31.4082666667,5.30993333333,10.5311333334,38.5135333334,13.1206666667,36.376,12.2097333333
368.93,10.2326722222,34.6654666667,20.5236,34.0353333333,6.85846666667,10.1427,31.425,5.32246666667,10.5396,38.4212,13.1225333333,36.4060666667,12.1855333333
369.29,10.1260888889,34.7155333333,20.4755333334,34.0286666667,6.656,10.0125666667,31.3931333333,5.171,10.4122,38.3919333333,13.0455333334,36.4861333333,12.1494
369.65,10.1981611111,34.9294666667,20.5987333333,34.2534,6.68206666667,10.0452333333,31.5932666667,5.29433333333,10.505,38.5096,13.0856666667,36.7339333333,12.2847333333
370.01,10.3005388889,34.9326,20.6338666667,34.4035333333,6.8044,10.1458333333,31.701,5.39173333333,10.6567333333,38.5298666667,13.1981333333,36.7589333333,12.3926666667
370.38,10.1095611111,34.9510666667,20.4843333333,34.3074666667,6.62133333334,10.0140666667,31.5678,5.25933333334,10.5588,38.4020666667,13.0982666667,36.712,12.2289333333
370.74,10.0601555555,34.9778666667,20.4656666667,34.3000666667,6.58833333333,9.98686666666,31.5516,5.22966666667,10.4593333333,38.3450666667,12.9796,36.756,12.2073333333
371.10,10.0583555556,35.0454,20.5236666667,34.1859333333,6.54713333333,9.90956666666,31.5618,5.32546666667,10.4451333333,38.3298666667,12.9939333333,36.7748666667,12.1811333333
371.46,10.0549333333,35.1064,20.5386666667,34.1962666667,6.4644,9.91590000001,31.6156,5.2878,10.4082,38.2722666667,13.0217333333,36.7779333333,12.0842666667
371.83,9.84390555555,35.0432666667,20.4336,34.1354666667,6.22506666667,9.7044,31.5526,5.0938,10.2618,38.1485333333,12.8783333333,36.7543333333,11.8514666667
372.19,9.83275000001,35.2008,20.5446,34.1772,6.23806666667,9.70739999999,31.6810666667,5.18973333333,10.2244,38.1458666667,12.9301333333,36.8364,11.8921333333
372.55,9.76486111112,35.1290666667,20.5385333333,34.1173333333,6.12813333333,9.55856666668,31.6508,5.15293333333,10.1338,37.9999333333,12.8526,36.8282666667,11.794
372.92,9.59302222221,35.14,20.4514,34.1274666667,6.05993333333,9.4499,31.6531333333,5.0264,10.0137333333,38.0114,12.7965333333,36.8712666667,11.7141333333
373.28,9.50192222222,35.1586,20.4462,34.1027333333,6.0004,9.42666666665,31.6709333333,4.95093333333,9.98606666667,37.9013333333,12.7311333333,36.8032666667,11.6088666667
373.64,9.36766666667,35.0619333333,20.3744,34.0368,5.91233333333,9.36393333333,31.6444,4.81333333333,9.7956,37.8330666667,12.6352666667,36.7053333333,11.5108666667
374.00,9.22334444445,35.1913333333,20.4256,33.9714,5.71773333333,9.24226666666,31.6290666667,4.686,9.63386666666,37.8600666667,12.6188666667,36.8214666667,11.3724
374.37,9.29365555556,35.2142666667,20.5144666667,34.1493333333,5.75146666667,9.28480000001,31.8511333333,4.72626666667,9.6366,37.9914666667,12.6351333333,36.9177333333,11.4415333333
374.73,9.31316666667,35.3817333334,20.5970666667,34.3214666667,5.76186666667,9.29199999999,32.0823333333,4.66753333333,9.6154,38.2999333333,12.6826666667,37.1433333333,11.4304
375.09,9.14024444446,35.2808,20.4844666667,34.2838,5.6124,9.13916666667,32.0365333333,4.52706666667,9.54526666667,38.0861333333,12.577,37.0762,11.2563333333
375.45,9.19396666667,35.3475333333,20.602,34.3758,5.6812,9.135,32.1113333333,4.585,9.6228,38.0386,12.5834,37.1916,11.3730666667
375.81,9.33545000001,35.5941333333,20.8204666667,34.5546,5.84026666667,9.3153,32.2556666667,4.7428,9.75593333333,38.2536,12.7588666667,37.3703333333,11.5023333333
376.18,9.29650555557,35.5374,20.7671333333,34.6130666667,5.779,9.2861,32.2582,4.64006666667,9.71286666667,38.1852,12.6958666667,37.4475333333,11.4181333334
376.54,9.47645555555,35.7653333333,21.0251333333,34.8314666667,6.02953333333,9.54333333333,32.4657333333,4.8472,9.96060000001,38.3338666667,12.8317333333,37.6461333333,11.5869333333
376.90,9.49798333333,35.7998,21.0503333333,34.8802666667,6.02086666667,9.5261,32.4882666667,4.86713333333,9.99073333334,38.3902,12.8116,37.7531333333,11.6054
377.26,9.34528333333,35.805,20.8980666667,34.8505333333,5.91566666667,9.34123333333,32.3510666667,4.7254,9.93226666668,38.398,12.6674666667,37.7194666667,11.4292666667
377.63,9.39676111112,35.9917333333,20.9432,34.9486,5.99826666667,9.43023333334,32.428,4.7834,10.0642666666,38.5188,12.7622,37.876,11.4463333334
377.99,9.39473333333,36.0630666667,20.9568666667,35.0131333333,6.00346666667,9.42803333334,32.4538666667,4.81853333333,10.0819333333,38.5010666667,12.6998,37.8452666667,11.4104
378.35,9.50577222222,36.1990666667,21.0695333333,35.0466666667,6.091,9.51023333333,32.5364666667,4.88973333333,10.1883333333,38.5428666667,12.8552,37.9909333333,11.5147333333
378.71,9.54868333333,36.2353333333,21.085,35.1477333333,6.14513333333,9.60486666667,32.6020666667,4.9744,10.2691333333,38.5968,12.9158,38.0689333333,11.592
379.07,9.59801111112,36.3585333333,21.1418666667,35.3238666667,6.20293333333,9.66773333335,32.6816666667,5.01666666667,10.3389333334,38.7708666667,12.9348,38.1592,11.6259333333
379.44,9.65272222222,36.531,21.1892666667,35.466,6.27293333333,9.73636666667,32.8127333334,5.09726666667,10.4385333333,38.9804666667,13.0602666667,38.3371333334,11.636
379.80,9.58301666666,36.5363333333,21.1138666667,35.5093333333,6.18313333334,9.67313333332,32.8354,4.9914,10.3430666667,39.0292666667,12.9658,38.3916666667,11.5631333333
380.16,9.77442222221,36.8053333333,21.3424666667,35.7306666667,6.3682,9.83543333333,33.0458666666,5.17433333333,10.5454,39.2071333333,13.1716,38.626,11.7874666667
380.52,9.56527777777,36.8033333333,21.1581333333,35.7183333333,6.1402,9.63530000001,33.0112,4.95113333333,10.3266,39.1668,13.0438666667,38.5216,11.5961333333
380.88,9.57871666667,36.9748666667,21.1745333333,35.7814,6.14313333333,9.58803333333,33.0914666667,4.95146666667,10.386,39.1523333333,13.0689333333,38.5618,11.5938
381.24,9.76801666667,37.0717333333,21.3139333333,35.9555333333,6.25793333333,9.72483333334,33.2848666667,5.08086666667,10.4956666667,39.28,13.1867333333,38.7462,11.7323333333
381.61,9.72645000001,36.9880666667,21.2893333333,35.9074,6.16506666667,9.56556666667,33.1911333333,4.9854,10.4442666667,39.1524,13.1064666667,38.7189333333,11.668
381.97,9.88205,37.1683333333,21.4434666667,36.0916666667,6.314,9.6927,33.3796666667,5.07133333333,10.5818666667,39.2736,13.1910666667,38.9549333333,11.8541333333
382.33,9.84809444445,37.3076666667,21.424,36.1900666667,6.30506666666,9.66243333333,33.4590666667,5.05566666667,10.5498666667,39.3258666667,13.1162666667,39.0735333333,11.8311333333
382.69,9.7629611111,37.3078666667,21.3875333333,36.1874666667,6.18206666667,9.52083333333,33.3486,4.92413333333,10.5324666667,39.2005333333,13.0159333333,39.075,11.7419333333
383.05,9.64222222223,37.299,21.3024666667,36.1129333333,6.0444,9.37566666668,33.3441333333,4.81726666667,10.4399333333,39.0948,12.9043333333,39.1116,11.6587333334
383.41,9.58923888889,37.2874666667,21.2566,36.0984666667,5.99546666667,9.35976666667,33.3447333333,4.72266666667,10.3886666667,39.1072666667,12.8176,39.0982666667,11.5932666667
383.77,9.56766666666,37.3387333333,21.2856,36.1075333333,6.00413333333,9.32499999999,33.3797333333,4.71106666667,10.4365333333,39.0650666667,12.799,39.1456,11.5847333333
384.14,9.37524444445,37.2656,21.0829333333,35.9670666667,5.79193333333,9.181,33.2767333333,4.49973333333,10.2724666667,38.9232666667,12.5583333333,39.0478,11.3261333333
384.50,9.47689444445,37.3148,21.1559333333,36.0114666667,5.87586666667,9.23256666666,33.2642666667,4.58886666667,10.3053333333,38.998,12.5784,39.2444666667,11.3620666667
384.86,9.46772222223,37.3984,21.2044666667,36.1419333333,5.8542,9.27729999999,33.3727333333,4.59933333333,10.2740666667,39.0962,12.5455333333,39.4078,11.2976666667
385.22,9.50486666667,37.5244,21.2793333333,36.1301333333,5.92006666667,9.28493333334,33.4763333333,4.653,10.2891333333,39.0707333333,12.6224666667,39.4968666667,11.3652
