wavelength,Back_MelNigm,Belly_MelNigm,Breast_MelNigm,Crissum_MelNigm,Crown_MelNigm,DorTail_MelNigm,Patch10_MelNigm,Rump_MelNigm,Throat_MelNigm,WingTip_MelNigm
575.89,4.64373333333,5.02926666667,4.0304,5.1032,4.5168,5.5799,52.0593333333,5.54186666667,3.6652,8.41033333333
576.22,4.64553333334,5.04753333333,4.0426,5.11773333333,4.52673333333,5.6025,52.059,5.55486666667,3.68693333333,8.42166666667
576.56,4.64633333333,5.06673333333,4.04066666667,5.12546666667,4.52853333333,5.6018,52.0690666667,5.5594,3.69246666667,8.44246666667
576.90,4.63,5.04846666667,4.02286666667,5.0936,4.49726666667,5.58136666667,52.0074,5.53933333333,3.68166666667,8.4278
577.24,4.5938,5.04153333333,4.0078,5.0686,4.48186666667,5.5475,52.0061333333,5.52493333333,3.6618,8.42273333333
577.58,4.62173333333,5.05933333333,4.0394,5.08306666667,4.502,5.57026666667,52.0480666667,5.55666666667,3.6804,8.4422
577.92,4.65826666667,5.073,4.06613333333,5.088,4.52393333333,5.6028,52.1064,5.59553333333,3.68713333333,8.47793333333
578.26,4.67793333333,5.08826666667,4.0752,5.0776,4.5288,5.5968,52.101,5.59433333333,3.69253333333,8.47253333333
578.60,4.6668,5.08953333333,4.07213333333,5.06546666667,4.52213333333,5.5751,52.1707333333,5.5816,3.67806666667,8.45946666667
578.94,4.71313333333,5.12473333333,4.12833333333,5.13333333333,4.54706666667,5.62616666667,52.2248666667,5.63206666667,3.7222,8.50953333333
579.28,4.71206666667,5.13606666667,4.13126666667,5.1698,4.56186666667,5.63926666667,52.2027333333,5.65146666667,3.72933333333,8.52766666666
579.61,4.67673333333,5.09673333333,4.10133333334,5.1582,4.51693333334,5.61343333333,52.1808,5.61193333333,3.7104,8.50993333334
579.95,4.68726666667,5.102,4.119,5.1894,4.52173333333,5.64003333333,52.1984,5.63246666667,3.7248,8.53873333332
580.29,4.71753333333,5.1012,4.12546666667,5.2096,4.51673333333,5.65423333333,52.2299333333,5.643,3.73873333333,8.56026666666
580.63,4.74586666667,5.1158,4.14546666667,5.22733333333,4.54733333333,5.67016666667,52.2694666667,5.66873333333,3.75686666667,8.58826666667
580.97,4.78906666667,5.1378,4.16066666667,5.27353333333,4.57906666667,5.71866666667,52.3868666667,5.70813333333,3.7878,8.62440000001
581.31,4.77173333334,5.1302,4.142,5.25586666667,4.56766666667,5.7245,52.3022,5.6964,3.783,8.61486666666
581.65,4.79466666667,5.16053333333,4.16506666667,5.29053333333,4.5864,5.744,52.2208,5.71746666667,3.82546666667,8.62853333333
581.98,4.7752,5.15906666666,4.15693333333,5.30186666667,4.58346666667,5.7334,52.2129333333,5.72553333333,3.8228,8.6154
582.32,4.7678,5.1594,4.1252,5.28706666667,4.5736,5.7402,52.157,5.71306666667,3.808,8.585
582.66,4.719,5.13493333333,4.06026666667,5.22226666667,4.53713333333,5.70153333333,52.0909333333,5.67113333333,3.75646666667,8.54326666666
583.00,4.67826666667,5.10333333333,4.0316,5.18126666667,4.50066666667,5.661,52.1083333333,5.63933333333,3.71126666667,8.5116
583.34,4.6702,5.10246666667,4.025,5.16273333334,4.50426666667,5.6471,52.1515333333,5.64653333333,3.69553333333,8.49686666667
583.68,4.6752,5.1074,4.0186,5.14213333333,4.49946666667,5.62633333333,52.2155333333,5.62933333333,3.6698,8.49186666667
584.01,4.69713333333,5.15506666667,4.04806666667,5.17226666667,4.53753333333,5.66826666667,52.2461333333,5.65746666667,3.69706666667,8.51553333333
584.35,4.69753333333,5.17106666667,4.05713333333,5.20106666666,4.5482,5.67786666667,52.2108666667,5.66593333333,3.70566666667,8.52113333333
584.69,4.73313333333,5.19466666667,4.1022,5.213,4.56373333333,5.68346666666,52.1547333334,5.66993333333,3.73286666667,8.5346
585.03,4.7488,5.21686666667,4.11633333333,5.24913333333,4.5882,5.69313333333,52.2157333333,5.6918,3.74486666667,8.5632
585.37,4.77706666667,5.26166666667,4.1526,5.28726666667,4.6308,5.73636666666,52.2678666667,5.7256,3.77286666667,8.61566666667
585.70,4.83666666667,5.32173333333,4.20686666667,5.32126666667,4.68693333333,5.8093,52.2994666666,5.76366666666,3.82386666667,8.6828
586.04,4.88166666667,5.3632,4.267,5.36773333333,4.7238,5.85203333333,52.3434,5.81413333333,3.8864,8.76106666667
586.38,4.86993333333,5.33373333333,4.2668,5.35873333333,4.7146,5.8358,52.3862666667,5.80553333333,3.88046666667,8.74726666667
586.72,4.86246666667,5.29446666667,4.23446666667,5.32533333333,4.69013333333,5.82413333333,52.3998,5.78266666667,3.86426666667,8.75353333333
587.06,4.79773333333,5.22746666667,4.1702,5.2748,4.6282,5.74513333333,52.3995333333,5.7164,3.80873333333,8.69073333334
587.39,4.76726666667,5.20093333333,4.14846666666,5.252,4.60833333333,5.72403333333,52.4360666667,5.69673333334,3.7912,8.6742
587.73,4.7188,5.1534,4.11153333333,5.20393333333,4.57273333333,5.682,52.4116,5.66486666667,3.74286666667,8.64846666666
588.07,4.69526666667,5.14926666667,4.1068,5.18806666667,4.573,5.6943,52.4672666667,5.67526666667,3.75073333333,8.63973333332
588.41,4.71706666667,5.16686666667,4.11733333333,5.23133333333,4.59586666667,5.7327,52.4617333333,5.71173333333,3.77193333333,8.68766666666
588.74,4.7366,5.16766666667,4.12446666667,5.2246,4.57886666667,5.74416666667,52.5706,5.70266666667,3.76026666667,8.70006666667
589.08,4.6634,5.08146666667,4.061,5.15366666667,4.498,5.67193333333,52.6064666667,5.6268,3.69066666667,8.63466666667
589.42,4.651,5.02886666667,4.03533333333,5.1414,4.46126666667,5.6304,52.6157333333,5.60933333333,3.65913333333,8.60413333333
589.76,4.61693333333,4.99793333333,3.991,5.1126,4.44473333333,5.58036666667,52.6035333333,5.56786666667,3.62106666667,8.55333333334
590.09,4.68073333333,5.06746666667,4.04213333333,5.1658,4.50553333333,5.64363333333,52.6054,5.62746666667,3.66646666667,8.63180000001
590.43,4.6608,5.06553333333,4.04446666667,5.1648,4.49913333333,5.63526666667,52.5710666667,5.61053333333,3.65173333333,8.59673333333
590.77,4.69966666667,5.13146666667,4.0838,5.21546666667,4.53853333334,5.69533333333,52.5846,5.66386666667,3.69713333333,8.67346666667
591.11,4.71733333333,5.15926666667,4.10586666667,5.23286666667,4.56066666667,5.7122,52.5672,5.6796,3.7122,8.70300000001
591.44,4.69966666667,5.1452,4.09166666667,5.22833333333,4.55293333333,5.7115,52.5476666667,5.64433333333,3.69946666667,8.68006666665
591.78,4.7208,5.1474,4.09773333333,5.24273333333,4.55006666667,5.70913333333,52.4880666667,5.62133333333,3.69333333333,8.7002
592.12,4.6734,5.10206666666,4.02966666667,5.1916,4.50466666666,5.6551,52.5333333333,5.55873333333,3.6476,8.65373333335
592.46,4.66746666667,5.10586666667,4.0406,5.19093333333,4.516,5.6634,52.3782,5.55966666667,3.65966666667,8.64400000001
592.79,4.6486,5.09113333333,4.01953333333,5.15953333333,4.4986,5.6581,52.266,5.54166666667,3.63973333333,8.62846666666
593.13,4.62253333333,5.08133333333,3.9916,5.12466666667,4.48,5.6327,52.2510666667,5.5262,3.6272,8.6236
593.47,4.61906666667,5.05053333333,3.98533333333,5.11206666667,4.465,5.64143333333,52.2472,5.5178,3.62366666666,8.65026666667
593.80,4.54433333333,4.9854,3.9194,5.0388,4.38006666667,5.56413333333,52.1870666667,5.43786666666,3.55253333333,8.56273333334
594.14,4.54153333333,4.9826,3.914,5.03113333333,4.38233333333,5.566,52.1844,5.44113333334,3.5686,8.58886666667
594.48,4.54493333333,4.95466666667,3.90673333333,5.02433333333,4.3584,5.56053333333,52.1609333333,5.4246,3.5718,8.58386666667
594.81,4.54386666667,4.95473333333,3.8974,5.0296,4.34206666666,5.5582,52.1789333333,5.43353333333,3.57146666667,8.58186666666
595.15,4.5776,5.00293333333,3.93193333333,5.05073333333,4.35313333333,5.5862,52.2976666667,5.48893333333,3.60966666667,8.62566666667
595.49,4.5554,4.9976,3.91886666667,5.02506666667,4.3382,5.58673333333,52.3577333333,5.4778,3.5984,8.61653333334
595.82,4.54933333333,5.002,3.9442,5.01566666667,4.34013333333,5.58886666667,52.368,5.48133333333,3.59293333333,8.63819999999
596.16,4.51673333333,4.96773333333,3.91466666667,4.9996,4.3074,5.5619,52.4252,5.46553333333,3.58273333333,8.61833333333
596.50,4.51813333333,4.98166666667,3.93,5.01266666667,4.3156,5.5569,52.509,5.4826,3.58986666667,8.62473333333
596.83,4.50833333333,4.96833333333,3.92253333333,5.0102,4.313,5.55733333333,52.546,5.4668,3.58086666667,8.6178
597.17,4.49526666666,4.97593333333,3.93133333333,5.00453333333,4.29966666667,5.55806666667,52.5938,5.4676,3.5744,8.60993333332
597.51,4.53433333333,5.004,3.98333333333,5.04253333333,4.34006666667,5.5939,52.6298,5.51186666667,3.61766666667,8.65480000001
597.84,4.5586,5.0348,4.0058,5.06426666667,4.34306666667,5.61083333333,52.6506,5.52186666667,3.63806666667,8.67353333334
598.18,4.59726666667,5.07206666667,4.0472,5.08333333333,4.37806666667,5.65513333334,52.6706,5.55253333333,3.665,8.70646666668
598.52,4.6024,5.06986666667,4.0456,5.08266666667,4.37386666667,5.66853333333,52.6814,5.54486666667,3.65266666667,8.71046666667
598.85,4.56746666667,5.01793333333,4.01553333333,5.06666666667,4.33886666667,5.6374,52.5826666667,5.517,3.61726666667,8.68353333335
599.19,4.5822,5.03386666667,4.03446666667,5.0928,4.34626666667,5.6407,52.6003333333,5.5308,3.63966666667,8.69699999999
599.53,4.59373333333,5.05073333333,4.04306666667,5.11193333333,4.35693333333,5.66093333333,52.581,5.5532,3.6564,8.69379999999
599.86,4.66386666666,5.1452,4.11393333334,5.18353333333,4.4266,5.73133333333,52.6408666667,5.60486666667,3.7072,8.77346666668
600.20,4.72313333333,5.18,4.13073333333,5.22086666667,4.46306666667,5.77456666667,52.6652666666,5.62446666666,3.77673333333,8.82500000001
600.53,4.69773333333,5.17706666667,4.11786666667,5.2034,4.447,5.77993333333,52.5809333333,5.61353333333,3.78446666667,8.82646666667
600.87,4.69846666667,5.1728,4.09353333333,5.2158,4.44373333333,5.76903333333,52.5956,5.61673333333,3.7846,8.8178
601.21,4.6688,5.1592,4.0468,5.20026666667,4.3958,5.75866666667,52.6282,5.5988,3.7612,8.79153333333
601.54,4.62226666666,5.09846666667,4.0006,5.17233333333,4.3384,5.71716666667,52.6572,5.5628,3.70306666666,8.75733333333
601.88,4.62853333333,5.11913333333,3.9942,5.18693333333,4.3368,5.729,52.7324666667,5.56313333333,3.71213333333,8.78259999999
602.21,4.62126666667,5.09213333333,3.97026666667,5.15786666667,4.3266,5.70746666667,52.7588666667,5.5508,3.70733333333,8.77053333335
602.55,4.62306666667,5.09833333333,3.96546666667,5.14833333333,4.33906666667,5.7056,52.7929333333,5.54626666667,3.713,8.77713333333
602.88,4.58746666667,5.0706,3.92206666667,5.0958,4.2958,5.67846666667,52.8254,5.519,3.66906666667,8.76133333333
603.22,4.6136,5.07833333333,3.94526666667,5.1242,4.30573333333,5.70293333333,52.8787333333,5.542,3.6848,8.79133333333
603.56,4.58473333333,5.03353333333,3.91186666667,5.08713333334,4.27893333333,5.6765,52.8524666667,5.518,3.65413333333,8.76126666666
603.89,4.57433333333,5.0294,3.9044,5.09073333333,4.26246666667,5.6688,52.8387333333,5.5094,3.63966666667,8.74819999999
604.23,4.59706666667,5.05286666667,3.93213333333,5.1154,4.28006666667,5.6857,52.8389333333,5.5266,3.6494,8.76979999999
604.56,4.60826666667,5.0626,3.9496,5.1208,4.2892,5.6969,52.823,5.53746666667,3.65693333333,8.79713333333
604.90,4.64633333333,5.07553333333,3.98726666667,5.14933333333,4.33653333333,5.73853333333,52.8274,5.56293333333,3.69153333333,8.83980000001
605.23,4.6906,5.14146666667,4.036,5.18566666667,4.40566666666,5.78476666667,52.8418,5.62046666667,3.74533333333,8.89140000001
605.57,4.68353333333,5.12313333333,4.03546666667,5.1736,4.40906666667,5.76103333333,52.8204666667,5.6316,3.73773333333,8.87393333334
605.90,4.67026666667,5.13133333333,4.03826666667,5.171,4.39886666667,5.73713333333,52.7495333333,5.62053333333,3.7364,8.85026666667
606.24,4.7198,5.17333333333,4.07926666666,5.22473333333,4.4448,5.77983333334,52.8094,5.67333333333,3.77946666667,8.90893333332
606.58,4.76926666667,5.20353333333,4.1282,5.2796,4.50166666667,5.82363333333,52.7759333333,5.721,3.8356,8.95953333335
606.91,4.75746666667,5.20333333333,4.11653333333,5.26146666667,4.49166666667,5.8125,52.7778,5.69826666667,3.832,8.94919999999
607.25,4.75473333333,5.19753333333,4.12726666667,5.25993333333,4.48373333333,5.81033333333,52.7528666667,5.69533333333,3.83706666667,8.94633333333
607.58,4.809,5.2504,4.1984,5.31653333333,4.54686666667,5.89103333333,52.7908666667,5.77306666667,3.89593333333,9.0238
607.92,4.84026666667,5.2882,4.2308,5.36133333333,4.587,5.9116,52.9326666667,5.81946666667,3.92426666667,9.06393333333
608.25,4.83946666667,5.29926666667,4.2482,5.37893333333,4.6028,5.91053333333,52.9967333333,5.831,3.91586666667,9.06353333333
608.59,4.82966666667,5.31213333333,4.2406,5.3858,4.6032,5.8953,52.9518,5.82613333333,3.91166666667,9.06513333334
608.92,4.7758,5.26513333333,4.20493333333,5.33633333333,4.5452,5.84153333333,52.8852,5.7892,3.8516,9.00066666667
609.26,4.74993333333,5.27306666667,4.2038,5.33653333333,4.52886666667,5.82186666667,52.8286666667,5.7768,3.8402,8.97593333333
609.59,4.765,5.30846666667,4.2458,5.37513333333,4.557,5.8682,52.8448666667,5.82293333333,3.8564,9.0176
609.93,4.73086666667,5.30233333333,4.2302,5.35946666667,4.524,5.85056666667,52.7840666667,5.80766666667,3.841,8.98059999999
610.26,4.69166666667,5.27146666667,4.19253333333,5.32106666667,4.48973333333,5.79873333333,52.7196666667,5.776,3.7814,8.92606666666
610.60,4.68733333333,5.2876,4.196,5.33413333333,4.4922,5.7968,52.686,5.79233333333,3.77813333333,8.94280000001
610.93,4.64766666667,5.27893333333,4.16826666667,5.31846666667,4.4664,5.7695,52.6306666667,5.77713333333,3.7502,8.9184
611.27,4.586,5.24886666667,4.11773333333,5.2744,4.4158,5.70436666667,52.5358666667,5.72526666667,3.6838,8.84806666667
611.60,4.5624,5.21006666667,4.0724,5.23353333333,4.36866666667,5.67963333333,52.4894666667,5.6922,3.65113333333,8.79866666668
611.93,4.54653333333,5.19413333333,4.02553333333,5.21793333333,4.34693333333,5.66266666667,52.4588,5.67953333333,3.6484,8.78660000001
612.27,4.5114,5.17893333333,3.99953333334,5.18606666667,4.3026,5.63373333333,52.4676666667,5.65593333333,3.6158,8.74133333335
612.60,4.593,5.24813333333,4.03493333333,5.26213333333,4.38333333333,5.7141,52.517,5.7166,3.69746666667,8.84133333334
612.94,4.56126666667,5.18386666667,3.99026666666,5.2306,4.34513333333,5.6857,52.5009333334,5.68586666667,3.66046666667,8.79039999999
613.27,4.52586666667,5.1414,3.93973333333,5.19893333333,4.29886666667,5.65003333333,52.5116666667,5.63593333333,3.64846666667,8.77553333333
613.61,4.5098,5.10633333333,3.90713333333,5.16173333333,4.27906666666,5.62853333333,52.5436,5.60293333333,3.6096,8.75500000001
613.94,4.52886666667,5.13133333333,3.9304,5.19926666667,4.295,5.66423333333,52.5972666667,5.63306666667,3.63813333333,8.79633333334
614.28,4.469,5.07146666667,3.89266666667,5.1356,4.2408,5.60276666667,52.5423333333,5.59626666666,3.58213333333,8.73026666668
614.61,4.5528,5.13926666667,3.9498,5.17826666666,4.2896,5.65303333333,52.6444666667,5.67133333333,3.63026666667,8.82133333333
614.94,4.5562,5.1096,3.94253333333,5.16593333333,4.29226666667,5.6301,52.6965333333,5.6658,3.63146666667,8.84546666667
615.28,4.58853333333,5.13666666667,3.99093333333,5.19633333333,4.31406666667,5.63826666667,52.6434,5.70033333333,3.66286666667,8.89333333334
615.61,4.64566666667,5.19293333333,4.05233333333,5.24013333333,4.3704,5.69596666667,52.5757333333,5.74993333333,3.7206,8.95000000001
615.95,4.62513333333,5.1478,4.02553333333,5.2092,4.3512,5.66806666667,52.6070666667,5.71446666667,3.6974,8.958
616.28,4.57913333333,5.0832,3.9974,5.17293333333,4.2908,5.64236666667,52.6596,5.6776,3.65186666667,8.92913333333
616.61,4.6458,5.1292,4.05266666667,5.21346666667,4.35313333333,5.71986666667,52.6723333333,5.7322,3.70986666667,9.02213333333
616.95,4.73593333333,5.1798,4.128,5.2768,4.42913333333,5.7891,52.7665333333,5.81933333333,3.7556,9.10633333333
617.28,4.78913333334,5.22993333333,4.19886666666,5.33893333333,4.4822,5.85523333333,52.7542666667,5.86473333333,3.80553333333,9.1548
617.62,4.77326666667,5.21793333333,4.18586666667,5.3334,4.45353333333,5.84473333333,52.8555333333,5.84766666667,3.79826666667,9.14459999999
617.95,4.85566666667,5.25086666667,4.22906666667,5.38733333333,4.5268,5.91916666667,53.0264666667,5.88506666667,3.86606666667,9.21759999999
618.28,4.78333333333,5.17633333333,4.16926666667,5.34633333333,4.47773333333,5.86306666667,53.0208666667,5.80093333333,3.82613333333,9.14926666667
618.62,4.80526666667,5.19946666667,4.1904,5.37286666667,4.48626666667,5.89156666667,53.0876,5.81893333333,3.83833333333,9.16393333334
618.95,4.75973333333,5.18346666667,4.1612,5.34686666667,4.474,5.89186666667,53.0380666667,5.7878,3.82313333333,9.13666666667
619.28,4.74,5.145,4.13893333333,5.31493333333,4.4598,5.87426666667,53.0597333333,5.75093333333,3.79646666667,9.11879999999
619.62,4.84706666667,5.24566666666,4.2466,5.41993333334,4.60126666667,5.97323333333,53.1457333333,5.86846666667,3.91026666667,9.25326666667
619.95,4.89153333333,5.30846666667,4.29033333333,5.4536,4.675,6.00213333333,53.0922,5.91153333333,3.9738,9.27653333333
620.28,4.8596,5.31086666667,4.2624,5.43773333333,4.6456,5.99003333333,53.1923333333,5.87353333333,3.95293333333,9.28680000001
620.62,4.81093333333,5.27786666667,4.22466666667,5.39666666667,4.6144,5.9708,53.1162,5.8358,3.91733333333,9.23933333335
620.95,4.75786666667,5.24133333333,4.15426666667,5.35626666667,4.54906666667,5.9084,53.0444,5.7818,3.8842,9.19780000001
621.28,4.831,5.2776,4.20513333333,5.4002,4.61873333333,5.95933333333,52.9436666667,5.81813333333,3.9334,9.25046666667
621.62,4.78213333333,5.2654,4.1754,5.38466666667,4.5674,5.92023333333,52.7921333333,5.778,3.8904,9.20960000001
621.95,4.8378,5.3252,4.2284,5.43093333333,4.62793333333,5.9923,52.7993333333,5.85466666667,3.93366666667,9.26660000001
622.28,4.89193333333,5.39473333333,4.3122,5.4962,4.68246666667,6.06553333333,52.7813333333,5.9166,3.97853333333,9.32146666667
622.62,4.94193333334,5.43206666667,4.35706666667,5.54766666667,4.7184,6.11533333334,52.8437333333,5.96726666667,3.99786666666,9.36820000001
622.95,4.93573333333,5.47266666667,4.3758,5.57253333333,4.70286666667,6.11413333333,52.8687333334,5.98306666667,3.99753333333,9.37533333334
623.28,4.86186666667,5.4134,4.296,5.52033333334,4.6038,6.0733,52.7594,5.9174,3.93126666667,9.27313333335
623.62,4.8242,5.3718,4.25773333333,5.4934,4.5596,6.03593333333,52.7858,5.9048,3.8906,9.24753333333
623.95,4.84693333333,5.38206666667,4.27366666667,5.48813333333,4.56586666667,6.04726666667,52.7568666667,5.91713333333,3.91893333333,9.24180000001
624.28,4.8244,5.35326666667,4.24566666667,5.44873333333,4.535,6.01813333333,52.7594,5.87826666667,3.92706666667,9.24606666667
624.62,4.88833333333,5.394,4.30286666667,5.4758,4.60166666667,6.06156666667,52.8758666667,5.93193333333,3.98166666667,9.32073333334
624.95,4.87906666667,5.4048,4.30826666667,5.48833333333,4.59526666667,6.07326666667,52.9803333333,5.94173333333,3.98186666667,9.34866666669
625.28,4.87753333333,5.38953333333,4.29366666667,5.4696,4.5938,6.08543333333,53.0248666667,5.95766666667,3.9802,9.35553333334
625.61,4.84106666667,5.34913333333,4.2566,5.451,4.5502,6.0352,53.0420666667,5.92206666667,3.94266666667,9.3214
625.95,4.84233333333,5.3246,4.21326666667,5.43346666667,4.5352,6.0207,53.0954,5.9126,3.9372,9.32606666667
626.28,4.80906666667,5.28046666667,4.1788,5.38853333333,4.49046666666,5.98363333333,53.1412666667,5.8616,3.90726666667,9.32106666666
626.61,4.81613333333,5.2552,4.166,5.3676,4.48933333333,5.9909,53.2074666667,5.85573333333,3.9086,9.323
626.94,4.85786666667,5.30073333333,4.21453333333,5.40686666667,4.51226666667,6.0137,53.2874666667,5.8866,3.95253333333,9.37286666667
627.28,4.86793333333,5.30306666667,4.23266666666,5.41713333333,4.50506666667,6.03856666667,53.3078666667,5.86833333333,3.96153333333,9.4142
627.61,4.90113333333,5.3358,4.2652,5.4674,4.547,6.06946666667,53.3486666667,5.9006,3.973,9.46699999999
627.94,4.96193333333,5.4044,4.3276,5.53546666667,4.6154,6.1356,53.4434,5.9586,4.03733333333,9.52559999999
628.27,4.95306666667,5.41706666667,4.3592,5.56193333333,4.63166666667,6.16363333333,53.4811333333,5.9806,4.0566,9.54880000001
628.61,4.92406666667,5.3904,4.33673333334,5.5382,4.60666666667,6.14426666667,53.4432666667,5.9586,4.0568,9.52493333333
628.94,4.92873333333,5.4066,4.37173333333,5.55433333333,4.63233333333,6.15363333333,53.439,5.9684,4.0968,9.56033333334
629.27,4.917,5.38526666667,4.3588,5.51226666667,4.5968,6.1424,53.4048666667,5.93066666667,4.08193333333,9.55940000001
629.60,4.80773333333,5.31826666667,4.2872,5.423,4.5134,6.07033333333,53.3479333333,5.84586666666,4.00606666667,9.48886666667
629.94,4.81546666667,5.33806666667,4.30053333333,5.43133333333,4.50926666667,6.08463333333,53.2689333333,5.85906666667,4.01186666667,9.46906666667
630.27,4.83566666667,5.3828,4.35846666667,5.48966666667,4.5376,6.1244,53.2425333333,5.89213333333,4.04186666667,9.53286666667
630.60,4.77713333333,5.32513333333,4.2956,5.4346,4.50633333333,6.07526666667,53.1421333333,5.85133333333,3.97766666667,9.47579999999
630.93,4.76393333333,5.3266,4.27273333333,5.42273333333,4.49646666667,6.04293333333,53.0622,5.85206666667,3.96226666667,9.44733333333
631.26,4.76706666667,5.3488,4.2846,5.42993333333,4.50173333333,6.0664,53.0239333333,5.8832,3.98833333333,9.44413333333
631.60,4.70386666667,5.296,4.2286,5.37846666667,4.46426666667,6.01363333333,52.9167333333,5.8398,3.90933333333,9.38273333335
631.93,4.71813333333,5.30386666667,4.19766666667,5.3794,4.45986666667,6.02006666667,52.8924666667,5.85386666667,3.90653333334,9.39546666666
632.26,4.74913333333,5.33326666667,4.21413333333,5.39493333333,4.46993333333,6.0543,52.8932,5.88526666667,3.93646666667,9.42726666668
632.59,4.71386666667,5.299,4.18193333333,5.35613333334,4.42346666667,6.0147,52.8856666667,5.85293333333,3.88333333333,9.38106666667
632.92,4.72786666667,5.32353333333,4.1988,5.3958,4.4706,6.0262,52.9324,5.8818,3.90213333333,9.39360000001
633.26,4.76493333333,5.35193333333,4.22233333333,5.44053333333,4.50253333333,6.05673333333,52.8696,5.89886666667,3.9406,9.4106
633.59,4.74626666667,5.33173333333,4.2034,5.44273333333,4.51273333333,6.0413,52.9468,5.89933333333,3.95306666667,9.43926666669
633.92,4.74933333333,5.33933333333,4.20133333333,5.43873333333,4.5176,6.05633333333,53.0119333333,5.91153333333,3.96946666667,9.40960000001
634.25,4.7742,5.36213333334,4.23933333333,5.46613333333,4.53053333333,6.1001,53.1364,5.9384,4.01226666667,9.47259999999
634.58,4.812,5.3822,4.26673333333,5.49566666667,4.56186666667,6.13663333333,53.2301333333,5.9614,4.0482,9.51146666665
634.91,4.8074,5.37113333333,4.24053333333,5.4912,4.56326666667,6.10713333333,53.2022666667,5.95173333334,4.03393333333,9.505
635.25,4.8582,5.40726666667,4.27873333333,5.55386666667,4.56953333333,6.1388,53.2358,5.99086666667,4.09373333333,9.55886666667
635.58,4.86126666667,5.36786666667,4.27326666667,5.54266666667,4.54853333333,6.13323333333,53.2702666667,5.96826666667,4.07466666667,9.537
635.91,4.88493333333,5.39013333333,4.30013333334,5.5628,4.59593333334,6.13293333334,53.2730666667,5.9818,4.0832,9.55559999999
636.24,4.99106666667,5.48253333333,4.3738,5.669,4.70553333333,6.21523333333,53.3466666667,6.07026666667,4.17566666666,9.67033333335
636.57,5.0106,5.5026,4.4098,5.69893333333,4.7286,6.2651,53.3188666667,6.1122,4.2126,9.73039999999
636.90,5.0364,5.50706666667,4.42973333333,5.711,4.752,6.27346666666,53.3988666667,6.12246666667,4.2262,9.75246666665
637.23,5.07833333333,5.5446,4.46906666667,5.74466666667,4.80306666667,6.31853333333,53.4480666667,6.15813333333,4.26633333333,9.77086666666
637.56,5.05246666667,5.4676,4.42853333333,5.68826666667,4.7612,6.25733333333,53.3613333333,6.11593333333,4.22,9.74793333333
637.90,5.0674,5.48366666667,4.452,5.68406666667,4.77333333333,6.25516666667,53.3486,6.12306666667,4.216,9.76026666667
638.23,5.0402,5.45806666667,4.4616,5.6644,4.7522,6.2582,53.3227333333,6.10606666667,4.21193333333,9.73053333334
638.56,4.93906666667,5.34846666667,4.38586666667,5.58613333333,4.6504,6.14323333333,53.3500666667,5.989,4.1144,9.66253333333
638.89,4.82673333333,5.2536,4.29353333333,5.49646666667,4.56826666667,6.0557,53.3778,5.88346666666,4.0112,9.57246666667
639.22,4.753,5.2012,4.23786666667,5.44186666667,4.51146666667,5.99766666667,53.3478,5.8098,3.92533333333,9.52433333335
639.55,4.69426666667,5.14913333333,4.18093333333,5.3884,4.42653333333,5.9569,53.3754,5.7368,3.8762,9.49219999999
639.88,4.66273333333,5.13986666667,4.16946666667,5.37553333333,4.36633333333,5.946,53.4178666667,5.72226666667,3.85113333333,9.47453333335
640.21,4.671,5.15553333333,4.17566666667,5.34726666667,4.35293333333,5.96766666667,53.4308,5.6902,3.87173333333,9.48000000001
640.54,4.65066666667,5.16,4.16213333333,5.32633333333,4.29753333333,5.96103333333,53.4898,5.69646666667,3.86146666667,9.49586666667
640.87,4.62026666667,5.15193333333,4.15626666667,5.3212,4.2486,5.94483333333,53.4670666667,5.67753333333,3.8286,9.49093333333
641.20,4.66,5.2194,4.22746666667,5.38726666667,4.32293333333,5.99816666667,53.4912,5.72093333333,3.88526666667,9.57940000001
641.53,4.6606,5.20273333333,4.21253333333,5.39553333333,4.32113333333,5.9906,53.4668666667,5.71613333333,3.86446666667,9.57946666667
641.87,4.62826666667,5.20186666667,4.17913333334,5.38113333333,4.30186666667,5.95796666667,53.5303333333,5.68553333333,3.837,9.58299999999
642.20,4.7192,5.31813333333,4.28353333333,5.46006666667,4.38226666667,6.07556666667,53.5647333333,5.78593333334,3.94606666667,9.66706666667
642.53,4.86446666667,5.4418,4.4146,5.586,4.50506666667,6.1943,53.6680666667,5.9072,4.0688,9.81293333334
642.86,4.91253333333,5.49273333333,4.46406666667,5.63686666667,4.553,6.23083333333,53.7198,5.98373333333,4.15986666667,9.87053333333
643.19,4.8534,5.43033333333,4.39306666667,5.60566666667,4.5132,6.18573333333,53.7278,5.957,4.09633333333,9.81806666667
643.52,4.84573333333,5.3876,4.36386666667,5.57533333333,4.49273333333,6.16133333333,53.6507333333,5.91606666667,4.06166666667,9.78193333333
643.85,4.86673333333,5.39886666666,4.35933333333,5.62813333333,4.506,6.13363333333,53.7182,5.96246666667,4.04593333333,9.78593333333
644.18,4.8774,5.39926666667,4.35066666667,5.64666666667,4.5544,6.1456,53.7544,5.98806666667,4.0468,9.79213333333
644.51,4.9524,5.46606666667,4.37746666667,5.7054,4.65013333333,6.21323333334,53.7244,6.05426666667,4.105,9.87846666667
644.84,4.9832,5.4986,4.36633333333,5.73166666667,4.6428,6.2607,53.8456,6.08326666666,4.1316,9.92219999999
