wavelength,Back_TanRuef,Belly_TanRuef,Breast_TanRuef,Crissum_TanRuef,Crown_TanRuef,DorTail_TanRuef,Patch10_TanRuef,Patch11_TanRuef,Patch12_TanRuef,Rump_TanRuef,Throat_TanRuef,WingTip_TanRuef
504.06,12.489,23.1057058824,19.2463333333,14.6326666667,10.4543333333,9.62533333333,7.35566666667,32.365,7.15466666667,30.3743333333,19.6996666667,9.3384848485
504.41,12.532,23.2503137255,19.3436666667,14.7413333333,10.517,9.624,7.39433333333,32.5006666667,7.19366666667,30.485,19.77,9.36333333333
504.75,12.573,23.2898039216,19.3856666667,14.765,10.542,9.61566666667,7.36133333333,32.6126666667,7.19766666667,30.564,19.793,9.3417878788
505.10,12.6396666667,23.3465490196,19.482,14.813,10.5943333333,9.64633333333,7.40466666667,32.766,7.235,30.6786666667,19.8703333333,9.40924242423
505.45,12.7456666667,23.3619803922,19.5876666667,14.8486666667,10.6646666667,9.68066666667,7.435,32.9873333333,7.267,30.8223333333,19.965,9.45793939393
505.80,12.7796666667,23.4451568627,19.661,14.913,10.722,9.69733333333,7.464,33.165,7.29166666667,30.937,19.984,9.4876969697
506.15,12.8586666667,23.5084509804,19.7493333333,14.9713333333,10.7543333333,9.70266666667,7.47566666667,33.3186666667,7.296,31.0993333333,20.0206666667,9.50312121213
506.49,12.902,23.5753137255,19.8726666667,15.0243333333,10.834,9.73333333333,7.522,33.5263333333,7.31333333333,31.2683333333,20.124,9.54306060607
506.84,13.001,23.701,19.9893333333,15.057,10.8836666667,9.769,7.54,33.7216666667,7.37333333333,31.3973333333,20.2673333333,9.57336363637
507.19,13.0693333333,23.8336078431,20.0466666667,15.073,10.932,9.78566666667,7.53033333333,33.876,7.37233333333,31.5403333333,20.339,9.58206060607
507.54,13.1166666667,23.9224901961,20.145,15.088,10.9773333333,9.77733333333,7.57633333333,34.063,7.41433333333,31.666,20.4316666667,9.6005151515
507.88,13.1496666667,23.9609411765,20.215,15.1313333333,10.9863333333,9.763,7.54233333333,34.2546666667,7.403,31.7556666667,20.4946666667,9.61272727273
508.23,13.2073333333,24.0124313725,20.2873333333,15.1516666667,11.0143333333,9.77333333333,7.56433333333,34.465,7.438,31.9146666667,20.5406666667,9.6613939394
508.58,13.2263333333,24.0174705882,20.3616666667,15.1663333333,10.9896666667,9.76,7.55366666667,34.6513333333,7.42533333333,32.0386666667,20.5633333333,9.66093939393
508.93,13.2226666667,24.0534901961,20.393,15.149,10.988,9.742,7.519,34.7653333333,7.38466666667,32.066,20.5966666667,9.64336363637
509.27,13.277,24.138627451,20.4663333333,15.2243333333,11.0583333333,9.752,7.546,34.8713333333,7.38666666667,32.1913333333,20.691,9.6890909091
509.62,13.3396666667,24.2004117647,20.534,15.2946666667,11.0793333333,9.76566666667,7.585,35.0046666667,7.422,32.235,20.7763333333,9.7345151515
509.97,13.3843333333,24.2838235294,20.622,15.325,11.1263333333,9.78533333333,7.61933333333,35.1423333333,7.46133333333,32.3253333333,20.8513333333,9.78172727273
510.32,13.449,24.3161764706,20.6676666667,15.3636666667,11.1853333333,9.789,7.61966666667,35.2443333333,7.46333333333,32.411,20.9056666667,9.80357575757
510.66,13.4166666667,24.3186862745,20.6693333333,15.355,11.1636666667,9.74033333333,7.60766666667,35.3223333333,7.422,32.4886666667,20.89,9.78545454547
511.01,13.427,24.3858431373,20.7426666667,15.409,11.2203333333,9.73666666667,7.62733333333,35.471,7.43433333333,32.5983333333,20.9406666667,9.8116969697
511.36,13.4936666667,24.4875686275,20.8556666667,15.465,11.2743333333,9.75333333333,7.67066666667,35.583,7.45966666667,32.716,21.0586666667,9.8673939394
511.70,13.5486666667,24.6062352941,20.928,15.4943333333,11.3206666667,9.74066666667,7.721,35.6623333333,7.527,32.8023333333,21.1186666667,9.88203030303
512.05,13.631,24.6631568627,21.028,15.5613333333,11.3796666667,9.766,7.75066666667,35.786,7.56833333333,32.9306666667,21.231,9.89281818183
512.40,13.662,24.7636470588,21.1246666667,15.6096666667,11.4466666667,9.78433333333,7.79133333333,35.874,7.61633333333,33.031,21.3166666667,9.95615151517
512.75,13.7116666667,24.8405882353,21.226,15.683,11.499,9.81666666667,7.838,36.0033333333,7.65666666667,33.153,21.3686666667,9.994
513.09,13.762,24.9395882353,21.2866666667,15.748,11.5216666667,9.84766666667,7.88466666667,36.1573333333,7.70433333333,33.29,21.3866666667,10.0394848485
513.44,13.793,25.0175686275,21.383,15.783,11.5853333333,9.86733333333,7.89766666667,36.264,7.721,33.4616666667,21.4703333333,10.0453333333
513.79,13.7996666667,25.0839803922,21.4416666667,15.809,11.6013333333,9.90033333333,7.91866666667,36.391,7.725,33.589,21.5113333333,10.0213333333
514.13,13.8376666667,25.1835098039,21.5303333333,15.8866666667,11.6056666667,9.89966666667,7.93466666667,36.5353333333,7.71366666667,33.7206666667,21.5666666667,10.0236060606
514.48,13.944,25.2740196078,21.669,15.9796666667,11.6633333333,9.97033333333,7.99533333333,36.704,7.77233333333,33.913,21.656,10.0596060606
514.83,13.9956666667,25.3256078431,21.7776666667,16.0126666667,11.6553333333,10.005,8.01566666667,36.875,7.81066666667,34.0326666667,21.739,10.0757575758
515.17,14.0646666667,25.3725098039,21.8573333333,16.064,11.67,10.0166666667,7.99066666667,37.0826666667,7.78866666667,34.2093333333,21.7406666667,10.0714545455
515.52,14.1666666667,25.4285294118,22.0303333333,16.151,11.7163333333,10.0913333333,8.016,37.3606666667,7.812,34.4033333333,21.8733333333,10.118969697
515.87,14.2063333333,25.5734509804,22.135,16.1963333333,11.7656666667,10.1203333333,8.04,37.58,7.79766666667,34.5016666667,21.9086666667,10.1216060606
516.21,14.297,25.7062745098,22.231,16.2516666667,11.8036666667,10.1643333333,8.055,37.856,7.822,34.6753333333,22.0526666667,10.1142727273
516.56,14.3776666667,25.8109607843,22.305,16.2753333333,11.843,10.1456666667,8.039,38.139,7.837,34.86,22.1596666667,10.1275454545
516.91,14.4096666667,25.8601372549,22.4486666667,16.3126666667,11.8633333333,10.1353333333,8.02766666667,38.384,7.82466666667,34.99,22.1956666667,10.0993030303
517.25,14.4673333333,25.8930196078,22.492,16.3223333333,11.8563333333,10.137,8.01866666667,38.602,7.81066666667,35.103,22.272,10.1253939394
517.60,14.564,25.9319019608,22.5466666667,16.3646666667,11.9086666667,10.1386666667,8.01666666667,38.81,7.82233333333,35.185,22.3583333333,10.1764545455
517.95,14.6376666667,25.98,22.64,16.3633333333,11.945,10.1453333333,8.03966666667,38.9396666667,7.843,35.295,22.4173333333,10.1838484848
518.29,14.6613333333,26.072,22.6803333333,16.3886666667,11.9596666667,10.1196666667,8.05,39.0923333333,7.82,35.3436666667,22.4526666667,10.1849393939
518.64,14.7266666667,26.1174901961,22.7753333333,16.4353333333,11.9803333333,10.1186666667,8.056,39.23,7.815,35.4833333333,22.523,10.1964545455
518.99,14.7316666667,26.1557843137,22.857,16.4553333333,11.993,10.1193333333,8.064,39.2873333333,7.82066666667,35.5676666667,22.56,10.1883636364
519.33,14.7373333333,26.2429019608,22.8936666667,16.487,12.037,10.1103333333,8.076,39.3736666667,7.817,35.6813333333,22.6093333333,10.2053333333
519.68,14.771,26.2350980392,22.934,16.5053333333,12.0246666667,10.1223333333,8.083,39.4383333333,7.82333333333,35.7493333333,22.6673333333,10.2091515152
520.02,14.8526666667,26.297372549,22.9966666667,16.583,12.071,10.12,8.11233333333,39.5003333333,7.85133333333,35.8276666667,22.7083333333,10.2523636364
520.37,14.9676666667,26.3965490196,23.1106666667,16.6706666667,12.118,10.1866666667,8.16366666667,39.6143333333,7.893,35.9546666667,22.7773333333,10.2933636364
520.72,15.0503333333,26.5066666667,23.199,16.743,12.1713333333,10.2233333333,8.21,39.677,7.94533333333,36.0593333333,22.8853333333,10.3473030303
521.06,15.185,26.6800784314,23.363,16.8346666667,12.267,10.275,8.28733333333,39.8243333333,8.01733333333,36.219,23.0283333333,10.4171818182
521.41,15.2323333333,26.7987254902,23.4963333333,16.875,12.286,10.261,8.33466666667,39.9213333333,8.02033333333,36.3676666667,23.1066666667,10.4225757576
521.75,15.2733333333,26.9058431373,23.556,16.9293333333,12.295,10.2756666667,8.34866666667,40.0826666667,8.05333333333,36.4916666667,23.212,10.4582424242
522.10,15.379,26.9741372549,23.685,16.999,12.329,10.3083333333,8.36166666667,40.2713333333,8.10766666667,36.6296666667,23.342,10.5022424242
522.45,15.426,27.0941568627,23.7653333333,17.0723333333,12.4066666667,10.3476666667,8.424,40.4743333333,8.17,36.7576666667,23.4616666667,10.5673030303
522.79,15.539,27.2275294118,23.844,17.1536666667,12.4726666667,10.4003333333,8.473,40.7346666667,8.24066666667,36.892,23.6193333333,10.6247575758
523.14,15.6343333333,27.3136862745,23.9356666667,17.2193333333,12.484,10.396,8.507,40.9723333333,8.27433333333,37.0613333333,23.7286666667,10.6405151515
523.48,15.7136666667,27.4135686275,24.0516666667,17.288,12.5316666667,10.3653333333,8.51266666667,41.1853333333,8.282,37.2396666667,23.851,10.6654545455
523.83,15.7633333333,27.5215882353,24.2126666667,17.3003333333,12.5663333333,10.3833333333,8.54766666667,41.4433333333,8.27433333333,37.385,23.98,10.699030303
524.17,15.7693333333,27.6460784314,24.3413333333,17.344,12.604,10.4106666667,8.57233333333,41.6816666667,8.295,37.5296666667,24.0843333333,10.7168181818
524.52,15.7703333333,27.6875294118,24.3696666667,17.3363333333,12.6046666667,10.4073333333,8.54766666667,41.832,8.259,37.63,24.156,10.6915151515
524.87,15.7603333333,27.7000196078,24.4053333333,17.3236666667,12.5956666667,10.373,8.49333333333,41.8756666667,8.226,37.731,24.172,10.6315454545
525.21,15.799,27.7604117647,24.4893333333,17.3423333333,12.6503333333,10.385,8.496,42.0273333333,8.258,37.8656666667,24.2426666667,10.6561212121
525.56,15.8703333333,27.840627451,24.6143333333,17.403,12.6876666667,10.419,8.521,42.201,8.266,37.9823333333,24.3433333333,10.6858181818
525.90,15.9226666667,27.9896666667,24.7406666667,17.4463333333,12.7396666667,10.416,8.552,42.4303333333,8.28333333333,38.1516666667,24.4793333333,10.7114242424
526.25,16.01,28.0753137255,24.7973333333,17.4833333333,12.7833333333,10.407,8.548,42.6576666667,8.26733333333,38.2723333333,24.5523333333,10.7099090909
526.59,16.036,28.1414509804,24.9413333333,17.508,12.801,10.4163333333,8.55433333333,42.8986666667,8.256,38.4053333333,24.6333333333,10.7222727273
526.94,16.1046666667,28.3017843137,25.0666666667,17.5843333333,12.873,10.4393333333,8.594,43.1506666667,8.27433333333,38.523,24.7286666667,10.7657272727
527.28,16.1433333333,28.3575098039,25.1413333333,17.6273333333,12.9233333333,10.4556666667,8.62033333333,43.376,8.27866666667,38.6183333333,24.7943333333,10.797
527.63,16.1966666667,28.4176666667,25.2043333333,17.6836666667,12.9573333333,10.471,8.64466666667,43.5523333333,8.29133333333,38.7573333333,24.8816666667,10.8043939394
527.97,16.2383333333,28.4619607843,25.2563333333,17.7206666667,12.9756666667,10.4673333333,8.65933333333,43.6413333333,8.30066666667,38.8506666667,24.9693333333,10.8132121212
528.32,16.2763333333,28.4851372549,25.323,17.745,12.998,10.4576666667,8.68333333333,43.696,8.31833333333,38.911,25.0053333333,10.8336060606
528.66,16.3263333333,28.5384705882,25.4256666667,17.8046666667,13.0256666667,10.473,8.73933333333,43.8086666667,8.34766666667,39.0376666667,25.0463333333,10.8665151515
529.01,16.3573333333,28.5840980392,25.4823333333,17.859,13.0346666667,10.477,8.758,43.8483333333,8.35966666667,39.1116666667,25.0943333333,10.8736363636
529.35,16.3893333333,28.6340588235,25.552,17.9026666667,13.0616666667,10.473,8.79566666667,43.873,8.385,39.212,25.1293333333,10.8816060606
529.70,16.4463333333,28.6688823529,25.635,17.9556666667,13.1086666667,10.5016666667,8.84466666667,43.9016666667,8.40933333333,39.3193333333,25.1523333333,10.9188787879
530.04,16.4996666667,28.7472352941,25.7706666667,18.0143333333,13.1513333333,10.53,8.916,43.9623333333,8.46666666667,39.4786666667,25.2233333333,10.9633636364
530.39,16.5583333333,28.8076666667,25.8216666667,18.083,13.193,10.532,8.965,43.995,8.48366666667,39.581,25.3073333333,10.9905151515
530.73,16.6453333333,28.8222745098,25.9143333333,18.1243333333,13.214,10.5673333333,8.989,44.038,8.51833333333,39.7326666667,25.3876666667,11.0233939394
531.08,16.737,28.9771568627,26.0676666667,18.218,13.2603333333,10.6033333333,9.03533333333,44.1316666667,8.573,39.9233333333,25.5236666667,11.0745454545
531.42,16.8126666667,29.0632941176,26.1826666667,18.27,13.311,10.615,9.093,44.2043333333,8.60766666667,40.0553333333,25.6023333333,11.1091818182
531.77,16.9103333333,29.145254902,26.3126666667,18.338,13.3706666667,10.6376666667,9.14833333333,44.3756666667,8.64366666667,40.2466666667,25.7193333333,11.1588787879
532.11,17.0556666667,29.3055098039,26.4873333333,18.4613333333,13.483,10.6986666667,9.228,44.6473333333,8.69633333333,40.47,25.9023333333,11.2152424242
532.46,17.1073333333,29.3668627451,26.5516666667,18.5143333333,13.52,10.7216666667,9.24133333333,44.798,8.72433333333,40.5776666667,25.9936666667,11.2501515152
532.80,17.2,29.4481568627,26.691,18.5996666667,13.592,10.759,9.279,44.9903333333,8.76133333333,40.7283333333,26.1083333333,11.2740606061
533.15,17.2656666667,29.5453921569,26.786,18.649,13.65,10.7853333333,9.294,45.159,8.79466666667,40.8743333333,26.197,11.3301515152
533.49,17.3253333333,29.6246666667,26.858,18.691,13.6883333333,10.7843333333,9.28566666667,45.287,8.81466666667,40.9796666667,26.2763333333,11.3312121212
533.84,17.3743333333,29.6561568627,26.9156666667,18.746,13.71,10.794,9.28733333333,45.3516666667,8.802,41.0756666667,26.3536666667,11.327
534.18,17.437,29.7407843137,27.0216666667,18.7906666667,13.7583333333,10.825,9.323,45.449,8.83033333333,41.2056666667,26.3913333333,11.3463939394
534.52,17.4686666667,29.8011764706,27.1026666667,18.866,13.806,10.8253333333,9.358,45.5133333333,8.82966666667,41.301,26.4693333333,11.347
534.87,17.5463333333,29.8215686275,27.208,18.9143333333,13.8486666667,10.8376666667,9.39166666667,45.5793333333,8.874,41.4126666667,26.5133333333,11.3586363636
535.21,17.6426666667,29.8977647059,27.3226666667,19.01,13.927,10.8813333333,9.43233333333,45.633,8.92566666667,41.5423333333,26.6096666667,11.3951818182
535.56,17.723,29.9745882353,27.4146666667,19.0873333333,13.9623333333,10.906,9.48866666667,45.6693333333,8.92733333333,41.608,26.6473333333,11.3848484848
535.90,17.7806666667,30.0770392157,27.5286666667,19.1343333333,13.974,10.923,9.5,45.7363333333,8.978,41.73,26.7156666667,11.4078484848
536.25,17.8903333333,30.1806470588,27.653,19.2186666667,14.0046666667,10.9306666667,9.547,45.8636666667,8.97866666667,41.8793333333,26.7976666667,11.4204848485
536.59,17.9583333333,30.2637647059,27.727,19.2906666667,14.026,10.9526666667,9.59266666667,45.98,9.00633333333,42.0433333333,26.8703333333,11.4588181818
536.93,18.0143333333,30.3293921569,27.796,19.363,14.0623333333,10.9693333333,9.629,46.1223333333,9.01033333333,42.1176666667,26.9496666667,11.4423333333
537.28,18.0546666667,30.3429411765,27.89,19.416,14.065,10.9836666667,9.67333333333,46.1973333333,9.01466666667,42.1876666667,27.001,11.4423030303
537.62,18.122,30.3789607843,27.9936666667,19.4523333333,14.0786666667,11.002,9.665,46.2856666667,9.03066666667,42.2586666667,27.0356666667,11.463030303
537.97,18.22,30.4737843137,28.117,19.5683333333,14.1246666667,11.0266666667,9.70166666667,46.401,9.098,42.354,27.114,11.4916969697
538.31,18.3296666667,30.609254902,28.2676666667,19.6316666667,14.1746666667,11.065,9.75266666667,46.5456666667,9.16666666667,42.501,27.196,11.5557272727
538.65,18.391,30.7224509804,28.3393333333,19.6733333333,14.223,11.0686666667,9.804,46.7016666667,9.15,42.681,27.3616666667,11.5606969697
539.00,18.4103333333,30.8245686275,28.4906666667,19.728,14.194,11.0463333333,9.811,46.9253333333,9.15633333333,42.8203333333,27.4863333333,11.5462424242
539.34,18.4946666667,30.9878039216,28.6626666667,19.7953333333,14.273,11.067,9.83533333333,47.1666666667,9.21366666667,43.0203333333,27.6453333333,11.6072424242
539.69,18.5656666667,31.0389215686,28.722,19.8646666667,14.287,11.0603333333,9.877,47.3066666667,9.198,43.1453333333,27.7413333333,11.6066969697
540.03,18.617,31.138254902,28.817,19.8826666667,14.3373333333,11.0773333333,9.91066666667,47.454,9.25466666667,43.2036666667,27.893,11.6304848485
540.37,18.7003333333,31.2314901961,28.965,19.944,14.3746666667,11.0893333333,9.91566666667,47.611,9.244,43.3286666667,28.0456666667,11.6475151515
540.72,18.8053333333,31.2702156863,29.0816666667,19.9763333333,14.388,11.0866666667,9.947,47.6746666667,9.26966666667,43.448,28.152,11.657030303
541.06,18.8673333333,31.3533333333,29.13,20.023,14.423,11.0893333333,9.97066666667,47.735,9.31333333333,43.5523333333,28.231,11.6708181818
541.40,18.9476666667,31.4341764706,29.197,20.0696666667,14.458,11.081,10.0293333333,47.775,9.353,43.6383333333,28.3033333333,11.6957575758
541.75,19.041,31.4653333333,29.2603333333,20.1106666667,14.476,11.0856666667,10.0523333333,47.805,9.383,43.768,28.3816666667,11.7113030303
542.09,19.068,31.4315686275,29.2963333333,20.112,14.4683333333,11.0716666667,10.072,47.7526666667,9.37866666667,43.789,28.398,11.6857575758
542.43,19.1346666667,31.4520392157,29.3776666667,20.1513333333,14.48,11.0706666667,10.0863333333,47.7653333333,9.41233333333,43.8773333333,28.399,11.7025454545
542.78,19.2233333333,31.4829019608,29.4333333333,20.207,14.5003333333,11.081,10.1263333333,47.7286666667,9.448,43.9976666667,28.431,11.7326363636
543.12,19.3013333333,31.4212352941,29.4643333333,20.245,14.4846666667,11.0573333333,10.124,47.6083333333,9.454,44.0793333333,28.4456666667,11.7216666667
543.46,19.409,31.5105490196,29.5803333333,20.3096666667,14.521,11.0796666667,10.172,47.6023333333,9.51333333333,44.221,28.517,11.7461515152
543.81,19.5136666667,31.5490196078,29.6656666667,20.4116666667,14.5403333333,11.0946666667,10.227,47.5456666667,9.55,44.3366666667,28.5756666667,11.7475151515
544.15,19.63,31.6295882353,29.743,20.443,14.567,11.118,10.3056666667,47.5156666667,9.641,44.4463333333,28.617,11.7791212121
544.49,19.7383333333,31.7474901961,29.8476666667,20.5286666667,14.6326666667,11.1626666667,10.379,47.5556666667,9.70333333333,44.5576666667,28.6843333333,11.8223636364
544.84,19.8363333333,31.8500980392,29.9826666667,20.6236666667,14.661,11.1766666667,10.4093333333,47.6523333333,9.73266666667,44.6953333333,28.7686666667,11.8518484848
545.18,19.8996666667,31.9282352941,30.1146666667,20.7273333333,14.713,11.2056666667,10.4463333333,47.763,9.76,44.8046666667,28.876,11.8713939394
545.52,19.9266666667,31.9830196078,30.18,20.7813333333,14.7143333333,11.1986666667,10.4696666667,47.8193333333,9.75266666667,44.855,28.9403333333,11.8612424242
545.87,19.994,32.136372549,30.2856666667,20.861,14.7613333333,11.1963333333,10.5256666667,47.9426666667,9.8,44.9796666667,29.0563333333,11.9069393939
546.21,20.0756666667,32.2644901961,30.3856666667,20.948,14.782,11.2126666667,10.562,48.002,9.833,45.0553333333,29.1383333333,11.895
546.55,20.1716666667,32.3491568627,30.501,21.0153333333,14.8406666667,11.2446666667,10.6043333333,48.0496666667,9.84633333333,45.131,29.241,11.9105757576
546.90,20.2213333333,32.4973529412,30.6603333333,21.0936666667,14.9083333333,11.3023333333,10.668,48.1753333333,9.92,45.214,29.388,11.9355757576
547.24,20.2556666667,32.5103921569,30.7476666667,21.165,14.952,11.333,10.689,48.1463333333,9.934,45.2553333333,29.418,11.9506666667
547.58,20.3323333333,32.5483333333,30.867,21.223,15.0463333333,11.3693333333,10.7273333333,48.1876666667,9.97833333333,45.3806666667,29.4786666667,12.0015757576
547.92,20.3556666667,32.555254902,30.9063333333,21.2846666667,15.0593333333,11.3676666667,10.6953333333,48.1283333333,9.95866666667,45.3776666667,29.5123333333,11.9805757576
548.27,20.3563333333,32.55,30.9263333333,21.36,15.0153333333,11.3506666667,10.6966666667,48.1076666667,9.95033333333,45.4323333333,29.487,11.9642424242
548.61,20.4536666667,32.5845294118,30.991,21.3996666667,15.0653333333,11.3996666667,10.7906666667,48.0436666667,9.99766666667,45.5236666667,29.5783333333,11.9909090909
548.95,20.5376666667,32.681,31.0793333333,21.4873333333,15.0446666667,11.4323333333,10.791,48.042,10.022,45.5996666667,29.5746666667,11.9773636364
549.29,20.663,32.8495686275,31.275,21.551,15.1636666667,11.5166666667,10.9296666667,48.1176666667,10.1163333333,45.694,29.684,12.1017878788
549.64,20.7763333333,32.9710784314,31.3743333333,21.691,15.235,11.603,10.9773333333,48.1723333333,10.1653333333,45.8103333333,29.7606666667,12.0984545455
549.98,20.8636666667,33.0195098039,31.4606666667,21.8313333333,15.336,11.6973333333,11.059,48.171,10.2203333333,45.8463333333,29.883,12.1911212121
550.32,20.9373333333,33.1441960784,31.485,21.9136666667,15.359,11.7233333333,11.128,48.3173333333,10.2533333333,45.887,29.9786666667,12.2020606061
550.66,21.0276666667,33.2495686275,31.5356666667,22.019,15.4156666667,11.7303333333,11.2246666667,48.4003333333,10.2996666667,45.9406666667,30.0013333333,12.2538787879
551.01,21.096,33.3663137255,31.6006666667,22.0686666667,15.407,11.7556666667,11.306,48.532,10.36,46.0586666667,30.172,12.3190909091
551.35,21.12,33.5593333333,31.707,22.1513333333,15.3653333333,11.7936666667,11.3303333333,48.6726666667,10.3613333333,46.073,30.3046666667,12.3443939394
551.69,21.2093333333,33.7408627451,31.8193333333,22.2843333333,15.4383333333,11.8646666667,11.471,48.7693333333,10.434,46.2253333333,30.407,12.3994848485
552.03,21.2936666667,33.8634901961,31.9493333333,22.2933333333,15.5223333333,11.9066666667,11.5113333333,48.7893333333,10.4983333333,46.2613333333,30.5763333333,12.4580909091
552.38,21.2763333333,33.8922941176,32.0243333333,22.3943333333,15.4936666667,11.8786666667,11.539,48.811,10.5106666667,46.249,30.6386666667,12.4844242424
552.72,21.3116666667,33.9452352941,32.057,22.4653333333,15.5393333333,11.9216666667,11.6323333333,48.774,10.534,46.2663333333,30.75,12.5254848485
553.06,21.3113333333,33.9780392157,32.0836666667,22.5156666667,15.5176666667,11.8963333333,11.6033333333,48.728,10.5273333333,46.3606666667,30.803,12.4773333333
553.40,21.3326666667,33.9625490196,32.234,22.6006666667,15.521,11.85,11.663,48.753,10.5553333333,46.4126666667,30.8373333333,12.5093939394
553.74,21.3656666667,34.039,32.3196666667,22.6496666667,15.509,11.8626666667,11.757,48.6533333333,10.5906666667,46.484,30.9316666667,12.5200909091
554.09,21.376,34.0858235294,32.4223333333,22.6966666667,15.5653333333,11.848,11.7716666667,48.5816666667,10.652,46.5686666667,30.963,12.5415757576
554.43,21.4203333333,34.1144117647,32.5143333333,22.745,15.5573333333,11.8793333333,11.857,48.5073333333,10.6823333333,46.6233333333,31.0056666667,12.5838787879
554.77,21.4203333333,34.0517058824,32.6516666667,22.8236666667,15.5813333333,11.8313333333,11.8313333333,48.415,10.6513333333,46.568,30.948,12.505969697
555.11,21.4646666667,34.0005686275,32.6693333333,22.824,15.6003333333,11.793,11.8556666667,48.226,10.601,46.6283333333,30.935,12.4380606061
555.45,21.4423333333,33.945745098,32.756,22.8676666667,15.5976666667,11.735,11.869,48.1946666667,10.5743333333,46.6053333333,30.9366666667,12.3965454545
555.80,21.4833333333,33.9289803922,32.8433333333,22.973,15.56,11.689,11.8616666667,48.1606666667,10.5666666667,46.688,30.9686666667,12.3560909091
556.14,21.5523333333,34.0036862745,32.95,22.997,15.6496666667,11.775,11.864,48.174,10.6073333333,46.7593333333,31.0493333333,12.3575757576
556.48,21.5773333333,34.0589803922,33.065,23.0236666667,15.679,11.8013333333,11.8993333333,48.1456666667,10.702,46.8363333333,31.143,12.3679090909
556.82,21.656,34.0878039216,33.1676666667,23.1403333333,15.689,11.8113333333,11.9673333333,48.0926666667,10.7053333333,46.8493333333,31.2173333333,12.3837575758
557.16,21.6676666667,34.1486078431,33.151,23.1303333333,15.6503333333,11.8313333333,11.985,47.9096666667,10.7056666667,46.827,31.294,12.3574848485
557.50,21.6696666667,34.2128627451,33.209,23.182,15.604,11.822,11.916,47.923,10.7116666667,46.7843333333,31.34,12.3147878788
557.85,21.8066666667,34.2610588235,33.3346666667,23.298,15.6046666667,11.8673333333,11.9733333333,47.888,10.739,46.896,31.4033333333,12.3222121212
558.19,21.932,34.4157647059,33.4783333333,23.412,15.6693333333,11.9026666667,12.0286666667,47.9093333333,10.7803333333,47.01,31.492,12.3373030303
558.53,21.996,34.602,33.4526666667,23.4426666667,15.724,11.9086666667,12.083,47.882,10.8353333333,47.0343333333,31.648,12.3385757576
558.87,22.1206666667,34.7745490196,33.5786666667,23.6233333333,15.794,11.9313333333,12.157,47.9733333333,10.9236666667,47.006,31.7756666667,12.4401818182
559.21,22.193,34.8736078431,33.616,23.6416666667,15.8353333333,11.938,12.2176666667,47.855,10.9973333333,46.9856666667,31.909,12.5227272727
559.55,22.305,35.1358431373,33.6836666667,23.7793333333,15.9556666667,12.052,12.38,47.8773333333,11.0826666667,47.0373333333,32.022,12.6109090909
559.89,22.3556666667,35.1996078431,33.7223333333,23.8773333333,15.993,12.026,12.4803333333,47.752,11.105,46.9833333333,31.9496666667,12.6324848485
560.23,22.417,35.2901372549,33.757,23.9363333333,16.089,12.0163333333,12.549,47.7353333333,11.0963333333,47.0003333333,31.9913333333,12.650969697
560.58,22.392,35.3068431373,33.7546666667,23.8966666667,16.072,11.987,12.5073333333,47.6223333333,11.0893333333,46.929,31.9743333333,12.6173636364
560.92,22.5363333333,35.3620588235,33.8573333333,23.964,16.1586666667,12.061,12.6163333333,47.6613333333,11.145,46.9963333333,32.0123333333,12.6944242424
561.26,22.5696666667,35.3994313725,33.924,23.9543333333,16.1793333333,12.0086666667,12.704,47.591,11.111,47.024,32.0553333333,12.6903636364
561.60,22.5433333333,35.4249019608,33.9736666667,23.9883333333,16.195,12.004,12.717,47.5503333333,11.117,46.886,31.9833333333,12.7142121212
561.94,22.4676666667,35.3519803922,33.9003333333,23.9756666667,16.092,11.9746666667,12.6943333333,47.425,11.0993333333,46.7193333333,31.9393333333,12.688969697
562.28,22.4956666667,35.4230196078,34.001,24.0476666667,16.0413333333,12.0003333333,12.732,47.3446666667,11.09,46.702,31.9576666667,12.7453333333
562.62,22.4416666667,35.4039607843,33.9653333333,24.008,16.0316666667,11.955,12.764,47.204,11.1233333333,46.67,31.925,12.7188484848
562.96,22.5003333333,35.4427254902,34.014,24.148,16.0106666667,12.0103333333,12.8316666667,47.1723333333,11.1536666667,46.668,31.9133333333,12.7012424242
563.30,22.4236666667,35.3985490196,34.005,24.128,15.9496666667,11.9226666667,12.857,47.065,11.1493333333,46.5653333333,31.8673333333,12.6464848485
563.64,22.4783333333,35.4399411765,34.045,24.181,15.946,11.9213333333,12.9293333333,47.0483333333,11.1363333333,46.562,31.9146666667,12.6685454545
563.99,22.4926666667,35.3754509804,34.0866666667,24.1946666667,15.826,11.857,12.9026666667,46.8996666667,11.1096666667,46.4306666667,31.887,12.596
564.33,22.5626666667,35.505,34.1233333333,24.3166666667,15.855,11.9366666667,13.009,46.9,11.1556666667,46.3993333333,31.942,12.6335151515
564.67,22.502,35.5918627451,34.1426666667,24.345,15.8166666667,11.9,13.017,46.8143333333,11.168,46.3486666667,31.9726666667,12.5973939394
565.01,22.5766666667,35.6814313725,34.2286666667,24.439,15.877,12.0383333333,13.1263333333,46.7916666667,11.2556666667,46.443,31.954,12.6914242424
565.35,22.5696666667,35.7538627451,34.264,24.4503333333,15.8533333333,12.0313333333,13.1833333333,46.6553333333,11.2506666667,46.4426666667,32.0843333333,12.6652121212
