wavelength,Back_PhrUnim,Belly_PhrUnim,Breast_PhrUnim,Crissum_PhrUnim,Crown_PhrUnim,DorTail_PhrUnim,Rump_PhrUnim,Throat_PhrUnim,WingTip_PhrUnim
204.60,34.6866666667,69.6992333333,42.9072,35.7392666667,52.5313333333,12.1304,51.1277333333,51.6792,37.9449333333
204.98,35.6638666666,74.3902,41.3008,33.6044,55.2844666667,9.64766666665,51.6530666667,53.3874,36.6395333333
205.36,37.6270666667,76.6102333333,44.8022666667,37.0057333333,57.7965333333,10.0564,51.4124666667,55.7062666667,40.0
205.74,25.4487333333,71.1858666667,36.0897333333,26.1537333333,52.3076,-3.65373333333,40.3205333334,46.0257333333,33.8460666667
206.12,16.5972666667,69.4792333333,32.2916,21.5971333333,51.3889333333,-9.1666,35.5556,42.8472,30.9722666667
206.50,14.1305333333,67.6812666667,32.7537333334,22.6087333333,47.6812,-11.7391333333,32.7536666667,48.6957333333,29.5652
206.87,13.8666666667,67.3333333333,34.0666666667,26.2,42.5333333333,-9.86666666667,32.7333333333,49.4666666667,25.9333333333
207.25,-7.71433333334,74.8572,24.8572,11.7144,31.5238,-41.1428,16.381,46.5713333333,8.5714
207.63,-15.0282,80.6215333333,27.2316,9.9436,28.3616666667,-48.0225333333,11.2994666667,54.5764666667,-0.904066666666
208.01,-21.5687333333,92.6797666667,31.6339333333,14.9019333334,26.0130666667,-53.0719333333,11.1111333333,61.3072000001,-5.75166666668
208.39,-38.2314,84.2857333333,24.8979333333,14.4218666667,19.7278666667,-49.1156666667,2.85706666665,58.7754666667,-12.381
208.77,-69.9187999999,80.0813666667,13.8210666667,5.52839999993,6.99186666668,-66.5041333333,-18.374,49.1056666666,-33.8212
