wavelength,Back_PhrUnim,Belly_PhrUnim,Breast_PhrUnim,Crissum_PhrUnim,Crown_PhrUnim,DorTail_PhrUnim,Rump_PhrUnim,Throat_PhrUnim,WingTip_PhrUnim
569.43,8.21953333333,17.0121333333,15.3268,14.7742666667,7.8814,7.80513333333,9.50266666667,13.5879333333,8.3764
569.77,8.216,17.0042666667,15.3205333333,14.7674,7.88013333333,7.79826666667,9.49499999999,13.5733333333,8.3818
570.11,8.23046666667,17.0213666667,15.3434,14.7827333333,7.9054,7.8138,9.517,13.5796,8.38686666667
570.45,8.2392,17.0331333333,15.347,14.7917333333,7.92313333333,7.82626666667,9.53759999999,13.5776,8.38973333333
570.79,8.24126666667,17.0399,15.3575333333,14.8041333333,7.92333333333,7.8236,9.53153333333,13.5783333333,8.3966
571.13,8.2624,17.0431,15.3616,14.8164666667,7.95093333333,7.84333333333,9.55053333333,13.587,8.41653333333
571.47,8.3146,17.0831666667,15.4079333333,14.8698,7.99946666667,7.8896,9.60960000001,13.6307333333,8.4704
571.81,8.37413333333,17.134,15.453,14.9119333333,8.0642,7.9516,9.65959999999,13.6832,8.53826666667
572.15,8.42653333333,17.1881,15.503,14.9625333333,8.102,7.9948,9.71106666667,13.7175333333,8.58473333333
572.49,8.39813333333,17.1467666667,15.47,14.9395333333,8.09313333333,7.98053333333,9.66993333333,13.7052666667,8.5638
572.83,8.40473333333,17.1585666667,15.4902,14.9589333333,8.1092,8.016,9.69226666667,13.7334,8.57586666667
573.17,8.40753333333,17.1566,15.4831333333,14.9580666667,8.10006666666,8.0272,9.68653333334,13.7462,8.58853333333
573.51,8.3858,17.1332666667,15.4546666667,14.9475333333,8.08986666667,8.00073333333,9.66520000001,13.7305333333,8.57053333333
573.85,8.3966,17.152,15.4686666667,14.9565333333,8.10146666667,8.01493333333,9.682,13.7491333333,8.59413333333
574.19,8.38973333333,17.1563333333,15.4852666667,14.9468666667,8.10193333333,8.018,9.65946666667,13.7513333333,8.5906
574.53,8.39993333333,17.1755666667,15.4798,14.9454,8.1056,8.01646666667,9.67080000001,13.7572666667,8.5962
574.87,8.40233333333,17.1743,15.4981333334,14.9662666667,8.1026,8.0164,9.65793333333,13.7610666667,8.5902
575.21,8.40433333333,17.1833,15.4868666667,14.9518666667,8.0898,8.03013333333,9.64273333333,13.7485333333,8.59666666667
575.55,8.33873333333,17.1213,15.4424666667,14.9034,8.0242,7.96326666667,9.5892,13.6971333333,8.51726666667
575.89,8.31513333333,17.0962,15.4376,14.9063333333,8.01693333333,7.96506666667,9.55806666666,13.6904666667,8.49986666667
576.22,8.36213333333,17.163,15.5023333333,14.971,8.0452,8.01826666667,9.61633333332,13.7367333333,8.546
576.56,8.3578,17.182,15.5120666667,14.9767333333,8.05606666667,8.0176,9.62300000001,13.729,8.56686666667
576.90,8.35906666667,17.1906,15.5180666667,14.9957333333,8.06026666667,8.00953333333,9.63219999999,13.7216666667,8.56166666667
577.24,8.37306666667,17.2125666667,15.5308666667,14.9984666667,8.0696,8.02326666667,9.65813333333,13.7410666667,8.56993333333
577.58,8.34433333333,17.1759666667,15.5026,14.9895333333,8.03213333333,7.99473333333,9.62200000001,13.7141333333,8.53846666667
577.92,8.34573333334,17.1802333333,15.4874,15.0034666667,8.0278,7.98593333333,9.62993333333,13.7099333333,8.55666666667
578.26,8.32193333333,17.1481,15.4653333334,14.9868,8.00306666667,7.9714,9.60226666667,13.6979333333,8.5212
578.60,8.3102,17.1407333333,15.4407333333,14.9535333333,7.9726,7.95653333333,9.5912,13.6630666667,8.50653333333
578.94,8.31673333333,17.1541666667,15.4574666667,14.9758,7.98153333333,7.9552,9.61260000001,13.6878,8.52726666667
579.28,8.38273333333,17.2246666667,15.5113333333,15.0347333333,8.052,8.02293333333,9.66900000001,13.7606,8.61553333333
579.61,8.39226666667,17.2227333333,15.4998666667,15.0060666667,8.03713333334,8.0028,9.65826666667,13.7678,8.61593333333
579.95,8.3884,17.2059666667,15.4670666667,14.9866666667,8.04326666667,7.98553333333,9.6474,13.7393333333,8.60433333333
580.29,8.4178,17.2173666667,15.4601333333,15.0124,8.06573333333,8.01506666667,9.66099999999,13.7657333333,8.62393333333
580.63,8.42726666667,17.2196666667,15.4268666667,14.9896,8.08473333333,8.02026666667,9.65146666667,13.7737333333,8.61346666666
580.97,8.44166666667,17.2112,15.4240666667,14.9923333333,8.08253333333,8.04,9.63900000001,13.7795333333,8.62733333334
581.31,8.48226666667,17.2655666667,15.4507333333,15.0010666667,8.1154,8.07213333333,9.6638,13.8292,8.6618
581.65,8.4898,17.2627666667,15.4593333333,14.9996,8.1246,8.0866,9.67626666666,13.8625333333,8.68739999999
581.98,8.51433333333,17.3009333333,15.4982666667,15.0312,8.151,8.1278,9.70253333334,13.8686666667,8.73986666666
582.32,8.5454,17.3129666667,15.5387333333,15.0762666667,8.1924,8.17446666667,9.73313333334,13.9254,8.77166666668
582.66,8.58446666667,17.3388666667,15.5673333333,15.1095333333,8.2212,8.20686666667,9.75533333333,13.9468666667,8.80079999999
583.00,8.52953333333,17.2984333333,15.5145333333,15.0662,8.17753333333,8.17073333333,9.71406666667,13.8868666667,8.75266666665
583.34,8.51173333333,17.3208333333,15.5138666667,15.0704666667,8.16866666667,8.17046666667,9.7122,13.8763333333,8.75533333333
583.68,8.42793333333,17.2632333333,15.4624,14.9966666667,8.08806666667,8.10446666667,9.64379999999,13.8114,8.69033333333
584.01,8.39873333333,17.2207333333,15.4547333333,14.9535333333,8.05806666667,8.0622,9.60400000001,13.7571333333,8.6612
584.35,8.41313333333,17.2613666667,15.5105333333,15.005,8.0704,8.12146666667,9.65273333334,13.7778,8.71306666667
584.69,8.40986666667,17.2694,15.5234666666,15.0268,8.08753333333,8.14353333333,9.67166666667,13.8005333333,8.73713333332
585.03,8.36986666667,17.2254333333,15.4958666667,15.0034,8.06346666667,8.12573333333,9.64933333332,13.7455333333,8.71346666667
585.37,8.37006666666,17.229,15.5018,15.0048,8.08146666667,8.14273333333,9.65579999999,13.7252,8.72379999999
585.70,8.3578,17.2205666667,15.504,14.9826666667,8.06433333333,8.1258,9.64706666667,13.7294,8.70939999999
586.04,8.35013333333,17.2202,15.4786666667,14.9842666667,8.0522,8.10666666667,9.66306666668,13.7074,8.70793333333
586.38,8.28226666667,17.1826666667,15.4362,14.9486666667,8.0132,8.06053333333,9.62826666667,13.6762666667,8.65993333333
586.72,8.2914,17.2025333333,15.4550666667,14.9801333333,8.03066666667,8.06933333334,9.64446666667,13.7034,8.675
587.06,8.24333333333,17.1378333333,15.3912666667,14.9492666667,7.98966666667,8.04453333333,9.60953333335,13.6483333333,8.6482
587.39,8.28746666667,17.1737,15.4353333333,14.9895333333,8.0188,8.0766,9.6406,13.6914666667,8.68973333334
587.73,8.266,17.1627666667,15.3980666667,14.9544666667,7.98,8.05773333333,9.63173333335,13.6707333333,8.66733333334
588.07,8.29726666667,17.1956,15.4237333333,14.9529333333,7.98446666667,8.04533333333,9.63106666667,13.6793333333,8.66153333334
588.41,8.2974,17.2023333333,15.4255333333,14.9481333333,7.96486666667,8.02153333333,9.61659999999,13.6660666667,8.652
588.74,8.32493333333,17.2205666667,15.4301333333,14.9748666667,7.9874,8.03013333333,9.63506666667,13.6909333333,8.6676
589.08,8.35433333333,17.2719666667,15.4587333333,15.0214,7.98846666667,8.0512,9.66593333333,13.7403333333,8.67106666667
589.42,8.37486666667,17.2669,15.4723333333,15.0621333333,8.02406666667,8.0808,9.67813333333,13.7628666667,8.70919999999
589.76,8.3582,17.2493,15.4764666667,15.037,8.02126666667,8.091,9.65779999999,13.7677333333,8.70986666666
590.09,8.3824,17.2545333333,15.4750666667,15.0282666667,8.05113333333,8.1142,9.65773333332,13.7873333333,8.73886666667
590.43,8.3916,17.2583666667,15.4925333333,15.0401333333,8.07166666667,8.12373333333,9.64740000001,13.8066666667,8.74733333332
590.77,8.4652,17.3348333333,15.5596,15.1038,8.15006666667,8.18993333333,9.70793333333,13.8718,8.79746666666
591.11,8.48593333333,17.3566333333,15.5789333333,15.1139333333,8.17473333333,8.2216,9.73046666667,13.896,8.82446666667
591.44,8.54006666667,17.4181333334,15.6455333333,15.1804,8.2356,8.2836,9.78066666667,13.9682,8.88153333333
591.78,8.49893333333,17.3669333333,15.5977333333,15.1548666667,8.1992,8.25313333333,9.74486666667,13.9330666667,8.86806666666
592.12,8.48386666667,17.3351,15.5787333333,15.1158666667,8.1862,8.24293333333,9.73626666665,13.8968,8.83633333333
592.46,8.47073333333,17.3341,15.59,15.12,8.17473333333,8.2462,9.72846666666,13.9098666667,8.84593333333
592.79,8.45146666667,17.3306,15.6011333333,15.1246666667,8.17406666667,8.23726666667,9.72220000001,13.9034666667,8.85280000001
593.13,8.43833333333,17.3473333333,15.5996666667,15.1062666667,8.1414,8.21733333333,9.71020000001,13.8835333333,8.83866666666
593.47,8.4128,17.3478666667,15.5665333333,15.1057333333,8.11273333333,8.1928,9.67999999999,13.8557333333,8.8256
593.80,8.3862,17.337,15.5498,15.1196666667,8.07873333333,8.18826666667,9.65959999999,13.8317333333,8.80566666666
594.14,8.39666666667,17.3218666667,15.5646,15.1114,8.0738,8.21673333333,9.67899999999,13.8315333333,8.82946666667
594.48,8.3654,17.3024,15.5512666667,15.0906,8.03233333333,8.194,9.6648,13.8161333333,8.818
594.81,8.34593333333,17.2980666667,15.5444666667,15.0939333333,8.02993333333,8.2046,9.67286666667,13.7930666667,8.80773333333
595.15,8.31893333333,17.2667,15.5060666667,15.0805333334,7.99126666667,8.20993333333,9.63660000001,13.7635333333,8.78666666667
595.49,8.27966666667,17.2575333333,15.4859333333,15.0657333333,7.98726666667,8.20753333333,9.62113333333,13.7511333333,8.76446666667
595.82,8.2648,17.2662333333,15.4717333333,15.0991333333,7.992,8.22266666667,9.6224,13.7688,8.77013333334
596.16,8.27813333333,17.2964666667,15.4881333333,15.0972,7.99626666667,8.2372,9.64173333334,13.7677333333,8.77980000001
596.50,8.21993333333,17.2396666667,15.4225333333,15.0404666667,7.94966666667,8.1922,9.58373333333,13.7130666667,8.72866666667
596.83,8.22293333333,17.2567333333,15.4279333333,15.0574,7.97313333333,8.23286666667,9.59406666666,13.7354666667,8.73559999999
597.17,8.2126,17.2473333333,15.4077333333,15.0252666667,7.9676,8.2276,9.58693333333,13.7191333333,8.71733333334
597.51,8.21306666667,17.2554333333,15.4043333333,15.0102666667,7.9734,8.2326,9.5996,13.7202,8.72106666667
597.84,8.1836,17.2444,15.3533333333,14.9736,7.94,8.20186666667,9.57413333333,13.6714,8.6962
598.18,8.17566666667,17.2268,15.3354,14.9672,7.9276,8.196,9.55219999999,13.6464,8.67773333334
598.52,8.2038,17.2524,15.3471333333,15.0070666667,7.946,8.2132,9.56606666666,13.6732666667,8.71573333333
598.85,8.2148,17.2443333333,15.3396,14.9912666667,7.96393333333,8.19946666667,9.57526666667,13.6720666667,8.73073333333
599.19,8.24993333333,17.2705,15.3603333333,15.0206666667,7.99046666666,8.23513333333,9.60906666667,13.694,8.7696
599.53,8.31073333333,17.3293666667,15.4495333333,15.0647333333,8.06266666667,8.28633333334,9.66313333333,13.7419333333,8.84566666668
599.86,8.3246,17.3265,15.4582,15.0884,8.0834,8.29333333333,9.6722,13.7445333333,8.86413333333
600.20,8.37573333333,17.346,15.4878,15.1196666666,8.1268,8.31393333333,9.69526666666,13.782,8.89813333332
600.53,8.36886666667,17.3373666667,15.4729333333,15.1079333333,8.09413333333,8.28413333334,9.69313333333,13.7658,8.88926666668
600.87,8.38866666667,17.3742,15.5091333333,15.1398,8.09806666667,8.287,9.71473333333,13.7922666667,8.91733333333
601.21,8.35606666667,17.3261,15.5010666667,15.125,8.0596,8.2594,9.70160000001,13.7636,8.89946666667
601.54,8.33953333333,17.3256,15.4946666667,15.1285333333,8.0408,8.25053333333,9.69359999999,13.7662,8.88453333333
601.88,8.3556,17.3531666667,15.5130666667,15.1365333333,8.0466,8.26193333333,9.69680000001,13.8061333333,8.91073333334
602.21,8.3456,17.3584333334,15.5155333333,15.1360666667,8.05953333333,8.26306666667,9.688,13.8118666667,8.88366666667
602.55,8.32133333333,17.3640333333,15.5078666667,15.1308,8.03153333333,8.2278,9.66566666667,13.8058,8.8432
602.88,8.32946666667,17.3599,15.5150666667,15.1346,8.0206,8.22506666667,9.6576,13.8236666667,8.8474
603.22,8.31113333333,17.3384333333,15.4812666667,15.1122666667,7.98913333333,8.22026666667,9.63706666665,13.8010666667,8.82466666667
603.56,8.29653333333,17.3441,15.4808,15.1154666667,7.985,8.22513333333,9.62753333333,13.8024666667,8.83073333333
603.89,8.31333333333,17.3747333333,15.5046666667,15.1341333333,8.00893333333,8.26246666667,9.66266666667,13.8312,8.86240000001
604.23,8.30486666667,17.3507,15.4926,15.1040666667,8.0256,8.2694,9.64653333333,13.8081333333,8.86573333333
604.56,8.32993333333,17.3579,15.5060666667,15.1204,8.0606,8.29846666667,9.66133333334,13.8259333333,8.89593333333
604.90,8.34226666667,17.3655666667,15.4962,15.1122,8.06333333333,8.30393333333,9.64499999999,13.8219333333,8.88906666667
605.23,8.3632,17.3740333334,15.5084,15.1324,8.07773333333,8.30833333333,9.64273333333,13.8358666667,8.90613333333
605.57,8.4024,17.3945,15.5286666667,15.1537333333,8.12126666667,8.34033333333,9.68906666666,13.8462,8.92686666667
605.90,8.38286666667,17.3495666667,15.4944666667,15.1174666667,8.09033333333,8.31933333333,9.66766666668,13.8096666667,8.92340000001
606.24,8.39013333333,17.3489666667,15.5316,15.1380666667,8.1094,8.35093333333,9.69719999999,13.8288666667,8.96280000001
606.58,8.36486666667,17.3118666667,15.5088666667,15.1091333333,8.09966666667,8.33773333333,9.68693333334,13.795,8.95700000001
606.91,8.35146666667,17.3172,15.5063333333,15.1128666667,8.09546666667,8.33893333333,9.66666666666,13.7783333333,8.95539999999
607.25,8.30626666667,17.2699666667,15.4571333333,15.059,8.0562,8.30913333333,9.62899999999,13.7336666667,8.91140000001
607.58,8.30953333333,17.2780666667,15.4541333333,15.0422,8.04986666667,8.31166666666,9.63119999999,13.7085333333,8.9248
607.92,8.32373333334,17.2826333333,15.467,15.0817333333,8.0492,8.32346666667,9.65706666668,13.727,8.94626666667
608.25,8.31526666666,17.2760666667,15.4624,15.0922666666,8.0466,8.3458,9.65026666667,13.7234,8.95200000001
608.59,8.325,17.2909666667,15.4678,15.0955333333,8.0652,8.35633333333,9.66086666667,13.7409333333,8.97473333333
608.92,8.3198,17.2803,15.4385333333,15.0736666667,8.06693333333,8.37973333333,9.67040000001,13.7149333333,8.998
609.26,8.28793333333,17.2649666667,15.4296,15.0559333333,8.03793333334,8.34873333333,9.63386666668,13.6890666667,9.00193333333
609.59,8.31193333334,17.2793333333,15.4542666667,15.0661333333,8.05226666667,8.35766666667,9.64213333335,13.7125333333,9.04713333334
609.93,8.31766666667,17.3194333333,15.4598666667,15.0864,8.07273333333,8.3982,9.64646666667,13.7026666667,9.0932
610.26,8.29526666667,17.3096666667,15.4455333333,15.0536,8.07626666667,8.3862,9.62413333332,13.6884,9.08746666667
610.60,8.2972,17.3114,15.4297333333,15.0442666667,8.06773333333,8.39806666667,9.64219999999,13.6924,9.11180000001
610.93,8.3344,17.309,15.4352666666,15.0566666667,8.0762,8.42953333333,9.65019999999,13.6978666667,9.1504
611.27,8.32453333333,17.2871666667,15.4164,15.0596,8.0784,8.42926666667,9.62480000001,13.6912666667,9.14466666667
611.60,8.32166666667,17.2776,15.396,15.0158666667,8.06913333333,8.40673333333,9.59620000001,13.6744,9.13253333333
611.93,8.3186,17.2809666667,15.4074666667,14.9992666667,8.06853333333,8.39686666666,9.58953333333,13.6639333333,9.12033333333
612.27,8.35273333333,17.3181333333,15.4443333333,15.0255333333,8.08926666667,8.42533333334,9.6104,13.6606,9.15253333334
612.60,8.39866666667,17.3674333333,15.5146,15.0782,8.12953333334,8.4606,9.63873333332,13.7255333333,9.17726666666
612.94,8.37693333334,17.3263666667,15.4992,15.0598666667,8.133,8.46433333333,9.62813333333,13.7116666667,9.15726666667
613.27,8.33353333333,17.2822333333,15.4406666667,15.0076666667,8.0796,8.4446,9.59433333333,13.6540666667,9.08666666667
613.61,8.329,17.2685333333,15.4068666667,14.9868666667,8.0692,8.408,9.59073333333,13.6572,9.05833333334
613.94,8.37526666667,17.3111,15.4427333333,15.0331333333,8.08353333333,8.45073333334,9.61926666666,13.6839333333,9.06733333334
614.28,8.3878,17.3040333333,15.4416,15.0361333333,8.0818,8.43933333333,9.60513333333,13.6904,9.05633333333
614.61,8.43866666666,17.3733333333,15.5142,15.1186,8.1566,8.4994,9.67299999999,13.7726,9.11846666665
614.94,8.43893333334,17.3702333333,15.5178666667,15.1263333333,8.146,8.49426666667,9.68033333333,13.7773333333,9.12793333333
615.28,8.42166666667,17.3765333333,15.5188666667,15.1526666667,8.14393333333,8.5106,9.67673333333,13.7728,9.13493333334
615.61,8.4066,17.3512666667,15.4857333333,15.1296,8.13633333333,8.49406666667,9.66760000001,13.7528,9.1244
615.95,8.3692,17.3190666667,15.4548,15.1232,8.11566666667,8.48926666667,9.64853333333,13.7562,9.10866666667
616.28,8.34573333333,17.3115,15.4646,15.1322,8.1032,8.479,9.6456,13.7522,9.09740000001
616.61,8.37286666667,17.3648333333,15.4775333333,15.1720666667,8.108,8.50653333333,9.66673333332,13.7922,9.13733333335
616.95,8.39906666667,17.4337,15.5391333333,15.2182,8.1618,8.53886666667,9.69126666666,13.8338,9.18886666665
617.28,8.3916,17.4223,15.5172666667,15.1989333333,8.15673333333,8.52373333333,9.67286666667,13.8302,9.19346666667
617.62,8.33213333333,17.3998333333,15.4703333333,15.1705333333,8.09586666667,8.46446666667,9.61893333334,13.785,9.16133333334
617.95,8.30213333333,17.3823333333,15.4573333333,15.1708,8.0882,8.44026666667,9.59606666667,13.7589333334,9.13333333332
618.28,8.26146666667,17.3481333333,15.4170666667,15.125,8.0484,8.39446666667,9.56346666667,13.7095333333,9.09560000001
618.62,8.28946666667,17.3668,15.4604,15.1589333333,8.08793333333,8.4498,9.61246666666,13.7145333333,9.1164
618.95,8.31846666667,17.3955666667,15.4842,15.1731333333,8.12493333333,8.49053333333,9.62933333333,13.7524666667,9.13913333333
619.28,8.38246666667,17.4544333333,15.518,15.2182666667,8.16633333333,8.53966666667,9.66386666667,13.8163333333,9.20200000001
619.62,8.39366666667,17.4219666667,15.5227333333,15.1910666667,8.16293333333,8.532,9.65666666667,13.8142666667,9.20426666668
619.95,8.41446666667,17.4215666667,15.5230666667,15.2018666667,8.16066666667,8.52513333333,9.67300000001,13.8038,9.21819999999
620.28,8.42673333333,17.4359,15.5434666666,15.2193333333,8.1976,8.5424,9.69206666667,13.8102666667,9.23366666667
620.62,8.45006666667,17.4407,15.5482666666,15.2424666667,8.22413333333,8.57306666667,9.72400000001,13.8262666667,9.28239999999
620.95,8.42293333333,17.4096,15.5536666667,15.2174,8.2026,8.54666666667,9.69633333333,13.7993333333,9.24019999999
621.28,8.4342,17.3929666667,15.5418,15.2326666667,8.22166666667,8.5748,9.71820000001,13.7978,9.24346666666
621.62,8.46486666667,17.4076333333,15.5661333333,15.2286666667,8.23573333333,8.60486666667,9.74586666666,13.8271333333,9.27693333333
621.95,8.50933333333,17.4390666667,15.6156666667,15.2808666667,8.26886666667,8.65726666667,9.78506666666,13.8633333333,9.30600000001
622.28,8.49693333333,17.3978333333,15.5924,15.2435333333,8.25159999999,8.62513333333,9.74953333333,13.8521333333,9.29566666667
622.62,8.50673333334,17.4033333333,15.5892,15.2592666667,8.24933333334,8.628,9.78326666667,13.8614,9.32106666667
622.95,8.43973333333,17.3428,15.5873333333,15.2143333333,8.19726666667,8.5758,9.75253333333,13.816,9.2702
623.28,8.42146666667,17.3581666667,15.5879333333,15.2542666666,8.185,8.55713333333,9.75553333334,13.7931333333,9.26193333334
623.62,8.3472,17.2779333333,15.5190666667,15.1724666667,8.13833333333,8.52346666667,9.6766,13.7289333333,9.20066666667
623.95,8.334,17.2475333333,15.4726,15.1342,8.10073333333,8.50066666666,9.64299999999,13.7130666667,9.19106666667
624.28,8.3088,17.2176,15.4448,15.0875333333,8.05353333333,8.4732,9.59953333334,13.6879333334,9.11453333332
624.62,8.34846666667,17.2483333333,15.4594,15.1441333334,8.063,8.5268,9.62740000001,13.7288,9.12606666667
624.95,8.406,17.3149,15.5486666667,15.204,8.12786666667,8.59266666667,9.69366666667,13.792,9.18773333333
625.28,8.39886666667,17.2899,15.5493333333,15.1824666667,8.11633333333,8.56993333333,9.67946666667,13.7804666667,9.17646666667
625.61,8.35153333334,17.2842,15.502,15.1362,8.07073333333,8.51993333333,9.64473333334,13.7524,9.13706666667
625.95,8.3456,17.3195666667,15.4982666667,15.1366,8.05333333333,8.51646666667,9.62373333333,13.7548666667,9.12626666668
626.28,8.33073333333,17.3051333333,15.4886,15.1394666667,8.0356,8.51,9.59200000001,13.7213333333,9.11440000001
626.61,8.3742,17.3405333333,15.5066,15.1981333333,8.0878,8.56393333333,9.63780000001,13.7562666667,9.16373333333
626.94,8.41313333333,17.4128333333,15.5308,15.2115333333,8.12933333334,8.61033333333,9.67606666668,13.8060666667,9.21960000001
627.28,8.49366666667,17.5174333333,15.5924,15.2878666667,8.1886,8.6636,9.746,13.8812,9.30006666667
627.61,8.4596,17.4792,15.5731333333,15.2752666667,8.15686666667,8.6352,9.72353333333,13.8424666667,9.258
627.94,8.43766666667,17.476,15.5428,15.2864666667,8.12086666667,8.60826666667,9.69706666668,13.8284666667,9.25659999999
628.27,8.44,17.4662,15.5787333333,15.2953333333,8.1336,8.59286666667,9.69560000001,13.8316666667,9.29013333333
628.61,8.433,17.4511333333,15.5343333333,15.267,8.10473333333,8.57006666667,9.66886666667,13.8143333333,9.29386666666
628.94,8.41726666667,17.4512666667,15.4980666667,15.2774,8.0994,8.57946666667,9.6692,13.7928666666,9.30926666667
629.27,8.42586666667,17.455,15.5138666666,15.2858,8.1268,8.5964,9.66713333333,13.7917333333,9.34346666667
629.60,8.41473333333,17.4268333333,15.5172,15.2865333334,8.12533333333,8.60113333333,9.67386666667,13.8041333333,9.35906666667
629.94,8.408,17.4347,15.5316,15.2727333333,8.13986666667,8.5924,9.68380000001,13.8287333333,9.36646666667
630.27,8.36246666667,17.3800666667,15.4688,15.2249333333,8.07353333333,8.54746666667,9.62113333334,13.7706666667,9.32486666667
630.60,8.35353333333,17.3275666667,15.4578,15.2106666667,8.05033333333,8.51493333333,9.59806666667,13.7588666667,9.2996
630.93,8.32353333333,17.2841666667,15.4262666667,15.1917333333,8.0344,8.49766666667,9.60340000001,13.7393333333,9.27679999999
631.26,8.386,17.3620333333,15.5089333333,15.2458666667,8.11033333333,8.56746666667,9.6726,13.7980666667,9.31993333333
631.60,8.4554,17.4175,15.5805333333,15.294,8.1848,8.63133333333,9.74813333333,13.8408,9.40226666667
631.93,8.43253333334,17.3762666667,15.5356666666,15.2615333333,8.16766666667,8.60846666667,9.74246666668,13.8162,9.37613333333
632.26,8.40993333333,17.3776333333,15.5404666667,15.2347333333,8.1366,8.57373333333,9.70879999999,13.7996,9.3532
632.59,8.39793333333,17.4038,15.5731333333,15.2364666667,8.13946666667,8.5682,9.69173333333,13.8197333333,9.34359999999
632.92,8.42026666667,17.3905333333,15.5835333333,15.2679333333,8.15386666667,8.58593333333,9.70666666666,13.8581333333,9.36413333335
633.26,8.4638,17.4412333333,15.6239333333,15.3014,8.16339999999,8.6098,9.7448,13.8885333334,9.38366666668
633.59,8.47953333333,17.4254666667,15.6301333333,15.3234,8.13273333333,8.60246666666,9.74813333335,13.8664,9.3734
633.92,8.49906666667,17.4509,15.6495333334,15.3474666667,8.17726666667,8.63133333333,9.78826666668,13.8893333333,9.40200000001
634.25,8.4848,17.4557333333,15.6401333333,15.3593333333,8.17,8.65653333333,9.78240000001,13.8548,9.39993333334
634.58,8.4374,17.4323333333,15.6390666667,15.3148,8.11666666667,8.63153333333,9.7138,13.8163333333,9.36973333335
634.91,8.41426666667,17.422,15.6156666667,15.2998,8.0738,8.62166666667,9.68753333334,13.7980666667,9.39406666667
635.25,8.38866666667,17.3750333333,15.5932666667,15.2680666667,8.07473333333,8.595,9.66213333333,13.8138666667,9.3542
635.58,8.38593333333,17.4146,15.5902,15.2673333333,8.08006666667,8.63053333333,9.65520000001,13.8082,9.36213333334
635.91,8.406,17.4122,15.5772,15.2736666667,8.1,8.65193333333,9.64993333333,13.825,9.35393333332
636.24,8.41353333333,17.3839333333,15.5458,15.264,8.09513333333,8.65273333333,9.65419999999,13.7851333333,9.33620000001
636.57,8.3368,17.3486333333,15.4826666667,15.1920666666,8.04033333333,8.57273333333,9.60633333334,13.6950666667,9.26193333334
636.90,8.26686666667,17.3048666667,15.3928,15.1388,7.98953333333,8.53233333333,9.54093333334,13.633,9.217
637.23,8.26826666667,17.3522333333,15.4093333333,15.1176666667,8.00093333333,8.54086666667,9.5554,13.6563333333,9.23199999999
637.56,8.29493333333,17.4118333333,15.4280666667,15.1365333333,7.9986,8.55513333333,9.56946666667,13.6986666667,9.24253333335
637.90,8.36613333333,17.4939,15.5118,15.21,8.0652,8.61713333333,9.62300000001,13.7699333334,9.31193333334
638.23,8.41226666667,17.5215333333,15.5229333333,15.2662,8.11206666667,8.65886666667,9.66606666666,13.8119333333,9.36073333333
638.56,8.4064,17.5192,15.5074,15.2642666667,8.13653333333,8.66006666667,9.67613333333,13.8396,9.34873333333
638.89,8.46446666667,17.6003666667,15.5687333333,15.3242,8.17213333333,8.71226666667,9.70440000001,13.841,9.3984
639.22,8.5358,17.6562666667,15.6428666667,15.3518666667,8.21993333334,8.78033333334,9.77733333335,13.8977333333,9.46786666667
639.55,8.58026666667,17.7081666667,15.7095333333,15.4020666667,8.27593333334,8.85453333334,9.83486666667,13.9680666667,9.53986666666
639.88,8.64633333333,17.7751666667,15.7908,15.4653333333,8.33820000001,8.92333333333,9.90339999999,14.0517333333,9.60093333335
640.21,8.73653333333,17.8295666667,15.8798666667,15.553,8.40346666667,9.02219999999,9.95800000001,14.1488,9.67513333333
640.54,8.78273333333,17.8586666667,15.9446666667,15.6140666667,8.47813333333,9.0778,10.0375333333,14.1994666667,9.71086666667
640.87,8.7178,17.7726333333,15.8600666667,15.5558666667,8.44446666667,9.02926666666,9.97253333333,14.1452666667,9.67146666667
641.20,8.7128,17.7308,15.9215333333,15.5662666666,8.44346666667,9.029,9.98633333334,14.1192666667,9.68293333332
641.53,8.67106666667,17.6925666667,15.899,15.5198666667,8.41473333334,8.96379999999,9.96933333333,14.1161333333,9.66706666667
641.87,8.65786666667,17.7150666667,15.9156,15.4970666667,8.42226666667,8.94593333333,9.99820000002,14.1111333333,9.67179999999
642.20,8.65586666667,17.6977,15.9012,15.5091333333,8.41166666666,8.9294,9.97346666665,14.1049333333,9.68
642.53,8.619,17.6919333333,15.8724,15.4982666667,8.39513333333,8.93426666666,9.99366666668,14.1227333334,9.68646666667
642.86,8.62726666667,17.7223666667,15.8728,15.5151333333,8.40126666666,8.92759999999,9.97493333335,14.1432,9.67626666668
643.19,8.65326666667,17.7523,15.9124,15.5502,8.43553333333,8.932,10.0250666667,14.1221333333,9.7146
643.52,8.59573333333,17.7149666667,15.8565333333,15.4928666667,8.37746666667,8.8864,9.94640000002,14.055,9.67073333333
643.85,8.60273333333,17.7234666667,15.8594,15.4832666667,8.35393333333,8.89613333333,9.94286666668,14.0408666667,9.68900000001
644.18,8.59773333334,17.7369666667,15.844,15.4877333333,8.33913333333,8.88059999999,9.92086666667,14.0168,9.69079999999
644.51,8.6906,17.8348666667,15.9329333333,15.5532666667,8.40273333333,8.97446666667,9.9842,14.0657333333,9.747
644.84,8.68506666667,17.8733,15.9113333333,15.5569333333,8.40793333334,8.9878,9.97133333335,14.1164,9.74393333333
