wavelength,Back_TanJohm,Belly_TanJohm,Breast_TanJohm,Crissum_TanJohm,Crown_TanJohm,DorTail_TanJohm,Patch10_TanJohm,Patch11_TanJohm,Patch12_TanJohm,Rump_TanJohm,Throat_TanJohm,WingTip_TanJohm
375.81,7.512,24.2174444444,17.0444444444,14.5028888889,7.80419999999,11.1491111111,21.1344444444,4.88344444444,39.1953333333,13.32,3.463,8.75022222223
376.18,7.66844444444,24.3903333334,17.0513333333,14.6874444444,7.89004444443,11.2867777778,21.2988888889,5.03255555556,39.2067777778,13.3336666667,3.52666666667,8.77522222221
376.54,7.77988888889,24.6198888889,16.922,14.7586666667,8.03035555557,11.3742222222,21.3343333333,5.11466666667,39.2113333334,13.3277777778,3.56211111111,8.756
376.90,7.81688888889,24.7978888889,16.7584444444,14.8655555555,8.07575555557,11.4413333333,21.3886666667,5.11244444444,39.251,13.3461111111,3.58877777778,8.74611111111
377.26,7.712,24.7421111111,16.4813333333,14.8133333333,7.98086666668,11.3127777778,21.1918888889,4.983,39.0154444445,13.178,3.52433333333,8.58355555555
377.63,7.75933333333,24.722,16.2732222222,14.8694444445,8.02171111112,11.3055555555,21.0927777778,5.07644444444,38.9265555555,13.0795555555,3.539,8.59688888888
377.99,7.632,24.6368888889,16.0182222222,14.79,7.9344888889,11.2145555556,20.8848888889,5.00611111111,38.7502222222,12.8966666667,3.41144444444,8.45055555556
378.35,7.68788888889,24.829,15.879,14.8733333333,7.98577777778,11.3318888889,20.9186666667,5.05266666667,38.6825555555,12.849,3.50866666667,8.50433333332
378.71,7.55288888889,24.7016666667,15.5906666667,14.8111111111,7.8505111111,11.1748888889,20.7593333333,4.87788888889,38.4962222222,12.7158888889,3.347,8.41333333332
379.07,7.36322222222,24.5712222222,15.2571111111,14.7037777778,7.65613333332,11.0037777778,20.5338888889,4.681,38.2036666667,12.4436666667,3.182,8.237
379.44,7.31188888889,24.5737777778,14.9947777778,14.6672222222,7.5802,10.9887777778,20.4386666667,4.69455555556,38.0884444445,12.327,3.15966666667,8.21999999999
379.80,7.22488888889,24.4798888889,14.8165555556,14.5517777778,7.44928888889,10.8223333333,20.2726666667,4.61666666667,37.884,12.1593333333,3.17188888889,8.10466666665
380.16,7.13066666666,24.2873333333,14.4918888889,14.4218888889,7.36368888888,10.7111111111,20.0902222222,4.58155555556,37.6511111111,12.0058888889,3.083,7.98200000001
380.52,7.26177777778,24.3232222222,14.4858888889,14.609,7.40942222221,10.8074444445,20.1645555555,4.65966666667,37.709,12.0,3.21522222222,8.08066666668
380.88,7.28744444444,24.2834444444,14.3316666667,14.6247777778,7.37462222221,10.8331111111,20.1025555555,4.68255555556,37.5406666667,11.8908888889,3.21644444444,8.18522222223
381.24,7.38622222222,24.3467777778,14.239,14.7837777778,7.48322222222,10.9415555556,20.139,4.82911111111,37.5323333333,11.901,3.336,8.40766666668
381.61,7.48611111111,24.392,14.2292222222,14.9216666667,7.53977777777,11.0621111111,20.1725555555,4.94177777778,37.554,11.9668888889,3.49566666667,8.60077777778
381.97,7.42488888889,24.3526666666,14.0282222222,14.8742222222,7.42691111111,10.9775555555,20.1295555555,4.88311111111,37.4391111111,11.8328888889,3.481,8.53000000001
382.33,7.45855555556,24.2136666667,13.8731111111,14.8877777778,7.39404444443,10.9273333333,20.0456666666,4.97166666666,37.2407777778,11.7255555556,3.51122222222,8.50644444444
382.69,7.51877777778,24.2673333333,13.7918888889,14.9828888889,7.44782222223,11.024,20.0378888889,5.08477777778,37.1973333333,11.6792222222,3.56522222222,8.53555555557
383.05,7.67211111111,24.3296666667,13.8456666667,15.1538888889,7.59555555555,11.1941111111,20.1095555555,5.28877777778,37.1603333333,11.7544444444,3.77111111111,8.7161111111
383.41,7.66666666667,24.2975555555,13.751,15.2267777778,7.57726666667,11.1852222222,19.9995555556,5.31488888889,36.9951111111,11.673,3.868,8.78811111112
383.77,7.56944444445,24.31,13.5645555556,15.1514444445,7.50439999999,11.131,19.9315555556,5.26277777778,36.921,11.565,3.793,8.72711111111
384.14,7.42322222222,24.2512222222,13.3744444444,15.1041111111,7.35553333333,11.072,19.8076666667,5.17,36.7746666667,11.3697777778,3.69388888889,8.69755555557
384.50,7.23733333333,24.1413333333,13.0972222222,15.0138888889,7.16400000001,10.9367777778,19.6315555556,5.05622222222,36.5247777778,11.1964444444,3.56377777778,8.60322222221
384.86,7.33322222222,24.1801111111,13.1233333333,15.1295555556,7.26715555557,10.9717777778,19.6754444444,5.24466666667,36.5008888889,11.2163333334,3.714,8.6411111111
385.22,7.36522222222,24.2378888889,13.0908888889,15.1382222222,7.31971111111,11.0401111111,19.6428888889,5.31444444444,36.3752222222,11.254,3.78766666667,8.5851111111
385.58,7.41655555555,24.3002222222,13.0687777778,15.2133333333,7.34142222221,11.0584444444,19.6542222222,5.444,36.2151111111,11.2737777778,3.84344444444,8.61522222222
385.94,7.56455555556,24.4481111111,13.102,15.4071111111,7.46426666668,11.1666666667,19.7313333333,5.58155555556,36.2415555555,11.3287777778,3.92977777778,8.76088888888
386.30,7.43966666667,24.4428888889,12.9615555556,15.3661111111,7.34444444446,11.1021111111,19.6537777778,5.46744444444,36.1555555555,11.2183333333,3.82055555556,8.68822222222
386.66,7.50344444445,24.5462222222,12.9593333333,15.4555555556,7.38922222223,11.1538888889,19.6752222222,5.53822222222,36.0816666667,11.2124444445,3.92488888889,8.79499999999
387.03,7.49266666667,24.642,12.8811111111,15.4624444445,7.40606666668,11.1661111111,19.7026666666,5.51977777778,36.0858888889,11.2276666667,3.86388888889,8.8088888889
387.39,7.39844444445,24.6131111111,12.7538888889,15.4255555555,7.32640000001,11.1323333333,19.632,5.47044444445,35.948,11.1611111111,3.80622222222,8.69122222223
387.75,7.49677777778,24.6634444445,12.7144444444,15.604,7.37255555557,11.1654444445,19.6307777778,5.54333333333,35.8753333333,11.1543333333,3.83566666667,8.78644444443
388.11,7.62111111111,24.7698888889,12.6978888889,15.7234444444,7.46786666666,11.2294444445,19.6203333333,5.61077777778,35.9086666667,11.246,3.93111111111,8.91277777777
388.47,7.65566666667,24.734,12.5782222222,15.7181111111,7.51324444446,11.263,19.5357777778,5.61777777778,35.743,11.2352222222,3.96033333333,8.91488888889
388.83,7.52722222222,24.6345555556,12.3561111111,15.6806666667,7.39362222222,11.2194444444,19.3741111111,5.49588888889,35.5354444444,11.122,3.87733333333,8.84877777779
389.19,7.48177777778,24.5207777778,12.1866666667,15.6617777778,7.2542,11.1341111111,19.2912222222,5.42088888889,35.3821111111,10.9741111111,3.812,8.82544444443
389.55,7.35788888889,24.3754444445,11.9307777778,15.5434444445,7.14862222221,10.994,19.1126666667,5.24777777778,35.1737777778,10.7468888889,3.68977777778,8.72466666667
389.91,7.24733333333,24.2292222222,11.7517777778,15.488,7.06662222222,10.9663333333,18.9898888889,5.157,34.8977777778,10.6183333333,3.699,8.63244444445
390.27,7.31211111111,24.2403333333,11.6593333334,15.5603333333,7.12913333333,11.0026666667,18.9932222222,5.28366666667,34.776,10.5462222222,3.795,8.74877777778
390.63,7.28955555556,24.1787777778,11.5044444444,15.5533333333,7.08253333334,10.9044444444,18.9153333333,5.26955555556,34.607,10.4374444444,3.76555555556,8.69811111112
391.00,7.31211111111,24.1737777778,11.3655555556,15.5873333333,7.0492,10.8938888889,18.8595555555,5.294,34.4508888889,10.3245555556,3.82222222222,8.73444444443
391.36,7.29755555555,24.0345555556,11.1338888889,15.4994444444,6.96762222223,10.8166666667,18.7368888889,5.25855555555,34.2622222222,10.1742222222,3.73377777778,8.743
391.72,7.23455555555,23.9781111111,10.9807777778,15.45,6.93177777779,10.7954444445,18.6681111111,5.20311111111,34.0711111111,10.0868888889,3.68722222222,8.73566666665
392.08,7.25944444445,23.9457777778,10.8911111111,15.4858888889,6.9434888889,10.8012222222,18.7093333334,5.29755555556,33.9221111111,10.0418888889,3.77744444444,8.76977777778
392.44,7.23633333333,23.9251111111,10.7464444445,15.4503333333,6.86208888889,10.722,18.6265555555,5.29788888889,33.8468888889,9.91999999999,3.74966666666,8.7371111111
392.80,7.24388888889,23.9365555555,10.5632222222,15.4068888889,6.75362222223,10.6618888889,18.5665555555,5.26366666667,33.6952222222,9.80466666668,3.70388888889,8.74277777777
393.16,7.21822222222,23.9563333333,10.4203333333,15.3914444444,6.77293333332,10.6567777778,18.5608888889,5.26344444445,33.6154444444,9.71955555557,3.66588888889,8.77455555557
393.52,7.11966666667,23.867,10.183,15.3788888889,6.73495555557,10.5715555556,18.509,5.22,33.4363333333,9.57844444443,3.58166666667,8.69766666666
393.88,7.21811111111,23.972,10.1634444444,15.5156666666,6.82784444443,10.6405555555,18.5491111111,5.36355555556,33.4576666667,9.61177777779,3.716,8.85466666668
394.24,7.29022222222,24.0657777778,10.0878888889,15.5636666667,6.84624444445,10.6637777778,18.5974444444,5.40311111111,33.428,9.60622222222,3.79288888889,8.91244444446
394.60,7.303,24.0124444444,9.95233333332,15.5444444444,6.82371111111,10.7155555556,18.5548888889,5.45955555555,33.3016666667,9.57555555557,3.87144444444,8.96166666666
394.96,7.28844444444,23.9383333333,9.81600000001,15.5168888889,6.76677777778,10.6923333333,18.5113333333,5.456,33.1745555555,9.47777777777,3.80933333333,8.91322222221
395.32,7.21366666667,24.0243333333,9.71044444444,15.5867777778,6.80097777777,10.6975555555,18.5357777778,5.47888888889,33.1073333333,9.42177777777,3.79511111111,8.92200000001
395.68,7.28844444444,24.0526666666,9.63500000001,15.7021111111,6.83051111112,10.7528888889,18.6157777778,5.61022222222,33.0902222222,9.397,3.92566666667,9.00066666665
396.04,7.21933333333,24.1238888889,9.50222222221,15.7196666667,6.75353333333,10.7301111111,18.5731111111,5.55944444444,33.0398888889,9.27488888889,3.883,8.99799999999
396.40,7.26211111111,24.164,9.45433333332,15.8648888889,6.81475555554,10.8136666667,18.667,5.65966666667,32.9681111111,9.26611111111,4.02888888889,9.12866666666
396.76,7.23866666667,24.1904444444,9.323,15.9358888889,6.8856,10.8332222222,18.6735555555,5.69177777778,32.9033333333,9.20811111112,4.09177777778,9.16822222222
397.12,7.16877777778,24.1324444444,9.12422222223,15.9477777778,6.8144,10.8013333333,18.5406666667,5.66133333333,32.7626666666,9.06244444443,4.09044444445,9.06644444446
397.48,7.27077777778,24.2818888889,9.10877777777,16.098,6.87311111112,10.8924444444,18.6115555555,5.74811111111,32.8005555556,9.08211111111,4.18222222222,9.20255555555
397.84,7.23544444444,24.2348888889,8.907,16.0755555556,6.76573333332,10.8596666667,18.5971111111,5.69622222222,32.6952222222,8.94244444445,4.11322222222,9.16155555557
398.20,7.06577777778,24.1268888889,8.64811111111,15.9445555556,6.6461111111,10.7283333333,18.385,5.52888888889,32.4867777778,8.76355555554,3.97122222222,9.04066666667
398.56,6.91822222222,24.0721111111,8.48366666667,15.8865555556,6.5268888889,10.6112222222,18.292,5.34788888889,32.362,8.5498888889,3.81788888889,8.96977777779
398.92,6.84833333333,23.9943333333,8.36411111111,15.9228888889,6.49246666667,10.5933333333,18.2058888889,5.32855555556,32.2902222222,8.48066666668,3.85877777778,9.00811111111
399.28,6.87166666667,23.9698888889,8.28555555556,15.9358888889,6.42804444444,10.6086666667,18.1761111111,5.33311111111,32.185,8.36255555555,3.89,9.04066666668
399.64,6.78633333333,23.888,8.13177777778,15.8297777778,6.36148888888,10.5427777778,18.0243333333,5.26944444444,31.9868888889,8.24699999999,3.83122222222,8.97200000001
400.00,6.80911111111,23.8234444444,8.00788888889,15.8963333333,6.37515555557,10.548,17.9616666667,5.28788888889,31.8773333333,8.22822222221,3.89477777778,8.99566666668
400.36,6.662,23.6994444444,7.77277777778,15.7366666667,6.22900000001,10.382,17.7972222222,5.11677777778,31.6698888889,8.06155555557,3.763,8.84044444444
400.72,6.65444444445,23.5423333333,7.703,15.6988888889,6.16773333333,10.3494444444,17.7568888889,5.10144444445,31.5295555556,8.00277777779,3.72666666667,8.8471111111
401.08,6.744,23.7068888889,7.74755555556,15.7765555555,6.22955555557,10.4605555555,17.9165555556,5.19755555555,31.5872222222,8.0458888889,3.82544444444,8.97488888889
401.44,6.73177777778,23.6443333333,7.664,15.7673333333,6.2252,10.4782222222,17.8185555555,5.23666666667,31.5147777778,8.0108888889,3.90255555556,8.98777777777
401.80,6.59922222222,23.5788888889,7.51955555556,15.6874444445,6.15282222222,10.3451111111,17.6761111111,5.14955555556,31.2795555556,7.89511111111,3.77166666667,8.87711111111
402.16,6.58611111111,23.5552222222,7.50566666667,15.7844444444,6.16755555554,10.3552222222,17.6873333333,5.19555555555,31.1715555556,7.92188888888,3.79888888889,8.91688888888
402.52,6.655,23.5868888889,7.451,15.8911111111,6.20908888889,10.4065555555,17.73,5.292,31.1258888889,7.94733333334,3.87366666667,8.95133333332
402.88,6.647,23.526,7.34822222222,15.8584444444,6.16748888889,10.3686666667,17.6704444445,5.28311111111,30.9256666666,7.91644444445,3.91922222222,8.95411111111
403.24,6.70355555555,23.5642222222,7.31644444444,15.9191111111,6.202,10.3914444444,17.7087777778,5.33322222222,30.9315555556,7.96366666667,3.97555555555,8.96455555557
403.60,6.73288888889,23.6168888889,7.34466666667,15.973,6.23691111111,10.403,17.7623333333,5.37733333333,30.8938888889,7.96855555555,4.04688888889,9.06722222223
403.95,6.69566666667,23.5372222222,7.26688888889,15.9487777778,6.19144444444,10.3762222222,17.759,5.35311111111,30.7678888889,7.89688888888,3.98577777778,9.04922222223
404.31,6.76377777778,23.5778888889,7.33822222222,16.0247777778,6.27377777778,10.4575555556,17.7901111111,5.45988888889,30.746,7.935,4.013,9.12055555555
404.67,6.694,23.6272222222,7.25,16.0144444444,6.21511111111,10.45,17.73,5.41944444444,30.6738888889,7.86966666667,3.96677777778,9.04500000001
405.03,6.65755555555,23.492,7.193,16.0036666667,6.17497777778,10.4187777778,17.6042222222,5.397,30.5688888889,7.85977777778,3.96655555556,9.01488888889
405.39,6.63811111111,23.4838888889,7.15066666667,15.9844444444,6.11946666667,10.4027777778,17.6128888889,5.35244444444,30.5305555556,7.82855555555,3.94755555556,8.99266666668
405.75,6.73088888889,23.5228888889,7.18144444444,16.0476666667,6.14857777778,10.4851111111,17.6605555556,5.42766666667,30.5821111111,7.87600000001,4.06444444444,9.07833333332
406.11,6.79122222222,23.4836666667,7.18677777778,16.095,6.19062222222,10.5398888889,17.6907777778,5.47944444444,30.6122222222,7.863,4.13522222222,9.10999999999
406.47,6.818,23.5105555556,7.165,16.1182222222,6.1898,10.5745555555,17.6991111111,5.48233333333,30.6655555556,7.89533333334,4.17122222222,9.10333333332
406.83,6.82211111111,23.5507777778,7.17222222222,16.1514444444,6.24251111111,10.6063333333,17.7183333333,5.52833333333,30.6725555556,7.85477777779,4.14611111111,9.08111111111
407.19,6.83477777778,23.5291111111,7.17022222222,16.131,6.24748888889,10.6223333333,17.7116666666,5.54288888889,30.5873333333,7.84566666666,4.15266666667,9.09088888888
407.55,6.78488888889,23.4673333334,7.06777777778,16.1201111111,6.18106666667,10.5966666667,17.659,5.48133333333,30.5711111111,7.78133333333,4.04944444445,8.98100000001
407.90,6.81677777778,23.5315555555,7.11833333334,16.1775555555,6.21822222222,10.6106666667,17.6972222222,5.51811111111,30.589,7.7991111111,4.11388888889,9.00422222221
408.26,6.86666666667,23.557,7.14266666667,16.2433333333,6.2632888889,10.6444444445,17.7218888889,5.54133333333,30.5587777778,7.82988888889,4.22822222222,9.04844444445
408.62,6.92977777778,23.5378888889,7.19011111111,16.2935555555,6.32826666665,10.6422222222,17.759,5.60866666667,30.5064444445,7.84677777777,4.31888888889,9.11199999999
408.98,6.933,23.4851111111,7.13233333333,16.3062222222,6.31311111112,10.5463333333,17.7404444445,5.58188888889,30.3175555555,7.79455555557,4.29844444445,9.09144444444
409.34,6.91322222222,23.4538888889,7.05455555555,16.3064444445,6.2713111111,10.5235555555,17.6914444444,5.56433333333,30.1955555556,7.75699999999,4.251,9.0098888889
409.70,6.87322222222,23.396,7.02388888889,16.2901111111,6.24900000001,10.473,17.6356666667,5.56722222222,30.0834444444,7.68444444444,4.20877777778,8.97977777777
410.06,6.86677777778,23.4271111111,6.99944444444,16.3218888889,6.22031111111,10.4885555556,17.5893333333,5.59466666667,30.0375555555,7.66622222222,4.18388888889,8.98033333332
410.42,6.79744444444,23.3142222222,6.92155555555,16.2375555556,6.16488888889,10.4157777778,17.4968888889,5.52255555556,29.8331111111,7.53555555555,4.12711111111,8.96444444444
410.77,6.80077777778,23.3068888889,6.89044444444,16.246,6.10944444444,10.3825555556,17.512,5.47477777778,29.7836666667,7.50988888889,4.12455555556,8.99788888889
411.13,6.77933333333,23.2965555556,6.83844444445,16.2863333333,6.10613333333,10.3357777778,17.5022222222,5.466,29.7061111111,7.489,4.09566666667,9.03622222222
411.49,6.85377777778,23.3283333333,6.91688888889,16.3665555556,6.16266666667,10.4107777778,17.4902222222,5.53822222222,29.6506666667,7.55988888889,4.22066666667,9.13266666667
411.85,6.88666666667,23.3001111111,6.87322222222,16.3614444444,6.15308888889,10.4377777778,17.4393333333,5.54255555556,29.5501111111,7.56177777778,4.20688888889,9.16522222221
412.21,6.91177777778,23.2545555556,6.80911111111,16.3812222222,6.12908888889,10.4683333333,17.438,5.56466666667,29.5385555556,7.53255555555,4.18444444444,9.19
412.57,6.95133333333,23.2943333334,6.79044444444,16.3901111111,6.16206666666,10.5325555556,17.4504444445,5.60355555556,29.545,7.54688888889,4.20966666667,9.22011111112
412.92,6.92822222222,23.3005555556,6.76588888889,16.443,6.18122222222,10.5466666667,17.4637777778,5.62133333333,29.581,7.49166666667,4.22155555556,9.24911111112
413.28,6.959,23.2757777778,6.80722222222,16.4543333334,6.21977777778,10.5817777778,17.4722222222,5.67333333334,29.524,7.48955555556,4.307,9.31933333334
413.64,6.99688888889,23.3115555556,6.83088888889,16.5288888889,6.27457777778,10.6168888889,17.492,5.71255555556,29.5153333333,7.54233333333,4.38,9.42666666668
414.00,6.99888888889,23.3086666667,6.82233333334,16.5396666667,6.29962222222,10.6137777778,17.5106666667,5.70044444444,29.4495555556,7.54655555556,4.39,9.42955555557
414.36,7.04111111111,23.3414444445,6.864,16.6398888889,6.36962222222,10.71,17.5675555555,5.81177777778,29.4901111111,7.62011111111,4.46655555555,9.47777777778
414.72,7.02122222222,23.3878888889,6.85066666667,16.6406666667,6.39151111111,10.7054444444,17.5411111111,5.81111111111,29.4393333333,7.60977777778,4.46033333333,9.48599999999
415.07,7.07388888889,23.3866666667,6.87755555556,16.7002222222,6.45075555555,10.7817777778,17.5287777778,5.84322222222,29.4611111111,7.62411111111,4.55888888889,9.52599999999
415.43,7.03988888889,23.3455555556,6.75844444445,16.6407777778,6.39022222222,10.741,17.4846666667,5.78011111111,29.4025555556,7.54166666667,4.48844444444,9.43744444443
415.79,6.92733333333,23.2463333334,6.65166666667,16.5545555556,6.30895555555,10.6671111111,17.4181111111,5.70866666667,29.3116666667,7.42766666667,4.40844444445,9.35822222223
416.15,6.86222222222,23.2101111111,6.60855555555,16.5681111111,6.28966666667,10.6445555556,17.3987777778,5.69866666667,29.2772222222,7.38722222222,4.39777777778,9.36555555556
416.51,6.84711111111,23.1953333333,6.57111111111,16.6322222222,6.25911111111,10.6127777778,17.3831111111,5.69022222222,29.2512222222,7.37533333333,4.40222222222,9.39855555554
416.86,6.82588888889,23.2003333333,6.54888888889,16.6113333333,6.25251111111,10.6662222222,17.364,5.70644444445,29.2527777778,7.40222222222,4.43711111111,9.38877777777
417.22,6.79766666667,23.2305555556,6.50044444444,16.5938888889,6.23131111111,10.6494444445,17.3445555556,5.68544444444,29.2008888889,7.35022222222,4.40166666667,9.37388888888
417.58,6.76022222222,23.1447777778,6.40344444444,16.5613333333,6.16684444444,10.6212222222,17.3101111111,5.63733333333,29.1513333333,7.26422222222,4.36055555556,9.30288888888
417.94,6.74444444444,23.1155555556,6.323,16.5373333333,6.12193333333,10.5746666667,17.2664444444,5.60955555555,29.1022222222,7.21133333333,4.35333333333,9.29877777779
418.29,6.70411111111,23.0886666667,6.27777777778,16.5094444444,6.06135555555,10.5176666667,17.213,5.57411111111,29.0084444445,7.13744444444,4.32288888889,9.26777777779
418.65,6.64844444444,22.995,6.185,16.4941111111,5.99846666667,10.4697777778,17.1742222222,5.53655555555,28.9308888889,7.07077777778,4.29433333333,9.22100000001
419.01,6.58544444444,22.8997777778,6.10322222222,16.4555555555,5.92842222222,10.4177777778,17.1216666666,5.50955555555,28.8364444445,7.00355555556,4.25011111111,9.17477777777
419.37,6.52433333333,22.8576666667,6.06177777778,16.4454444444,5.90708888889,10.3838888889,17.1181111111,5.50111111111,28.7728888889,6.95288888889,4.24466666667,9.19244444444
419.73,6.52422222222,22.8491111111,6.022,16.4426666667,5.90306666667,10.3677777778,17.0994444445,5.49077777778,28.7195555556,6.91666666667,4.24733333333,9.18955555555
420.08,6.49822222222,22.8227777778,5.97433333333,16.4301111111,5.86728888889,10.3382222222,17.0884444445,5.47888888889,28.6686666667,6.86466666667,4.21388888889,9.16355555554
420.44,6.434,22.7543333333,5.90966666667,16.3843333333,5.81773333333,10.3233333333,17.0444444444,5.43,28.6334444444,6.77855555555,4.17488888889,9.10399999999
420.80,6.43555555556,22.7294444444,5.87555555556,16.3711111111,5.81084444445,10.2965555555,17.0252222222,5.41955555556,28.5688888889,6.75144444444,4.16722222222,9.10566666668
421.16,6.42788888889,22.684,5.84811111111,16.3932222222,5.80433333333,10.2821111111,17.0005555556,5.434,28.5687777778,6.72888888889,4.17944444444,9.11266666668
421.51,6.401,22.6384444444,5.79633333333,16.3826666667,5.79708888889,10.2766666667,16.9777777778,5.41344444444,28.5313333333,6.687,4.14044444445,9.08711111111
421.87,6.36944444444,22.5938888889,5.754,16.3645555556,5.77308888889,10.282,16.961,5.39355555556,28.484,6.65211111111,4.11066666667,9.06522222221
422.23,6.42122222222,22.598,5.75888888889,16.4243333333,5.82742222222,10.3337777778,17.0118888889,5.43277777778,28.5222222222,6.673,4.15411111111,9.11788888889
422.58,6.47711111111,22.6315555556,5.80455555556,16.4735555555,5.9014,10.3986666667,17.0376666667,5.50566666667,28.5416666667,6.71733333333,4.21411111111,9.189
422.94,6.46677777778,22.6265555555,5.764,16.4616666667,5.89253333333,10.3837777778,17.0346666667,5.477,28.5364444444,6.69422222222,4.19488888889,9.16688888888
423.30,6.46388888889,22.608,5.73055555556,16.4612222222,5.88293333333,10.3768888889,17.0041111111,5.47833333333,28.5188888889,6.66511111111,4.19355555556,9.15611111111
423.66,6.49,22.6225555555,5.74933333333,16.5131111111,5.91828888889,10.4034444445,17.0327777778,5.52344444444,28.5614444445,6.67422222222,4.23411111111,9.20855555556
424.01,6.50588888889,22.6281111111,5.72922222222,16.4816666667,5.92631111111,10.4254444444,17.0413333333,5.54888888889,28.5382222222,6.68044444444,4.25255555556,9.23111111112
424.37,6.543,22.6157777778,5.74266666666,16.4925555556,5.97208888889,10.4397777778,17.0577777778,5.59044444444,28.5356666667,6.70988888889,4.27988888889,9.26188888888
424.73,6.546,22.5945555556,5.75011111111,16.5191111111,5.98128888889,10.4538888889,17.0703333333,5.61733333333,28.5131111111,6.70422222222,4.29311111111,9.28877777778
425.08,6.55266666667,22.5885555556,5.74666666667,16.5512222222,6.001,10.4777777778,17.1093333333,5.62177777778,28.5102222222,6.70522222222,4.28766666667,9.28911111112
425.44,6.55311111111,22.6273333334,5.75777777778,16.5766666667,6.00937777778,10.5058888889,17.1292222222,5.65911111111,28.5274444444,6.723,4.323,9.33499999999
425.80,6.59277777778,22.6437777778,5.79366666667,16.6387777778,6.04608888889,10.5332222222,17.1596666667,5.71866666667,28.5496666666,6.74333333333,4.37866666667,9.38177777779
426.16,6.57277777778,22.6197777778,5.78188888889,16.6153333333,6.0354,10.5306666666,17.1275555555,5.71411111111,28.5013333333,6.73211111111,4.37688888889,9.37377777779
426.51,6.55033333333,22.5936666667,5.74344444444,16.6118888889,6.00275555555,10.5155555556,17.1262222222,5.70411111111,28.5044444444,6.68811111111,4.36477777778,9.34755555557
426.87,6.59488888889,22.669,5.81733333333,16.6948888889,6.05211111111,10.5926666667,17.1953333333,5.79277777778,28.5445555555,6.72111111111,4.44577777778,9.42811111111
427.23,6.66922222222,22.725,5.89311111111,16.7937777778,6.1342,10.684,17.2788888889,5.85888888889,28.5997777778,6.79377777778,4.50966666667,9.51433333332
427.58,6.70188888889,22.7591111111,5.924,16.8478888889,6.16193333333,10.7476666667,17.3037777778,5.90466666667,28.6314444445,6.847,4.57055555555,9.51177777778
427.94,6.65744444444,22.7163333333,5.91411111111,16.8744444444,6.14184444444,10.7022222222,17.2476666667,5.86022222222,28.5946666667,6.78677777778,4.56355555556,9.46044444444
428.30,6.65044444444,22.7627777778,5.91666666666,16.9093333333,6.13142222222,10.714,17.2468888889,5.85877777778,28.5463333333,6.78244444444,4.58311111111,9.48344444443
428.65,6.66266666667,22.7774444444,5.88488888889,16.9172222222,6.14615555556,10.7005555555,17.2885555556,5.84833333334,28.5724444444,6.78522222222,4.59211111111,9.50544444445
429.01,6.65344444445,22.7993333333,5.88966666667,16.9261111111,6.14064444445,10.7166666667,17.2983333333,5.84722222222,28.5725555556,6.77966666667,4.61355555556,9.53900000001
429.37,6.696,22.8318888889,5.93122222222,16.9533333333,6.16142222222,10.7253333333,17.3304444444,5.85366666667,28.579,6.794,4.65577777778,9.54277777779
429.72,6.67455555556,22.8405555556,5.94222222222,16.936,6.17575555556,10.7248888889,17.3461111111,5.82222222222,28.5558888889,6.79433333333,4.66055555556,9.51700000001
430.08,6.64844444445,22.8475555556,5.93644444445,16.9582222222,6.17537777778,10.7021111111,17.356,5.82477777778,28.5661111111,6.80222222222,4.649,9.51122222221
430.44,6.66533333333,22.8864444445,5.94622222222,17.0032222222,6.17973333333,10.7184444444,17.3864444444,5.82366666667,28.5766666667,6.83011111111,4.65833333334,9.52977777777
430.79,6.64355555556,22.8338888889,5.88522222222,16.9454444444,6.11542222222,10.6686666667,17.3002222222,5.76033333333,28.5123333333,6.77233333333,4.59766666667,9.47044444443
431.15,6.62522222222,22.7983333333,5.83011111111,16.9073333333,6.06893333333,10.6187777778,17.2761111111,5.72233333333,28.4703333333,6.71166666667,4.57577777778,9.4431111111
431.50,6.57977777778,22.7435555555,5.78133333333,16.8626666667,6.02842222222,10.5735555556,17.2573333333,5.672,28.387,6.67055555555,4.52422222222,9.42677777779
431.86,6.62155555556,22.7822222222,5.82933333333,16.9361111111,6.07786666667,10.6396666667,17.3223333333,5.70944444444,28.433,6.71844444445,4.56044444445,9.49422222222
432.22,6.65122222222,22.8012222222,5.83866666667,16.9727777778,6.08175555555,10.6494444444,17.3807777778,5.73066666667,28.481,6.731,4.57011111111,9.51644444443
432.57,6.66566666666,22.8521111111,5.87,17.0367777778,6.07495555556,10.6956666667,17.3838888889,5.73588888889,28.5125555556,6.741,4.56844444444,9.50577777779
432.93,6.69622222222,22.8684444444,5.87955555555,17.0651111111,6.10484444444,10.702,17.3811111111,5.75877777778,28.5133333333,6.76022222222,4.61033333333,9.50555555557
433.29,6.68744444445,22.8538888889,5.87788888889,17.0894444444,6.1142,10.6895555555,17.3872222222,5.77044444444,28.5091111111,6.76255555556,4.60366666667,9.52533333333
433.64,6.70055555556,22.8406666667,5.85866666667,17.1035555555,6.08491111111,10.6793333333,17.3834444444,5.78422222222,28.5293333333,6.74877777778,4.60711111111,9.55233333332
434.00,6.68633333333,22.8297777778,5.84388888889,17.085,6.05631111111,10.649,17.3731111111,5.76033333334,28.5032222222,6.72277777778,4.58122222222,9.53177777778
434.35,6.66066666667,22.7511111111,5.81333333333,17.0547777778,6.03448888889,10.61,17.3155555556,5.73822222222,28.4482222222,6.69288888889,4.53966666667,9.46955555557
