wavelength,Back_RhoCruf,Belly_RhoCruf,Breast_RhoCruf,Crissum_RhoCruf,Crown_RhoCruf,DorTail_RhoCruf,Rump_RhoCruf,Throat_RhoCruf,WingTip_RhoCruf
559.21,11.6734444445,45.1288888889,35.44,48.2254444445,10.6958888889,11.0368888889,12.8856666667,35.8635555556,10.5804444444
559.55,11.6976666667,45.2002222222,35.489,48.2512222222,10.715,11.0462222222,12.9137777778,35.9082222222,10.6017777778
559.89,11.7118888889,45.1753333333,35.4811111111,48.199,10.7373333333,11.0813333333,12.9251111111,35.8688888889,10.6303333333
560.23,11.6607777778,45.1265555556,35.4508888889,48.1066666666,10.6497777778,11.0195555556,12.8632222222,35.8124444444,10.5561111111
560.58,11.6391111111,45.1565555555,35.5083333333,48.1338888889,10.6394444445,11.016,12.867,35.8275555556,10.549
560.92,11.65,45.1525555555,35.5343333333,48.1312222222,10.6191111111,11.0093333333,12.8383333333,35.8065555556,10.5241111111
561.26,11.6172222222,45.1562222222,35.5533333333,48.0864444444,10.5872222222,10.9771111111,12.8354444444,35.7893333333,10.5155555556
561.60,11.6205555556,45.1815555555,35.5987777778,48.1277777778,10.5758888889,10.9902222222,12.8481111111,35.8287777778,10.5295555555
561.94,11.6116666667,45.1992222222,35.6373333333,48.1564444444,10.5825555556,10.9944444444,12.8658888889,35.8233333333,10.5456666667
562.28,11.6161111111,45.2165555556,35.6632222222,48.1432222222,10.5791111111,10.9907777778,12.8762222222,35.7786666666,10.5601111111
562.62,11.6572222222,45.2498888889,35.6896666667,48.184,10.5973333333,11.0378888889,12.8971111111,35.8167777778,10.5941111111
562.96,11.6865555556,45.285,35.718,48.1797777778,10.6347777778,11.0618888889,12.9125555555,35.8183333333,10.6208888889
563.30,11.6821111111,45.2997777778,35.7612222222,48.2402222222,10.627,11.0433333333,12.9243333333,35.8493333333,10.6065555555
563.64,11.6733333333,45.3473333333,35.833,48.3023333333,10.6202222222,11.0286666667,12.9401111111,35.8875555556,10.5986666667
563.99,11.7116666666,45.3631111111,35.8851111111,48.3214444444,10.6697777778,11.0413333333,12.9698888889,35.9052222222,10.6153333333
564.33,11.72,45.3764444444,35.9113333333,48.3203333333,10.6783333333,11.0507777778,12.9815555555,35.9153333333,10.6151111111
564.67,11.7315555555,45.414,35.9578888889,48.3256666667,10.7078888889,11.0706666667,13.0083333333,35.9348888889,10.6585555556
565.01,11.7235555556,45.407,36.0081111111,48.3664444444,10.7346666666,11.0902222222,13.0333333333,35.9585555556,10.6662222222
565.35,11.7618888889,45.4931111111,36.1093333333,48.4328888889,10.794,11.145,13.0626666666,36.0137777778,10.692
565.69,11.8064444444,45.487,36.1497777778,48.4496666667,10.836,11.158,13.0824444445,36.0728888889,10.7064444444
566.03,11.814,45.5015555556,36.2137777778,48.492,10.8595555556,11.1681111111,13.1205555555,36.1203333333,10.7201111111
566.37,11.8052222222,45.5417777778,36.2705555556,48.4821111111,10.8258888889,11.1192222222,13.1121111111,36.1442222222,10.7004444444
566.71,11.7936666667,45.5932222222,36.326,48.5218888889,10.8345555556,11.1138888889,13.1231111111,36.1797777778,10.7148888889
567.05,11.8216666667,45.6375555556,36.3763333333,48.5496666667,10.8437777778,11.1547777778,13.1305555555,36.2121111111,10.7396666667
567.39,11.8781111111,45.6967777778,36.4534444444,48.6403333333,10.8707777778,11.1836666667,13.1566666667,36.296,10.7735555556
567.73,11.9158888889,45.7862222222,36.5687777778,48.7437777778,10.8974444445,11.245,13.1988888889,36.3846666667,10.8441111111
568.07,11.9435555555,45.8053333333,36.6371111111,48.7851111111,10.9494444445,11.2755555556,13.2258888889,36.4507777778,10.8836666667
568.41,11.9773333333,45.85,36.6656666666,48.8172222222,10.9674444444,11.295,13.2878888889,36.5082222222,10.8985555556
568.75,12.0077777778,45.8992222222,36.7228888889,48.8682222222,10.9756666667,11.3286666667,13.2902222222,36.546,10.8998888889
569.09,12.0124444444,45.89,36.7287777778,48.8838888889,10.9413333333,11.3003333334,13.2858888889,36.5246666667,10.8936666667
569.43,12.0086666667,45.906,36.7791111111,48.87,10.9194444444,11.3137777778,13.3147777778,36.5332222222,10.887
569.77,12.0231111111,45.9233333333,36.8168888889,48.8418888889,10.9085555556,11.3326666667,13.3083333333,36.5423333333,10.906
570.11,12.0518888889,45.9874444445,36.9227777778,48.951,10.958,11.3898888889,13.355,36.6032222222,10.9477777778
570.45,12.0866666667,46.0168888889,37.0025555556,49.0162222222,10.9606666667,11.4214444445,13.3666666667,36.6636666666,10.965
570.79,12.0696666667,45.9964444445,36.9965555556,48.9824444444,10.9596666666,11.4154444444,13.3535555556,36.6468888889,10.9427777778
571.13,12.0658888889,45.9872222222,36.989,48.9313333333,10.9476666667,11.4145555556,13.3504444445,36.6121111111,10.9002222222
571.47,12.0508888889,45.936,36.955,48.8843333333,10.941,11.3968888889,13.3431111111,36.5724444444,10.8706666667
571.81,12.0728888889,45.969,37.0135555555,48.8921111111,10.9324444444,11.4143333333,13.3643333333,36.5718888889,10.8696666667
572.15,12.0877777778,45.994,37.1043333333,48.9417777778,10.9482222222,11.4297777778,13.361,36.6298888889,10.8907777778
572.49,12.123,46.0087777778,37.1621111111,48.959,10.9836666667,11.453,13.4107777778,36.6648888889,10.9338888889
572.83,12.1341111111,46.0486666667,37.2263333333,48.9918888889,10.9954444445,11.4618888889,13.4317777778,36.726,10.9668888889
573.17,12.1384444445,46.0984444445,37.2698888889,49.0062222222,11.0248888889,11.4894444444,13.4435555556,36.7383333333,10.977
573.51,12.1718888889,46.1307777778,37.3395555556,49.0634444444,11.068,11.4933333333,13.483,36.799,10.9904444444
573.85,12.1636666666,46.0783333334,37.2968888889,49.0184444445,11.043,11.4781111111,13.4905555555,36.7953333333,10.9794444444
574.19,12.1514444444,46.0736666667,37.2803333333,48.9992222222,11.0564444444,11.4954444444,13.4953333333,36.7883333333,10.9636666667
574.53,12.1912222222,46.1502222222,37.3905555555,49.0844444444,11.0921111111,11.5215555555,13.5583333333,36.8704444444,11.0158888889
574.87,12.21,46.2548888889,37.4755555556,49.1988888889,11.143,11.5492222222,13.6066666667,36.9595555555,11.067
575.21,12.239,46.3274444444,37.5448888889,49.2563333334,11.1617777778,11.5664444444,13.6375555556,37.0277777778,11.0934444444
575.55,12.2236666667,46.3373333333,37.5575555556,49.289,11.1614444445,11.5587777778,13.6233333333,37.0287777778,11.0902222222
575.89,12.1916666667,46.3231111111,37.5397777778,49.3114444445,11.1403333333,11.5443333334,13.6166666667,37.0306666667,11.0524444445
576.22,12.1892222222,46.3914444444,37.5885555555,49.3752222222,11.1443333333,11.5451111111,13.6093333333,37.0686666667,11.0494444444
576.56,12.2116666667,46.4582222222,37.6601111111,49.4193333333,11.1768888889,11.5644444445,13.6332222222,37.1175555556,11.0584444444
576.90,12.2636666667,46.4815555556,37.716,49.5284444444,11.1951111111,11.6004444444,13.6411111111,37.1843333334,11.0771111111
577.24,12.2736666667,46.521,37.7197777778,49.5585555556,11.198,11.6198888889,13.6597777778,37.1904444444,11.0874444445
577.58,12.3154444444,46.623,37.8486666667,49.6344444444,11.2955555555,11.6806666667,13.7175555555,37.2684444445,11.1407777778
577.92,12.3688888889,46.6783333333,37.9244444444,49.6727777778,11.3262222222,11.682,13.7771111111,37.3163333333,11.1725555555
578.26,12.3683333333,46.7382222222,37.9652222222,49.7336666667,11.3358888889,11.7023333333,13.7776666667,37.3698888889,11.1692222222
578.60,12.3824444444,46.7006666667,37.9878888889,49.7061111111,11.3123333333,11.7265555556,13.767,37.3827777778,11.1566666667
578.94,12.355,46.6856666667,38.0173333334,49.6881111111,11.2941111111,11.7334444444,13.7545555556,37.3944444445,11.1364444444
579.28,12.4092222222,46.7255555556,38.0673333333,49.742,11.3415555555,11.7877777778,13.797,37.446,11.1557777778
579.61,12.5023333333,46.8343333333,38.2051111111,49.805,11.4465555556,11.8605555556,13.8595555556,37.5191111111,11.2582222222
579.95,12.5234444444,46.8786666667,38.2542222222,49.8162222222,11.4714444444,11.8916666667,13.899,37.5836666667,11.2933333333
580.29,12.525,46.8168888889,38.2566666667,49.7888888889,11.4556666667,11.8744444444,13.8938888889,37.568,11.2571111111
580.63,12.555,46.9084444444,38.3186666666,49.8294444445,11.4614444445,11.8645555555,13.9244444444,37.6022222222,11.2911111111
580.97,12.5766666667,46.892,38.353,49.806,11.4923333333,11.9064444444,13.9216666667,37.6004444445,11.3072222222
581.31,12.602,46.9106666667,38.3675555556,49.8363333333,11.4636666666,11.8994444444,13.923,37.5992222222,11.2993333333
581.65,12.6116666667,46.9275555556,38.3966666667,49.8547777778,11.4915555556,11.9382222222,13.9183333333,37.6232222222,11.335
581.98,12.6094444444,46.8822222222,38.3584444444,49.7818888889,11.4875555556,11.925,13.9155555556,37.5432222222,11.3282222222
582.32,12.6007777778,46.9167777778,38.3724444445,49.8007777778,11.5083333333,11.8824444444,13.92,37.5393333333,11.3317777778
582.66,12.6467777778,46.9674444445,38.4246666667,49.8421111111,11.524,11.9277777778,13.955,37.5687777778,11.3758888889
583.00,12.6441111111,46.9714444444,38.4411111111,49.8186666667,11.4868888889,11.8878888889,13.9608888889,37.5605555555,11.3866666667
583.34,12.6137777778,46.9292222222,38.3867777778,49.7526666666,11.415,11.853,13.9393333333,37.4995555556,11.3196666667
583.68,12.5907777778,46.8653333333,38.3583333333,49.7384444444,11.3715555556,11.8233333333,13.9093333333,37.4385555556,11.2618888889
584.01,12.6181111111,46.9692222222,38.4208888889,49.8191111111,11.4162222222,11.873,13.9321111111,37.4953333333,11.3063333333
584.35,12.6013333333,46.9055555555,38.3884444445,49.754,11.3874444444,11.8653333333,13.9066666667,37.4461111111,11.284
584.69,12.5776666667,46.9077777778,38.4055555555,49.8433333333,11.3566666667,11.8494444445,13.8862222222,37.4852222222,11.2553333333
585.03,12.5732222222,46.8945555555,38.3966666667,49.7924444444,11.3607777778,11.8847777778,13.8604444444,37.484,11.2757777778
585.37,12.5306666667,46.8402222222,38.403,49.7716666667,11.32,11.867,13.8532222222,37.4702222222,11.2496666667
585.70,12.5561111111,46.8782222222,38.4966666667,49.8372222222,11.3314444445,11.9196666667,13.8695555555,37.5586666667,11.2792222222
586.04,12.5575555556,46.8592222222,38.507,49.8003333333,11.3051111111,11.9393333333,13.8791111111,37.5404444444,11.2776666667
586.38,12.5678888889,46.9025555556,38.5393333333,49.855,11.3136666667,11.9021111111,13.8851111111,37.6104444444,11.265
586.72,12.6653333334,46.9621111111,38.6536666667,49.9148888889,11.438,12.0072222222,14.0046666667,37.6943333334,11.3298888889
587.06,12.6288888889,46.9612222222,38.6728888889,49.9376666667,11.4215555555,11.9606666666,13.9417777778,37.7023333333,11.2908888889
587.39,12.6697777778,47.0075555556,38.724,50.0157777778,11.4558888889,12.0061111111,13.9797777778,37.7993333333,11.3253333333
587.73,12.6492222222,46.9353333333,38.6748888889,49.9733333333,11.426,11.9766666667,13.9721111111,37.7661111111,11.3145555555
588.07,12.6708888889,47.048,38.7844444445,50.0564444444,11.4802222222,12.024,14.0188888889,37.8601111111,11.3512222222
588.41,12.671,47.1404444445,38.8781111111,50.0983333333,11.5015555556,12.0298888889,14.0378888889,37.9163333334,11.3637777778
588.74,12.6721111111,47.1548888889,38.9556666667,50.2152222222,11.5194444445,12.0505555555,14.0834444444,37.9725555555,11.3678888889
589.08,12.7181111111,47.2666666667,39.0403333333,50.3116666666,11.5557777778,12.0605555556,14.1062222222,38.0386666667,11.3732222222
589.42,12.7516666667,47.3336666667,39.1138888889,50.3551111111,11.5828888889,12.0724444445,14.1487777778,38.0766666667,11.3887777778
589.76,12.7977777778,47.3582222222,39.1658888889,50.3995555556,11.6482222222,12.0951111111,14.1875555556,38.1333333334,11.4278888889
590.09,12.8213333333,47.4224444444,39.2174444444,50.4806666667,11.692,12.1434444444,14.2301111111,38.117,11.4667777778
590.43,12.7612222222,47.4084444444,39.1835555556,50.4394444444,11.6325555556,12.1086666667,14.1528888889,38.1112222222,11.437
590.77,12.8071111111,47.4795555555,39.2806666667,50.5341111111,11.6957777778,12.179,14.2844444444,38.1684444444,11.5073333333
591.11,12.814,47.5558888889,39.3333333333,50.545,11.7417777778,12.1898888889,14.3175555555,38.1756666667,11.5356666667
591.44,12.8587777778,47.5686666667,39.3981111111,50.5854444445,11.7808888889,12.2355555556,14.3664444445,38.2068888889,11.5452222222
591.78,12.8271111111,47.4825555555,39.3507777778,50.556,11.7811111111,12.2263333333,14.3612222222,38.1485555555,11.5475555555
592.12,12.8761111111,47.4705555556,39.3035555556,50.5346666667,11.7936666667,12.2694444444,14.3953333334,38.1255555556,11.5716666667
592.46,12.9335555556,47.487,39.3252222222,50.5412222222,11.7974444444,12.2442222222,14.4088888889,38.1146666667,11.5993333333
592.79,12.9641111111,47.471,39.2964444445,50.5032222222,11.7996666667,12.2806666667,14.423,38.0924444445,11.6505555556
593.13,12.9806666667,47.4274444445,39.2633333333,50.4732222222,11.8071111111,12.2681111111,14.431,38.0605555556,11.6368888889
593.47,12.9883333333,47.4576666667,39.3027777778,50.521,11.781,12.3163333333,14.4462222222,38.1094444445,11.6465555556
593.80,12.9293333333,47.367,39.2691111111,50.4102222222,11.7593333333,12.2863333333,14.4053333333,38.0635555556,11.6158888889
594.14,12.921,47.4176666667,39.3208888889,50.4645555555,11.7046666667,12.2494444444,14.4172222222,38.0442222222,11.6294444444
594.48,12.9143333333,47.4054444444,39.2658888889,50.4143333333,11.675,12.2664444444,14.3564444445,38.032,11.612
594.81,12.9388888889,47.4426666667,39.3183333333,50.4597777778,11.6901111111,12.2885555555,14.3675555555,38.0575555556,11.6394444444
595.15,12.8748888889,47.4361111111,39.3001111111,50.4476666667,11.6181111111,12.2634444444,14.3104444444,37.9994444444,11.6063333333
595.49,12.8814444444,47.4293333333,39.3265555556,50.4523333333,11.6212222222,12.2397777778,14.3296666667,38.0045555555,11.5978888889
595.82,12.8677777778,47.4362222222,39.3905555556,50.4401111111,11.6263333334,12.2054444444,14.3267777778,38.0034444444,11.6044444445
596.16,12.8247777778,47.4172222222,39.3564444445,50.3688888889,11.6138888889,12.1704444444,14.2662222222,37.9573333333,11.5534444444
596.50,12.8293333333,47.4336666667,39.406,50.4235555556,11.6407777778,12.1991111111,14.2735555556,38.001,11.5555555556
596.83,12.842,47.4626666667,39.4742222222,50.4921111111,11.6572222222,12.2111111111,14.291,38.0388888889,11.5998888889
597.17,12.8715555555,47.5238888889,39.5387777778,50.5565555556,11.6947777778,12.2391111111,14.3202222222,38.0563333333,11.6337777778
597.51,12.9263333333,47.6418888889,39.66,50.704,11.749,12.3007777778,14.377,38.142,11.6608888889
597.84,12.905,47.6412222222,39.6361111111,50.6746666667,11.7855555556,12.3245555556,14.3834444445,38.1603333333,11.6614444444
598.18,12.97,47.7052222222,39.7654444444,50.7811111111,11.825,12.3377777778,14.4372222222,38.2407777778,11.7033333333
598.52,13.0048888889,47.7871111111,39.8554444444,50.8355555556,11.8596666667,12.3611111111,14.4891111111,38.2712222222,11.7142222222
598.85,13.0397777778,47.8411111111,39.9245555556,50.8653333333,11.9272222222,12.3685555555,14.5242222222,38.3411111111,11.7575555556
599.19,13.1431111111,47.949,40.0162222222,50.969,12.0106666667,12.4596666667,14.5904444444,38.4404444445,11.8312222222
599.53,13.23,48.0545555555,40.1324444444,51.0904444444,12.0837777778,12.5657777778,14.6524444444,38.599,11.8993333334
599.86,13.2663333333,48.1587777778,40.256,51.1891111111,12.1078888889,12.6507777778,14.7267777778,38.7003333333,11.9455555556
600.20,13.2388888889,48.1677777778,40.278,51.1402222222,12.09,12.6056666666,14.748,38.6118888889,11.922
600.53,13.2471111111,48.1433333333,40.2581111111,51.0838888889,12.0714444444,12.6235555555,14.7176666666,38.5924444445,11.9004444444
600.87,13.1913333333,48.0442222222,40.2071111111,50.9997777778,12.0361111111,12.5427777778,14.6823333333,38.5308888889,11.8455555556
601.21,13.259,48.0601111111,40.2274444444,51.045,12.0208888889,12.5648888889,14.7072222222,38.5676666667,11.8783333333
601.54,13.3295555556,48.0865555556,40.319,51.1186666667,12.0756666667,12.6066666667,14.7242222222,38.6265555555,11.9032222222
601.88,13.3333333333,48.0877777778,40.3107777778,51.1114444444,12.0886666667,12.6444444444,14.7645555555,38.6045555556,11.9077777778
602.21,13.3391111111,48.0162222222,40.2624444444,51.0673333333,12.0643333333,12.6318888889,14.7403333333,38.575,11.922
602.55,13.3886666667,48.0532222222,40.3012222222,51.0818888889,12.0871111111,12.691,14.799,38.5714444444,11.9928888889
602.88,13.3708888889,48.088,40.3351111111,51.1102222222,12.049,12.669,14.7933333333,38.5538888889,11.9947777778
603.22,13.3543333333,48.0017777778,40.2722222222,51.061,12.0271111111,12.648,14.798,38.4348888889,11.9857777778
603.56,13.3712222222,47.9761111111,40.2367777778,51.0176666667,12.0607777778,12.66,14.8374444444,38.4014444444,12.0262222222
603.89,13.4132222222,48.0304444445,40.295,51.1351111111,12.08,12.6914444445,14.8565555556,38.5114444444,12.0535555556
604.23,13.4204444444,48.0841111111,40.3385555556,51.1853333333,12.1074444444,12.7293333333,14.894,38.5321111111,12.0674444445
604.56,13.4616666667,48.1316666667,40.3962222222,51.2376666667,12.1253333333,12.7904444444,14.9391111111,38.5667777778,12.0938888889
604.90,13.4218888889,48.0983333333,40.3766666667,51.1967777778,12.1147777778,12.763,14.9293333333,38.5255555555,12.085
605.23,13.4527777778,48.1426666667,40.402,51.2531111111,12.1212222222,12.7752222222,14.9598888889,38.5574444445,12.1117777778
605.57,13.5017777778,48.2207777778,40.4655555556,51.3032222222,12.1726666666,12.8166666667,14.9962222222,38.622,12.1558888889
605.90,13.4894444444,48.2656666666,40.4983333333,51.325,12.1623333333,12.8303333333,14.9774444445,38.651,12.1392222222
606.24,13.5096666667,48.2854444444,40.5677777778,51.4007777778,12.1967777778,12.8576666667,14.9984444444,38.7243333334,12.1302222222
606.58,13.5418888889,48.2535555556,40.581,51.3963333333,12.2241111111,12.9242222222,14.9897777778,38.7571111111,12.1434444444
606.91,13.5628888889,48.3448888889,40.6875555556,51.5032222222,12.2502222222,12.9307777778,14.985,38.8546666667,12.151
607.25,13.5863333333,48.348,40.7386666667,51.5891111111,12.2422222222,12.9304444444,14.9973333333,38.9027777778,12.133
607.58,13.5915555556,48.2946666667,40.7257777778,51.5111111111,12.2373333333,12.9481111111,14.9768888889,38.8528888889,12.1311111111
607.92,13.5561111111,48.2632222222,40.6796666667,51.5127777778,12.2418888889,12.9313333333,14.9844444444,38.9115555556,12.122
608.25,13.5257777778,48.217,40.6333333333,51.4681111111,12.2141111111,12.8955555556,14.9133333333,38.9085555555,12.0827777778
608.59,13.5464444445,48.2272222222,40.6535555556,51.454,12.2506666667,12.9356666666,14.9308888889,38.9704444444,12.0863333333
608.92,13.5277777778,48.2285555556,40.6984444444,51.4742222222,12.2574444445,12.963,14.9508888889,39.0304444445,12.1017777778
609.26,13.5114444444,48.1542222222,40.6522222222,51.4261111111,12.2293333333,12.9687777778,14.9065555556,39.0608888889,12.0965555556
609.59,13.5151111111,48.0648888889,40.638,51.3905555556,12.2487777778,13.0048888889,14.9285555556,39.0722222222,12.1143333333
609.93,13.5207777778,48.0568888889,40.6232222222,51.3527777778,12.2603333334,13.0195555556,14.9215555556,39.126,12.1332222222
610.26,13.4988888889,48.0307777778,40.5846666667,51.3023333333,12.2506666667,12.9866666667,14.914,39.1678888889,12.1073333333
610.60,13.4764444444,47.9531111111,40.5091111111,51.1992222222,12.2357777778,13.0107777778,14.9164444444,39.1768888889,12.1124444445
610.93,13.4798888889,47.9774444445,40.527,51.221,12.2601111111,13.0701111111,14.909,39.2492222222,12.1152222222
611.27,13.4987777778,47.9766666666,40.5615555556,51.2481111111,12.2888888889,13.0825555555,14.9547777778,39.3465555555,12.1393333333
611.60,13.5874444444,48.0031111111,40.6433333333,51.2712222222,12.3282222222,13.159,15.0032222222,39.3782222222,12.1963333333
611.93,13.6254444445,48.0385555556,40.6907777778,51.2562222222,12.368,13.2193333333,15.0832222222,39.4255555555,12.2874444444
612.27,13.6166666666,48.0554444445,40.7406666667,51.2744444445,12.3415555555,13.2306666667,15.0942222222,39.4704444444,12.2845555556
612.60,13.6677777778,47.9818888889,40.6841111111,51.186,12.3703333333,13.2394444444,15.1007777778,39.3946666667,12.2928888889
612.94,13.6538888889,48.0007777778,40.716,51.2326666667,12.3684444444,13.2423333333,15.1017777778,39.3447777778,12.2843333333
613.27,13.74,48.0918888889,40.7881111111,51.2827777778,12.4312222222,13.2548888889,15.1848888889,39.4232222222,12.3446666667
613.61,13.7353333333,48.082,40.7406666667,51.2565555555,12.3884444444,13.2356666667,15.1891111111,39.308,12.3185555556
613.94,13.7146666666,48.1485555556,40.7986666667,51.2663333333,12.372,13.2014444445,15.1708888889,39.2615555556,12.3005555555
614.28,13.722,48.2048888889,40.8588888889,51.3278888889,12.3918888889,13.2233333333,15.2063333333,39.2725555555,12.3162222222
614.61,13.7528888889,48.2507777778,40.93,51.3487777778,12.4111111111,13.23,15.25,39.267,12.3666666667
614.94,13.7136666667,48.3303333333,40.9653333334,51.4212222222,12.4182222222,13.2707777778,15.2363333333,39.28,12.3456666666
615.28,13.7347777778,48.4055555556,41.0536666667,51.5162222222,12.4338888889,13.2985555556,15.2704444444,39.3206666667,12.3804444444
615.61,13.732,48.421,41.0818888889,51.545,12.4558888889,13.2914444444,15.2324444444,39.3442222222,12.3636666666
615.95,13.7884444444,48.4012222222,41.0812222222,51.6044444444,12.5051111111,13.3088888889,15.229,39.3403333333,12.3718888889
616.28,13.7233333333,48.3775555555,41.0692222222,51.6142222222,12.4524444444,13.2816666667,15.1561111111,39.3163333333,12.298
616.61,13.7048888889,48.37,41.0743333333,51.5978888889,12.4357777778,13.242,15.1605555556,39.2985555556,12.2703333334
616.95,13.6668888889,48.3964444444,41.0776666667,51.6617777778,12.4168888889,13.2582222222,15.1291111111,39.2801111111,12.2538888889
617.28,13.6966666667,48.5448888889,41.2726666667,51.8357777778,12.4696666667,13.3116666667,15.19,39.4573333333,12.3224444444
617.62,13.752,48.5726666667,41.2918888889,51.9111111111,12.5117777778,13.3971111111,15.2694444444,39.4871111111,12.3654444445
617.95,13.7195555555,48.6247777778,41.2786666667,51.9447777778,12.4855555556,13.375,15.2183333333,39.4475555556,12.2954444445
618.28,13.713,48.6575555556,41.274,51.9462222222,12.4576666667,13.3335555556,15.1764444444,39.4438888889,12.2682222222
618.62,13.805,48.7495555556,41.3834444444,52.0431111111,12.4947777778,13.3865555555,15.2727777778,39.4694444444,12.3526666667
618.95,13.7915555555,48.7455555555,41.3902222222,51.9996666667,12.498,13.3306666667,15.2633333334,39.4497777778,12.3297777778
619.28,13.7863333333,48.82,41.4424444444,52.0902222222,12.5188888889,13.3055555556,15.2594444444,39.4556666667,12.3106666666
619.62,13.7928888889,48.916,41.5488888889,52.1267777778,12.5143333333,13.3098888889,15.3285555555,39.5254444444,12.3727777778
619.95,13.8635555556,49.0878888889,41.7025555555,52.2648888889,12.5798888889,13.3913333333,15.4413333333,39.6594444445,12.477
620.28,13.8611111111,49.1738888889,41.8105555555,52.3573333333,12.5753333333,13.4247777778,15.4424444444,39.715,12.4723333333
620.62,13.8154444444,49.0951111111,41.7961111111,52.2975555556,12.5252222222,13.3665555555,15.4232222222,39.6902222222,12.4336666666
620.95,13.8266666667,49.0906666667,41.7501111111,52.2516666667,12.5237777778,13.382,15.4021111111,39.6775555556,12.4133333334
621.28,13.8252222222,49.0795555556,41.7515555556,52.2421111111,12.5383333333,13.3782222222,15.3865555555,39.7122222222,12.4453333333
621.62,13.8892222222,49.1263333333,41.8473333333,52.277,12.6008888889,13.4071111111,15.4556666667,39.8035555556,12.5463333333
621.95,13.8998888889,49.1128888889,41.9036666667,52.3045555556,12.6334444444,13.4662222222,15.4868888889,39.8361111111,12.5585555555
622.28,13.855,48.9983333333,41.8112222222,52.1578888889,12.5933333333,13.4367777778,15.4115555555,39.8256666667,12.5245555556
622.62,13.8444444444,48.9483333333,41.7525555556,52.1348888889,12.5745555556,13.4342222222,15.3865555556,39.7855555555,12.5331111111
622.95,13.9421111111,49.011,41.8413333333,52.2218888889,12.6232222222,13.555,15.4738888889,39.8492222222,12.5854444444
623.28,13.9112222222,48.9028888889,41.782,52.1368888889,12.6004444445,13.5517777778,15.4371111111,39.8242222222,12.5786666667
623.62,13.8552222222,48.8436666667,41.7497777778,52.0754444444,12.5665555556,13.4762222222,15.3882222222,39.7645555556,12.5252222222
623.95,13.9102222222,48.8138888889,41.7528888889,52.072,12.618,13.517,15.4664444444,39.7794444444,12.6055555556
624.28,13.9934444445,48.905,41.841,52.16,12.7074444444,13.5735555555,15.5212222222,39.829,12.6881111111
624.62,13.9763333333,48.8223333333,41.8148888889,52.1353333333,12.6966666667,13.5385555556,15.5218888889,39.7385555556,12.6527777778
624.95,14.0274444444,48.8558888889,41.8984444444,52.1926666667,12.6998888889,13.5805555556,15.5847777778,39.7523333333,12.7074444444
625.28,14.0451111111,48.8657777778,41.9142222222,52.2136666667,12.6904444444,13.6301111111,15.611,39.7124444444,12.7174444444
625.61,14.0876666667,48.9046666667,41.9205555555,52.2321111111,12.7134444445,13.6472222222,15.6778888889,39.7085555556,12.7804444444
625.95,14.1115555556,48.9518888889,41.9427777778,52.2351111111,12.7421111111,13.6528888889,15.7303333333,39.6826666667,12.7797777778
626.28,14.1107777778,48.9944444444,41.9744444444,52.2752222222,12.7701111111,13.6841111111,15.7441111111,39.7112222222,12.7885555556
626.61,14.1246666667,48.9667777778,41.9677777778,52.2385555556,12.7361111111,13.6774444444,15.7376666667,39.6877777778,12.8037777778
626.94,14.1993333333,49.101,42.0666666667,52.3691111111,12.7931111111,13.7387777778,15.8201111111,39.732,12.8424444444
627.28,14.2846666667,49.1642222222,42.1485555555,52.4555555555,12.8437777778,13.8083333333,15.9087777778,39.81,12.9075555556
627.61,14.2726666667,49.2047777778,42.1313333333,52.4496666667,12.8778888889,13.7875555556,15.8844444445,39.7878888889,12.9022222222
627.94,14.2815555556,49.1755555555,42.1016666667,52.4017777778,12.8352222222,13.7847777778,15.8546666667,39.7484444444,12.8662222222
628.27,14.358,49.239,42.157,52.4505555555,12.8991111111,13.8387777778,15.9136666667,39.8144444445,12.9523333334
628.61,14.3147777778,49.3097777778,42.2134444444,52.5161111111,12.8992222222,13.8472222222,15.9076666667,39.8416666666,12.9464444444
628.94,14.3306666667,49.2743333333,42.225,52.5554444444,12.9124444445,13.852,15.9306666667,39.8913333333,12.9352222222
629.27,14.2835555556,49.2562222222,42.2387777778,52.5987777778,12.884,13.83,15.8757777778,39.9028888889,12.8681111111
629.60,14.3244444444,49.2665555556,42.292,52.6814444444,12.9225555556,13.8704444444,15.9138888889,39.9425555556,12.9
629.94,14.3905555555,49.3304444444,42.3685555555,52.7057777778,12.9681111111,13.8984444444,15.9937777778,40.0106666666,12.9413333333
630.27,14.3712222222,49.3954444445,42.4394444444,52.7734444444,12.9767777778,13.883,16.0178888889,40.0781111111,12.9438888889
630.60,14.3318888889,49.3821111111,42.4103333334,52.6986666667,12.9502222222,13.8798888889,15.9857777778,40.0451111111,12.933
630.93,14.269,49.3287777778,42.344,52.649,12.9324444444,13.8632222222,15.9288888889,39.9581111111,12.8895555556
631.26,14.3104444445,49.2865555556,42.3344444444,52.6138888889,12.9045555556,13.891,15.9444444444,39.9608888889,12.8924444444
631.60,14.3055555556,49.3883333333,42.4076666667,52.7115555556,12.9437777778,13.9355555555,15.9756666667,39.9953333333,12.8998888889
631.93,14.2365555556,49.3593333333,42.3525555556,52.6923333333,12.8823333333,13.8781111111,15.8871111111,39.9375555556,12.8318888889
632.26,14.2562222222,49.3674444445,42.3254444444,52.6498888889,12.8766666667,13.8223333333,15.8513333333,39.9083333333,12.79
