wavelength,Back_PooHisf,Belly_PooHisf,Breast_PooHisf,Crissum_PooHisf,Crown_PooHisf,DorTail_PooHisf,Patch10_PooHisf,Patch11_PooHisf,Patch12_PooHisf,Rump_PooHisf,Throat_PooHisf,WingTip_PooHisf
516.91,9.412,50.4385555555,18.0563333333,25.8255555556,9.02977777779,7.93222222222,33.8722222222,12.0831111111,18.7536666667,12.7774444444,43.0347777778,10.0648888889
517.25,9.42366666667,50.4257777778,18.0484444444,25.7986666667,9.02555555557,7.95455555555,33.8777777778,12.0773333333,18.7501111111,12.7654444444,43.0178888889,10.0764444445
517.60,9.42611111111,50.4108888889,18.0555555555,25.7793333333,9.00966666668,7.95344444445,33.8634444444,12.0776666667,18.7575555555,12.7598888889,42.9865555556,10.0584444445
517.95,9.42644444443,50.423,18.0555555556,25.7696666667,8.9958888889,7.94944444445,33.8723333334,12.065,18.7578888889,12.7682222222,42.9815555555,10.053
518.29,9.44088888888,50.421,18.0617777778,25.764,8.99411111112,7.96388888889,33.8554444444,12.0691111111,18.7686666667,12.7662222222,42.9804444444,10.0433333333
518.64,9.45033333332,50.4533333333,18.0825555555,25.7828888889,8.99900000001,7.98077777778,33.8847777778,12.0844444444,18.7886666667,12.7864444444,43.002,10.057
518.99,9.46933333333,50.4928888889,18.1062222222,25.8114444445,9.01811111112,8.01266666667,33.8984444444,12.104,18.8117777778,12.8015555555,43.006,10.0744444444
519.33,9.49222222222,50.5383333333,18.1336666666,25.8348888889,9.03844444445,8.03022222222,33.9177777778,12.1282222222,18.8306666667,12.8252222222,43.0217777778,10.0934444444
519.68,9.5121111111,50.582,18.162,25.873,9.05455555554,8.04811111111,33.9594444445,12.1623333333,18.8562222222,12.845,43.0813333333,10.1224444445
520.02,9.53911111111,50.6735555555,18.1993333333,25.9324444445,9.08677777779,8.06855555556,34.0183333333,12.2113333333,18.8848888889,12.89,43.1442222222,10.1546666667
520.37,9.56677777777,50.711,18.216,25.9655555556,9.09266666666,8.08922222222,34.0367777778,12.2392222222,18.8982222222,12.913,43.1652222222,10.1677777778
520.72,9.56744444445,50.7471111111,18.2215555556,25.981,9.08944444443,8.08855555556,34.0461111111,12.2573333333,18.8958888889,12.9103333333,43.1865555556,10.16
521.06,9.60533333332,50.8216666667,18.2801111111,26.046,9.13433333333,8.116,34.0933333333,12.3111111111,18.931,12.9574444445,43.2462222222,10.1786666667
521.41,9.63633333333,50.9012222222,18.3112222222,26.0986666667,9.18611111112,8.141,34.1551111111,12.3421111111,18.9517777778,12.9984444444,43.3181111111,10.216
521.75,9.65922222222,50.9345555556,18.3333333334,26.1214444445,9.2201111111,8.15611111111,34.163,12.3694444444,18.9507777778,12.9983333333,43.3452222222,10.2212222222
522.10,9.6578888889,50.963,18.3586666667,26.1476666667,9.23622222222,8.14544444444,34.1744444444,12.3744444444,18.9457777778,13.005,43.3801111111,10.2283333333
522.45,9.66366666668,50.965,18.3702222222,26.1683333333,9.25455555554,8.16288888889,34.1945555555,12.3893333333,18.9501111111,13.015,43.4092222222,10.2343333333
522.79,9.66322222222,50.9381111111,18.3592222222,26.1624444445,9.25155555556,8.13911111111,34.172,12.3786666667,18.9344444445,13.0047777778,43.3995555556,10.218
523.14,9.69133333332,50.9671111111,18.3934444444,26.1888888889,9.28355555556,8.17477777778,34.2115555556,12.3941111111,18.9571111111,13.0405555555,43.4363333333,10.2427777778
523.48,9.6878888889,50.9815555556,18.396,26.167,9.2901111111,8.18088888889,34.227,12.3762222222,18.96,13.0314444445,43.4105555556,10.2513333333
523.83,9.68566666668,51.0016666666,18.4227777778,26.1703333333,9.27966666667,8.17888888889,34.2308888889,12.363,18.9621111111,13.0257777778,43.4313333333,10.24
524.17,9.66322222221,50.9833333333,18.43,26.1368888889,9.27666666668,8.16355555556,34.2084444444,12.3456666667,18.9434444444,12.9947777778,43.3796666667,10.2224444444
524.52,9.66799999999,51.013,18.4425555556,26.1266666667,9.28833333332,8.16477777778,34.2148888889,12.3328888889,18.9464444445,12.9808888889,43.3812222222,10.2274444444
524.87,9.64555555557,51.0121111111,18.418,26.0796666666,9.2581111111,8.12566666667,34.1966666666,12.3075555555,18.9392222222,12.9562222222,43.3581111111,10.2167777778
525.21,9.65322222223,51.0172222222,18.4315555555,26.0754444444,9.248,8.12366666667,34.1911111111,12.3017777778,18.9448888889,12.947,43.3607777778,10.2022222222
525.56,9.66711111112,51.098,18.4591111111,26.0964444445,9.24522222222,8.13011111111,34.2401111111,12.3078888889,18.974,12.9693333333,43.4167777778,10.2215555556
525.90,9.67522222222,51.1764444445,18.4581111111,26.1032222222,9.23455555557,8.13311111111,34.2946666667,12.304,18.9818888889,12.9767777778,43.4644444445,10.2273333333
526.25,9.69077777777,51.2484444445,18.4735555556,26.1306666667,9.22788888888,8.11755555556,34.3212222222,12.3084444444,19.0004444445,12.9844444445,43.525,10.2385555556
526.59,9.70133333335,51.3775555555,18.5272222222,26.175,9.23211111111,8.133,34.3923333333,12.3237777778,19.0335555555,12.9983333333,43.637,10.2658888889
526.94,9.71288888889,51.4761111111,18.5667777778,26.2146666667,9.23844444446,8.14155555555,34.4508888889,12.336,19.0633333333,13.0187777778,43.7263333333,10.28
527.28,9.72055555555,51.5447777778,18.6087777778,26.2638888889,9.23766666667,8.14722222222,34.5038888889,12.3413333333,19.0855555556,13.0362222222,43.7952222222,10.2843333333
527.63,9.74,51.6222222222,18.6432222222,26.2945555556,9.25533333333,8.16288888889,34.5565555556,12.3613333333,19.1153333333,13.0636666667,43.8497777778,10.3127777778
527.97,9.76022222223,51.6782222222,18.6623333333,26.3332222222,9.26377777777,8.18066666667,34.6037777778,12.3808888889,19.1473333333,13.0988888889,43.8987777778,10.3366666667
528.32,9.779,51.7031111111,18.6808888889,26.3556666667,9.26833333334,8.18688888889,34.6138888889,12.3914444445,19.1567777778,13.1191111111,43.9171111111,10.3484444444
528.66,9.79477777779,51.7305555555,18.7168888889,26.3834444444,9.27066666668,8.20033333333,34.6325555556,12.4013333333,19.1624444444,13.128,43.945,10.3607777778
529.01,9.78244444445,51.7395555556,18.7173333333,26.3778888889,9.26322222222,8.19222222222,34.6237777778,12.403,19.1542222222,13.1254444445,43.9346666666,10.3626666667
529.35,9.78333333333,51.7427777778,18.7226666666,26.3776666666,9.26044444443,8.18866666667,34.6198888889,12.4026666667,19.1528888889,13.1266666667,43.9312222222,10.3633333334
529.70,9.78822222223,51.7566666667,18.7457777778,26.3852222222,9.27333333332,8.19266666667,34.6083333333,12.4165555556,19.1641111111,13.1352222222,43.9248888889,10.3638888889
530.04,9.79477777778,51.7611111111,18.7593333334,26.3747777778,9.27288888889,8.20655555556,34.604,12.4197777778,19.1578888889,13.1363333333,43.8965555555,10.3697777778
530.39,9.7971111111,51.7228888889,18.7547777778,26.3624444445,9.27911111112,8.20511111111,34.58,12.4225555556,19.1345555556,13.1322222222,43.8485555555,10.3625555556
530.73,9.792,51.6735555555,18.744,26.3506666667,9.26833333334,8.19411111111,34.5482222222,12.4243333333,19.1107777778,13.1142222222,43.7828888889,10.352
531.08,9.79588888889,51.6263333333,18.722,26.3052222222,9.27377777779,8.18766666667,34.503,12.4278888889,19.0816666667,13.1036666667,43.7297777778,10.3455555555
531.42,9.79577777779,51.5835555555,18.7145555556,26.2907777778,9.27244444445,8.18122222222,34.4662222222,12.4285555556,19.0618888889,13.0876666667,43.692,10.3264444444
531.77,9.80211111111,51.5732222222,18.7241111111,26.2781111111,9.27977777778,8.17666666667,34.4445555555,12.4343333333,19.052,13.0807777778,43.6746666667,10.3243333333
532.11,9.81444444443,51.5896666667,18.7342222222,26.2828888889,9.28211111112,8.19233333333,34.4688888889,12.4477777778,19.0511111111,13.0837777778,43.6734444444,10.33
532.46,9.82122222221,51.634,18.7328888889,26.2775555556,9.30311111111,8.19455555555,34.4883333334,12.4545555555,19.0615555556,13.0967777778,43.6856666667,10.3335555556
532.80,9.84944444444,51.6604444444,18.7591111111,26.2971111111,9.32777777777,8.22088888889,34.5305555556,12.4715555555,19.0798888889,13.1188888889,43.7187777778,10.3557777778
533.15,9.85688888888,51.6511111111,18.7722222222,26.3105555555,9.33677777779,8.22744444444,34.5502222222,12.4864444444,19.0814444444,13.1286666667,43.7141111111,10.363
533.49,9.858,51.6183333333,18.7685555556,26.3203333333,9.3368888889,8.23566666667,34.5537777778,12.49,19.0718888889,13.1273333333,43.7045555555,10.3773333333
533.84,9.86877777777,51.6003333333,18.7831111111,26.3205555555,9.35288888889,8.23911111111,34.5517777778,12.4975555556,19.0716666667,13.1394444444,43.7153333333,10.3684444444
534.18,9.87566666667,51.613,18.792,26.3195555555,9.35255555555,8.24344444445,34.5648888889,12.5041111111,19.091,13.1477777778,43.7168888889,10.3775555556
534.52,9.89522222221,51.6068888889,18.794,26.3138888889,9.36566666666,8.24588888889,34.5566666667,12.5055555556,19.0876666667,13.1564444444,43.7152222222,10.3835555556
534.87,9.90599999999,51.6062222222,18.8093333333,26.3378888889,9.36766666668,8.25211111111,34.5503333333,12.514,19.0933333333,13.1641111111,43.7122222222,10.3876666667
535.21,9.90799999999,51.5952222222,18.808,26.3386666667,9.37000000001,8.24877777778,34.5455555556,12.5185555556,19.079,13.1636666667,43.677,10.3924444444
535.56,9.91144444444,51.5718888889,18.8185555556,26.3425555556,9.37477777777,8.25144444445,34.554,12.5256666667,19.0693333333,13.1631111111,43.6777777778,10.3858888889
535.90,9.89144444446,51.5542222222,18.8318888889,26.3403333333,9.38822222223,8.24233333333,34.5471111111,12.5333333333,19.069,13.1608888889,43.6924444444,10.3784444444
536.25,9.89677777778,51.532,18.8438888889,26.3583333334,9.39377777778,8.25277777778,34.5516666666,12.5527777778,19.067,13.169,43.6924444444,10.3762222222
536.59,9.9178888889,51.5424444444,18.871,26.3983333333,9.40555555557,8.259,34.5762222222,12.5762222222,19.0793333333,13.1854444445,43.7137777778,10.3864444444
536.93,9.92866666668,51.5714444444,18.8798888889,26.4,9.42866666667,8.27022222222,34.5947777778,12.603,19.0877777778,13.1951111111,43.7322222222,10.3886666666
537.28,9.94777777778,51.5776666667,18.8972222222,26.3925555555,9.44255555554,8.26577777778,34.6177777778,12.6225555556,19.0874444444,13.2011111111,43.7575555556,10.3756666667
537.62,9.94299999999,51.5787777778,18.881,26.3876666666,9.45233333332,8.25488888889,34.6421111111,12.6305555556,19.0871111111,13.2013333333,43.7373333333,10.371
537.97,9.95588888889,51.5645555556,18.8914444444,26.3948888889,9.46966666667,8.26266666667,34.6438888889,12.6444444445,19.0821111111,13.212,43.724,10.3705555556
538.31,9.95233333333,51.5484444445,18.8993333333,26.3824444444,9.48044444443,8.28344444445,34.6708888889,12.6618888889,19.0836666667,13.2211111111,43.7204444444,10.3735555556
538.65,9.95233333334,51.5764444445,18.9138888889,26.3704444444,9.48388888888,8.29155555556,34.7083333333,12.6723333333,19.0841111111,13.2291111111,43.743,10.3833333333
539.00,9.95255555557,51.5896666667,18.9178888889,26.3608888889,9.47622222221,8.28711111111,34.7321111111,12.6793333333,19.087,13.234,43.7615555555,10.3824444444
539.34,9.98299999999,51.7007777778,18.9614444444,26.3884444445,9.49444444446,8.30211111111,34.8015555555,12.705,19.1031111111,13.252,43.8521111111,10.4108888889
539.69,10.0037777778,51.7327777778,18.9804444444,26.3964444444,9.48544444443,8.301,34.8143333333,12.6996666667,19.1131111111,13.2734444445,43.8575555556,10.4215555556
540.03,10.0142222222,51.7906666667,19.01,26.4297777778,9.49622222223,8.31388888889,34.8475555556,12.7102222222,19.1316666667,13.2777777778,43.8884444444,10.4451111111
540.37,10.0096666667,51.8497777778,19.0218888889,26.4298888889,9.49344444446,8.32144444444,34.8622222222,12.7206666667,19.1434444444,13.2825555556,43.9254444444,10.4424444445
540.72,10.011,51.8726666667,19.0433333333,26.4494444444,9.49666666667,8.32966666667,34.8848888889,12.7245555556,19.1562222222,13.2832222222,43.9578888889,10.4383333333
541.06,10.0191111111,51.8893333333,19.0652222222,26.4684444444,9.50833333334,8.33355555556,34.9115555556,12.7387777778,19.1705555556,13.294,43.9681111111,10.4524444444
541.40,10.0206666667,51.921,19.0942222222,26.4937777778,9.50733333333,8.34166666667,34.9406666666,12.7567777778,19.1665555555,13.294,44.0155555555,10.4707777778
541.75,10.0331111111,51.9865555555,19.1261111111,26.519,9.51644444445,8.35511111111,34.9933333333,12.7913333333,19.1907777778,13.3182222222,44.0792222222,10.4881111111
542.09,10.0524444444,52.0341111111,19.1552222222,26.5475555556,9.53522222222,8.365,35.0344444445,12.8238888889,19.2205555556,13.3284444444,44.1281111111,10.4994444444
542.43,10.0906666667,52.081,19.1982222222,26.5926666667,9.57788888888,8.39533333333,35.0752222222,12.8735555556,19.2634444444,13.356,44.1731111111,10.5266666667
542.78,10.128,52.1055555556,19.2524444444,26.6282222222,9.62622222223,8.44377777778,35.112,12.9315555555,19.304,13.3951111111,44.2134444445,10.5655555556
543.12,10.1178888889,52.0733333333,19.2476666667,26.6237777778,9.63322222221,8.44766666667,35.1026666667,12.9471111111,19.311,13.3942222222,44.1645555556,10.5587777778
543.46,10.138,52.0841111111,19.272,26.6403333333,9.67144444446,8.471,35.138,12.9927777778,19.3222222222,13.4126666666,44.1841111111,10.57
543.81,10.1573333333,52.0652222222,19.292,26.6388888889,9.68855555555,8.49088888889,35.1473333334,13.0372222222,19.323,13.435,44.192,10.5747777778
544.15,10.1901111111,52.0578888889,19.3137777778,26.6375555555,9.7311111111,8.51322222222,35.1732222222,13.0706666667,19.3343333333,13.459,44.1925555555,10.5986666667
544.49,10.2051111111,52.0765555556,19.3397777778,26.6345555555,9.73555555554,8.52711111111,35.1733333333,13.1002222222,19.3296666667,13.4688888889,44.1977777778,10.6198888889
544.84,10.2174444444,52.1471111111,19.3642222222,26.6584444444,9.74677777779,8.54588888889,35.2106666667,13.1254444444,19.3414444444,13.488,44.2431111111,10.633
545.18,10.2494444445,52.1678888889,19.3951111111,26.6801111111,9.78022222221,8.57311111111,35.2214444444,13.1502222222,19.3696666667,13.5111111111,44.2603333333,10.635
545.52,10.2704444445,52.1594444444,19.4112222222,26.6888888889,9.81055555554,8.58044444445,35.2154444444,13.1572222222,19.359,13.5051111111,44.2417777778,10.6426666667
545.87,10.2823333333,52.1977777778,19.4416666667,26.7158888889,9.82255555555,8.58433333333,35.2274444444,13.1776666667,19.3481111111,13.5172222222,44.2734444444,10.6453333333
546.21,10.2711111111,52.1996666666,19.4462222222,26.7238888889,9.81099999999,8.57722222222,35.2333333333,13.1794444444,19.3341111111,13.5273333333,44.2646666667,10.642
546.55,10.2655555556,52.2098888889,19.4276666666,26.714,9.78366666667,8.55633333333,35.2243333333,13.1504444444,19.2947777778,13.5077777778,44.2588888889,10.6205555556
546.90,10.2903333333,52.2302222222,19.4401111111,26.7244444444,9.78544444445,8.56033333333,35.2333333333,13.1601111111,19.289,13.5276666667,44.2856666667,10.6147777778
547.24,10.2983333333,52.2567777778,19.4584444444,26.7582222222,9.779,8.57022222222,35.252,13.1751111111,19.2955555555,13.5223333333,44.3003333333,10.6178888889
547.58,10.3144444445,52.2952222222,19.4693333333,26.7767777778,9.78700000001,8.56988888889,35.2864444444,13.1793333333,19.3122222222,13.5305555555,44.3164444445,10.6306666667
547.92,10.3207777778,52.3397777778,19.5107777778,26.836,9.79433333335,8.58166666667,35.3062222222,13.2132222222,19.3367777778,13.5436666667,44.3463333333,10.6371111111
548.27,10.3512222222,52.3373333333,19.524,26.872,9.81744444446,8.59544444444,35.3171111111,13.2373333333,19.3626666667,13.5721111111,44.3612222222,10.6552222222
548.61,10.3602222222,52.328,19.5298888889,26.8628888889,9.82166666668,8.60333333333,35.3026666666,13.2396666667,19.3692222222,13.5814444444,44.3335555556,10.66
548.95,10.361,52.3695555556,19.5237777778,26.8623333333,9.8081111111,8.59344444444,35.3171111111,13.257,19.3668888889,13.5926666667,44.311,10.6674444444
549.29,10.3664444444,52.3872222222,19.5305555555,26.8821111111,9.79444444444,8.60011111111,35.3555555555,13.2876666667,19.3892222222,13.6023333333,44.3252222222,10.6522222222
549.64,10.3742222222,52.4017777778,19.5501111111,26.8792222222,9.79433333334,8.58811111111,35.3795555555,13.2876666667,19.4084444445,13.6241111111,44.3163333334,10.6617777778
549.98,10.3692222222,52.389,19.5258888889,26.8536666667,9.78255555555,8.575,35.3522222222,13.3002222222,19.3892222222,13.5948888889,44.3132222222,10.6487777778
550.32,10.3882222222,52.4816666667,19.5717777778,26.877,9.81877777777,8.58911111111,35.437,13.3365555556,19.4424444445,13.6156666667,44.3725555556,10.6664444444
550.66,10.4093333333,52.5334444444,19.603,26.9116666666,9.84155555557,8.60155555556,35.4495555556,13.3804444444,19.4703333333,13.6238888889,44.417,10.7047777778
551.01,10.4008888889,52.5335555556,19.5895555555,26.9005555555,9.83655555557,8.58822222222,35.4455555555,13.3868888889,19.459,13.6114444445,44.3842222222,10.7208888889
551.35,10.3841111111,52.5132222222,19.5641111111,26.8872222222,9.83344444443,8.56633333333,35.4153333333,13.3515555556,19.4381111111,13.5844444444,44.3641111111,10.6878888889
551.69,10.3623333333,52.4784444445,19.5325555556,26.8535555556,9.79788888888,8.52411111111,35.3891111111,13.3186666667,19.3917777778,13.5362222222,44.3401111111,10.6507777778
552.03,10.3577777778,52.4802222222,19.5546666667,26.832,9.79688888888,8.50444444445,35.4108888889,13.3087777778,19.3802222222,13.5197777778,44.3226666667,10.6402222222
552.38,10.362,52.4953333333,19.5541111111,26.8431111111,9.80544444443,8.49855555556,35.4053333333,13.3167777778,19.3711111111,13.5175555556,44.3506666667,10.6383333333
552.72,10.3644444444,52.5646666667,19.5823333333,26.8713333333,9.80133333332,8.50588888889,35.4397777778,13.3425555555,19.3864444444,13.5104444444,44.4166666667,10.6441111111
553.06,10.3456666667,52.5933333333,19.5811111111,26.8541111111,9.79044444445,8.48566666667,35.4232222222,13.3148888889,19.3772222222,13.5142222222,44.4435555556,10.642
553.40,10.3567777778,52.6378888889,19.609,26.8882222222,9.8118888889,8.51955555556,35.4436666667,13.3298888889,19.4095555555,13.5218888889,44.4657777778,10.6747777778
553.74,10.3861111111,52.7728888889,19.68,26.9603333333,9.85188888889,8.53533333333,35.5175555556,13.3412222222,19.4613333333,13.5585555556,44.5368888889,10.7052222222
554.09,10.3907777778,52.7597777778,19.6712222222,26.9703333333,9.854,8.51366666667,35.4944444445,13.3502222222,19.4701111111,13.5634444444,44.5416666667,10.6916666667
554.43,10.3996666667,52.8118888889,19.7016666667,27.0231111111,9.89033333332,8.53911111111,35.5664444445,13.351,19.5082222222,13.5885555556,44.588,10.7127777778
554.77,10.4243333333,52.9213333333,19.7265555555,27.0452222222,9.92677777777,8.55422222222,35.6348888889,13.3604444445,19.5248888889,13.6268888889,44.6846666666,10.7164444444
555.11,10.4488888889,52.9947777778,19.7677777778,27.0751111111,9.95533333332,8.57222222222,35.6776666667,13.4126666667,19.5495555556,13.6581111111,44.7551111111,10.7393333333
555.45,10.5064444444,53.0657777778,19.8172222222,27.1318888889,10.0071111111,8.63366666667,35.7702222222,13.4475555556,19.61,13.7265555556,44.8161111111,10.7811111111
555.80,10.5577777778,53.1845555556,19.871,27.2144444444,10.0556666667,8.67477777778,35.8572222222,13.5141111111,19.6664444444,13.7771111111,44.9364444445,10.8095555556
556.14,10.5626666667,53.2525555555,19.9183333333,27.2431111111,10.0757777778,8.69844444444,35.9064444444,13.5345555555,19.7182222222,13.7971111111,44.9617777778,10.8417777778
556.48,10.609,53.2233333333,19.9473333333,27.2581111111,10.1331111111,8.74777777778,35.9263333333,13.5628888889,19.7546666667,13.82,44.9776666667,10.8652222222
556.82,10.6587777778,53.261,20.0045555556,27.3001111111,10.175,8.79888888889,35.9741111111,13.6026666667,19.7875555556,13.8601111111,45.0084444444,10.8927777778
557.16,10.7016666667,53.2342222222,19.9981111111,27.2877777778,10.1983333333,8.82088888889,36.0013333333,13.6223333334,19.7935555555,13.8917777778,44.999,10.8856666667
557.50,10.7283333333,53.186,20.0115555556,27.2627777778,10.2115555556,8.84966666667,36.0414444444,13.6524444444,19.78,13.8994444445,44.9993333333,10.8943333333
557.85,10.7612222222,53.2352222222,20.0453333333,27.3065555556,10.2345555555,8.89244444444,36.078,13.6541111111,19.8014444444,13.9212222222,45.0141111111,10.9326666667
558.19,10.7627777778,53.2018888889,20.0397777778,27.2816666667,10.2172222222,8.88833333333,36.0426666667,13.6586666667,19.791,13.9113333333,44.9722222222,10.9136666667
558.53,10.7744444444,53.1254444445,20.0594444444,27.2676666667,10.2317777778,8.89111111111,35.9846666667,13.6772222222,19.7892222222,13.9072222222,44.934,10.9184444444
558.87,10.817,53.1165555555,20.1,27.2624444444,10.2497777778,8.93111111111,35.9937777778,13.7057777778,19.8251111111,13.9277777778,44.9144444445,10.9555555556
559.21,10.8234444444,53.1535555556,20.1071111111,27.2671111111,10.252,8.93566666667,35.9921111111,13.7328888889,19.8234444445,13.9298888889,44.9283333333,10.9604444445
559.55,10.826,53.1507777778,20.1021111111,27.2683333333,10.2321111111,8.94477777778,35.957,13.7108888889,19.8141111111,13.9512222222,44.8638888889,10.9773333333
559.89,10.8884444445,53.2063333333,20.1568888889,27.316,10.2657777778,8.99633333333,35.9927777778,13.7693333333,19.8491111111,13.9887777778,44.9298888889,11.0074444444
560.23,10.8966666667,53.2167777778,20.1727777778,27.2955555555,10.2817777778,8.98155555556,35.9945555556,13.7645555555,19.8437777778,14.0114444444,44.9195555556,11.0272222222
560.58,10.9167777778,53.2495555556,20.1962222222,27.3468888889,10.3024444445,8.98444444445,36.0377777778,13.7801111111,19.8722222222,14.0191111111,44.9717777778,11.0464444445
560.92,10.925,53.3332222222,20.2348888889,27.3732222222,10.2921111111,8.99211111111,36.0564444445,13.8217777778,19.8748888889,14.0267777778,45.0408888889,11.056
561.26,10.9126666667,53.3486666667,20.2383333333,27.3865555555,10.2843333333,8.99133333333,36.0288888889,13.8152222222,19.8735555556,14.0328888889,45.0538888889,11.0533333333
561.60,10.8964444445,53.3157777778,20.2244444445,27.3867777778,10.2718888889,8.98077777778,36.0078888889,13.8216666667,19.8488888889,14.0323333334,45.0468888889,11.042
561.94,10.9137777778,53.3884444444,20.2584444444,27.4196666667,10.274,8.98733333333,36.0746666667,13.8527777778,19.8717777778,14.0622222222,45.1085555556,11.0627777778
562.28,10.9465555556,53.4562222222,20.3081111111,27.4887777778,10.2871111111,9.02766666667,36.1246666667,13.882,19.9213333333,14.103,45.1668888889,11.0817777778
562.62,10.9532222222,53.5416666667,20.3461111111,27.5503333333,10.3087777778,9.035,36.1767777778,13.8927777778,19.9235555556,14.1192222222,45.2454444445,11.075
562.96,10.9487777778,53.5415555556,20.3695555556,27.5516666667,10.2996666667,9.02622222222,36.1973333333,13.8917777778,19.9236666667,14.1211111111,45.2728888889,11.0937777778
563.30,10.9353333333,53.5025555556,20.3538888889,27.5385555556,10.3085555556,9.02222222222,36.1957777778,13.8927777778,19.9198888889,14.1042222222,45.2966666667,11.0921111111
563.64,10.9501111111,53.4572222222,20.362,27.5174444444,10.2962222222,9.01,36.1935555556,13.8825555556,19.892,14.0955555556,45.2457777778,11.093
563.99,10.9291111111,53.4971111111,20.3794444444,27.5607777778,10.2791111111,9.01022222222,36.2112222222,13.8786666667,19.895,14.1032222222,45.2688888889,11.1005555556
564.33,10.9223333333,53.4345555556,20.3587777778,27.4952222222,10.2753333333,9.01844444445,36.1621111111,13.8773333333,19.8802222222,14.0903333333,45.1804444444,11.1101111111
564.67,10.8835555556,53.3665555556,20.3441111111,27.4762222222,10.2672222222,8.99722222222,36.1131111111,13.8445555556,19.8661111111,14.0772222222,45.1398888889,11.0975555556
565.01,10.9027777778,53.3526666667,20.3543333333,27.4648888889,10.2872222222,9.00833333333,36.1215555555,13.845,19.8811111111,14.0958888889,45.1213333333,11.1086666667
565.35,10.8982222222,53.4281111111,20.3946666666,27.4846666667,10.2807777778,9.01722222222,36.1575555556,13.8527777778,19.9143333333,14.1008888889,45.1757777778,11.1091111111
565.69,10.8847777778,53.4187777778,20.3946666667,27.4693333333,10.2918888889,9.01822222222,36.137,13.825,19.8993333333,14.0938888889,45.1557777778,11.1095555555
566.03,10.8926666667,53.3546666667,20.3786666667,27.4152222222,10.2935555556,9.00822222222,36.129,13.8073333333,19.9,14.0777777778,45.106,11.1213333334
566.37,10.8896666667,53.3082222222,20.3786666667,27.3926666667,10.294,9.00688888889,36.11,13.806,19.9085555556,14.0776666667,45.0566666667,11.1337777778
566.71,10.9023333333,53.2943333333,20.374,27.3748888889,10.288,9.02477777778,36.0827777778,13.8082222222,19.9037777778,14.0637777778,45.0281111111,11.1197777778
567.05,10.9134444444,53.2751111111,20.3993333333,27.3613333333,10.29,9.03411111111,36.0512222222,13.8154444445,19.8995555556,14.0541111111,44.9813333333,11.1161111111
567.39,10.9025555555,53.3215555556,20.389,27.3883333333,10.2997777778,9.03511111111,36.0684444445,13.802,19.9098888889,14.073,44.9946666666,11.1208888889
567.73,10.9364444445,53.3016666667,20.4053333333,27.3995555555,10.3174444445,9.05133333333,36.0818888889,13.8276666667,19.9254444444,14.089,44.9862222222,11.1205555556
568.07,10.9411111111,53.3521111111,20.4131111111,27.4391111111,10.3034444444,9.04122222222,36.1152222222,13.8395555556,19.9243333333,14.0987777778,45.0305555556,11.1093333334
568.41,10.9856666667,53.4315555556,20.4542222222,27.5018888889,10.3414444444,9.07988888889,36.1918888889,13.8886666667,19.959,14.1233333333,45.0528888889,11.1464444445
568.75,11.0137777778,53.4788888889,20.4841111111,27.5653333333,10.3562222222,9.11588888889,36.2577777778,13.9303333333,19.9845555556,14.1426666667,45.1062222222,11.1578888889
569.09,11.0485555556,53.4298888889,20.5058888889,27.5263333333,10.3968888889,9.1301111111,36.2418888889,13.957,19.9861111111,14.1613333333,45.0648888889,11.1686666666
569.43,11.079,53.3724444444,20.4918888889,27.5163333333,10.4017777778,9.14366666668,36.2061111111,13.9785555556,19.9797777778,14.1648888889,45.0328888889,11.1713333333
569.77,11.0934444445,53.4561111111,20.5193333333,27.566,10.4216666667,9.178,36.2051111111,14.0345555556,19.9964444444,14.184,45.0667777778,11.201
570.11,11.1228888889,53.4788888889,20.5322222222,27.5873333333,10.4286666667,9.2008888889,36.1941111111,14.0553333333,20.0063333333,14.2117777778,45.0907777778,11.1932222222
570.45,11.1633333333,53.4934444444,20.5914444445,27.613,10.4701111111,9.22055555554,36.1975555556,14.0695555556,20.0365555556,14.2608888889,45.12,11.2272222222
570.79,11.1894444444,53.5643333333,20.6202222222,27.6311111111,10.4948888889,9.24333333334,36.2534444444,14.0977777778,20.0634444444,14.2878888889,45.1574444444,11.2615555556
571.13,11.2244444444,53.5955555556,20.6625555556,27.6403333333,10.5391111111,9.295,36.2851111111,14.1275555556,20.0961111111,14.3096666667,45.2267777778,11.2681111111
571.47,11.2281111111,53.6535555555,20.67,27.661,10.5485555555,9.29622222222,36.3036666667,14.1438888889,20.1167777778,14.3183333333,45.259,11.2802222222
571.81,11.2523333333,53.6478888889,20.6951111111,27.6604444444,10.5867777778,9.34322222223,36.3062222222,14.162,20.1218888889,14.3366666667,45.2556666667,11.2974444444
572.15,11.2676666667,53.6238888889,20.6792222222,27.6268888889,10.5976666667,9.32633333333,36.2771111111,14.1503333333,20.1251111111,14.3293333333,45.2533333333,11.2906666667
572.49,11.2494444445,53.6228888889,20.6891111111,27.6068888889,10.5833333333,9.2801111111,36.2468888889,14.1293333333,20.1268888889,14.3116666667,45.2392222222,11.2757777778
572.83,11.2504444445,53.6535555555,20.6796666667,27.627,10.564,9.2798888889,36.2822222222,14.1174444445,20.1281111111,14.3045555555,45.2531111111,11.2712222222
573.17,11.262,53.6856666667,20.7117777778,27.6348888889,10.5724444444,9.29677777779,36.3118888889,14.1141111111,20.1368888889,14.314,45.2781111111,11.2783333333
