wavelength,Back_ChaEucm,Belly_ChaEucm,Breast_ChaEucm,Crissum_ChaEucm,Crown_ChaEucm,DorTail_ChaEucm,Patch10_ChaEucm,Patch11_ChaEucm,Patch12_ChaEucm,Rump_ChaEucm,Throat_ChaEucm,WingTip_ChaEucm
581.98,12.526,34.5794166667,18.3035833333,24.854,3.28108333334,3.86766666667,40.58325,48.1911111111,34.1176666667,18.4331666666,2.47783333333,7.83400000001
582.32,12.4250833333,34.52075,18.2055833333,24.7603333333,3.20358333334,3.76658333333,40.5101666667,48.0762777778,34.1645,18.47625,2.33675,7.75399999999
582.66,12.3830833334,34.4263333333,18.2176666667,24.8186666666,3.19308333334,3.7945,40.4878333333,47.9015555555,34.09225,18.40875,2.31,7.75333333333
583.00,12.3466666667,34.4355,18.2001666666,24.746,3.22741666666,3.78091666667,40.4544166667,47.9013333333,34.0615,18.3919166667,2.32408333333,7.72225
583.34,12.5314166667,34.8354166667,18.3969166667,24.9781666667,3.26866666667,3.89,40.8610833333,48.3628333333,34.3429166666,18.56425,2.41708333333,7.82375000001
583.68,12.4656666667,34.9450833333,18.4719166666,24.9926666667,3.128,3.76733333333,40.8485833333,48.4028888889,34.3524166667,18.3886666666,2.27058333333,7.73316666666
584.01,12.4506666667,34.9339166666,18.3929166666,24.95575,3.07316666667,3.70875,40.8514166667,48.378,34.1781666667,18.3509166667,2.24333333333,7.69058333332
584.35,12.4505833334,34.95625,18.3936666667,24.9801666667,3.05825,3.63958333333,40.974,48.3406666667,34.15725,18.4308333333,2.24425,7.737
584.69,12.617,35.108,18.6678333333,25.1345,3.08133333333,3.76083333333,41.1515,48.5397222222,34.3639166667,18.4836666667,2.31741666667,7.84300000001
585.03,12.75425,35.3208333334,18.8071666667,25.31575,3.13283333333,3.85466666667,41.3559166666,48.7268888889,34.5114166667,18.579,2.36608333333,7.90224999999
585.37,12.84625,35.3171666667,18.8729166667,25.4725,3.35583333333,4.008,41.47425,48.6772777778,34.6026666667,18.7056666666,2.58375,8.11100000001
585.70,13.1504166667,35.4691666666,19.0540833333,25.6055,3.51633333333,4.23891666667,41.5495,48.6792222222,34.78375,18.9344166667,2.77108333333,8.31333333332
586.04,13.37175,35.6793333333,19.2569166667,25.7496666667,3.68616666667,4.371,41.7836666667,48.8427222222,34.8849166666,18.9929166667,2.95125,8.52008333333
586.38,13.4328333333,35.776,19.3681666667,25.7960833333,3.70633333333,4.36066666667,41.8881666667,48.9237222222,34.9776666667,19.0199166667,2.95516666667,8.51000000001
586.72,13.5119166667,35.9610833334,19.4485833333,25.9099166667,3.68433333334,4.42758333333,42.0968333333,49.1049444444,35.004,19.1403333333,2.97808333333,8.56208333333
587.06,13.4573333334,35.8831666667,19.451,25.8993333334,3.6565,4.43216666667,42.0371666666,48.9705555556,34.9565833333,19.0583333333,2.94975,8.47908333334
587.39,13.5595,35.9266666667,19.4568333333,26.0104166667,3.70683333334,4.45175,42.2640833334,49.0775,34.9951666667,19.1936666667,3.0235,8.51049999999
587.73,13.81075,36.1575,19.71775,26.1935833333,3.9275,4.64758333333,42.4404166667,49.2513333333,35.2494166666,19.38825,3.26583333333,8.81683333333
588.07,13.9214166667,36.3681666666,19.8380833333,26.3213333333,3.9525,4.68991666666,42.499,49.4158888889,35.3096666667,19.3683333334,3.2615,8.85658333334
588.41,13.6511666667,36.13125,19.554,26.0873333333,3.78833333333,4.41908333333,42.3116666666,49.2073888889,35.1018333333,19.18425,3.049,8.61591666667
588.74,13.52725,35.9986666667,19.5234166667,26.0441666667,3.80033333333,4.38941666667,42.2294166667,48.9704444445,34.9305833334,19.1164166667,3.10108333333,8.62300000001
589.08,13.636,36.1628333334,19.7259166667,26.1313333333,3.85325,4.52783333333,42.3843333333,49.0703333333,35.0268333333,19.2570833333,3.15491666667,8.70183333333
589.42,13.6181666667,36.1269166667,19.7675,26.11925,3.94633333333,4.57033333333,42.3741666666,48.914,34.90275,19.2315833333,3.20833333333,8.77649999999
589.76,13.7238333334,36.2143333333,19.9334166667,26.3190833333,4.04291666667,4.70958333333,42.45,48.9429444444,34.9905,19.3713333333,3.29283333333,8.89274999999
590.09,13.7275,36.2868333333,19.9971666666,26.3695,4.0675,4.75958333333,42.48725,48.9566111111,35.0034166667,19.4410833334,3.36875,8.96558333334
590.43,13.82125,36.205,20.0800833333,26.5015,4.261,4.89125,42.43525,48.8541111111,35.0115833333,19.4358333333,3.45658333333,9.00883333333
590.77,13.9279166666,36.3166666667,20.2253333333,26.6163333333,4.3885,4.94475,42.5875833333,48.8760555555,35.0023333334,19.5060833333,3.52033333333,9.19658333333
591.11,13.9899166667,36.5350833334,20.3189166667,26.7998333334,4.48116666667,5.06158333333,42.6883333333,48.8887777778,35.1861666667,19.59375,3.64508333333,9.33550000001
591.44,13.9390833334,36.5701666667,20.328,26.9178333333,4.42733333333,4.98983333333,42.7578333333,48.841,35.1735,19.4864166667,3.56425,9.13824999999
591.78,13.9268333334,36.58025,20.33825,26.968,4.49416666667,5.02091666667,42.8508333334,48.8027222222,35.2286666667,19.5495833334,3.56991666667,9.16074999999
592.12,14.2833333333,36.9704166667,20.7321666667,27.2664166667,4.78633333333,5.36558333333,43.2711666667,49.0163333333,35.4123333333,19.851,3.883,9.47516666667
592.46,14.2735,36.9998333333,20.77475,27.254,4.70566666667,5.33758333333,43.27175,49.0599444444,35.4581666667,19.8599166667,3.71541666667,9.43341666666
592.79,14.3454166667,37.0608333333,20.8368333333,27.3843333333,4.764,5.3285,43.3284166667,49.1256111111,35.4743333333,19.8565,3.75416666666,9.45258333333
593.13,14.2958333334,37.1554166667,20.8915833333,27.3416666667,4.72225,5.30483333333,43.37525,49.1912222222,35.4590833333,19.8140833333,3.68608333333,9.40824999999
593.47,14.25225,37.2400833333,20.937,27.342,4.718,5.32208333333,43.4263333334,49.1784444444,35.4034166667,19.8800833334,3.71891666666,9.43583333333
593.80,14.3685833333,37.3576666667,21.03725,27.4214166667,4.788,5.42816666667,43.5686666667,49.1622777778,35.43925,19.9748333333,3.76825,9.51675000001
594.14,14.3873333333,37.5885,21.1851666667,27.5563333333,4.75391666667,5.42966666667,43.7219166667,49.1627777778,35.5169166666,20.0526666667,3.85675,9.61741666668
594.48,14.3789166667,37.5794166667,21.1946666667,27.5105833333,4.73916666667,5.44358333333,43.6933333333,49.1063888889,35.4961666666,20.0155833334,3.85766666667,9.61699999999
594.81,14.396,37.4591666666,21.2414166667,27.3878333333,4.78016666667,5.49641666667,43.6145833333,49.002,35.3873333333,20.0208333333,3.84483333333,9.65108333333
595.15,14.3854166667,37.5183333334,21.2935833333,27.3911666667,4.78875,5.55183333333,43.69125,49.0456111111,35.3665833334,20.1293333333,3.83575,9.79958333332
595.49,14.5133333333,37.50525,21.4395,27.44675,4.849,5.66316666667,43.8178333334,49.1451111111,35.4383333334,20.2016666667,3.97575,9.85824999999
595.82,14.3655833333,37.404,21.37675,27.3838333333,4.7555,5.50858333334,43.6903333333,49.0658333333,35.34275,20.1370833333,3.91325,9.81491666666
596.16,14.45925,37.595,21.5176666667,27.5430833333,4.89608333333,5.6285,43.91725,49.1937777778,35.4674166667,20.1671666667,4.08783333334,9.91283333333
596.50,14.5405,37.7159166667,21.6418333334,27.5945833333,4.96091666667,5.6655,44.0126666667,49.2558888889,35.50425,20.2570833333,4.13408333333,9.99099999999
596.83,14.52325,37.7018333333,21.6103333333,27.6451666667,4.87833333334,5.61866666666,44.1345833334,49.3324444445,35.52575,20.2460833334,4.1075,9.96083333334
597.17,14.45475,37.5991666666,21.5530833333,27.58675,4.76766666667,5.55408333333,44.10175,49.2437777778,35.4778333333,20.06425,3.99575,9.85083333334
597.51,14.3218333333,37.5310833334,21.5429166667,27.6268333333,4.70208333333,5.41158333333,44.1110833333,49.2918333333,35.4416666667,19.9909166667,3.89058333333,9.72566666666
597.84,14.24175,37.3544166667,21.4154166667,27.48825,4.61158333333,5.29275,44.0178333333,49.1957777778,35.3680833333,19.8043333333,3.74283333333,9.61124999999
598.18,14.2944166667,37.50425,21.47925,27.5935833333,4.59766666667,5.2845,44.1605833333,49.3731111111,35.4829166667,19.8845,3.72666666667,9.62874999999
598.52,14.0891666666,37.52125,21.3839166667,27.5485,4.42675,5.11266666667,44.1125,49.2825,35.37025,19.7534166667,3.549,9.43900000001
598.85,13.9410833333,37.4275,21.31125,27.4146666667,4.29691666667,4.97416666666,44.0374166667,49.1520555555,35.25925,19.6088333333,3.39125,9.23641666666
599.19,13.7738333333,37.4381666667,21.2975833333,27.4571666667,4.19291666666,4.84041666667,44.0144166666,49.0761666667,35.2000833334,19.53325,3.231,9.18333333334
599.53,13.6915833333,37.3898333333,21.2296666667,27.44675,4.1055,4.82708333334,43.9885,48.925,35.17075,19.3628333333,3.09491666667,9.06250000001
599.86,13.78625,37.3271666667,21.3365,27.4604166667,4.15541666667,4.89108333333,43.9183333333,48.7903888889,35.1079166667,19.4303333333,3.19125,9.10633333333
600.20,13.6693333334,37.2736666667,21.3313333333,27.37875,4.01591666666,4.86325,43.8316666667,48.7676666667,35.0609166667,19.3296666666,3.07033333333,9.02991666667
600.53,13.64975,37.2860833333,21.3666666667,27.4205,4.07608333334,4.89375,43.8634166667,48.6313333333,35.0971666666,19.2985833333,3.01166666667,8.98258333332
600.87,13.6853333334,37.3960833333,21.5205833333,27.4958333333,4.19291666667,4.9765,43.9796666666,48.8436111111,35.14575,19.43525,3.084,9.08174999999
601.21,13.8741666667,37.4556666667,21.6298333333,27.5835,4.356,5.16483333334,44.0215833334,48.9149444444,35.1475,19.6043333333,3.29391666667,9.27983333332
601.54,13.938,37.5588333333,21.7248333333,27.6206666667,4.37725,5.2725,44.0346666667,48.9572777778,35.0491666667,19.6745833333,3.35933333333,9.36808333334
601.88,13.85225,37.5361666667,21.8116666667,27.6554166667,4.34075,5.2735,44.0744166667,48.9138333333,34.944,19.6728333333,3.36591666667,9.31283333332
602.21,14.1705833334,37.6835833334,22.1523333334,27.93775,4.65883333333,5.58491666667,44.2688333334,49.0342222222,35.1558333334,19.9355,3.70375,9.60608333333
602.55,14.41075,37.8430833334,22.3531666667,28.1766666667,4.90066666666,5.85591666667,44.3850833333,49.1097777778,35.34375,20.145,3.96475,9.81849999999
602.88,14.3664166667,37.89175,22.2796666667,28.12775,4.84625,5.83783333333,44.42475,48.9705,35.2301666667,20.0718333333,3.90525,9.77233333333
603.22,14.3699166667,37.9491666667,22.3154166667,28.1134166667,4.85483333333,5.81216666667,44.5329166667,49.0405,35.2218333333,20.1656666667,3.89325,9.75424999999
603.56,14.3745833333,38.0033333333,22.29725,28.2030833334,4.88516666666,5.86575,44.5806666667,49.0287777778,35.2128333333,20.1766666667,3.93441666667,9.80025000001
603.89,14.38425,38.0158333333,22.3064166667,28.2416666666,4.941,5.90008333333,44.644,48.9846111111,35.193,20.1669166666,3.98558333334,9.81908333334
604.23,14.4579166667,38.1260833333,22.453,28.36575,5.00083333333,5.95541666667,44.7814166667,49.2015,35.264,20.3511666667,4.09858333334,9.89066666666
604.56,14.5291666667,38.1149166666,22.4685833333,28.4199166666,5.04158333333,5.988,44.7549166667,49.0338888889,35.2303333333,20.3504166667,4.15708333333,9.94541666667
604.90,14.5163333333,38.17625,22.4915833333,28.4829166666,5.05591666667,6.0245,44.8735833333,49.0281666667,35.25675,20.314,4.18941666667,9.97308333334
605.23,14.4330833333,38.20125,22.54225,28.5726666667,5.05616666667,6.01441666667,44.9338333334,48.9605,35.3566666667,20.35225,4.16966666666,9.96183333334
605.57,14.5300833333,38.3338333333,22.6371666667,28.7048333333,5.16208333333,6.14033333333,45.0278333333,48.9975,35.5161666667,20.4524166667,4.29491666667,10.08775
605.90,14.4086666666,38.3844166667,22.5615833333,28.6929166667,5.01575,5.9675,45.0859166667,49.0103333333,35.4544166666,20.3491666666,4.16133333333,9.97958333334
606.24,14.3758333334,38.4586666667,22.61775,28.739,4.94908333333,5.93208333333,45.20175,49.0941666667,35.3905,20.3503333333,4.14225,10.0255833333
606.58,14.4483333333,38.55425,22.76875,28.8080833333,5.03716666666,6.0395,45.2025833333,49.2885555556,35.38975,20.5265833333,4.30491666667,10.1066666667
606.91,14.5520833333,38.5878333333,22.96,29.0121666667,5.121,6.17933333334,45.3063333333,49.4492222222,35.4523333333,20.56475,4.43958333334,10.2485
607.25,14.5624166667,38.5224166666,22.9375,28.9351666667,5.07883333333,6.12983333334,45.2406666667,49.461,35.4154166667,20.5888333333,4.36941666667,10.1731666667
607.58,14.4413333333,38.3350833333,22.8318333333,28.89125,4.95775,5.98025,45.12825,49.2594444444,35.3295,20.472,4.28566666666,9.9595
607.92,14.3329166667,38.2988333333,22.7648333333,28.7841666667,4.858,5.88133333334,45.04775,49.0751666667,35.2311666666,20.2800833333,4.18525,9.88475000001
608.25,14.1783333333,38.2731666667,22.6905,28.74025,4.74791666667,5.81458333333,45.03175,49.1465,35.28075,20.1648333333,4.10441666667,9.71824999999
608.59,13.9335833333,38.1004166667,22.5526666667,28.5119166667,4.52041666667,5.57208333333,44.7480833333,48.9381111111,35.0796666667,19.94075,3.82591666667,9.48674999999
608.92,14.031,38.1286666667,22.6485,28.5335833333,4.5585,5.59641666667,44.7631666667,48.9691666667,35.0733333333,19.95275,3.84808333333,9.49833333333
609.26,13.8445833334,37.9111666667,22.4783333333,28.3588333333,4.34158333333,5.37816666667,44.5403333333,48.784,34.8185,19.7035,3.67425,9.31400000001
609.59,13.6920833333,37.6954166667,22.3926666667,28.2604166667,4.23525,5.33058333333,44.4136666667,48.674,34.7894166667,19.5705833334,3.5265,9.21600000001
609.93,13.4515,37.4924166667,22.1788333333,28.161,4.01191666666,5.10733333333,44.2474166667,48.3962777778,34.6628333333,19.3230833333,3.32766666667,8.94841666667
610.26,13.2879166667,37.34375,22.08575,28.152,3.84516666667,4.88641666667,44.264,48.2011111111,34.7068333333,19.1076666666,3.13433333333,8.79566666666
610.60,13.1709166667,37.3496666667,21.9529166667,28.083,3.7225,4.72091666667,44.1773333333,48.0060555556,34.6370833333,18.9464166666,3.02908333333,8.67883333334
610.93,12.93425,37.4294166667,21.9088333333,28.13275,3.52166666667,4.529,44.2599166667,48.072,34.6948333333,18.78075,2.82725,8.56024999999
611.27,12.8530833333,37.5620833334,21.8968333333,28.1483333333,3.4535,4.52208333333,44.3116666666,48.0569444445,34.6950833333,18.7679166666,2.80466666667,8.61483333333
611.60,12.8624166667,37.6676666667,21.9995,28.3234166666,3.469,4.57591666667,44.3958333333,48.1343888889,34.8396666666,18.8288333334,2.85008333333,8.68108333334
611.93,12.9460833333,37.763,22.1383333333,28.4715,3.54033333333,4.63816666667,44.574,48.1938888889,34.9090833333,18.9589166667,2.92266666667,8.79075
612.27,13.2066666666,38.1699166667,22.4273333333,28.8133333333,3.78708333334,4.97008333333,45.035,48.4207222222,35.3068333333,19.2656666667,3.269,9.06100000001
612.60,13.17625,38.38075,22.3835833333,28.9206666667,3.78625,4.97733333334,45.2539166667,48.5176666667,35.3824166667,19.2695833333,3.302,9.05133333334
612.94,13.2523333334,38.4755833334,22.4840833333,28.9928333333,3.87991666667,5.09816666667,45.4060833333,48.5414444444,35.5268333333,19.36175,3.36475,9.08550000001
613.27,13.4581666667,38.74525,22.6443333333,29.199,4.03566666667,5.22625,45.62075,48.8106666667,35.6130833333,19.5316666667,3.61083333334,9.26200000001
613.61,13.6050833333,38.7843333333,22.918,29.20075,4.27483333333,5.4455,45.634,48.8721111111,35.6914166666,19.67425,3.87325,9.45833333332
613.94,13.7344166666,38.9328333334,23.0430833333,29.30175,4.42566666667,5.72625,45.6548333333,48.8929444444,35.6094166667,19.7513333334,4.12641666667,9.58216666666
614.28,13.914,39.1174166667,23.2268333333,29.453,4.64766666667,6.01683333334,45.7794166667,49.0853333333,35.743,19.93075,4.35683333334,9.73733333333
614.61,14.2044166667,39.31,23.5755,29.5989166667,4.88625,6.31375,45.96375,49.1696666667,35.92175,20.2105,4.65475,10.0100833333
614.94,14.2750833334,39.4288333333,23.73775,29.6973333333,4.96333333334,6.4,46.01525,49.1919444444,35.94375,20.2406666667,4.724,10.0745
615.28,14.27075,39.3658333333,23.7294166667,29.6610833333,4.97266666666,6.43325,45.93875,49.1489444445,35.7173333333,20.155,4.72341666666,10.0344166667
615.61,14.1511666667,39.4711666667,23.7348333333,29.6363333333,4.83958333333,6.30833333333,45.9290833333,49.2201111111,35.59175,20.02875,4.58258333333,9.93966666668
615.95,14.0705,39.3924166666,23.7665833333,29.5818333333,4.7745,6.20641666667,45.8604166667,49.3361111111,35.4993333333,19.9549166666,4.51875,9.85266666666
616.28,13.96725,39.2473333333,23.7559166667,29.5611666666,4.742,6.14316666667,45.8424166667,49.2988888889,35.4121666667,19.86625,4.53133333333,9.79149999999
616.61,13.9564166667,39.29125,23.8378333333,29.67825,4.69641666667,6.12391666667,46.0521666667,49.4648333333,35.3735833333,19.9384166667,4.47608333333,9.80908333333
616.95,13.8558333333,39.3025833334,23.916,29.6406666666,4.6285,6.15341666667,46.05075,49.3075,35.3169166667,19.94875,4.39308333333,9.7615
617.28,13.9039166667,39.4480833333,23.921,29.7819166667,4.68816666667,6.20841666667,46.16425,49.4436666667,35.3011666666,19.95825,4.35866666667,9.85675000001
617.62,13.87275,39.5440833333,23.9810833333,29.7654166666,4.75333333333,6.25,46.27175,49.609,35.4710833333,20.0836666667,4.36325,9.99333333333
617.95,13.8166666667,39.7546666667,24.0926666667,29.9385,4.70091666666,6.17466666667,46.5928333333,49.7623888889,35.6471666667,20.21375,4.28091666667,10.0505833333
618.28,13.7195833333,39.5833333333,23.8686666667,29.8418333333,4.58025,6.00966666667,46.48125,49.5679444445,35.4530833334,20.01525,4.16966666666,9.90275
618.62,13.7236666667,39.4843333333,23.8525833333,29.809,4.5715,5.98966666667,46.5669166667,49.6651666667,35.4455833334,19.9811666667,4.14533333333,9.92816666666
618.95,13.7976666667,39.42125,23.8866666667,29.84975,4.66425,6.03933333333,46.6106666667,49.6368888889,35.5179166667,20.04075,4.19558333333,9.95800000002
619.28,13.907,39.5150833333,24.0153333333,29.8869166666,4.83216666667,6.23025,46.7603333334,49.6048333333,35.6065833333,20.1950833333,4.35816666667,10.1020833333
619.62,13.9995833333,39.649,24.03675,29.9896666667,4.85866666667,6.23616666667,46.885,49.5488333333,35.6041666667,20.1323333333,4.37091666667,10.1803333333
619.95,14.2311666666,39.73725,24.2441666667,30.0536666667,5.05975,6.48016666667,46.8941666667,49.6157777778,35.7076666667,20.2571666667,4.52016666667,10.3998333333
620.28,14.3184166667,39.81925,24.38,30.1666666667,5.27675,6.62641666666,46.93725,49.6559444444,35.8039166667,20.2548333333,4.74241666667,10.62975
620.62,14.4423333333,39.6894166667,24.34375,30.17525,5.35216666667,6.652,46.8783333333,49.5503333333,35.7529166667,20.1939166667,4.80891666667,10.73175
620.95,14.6093333333,39.8270833333,24.5095833333,30.2889166667,5.433,6.7635,47.10275,49.7015555556,35.9425,20.3765833333,5.00983333334,10.84425
621.28,14.799,39.8975,24.6530833334,30.52275,5.6025,6.86191666667,47.2661666667,49.7521111111,36.0118333333,20.4446666667,5.21266666667,10.9934166666
621.62,14.8548333333,39.7235833333,24.6675,30.3959166667,5.74375,7.0035,47.0015833333,49.4650555556,35.8499166667,20.3758333333,5.338,11.0510833333
621.95,14.75225,39.7308333333,24.7094166667,30.4556666666,5.72791666667,7.03983333333,46.9753333333,49.4657777778,35.7981666667,20.3486666667,5.39441666667,11.0704166667
622.28,14.80475,39.7711666667,24.7313333333,30.5159166667,5.84241666666,7.1795,46.926,49.3281666667,35.7815,20.3571666667,5.51891666667,11.1569166667
622.62,14.8599166667,40.0585833334,24.9143333333,30.6370833333,5.8755,7.35508333334,47.1446666667,49.3865,35.9043333333,20.4603333333,5.67683333333,11.3354166667
622.95,14.8086666667,39.9493333333,24.87775,30.6473333334,5.77866666667,7.26075,47.1151666667,49.3950555556,35.781,20.3735,5.66558333333,11.2485833333
623.28,14.8103333334,39.9075833333,24.98775,30.6780833334,5.69625,7.24583333333,47.1655,49.362,35.83075,20.4671666667,5.64766666666,11.24375
623.62,14.63475,39.9185,24.843,30.5916666667,5.51016666667,7.06816666667,47.162,49.1949444445,35.7094166667,20.3743333334,5.52233333333,11.1503333333
623.95,14.5528333333,39.8884166667,24.69725,30.4506666667,5.40908333333,7.00333333334,46.9600833333,48.9887222222,35.5599166667,20.3034166667,5.41783333333,11.04075
624.28,14.3385,39.91325,24.6628333333,30.4245833333,5.275,6.80875,47.1645,49.0169444444,35.4885,20.21475,5.2605,10.8285833333
624.62,14.0745,39.8598333333,24.4485833334,30.27075,5.04833333333,6.55216666667,47.11925,48.9070555556,35.3624166666,20.0035,4.92441666666,10.5819166667
624.95,13.8975,39.812,24.27225,30.0486666666,4.81658333333,6.38241666666,46.9164166667,48.7861111111,35.2023333333,19.83225,4.66375,10.33825
625.28,13.7050833333,39.6969166667,24.075,29.8924166667,4.56666666667,6.13516666667,46.8266666666,48.7296666667,35.07175,19.6393333333,4.37983333334,10.1639166667
625.61,13.7774166666,39.81075,24.1968333333,29.9863333333,4.61883333333,6.18975,47.034,48.8431111111,35.1728333333,19.6518333333,4.33391666667,10.2138333333
625.95,13.7705,39.8904166666,24.2353333333,30.0981666667,4.50691666667,6.031,47.2338333333,49.0398333333,35.1800833333,19.65775,4.23316666667,10.1204166666
626.28,13.80775,39.7974166667,24.1254166667,30.0385,4.53833333333,5.9585,47.1465,49.1103333333,35.16,19.694,4.18266666666,10.1385
626.61,13.8148333333,39.8210833333,24.1501666667,29.9305833333,4.45916666667,5.92883333333,47.082,49.0749444444,35.1445833333,19.5900833333,4.09658333333,10.171
626.94,13.8123333333,39.7955,24.1144166667,29.9151666667,4.53025,5.99291666667,47.02175,49.0792777778,35.0173333333,19.526,4.14033333333,10.1835833333
627.28,13.895,39.7663333333,24.2336666667,29.9211666667,4.622,6.063,47.0209166667,49.0866111111,35.01575,19.546,4.22841666667,10.25725
627.61,13.8410833333,39.6973333333,24.23675,29.8769166667,4.54566666667,5.90266666667,47.0419166666,49.1271111111,35.0084166666,19.46575,4.12425,10.1013333333
627.94,14.0485833333,39.8999166667,24.3763333334,30.0406666667,4.67108333333,6.06591666667,47.09025,49.1631111111,35.1430833333,19.5739166667,4.27775,10.2741666667
628.27,14.2380833333,39.9313333333,24.5019166667,30.16025,4.7975,6.17283333333,47.1139166666,49.2077222222,35.12575,19.577,4.42933333334,10.453
628.61,14.2964166667,39.8883333333,24.5658333333,30.233,4.76825,6.04058333333,47.2509166666,49.255,35.1504166667,19.4933333333,4.38658333334,10.4353333333
628.94,14.4865833333,40.1369166667,24.7879166667,30.514,4.8975,6.15591666667,47.5568333333,49.4607222222,35.3919166667,19.616,4.54133333334,10.5475
629.27,14.6426666667,40.3671666667,24.9423333333,30.7490833333,5.0185,6.23416666667,47.7853333334,49.5805,35.6,19.8515833333,4.66908333334,10.6808333333
629.60,14.76225,40.604,25.1708333334,30.7840833333,5.20133333334,6.36991666667,47.8835,49.5565555555,35.76775,20.0195833333,4.7775,10.87375
629.94,14.6418333334,40.6949166667,25.1504166667,30.8184166667,5.09033333333,6.18833333333,47.9451666666,49.5586666667,35.7340833333,19.8556666667,4.64191666667,10.7400833333
630.27,14.7664166667,40.8770833334,25.3060833333,31.1176666667,5.25458333333,6.30125,48.0840833334,49.5961111111,35.9254166667,20.05775,4.88733333334,10.8519166667
630.60,14.7478333333,40.9929166667,25.2359166667,31.157,5.19433333333,6.2345,48.1153333333,49.6936666667,35.9228333333,20.0755833333,4.84675,10.86675
630.93,14.7278333333,41.1479166667,25.1834166667,31.3250833333,5.05058333333,6.15433333333,48.3048333333,49.8585,36.0308333333,20.1643333334,4.71225,10.7305
631.26,14.9605833333,41.4501666667,25.382,31.538,5.23616666667,6.43316666667,48.51675,49.8748888889,36.17275,20.3973333333,4.93058333333,11.06125
631.60,15.0750833334,41.67625,25.60325,31.6744166667,5.47758333333,6.56191666666,48.7741666667,50.2138333333,36.4170833333,20.60075,5.09883333333,11.25975
631.93,15.21075,41.87925,25.7600833333,31.7549166666,5.547,6.626,48.8338333334,50.1375555556,36.52225,20.79625,5.1925,11.3581666667
632.26,15.4771666667,42.1509166667,26.09025,31.8808333333,5.95108333333,7.04108333333,49.02525,50.2116111111,36.6870833334,21.1525,5.518,11.6710833333
632.59,15.5081666667,42.1755833333,26.12325,31.8389166667,5.98741666667,7.07241666667,49.02075,50.1453888889,36.607,21.275,5.578,11.7223333333
632.92,15.5345,42.1481666667,26.129,31.69425,6.00841666667,7.10241666667,48.99225,50.1977777778,36.376,21.1856666667,5.64175,11.7265833333
633.26,15.5110833333,42.0550833333,26.1044166666,31.77675,5.99058333333,7.13641666667,48.8125833333,50.3543888889,36.4176666667,21.1771666667,5.66591666667,11.6915
633.59,15.5975833334,42.1439166667,26.4094166666,31.9015833334,6.13458333333,7.31833333333,49.02,50.4347777778,36.5438333333,21.35675,5.826,11.9001666666
633.92,15.6623333333,42.19925,26.3423333333,31.8315833333,6.12725,7.275,49.0978333333,50.3868333333,36.4383333333,21.3146666667,5.70966666667,11.8368333333
634.25,15.6489166667,42.1866666667,26.3559166667,31.7635833333,6.20858333334,7.32191666667,49.1099166667,50.1550555555,36.45025,21.3375,5.72975,11.8651666667
634.58,15.67525,42.2891666667,26.5114166667,31.8989166667,6.33425,7.37391666667,49.23625,50.2911666667,36.46825,21.33225,5.81433333333,12.017
634.91,15.6030833333,42.312,26.5209166666,31.9195833333,6.19633333333,7.20816666667,49.2671666667,50.3523333333,36.5693333334,21.2515833333,5.68733333333,11.9001666666
635.25,15.335,42.105,26.2105833334,31.72375,5.82391666667,6.92641666667,48.94975,50.0282222222,36.29425,21.0575,5.39191666667,11.63775
635.58,15.2656666667,42.01425,26.1825,31.72375,5.78625,6.86591666667,48.907,50.0155555555,36.205,20.98575,5.33266666667,11.5925833333
635.91,15.0904166667,41.8826666667,26.0125833333,31.6898333333,5.45425,6.54775,48.8761666667,49.9528333333,35.99625,20.77425,5.03241666667,11.38125
636.24,15.0985,41.77975,26.0135,31.65925,5.3785,6.45366666666,48.7435,49.9543333333,35.91475,20.7066666667,5.01233333333,11.3633333333
636.57,15.0873333333,41.6458333333,25.8936666667,31.6326666666,5.37891666667,6.33491666667,48.5175833334,49.6742777778,35.8894166666,20.681,5.00475,11.38475
636.90,15.01975,41.6805833334,25.75675,31.4858333333,5.23291666667,6.16575,48.67675,49.5188888889,35.69475,20.5165833333,4.88108333333,11.3105
637.23,15.1755,41.6810833333,25.6706666667,31.5745833333,5.2155,6.168,48.6158333333,49.4126111111,35.6485,20.4801666667,4.9195,11.2265
637.56,14.81675,41.4449166667,25.5341666667,31.47625,4.92433333333,5.84383333333,48.61175,49.3532222222,35.6736666667,20.2570833333,4.63375,11.0445
637.90,14.7325833333,41.411,25.48175,31.50675,4.591,5.52466666667,48.503,49.4538888889,35.538,20.0793333334,4.324,10.77525
638.23,14.8044166667,41.4306666667,25.47975,31.43725,4.6125,5.51933333333,48.4600833333,49.3680555556,35.6115,20.0653333333,4.34641666667,10.7425
638.56,14.8400833333,41.3748333333,25.4281666667,31.4573333334,4.74841666667,5.58591666666,48.5220833333,49.3380555556,35.5805833333,20.0658333333,4.46041666667,10.7588333333
638.89,15.1800833333,41.548,25.7854166667,31.7546666667,5.13783333333,5.84291666667,48.6935,49.6091666667,35.885,20.1531666667,4.78541666667,11.0384166667
639.22,15.0738333333,41.6510833333,25.70325,31.8299166667,5.09708333333,5.808,48.8034166667,49.7074444445,35.9169166666,20.0970833333,4.65825,10.948
639.55,15.262,41.87125,25.7790833333,32.0664166667,5.31558333333,5.99233333333,48.922,50.0577777778,36.1348333333,20.204,4.863,11.0638333333
