wavelength,Back_PhrDorm,Belly_PhrDorm,Breast_PhrDorm,Crissum_PhrDorm,Crown_PhrDorm,DorTail_PhrDorm,Patch10_PhrDorm,Rump_PhrDorm,Throat_PhrDorm,WingTip_PhrDorm
312.96,5.8055,10.5302083333,7.88739583332,12.9347916667,6.15425,8.641875,7.441,8.40797222222,13.1216666667,7.84825
313.33,6.116,11.139625,8.26172916666,13.5407916667,6.34604166667,9.05166666667,7.77075,8.64227777778,13.31725,8.03229166667
313.70,5.83908333334,10.8905833333,7.98573958333,13.3557083334,6.152,8.654875,7.61516666666,8.43877777778,13.081875,7.69183333333
314.07,5.5615,10.95325,7.900375,13.3875,6.09525,8.52075,7.511,8.37083333333,12.82925,7.63875
314.43,5.73066666667,11.2183333333,8.14908333333,13.639625,6.39470833333,8.97075,7.65866666667,8.57238888889,13.082125,8.00658333333
314.80,5.42791666667,11.1075833333,7.99833333334,13.4926666667,6.38970833333,8.84620833332,7.4465,8.41733333333,13.1168333333,7.55941666666
315.17,5.42725,11.37575,8.07288541666,13.6391666666,6.40966666667,8.826375,7.39216666667,8.40930555556,13.3798333333,7.666625
315.54,6.01858333333,12.2977083333,8.56513541666,14.400875,7.04695833334,9.4925,7.80158333333,9.17347222221,14.1141666667,8.20604166666
315.91,6.74841666667,13.029625,9.41193750001,15.49025,7.78295833334,10.065875,8.39391666667,10.0267222222,15.0588333333,9.02362499999
316.28,6.85866666667,13.2105833333,9.56602083331,15.654875,7.86454166666,10.0383333333,8.45125,9.9488611111,15.5101666667,8.86854166668
316.64,7.38466666666,13.7383333333,9.96663541665,16.0874166667,8.25141666666,10.3394166667,8.85533333334,10.3681388889,16.1275416667,9.37354166666
317.01,6.82083333334,13.279625,9.57032291666,16.1027916666,7.68483333333,9.69770833333,8.41808333333,9.81933333334,15.9602916667,9.14362499999
317.38,6.72225,13.2474583333,9.53730208333,15.9384166667,7.71329166667,9.46920833332,8.22516666667,9.77833333333,16.2610416667,9.22579166666
317.75,7.2105,13.8329166667,9.91906249999,16.421875,8.07104166667,10.2102083333,8.74616666667,10.1555555556,16.7398333333,9.86508333333
318.12,7.6465,14.2447916667,10.2686875,17.0529583333,8.35479166667,10.603,9.28575000001,10.46325,17.4920416667,10.1347916667
318.49,7.71783333333,14.3229166667,10.33928125,17.2705,8.463625,10.5412083333,9.54083333333,10.6796388889,17.8088333333,10.0419166667
318.85,7.74033333334,14.3147083333,10.2839479167,17.3948333333,8.33929166666,10.3569166667,9.37600000001,10.7356388889,17.6795833333,10.0885833333
319.22,7.67866666667,14.2670416667,10.0421979167,17.3994583334,8.17670833334,10.31925,9.004,10.5888888889,17.522375,10.1809166667
319.59,6.74125,13.12575,9.19551041667,16.6154166667,7.19479166667,9.37966666667,8.05433333333,9.47802777777,16.7589583333,9.12720833333
319.96,6.42133333333,13.0046666667,9.09337500001,16.203,7.00383333333,9.11720833332,7.85733333333,9.30033333333,16.5024583333,8.938625
320.32,6.48683333333,13.146125,9.1428125,16.25625,7.06754166667,8.920125,7.79175,9.51230555555,16.668875,9.16204166667
320.69,6.29616666667,13.06975,8.94455208333,16.295625,6.98875,8.66754166667,7.89058333333,9.44980555556,16.904375,9.07720833333
321.06,6.84633333333,13.7793333333,9.35580208332,16.7854583333,7.69458333333,9.26216666668,8.551,9.96536111111,17.3920416666,9.64691666668
321.43,6.88841666667,13.811125,9.22626041666,16.7902083333,7.40045833333,8.796875,8.3415,9.84030555556,17.2857916666,9.56391666668
321.80,6.7615,13.7240416667,9.02879166667,16.7570416667,7.38466666667,8.417625,8.01191666666,9.684,17.3116666667,9.08916666666
322.16,6.51466666667,13.6828333333,8.95375,16.5584166667,7.17016666667,8.227,7.61683333334,9.5586111111,17.0093333333,9.00816666667
322.53,6.4215,13.7351666667,8.98621875,16.8005833333,7.03429166667,8.21695833333,7.259,9.32736111111,17.0176666667,8.957625
322.90,6.52975,14.1333333333,9.16945833334,16.8765416666,7.21775,8.11020833333,7.29366666666,9.31761111111,17.3112083333,9.195375
323.27,6.9265,14.512,9.65629166667,17.2793333333,7.5855,8.43516666667,7.54491666667,9.63274999999,17.7939583333,9.2885
323.63,7.7265,15.3478333333,10.37,17.9800416667,8.33708333334,9.038,8.35491666667,10.3724722222,18.4654583333,9.89116666666
324.00,7.37191666667,15.0961666667,10.1325729167,17.9665,8.01229166666,8.94783333333,8.05916666667,9.92188888889,18.06375,9.50991666667
324.37,7.65766666666,15.369375,10.3582395833,18.2417083333,7.99716666667,9.370375,8.19541666667,10.0208055556,18.2767916666,9.67808333333
324.74,7.82341666667,15.5235833333,10.5574375,18.188125,8.06229166667,9.47970833333,8.09625,10.1075,18.2140416667,9.78983333332
325.10,8.21591666667,15.650875,10.80853125,18.3387083333,8.12883333333,9.64733333333,8.14,10.4041666667,18.4367916666,9.92620833333
325.47,8.11466666667,15.5907916667,10.9067708333,18.5367916667,8.20416666666,9.74158333332,8.15183333334,10.4009722222,18.566,9.89400000001
325.84,8.05208333333,15.5171666666,10.89153125,18.38625,8.09883333334,9.52670833333,7.89766666667,10.0948055556,18.56775,9.73975
326.21,8.37808333333,15.939625,11.1087083333,18.7312916667,8.34225000001,9.79795833332,8.23175,10.3526388889,18.9970833333,9.98295833333
326.57,8.743,16.336625,11.4115104167,18.960625,8.58079166667,9.90554166667,8.56308333333,10.5621666667,19.396625,10.2089583333
326.94,9.06175,16.65225,11.8007083333,19.2730416667,8.92045833334,10.1355416667,9.05591666667,10.8013333333,19.4655,10.469
327.31,8.90474999999,16.58,11.8677083333,19.2331666666,8.77779166666,9.951875,9.17875,10.6763333333,19.3559583333,10.360375
327.67,9.10508333333,16.87475,12.04446875,19.3722083333,8.92883333333,10.056,9.30458333333,10.8008611111,19.5615833334,10.6429166667
328.04,9.24383333334,17.088625,12.1965625,19.53425,9.13349999999,10.0469583333,9.41483333334,10.9361388889,19.8416666667,10.70225
328.41,9.04041666666,17.088875,12.0274791667,19.4557083333,9.20404166667,9.94933333333,9.41433333333,10.7964444444,19.7917916666,10.492625
328.78,9.36108333333,17.4160833333,12.45296875,19.9926666667,9.66004166666,10.5065416667,9.85866666665,11.1925277778,20.1736666666,10.7316666667
329.14,9.03183333334,17.435375,12.29515625,20.0575,9.65112499999,10.335875,9.58091666667,10.8862777778,20.1259583333,10.4180416667
329.51,9.20533333333,17.680375,12.4124895833,20.2994583333,9.84191666667,10.5946666667,9.7965,10.9913333333,20.4337083334,10.403125
329.88,9.13658333333,17.9575,12.522875,20.7135,9.93937499999,10.7409583333,9.95749999999,11.2281944444,20.6075,10.5651666667
330.24,8.84216666666,17.7544583333,12.3937604167,20.6520416667,9.820125,10.6642916667,9.62216666665,10.9607777778,20.5240833333,10.3624583333
330.61,8.7825,17.5758333333,12.32671875,20.5289583333,10.0096666667,10.8930833333,9.55141666666,11.11825,20.3810416667,10.2132083333
330.98,8.51416666667,17.3935416667,12.0268125,20.602625,9.66791666666,11.0297083333,9.28341666668,11.1051388889,20.4727916667,10.0660416667
331.34,8.408,17.4884166667,11.8751041667,20.485375,9.72862500001,11.003125,9.2445,11.16575,20.506125,10.1157083333
331.71,7.7245,17.334875,11.3969166667,20.1814166667,9.29704166667,10.6334166667,8.69575,10.8556388889,20.1502083334,9.50349999998
332.08,7.83708333333,17.5917083333,11.5020833333,20.3502916667,9.49304166667,10.7542916667,8.94116666666,11.1638611111,20.409,9.72950000001
332.44,7.997,17.67975,11.759,20.4999583333,9.46225,10.8433333333,8.86658333334,11.2753055556,20.5927083334,9.90720833333
332.81,7.49,17.487125,11.2787708333,20.144375,8.963625,10.3160833333,8.38775,10.8538333333,20.1630833333,9.379625
333.18,7.46208333333,17.5365,11.301,20.0935,8.949125,10.2772916667,8.48966666667,10.8355555556,20.1979166666,9.432375
333.54,7.72141666667,17.7685416666,11.6315104166,20.4175,9.23204166667,10.427,8.69275,11.0681666667,20.3273333333,9.64908333334
333.91,7.73533333333,17.725875,11.56790625,20.2814583333,9.20725,10.3760833333,8.62533333333,11.0786388889,20.3139583334,9.60241666667
334.28,7.79091666667,17.6881666666,11.5944479167,20.22325,9.17758333334,10.1725833333,8.66666666667,11.19225,20.2536666666,9.55741666667
334.64,7.40275,17.5854166667,11.2711875,20.1672083333,8.70070833333,9.61570833332,8.43116666667,10.8511388889,20.1275833333,9.47270833333
335.01,7.35041666666,17.8600416667,11.2772083333,20.1420833334,8.64579166666,9.5175,8.41708333333,10.7408611111,20.35625,9.43375
335.38,7.30591666667,17.8497916667,11.2155104167,20.394875,8.49154166667,9.49175,8.2165,10.5930833333,20.5025,9.27775
335.74,7.86816666667,18.1005416667,11.7824583333,21.0062083333,9.04266666667,10.0481666667,8.66625,10.9492777778,21.0010416666,9.6885
336.11,7.60866666667,17.8832083333,11.5329583333,20.8195416667,8.59108333333,9.629125,8.10191666666,10.4846944444,20.6634583333,9.199
336.47,7.30108333333,17.7653333333,11.2437083333,20.845875,8.40945833333,9.22916666667,7.80341666667,10.1870833333,20.4809166667,8.87308333333
336.84,7.46525,17.845875,11.3920416667,21.0640833333,8.53925,9.18008333333,7.82733333333,10.2728888889,20.7007083334,9.06891666667
337.21,7.80116666666,18.2420833333,11.8167291667,21.5145,8.71508333333,9.612875,8.05758333333,10.6629166667,21.059875,9.35445833333
337.57,7.69541666667,18.3155,11.7010104167,21.46525,8.62804166667,9.67054166667,7.98383333333,10.6557222222,21.2342083334,9.37120833333
337.94,7.84366666667,18.4752916667,11.8127395833,21.6797916666,8.69504166667,9.72320833333,8.0825,10.7376388889,21.4081666667,9.42966666667
338.31,7.96758333333,18.713375,11.9775416667,21.928875,8.83225,9.86033333333,8.10408333333,10.8388333333,21.5945,9.45304166667
338.67,8.01866666667,18.77375,12.0357708333,21.9829583333,8.81025,9.760125,8.11783333333,10.8109722222,21.6467083333,9.30262500001
339.04,7.76075,18.349,11.7650416667,21.8470833333,8.581375,9.43083333332,7.72458333333,10.4603333333,21.2805833333,8.91125
339.40,7.79825,18.324625,11.6511770833,21.7402916667,8.48458333333,9.22241666667,7.63041666667,10.3824166667,21.063625,8.82166666666
339.77,7.75225,18.3147083333,11.5681875,21.5741666667,8.275,8.99308333333,7.60225,10.3005555555,21.0666666667,8.85720833333
340.14,7.975,18.4805833334,11.6719583333,21.873,8.44420833334,9.35879166667,7.8195,10.5219166667,21.3801666667,9.10775
340.50,8.05308333333,18.520625,11.6170833333,21.9330833333,8.37070833333,9.44120833333,7.86175,10.5991111111,21.4834166667,9.26945833333
340.87,8.00191666667,18.6172916667,11.4820833333,21.9680416667,8.25095833333,9.42420833332,7.77933333333,10.4782777778,21.47775,9.21541666666
341.23,7.29933333333,18.0692083333,10.6784166667,21.297375,7.759,8.609125,7.12241666666,9.80074999999,21.0354166667,8.602125
341.60,7.1945,18.0009166666,10.62271875,21.2425,7.607125,8.29454166667,7.0605,9.76769444445,20.840125,8.51529166667
341.96,7.13075,17.9183333333,10.6026875,21.1813333333,7.64720833333,8.38575,7.03258333333,9.80897222222,20.9247083333,8.557625
342.33,7.00675,17.9142916667,10.4840208333,21.2285833333,7.552375,8.176375,7.00658333333,9.71174999999,20.82225,8.468375
342.70,7.42275,18.42625,10.89584375,21.613,8.098625,8.76729166667,7.40758333333,10.2329722222,21.1999166667,8.862
343.06,7.70716666666,18.9115,11.2314583333,21.9084166667,8.39391666667,9.00516666668,7.72,10.6251944444,21.5857916667,9.13895833333
343.43,7.78483333333,19.054375,11.3468541667,22.047,8.55125,9.10808333333,7.86008333333,10.67525,21.8771666667,9.19879166666
343.79,7.81116666667,19.2894583334,11.3324166667,22.2644583333,8.57595833333,9.17016666667,7.82541666666,10.6951111111,21.9282916667,9.243125
344.16,7.79466666667,19.393875,11.3530208333,22.1675833333,8.562,9.13404166667,7.79466666667,10.6460555556,21.9884166667,9.27679166666
344.52,7.95316666667,19.636125,11.6571770833,22.398875,8.84366666666,9.38916666667,7.993,10.9020833333,22.3181666667,9.391125
344.89,8.02233333334,19.793,11.7637291667,22.4455416667,8.84708333334,9.50945833333,7.99475,11.0329722222,22.479125,9.43966666667
345.25,8.36833333333,20.0870833333,12.0939479167,22.717875,9.03208333334,9.76758333332,8.17158333333,11.3013333333,22.6233333333,9.74416666667
345.62,8.50958333333,20.2595,12.1876458333,22.943875,9.14420833333,9.887375,8.17258333333,11.2781666667,22.8027083333,9.83704166667
345.99,8.42041666666,20.4205,12.1133125,23.0100833333,9.006375,9.7905,8.05491666667,11.1691388889,22.646375,9.707375
346.35,8.62016666667,20.5930833333,12.1025208333,23.119625,9.04633333333,10.0539166667,8.066,11.2423611111,22.8763333333,9.83687500001
346.72,8.18025,20.24325,11.6984479167,22.7064583333,8.52425,9.627,7.52133333333,10.7150555556,22.5504166667,9.41466666666
347.08,8.18016666667,20.161,11.656,22.6535833333,8.456375,9.614,7.43808333333,10.6280277778,22.5315416666,9.35545833333
347.45,7.92808333333,20.0004583334,11.5781354167,22.6034166667,8.28558333333,9.519,7.16233333333,10.5221944444,22.3374583333,9.175
347.81,7.77016666667,19.7547916667,11.5202291667,22.4537916666,8.234875,9.40241666668,7.0745,10.3043333333,22.179875,8.84491666667
348.18,7.68458333333,19.7932916667,11.5927395833,22.5602916666,8.28729166667,9.34020833333,7.07058333333,10.3136111111,22.2984166667,8.82895833333
348.54,7.60283333333,19.9073333333,11.5434583333,22.5709583333,8.2055,9.33083333332,7.03825,10.1983055556,22.144,8.93195833333
348.91,7.51958333334,19.811375,11.6011458333,22.6572916667,8.240875,9.17329166667,7.08758333333,10.1092777778,22.2213333333,8.81816666667
349.27,7.35975,19.792875,11.6045,22.7891666667,8.244125,9.28083333333,7.1735,10.09675,22.2219166667,8.65229166667
349.64,7.26791666667,19.7835833333,11.56996875,22.7452916667,8.20420833333,9.317625,7.19291666666,10.0984444445,22.3454166667,8.55191666667
350.00,7.5535,20.0733333333,11.8547604167,23.0090833333,8.45233333333,9.54704166667,7.47483333334,10.3670555556,22.7437916667,8.77220833333
350.37,7.42766666667,20.1710833333,12.007875,23.0294166667,8.47254166667,9.38795833333,7.53183333333,10.4320833333,22.89975,8.72916666666
350.73,7.77466666667,20.6588333333,12.4071145833,23.491,8.83541666667,9.66304166667,7.95583333333,10.8260555555,23.331375,9.08170833333
351.10,7.5975,20.61225,12.3549583333,23.583,8.783,9.52779166668,7.8855,10.7473611111,23.3287083333,8.97029166667
351.46,7.86291666667,20.94825,12.4713229167,23.8444583333,8.87945833333,9.66529166667,8.11666666667,10.9306666667,23.61925,9.132375
351.83,7.72216666667,20.8136666667,12.2147708333,23.7457916666,8.64645833333,9.4315,7.87241666666,10.8949444444,23.6055416666,9.04958333334
352.19,7.75391666666,20.948125,12.1967395833,23.685875,8.65979166667,9.33829166667,7.84225,10.9240555556,23.5855833334,9.00091666667
352.55,7.92841666667,21.0140416667,12.3327083334,23.8471666667,8.81416666667,9.33229166667,7.95941666667,11.1292222222,23.780375,8.98741666667
352.92,7.976,21.2024583333,12.3759791667,23.9034166666,8.92270833333,9.47666666667,7.95791666666,11.2279444444,23.8484166667,9.0345
353.28,8.11316666667,21.4929166667,12.4935520833,24.1105833333,8.95441666667,9.48604166667,8.00575,11.3056944444,24.147875,9.10041666667
353.65,8.11216666667,21.57925,12.4025208333,24.1515416667,8.926125,9.45966666668,7.94575,11.3015,24.0834166667,9.09529166667
354.01,8.00408333333,21.598625,12.4664479167,24.2730416667,8.88979166667,9.38179166667,7.89966666667,11.2788888889,24.1091666667,9.13254166667
354.38,8.00058333333,21.5985833333,12.5522083333,24.421875,8.92695833332,9.52070833333,7.86316666667,11.2758055556,24.1164583333,9.16016666667
354.74,8.04675,21.5452916667,12.60521875,24.5460833333,8.99920833333,9.69520833332,7.83091666666,11.2534166667,24.0829166667,9.25975
355.11,8.14925,21.583375,12.6918125,24.505625,8.99712499999,9.74804166668,7.84308333334,11.3213055555,24.14,9.35866666667
355.47,8.04833333334,21.627125,12.75809375,24.5304583333,8.988625,9.69054166667,7.82708333333,11.2188888889,24.2517916667,9.35470833333
355.83,8.21208333334,22.0086666667,13.0260104167,24.7867083333,9.24083333334,9.883625,8.02491666667,11.3639166667,24.5282083333,9.54504166667
356.20,8.3105,22.106625,13.0797708333,24.9825,9.22895833333,9.93958333333,8.11716666667,11.4057777778,24.5483333333,9.58616666667
356.56,8.16875,22.0413333333,13.0173229167,24.896,9.14325,9.76858333332,7.99825,11.2009444445,24.4839166667,9.45891666667
356.93,8.107,22.09225,12.96253125,24.9059166667,9.06708333333,9.74720833333,7.90441666666,11.0995833333,24.4250416667,9.438125
357.29,7.976,22.0412916667,12.873375,24.8648333333,8.97129166668,9.64333333332,7.83575,10.9468888889,24.3502083333,9.343875
357.66,7.97691666666,22.033375,13.0210208334,24.8786666667,9.03725000001,9.70166666668,7.89258333333,10.8895555555,24.4894583333,9.31445833333
358.02,8.03183333333,22.0364583333,12.9796458333,24.921,9.04258333333,9.697125,7.88116666667,10.8190555556,24.542875,9.27358333333
358.38,8.0285,22.141,12.8638125,24.8718333334,8.97466666666,9.59429166667,7.8,10.7369444444,24.548,9.18970833333
358.75,8.00433333333,22.2785,12.8687395834,24.9472083333,8.99504166666,9.50779166668,7.78766666667,10.7386944444,24.7157083334,9.11633333333
359.11,8.09441666666,22.5891666667,12.9733229167,25.2192916667,9.15225000001,9.58520833332,7.85166666667,10.7998888889,24.9265,9.20291666667
359.48,8.19275,22.6199583333,13.0391145833,25.3817916667,9.22362499999,9.66316666668,7.87858333333,10.8735833334,25.0170833333,9.27633333333
359.84,8.30275,22.7318333333,13.1628958333,25.548,9.25879166668,9.70029166667,7.95508333334,10.9836388889,25.1150416667,9.41666666666
360.20,8.43758333333,22.84475,13.32015625,25.76,9.43949999999,9.90408333333,8.04041666667,11.1363055555,25.3392916667,9.54554166667
360.57,8.35608333334,22.8182083333,13.2130416667,25.7964583334,9.30808333332,9.86791666668,7.89683333334,11.0476388889,25.3087083333,9.42329166666
360.93,8.37925,22.852,13.2840416666,26.0064583333,9.33062500001,9.848875,7.95091666667,11.0859722222,25.4614583333,9.45945833334
361.29,8.54108333333,22.947375,13.3661145834,26.2101666667,9.48108333334,9.931625,8.0625,11.2435555556,25.5537916667,9.65433333334
361.66,8.61508333333,23.151375,13.42140625,26.3859166667,9.56366666668,9.95033333333,8.10458333333,11.4158888889,25.6035833333,9.81279166668
362.02,8.5735,23.2090416667,13.4038958333,26.3840416667,9.62808333332,10.061625,8.08758333333,11.4375,25.5864583334,9.84083333334
362.39,8.73233333334,23.2999166666,13.512625,26.5748333333,9.83958333335,10.2080833333,8.24216666666,11.6239444445,25.7224583333,10.03675
362.75,8.688,23.2895416667,13.4778020833,26.5539166667,9.80725000001,10.1747916667,8.21833333333,11.6384444444,25.6480833333,10.0146666667
363.11,8.67258333333,23.2638333334,13.4410520833,26.6275,9.78166666667,10.19275,8.20583333333,11.6969166667,25.7009583333,10.03
363.48,8.62808333333,23.349125,13.38971875,26.6486666667,9.759,10.1566666667,8.15875,11.7084722223,25.674,9.97987500001
363.84,8.56133333333,23.319125,13.2785625,26.6425,9.72487500001,10.0108333333,8.04125,11.6523333333,25.6175416667,9.84208333333
364.20,8.416,23.3034166667,13.23559375,26.6390833334,9.65316666667,9.89004166667,7.97041666667,11.5530555555,25.4827916667,9.79491666666
364.57,8.45266666667,23.5055,13.3108541667,26.7854166667,9.76516666668,9.99125,8.07283333333,11.6915277778,25.6269583333,9.87391666668
364.93,8.61866666666,23.645375,13.4733125,26.84425,9.88208333334,10.13225,8.17466666667,11.86375,25.7002083333,9.96737499999
365.29,8.6755,23.8097083333,13.5617291667,26.8672083333,9.92212500001,10.257,8.19991666667,11.9346666666,25.9290833333,10.0066666667
365.66,8.69516666666,23.8268333334,13.5709895833,26.9147916667,9.89974999999,10.2609166667,8.22316666667,11.9028333333,26.0665833333,9.96312499999
366.02,8.8245,23.8641666667,13.6635104167,26.9793333333,9.85062499999,10.21375,8.25825,11.9266944444,26.1135,9.96566666667
366.38,8.55191666667,23.637,13.4152708333,26.7706666667,9.54429166668,9.91270833332,7.98341666667,11.6008055556,25.8570416667,9.600375
366.75,8.55975,23.6309166667,13.37225,26.801375,9.48012500001,9.81566666667,7.93025,11.5106388889,25.902375,9.58241666667
367.11,8.5015,23.6315416667,13.3263958334,26.76475,9.39654166667,9.69745833333,7.87508333333,11.4454722222,25.7645833333,9.52791666666
367.47,8.56908333333,23.7290416667,13.3532083333,26.8849166667,9.45216666668,9.67941666667,7.92641666667,11.5070833333,25.8799583334,9.58091666667
367.84,8.55575,23.8530833333,13.4302916666,26.95475,9.44837499999,9.792375,8.04216666667,11.5459722222,26.031375,9.59437499999
368.20,8.64733333333,24.0005833333,13.4915104167,27.0390416667,9.52245833332,9.83220833332,8.14625,11.6641388889,26.268375,9.68112500001
368.56,8.80758333333,24.127625,13.5462083334,27.099375,9.59291666668,9.894375,8.23758333333,11.7288888889,26.362,9.82083333332
368.93,8.67358333333,24.052625,13.3023229167,27.0509166667,9.46933333334,9.78575,8.122,11.5547222222,26.29025,9.66037499999
369.29,8.48275,23.987625,13.18503125,27.050875,9.34112499999,9.58741666668,7.99883333333,11.3925277778,26.1044166667,9.42258333333
369.65,8.3625,23.9445,13.0680625,26.98625,9.19595833333,9.485625,7.87933333333,11.2448888889,26.0178333333,9.27208333333
370.01,8.28141666666,23.979,12.99125,27.052375,9.22995833332,9.38904166668,7.86308333333,11.2315277778,26.1070416667,9.24566666667
370.38,8.42666666666,24.2660833334,13.23271875,27.298375,9.38191666668,9.54308333333,8.07475,11.4458888889,26.3629166667,9.43654166667
370.74,8.58208333333,24.4910416667,13.3453125,27.51,9.529,9.675375,8.242,11.5798055555,26.5802916667,9.59241666667
371.10,8.58633333333,24.5395,13.3663958333,27.6022083333,9.58675,9.70920833332,8.22391666667,11.5750555555,26.7528333333,9.56545833333
371.46,8.573,24.6042916667,13.3885104166,27.5799583333,9.604125,9.74529166667,8.23083333333,11.5222222222,26.7575416667,9.52145833334
371.83,8.73441666667,24.71475,13.6007395833,27.7556666667,9.81941666666,9.95491666668,8.35183333333,11.6576111111,26.9473333333,9.66354166668
372.19,8.71708333333,24.7445,13.5026145833,27.7706666667,9.78029166667,9.89491666667,8.31616666667,11.5998333333,26.92875,9.59562499999
372.55,8.635,24.691875,13.5280416667,27.86575,9.78866666667,9.86075,8.25225,11.57975,27.0069166666,9.57104166666
372.92,8.68125,24.8893333333,13.6382083334,28.028875,9.93087499999,9.86875,8.31166666666,11.6311944444,27.13375,9.67991666666
373.28,8.81808333333,24.954625,13.78715625,28.0824166667,10.0577916667,9.93591666668,8.40033333334,11.7400555556,27.2707083333,9.82058333333
373.64,8.80041666667,24.994875,13.7816875,28.1910416667,10.0595416667,9.82304166667,8.37091666667,11.7668611111,27.2745,9.84312500001
374.00,8.78008333333,25.152375,13.8354895834,28.3379583333,10.030125,9.84325,8.38791666666,11.7101388889,27.4577083333,9.85479166668
374.37,8.755,25.1835,13.7771875,28.3914583333,9.98254166667,9.8595,8.30941666667,11.6555833334,27.5755416667,9.80233333334
374.73,8.498,25.0004166667,13.6061770833,28.2269166667,9.79683333334,9.68633333332,8.08391666667,11.4670833333,27.423875,9.53158333334
375.09,8.61341666667,25.1005833333,13.6996354167,28.3254166667,9.87483333334,9.82041666667,8.19883333333,11.47675,27.4161666667,9.59525000001
375.45,8.66925,25.2017916667,13.7898020834,28.4762916667,9.94866666668,9.90541666668,8.22,11.5731666666,27.5111666667,9.72925
375.81,8.42966666667,25.0599166667,13.4867291667,28.3254583333,9.659,9.6115,7.93508333333,11.297,27.2709583333,9.46808333333
376.18,8.30266666667,25.0338333333,13.4323333333,28.3930416666,9.54079166666,9.55695833332,7.78416666666,11.178,27.2645833334,9.33004166667
376.54,8.39833333333,25.1892083333,13.4572708333,28.480625,9.57599999999,9.59395833333,7.86933333333,11.2306111111,27.3459166667,9.33791666667
376.90,8.39916666667,25.17575,13.4498125,28.5140416667,9.49041666667,9.53304166668,7.8545,11.2501944444,27.398375,9.281375
377.26,8.34433333333,25.24875,13.3371354167,28.5763333333,9.39716666668,9.49170833333,7.757,11.1690555555,27.4765,9.20504166667
377.63,8.36983333333,25.3115833334,13.3474270833,28.5938333334,9.47337500001,9.567125,7.75175,11.17,27.581375,9.251125
377.99,8.31291666667,25.24375,13.2957916667,28.5700833333,9.44037499999,9.498,7.65508333333,11.1318888889,27.5029166667,9.15116666667
378.35,8.27066666667,25.2385,13.2547395833,28.5531666667,9.43129166667,9.429625,7.59975,11.0388333333,27.5103333333,9.11408333333
378.71,8.26841666667,25.290375,13.2590104166,28.6215833333,9.38362499999,9.41020833333,7.54883333333,10.99275,27.519375,9.14741666667
379.07,8.29166666667,25.3435,13.2718229167,28.6765416666,9.40645833334,9.38554166667,7.58083333333,10.9598888889,27.660875,9.16070833333
379.44,8.21508333333,25.2759583334,13.2098229167,28.6756666667,9.31616666668,9.33595833332,7.51208333334,10.8684722222,27.62425,9.079625
379.80,8.29758333333,25.3958333333,13.3301458333,28.830625,9.36004166667,9.40966666668,7.5975,10.9571666667,27.736,9.16058333333
380.16,8.43816666667,25.4921666667,13.4623333333,28.908,9.52758333334,9.527125,7.73625,11.0699444444,27.8427916667,9.27608333333
380.52,8.42216666667,25.513375,13.45509375,28.9435,9.504625,9.51525,7.71525,11.0042777778,27.9142083333,9.24770833333
380.88,8.54891666667,25.5944166667,13.5444791666,29.055625,9.611375,9.65679166667,7.80558333333,11.0335555556,28.0189166667,9.36820833333
381.24,8.64433333333,25.66425,13.6303854167,29.136,9.74295833332,9.76041666668,7.90291666667,11.1436388889,28.1152083333,9.46925
381.61,8.61783333333,25.7167916666,13.6846458333,29.238,9.76679166666,9.79525,7.9315,11.1708888889,28.156375,9.46629166667
381.97,8.65666666667,25.772125,13.6969479167,29.2995416667,9.78891666666,9.8315,7.9245,11.1994444445,28.1955833333,9.49791666667
382.33,8.71075,25.8602916667,13.7433229167,29.4124166667,9.82537500002,9.88279166668,8.01766666667,11.3196944444,28.2585833333,9.57016666667
382.69,8.68908333333,25.8519166667,13.6887083333,29.442375,9.81658333335,9.81820833332,7.95333333333,11.2919444444,28.2684583333,9.545625
383.05,8.61816666667,25.921125,13.652625,29.4609166667,9.73733333333,9.75933333332,7.84566666667,11.3183888889,28.2890833333,9.52183333333
383.41,8.63791666667,25.9874583333,13.6209166667,29.5085,9.77891666668,9.70879166668,7.866,11.3445277778,28.3440416666,9.489375
383.77,8.63208333333,26.0495,13.5839583333,29.5319166667,9.80958333333,9.69504166667,7.8375,11.30875,28.3912916667,9.49366666667
384.14,8.58275,26.0816666667,13.5318125,29.5159166667,9.70979166667,9.5855,7.78608333334,11.2601388889,28.4312083333,9.42204166667
384.50,8.60575,26.1702083334,13.54634375,29.5709583333,9.76208333333,9.578,7.77775,11.3162777778,28.4757083333,9.45416666667
384.86,8.50558333334,26.1641666667,13.4875729167,29.504875,9.68308333334,9.44766666667,7.68958333333,11.2643888889,28.4299583333,9.36345833333
385.22,8.42458333333,26.1642916667,13.451875,29.4973333333,9.54983333334,9.3465,7.55058333334,11.1656388889,28.399625,9.29954166667
385.58,8.53025,26.2419166667,13.5201770833,29.5929583333,9.62824999999,9.37733333332,7.5955,11.1849444444,28.4643333333,9.30579166667
385.94,8.59475,26.36425,13.60625,29.6507916667,9.695375,9.43941666667,7.69641666666,11.252,28.4899166667,9.35370833333
386.30,8.64666666667,26.4718333333,13.65534375,29.6839583333,9.74041666666,9.43833333332,7.671,11.2710277778,28.5419583333,9.35420833333
386.66,8.67941666667,26.56775,13.69821875,29.743,9.78424999999,9.507375,7.75658333333,11.3264444444,28.6286666667,9.33891666666
387.03,8.72733333334,26.6379583333,13.7197083334,29.8131666667,9.82783333334,9.56508333332,7.78925,11.3014444445,28.71625,9.35054166667
