wavelength,Back_PhrDorm,Belly_PhrDorm,Breast_PhrDorm,Crissum_PhrDorm,Crown_PhrDorm,DorTail_PhrDorm,Patch10_PhrDorm,Rump_PhrDorm,Throat_PhrDorm,WingTip_PhrDorm
187.53,23.8820833333,44.1057916667,48.2850625,59.2479166667,14.024375,13.0589583333,12.39825,27.0663611111,17.7845416667,8.12987499998
187.91,7.03124999997,27.473875,37.4347395833,51.3672916667,-10.8723333333,-6.64070833332,-5.20825,10.6770555556,-3.05987500007,-14.8434583334
188.29,-3.6365,19.848625,34.8673854167,51.3636666667,-18.4090416667,-21.288,-20.1515,0.656583333325,-12.5757083334,-34.4695833334
188.67,-52.8509166666,-18.96925,-3.31702083335,25.0002083333,-76.5351249999,-83.7717916667,-81.3598333332,-46.2720277778,-55.7016250001,-96.7105833333
189.05,-79.9479166666,-46.09375,-22.5260416667,11.9791666667,-103.385416667,-125.78125,-107.291666667,-56.1631944446,-82.8125,-129.036458333
189.43,-101.389,-82.5000833333,-50.7638020835,-19.8610833332,-128.749958333,-155.972166667,-141.111083333,-63.79625,-105.416666667,-149.166708333
189.81,-96.5517499998,-99.8563333333,-55.6394166667,-32.6148333334,-137.356375,-149.712625,-140.51725,-53.3525277777,-117.385208333,-138.07475
190.19,-187.037,-203.472375,-117.534666667,-101.851666666,-287.500083334,-287.037083333,-261.574083333,-135.18525,-225.694583333,-278.009166666
190.57,-66.0088333333,-80.2630833333,-37.7192708334,-25.8773333334,-111.403583333,-108.00425,-99.1226666668,-42.3977222222,-91.0088333334,-114.035125
190.95,-21.8518333334,-52.5000833333,0.902875,3.24070833333,-64.1665416668,-69.1665833333,-52.9630000001,-5.98774999999,-47.037125,-75.9258333333
191.33,-124.074166667,-196.52775,-52.8357291664,-52.31475,-201.851791667,-208.796416667,-192.12975,-60.4938611111,-163.889,-226.620291667
191.71,-86.111,-174.999875,-10.6648229167,-15.6745,-113.095333333,-142.460208333,-146.428583333,-52.7779444444,-111.309625,-181.150916667
192.09,-105.902666667,-196.701541667,-44.8352291666,-48.2639583333,-130.208416667,-157.812375,-175.0,-93.0555833334,-131.250083333,-180.382
192.47,-85.6770833335,-143.75,-27.7018229168,-35.9375000001,-109.244791667,-111.979166667,-129.166666667,-69.6180555556,-85.0260416666,-113.151041667
192.85,-110.714333333,-184.821458333,-34.4493958333,-43.6012083332,-123.958416667,-123.95825,-140.77375,-89.6825833334,-97.1724583333,-135.118875
193.23,-224.019666667,-356.127375,-90.931302083,-113.235166667,-262.745208333,-240.93125,-261.764666667,-209.803611111,-208.088333333,-276.715583333
193.61,555.0,768.75,285.625,307.916666667,620.416666667,565.0,553.333333333,535.833333334,476.25,636.25
193.99,750.000083334,1019.04770833,367.559520833,361.309625,776.785791667,780.952166668,703.571499999,671.031722222,572.619041667,844.047625
194.37,1538.88875,2213.88875,744.791729166,605.555583332,1474.99991667,1677.77791667,1394.44441667,1249.99991667,1018.055625,1701.38895833
194.75,161.111166667,216.550875,103.15396875,81.0185,162.731416667,178.240916667,139.351916667,130.169694444,97.1064166666,170.949125
195.13,192.647166667,255.8825,136.703322917,105.024333333,197.058708333,208.701041667,165.93125,151.225472222,118.505041667,185.907
195.51,413.235333333,540.686333333,303.2476875,221.568583333,413.970708333,414.705833333,347.058916667,333.006555556,240.196083333,379.166625
195.89,314.814833333,375.77175,242.86275,193.672791667,313.425833333,310.802625,256.790166667,255.658361111,213.580208333,273.611208334
196.27,179.78725,211.259,137.101072916,109.219833333,171.542583334,159.574458333,134.574333333,141.903055556,123.581583333,155.762458333
196.65,133.743083333,169.672208333,112.858614583,86.0654166666,129.713166667,126.70775,101.093,111.657555555,94.5355416668,119.877041667
197.03,120.982166667,167.633916667,109.988885417,80.9525000001,129.464333333,123.58625,96.5774166665,107.638805555,84.7470833333,114.211208333
197.40,104.5455,138.510083333,95.2966770834,67.2979166667,113.005166667,94.0654166667,82.9546666666,94.8232500002,66.035375,91.6666249999
197.78,93.0231666668,159.786958333,93.1927499999,59.3992916666,116.376041667,84.496125,76.5504166668,92.9586388887,41.37575,82.4612916666
198.16,81.1475,131.625833333,81.8988229167,63.524625,101.229458333,86.4072083332,71.8579166667,86.7031388889,46.78975,77.6639583333
198.54,57.95475,94.8864166668,63.1865104167,52.1305833334,75.8996666667,59.5642916668,53.8825833333,66.6665833333,42.0927916667,55.729375
